Orthogroup	Arabidopsis_arenosa	Alyssum_gmelinii
OG0012178	jg24216	Ag005G486930
OG0012179	jg24217	Ag005G486920
OG0012180	jg24264	Ag005G486180
OG0012182	jg24284	Ag005G485990
OG0012183	jg24327	Ag005G485520
OG0012184	jg24337	Ag005G485410
OG0012185	jg24351	Ag005G485180
OG0012186	jg24358	Ag005G485010
OG0012187	jg9642	Ag003G253130
OG0012188	jg24416	Ag005G484230
OG0012189	jg24442	Ag005G483920
OG0012190	jg24472	Ag005G483330
OG0012191	jg16240	Ag001G095550
OG0012193	jg24571	Ag005G481590, Ag005G481580
OG0012194	jg24584	Ag005G481450
OG0012195	jg4419	Ag006G504360
OG0012196	jg24630	Ag005G480790
OG0012197	jg24638	Ag005G480720
OG0012198	jg24640	Ag005G480680
OG0012199	jg11967	Ag001G045180, Ag001G047280
OG0012200	jg24670	Ag005G480340
OG0012201	jg24673	Ag005G480300
OG0012202	jg24791	Ag005G478560
OG0012203	jg19303	Ag008G711140, Ag002G186640
OG0012204	jg19300	Ag002G186620
OG0012205	jg19291	Ag002G186350
OG0012206	jg19268	Ag002G185650
OG0012207	jg19239	Ag002G184790
OG0012208	jg19210	Ag002G183920
OG0012209	jg19128	Ag002G180550
OG0012210	jg19090	Ag002G179730
OG0012211	jg19084	Ag002G179610
OG0012212	jg18731	Ag002G165430
OG0012213	jg18767	Ag002G166800
OG0012215	jg18800	Ag002G167920
OG0012216	jg18812	Ag002G168190
OG0012217	jg18823	Ag002G168530
OG0012218	jg18828	Ag002G169370
OG0012219	jg18848	Ag002G170610
OG0012220	jg18955	Ag002G174710
OG0012221	jg18966	Ag002G174940
OG0012222	jg19024	Ag002G176460
OG0012223	jg23051	Ag008G725130
OG0012224	jg15133	Ag001G064300
OG0012225	jg30008	Ag004G322720
OG0012226	jg30040	Ag004G323110
OG0012227	jg30045	Ag004G323190
OG0012228	jg30051	Ag004G323490
OG0012229	jg30057	Ag004G323580
OG0012231	jg30134	Ag004G325070
OG0012232	jg30177, jg30165, jg30154	Ag004G325440
OG0012233	jg30180, jg30168, jg30157	Ag004G325470
OG0012234	jg30160, jg30183, jg30171	Ag004G325490
OG0012235	jg30193, jg30206	Ag004G325660
OG0012236	jg30220	Ag004G326070
OG0012237	jg30310	Ag004G328600
OG0012238	jg30339	Ag004G329400
OG0012239	jg30366	Ag004G329930, Ag004G329940
OG0012241	jg30427	Ag004G331570
OG0012242	jg30434	Ag004G331750
OG0012243	jg30447	Ag004G331910
OG0012244	jg30481	Ag004G332330
OG0012245	jg30494	Ag004G332520
OG0012246	jg30579	Ag004G334240
OG0012247	jg30598	Ag004G334550
OG0012248	jg30628	Ag004G335160
OG0012249	jg30683	Ag004G336760
OG0012250	jg30740	Ag004G338030
OG0012251	jg3452	Ag003G215800
OG0012252	jg30760	Ag004G338400
OG0012253	jg30777	Ag004G338650
OG0012254	jg30779	Ag004G338670
OG0012255	jg30784	Ag004G338830
OG0012256	jg30854	Ag004G341020
OG0012257	jg30856	Ag004G341040
OG0012258	jg30904	Ag003G241810
OG0012259	jg32004, jg30913, jg12241	Ag003G242150
OG0012261	jg30958	Ag001G024900, Ag001G025320, Ag001G025300
OG0012262	jg30967	Ag003G242760
OG0012263	jg31076	Ag003G244510
OG0012265	jg31112	Ag003G245370
OG0012266	jg31126	Ag003G245610
OG0012267	jg31134	Ag003G245710
OG0012269	jg31150	Ag003G247780
OG0012270	jg31191	Ag006G506060
OG0012271	jg31214	Ag006G502290
OG0012272	jg29475	Ag004G312490
OG0012273	jg29282	Ag004G309590
OG0012274	jg14240	Ag010G739960, Ag001G049720
OG0012275	jg10035	Ag004G306320
OG0012276	jg10014	Ag006G530270
OG0012277	jg10006	Ag007G598350
OG0012278	jg13953	Ag001G052230
OG0012279	jg9997	Ag007G598390
OG0012280	jg9980	Ag007G598610
OG0012282	jg9925	Ag007G586010
OG0012283	jg17117	Ag006G525000
OG0012284	jg22064	Ag008G686230
OG0012286	jg17111	Ag006G525150
OG0012288	jg16920	Ag002G177060
OG0012289	jg16866	Ag003G285790
OG0012291	jg16854	Ag007G631370
OG0012292	jg16840	Ag006G524340
OG0012293	jg5825	Ag008G719420
OG0012294	jg16723	Ag006G523620
OG0012296	jg16659	Ag006G522640
OG0012297	jg16639	Ag006G522320
OG0012298	jg16636	Ag006G522300, Ag007G591960
OG0012299	jg16635	Ag006G522290
OG0012300	jg16578	Ag006G521580
OG0012301	jg16549	Ag006G520980
OG0012303	jg16541	Ag006G520800
OG0012304	jg20526	Ag002G104740
OG0012305	jg16513, jg16528	Ag006G518120
OG0012306	jg16510	Ag006G518160
OG0012307	jg16506, jg16505	Ag006G518210
OG0012308	jg16502	Ag001G059130, Ag006G518270
OG0012309	jg20157	Ag006G518370
OG0012310	jg29994	Ag004G322440
OG0012311	jg29901	Ag004G320080, Ag004G320070
OG0012312	jg29894	Ag004G319870, Ag004G319880
OG0012313	jg29889	Ag004G319740
OG0012314	jg29833	Ag004G318620
OG0012315	jg29794	Ag004G317880
OG0012316	jg29751	Ag004G317050
OG0012318	jg29738	Ag004G316720
OG0012319	jg32281, jg14063, jg29665	Ag004G315420
OG0012321	jg29648	Ag004G315230
OG0012322	jg29635	Ag004G315020
OG0012323	jg29632	Ag004G314950
OG0012324	jg29577, jg29583	Ag004G313960
OG0012325	jg29619	Ag004G314700
OG0012326	jg29513	Ag004G313050, Ag004G313020
OG0012327	jg29501	Ag004G312870
OG0012328	jg29495	Ag004G312800
OG0012330	jg29444	Ag004G311340, Ag004G312070
OG0012331	jg29422	Ag004G311810
OG0012332	jg29352	Ag004G310660
OG0012333	jg29367	Ag004G309550, Ag004G310910
OG0012334	jg29345	Ag004G310570
OG0012335	jg29342	Ag004G310540
OG0012336	jg29291	Ag004G309840
OG0012338	jg9654	Ag003G252800
OG0012339	jg15563	Ag001G080140
OG0012340	jg29255	Ag004G309150
OG0012341	jg29245	Ag004G309040
OG0012342	jg29218	Ag004G308680
OG0012343	jg29231	Ag004G308830
OG0012344	jg29212	Ag004G308620
OG0012345	jg29233	Ag005G409810, Ag004G308890
OG0012346	jg29201	Ag004G308460
OG0012347	jg29194	Ag004G308380
OG0012348	jg29156	Ag004G307760
OG0012349	jg22625, jg22627	Ag008G702290, Ag005G438630
OG0012350	jg16294	Ag001G096840
OG0012351	jg17136	Ag006G525910
OG0012353	jg29076	Ag004G306600
OG0012354	jg29045	Ag004G306060
OG0012355	jg18155	Ag007G591780
OG0012356	jg17153, jg17146	Ag004G391180, Ag004G395680
OG0012357	jg28881	Ag004G304020
OG0012358	jg28814	Ag004G303150
OG0012359	jg28789	Ag004G302810
OG0012360	jg28787	Ag004G302740
OG0012361	jg28760	Ag004G302450
OG0012362	jg28736	Ag004G302160
OG0012363	jg28689	Ag004G301480
OG0012364	jg28691	Ag004G301510
OG0012365	jg28706	Ag004G301740
OG0012366	jg28625	Ag004G300270
OG0012367	jg28610	Ag004G300030
OG0012368	jg28599	Ag004G299890
OG0012369	jg28567	Ag004G299570
OG0012370	jg28532	Ag004G299140
OG0012371	jg28501	Ag004G298550
OG0012372	jg28495	Ag004G298490
OG0012373	jg28472	Ag004G298280
OG0012374	jg28474	Ag004G298320
OG0012375	jg28475	Ag004G298340
OG0012376	jg28480	Ag004G298370
OG0012378	jg28404	Ag004G297350
OG0012379	jg5201	Ag007G612950
OG0012380	jg5281	Ag003G285600, Ag007G614580
OG0012381	jg5254	Ag007G613930
OG0012382	jg23957	Ag001G100190
OG0012383	jg5327	Ag007G617010
OG0012384	jg5335	Ag007G617250
OG0012385	jg18189	Ag006G577300
OG0012387	jg5364	Ag007G618200
OG0012388	jg5396	Ag007G619510
OG0012389	jg5405	Ag007G619900
OG0012390	jg5415	Ag007G620130
OG0012391	jg5416	Ag007G620140
OG0012392	jg5431	Ag007G621020
OG0012393	jg5440	Ag007G621210
OG0012394	jg5452	Ag007G621790
OG0012395	jg5479, jg5480	Ag007G622570
OG0012396	jg5488	Ag004G381520
OG0012397	jg5502	Ag007G623170
OG0012398	jg5596	Ag007G626470
OG0012399	jg5699	Ag007G630360
OG0012400	jg5700	Ag007G630350
OG0012401	jg5705	Ag007G630250
OG0012402	jg5716	Ag007G629940
OG0012404	jg5782	Ag007G632680
OG0012405	jg5526	Ag007G624160
OG0012406	jg6622	Ag007G636500
OG0012407	jg6631	Ag007G636560
OG0012408	jg6639	Ag007G636630
OG0012409	jg6681	Ag007G637280
OG0012410	jg2565	Ag004G348140, Ag003G238860
OG0012411	jg21567	Ag007G642190
OG0012412	jg21520	Ag003G280850
OG0012413	jg21462	Ag007G642850
OG0012414	jg21444	Ag001G080720
OG0012415	jg23283	Ag003G217850, Ag001G035410, Ag002G134750
OG0012416	jg4523	Ag006G505980
OG0012417	jg4517	Ag006G527990, Ag006G505850
OG0012418	jg4495	Ag006G505300
OG0012419	jg4439, jg4452	Ag006G504840
OG0012420	jg4438, jg4453	Ag006G504830
OG0012421	jg21296	Ag003G293570
OG0012422	jg5159	Ag007G611770
OG0012423	jg4417	Ag006G504350, Ag006G504340
OG0012424	jg4414	Ag006G504250
OG0012425	jg24399, jg4388	Ag006G503710
OG0012426	jg4305	Ag006G500620
OG0012427	jg22581	Ag008G700720
OG0012428	jg4230	Ag006G499100
OG0012429	jg4228	Ag006G499050
OG0012430	jg4199	Ag006G498190
OG0012431	jg6476	Ag008G720180
OG0012432	jg6400	Ag008G721090
OG0012433	jg6270	Ag008G722820
OG0012434	jg6265	Ag008G722930
OG0012435	jg6251	Ag008G723090
OG0012436	jg6206	Ag008G723790
OG0012437	jg6188	Ag008G724000
OG0012438	jg6170	Ag008G724260
OG0012439	jg6168, jg6169	Ag008G724270
OG0012440	jg6166	Ag008G724290, Ag008G724300, Ag008G724560
OG0012441	jg23022	Ag008G724630, Ag004G372080
OG0012442	jg23048	Ag008G725090
OG0012443	jg23094	Ag008G726020
OG0012444	jg23138	Ag008G726780
OG0012445	jg23205	Ag008G727850
OG0012446	jg23207	Ag003G258410, Ag004G332920
OG0012447	jg23213	Ag008G727940
OG0012449	jg22789	Ag008G706480
OG0012450	jg22784	Ag008G706400
OG0012451	jg22736	Ag008G705570
OG0012452	jg22732	Ag008G705440
OG0012453	jg14952	Ag001G062600
OG0012454	jg14937	Ag001G062010
OG0012455	jg14932	Ag001G061730
OG0012456	jg14899	Ag001G061100
OG0012457	jg14896	Ag001G060920
OG0012459	jg14798	Ag005G455750
OG0012460	jg14773	Ag008G692640
OG0012461	jg14723	Ag008G691530
OG0012462	jg14714	Ag008G691200
OG0012463	jg14706	Ag008G691120
OG0012464	jg14702	Ag008G690810
OG0012465	jg14663	Ag001G056280
OG0012466	jg14648	Ag001G055910
OG0012467	jg14571	Ag001G054360
OG0012468	jg14570	Ag001G054370
OG0012469	jg14544	Ag001G053910
OG0012470	jg15908, jg14540	Ag001G053830
OG0012471	jg14489	Ag006G526020, Ag001G052870
OG0012472	jg22837	Ag008G707700
OG0012473	jg14447	Ag001G052080
OG0012474	jg14436	Ag003G212220
OG0012475	jg14432	Ag001G051930
OG0012476	jg14365	Ag001G050920, Ag002G111010
OG0012477	jg14282	Ag001G050190, Ag010G740400
OG0012478	jg14241	Ag010G739970, Ag001G049730
OG0012480	jg14111	Ag008G671590
OG0012481	jg14050	Ag001G089190
OG0012482	jg14030	Ag004G389810, Ag004G389770, Ag004G394820
OG0012483	jg14014	Ag004G396300, Ag004G396290, Ag004G391780
OG0012484	jg2311	Ag004G355330
OG0012485	jg2298	Ag001G074680
OG0012486	jg2272	Ag004G355890
OG0012488	jg16889	Ag003G222790
OG0012489	jg2364	Ag004G354420
OG0012490	jg2252	Ag004G356400
OG0012491	jg2376	Ag004G354590
OG0012492	jg2456	Ag004G350930
OG0012493	jg2452	Ag004G351230
OG0012494	jg2451	Ag004G351240
OG0012495	jg2487	Ag004G350320
OG0012496	jg2526	Ag005G482830
OG0012497	jg2527	Ag004G349000
OG0012498	jg2528	Ag004G348990
OG0012499	jg2948	Ag003G237710
OG0012500	jg2631	Ag005G468030, Ag004G346020
OG0012501	jg2656	Ag004G345160
OG0012502	jg2668	Ag004G344850
OG0012503	jg2724	Ag004G343580
OG0012504	jg2743	Ag004G343300
OG0012505	jg2798	Ag004G342400, Ag001G025840
OG0012506	jg3504	Ag003G214620
OG0012508	jg3457, jg3460	Ag003G215520
OG0012509	jg3429	Ag003G217040, Ag003G251290
OG0012510	jg3427	Ag003G217050, Ag005G418060
OG0012511	jg3416	Ag003G218040
OG0012512	jg3398	Ag003G218590, Ag003G218580
OG0012513	jg3394	Ag003G218630
OG0012514	jg3369	Ag003G218930
OG0012515	jg3339	Ag003G219590, Ag003G219580
OG0012516	jg3328	Ag003G219720
OG0012518	jg3288	Ag003G221790
OG0012519	jg3259	Ag003G222830
OG0012521	jg3167	Ag008G672840, Ag003G227280
OG0012522	jg3165	Ag003G227610
OG0012523	jg3138	Ag003G228830, Ag003G229010
OG0012524	jg3137	Ag003G229030, Ag003G228850
OG0012525	jg3113	Ag003G230030, Ag003G230530
OG0012526	jg3044	Ag003G233550
OG0012527	jg3031	Ag003G233900
OG0012528	jg3022	Ag003G234230
OG0012529	jg3008	Ag003G235010
OG0012530	jg2956	Ag003G237240
OG0012531	jg2878	Ag003G239700, Ag008G695550
OG0012532	jg2867	Ag003G239970
OG0012533	jg3536	Ag003G213620
OG0012534	jg3540	Ag003G213480
OG0012535	jg3557	Ag003G212780
OG0012536	jg3593	Ag003G212140
OG0012537	jg3594	Ag003G212120
OG0012538	jg3605	Ag003G211940
OG0012540	jg3645	Ag003G211050
OG0012541	jg3653	Ag003G210540
OG0012542	jg3681	Ag003G210210
OG0012543	jg3765	Ag003G207920
OG0012544	jg3776	Ag003G207430
OG0012545	jg3779	Ag003G207470
OG0012546	jg3787	Ag003G207720
OG0012547	jg3797	Ag005G476150, Ag003G207830
OG0012548	jg3794	Ag003G207800
OG0012549	jg3792	Ag003G207780
OG0012550	jg25228	Ag005G470690
OG0012551	jg25296	Ag005G469780
OG0012552	jg25298	Ag005G469730
OG0012553	jg33641	Ag001G003700, Ag001G003710
OG0012554	jg25426	Ag005G466450
OG0012555	jg25448	Ag005G465860
OG0012556	jg25458	Ag005G465700
OG0012557	jg25492	Ag005G465160
OG0012558	jg25542	Ag005G464360
OG0012559	jg25544	Ag005G464340
OG0012561	jg25623	Ag003G208120, Ag004G322870, Ag005G462660
OG0012562	jg25644	Ag005G462290
OG0012563	jg25706	Ag005G460980
OG0012564	jg25761	Ag005G459860
OG0012565	jg25767, jg15560	Ag005G459690
OG0012566	jg25782	Ag005G459230
OG0012567	jg25788	Ag005G459170
OG0012568	jg25790	Ag005G459140
OG0012569	jg25832	Ag005G458130
OG0012570	jg25873	Ag005G457340
OG0012571	jg25874	Ag005G457330
OG0012572	jg25875	Ag005G457320
OG0012573	jg25883	Ag005G457240
OG0012574	jg25949	Ag005G455350
OG0012575	jg25963	Ag005G454870
OG0012576	jg25973	Ag005G454790
OG0012577	jg25984	Ag005G454540, Ag005G453670
OG0012578	jg26005	Ag005G453370
OG0012579	jg26025	Ag005G452680
OG0012580	jg26054	Ag005G450810
OG0012581	jg26061	Ag005G450630
OG0012582	jg26085	Ag005G449740, Ag005G449720
OG0012583	jg26133	Ag002G140020
OG0012584	jg26150	Ag005G447260
OG0012585	jg26164	Ag005G446660
OG0012586	jg26200	Ag005G446020
OG0012587	jg26250	Ag005G444530, Ag005G443320
OG0012588	jg33258	Ag001G011800
OG0012590	jg26357	Ag005G441260, Ag005G441310
OG0012592	jg15532	Ag005G436740
OG0012593	jg26549	Ag005G436180
OG0012594	jg26565	Ag005G435740
OG0012595	jg26606	Ag005G433590, Ag005G434410
OG0012596	jg26637	Ag005G433890, Ag005G432530
OG0012597	jg26642	Ag005G432410, Ag005G433750
OG0012598	jg26663	Ag005G432070
OG0012599	jg26664	Ag005G431940
OG0012600	jg29236	Ag004G308930
OG0012601	jg26675	Ag005G431750
OG0012602	jg26725	Ag005G430960
OG0012603	jg27272	Ag005G421370
OG0012604	jg26800	Ag005G428660
OG0012605	jg26918	Ag005G426680
OG0012606	jg26905	Ag005G426720
OG0012607	jg26970	Ag007G649610, Ag005G426150
OG0012608	jg27358	Ag003G226360, Ag002G157010
OG0012609	jg27983	Ag005G411290
OG0012610	jg27176	Ag005G424240, Ag007G619350
OG0012611	jg27129	Ag004G375750
OG0012612	jg27091	Ag005G425310
OG0012613	jg27075	Ag005G425400
OG0012615	jg27405	Ag005G421580
OG0012616	jg33570, jg33572	Ag005G420590
OG0012617	jg27517	Ag005G419850
OG0012618	jg27533	Ag005G419790
OG0012619	jg27556	Ag005G419580
OG0012620	jg27636	Ag005G418660
OG0012621	jg27637	Ag005G418650
OG0012622	jg27647	Ag005G418570
OG0012623	jg27702	Ag005G417930
OG0012624	jg27770	Ag005G417560
OG0012626	jg19012	Ag002G176260
OG0012627	jg27783	Ag004G312690, Ag005G417300
OG0012628	jg27852	Ag005G416270
OG0012629	jg27881	Ag005G415690
OG0012630	jg17991, jg27882	Ag005G415680
OG0012631	jg27897	Ag005G414070
OG0012632	jg27933	Ag005G413540, Ag005G413100
OG0012633	jg27948	Ag005G413330, Ag005G412960
OG0012634	jg27954	Ag005G412860
OG0012635	jg28010	Ag005G410580
OG0012637	jg28085	Ag005G408480
OG0012638	jg28114	Ag005G407310, Ag008G676850
OG0012639	jg28130	Ag005G406480
OG0012640	jg28160	Ag005G405440
OG0012641	jg28195	Ag014G741820
OG0012642	jg28228	Ag003G274260, Ag005G402890
OG0012644	jg28307	Ag005G404340
OG0012645	jg33812	Ag001G000170, Ag007G629690
OG0012646	jg33799	Ag001G000300
OG0012647	jg33766	Ag001G000910
OG0012648	jg33765	Ag001G000920
OG0012649	jg33704	Ag001G002080
OG0012650	jg33620	Ag001G004380
OG0012651	jg33588	Ag001G005240
OG0012652	jg33559	Ag001G006120
OG0012653	jg33555	Ag001G006160
OG0012654	jg33515	Ag001G006940
OG0012655	jg33482	Ag001G007460
OG0012656	jg33474	Ag001G007610
OG0012657	jg33425	Ag001G008680
OG0012659	jg33333	Ag001G010490
OG0012660	jg33331	Ag001G010520
OG0012661	jg33317	Ag001G010750
OG0012662	jg33232	Ag001G012150
OG0012663	jg33250	Ag001G011940
OG0012664	jg33210	Ag001G013330
OG0012665	jg33203	Ag001G013960
OG0012666	jg33202	Ag001G013980
OG0012667	jg33182	Ag001G015100
OG0012668	jg33124	Ag001G017080
OG0012669	jg33115	Ag001G017490
OG0012670	jg33107	Ag001G017870
OG0012671	jg33057	Ag001G020690
OG0012672	jg33252	Ag001G011900
OG0012673	jg32968	Ag001G024150
OG0012674	jg32979	Ag001G023430
OG0012675	jg32972	Ag001G023550
OG0012676	jg32934	Ag001G025280
OG0012677	jg32923	Ag001G025550
OG0012678	jg32906	Ag001G026130
OG0012679	jg32905	Ag001G026140
OG0012680	jg11037	Ag001G028870
OG0012681	jg11045	Ag001G029360
OG0012682	jg11062	Ag001G031230, Ag001G029950
OG0012683	jg11096	Ag001G031700, Ag001G030550
OG0012684	jg11101	Ag001G030360, Ag001G031540
OG0012685	jg11104	Ag001G031840
OG0012686	jg18607	Ag005G432170
OG0012687	jg18556	Ag002G160770
OG0012688	jg18549	Ag002G160620
OG0012689	jg15100	Ag001G064990
OG0012690	jg15102	Ag001G064970
OG0012691	jg15123	Ag001G064570
OG0012692	jg15140	Ag007G633600, Ag001G064220
OG0012693	jg15150	Ag001G068530
OG0012694	jg15160	Ag001G068830
OG0012695	jg15179	Ag001G069180
OG0012696	jg15205	Ag001G070050
OG0012699	jg15279	Ag001G072630
OG0012700	jg6356	Ag008G721800
OG0012701	jg15326	Ag001G073510
OG0012702	jg15337	Ag001G074020
OG0012703	jg15055	Ag001G066310
OG0012704	jg15365	Ag001G074820
OG0012705	jg15381	Ag001G075300
OG0012706	jg15424	Ag001G076430
OG0012707	jg15434	Ag001G076660
OG0012708	jg15478	Ag001G078470
OG0012709	jg15492	Ag001G078840
OG0012710	jg15504, jg15498	Ag001G079080
OG0012711	jg15519	Ag001G079280
OG0012712	jg15524	Ag001G079560
OG0012713	jg15601	Ag001G081190
OG0012714	jg15604	Ag001G081240
OG0012715	jg15626	Ag001G081900
OG0012717	jg15628	Ag001G081930
OG0012718	jg15703	Ag001G082950
OG0012719	jg15702	Ag001G082960
OG0012720	jg11882	Ag001G042050
OG0012721	jg23926, jg15670	Ag001G083710
OG0012722	jg15661, jg15719	Ag001G083880
OG0012723	jg15660, jg15720	Ag001G083900
OG0012724	jg15741	Ag001G084330
OG0012725	jg15811	Ag001G085740
OG0012727	jg15886	Ag001G088140
OG0012728	jg19587	Ag002G195110
OG0012729	jg15943	Ag001G089580
OG0012730	jg15946	Ag001G089600
OG0012731	jg16016	Ag001G019970, Ag001G020230, Ag001G020280, Ag011G740850
OG0012733	jg16106	Ag001G093030
OG0012734	jg16107	Ag001G093050
OG0012735	jg16141	Ag001G093660
OG0012736	jg16277	Ag001G096500
OG0012737	jg16303	Ag001G097220, Ag005G416700
OG0012738	jg16324	Ag001G097670
OG0012739	jg16348	Ag001G098120
OG0012740	jg16389	Ag001G098570
OG0012741	jg16396, jg16412, jg16404	Ag001G098700
OG0012742	jg33194	Ag001G033140
OG0012743	jg17201	Ag006G525470, Ag001G016310, Ag006G541400
OG0012744	jg33096	Ag001G018160
OG0012747	jg16319	Ag001G078060, Ag001G078080, Ag001G077320, Ag001G097690, Ag001G097120, Ag001G097750, Ag001G097700
OG0012749	jg15799	Ag001G085280
OG0012750	jg16101	Ag001G092910
OG0012751	jg28591	Ag004G299820, Ag004G299830, Ag001G097960, Ag003G223350
OG0012752	jg20509	Ag002G105690
OG0012753	jg17179	Ag002G131850
OG0012754	jg31085, jg31084	Ag006G573170, Ag002G166690
OG0012755	jg19412	Ag002G190410
OG0012756	jg3558	Ag003G212770
OG0012757	jg3408	Ag003G218140
OG0012759	jg9569	Ag003G254870
OG0012760	jg9563	Ag003G255060
OG0012761	jg27588	Ag003G266620, Ag003G265800
OG0012763	jg977	Ag004G371490
OG0012764	jg8563	Ag003G291920
OG0012765	jg28755	Ag004G302410
OG0012766	jg28992	Ag004G305540
OG0012768	jg30759	Ag004G338390
OG0012770	jg2264	Ag004G356020
OG0012771	jg8114	Ag006G516110, Ag004G368130
OG0012772	jg466	Ag004G390570, Ag004G390560
OG0012774	jg28040	Ag005G410140
OG0012775	jg26253	Ag005G443180, Ag005G444390
OG0012776	jg26075	Ag005G450220
OG0012778	jg25238	Ag005G470560
OG0012779	jg25032	Ag005G474430
OG0012780	jg4427	Ag006G504560
OG0012781	jg11960	Ag006G507410
OG0012782	jg16573	Ag006G521490
OG0012783	jg6315, jg14790, jg14788	Ag006G558810, Ag006G558890, Ag006G558980, Ag006G559020, Ag006G559000, Ag006G558530, Ag006G559040, Ag006G558930, Ag006G558960, Ag006G559220, Ag006G559200, Ag008G722310
OG0012784	jg10898	Ag006G577820
OG0012785	jg32782	Ag007G585060
OG0012786	jg17784	Ag007G595960
OG0012787	jg17725	Ag007G596470
OG0012788	jg4615	Ag007G600100
OG0012789	jg5189	Ag007G612510
OG0012790	jg5203	Ag007G612970
OG0012791	jg5353	Ag007G617820
OG0012792	jg5455	Ag007G621890
OG0012793	jg5546	Ag007G624600
OG0012794	jg13252	Ag008G664920
OG0012795	jg22573	Ag008G700520
OG0012797	jg243, jg145	Ag008G711040
OG0012799	jg28218	Ag008G716040
OG0012800	jg5891	Ag008G718130
OG0012801	jg23071	Ag008G725640
OG0012802	jg33439	Ag008G728050
OG0012803	jg23275	Ag008G728880
OG0012836	jg9625	Ag003G253490
OG0012837	jg9613	Ag003G253750
OG0012838	jg9602	Ag003G253930
OG0012839	jg9573	Ag007G607730
OG0012840	jg9555	Ag003G255310
OG0012841	jg9522	Ag003G256610
OG0012842	jg9493	Ag003G258050
OG0012843	jg9483	Ag003G258370
OG0012844	jg19382	Ag002G188860
OG0012845	jg9431	Ag003G259160
OG0012846	jg9375	Ag003G261890
OG0012847	jg9360	Ag003G266100, Ag003G265310
OG0012848	jg9349	Ag003G264840, Ag003G262870, Ag003G264150
OG0012849	jg9321	Ag003G266840
OG0012850	jg9318	Ag003G266960
OG0012851	jg9300	Ag003G267580
OG0012852	jg9289	Ag003G267880
OG0012853	jg9274	Ag003G268310
OG0012854	jg9257	Ag003G269040
OG0012855	jg9205	Ag003G271990
OG0012856	jg9194	Ag005G477800, Ag003G272350
OG0012857	jg9166	Ag003G279680
OG0012858	jg9162	Ag003G279530
OG0012859	jg9150	Ag003G279260
OG0012860	jg9510	Ag003G279010
OG0012861	jg9131	Ag003G278740
OG0012862	jg9124	Ag003G278480
OG0012863	jg9091	Ag003G277630
OG0012864	jg9097	Ag006G513220, Ag003G277780
OG0012865	jg9112, jg9053	Ag003G278150
OG0012866	jg9117	Ag003G278250
OG0012867	jg9075	Ag003G277280
OG0012868	jg9031	Ag003G275990
OG0012869	jg9035	Ag003G276190, Ag003G276090, Ag003G276050
OG0012870	jg9037	Ag003G276260, Ag003G276290
OG0012871	jg9030	Ag003G287030, Ag003G275970
OG0012872	jg9019	Ag003G275830
OG0012873	jg9009	Ag003G275420
OG0012875	jg8974	Ag003G273940
OG0012876	jg8929	Ag003G281220
OG0012877	jg8964	Ag003G273610
OG0012878	jg8925	Ag003G281410
OG0012879	jg8871	Ag003G282800, Ag003G283470, Ag003G283460
OG0012880	jg8870	Ag003G282810
OG0012881	jg8848	Ag003G283480
OG0012882	jg8725	Ag003G287870
OG0012883	jg8839	Ag003G284170
OG0012884	jg27005	Ag003G292670
OG0012885	jg31688	Ag007G579700
OG0012886	jg31692	Ag007G579670
OG0012887	jg31746	Ag007G579320
OG0012888	jg31771	Ag007G579180
OG0012889	jg31887	Ag007G578190
OG0012890	jg31891	Ag007G578150
OG0012892	jg10945	Ag001G101610
OG0012893	jg10962	Ag001G101810
OG0012894	jg10971	Ag001G101870
OG0012895	jg10972	Ag001G101880
OG0012896	jg10995	Ag001G101950
OG0012897	jg11004	Ag001G074390
OG0012898	jg11014	Ag001G101830
OG0012899	jg1544	Ag004G364590
OG0012900	jg1532	Ag004G364640
OG0012901	jg1527	Ag004G365340, Ag004G364750
OG0012902	jg1501	Ag004G365570, Ag004G365030
OG0012903	jg1476	Ag004G365760, Ag004G365220
OG0012904	jg1463	Ag004G365250, Ag004G365790, Ag001G090580
OG0012905	jg1460	Ag004G365820
OG0012906	jg1427	Ag004G366370
OG0012907	jg1422	Ag004G366400
OG0012908	jg1411	Ag004G366450
OG0012909	jg1281	Ag004G367380
OG0012910	jg27407	Ag004G367470
OG0012911	jg1181	Ag004G368320
OG0012912	jg1155	Ag004G368690
OG0012913	jg1133	Ag004G369040
OG0012914	jg1107	Ag004G369140
OG0012915	jg1048	Ag004G369750
OG0012916	jg1062	Ag004G369450
OG0012917	jg1017	Ag004G370020
OG0012918	jg1011	Ag004G370110
OG0012919	jg954	Ag004G371870
OG0012920	jg935	Ag004G372120
OG0012921	jg929	Ag004G372300
OG0012922	jg906	Ag004G373080
OG0012923	jg925	Ag004G372520
OG0012924	jg892	Ag004G373500
OG0012925	jg863	Ag004G374250, Ag005G420040
OG0012927	jg861	Ag004G374410
OG0012928	jg29521	Ag004G313110
OG0012929	jg847	Ag004G374880
OG0012930	jg841	Ag004G375140
OG0012931	jg758	Ag004G377850
OG0012932	jg12906	Ag008G658400, Ag003G280130
OG0012934	jg12912	Ag004G382670
OG0012935	jg12922	Ag001G067590
OG0012936	jg12959	Ag005G469950
OG0012937	jg12964	Ag008G657920, Ag008G659120
OG0012938	jg12966, jg1703	Ag007G608030
OG0012939	jg12978	Ag008G658890, Ag008G659550
OG0012940	jg12995	Ag008G660260
OG0012941	jg13011	Ag001G032700
OG0012942	jg13053	Ag004G385190
