Orthogroup	Arabidopsis_arenosa	Eutrema_salsugineum
OG0017656	jg24338	XP_006408176.1
OG0017657	jg23969	XP_024014876.1
OG0017658	jg4028	XP_024012514.1
OG0017659	jg4368	XP_024012025.1
OG0017660	jg9861	XP_024004734.1
OG0017661	jg4449	XP_024011937.1
OG0017662	jg4531	XP_006399183.1
OG0017663	jg22839	XP_006400999.1
OG0017664	jg4544	XP_024012071.1
OG0017665	jg19497	XP_006404532.1
OG0017666	jg8225	XP_006396220.1
OG0017667	jg16916	XP_024013864.1
OG0017668	jg10276	XP_006413646.1
OG0017669	jg10324	XP_006413686.2
OG0017670	jg10450	XP_006413810.1
OG0017671	jg10432	XP_006413790.1
OG0017672	jg31605	XP_006415464.2
OG0017673	jg31370	XP_006415656.1
OG0017674	jg31301	XP_006415727.1
OG0017675	jg32738	XP_006393625.1
OG0017676	jg32664	XP_006393680.1
OG0017677	jg32761	XP_006393589.1
OG0017679	jg18257	XP_024004219.1
OG0017680	jg15796	XP_006402846.2
OG0017682	jg17841	XP_006409898.1
OG0017683	jg17814	XP_006409876.1
OG0017684	jg17646	XP_006408713.1
OG0017685	jg4718	XP_024012633.1
OG0017686	jg4822	XP_006399487.1
OG0017687	jg5001	XP_024012214.1
OG0017688	jg22019, jg21528	XP_006395094.1
OG0017689	jg11154	XP_024014554.1
OG0017690	jg12640	XP_006405509.1
OG0017691	jg12745	XP_006405386.1
OG0017692	jg13230	XP_006395635.1
OG0017693	jg22430	XP_006401402.1
OG0017694	jg22835	XP_006401005.2
OG0017695	jg22869	XP_006400970.1
OG0017697	jg437, jg434, jg441	XP_006400631.1
OG0017699	jg6515	XP_006394860.2
OG0017700	jg23306	XP_024006776.1
OG0017701	jg23534	XP_006394061.1
OG0017703	jg29202	XP_006417693.1
OG0017704	jg31017	XP_024016454.1, XP_024016461.1
OG0017708	jg1111, jg4619	XP_006399259.2
OG0017708	jg4618	XP_006399255.2
OG0017709	jg1982	XP_006391525.1
OG0017710	jg3497	XP_006390009.1
OG0017711	jg24946	XP_024006444.1, XP_024008780.1
OG0017714	jg16804	XP_006404830.1
OG0017715	jg17817	XP_006401598.1
OG0017716	jg18718	XP_006410755.2
OG0017717	jg14150	XP_006404466.1
OG0017718	jg14442, jg15315	XP_024013768.1
OG0017719	jg15178	XP_006403791.2
OG0017720	jg4886	XP_024012283.1
OG0017721	jg6348	XP_006394730.2
OG0017723	jg10030, jg7824	XP_006413426.1
OG0017724	jg9240	XP_024015414.1
OG0017725	jg9539, jg11649	XP_024004448.1, XP_006412755.1, XP_024004655.1
OG0017727	jg10948	XP_024004770.1
OG0017729	jg21729	XP_006402076.1
OG0017751	jg9565	XP_024005313.1
OG0017752	jg9561	XP_006412922.1
OG0017754	jg9284	XP_024005082.1
OG0017755	jg9215	XP_006412544.1
OG0017758	jg33236	XP_006391232.1
OG0017759	jg8869	XP_006412180.1
OG0017760	jg8840	XP_006412144.1
OG0017761	jg9085	XP_006412400.2
OG0017762	jg31874, jg31877	XP_006415220.1
OG0017763	jg31892	XP_006415198.1
OG0017764	jg31903	XP_006415183.1
OG0017765	jg10907	XP_024004310.1
OG0017766	jg1539	XP_006392520.1
OG0017767	jg1410	XP_006392427.1
OG0017769	jg994	XP_006392187.1
OG0017770	jg928	XP_006392142.1
OG0017771	jg757	XP_006391954.1
OG0017772	jg12911	XP_006398505.2
OG0017773	jg12917	XP_006398514.1
OG0017774	jg12923	XP_006398521.1
OG0017775	jg12930	XP_006398529.1
OG0017776	jg12941	XP_006398544.1
OG0017777	jg12976	XP_006395856.1
OG0017778	jg13100	XP_006395744.1
OG0017779	jg13106	XP_006395738.1
OG0017781	jg13138	XP_006395709.2
OG0017782	jg13349	XP_024007555.1
OG0017783	jg13374	XP_006395523.1
OG0017784	jg13458	XP_006395459.1
OG0017786	jg13545	XP_006395394.1
OG0017788	jg13743	XP_006395295.1
OG0017789	jg2088	XP_006391387.1
OG0017790	jg13000	XP_024009542.1
OG0017791	jg2020	XP_006391326.1
OG0017792	jg1948	XP_006391540.1
OG0017793	jg1947	XP_006391541.1
OG0017794	jg22324	XP_006401502.1
OG0017795	jg398	XP_006391628.1
OG0017797	jg24900	XP_006407643.1
OG0017798	jg9666	XP_006413030.1
OG0017799	jg25130	XP_006407413.1
OG0017800	jg7022	XP_006397339.1
OG0017801	jg21683	XP_006402148.1
OG0017802	jg21756	XP_006402037.1
OG0017803	jg21826	XP_006401964.1
OG0017804	jg21984	XP_006401780.1
OG0017805	jg21993	XP_006401773.1
OG0017806	jg10713	XP_006414062.1
OG0017807	jg22199, jg22201	XP_006401612.1
OG0017808	jg22150	XP_024012168.1
OG0017809	jg22612	XP_006401236.1
OG0017810	jg22672	XP_006401179.1
OG0017811	jg5141	XP_006399818.1
OG0017812	jg5115	XP_006399789.1
OG0017814	jg4855	XP_024012216.1
OG0017815	jg4821	XP_006399483.2
OG0017816	jg4750	XP_006399411.1
OG0017817	jg4704	XP_006399350.2
OG0017818	jg4699	XP_006399344.2
OG0017820	jg4643	XP_006399290.2
OG0017821	jg4593	XP_006399233.1
OG0017822	jg4591	XP_024012713.1
OG0017823	jg10850	XP_024005778.1
OG0017824	jg10818	XP_006414173.1
OG0017825	jg26586	XP_024015495.1
OG0017826	jg10704	XP_006414048.1
OG0017827	jg10639	XP_006413978.1
OG0017828	jg10436	XP_006413796.1
OG0017829	jg10274	XP_006413642.1
OG0017830	jg18585	XP_006410620.1
OG0017831	jg10134	XP_024004506.1
OG0017833	jg32167	XP_006397426.1
OG0017834	jg32178	XP_024008645.1
OG0017836	jg32375	XP_006396019.1
OG0017837	jg32619	XP_006393725.1
OG0017838	jg32592	XP_006393752.2
OG0017839	jg32530	XP_006395984.1
OG0017840	jg31397	XP_006415632.1
OG0017842	jg31546	XP_006415521.2
OG0017843	jg31607	XP_006415460.1
OG0017844	jg31615	XP_006415452.1
OG0017845	jg8795	XP_024005255.1
OG0017846	jg8776, jg8780	XP_006412074.1
OG0017847	jg8623	XP_006411926.1
OG0017850	jg8585	XP_006411881.1
OG0017852	jg8531	XP_006411826.1
OG0017853	jg8498	XP_006390828.1, XP_006404950.2
OG0017854	jg8420	XP_006411752.1
OG0017855	jg12208	XP_006405863.1
OG0017856	jg12233	XP_006405845.1
OG0017857	jg12378	XP_006405768.1
OG0017858	jg12533	XP_024014627.1
OG0017859	jg18613	XP_006410652.1
OG0017860	jg18639	XP_006410679.1
OG0017861	jg7226	XP_006397211.1
OG0017862	jg7182	XP_024010396.1
OG0017864	jg18466	XP_006410511.2
OG0017865	jg21047	XP_006403365.2, XP_006391491.1
OG0017866	jg21093	XP_024013226.1
OG0017867	jg21104	XP_006411358.1
OG0017868	jg7334	XP_006397115.2
OG0017869	jg7367	XP_006397087.1
OG0017870	jg7368	XP_024010203.1
OG0017871	jg7417	XP_006397023.1
OG0017872	jg7446	XP_024010024.1
OG0017874	jg7502	XP_006396919.1
OG0017875	jg7596	XP_006396830.1
OG0017876	jg7659	XP_006396745.1
OG0017878	jg20531	XP_006398229.1
OG0017879	jg20499	XP_006398266.1
OG0017880	jg20434	XP_006398329.1
OG0017881	jg20399	XP_006398356.1
OG0017882	jg20390	XP_006398368.1
OG0017883	jg20369	XP_024011098.1
OG0017884	jg11945	XP_006395963.1
OG0017885	jg20343	XP_006398482.1
OG0017886	jg31235	XP_006415694.1, XP_006415801.1
OG0017887	jg11912	XP_024013035.1
OG0017888	jg11988	XP_006395929.1
OG0017889	jg11706	XP_006391711.1
OG0017890	jg11816	XP_006414983.1
OG0017893	jg11564	XP_006414944.1
OG0017894	jg11461	XP_006414881.2
OG0017896	jg11389	XP_006414819.1
OG0017897	jg11385	XP_024004685.1
OG0017898	jg11353	XP_006414751.1
OG0017899	jg11348	XP_006414741.1
OG0017900	jg11316	XP_006414698.1
OG0017901	jg11148	XP_006414483.2
OG0017903	jg12663	XP_006405484.1
OG0017904	jg12727	XP_006405396.1
OG0017905	jg20121	XP_006397904.1
OG0017906	jg20094	XP_006397879.1
OG0017908	jg19937	XP_006397727.2
OG0017909	jg19928, jg19918	XP_006397715.2
OG0017910	jg19833	XP_024010853.1
OG0017911	jg19774	XP_006397602.1
OG0017912	jg19634	XP_006411585.1
OG0017913	jg19622	XP_006411570.1
OG0017914	jg19616	XP_006411565.2
OG0017915	jg19599	XP_006411549.1
OG0017916	jg19504	XP_006411471.1
OG0017917	jg19525	XP_024003726.1
OG0017918	jg3846	XP_024012073.1
OG0017919	jg3848	XP_006398594.1
OG0017920	jg3849	XP_006398595.1
OG0017921	jg3863	XP_006398607.1
OG0017922	jg3909	XP_006398646.1
OG0017923	jg16099	XP_006402585.1
OG0017924	jg4102	XP_006398812.2
OG0017925	jg5829	XP_024012692.1
OG0017926	jg5936	XP_006400640.1
OG0017927	jg22949	XP_024011643.1
OG0017928	jg22895	XP_006400940.1
OG0017929	jg22808	XP_024012312.1
OG0017930	jg23451	XP_006394149.1
OG0017931	jg23478	XP_024007340.1
OG0017932	jg23744	XP_006393844.1
OG0017933	jg23758	XP_006393823.1
OG0017934	jg23772	XP_024007115.1
OG0017935	jg23784	XP_024006779.1
OG0017936	jg8243	XP_024010010.1
OG0017937	jg8242	XP_006396202.2
OG0017938	jg8226	XP_006396218.1
OG0017939	jg8196	XP_006396245.1
OG0017941	jg8118	XP_006396297.1
OG0017942	jg8098	XP_024009966.1
OG0017943	jg7977	XP_006396448.1
OG0017944	jg18426	XP_024016719.1
OG0017945	jg18246	XP_006410310.1
OG0017946	jg18028	XP_024003978.1
OG0017947	jg17992	XP_006410032.1
OG0017948	jg29143	XP_024008089.1
OG0017949	jg17585	XP_006408649.2
OG0017950	jg33423	XP_006392929.2
OG0017951	jg17350	XP_006398015.1
OG0017952	jg17184	XP_006408867.1
OG0017953	jg23947	XP_006408511.1
OG0017956	jg23922	XP_006408541.2
OG0017957	jg23890	XP_006408561.1
OG0017958	jg23886	XP_024015108.1
OG0017959	jg3805	XP_006398549.1
OG0017961	jg3812	XP_006398560.1
OG0017963	jg9756	XP_006413123.2
OG0017964	jg9762	XP_024004494.1
OG0017965	jg9773	XP_006413141.1
OG0017966	jg24108	XP_006408374.1
OG0017967	jg24165	XP_006408316.1
OG0017968	jg24189	XP_006408299.1
OG0017969	jg24195	XP_006408295.2
OG0017970	jg24203	XP_006408289.1
OG0017971	jg24206	XP_006408288.1
OG0017972	jg24332	XP_006408181.1
OG0017973	jg24340	XP_006408173.1
OG0017974	jg24361	XP_006408155.1
OG0017975	jg21366	XP_006407523.1
OG0017976	jg24437	XP_024015016.1
OG0017977	jg24436	XP_024015017.1
OG0017978	jg24475	XP_006408049.1
OG0017979	jg24497	XP_006408033.1
OG0017980	jg24570	XP_006407956.1
OG0017982	jg24720	XP_006407816.1
OG0017983	jg24747	XP_006407782.1
OG0017984	jg24793	XP_006409431.1
OG0017985	jg24795	XP_006418524.1
OG0017986	jg19116	XP_006411162.1
OG0017987	jg18761	XP_006410800.1
OG0017989	jg18769	XP_006410810.1
OG0017990	jg18880	XP_006410914.1
OG0017991	jg18978	XP_024003916.1
OG0017993	jg30018	XP_006416922.1
OG0017994	jg30038	XP_006416898.1
OG0017995	jg30041	XP_006416895.1
OG0017997	jg30291	XP_024008240.1
OG0017998	jg30355	XP_006416615.1
OG0017999	jg30379	XP_006416593.2
OG0018000	jg30429	XP_006416540.1
OG0018003	jg30550	XP_006416418.1
OG0018004	jg30555	XP_006416414.1
OG0018006	jg30808	XP_006416196.1
OG0018007	jg21328	XP_006395218.1
OG0018008	jg30844	XP_006416152.1
OG0018009	jg30882	XP_006416115.1
OG0018010	jg30940	XP_006416062.1
OG0018011	jg31031	XP_024008463.1
OG0018012	jg31108	XP_006415928.1
OG0018013	jg31180	XP_006415862.1
OG0018014	jg31248	XP_006415788.1
OG0018015	jg10031	XP_006413428.1
OG0018016	jg9976	XP_006413361.2
OG0018018	jg17042	XP_006405100.1
OG0018019	jg17035	XP_024014210.1
OG0018020	jg17010	XP_006405043.1
OG0018021	jg16910	XP_006404956.1
OG0018022	jg16881	XP_006404914.2
OG0018023	jg16855	XP_006404888.1
OG0018024	jg16827	XP_006404851.1
OG0018025	jg16813	XP_024014276.1
OG0018026	jg16787	XP_006404813.1
OG0018027	jg16696	XP_024014320.1
OG0018028	jg16665	XP_006404692.1
OG0018030	jg29787	XP_006417141.1
OG0018031	jg29552	XP_006393717.1
OG0018032	jg29458	XP_006417447.1
OG0018033	jg29330	XP_006417553.1
OG0018034	jg29254	XP_006417629.1
OG0018035	jg29130	XP_006417772.1
OG0018036	jg29089	XP_006417810.1
OG0018037	jg28962	XP_006390316.1
OG0018038	jg28953	XP_006417962.1
OG0018039	jg28899	XP_006418006.1
OG0018040	jg28884	XP_006418024.1
OG0018041	jg28815	XP_006418081.1
OG0018042	jg28805	XP_006418090.1
OG0018043	jg28731	XP_006418164.1
OG0018044	jg28729	XP_006418166.1
OG0018045	jg28669	XP_006404782.1
OG0018046	jg28589	XP_006418304.1
OG0018047	jg28505	XP_006418400.1
OG0018048	jg28479	XP_006418423.2
OG0018049	jg28428	XP_006418473.1
OG0018050	jg28427	XP_006418474.2
OG0018051	jg28420	XP_006418478.1
OG0018052	jg5251	XP_024012554.1
OG0018053	jg5231	XP_006399927.2
OG0018054	jg5287	XP_024012403.1
OG0018055	jg5319	XP_006400018.1
OG0018056	jg5357	XP_006400050.1
OG0018057	jg5606	XP_006400316.1
OG0018058	jg5650	XP_006400355.1
OG0018059	jg5673	XP_006400377.1
OG0018060	jg5746	XP_024011769.1
OG0018061	jg6585	XP_006394917.1
OG0018064	jg6801	XP_024007418.1
OG0018065	jg21505	XP_006395102.2
OG0018067	jg21307	XP_006395220.1
OG0018068	jg4380	XP_006399086.1
OG0018069	jg4341	XP_006399047.1
OG0018071	jg4226	XP_024012330.1
OG0018072	jg6294	XP_006394692.1
OG0018073	jg6286	XP_006394686.2
OG0018074	jg23079	XP_006394516.1
OG0018075	jg23084	XP_006394512.1
OG0018076	jg23099	XP_006394496.1
OG0018077	jg23101	XP_024006811.1
OG0018078	jg23130	XP_006394464.1
OG0018079	jg22776	XP_006401060.1
OG0018080	jg14831	XP_006404106.1
OG0018082	jg14719	XP_006404199.1, XP_006404201.2
OG0018083	jg14478	XP_006404443.1
OG0018085	jg14009	XP_006419128.1
OG0018086	jg30868	XP_006404263.1
OG0018087	jg13984	XP_006401381.1
OG0018088	jg13949	XP_006396181.1
OG0018089	jg2327	XP_006391215.2
OG0018090	jg2454	XP_024006313.1
OG0018091	jg2471	XP_006391080.1
OG0018093	jg2507	XP_024006190.1
OG0018094	jg2746	XP_024007012.1
OG0018095	jg2796	XP_006390748.1
OG0018096	jg3400	XP_006390100.1
OG0018097	jg3387	XP_006390114.1
OG0018098	jg3379	XP_006390123.2
OG0018099	jg3299	XP_006390204.1
OG0018100	jg3239	XP_006390268.1
OG0018101	jg3180	XP_006390326.1
OG0018102	jg3169	XP_006390340.1
OG0018104	jg3124	XP_006390396.1
OG0018105	jg3122	XP_006390398.2
OG0018106	jg3112	XP_024008326.1, XP_006396711.2
OG0018107	jg3056	XP_006390472.1
OG0018108	jg2944	XP_006390600.1
OG0018109	jg20226	XP_006398006.2
OG0018110	jg2894	XP_024009048.1
OG0018111	jg3606	XP_006389913.1
OG0018113	jg3631	XP_006389891.1
OG0018114	jg3782	XP_006389714.1
OG0018115	jg25233	XP_006407296.1
OG0018116	jg25255	XP_006407278.1
OG0018117	jg25289	XP_006407253.1
OG0018118	jg25300	XP_006407246.1
OG0018119	jg25302	XP_006407245.1
OG0018120	jg14206	XP_006419109.2
OG0018121	jg25369	XP_006407172.1
OG0018122	jg25534	XP_024015253.1
OG0018124	jg25924	XP_006406662.1
OG0018125	jg25976	XP_024015750.1
OG0018126	jg26435	XP_006406206.1
OG0018127	jg26451	XP_006406193.1
OG0018128	jg26536	XP_006406106.1
OG0018129	jg26656	XP_006418828.1
OG0018130	jg26668	XP_006418821.2
OG0018131	jg11930	XP_006403086.1
OG0018132	jg26923	XP_024009550.1
OG0018133	jg27006	XP_006418536.1
OG0018134	jg27393	XP_006409689.1
OG0018135	jg27357	XP_024016641.1
OG0018136	jg27141	XP_024009082.1
OG0018138	jg27365	XP_006409708.1
OG0018139	jg27408	XP_024016590.1
OG0018140	jg27535	XP_006409612.1
OG0018141	jg27589	XP_006409538.1
OG0018142	jg27642	XP_006409479.1
OG0018143	jg27750	XP_006409419.1
OG0018144	jg27883	XP_006409291.1
OG0018145	jg28015	XP_006409140.2
OG0018146	jg28116	XP_006409068.1
OG0018147	jg28287	XP_006408998.1
OG0018148	jg28294	XP_006409008.1
OG0018149	jg33575	XP_006392777.1
OG0018150	jg33473	XP_006392870.1
OG0018151	jg33402	XP_006392946.1
OG0018152	jg33372	XP_006392974.1
OG0018153	jg32986	XP_024006282.1
OG0018154	jg33016	XP_006393298.2
OG0018155	jg32928	XP_006393400.1
OG0018156	jg33826	XP_006392549.1
OG0018158	jg15201	XP_024013728.1
OG0018159	jg15241	XP_006403725.2
OG0018160	jg15255	XP_006403714.2
OG0018161	jg15433	XP_006403511.1
OG0018162	jg15608	XP_006402993.1
OG0018164	jg15618	XP_006402986.1
OG0018165	jg15624	XP_006402977.1
OG0018166	jg15755	XP_006402876.1
OG0018168	jg15879	XP_006402780.1
OG0018169	jg15949	XP_006402723.1
OG0018171	jg16206	XP_006402473.1
OG0018172	jg16325	XP_006402367.1
OG0018173	jg33640	XP_006392720.1
OG0018175	jg11906	XP_006395972.1
OG0018176	jg14920	XP_006404026.1
OG0018178	jg15248	XP_006403718.2
OG0018180	jg15292	XP_024013640.1
OG0018181	jg15539	XP_006403414.1
OG0018183	jg15786	XP_006402856.1
OG0018184	jg16147	XP_024012849.1
OG0018185	jg16275	XP_006402418.2
OG0018186	jg16366	XP_006402321.1
OG0018187	jg917	XP_024012153.1
OG0018188	jg15252	XP_006393824.1
OG0018190	jg20400	XP_024011057.1
OG0018191	jg31268	XP_006408971.1
OG0018192	jg21008	XP_006403339.1
OG0018193	jg20964	XP_006403314.1
OG0018194	jg18670	XP_006410703.1
OG0018195	jg19028	XP_006411058.1
OG0018196	jg5470	XP_006400183.1
OG0018198	jg19474	XP_006411450.1
OG0018199	jg20093	XP_024006148.1
OG0018201	jg3562	XP_024016467.1
OG0018202	jg3512	XP_006389992.1
OG0018203	jg3250	XP_006390251.1
OG0018204	jg3004	XP_006390534.1
OG0018205	jg2911	XP_024009133.1
OG0018206	jg9650	XP_024005279.1
OG0018207	jg9420	XP_006412780.1
OG0018208	jg9619	XP_024004489.1
OG0018209	jg8727	XP_024005494.1
OG0018210	jg28559	XP_006418392.1
OG0018211	jg21348	XP_006395211.1
OG0018212	jg28874	XP_006418029.1
OG0018213	jg28985	XP_006417934.1
OG0018214	jg29042	XP_006417867.2
OG0018215	jg29125	XP_024007773.1
OG0018216	jg29145	XP_006417757.1
OG0018217	jg29192	XP_006417708.1
OG0018218	jg29604	XP_006417333.1
OG0018219	jg29961	XP_006416974.1
OG0018220	jg30015	XP_006416925.1
OG0018221	jg30492	XP_006416475.1
OG0018222	jg30820	XP_006416182.1
OG0018224	jg2657	XP_006390881.1
OG0018225	jg2596	XP_006390942.1
OG0018226	jg2366	XP_006391193.1
OG0018227	jg2267	XP_006391284.1
OG0018228	jg1196	XP_006392326.1
OG0018230	jg707	XP_006391914.1
OG0018231	jg12567	XP_006405585.1
OG0018233	jg3891	XP_024011865.1, XP_006418296.1
OG0018234	jg26891	XP_006418623.1
OG0018236	jg25661	XP_024015245.1
OG0018237	jg25560	XP_006406990.2, XP_006409654.1
OG0018238	jg25212	XP_006407320.1
OG0018239	jg2415	XP_006391131.1
OG0018240	jg24792	XP_006407741.1
OG0018241	jg24612	XP_006407922.1
OG0018243	jg4030	XP_006398752.1
OG0018244	jg4266	XP_006398972.1
OG0018246	jg4499	XP_006399154.1
OG0018248	jg4540	XP_006399193.1
OG0018249	jg4542	XP_024012113.1
OG0018251	jg19499	XP_006404530.1
OG0018252	jg10435	XP_006413795.2
OG0018253	jg32600	XP_006393748.1
OG0018254	jg31364	XP_006415664.1
OG0018255	jg9923	XP_006413305.1
OG0018256	jg9932	XP_006413315.1
OG0018257	jg18357	XP_006410409.1
OG0018258	jg17828	XP_006409886.1
OG0018259	jg17660	XP_006409734.1
OG0018260	jg17617	XP_006408680.2
OG0018261	jg17435	XP_006398946.1
OG0018262	jg9974	XP_006413356.1
OG0018263	jg4668	XP_024011537.1
OG0018264	jg4992	XP_006399668.1
OG0018265	jg5079	XP_024012215.1
OG0018266	jg5179	XP_006399864.2
OG0018267	jg5602	XP_006400310.1
OG0018268	jg12106	XP_024014604.1
OG0018269	jg5670	XP_024012544.1
OG0018270	jg5668	XP_006400372.1
OG0018271	jg13470	XP_024007510.1
OG0018273	jg22697	XP_006401149.1
OG0018274	jg22911	XP_006400922.1
OG0018275	jg6127	XP_006400801.1
OG0018276	jg6027, jg6023	XP_024012415.1
OG0018277	jg5929	XP_024011762.1
OG0018278	jg5906	XP_006400608.1
OG0018279	jg6449	XP_024006994.1
OG0018280	jg6194	XP_006394610.1
OG0018281	jg23072	XP_006394522.1
OG0018282	jg23109	XP_006394487.1
OG0018283	jg23272	XP_024007057.1
OG0018285	jg23564	XP_024007164.1
OG0018286	jg23711	XP_006393874.1
OG0018287	jg29178	XP_006417722.1
OG0018288	jg29429	XP_024008824.1
OG0018289	jg29998	XP_006416941.1
OG0018291	jg30772	XP_024008046.1
OG0018292	jg31391	XP_024007992.1
OG0018297	jg1371	XP_024004542.1
OG0018298	jg2357	XP_006391183.1
OG0018299	jg2386	XP_006391163.1
OG0018300	jg24696	XP_006407838.1
OG0018301	jg26590	XP_006406035.1
OG0018302	jg26871	XP_006418642.1
OG0018303	jg16877	XP_006404909.1
OG0018304	jg17091	XP_024012239.1, XP_006401606.1
OG0018305	jg14686	XP_006401390.1
OG0018306	jg15294	XP_006403670.1
OG0018311	jg9621	XP_006412989.1
OG0018312	jg9689	XP_006413060.1
OG0018313	jg9888	XP_006413273.1
OG0018315	jg10286	XP_024004515.1
OG0018317	jg12095	XP_006405965.1
OG0018318	jg12342	XP_006405779.1
OG0018319	jg12731	XP_006405392.1
OG0018320	jg20750	XP_006403107.1
OG0018321	jg21749	XP_006402045.1
OG0018322	jg21848	XP_006401920.1
OG0018323	jg22678	XP_006401172.1
OG0018324	jg23548	XP_006394043.1
OG0018338	jg26715	XP_006412272.1
OG0018339	jg1492	XP_006392475.1
OG0018341	jg1345	XP_006392400.1
OG0018342	jg1061	XP_006392246.1
OG0018343	jg12994	XP_006395839.1
OG0018344	jg13166	XP_006395687.2
OG0018346	jg13816	XP_006395273.1
OG0018347	jg2163	XP_006391424.1
OG0018348	jg2064	XP_006391368.1
OG0018349	jg1953	XP_006391534.1
OG0018350	jg1804	XP_024010597.1
OG0018352	jg3902	XP_024011928.1
OG0018354	jg33814	XP_024006346.1
OG0018355	jg4315	XP_006399017.1
OG0018356	jg21652	XP_006402198.1
OG0018357	jg21664	XP_006402183.1
OG0018358	jg21665	XP_006402182.1
OG0018359	jg21696	XP_006402130.1
OG0018361	jg21761	XP_006402033.1
OG0018362	jg21783	XP_006402003.1
OG0018363	jg21855	XP_024011835.1
OG0018364	jg21873	XP_006401898.1
OG0018365	jg21966	XP_024011235.1
OG0018366	jg22424	XP_024012635.1
OG0018367	jg22575	XP_024012699.1
OG0018368	jg21277	XP_006395231.1
OG0018369	jg5137	XP_006399813.1
OG0018370	jg4683	XP_024012185.1
OG0018371	jg4576	XP_006399220.1
OG0018372	jg10802	XP_006414156.1
OG0018373	jg10779	XP_024005777.1
OG0018374	jg10657	XP_006413997.2
OG0018375	jg10590	XP_006413926.2
OG0018376	jg10464	XP_006413827.1
OG0018378	jg31985	XP_006415096.2
OG0018380	jg31451	XP_006415593.1
OG0018382	jg8562	XP_006411857.1
OG0018383	jg8371	XP_006411697.2
OG0018384	jg10369	XP_024004431.1
OG0018385	jg12349	XP_024014691.1
OG0018386	jg12480	XP_006405657.1
OG0018387	jg18505	XP_006410547.1
OG0018388	jg18504	XP_006410546.1
OG0018389	jg21022	XP_006403350.1
OG0018390	jg13140	XP_006395707.2
OG0018391	jg31994	XP_006415087.1
OG0018392	jg7442	XP_006396995.1
OG0018393	jg7467	XP_006396960.1
OG0018395	jg7748	XP_006396652.1
OG0018396	jg20694	XP_006398077.1
OG0018397	jg20616	XP_006398149.1
OG0018399	jg20285	XP_006398451.1
OG0018400	jg26945	XP_006418573.1
OG0018401	jg11982	XP_006395930.1
OG0018403	jg11438	XP_006414861.1
OG0018404	jg11247	XP_006414621.1
OG0018405	jg12605	XP_006405559.1
OG0018407	jg12677	XP_006405453.1
OG0018409	jg12700	XP_006405425.1
OG0018410	jg12756	XP_006405367.2
OG0018411	jg12783	XP_006405327.1
OG0018412	jg12846	XP_024014670.1
OG0018413	jg4630	XP_006397978.2
OG0018414	jg20189	XP_006397970.1
OG0018416	jg19842	XP_006397662.2
OG0018417	jg19829	XP_024010717.1
OG0018418	jg11454	XP_024003895.1
OG0018421	jg4003	XP_006398725.2
OG0018424	jg22991	XP_006400841.2
OG0018425	jg23329	XP_024007380.1
OG0018426	jg23769	XP_006393818.1
OG0018427	jg23780	XP_006393801.2
OG0018428	jg8230	XP_006396214.1
OG0018429	jg7947	XP_006396479.1
OG0018430	jg20819	XP_006403174.1
OG0018431	jg18109	XP_006410169.1
OG0018432	jg17908	XP_006409959.1
OG0018433	jg17902	XP_006409948.1
OG0018434	jg17750	XP_006409817.1
OG0018435	jg17519	XP_006408613.1
OG0018436	jg17512	XP_024016044.1
OG0018437	jg23937	XP_006408526.1
OG0018438	jg23896	XP_006408557.1
OG0018439	jg27508	XP_006405473.1
OG0018440	jg23882	XP_006408578.1
OG0018442	jg23971	XP_024015303.1
OG0018443	jg24014	XP_006408448.2
OG0018444	jg24048	XP_024011085.1
OG0018446	jg24163	XP_006408318.1
OG0018447	jg24318	XP_024014878.1
OG0018450	jg31051	XP_006415976.1
OG0018451	jg31116	XP_024008994.1
OG0018452	jg31166	XP_006415875.1
OG0018453	jg10026	XP_006413420.1
OG0018454	jg9990	XP_006413380.2
OG0018455	jg9927	XP_006413310.1
OG0018456	jg17007	XP_006405029.1
OG0018457	jg33659	XP_006392696.2
OG0018458	jg16803	XP_006404829.1
OG0018460	jg16529, jg16514	XP_006404549.1
OG0018461	jg29611	XP_006417324.1
OG0018463	jg29275	XP_024008492.1
OG0018464	jg29266	XP_006417615.1
OG0018466	jg29113	XP_006417788.1
OG0018467	jg28925	XP_024007888.1
OG0018469	jg28665	XP_006418227.1
OG0018470	jg28415	XP_006418482.1
OG0018471	jg28411	XP_006418485.1
OG0018472	jg5205	XP_006399897.2
OG0018474	jg5347	XP_006400038.1
OG0018476	jg5523	XP_006400235.1
OG0018477	jg5738	XP_006400441.1
OG0018479	jg6635	XP_024007557.1
OG0018480	jg21568	XP_006395070.1
OG0018481	jg21403	XP_006395163.1
OG0018482	jg4395	XP_006399097.2
OG0018483	jg6435	XP_006394803.1
OG0018484	jg6290, jg6288	XP_024007157.1
OG0018486	jg14982	XP_006403967.1
OG0018487	jg14944	XP_006404006.1
OG0018488	jg14756	XP_006404168.1
OG0018489	jg14668	XP_006404247.1
OG0018490	jg14666	XP_006404253.1
OG0018491	jg14651	XP_006404271.1
OG0018492	jg14650	XP_006404272.1
OG0018493	jg14604	XP_006404306.1
OG0018494	jg14516	XP_024013784.1
OG0018495	jg14335	XP_006419020.1
OG0018497	jg29169	XP_006417732.1
OG0018498	jg2283	XP_006391267.1
OG0018499	jg2470	XP_006391082.1
OG0018501	jg3371	XP_006390127.1, XP_006405097.1
OG0018502	jg3292	XP_024009362.1
OG0018503	jg2997	XP_024009697.1
