Orthogroup	Arabidopsis_arenosa	Cardamine_amara
OG0015702	jg30852	evm.model.RL_5.3471
OG0015703	jg30853	evm.model.RL_5.3470
OG0015704	jg30861	evm.model.RL_5.3464
OG0015705	jg30871	evm.model.RL_5.3453
OG0015706	jg30880	evm.model.RL_5.3447
OG0015707	jg30912	evm.model.RL_5.3427
OG0015708	jg30955	evm.model.RL_5.3393
OG0015709	jg30969	evm.model.RL_5.3384
OG0015710	jg30983	evm.model.RL_5.3375
OG0015711	jg29056	evm.model.RL_5.554
OG0015712	jg31079	evm.model.RL_5.3311
OG0015714	jg31111	evm.model.RL_5.3280.1.687c88c1
OG0015715	jg2488	evm.model.RL_3.1293
OG0015716	jg31135	evm.model.RL_5.3263
OG0015717	jg2453	evm.model.RL_3.1265
OG0015718	jg31151	evm.model.RL_5.3249
OG0015719	jg31163	evm.model.RL_5.3238
OG0015720	jg31174	evm.model.RL_5.3228
OG0015721	jg31210	evm.model.RL_5.3201.1.687c88c0
OG0015722	jg31232	evm.model.RL_5.3179
OG0015723	jg31236	evm.model.RL_5.3176
OG0015724	jg30532	evm.model.RL_5.1835
OG0015725	jg32659	evm.model.RL_5.2306
OG0015726	jg32658	evm.model.RL_5.2309
OG0015727	jg31274	evm.model.RL_5.3143
OG0015728	jg10060	evm.model.RL_2.1937
OG0015729	jg10053	evm.model.RL_2.1943
OG0015730	jg10042	evm.model.RL_2.1951
OG0015731	jg10029	evm.model.RL_2.1959
OG0015732	jg10024	evm.model.RL_2.1966
OG0015733	jg10017	evm.model.RL_2.1976
OG0015734	jg17132	evm.model.RL_6.462
OG0015735	jg10004, jg10002	evm.model.RL_2.1985
OG0015736	jg9998	evm.model.RL_2.1989
OG0015737	jg9992	evm.model.RL_2.1994
OG0015738	jg9991	evm.model.RL_2.1995
OG0015740	jg9967	evm.model.RL_2.2018
OG0015741	jg9958	evm.model.RL_2.2023
OG0015742	jg9941	evm.model.RL_2.2041
OG0015743	jg9930	evm.model.RL_2.2050
OG0015744	jg9912	evm.model.RL_2.2067
OG0015745	jg9920	evm.model.RL_2.2060
OG0015746	jg9922	evm.model.RL_2.2058
OG0015747	jg20680, jg21869	evm.model.RL_8.1288
OG0015748	jg29208	evm.model.RL_5.704
OG0015749	jg9664	evm.model.RL_2.2296
OG0015750	jg9673	evm.model.RL_2.2288
OG0015751	jg17086	evm.model.RL_6.426
OG0015752	jg17011	evm.model.RL_6.381
OG0015753	jg17023	evm.model.RL_6.390
OG0015754	jg16958	evm.model.RL_6.354
OG0015755	jg16848	evm.model.RL_6.270
OG0015756	jg16828	evm.model.RL_6.252
OG0015757	jg16807	evm.model.RL_6.239
OG0015758	jg16798	evm.model.RL_6.233
OG0015759	jg16790	evm.model.RL_6.228
OG0015760	jg9662	evm.model.RL_2.2297
OG0015761	jg16756	evm.model.RL_6.211
OG0015762	jg16717	evm.model.RL_6.193
OG0015763	jg16684	evm.model.RL_6.158
OG0015764	jg15373	evm.model.RL_7.941
OG0015765	jg16671	evm.model.RL_6.144
OG0015766	jg16634	evm.model.RL_6.112
OG0015767	jg16624	evm.model.RL_6.100
OG0015768	jg16623	evm.model.RL_6.99
OG0015769	jg16586	evm.model.RL_6.77
OG0015770	jg16579	evm.model.RL_6.72
OG0015771	jg16570	evm.model.RL_6.60
OG0015772	jg16517	evm.model.RL_6.23
OG0015773	jg16507	evm.model.RL_6.13
OG0015774	jg16504	evm.model.RL_6.11
OG0015775	jg13226	evm.model.RL_6.458
OG0015776	jg29933	evm.model.RL_5.1300
OG0015777	jg29914	evm.model.RL_5.1282
OG0015778	jg29903	evm.model.RL_5.1272
OG0015779	jg29902	evm.model.RL_5.1271.2.687c88b3
OG0015780	jg29900	evm.model.RL_5.1269
OG0015781	jg29893	evm.model.RL_5.1262
OG0015782	jg29874	evm.model.RL_5.1246
OG0015783	jg29870	evm.model.RL_5.1242.1.687c88b3
OG0015784	jg29849	evm.model.RL_5.1228
OG0015785	jg29858	evm.model.RL_5.1233
OG0015786	jg29832	evm.model.RL_5.1212
OG0015787	jg29818	evm.model.RL_5.1199
OG0015788	jg29785	evm.model.RL_5.1176
OG0015790	jg29778	evm.model.RL_5.1171
OG0015791	jg29755	evm.model.RL_5.1154
OG0015793	jg29700	evm.model.RL_5.1119
OG0015794	jg29692	evm.model.RL_5.1112
OG0015796	jg29682	evm.model.RL_5.1101
OG0015797	jg29667	evm.model.RL_5.1089
OG0015798	jg29668	evm.model.RL_5.1093
OG0015799	jg29647	evm.model.RL_5.1075
OG0015800	jg29616	evm.model.RL_5.1044
OG0015801	jg29606	evm.model.RL_5.1032
OG0015802	jg29590	evm.model.RL_5.1018
OG0015803	jg769	evm.model.RL_3.311
OG0015804	jg29563	evm.model.RL_5.1001
OG0015805	jg29536	evm.model.RL_5.982
OG0015806	jg29496	evm.model.RL_5.954
OG0015807	jg29488	evm.model.RL_5.948
OG0015808	jg29484	evm.model.RL_5.945
OG0015809	jg29472	evm.model.RL_5.935
OG0015810	jg29449	evm.model.RL_5.920
OG0015811	jg29445	evm.model.RL_5.917
OG0015812	jg29424	evm.model.RL_5.901
OG0015813	jg29404, jg29407	evm.model.RL_5.886
OG0015814	jg29353	evm.model.RL_5.841
OG0015815	jg29355	evm.model.RL_5.843
OG0015816	jg29360	evm.model.RL_5.847
OG0015817	jg29364	evm.model.RL_5.852
OG0015818	jg29382	evm.model.RL_5.867
OG0015819	jg29338	evm.model.RL_5.826
OG0015820	jg29310	evm.model.RL_5.805
OG0015821	jg29309	evm.model.RL_5.804
OG0015822	jg29292	evm.model.RL_5.791
OG0015823	jg29286	evm.model.RL_5.787
OG0015824	jg29284	evm.model.RL_5.785
OG0015825	jg29274	evm.model.RL_5.774
OG0015826	jg29261	evm.model.RL_5.763
OG0015827	jg29238	evm.model.RL_5.737
OG0015828	jg29222	evm.model.RL_5.720
OG0015829	jg29230	evm.model.RL_5.730
OG0015830	jg29175	evm.model.RL_5.661
OG0015831	jg29126	evm.model.RL_5.621
OG0015832	jg29128	evm.model.RL_5.624
OG0015833	jg13899	evm.model.RL_7.2037
OG0015834	jg29108	evm.model.RL_5.606
OG0015835	jg29086	evm.model.RL_5.583
OG0015836	jg29058	evm.model.RL_5.556
OG0015837	jg29053	evm.model.RL_5.549
OG0015838	jg29049	evm.model.RL_5.546
OG0015839	jg29006	evm.model.RL_5.512
OG0015840	jg29031	evm.model.RL_5.536.3.687c88ad
OG0015841	jg29029	evm.model.RL_5.534
OG0015842	jg29019	evm.model.RL_5.523
OG0015843	jg29017	evm.model.RL_5.521
OG0015844	jg29003	evm.model.RL_5.509
OG0015845	jg29002	evm.model.RL_5.508
OG0015846	jg29000	evm.model.RL_5.506
OG0015847	jg28995	evm.model.RL_5.501
OG0015848	jg28944	evm.model.RL_5.456
OG0015849	jg28933	evm.model.RL_5.443
OG0015850	jg21381	evm.model.RL_4.804
OG0015851	jg28932	evm.model.RL_5.442
OG0015852	jg28930	evm.model.RL_5.440
OG0015853	jg28882	evm.model.RL_5.406
OG0015854	jg28876	evm.model.RL_5.402
OG0015855	jg28847	evm.model.RL_5.370
OG0015856	jg28845	evm.model.RL_5.368
OG0015857	jg28837	evm.model.RL_5.363
OG0015858	jg28829	evm.model.RL_5.354
OG0015859	jg28824	evm.model.RL_5.351
OG0015860	jg28820	evm.model.RL_5.350
OG0015861	jg28812	evm.model.RL_5.340
OG0015862	jg28776	evm.model.RL_5.309
OG0015863	jg5931	evm.model.RL_2.1117
OG0015864	jg28722	evm.model.RL_5.258
OG0015865	jg28719	evm.model.RL_5.255
OG0015866	jg28718	evm.model.RL_5.254
OG0015867	jg28671	evm.model.RL_5.214
OG0015868	jg28699	evm.model.RL_5.238
OG0015869	jg28657	evm.model.RL_5.204
OG0015870	jg28656	evm.model.RL_5.203
OG0015871	jg28655	evm.model.RL_5.202
OG0015872	jg28640	evm.model.RL_5.185
OG0015873	jg28624	evm.model.RL_5.170.2.687c88aa
OG0015874	jg28593	evm.model.RL_5.137
OG0015875	jg28580	evm.model.RL_5.125
OG0015876	jg28571	evm.model.RL_5.118
OG0015877	jg28547	evm.model.RL_5.92
OG0015878	jg28556	evm.model.RL_5.102
OG0015879	jg28539	evm.model.RL_5.84
OG0015880	jg28538	evm.model.RL_5.83
OG0015881	jg28500	evm.model.RL_5.47
OG0015882	jg28482	evm.model.RL_5.31
OG0015883	jg28448	evm.model.RL_8.2880
OG0015884	jg28443	evm.model.RL_8.2886
OG0015885	jg28434	evm.model.RL_8.2894
OG0015886	jg28433	evm.model.RL_8.2895
OG0015887	jg28432	evm.model.RL_8.2896
OG0015888	jg28429	evm.model.RL_8.2899.1.687c8563
OG0015889	jg28426	evm.model.RL_8.2903
OG0015890	jg28422	evm.model.RL_8.2904
OG0015891	jg28414	evm.model.RL_8.2911
OG0015892	jg28405	evm.model.RL_8.2919
OG0015893	jg28398	evm.model.RL_8.2926
OG0015894	jg5200	evm.model.RL_4.2237
OG0015895	jg5277	evm.model.RL_4.2172
OG0015896	jg5260	evm.model.RL_4.2183
OG0015897	jg5238	evm.model.RL_4.2204
OG0015898	jg5229	evm.model.RL_4.2212
OG0015899	jg5222	evm.model.RL_4.2219
OG0015900	jg5288	evm.model.RL_4.2163
OG0015901	jg5297	evm.model.RL_4.2155
OG0015902	jg5301	evm.model.RL_4.2152
OG0015903	jg5376	evm.model.RL_4.2085
OG0015904	jg5369	evm.model.RL_4.2091
OG0015905	jg5360	evm.model.RL_4.2099
OG0015906	jg5355	evm.model.RL_4.2104
OG0015907	jg5342	evm.model.RL_4.2115.2.687c86d7
OG0015908	jg5417	evm.model.RL_4.2048
OG0015910	jg24072	evm.model.RL_1.170
OG0015911	jg5438	evm.model.RL_4.2026
OG0015913	jg5490	evm.model.RL_4.1977
OG0015914	jg5511	evm.model.RL_4.1959
OG0015915	jg5517	evm.model.RL_4.1953
OG0015916	jg5521	evm.model.RL_4.1948
OG0015917	jg5551	evm.model.RL_4.1922
OG0015918	jg5571	evm.model.RL_4.1905
OG0015919	jg5569	evm.model.RL_4.1907
OG0015920	jg5579	evm.model.RL_4.1898
OG0015921	jg5590	evm.model.RL_4.1886
OG0015922	jg5598	evm.model.RL_4.1879
OG0015923	jg5600	evm.model.RL_4.1877
OG0015924	jg5629	evm.model.RL_4.1847
OG0015925	jg5631	evm.model.RL_4.1844
OG0015926	jg5663	evm.model.RL_4.1828
OG0015927	jg5664	evm.model.RL_4.1827
OG0015928	jg5683	evm.model.RL_4.1814
OG0015930	jg29224	evm.model.RL_5.722
OG0015931	jg5713	evm.model.RL_4.1785
OG0015932	jg5728	evm.model.RL_4.1778
OG0015933	jg5729	evm.model.RL_4.1777
OG0015934	jg5737	evm.model.RL_4.1770
OG0015935	jg5769	evm.model.RL_4.1737
OG0015936	jg6535	evm.model.RL_4.1132
OG0015937	jg6570	evm.model.RL_4.1102
OG0015939	jg6580	evm.model.RL_4.1092
OG0015940	jg6624	evm.model.RL_4.1058
OG0015941	jg6646	evm.model.RL_4.1047
OG0015942	jg6662	evm.model.RL_4.1033
OG0015943	jg6663	evm.model.RL_4.1032
OG0015944	jg6751	evm.model.RL_4.988
OG0015946	jg14705	evm.model.RL_7.1505
OG0015947	jg21598	evm.model.RL_4.937
OG0015948	jg9823	evm.model.RL_2.2149
OG0015949	jg21519	evm.model.RL_4.888
OG0015950	jg21445	evm.model.RL_4.848
OG0015951	jg21383	evm.model.RL_4.806
OG0015952	jg21364	evm.model.RL_4.783
OG0015953	jg21376	evm.model.RL_4.792
OG0015954	jg5515	evm.model.RL_4.1955
OG0015955	jg4507	evm.model.RL_4.2859
OG0015956	jg4514	evm.model.RL_4.2858
OG0015957	jg5195	evm.model.RL_4.2242
OG0015958	jg5194	evm.model.RL_4.2243
OG0015959	jg4500	evm.model.RL_4.2867
OG0015960	jg4433, jg4457	evm.model.RL_4.2890
OG0015961	jg21291	evm.model.RL_4.757
OG0015963	jg21298	evm.model.RL_4.761
OG0015964	jg4409	evm.model.RL_4.2908
OG0015965	jg4393	evm.model.RL_4.2917
OG0015966	jg4375	evm.model.RL_4.2931
OG0015967	jg4370	evm.model.RL_4.2936
OG0015968	jg4351	evm.model.RL_4.2947
OG0015969	jg4349	evm.model.RL_4.2949
OG0015970	jg4348	evm.model.RL_4.2950.1.687c86dc
OG0015971	jg4337	evm.model.RL_4.2963
OG0015972	jg4335	evm.model.RL_4.2965
OG0015973	jg4332	evm.model.RL_4.2971
OG0015974	jg4328	evm.model.RL_4.2975
OG0015975	jg4326	evm.model.RL_4.2977
OG0015976	jg4292	evm.model.RL_4.3003
OG0015977	jg25537	evm.model.RL_1.1449
OG0015978	jg4278	evm.model.RL_4.3015
OG0015979	jg4271	evm.model.RL_4.3023
OG0015980	jg4263	evm.model.RL_4.3029
OG0015981	jg4238	evm.model.RL_4.3049
OG0015982	jg30228	evm.model.RL_5.1550
OG0015984	jg4203	evm.model.RL_4.3079
OG0015985	jg4191	evm.model.RL_4.3090
OG0015986	jg6498	evm.model.RL_4.1148
OG0015987	jg6496	evm.model.RL_4.1150
OG0015988	jg6494	evm.model.RL_4.1152
OG0015989	jg6487	evm.model.RL_4.1159
OG0015990	jg6409	evm.model.RL_4.1207
OG0015992	jg6366	evm.model.RL_4.1234
OG0015993	jg6359	evm.model.RL_4.1239.3.687c86d2
OG0015994	jg6352	evm.model.RL_4.1244
OG0015995	jg6342	evm.model.RL_4.1252
OG0015996	jg6292	evm.model.RL_4.1292
OG0015997	jg6296	evm.model.RL_4.1289
OG0015998	jg6313	evm.model.RL_4.1275
OG0015999	jg6314	evm.model.RL_4.1274
OG0016000	jg6266	evm.model.RL_4.1321
OG0016001	jg6262	evm.model.RL_4.1326
OG0016002	jg6237	evm.model.RL_4.1343
OG0016003	jg6234	evm.model.RL_4.1346
OG0016004	jg6223	evm.model.RL_4.1354
OG0016005	jg26943	evm.model.RL_1.2456
OG0016006	jg6200	evm.model.RL_4.1374
OG0016007	jg6193	evm.model.RL_4.1382
OG0016008	jg6157	evm.model.RL_4.1411
OG0016009	jg6144	evm.model.RL_4.1417
OG0016010	jg23036	evm.model.RL_8.2163
OG0016011	jg23038	evm.model.RL_8.2165
OG0016012	jg13383	evm.model.RL_7.2343
OG0016013	jg23056	evm.model.RL_8.2184
OG0016014	jg23081	evm.model.RL_8.2210
OG0016015	jg23083	evm.model.RL_8.2212
OG0016016	jg23106	evm.model.RL_8.2235
OG0016017	jg23115	evm.model.RL_8.2244
OG0016018	jg23149	evm.model.RL_8.2275
OG0016019	jg23157	evm.model.RL_8.2279
OG0016020	jg23172	evm.model.RL_8.2294
OG0016021	jg23184	evm.model.RL_8.2304
OG0016022	jg23185	evm.model.RL_8.2305
OG0016023	jg23209	evm.model.RL_8.2328
OG0016024	jg23217	evm.model.RL_8.2335
OG0016025	jg23229	evm.model.RL_8.2345
OG0016026	jg23249	evm.model.RL_8.2363
OG0016027	jg23262	evm.model.RL_8.2374
OG0016028	jg23274	evm.model.RL_8.2385
OG0016029	jg22791	evm.model.RL_8.1956
OG0016030	jg22775	evm.model.RL_8.1936
OG0016031	jg22767	evm.model.RL_8.1929.3.687c855e
OG0016032	jg22766	evm.model.RL_8.1928
OG0016033	jg22760	evm.model.RL_8.1922
OG0016034	jg22757	evm.model.RL_8.1918
OG0016035	jg22730	evm.model.RL_8.1898
OG0016036	jg22728	evm.model.RL_8.1896
OG0016037	jg15015	evm.model.RL_7.1252
OG0016038	jg15008	evm.model.RL_7.1260
OG0016039	jg14988	evm.model.RL_7.1280
OG0016040	jg14951	evm.model.RL_7.1310
OG0016041	jg14910	evm.model.RL_7.1343.1.687c84b9
OG0016042	jg14905	evm.model.RL_7.1346
OG0016043	jg14900	evm.model.RL_7.1349
OG0016044	jg14888	evm.model.RL_7.1365
OG0016045	jg14878	evm.model.RL_7.1380
OG0016046	jg14862	evm.model.RL_7.1392
OG0016047	jg14827, jg14828	evm.model.RL_7.1424
OG0016049	jg14814	evm.model.RL_7.1438
OG0016050	jg6316	evm.model.RL_4.1273
OG0016051	jg14772	evm.model.RL_7.1460
OG0016052	jg14740	evm.model.RL_7.1480
OG0016053	jg14726	evm.model.RL_7.1487
OG0016054	jg14725	evm.model.RL_7.1488
OG0016055	jg31531	evm.model.RL_5.2919
OG0016056	jg14660	evm.model.RL_7.1536
OG0016057	jg14657	evm.model.RL_7.1539
OG0016058	jg14652	evm.model.RL_7.1542
OG0016059	jg14646	evm.model.RL_7.1548
OG0016060	jg14638	evm.model.RL_7.1551
OG0016061	jg14631	evm.model.RL_7.1557
OG0016062	jg23263	evm.model.RL_8.2375
OG0016063	jg14624	evm.model.RL_7.1562
OG0016064	jg14618	evm.model.RL_7.1566
OG0016066	jg14595	evm.model.RL_7.1587
OG0016067	jg14589	evm.model.RL_7.1595
OG0016068	jg14583	evm.model.RL_7.1606
OG0016069	jg14574	evm.model.RL_7.1615
OG0016070	jg19896, jg14566	evm.model.RL_7.1625
OG0016071	jg14565	evm.model.RL_7.1626
OG0016072	jg14537	evm.model.RL_7.1635
OG0016073	jg14533	evm.model.RL_7.1639, evm.model.RL_3.188
OG0016074	jg14532	evm.model.RL_7.1640
OG0016075	jg14531	evm.model.RL_7.1641
OG0016076	jg14527	evm.model.RL_7.1645
OG0016077	jg14493	evm.model.RL_7.1673
OG0016078	jg14476	evm.model.RL_7.1689
OG0016079	jg14464	evm.model.RL_7.1695
OG0016080	jg14439	evm.model.RL_7.1721, evm.model.RL_7.1714
OG0016081	jg14350	evm.model.RL_7.1789
OG0016082	jg14302	evm.model.RL_7.1813
OG0016083	jg14295	evm.model.RL_7.1819
OG0016084	jg14152	evm.model.RL_7.1911
OG0016085	jg14029	evm.model.RL_7.1982
OG0016086	jg14017	evm.model.RL_7.1967
OG0016087	jg14005	evm.model.RL_7.1958
OG0016088	jg13109	evm.model.RL_7.1956
OG0016089	jg13283	evm.model.RL_7.2414
OG0016090	jg13990	evm.model.RL_7.1954
OG0016091	jg28570	evm.model.RL_5.117
OG0016093	jg2280	evm.model.RL_3.1125
OG0016094	jg2360	evm.model.RL_3.1188
OG0016095	jg2384	evm.model.RL_3.1203
OG0016096	jg2349	evm.model.RL_3.1167
OG0016097	jg2436	evm.model.RL_3.1250
OG0016098	jg2460	evm.model.RL_3.1271
OG0016099	jg25207	evm.model.RL_1.1152
OG0016100	jg2444	evm.model.RL_3.1258
OG0016101	jg2469	evm.model.RL_3.1276
OG0016102	jg2476	evm.model.RL_3.1283
OG0016103	jg2477	evm.model.RL_3.1284
OG0016104	jg2483	evm.model.RL_3.1288
OG0016105	jg2484	evm.model.RL_3.1289
OG0016106	jg2499	evm.model.RL_3.1303
OG0016107	jg2517	evm.model.RL_3.1318
OG0016108	jg2518	evm.model.RL_3.1319.2.687c84bc
OG0016110	jg2535	evm.model.RL_3.1339
OG0016111	jg2549	evm.model.RL_3.1349
OG0016112	jg2585	evm.model.RL_3.1380
OG0016113	jg2599	evm.model.RL_3.1394
OG0016114	jg2615	evm.model.RL_3.1400
OG0016115	jg2626	evm.model.RL_3.1408
OG0016116	jg2632	evm.model.RL_3.1416
OG0016117	jg6508	evm.model.RL_4.1144, evm.model.RL_2.494
OG0016119	jg2679	evm.model.RL_3.545, evm.model.RL_3.1458
OG0016120	jg2696	evm.model.RL_3.1483
OG0016121	jg2709	evm.model.RL_3.1495.1.687c84bc
OG0016122	jg2731	evm.model.RL_3.1517
OG0016123	jg2733	evm.model.RL_3.1519
OG0016124	jg2748	evm.model.RL_3.1532
OG0016125	jg2750	evm.model.RL_3.1535
OG0016126	jg2764	evm.model.RL_3.1473, evm.model.RL_3.1541
OG0016127	jg2776	evm.model.RL_3.1549
OG0016128	jg2782	evm.model.RL_3.1555
OG0016130	jg2791	evm.model.RL_3.1560
OG0016131	jg2792	evm.model.RL_3.1561
OG0016132	jg2795	evm.model.RL_3.1565
OG0016133	jg2797	evm.model.RL_3.1567
OG0016134	jg2801	evm.model.RL_3.1571
OG0016135	jg2803	evm.model.RL_3.1573
OG0016136	jg2838	evm.model.RL_3.1603
OG0016137	jg3487	evm.model.RL_3.2210
OG0016138	jg3474	evm.model.RL_3.2198
OG0016139	jg3472	evm.model.RL_3.2196
OG0016140	jg3463	evm.model.RL_3.2188
OG0016141	jg3435	evm.model.RL_3.2168
OG0016142	jg3432	evm.model.RL_3.2165
OG0016143	jg3413	evm.model.RL_3.2149
OG0016144	jg3406	evm.model.RL_3.2141
OG0016145	jg3389	evm.model.RL_3.2127
OG0016146	jg3354	evm.model.RL_3.2097
OG0016147	jg3341	evm.model.RL_3.2087
OG0016148	jg3334	evm.model.RL_3.2080
OG0016149	jg3324	evm.model.RL_3.2072
OG0016150	jg3318	evm.model.RL_3.2065
OG0016151	jg27029	evm.model.RL_1.2503
OG0016152	jg3310	evm.model.RL_3.2058
OG0016153	jg3308	evm.model.RL_3.2056
OG0016154	jg3301	evm.model.RL_3.2050
OG0016155	jg3300	evm.model.RL_3.2049
OG0016156	jg3284	evm.model.RL_3.2037
OG0016157	jg3282	evm.model.RL_3.2035
OG0016158	jg3274	evm.model.RL_3.2029
OG0016159	jg3266	evm.model.RL_3.2023
OG0016160	jg3243	evm.model.RL_3.1996
OG0016162	jg3223	evm.model.RL_3.1976
OG0016163	jg3213	evm.model.RL_3.1972
OG0016164	jg32715	evm.model.RL_5.2285
OG0016165	jg3203	evm.model.RL_3.1961
OG0016166	jg3201	evm.model.RL_3.1959
OG0016167	jg3197	evm.model.RL_3.1954
OG0016168	jg3179	evm.model.RL_3.1939
OG0016169	jg3161	evm.model.RL_3.1921
OG0016170	jg3152	evm.model.RL_3.1913
OG0016173	jg3129	evm.model.RL_3.1890
OG0016174	jg3120	evm.model.RL_3.1881
OG0016177	jg3110	evm.model.RL_3.1871
OG0016178	jg3106	evm.model.RL_3.1867
OG0016179	jg3086	evm.model.RL_3.1847.3.687c84bd
OG0016180	jg3085	evm.model.RL_3.1846
OG0016181	jg3079	evm.model.RL_3.1841
OG0016182	jg3049	evm.model.RL_3.1819
OG0016183	jg3041	evm.model.RL_3.1808
OG0016185	jg3007	evm.model.RL_3.1772
OG0016186	jg2979	evm.model.RL_3.1740
OG0016187	jg2975	evm.model.RL_3.1737
OG0016188	jg2972	evm.model.RL_3.1735
OG0016189	jg2959	evm.model.RL_3.1720
OG0016190	jg2954	evm.model.RL_3.1716
OG0016191	jg2951	evm.model.RL_3.1713
OG0016192	jg2949	evm.model.RL_3.1711
OG0016193	jg2946	evm.model.RL_3.1708
OG0016194	jg2939	evm.model.RL_3.1700
OG0016195	jg2902	evm.model.RL_3.1660
OG0016197	jg2884	evm.model.RL_3.1642
OG0016198	jg2882	evm.model.RL_3.1641
OG0016199	jg3561	evm.model.RL_3.2277
OG0016200	jg3575	evm.model.RL_3.2294.1.687c84be
OG0016201	jg3576	evm.model.RL_3.2295
OG0016202	jg3580	evm.model.RL_3.2298
OG0016203	jg3585	evm.model.RL_3.2302
OG0016205	jg3644	evm.model.RL_3.2356
OG0016206	jg3662	evm.model.RL_3.2375
OG0016207	jg3672	evm.model.RL_3.2384
OG0016208	jg3751	evm.model.RL_3.2457
OG0016209	jg3752	evm.model.RL_3.2458.1.687c84be
OG0016210	jg3760	evm.model.RL_3.2465
OG0016211	jg3762	evm.model.RL_3.2467
OG0016212	jg3767	evm.model.RL_3.2472
OG0016213	jg3780	evm.model.RL_3.2491
OG0016214	jg3795	evm.model.RL_3.2500.4.687c84be
OG0016215	jg3790	evm.model.RL_3.1453
OG0016216	jg13534	evm.model.RL_3.2505
OG0016217	jg3789	evm.model.RL_3.2506
OG0016218	jg25237	evm.model.RL_1.1179
OG0016219	jg25254	evm.model.RL_1.1193
OG0016220	jg25281	evm.model.RL_1.1215
OG0016221	jg25285	evm.model.RL_1.1219
OG0016222	jg25338	evm.model.RL_1.1264
OG0016223	jg25358	evm.model.RL_1.1280
OG0016224	jg25361, jg20701	evm.model.RL_1.1284
OG0016225	jg25372	evm.model.RL_1.1292
OG0016226	jg25406	evm.model.RL_1.1320.1.687c87ec
OG0016228	jg25494	evm.model.RL_1.1394
OG0016229	jg25502	evm.model.RL_1.1405.3.687c87ed
OG0016230	jg25529	evm.model.RL_1.1425
OG0016231	jg25583	evm.model.RL_1.1468
OG0016232	jg25598	evm.model.RL_1.1479
OG0016233	jg25616	evm.model.RL_1.1497
OG0016234	jg25634	evm.model.RL_1.1514
OG0016235	jg25636	evm.model.RL_1.1518
OG0016236	jg25665	evm.model.RL_1.1542
OG0016237	jg25677	evm.model.RL_1.1558
OG0016238	jg25678	evm.model.RL_1.1559
OG0016239	jg25679	evm.model.RL_1.1560
OG0016240	jg25682	evm.model.RL_1.1563
OG0016242	jg25720	evm.model.RL_1.1586.1.687c87ed
OG0016243	jg25746	evm.model.RL_1.1601
OG0016244	jg25769	evm.model.RL_1.1615
OG0016245	jg25771	evm.model.RL_1.1616
OG0016246	jg25773	evm.model.RL_1.1619.1.687c87ed
OG0016247	jg25778	evm.model.RL_1.1624
OG0016248	jg25781	evm.model.RL_1.1628
OG0016249	jg25807	evm.model.RL_1.1642
OG0016251	jg25849	evm.model.RL_1.1667
OG0016252	jg25852	evm.model.RL_1.1670
OG0016253	jg25861	evm.model.RL_1.1676
OG0016254	jg25903	evm.model.RL_1.1703
OG0016256	jg25920	evm.model.RL_1.1713
OG0016257	jg25927	evm.model.RL_1.1718
OG0016258	jg25932	evm.model.RL_1.1724
OG0016259	jg25968	evm.model.RL_1.1748
OG0016260	jg25985	evm.model.RL_1.1766
OG0016261	jg25999	evm.model.RL_1.1779
OG0016262	jg26020	evm.model.RL_1.1796
OG0016263	jg26026	evm.model.RL_1.1802
OG0016264	jg26049	evm.model.RL_1.1818
OG0016265	jg26056	evm.model.RL_1.1825
OG0016267	jg26110	evm.model.RL_1.1868
OG0016268	jg26118	evm.model.RL_1.1877
OG0016269	jg26126	evm.model.RL_1.1889
OG0016270	jg26127	evm.model.RL_1.1890
OG0016271	jg26138	evm.model.RL_1.1907
OG0016272	jg26206	evm.model.RL_1.1969
OG0016273	jg706	evm.model.RL_3.270
OG0016274	jg26231	evm.model.RL_1.1991
OG0016275	jg26241	evm.model.RL_1.1992
OG0016276	jg26248	evm.model.RL_1.2000
OG0016277	jg26808	evm.model.RL_1.2374
OG0016278	jg26353	evm.model.RL_1.2081
OG0016279	jg26337	evm.model.RL_1.2064
OG0016280	jg26330	evm.model.RL_1.2059
OG0016281	jg26424	evm.model.RL_1.2116, evm.model.RL_1.3065
OG0016282	jg26444	evm.model.RL_1.2131
OG0016283	jg26475	evm.model.RL_1.2153
OG0016284	jg26562	evm.model.RL_1.2212
OG0016285	jg26573	evm.model.RL_1.2223
OG0016286	jg26598	evm.model.RL_1.2243
OG0016287	jg26672	evm.model.RL_1.2296
OG0016288	jg26708, jg21320	evm.model.RL_1.2313
OG0016289	jg26710	evm.model.RL_1.2316
OG0016290	jg26713	evm.model.RL_1.2319
OG0016291	jg26759	evm.model.RL_1.2343
OG0016292	jg26778	evm.model.RL_1.2356
OG0016293	jg26787	evm.model.RL_1.2361
OG0016294	jg17143	evm.model.RL_6.474
OG0016295	jg26844	evm.model.RL_1.2391
OG0016296	jg26831	evm.model.RL_1.2385
OG0016297	jg26853	evm.model.RL_1.2405
OG0016298	jg26906	evm.model.RL_1.2439
OG0016299	jg26881	evm.model.RL_1.2430
OG0016300	jg27002	evm.model.RL_1.2489
OG0016301	jg26972	evm.model.RL_1.2472
OG0016302	jg27290	evm.model.RL_1.2585
OG0016303	jg21957	evm.model.RL_8.1357
OG0016304	jg27404	evm.model.RL_1.2625
OG0016305	jg27195	evm.model.RL_1.2568
OG0016306	jg27090	evm.model.RL_1.2531
OG0016307	jg27399	evm.model.RL_1.2622
OG0016308	jg27350	evm.model.RL_1.2589
