Orthogroup	Arabidopsis_arenosa	Brassica_napus
OG0015341	jg19582	XP_013673096.1, XP_013657025.1
OG0015342	jg19575	XP_013683770.1, XP_013724360.1
OG0015343	jg19549	XP_013747767.2, XP_048609291.1
OG0015344	jg19492	XP_013747798.2, XP_048635474.1
OG0015345	jg19526	XP_022548903.2, XP_013687888.1
OG0015346	jg19438	XP_013747826.2, XP_013692002.2
OG0015347	jg3864	XP_013730119.1, XP_013723455.2
OG0015348	jg3865	XP_013723473.1, XP_013730075.1
OG0015349	jg3903	XP_013732260.2
OG0015350	jg3907	XP_013720260.1
OG0015351	jg3925	XP_013720219.1
OG0015352	jg3930	XP_013723623.2, XP_013746266.1
OG0015353	jg3934	XP_013723649.2, XP_013746248.1
OG0015354	jg3948	XP_048631065.1, XP_013668267.2
OG0015355	jg3960	XP_048631063.1, XP_048624378.1
OG0015356	jg3999	XP_013668295.2, XP_013685259.2
OG0015357	jg4006	XP_013703699.2, XP_013668297.1
OG0015358	jg4040	XP_048629266.1, XP_013720237.2
OG0015359	jg4042, jg3741	XP_013720205.2
OG0015360	jg4044	XP_013725024.2, XP_022554153.2
OG0015361	jg4059	XP_048624333.1, XP_048598630.1
OG0015362	jg22011	XP_013720135.1
OG0015363	jg4080	XP_013668344.2, XP_022568408.2
OG0015364	jg4083	XP_013724913.1, XP_022554165.1
OG0015365	jg4110	XP_013668359.1, XP_013726256.1
OG0015366	jg4805	XP_013678566.2, XP_048603542.1
OG0015367	jg4114	XP_013726235.2, XP_013668362.2
OG0015368	jg4126	XP_013721496.1
OG0015369	jg4131	XP_013720273.1
OG0015370	jg4137	XP_048598611.1, XP_013730152.1
OG0015372	jg4178	XP_022566166.1, XP_013724624.2
OG0015373	jg4179	XP_048623061.1, XP_048598590.1
OG0015374	jg5797	XP_013676048.2, XP_013721845.1
OG0015375	jg5888	XP_013667325.2, XP_013736394.1
OG0015376	jg5876	XP_013675990.1, XP_048605641.1
OG0015377	jg5949	XP_013721966.2
OG0015378	jg5956	XP_013682265.2, XP_013731306.1
OG0015379	jg9676	XP_013671611.1, XP_013698943.2
OG0015380	jg5966	XP_022554487.2, XP_022568062.2
OG0015381	jg5971	XP_013667241.2, XP_013717653.1
OG0015382	jg5986	XP_013667226.2, XP_013717598.1
OG0015383	jg6007	XP_048627908.1, XP_013716035.1
OG0015384	jg6014	XP_013682233.1, XP_022568624.2
OG0015385	jg6038	XP_013723523.1, XP_013680091.2
OG0015386	jg6052	XP_013712848.2, XP_013733056.2
OG0015387	jg6057	XP_048623310.1, XP_013667188.2
OG0015388	jg6096	XP_013682202.2, XP_013715777.2
OG0015389	jg23014	XP_013740341.2, XP_013680761.1
OG0015390	jg22998	XP_013667146.2, XP_013660691.1
OG0015391	jg22995	XP_048598988.1, XP_013660679.1
OG0015392	jg26265	XP_022558392.2
OG0015393	jg2254	XP_048616873.1, XP_013649215.2
OG0015394	jg22944	XP_013681147.2, XP_013642461.1
OG0015395	jg22920	XP_022551608.2, XP_013680863.2
OG0015396	jg22913	XP_013738386.2, XP_013680923.2
OG0015397	jg22873	XP_013716575.2, XP_013712856.2
OG0015398	jg22833	XP_013729607.1, XP_013716812.2
OG0015399	jg22878	XP_013714537.2, XP_013716785.2
OG0015400	jg22853	XP_013682479.2, XP_013712689.2
OG0015401	jg23281	XP_013661208.2, XP_013707097.1
OG0015402	jg23300	XP_013711114.2, XP_013711113.1
OG0015404	jg23308	XP_048628364.1, XP_048629719.1
OG0015405	jg23309	XP_022555515.1, XP_013647048.1
OG0015406	jg23311	XP_013707051.1, XP_013661221.2
OG0015407	jg23314	XP_013727519.1, XP_013642983.2
OG0015408	jg23315	XP_022564025.1, XP_048637870.1
OG0015409	jg23336	XP_013643004.2, XP_013643428.1
OG0015410	jg23377	XP_013643175.1
OG0015411	jg23385	XP_013643031.2, XP_048606656.1
OG0015412	jg19018	XP_048636482.1, XP_048609451.1
OG0015413	jg23412	XP_013652783.1, XP_013661269.2
OG0015414	jg23423	XP_048616591.1, XP_013700970.1, XP_022574665.2
OG0015415	jg23425	XP_013643162.2
OG0015416	jg23428	XP_013722826.2
OG0015417	jg23445	XP_048606642.1, XP_013643151.2
OG0015418	jg23449	XP_048606633.1, XP_013643146.2
OG0015419	jg23455	XP_013672897.1, XP_013643134.2
OG0015420	jg23464	XP_013667289.2, XP_013702491.1
OG0015421	jg23470	XP_013643126.2, XP_022543282.2
OG0015422	jg23490	XP_013670994.1, XP_013670993.2
OG0015423	jg23495	XP_013643113.2, XP_013729771.1
OG0015424	jg23525	XP_048603269.1, XP_013675434.2
OG0015425	jg23540	XP_013723103.3, XP_013643078.2, XP_048626563.1
OG0015426	jg23553	XP_048631242.1, XP_048616840.1, XP_013701770.3
OG0015427	jg23565	XP_013707842.1, XP_013738532.2
OG0015428	jg23574	XP_048606580.1, XP_022543976.2
OG0015430	jg23610	XP_013643306.1, XP_013641455.1
OG0015431	jg23612	XP_013641460.1, XP_048590952.1
OG0015432	jg23618	XP_013740989.1, XP_013643298.2
OG0015433	jg23625	XP_013740809.2, XP_048590953.1
OG0015434	jg23630	XP_013740879.1, XP_013740787.2
OG0015435	jg23635	XP_013651682.2, XP_013691434.1
OG0015436	jg23647	XP_013653504.2, XP_048592777.1
OG0015437	jg23648	XP_013655830.1, XP_048595486.1
OG0015438	jg23652	XP_013686226.1, XP_013661909.1
OG0015439	jg23679	XP_022547410.1, XP_013661343.2
OG0015440	jg17128	XP_013687160.2, XP_013690169.2
OG0015441	jg23702	XP_013686287.1, XP_013653565.1
OG0015442	jg23706	XP_013653559.1, XP_013686257.1
OG0015443	jg23723	XP_013661326.1, XP_013652798.1
OG0015444	jg21596	XP_013692510.1
OG0015445	jg23741	XP_048592798.1, XP_013653754.2
OG0015446	jg23752	XP_013653640.1, XP_013653743.1
OG0015447	jg23763	XP_048592800.1, XP_013651709.1
OG0015448	jg23770	XP_013702057.2, XP_048630033.1, XP_013712398.1
OG0015449	jg23775	XP_048631506.1, XP_013702094.1, XP_013712011.1
OG0015450	jg23779	XP_013653649.1, XP_013653732.1
OG0015451	jg23790	XP_048623865.1, XP_048595529.1
OG0015452	jg23801	XP_013649433.2
OG0015453	jg8239	XP_048631880.1, XP_048608755.1
OG0015454	jg8167	XP_013683697.1
OG0015455	jg8194	XP_048595109.1, XP_013731270.2
OG0015456	jg8213	XP_013731265.2, XP_013729986.2
OG0015457	jg8111	XP_013709080.2, XP_048631304.1, XP_048604099.1
OG0015459	jg8125	NP_001303111.1, XP_048625483.1
OG0015460	jg8131	XP_013660665.2, XP_013660537.2
OG0015461	jg8141	XP_048625494.1, XP_048595139.1
OG0015462	jg8068	XP_048595157.1, XP_013726360.2
OG0015464	jg8035	XP_013684400.1, XP_013735354.2
OG0015465	jg8026	XP_013722831.2, XP_013731951.2
OG0015466	jg7967	XP_022547913.2
OG0015467	jg7953	XP_013722934.1
OG0015468	jg7951	XP_013722932.2
OG0015469	jg7948	XP_013722933.2
OG0015470	jg23506	XP_013693817.2, XP_048590854.1
OG0015471	jg7877	XP_048607008.1, XP_013740801.2
OG0015472	jg20769	XP_013706768.1, XP_013723732.1
OG0015473	jg20775	XP_048637424.1, XP_013723721.1
OG0015474	jg20777	XP_013736687.1, XP_013703417.1
OG0015475	jg20778	XP_048595993.1, XP_013714667.1
OG0015476	jg20794	XP_013707132.1, NP_001303046.1
OG0015477	jg20803	XP_048603558.1, XP_013703502.2
OG0015478	jg20807	XP_022565639.1, XP_022570943.2
OG0015479	jg20820	XP_048595951.1, XP_013661745.1
OG0015480	jg20826	XP_022561900.1, XP_013706689.2
OG0015481	jg20831	XP_048617807.1, NP_001302758.1
OG0015482	jg20867	XP_013653672.2, XP_048618495.1
OG0015483	jg18295	XP_022556274.2, XP_048636724.1
OG0015484	jg18376	XP_013692818.2, XP_013748640.2
OG0015485	jg18336	XP_013734174.2, XP_048630853.1
OG0015486	jg18282	XP_013686029.1, XP_013748703.2
OG0015487	jg18276	XP_013692451.2, XP_013748706.1
OG0015488	jg18275	XP_013695266.2, XP_013747177.2
OG0015489	jg18259	XP_013728543.2, XP_048636747.1
OG0015490	jg18205	XP_013742761.1, XP_013734155.1
OG0015491	jg18194	XP_013682593.1, XP_048636776.1
OG0015492	jg18193	XP_013748765.2, XP_013682589.1
OG0015493	jg18139	XP_048630534.1, XP_013680727.2
OG0015494	jg18073	XP_013733957.3, XP_048608365.1
OG0015495	jg18059	XP_013748822.2, XP_013718427.1
OG0015496	jg18031	XP_013672905.1, XP_013730394.2
OG0015497	jg17903	XP_013744177.1, XP_013687487.1
OG0015498	jg17860	XP_048610086.1, XP_013744186.2
OG0015499	jg17842	XP_013747143.2, XP_013676438.1
OG0015500	jg17833	XP_048633774.1, XP_013744198.2
OG0015501	jg17829	XP_048610077.1, XP_048633773.1
OG0015502	jg17793	XP_013692403.1, XP_013647673.2
OG0015503	jg17773	XP_013743947.1, XP_022556992.2
OG0015504	jg17768	XP_013647647.2, XP_048610487.1
OG0015505	jg17765	XP_013686668.2, XP_022544622.2
OG0015506	jg17761	XP_048633756.1, XP_022556991.2
OG0015507	jg17758	XP_013720128.2, XP_013743952.2
OG0015508	jg17721	XP_013720485.2, XP_013747071.2
OG0015509	jg17573	XP_013653703.1
OG0015510	jg17575	XP_013692198.2
OG0015511	jg17591	XP_013742462.1, XP_013744009.2
OG0015512	jg17613	XP_013707626.1, XP_013744004.1
OG0015513	jg17620, jg17621, jg17625	XP_048633746.1, XP_013720496.1
OG0015514	jg17645	XP_013743993.2, XP_013720441.2
OG0015515	jg17534	XP_048610502.1, XP_013653710.2
OG0015516	jg17525	XP_013742452.2, XP_013744020.2
OG0015517	jg17451	XP_013653718.1, XP_013660509.1
OG0015518	jg17444	XP_048609866.1, XP_013651733.1
OG0015519	jg17515	XP_013653719.1, XP_013660512.2
OG0015520	jg17426	XP_013683895.2, XP_048631871.1
OG0015521	jg19517	XP_013642943.2, XP_022553986.1
OG0015522	jg29124	XP_013644222.2, XP_013737992.1
OG0015523	jg8237	XP_048625843.1, XP_013696580.1
OG0015524	jg17375	XP_013683885.2, XP_013683886.2
OG0015525	jg17358	XP_048620921.1, XP_048597372.1
OG0015526	jg17323	NP_001302559.1, XP_048620935.1
OG0015527	jg17316	XP_013747089.1, XP_013695593.1
OG0015528	jg17312	XP_013663989.2, XP_013710995.1
OG0015529	jg17302	XP_022573922.2, XP_013698342.1
OG0015530	jg17293	XP_013734973.2, XP_013697888.2
OG0015531	jg17242	XP_013744040.2, XP_022556948.1
OG0015532	jg17215	XP_013747095.1, XP_013695736.2
OG0015533	jg17185	XP_048633711.1, XP_048612419.1
OG0015534	jg9708	XP_013742945.1, XP_048600245.1
OG0015535	jg23945	XP_013735639.2, XP_048605986.1
OG0015536	jg23938	XP_013684251.1, XP_013735634.1
OG0015537	jg23912	XP_013735605.2, XP_013735603.2
OG0015538	jg23904	XP_048605983.1, XP_013735599.2
OG0015539	jg31332	XP_013656959.1, XP_048607673.1
OG0015540	jg23894	XP_048591373.1, XP_013729730.2
OG0015541	jg23889	XP_013735601.2
OG0015542	jg23885	XP_048629963.1, XP_013689862.2
OG0015543	jg26071	XP_022575703.2
OG0015544	jg23883	XP_022569413.2, XP_048629959.1
OG0015545	jg3808	XP_013685944.2, XP_022545472.1
OG0015546	jg24770	XP_013705875.1, XP_013662451.1
OG0015547	jg3811	XP_048607683.1, XP_048623677.1
OG0015548	jg3816	XP_013723261.1, XP_013648790.2
OG0015549	jg3817	XP_013648804.2, XP_048623716.1
OG0015550	jg18069	XP_022563133.1, XP_048629395.1
OG0015551	jg3819	XP_048629393.1, XP_048602643.1
OG0015552	jg3829	XP_013731789.1
OG0015553	jg3832	NP_001302924.1
OG0015554	jg3833	XP_048602291.1
OG0015555	jg9795	XP_048619100.1, XP_013738110.3
OG0015556	jg9771	XP_013741957.2, XP_013742421.1
OG0015557	jg23982	XP_013735654.2, XP_013684231.1
OG0015558	jg23988	XP_048636259.1, XP_013750980.2
OG0015559	jg24016	XP_013750962.2, XP_048614295.1
OG0015560	jg24017	XP_013647462.1, XP_013659425.1
OG0015561	jg24019	XP_048628406.1, XP_048614208.1, XP_048602017.1
OG0015562	jg24024	XP_013684205.2, XP_013740863.2
OG0015563	jg24044	XP_048636245.1, XP_048614281.1
OG0015564	jg24045	XP_013678385.2, XP_013678405.2
OG0015565	jg24060	XP_048614269.1, XP_013678397.2
OG0015566	jg24084	XP_048601988.1, XP_013680616.2
OG0015567	jg24090	XP_013661918.2, XP_013682559.2
OG0015568	jg24092	XP_013682557.2, XP_013661917.2
OG0015569	jg24104	XP_013750925.2, XP_048614242.1
OG0015570	jg24118	XP_013732174.1, XP_048601970.1
OG0015571	jg24126	XP_013732172.1, XP_048595776.1
OG0015572	jg24129	XP_048595771.1, XP_013732170.1
OG0015573	jg24159	XP_022562270.2, XP_022562271.1
OG0015574	jg24196	XP_048614651.1, XP_048636199.1
OG0015575	jg24215	XP_013747441.1, XP_013740881.2
OG0015576	jg24223	XP_022569967.2, XP_048615104.1
OG0015577	jg24244	XP_013714795.2, XP_013731804.1
OG0015578	jg24280	XP_048636136.1, XP_048614557.1
OG0015579	jg24306	XP_048631978.1, XP_048601720.1
OG0015580	jg24314	XP_013660579.2, XP_048601715.1
OG0015581	jg24360	XP_013750773.2, XP_013723576.2
OG0015582	jg24370	XP_048606052.1, XP_048632955.1
OG0015583	jg24411	XP_048619497.1, XP_048626193.1, XP_013740204.2
OG0015584	jg24427	XP_013750705.1, XP_048636111.1
OG0015585	jg24456	XP_013684507.1, XP_022572226.2
OG0015587	jg24476	XP_013684496.1
OG0015588	jg24477	XP_048626188.1, XP_048631386.1
OG0015589	jg24490	XP_022571092.1, XP_013698455.1
OG0015590	jg24498	XP_048615389.1, XP_048636084.1
OG0015592	jg24572	XP_022560845.2, XP_048636050.1
OG0015593	jg24578	XP_048636044.1, XP_013696871.2
OG0015594	jg24634	XP_013646386.2, XP_013640819.2
OG0015595	jg24645	XP_048630079.1, XP_022551023.2
OG0015596	jg25224	XP_013646713.1, XP_013673182.1
OG0015597	jg24654	XP_013681405.2, XP_013684550.1
OG0015598	jg24656	XP_013750640.2, XP_048615342.1
OG0015599	jg24665	XP_013703269.1, XP_013750630.2
OG0015600	jg24667	XP_013707381.1, XP_013750628.2
OG0015601	jg24684	XP_013750608.2, XP_022559280.1
OG0015602	jg24688, jg24276	XP_013750563.2, XP_022575640.2, XP_048626517.1
OG0015603	jg24703	XP_013698207.2, XP_013750573.1
OG0015604	jg24710	XP_013697372.1, XP_013750582.2
OG0015605	jg24722	XP_022555167.1, XP_013684641.2
OG0015606	jg24725	XP_013724146.2, XP_048600808.1
OG0015607	jg24728	XP_013696839.1, XP_013750518.2
OG0015609	jg24743	XP_022555176.1, XP_013684626.2
OG0015610	jg24744	XP_022555177.1, XP_013684625.2
OG0015611	jg24758	XP_013736006.2, XP_022572017.2
OG0015612	jg24813	XP_048635997.1, XP_013698387.1
OG0015613	jg24817	XP_013696930.1, XP_022575615.2
OG0015614	jg19280	XP_013734520.2, XP_013683614.1
OG0015615	jg19277	XP_013697167.1, XP_013744805.2
OG0015616	jg19249	XP_013744812.1, XP_013687724.1
OG0015617	jg19227	XP_013748043.1, XP_013692089.1
OG0015618	jg19222	XP_048631721.1, XP_013717030.2
OG0015619	jg19187	XP_013692759.2, XP_048636445.1
OG0015620	jg19185	XP_048631714.1, XP_013716908.1
OG0015621	jg19135	XP_013706351.2, XP_022571700.1
OG0015622	jg19161	XP_013734593.2, XP_013717088.1
OG0015623	jg19093	XP_048636460.1, XP_013748278.2
OG0015624	jg19088	XP_048631709.1, XP_013705866.2
OG0015625	jg19083	XP_048611093.1, XP_013745130.2
OG0015626	jg18725	XP_048631474.1, XP_013683593.3
OG0015627	jg18763	XP_013683579.2, XP_013734371.2
OG0015628	jg25191	XP_013683990.1, XP_013683959.1
OG0015629	jg18772	XP_013687575.2, XP_048611017.1
OG0015630	jg18798	XP_013748420.2, XP_013709262.2
OG0015631	jg18820	XP_022574073.2, XP_048626437.1
OG0015632	jg18840	XP_013694779.2, XP_013644362.1
OG0015633	jg18843	XP_013719338.2, XP_013681665.1
OG0015634	jg18856	XP_013694700.2, XP_013690901.1
OG0015635	jg18855	XP_013694692.2, XP_013680924.1
OG0015636	jg26882	XP_048593181.1, XP_013699177.1
OG0015637	jg18865	XP_013741635.1, XP_013716341.1
OG0015638	jg18871	XP_013738303.1, XP_013688992.2
OG0015639	jg18873	XP_013692542.2, XP_013694664.2
OG0015640	jg18883	XP_013689014.1, XP_022570916.1
OG0015641	jg18910	XP_013689069.2, XP_022554776.1
OG0015642	jg18922	XP_048629275.1, XP_022574961.2
OG0015643	jg18924	XP_048634534.1, XP_013706675.2
OG0015644	jg19048	XP_013698878.1, XP_013745110.2
OG0015645	jg19042	XP_048631679.1, XP_013707121.1
OG0015646	jg19039	XP_048609433.1, XP_048636475.1
OG0015647	jg18986	XP_048634557.1, XP_013700896.2
OG0015648	jg18982	XP_013725523.1, XP_022574902.2
OG0015649	jg18975	XP_013699433.1, XP_013745085.1
OG0015651	jg18711	XP_048634452.1, XP_048610993.1
OG0015652	jg30056	XP_013699625.1, XP_013682901.2
OG0015653	jg30062	XP_013641479.2, XP_048614088.1
OG0015654	jg30097	XP_013641678.1, XP_013688698.1
OG0015655	jg30114	XP_013711405.2, XP_013708047.2
OG0015656	jg30130	XP_013710009.2, XP_048597644.1
OG0015657	jg30147	XP_013641632.1, XP_022558372.1
OG0015658	jg30219	XP_013709934.1, XP_013682958.2
OG0015659	jg30229	XP_013712590.1, XP_013682956.1
OG0015660	jg30249	XP_048594099.1, XP_013712625.2
OG0015661	jg30274	XP_013744607.1, XP_013646652.2
OG0015662	jg30273	XP_013641770.2, XP_048614165.1
OG0015663	jg30271	XP_013744600.1, XP_013641769.2
OG0015664	jg30267	XP_013682974.1, XP_013651769.2
OG0015665	jg30262	XP_013733234.2, XP_022563785.1
OG0015666	jg30283	XP_013664581.3, XP_022569980.1
OG0015667	jg30299	XP_013653861.2, XP_013687658.1
OG0015668	jg30348	XP_013641816.2, XP_013723321.2
OG0015669	jg30340	XP_013723308.2, XP_013641811.2
OG0015670	jg30338	XP_022558829.2, XP_048638385.1
OG0015671	jg30326	XP_013723297.2, XP_013641727.2
OG0015672	jg3014	XP_013649661.1, XP_013702112.1
OG0015673	jg30391	XP_013658950.2, XP_013639923.1
OG0015674	jg30408	XP_013657248.2, XP_022546037.1
OG0015675	jg30413	XP_013715206.1, XP_013641852.2
OG0015676	jg30422	XP_013728113.1, XP_013655211.2
OG0015677	jg30433	XP_022556584.2, XP_013696182.3
OG0015678	jg30437	XP_013660248.1, XP_013660194.1
OG0015679	jg30457	XP_013692984.1, XP_013641903.1
OG0015680	jg30460	XP_013641896.2, XP_013693677.1
OG0015681	jg30463	XP_022543017.2, XP_013697899.2
OG0015682	jg30471	XP_013641889.2
OG0015683	jg30541	XP_048619520.1, XP_013651652.1
OG0015684	jg30590, jg30593	XP_022543041.1, XP_013642245.1
OG0015685	jg30596	XP_013642242.1, XP_022543044.2
OG0015686	jg30604	XP_048622438.1, XP_048594033.1, XP_022543049.1
OG0015687	jg30632	XP_013695052.1, XP_013650686.1
OG0015688	jg30648	XP_048612719.1, XP_048638505.1
OG0015689	jg30704	XP_013642345.2, XP_013696565.1
OG0015690	jg30712	XP_013642353.2, XP_013696357.1
OG0015691	jg30713	XP_048594017.1, XP_048622458.1
OG0015692	jg30725	XP_048591475.1, XP_048638529.1, XP_013693200.2
OG0015693	jg30730	XP_048638530.1, XP_013696906.1
OG0015694	jg30732	XP_013642369.2, XP_048638532.1
OG0015695	jg28869	XP_048599409.1, XP_013690026.1
OG0015697	jg30780	XP_013748584.1, XP_013698143.1
OG0015698	jg30809	XP_013639989.2, XP_013752349.1
OG0015699	jg30821	XP_013696533.2, XP_013748599.1
OG0015700	jg30830	XP_013697282.1, XP_013697774.1
OG0015701	jg30842	XP_013726019.1, XP_013697655.1
OG0015702	jg30852	XP_013696431.2, XP_013642543.1
OG0015703	jg30853	XP_013697353.1, XP_013642561.1
OG0015704	jg30861	XP_013725961.1, XP_013695652.2
OG0015705	jg30871	XP_013741606.1, XP_013695716.2
OG0015706	jg30880	XP_048593990.1, XP_013711441.1
OG0015707	jg30912	XP_013698027.2, XP_013662885.1
OG0015708	jg30955	XP_048596897.1, XP_013697959.2
OG0015709	jg30969	XP_048596890.1, XP_022552051.2
OG0015710	jg30983	XP_013675021.2, XP_013659754.2
OG0015711	jg29056	XP_013722047.2, XP_013697136.2
OG0015712	jg31079	XP_013662732.1, XP_022546719.2
OG0015714	jg31111	XP_013642077.1, XP_013697575.1
OG0015715	jg2488	XP_048604575.1, XP_013689623.2
OG0015716	jg31135	XP_013657105.1, XP_013657173.1
OG0015717	jg2453	XP_013702806.2, XP_013649336.2
OG0015718	jg31151	XP_013657115.1, XP_013657181.2
OG0015719	jg31163	XP_013657126.1, XP_013657191.1
OG0015720	jg31174	XP_048592646.1, XP_013662801.1
OG0015721	jg31210	XP_048593930.1, XP_048606804.1
OG0015722	jg31232	XP_013659655.1, XP_013693194.1
OG0015723	jg31236	XP_013659654.1, XP_013696090.2
OG0015724	jg30532	XP_013685423.1, XP_013706509.1
OG0015725	jg32659	XP_013671028.1, XP_022560819.2
OG0015726	jg32658	XP_048616497.1, XP_048599171.1
OG0015727	jg31274	XP_013657169.1, XP_013663222.1
OG0015728	jg10060	XP_048600085.1, XP_013739025.1
OG0015729	jg10053	XP_013671529.2, XP_013711788.1
OG0015730	jg10042	XP_013739143.2, XP_013692395.2
OG0015731	jg10029	XP_013739224.2, XP_013692375.2
OG0015732	jg10024	XP_013692380.1, XP_013739281.2
OG0015733	jg10017	XP_048597665.1, XP_013692391.2
OG0015734	jg17132	XP_013664017.1, XP_013708548.2
OG0015735	jg10004, jg10002	XP_013670228.2, XP_013669878.1
OG0015736	jg9998	XP_048600121.1, XP_048597718.1
OG0015737	jg9992	XP_013671242.2
OG0015738	jg9991	XP_013671246.2, XP_013739504.2
OG0015740	jg9967	XP_013641380.2, XP_013739639.1
OG0015741	jg9958	XP_048619452.1, XP_048619077.1
OG0015742	jg9941	XP_048600140.1, XP_013740202.1
OG0015743	jg9930	XP_013738051.1, XP_022555346.1
OG0015744	jg9912	XP_048619086.1, XP_013738066.2
OG0015745	jg9920	XP_013722633.2, XP_013656514.2
OG0015746	jg9922	XP_048598023.1, XP_048600157.1
OG0015747	jg20680, jg21869	XP_048598703.1, XP_013719926.1
OG0015748	jg29208	XP_013716092.3, XP_013672638.1
OG0015749	jg9664	XP_013700051.1, XP_013671648.1
OG0015750	jg9673	XP_013698844.1, XP_013671618.1
OG0015751	jg17086	XP_013712605.1, XP_013664026.2
OG0015752	jg17011	XP_013659079.1, XP_013660043.1
OG0015753	jg17023	XP_022556924.2, XP_013690449.3
OG0015754	jg16958	XP_013743889.3, XP_013743903.2
OG0015755	jg16848	XP_048633635.1
OG0015756	jg16828	XP_048633629.1, XP_013746972.1, XP_013747012.2
OG0015757	jg16807	XP_013743662.2, XP_048633622.1
OG0015758	jg16798	XP_048612313.1, XP_048633615.1
OG0015759	jg16790	XP_013743654.1, XP_013686177.2
OG0015760	jg9662	XP_013706979.2, XP_013738204.2
OG0015761	jg16756	XP_048597457.1, XP_013708478.1
OG0015762	jg16717	XP_048608773.1, XP_013685216.2
OG0015763	jg16684	XP_013710122.1, XP_013664149.2
OG0015764	jg15373	XP_013647961.1, XP_048616596.1
OG0015765	jg16671	XP_013664138.2, XP_013711776.2
OG0015766	jg16634	XP_048597487.1, XP_048621024.1
OG0015767	jg16624	XP_013660932.2, XP_013712211.3
OG0015768	jg16623	XP_013671383.2, XP_013716871.2
OG0015769	jg16586	XP_048621030.1, XP_048597494.1
OG0015770	jg16579	XP_022563963.2, XP_022547069.2
OG0015771	jg16570	XP_013711264.1, XP_013706590.2
OG0015772	jg16517	XP_048612215.1, XP_013717075.2
OG0015773	jg16507	XP_013672013.2, XP_013691217.2
OG0015774	jg16504	XP_048608804.1, XP_013685239.2
OG0015775	jg13226	XP_013716890.2, XP_048612214.1
OG0015776	jg29933	XP_048614028.1, XP_048638244.1
OG0015777	jg29914	XP_013696385.1, XP_013641414.1
OG0015778	jg29903	XP_013646524.2, XP_013695259.1
OG0015779	jg29902	XP_013641279.2, XP_013727200.1
OG0015780	jg29900	XP_022564396.2, XP_013641281.2
OG0015781	jg29893	XP_013664700.1, XP_013712154.1
OG0015782	jg29874	XP_013664678.1, XP_013712065.1
OG0015783	jg29870	XP_048614003.1, XP_013641357.2
OG0015784	jg29849	XP_013676293.1, XP_013686067.2
OG0015785	jg29858	XP_013710729.1, XP_013664671.1
OG0015786	jg29832	XP_022559543.1, XP_013646542.2
OG0015787	jg29818	XP_048613994.1, XP_013671789.2
OG0015788	jg29785	XP_013696981.2, XP_013641222.2
OG0015789	jg29803	XP_022558103.2, XP_048638144.1, XP_048594172.1, XP_022563456.1
OG0015790	jg29778	XP_013641235.2, XP_048638156.1
OG0015791	jg29755	XP_013697815.2, XP_013708909.1
OG0015793	jg29700	XP_013732374.1, XP_013675220.2
OG0015794	jg29692	XP_013742612.3, XP_022558577.1
OG0015796	jg29682	XP_048594191.1, XP_022564719.1
OG0015797	jg29667	XP_048622995.1, XP_013711072.2
OG0015798	jg29668	XP_013711071.2, XP_013711013.2
OG0015799	jg29647	XP_013686605.2, XP_013671769.2
OG0015800	jg29616	XP_013657459.2, XP_048622316.1
OG0015801	jg29606	XP_013641197.2, XP_022558974.2
OG0015802	jg29590	XP_013681240.1, XP_013697645.1
OG0015803	jg769	XP_013716285.1, XP_013687237.1
OG0015804	jg29563	XP_013685156.2, XP_013695119.1
OG0015805	jg29536	XP_013657421.2, XP_013749126.1
OG0015806	jg29496	XP_022558413.2, XP_048638098.1
OG0015807	jg29488	XP_013645558.2, XP_013653115.1
OG0015808	jg29484	XP_013653113.2, XP_048638092.1
OG0015809	jg29472	XP_048613928.1, XP_013645602.2
OG0015810	jg29449	XP_013708468.1, XP_013657765.1
OG0015811	jg29445	XP_013716362.1, XP_013680905.1
OG0015812	jg29424	XP_013655351.1, XP_013640285.2
OG0015813	jg29404, jg29407	XP_013640929.1, XP_048613906.1
OG0015814	jg29353	XP_013698440.1, XP_013640964.2
OG0015815	jg29355	XP_048638056.1, XP_013697781.1
OG0015816	jg29360	XP_048613897.1, XP_013640957.1
OG0015817	jg29364	XP_013696710.2, XP_013640951.2
OG0015818	jg29382	XP_048597809.1, XP_013716432.2
OG0015819	jg29338	XP_013640978.2, XP_013693394.2
OG0015820	jg29310	XP_013657698.1, XP_013661949.1
OG0015821	jg29309	XP_013711982.1, XP_048638043.1
OG0015822	jg29292	XP_048622816.1
OG0015823	jg29286	XP_013641021.1
OG0015824	jg29284	XP_048613875.1, XP_048638039.1
OG0015825	jg29274	XP_013750878.1, XP_013657678.1
OG0015826	jg29261	XP_048613863.1, XP_048638035.1
OG0015827	jg29238	XP_013641050.2, XP_013696849.1
OG0015828	jg29222	XP_013657652.1, XP_013678854.2
OG0015829	jg29230	XP_048621384.1, XP_013716388.2
OG0015830	jg29175	XP_013641110.2, XP_013711771.1
OG0015831	jg29126	XP_013641147.2, XP_013711857.2
OG0015832	jg29128	XP_013646479.1, XP_013707847.1
OG0015833	jg13899	XP_048618135.1, XP_022543493.2
OG0015834	jg29108	XP_022563433.2, XP_013657501.1
OG0015835	jg29086	XP_013687143.1, XP_013696777.2, XP_048626869.1
OG0015836	jg29058	XP_022548842.2, XP_013697356.2
OG0015837	jg29053	XP_048599464.1, XP_048613805.1
OG0015838	jg29049	XP_013655302.2, XP_048594261.1
OG0015839	jg29006	XP_048621577.1, XP_013657515.2
