Orthogroup	Arabidopsis_arenosa	Aethionema_saxatile
OG0013658	jg18375	As006G126010
OG0013659	jg18320	As006G126280
OG0013660	jg18313	As006G126340
OG0013661	jg18285	As006G126370
OG0013662	jg18284	As006G126380
OG0013663	jg18268	As006G126480
OG0013664	jg18264	As006G126720
OG0013665	jg18258	As006G126820
OG0013666	jg18254	As006G126860
OG0013667	jg18238	As006G127000
OG0013668	jg18173	As006G127460
OG0013669	jg18170	As006G127490
OG0013670	jg18160	As006G127600
OG0013671	jg18144	As006G127720
OG0013672	jg18138	As006G127790
OG0013673	jg18127	As006G127850
OG0013674	jg18120	As006G127880
OG0013675	jg18102	As006G127950
OG0013676	jg18074	As006G128180
OG0013677	jg18068	As006G128250
OG0013678	jg21884	As006G128440
OG0013679	jg18022	As006G128590
OG0013680	jg17986	As006G128700
OG0013681	jg17983	As006G128730
OG0013682	jg17900	As006G129130
OG0013683	jg17862	As006G129380
OG0013684	jg8311	As006G129760
OG0013685	jg17797	As006G129910
OG0013686	jg17785	As006G129980
OG0013687	jg17757	As006G130140
OG0013688	jg17754	As006G130160
OG0013689	jg17731	As006G130210
OG0013690	jg17727	As006G130230
OG0013691	jg17693	As006G130390
OG0013692	jg17552	As006G130510
OG0013694	jg17619	As006G130770
OG0013695	jg17637	As006G130840
OG0013696	jg17506	As006G131150, As006G131120
OG0013697	jg17504	As006G131160, As006G131180
OG0013698	jg17447	As006G131210
OG0013699	jg21781	As006G131270
OG0013700	jg17433	As006G131320
OG0013701	jg17436	As006G131370
OG0013702	jg18080	As006G131390
OG0013703	jg32788	As006G131410
OG0013704	jg17381	As006G131450
OG0013705	jg17371	As006G131540
OG0013706	jg17352	As006G131620
OG0013707	jg17324	As006G131680
OG0013708	jg17309	As006G131750
OG0013709	jg24259	As006G137250, As006G131770
OG0013710	jg17262	As006G131850
OG0013711	jg17240	As006G131910
OG0013712	jg17230	As006G131960
OG0013713	jg17221	As006G131990
OG0013714	jg17169	As006G132200
OG0013715	jg9696	As006G132220
OG0013716	jg9752	As006G132700
OG0013717	jg23960	As006G132750
OG0013718	jg14965	As006G133210
OG0013719	jg23914	As006G133250
OG0013720	jg23911	As006G133290
OG0013721	jg23906	As006G133300
OG0013722	jg23898	As006G133370
OG0013723	jg3813	As006G133810
OG0013724	jg3821	As006G133910
OG0013725	jg3830	As006G133960
OG0013726	jg3835	As006G134010
OG0013727	jg22472	As006G134150
OG0013728	jg22334	As006G134450
OG0013729	jg23999	As006G134990
OG0013730	jg24001	As006G135010
OG0013731	jg24027	As006G135220
OG0013733	jg24058	As006G135420
OG0013734	jg21353	As006G135570
OG0013735	jg24091	As006G135700
OG0013736	jg24122	As006G135980
OG0013737	jg24153	As006G136230
OG0013738	jg24161	As006G136320
OG0013739	jg24166	As006G136370
OG0013740	jg9730	As006G136450
OG0013741	jg24201	As006G136610
OG0013742	jg24218	As006G136810
OG0013743	jg24226	As006G136910
OG0013744	jg24287, jg24229	As006G136930
OG0013745	jg24245, jg25578	As006G137170
OG0013746	jg24247	As006G137180
OG0013747	jg24277	As006G137390
OG0013748	jg24315	As006G137500
OG0013749	jg24310	As006G137540
OG0013750	jg24334	As006G137720
OG0013751	jg24335	As006G137730
OG0013752	jg24342	As006G137810, As012G286990
OG0013753	jg24345	As006G137850
OG0013754	jg24369	As006G138020
OG0013755	jg24375	As006G138080
OG0013756	jg24386	As006G138190
OG0013757	jg24393	As006G138280
OG0013758	jg24420	As006G138480, As006G138520
OG0013759	jg24438	As006G138560
OG0013760	jg24425	As006G138670
OG0013761	jg24482	As006G139050
OG0013762	jg24493	As006G139120
OG0013763	jg24520	As006G139380
OG0013764	jg24522	As006G139400
OG0013765	jg24549	As006G139730
OG0013766	jg24574	As006G139990
OG0013767	jg24589	As006G140120
OG0013768	jg24614	As006G140300
OG0013769	jg27037	As006G140330
OG0013770	jg24626	As006G140410
OG0013771	jg24666	As006G140830
OG0013772	jg24693	As006G141130
OG0013773	jg7474	As006G141310
OG0013774	jg24730	As006G141460
OG0013775	jg24732	As006G141480
OG0013776	jg24757	As006G141760
OG0013777	jg24764	As006G141830
OG0013778	jg24781	As006G141970
OG0013779	jg24806	As006G142170
OG0013780	jg19298	As006G142530
OG0013781	jg19261	As006G142790
OG0013782	jg19248	As006G142880
OG0013783	jg15538	As006G142970
OG0013784	jg19225	As006G143050
OG0013785	jg19196	As006G143300
OG0013786	jg19188	As006G143370
OG0013787	jg19180	As006G143470
OG0013788	jg19177	As006G143500
OG0013789	jg19127	As006G143750
OG0013790	jg19137	As006G143820
OG0013791	jg19098, jg19140	As006G143940
OG0013792	jg19089	As006G144040
OG0013793	jg17789	As006G144060
OG0013794	jg19079	As006G144150
OG0013795	jg19069	As006G144240
OG0013796	jg19056	As006G144390
OG0013798	jg18760	As006G144830
OG0013799	jg18793	As006G145130
OG0013800	jg18804	As006G145210
OG0013801	jg18815	As006G145300
OG0013802	jg18824	As006G145390
OG0013803	jg18830	As006G145450
OG0013804	jg18839	As006G145510
OG0013805	jg18846	As006G145590
OG0013806	jg18878	As006G145940
OG0013807	jg18914, jg6867	As006G146360
OG0013808	jg18916	As006G146380
OG0013809	jg18928	As006G146730
OG0013810	jg18974	As006G147910
OG0013811	jg18973	As006G147930
OG0013812	jg18968	As006G147950
OG0013813	jg11880	As006G148390
OG0013814	jg18710	As006G148770
OG0013816	jg30010	As007G151890
OG0013817	jg30115	As007G152790
OG0013818	jg30137	As007G153000, As010G242510
OG0013819	jg30139	As007G153020
OG0013820	jg30146	As007G153080
OG0013821	jg30166, jg30155, jg30178	As007G153160
OG0013822	jg30189, jg30202	As007G153240
OG0013823	jg29828	As007G153550
OG0013824	jg30240	As007G153600
OG0013825	jg30256	As007G153750
OG0013826	jg30257	As007G153760
OG0013827	jg33025	As007G153820
OG0013828	jg30265	As007G153900
OG0013829	jg30300	As007G154180
OG0013830	jg30312	As007G154340
OG0013831	jg30349	As007G154520
OG0013832	jg30332	As007G154680
OG0013833	jg30325	As007G154740
OG0013834	jg30323	As007G154770
OG0013835	jg30362	As007G154800
OG0013836	jg30383	As007G155030
OG0013837	jg30436	As007G155500
OG0013838	jg30440	As007G155540
OG0013839	jg30443	As007G155550
OG0013840	jg30451	As007G155610
OG0013842	jg30464	As007G155750
OG0013843	jg30485	As007G155890
OG0013844	jg30488	As007G155910
OG0013845	jg30506	As007G156030
OG0013846	jg30514	As007G156080
OG0013847	jg30533	As007G156230
OG0013848	jg30588	As007G156640
OG0013849	jg30626	As007G156850
OG0013850	jg30643	As007G157030
OG0013851	jg30681	As007G157270
OG0013852	jg30689	As007G157360
OG0013853	jg30691	As007G157370
OG0013854	jg30703	As007G157520
OG0013855	jg30707	As007G157600
OG0013856	jg30717	As007G157680, As009G209870
OG0013857	jg30727	As007G157760
OG0013858	jg30765	As007G158100
OG0013859	jg30837	As007G158820
OG0013860	jg30838	As007G158830
OG0013861	jg30840	As007G158850
OG0013862	jg30841	As007G158870, As010G234440
OG0013863	jg30908	As007G159510
OG0013864	jg30980	As007G159930, As007G159920
OG0013865	jg30982	As007G159940
OG0013866	jg31028	As007G160200, As007G163880
OG0013867	jg31061, jg31069	As007G160450
OG0013868	jg31072, jg31064	As007G160470
OG0013869	jg31075	As007G160500
OG0013870	jg31092	As007G160630
OG0013871	jg31103	As007G160740
OG0013872	jg31140	As007G161040
OG0013873	jg31142	As007G161060
OG0013874	jg31155	As007G161160
OG0013875	jg31222	As007G161790
OG0013876	jg2295	As007G161990
OG0013877	jg31246	As007G162020
OG0013878	jg31259	As007G162120
OG0013879	jg32657	As007G162340
OG0013880	jg10034	As007G162880
OG0013881	jg10023	As007G163020
OG0013882	jg10000	As007G163460
OG0013883	jg9999	As007G163480
OG0013884	jg9983	As007G163720
OG0013885	jg9959	As007G164350
OG0013886	jg9954	As007G164420
OG0013887	jg9952	As007G164460
OG0013888	jg9128	As007G166900
OG0013889	jg17081	As007G167130
OG0013890	jg17047	As007G176850
OG0013891	jg17050	As007G176860
OG0013892	jg17041	As007G176890
OG0013893	jg9070	As007G176960
OG0013894	jg17030	As007G177050
OG0013895	jg17029	As007G177060
OG0013896	jg13570, jg17209, jg27268, jg21408, jg27269, jg17210, jg21409	As007G177140
OG0013897	jg17016	As007G177550
OG0013898	jg17056	As007G177690
OG0013899	jg17063	As007G177720
OG0013900	jg16830	As007G179250
OG0013901	jg16747	As007G179820
OG0013902	jg3268	As007G179990, As010G237370
OG0013903	jg3267	As010G237390, As007G180000
OG0013904	jg16692	As007G180040
OG0013905	jg16672	As007G180260
OG0013906	jg16657	As007G180410
OG0013907	jg16627	As007G180570
OG0013908	jg16625	As007G180590
OG0013909	jg16620	As007G180630
OG0013910	jg16589, jg27665, jg27666	As007G180700
OG0013912	jg16545	As007G181750, As007G181400
OG0013913	jg16512	As007G181980
OG0013914	jg30109	As007G182270
OG0013915	jg30006	As008G182290
OG0013916	jg29953	As008G182730
OG0013917	jg29951	As008G182740
OG0013919	jg29908	As008G183060
OG0013920	jg29891	As008G183170
OG0013921	jg29848	As008G183550
OG0013922	jg29844	As008G183570
OG0013923	jg29835	As008G183690
OG0013924	jg29829	As008G183800
OG0013925	jg29815	As008G183900
OG0013926	jg29792	As008G183970
OG0013927	jg29758	As008G184330
OG0013928	jg29733	As008G184540
OG0013929	jg29730	As008G184570
OG0013930	jg29642	As008G185340
OG0013931	jg29630	As008G185470
OG0013932	jg29629	As008G185480
OG0013933	jg29614	As008G185630
OG0013934	jg29610	As008G185700
OG0013935	jg29518	As008G186520
OG0013936	jg29510	As008G186580
OG0013937	jg29482	As008G186770
OG0013938	jg27004	As008G186890
OG0013939	jg27003	As008G186900
OG0013940	jg6783	As008G187070
OG0013941	jg29361	As008G187580
OG0013942	jg29365	As008G187630
OG0013943	jg29327	As008G188160
OG0013944	jg29323	As008G188210
OG0013945	jg29312	As008G188310
OG0013946	jg29308	As008G188350
OG0013947	jg29301	As008G188370
OG0013948	jg29296	As008G188420
OG0013949	jg29290	As008G188510
OG0013950	jg29227	As008G190280
OG0013951	jg29215	As008G190340
OG0013952	jg29210	As008G190650
OG0013953	jg29203	As008G190930
OG0013954	jg15797	As008G191740
OG0013955	jg29142	As008G191810
OG0013956	jg29099	As008G192690
OG0013957	jg29092	As008G192820
OG0013958	jg29078	As008G192950
OG0013959	jg29063	As008G193040
OG0013960	jg29036	As008G193150
OG0013961	jg29035, jg29054	As008G193160
OG0013962	jg29021	As008G193390
OG0013963	jg28994	As008G193690
OG0013964	jg28980	As008G193880
OG0013965	jg28963	As008G194070
OG0013966	jg28928	As008G194420
OG0013967	jg28909	As008G194600
OG0013968	jg28900	As008G194700
OG0013969	jg28867	As008G194950
OG0013970	jg28838	As008G195380
OG0013971	jg28817	As008G195590
OG0013972	jg28813	As008G195630
OG0013973	jg28795	As008G195860
OG0013974	jg28771	As008G196050
OG0013975	jg28749	As008G196280
OG0013976	jg28741	As008G196360
OG0013977	jg28737	As008G196430
OG0013978	jg28660	As008G197020
OG0013979	jg28633	As008G197330
OG0013980	jg28620	As008G197450
OG0013981	jg28617	As008G197480
OG0013982	jg28576	As008G197830
OG0013983	jg19444	As008G198220
OG0013984	jg28524	As008G198360
OG0013985	jg28509	As008G198500
OG0013986	jg28507	As008G198520
OG0013987	jg28504	As008G198550
OG0013988	jg28503	As008G198570
OG0013989	jg28498	As008G198610
OG0013990	jg28463	As008G198710
OG0013991	jg28470	As008G198750
OG0013992	jg28454	As008G199020
OG0013993	jg28437	As008G199210
OG0013994	jg28435	As008G199240
OG0013995	jg19500	As008G199270
OG0013996	jg28431	As008G199300
OG0013997	jg14617	As008G199560
OG0013998	jg28397	As008G199670
OG0013999	jg5211	As009G199800
OG0014000	jg5280	As009G199870
OG0014001	jg5766	As009G199940
OG0014002	jg5267	As009G199970
OG0014003	jg5262	As009G200000
OG0014004	jg5224	As009G200300
OG0014005	jg5299	As009G200520
OG0014006	jg5373	As009G201060
OG0014007	jg5393	As009G201480
OG0014008	jg5394	As009G201490
OG0014009	jg5395	As009G201500
OG0014010	jg5399	As009G201540
OG0014011	jg5402	As009G201570
OG0014012	jg5418	As009G201730
OG0014013	jg5419	As009G201740
OG0014014	jg5433	As009G201970
OG0014015	jg5441	As009G202080
OG0014016	jg5444	As009G202100
OG0014018	jg5501	As009G202620
OG0014019	jg5508	As009G202730
OG0014020	jg5530	As009G203000
OG0014021	jg5543	As009G203030
OG0014022	jg5552	As009G203140
OG0014023	jg5575	As009G203270
OG0014024	jg5574	As009G203280
OG0014025	jg5595	As009G203560
OG0014026	jg5654	As009G204020
OG0014027	jg3381	As009G204070
OG0014028	jg5661	As009G204080
OG0014029	jg5687	As009G204290
OG0014030	jg5694	As009G204360
OG0014031	jg5703	As009G204450
OG0014032	jg5717	As009G204570
OG0014033	jg5745	As009G204750
OG0014034	jg5770	As009G205040
OG0014035	jg5791	As009G205160
OG0014036	jg6555	As009G205480
OG0014037	jg6569	As009G205580
OG0014038	jg6571	As009G205600
OG0014039	jg6573	As009G205620
OG0014040	jg6581	As009G205690
OG0014041	jg6590	As009G205770
OG0014042	jg20845	As009G205960
OG0014043	jg6638	As009G206140
OG0014044	jg6674	As009G206610
OG0014045	jg6782	As009G207020
OG0014046	jg21475	As009G208120
OG0014047	jg21471	As009G208180
OG0014048	jg21459	As009G208390
OG0014049	jg21455	As009G208670
OG0014050	jg21369	As009G209110
OG0014051	jg21434	As009G209440
OG0014052	jg5166	As009G210490
OG0014053	jg4513	As009G210740
OG0014054	jg4530	As009G211140
OG0014055	jg4518	As009G211410
OG0014056	jg5306	As009G211610
OG0014058	jg4446	As009G211800
OG0014059	jg4441, jg4450	As009G211810
OG0014060	jg4434	As009G211920
OG0014061	jg21285	As009G212020
OG0014062	jg4382	As009G212520
OG0014063	jg4376	As009G212590
OG0014064	jg4390, jg4359	As009G212680
OG0014065	jg4350	As009G212760
OG0014067	jg4340	As009G212940
OG0014068	jg4333	As009G213020
OG0014069	jg4324	As009G213090
OG0014070	jg4307	As009G213210
OG0014071	jg4304	As009G213240
OG0014072	jg4282	As009G213830
OG0014073	jg4277	As009G213880
OG0014074	jg4232	As009G214040
OG0014075	jg4234	As009G214060
OG0014076	jg4239	As009G214110
OG0014077	jg4242	As009G214120
OG0014078	jg4223	As009G214340
OG0014079	jg4218	As009G214370
OG0014080	jg4216	As009G214430
OG0014081	jg4211	As009G214460
OG0014082	jg4207	As009G214480
OG0014083	jg4187	As009G214660
OG0014084	jg6495	As009G214880
OG0014085	jg6442	As009G215130
OG0014086	jg6443	As009G215200
OG0014087	jg6408	As009G215380
OG0014088	jg6289, jg6287	As009G216320, As009G216050
OG0014089	jg6299	As009G216160, As011G256820
OG0014090	jg6303	As009G216190
OG0014091	jg6283	As009G216350
OG0014092	jg6277	As009G216390
OG0014093	jg6241	As009G216720
OG0014095	jg26942	As010G222020, As009G216940
OG0014096	jg6143	As009G217430
OG0014097	jg6141	As009G217460
OG0014098	jg23045	As009G217720
OG0014099	jg23090	As009G218060
OG0014100	jg23096	As009G218110
OG0014101	jg23124	As009G218310
OG0014102	jg9618	As009G218330
OG0014103	jg23151	As009G218560
OG0014104	jg23163	As009G218610
OG0014105	jg23190	As009G218830
OG0014106	jg23219	As009G219100
OG0014107	jg23226	As009G219150
OG0014108	jg23230	As009G219180
OG0014109	jg23238	As009G219240
OG0014110	jg23251	As009G219340
OG0014111	jg23269	As009G219440
OG0014112	jg23270	As009G219450
OG0014113	jg22788	As009G219620
OG0014114	jg22774	As009G219750
OG0014115	jg22747	As009G220020
OG0014116	jg15034	As010G220230
OG0014117	jg15027	As010G220260
OG0014118	jg15021	As010G220300
OG0014119	jg15014	As010G220350
OG0014120	jg14987	As010G220510
OG0014121	jg14962	As010G220680
OG0014122	jg14939	As010G220820
OG0014123	jg14938	As010G220830
OG0014124	jg14921	As010G220980
OG0014125	jg14902	As010G221080
OG0014126	jg14849	As010G221390
OG0014127	jg14839	As010G221450
OG0014128	jg14829	As010G221520
OG0014129	jg14780, jg21515	As010G221810
OG0014130	jg14775	As010G221890
OG0014131	jg14754	As010G222130
OG0014132	jg14741	As010G222180
OG0014133	jg14685	As010G222480
OG0014134	jg14672	As010G222590
OG0014135	jg14639	As010G222880
OG0014136	jg14629	As010G222980
OG0014137	jg14616	As010G223070
OG0014138	jg7475	As010G223130
OG0014139	jg14585	As010G223360
OG0014140	jg19883, jg14577	As010G223450
OG0014141	jg14536	As010G223610
OG0014142	jg14530	As010G223670
OG0014143	jg14528	As010G223680
OG0014144	jg14495	As010G224070
OG0014145	jg14494	As010G224080
OG0014146	jg14443	As010G224430
OG0014147	jg14427	As010G224560
OG0014148	jg14403	As010G224690
OG0014149	jg3017	As010G224760, As010G239800
OG0014150	jg14363	As010G224910
OG0014151	jg14354	As010G224950
OG0014152	jg14338	As010G225130
OG0014153	jg14297	As010G225300
OG0014154	jg14294	As010G225330
OG0014155	jg14271	As010G225640
OG0014156	jg14253	As010G225710
OG0014157	jg14234	As010G225910
OG0014158	jg14133	As010G226360
OG0014159	jg14118	As010G226380
OG0014160	jg14117	As010G226390
OG0014161	jg14096	As010G226450
OG0014162	jg19965	As010G226470
OG0014163	jg7034	As010G227120
OG0014164	jg13941	As010G227490
OG0014165	jg2300	As010G228100
OG0014166	jg2291	As010G228260
OG0014167	jg2328	As010G228610
OG0014168	jg607	As010G229030
OG0014169	jg2375	As010G229940
OG0014170	jg2377	As010G230020
OG0014171	jg2433	As010G231210
OG0014172	jg2440	As010G231600
OG0014173	jg3711	As010G231660
OG0014174	jg2506	As010G232280
OG0014175	jg2514	As010G232400
OG0014176	jg2520	As010G232460
OG0014177	jg2523	As010G232480
OG0014178	jg2543	As010G232660
OG0014179	jg2590	As010G232980
OG0014180	jg2644	As010G233270
OG0014181	jg2675	As010G233520
OG0014182	jg2678	As010G233580
OG0014183	jg2732	As010G234030
OG0014184	jg2745	As010G234120
OG0014185	jg2754	As010G234200
OG0014186	jg2774	As010G234270
OG0014187	jg2778	As010G234310
OG0014188	jg2794	As010G234500
OG0014189	jg2809	As010G234660
OG0014190	jg2808	As010G234670
OG0014191	jg2827	As010G234830
OG0014192	jg2828	As010G234840
OG0014193	jg3495	As010G235250
OG0014194	jg3444	As010G235700
OG0014195	jg3437	As010G235750
OG0014196	jg3426	As010G235850
OG0014197	jg3397	As010G236170
OG0014198	jg3392	As010G236210
OG0014199	jg3377	As010G236330
OG0014200	jg3370	As010G236400
OG0014201	jg3358	As010G236510
OG0014202	jg3337	As010G236710
OG0014203	jg3319	As010G236900
OG0014204	jg3294	As010G237150
OG0014205	jg3263	As010G237430
OG0014206	jg3261	As010G237450
OG0014207	jg3258	As010G237480
OG0014208	jg3245	As010G237620
OG0014209	jg3234	As010G237720, As010G237730
OG0014210	jg3212	As010G237950
OG0014211	jg3188	As010G238240
OG0014212	jg3186	As010G238250
OG0014213	jg3166	As010G238460
OG0014214	jg3162	As010G238490
OG0014215	jg3142	As010G238660
OG0014216	jg3130	As010G238750
OG0014217	jg3121	As010G238840
OG0014218	jg3097	As010G239070
OG0014219	jg3093	As010G239120
OG0014221	jg3078	As010G239250
OG0014222	jg3067	As010G239310
OG0014223	jg3064	As010G239370
OG0014224	jg3043	As010G239500
OG0014225	jg3040	As010G239550
OG0014226	jg3030	As010G239640
OG0014227	jg3027	As010G239680
OG0014228	jg3024	As010G239710
OG0014229	jg3019	As010G239780
OG0014230	jg3013	As010G239840
OG0014231	jg2986	As010G240170
OG0014232	jg2966	As010G240460
OG0014233	jg2960	As010G240520
OG0014234	jg2925	As010G240910, As010G240870, As010G240930
OG0014237	jg2897	As010G241110
OG0014238	jg30268	As010G241140
OG0014239	jg2881	As010G241290
OG0014240	jg2880	As010G241300
OG0014241	jg2875	As010G241360
OG0014243	jg3579	As010G242280
OG0014244	jg3587	As010G242370
OG0014245	jg3595	As010G242460
OG0014246	jg3602	As010G242520
OG0014247	jg3619	As010G242700
OG0014248	jg3623	As010G242730
OG0014249	jg3624	As010G242740
OG0014250	jg3633	As010G242820
OG0014251	jg3634	As010G242840
OG0014252	jg3674	As010G243300
OG0014253	jg3698	As010G243500
OG0014254	jg3729	As010G243810
OG0014255	jg3730	As010G243820
OG0014256	jg3736	As010G243870
OG0014257	jg3737	As010G243880
OG0014258	jg3742	As010G243930
OG0014259	jg3769	As010G244260
OG0014260	jg3775	As010G244320
OG0014261	jg3778	As010G244350
OG0014262	jg3781	As010G244400
OG0014263	jg3793	As010G244520
OG0014264	jg3791	As010G244540
OG0014265	jg25223	As011G244620
OG0014266	jg25253	As011G244770
OG0014267	jg25294	As011G245060
OG0014268	jg25388	As011G245830
OG0014269	jg25390	As011G245850
OG0014271	jg25412	As011G246090
OG0014272	jg25413	As011G246100
OG0014273	jg25417	As011G246150
OG0014274	jg25474	As011G246740
OG0014275	jg25505	As011G247010
OG0014276	jg25507	As011G247030
OG0014277	jg25510	As011G247070
OG0014278	jg25538	As011G247260
OG0014279	jg25552	As011G247390
OG0014280	jg25603	As011G247780
OG0014281	jg25607	As011G247810
OG0014282	jg25635	As011G248110
OG0014283	jg6963	As011G248170
OG0014284	jg25651	As011G248250
OG0014285	jg25653	As011G248270
OG0014286	jg25686	As011G248530
OG0014287	jg25719	As011G248810
OG0014288	jg25752	As011G249010
OG0014289	jg25777	As011G249160
OG0014290	jg25805	As011G249310
OG0014291	jg25820	As011G249390
OG0014292	jg25865	As011G249690
OG0014293	jg25872	As011G249720
OG0014294	jg25899	As011G249890
OG0014295	jg25925	As011G250090
OG0014296	jg25944	As011G250310
OG0014297	jg17806	As011G250510
OG0014298	jg25981	As011G250580
OG0014299	jg26003	As011G250790
OG0014300	jg26011	As011G250890
OG0014301	jg26023	As011G251000
OG0014303	jg26057	As011G251290
OG0014304	jg26058	As011G251300
OG0014305	jg26059	As011G251310
OG0014306	jg33106	As011G251430, As012G272630
OG0014307	jg26086	As011G251500
OG0014308	jg26088	As011G251560
OG0014309	jg33122	As011G251670, As012G272520
OG0014310	jg26124	As011G251870
OG0014311	jg26134	As011G251960
OG0014312	jg26137	As011G251990
OG0014313	jg26180	As011G252530
OG0014314	jg26183	As011G252540
OG0014315	jg26194	As011G252650
OG0014316	jg26207	As011G252760
OG0014317	jg26208	As011G252790
OG0014318	jg26210	As011G252810
OG0014319	jg26247	As011G253030
OG0014320	jg26252	As011G253090
OG0014321	jg26255	As011G253100
OG0014322	jg26257	As011G253120
OG0014323	jg26347	As011G253430
OG0014324	jg26327	As011G253560
OG0014325	jg26324	As011G253580
OG0014326	jg26317	As011G253640
OG0014327	jg26316	As011G253660
OG0014328	jg26365	As011G253780
OG0014329	jg26392	As011G253990
OG0014330	jg26490	As011G254550
OG0014331	jg5858	As011G254770
OG0014332	jg26521	As011G254790
OG0014333	jg26537	As011G254940
OG0014334	jg26593	As011G255360
OG0014335	jg26605	As011G255450
OG0014336	jg26609	As011G255470
OG0014337	jg26633	As011G255650
OG0014338	jg11397	As011G255740
OG0014339	jg26709	As011G256210, As011G256220
OG0014340	jg26805, jg26741	As011G256380
OG0014341	jg26749	As011G256480
OG0014342	jg26750	As011G256500
OG0014343	jg26752	As011G256510
OG0014344	jg26798	As011G256810
OG0014345	jg26811	As011G256930
OG0014346	jg26867	As011G257740
OG0014347	jg26870	As011G257750
OG0014348	jg26878	As011G258100
OG0014349	jg26996	As011G258780
OG0014350	jg26994	As011G258790
OG0014351	jg26974	As011G258880
OG0014352	jg27397	As011G259220
OG0014353	jg27984	As011G260760
OG0014354	jg27215	As011G260990
OG0014355	jg27181	As011G261150
OG0014356	jg27153	As011G261300
OG0014357	jg27152	As011G261310
OG0014358	jg27136	As011G261430
OG0014359	jg27123	As011G261500
OG0014360	jg27093	As011G261560
OG0014361	jg27045	As011G261670
OG0014362	jg27370	As011G261790
OG0014363	jg27581	As011G261840
OG0014364	jg27351	As011G261870
OG0014365	jg27416	As011G262050
OG0014366	jg27443	As011G262170
OG0014367	jg27448	As011G262210
OG0014368	jg27488	As011G262330
OG0014369	jg27494	As011G262340
OG0014370	jg9047	As011G262390
OG0014371	jg27512	As011G262400
OG0014372	jg4019	As011G262460
OG0014373	jg27539	As011G262570
OG0014374	jg29157	As011G262660
OG0014375	jg27615	As011G262940
OG0014376	jg27623	As011G262990
OG0014378	jg27695	As011G263350
OG0014379	jg32448, jg32457	As011G263450
OG0014380	jg27762	As011G263560
OG0014381	jg32116	As011G263770
OG0014382	jg27803	As011G263860
OG0014383	jg27865	As011G264380
OG0014384	jg27887	As011G264520
OG0014385	jg27904	As011G264700
OG0014386	jg28004	As011G265310
OG0014387	jg28048	As011G265540
OG0014388	jg28049	As011G265550
OG0014389	jg28067	As011G265670
OG0014390	jg28070	As011G265700
OG0014391	jg28071	As011G265710
OG0014392	jg28115	As011G265990
OG0014393	jg26379	As011G266210
OG0014394	jg28158	As011G266320
OG0014395	jg28209	As011G266620
OG0014396	jg28216	As011G266670
OG0014397	jg28235	As011G266890
OG0014398	jg28271	As011G267190
OG0014399	jg28281	As011G267260
OG0014400	jg28291	As011G267370
OG0014401	jg28301	As011G267500
OG0014402	jg28298	As011G267530
OG0014403	jg33824	As012G267690
OG0014404	jg33818	As012G267740
OG0014405	jg33761	As012G268050
OG0014406	jg33759	As012G268070
OG0014407	jg33705	As012G268440
OG0014408	jg33698	As012G268600
OG0014409	jg33695	As012G268630
OG0014410	jg20264	As012G268670
OG0014411	jg33685	As012G268780
OG0014412	jg33602	As012G269440
OG0014413	jg33597	As012G269480
OG0014414	jg33574	As012G269640
OG0014415	jg33532	As012G269840
OG0014416	jg33480	As012G270260, As012G270320
OG0014417	jg33478	As012G270340, As012G270390
OG0014418	jg33466	As012G270480
OG0014419	jg33442	As012G270640
OG0014420	jg33441	As012G270650
OG0014421	jg33440	As012G270660
OG0014422	jg33421	As012G270730
OG0014423	jg33395	As012G270910
OG0014424	jg33342	As012G271270
OG0014425	jg33332	As012G271340
OG0014426	jg33314	As012G271480
OG0014427	jg33225	As012G271590
OG0014428	jg33251	As012G271700
OG0014429	jg33277	As012G271820
OG0014430	jg2361	As012G272040
OG0014431	jg33196	As012G272060
OG0014432	jg33192	As012G272090
OG0014433	jg33181	As012G272180
OG0014434	jg33154	As012G272330
OG0014435	jg33149	As012G272360
OG0014436	jg33109	As012G272610
OG0014437	jg33097	As012G272680
OG0014438	jg33076	As012G272790
OG0014439	jg26045	As012G272820
OG0014440	jg33055	As012G272940
OG0014441	jg6885, jg33042	As012G272960
OG0014442	jg33010	As012G273210
OG0014443	jg32997	As012G273260
OG0014444	jg32975	As012G273390
OG0014445	jg33015	As012G273450
OG0014446	jg32935	As012G273650
OG0014447	jg32911	As012G273830
OG0014448	jg32904	As012G273910
OG0014449	jg11026	As012G274230
OG0014450	jg11050	As012G274370
OG0014451	jg15363	As012G277900, As012G274400
OG0014452	jg11053	As012G274430
OG0014453	jg11075	As012G274550
OG0014454	jg11093	As012G274640
OG0014455	jg11105	As012G274710
OG0014456	jg18572	As012G275090
OG0014457	jg18571	As012G275110
OG0014458	jg18561	As012G275250
OG0014459	jg15098	As012G275490
OG0014460	jg15103	As012G275530
OG0014461	jg13757	As012G275770
OG0014462	jg15129	As012G275780
OG0014463	jg15130	As012G275790
OG0014464	jg15131	As012G275800
OG0014465	jg15138	As012G275900
OG0014466	jg15154	As012G275960
OG0014467	jg15175	As012G276070
OG0014468	jg15187	As012G276200
OG0014469	jg15193	As012G276210
OG0014470	jg2365	As012G276840
OG0014471	jg15267	As012G276970
OG0014472	jg15271	As012G277110
OG0014473	jg15324	As012G277720
OG0014474	jg15345	As012G278180
OG0014475	jg15091	As012G278600
OG0014476	jg5308	As012G278810
OG0014477	jg15077	As012G278870
OG0014478	jg15075	As012G278900
OG0014479	jg15044	As012G279510
