Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_Rawat
OG0017891	jg11627	AL9U11380
OG0017892	jg11620	AL9U11220
OG0017893	jg11564	AL9U10680
OG0017894	jg11461	AL7G42990
OG0017896	jg11389	AL7G42380
OG0017897	jg11385	AL7G42350
OG0017898	jg11353	AL7G42040
OG0017899	jg11348	AL7G41960
OG0017900	jg11316	AL7G41620
OG0017901	jg11148	nbis-gene-1851
OG0017902	jg15855	AL5G40040
OG0017903	jg12663	AL7G49320
OG0017904	jg12727	AL7G48480
OG0017905	jg20121	AL4G46660
OG0017906	jg20094	AL4G46350
OG0017908	jg19937	AL4G44620
OG0017909	jg19928, jg19918	AL4G44490
OG0017911	jg19774	AL4G43190
OG0017912	jg19634	AL4G41750
OG0017913	jg19622	AL4G41620
OG0017914	jg19616	AL4G41560
OG0017915	jg19599	AL4G41410
OG0017916	jg19504	AL4G40420
OG0017917	jg19525	AL4G40600
OG0017918	jg3846	AL6G10360
OG0017919	jg3848	AL6G10380
OG0017920	jg3849	AL6G10390
OG0017921	jg3863	AL6G10530
OG0017922	jg3909	AL6G11000
OG0017923	jg16099	AL5G42650
OG0017925	jg5829	AL6G31180
OG0017926	jg5936	AL6G32270
OG0017927	jg22949	AL8G36680
OG0017928	jg22895	AL8G36100
OG0017930	jg23451	AL8G41850
OG0017931	jg23478	AL8G42160
OG0017932	jg23744	AL8G45030
OG0017933	jg23758	AL8G45170
OG0017934	jg23772	AL8G45300
OG0017935	jg23784	AL8G45490
OG0017936	jg8243	AL6G53480
OG0017937	jg8242	AL6G53470
OG0017938	jg8226	AL6G53300
OG0017941	jg8118	AL6G52230
OG0017942	jg8098	AL6G52000
OG0017943	jg7977	AL6G50710
OG0017944	jg18426	nbis-gene-1074
OG0017945	jg18246	AL4G27090
OG0017946	jg18028	AL4G24710
OG0017947	jg17992	AL4G24470
OG0017948	jg29143	AL1G18140
OG0017949	jg17585	AL4G20840
OG0017950	jg33423	AL1G60550
OG0017951	jg17350	AL4G19110
OG0017952	jg17184	AL4G17470
OG0017953	jg23947	AL3G10680
OG0017956	jg23922	AL3G10420
OG0017957	jg23890	AL3G10100
OG0017958	jg23886	AL3G10060
OG0017959	jg3805	AL6G10030
OG0017960	jg24771	AL3G19530
OG0017961	jg3812	AL6G10090
OG0017962	jg3824	AL6G10180
OG0017963	jg9756	AL7G25890
OG0017964	jg9762	nbis-gene-1773
OG0017965	jg9773	AL7G26060
OG0017966	jg24108	AL3G12280
OG0017967	jg24165	AL3G12940
OG0017968	jg24189	AL3G13150
OG0017969	jg24195	AL3G13220
OG0017970	jg24203	AL3G13340
OG0017971	jg24206	nbis-gene-1602, AL3G13360
OG0017972	jg24332	AL3G14550
OG0017973	jg24340	AL3G14630
OG0017974	jg24361	AL3G14880
OG0017975	jg21366	AL8G21050
OG0017976	jg24437	AL3G15840
OG0017977	jg24436	nbis-gene-664
OG0017978	jg24475	AL3G16260
OG0017979	jg24497	AL3G16480
OG0017980	jg24570	AL3G17300
OG0017982	jg24720	AL3G18980
OG0017983	jg24747	AL3G19270
OG0017984	jg24793	nbis-gene-678
OG0017985	jg24795	nbis-gene-680
OG0017986	jg19116	AL4G36710
OG0017987	jg18761	AL4G32400
OG0017988	jg18766	nbis-gene-1084
OG0017989	jg18769	AL4G32500
OG0017990	jg18880	AL4G33690
OG0017991	jg18978	AL4G35100
OG0017992	jg27303, jg28335, jg17398, jg12886	AL3G54280
OG0017994	jg30038	AL1G27630
OG0017995	jg30041	AL1G27670
OG0017997	jg30291	AL1G29980
OG0017998	jg30355	AL1G30710
OG0017999	jg30379	AL1G31000
OG0018000	jg30429	AL1G31600
OG0018003	jg30550	AL1G33080
OG0018004	jg30555	AL1G33130
OG0018006	jg30808	AL1G35990
OG0018007	jg21328	AL8G20620
OG0018008	jg30844	AL1G36370
OG0018009	jg30882	AL1G36870
OG0018010	jg30940	AL1G37460
OG0018011	jg31031	AL1G38450
OG0018012	jg31108	AL1G39240
OG0018013	jg31180	AL1G39970
OG0018014	jg31248	AL1G40630
OG0018015	jg10031	AL7G28760
OG0018016	jg9976	AL7G28210
OG0018017	jg9928	AL7G27740
OG0018018	jg17042	AL4G16190
OG0018019	jg17035	AL4G16100
OG0018020	jg17010	AL4G15780
OG0018021	jg16910	AL4G14680
OG0018022	jg16881	AL4G14260
OG0018023	jg16855	AL4G13990
OG0018024	jg16827	AL4G13610
OG0018025	jg16813	AL4G13520
OG0018026	jg16787	AL4G13190
OG0018027	jg16696	AL4G12220
OG0018028	jg16665	AL4G11870
OG0018029	jg16557	AL4G10590
OG0018030	jg29787	AL1G24950
OG0018031	jg29552	AL1G22370
OG0018032	jg29458	AL1G21450
OG0018033	jg29330	AL1G20170
OG0018034	jg29254	AL1G19370
OG0018035	jg29130	AL1G17960
OG0018037	jg28962	AL1G16080
OG0018038	jg28953	AL1G16000
OG0018039	jg28899	AL1G15490
OG0018040	jg28884	AL1G15300
OG0018041	jg28815	AL1G14640
OG0018042	jg28805	AL1G14560
OG0018043	jg28731	AL1G13730
OG0018044	jg28729	AL1G13710
OG0018045	jg28669	AL1G13050
OG0018046	jg28589	AL1G12170
OG0018047	jg28505	AL1G11260
OG0018048	jg28479	AL1G10980
OG0018049	jg28428	AL1G10370
OG0018050	jg28427	AL1G10360
OG0018051	jg28420	AL1G10310
OG0018052	jg5251	AL6G25030
OG0018053	jg5231	AL6G24830
OG0018054	jg5287	AL6G25420
OG0018055	jg5319	AL6G25770
OG0018056	jg5357	AL6G26170
OG0018057	jg5606	AL6G28810
OG0018058	jg5650	AL6G29300
OG0018059	jg5673	AL6G29520
OG0018060	jg5746	AL6G30300
OG0018061	jg6585	AL6G38740
OG0018064	jg6801	AL6G40660
OG0018065	jg21505	AL8G22370
OG0018067	jg21307	AL8G20390
OG0018068	jg4380	AL6G16190
OG0018069	jg4341	AL6G15760
OG0018070	jg4264	AL6G14920
OG0018071	jg4226	AL6G14440
OG0018072	jg6294	AL6G35860
OG0018073	jg6286	AL6G35800
OG0018074	jg23079	AL8G38020
OG0018075	jg23084	AL8G38070
OG0018076	jg23099	AL8G38220
OG0018077	jg23101	AL8G38240
OG0018078	jg23130	AL8G38590
OG0018079	jg22776	AL8G34890
OG0018080	jg14831	AL5G29700
OG0018082	jg14719	AL5G28450
OG0018083	jg14478	AL5G25920
OG0018084	jg14059	AL5G21770
OG0018085	jg14009	AL5G21340
OG0018086	jg30868	AL1G36640
OG0018087	jg13984	AL5G21140
OG0018088	jg13949	AL5G20800
OG0018089	jg2327	AL2G26570
OG0018090	jg2454	AL2G27740
OG0018091	jg2471	AL2G27910
OG0018093	jg2507	AL2G28370
OG0018094	jg2746	AL2G30830
OG0018095	jg2796	AL2G31310
OG0018096	jg3400	AL2G37520
OG0018097	jg3387	AL2G37380
OG0018098	jg3379	AL2G37300
OG0018099	jg3299	AL2G36480
OG0018100	jg3239	AL2G35810
OG0018101	jg3180	nbis-gene-604
OG0018102	jg3169	AL2G35080
OG0018104	jg3124	AL2G34610
OG0018105	jg3122	AL2G34590
OG0018106	jg3112	AL2G34490
OG0018107	jg3056	AL2G33950
OG0018108	jg2944	AL2G32790
OG0018109	jg20226	AL4G47710
OG0018110	jg2894	AL2G32290
OG0018111	jg3606	nbis-gene-620
OG0018112	jg3618	nbis-gene-622
OG0018113	jg3631	nbis-gene-623
OG0018114	jg3782	AL2G41680
OG0018115	jg25233	AL3G24450
OG0018117	jg25289	AL3G24930
OG0018118	jg25300	AL3G25050
OG0018119	jg25302	AL3G25070
OG0018120	jg14206	AL5G22940
OG0018121	jg25369	AL3G25810
OG0018122	jg25534	AL3G27480
OG0018124	jg25924	AL3G31190
OG0018125	jg25976	AL3G31740
OG0018126	jg26435	AL3G36340
OG0018127	jg26451	AL3G36510
OG0018128	jg26536	AL3G37390
OG0018129	jg26656	AL3G38850
OG0018130	jg26668	AL3G38940
OG0018131	jg11930	AL7G44200
OG0018132	jg26923	AL3G41930
OG0018133	jg27006	AL3G42490
OG0018134	jg27393	AL3G45270
OG0018135	jg27357	AL3G44840
OG0018136	jg27141	AL3G43590
OG0018137	jg27140	AL3G43580
OG0018139	jg27408	AL3G45540
OG0018140	jg27535	AL3G46770
OG0018141	jg27589	AL3G47400
OG0018143	jg27750	AL3G49200
OG0018144	jg27883	AL3G50480
OG0018145	jg28015	AL3G51870
OG0018146	jg28116	AL3G49000
OG0018147	jg28287	AL3G53720
OG0018148	jg28294	AL3G53800
OG0018149	jg33575	AL1G62190
OG0018151	jg33402	AL1G60340
OG0018152	jg33372	AL1G60010
OG0018153	jg32986	AL1G55850
OG0018153	jg7306	AL8G35280
OG0018154	jg33016	AL1G56050
OG0018155	jg32928	AL1G55130
OG0018156	jg33826	AL1G64600
OG0018158	jg15201	AL5G33560
OG0018159	jg15241	AL5G33980
OG0018160	jg15255	AL5G34140
OG0018161	jg15433	AL5G36070
OG0018162	jg15608	AL5G37700
OG0018163	jg15610	AL5G37720
OG0018164	jg15618	AL5G37790
OG0018165	jg15624	AL5G37930
OG0018166	jg15755	AL5G39010
OG0018167	jg15794	AL5G39370
OG0018167	jg17171	AL4G17380
OG0018168	jg15879	AL5G40290
OG0018169	jg15949	AL5G40970
OG0018171	jg16206	AL5G43870
OG0018172	jg16325	AL5G45340
OG0018173	jg33640	AL1G62800
OG0018174	jg28486	AL1G11040
OG0018175	jg11906	AL7G43990
OG0018176	jg14920	AL5G30660
OG0018177	jg15006	AL5G31630
OG0018178	jg15248	AL5G34050
OG0018180	jg15292	AL5G34520
OG0018181	jg15539	AL5G37130
OG0018183	jg15786	AL5G39300
OG0018184	jg16147	AL5G43210
OG0018186	jg16366	AL5G45750
OG0018187	jg917	AL2G15880
OG0018188	jg15252	AL5G34090
OG0018190	jg20400	AL8G11740
OG0018191	jg31268	AL1G40820
OG0018192	jg21008	AL8G18110
OG0018193	jg20964	AL8G17770
OG0018194	jg18670	AL4G31510
OG0018195	jg19028	AL4G35720
OG0018196	jg5470	AL6G27390
OG0018197	jg26797	AL3G40230
OG0018198	jg19474	AL4G40130
OG0018199	jg20093	AL181U10030, AL4G46340
OG0018200	jg3710	AL2G40910
OG0018201	jg3562	AL2G39220
OG0018202	jg3512	AL2G38730
OG0018203	jg3250	AL2G35950
OG0018204	jg3004	AL2G33410
OG0018205	jg2911	AL2G32440
OG0018206	jg9650	AL7G24730
OG0018207	jg9420	AL7G22260
OG0018208	jg9619	AL7G24430
OG0018209	jg8727	AL7G14970
OG0018210	jg28559	AL1G11850
OG0018211	jg21348	AL8G20820
OG0018212	jg28874	AL1G15180
OG0018213	jg28985	AL1G16340
OG0018214	jg29042	AL1G16950
OG0018215	jg29125	AL1G17910
OG0018216	jg29145	AL1G18160
OG0018217	jg29192	AL1G18700
OG0018218	jg29604	AL1G22780
OG0018219	jg29961	AL1G26780
OG0018220	jg30015	AL1G27380
OG0018221	jg30492	AL1G32390
OG0018222	jg30820	AL1G36130
OG0018223	jg10054	AL7G28990
OG0018224	jg2657	nbis-gene-585
OG0018225	jg2596	AL2G29190
OG0018226	jg2366	AL2G26900
OG0018227	jg2267	AL2G25960
OG0018228	jg1196	AL2G18110
OG0018229	jg6758	AL3G29190
OG0018230	jg707	AL2G13680
OG0018231	jg12567	AL7G50260
OG0018235	jg25798	AL3G30090
OG0018236	jg25661	AL3G28840
OG0018237	jg25560	AL3G27730
OG0018238	jg25212	AL3G24220
OG0018239	jg2415	nbis-gene-564
OG0018240	jg24792	nbis-gene-677
OG0018241	jg24612	AL3G17720
OG0018242	jg24283	AL3G14080
OG0018243	jg4030	AL6G12260
OG0018244	jg4266	AL6G14960
OG0018246	jg4499	AL6G16890
OG0018247	jg4537	AL6G17280
OG0018248	jg4540	AL6G17310
OG0018249	jg4542	AL6G17340
OG0018251	jg19499	AL4G40370
OG0018252	jg10435	AL7G32790
OG0018253	jg32600	AL1G52140
OG0018254	jg31364	AL1G41990
OG0018255	jg9923	AL7G27680
OG0018256	jg9932	AL7G27780
OG0018257	jg18357	AL4G28260
OG0018259	jg17660	AL4G21470
OG0018260	jg17617	AL4G21130
OG0018261	jg17435	AL4G19620
OG0018262	jg9974	AL7G28170
OG0018263	jg4668	AL6G18620
OG0018264	jg4992	AL6G22300
OG0018265	jg5079	AL6G23180
OG0018266	jg5179	AL6G24300
OG0018267	jg5602	AL6G28770
OG0018268	jg12106	AL7G45890
OG0018269	jg5670	AL6G29480
OG0018270	jg5668	AL6G29460
OG0018271	jg13470	AL5G16690
OG0018273	jg22697	AL8G34020
OG0018274	jg22911	AL8G36270
OG0018275	jg6127	AL6G34060
OG0018276	jg6027	AL6G33170
OG0018277	jg5929	AL6G32190
OG0018278	jg5906	AL6G31970
OG0018279	jg6449	AL6G37510
OG0018280	jg6194	AL6G34730
OG0018281	jg23072	AL8G37930
OG0018282	jg23109	AL8G38350
OG0018283	jg23272	AL8G40100
OG0018284	jg4843	AL8G42560
OG0018285	jg23564	AL8G43100
OG0018286	jg23711	AL8G44660
OG0018287	jg29178	nbis-gene-51
OG0018288	jg29429	AL1G21190
OG0018290	jg3372, jg14057, jg30319	AL5G21750
OG0018291	jg30772	AL1G35560
OG0018292	jg31391	AL1G42260
OG0018293	jg12953, jg12950, jg10770, jg10769, jg16954, jg32310, jg32083, jg21199, jg32311, jg21198, jg16955, jg32084	AL5G20670
OG0018294	jg32952, jg32953	AL1G55430
OG0018294	jg20847, jg32951	AL1G55390
OG0018295	jg33012	AL1G56020
OG0018296	jg1080	AL6G37760
OG0018296	jg17013	AL7G29800, AL4G14290
OG0018296	jg21399	AL4G20960, AL235U10010, AL152U10020
OG0018297	jg1371	AL1G66400
OG0018298	jg2357	AL2G26790
OG0018299	jg2386	AL2G27080
OG0018300	jg24696	nbis-gene-673
OG0018301	jg26590	AL3G38030
OG0018302	jg26871	AL3G41160
OG0018303	jg16877	AL4G14190
OG0018304	jg17091	AL4G16670
OG0018305	jg14686	AL5G28140
OG0018306	jg15294	AL5G34550
OG0018307	jg16314	AL5G45230
OG0018308	jg5842	AL6G31330
OG0018308	jg5841	AL6G31320
OG0018309	jg6658	AL8G15800
OG0018309	jg20357	AL1G43810
OG0018310	jg7247	AL6G42970
OG0018311	jg9621	AL7G24450
OG0018312	jg9689	AL7G25160
OG0018313	jg9888	AL7G27270
OG0018314	jg20472	AL8G12510
OG0018314	jg10256	AL7G30860
OG0018315	jg10287	AL7G31150
OG0018317	jg12095	AL7G45560
OG0018318	jg12342	AL7G52510
OG0018319	jg12731	AL7G48440
OG0018320	jg20750	AL8G15570
OG0018321	jg21749	AL8G25100
OG0018322	jg21848	AL8G25980
OG0018324	jg23548	AL8G42940
OG0018325	jg117	AL3G44310
OG0018337	jg10946	nbis-gene-1837
OG0018338	jg26715	AL3G39380
OG0018339	jg1492	AL1G65350
OG0018341	jg1345	AL1G66690
OG0018342	jg1061	AL2G17190
OG0018343	jg12994	AL5G11020
OG0018344	jg13166	AL5G13410
OG0018346	jg13816	AL5G19690
OG0018347	jg2163	AL2G24890
OG0018348	jg2064	AL2G23920
OG0018349	jg1953	AL2G22630
OG0018350	jg1804	AL2G19680
OG0018352	jg3902	AL6G10920
OG0018353	jg4049	AL6G12470
OG0018354	jg33814	AL1G64490
OG0018355	jg4315	AL6G15470
OG0018356	jg21652	AL8G23980
OG0018357	jg21664	AL8G24120
OG0018358	jg21665	AL8G24130
OG0018359	jg21696	AL8G24410
OG0018361	jg21761	AL8G25250
OG0018362	jg21783	AL8G25490
OG0018363	jg21855	AL8G26060
OG0018364	jg21873	AL8G26220
OG0018365	jg21966	AL8G27100
OG0018366	jg22424	nbis-gene-2144
OG0018367	jg22575	AL8G32750
OG0018368	jg21277	AL8G19890
OG0018369	jg5137	AL6G23840
OG0018370	jg4683	AL6G18790
OG0018371	jg4576	AL6G17660
OG0018372	jg10802	AL7G36370
OG0018374	jg10657	AL7G34880
OG0018376	jg10464	AL7G33070
OG0018377	jg10139, jg10138	AL7G29790
OG0018378	jg31985	AL1G47730
OG0018379	jg32497	AL1G51550
OG0018380	jg31451	AL1G43060
OG0018382	jg8562	AL7G12960
OG0018383	jg8371	AL7G10940
OG0018384	jg10369	AL7G32040
OG0018385	jg12349	AL7G52480
OG0018386	jg12480	nbis-gene-1950
OG0018387	jg18505	AL4G29900
OG0018388	jg18504	AL4G29890
OG0018389	jg21022	AL8G18290
OG0018390	jg13140	AL5G13160
OG0018391	jg31994	AL1G47810
OG0018392	jg7442	AL6G44960
OG0018393	jg7467	AL6G45210
OG0018397	jg20616	AL8G14190, AL8G14390
OG0018399	jg20285	AL8G10440
OG0018400	jg26945	AL3G42050
OG0018401	jg11982	AL7G44680
OG0018402	jg11509	AL9U10120
OG0018403	jg11438	AL7G42770
OG0018404	jg11247	AL7G40910
OG0018405	jg12605	AL7G49980
OG0018407	jg12677	AL7G49180
OG0018408	jg12692	AL7G49010
OG0018409	jg12700	AL7G48930
OG0018410	jg12756	AL7G48130
OG0018411	jg12783	AL7G47810
OG0018413	jg4630	AL6G18230
OG0018414	jg20189	AL4G47320
OG0018415	jg20089	AL4G46300
OG0018416	jg19842	AL4G43890
OG0018418	jg11454	AL7G42900
OG0018420	jg3896	AL6G10860
OG0018421	jg4003	AL6G11960
OG0018424	jg22991	AL8G37110
OG0018425	jg23329	AL8G40640
OG0018426	jg23769	AL8G45270
OG0018427	jg23780	AL8G45440
OG0018428	jg8230	AL6G53340
OG0018429	jg7947	AL6G50400
OG0018430	jg20819	AL8G16300
OG0018432	jg17908	AL4G23690
OG0018433	jg17902	AL4G23630
OG0018434	jg17750	AL4G22170
OG0018435	jg17519	AL4G20050
OG0018436	jg17512	AL4G20000
OG0018437	jg23937	AL3G10570
OG0018438	jg23896	AL3G10160
OG0018439	jg27508	AL3G46550
OG0018440	jg23882	AL3G10020
OG0018441	jg12185	AL7G46140
OG0018442	jg23971	AL3G10920
OG0018443	jg24014	AL3G11330
OG0018444	jg24048	AL3G11620
OG0018445	jg24068	nbis-gene-642
OG0018446	jg24163	AL3G12920
OG0018447	jg24318	AL3G14400
OG0018449	jg24546	AL3G17000
OG0018450	jg31051	AL1G38670
OG0018452	jg31166	AL1G39830
OG0018453	jg10026	AL7G28710
OG0018454	jg9990	AL7G28370
OG0018455	jg9927	AL7G27730
OG0018456	jg17007	AL4G15740
OG0018457	jg33659	AL1G62990, AL1G63020
OG0018458	jg16803	AL4G13370
OG0018460	jg16529, jg16514	AL4G10200
OG0018461	jg29611	AL1G22850
OG0018463	jg29275	AL1G19630
OG0018464	jg29266	AL1G19520
OG0018466	jg29113	AL1G17770
OG0018468	jg28727	AL1G13690
OG0018469	jg28665	AL1G13010
OG0018470	jg28415	AL1G10240
OG0018471	jg28411	AL1G10180
OG0018472	jg5205	AL6G24590
OG0018474	jg5347	AL6G26060
OG0018475	jg32213	nbis-gene-305
OG0018476	jg5523	AL6G27940
OG0018477	jg5738	AL6G30210
OG0018479	jg6635	AL6G39350
OG0018480	jg21568	AL8G23000
OG0018481	jg21403	AL8G21550
OG0018482	jg4395	AL6G16310
OG0018483	jg6435	AL6G37300
OG0018484	jg6290, jg6288	AL6G35820
OG0018486	jg14982	AL5G31410
OG0018487	jg14944	AL5G30900
OG0018488	jg14756	AL5G28890
OG0018489	jg14668	AL5G27940
OG0018490	jg14666	AL5G27920
OG0018491	jg14651	AL5G27770
OG0018492	jg14650	AL5G27760
OG0018493	jg14604	AL5G27340
OG0018494	jg14516	AL5G26460
OG0018495	jg14335	AL5G24240, AL8G10100
OG0018497	jg29169	AL1G18430
OG0018498	jg2283	AL2G26110
OG0018499	jg2470	AL2G27900
OG0018501	jg3371	AL2G37220
OG0018502	jg3292	AL2G36420
OG0018503	jg2997	AL2G33330
OG0018504	jg2916	AL2G32500
OG0018505	jg2903	AL2G32370
OG0018506	jg3532	AL2G38930
OG0018507	jg3608	AL2G39690
OG0018508	jg3726	AL2G41060
OG0018509	jg25295	AL3G24990
OG0018510	jg25374	AL3G25870
OG0018511	jg25450	AL3G26720
OG0018512	jg26789	AL3G40180
OG0018513	jg27289	AL3G44200
OG0018514	jg27396	AL3G45320
OG0018515	jg27670	AL3G52350
OG0018516	jg28060	AL3G53120
OG0018518	jg28317	AL3G54030
OG0018519	jg33412	AL1G60450
OG0018520	jg33261	AL1G58980
OG0018522	jg16130	AL5G43030
OG0018523	jg16306	AL5G45110
OG0018524	jg16355	AL5G45660
OG0018525	jg16432	AL5G46220
OG0018526	jg16444	AL5G46340
OG0018528	jg11282	AL7G41210
OG0018529	jg11361	AL7G42130
OG0018530	jg14886	AL5G30350
OG0018531	jg15176	AL5G33310
OG0018532	jg15204	AL5G33590
OG0018534	jg16201	AL5G43750
OG0018535	jg16328	AL5G45370
OG0018536	jg20603	AL8G14100
OG0018538	jg20318, jg14193	AL8G10770
OG0018539	jg20385	AL8G11570
OG0018540	jg18942	AL68U10020, AL4G34720
OG0018541	jg19041	AL4G35850
OG0018544	jg19380	AL4G38990
OG0018545	jg19590	AL4G41310
OG0018546	jg19775	AL4G43210
OG0018547	jg20136	AL4G46810
OG0018548	jg3094	AL2G34270
OG0018550	jg9596	AL7G24180
OG0018552	jg8834	AL7G16030
OG0018553	jg8275	AL7G10070
OG0018554	jg28927	AL1G15720
OG0018555	jg29052	AL1G17030
OG0018556	jg29067	AL1G17280
OG0018557	jg29163	AL1G18370
OG0018559	jg29603	AL1G22760
OG0018561	jg29830	AL1G25430
OG0018563	jg29924	AL1G26360
OG0018564	jg30059	AL1G27840
OG0018565	jg30839	AL1G36300
OG0018566	jg2405	AL2G27270
OG0018567	jg680	AL2G13450
OG0018568	jg26995	AL3G42360
OG0018569	jg26810	AL3G40480
OG0018570	jg26154	AL3G33720
OG0018571	jg20996, jg20991	AL8G17940
OG0018572	jg25242	AL3G24550
OG0018573	jg25063	AL3G22680
OG0018574	jg24879	AL3G20710
OG0018575	jg24876	AL3G20670
OG0018576	jg24596	AL3G17550
OG0018579	jg4058	AL6G12580
OG0018580	jg4533	AL6G17230
OG0018581	jg10251	AL7G30770
OG0018582	jg13693	AL5G18780
OG0018583	jg10812	AL7G36550
OG0018585	jg10066	AL7G29120
OG0018586	jg9890	AL7G27290
OG0018587	jg18350	AL4G28180
OG0018589	jg18003	AL4G24630
OG0018590	jg17629	AL4G21180
OG0018593	jg4779	AL6G20050
OG0018594	jg5253	AL6G25050
OG0018595	jg5544	AL6G28230
OG0018596	jg5620	AL6G28920
OG0018597	jg6588	AL6G38830
OG0018598	jg12531	AL7G50730
OG0018599	jg12706	AL7G48710
OG0018600	jg13029	AL5G11390
OG0018601	jg21919	AL8G26640
OG0018602	jg22642	AL8G33380
OG0018604	jg22673	AL8G33730
OG0018605	jg22838	AL8G35490
OG0018606	jg5810	AL6G31000
OG0018607	jg6437	AL6G37320
OG0018608	jg6322	AL6G36140, AL6G36150
OG0018609	jg6176	AL6G34500
OG0018610	jg23545	AL8G42900
OG0018611	jg28998	AL1G16490
OG0018612	jg30625	AL1G33800
OG0018613	jg31186	AL1G40010
OG0018614	jg11625	AL3G46590
OG0018614	jg32884	AL5G21980
OG0018614	jg32332	AL8G19210
OG0018615	jg1034	AL987U10010, AL8G20740
OG0018615	jg12348	AL6G39770, AL4G19260, AL4G18310, AL2G19560, AL5G16580, AL122U10020, AL8G36900, AL1G63470, AL4G21030, AL6G46170, AL5G15420, AL4G14990, AL7G51800, AL1G67410, AL7G51360, AL1G66540, AL5G12150, AL4G14300, AL5G20000
OG0018617	jg2383	AL2G27050
OG0018618	jg2835	AL2G31690
OG0018619	jg25712	AL3G29380
OG0018620	jg26964, jg26967	AL3G42140
OG0018621	jg27506	AL3G46540
OG0018622	jg16610	AL4G11210
OG0018623	jg16711	AL4G12350
OG0018624	jg16735	nbis-gene-951
OG0018626	jg18616	AL4G31010
OG0018627	jg18809	AL4G32930, AL4G32890, nbis-gene-1328
OG0018628	jg19322	AL4G38430
OG0018628	jg19341	AL4G34420
OG0018629	jg19530	AL4G40650
OG0018631	jg13030	AL5G11400
OG0018632	jg13036	AL358U10010, AL5G11480
OG0018633	jg13298	nbis-gene-1208
OG0018634	jg4265	AL6G14950
OG0018635	jg8049	AL6G51400
OG0018636	jg8228	AL6G53320
OG0018637	jg9809	AL7G26490
OG0018638	jg9889	AL7G27280
OG0018639	jg21382	AL8G21290
OG0018640	jg21407	AL625U10010
OG0018675	jg9006	AL7G17820
OG0018676	jg31729	AL1G49310
OG0018677	jg31925	nbis-gene-195
OG0018678	jg11009	AL7G38610
OG0018679	jg1449	AL1G65730
OG0018681	jg13375	AL5G15660
OG0018682	jg11872	AL7G43810
OG0018683	jg1721	AL2G19150
OG0018684	jg640	AL2G13090
OG0018685	jg9886	AL7G27250
OG0018687	jg21609	AL8G23540
OG0018689	jg21655	AL8G24030
OG0018690	jg21668	AL8G24170
OG0018692	jg21917	AL8G26630
OG0018693	jg21992	AL8G27290
OG0018694	jg22401	AL8G31230
OG0018695	jg22421	AL8G31390
OG0018696	jg21271	AL8G19840
OG0018698	jg10434	AL7G32780
OG0018699	jg10423	AL7G32660
OG0018700	jg10289	AL7G31190
OG0018702	jg32627	AL1G52380
OG0018703	jg32512	AL1G51610
OG0018704	jg4894	AL6G21150
OG0018705	jg31566	AL1G44130
OG0018707	jg12199	AL7G46250
OG0018708	jg7260	AL6G43090
OG0018710	jg20922	AL8G17370
OG0018711	jg20933	AL8G17540
OG0018712	jg20937	AL8G17570
OG0018713	jg21137	AL8G19330
OG0018714	jg16342	AL5G45530
OG0018715	jg7402	AL6G44580
OG0018716	jg20579	AL144U10030
OG0018717	jg11709	AL9U12170
OG0018718	jg11708	AL9U12160
OG0018719	jg11350	AL7G41990
OG0018720	jg11259	AL7G41030
OG0018721	jg12647	AL7G49520
OG0018723	jg12835	AL7G47360
OG0018724	jg20096	AL4G46370
OG0018725	jg19864	AL4G44080
OG0018726	jg19805	AL4G43510
OG0018727	jg19659	AL4G41960
OG0018728	jg19623	AL4G41630
OG0018729	jg3841	AL6G10310
OG0018731	jg3937	AL6G11290
OG0018732	jg4183	AL6G13950
OG0018733	jg23674	AL8G44280
OG0018734	jg23742	AL8G45010
OG0018735	jg23745	AL8G45040
OG0018736	jg8247	AL6G53550
OG0018738	jg7940	AL6G50330
OG0018740	jg17507	AL4G19980
OG0018741	jg17434	AL4G19600
OG0018742	jg9717	AL7G25440
OG0018743	jg23900	AL3G10230
OG0018744	jg23892	AL3G10120
OG0018745	jg24009	AL3G11270
OG0018746	jg24136	AL3G12620
OG0018748	jg24376	AL3G15170
OG0018749	jg24799	AL3G19850
OG0018750	jg28273	AL3G53560
OG0018751	jg30701	AL1G34680
OG0018751	jg30700	AL1G34670
OG0018753	jg16923	AL4G14840
OG0018754	jg16831	AL4G13670
OG0018756	jg29451	AL1G21380
OG0018759	jg28535	AL1G11620
OG0018760	jg28416	AL1G10250
OG0018761	jg5516	AL6G27870
OG0018762	jg23171	AL8G39030
OG0018763	jg23193	AL8G39230
OG0018764	jg22777	AL8G34900
OG0018767	jg14462	AL5G25740
OG0018768	jg14349	AL5G24370
OG0018769	jg14463	AL5G25750
OG0018769	jg19852	AL4G43980
OG0018770	jg14279	AL5G23690
OG0018771	jg13993	AL5G21240
OG0018772	jg2402	AL2G27240
OG0018774	jg2674	AL2G30000
OG0018774	jg30902	AL1G37090
OG0018775	jg3493	AL2G38490
OG0018776	jg30498	AL1G32450
OG0018777	jg3092	AL2G34250
OG0018778	jg2892	AL2G32270
OG0018779	jg3761	AL2G41440, AL2G41450
OG0018780	jg25356	AL3G25640
OG0018781	jg25490	AL3G27040
OG0018782	jg25496	AL3G27110
OG0018783	jg25730	AL3G29530
OG0018784	jg26190	AL3G34070
OG0018786	jg26328	AL3G35440
OG0018787	jg9413	AL7G22200
