Orthogroup	Arabidopsis_arenosa	Cochlearia_excelsa
OG0012661	jg33317	g54216
OG0012662	jg33232	g36482
OG0012663	jg33250	g36485
OG0012664	jg33210	g28049
OG0012665	jg33203	g36460
OG0012666	jg33202	g54199
OG0012667	jg33182	g36446
OG0012668	jg33124	g28064
OG0012670	jg33107	g54152, g36410
OG0012671	jg33057	g54132
OG0012672	jg33252	g54193
OG0012673	jg32968	g54098
OG0012674	jg32979	g54108
OG0012675	jg32972	g28090
OG0012676	jg32934	g54083
OG0012677	jg32923	g36323
OG0012678	jg32906	g54069, g36301
OG0012679	jg32905	g54068
OG0012680	jg11037	g47142
OG0012681	jg11045	g24389
OG0012682	jg11062	g47130
OG0012683	jg11096	g24407
OG0012684	jg11101	g24410
OG0012685	jg11104	g24416
OG0012686	jg18607	g51481
OG0012687	jg18556	g37078
OG0012688	jg18549	g37981
OG0012689	jg15100	g11338
OG0012690	jg15102	g11337
OG0012691	jg15123	g2427
OG0012692	jg15140	g11333
OG0012693	jg15150	g11330
OG0012695	jg15179	g11325
OG0012696	jg15205	g2406
OG0012697	jg15227	g11319
OG0012698	jg15266	g2362, g19202
OG0012699	jg15279	g11311
OG0012700	jg6356	g29124
OG0012701	jg15326	g2325
OG0012702	jg15337	g2318
OG0012703	jg15055	g2461
OG0012704	jg15365	g2301
OG0012705	jg15381	g19150
OG0012706	jg15424	g2244
OG0012707	jg15434	g2257
OG0012708	jg15478	g19094
OG0012709	jg15492	g2193
OG0012710	jg15504, jg15498	g19074
OG0012711	jg15519	g19070
OG0012712	jg15524	g11273, g28268, g2186
OG0012713	jg15601	g6211, g19033
OG0012714	jg15604	g2158
OG0012715	jg15626	g2139
OG0012717	jg15628	g19018
OG0012718	jg15703	g19010
OG0012719	jg15702	g19009
OG0012720	jg11882	g17923
OG0012721	jg23926, jg15670	g2080
OG0012722	jg15661, jg15719	g18997
OG0012723	jg15660, jg15720	g18995
OG0012724	jg15741	g2087
OG0012725	jg15811	g2133
OG0012727	jg15886	g1986
OG0012728	jg19587	g52079, g48947
OG0012729	jg15944, jg15943	g2004
OG0012730	jg15946	g18911
OG0012731	jg16016	g2030
OG0012733	jg16106	g1913
OG0012734	jg16107	g18819
OG0012735	jg16141	g1887
OG0012736	jg16277	g1781
OG0012737	jg16303	g1761
OG0012738	jg16324	g18795
OG0012739	jg16348	g18729
OG0012740	jg16389	g18769
OG0012741	jg16396, jg16412, jg16404	g18774
OG0012742	jg33194	g54179
OG0012743	jg17201	g38307
OG0012744	jg33096	g54148
OG0012749	jg15787	g2122
OG0012750	jg16101	g18822
OG0012751	jg28591	g26900
OG0012752	jg20509	g10972
OG0012753	jg17179	g36841
OG0012757	jg3408	g46351
OG0012758	jg3141	g46172
OG0012759	jg9569	g17031
OG0012760	jg9563	g47678
OG0012762	jg4310	g47779
OG0012764	jg8563	g22816
OG0012765	jg28755	g26933
OG0012766	jg28992	g49545
OG0012768	jg30759	g50224
OG0012770	jg2264	g44905
OG0012771	jg8114	g25393
OG0012772	jg466	g1737, g43525
OG0012773	jg2576, jg2578	g53124
OG0012775	jg26253	g6704
OG0012776	jg26075	g6811
OG0012778	jg25238	g7281
OG0012779	jg25032	g13108
OG0012780	jg4427	g29677
OG0012781	jg11960	g25189
OG0012782	jg16573	g50874
OG0012784	jg10898	g17554
OG0012785	jg32782	g54004
OG0012786	jg17784	g40057
OG0012787	jg17725	g13583
OG0012788	jg4615	g45487
OG0012789	jg5189	g5242
OG0012790	jg5203	g5237, g5231
OG0012791	jg5353	g5125
OG0012792	jg5455	g5052
OG0012793	jg5546	g5001
OG0012794	jg13252	g1579
OG0012795	jg22573	g28574
OG0012797	jg243	g21382, g48616
OG0012798	jg25091	g12323
OG0012799	jg28218	g10231, g5772
OG0012800	jg5891	g28943
OG0012801	jg23071	g9909
OG0012802	jg33439	g45415
OG0012803	jg23275	g18626
OG0012805	jg31269	g32282, g32281
OG0012807	jg32604, jg2286	g53833
OG0012809	jg17592, jg27109	g25320, g50861
OG0012811	jg280, jg126	g30317, g30273, g20260
OG0012811	jg13904, jg279, jg125	g20227, g20226, g20259
OG0012814	jg5039	g45582
OG0012815	jg5375	g5111
OG0012816	jg5618	g4962
OG0012817	jg5719	g4905, g3962, g3964
OG0012818	jg6126	g818, g41341
OG0012819	jg9811	g23701, g17132
OG0012822	jg21387, jg21196, jg21386	g1665
OG0012823	jg21398	g10248
OG0012824	jg21537	g4582
OG0012826	jg242	g20668, g8101, g48724
OG0012836	jg9625	g23578
OG0012837	jg9613	g17053
OG0012838	jg9602	g47663
OG0012839	jg9573	g23541
OG0012840	jg9555	g23529
OG0012841	jg9522	g47691
OG0012842	jg9493	g23471
OG0012843	jg9483	g47699
OG0012844	jg19382	g37378
OG0012845	jg9431	g16996
OG0012846	jg9375	g23410
OG0012847	jg9360	g23391
OG0012848	jg9349	g16977
OG0012849	jg9321	g23375
OG0012850	jg9318	g47759
OG0012851	jg9300	g23359
OG0012852	jg9289	g47766
OG0012853	jg9274	g47776
OG0012854	jg9257	g23325
OG0012855	jg9205	g16941
OG0012856	jg9194	g16938
OG0012857	jg9166	g16928
OG0012858	jg9162	g16925
OG0012860	jg9510	g23264
OG0012861	jg9131	g23255
OG0012862	jg9124	g47819
OG0012863	jg9091	g16907
OG0012864	jg9097	g16908
OG0012865	jg9053	g47824
OG0012866	jg9117	g47821
OG0012867	jg9075	g23207
OG0012868	jg9031	g23176
OG0012869	jg9035	g47841
OG0012870	jg9037	g23179
OG0012871	jg9030	g23175
OG0012872	jg9019	g23168
OG0012873	jg9009	g23163
OG0012875	jg8974	g23146
OG0012876	jg8929	g23108
OG0012877	jg8964	g23138
OG0012878	jg8925	g23104
OG0012880	jg8870	g23044
OG0012881	jg8848	g23031
OG0012882	jg8725	g22953
OG0012883	jg8839	g23024
OG0012884	jg27005	g13566
OG0012885	jg31688	g50572
OG0012886	jg31692	g50573
OG0012887	jg31746	g50589
OG0012888	jg31771	g27746
OG0012889	jg31887	g32612
OG0012890	jg31891	g32616
OG0012891	jg31910	g50654, g50655
OG0012892	jg10945	g24319
OG0012894	jg10971	g47171
OG0012895	jg10972	g47170
OG0012896	jg10995	g47163
OG0012897	jg11004	g17586
OG0012898	jg11014	g17589
OG0012899	jg1544	g43836
OG0012900	jg1532	g41132
OG0012901	jg1527	g1684
OG0012902	jg1501	g41129
OG0012903	jg1476	g43906
OG0012904	jg1463	g41127
OG0012905	jg1460	g41126
OG0012906	jg1427	g43971
OG0012907	jg1422	g41118
OG0012908	jg1411	g41114
OG0012909	jg1281	g44016
OG0012910	jg27407	g44015
OG0012911	jg1181	g41068
OG0012912	jg1155	g44042
OG0012913	jg1133	g38258
OG0012914	jg1107	g41053
OG0012915	jg1048	g41046
OG0012916	jg1062	g44088
OG0012917	jg1017	g41040
OG0012918	jg1011	g44100
OG0012919	jg954	g41021
OG0012920	jg935	g41016
OG0012921	jg929	g44137
OG0012922	jg906	g41004
OG0012923	jg925	g44138
OG0012924	jg892	g40995
OG0012925	jg863	g44152
OG0012926	jg862	g40979
OG0012927	jg861	g44153
OG0012929	jg847	g40972
OG0012930	jg841	g44166
OG0012931	jg758	g40937
OG0012932	jg12906	g10821
OG0012933	jg12910	g10816
OG0012934	jg12912	g10814
OG0012935	jg12922	g10807
OG0012936	jg12959	g10778
OG0012937	jg12964	g10774
OG0012938	jg12966, jg1703	g10772
OG0012940	jg12995	g10743
OG0012941	jg13011	g10739
OG0012942	jg13053	g1522
OG0012943	jg13064	g10706
OG0012944	jg13099	g10683
OG0012945	jg13102	g10680
OG0012946	jg29869	g27253
OG0012947	jg13130	g16680
OG0012948	jg13169	g10658
OG0012949	jg13190	g10643
OG0012950	jg13213	g10628
OG0012951	jg13263	g10601
OG0012952	jg13274	g1581
OG0012953	jg13295	g1585
OG0012954	jg13299	g1587
OG0012955	jg13326	g10572
OG0012956	jg13343	g1593
OG0012957	jg13348	g1595
OG0012958	jg13364	g1597
OG0012959	jg13367	g10551
OG0012960	jg13400	g10530
OG0012961	jg13402	g10527
OG0012962	jg13415	g10518
OG0012963	jg13416	g10517
OG0012965	jg13460	g10500
OG0012966	jg12688	g46662
OG0012967	jg13492	g10480
OG0012968	jg13535	g10460
OG0012970	jg13554	g16570
OG0012971	jg13581	g10432
OG0012972	jg13638	g10407
OG0012973	jg13641	g10406
OG0012974	jg13643	g4296
OG0012975	jg15454	g10396
OG0012977	jg13736	g10366
OG0012978	jg13867	g10320
OG0012979	jg13877	g10318
OG0012980	jg12388	g46738
OG0012981	jg2239	g41791
OG0012982	jg2238	g44919
OG0012983	jg2221	g44930
OG0012984	jg2218	g44931
OG0012985	jg2185	g44953
OG0012986	jg2165	g44972
OG0012987	jg2069	g45006
OG0012988	jg2056	g45019
OG0012989	jg2055	g45020
OG0012990	jg1944	g51957
OG0012991	jg1913	g45082
OG0012992	jg1897	g18059
OG0012993	jg1875	g45090
OG0012994	jg1853	g18060
OG0012995	jg1582	g17927
OG0012996	jg1579	g41131
OG0012997	jg1588	g6527
OG0012998	jg362	g40736
OG0012999	jg373	g40753
OG0013001	jg405	g41067, g40780
OG0013002	jg422	g40825
OG0013003	jg423	g40824
OG0013004	jg432	g43513
OG0013005	jg446	g40817
OG0013006	jg448	g40814
OG0013007	jg449	g40810
OG0013008	jg450	g40809
OG0013009	jg463	g40807
OG0013011	jg501	g40791
OG0013012	jg524	g44255
OG0013013	jg532	g40842
OG0013014	jg540	g40844
OG0013015	jg29736	g31404
OG0013016	jg589	g40860
OG0013017	jg602	g44242
OG0013018	jg634	g44237
OG0013019	jg637	g40887
OG0013020	jg679	g40905
OG0013021	jg685	g27180
OG0013022	jg689	g40919
OG0013023	jg690	g40920
OG0013024	jg9880	g47559
OG0013025	jg9860	g23724
OG0013026	jg9855	g23721
OG0013027	jg9852	g47573
OG0013028	jg9840	g23713
OG0013029	jg12069	g46840
OG0013030	jg19410	g37384
OG0013031	jg19393	g51976
OG0013032	jg19379	g37377
OG0013033	jg19381	g51968
OG0013034	jg19355	g51959
OG0013035	jg19330	g51927, g51942
OG0013036	jg19321	g38143
OG0013037	jg24821	g7517
OG0013038	jg24845	g13023
OG0013039	jg24850	g13028
OG0013040	jg24891	g7480
OG0013041	jg24892	g7479
OG0013042	jg24920	g7458, g12389
OG0013043	jg24932	g13067
OG0013044	jg10046	g47502
OG0013045	jg24939	g13069
OG0013046	jg24950	g12381
OG0013048	jg24952	g7445
OG0013049	jg24977	g13087
OG0013050	jg24980	g13089
OG0013051	jg5828	g28979
OG0013052	jg25003	g13106
OG0013053	jg25005	g12362
OG0013054	jg25009	g7417
OG0013055	jg25027	g7408
OG0013056	jg29539	g49769
OG0013057	jg25069	g12330
OG0013058	jg25108	g7374
OG0013059	jg25111	g7371
OG0013060	jg25154	g13132
OG0013061	jg25155	g7338
OG0013062	jg25163	g7333
OG0013063	jg25168	g12294, g7331
OG0013064	jg6048	g39859
OG0013066	jg9634	g23582
OG0013068	jg21630	g37835
OG0013069	jg21632	g26734
OG0013070	jg21638	g1476
OG0013071	jg21643	g1460
OG0013072	jg21649	g1449
OG0013073	jg21662	g26787
OG0013074	jg21667	g1427
OG0013075	jg21669	g1421
OG0013076	jg21686	g1413
OG0013077	jg21690	g26817
OG0013078	jg22958	g28257, g1401
OG0013079	jg21734	g1383
OG0013080	jg26866	g6410
OG0013081	jg21765	g28311
OG0013082	jg21776	g28322
OG0013083	jg21784	g28326
OG0013084	jg21825	g1328
OG0013085	jg21844	g41174, g41192
OG0013086	jg21856	g1321
OG0013087	jg21874	g28355
OG0013088	jg21887	g1303
OG0013089	jg21914	g871
OG0013090	jg21922	g877
OG0013091	jg21982	g28388, g36025
OG0013092	jg22009	g41250
OG0013093	jg22067	g41289, g41290
OG0013094	jg9667	g17074, g23610
OG0013095	jg22188	g39441
OG0013096	jg22187	g28451
OG0013097	jg22182, jg22176	g944
OG0013098	jg22164	g28449
OG0013099	jg22159	g938
OG0013100	jg22158	g28446, g38451
OG0013101	jg22153	g28444
OG0013102	jg22214	g28466
OG0013103	jg22222	g39427
OG0013104	jg22256	g28483
OG0013105	jg27381	g6255, g6277, g3081
OG0013106	jg22303	g28492
OG0013107	jg22310	g39396
OG0013108	jg22311	g978
OG0013109	jg22312	g28493
OG0013110	jg22314	g980
OG0013111	jg22315	g981
OG0013113	jg22349	g1005
OG0013115	jg22351	g28512
OG0013116	jg22383	g1017
OG0013117	jg22400	g28525
OG0013118	jg22410	g39363
OG0013119	jg22435	g1039
OG0013120	jg22458	g28541
OG0013121	jg22464	g1054
OG0013122	jg22484	g1064
OG0013123	jg22520	g1073
OG0013124	jg22608	g28618
OG0013126	jg22622	g28629
OG0013127	jg22633	g1103, g28636
OG0013128	jg22634	g1104
OG0013129	jg22651	g28644
OG0013130	jg22680	g1135
OG0013131	jg22689	g28665
OG0013132	jg22712	g28684
OG0013133	jg22716	g28686
OG0013134	jg310	g24287
OG0013135	jg6162	g467
OG0013136	jg21272	g10305
OG0013137	jg5145	g29361
OG0013138	jg5140	g45616, g29366
OG0013139	jg5138	g5283
OG0013140	jg5108	g29385
OG0013141	jg5096	g29392
OG0013142	jg5090	g45602
OG0013143	jg5074	g45591, g18351
OG0013144	jg5072	g29399
OG0013145	jg5063	g5319
OG0013147	jg5055	g5324
OG0013148	jg5019	g29425
OG0013149	jg5012	g5351
OG0013150	jg5000	g5364
OG0013151	jg4996, jg6863	g5366
OG0013152	jg4993	g45570
OG0013153	jg4984	g5368
OG0013154	jg4970	g45566
OG0013155	jg4969	g5375
OG0013156	jg4956	g5380
OG0013157	jg4955	g5381
OG0013159	jg4914	g45551
OG0013160	jg4849	g29510
OG0013161	jg4800	g29543
OG0013162	jg4793	g29546
OG0013164	jg4754	g5457
OG0013165	jg4752	g29564
OG0013166	jg4745	g5468
OG0013167	jg4730	g5475
OG0013168	jg4728	g29572
OG0013169	jg4727	g45506
OG0013170	jg4722	g5484
OG0013171	jg4695	g5498
OG0013172	jg6187	g486
OG0013174	jg4657	g29600, g45491
OG0013175	jg4656	g5516
OG0013176	jg4622	g29608
OG0013177	jg4616	g45488, g29611
OG0013178	jg4614	g5534
OG0013179	jg4566	g5556
OG0013180	jg23159	g380
OG0013182	jg10883	g47202
OG0013183	jg10864	g17531
OG0013184	jg10854	g24247
OG0013185	jg10841	g24241
OG0013186	jg10840	g24240
OG0013187	jg10811	g47255
OG0013188	jg10781	g47261
OG0013189	jg10778	g47262
OG0013190	jg10776	g23964, g47263
OG0013191	jg20481	g40590
OG0013192	jg10738	g47276
OG0013193	jg10723	g17466, g24172
OG0013194	jg10714	g47281
OG0013195	jg10710	g47285
OG0013196	jg10706	g47288
OG0013197	jg10697	g24156
OG0013198	jg10683	g17447
OG0013201	jg10648	g24136
OG0013202	jg10558	g24071
OG0013204	jg10555	g47333
OG0013205	jg8594	g18283
OG0013206	jg10500	g47345
OG0013207	jg10438	g24022
OG0013208	jg10427	g47373
OG0013209	jg10401	g47386
OG0013210	jg10338	g23974
OG0013211	jg10313	g23967
OG0013212	jg2580	g45818
OG0013213	jg10294	g23958
OG0013214	jg10263	g17287
OG0013217	jg10111	g23873
OG0013218	jg10099	g17248
OG0013219	jg10098	g47479
OG0013220	jg10072	g23849
OG0013221	jg31937	g27790
OG0013223	jg31986	g32665
OG0013224	jg31991	g32667
OG0013225	jg5872	g702, g28953
OG0013226	jg9902	g23741
OG0013228	jg32040	g27803
OG0013229	jg32089	g27808
OG0013230	jg32092	g50742
OG0013231	jg32104	g32765
OG0013232	jg32118	g27860
OG0013233	jg32140	g27865
OG0013235	jg32191	g32970
OG0013236	jg32223	g37798
OG0013237	jg32233	g46638
OG0013238	jg32327	g35910
OG0013239	jg32644	g53899
OG0013240	jg24825	g13017
OG0013241	jg31658	g50566
OG0013242	jg32517	g28214
OG0013243	jg32680, jg32669	g28140
OG0013245	jg32808	g36261
OG0013246	jg32783	g36244
OG0013247	jg32480	g28239, g28242
OG0013248	jg32471	g53719
OG0013249	jg32470	g53718
OG0013250	jg32694	g28139
OG0013251	jg32732	g36201
OG0013252	jg31304	g32302, g32298
OG0013253	jg31302	g32271, g32296
OG0013254	jg31335	g32319
OG0013255	jg31341	g50451
OG0013256	jg31344	g27651
OG0013257	jg31382	g50487
OG0013258	jg31396	g32363
OG0013259	jg31414	g32374
OG0013260	jg31420	g27673
OG0013261	jg26788	g11705
OG0013262	jg31446	g32390
OG0013263	jg31466	g50508
OG0013264	jg31524	g50519
OG0013265	jg31577	g27697
OG0013266	jg8806	g23005
OG0013267	jg8803	g23003
OG0013268	jg8783	g22981
OG0013269	jg8746	g47941
OG0013270	jg8743	g47944
OG0013271	jg8737	g47948
OG0013272	jg27918	g13997
OG0013273	jg8709	g22943
OG0013274	jg8696	g22931
OG0013275	jg8695	g22930
OG0013276	jg8692	g22927
OG0013277	jg8689	g22925
OG0013278	jg8684	g22921
OG0013279	jg8674	g22914
OG0013280	jg8672	g18255
OG0013281	jg8644	g22885
OG0013283	jg8626	g22872
OG0013284	jg8620	g18269
OG0013285	jg8589	g47989
OG0013286	jg8546	g47999
OG0013287	jg15276	g2351
OG0013288	jg8511	g22774
OG0013289	jg8510	g22773
OG0013290	jg8507	g22770
OG0013291	jg8488	g22746
OG0013292	jg8487	g22745
OG0013293	jg8486	g22744
OG0013294	jg31292	g32293
OG0013295	jg8482	g18142
OG0013296	jg8414	g47842
OG0013297	jg8413	g22712
OG0013298	jg8412	g22711
OG0013299	jg8398	g22700
OG0013300	jg8393	g22695
OG0013301	jg8382	g18308
OG0013302	jg8347	g18330
OG0013303	jg8339	g18335
OG0013304	jg8334	g18340
OG0013305	jg8312	g18356
OG0013307	jg8293	g18370
OG0013309	jg8280, jg12875	g22661
OG0013310	jg16588	g50881
OG0013311	jg12021	g25121
OG0013312	jg12048	g18129, g25096
OG0013313	jg12065	g46842
OG0013314	jg12096, jg12098	g46838
OG0013315	jg12151	g16738
OG0013316	jg12200	g46804, g18124
OG0013317	jg12211	g18121
OG0013318	jg12223	g46787
OG0013319	jg12234	g18120
OG0013320	jg12237	g46780
OG0013321	jg12257	g18116
OG0013322	jg12327	g18114
OG0013323	jg12358	g18098
OG0013324	jg12379	g46744
OG0013325	jg12401	g46737
OG0013326	jg12404	g18089
OG0013327	jg12405	g46735
OG0013328	jg12434	g18084
OG0013329	jg12481	g16906
OG0013330	jg12543	g16886
OG0013331	jg12558	g46688
OG0013332	jg12559	g16882
OG0013333	jg5735	g4903
OG0013334	jg31809	g32535
OG0013335	jg14368	g2916
OG0013336	jg7496	g25722
OG0013337	jg21454	g1636
OG0013338	jg18665	g51520, g25983
OG0013339	jg18661	g38002
OG0013340	jg18641	g37128
OG0013341	jg7286	g25844
OG0013342	jg7267	g25850
OG0013343	jg7241	g40250
OG0013345	jg7232	g40248
OG0013346	jg7222	g25874
OG0013347	jg7220	g25892
OG0013348	jg5845	g670
OG0013349	jg7112, jg7122, jg7111	g40226
OG0013350	jg27927, jg20868	g6042
OG0013351	jg32379	g35895
OG0013352	jg7049	g40206
OG0013353	jg7056	g40207
OG0013354	jg7058	g40209
OG0013355	jg18520	g37973
OG0013356	jg18459	g51372
OG0013357	jg18458	g37961
OG0013358	jg18455	g51369
OG0013359	jg18669	g51521
OG0013360	jg20917	g11125
OG0013361	jg20925	g11128
OG0013362	jg20929	g37059
OG0013363	jg20935	g11137
OG0013364	jg20961	g37043
OG0013365	jg20990	g13632
OG0013366	jg32714	g53970
OG0013367	jg21025	g37029
OG0013368	jg21042	g37019
OG0013370	jg21059	g18442
OG0013371	jg21078	g17172
OG0013372	jg6377	g36970
OG0013373	jg21114	g18449
OG0013374	jg21121	g11142
OG0013375	jg20825	g11098, g11091
OG0013376	jg21130	g18452
OG0013377	jg18970	g38088
OG0013378	jg21132	g36975
OG0013379	jg511	g18456
OG0013380	jg21165	g18463
OG0013381	jg6145	g460
OG0013382	jg18706	g51541
OG0013383	jg7317	g40275
OG0013384	jg7331	g40279
OG0013385	jg7336	g40282
OG0013386	jg7350	g40290
OG0013387	jg7355	g40293
OG0013388	jg31995	g32671
OG0013389	jg7372	g40301
OG0013390	jg7452	g40340
OG0013391	jg7472	g40349
OG0013392	jg7497	g40359
OG0013393	jg7500	g43191
OG0013394	jg7508	g40370
OG0013395	jg7511	g40373
OG0013396	jg7540	g40376
OG0013397	jg7560	g25689
OG0013398	jg7571	g25682
OG0013399	jg7584	g25677
OG0013400	jg7601	g25673
OG0013401	jg7627	g40400
OG0013402	jg7686	g25600
OG0013403	jg7692	g25598
OG0013404	jg7749	g25557
OG0013405	jg7754	g25555
OG0013407	jg7755	g25552
OG0013408	jg20762	g11056
OG0013409	jg20736	g40488
OG0013410	jg20667	g40508, g11037
OG0013411	jg13521, jg20660	g40513
OG0013412	jg20653	g11028
OG0013414	jg20564	g40551
OG0013415	jg20563	g40552
OG0013416	jg20561	g10994
OG0013418	jg20528	g40568
OG0013419	jg20518	g40572
OG0013420	jg20514	g10973
OG0013421	jg20508	g10971
OG0013422	jg20503	g43976
OG0013423	jg20465	g40598
OG0013424	jg20428	g40628
OG0013425	jg5856	g686
OG0013426	jg20306	g10872
OG0013427	jg20307	g10873
OG0013428	jg11899	g17924
OG0013429	jg27009	g6360
OG0013430	jg11707	g4767
OG0013431	jg11685	g45553
OG0013432	jg26902	g13524
OG0013433	jg11662	g25004
OG0013434	jg26851	g6422
OG0013435	jg11565	g24729
OG0013436	jg26758	g6453
OG0013437	jg11455	g24664
OG0013438	jg11437	g47015
OG0013439	jg11398	g47029
OG0013440	jg11382	g24571
OG0013441	jg11367	g24563
OG0013442	jg7466	g40346
OG0013443	jg11335	g36067
OG0013444	jg11315	g24525
OG0013445	jg11256	g17710
OG0013446	jg11242	g24492
OG0013447	jg11236	g47087
OG0013448	jg11224	g17689
OG0013449	jg11221, jg11217	g17687
OG0013450	jg11158	g24446
OG0013451	jg11153	g47109
OG0013452	jg12587	g16863
OG0013453	jg12619	g16853
OG0013454	jg12642	g16845
OG0013455	jg12678	g46665
OG0013457	jg12771	g16783
OG0013458	jg12840	g16768
OG0013459	jg12849	g16760
OG0013460	jg12864	g16757
OG0013461	jg20216	g51578
OG0013462	jg20198	g37761
OG0013463	jg20192	g37133
OG0013464	jg20185	g37749
OG0013465	jg20183	g50835
OG0013466	jg20173	g37735
OG0013467	jg20163	g50830
OG0013469	jg20109	g47693
OG0013470	jg20108	g50809
OG0013471	jg20101	g37703
OG0013472	jg20099	g50806
OG0013473	jg20064	g50787
OG0013474	jg20044	g38249
OG0013475	jg20039	g37660
OG0013476	jg20036	g37657
OG0013477	jg20034	g37655
OG0013478	jg20028	g37653
OG0013479	jg20010	g37644
OG0013480	jg19998	g37638
OG0013481	jg19996	g52290, g37636
OG0013482	jg19984	g52285
OG0013483	jg19982	g37631
OG0013484	jg19954	g52262
OG0013485	jg19925	g52222
OG0013486	jg19831	g38238
OG0013487	jg16080	g1929
OG0013488	jg19824	g52186
OG0013489	jg19817	g52181
OG0013490	jg19806	g38234, g37553
OG0013491	jg19797	g52164
OG0013492	jg19793, jg19795	g37545
OG0013493	jg19781	g38229
OG0013494	jg19749	g52152
OG0013495	jg19734	g52134
OG0013496	jg19715	g38221
OG0013497	jg19690	g37506
OG0013498	jg19674	g38211
OG0013499	jg19661	g37495
OG0013500	jg19653	g52113
OG0013501	jg19627	g37482
OG0013502	jg19621	g38200
OG0013503	jg19619	g38198, g37475
OG0013504	jg19586	g52078
OG0013505	jg15876	g18952
OG0013506	jg19510	g52030
OG0013507	jg19523	g52041
OG0013508	jg19459	g37401
OG0013509	jg19458	g37400
OG0013511	jg3897	g45291
OG0013512	jg3913, jg4192	g45300
OG0013513	jg3926	g5804
OG0013514	jg3931	g45302, g5801
OG0013515	jg3939	g45309
OG0013516	jg3947	g45311
OG0013517	jg3955	g5794
OG0013518	jg3962	g29858
OG0013519	jg3995	g29854
OG0013520	jg4016	g45342
OG0013521	jg4015	g5775
OG0013522	jg4082	g5731
OG0013524	jg4099	g5723
OG0013525	jg4108	g5719, g29833
OG0013526	jg4109	g45365
OG0013527	jg4115	g29826
OG0013528	jg4127	g5715
OG0013529	jg4144	g29806, g45378
OG0013530	jg4145	g5708
OG0013531	jg4161	g5702
OG0013532	jg4166	g45391
OG0013533	jg4170	g45393
OG0013534	jg4172	g5697
OG0013536	jg4174	g29799
OG0013537	jg5860	g688
OG0013539	jg5824	g28983, g655
OG0013540	jg5923	g722
OG0013541	jg5924	g723
OG0013542	jg5969	g28907
OG0013543	jg5993	g28895
OG0013544	jg6003	g769
OG0013545	jg6005	g41364
OG0013546	jg6015	g777
OG0013547	jg6114	g28859
OG0013548	jg6116	g28858
OG0013549	jg6120	g28855
OG0013550	jg23016	g28844, g9693
OG0013551	jg23013	g28843
OG0013552	jg23012	g28842
OG0013553	jg23002	g28830
OG0013554	jg22993	g28824
OG0013555	jg22946	g41314
OG0013556	jg22884	g39232
OG0013557	jg22877	g39234
OG0013559	jg31316	g27645
OG0013560	jg14506	g19521
OG0013561	jg23291	g313
OG0013562	jg23303	g307
OG0013563	jg23327	g9811
OG0013564	jg23337	g281, g41951
OG0013565	jg23354	g9801
OG0013566	jg23390	g9792
OG0013567	jg23396	g257
OG0013568	jg23402	g9786
OG0013569	jg23409	g9780
OG0013570	jg23416	g9777
OG0013571	jg23419	g2754
OG0013572	jg23439	g9765
OG0013573	jg23443	g9764
OG0013574	jg23450	g231
OG0013575	jg23456	g227
OG0013576	jg23462	g218
OG0013577	jg28008	g13765
OG0013578	jg23480	g207
OG0013580	jg23511	g187
OG0013581	jg23528	g167
OG0013582	jg23558	g9713
OG0013583	jg23592	g133
OG0013585	jg29287, jg23597	g130
OG0013586	jg23607	g9691
OG0013587	jg23615	g116
OG0013588	jg23626	g105
OG0013589	jg6395	g103
OG0013590	jg23632	g100
OG0013591	jg23646	g18675
OG0013592	jg23651	g9670
OG0013593	jg23658	g75
OG0013594	jg23664	g9665
OG0013595	jg23667	g68
OG0013596	jg23669	g9664
OG0013597	jg23689	g60
OG0013599	jg23709	g9646
OG0013600	jg23718	g9640
OG0013601	jg23729	g9637
OG0013605	jg23781	g19627
OG0013606	jg23785	g12
OG0013609	jg8233	g25343
OG0013610	jg8231	g25345
OG0013612	jg8166	g25374
OG0013613	jg8191	g25366
OG0013614	jg8212	g25355
OG0013615	jg8214	g25353
OG0013616	jg8215	g25352
OG0013617	jg8119	g39473
OG0013618	jg8129	g39469
OG0013619	jg8130	g25401
OG0013620	jg8139	g25403
OG0013621	jg8143	g25405
OG0013622	jg8099	g39490
OG0013623	jg8070	g25424
OG0013624	jg8067	g25426
OG0013625	jg8046	g39526
OG0013626	jg8048	g39524
OG0013627	jg8044	g25437
OG0013628	jg8034	g25443
OG0013629	jg8033	g25444
OG0013630	jg8027	g25450
OG0013631	jg28584	g49386
OG0013633	jg7944	g39600
OG0013634	jg7867	g39619
OG0013635	jg7865	g39615
OG0013636	jg7864	g39613
OG0013637	jg7878	g39623
OG0013638	jg7881	g39626, g25492
OG0013639	jg7903	g39632
OG0013640	jg7914	g25508
OG0013641	jg7916	g25509
OG0013642	jg7928	g39644
OG0013644	jg7938	g25518
OG0013645	jg20773	g11064
OG0013646	jg20787	g39685
OG0013647	jg20790	g11080, g39687
OG0013648	jg20800	g39694
OG0013649	jg20832	g39711
OG0013650	jg20850	g11103
OG0013651	jg20866, jg20863	g39726
OG0013652	jg20884	g39731
OG0013653	jg18401	g51332
OG0013654	jg18413	g39753
OG0013655	jg18420, jg18418	g39751
OG0013656	jg18422	g51338
OG0013657	jg18300	g39791
OG0013658	jg18375	g39765
OG0013659	jg18320	g37928
OG0013660	jg18313	g39797
OG0013661	jg18285	g39811
OG0013662	jg18284	g51293
OG0013663	jg18268	g51283
