Orthogroup	Arabidopsis_arenosa	Brassica_rapa
OG0013648	jg20800	XP_009101748.1
OG0013649	jg20832	XP_009101765.1
OG0013650	jg20850	XP_009101774.1
OG0013651	jg20866, jg20863	XP_009113986.1
OG0013652	jg20884	XP_009101787.1
OG0013653	jg18401	XP_009141291.1
OG0013654	jg18413	XP_009141295.1
OG0013655	jg18420, jg18418	XP_009141298.1
OG0013656	jg18422	XP_009143878.1
OG0013657	jg18300	XP_033143743.1
OG0013658	jg18375	XP_009143922.1
OG0013659	jg18320	XP_033142154.1
OG0013660	jg18313	XP_009141242.2
OG0013661	jg18285	XP_009144008.1
OG0013662	jg18284	XP_009144014.1
OG0013663	jg18268	XP_009132830.1
OG0013664	jg18264	XP_009132827.1
OG0013665	jg18258	XP_009144020.1
OG0013666	jg18254	XP_009132821.2
OG0013667	jg18238	XP_009144050.1
OG0013668	jg18173	XP_009144237.2
OG0013669	jg18170	XP_009144233.1
OG0013670	jg18160	XP_009144258.1
OG0013671	jg18144	XP_009141115.1
OG0013672	jg18138	XP_033145613.1
OG0013673	jg18127	XP_009141098.2
OG0013674	jg18120	XP_009141094.2
OG0013675	jg18102	XP_018514112.1
OG0013676	jg18074	XP_009132725.1
OG0013677	jg18068	XP_009132721.1
OG0013678	jg21884	XP_009132570.2
OG0013679	jg18022	XP_009133836.1
OG0013680	jg17986	XP_009144358.1
OG0013681	jg17983	XP_009144360.1
OG0013682	jg17900	XP_009125047.1
OG0013683	jg17862	XP_009140947.1
OG0013684	jg8311	XP_009109552.2
OG0013685	jg17797	XP_009103678.1
OG0013686	jg17785	XP_009103664.1
OG0013688	jg17754	XP_009103639.1
OG0013689	jg17731	XP_009103630.1
OG0013690	jg17727	XP_009140831.1
OG0013691	jg17693	XP_009103613.1
OG0013692	jg17552	XP_009140753.1
OG0013693	jg17568	XP_009133913.1
OG0013694	jg17619	XP_018514143.1
OG0013695	jg17637	XP_009133901.1
OG0013696	jg17506	XP_009106920.1
OG0013697	jg17504	XP_009103557.1
OG0013698	jg17447	XP_009140750.2
OG0013699	jg21781	XP_009103549.1
OG0013700	jg17433	XP_009133932.1
OG0013701	jg17436	XP_009140622.1
OG0013702	jg18080	XP_009117002.1
OG0013703	jg32788	XP_009143561.1
OG0013704	jg17381	XP_009140745.1
OG0013705	jg17371	XP_009117004.1
OG0013706	jg17352	XP_009133941.2
OG0013707	jg17324	XP_009140740.1
OG0013708	jg17309	XP_009117028.1
OG0013709	jg24259	XP_009130406.1
OG0013710	jg17262	XP_009133967.1
OG0013711	jg17240	XP_009117030.1
OG0013712	jg17230	XP_009140720.1
OG0013713	jg17221	XP_009140716.1
OG0013714	jg17169	XP_018513166.1
OG0013715	jg9696	XP_009143565.1
OG0013716	jg9752	XP_009137629.1
OG0013717	jg23960	XP_009147427.2
OG0013718	jg14965	XP_009124047.1
OG0013719	jg23914	XP_009134582.1
OG0013720	jg23911	XP_009134577.1
OG0013721	jg23906	XP_009124049.1
OG0013722	jg23898	XP_009151657.1
OG0013723	jg3813	XP_009130618.1
OG0013724	jg3821	XP_009125390.1
OG0013725	jg3830	XP_009137692.1
OG0013727	jg22472	XP_009121289.1
OG0013728	jg22334	XP_009127031.1
OG0013729	jg23999	XP_018513309.2
OG0013730	jg24001	NP_001288840.1
OG0013731	jg24027	XP_009147368.1
OG0013732	jg24032	XP_009147364.2
OG0013733	jg24058	XP_009118017.2
OG0013734	jg21353	XP_009151623.1
OG0013735	jg24091	XP_009118487.1
OG0013736	jg24122	XP_033148246.1
OG0013737	jg24153	XP_009130345.1
OG0013738	jg24161	XP_009130353.1
OG0013739	jg24166	XP_033148199.1
OG0013740	jg9730	XP_009137646.1
OG0013741	jg24201	XP_009134732.2
OG0013742	jg24218	XP_033148250.1
OG0013743	jg24226	XP_009102082.1
OG0013744	jg24287, jg24229	XP_009130390.1
OG0013745	jg24245, jg25578	XP_009130397.1
OG0013746	jg24247	XP_009130399.1
OG0013747	jg24277	XP_009124016.1
OG0013748	jg24315	XP_009123999.1
OG0013749	jg24310	XP_009134758.1
OG0013750	jg24334	XP_009124994.1
OG0013751	jg24335	XP_009123978.1
OG0013752	jg24342	XP_009134768.1
OG0013753	jg24345	XP_009134778.1
OG0013754	jg24369	XP_009134788.2
OG0013755	jg24375	XP_009124205.1
OG0013756	jg24386	XP_009134805.1
OG0013757	jg24393	XP_033147773.1
OG0013758	jg24420	XP_009147264.1
OG0013759	jg24438	XP_009147248.1
OG0013760	jg24425	XP_009147259.1
OG0013761	jg24482	XP_009134840.2
OG0013762	jg24493	XP_009147215.1
OG0013763	jg24520	XP_009134860.1
OG0013764	jg24522	XP_009129618.1
OG0013765	jg24549	XP_009129653.1
OG0013766	jg24574	XP_009129665.1
OG0013767	jg24589	XP_009134902.1
OG0013768	jg24614	XP_009147139.1
OG0013769	jg27037	XP_009113970.1
OG0013770	jg24626	XP_009134926.1
OG0013771	jg24666	XP_009147105.1
OG0013772	jg24693	XP_009147076.1
OG0013773	jg7474	XP_009108195.1
OG0013774	jg24730	XP_009147039.1
OG0013775	jg24732	XP_033148224.1
OG0013776	jg24757	XP_009147008.1
OG0013777	jg24764	XP_009147003.1
OG0013778	jg24781	XP_009123870.1, XP_009146990.1
OG0013779	jg24806	XP_009146972.1
OG0013780	jg19298	XP_009143218.1
OG0013781	jg19261	XP_009133416.3
OG0013782	jg19248	XP_009143253.1
OG0013783	jg15538	XP_009116281.1
OG0013784	jg19225	XP_009143269.3
OG0013785	jg19196	XP_009141834.1
OG0013786	jg19188	XP_033145118.1
OG0013787	jg19180	XP_009141823.1
OG0013788	jg19177	XP_009143304.1
OG0013789	jg19127	XP_009143334.1
OG0013790	jg19137	XP_009133339.1
OG0013791	jg19098, jg19140	XP_009143337.1
OG0013792	jg19089	XP_009133334.1
OG0013793	jg17789	XP_009133330.2
OG0013794	jg19079	XP_009143345.1
OG0013795	jg19069	XP_009140107.2
OG0013796	jg19056	XP_009141757.1
OG0013798	jg18760	XP_009143602.1
OG0013799	jg18793	XP_009133092.1
OG0013800	jg18804	XP_009143567.1
OG0013801	jg18815	XP_009143559.1
OG0013802	jg18824	XP_009141611.1
OG0013803	jg18830	XP_009141616.1
OG0013804	jg18839	XP_018514896.1
OG0013805	jg18846	XP_009133109.1
OG0013806	jg18878	XP_018514649.1
OG0013807	jg18914, jg6867	XP_009143478.1
OG0013808	jg18916	XP_009143475.1
OG0013809	jg18928	XP_009141680.3
OG0013810	jg18974	XP_009141716.1
OG0013811	jg18973	XP_009141715.1
OG0013812	jg18968	XP_033144690.1
OG0013813	jg11880	XP_009108062.2
OG0013814	jg18710	XP_009141517.1
OG0013816	jg30010	XP_033129076.1
OG0013817	jg30115	XP_009149062.1
OG0013818	jg30137	XP_009149086.1
OG0013819	jg30139	XP_009149088.1
OG0013820	jg30146	XP_009149099.1
OG0013821	jg30166, jg30155, jg30178	XP_009110445.1
OG0013822	jg30189, jg30202	XP_009149117.2
OG0013823	jg29828	XP_009123962.1
OG0013824	jg30240	XP_009149161.1
OG0013825	jg30256	XP_033136148.1
OG0013826	jg30257	XP_009149178.1
OG0013828	jg30265	XP_009110410.1
OG0013829	jg30300	XP_009149231.2, XP_033128099.1
OG0013830	jg30312	XP_009149239.1
OG0013831	jg30349	XP_009149271.1
OG0013832	jg30332	XP_009110364.1
OG0013833	jg30325	XP_033137168.1
OG0013834	jg30323	XP_009110371.1
OG0013835	jg30362	XP_009149281.1
OG0013836	jg30383	XP_009149337.1
OG0013837	jg30436	XP_033134435.1
OG0013838	jg30440	XP_009110297.2
OG0013839	jg30443	XP_018509512.1
OG0013840	jg30451	XP_009149400.1
OG0013841	jg30455	XP_009110286.1
OG0013842	jg30464	XP_009110276.1
OG0013843	jg30485	XP_009149445.1
OG0013844	jg30488	XP_033133904.1
OG0013845	jg30506	XP_009149470.1
OG0013846	jg30514	NP_001288971.1
OG0013847	jg30533	XP_033130590.1
OG0013848	jg30588	XP_009110224.1
OG0013849	jg30626	XP_033128357.1
OG0013850	jg30643	XP_009149579.1
OG0013851	jg30681	XP_009149652.1
OG0013852	jg30689	XP_033128008.1
OG0013853	jg30691	XP_009149660.3
OG0013854	jg30703	XP_009149671.1
OG0013855	jg30707	XP_009149676.1
OG0013856	jg30717	XP_009149685.1
OG0013857	jg30727	XP_009149694.1
OG0013858	jg30765	XP_009145378.1
OG0013859	jg30837	XP_009110129.1
OG0013860	jg30838	XP_009115605.1
OG0013861	jg30840	NP_001288824.1
OG0013862	jg30841	XP_009115600.2
OG0013863	jg30908	XP_009110102.1
OG0013864	jg30980	XP_009115475.1
OG0013865	jg30982	XP_009115474.1
OG0013866	jg31028	XP_009115438.1
OG0013867	jg31061, jg31069	XP_009103113.1
OG0013868	jg31072, jg31064	XP_009103112.1
OG0013869	jg31075	XP_009110034.1, XP_009115413.1
OG0013870	jg31092	XP_009115388.1
OG0013871	jg31103	XP_009115368.2
OG0013872	jg31140	XP_009109906.1
OG0013873	jg31142	XP_009109903.1
OG0013874	jg31155	XP_009115340.1
OG0013875	jg31222	XP_009113810.1
OG0013876	jg2295	XP_009105299.1
OG0013877	jg31246	XP_009109834.1
OG0013878	jg31259	XP_009102989.1
OG0013879	jg32657	XP_033137852.1
OG0013880	jg10034	XP_009140666.1
OG0013881	jg10023	XP_009138166.1, XP_009137453.1
OG0013882	jg10000	XP_018508302.1
OG0013883	jg9999	XP_009138465.1
OG0013884	jg9983	XP_009138618.1
OG0013886	jg9954	XP_033143692.1
OG0013887	jg9952	XP_009138954.1
OG0013888	jg9128	XP_009125740.1
OG0013889	jg17081	XP_009140634.1
OG0013890	jg17047	XP_009140616.1
OG0013891	jg17050	XP_009140617.1
OG0013892	jg17041	XP_009117088.1
OG0013893	jg9070	XP_009124982.1
OG0013894	jg17030	XP_009117093.1
OG0013895	jg17029	XP_009140602.1
OG0013896	jg13570, jg17209, jg27268, jg21408, jg27269	XP_033133983.1
OG0013897	jg17016	XP_009117097.1
OG0013898	jg17056	XP_009117080.1
OG0013899	jg17063	XP_009140627.1
OG0013900	jg16830	XP_009140483.1
OG0013901	jg16747	XP_009140443.1
OG0013902	jg3268	XP_009106267.1
OG0013903	jg3267	XP_009106263.1
OG0013904	jg16692	XP_009140375.1
OG0013905	jg16672	XP_009140356.2
OG0013906	jg16657	XP_009140342.1
OG0013907	jg16627	XP_009117356.1
OG0013908	jg16625	XP_033145397.1
OG0013909	jg16620	XP_009140315.1
OG0013910	jg16589, jg27665, jg27666	XP_033137140.1
OG0013911	jg16567	XP_009117400.1
OG0013912	jg16545	XP_009117418.1
OG0013913	jg16512	XP_033145945.1, XP_009117442.2
OG0013915	jg30006	XP_009148901.1
OG0013916	jg29953	XP_009117882.1
OG0013917	jg29951	XP_009117884.1
OG0013919	jg29908	XP_009148722.1
OG0013920	jg29891	XP_009117924.1
OG0013921	jg29848	XP_009117969.1
OG0013922	jg29844	XP_009148666.1
OG0013923	jg29835	XP_009123954.1
OG0013924	jg29829	XP_009123960.1
OG0013925	jg29815	XP_009148645.1
OG0013926	jg29792	XP_009148529.3
OG0013927	jg29758	XP_009148552.1
OG0013928	jg29733	XP_009110623.1
OG0013929	jg29730	XP_009148568.1
OG0013930	jg29642	XP_009148623.2
OG0013931	jg29630	XP_009118164.1
OG0013932	jg29629	XP_009148640.1
OG0013933	jg29614	XP_009118178.1, XP_009110697.2
OG0013934	jg29610	XP_018514966.1
OG0013935	jg29518	XP_033133797.1
OG0013936	jg29510	XP_009118226.1
OG0013937	jg29482	XP_009118211.1
OG0013938	jg27004	XP_009136154.1
OG0013939	jg27003	XP_009136153.1
OG0013940	jg6783	XP_009129835.1
OG0013941	jg29361	XP_009148293.1
OG0013942	jg29365	XP_033128355.1
OG0013943	jg29327	XP_009110815.1
OG0013944	jg29323	XP_009148256.1
OG0013945	jg29312	XP_018515534.1
OG0013946	jg29308	XP_009110831.1
OG0013947	jg29301	XP_009148237.1
OG0013948	jg29296	XP_009148185.1
OG0013949	jg29290	XP_009148179.1
OG0013950	jg29227	XP_033128581.1
OG0013951	jg29215	XP_009148107.1
OG0013952	jg29210	XP_009148103.1
OG0013953	jg29203	XP_009110897.1
OG0013954	jg15797	XP_009104074.1
OG0013955	jg29142	XP_009148032.1
OG0013956	jg29099	XP_009110945.3
OG0013957	jg29092	XP_009110950.1
OG0013958	jg29078	XP_009118456.2
OG0013959	jg29063	XP_009110958.1
OG0013960	jg29036	XP_009110964.1
OG0013961	jg29035, jg29054	XP_009119004.1
OG0013962	jg29021	XP_009119034.1
OG0013963	jg28994	XP_009119062.1
OG0013964	jg28980	XP_009119070.1
OG0013965	jg28963	XP_009118553.1
OG0013966	jg28928	XP_009119114.1
OG0013967	jg28909	XP_009119127.2
OG0013968	jg28900	XP_009119134.2
OG0013969	jg28867	XP_009119166.1, XP_009118594.1
OG0013970	jg28838	XP_009114879.1
OG0013971	jg28817	XP_009119228.1
OG0013972	jg28813	XP_009119236.1
OG0013973	jg28795	XP_009119260.1
OG0013974	jg28771	XP_009119288.1
OG0013975	jg28749	XP_009119314.1
OG0013976	jg28741	XP_009118660.1, XP_009119324.1
OG0013977	jg28737	XP_009111120.1
OG0013978	jg28660	XP_009119541.1
OG0013979	jg28633	XP_009111165.1
OG0013980	jg28620	XP_009118720.1
OG0013981	jg28617	XP_033138338.1
OG0013982	jg28576	XP_009119619.1
OG0013983	jg19444	XP_009119648.1
OG0013984	jg28524	XP_033138117.1
OG0013985	jg28509	XP_009119677.1
OG0013986	jg28507	XP_009119679.1
OG0013987	jg28504	XP_009118799.1
OG0013988	jg28503	XP_033135952.1
OG0013989	jg28498	XP_009119684.1
OG0013990	jg28463	XP_009119708.2
OG0013991	jg28470	XP_009119703.2
OG0013992	jg28454	XP_009119716.2
OG0013993	jg28437	XP_009119737.1
OG0013994	jg28435	XP_009118838.1
OG0013995	jg19500	XP_033137722.1
OG0013996	jg28431	XP_018510349.1
OG0013997	jg14617	XP_009104720.1
OG0013998	jg28397	XP_009119762.1
OG0013999	jg5211	XP_009121712.1
OG0014000	jg5280	XP_009131418.2
OG0014001	jg5766	XP_009120911.1
OG0014002	jg5267	XP_009121661.1
OG0014003	jg5262	NP_001288960.1
OG0014004	jg5224	XP_033137824.1
OG0014005	jg5299	XP_009121633.1
OG0014006	jg5373	XP_009131468.1
OG0014007	jg5393	XP_009126064.1
OG0014008	jg5394	XP_009131490.1
OG0014009	jg5395	XP_009126065.3, XP_009131491.1
OG0014010	jg5399	XP_009121548.1
OG0014011	jg5402	XP_009121546.1
OG0014012	jg5418	XP_009126075.1
OG0014013	jg5419	XP_009131510.1
OG0014014	jg5433	XP_009121518.1
OG0014015	jg5441	XP_009126099.1
OG0014016	jg5444	XP_009126100.1
OG0014018	jg5501	XP_009121458.1
OG0014019	jg5508	XP_009121447.1
OG0014020	jg5530	XP_009126154.1
OG0014021	jg5543	XP_009126163.1
OG0014022	jg5552	XP_009121403.1
OG0014023	jg5575	XP_009126184.2, XP_009131595.2
OG0014024	jg5574	XP_009131594.1
OG0014025	jg5595	XP_009126195.1
OG0014026	jg5654	XP_009121006.1
OG0014027	jg3381	XP_009128208.1
OG0014028	jg5661	XP_009121002.1
OG0014029	jg5687	XP_009126251.1
OG0014030	jg5694	XP_009120969.1
OG0014031	jg5703	XP_009126267.1
OG0014032	jg5717	XP_033137926.1
OG0014033	jg5745	XP_009120932.1
OG0014034	jg5770	XP_009120909.1
OG0014035	jg5791	XP_009120899.2
OG0014036	jg6555	XP_009151146.1
OG0014037	jg6569	XP_009111715.1
OG0014038	jg6571	XP_033135110.1
OG0014039	jg6573	XP_009129907.1
OG0014040	jg6581	XP_009129905.1
OG0014041	jg6590	XP_009111732.1
OG0014042	jg20845	XP_009101771.1
OG0014043	jg6638	XP_009151193.1
OG0014044	jg6674	XP_033136595.1
OG0014045	jg6782	XP_009151251.1
OG0014046	jg21475	XP_009151696.1
OG0014047	jg21471	XP_009151731.2, XP_009151692.1
OG0014048	jg21459	XP_009151685.1
OG0014049	jg21455	XP_009151678.1
OG0014050	jg21369	XP_009151637.1
OG0014051	jg21434	XP_009151669.1
OG0014052	jg5166	XP_009131350.1
OG0014053	jg4513	XP_009125667.1
OG0014054	jg4530	XP_009122386.1
OG0014055	jg4518	XP_009122308.1
OG0014056	jg5306	XP_018512366.1
OG0014057	jg4489	XP_009122280.1
OG0014058	jg4446	XP_009125657.1
OG0014059	jg4441, jg4450	XP_009130951.2
OG0014060	jg4434	XP_009122265.1
OG0014061	jg21285	XP_009151600.1
OG0014062	jg4382	XP_009125638.1
OG0014063	jg4376	XP_009122219.1
OG0014064	jg4390, jg4359	XP_009122211.1
OG0014065	jg4350	XP_009122200.2
OG0014067	jg4340	XP_009122184.1
OG0014068	jg4333	XP_009130899.1
OG0014069	jg4324	XP_009122162.2
OG0014070	jg4307	XP_009122156.1
OG0014071	jg4304	XP_009130883.1
OG0014072	jg4282	XP_033137340.1
OG0014073	jg4277	XP_009122129.1
OG0014074	jg4232	XP_009122562.1
OG0014075	jg4234	XP_009122560.1
OG0014076	jg4239	XP_009122552.1
OG0014077	jg4242	XP_009122551.2
OG0014078	jg4223	XP_009130836.1
OG0014079	jg4218	XP_009122574.1
OG0014080	jg4216	XP_009130830.1
OG0014081	jg4211	XP_009122577.1
OG0014082	jg4207	XP_009122582.1
OG0014083	jg4187	XP_033137364.1
OG0014084	jg6495	XP_033129676.1
OG0014085	jg6442	XP_009129953.1
OG0014086	jg6443	XP_009151091.1
OG0014087	jg6408	XP_009151056.1
OG0014088	jg6289, jg6287	XP_033129292.1
OG0014089	jg6299	XP_009150963.1
OG0014090	jg6303	XP_009150967.1
OG0014091	jg6283	XP_009150951.1
OG0014092	jg6277	XP_009141975.1
OG0014093	jg6241	XP_009141829.1
OG0014094	jg6220	XP_009150901.1
OG0014095	jg26942	XP_009136133.1
OG0014096	jg6143	XP_009136395.1
OG0014097	jg6141	XP_009130132.1
OG0014098	jg23045	XP_009136428.2
OG0014099	jg23090	XP_009136473.1
OG0014100	jg23096	XP_033142393.1
OG0014101	jg23124	XP_009112000.1
OG0014102	jg9618	XP_033140148.1
OG0014103	jg23151	XP_009151327.1
OG0014104	jg23163	XP_033140936.1
OG0014105	jg23190	XP_018513042.2
OG0014106	jg23219	XP_009151386.1
OG0014107	jg23226	XP_018514945.1
OG0014108	jg23230	XP_009151399.1
OG0014109	jg23238	XP_009151407.1
OG0014110	jg23251	XP_009151412.1
OG0014111	jg23269	XP_009112054.1
OG0014112	jg23270	XP_009112053.1
OG0014113	jg22788	XP_009120388.1
OG0014114	jg22774	XP_009120375.1
OG0014115	jg22747	XP_009120346.1
OG0014116	jg15034	XP_033136974.1
OG0014117	jg15027	XP_033144798.1, XP_033137069.1
OG0014118	jg15021	XP_009115814.1
OG0014119	jg15014	XP_009115810.1
OG0014120	jg14987	XP_009149321.1
OG0014121	jg14962	XP_009136564.1
OG0014122	jg14939	XP_009115732.1
OG0014123	jg14938	XP_009143008.1
OG0014124	jg14921	XP_033143941.1, XP_009101936.1
OG0014125	jg14902	XP_009101795.1
OG0014126	jg14849	XP_009136522.1
OG0014127	jg14839	XP_009101436.1
OG0014128	jg14829	XP_009149706.1
OG0014129	jg14780, jg21515	XP_009152072.1
OG0014130	jg14775	XP_009151958.1
OG0014131	jg14754	XP_009151832.1
OG0014132	jg14741	XP_009149767.2
OG0014133	jg14685	XP_009150179.1
OG0014134	jg14672	XP_009151390.1
OG0014135	jg14639	XP_009150201.1
OG0014136	jg14629	XP_009150205.1
OG0014137	jg14616	XP_009149845.2
OG0014138	jg7475	XP_009108193.1
OG0014139	jg14585	XP_033129041.1
OG0014140	jg19883, jg14577	XP_009149878.1
OG0014141	jg14536	XP_009149909.1, XP_009150233.1
OG0014142	jg14530	XP_009149916.1
OG0014143	jg14528	XP_033128019.1
OG0014144	jg14495	XP_009149943.1
OG0014145	jg14494	XP_009149944.1
OG0014146	jg14443	XP_009150374.1
OG0014147	jg14427	XP_009150247.1
OG0014148	jg14403	XP_009149983.1
OG0014149	jg3017	XP_009106034.1
OG0014150	jg14363	XP_009150058.1
OG0014151	jg14354	XP_009150256.1
OG0014152	jg14338	XP_009150063.2
OG0014153	jg14297	XP_009150082.1
OG0014154	jg14294	XP_009150167.1, XP_033128510.1
OG0014155	jg14271	XP_009150092.1
OG0014156	jg14253	XP_009150318.1
OG0014157	jg14234	XP_009149728.1
OG0014158	jg14133	XP_009123301.1
OG0014159	jg14118	XP_009123291.1
OG0014160	jg14117	XP_009123290.1
OG0014161	jg14096	XP_009123284.1
OG0014162	jg19965	XP_009142356.1
OG0014163	jg7034	XP_033134165.1
OG0014164	jg13941	XP_009124119.1
OG0014165	jg2300	XP_009127568.1
OG0014166	jg2291	XP_009127562.1
OG0014167	jg2328	XP_009105337.1
OG0014168	jg607	XP_009112708.1
OG0014169	jg2375	XP_009105342.1
OG0014170	jg2377	XP_009105344.1
OG0014171	jg2433	XP_009105411.1
OG0014172	jg2440	XP_009105026.1
OG0014173	jg3711	XP_009106735.1
OG0014174	jg2506	XP_009127716.2
OG0014175	jg2514	XP_009105476.1
OG0014176	jg2520	XP_009105483.1
OG0014177	jg2523	XP_009127726.1
OG0014178	jg2543	XP_018508498.1, XP_018508551.2
OG0014179	jg2590	XP_009104977.1
OG0014180	jg2644	XP_009127788.1
OG0014181	jg2675	XP_009105728.1
OG0014182	jg2678	XP_009105733.2
OG0014183	jg2732	XP_009105782.1
OG0014184	jg2745	XP_009105789.1
OG0014185	jg2754	XP_009104920.1
OG0014186	jg2774	XP_009105809.1
OG0014187	jg2778	XP_033130212.1
OG0014188	jg2794	XP_009105829.1
OG0014189	jg2809	XP_009105847.1
OG0014190	jg2808	XP_009105848.1
OG0014191	jg2827	XP_009105862.1
OG0014192	jg2828	XP_009105863.1
OG0014193	jg3495	XP_009104581.1
OG0014194	jg3444	XP_009128248.1
OG0014195	jg3437	XP_009128242.1
OG0014196	jg3426	XP_018508797.1
OG0014197	jg3397	XP_009106393.1
OG0014198	jg3392	XP_009106390.1
OG0014199	jg3377	XP_018508291.1
OG0014200	jg3370	XP_009104633.1
OG0014201	jg3358	XP_033132028.1
OG0014202	jg3337	XP_009106336.1
OG0014203	jg3319	XP_009128183.1
OG0014204	jg3294	XP_009106294.1
OG0014205	jg3263	XP_009106259.1
OG0014206	jg3261	XP_033132298.1
OG0014207	jg3258	XP_009106253.2
OG0014208	jg3245	XP_009128142.1
OG0014209	jg3234	XP_009106232.1
OG0014210	jg3212	XP_009106206.1, XP_033141527.1
OG0014211	jg3188	XP_009104711.1
OG0014212	jg3186	XP_009106186.1
OG0014213	jg3166	XP_009106169.1
OG0014214	jg3162	XP_009106168.1
OG0014215	jg3142	XP_009106148.1
OG0014216	jg3130	XP_009106135.1
OG0014217	jg3121	XP_009128057.1
OG0014218	jg3097	XP_009106110.1
OG0014219	jg3093	XP_009106104.1
OG0014221	jg3078	XP_009106085.1
OG0014222	jg3067	XP_033141671.1
OG0014223	jg3064	XP_009106069.1
OG0014224	jg3043	XP_033139001.1
OG0014225	jg3040	XP_009106051.1
OG0014226	jg3030	XP_009106044.1
OG0014227	jg3027	XP_009106043.1
OG0014228	jg3024	XP_009106039.1
OG0014229	jg3019	XP_033141314.1
OG0014230	jg3013	XP_009106029.1
OG0014231	jg2986	XP_018511771.1
OG0014232	jg2966	XP_009105975.1
OG0014233	jg2960	XP_009104827.1
OG0014234	jg2925	XP_009104841.1
OG0014235	jg2912	XP_009105943.1
OG0014236	jg2901	XP_009105929.2
OG0014237	jg2897	XP_009105923.1
OG0014238	jg30268	XP_009149193.1
OG0014239	jg2881	XP_009104855.1
OG0014240	jg2880	XP_009104857.1
OG0014241	jg2875	XP_009105898.1
OG0014243	jg3579	XP_009104560.1
OG0014244	jg3587	XP_009104554.1
OG0014245	jg3595	XP_009106628.1
OG0014246	jg3602	XP_009106634.1
OG0014247	jg3619	XP_009106653.1
OG0014248	jg3623	XP_009106656.1
OG0014249	jg3624	XP_009106657.1, XP_009128350.1
OG0014250	jg3633	XP_009106666.1
OG0014251	jg3634	XP_009106668.1
OG0014252	jg3674	XP_009128387.1
OG0014253	jg3698	XP_018512117.1
OG0014254	jg3729	XP_009128425.1
OG0014255	jg3730	XP_009106752.1
OG0014256	jg3736	XP_009128433.1
OG0014257	jg3737	XP_009128435.1
OG0014258	jg3742	XP_009128437.1
OG0014259	jg3769	XP_009104440.1
OG0014260	jg3775	XP_009104434.1
OG0014261	jg3778	XP_018508688.1
OG0014262	jg3781	XP_009129157.1
OG0014263	jg3793	XP_009104422.1
OG0014264	jg3791	XP_018508583.1
OG0014265	jg25223	XP_033147409.1
OG0014266	jg25253	XP_009146567.1
OG0014267	jg25294	XP_018511612.1
OG0014268	jg25388	XP_009135334.1
OG0014269	jg25390	XP_009117391.1
OG0014271	jg25412	XP_009117197.1
OG0014272	jg25413	XP_009117189.1, XP_009146419.1
OG0014273	jg25417	XP_009146417.2
OG0014274	jg25474	XP_033148659.1, XP_009116753.1
OG0014275	jg25505	XP_009146508.1
OG0014276	jg25507	XP_009146309.2
OG0014277	jg25510	XP_033148691.1
OG0014278	jg25538	XP_009146282.2
OG0014279	jg25552	XP_009146270.1
OG0014280	jg25603	XP_033148677.1
OG0014281	jg25607	XP_009115379.1
OG0014282	jg25635	XP_009115163.1
OG0014283	jg6963	XP_009134071.1
OG0014284	jg25651	XP_033128853.1, XP_009146174.1
OG0014285	jg25653	XP_033128806.1
OG0014286	jg25686	XP_033143240.1, XP_009146146.2
OG0014287	jg25719	XP_009146077.1
OG0014288	jg25752	XP_009146058.1
OG0014289	jg25777	XP_009135508.1
OG0014290	jg25805	XP_009114415.1
OG0014291	jg25820	XP_033148276.1
OG0014292	jg25865	XP_018512859.2
OG0014293	jg25872	XP_009113839.1
OG0014294	jg25899	XP_009145969.1
OG0014295	jg25925	XP_033148105.1
OG0014296	jg25944	XP_009145919.1
OG0014297	jg17806	XP_009103687.1
OG0014298	jg25981	XP_009145888.1
OG0014299	jg26003	XP_033146041.1, XP_018514736.1, XP_033143071.1
OG0014300	jg26011	XP_009145859.1, XP_033146021.1
OG0014301	jg26023	XP_009145846.1
OG0014302	jg4220	XP_033144946.1
OG0014303	jg26057	XP_009145820.1
OG0014304	jg26058	XP_009145819.1
OG0014305	jg26059	XP_009145817.1
OG0014306	jg33106	XP_009107285.1
OG0014307	jg26086	XP_009145785.1
OG0014308	jg26088	XP_009135634.2
OG0014309	jg33122	XP_009147867.1
OG0014310	jg26124	XP_009145745.1
OG0014311	jg26134	XP_009111451.1
OG0014312	jg26137	XP_009111439.1
OG0014313	jg26180	XP_009145653.1
OG0014314	jg26183	XP_009145652.2
OG0014315	jg26194	XP_009145638.1
OG0014316	jg26207	XP_009124916.1
OG0014317	jg26208	XP_033148746.1
OG0014318	jg26210	XP_009145621.1
OG0014319	jg26247	XP_009145586.1
OG0014320	jg26252	XP_033146926.1
OG0014321	jg26255	XP_009145541.1
OG0014322	jg26257	XP_009145540.1
OG0014323	jg26347	XP_009109477.1
OG0014324	jg26327	XP_009145480.2
OG0014325	jg26324	XP_009145483.1
OG0014326	jg26317	XP_009145492.1
OG0014327	jg26316	XP_009145493.1
OG0014328	jg26365	XP_033134694.1, XP_009123485.1
OG0014329	jg26392	XP_009145444.1
OG0014330	jg26490	XP_009145311.1
OG0014331	jg5858	XP_009120842.1
OG0014332	jg26521	XP_009135832.1
OG0014333	jg26537	XP_009145245.1
OG0014334	jg26593	XP_009102622.1
OG0014335	jg26605	XP_033130728.1
OG0014336	jg26609	XP_033130293.1
OG0014337	jg26633	XP_009102590.1
OG0014338	jg11397	XP_009139570.1
OG0014339	jg26709	XP_033144224.1
OG0014340	jg26805, jg26741	XP_033130370.1
