Orthogroup	Arabidopsis_arenosa	Odontarrhena_muralis
OG0013534	jg4172	Om004G173180
OG0013536	jg4174	Om004G173110
OG0013537	jg5860	Om006G241680
OG0013539	jg5824	Om006G241200
OG0013540	jg5923	Om006G242300
OG0013541	jg5924	Om006G242310
OG0013542	jg5969	Om006G242870
OG0013543	jg5993	Om006G243240
OG0013544	jg6003	Om006G243330
OG0013545	jg6005	Om006G243350
OG0013546	jg6015	Om001G027900, Om006G243450
OG0013547	jg6114	Om006G244280
OG0013548	jg6116	Om006G244290
OG0013549	jg6120	Om006G244340
OG0013550	jg23016	Om006G244480
OG0013551	jg23013	Om006G244580
OG0013552	jg23012	Om006G244610
OG0013553	jg23002	Om006G244730
OG0013554	jg22993	Om006G244840
OG0013555	jg22946	Om006G245370
OG0013556	jg22884	Om006G246060
OG0013557	jg22877	Om006G246190
OG0013558	jg22875	Om006G246230
OG0013559	jg31316	Om007G288250
OG0013560	jg14506	Om006G266220
OG0013561	jg23291	Om006G234480
OG0013562	jg23303	Om006G234360
OG0013563	jg23327	Om006G234110
OG0013564	jg23337	Om006G233980
OG0013565	jg23354	Om006G233810
OG0013566	jg23390	Om006G233560
OG0013567	jg23396	Om006G233500
OG0013568	jg23402	Om004G163560
OG0013569	jg23409	Om006G233290
OG0013570	jg23416	Om006G233230
OG0013571	jg23419	Om006G233200
OG0013572	jg23439	Om006G233100
OG0013573	jg23443	Om006G233040
OG0013574	jg23450	Om006G232970
OG0013575	jg23456	Om006G232890
OG0013576	jg23462	Om006G232830
OG0013577	jg28008	Om002G085750
OG0013578	jg23480	Om006G232650
OG0013579	jg23485	Om006G232600
OG0013580	jg23511	Om006G232280
OG0013581	jg23528	Om006G232070
OG0013582	jg23558	Om006G231740
OG0013583	jg23592	Om006G231420
OG0013584	jg23593	Om006G231410, Om006G231360
OG0013585	jg29287, jg23597	Om006G231320
OG0013586	jg23607	Om006G231230
OG0013587	jg23615	Om006G231100
OG0013588	jg23626	Om006G230960
OG0013589	jg6395, jg23629	Om006G230920
OG0013590	jg23632	Om006G230890
OG0013591	jg23646	Om006G230730
OG0013592	jg23651	Om006G230640
OG0013593	jg23658	Om006G230540
OG0013594	jg23664	Om006G230470
OG0013595	jg23667	Om006G230440, Om006G230450
OG0013596	jg23669	Om006G230420
OG0013597	jg23689	Om006G230270
OG0013599	jg23709	Om006G230030
OG0013600	jg23718	Om006G229880
OG0013601	jg23729	Om006G229780
OG0013602	jg23759	Om006G229410
OG0013603	jg23767	Om006G229290
OG0013604	jg23776	Om006G229220
OG0013605	jg23781	Om006G229150
OG0013606	jg23785	Om006G229120
OG0013608	jg23795	Om006G229030
OG0013609	jg8233	Om004G157170
OG0013610	jg8231	Om004G157190
OG0013611	jg8229	Om004G157210
OG0013612	jg8166	Om004G157910
OG0013613	jg8191	Om004G157680
OG0013614	jg8212	Om004G157460
OG0013615	jg8214	Om004G157430
OG0013616	jg8215	Om004G157420
OG0013617	jg8119	Om004G158230
OG0013618	jg8129	Om004G158320
OG0013619	jg8130	Om004G158330
OG0013620	jg8139	Om004G158420
OG0013621	jg8143	Om004G158470
OG0013622	jg8099	Om004G158590
OG0013623	jg8070	Om004G158890
OG0013624	jg8067	Om004G158930
OG0013625	jg8046	Om004G159090
OG0013626	jg8048	Om004G159070
OG0013627	jg8044	Om004G159130
OG0013628	jg8034	Om004G159210
OG0013629	jg8033	Om004G159220
OG0013630	jg8027	Om004G159290
OG0013631	jg28584	Om005G179510
OG0013632	jg7982	Om004G159750
OG0013633	jg7944	Om004G160160
OG0013634	jg7867	Om004G160420
OG0013635	jg7865	Om004G160410
OG0013636	jg7864	Om004G160390
OG0013637	jg7878	Om004G160510
OG0013638	jg7881	Om004G160540
OG0013639	jg7903	Om004G160630
OG0013640	jg7914	Om004G160830
OG0013641	jg7916	Om007G302160
OG0013642	jg7928	Om007G302300
OG0013643	jg7937	Om007G302740
OG0013644	jg7938	Om007G302730
OG0013645	jg20773	Om007G292960
OG0013646	jg20787	Om007G277360
OG0013647	jg20790	Om007G277380
OG0013648	jg20800	Om007G277490
OG0013649	jg20832	Om007G277720
OG0013650	jg20850	Om007G277870
OG0013651	jg20866, jg20863	Om007G278000
OG0013652	jg20884	Om007G278080
OG0013653	jg18401	Om007G278600
OG0013654	jg18413	Om007G278530
OG0013655	jg18420, jg18418	Om007G278470
OG0013656	jg18422	Om007G278450
OG0013657	jg18300	Om007G279300, Om001G013670
OG0013658	jg18375	Om007G278800
OG0013659	jg18320	Om007G279480
OG0013660	jg18313	Om007G279380
OG0013661	jg18285	Om007G279650
OG0013662	jg18284	Om007G279660
OG0013663	jg18268	Om007G279830
OG0013664	jg18264	Om007G279880
OG0013665	jg18258	Om007G279930
OG0013666	jg18254	Om007G279970
OG0013667	jg18238	Om007G280130
OG0013668	jg18173	Om007G280750
OG0013669	jg18170	Om007G280800
OG0013670	jg18160	Om007G280940
OG0013671	jg18144	Om007G281100
OG0013672	jg18138	Om007G281160
OG0013673	jg18127	Om007G281220
OG0013674	jg18120	Om007G281250
OG0013675	jg18102	Om007G281340
OG0013676	jg18074	Om007G281710
OG0013677	jg18068	Om003G113800, Om007G281750
OG0013678	jg21884	Om005G177950, Om007G299360
OG0013679	jg18022	Om007G282140
OG0013680	jg17986	Om007G282300
OG0013681	jg17983	Om007G282340
OG0013682	jg17900	Om007G282990
OG0013683	jg17862	Om007G283200
OG0013684	jg8311	Om001G041630
OG0013685	jg17797	Om007G283710
OG0013686	jg17785	Om007G283810
OG0013687	jg17757	Om007G284060
OG0013688	jg17754	Om007G284110
OG0013689	jg17731	Om007G284200
OG0013690	jg17727	Om007G284230
OG0013691	jg17693	Om007G284480
OG0013692	jg17552	Om007G285210
OG0013694	jg17619	Om007G284860
OG0013695	jg17637	Om007G284800
OG0013696	jg17506	Om007G285360
OG0013697	jg17504	Om007G285370
OG0013698	jg17447	Om007G285440
OG0013699	jg21781	Om007G285480
OG0013700	jg17433	Om007G285550
OG0013701	jg17436	Om007G285580
OG0013702	jg18080	Om004G149280
OG0013703	jg32788	Om007G296310
OG0013704	jg17381	Om005G190580, Om007G294550
OG0013705	jg17371	Om008G327630
OG0013706	jg17352	Om006G243410
OG0013707	jg17324	Om004G151150
OG0013708	jg1285, jg17309	Om007G282160
OG0013709	jg24259	Om002G045650
OG0013710	jg17262	Om007G301800
OG0013711	jg17240	Om005G190390
OG0013712	jg17230	Om004G150330
OG0013713	jg17221	Om004G150690
OG0013714	jg17169	Om004G150500
OG0013715	jg9696	Om001G020740
OG0013716	jg9752	Om001G019390
OG0013717	jg23960	Om002G042830
OG0013718	jg14965	Om002G042370
OG0013719	jg23914	Om002G042330
OG0013720	jg23911	Om002G042300
OG0013721	jg23906	Om002G042280, Om002G042290
OG0013722	jg23898	Om002G042210
OG0013723	jg3813	Om004G177370
OG0013724	jg3821	Om004G177290
OG0013725	jg3830	Om004G177210
OG0013726	jg3835	Om004G177120
OG0013727	jg22472	Om003G118490
OG0013728	jg22334	Om003G116900
OG0013729	jg23999	Om002G043220
OG0013730	jg24001	Om002G043240
OG0013731	jg24027	Om002G043510
OG0013732	jg24032	Om002G043580
OG0013734	jg21353	Om007G307870
OG0013735	jg24091	Om002G044030
OG0013736	jg24122	Om002G044380
OG0013737	jg24153	Om002G044670
OG0013738	jg24161	Om002G044730
OG0013739	jg24166	Om002G044800
OG0013740	jg9730	Om001G026140
OG0013741	jg24201	Om002G045090
OG0013742	jg24218	Om002G045260
OG0013743	jg24226	Om002G045340
OG0013744	jg24287, jg24229	Om002G045360
OG0013745	jg24245, jg25578	Om002G045520
OG0013746	jg24247	Om002G045540
OG0013747	jg24277	Om002G045850, Om003G100000
OG0013748	jg24315	Om002G046210
OG0013749	jg24310	Om002G045990
OG0013750	jg24334	Om002G046280
OG0013751	jg24335	Om002G046300
OG0013752	jg24342	Om002G046370
OG0013753	jg24345	Om002G046420
OG0013754	jg24369	Om002G046620
OG0013755	jg24375	Om002G046700
OG0013756	jg24386	Om002G046850
OG0013757	jg24393	Om002G046970
OG0013758	jg24420	Om002G047260
OG0013759	jg24438	Om002G047460
OG0013760	jg24425	Om002G047310
OG0013761	jg24482	Om002G047910
OG0013762	jg24493	Om002G048050
OG0013763	jg24520	Om002G048270
OG0013764	jg24522	Om002G048290
OG0013765	jg24549	Om002G048650
OG0013766	jg24574	Om002G048980
OG0013767	jg24589	Om002G049100
OG0013768	jg24614	Om002G049330
OG0013769	jg27037	Om002G069260, Om002G049370
OG0013770	jg24626	Om002G049450
OG0013771	jg24666	Om002G049850
OG0013772	jg24693	Om002G050110
OG0013773	jg7474	Om008G350940
OG0013774	jg24730	Om002G050510
OG0013775	jg24732	Om002G050530
OG0013776	jg24757	Om002G050820
OG0013777	jg24764	Om002G050890
OG0013778	jg24781	Om002G051100
OG0013779	jg24806	Om002G051340
OG0013780	jg19298	Om008G329950
OG0013782	jg19248	Om008G330620
OG0013783	jg15538	Om006G251300
OG0013784	jg19225	Om008G331260
OG0013785	jg19196	Om008G331420
OG0013786	jg19188	Om008G331530
OG0013787	jg19180	Om008G331720
OG0013788	jg19177	Om008G331760
OG0013789	jg19127	Om008G332180
OG0013790	jg19137	Om008G332450
OG0013791	jg19098, jg19140	Om008G332460
OG0013793	jg17789	Om008G332590
OG0013794	jg19079	Om008G332800
OG0013795	jg19069	Om008G333010
OG0013796	jg19056	Om008G333250
OG0013798	jg18760	Om008G337410
OG0013799	jg18793	Om008G336970
OG0013800	jg18804	Om008G336800
OG0013801	jg18815	Om008G336660
OG0013802	jg18824	Om008G336540
OG0013803	jg18830	Om008G336470
OG0013804	jg18839	Om008G336370
OG0013805	jg18846	Om008G336260
OG0013806	jg18878	Om008G335860
OG0013807	jg18914, jg6867	Om008G335390
OG0013808	jg18916	Om008G335360
OG0013809	jg18928	Om008G335200
OG0013810	jg18974	Om008G334570
OG0013811	jg18973	Om008G334580
OG0013812	jg18968	Om008G334610
OG0013813	jg11880	Om003G105810, Om007G296240
OG0013814	jg18710	Om008G338130
OG0013816	jg30010	Om005G195910
OG0013817	jg30115	Om005G197190
OG0013818	jg30137	Om005G197490
OG0013819	jg30139	Om005G197510
OG0013820	jg30146	Om005G197580
OG0013821	jg30166, jg30155, jg30178	Om005G197680
OG0013822	jg30189, jg30202	Om005G197780
OG0013823	jg29828	Om005G193490
OG0013824	jg30240	Om005G198280
OG0013825	jg30256	Om005G198430
OG0013826	jg30257	Om005G198440, Om006G262520
OG0013827	jg33025	Om004G146940
OG0013828	jg30265	Om005G198670
OG0013829	jg30300	Om005G199170
OG0013830	jg30312	Om005G199410
OG0013831	jg30349	Om005G199820
OG0013832	jg30332	Om005G199610
OG0013833	jg30325	Om005G199530
OG0013834	jg30323	Om005G199500
OG0013835	jg30362	Om005G200000
OG0013836	jg30383	Om005G200330
OG0013838	jg30440	Om005G201000
OG0013839	jg30443	Om005G201040
OG0013840	jg30451	Om005G201180
OG0013841	jg30455	Om005G201210
OG0013842	jg30464	Om005G201350
OG0013843	jg30485	Om005G201550
OG0013844	jg30488	Om005G201580
OG0013845	jg30506	Om005G201850
OG0013846	jg30514	Om005G201930
OG0013847	jg30533	Om005G202160
OG0013848	jg30588	Om005G202600
OG0013849	jg30626	Om005G202930
OG0013850	jg30643	Om005G203140
OG0013851	jg30681	Om005G203580
OG0013852	jg30689	Om005G203680
OG0013853	jg30691	Om005G203690
OG0013854	jg30703	Om005G203870, Om005G203880
OG0013855	jg30707	Om005G203920
OG0013856	jg30717	Om005G204030
OG0013857	jg30727	Om005G204150
OG0013858	jg30765	Om005G204500
OG0013859	jg30837	Om005G205250
OG0013860	jg30838	Om005G205260
OG0013861	jg30840	Om005G205280
OG0013862	jg30841	Om005G205320
OG0013863	jg30908	Om004G143740
OG0013864	jg30980	Om004G144620
OG0013865	jg30982	Om004G144630
OG0013866	jg31028	Om004G145070
OG0013867	jg31061, jg31069	Om004G145370
OG0013868	jg31072, jg31064	Om004G145380
OG0013869	jg31075	Om004G145400
OG0013870	jg31092	Om002G084460
OG0013871	jg31103	Om004G146190
OG0013872	jg31140	Om004G146690
OG0013873	jg31142	Om004G146710
OG0013874	jg31155	Om005G189130
OG0013875	jg31222	Om004G147760
OG0013876	jg2295	Om005G212230
OG0013877	jg31246	Om004G148180
OG0013878	jg31259	Om004G148270
OG0013879	jg32657	Om004G148520
OG0013880	jg10034	Om003G096840
OG0013882	jg10000	Om007G285630
OG0013883	jg9999	Om007G285650
OG0013884	jg9983	Om007G285780
OG0013886	jg9954	Om007G286040
OG0013887	jg9952	Om007G286070
OG0013888	jg9128	Om001G029570
OG0013889	jg17081	Om004G151730
OG0013890	jg17047	Om004G151570
OG0013891	jg17050	Om004G151580
OG0013892	jg17041	Om004G151380
OG0013893	jg9070	Om001G030390
OG0013894	jg17030	Om004G151450
OG0013895	jg17029	Om004G151460
OG0013897	jg17016	Om004G152370, Om004G154520
OG0013898	jg17056	Om001G001490
OG0013899	jg17063	Om004G151640
OG0013900	jg16830	Om005G203740
OG0013901	jg16747	Om004G154400
OG0013902	jg3268	Om004G137020
OG0013903	jg3267	Om004G137010
OG0013904	jg16692	Om004G154180
OG0013905	jg16672	Om004G153830
OG0013906	jg16657	Om004G153670
OG0013907	jg16627	Om004G153530
OG0013908	jg16625	Om004G153510
OG0013909	jg16620	Om004G153470
OG0013910	jg16589, jg27665, jg27666	Om004G155790
OG0013912	jg16545	Om004G156190
OG0013913	jg16512	Om004G156490
OG0013915	jg30006	Om005G195860
OG0013916	jg29953	Om005G195150
OG0013917	jg29951	Om005G195140
OG0013919	jg29908	Om005G194460
OG0013920	jg29891	Om005G194250
OG0013922	jg29844	Om005G194950, Om005G193730
OG0013923	jg29835	Om005G193670
OG0013924	jg29829	Om005G193500
OG0013925	jg29815	Om005G193350
OG0013926	jg29792	Om005G193010
OG0013927	jg29758	Om005G192580
OG0013928	jg29733	Om005G192240
OG0013929	jg29730	Om005G192220
OG0013930	jg29642	Om005G191290
OG0013931	jg29630	Om005G191130
OG0013932	jg29629	Om005G191120
OG0013933	jg29614	Om005G190920
OG0013934	jg29610	Om005G190860
OG0013935	jg29518	Om005G189880
OG0013936	jg29510	Om005G189790
OG0013937	jg29482	Om005G189490
OG0013938	jg27004	Om002G077060
OG0013939	jg27003	Om002G077070
OG0013940	jg6783	Om002G063450
OG0013941	jg29361	Om005G188220
OG0013942	jg29365	Om005G188270
OG0013943	jg29327	Om005G187850
OG0013944	jg29323	Om005G187740
OG0013945	jg29312	Om005G187570
OG0013946	jg29308	Om005G187530
OG0013947	jg29301	Om005G187480, Om006G262950
OG0013948	jg29296	Om005G187430
OG0013949	jg29290	Om005G187360
OG0013950	jg29227	Om005G186680, Om006G261420
OG0013951	jg29215	Om005G186550
OG0013952	jg29210	Om005G186480
OG0013953	jg29203	Om005G186390
OG0013954	jg15797	Om003G120970
OG0013955	jg29142	Om005G185700
OG0013956	jg29099	Om005G185200, Om005G185210
OG0013957	jg29092	Om005G185110
OG0013958	jg29078	Om005G184840, Om005G184830
OG0013959	jg29063	Om005G184620
OG0013960	jg29036	Om005G184530
OG0013961	jg29035, jg29054	Om005G184520
OG0013962	jg29021	Om005G184210
OG0013963	jg28994	Om005G183910
OG0013964	jg28980	Om005G183730
OG0013965	jg28963	Om005G183590
OG0013966	jg28928	Om005G183200
OG0013967	jg28909	Om005G183060
OG0013968	jg28900	Om005G182970
OG0013969	jg28867	Om005G182640
OG0013970	jg28838	Om005G182280
OG0013971	jg28817	Om005G182120
OG0013972	jg28813	Om005G182050
OG0013973	jg28795	Om005G181870
OG0013974	jg28771	Om005G181610
OG0013975	jg28749	Om005G181370
OG0013976	jg28741	Om005G181280
OG0013977	jg28737	Om005G181240
OG0013978	jg28660	Om005G180370
OG0013979	jg28633	Om005G180060
OG0013980	jg28620	Om005G179910
OG0013981	jg28617	Om005G179870
OG0013982	jg28576	Om005G179450
OG0013983	jg19444	Om005G179040
OG0013984	jg28524	Om005G178900
OG0013985	jg28509	Om005G178740
OG0013986	jg28507	Om005G178720
OG0013987	jg28504	Om005G178690
OG0013988	jg28503	Om005G178650, Om005G178660
OG0013989	jg28498	Om005G178590
OG0013990	jg28463	Om005G178320
OG0013991	jg28470	Om005G178380
OG0013992	jg28454	Om005G178190
OG0013993	jg28437	Om005G177940
OG0013994	jg28435	Om005G177910
OG0013995	jg19500	Om004G172260
OG0013996	jg28431	Om005G177860
OG0013997	jg14617	Om005G177640
OG0013998	jg28397	Om005G177560
OG0013999	jg5211	Om007G301940
OG0014000	jg5280	Om004G156800, Om007G301090
OG0014001	jg5766	Om007G294910
OG0014002	jg5267	Om007G301300
OG0014003	jg5262	Om007G301330
OG0014004	jg5224	Om007G301770
OG0014005	jg5299	Om007G300820
OG0014006	jg5373	Om007G299780
OG0014007	jg5393	Om007G299460
OG0014008	jg5394	Om007G299440
OG0014009	jg5395	Om007G299430
OG0014010	jg5399	Om007G299350
OG0014011	jg5402	Om007G299310
OG0014012	jg5418	Om007G299130
OG0014013	jg5419	Om007G299110, Om007G299080
OG0014014	jg5433	Om007G298900
OG0014016	jg5444	Om007G298700
OG0014018	jg5501	Om007G297910
OG0014019	jg5508	Om007G297810
OG0014020	jg5530	Om007G297500
OG0014021	jg5543	Om007G297380
OG0014022	jg5552	Om007G297300
OG0014023	jg5575	Om007G297100
OG0014024	jg5574	Om007G297110
OG0014025	jg5595	Om007G296750
OG0014026	jg5654	Om007G296110
OG0014027	jg3381	Om004G135130
OG0014028	jg5661	Om007G296070
OG0014029	jg5687	Om007G295850
OG0014030	jg5694	Om007G295730
OG0014031	jg5703	Om007G295620, Om007G295660
OG0014032	jg5717	Om007G295370
OG0014033	jg5745	Om007G295030
OG0014034	jg5770	Om007G294850
OG0014035	jg5791	Om007G294710
OG0014036	jg6555	Om007G294400
OG0014037	jg6569	Om007G294340
OG0014038	jg6571	Om007G294320
OG0014039	jg6573	Om007G294300
OG0014040	jg6581	Om007G294270
OG0014041	jg6590	Om007G294190, Om007G286360
OG0014042	jg20845	Om007G277820
OG0014043	jg6638	Om007G293760
OG0014044	jg6674	Om007G293500
OG0014045	jg6782	Om008G332490
OG0014046	jg21475	Om001G001420
OG0014047	jg21471	Om007G305610
OG0014048	jg21459	Om005G196430
OG0014049	jg21455	Om009G363020, Om007G305890
OG0014050	jg21369	Om007G308120
OG0014051	jg21434	Om007G306230
OG0014052	jg5166	Om004G161300
OG0014053	jg4513	Om004G169730, Om004G169830
OG0014054	jg4530	Om002G079320, Om004G169540
OG0014055	jg4518	Om004G169650
OG0014056	jg5306	Om007G300770, Om004G129740
OG0014057	jg4489	Om004G170010
OG0014058	jg4446	Om004G170040
OG0014059	jg4441, jg4450	Om004G170090
OG0014060	jg4434	Om004G170160
OG0014061	jg21285	Om007G313470
OG0014062	jg4382	Om004G170560
OG0014063	jg4376	Om004G170640
OG0014064	jg4390, jg4359	Om004G170810
OG0014065	jg4350	Om004G170970
OG0014067	jg4340	Om004G171110
OG0014068	jg4333	Om004G171190
OG0014069	jg4324	Om004G171280
OG0014070	jg4307	Om004G171480
OG0014071	jg4304	Om004G171510
OG0014072	jg4282	Om004G171850
OG0014073	jg4277	Om004G171900
OG0014074	jg4232	Om004G172460
OG0014075	jg4234	Om004G172440
OG0014076	jg4239	Om004G172380
OG0014077	jg4242	Om004G172360
OG0014078	jg4223	Om006G230560, Om004G172560
OG0014079	jg4218	Om004G172600
OG0014080	jg4216	Om004G172630
OG0014081	jg4211	Om004G172670
OG0014082	jg4207	Om004G172730
OG0014083	jg4187	Om004G173000
OG0014084	jg6495	Om006G240700
OG0014085	jg6442	Om006G240350
OG0014086	jg6443	Om006G240360
OG0014087	jg6408	Om006G240040
OG0014088	jg6289, jg6287	Om006G238940
OG0014089	jg6299	Om006G239020
OG0014090	jg6303	Om006G239040
OG0014091	jg6283	Om006G238910
OG0014092	jg6277	Om006G238850
OG0014093	jg6241	Om006G238510
OG0014094	jg6220	Om006G238260
OG0014095	jg26942	Om002G075990
OG0014096	jg6143	Om006G237490
OG0014097	jg6141	Om006G237470
OG0014098	jg23045	Om006G237170
OG0014099	jg23090	Om006G236650
OG0014100	jg23096	Om006G236590
OG0014101	jg23124	Om006G236330
OG0014102	jg9618	Om001G022160
OG0014103	jg23151	Om006G236000
OG0014104	jg23163	Om006G235870
OG0014105	jg23190	Om006G235610
OG0014106	jg23219	Om006G235150
OG0014107	jg23226	Om006G235060
OG0014108	jg23230	Om006G235030
OG0014109	jg23238	Om006G234970
OG0014110	jg23251	Om006G234870
OG0014111	jg23269	Om006G234720
OG0014112	jg23270	Om006G234710
OG0014113	jg22788	Om006G247380
OG0014114	jg22774	Om006G247530
OG0014115	jg22747	Om006G247830
OG0014116	jg15034	Om006G257250
OG0014117	jg15027	Om006G257310
OG0014118	jg15021	Om006G257390
OG0014119	jg15014	Om006G257440
OG0014120	jg14987	Om006G257730
OG0014121	jg14962	Om006G258140
OG0014123	jg14938	Om004G146820
OG0014124	jg14921	Om006G258600
OG0014125	jg14902	Om006G258740
OG0014126	jg14849	Om006G259600
OG0014127	jg14839	Om006G259710
OG0014128	jg14829	Om006G259960
OG0014129	jg14780, jg21515	Om006G260340
OG0014130	jg14775	Om006G260410
OG0014131	jg14754	Om006G260830
OG0014132	jg14741	Om006G260910
OG0014133	jg14685	Om006G261650
OG0014134	jg14672	Om006G261880
OG0014135	jg14639	Om006G262910, Om006G263040
OG0014136	jg14629	Om006G263080
OG0014138	jg7475	Om003G098700
OG0014139	jg14585	Om003G102000
OG0014140	jg19883, jg14577	Om006G263960
OG0014141	jg14536	Om006G265710
OG0014142	jg14530	Om008G333460
OG0014143	jg14528	Om006G265790
OG0014144	jg14495	Om006G266340
OG0014145	jg14494	Om006G266440
OG0014146	jg14443	Om006G266880
OG0014147	jg14427	Om006G267150
OG0014148	jg14403	Om006G267200
OG0014149	jg3017	Om004G140570
OG0014150	jg14363	Om006G267560
OG0014151	jg14354	Om004G166230, Om006G268130
OG0014152	jg14338	Om006G268040
OG0014153	jg14297	Om006G267800
OG0014155	jg14271	Om006G267780
OG0014156	jg14253	Om007G278550
OG0014157	jg14234	Om006G268850
OG0014158	jg14133	Om006G268740
OG0014159	jg14118	Om006G268730
OG0014160	jg14117	Om006G268720
OG0014161	jg14096	Om006G268700
OG0014162	jg19965	Om002G080520, Om008G321760
OG0014163	jg7034	Om003G107180
OG0014164	jg13941	Om006G249270
OG0014165	jg2300	Om005G212180
OG0014166	jg2291	Om005G212280
OG0014167	jg2328	Om005G211870
OG0014168	jg607	Om005G225400
OG0014169	jg2375	Om005G211720
OG0014170	jg2377	Om005G211700
OG0014171	jg2433	Om005G210620
OG0014172	jg2440	Om005G210510
OG0014173	jg3711	Om003G095700
OG0014174	jg2506	Om005G209610
OG0014175	jg2514	Om005G209520
OG0014176	jg2520	Om005G209460
OG0014177	jg2523	Om005G209440
OG0014178	jg2543	Om005G209240
OG0014179	jg2590	Om005G208490
OG0014180	jg2644	Om005G207860
OG0014181	jg2675	Om005G207410, Om003G110740
OG0014182	jg2678	Om005G207350
OG0014183	jg2732	Om005G206690
OG0014184	jg2745	Om005G206590
OG0014185	jg2754	Om005G206500
OG0014186	jg2774	Om005G206350
OG0014187	jg2778	Om005G206300
OG0014188	jg2794	Om005G206040
OG0014189	jg2809	Om005G205870
OG0014190	jg2808	Om005G205860
OG0014191	jg2827	Om004G143240
OG0014192	jg2828	Om004G143230
OG0014193	jg3495	Om004G133630
OG0014194	jg3444	Om004G134350
OG0014195	jg3437	Om004G134420
OG0014196	jg3426	Om004G134570
OG0014197	jg3397	Om004G134960
OG0014198	jg3392	Om004G135000
OG0014199	jg3377	Om004G135200
OG0014200	jg3370	Om004G135240
OG0014201	jg3358	Om004G135390
OG0014202	jg3337	Om004G135650
OG0014203	jg3319	Om004G135880
OG0014204	jg3294	Om004G136260
OG0014205	jg3263	Om004G136970
OG0014206	jg3261	Om004G136940
OG0014207	jg3258	Om004G136900
OG0014208	jg3245	Om004G137070
OG0014209	jg3234	Om004G137370
OG0014210	jg3212	Om004G138320
OG0014211	jg3188	Om004G137920
OG0014212	jg3186	Om004G137910
OG0014213	jg3166	Om004G138460
OG0014214	jg3162	Om004G138910
OG0014215	jg3142	Om004G138640
OG0014216	jg3130	Om004G138950
OG0014217	jg3121	Om004G139080
OG0014218	jg3097	Om004G139500
OG0014219	jg3093	Om004G139570
OG0014221	jg3078	Om004G139760
OG0014222	jg3067	Om004G139940
OG0014223	jg3064	Om004G139970
OG0014224	jg3043	Om006G260560, Om004G140200
OG0014225	jg3040	Om004G140240, Om006G260510
OG0014226	jg3030	Om004G140350
OG0014227	jg3027	Om004G140410
OG0014228	jg3024	Om004G140450
OG0014229	jg3019	Om004G140550
OG0014230	jg3013	Om004G140710
OG0014231	jg2986	Om004G141110
OG0014232	jg2966	Om004G141680
OG0014233	jg2960	Om004G141770
OG0014235	jg2912	Om004G142180
OG0014236	jg2901	Om004G142360
OG0014237	jg2897	Om004G142400
OG0014238	jg30268	Om005G198720
OG0014239	jg2881	Om004G142530
OG0014240	jg2880	Om004G142540
OG0014241	jg2875	Om004G142610
OG0014243	jg3579	Om004G132410
OG0014244	jg3587	Om004G132290
OG0014245	jg3595	Om004G132180
OG0014246	jg3602	Om004G132110
OG0014247	jg3619	Om004G131920, Om004G131910
OG0014248	jg3623	Om004G131870
OG0014249	jg3624	Om004G131860
OG0014250	jg3633	Om004G131740
OG0014251	jg3634	Om004G131720
OG0014252	jg3674	Om004G131180
OG0014253	jg3698	Om004G130840
OG0014254	jg3729	Om004G130380
OG0014255	jg3730	Om004G130350
OG0014256	jg3736	Om004G130290
OG0014257	jg3737	Om004G130280
OG0014258	jg3742	Om004G130230
OG0014259	jg3769	Om004G129880
OG0014260	jg3775	Om004G129770
OG0014261	jg3778	Om004G129720, Om004G129750, Om004G148750
OG0014262	jg3781	Om004G129680
OG0014263	jg3793	Om004G129550
OG0014264	jg3791	Om004G129570
OG0014265	jg25223	Om002G056460
OG0014266	jg25253	Om002G056830
OG0014267	jg25294	Om002G057220
OG0014268	jg25388	Om002G058390
OG0014269	jg25390	Om002G058410
OG0014271	jg25412	Om002G058690
OG0014272	jg25413	Om002G058720
OG0014273	jg25417	Om002G058790
OG0014274	jg25474	Om002G059590
OG0014275	jg25505	Om002G060010
OG0014276	jg25507	Om002G060040
OG0014277	jg25510	Om002G060090
OG0014278	jg25538	Om002G060330
OG0014279	jg25552	Om002G060510
OG0014280	jg25603	Om002G061170
OG0014281	jg25607	Om002G061230
OG0014282	jg25635	Om002G061620
OG0014283	jg6963	Om002G043330
OG0014284	jg25651	Om002G061870
OG0014285	jg25653	Om002G061890
OG0014286	jg25686	Om002G062390
OG0014287	jg25719	Om002G062760
OG0014288	jg25752	Om002G063170
OG0014289	jg25777	Om002G063490
OG0014290	jg25805	Om002G063710
OG0014291	jg25820	Om002G063800
OG0014292	jg25865	Om002G064240
OG0014293	jg25872	Om002G064310
OG0014294	jg25899	Om002G064570
OG0014295	jg25925	Om002G064790
OG0014296	jg25944	Om002G065140
OG0014297	jg17806	Om007G283630
OG0014298	jg25981	Om002G065530
OG0014300	jg26011	Om002G065900
OG0014301	jg26023	Om002G066090
OG0014303	jg26057	Om002G066550
OG0014304	jg26058	Om002G066560
OG0014305	jg26059	Om002G066570
OG0014306	jg33106	Om003G097830
OG0014307	jg26086	Om002G066800
OG0014308	jg26088	Om002G066820
OG0014309	jg33122	Om003G097670
OG0014310	jg26124	Om002G067210
OG0014311	jg26134	Om002G067300
OG0014312	jg26137	Om002G067340
OG0014313	jg26180	Om002G067960
OG0014314	jg26183	Om002G067970
OG0014315	jg26194	Om002G068100
OG0014316	jg26207	Om002G068290
OG0014317	jg26208	Om002G068300
OG0014318	jg26210	Om002G068320
