Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_NCBI
OG0017333	XP_018456637.1	XP_002887503.1
OG0017334	XP_018469832.1	XP_020889879.1
OG0017335	XP_018468455.1	XP_002887551.1
OG0017336	XP_018451996.1	XP_002888685.1
OG0017337	XP_018468331.1	XP_020891387.1
OG0017338	XP_018470743.1	XP_002887212.1
OG0017339	XP_018472093.1	XP_002888697.1
OG0017340	XP_018468549.1	XP_020889982.1
OG0017341	XP_018433570.1, XP_018472438.1	XP_020874424.1
OG0017342	XP_018470158.1	XP_002867444.1
OG0017343	XP_018443717.1, XP_018458814.1	XP_020874354.1
OG0017344	XP_018451407.1, XP_018451409.1	XP_020867782.1
OG0017345	XP_018478274.1	XP_002870743.1
OG0017346	XP_018482358.1	XP_020872975.1
OG0017347	XP_018490906.1	XP_020880183.1
OG0017348	XP_018441283.1	XP_020880182.1
OG0017349	XP_018478594.1	XP_002877109.1
OG0017350	XP_018435659.1	XP_020880749.1
OG0017351	XP_018480523.1	XP_020882137.1
OG0017352	XP_018483722.1	XP_020880866.1
OG0017353	XP_018441583.1	XP_002875340.1
OG0017354	XP_018483054.1	XP_020880229.1
OG0017355	XP_018481913.1	XP_020882407.1
OG0017356	XP_018460920.1, XP_018477077.1	XP_002876925.1
OG0017357	XP_018472214.1	XP_020890538.1
OG0017358	XP_018457609.1	XP_002887247.1
OG0017359	XP_018455371.1, XP_018455346.1	XP_002887243.2
OG0017360	XP_018445317.1	XP_020889785.1
OG0017361	XP_018452012.1	XP_002887239.1
OG0017362	XP_018455123.1	XP_020891725.1
OG0017363	XP_018453340.1	XP_002865230.1
OG0017364	XP_018455420.1	XP_002863465.1
OG0017365	XP_018477465.1	XP_020866142.1
OG0017367	XP_018468767.1	XP_002894260.1
OG0017368	XP_018470138.1	XP_002894263.1
OG0017369	XP_018447571.1	XP_020867311.1
OG0017370	XP_018465622.1	XP_020870874.1
OG0017372	XP_018439849.1	XP_002891678.1
OG0017373	XP_018486989.1	XP_020868132.1
OG0017374	XP_018486398.1	XP_020868134.1
OG0017375	XP_018462990.1	XP_002894385.1
OG0017376	XP_018489372.1	XP_002891706.1
OG0017377	XP_018439606.1	XP_002894401.1
OG0017378	XP_018452190.1	XP_020869244.1
OG0017379	XP_018478316.1	XP_002863728.1
OG0017380	XP_018447189.1	XP_020873943.1
OG0017382	XP_018478082.1, XP_018476658.1	XP_020883904.1
OG0017383	XP_018476657.1	XP_002881292.1
OG0017384	XP_018478925.1	XP_002879462.1
OG0017385	XP_018482769.1, XP_018482768.1	XP_002879469.2
OG0017386	XP_018434321.1	XP_002881310.2
OG0017387	XP_018479885.1	XP_020882747.1
OG0017388	XP_018435028.1	XP_020882980.1
OG0017389	XP_018484194.1	XP_002881367.2
OG0017390	XP_018440885.1	XP_002881378.1
OG0017391	XP_018437024.1	XP_002881393.1
OG0017392	XP_018441941.1	XP_002879553.1
OG0017393	XP_018474081.1	XP_020883735.1
OG0017395	XP_018472177.1	XP_020874434.1
OG0017396	XP_018447036.1	XP_002867963.1
OG0017397	XP_018480780.1	XP_020874545.1
OG0017398	XP_018483189.1	XP_002867976.1
OG0017399	XP_018467684.1	XP_002870032.1
OG0017400	XP_018469736.1	XP_002870053.1
OG0017401	XP_018472358.1	XP_002877513.1
OG0017402	XP_018438428.1	XP_002880471.2
OG0017403	XP_018468911.1	XP_020882822.1
OG0017404	XP_018433717.1	XP_002876051.1
OG0017405	XP_018478195.1	XP_002876047.1
OG0017406	XP_018436113.1	XP_002877756.1
OG0017407	XP_018469243.1	XP_020887034.1
OG0017408	XP_018457036.1	XP_002864127.2
OG0017409	XP_018484712.1	XP_020887118.1
OG0017410	XP_018472234.1	XP_020889549.1
OG0017411	XP_018433966.1	XP_002885891.1
OG0017412	XP_018433366.1	XP_020889059.1
OG0017414	XP_018441548.1	XP_020888015.1
OG0017415	XP_018432982.1	XP_002884011.2
OG0017416	XP_018493335.1	XP_020888184.1
OG0017417	XP_018444676.1	XP_020873400.1
OG0017418	XP_018468066.1	XP_002867763.2
OG0017419	XP_018493453.1	XP_002890730.1
OG0017420	XP_018471883.1	XP_020873474.1
OG0017421	XP_018478552.1	XP_002865649.1
OG0017422	XP_018469280.1	XP_020872050.1
OG0017423	XP_018471795.1	XP_002867881.1
OG0017424	XP_018487243.1	XP_002885854.1
OG0017425	XP_018479362.1	XP_002875510.2
OG0017426	XP_018471314.1	XP_020874074.1
OG0017427	XP_018471657.1	XP_002869885.1
OG0017428	XP_018468801.1	XP_002867843.2
OG0017429	XP_018482320.1	XP_020873783.1
OG0017430	XP_018471985.1	XP_020873370.1
OG0017431	XP_018470721.1	XP_020874059.1
OG0017433	XP_018432596.1	XP_002885245.1
OG0017434	XP_018438888.1	XP_020886381.1
OG0017435	XP_018438891.1	XP_020886385.1
OG0017437	XP_018491279.1, XP_018491518.1	XP_002884257.1
OG0017438	XP_018491516.1	XP_020886461.1
OG0017439	XP_018432713.1	XP_002884268.1
OG0017440	XP_018490991.1	XP_020886667.1
OG0017441	XP_018465729.1	XP_020886666.1
OG0017442	XP_018433600.1	XP_020882271.1
OG0017443	XP_018462228.1, XP_018469107.1	XP_002886598.1
OG0017444	XP_018455512.1	XP_002866762.1
OG0017445	XP_018467061.1	XP_020889457.1
OG0017446	XP_018440282.1	XP_002865082.1
OG0017447	XP_018481915.1, XP_018483779.1	XP_020871822.1
OG0017448	XP_018456590.1	XP_002866777.2
OG0017449	XP_018456589.1	XP_020871738.1
OG0017450	XP_018452126.1	XP_002866778.1
OG0017452	XP_018488889.1	XP_002878513.1
OG0017453	XP_018488890.1	XP_020882121.1
OG0017454	XP_018459634.1	XP_020879984.1
OG0017455	XP_018441900.1, XP_018441901.1	XP_020882620.1
OG0017456	XP_018481164.1	XP_002878491.1
OG0017457	XP_018490225.1	XP_002878468.1
OG0017458	XP_018488815.1	XP_002876666.1
OG0017459	XP_018444918.1	XP_002876639.1
OG0017460	XP_018444910.1	XP_002878412.1
OG0017461	XP_018442229.1	XP_020880421.1
OG0017462	XP_018442226.1	XP_002878352.1
OG0017463	XP_018486064.1	XP_002876583.1
OG0017464	XP_018488049.1	XP_002876581.1
OG0017465	XP_018492662.1	XP_020880129.1
OG0017466	XP_018480320.1	XP_002878331.1
OG0017467	XP_018491417.1	XP_020880776.1
OG0017468	XP_018488671.1	XP_020879728.1
OG0017469	XP_018444873.1	XP_020880945.1
OG0017470	XP_018460414.1	XP_002876486.1
OG0017471	XP_018486266.1	XP_020880573.1
OG0017472	XP_018490754.1	XP_002876431.1
OG0017473	XP_018492209.1	XP_002878159.1
OG0017475	XP_018437314.1, XP_018444775.1	XP_020881527.1
OG0017476	XP_018493033.1, XP_018493049.1	XP_020880192.1
OG0017477	XP_018488381.1, XP_018488382.1	XP_002876380.1
OG0017478	XP_018491958.1	XP_002878081.1
OG0017479	XP_018489893.1	XP_002878080.1
OG0017480	XP_018484819.1	XP_002878065.1
OG0017481	XP_018463161.1, XP_018490748.1	XP_002876337.1
OG0017482	XP_018492303.1	XP_002876317.1
OG0017483	XP_018492794.1	XP_002878034.1
OG0017484	XP_018483403.1, XP_018477188.1	XP_020880022.1
OG0017485	XP_018485923.1	XP_020880457.1
OG0017486	XP_018432671.1	XP_002878012.1
OG0017487	XP_018489768.1	XP_020879704.1
OG0017488	XP_018483245.1	XP_002877978.1
OG0017489	XP_018490976.1	XP_020882447.1
OG0017490	XP_018458892.1	XP_020881320.1
OG0017491	XP_018442106.1	XP_020880645.1
OG0017492	XP_018485510.1	XP_002877942.1
OG0017493	XP_018485703.1	XP_020880452.1
OG0017494	XP_018492227.1	XP_020882386.1
OG0017495	XP_018465619.1	XP_002877908.2
OG0017496	XP_018486432.1	XP_020881709.1
OG0017498	XP_018485865.1	XP_002876179.1
OG0017499	XP_018458097.1	XP_020880762.1
OG0017500	XP_018482034.1	XP_002877887.1
OG0017501	XP_018487278.1	XP_020881946.1
OG0017502	XP_018450250.1	XP_020880198.1
OG0017503	XP_018458639.1	XP_002866001.1
OG0017504	XP_018452785.1	XP_020871676.1
OG0017506	XP_018485486.1	XP_020887899.1
OG0017507	XP_018485595.1	XP_002883551.1
OG0017508	XP_018486618.1	XP_002883567.1
OG0017509	XP_018485460.1	XP_020887087.1
OG0017510	XP_018488641.1	XP_020887625.1
OG0017511	XP_018485773.1	XP_002885723.1
OG0017512	XP_018491519.1	XP_020886463.1
OG0017513	XP_018485732.1	XP_002885750.2
OG0017514	XP_018492320.1	XP_020887057.1
OG0017515	XP_018492564.1	XP_002885810.1
OG0017516	XP_018445076.1	XP_002888548.1
OG0017517	XP_018443016.1	XP_020889946.1
OG0017518	XP_018467379.1	XP_002887102.1
OG0017519	XP_018445268.1	XP_020890981.1
OG0017520	XP_018442092.1	XP_002887148.1
OG0017521	XP_018446614.1	XP_002888633.1
OG0017522	XP_018445320.1	XP_002888643.1
OG0017523	XP_018456188.1	XP_002888642.2
OG0017524	XP_018457590.1	XP_020891207.1
OG0017525	XP_018472008.1	XP_002888662.1
OG0017527	XP_018491774.1	XP_020888399.1
OG0017528	XP_018434486.1	XP_002886259.2
OG0017529	XP_018490923.1	XP_020885010.1
OG0017530	XP_018455827.1, XP_018482605.1, XP_018481841.1	XP_020881925.1
OG0017531	XP_018458024.1	XP_020886834.1, XP_020871699.1
OG0017532	XP_018474707.1, XP_018481463.1, XP_018436450.1	XP_002881762.1
OG0017533	XP_018472864.1	XP_020883150.1
OG0017534	XP_018476349.1	XP_020883632.1
OG0017535	XP_018468452.1	XP_002865928.2
OG0017536	XP_018434535.1	XP_020882684.1
OG0017538	XP_018458710.1	XP_002879864.1
OG0017540	XP_018459952.1, XP_018434031.1	XP_002879843.1
OG0017541	XP_018474749.1	XP_020882766.1
OG0017542	XP_018474405.1	XP_002881665.1
OG0017543	XP_018485067.1	XP_020884598.1
OG0017544	XP_018476393.1	XP_002881650.1
OG0017545	XP_018475866.1	XP_002881633.1
OG0017546	XP_018472934.1	XP_002881627.1
OG0017547	XP_018458035.1	XP_002881623.1
OG0017548	XP_018475116.1, XP_018476317.1	XP_020882925.1
OG0017549	XP_018438478.1, XP_018479933.1	XP_002881598.1
OG0017550	XP_018476021.1	XP_002879746.1
OG0017551	XP_018439792.1	XP_020882844.1
OG0017553	XP_018438411.1	XP_002881548.1
OG0017554	XP_018459354.1	XP_020882976.1
OG0017556	XP_018472440.1	XP_020877692.1
OG0017557	XP_018457356.1	XP_020875729.1
OG0017558	XP_018457354.1	XP_020877747.1
OG0017559	XP_018457686.1	XP_002874791.1
OG0017560	XP_018475397.1	XP_020878596.1, XP_002874793.1
OG0017561	XP_018460794.1, XP_018454375.1	XP_020877655.1
OG0017562	XP_018458658.1	XP_020877657.1
OG0017563	XP_018442534.1	XP_020866581.1
OG0017564	XP_018436721.1	XP_002880362.1
OG0017565	XP_018481285.1	XP_020883929.1
OG0017566	XP_018463256.1, XP_018436888.1	XP_002878543.1
OG0017567	XP_018439372.1	XP_020883934.1
OG0017568	XP_018438651.1	XP_002880385.1
OG0017569	XP_018438979.1	XP_020884490.1
OG0017570	XP_018484490.1	XP_020883043.1
OG0017571	XP_018440278.1, XP_018440309.1	XP_020885783.1
OG0017572	XP_018434310.1	XP_020884786.1
OG0017573	XP_018480274.1	XP_020885776.1
OG0017574	XP_018441561.1	XP_020885076.1
OG0017576	XP_018478561.1	XP_020884785.1
OG0017577	XP_018472115.1	XP_020884780.1
OG0017578	XP_018483242.1	XP_002880696.1
OG0017579	XP_018448831.1	XP_020869455.1
OG0017581	XP_018447165.1	XP_020868813.1
OG0017582	XP_018458442.1	XP_002891110.1
OG0017583	XP_018468164.1	XP_020868489.1
OG0017584	XP_018462260.1	XP_002893808.2
OG0017585	XP_018440167.1	XP_002893772.1
OG0017586	XP_018492453.1	XP_002893768.1
OG0017587	XP_018492392.1	XP_020869940.1
OG0017588	XP_018475988.1	XP_002874642.1
OG0017589	XP_018464513.1	XP_002872541.2
OG0017590	XP_018452453.1	XP_002874655.1
OG0017591	XP_018457707.1	XP_002874659.1
OG0017592	XP_018450131.1	XP_002872605.1
OG0017593	XP_018455220.1	XP_020878225.1
OG0017594	XP_018446399.1	XP_020878276.1
OG0017595	XP_018451966.1	XP_002874330.1
OG0017596	XP_018484308.1	XP_002874375.1
OG0017597	XP_018456983.1	XP_002872278.1
OG0017598	XP_018484729.1	XP_020876895.1
OG0017600	XP_018440135.1	XP_020887253.1
OG0017601	XP_018467088.1	XP_020888492.1
OG0017602	XP_018440786.1	XP_002884222.1
OG0017603	XP_018439195.1	XP_002884230.1
OG0017604	XP_018470332.1	XP_020883656.1
OG0017605	XP_018439185.1	XP_020885098.1
OG0017606	XP_018440903.1, XP_018440996.1	XP_002880334.2, XP_020874844.1
OG0017607	XP_018482551.1	XP_020884110.1
OG0017609	XP_018484032.1	XP_020884422.1
OG0017610	XP_018438794.1	XP_002882093.1
OG0017611	XP_018475622.1, XP_018463344.1	XP_020883296.1
OG0017612	XP_018437895.1	XP_020882703.1
OG0017613	XP_018436462.1, XP_018436463.1	XP_020883019.1
OG0017614	XP_018438924.1	XP_020885583.1
OG0017615	XP_018434483.1	XP_020884589.1
OG0017616	XP_018481084.1	XP_002880149.2
OG0017617	XP_018467779.1	XP_020872535.1
OG0017618	XP_018441687.1	XP_002881949.1
OG0017619	XP_018481254.1	XP_020884276.1
OG0017620	XP_018440874.1, XP_018461827.1	XP_020883433.1
OG0017621	XP_018439885.1	XP_020882651.1
OG0017622	XP_018476319.1	XP_020885148.1
OG0017623	XP_018472548.1	XP_002886304.1
OG0017624	XP_018476980.1	XP_020883362.1
OG0017625	XP_018478008.1	XP_002880033.1
OG0017626	XP_018476061.1	XP_002881890.1
OG0017627	XP_018474822.1, XP_018474720.1	XP_020884224.1
OG0017628	XP_018474828.1	XP_020884631.1
OG0017629	XP_018434085.1	XP_020885050.1
OG0017631	XP_018477473.1	XP_002865130.1
OG0017632	XP_018439854.1	XP_020886889.1
OG0017633	XP_018488657.1	XP_020886902.1
OG0017634	XP_018438362.1	XP_020887112.1
OG0017635	XP_018486230.1	XP_020886252.1
OG0017636	XP_018440353.1	XP_020886847.1
OG0017637	XP_018464058.1	XP_002863359.2, XP_020866517.1
OG0017638	XP_018491391.1	XP_020887898.1
OG0017639	XP_018491393.1	XP_002884370.1
OG0017640	XP_018485943.1	XP_020888663.1
OG0017641	XP_018485494.1	XP_020888938.1
OG0017642	XP_018440539.1	XP_002882300.1
OG0017643	XP_018434756.1	XP_002864968.1
OG0017644	XP_018434596.1	XP_020886592.1
OG0017645	XP_018491275.1	XP_020889425.1
OG0017646	XP_018480301.1	XP_002880519.1
OG0017647	XP_018438988.1	XP_020888821.1
OG0017648	XP_018491651.1	XP_020886782.1
OG0017649	XP_018485786.1	XP_002882417.1
OG0017650	XP_018486505.1	XP_020886925.1
OG0017651	XP_018491647.1	XP_020886926.1
OG0017652	XP_018490158.1	XP_002893435.1
OG0017653	XP_018436741.1	XP_002882465.1
OG0017654	XP_018493317.1	XP_020887523.1
OG0017655	XP_018493087.1	XP_002882475.1
OG0017656	XP_018432959.1	XP_020887451.1
OG0017657	XP_018490175.1	XP_020887670.1
OG0017658	XP_018491533.1	XP_002884612.1
OG0017659	XP_018488977.1	XP_002882501.2
OG0017660	XP_018492864.1	XP_002884629.1
OG0017661	XP_018485436.1	XP_002884644.1
OG0017662	XP_018441279.1	XP_002884647.1
OG0017663	XP_018491080.1	XP_002882544.1
OG0017664	XP_018484012.1	XP_002873983.1
OG0017665	XP_018489789.1	XP_020889463.1
OG0017666	XP_018485541.1	XP_002882565.1
OG0017667	XP_018441620.1	XP_002884676.1
OG0017668	XP_018437834.1	XP_002882583.1
OG0017669	XP_018493174.1	XP_002884698.1
OG0017670	XP_018434431.1	XP_002884702.1
OG0017671	XP_018487737.1	XP_020886282.1
OG0017672	XP_018489850.1	XP_020887230.1
OG0017673	XP_018492747.1	XP_020885879.1
OG0017674	XP_018437653.1	XP_002884751.2
OG0017675	XP_018492206.1	XP_002884755.1
OG0017676	XP_018485504.1	XP_020888387.1
OG0017677	XP_018489966.1, XP_018433064.1	XP_020887950.1
OG0017678	XP_018492032.1	XP_002884783.1
OG0017679	XP_018492024.1	XP_002884784.1
OG0017680	XP_018491370.1	XP_002882665.2
OG0017681	XP_018488908.1	XP_002882689.1
OG0017682	XP_018490282.1	XP_020888976.1
OG0017683	XP_018485437.1	XP_002882733.1
OG0017684	XP_018488290.1	XP_002882778.2
OG0017685	XP_018439760.1	XP_020888261.1
OG0017686	XP_018490998.1, XP_018491232.1	XP_020886349.1
OG0017687	XP_018441839.1	XP_002884949.1
OG0017688	XP_018488492.1	XP_020888715.1
OG0017689	XP_018493223.1	XP_020888685.1
OG0017690	XP_018439828.1	XP_020888910.1
OG0017691	XP_018491014.1	XP_002882843.1
OG0017692	XP_018487520.1	XP_020888926.1
OG0017693	XP_018491671.1, XP_018463107.1	XP_020888117.1
OG0017694	XP_018493094.1	XP_020886606.1
OG0017695	XP_018433498.1	XP_020886596.1
OG0017696	XP_018491629.1	XP_020886815.1
OG0017697	XP_018486831.1	XP_002882884.1
OG0017698	XP_018490469.1	XP_020889322.1
OG0017699	XP_018441080.1	XP_020888829.1
OG0017700	XP_018487359.1	XP_020886299.1
OG0017701	XP_018488845.1, XP_018492261.1	XP_020886303.1
OG0017702	XP_018486310.1	XP_002882915.1
OG0017703	XP_018435412.1	XP_020886622.1
OG0017704	XP_018490788.1, XP_018489788.1	XP_020887705.1
OG0017705	XP_018487539.1	XP_020887647.1
OG0017706	XP_018490711.1, XP_018489080.1	XP_020889493.1
OG0017708	XP_018491015.1	XP_020887440.1
OG0017709	XP_018441139.1	XP_020889138.1
OG0017710	XP_018492803.1	XP_002883027.1
OG0017711	XP_018488615.1	XP_020889211.1
OG0017712	XP_018460931.1, XP_018487308.1	XP_020889171.1
OG0017713	XP_018469792.1	XP_002869629.1
OG0017714	XP_018491764.1, XP_018490438.1, XP_018489417.1, XP_018437630.1	XP_020888445.1
OG0017715	XP_018490226.1, XP_018490206.1	XP_002885324.1
OG0017716	XP_018440695.1	XP_020887587.1
OG0017717	XP_018441473.1	XP_020886411.1
OG0017718	XP_018435517.1	XP_002892229.1
OG0017719	XP_018488541.1	XP_020886422.1
OG0017720	XP_018465280.1, XP_018448627.1	XP_020874290.1
OG0017721	XP_018490670.1	XP_020888535.1
OG0017722	XP_018467026.1	XP_002864195.1
OG0017723	XP_018478582.1	XP_002868691.1
OG0017724	XP_018460200.1, XP_018444956.1	XP_002868697.1
OG0017725	XP_018458372.1	XP_020872962.1
OG0017726	XP_018466263.1	XP_020872948.1
OG0017727	XP_018477155.1	XP_020875240.1
OG0017728	XP_018481239.1, XP_018481249.1	XP_020872361.1
OG0017729	XP_018481178.1	XP_020872371.1
OG0017730	XP_018481959.1, XP_018480892.1	XP_002868533.2
OG0017731	XP_018478370.1	XP_020875716.1
OG0017732	XP_018481181.1	XP_002870539.2
OG0017733	XP_018442291.1	XP_002870504.2
OG0017734	XP_018485360.1, XP_018483208.1	XP_020874554.1
OG0017735	XP_018440039.1	XP_002883453.1
OG0017736	XP_018438400.1, XP_018489994.1	XP_020888865.1
OG0017738	XP_018459943.1	XP_002885535.1
OG0017739	XP_018459677.1	XP_020886716.1
OG0017740	XP_018492377.1	XP_002885487.1
OG0017741	XP_018485966.1	XP_002883344.1
OG0017742	XP_018461064.1, XP_018487022.1, XP_018487638.1	XP_020889061.1
OG0017743	XP_018435338.1	XP_020868233.1
OG0017744	XP_018492332.1	XP_020887223.1
OG0017745	XP_018492735.1	XP_002885434.1
OG0017746	XP_018467986.1	XP_020875181.1
OG0017747	XP_018480904.1, XP_018466719.1	XP_002867366.1
OG0017748	XP_018482901.1	XP_020874826.1
OG0017749	XP_018468300.1	XP_020875625.1
OG0017750	XP_018469639.1, XP_018467803.1	XP_002867373.1
OG0017751	XP_018481852.1	XP_002867376.1
OG0017752	XP_018485836.1	XP_002864758.1
OG0017753	XP_018445975.1	XP_020891032.1
OG0017754	XP_018446459.1	XP_002888437.1
OG0017755	XP_018442381.1	XP_002886950.1
OG0017756	XP_018445650.1, XP_018489140.1	XP_002886790.1
OG0017757	XP_018458456.1	XP_002888327.1
OG0017758	XP_018449983.1	XP_002886831.1
OG0017759	XP_018444869.1	XP_002888408.1
OG0017760	XP_018473420.1	XP_002864369.1
OG0017761	XP_018456557.1	XP_002891902.2
OG0017762	XP_018454898.1	XP_002894589.1
OG0017763	XP_018478646.1	XP_020868332.1
OG0017764	XP_018465168.1	XP_020866362.1
OG0017765	XP_018476599.1	XP_002873925.1
OG0017766	XP_018474673.1	XP_002871850.1
OG0017767	XP_018445604.1	XP_002873904.1
OG0017768	XP_018443809.1	XP_020878825.1
OG0017769	XP_018434481.1	XP_002865744.1
OG0017770	XP_018482342.1	XP_002872319.1
OG0017771	XP_018457167.1	XP_002865638.1
OG0017772	XP_018438186.1, XP_018451442.1	XP_002883966.1
OG0017773	XP_018482799.1	XP_020880642.1
OG0017774	XP_018482792.1	XP_020882541.1
OG0017775	XP_018481666.1, XP_018433381.1	XP_002876075.1
OG0017776	XP_018457865.1	XP_002877793.1
OG0017777	XP_018433677.1	XP_002892022.1
OG0017779	XP_018484664.1	XP_002889339.2
OG0017780	XP_018481161.1	XP_002892039.1
OG0017781	XP_018434858.1	XP_002889353.2
OG0017782	XP_018434870.1	XP_002892047.1
OG0017783	XP_018483958.1	XP_002864008.1
OG0017784	XP_018470534.1	XP_020869556.1
OG0017785	XP_018435014.1	XP_020870707.1
OG0017786	XP_018449373.1	XP_020868082.1
OG0017787	XP_018470872.1	XP_002889453.1
OG0017788	XP_018485372.1	XP_020870438.1
OG0017789	XP_018487905.1, XP_018451880.1	XP_020868929.1
OG0017790	XP_018451882.1	XP_002889487.1
OG0017792	XP_018492504.1	XP_020870597.1
OG0017793	XP_018442047.1	XP_020869646.1
OG0017794	XP_018460735.1	XP_020867547.1
OG0017795	XP_018441659.1	XP_002892245.1
OG0017796	XP_018440907.1	XP_002892258.1
OG0017798	XP_018457097.1	XP_020890192.1
OG0017799	XP_018481810.1, XP_018471252.1	XP_002889544.1
OG0017800	XP_018436950.1	XP_002892286.1
OG0017801	XP_018491815.1	XP_020867978.1
OG0017802	XP_018447262.1, XP_018447250.1	XP_002889559.1
OG0017803	XP_018451381.1	XP_020867701.1
OG0017804	XP_018487314.1	XP_020869101.1
OG0017805	XP_018434199.1	XP_002892317.1
OG0017806	XP_018461224.1	XP_002889587.1
OG0017807	XP_018447159.1	XP_020867246.1
OG0017808	XP_018490368.1	XP_002892334.2
OG0017809	XP_018486949.1	XP_020868594.1
OG0017810	XP_018492533.1, XP_018492546.1	XP_020869242.1
OG0017811	XP_018434769.1	XP_020866493.1
OG0017812	XP_018436004.1	XP_020868737.1
OG0017813	XP_018447179.1, XP_018450798.1	XP_020868709.1
OG0017814	XP_018490750.1	XP_002892423.1
OG0017815	XP_018481582.1	XP_002892454.1
OG0017816	XP_018470558.1	XP_020868019.1
OG0017817	XP_018486422.1	XP_020868329.1
OG0017818	XP_018480526.1	XP_020868668.1
OG0017819	XP_018466924.1, XP_018464820.1	XP_020866926.1
OG0017820	XP_018480313.1	XP_002892494.1
OG0017821	XP_018435653.1	XP_020867930.1
OG0017822	XP_018451313.1, XP_018448980.1	XP_020867931.1
OG0017823	XP_018466251.1	XP_002889745.2
OG0017824	XP_018461998.1	XP_002889747.1
OG0017825	XP_018451100.1, XP_018451091.1	XP_020867577.1
OG0017826	XP_018438302.1	XP_020868176.1
OG0017827	XP_018441203.1	XP_020868762.1
OG0017828	XP_018440616.1	XP_020870493.1
OG0017829	XP_018437749.1	XP_002889804.1
OG0017830	XP_018486764.1	XP_002892596.1
OG0017831	XP_018486959.1	XP_002889837.1
OG0017832	XP_018490049.1	XP_020869787.1
OG0017833	XP_018488644.1	XP_020869794.1
OG0017834	XP_018485535.1	XP_002892612.1
OG0017835	XP_018484154.1	XP_020866055.1
OG0017837	XP_018458362.1, XP_018458360.1	XP_002889883.1
OG0017839	XP_018451066.1, XP_018451071.1	XP_020870521.1
OG0017840	XP_018451588.1	XP_002889998.2
OG0017842	XP_018479862.1	XP_002892762.1
OG0017843	XP_018439113.1	XP_020868021.1
OG0017844	XP_018437080.1	XP_002890020.1
OG0017845	XP_018433698.1	XP_020868417.1
OG0017846	XP_018437016.1	XP_002892791.1
OG0017847	XP_018433892.1	XP_020868361.1
OG0017848	XP_018442076.1	XP_020868926.1
OG0017849	XP_018482015.1	XP_002892821.1
OG0017850	XP_018479775.1	XP_020866381.1
OG0017851	XP_018486463.1	XP_002890109.1
OG0017852	XP_018451357.1, XP_018491501.1	XP_002890110.1
OG0017853	XP_018488906.1	XP_020867561.1
OG0017854	XP_018438758.1	XP_020867555.1
OG0017855	XP_018433389.1	XP_002892900.1
OG0017856	XP_018481228.1	XP_002890199.1
OG0017857	XP_018440858.1	XP_002890213.1
OG0017858	XP_018460150.1	XP_002892947.1
OG0017859	XP_018490832.1	XP_020867666.1
OG0017860	XP_018468048.1	XP_020870530.1
OG0017861	XP_018468544.1	XP_020866824.1
OG0017862	XP_018449339.1	XP_020869445.1
OG0017863	XP_018451668.1	XP_002892999.1
OG0017864	XP_018467829.1	XP_020866418.1
OG0017865	XP_018441947.1	XP_002893004.1
OG0017866	XP_018475174.1	XP_020867222.1
OG0017867	XP_018433100.1	XP_020869728.1
OG0017868	XP_018441395.1	XP_020868934.1
OG0017869	XP_018434180.1	XP_020869850.1
OG0017870	XP_018451576.1, XP_018451172.1	XP_020867020.1
OG0017871	XP_018447494.1	XP_020870295.1
OG0017872	XP_018475076.1	XP_002893065.1
OG0017873	XP_018458124.1	XP_020874830.1
OG0017874	XP_018438038.1, XP_018451306.1	XP_020866687.1
OG0017875	XP_018487856.1	XP_002890416.2
OG0017876	XP_018482682.1	XP_020869214.1
OG0017877	XP_018488642.1	XP_020866891.1
OG0017878	XP_018488665.1	XP_002890455.1
OG0017879	XP_018473596.1, XP_018464737.1	XP_020866893.1
OG0017880	XP_018488691.1	XP_002890465.1
OG0017882	XP_018483854.1, XP_018483147.1	XP_002893214.1
OG0017883	XP_018485720.1	XP_020870940.1
OG0017885	XP_018449404.1	XP_020867352.1
OG0017886	XP_018433858.1	XP_002890528.1
OG0017887	XP_018441206.1	XP_020866587.1
OG0017889	XP_018440569.1	XP_020868531.1
OG0017890	XP_018453049.1	XP_020865884.1
OG0017891	XP_018452026.1	XP_002887383.1
OG0017892	XP_018452309.1	XP_002888831.1
OG0017893	XP_018454240.1	XP_002887355.1
OG0017894	XP_018456986.1	XP_020866188.1, XP_020889709.1
OG0017895	XP_018456046.1	XP_002887339.1
OG0017897	XP_018452587.1	XP_020890155.1
OG0017898	XP_018456097.1	XP_002888793.1
OG0017899	XP_018453460.1, XP_018452178.1	XP_020891072.1
OG0017900	XP_018470887.1, XP_018471505.1	XP_020891067.1
OG0017901	XP_018446296.1	XP_020891070.1
OG0017902	XP_018457427.1	XP_002888783.1
OG0017903	XP_018492841.1	XP_020866584.1
OG0017904	XP_018449979.1	XP_002893750.1
OG0017905	XP_018485403.1	XP_002893753.2
OG0017906	XP_018443081.1	XP_020867957.1
OG0017907	XP_018467431.1	XP_002868584.1
OG0017908	XP_018479672.1	XP_020872943.1
OG0017909	XP_018454882.1	XP_020889884.1
OG0017910	XP_018468476.1	XP_002888031.1
OG0017911	XP_018457577.1	XP_020891320.1
OG0017912	XP_018450608.1	XP_020865662.1
OG0017913	XP_018452814.1	XP_020891366.1
OG0017914	XP_018458620.1	XP_020891367.1
OG0017915	XP_018458628.1	XP_020891024.1
OG0017916	XP_018458073.1	XP_020889805.1
OG0017917	XP_018441895.1, XP_018433112.1	XP_020891312.1
