Orthogroup	Raphanus_sativus	Arabidopsis_arenosa
OG0013509	XP_018456437.1, XP_018482275.1	jg19857
OG0013510	XP_018440448.1	jg19824
OG0013511	XP_018438749.1	jg19817
OG0013512	XP_018433959.1	jg19815
OG0013513	XP_018441204.1	jg19806
OG0013514	XP_018464485.1, XP_018433764.1	jg19797
OG0013515	XP_018433133.1	jg19795, jg19793
OG0013516	XP_018474538.1	jg19781
OG0013518	XP_018440924.1	jg19749
OG0013519	XP_018472607.1	jg19706
OG0013520	XP_018436489.1	jg14368
OG0013521	XP_018481230.1, XP_018483079.1	jg19690
OG0013522	XP_018439438.1	jg19676
OG0013523	XP_018485358.1	jg19653
OG0013524	XP_018435184.1	jg9175, jg19644
OG0013525	XP_018472974.1	jg19627
OG0013526	XP_018473360.1	jg19625
OG0013527	XP_018480937.1	jg19621
OG0013528	XP_018473054.1	jg19596
OG0013529	XP_018462570.1, XP_018440767.1	jg19586
OG0013530	XP_018484203.1	jg19584
OG0013531	XP_018433743.1	jg19549
OG0013532	XP_018440520.1	jg21462
OG0013533	XP_018436735.1	jg19527
OG0013534	XP_018481467.1, XP_018485187.1	jg19523
OG0013535	XP_018437147.1	jg19510
OG0013536	XP_018441359.1	jg19455
OG0013537	XP_018441358.1, XP_018472982.1	jg19456
OG0013538	XP_018476058.1	jg19457
OG0013539	XP_018476057.1	jg19458
OG0013540	XP_018465021.1, XP_018478880.1	jg19459
OG0013541	XP_018477043.1	jg19420
OG0013542	XP_018482661.1	jg19412
OG0013543	XP_018490956.1	jg23960
OG0013544	XP_018490962.1	jg23961
OG0013545	XP_018439114.1	jg23969
OG0013546	XP_018438884.1	jg23987
OG0013547	XP_018462270.1, XP_018474770.1	jg6963
OG0013548	XP_018488631.1	jg24027
OG0013549	XP_018435257.1, XP_018435258.1	jg24058
OG0013550	XP_018439337.1	jg24085
OG0013551	XP_018490611.1	jg24096
OG0013552	XP_018489188.1, XP_018437345.1	jg24120
OG0013553	XP_018489247.1	jg24161
OG0013554	XP_018491399.1, XP_018491394.1	jg24166
OG0013555	XP_018486684.1	jg24201
OG0013556	XP_018440540.1	jg24210
OG0013557	XP_018433340.1, XP_018440068.1	jg24216
OG0013558	XP_018434414.1, XP_018440070.1	jg24217
OG0013559	XP_018489344.1	jg24218
OG0013560	XP_018492268.1	jg24287, jg24229
OG0013561	XP_018491751.1, XP_018434139.1	jg24243
OG0013562	XP_018488757.1	jg24245, jg25578
OG0013563	XP_018486723.1, XP_018483063.1	jg24310
OG0013564	XP_018491245.1	jg24315
OG0013565	XP_018439234.1, XP_018437176.1	jg24334
OG0013566	XP_018486320.1	jg24335
OG0013567	XP_018486264.1	jg24344
OG0013568	XP_018493092.1	jg24345
OG0013569	XP_018490634.1, XP_018467537.1	jg24358
OG0013570	XP_018439566.1, XP_018493255.1	jg24366
OG0013571	XP_018493360.1	jg24375
OG0013572	XP_018487407.1, XP_018489461.1	jg24377
OG0013573	XP_018463428.1, XP_018489454.1	jg24386
OG0013574	XP_018485555.1	jg24393
OG0013575	XP_018491654.1	jg24425
OG0013576	XP_018493433.1	jg24438
OG0013577	XP_018488721.1	jg24443
OG0013578	XP_018489147.1, XP_018489003.1	jg24476
OG0013579	XP_018490088.1, XP_018438625.1	jg24491
OG0013580	XP_018489017.1, XP_018432611.1, XP_018492273.1	jg24516
OG0013581	XP_018489267.1, XP_018489806.1	jg24520
OG0013582	XP_018485521.1	jg24522
OG0013583	XP_018466216.1, XP_018487426.1, XP_018488416.1	jg24541
OG0013584	XP_018488358.1, XP_018462413.1	jg24549
OG0013585	XP_018488884.1	jg24574
OG0013586	XP_018492022.1	jg24589
OG0013588	XP_018437097.1, XP_018432960.1	jg24603
OG0013589	XP_018432884.1	jg24614
OG0013590	XP_018492936.1	jg24626
OG0013591	XP_018491708.1	jg24659
OG0013592	XP_018485583.1, XP_018485585.1	jg24665
OG0013593	XP_018492862.1	jg24666
OG0013594	XP_018492829.1	jg24670
OG0013595	XP_018491150.1	jg24693
OG0013597	XP_018491081.1	jg24730
OG0013598	XP_018488433.1, XP_018492581.1	jg24732
OG0013599	XP_018489927.1	jg24764
OG0013600	XP_018441872.1	jg24769
OG0013601	XP_018493017.1	jg24781
OG0013602	XP_018489624.1, XP_018489611.1	jg24806
OG0013603	XP_018492959.1	jg24812
OG0013604	XP_018472089.1	jg10053
OG0013605	XP_018486914.1, XP_018434823.1	jg24819
OG0013606	XP_018485705.1	jg24821
OG0013607	XP_018489478.1	jg24832
OG0013608	XP_018435327.1	jg24876
OG0013609	XP_018491238.1	jg24880
OG0013610	XP_018492746.1	jg24891
OG0013611	XP_018491408.1	jg24920
OG0013612	XP_018490005.1	jg24922
OG0013613	XP_018437073.1	jg24939
OG0013614	XP_018490050.1	jg24950
OG0013615	XP_018492805.1	jg24952
OG0013616	XP_018464580.1, XP_018441807.1	jg24980
OG0013617	XP_018435341.1, XP_018435335.1	jg24999, jg27437
OG0013618	XP_018434480.1, XP_018439387.1	jg25003
OG0013619	XP_018435340.1	jg25022
OG0013620	XP_018440141.1	jg25023
OG0013621	XP_018489024.1, XP_018489213.1	jg25024
OG0013622	XP_018492607.1	jg25028
OG0013623	XP_018437319.1, XP_018437526.1	jg25036
OG0013625	XP_018488521.1	jg25057
OG0013626	XP_018441905.1, XP_018438724.1	jg25066
OG0013627	XP_018489206.1, XP_018488519.1	jg25069
OG0013628	XP_018487489.1, XP_018492778.1	jg25108
OG0013629	XP_018437302.1	jg25115
OG0013630	XP_018491216.1	jg25154
OG0013631	XP_018485563.1, XP_018464942.1	jg25163
OG0013632	XP_018492680.1	jg25168
OG0013634	XP_018486891.1	jg25193
OG0013635	XP_018487055.1, XP_018490424.1	jg25196
OG0013636	XP_018490593.1	jg25210
OG0013637	XP_018485902.1, XP_018485593.1	jg25223
OG0013638	XP_018488289.1, XP_018432580.1	jg25234
OG0013639	XP_018492761.1	jg25253
OG0013640	XP_018493082.1, XP_018488650.1	jg25283
OG0013641	XP_018433943.1	jg25294
OG0013642	XP_018489137.1, XP_018487275.1	jg25351
OG0013643	XP_018434801.1, XP_018439011.1	jg25390
OG0013644	XP_018433919.1, XP_018471716.1	jg14443
OG0013645	XP_018463106.1, XP_018438050.1, XP_018438048.1	jg25412
OG0013646	XP_018491923.1, XP_018485856.1, XP_018467243.1	jg25452
OG0013647	XP_018441857.1	jg25474
OG0013648	XP_018461780.1, XP_018485606.1	jg25492
OG0013649	XP_018485427.1, XP_018487255.1	jg25504
OG0013650	XP_018485591.1, XP_018485545.1	jg25510
OG0013651	XP_018492256.1, XP_018492262.1	jg25538
OG0013652	XP_018493237.1, XP_018492257.1	jg25544
OG0013653	XP_018489221.1	jg25547
OG0013654	XP_018489559.1	jg25551
OG0013655	XP_018491566.1	jg25565
OG0013656	XP_018486460.1, XP_018490789.1	jg25574
OG0013657	XP_018485976.1	jg25603
OG0013658	XP_018440643.1	jg25607
OG0013659	XP_018484060.1	jg12559
OG0013660	XP_018433771.1	jg25616
OG0013661	XP_018463722.1, XP_018434957.1	jg25623
OG0013662	XP_018488262.1	jg25638
OG0013663	XP_018486677.1, XP_018486670.1	jg25644
OG0013664	XP_018433438.1, XP_018433474.1	jg25653
OG0013666	XP_018488585.1	jg25685
OG0013667	XP_018488593.1	jg25686
OG0013668	XP_018438615.1	jg25751
OG0013669	XP_018485805.1	jg25752
OG0013670	XP_018464912.1, XP_018437902.1	jg25769
OG0013671	XP_018466207.1, XP_018492571.1	jg25773
OG0013672	XP_018488260.1	jg25777
OG0013673	XP_018485767.1	jg25782
OG0013674	XP_018490286.1	jg25788
OG0013675	XP_018438490.1	jg25790
OG0013676	XP_018439661.1, XP_018434707.1	jg25805
OG0013677	XP_018492777.1	jg25829
OG0013679	XP_018489345.1, XP_018491785.1	jg25839
OG0013680	XP_018491506.1, XP_018489630.1	jg25843
OG0013682	XP_018440893.1, XP_018489107.1	jg25865
OG0013683	XP_018485938.1	jg25868
OG0013684	XP_018437320.1	jg25872
OG0013685	XP_018432753.1	jg25873
OG0013686	XP_018432754.1	jg25874
OG0013687	XP_018489287.1, XP_018489521.1	jg25881
OG0013688	XP_018487566.1, XP_018489281.1	jg25883
OG0013689	XP_018486690.1	jg25911
OG0013690	XP_018491309.1, XP_018491314.1	jg25912
OG0013691	XP_018488550.1, XP_018488567.1	jg25981
OG0013692	XP_018439824.1, XP_018492686.1	jg26007
OG0013693	XP_018492426.1	jg26061
OG0013694	XP_018492920.1, XP_018460671.1	jg26074
OG0013695	XP_018434335.1	jg26075
OG0013696	XP_018487218.1, XP_018493574.1	jg26088
OG0013697	XP_018463502.1, XP_018486531.1	jg26119
OG0013698	XP_018463628.1, XP_018488531.1	jg26131
OG0013699	XP_018434087.1	jg26137
OG0013700	XP_018493226.1	jg26164
OG0013701	XP_018491331.1	jg26175
OG0013702	XP_018490735.1, XP_018490738.1	jg26180
OG0013703	XP_018488941.1	jg26199
OG0013704	XP_018432570.1	jg26200
OG0013705	XP_018432569.1	jg26201
OG0013706	XP_018489351.1	jg26202
OG0013707	XP_018483131.1, XP_018483132.1	jg26207
OG0013708	XP_018438806.1, XP_018490240.1	jg26214
OG0013709	XP_018453200.1	jg992
OG0013710	XP_018487190.1	jg26242
OG0013711	XP_018486066.1	jg26250
OG0013712	XP_018491257.1	jg26255
OG0013714	XP_018459103.1	jg12502
OG0013715	XP_018461178.1	jg12481
OG0013716	XP_018471770.1	jg10017
OG0013717	XP_018480364.1	jg12417
OG0013718	XP_018461624.1, XP_018477552.1	jg12404
OG0013719	XP_018442591.1, XP_018459839.1	jg12401
OG0013720	XP_018480704.1, XP_018460642.1	jg12358
OG0013721	XP_018460568.1, XP_018478591.1	jg12327
OG0013722	XP_018443945.1, XP_018462676.1	jg12303
OG0013723	XP_018478298.1	jg12257
OG0013724	XP_018483675.1	jg12237
OG0013725	XP_018464377.1, XP_018478978.1	jg12234
OG0013726	XP_018459925.1	jg1582
OG0013727	XP_018485098.1	jg12223
OG0013728	XP_018464568.1, XP_018484028.1	jg12211
OG0013729	XP_018483884.1	jg12168
OG0013730	XP_018477610.1	jg12098, jg12096
OG0013731	XP_018443772.1, XP_018484840.1, XP_018484859.1	jg12048
OG0013732	XP_018484593.1	jg21272
OG0013733	XP_018485515.1	jg26642
OG0013734	XP_018485617.1	jg26633
OG0013735	XP_018486985.1	jg26606
OG0013736	XP_018488006.1, XP_018492575.1	jg26593
OG0013737	XP_018432764.1	jg26580
OG0013738	XP_018489116.1	jg26575
OG0013739	XP_018460317.1, XP_018462323.1	jg26549
OG0013740	XP_018459939.1, XP_018459945.1	jg26537
OG0013741	XP_018485498.1	jg26498
OG0013742	XP_018488932.1	jg26485
OG0013743	XP_018491950.1	jg26474
OG0013744	XP_018459038.1	jg1865
OG0013745	XP_018490402.1	jg26451
OG0013746	XP_018491562.1, XP_018489235.1	jg26392
OG0013747	XP_018433706.1	jg26380
OG0013748	XP_018458548.1	jg26365
OG0013749	XP_018486461.1	jg26359
OG0013750	XP_018458538.1, XP_018458539.1	jg26347
OG0013751	XP_018492435.1	jg26316
OG0013752	XP_018478884.1, XP_018471546.1	jg9375
OG0013754	XP_018471618.1	jg2069
OG0013755	XP_018466249.1, XP_018444756.1	jg2055
OG0013756	XP_018442156.1	jg1913
OG0013757	XP_018472070.1	jg1853
OG0013758	XP_018446437.1	jg1875
OG0013759	XP_018471580.1	jg1897
OG0013760	XP_018481543.1, XP_018474740.1	jg1579
OG0013761	XP_018452011.1	jg1532
OG0013762	XP_018457301.1, XP_018465043.1	jg1527
OG0013763	XP_018446989.1, XP_018462344.1	jg5745
OG0013764	XP_018442638.1, XP_018462585.1	jg5705
OG0013765	XP_018469642.1	jg5700
OG0013766	XP_018464808.1, XP_018465384.1, XP_018466329.1	jg5694
OG0013767	XP_018468656.1, XP_018460355.1	jg5687
OG0013768	XP_018476468.1, XP_018464991.1	jg5685
OG0013769	XP_018489954.1, XP_018489957.1	jg17240
OG0013770	XP_018482178.1, XP_018465283.1	jg16854
OG0013771	XP_018444474.1, XP_018444467.1	jg5661
OG0013772	XP_018441364.1, XP_018466181.1	jg21567
OG0013773	XP_018482990.1	jg21573
OG0013774	XP_018461201.1, XP_018483967.1	jg21369
OG0013775	XP_018461199.1, XP_018477283.1	jg21368
OG0013776	XP_018437438.1	jg15160
OG0013777	XP_018478904.1	jg15138
OG0013778	XP_018439451.1	jg15133
OG0013779	XP_018439390.1	jg15132
OG0013780	XP_018439395.1, XP_018439396.1	jg15131
OG0013781	XP_018439393.1, XP_018439394.1	jg15130
OG0013782	XP_018439392.1, XP_018439391.1	jg15129
OG0013783	XP_018433881.1, XP_018433863.1	jg15103
OG0013784	XP_018434162.1	jg15102
OG0013785	XP_018433147.1, XP_018433145.1	jg15098
OG0013786	XP_018484468.1	jg15091
OG0013787	XP_018463318.1, XP_018453446.1	jg15082
OG0013788	XP_018437403.1	jg15075
OG0013789	XP_018470285.1	jg15048
OG0013790	XP_018441051.1, XP_018463827.1	jg15034
OG0013791	XP_018433940.1	jg15021
OG0013792	XP_018439886.1, XP_018441808.1	jg12922
OG0013793	XP_018479987.1	jg28397
OG0013794	XP_018460680.1, XP_018446943.1	jg14617
OG0013795	XP_018492673.1	jg28431
OG0013796	XP_018487724.1	jg28437
OG0013797	XP_018488809.1, XP_018466806.1	jg28447
OG0013798	XP_018479377.1, XP_018479374.1, XP_018484711.1	jg13631
OG0013799	XP_018438611.1	jg28465
OG0013801	XP_018432947.1	jg28504
OG0013802	XP_018490856.1	jg28509
OG0013803	XP_018490417.1, XP_018464354.1	jg28516
OG0013804	XP_018432594.1, XP_018492201.1	jg28524
OG0013805	XP_018469938.1	jg19444
OG0013806	XP_018492893.1	jg25598
OG0013807	XP_018443139.1	jg28556
OG0013808	XP_018475267.1	jg28563
OG0013809	XP_018447773.1, XP_018491610.1	jg28567
OG0013810	XP_018432565.1	jg28573
OG0013811	XP_018475504.1	jg28599
OG0013812	XP_018447072.1	jg28605
OG0013813	XP_018439189.1	jg28617
OG0013814	XP_018487896.1, XP_018490621.1	jg28620
OG0013815	XP_018451390.1	jg28633
OG0013816	XP_018470087.1, XP_018470245.1	jg28660
OG0013817	XP_018451629.1	jg28691
OG0013818	XP_018486660.1, XP_018488565.1	jg28717
OG0013819	XP_018447192.1, XP_018447201.1	jg28722
OG0013820	XP_018486873.1, XP_018452694.1	jg28771
OG0013821	XP_018443296.1	jg28778
OG0013822	XP_018490769.1	jg28795
OG0013823	XP_018471157.1, XP_018455110.1	jg28816
OG0013824	XP_018440698.1	jg28817
OG0013825	XP_018467452.1, XP_018492143.1	jg28944
OG0013826	XP_018467989.1	jg28946
OG0013827	XP_018435598.1, XP_018461812.1	jg28980
OG0013828	XP_018486370.1	jg29000
OG0013829	XP_018487948.1	jg29042
OG0013830	XP_018485013.1	jg29045
OG0013831	XP_018449247.1, XP_018462290.1	jg29036
OG0013832	XP_018447631.1, XP_018450859.1	jg29063
OG0013833	XP_018439504.1, XP_018439517.1	jg29082
OG0013834	XP_018436188.1	jg29092
OG0013835	XP_018433301.1	jg12200
OG0013836	XP_018491525.1	jg29157
OG0013838	XP_018467904.1	jg29194
OG0013839	XP_018438885.1, XP_018467476.1	jg29201
OG0013840	XP_018485770.1	jg1736, jg1727
OG0013841	XP_018486152.1, XP_018447110.1	jg29203
OG0013842	XP_018490233.1	jg29247
OG0013843	XP_018451209.1, XP_018488850.1	jg29257
OG0013844	XP_018489083.1	jg29267
OG0013845	XP_018448963.1, XP_018448960.1	jg29278
OG0013846	XP_018474216.1	jg29286
OG0013847	XP_018449175.1, XP_018448983.1	jg29291
OG0013848	XP_018437951.1	jg29296
OG0013849	XP_018451102.1, XP_018451094.1	jg29308
OG0013850	XP_018437025.1	jg29312
OG0013851	XP_018468504.1	jg29323
OG0013852	XP_018471878.1	jg29342
OG0013853	XP_018437784.1, XP_018489013.1	jg29352
OG0013854	XP_018488570.1, XP_018488557.1	jg29361
OG0013855	XP_018433991.1	jg29392
OG0013856	XP_018466883.1, XP_018436488.1	jg29422
OG0013857	XP_018439626.1	jg29432
OG0013858	XP_018437122.1, XP_018489831.1	jg29438
OG0013859	XP_018437256.1, XP_018463026.1	jg29443
OG0013860	XP_018440101.1, XP_018433034.1	jg31155
OG0013862	XP_018492813.1	jg29482
OG0013863	XP_018452584.1	jg29501
OG0013864	XP_018488410.1	jg29510
OG0013865	XP_018486126.1	jg29513
OG0013866	XP_018447340.1, XP_018447362.1	jg29518
OG0013867	XP_018487590.1, XP_018449929.1	jg29521
OG0013868	XP_018487144.1	jg29538
OG0013869	XP_018436061.1	jg29539
OG0013871	XP_018441842.1	jg16729
OG0013872	XP_018458042.1	jg29610
OG0013874	XP_018449118.1	jg29614
OG0013875	XP_018458306.1, XP_018458304.1	jg29619
OG0013876	XP_018438850.1, XP_018465258.1	jg29629
OG0013877	XP_018458307.1, XP_018463034.1	jg29630
OG0013878	XP_018450448.1, XP_018465299.1, XP_018451596.1	jg29638
OG0013879	XP_018486898.1	jg29641
OG0013880	XP_018448937.1	jg29642
OG0013881	XP_018481344.1	jg29730
OG0013882	XP_018435329.1	jg29736
OG0013883	XP_018451069.1	jg29744
OG0013884	XP_018451007.1, XP_018450994.1, XP_018451374.1	jg29747
OG0013885	XP_018441190.1	jg29751
OG0013886	XP_018436628.1, XP_018436668.1	jg29758
OG0013887	XP_018450601.1	jg31210
OG0013888	XP_018435401.1, XP_018447507.1	jg29779
OG0013889	XP_018488426.1, XP_018442592.1	jg29792
OG0013890	XP_018476788.1	jg21911
OG0013891	XP_018464559.1, XP_018450403.1	jg29804
OG0013892	XP_018469198.1	jg29835
OG0013893	XP_018467794.1	jg29838
OG0013894	XP_018441309.1, XP_018437017.1	jg29887
OG0013895	XP_018433891.1	jg29894
OG0013897	XP_018455432.1	jg29901
OG0013898	XP_018451150.1, XP_018447242.1	jg29907
OG0013899	XP_018470226.1, XP_018470076.1	jg29908
OG0013900	XP_018435472.1, XP_018436636.1	jg29919
OG0013901	XP_018437252.1	jg29951
OG0013902	XP_018441665.1	jg29953
OG0013903	XP_018434935.1, XP_018434924.1	jg29994
OG0013904	XP_018479817.1, XP_018479725.1	jg30010
OG0013905	XP_018477672.1	jg21459
OG0013906	XP_018487486.1	jg30057
OG0013907	XP_018438531.1	jg30086
OG0013910	XP_018493097.1	jg30115
OG0013911	XP_018450208.1, XP_018470454.1	jg30124
OG0013912	XP_018436892.1, XP_018454233.1	jg30134
OG0013913	XP_018472885.1, XP_018463604.1	jg30137
OG0013914	XP_018468332.1, XP_018463605.1	jg30139
OG0013915	XP_018450739.1	jg30178, jg30166, jg30155
OG0013916	XP_018450737.1	jg30180, jg30168, jg30157
OG0013917	XP_018434410.1	jg30189, jg30202
OG0013918	XP_018479379.1, XP_018479393.1	jg30240
OG0013919	XP_018458612.1	jg30256
OG0013920	XP_018468180.1	jg22011
OG0013921	XP_018451423.1, XP_018460498.1	jg30265
OG0013922	XP_018451422.1	jg30266
OG0013923	XP_018449229.1	jg30267
OG0013924	XP_018445117.1	jg30276
OG0013925	XP_018480516.1	jg30282
OG0013926	XP_018432683.1, XP_018488274.1	jg30312
OG0013927	XP_018450811.1, XP_018448069.1	jg30323
OG0013928	XP_018434372.1	jg30325
OG0013929	XP_018437997.1	jg30333
OG0013930	XP_018433427.1	jg30346
OG0013931	XP_018435703.1	jg30349
OG0013932	XP_018482284.1, XP_018462226.1	jg30362
OG0013933	XP_018489314.1	jg30383
OG0013934	XP_018449321.1	jg30427
OG0013935	XP_018442185.1	jg30434
OG0013936	XP_018448035.1, XP_018448040.1	jg30440
OG0013937	XP_018451757.1, XP_018451749.1	jg30443
OG0013938	XP_018449370.1, XP_018449365.1	jg30446
OG0013939	XP_018448135.1	jg30464
OG0013940	XP_018493149.1	jg30471
OG0013941	XP_018467646.1	jg30481
OG0013942	XP_018447689.1	jg30488
OG0013943	XP_018466551.1, XP_018484629.1	jg30494
OG0013944	XP_018491924.1, XP_018491935.1	jg30496
OG0013945	XP_018480568.1	jg30451
OG0013946	XP_018484700.1	jg30503
OG0013947	XP_018442410.1, XP_018433137.1	jg30514
OG0013948	XP_018454722.1	jg13130
OG0013949	XP_018473625.1, XP_018450745.1	jg30538
OG0013950	XP_018481919.1, XP_018435961.1	jg30542
OG0013951	XP_018483457.1	jg12558
OG0013952	XP_018450729.1	jg30560
OG0013953	XP_018436110.1	jg30574, jg30564
OG0013954	XP_018451612.1	jg30588
OG0013955	XP_018469253.1	jg30626
OG0013956	XP_018469244.1	jg30681
OG0013957	XP_018486247.1	jg30682
OG0013958	XP_018436582.1	jg30683
OG0013959	XP_018465455.1, XP_018469317.1	jg30689
OG0013960	XP_018469325.1	jg30691
OG0013961	XP_018490249.1	jg30717
OG0013962	XP_018473133.1, XP_018437353.1	jg30740
OG0013963	XP_018483658.1, XP_018483634.1	jg30765
OG0013964	XP_018450939.1	jg30773
OG0013965	XP_018470063.1	jg30784
OG0013966	XP_018482552.1	jg21307
OG0013967	XP_018433878.1	jg30838
OG0013968	XP_018443246.1	jg30846
OG0013969	XP_018434323.1, XP_018443576.1	jg30852
OG0013970	XP_018439790.1	jg30854
OG0013971	XP_018491811.1	jg30855
OG0013973	XP_018455474.1, XP_018455473.1	jg2809
OG0013974	XP_018446523.1	jg2802
OG0013975	XP_018453252.1	jg2798
OG0013976	XP_018458003.1	jg2794
OG0013977	XP_018471965.1	jg2791
OG0013978	XP_018444529.1	jg2787
OG0013979	XP_018456091.1	jg2774
OG0013980	XP_018456822.1	jg2766
OG0013981	XP_018445045.1	jg2754
OG0013982	XP_018457714.1	jg2732
OG0013983	XP_018470100.1	jg2690
OG0013984	XP_018444625.1, XP_018461004.1	jg2686
OG0013985	XP_018452180.1, XP_018455511.1	jg2678
OG0013986	XP_018467911.1	jg2668
OG0013987	XP_018464402.1, XP_018457919.1	jg2665
OG0013988	XP_018451965.1, XP_018470239.1	jg2664
OG0013990	XP_018455318.1, XP_018455107.1, XP_018444939.1	jg2628
OG0013991	XP_018471526.1, XP_018464770.1	jg10072
OG0013992	XP_018454656.1	jg10069
OG0013993	XP_018434179.1	jg31937
OG0013994	XP_018457117.1	jg448
OG0013995	XP_018457682.1	jg449
OG0013996	XP_018454280.1	jg450
OG0013997	XP_018456051.1	jg524
OG0013998	XP_018457800.1	jg532
OG0013999	XP_018471436.1	jg9761
OG0014001	XP_018452781.1	jg569
OG0014002	XP_018434357.1, XP_018464028.1	jg12912
OG0014003	XP_018464284.1, XP_018453987.1	jg602
OG0014004	XP_018454815.1	jg607
OG0014005	XP_018446788.1	jg5488
OG0014006	XP_018452841.1	jg637
OG0014007	XP_018452051.1	jg679
OG0014008	XP_018452225.1	jg689
OG0014009	XP_018458642.1, XP_018458630.1	jg718
OG0014010	XP_018440351.1	jg779
OG0014011	XP_018433538.1	jg789
OG0014012	XP_018454723.1	jg861
OG0014013	XP_018455793.1, XP_018437598.1	jg871
OG0014014	XP_018440912.1	jg872
OG0014015	XP_018457656.1, XP_018457658.1	jg892
OG0014016	XP_018454189.1, XP_018455625.1	jg906
OG0014017	XP_018485387.1	jg27370
OG0014018	XP_018436899.1	jg923
OG0014019	XP_018446900.1, XP_018452674.1, XP_018461927.1	jg954
OG0014020	XP_018439275.1	jg981
OG0014021	XP_018457573.1, XP_018435091.1	jg998
OG0014022	XP_018457496.1	jg1048
OG0014023	XP_018454292.1	jg1109
OG0014024	XP_018439452.1	jg1181
OG0014026	XP_018456994.1	jg1207
OG0014027	XP_018458173.1	jg1365
OG0014028	XP_018453182.1, XP_018453203.1	jg1411
OG0014029	XP_018458165.1	jg1422
OG0014030	XP_018440095.1	jg1460
OG0014031	XP_018453066.1	jg446
OG0014032	XP_018452728.1, XP_018452727.1	jg423
OG0014033	XP_018452858.1	jg399
OG0014034	XP_018454767.1, XP_018454975.1	jg391
OG0014036	XP_018452968.1	jg388
OG0014037	XP_018454546.1	jg387
OG0014038	XP_018456270.1	jg362
OG0014039	XP_018455678.1	jg360
OG0014040	XP_018469204.1	jg7122, jg7111, jg7112
OG0014041	XP_018485201.1, XP_018464830.1	jg20377
OG0014042	XP_018482272.1, XP_018439045.1	jg20292
OG0014043	XP_018437083.1, XP_018478607.1	jg20289
OG0014044	XP_018433110.1, XP_018441245.1, XP_018463918.1	jg20261
OG0014045	XP_018477661.1	jg20656
OG0014046	XP_018434364.1	jg20667
OG0014047	XP_018485353.1	jg20672
OG0014048	XP_018438325.1, XP_018482226.1	jg20720
OG0014049	XP_018453266.1	jg20729
OG0014050	XP_018466145.1, XP_018464011.1	jg7773
OG0014051	XP_018456509.1	jg7755
OG0014052	XP_018452140.1	jg7754
OG0014053	XP_018476812.1	jg7749
OG0014054	XP_018470104.1	jg9493
OG0014055	XP_018470714.1	jg9486
OG0014056	XP_018470716.1	jg9483
OG0014057	XP_018438948.1	jg9441
OG0014058	XP_018448385.1	jg9433
OG0014059	XP_018468606.1, XP_018482758.1	jg9431
OG0014060	XP_018450972.1	jg11047
OG0014061	XP_018458239.1	jg11026
OG0014062	XP_018480935.1	jg32851, jg32870
OG0014063	XP_018445644.1	jg32879
OG0014064	XP_018485167.1, XP_018464519.1	jg32880
OG0014065	XP_018461833.1, XP_018440500.1	jg32937
OG0014066	XP_018482169.1, XP_018466004.1	jg32904
OG0014067	XP_018465852.1, XP_018463930.1	jg32905
OG0014068	XP_018435242.1, XP_018435223.1, XP_018461834.1	jg32935
OG0014070	XP_018465201.1, XP_018438403.1	jg32938
OG0014071	XP_018462313.1, XP_018490930.1	jg32968
OG0014072	XP_018490934.1, XP_018462318.1, XP_018463670.1, XP_018464350.1	jg32972
OG0014073	XP_018488096.1, XP_018490472.1	jg32975
OG0014074	XP_018447104.1	jg32979
OG0014075	XP_018433594.1	jg32997
OG0014076	XP_018432744.1	jg32998
OG0014077	XP_018447797.1	jg33042
OG0014078	XP_018447645.1, XP_018447644.1	jg33055
OG0014080	XP_018492715.1	jg33057
OG0014081	XP_018446569.1, XP_018446567.1	jg3142
OG0014082	XP_018444191.1, XP_018444214.1	jg3140
OG0014083	XP_018469144.1	jg8277
OG0014084	XP_018471336.1	jg12875, jg8280
OG0014085	XP_018483959.1, XP_018484300.1	jg8284
OG0014086	XP_018459040.1, XP_018458405.1	jg8297, jg8304
OG0014087	XP_018449141.1	jg8301, jg8308
OG0014088	XP_018470927.1	jg8312
OG0014089	XP_018447315.1, XP_018450219.1	jg8322
OG0014090	XP_018451463.1	jg8339
OG0014091	XP_018451669.1	jg8347
OG0014092	XP_018482493.1	jg8350
OG0014093	XP_018470460.1	jg8363
OG0014094	XP_018447993.1	jg8366
OG0014095	XP_018456011.1	jg8373, jg32607
OG0014096	XP_018463648.1, XP_018447884.1	jg8379
OG0014097	XP_018448353.1, XP_018463651.1	jg8382
OG0014098	XP_018469714.1	jg8405
OG0014099	XP_018470114.1	jg8412
OG0014100	XP_018447804.1, XP_018447612.1	jg8413
OG0014101	XP_018447228.1, XP_018468030.1	jg8436
OG0014102	XP_018478282.1	jg21296
OG0014103	XP_018448140.1, XP_018459822.1	jg8502
OG0014104	XP_018468116.1	jg8507
OG0014105	XP_018468120.1, XP_018468118.1	jg8510
OG0014106	XP_018449892.1, XP_018459826.1	jg8518
OG0014107	XP_018459824.1, XP_018447145.1	jg8519
OG0014108	XP_018485505.1	jg27005
OG0014109	XP_018449469.1, XP_018449470.1	jg8542
OG0014110	XP_018484020.1	jg8546
OG0014111	XP_018469671.1	jg8550
OG0014112	XP_018449859.1, XP_018482005.1	jg8563
OG0014113	XP_018468622.1, XP_018468614.1	jg8589
OG0014114	XP_018469451.1, XP_018469449.1	jg8594
OG0014115	XP_018470099.1	jg8620
OG0014116	XP_018449015.1, XP_018449014.1, XP_018449013.1	jg8627
