Orthogroup	Raphanus_sativus	Cochlearia_excelsa
OG0017160	XP_018456696.1	g1189
OG0017161	XP_018456695.1	g1188
OG0017162	XP_018473551.1	g28691
OG0017163	XP_018469762.1	g28671
OG0017164	XP_018476096.1	g1140
OG0017166	XP_018472956.1	g1110
OG0017167	XP_018454613.1	g39316
OG0017171	XP_018452104.1	g39332
OG0017172	XP_018473494.1	g1085
OG0017173	XP_018456812.1	g39343
OG0017174	XP_018445841.1	g1071
OG0017175	XP_018457439.1	g39376
OG0017176	XP_018456106.1	g39379
OG0017177	XP_018456952.1	g985
OG0017179	XP_018458314.1	g980
OG0017180	XP_018471449.1	g39397
OG0017181	XP_018439287.1	g2646
OG0017182	XP_018437649.1	g2648
OG0017184	XP_018434281.1	g2679
OG0017185	XP_018442995.1	g5548
OG0017186	XP_018446927.1	g5567
OG0017187	XP_018445534.1	g29644
OG0017188	XP_018475656.1	g5568
OG0017190	XP_018446284.1	g29647
OG0017191	XP_018444664.1	g45470
OG0017192	XP_018445827.1	g29654
OG0017194	XP_018445710.1	g5594
OG0017195	XP_018442913.1	g46922
OG0017196	XP_018443043.1	g5603
OG0017197	XP_018442462.1	g29705
OG0017199	XP_018442551.1	g29732
OG0017202	XP_018475436.1	g29743
OG0017203	XP_018442149.1	g11666
OG0017204	XP_018475450.1	g5660
OG0017205	XP_018442287.1, XP_018442286.1	g5705
OG0017206	XP_018469833.1	g45360
OG0017207	XP_018444159.1	g45355
OG0017208	XP_018471715.1	g5746
OG0017211	XP_018445522.1	g5769
OG0017212	XP_018446976.1	g5777
OG0017213	XP_018442518.1	g45338
OG0017214	XP_018446388.1	g45333
OG0017215	XP_018473009.1	g29854
OG0017219	XP_018472192.1	g45287
OG0017220	XP_018474428.1	g5847
OG0017222	XP_018474429.1	g5853
OG0017226	XP_018478405.1	g16831
OG0017227	XP_018484742.1	g16805
OG0017230	XP_018444531.1	g44271
OG0017231	XP_018445476.1	g44270
OG0017233	XP_018445871.1	g46596
OG0017235	XP_018469609.1	g46588
OG0017236	XP_018457952.1	g46580
OG0017237	XP_018457646.1	g46549
OG0017238	XP_018471114.1	g46544
OG0017239	XP_018471115.1	g46543
OG0017243	XP_018446651.1	g44320
OG0017246	XP_018455907.1	g46459
OG0017247	XP_018447771.1	g46421
OG0017248	XP_018455254.1	g46400
OG0017249	XP_018442171.1	g13611
OG0017250	XP_018454578.1	g46392
OG0017252	XP_018453054.1	g46365
OG0017253	XP_018445482.1	g46358
OG0017254	XP_018458356.1	g46354
OG0017255	XP_018470170.1	g46350
OG0017256	XP_018442525.1	g46307
OG0017257	XP_018447377.1	g44378
OG0017258	XP_018443871.1	g46305
OG0017260	XP_018456078.1	g1616
OG0017261	XP_018468346.1	g44418
OG0017262	XP_018445115.1	g46238
OG0017263	XP_018445747.1	g46234
OG0017264	XP_018468718.1	g44433
OG0017265	XP_018444244.1	g46215
OG0017266	XP_018456312.1	g41101
OG0017268	XP_018434123.1	g13999
OG0017269	XP_018433433.1	g2776
OG0017270	XP_018439416.1	g2785
OG0017271	XP_018435215.1	g17980
OG0017272	XP_018433598.1	g27978
OG0017274	XP_018432912.1	g54366
OG0017275	XP_018452330.1	g13843
OG0017276	XP_018450671.1	g54310
OG0017277	XP_018483336.1	g36722
OG0017278	XP_018439319.1	g27982
OG0017279	XP_018439318.1	g54320
OG0017280	XP_018441346.1	g54332
OG0017282	XP_018433146.1	g36697
OG0017286	XP_018447791.1	g36676
OG0017287	XP_018489936.1	g36661
OG0017288	XP_018468425.1	g36638
OG0017289	XP_018455208.1	g27963
OG0017290	XP_018477821.1	g50983
OG0017292	XP_018477537.1	g51570
OG0017293	XP_018438780.1, XP_018438770.1	g51593
OG0017294	XP_018483504.1, XP_018483507.1	g38047
OG0017295	XP_018462462.1, XP_018449697.1	g902
OG0017296	XP_018474401.1	g25982
OG0017297	XP_018471023.1	g1482
OG0017298	XP_018456932.1	g17926
OG0017299	XP_018451554.1, XP_018463076.1	g25284
OG0017300	XP_018466527.1, XP_018447127.1	g46903
OG0017301	XP_018432971.1	g17928
OG0017302	XP_018458690.1	g46876
OG0017303	XP_018458689.1	g46877
OG0017304	XP_018449558.1	g25241
OG0017305	XP_018466985.1, XP_018477856.1	g46947
OG0017306	XP_018484279.1	g24785
OG0017307	XP_018444634.1	g24728
OG0017308	XP_018484843.1	g47003
OG0017310	XP_018450731.1	g47015
OG0017311	XP_018458329.1	g24566
OG0017312	XP_018472803.1	g24564
OG0017313	XP_018470899.1	g24526
OG0017314	XP_018443743.1	g17710
OG0017315	XP_018470165.1	g24496
OG0017316	XP_018470166.1	g24494
OG0017319	XP_018455419.1	g17638
OG0017321	XP_018474735.1	g26789
OG0017322	XP_018453490.1	g44590
OG0017325	XP_018456535.1	g46028
OG0017326	XP_018456534.1	g46031
OG0017327	XP_018475783.1	g38361
OG0017328	XP_018453965.1	g44571
OG0017329	XP_018452294.1	g44570
OG0017330	XP_018442342.1	g17994
OG0017332	XP_018442182.1	g46084
OG0017333	XP_018456637.1	g44557
OG0017334	XP_018469832.1	g44548
OG0017336	XP_018451996.1	g44792
OG0017338	XP_018470743.1	g45762
OG0017339	XP_018472093.1	g45771
OG0017340	XP_018468549.1	g44774
OG0017341	XP_018433570.1, XP_018472438.1	g17043
OG0017342	XP_018470158.1	g23543
OG0017345	XP_018478274.1	g46687
OG0017346	XP_018482358.1	g16861
OG0017347	XP_018490906.1	g11512
OG0017348	XP_018441283.1	g11511
OG0017349	XP_018478594.1	g10413
OG0017350	XP_018435659.1	g16502
OG0017351	XP_018480523.1	g10451
OG0017352	XP_018483722.1	g10464
OG0017353	XP_018441583.1	g10547
OG0017354	XP_018483054.1	g10554
OG0017355	XP_018481913.1	g10569
OG0017356	XP_018460920.1, XP_018477077.1	g1571
OG0017357	XP_018472214.1	g44737
OG0017358	XP_018457609.1	g44750
OG0017359	XP_018455371.1, XP_018455346.1	g44754
OG0017360	XP_018445317.1	g45803
OG0017361	XP_018452012.1	g45801
OG0017362	XP_018455123.1	g45789
OG0017363	XP_018453340.1	g40573
OG0017368	XP_018470138.1	g54207
OG0017369	XP_018447571.1	g36495
OG0017372	XP_018439849.1	g36557
OG0017373	XP_018486989.1	g36574
OG0017374	XP_018486398.1	g54264
OG0017376	XP_018489372.1	g54268
OG0017378	XP_018452190.1	g37038
OG0017380	XP_018447189.1	g46855
OG0017382	XP_018478082.1, XP_018476658.1	g51372
OG0017383	XP_018476657.1	g37067
OG0017384	XP_018478925.1	g37963
OG0017385	XP_018482769.1, XP_018482768.1	g51390
OG0017386	XP_018434321.1	g51403
OG0017387	XP_018479885.1	g51446
OG0017390	XP_018440885.1	g51502
OG0017391	XP_018437024.1	g25858
OG0017392	XP_018441941.1	g38003
OG0017393	XP_018474081.1	g51546
OG0017395	XP_018472177.1	g24140
OG0017396	XP_018447036.1	g17448
OG0017397	XP_018480780.1	g47295
OG0017398	XP_018483189.1	g47286
OG0017399	XP_018467684.1	g17467
OG0017400	XP_018469736.1	g17481
OG0017401	XP_018472358.1	g11419
OG0017402	XP_018438428.1	g38455
OG0017403	XP_018468911.1	g50660
OG0017405	XP_018478195.1	g2545
OG0017406	XP_018436113.1	g19354
OG0017407	XP_018469243.1	g881, g41221
OG0017408	XP_018457036.1	g1325
OG0017409	XP_018484712.1	g24214
OG0017410	XP_018472234.1	g6332
OG0017411	XP_018433966.1	g6221
OG0017412	XP_018433366.1	g6152
OG0017413	XP_018435178.1	g6144
OG0017415	XP_018432982.1	g14087
OG0017416	XP_018493335.1	g14046
OG0017417	XP_018444676.1	g47438
OG0017418	XP_018468066.1	g17290
OG0017419	XP_018493453.1	g27634
OG0017421	XP_018478552.1	g10254
OG0017422	XP_018469280.1	g17386
OG0017423	XP_018471795.1	g24056
OG0017424	XP_018487243.1	g13665
OG0017425	XP_018479362.1	g10358
OG0017426	XP_018471314.1	g47360
OG0017427	XP_018471657.1	g24007
OG0017428	XP_018468801.1	g17335
OG0017429	XP_018482320.1	g23988
OG0017431	XP_018470721.1	g24108
OG0017434	XP_018438888.1	g12726
OG0017435	XP_018438891.1	g3021
OG0017438	XP_018491516.1	g7948
OG0017439	XP_018432713.1	g12719
OG0017440	XP_018490991.1	g7939
OG0017441	XP_018465729.1	g7937
OG0017442	XP_018433600.1	g23726
OG0017443	XP_018462228.1, XP_018469107.1	g17
OG0017445	XP_018467061.1	g9627
OG0017446	XP_018440282.1	g19628
OG0017447	XP_018481915.1, XP_018483779.1	g13
OG0017448	XP_018456590.1	g9621
OG0017449	XP_018456589.1	g11
OG0017452	XP_018488889.1	g18785
OG0017454	XP_018459634.1	g18779
OG0017455	XP_018441900.1, XP_018441901.1	g50711
OG0017456	XP_018481164.1	g18756
OG0017458	XP_018488815.1	g11155
OG0017459	XP_018444918.1	g1812
OG0017460	XP_018444910.1	g11162
OG0017463	XP_018486064.1	g1890
OG0017464	XP_018488049.1	g1891
OG0017466	XP_018480320.1	g1917
OG0017469	XP_018444873.1	g1958
OG0017470	XP_018460414.1	g11202
OG0017471	XP_018486266.1	g18921
OG0017475	XP_018437314.1, XP_018444775.1	g2088
OG0017476	XP_018493033.1, XP_018493049.1	g18996
OG0017478	XP_018491958.1	g2150, g19028
OG0017479	XP_018489893.1	g19030
OG0017480	XP_018484819.1	g2170
OG0017481	XP_018463161.1, XP_018490748.1	g2183
OG0017482	XP_018492303.1	g11276
OG0017483	XP_018492794.1	g19082
OG0017485	XP_018485923.1	g2216
OG0017486	XP_018432671.1	g2238
OG0017487	XP_018489768.1	g2253
OG0017488	XP_018483245.1	g19152
OG0017489	XP_018490976.1	g2299
OG0017490	XP_018458892.1	g2316
OG0017492	XP_018485510.1	g2329
OG0017493	XP_018485703.1	g19176
OG0017494	XP_018492227.1	g2339
OG0017495	XP_018465619.1	g19205
OG0017496	XP_018486432.1	g11317
OG0017498	XP_018485865.1	g19211
OG0017499	XP_018458097.1	g11322
OG0017500	XP_018482034.1	g11323
OG0017501	XP_018487278.1	g19223
OG0017502	XP_018450250.1	g19229
OG0017503	XP_018458639.1	g937
OG0017504	XP_018452785.1	g923
OG0017506	XP_018485486.1	g11720, g13501
OG0017507	XP_018485595.1	g6441
OG0017508	XP_018486618.1	g11685
OG0017509	XP_018485460.1	g11686
OG0017510	XP_018488641.1	g11674
OG0017511	XP_018485773.1	g6391
OG0017512	XP_018491519.1	g6367
OG0017513	XP_018485732.1	g13532
OG0017514	XP_018492320.1	g13570
OG0017515	XP_018492564.1	g13587
OG0017516	XP_018445076.1	g44971
OG0017517	XP_018443016.1	g44940
OG0017518	XP_018467379.1	g41799
OG0017519	XP_018445268.1	g44882
OG0017520	XP_018442092.1	g41605
OG0017522	XP_018445320.1	g41581
OG0017523	XP_018456188.1	g44866
OG0017524	XP_018457590.1	g18018
OG0017525	XP_018472008.1	g44841
OG0017527	XP_018491774.1	g6004
OG0017528	XP_018434486.1	g13945
OG0017529	XP_018490923.1	g19043
OG0017531	XP_018458024.1	g10275
OG0017533	XP_018472864.1	g51954
OG0017534	XP_018476349.1	g38145
OG0017535	XP_018468452.1	g28387
OG0017536	XP_018434535.1	g51886
OG0017537	XP_018479948.1	g51883
OG0017538	XP_018458710.1	g37354
OG0017540	XP_018459952.1, XP_018434031.1	g51856
OG0017542	XP_018474405.1	g37323
OG0017543	XP_018485067.1	g51785
OG0017544	XP_018476393.1	g51768
OG0017545	XP_018475866.1	g37311
OG0017547	XP_018458035.1	g51743
OG0017548	XP_018475116.1, XP_018476317.1	g38092
OG0017550	XP_018476021.1	g51722
OG0017551	XP_018439792.1	g37275
OG0017553	XP_018438411.1	g38084
OG0017557	XP_018457356.1	g25660
OG0017558	XP_018457354.1	g25661
OG0017559	XP_018457686.1	g40419
OG0017560	XP_018475397.1	g40425
OG0017561	XP_018460794.1, XP_018454375.1	g40426
OG0017563	XP_018442534.1	g50386
OG0017564	XP_018436721.1	g50855
OG0017570	XP_018484490.1	g36944
OG0017571	XP_018440278.1, XP_018440309.1	g38510
OG0017572	XP_018434310.1	g36929
OG0017573	XP_018466461.1	g38480
OG0017574	XP_018441561.1	g36876
OG0017576	XP_018478561.1	g36822
OG0017577	XP_018472115.1	g38270
OG0017578	XP_018483242.1	g38323
OG0017579	XP_018448831.1	g35934
OG0017581	XP_018447165.1	g32852
OG0017582	XP_018458442.1	g27866
OG0017583	XP_018468164.1	g32743
OG0017584	XP_018462260.1	g32734
OG0017585	XP_018440167.1	g27802
OG0017586	XP_018492453.1	g50706
OG0017587	XP_018492392.1	g32667
OG0017588	XP_018475988.1	g40329, g25780
OG0017589	XP_018464513.1	g25765
OG0017591	XP_018457707.1	g25763
OG0017592	XP_018450131.1	g25698
OG0017593	XP_018455220.1	g25695
OG0017594	XP_018446399.1	g4870
OG0017595	XP_018451966.1	g4805
OG0017596	XP_018484308.1	g10151
OG0017598	XP_018484729.1	g4707
OG0017600	XP_018440135.1	g5908
OG0017601	XP_018467088.1	g13827
OG0017602	XP_018440786.1	g47383
OG0017603	XP_018439195.1	g13834
OG0017604	XP_018470332.1	g31127
OG0017605	XP_018439185.1	g37776
OG0017606	XP_018440903.1, XP_018440996.1	g37765
OG0017609	XP_018484032.1	g37728
OG0017610	XP_018438794.1	g37701
OG0017611	XP_018475622.1, XP_018463344.1	g37699
OG0017614	XP_018438924.1	g38244
OG0017616	XP_018481084.1	g52244
OG0017617	XP_018467779.1	g17030
OG0017621	XP_018439885.1	g37526
OG0017622	XP_018476319.1	g52142
OG0017623	XP_018472548.1	g5932
OG0017624	XP_018476980.1	g38210
OG0017626	XP_018476061.1	g38205
OG0017628	XP_018474828.1	g52026
OG0017629	XP_018434085.1	g37423
OG0017630	XP_018466298.1	g37410
OG0017631	XP_018477473.1	g10885
OG0017632	XP_018439854.1	g7902
OG0017633	XP_018488657.1	g7893
OG0017634	XP_018438362.1	g45761
OG0017636	XP_018440353.1	g7843
OG0017638	XP_018491391.1	g12642
OG0017639	XP_018491393.1	g12641
OG0017640	XP_018485943.1	g7823
OG0017641	XP_018485494.1	g12777
OG0017642	XP_018440539.1	g7817
OG0017643	XP_018434756.1	g19650
OG0017645	XP_018491275.1	g7742
OG0017646	XP_018480301.1	g38425
OG0017647	XP_018438988.1	g12846
OG0017648	XP_018491651.1	g12561
OG0017649	XP_018485786.1	g12555
OG0017650	XP_018486505.1	g12509
OG0017652	XP_018490158.1	g32238
OG0017654	XP_018493317.1	g12487
OG0017655	XP_018493087.1	g7643
OG0017656	XP_018432959.1	g7639
OG0017657	XP_018490175.1	g12934
OG0017658	XP_018491533.1	g12469
OG0017659	XP_018488977.1	g7617
OG0017660	XP_018492864.1	g12954
OG0017662	XP_018441279.1	g12443
OG0017663	XP_018491080.1	g7572
OG0017664	XP_018484012.1	g10309
OG0017665	XP_018489789.1	g7559
OG0017666	XP_018485541.1	g7554
OG0017667	XP_018441620.1	g12993
OG0017668	XP_018437834.1	g7535
OG0017669	XP_018493174.1	g7533
OG0017670	XP_018434431.1	g7531
OG0017671	XP_018487737.1	g11634
OG0017672	XP_018489850.1	g7485
OG0017673	XP_018492747.1	g7479
OG0017674	XP_018437653.1	g13060
OG0017675	XP_018492206.1	g7469
OG0017676	XP_018485504.1	g12386
OG0017678	XP_018492032.1	g7444
OG0017679	XP_018492024.1	g7442
OG0017680	XP_018491370.1	g13085
OG0017681	XP_018488908.1	g13105
OG0017682	XP_018490282.1	g7409
OG0017683	XP_018485437.1	g13119
OG0017684	XP_018488290.1	g7304
OG0017685	XP_018439760.1	g7302
OG0017686	XP_018490998.1, XP_018491232.1	g7282
OG0017687	XP_018441839.1	g13156
OG0017688	XP_018488492.1	g7248
OG0017689	XP_018493223.1	g7230
OG0017690	XP_018439828.1	g7221
OG0017691	XP_018491014.1	g12218
OG0017693	XP_018491671.1, XP_018463107.1	g12203
OG0017694	XP_018493094.1	g7191
OG0017695	XP_018433498.1	g12184
OG0017696	XP_018491629.1	g7152
OG0017697	XP_018486831.1	g7151
OG0017698	XP_018490469.1	g6243
OG0017699	XP_018441080.1	g12154
OG0017700	XP_018487359.1	g12148
OG0017701	XP_018488845.1, XP_018492261.1	g7115
OG0017702	XP_018486310.1	g7114
OG0017704	XP_018490788.1, XP_018489788.1	g7088
OG0017705	XP_018487539.1	g12119
OG0017708	XP_018491015.1	g7021
OG0017709	XP_018441139.1	g6995
OG0017710	XP_018492803.1	g6992
OG0017711	XP_018488615.1	g6934
OG0017713	XP_018469792.1	g23720
OG0017716	XP_018440695.1	g6777
OG0017717	XP_018441473.1	g11954
OG0017718	XP_018435517.1	g30881
OG0017719	XP_018488541.1	g11950
OG0017720	XP_018465280.1, XP_018448627.1	g25296
OG0017721	XP_018490670.1	g11896
OG0017722	XP_018467026.1	g28390
OG0017723	XP_018478582.1	g16875
OG0017726	XP_018466263.1	g16894
OG0017727	XP_018477155.1	g46744
OG0017728	XP_018481239.1, XP_018481249.1	g18096
OG0017729	XP_018481178.1	g46784
OG0017731	XP_018478370.1	g46786
OG0017732	XP_018481181.1	g46793
OG0017734	XP_018485360.1, XP_018483208.1	g25094
OG0017735	XP_018440039.1	g6512
OG0017738	XP_018459943.1	g6559
OG0017739	XP_018459677.1	g11819
OG0017740	XP_018492377.1	g11834
OG0017741	XP_018485966.1	g13409
OG0017742	XP_018461064.1, XP_018487022.1, XP_018487638.1	g13405
OG0017743	XP_018435338.1	g50124
OG0017744	XP_018492332.1	g13389
OG0017745	XP_018492735.1	g11872
OG0017746	XP_018467986.1	g16991
OG0017748	XP_018482901.1	g23433
OG0017749	XP_018468300.1	g23438
OG0017750	XP_018469639.1, XP_018467803.1	g16993
OG0017751	XP_018481852.1	g23445
OG0017752	XP_018485836.1	g393
OG0017753	XP_018445975.1	g45003
OG0017754	XP_018446459.1	g45056
OG0017755	XP_018442381.1	g45066
OG0017756	XP_018445650.1, XP_018489140.1	g45115
OG0017758	XP_018449983.1	g45099
OG0017759	XP_018444869.1	g45085
OG0017760	XP_018473420.1	g28498
OG0017761	XP_018456557.1	g43853
OG0017762	XP_018454898.1	g43870
OG0017763	XP_018478646.1	g43899
OG0017764	XP_018465168.1	g1693
OG0017765	XP_018476599.1	g41447
OG0017766	XP_018474673.1	g29076
OG0017767	XP_018445604.1	g29059
OG0017769	XP_018434481.1	g4757
OG0017770	XP_018482342.1	g4732
OG0017771	XP_018457167.1	g10263
OG0017772	XP_018438186.1, XP_018451442.1	g13875
OG0017774	XP_018482792.1	g19280
OG0017775	XP_018481666.1, XP_018433381.1	g2489
OG0017776	XP_018457865.1	g19320
OG0017777	XP_018433677.1	g19281
OG0017779	XP_018484664.1	g49290
OG0017781	XP_018434858.1	g26865
OG0017782	XP_018434870.1	g30733
OG0017783	XP_018483958.1	g38487
OG0017785	XP_018435014.1	g26889
OG0017786	XP_018449373.1	g30810
OG0017789	XP_018487905.1, XP_018451880.1	g49439
OG0017790	XP_018451882.1	g26921
OG0017792	XP_018492504.1	g30856
OG0017794	XP_018460735.1	g26933
OG0017795	XP_018441659.1	g49466
OG0017797	XP_018448185.1	g30909
OG0017798	XP_018457097.1	g10289
OG0017799	XP_018481810.1, XP_018471252.1	g30926
OG0017800	XP_018436950.1	g49495
OG0017801	XP_018491815.1	g26960
OG0017802	XP_018447262.1, XP_018447250.1	g30947
OG0017803	XP_018451381.1	g30957
OG0017804	XP_018487314.1	g30962
OG0017805	XP_018434199.1	g30972
OG0017806	XP_018461224.1	g26967
OG0017807	XP_018447159.1	g30989
OG0017808	XP_018490368.1	g49543
OG0017809	XP_018486949.1	g31020
OG0017810	XP_018492533.1, XP_018492546.1	g49562
OG0017811	XP_018434769.1	g31057
OG0017813	XP_018447179.1, XP_018450798.1	g49597, g31084
OG0017814	XP_018490750.1	g31086
OG0017815	XP_018481582.1	g49692
OG0017816	XP_018470558.1	g41226
OG0017817	XP_018486422.1	g49686
OG0017818	XP_018480526.1	g27028
OG0017819	XP_018466924.1, XP_018464820.1	g31160
OG0017820	XP_018480313.1	g27063
OG0017821	XP_018435653.1	g31176
OG0017822	XP_018451313.1, XP_018448980.1	g31178
OG0017824	XP_018461998.1	g27075
OG0017826	XP_018438302.1	g49706
OG0017827	XP_018441203.1	g31239
OG0017829	XP_018437749.1	g49725
OG0017830	XP_018486764.1	g31273
OG0017832	XP_018490049.1	g49752
OG0017835	XP_018484154.1	g31311
OG0017839	XP_018451066.1, XP_018451071.1	g31412
OG0017840	XP_018451588.1	g49872
OG0017842	XP_018479862.1	g49879
OG0017843	XP_018439113.1	g27227
OG0017844	XP_018437080.1	g27248
OG0017845	XP_018433698.1	g31491
OG0017846	XP_018437016.1	g31504
OG0017847	XP_018433892.1	g31509
OG0017848	XP_018442076.1	g31525
OG0017849	XP_018482015.1	g31543
OG0017850	XP_018479775.1	g31588
OG0017851	XP_018486463.1	g31605
OG0017852	XP_018451357.1, XP_018491501.1	g31611
OG0017853	XP_018488906.1	g31629
OG0017854	XP_018438758.1	g31631
OG0017855	XP_018433389.1	g49966
OG0017857	XP_018440858.1	g31690
OG0017858	XP_018460150.1	g49998
OG0017859	XP_018490832.1	g50011
OG0017860	XP_018468048.1	g31733
OG0017861	XP_018468544.1	g31740
OG0017862	XP_018449339.1	g31769
OG0017863	XP_018451668.1	g31771
OG0017864	XP_018467829.1	g31784
OG0017865	XP_018441947.1	g50048
OG0017867	XP_018433100.1	g27411
OG0017868	XP_018441395.1	g27415
OG0017869	XP_018434180.1	g50063
OG0017870	XP_018451576.1, XP_018451172.1	g31820
OG0017871	XP_018447494.1	g27434
OG0017873	XP_018458124.1	g46866
OG0017874	XP_018438038.1, XP_018451306.1	g31945
OG0017877	XP_018488642.1	g32001
OG0017878	XP_018488665.1	g32005
OG0017879	XP_018473596.1, XP_018464737.1	g32007
OG0017880	XP_018488691.1	g27497
OG0017882	XP_018483854.1, XP_018483147.1	g32023
OG0017883	XP_018485720.1	g32037
OG0017886	XP_018433858.1	g27530
OG0017887	XP_018441206.1	g27791
OG0017889	XP_018440569.1	g50258
OG0017890	XP_018453049.1	g44635
OG0017891	XP_018452026.1	g44644
OG0017892	XP_018452309.1	g45918
OG0017893	XP_018454240.1	g45912
OG0017894	XP_018456986.1	g45902
OG0017895	XP_018456046.1	g45888
OG0017897	XP_018452587.1	g45882
OG0017898	XP_018456097.1	g45878
OG0017899	XP_018453460.1, XP_018452178.1	g18010
OG0017900	XP_018470887.1, XP_018471505.1	g44692
OG0017901	XP_018446296.1	g44693
OG0017903	XP_018492841.1	g27793
OG0017904	XP_018449979.1	g27795
OG0017905	XP_018485403.1	g27796
OG0017906	XP_018443081.1	g50688
OG0017907	XP_018467431.1	g46642
OG0017908	XP_018479672.1	g15780
OG0017909	XP_018454882.1	g40911
OG0017910	XP_018468476.1	g40918
OG0017911	XP_018457577.1	g40921
OG0017912	XP_018450608.1	g44215
OG0017913	XP_018452814.1	g44208
OG0017914	XP_018458620.1	g38260
OG0017915	XP_018458628.1	g44207
OG0017916	XP_018458073.1	g40932
OG0017917	XP_018441895.1, XP_018433112.1	g40936
OG0017919	XP_018434150.1	g40985
OG0017921	XP_018438082.1, XP_018441112.1	g41006
OG0017922	XP_018439918.1	g41023
OG0017923	XP_018452084.1	g44126
OG0017924	XP_018444974.1, XP_018461592.1	g45068
OG0017925	XP_018454295.1	g41052
OG0017927	XP_018435151.1	g1714
OG0017929	XP_018451104.1	g45069
OG0017931	XP_018457240.1	g41119
OG0017933	XP_018480402.1, XP_018458466.1	g10364
OG0017934	XP_018454342.1	g6196
OG0017936	XP_018435072.1	g40638
OG0017939	XP_018464025.1, XP_018485322.1	g40669
OG0017940	XP_018439541.1	g40716
OG0017941	XP_018440425.1	g5904
OG0017942	XP_018477584.1	g11051
OG0017943	XP_018437216.1	g11056
OG0017944	XP_018457766.1	g40470
OG0017945	XP_018465586.1, XP_018455666.1	g40465, g25543
OG0017946	XP_018450484.1	g23484
OG0017947	XP_018470103.1	g23469
OG0017948	XP_018472275.1	g17001
OG0017949	XP_018470695.1	g17000
OG0017950	XP_018448067.1	g17592
OG0017951	XP_018467668.1	g47150
OG0017952	XP_018433928.1	g28235
OG0017953	XP_018480580.1	g54051
OG0017954	XP_018448136.1	g28106
OG0017957	XP_018436222.1	g54086
OG0017958	XP_018447785.1	g36366
OG0017959	XP_018463800.1	g54109
OG0017960	XP_018445148.1	g44487
OG0017962	XP_018445582.1	g18379
OG0017963	XP_018450777.1	g18372
OG0017964	XP_018480213.1	g18355
OG0017966	XP_018447484.1	g18337
OG0017967	XP_018469239.1	g18336
OG0017968	XP_018447414.1	g18334
OG0017971	XP_018451328.1	g22692
OG0017972	XP_018471021.1	g22715
OG0017973	XP_018437905.1	g2992
OG0017974	XP_018468032.1	g22717
OG0017975	XP_018468379.1	g22728
OG0017976	XP_018468113.1	g22766
OG0017977	XP_018468117.1	g22769
OG0017978	XP_018478295.1	g38280
OG0017981	XP_018480691.1	g22854
OG0017983	XP_018472342.1, XP_018472352.1	g27074
OG0017984	XP_018471400.1	g22901
OG0017986	XP_018484244.1	g22988
OG0017988	XP_018468318.1	g23057
OG0017989	XP_018470044.1	g47877
OG0017990	XP_018480082.1, XP_018470648.1	g23118
OG0017991	XP_018463223.1	g16920
OG0017993	XP_018456634.1	g23243
OG0017996	XP_018463272.1	g18163
OG0017997	XP_018464206.1	g23158
OG0017998	XP_018481262.1	g23151
OG0017999	XP_018472135.1, XP_018450561.1	g776
OG0018000	XP_018483922.1	g23299
OG0018001	XP_018451325.1	g23308
OG0018002	XP_018447838.1	g23315
OG0018003	XP_018482369.1, XP_018482074.1	g23324
OG0018004	XP_018459036.1	g23573
OG0018005	XP_018470669.1	g23333
OG0018006	XP_018480718.1	g16957
OG0018007	XP_018485120.1	g23351
OG0018008	XP_018470479.1	g23367
OG0018009	XP_018463027.1	g6490
OG0018010	XP_018434794.1, XP_018491209.1	g6489
OG0018011	XP_018485619.1	g13484
OG0018012	XP_018457468.1	g46009
OG0018013	XP_018457384.1	g46006
OG0018014	XP_018456866.1	g46001
OG0018015	XP_018440344.1	g32084
OG0018016	XP_018435815.1	g32079
OG0018018	XP_018485785.1, XP_018485791.1	g32182
OG0018019	XP_018447434.1	g23736
OG0018020	XP_018490696.1	g36800
OG0018021	XP_018436664.1	g51048
OG0018022	XP_018455043.1, XP_018454506.1	g25451
OG0018025	XP_018457171.1	g39464
OG0018026	XP_018466932.1	g39476
OG0018027	XP_018456871.1	g25356
OG0018028	XP_018474364.1, XP_018460611.1	g50844
OG0018030	XP_018447046.1	g32195
OG0018031	XP_018451176.1	g28240, g28241
OG0018032	XP_018468292.1	g23673
OG0018033	XP_018455950.1	g17102
OG0018034	XP_018447074.1	g17090
OG0018035	XP_018447855.1	g17093
OG0018036	XP_018457787.1	g23631
OG0018037	XP_018471522.1	g47630
OG0018039	XP_018458829.1	g23599
OG0018042	XP_018474121.1	g16797
OG0018043	XP_018441218.1	g45206, g30817
OG0018044	XP_018438878.1	g31118
OG0018045	XP_018436527.1	g49708
OG0018046	XP_018489021.1	g31271
OG0018047	XP_018449402.1	g31393
OG0018048	XP_018488157.1	g6166
OG0018049	XP_018460592.1, XP_018466951.1, XP_018479515.1	g1487
OG0018050	XP_018464684.1, XP_018458998.1	g27416
OG0018051	XP_018437941.1	g32053
OG0018052	XP_018491692.1	g50334
OG0018053	XP_018470427.1	g50348
OG0018054	XP_018484184.1	g32159
OG0018056	XP_018488596.1	g27781
OG0018057	XP_018449787.1	g28237
OG0018058	XP_018453204.1	g28217
OG0018059	XP_018448959.1, XP_018448730.1	g35935
OG0018060	XP_018483816.1	g53929, g35967
OG0018061	XP_018433949.1	g36195
OG0018063	XP_018473629.1	g13687
OG0018065	XP_018463520.1	g11193, g45042
OG0018067	XP_018446177.1	g18064
OG0018068	XP_018461593.1, XP_018442504.1	g45071
