Orthogroup	Raphanus_sativus	Cardamine_glauca
OG0015306	XP_018472001.1	Cg001G0208500
OG0015307	XP_018471683.1	Cg001G0208800
OG0015308	XP_018447068.1, XP_018451175.1	Cg001G0209200
OG0015309	XP_018468214.1, XP_018468285.1	Cg001G0211200
OG0015310	XP_018470973.1	Cg001G0212700
OG0015311	XP_018448220.1	Cg001G0212800
OG0015312	XP_018467685.1	Cg001G0214600
OG0015313	XP_018470533.1	Cg001G0215000
OG0015314	XP_018471258.1	Cg001G0216800
OG0015315	XP_018478923.1	Cg001G0218500
OG0015316	XP_018477690.1	Cg001G0219200
OG0015317	XP_018485364.1	Cg001G0219300
OG0015318	XP_018479209.1	Cg001G0220200
OG0015320	XP_018470339.1	Cg001G0220700
OG0015321	XP_018440882.1	Cg005G1734200
OG0015322	XP_018460907.1, XP_018464623.1	Cg001G0222100
OG0015323	XP_018480636.1	Cg001G0225000
OG0015324	XP_018485278.1	Cg001G0225200
OG0015325	XP_018485279.1, XP_018472087.1	Cg001G0225300
OG0015326	XP_018482978.1	Cg001G0226400
OG0015327	XP_018447150.1, XP_018447155.1	Cg001G0229300
OG0015328	XP_018471510.1	Cg001G0231300
OG0015329	XP_018449813.1	Cg001G0231600
OG0015330	XP_018463444.1, XP_018459706.1	Cg001G0316800
OG0015331	XP_018456682.1	Cg008G2971600
OG0015332	XP_018437726.1	Cg002G0644600
OG0015334	XP_018433614.1	Cg002G0520400
OG0015335	XP_018480639.1, XP_018465300.1	Cg002G0520900
OG0015336	XP_018483968.1	Cg002G0521600
OG0015337	XP_018468440.1	Cg002G0524300
OG0015338	XP_018470304.1	Cg002G0524500
OG0015339	XP_018453773.1	Cg002G0524900
OG0015340	XP_018441995.1	Cg002G0526300
OG0015341	XP_018461861.1, XP_018468666.1	Cg002G0526400
OG0015342	XP_018481049.1, XP_018481050.1	Cg002G0527300
OG0015343	XP_018469969.1	Cg003G0906800
OG0015344	XP_018457888.1	Cg003G0905200
OG0015345	XP_018456927.1	Cg003G0904500
OG0015346	XP_018476954.1	Cg003G0904000
OG0015347	XP_018476953.1	Cg003G0903900
OG0015348	XP_018473260.1	Cg003G0902900
OG0015349	XP_018456762.1	Cg003G0902600
OG0015350	XP_018457883.1	Cg003G0900100
OG0015351	XP_018452206.1	Cg003G0898100
OG0015352	XP_018471774.1	Cg003G0898700
OG0015353	XP_018443775.1	Cg003G0899000
OG0015354	XP_018472690.1	Cg003G0897800
OG0015355	XP_018473396.1	Cg003G0891600
OG0015356	XP_018476885.1	Cg003G0892800
OG0015357	XP_018452332.1	Cg003G0892400
OG0015359	XP_018432584.1	Cg004G1366000
OG0015360	XP_018487288.1	Cg004G1366400
OG0015361	XP_018488863.1	Cg004G1366700
OG0015362	XP_018457455.1	Cg004G1366800
OG0015363	XP_018489617.1	Cg004G1365000
OG0015364	XP_018460358.1	Cg004G1367500
OG0015365	XP_018486273.1	Cg004G1367900
OG0015366	XP_018493392.1	Cg004G1368800
OG0015367	XP_018460301.1	Cg004G1370600
OG0015368	XP_018461559.1	Cg004G1371200
OG0015369	XP_018455662.1, XP_018453933.1	Cg004G1374600
OG0015370	XP_018466781.1	Cg004G1378500, Cg004G1388700
OG0015371	XP_018436738.1	Cg004G1387600, Cg004G1380100
OG0015372	XP_018457950.1	Cg004G1380200, Cg004G1387500
OG0015374	XP_018484010.1	Cg002G0610100
OG0015375	XP_018486297.1	Cg004G1398500
OG0015376	XP_018491688.1, XP_018432741.1	Cg004G1399500
OG0015377	XP_018457440.1	Cg004G1403200
OG0015378	XP_018433608.1	Cg004G1403500
OG0015379	XP_018470457.1	Cg001G0164300
OG0015380	XP_018484326.1	Cg001G0166000
OG0015381	XP_018479122.1, XP_018449871.1	Cg001G0166100
OG0015384	XP_018478922.1	Cg001G0175200
OG0015385	XP_018448944.1	Cg001G0176700
OG0015386	XP_018460971.1, XP_018449891.1	Cg001G0178700
OG0015387	XP_018470990.1	Cg001G0179200
OG0015388	XP_018468438.1, XP_018468436.1	Cg001G0182300
OG0015389	XP_018477574.1	Cg001G0202400
OG0015390	XP_018451290.1	Cg001G0200700
OG0015391	XP_018471204.1	Cg001G0198700
OG0015392	XP_018471229.1	Cg001G0197000
OG0015393	XP_018472298.1	Cg001G0196400
OG0015394	XP_018472078.1	Cg001G0195800
OG0015395	XP_018448054.1	Cg001G0194900
OG0015396	XP_018447498.1	Cg001G0194700
OG0015397	XP_018469996.1	Cg001G0192800
OG0015398	XP_018469995.1	Cg001G0192700
OG0015399	XP_018471732.1	Cg001G0192300
OG0015400	XP_018448559.1, XP_018463667.1	Cg001G0191600
OG0015401	XP_018467708.1, XP_018482386.1	Cg001G0191300
OG0015402	XP_018471644.1	Cg001G0191000
OG0015403	XP_018471643.1	Cg001G0190900
OG0015404	XP_018470817.1	Cg001G0248100
OG0015405	XP_018468329.1	Cg001G0189400
OG0015406	XP_018468086.1	Cg001G0189300
OG0015407	XP_018450880.1, XP_018449288.1	Cg001G0188100
OG0015408	XP_018481932.1	Cg001G0187500
OG0015409	XP_018439890.1, XP_018439888.1	Cg002G0694500
OG0015410	XP_018469546.1	Cg001G0186000
OG0015411	XP_018471210.1	Cg001G0185600
OG0015412	XP_018455836.1, XP_018455862.1	Cg006G1877000, Cg006G1877800, Cg006G1877300
OG0015413	XP_018471984.1	Cg001G0185100
OG0015414	XP_018471781.1	Cg001G0204300
OG0015415	XP_018470205.1, XP_018456032.1	Cg001G0205100
OG0015417	XP_018434412.1	Cg008G2830500
OG0015418	XP_018434373.1	Cg007G2268500
OG0015419	XP_018484876.1	Cg008G2915900
OG0015420	XP_018456639.1	Cg008G2910700
OG0015421	XP_018470639.1	Cg001G0241800
OG0015422	XP_018470873.1, XP_018470862.1	Cg001G0240000
OG0015423	XP_018471492.1	Cg001G0238900
OG0015424	XP_018450783.1	Cg001G0241500
OG0015425	XP_018469319.1, XP_018482445.1	Cg001G0238700
OG0015426	XP_018446566.1	Cg001G0237300
OG0015427	XP_018452363.1	Cg001G0236000
OG0015428	XP_018449095.1	Cg001G0235800
OG0015429	XP_018456473.1	Cg001G0233200
OG0015430	XP_018489504.1, XP_018490162.1	Cg004G1072000
OG0015431	XP_018485637.1	Cg004G1072900
OG0015432	XP_018491278.1	Cg004G1073100
OG0015433	XP_018491517.1	Cg004G1073300
OG0015434	XP_018486756.1	Cg004G1074300
OG0015435	XP_018490997.1	Cg004G1075600
OG0015436	XP_018486818.1	Cg004G1076600
OG0015437	XP_018452944.1	Cg003G1063700
OG0015438	XP_018436515.1, XP_018434274.1	Cg003G1064400
OG0015439	XP_018440741.1	Cg006G1902600
OG0015440	XP_018453365.1	Cg007G2544600
OG0015441	XP_018437582.1, XP_018463816.1	Cg003G1066400
OG0015442	XP_018486733.1	Cg002G0667200
OG0015443	XP_018438938.1	Cg003G1067800
OG0015444	XP_018440130.1	Cg003G1068000
OG0015445	XP_018438937.1	Cg003G1068900
OG0015446	XP_018456538.1	Cg003G1069400
OG0015447	XP_018450938.1	Cg002G0395300
OG0015448	XP_018474407.1, XP_018458966.1	Cg002G0395400
OG0015449	XP_018459656.1	Cg002G0395500
OG0015450	XP_018459627.1	Cg002G0395900
OG0015451	XP_018466765.1	Cg002G0396100
OG0015452	XP_018459650.1, XP_018488085.1	Cg002G0396600
OG0015453	XP_018459647.1	Cg002G0396800
OG0015454	XP_018459638.1	Cg002G0397600
OG0015455	XP_018459637.1	Cg002G0397700
OG0015456	XP_018485693.1	Cg002G0399800
OG0015457	XP_018442348.1	Cg002G0400100
OG0015458	XP_018488078.1, XP_018464257.1	Cg002G0401100
OG0015459	XP_018477337.1	Cg002G0402100
OG0015460	XP_018460343.1	Cg002G0402700
OG0015461	XP_018481513.1, XP_018481516.1	Cg002G0403100
OG0015462	XP_018460341.1	Cg002G0403400
OG0015463	XP_018488761.1	Cg002G0404600
OG0015464	XP_018442667.1	Cg002G0406100
OG0015465	XP_018491338.1	Cg002G0406200
OG0015466	XP_018446275.1	Cg002G0407200
OG0015467	XP_018432582.1	Cg002G0407600
OG0015468	XP_018491272.1	Cg002G0409700
OG0015469	XP_018489590.1, XP_018465538.1	Cg002G0410500
OG0015470	XP_018486878.1	Cg002G0411200
OG0015471	XP_018488071.1	Cg002G0411600
OG0015472	XP_018451988.1	Cg003G0900800
OG0015473	XP_018488069.1, XP_018491008.1	Cg002G0413900
OG0015474	XP_018489092.1, XP_018467222.1	Cg002G0414800
OG0015475	XP_018491346.1	Cg002G0415300
OG0015476	XP_018486392.1	Cg002G0416200
OG0015477	XP_018486081.1	Cg002G0418600
OG0015478	XP_018442581.1	Cg002G0418800
OG0015479	XP_018480182.1, XP_018490894.1	Cg002G0419700
OG0015480	XP_018483881.1, XP_018482955.1	Cg002G0420300
OG0015481	XP_018432547.1	Cg002G0420400
OG0015482	XP_018481620.1	Cg005G1718000
OG0015483	XP_018446534.1	Cg002G0423200
OG0015484	XP_018481546.1	Cg002G0423900
OG0015485	XP_018442558.1	Cg002G0424800
OG0015486	XP_018485620.1	Cg006G2009500
OG0015487	XP_018478425.1, XP_018478416.1	Cg002G0425200
OG0015488	XP_018482406.1	Cg002G0425800
OG0015489	XP_018446779.1	Cg002G0426500
OG0015490	XP_018491111.1	Cg002G0428100
OG0015491	XP_018492724.1	Cg002G0428400
OG0015492	XP_018446506.1	Cg002G0429800
OG0015493	XP_018489534.1, XP_018465570.1	Cg002G0431700
OG0015494	XP_018446977.1	Cg002G0432800
OG0015495	XP_018444554.1	Cg002G0432900
OG0015496	XP_018492818.1	Cg004G1346400
OG0015497	XP_018461206.1, XP_018461496.1	Cg002G0435100
OG0015498	XP_018446363.1	Cg002G0437100
OG0015500	XP_018442264.1	Cg002G0439000
OG0015501	XP_018444999.1	Cg002G0439900
OG0015502	XP_018486341.1	Cg002G0440100
OG0015503	XP_018446786.1	Cg002G0440500
OG0015504	XP_018486812.1	Cg002G0440700
OG0015505	XP_018485880.1	Cg002G0440800
OG0015506	XP_018478677.1	Cg002G0444500
OG0015507	XP_018487266.1, XP_018462485.1	Cg002G0446000
OG0015508	XP_018486648.1	Cg002G0446100
OG0015509	XP_018446304.1, XP_018443634.1	Cg002G0446700
OG0015510	XP_018432702.1	Cg002G0448400
OG0015511	XP_018432858.1	Cg002G0448800
OG0015512	XP_018432872.1	Cg002G0449100
OG0015513	XP_018491723.1	Cg002G0450200
OG0015515	XP_018483761.1	Cg005G1720100
OG0015516	XP_018460284.1	Cg002G0453600
OG0015517	XP_018488375.1, XP_018488369.1	Cg002G0457200
OG0015518	XP_018458576.1, XP_018459890.1	Cg002G0457800
OG0015520	XP_018441368.1	Cg002G0579500
OG0015521	XP_018486946.1	Cg002G0460200
OG0015522	XP_018446100.1	Cg002G0460500
OG0015523	XP_018461218.1	Cg002G0462300
OG0015524	XP_018461216.1	Cg002G0463000
OG0015525	XP_018486521.1	Cg002G0463400
OG0015526	XP_018491341.1	Cg002G0464400
OG0015527	XP_018487138.1	Cg002G0464800
OG0015528	XP_018490674.1	Cg002G0465600
OG0015529	XP_018492517.1	Cg002G0466300
OG0015530	XP_018492518.1	Cg002G0466400
OG0015531	XP_018492308.1	Cg002G0469100
OG0015532	XP_018456726.1	Cg007G2269800
OG0015533	XP_018493402.1	Cg002G0472100
OG0015534	XP_018432941.1	Cg002G0472800
OG0015535	XP_018480280.1	Cg002G0473100
OG0015536	XP_018477044.1	Cg002G0473700
OG0015537	XP_018481292.1	Cg002G0474000
OG0015538	XP_018463705.1	Cg002G0474500
OG0015539	XP_018484867.1	Cg002G0474700
OG0015540	XP_018446829.1	Cg002G0475700
OG0015541	XP_018491035.1	Cg002G0476900
OG0015542	XP_018492498.1, XP_018445861.1	Cg002G0477300
OG0015543	XP_018488734.1	Cg002G0477800
OG0015544	XP_018485671.1	Cg002G0477900
OG0015545	XP_018486945.1	Cg002G0478500
OG0015546	XP_018446527.1	Cg007G2448000
OG0015547	XP_018491965.1	Cg002G0480600
OG0015548	XP_018442115.1	Cg002G0481000
OG0015549	XP_018446151.1	Cg002G0482100
OG0015550	XP_018484100.1	Cg002G0482500
OG0015551	XP_018486810.1	Cg002G0482900
OG0015552	XP_018491556.1	Cg002G0483100
OG0015553	XP_018443910.1	Cg002G0483200
OG0015555	XP_018451448.1	Cg006G1894100
OG0015556	XP_018484026.1	Cg004G1339500
OG0015557	XP_018460233.1, XP_018442861.1	Cg002G0487200
OG0015558	XP_018484635.1	Cg002G0487500
OG0015559	XP_018486256.1	Cg002G0488100
OG0015560	XP_018464825.1	Cg002G0488300
OG0015561	XP_018446622.1	Cg002G0490700
OG0015562	XP_018440635.1, XP_018441975.1	Cg004G1444600
OG0015563	XP_018483940.1	Cg002G0496400
OG0015564	XP_018461243.1, XP_018485730.1	Cg002G0497100
OG0015566	XP_018489026.1	Cg002G0499800
OG0015567	XP_018486116.1	Cg002G0501300
OG0015568	XP_018484775.1	Cg002G0501700
OG0015569	XP_018432848.1	Cg002G0501900
OG0015570	XP_018481417.1, XP_018481430.1	Cg002G0503200
OG0015571	XP_018447390.1	Cg003G0922400
OG0015572	XP_018457668.1	Cg003G0921800
OG0015573	XP_018450292.1	Cg003G0918100
OG0015574	XP_018457807.1	Cg003G0917900
OG0015575	XP_018473353.1	Cg003G0916700
OG0015576	XP_018471381.1	Cg003G0916600
OG0015577	XP_018477217.1	Cg001G0245200
OG0015578	XP_018485562.1	Cg004G1315300
OG0015579	XP_018433419.1	Cg004G1315400
OG0015580	XP_018493403.1	Cg004G1316100
OG0015581	XP_018489429.1, XP_018486710.1	Cg004G1316400
OG0015582	XP_018486456.1	Cg004G1317100
OG0015583	XP_018485594.1	Cg004G1318400
OG0015584	XP_018489354.1, XP_018489350.1	Cg004G1318600
OG0015585	XP_018493193.1	Cg004G1319400
OG0015586	XP_018486564.1	Cg004G1321300
OG0015587	XP_018491511.1	Cg004G1321500
OG0015588	XP_018486883.1	Cg004G1322400
OG0015589	XP_018486672.1	Cg004G1322600
OG0015590	XP_018485844.1	Cg004G1324100
OG0015591	XP_018486070.1	Cg004G1324200
OG0015592	XP_018491790.1	Cg004G1327800
OG0015593	XP_018486326.1	Cg004G1327900
OG0015594	XP_018485861.1	Cg004G1331000
OG0015595	XP_018487024.1	Cg004G1331300
OG0015596	XP_018485801.1, XP_018463202.1	Cg004G1331600
OG0015597	XP_018432677.1	Cg004G1334600
OG0015598	XP_018459310.1	Cg004G1335000
OG0015599	XP_018486905.1	Cg004G1338200
OG0015600	XP_018491375.1	Cg004G1338400
OG0015601	XP_018493406.1	Cg004G1340100
OG0015602	XP_018492554.1	Cg004G1346000
OG0015603	XP_018491172.1	Cg002G0597900
OG0015604	XP_018486666.1	Cg004G1347900
OG0015605	XP_018493563.1	Cg004G1313300
OG0015606	XP_018464124.1, XP_018443447.1	Cg007G2432900
OG0015607	XP_018449723.1	Cg007G2436900
OG0015608	XP_018470145.1	Cg007G2437700
OG0015609	XP_018454632.1	Cg007G2438800
OG0015610	XP_018446294.1	Cg007G2439800
OG0015611	XP_018471346.1	Cg007G2441000
OG0015612	XP_018446833.1	Cg007G2442000
OG0015613	XP_018446147.1	Cg007G2442100
OG0015614	XP_018442230.1	Cg007G2445400
OG0015615	XP_018446081.1	Cg007G2446200
OG0015616	XP_018456190.1	Cg007G2447500
OG0015617	XP_018461455.1	Cg007G2448200
OG0015618	XP_018443921.1	Cg007G2450200
OG0015619	XP_018453042.1	Cg007G2450500
OG0015620	XP_018462338.1, XP_018454662.1	Cg003G0791300
OG0015621	XP_018484691.1	Cg008G2879300
OG0015622	XP_018483332.1, XP_018484000.1	Cg008G2867100, Cg008G2851300
OG0015623	XP_018483333.1, XP_018479359.1	Cg008G2867200, Cg008G2851400
OG0015624	XP_018482887.1	Cg008G2870000
OG0015625	XP_018482896.1, XP_018464975.1	Cg008G2870900, Cg008G2855400
OG0015626	XP_018456586.1, XP_018456584.1	Cg004G1417000
OG0015627	XP_018450445.1	Cg001G0307700
OG0015628	XP_018434575.1	Cg004G1418600
OG0015629	XP_018492250.1	Cg004G1419200
OG0015630	XP_018454860.1	Cg004G1420200
OG0015631	XP_018434783.1	Cg004G1420600
OG0015632	XP_018453128.1	Cg004G1421000
OG0015633	XP_018488170.1	Cg004G1421800
OG0015634	XP_018455831.1	Cg004G1425400
OG0015635	XP_018434851.1	Cg004G1426200
OG0015636	XP_018454926.1	Cg004G1426800
OG0015637	XP_018441625.1	Cg004G1430200
OG0015638	XP_018440573.1	Cg004G1430600
OG0015639	XP_018465859.1, XP_018439097.1	Cg004G1431100
OG0015640	XP_018474760.1	Cg005G1518400
OG0015641	XP_018481327.1	Cg005G1519200
OG0015642	XP_018434285.1	Cg005G1519700
OG0015643	XP_018438002.1	Cg005G1520400
OG0015644	XP_018484383.1	Cg005G1520800
OG0015645	XP_018443292.1, XP_018443838.1	Cg002G0600100
OG0015646	XP_018439762.1, XP_018464387.1	Cg005G1521500
OG0015647	XP_018441935.1	Cg005G1523600
OG0015648	XP_018478244.1, XP_018434795.1	Cg005G1523900
OG0015649	XP_018438603.1	Cg005G1527000
OG0015650	XP_018446725.1	Cg001G0393500
OG0015651	XP_018476842.1	Cg005G1528400
OG0015652	XP_018484679.1	Cg005G1528600
OG0015653	XP_018478162.1	Cg005G1530600
OG0015654	XP_018440980.1	Cg005G1532500
OG0015655	XP_018440567.1	Cg005G1532800
OG0015656	XP_018476007.1	Cg005G1532900
OG0015657	XP_018437041.1	Cg005G1533200
OG0015658	XP_018434271.1	Cg005G1535800
OG0015659	XP_018472524.1	Cg005G1536000
OG0015660	XP_018434223.1	Cg005G1536600
OG0015661	XP_018472620.1	Cg005G1537900
OG0015662	XP_018441649.1	Cg005G1541100
OG0015663	XP_018433734.1	Cg005G1542300
OG0015664	XP_018464164.1, XP_018458418.1	Cg005G1542900
OG0015665	XP_018472674.1	Cg003G0819400, Cg003G0791500
OG0015666	XP_018458475.1, XP_018462939.1	Cg005G1543200
OG0015667	XP_018479941.1, XP_018484980.1	Cg005G1543400
OG0015668	XP_018478310.1	Cg005G1544900
OG0015669	XP_018483740.1, XP_018483738.1	Cg005G1545600
OG0015670	XP_018476318.1, XP_018476315.1	Cg005G1546400
OG0015671	XP_018436925.1	Cg002G0691200
OG0015672	XP_018441799.1	Cg005G1546700
OG0015673	XP_018441076.1, XP_018441103.1	Cg005G1548400
OG0015674	XP_018436379.1	Cg005G1549200
OG0015675	XP_018481564.1, XP_018484264.1	Cg005G1550900
OG0015676	XP_018435103.1	Cg005G1551200
OG0015677	XP_018436647.1	Cg005G1551300
OG0015678	XP_018458867.1	Cg003G0796700
OG0015679	XP_018483359.1	Cg005G1552300
OG0015680	XP_018438112.1	Cg005G1555000
OG0015681	XP_018439906.1	Cg005G1555900
OG0015682	XP_018434205.1	Cg002G0594800
OG0015683	XP_018459356.1	Cg005G1557000
OG0015684	XP_018437055.1	Cg005G1557200
OG0015685	XP_018476852.1, XP_018464776.1	Cg005G1560200
OG0015686	XP_018434850.1	Cg005G1561200
OG0015687	XP_018475700.1	Cg005G1561300
OG0015688	XP_018474585.1	Cg005G1561700
OG0015689	XP_018439641.1	Cg005G1562700
OG0015690	XP_018434918.1	Cg005G1562800
OG0015691	XP_018474061.1	Cg005G1563600
OG0015692	XP_018438376.1	Cg005G1563800
OG0015693	XP_018441744.1	Cg005G1564400
OG0015694	XP_018439281.1	Cg005G1565100
OG0015695	XP_018457019.1	Cg003G0748000
OG0015696	XP_018473144.1	Cg003G0744500
OG0015697	XP_018456085.1, XP_018456337.1	Cg003G0744200
OG0015698	XP_018476670.1	Cg003G0743700
OG0015699	XP_018454577.1	Cg003G0743200
OG0015700	XP_018454524.1	Cg003G0742000, Cg003G0855400
OG0015703	XP_018469735.1	Cg003G0752300
OG0015704	XP_018480339.1	Cg008G2925800
OG0015705	XP_018454320.1, XP_018464896.1	Cg003G0754600
OG0015706	XP_018476566.1	Cg003G0749000
OG0015707	XP_018484907.1	Cg005G1776200
OG0015708	XP_018439375.1	Cg005G1775200
OG0015709	XP_018434328.1	Cg005G1775000
OG0015710	XP_018438977.1	Cg005G1773700
OG0015711	XP_018438972.1	Cg005G1772500
OG0015713	XP_018484491.1	Cg005G1770100
OG0015714	XP_018434440.1	Cg005G1770000
OG0015716	XP_018438865.1, XP_018438864.1	Cg005G1765800
OG0015717	XP_018439596.1	Cg005G1764600
OG0015718	XP_018434479.1, XP_018437076.1	Cg005G1763000
OG0015719	XP_018465087.1	Cg005G1760300
OG0015720	XP_018434405.1	Cg005G1758200
OG0015721	XP_018477660.1	Cg005G1756300
OG0015722	XP_018441945.1, XP_018437348.1	Cg005G1755500
OG0015723	XP_018480286.1	Cg005G1755400
OG0015724	XP_018480289.1	Cg005G1754700
OG0015725	XP_018477807.1	Cg005G1751600
OG0015726	XP_018437994.1, XP_018435106.1	Cg005G1728800
OG0015727	XP_018483795.1	Cg013G3024200
OG0015728	XP_018478609.1	Cg005G1716100
OG0015729	XP_018478237.1	Cg005G1714600
OG0015730	XP_018461463.1	Cg005G1736100
OG0015731	XP_018484811.1	Cg005G1712700
OG0015732	XP_018493384.1	Cg005G1709200
OG0015733	XP_018484807.1	Cg005G1712900
OG0015734	XP_018433519.1	Cg005G1736500
OG0015735	XP_018492048.1, XP_018491861.1	Cg005G1710400
OG0015736	XP_018432811.1	Cg005G1705900
OG0015737	XP_018483067.1	Cg005G1745700
OG0015738	XP_018441914.1	Cg005G1725600
OG0015739	XP_018442432.1	Cg006G1884200
OG0015740	XP_018451916.1	Cg006G1880900
OG0015741	XP_018438667.1	Cg006G1885200
OG0015742	XP_018438567.1	Cg006G1877900
OG0015743	XP_018432780.1	Cg006G1876500
OG0015744	XP_018437492.1	Cg006G1874600
OG0015745	XP_018486534.1	Cg006G1902300
OG0015746	XP_018450933.1	Cg006G1899700
OG0015747	XP_018450934.1	Cg006G1899600
OG0015748	XP_018489446.1	Cg006G1905300
OG0015749	XP_018447673.1	Cg006G1910700
OG0015750	XP_018459309.1	Cg006G1912300
OG0015751	XP_018449939.1	Cg006G1912600
OG0015752	XP_018461382.1	Cg006G1913600
OG0015753	XP_018487068.1, XP_018487070.1	Cg006G1921700
OG0015754	XP_018450154.1	Cg006G1922100
OG0015755	XP_018491169.1	Cg006G1922800
OG0015756	XP_018451725.1	Cg006G1922900
OG0015757	XP_018491181.1	Cg006G1923000
OG0015758	XP_018438712.1	Cg006G1923800
OG0015761	XP_018492456.1	Cg006G1936500
OG0015762	XP_018476443.1	Cg003G0799000
OG0015763	XP_018453701.1	Cg003G0802300
OG0015764	XP_018476546.1	Cg003G0795900
OG0015765	XP_018476652.1, XP_018474709.1	Cg003G0777000
OG0015766	XP_018457621.1	Cg003G0776800
OG0015767	XP_018470877.1	Cg003G0776200
OG0015768	XP_018468156.1	Cg003G0775900
OG0015769	XP_018473137.1, XP_018474510.1	Cg003G0775100
OG0015770	XP_018472719.1	Cg003G0775000
OG0015771	XP_018452609.1	Cg003G0774900
OG0015772	XP_018475507.1	Cg003G0774200
OG0015773	XP_018472158.1	Cg003G0773800
OG0015774	XP_018453131.1	Cg003G0772600
OG0015775	XP_018474608.1	Cg003G0769800
OG0015776	XP_018473312.1	Cg003G0766300
OG0015777	XP_018476356.1	Cg003G0766100
OG0015778	XP_018473536.1	Cg003G0765800
OG0015779	XP_018453213.1, XP_018452904.1	Cg003G0762200
OG0015780	XP_018454651.1	Cg003G0761700
OG0015781	XP_018458955.1	Cg003G0761100
OG0015782	XP_018459573.1, XP_018457297.1	Cg003G0760700
OG0015783	XP_018445190.1	Cg003G0759100
OG0015784	XP_018445179.1	Cg003G0759000
OG0015785	XP_018452763.1, XP_018488524.1	Cg003G0757500
OG0015786	XP_018454849.1, XP_018462873.1	Cg003G0756600
OG0015787	XP_018456498.1	Cg003G0756400
OG0015788	XP_018456500.1	Cg003G0756300
OG0015789	XP_018442879.1	Cg008G2756600
OG0015790	XP_018461962.1	Cg008G2818900
OG0015791	XP_018483312.1	Cg005G1699900
OG0015792	XP_018478888.1	Cg008G2873800
OG0015793	XP_018483632.1	Cg008G2821900
OG0015794	XP_018464510.1	Cg008G2822800
OG0015795	XP_018433952.1	Cg008G2822900
OG0015796	XP_018455769.1	Cg008G2823700
OG0015797	XP_018455131.1	Cg008G2826500
OG0015798	XP_018477192.1	Cg008G2829400
OG0015799	XP_018477191.1	Cg008G2829500
OG0015800	XP_018485228.1	Cg008G2833300
OG0015801	XP_018455794.1	Cg004G1437100
OG0015802	XP_018441638.1	Cg004G1437300
OG0015803	XP_018438198.1	Cg004G1437600
OG0015804	XP_018438194.1	Cg004G1438400
OG0015805	XP_018438193.1	Cg004G1438500
OG0015806	XP_018434868.1	Cg004G1439800
OG0015807	XP_018433496.1, XP_018441943.1	Cg004G1445100
OG0015808	XP_018440426.1	Cg004G1442200
OG0015809	XP_018439080.1	Cg002G0524700
OG0015810	XP_018470889.1	Cg001G0092600
OG0015811	XP_018436499.1	Cg002G0570100
OG0015812	XP_018471289.1	Cg002G0570500
OG0015813	XP_018492415.1	Cg002G0571100
OG0015814	XP_018433693.1, XP_018439187.1	Cg005G1448800
OG0015815	XP_018472851.1	Cg005G1449300
OG0015816	XP_018440995.1, XP_018440902.1	Cg005G1449700
OG0015817	XP_018462048.1, XP_018472660.1	Cg005G1451100
OG0015818	XP_018477407.1	Cg005G1451500
OG0015819	XP_018477408.1	Cg005G1451700
OG0015820	XP_018441502.1	Cg005G1451800
OG0015821	XP_018441577.1	Cg005G1452500
OG0015822	XP_018440306.1	Cg005G1453200
OG0015823	XP_018433206.1	Cg005G1453800
OG0015824	XP_018465367.1, XP_018434352.1	Cg005G1705300
OG0015825	XP_018439364.1, XP_018467095.1	Cg005G1458400
OG0015826	XP_018441703.1	Cg005G1459600
OG0015827	XP_018438795.1	Cg005G1460000
OG0015828	XP_018438798.1	Cg005G1460200
OG0015829	XP_018437783.1	Cg005G1460400
OG0015830	XP_018477543.1	Cg005G1462100
OG0015831	XP_018437063.1	Cg005G1462700
OG0015832	XP_018438747.1, XP_018438748.1	Cg005G1465800
OG0015833	XP_018433990.1	Cg005G1468400
OG0015834	XP_018436598.1	Cg005G1470300
OG0015835	XP_018485059.1	Cg005G1472400
OG0015836	XP_018484051.1	Cg005G1473400
OG0015837	XP_018438226.1	Cg005G1473500
OG0015838	XP_018477179.1	Cg005G1473700
OG0015839	XP_018433747.1	Cg005G1477200
OG0015840	XP_018475284.1	Cg005G1477400
OG0015841	XP_018476408.1	Cg005G1477700
OG0015842	XP_018476571.1	Cg005G1478000
OG0015843	XP_018433151.1	Cg004G1415400
OG0015844	XP_018437367.1	Cg005G1479200
OG0015845	XP_018440002.1	Cg005G1479400
OG0015846	XP_018480000.1, XP_018439525.1	Cg005G1479900
OG0015847	XP_018436894.1	Cg005G1480400
OG0015848	XP_018482494.1	Cg005G1480900
OG0015849	XP_018455759.1	Cg003G0733300, Cg003G0865100
OG0015850	XP_018433692.1	Cg005G1482100
OG0015851	XP_018464253.1	Cg005G1482600
OG0015852	XP_018477305.1	Cg005G1486500
OG0015853	XP_018439883.1	Cg005G1489700
OG0015855	XP_018484651.1	Cg005G1492300
OG0015856	XP_018483077.1, XP_018483076.1	Cg005G1494100
OG0015857	XP_018441095.1	Cg005G1495200
OG0015858	XP_018441979.1	Cg005G1495900
OG0015859	XP_018481322.1	Cg005G1496800
OG0015860	XP_018475899.1	Cg005G1497300
OG0015861	XP_018441698.1	Cg005G1499000
OG0015862	XP_018440467.1	Cg005G1500300
OG0015863	XP_018433184.1	Cg005G1500800
OG0015864	XP_018473056.1, XP_018438524.1	Cg005G1501300
OG0015865	XP_018437540.1	Cg005G1501400
OG0015866	XP_018484204.1	Cg005G1502800
OG0015867	XP_018441589.1, XP_018465609.1	Cg005G1503800
