Orthogroup	Raphanus_sativus	Cardamine_hirsuta
OG0013164	XP_018436247.1, XP_018440217.1	CARHR281180
OG0013165	XP_018472200.1	CARHR281200
OG0013166	XP_018433022.1, XP_018441874.1	CARHR281240
OG0013167	XP_018456344.1	CARHR281270
OG0013168	XP_018454986.1, XP_018433603.1	CARHR281330
OG0013169	XP_018439228.1	CARHR281360
OG0013170	XP_018468189.1	CARHR195940
OG0013171	XP_018456208.1, XP_018438939.1	CARHR281540
OG0013172	XP_018473366.1	CARHR111060
OG0013173	XP_018490321.1, XP_018456592.1	CARHR281680
OG0013175	XP_018450466.1	CARHR281820
OG0013176	XP_018438931.1, XP_018456558.1	CARHR053030
OG0013177	XP_018459557.1, XP_018493359.1	CARHR291410
OG0013178	XP_018454242.1	CARHR291460
OG0013179	XP_018445039.1	CARHR291470
OG0013180	XP_018487127.1	CARHR291540
OG0013181	XP_018488084.1, XP_018488083.1	CARHR291580
OG0013182	XP_018459639.1	CARHR291630
OG0013183	XP_018459653.1	CARHR291660
OG0013184	XP_018459651.1	CARHR291670
OG0013185	XP_018483464.1, XP_018478053.1	CARHR173470
OG0013186	XP_018483465.1	CARHR173460
OG0013187	XP_018488080.1, XP_018480552.1	CARHR173310
OG0013188	XP_018480507.1, XP_018465892.1	CARHR173080
OG0013189	XP_018484827.1	CARHR172990
OG0013190	XP_018466591.1, XP_018481482.1	CARHR172980
OG0013191	XP_018462788.1, XP_018445443.1	CARHR172470
OG0013192	XP_018466243.1, XP_018488944.1	CARHR172410
OG0013193	XP_018444912.1	CARHR172130
OG0013194	XP_018459363.1, XP_018444921.1	CARHR172120
OG0013195	XP_018480282.1, XP_018462764.1	CARHR171990
OG0013196	XP_018442424.1, XP_018442428.1	CARHR171860
OG0013197	XP_018474565.1	CARHR264320
OG0013198	XP_018445192.1, XP_018445191.1	CARHR171390
OG0013199	XP_018444562.1, XP_018488803.1	CARHR170870
OG0013200	XP_018489946.1, XP_018488640.1	CARHR170710
OG0013202	XP_018466783.1, XP_018434607.1	CARHR114390
OG0013203	XP_018460725.1, XP_018490045.1	CARHR170490
OG0013204	XP_018466640.1, XP_018493077.1	CARHR170390
OG0013205	XP_018491575.1	CARHR170190
OG0013206	XP_018459594.1	CARHR170100
OG0013207	XP_018485525.1	CARHR170060
OG0013208	XP_018482553.1	CARHR186610, CARHR186570
OG0013209	XP_018442929.1, XP_018489165.1	CARHR169840
OG0013210	XP_018458162.1	CARHR287540
OG0013211	XP_018460415.1	CARHR169460
OG0013212	XP_018458720.1	CARHR058040
OG0013213	XP_018472261.1	CARHR234090
OG0013214	XP_018478233.1, XP_018477603.1	CARHR168980, CARHR184080
OG0013216	XP_018433411.1	CARHR156030
OG0013217	XP_018487044.1, XP_018446271.1	CARHR168540
OG0013218	XP_018481940.1	CARHR168520
OG0013219	XP_018480142.1, XP_018480144.1, XP_018465175.1	CARHR168440
OG0013220	XP_018446184.1, XP_018445714.1	CARHR168220
OG0013221	XP_018446185.1, XP_018445716.1	CARHR168210
OG0013222	XP_018482754.1, XP_018462610.1	CARHR168100
OG0013223	XP_018442767.1	CARHR167700
OG0013224	XP_018488023.1, XP_018490548.1	CARHR167630
OG0013225	XP_018492193.1, XP_018492184.1	CARHR167500
OG0013226	XP_018491160.1	CARHR167220
OG0013227	XP_018490361.1	CARHR167040
OG0013228	XP_018488386.1, XP_018488385.1	CARHR166970
OG0013229	XP_018458584.1	CARHR159450, CARHR166930
OG0013230	XP_018492130.1, XP_018488361.1	CARHR166810
OG0013231	XP_018488013.1, XP_018490827.1	CARHR166680
OG0013232	XP_018460411.1, XP_018458573.1	CARHR166640, CARHR166620
OG0013233	XP_018489386.1, XP_018461221.1, XP_018467350.1	CARHR166430
OG0013234	XP_018461222.1	CARHR166420
OG0013235	XP_018462999.1, XP_018461231.1	CARHR166360
OG0013236	XP_018477445.1	CARHR183130
OG0013237	XP_018486134.1	CARHR166140
OG0013238	XP_018488010.1, XP_018488011.1	CARHR166030
OG0013239	XP_018458429.1, XP_018490743.1	CARHR165590
OG0013240	XP_018458432.1, XP_018489007.1	CARHR165580
OG0013241	XP_018493401.1	CARHR284680, CARHR165410
OG0013242	XP_018432556.1	CARHR165350
OG0013243	XP_018491037.1	CARHR164990
OG0013244	XP_018452362.1, XP_018452372.1	CARHR164840
OG0013245	XP_018491940.1, XP_018491941.1	CARHR164830
OG0013246	XP_018464132.1, XP_018489947.1	CARHR164720
OG0013247	XP_018465312.1, XP_018467073.1	CARHR164630
OG0013248	XP_018490242.1, XP_018489707.1	CARHR164410
OG0013249	XP_018477442.1	CARHR164180
OG0013250	XP_018492432.1	CARHR164150
OG0013251	XP_018476254.1, XP_018444758.1	CARHR292170
OG0013252	XP_018490643.1	CARHR163980
OG0013253	XP_018471104.1	CARHR222790
OG0013254	XP_018488428.1	CARHR163710
OG0013256	XP_018486068.1	CARHR163340
OG0013257	XP_018484261.1, XP_018460322.1	CARHR163310
OG0013258	XP_018487969.1	CARHR163210
OG0013259	XP_018486436.1	CARHR163220
OG0013260	XP_018482075.1	CARHR162930
OG0013261	XP_018483996.1	CARHR162770
OG0013262	XP_018493438.1	CARHR162750
OG0013263	XP_018492774.1	CARHR162720
OG0013264	XP_018438125.1, XP_018462455.1	CARHR162320
OG0013265	XP_018449300.1	CARHR267080
OG0013266	XP_018472215.1	CARHR267070
OG0013267	XP_018472216.1	CARHR267060
OG0013268	XP_018447304.1, XP_018447725.1	CARHR267020
OG0013269	XP_018456635.1	CARHR266610
OG0013270	XP_018444849.1, XP_018456554.1	CARHR266490
OG0013271	XP_018468923.1, XP_018452005.1	CARHR266260
OG0013272	XP_018470028.1	CARHR222450
OG0013273	XP_018472370.1	CARHR222420
OG0013274	XP_018469918.1	CARHR218950, CARHR231870
OG0013275	XP_018483688.1	CARHR290680
OG0013276	XP_018465653.1, XP_018465652.1	CARHR100960
OG0013277	XP_018486728.1, XP_018486720.1	CARHR101120
OG0013278	XP_018493151.1	CARHR101590
OG0013279	XP_018492344.1	CARHR101700
OG0013280	XP_018492342.1	CARHR101710
OG0013281	XP_018491531.1	CARHR101810
OG0013282	XP_018485860.1	CARHR102430
OG0013283	XP_018485507.1	CARHR102860
OG0013284	XP_018487146.1	CARHR102840
OG0013285	XP_018491223.1	CARHR102900
OG0013286	XP_018485526.1, XP_018432938.1	CARHR103270
OG0013287	XP_018432576.1	CARHR103580
OG0013288	XP_018462221.1, XP_018432985.1	CARHR103710
OG0013291	XP_018493532.1	CARHR100430
OG0013292	XP_018478146.1	CARHR100520
OG0013293	XP_018432650.1	CARHR100530
OG0013295	XP_018446575.1, XP_018445031.1	CARHR058850
OG0013296	XP_018444306.1, XP_018444125.1	CARHR059040
OG0013298	XP_018455335.1, XP_018455343.1	CARHR059480
OG0013299	XP_018467865.1	CARHR059530
OG0013300	XP_018468050.1	CARHR059630
OG0013301	XP_018446921.1	CARHR059640
OG0013302	XP_018446970.1	CARHR059760
OG0013303	XP_018456157.1, XP_018472013.1	CARHR060120
OG0013304	XP_018445682.1, XP_018461897.1	CARHR060160
OG0013305	XP_018446194.1	CARHR058070, CARHR060210
OG0013306	XP_018445072.1	CARHR058060, CARHR060420
OG0013307	XP_018447009.1, XP_018446232.1	CARHR060600
OG0013308	XP_018446526.1	CARHR060770
OG0013309	XP_018444812.1, XP_018461396.1	CARHR061060
OG0013310	XP_018469525.1, XP_018455259.1	CARHR061260
OG0013311	XP_018442719.1, XP_018443146.1	CARHR216570
OG0013312	XP_018442066.1	CARHR108460
OG0013313	XP_018433552.1, XP_018466325.1	CARHR108870
OG0013314	XP_018436937.1, XP_018436934.1	CARHR108910
OG0013315	XP_018478143.1	CARHR213470, CARHR253380
OG0013316	XP_018454851.1, XP_018453963.1	CARHR109080
OG0013317	XP_018437285.1	CARHR109240
OG0013318	XP_018456847.1	CARHR109290
OG0013319	XP_018433359.1	CARHR109300
OG0013320	XP_018432522.1	CARHR109480
OG0013321	XP_018435002.1	CARHR109490
OG0013322	XP_018486990.1, XP_018457307.1	CARHR215810
OG0013323	XP_018441743.1, XP_018441488.1	CARHR109730
OG0013324	XP_018439134.1, XP_018455310.1	CARHR109850
OG0013325	XP_018460546.1, XP_018434989.1	CARHR109990
OG0013326	XP_018441764.1, XP_018441797.1	CARHR110060
OG0013327	XP_018440414.1	CARHR110160
OG0013328	XP_018439604.1, XP_018439605.1	CARHR136260
OG0013329	XP_018439609.1, XP_018439608.1	CARHR136250
OG0013330	XP_018478395.1	CARHR136150
OG0013331	XP_018477605.1	CARHR136140
OG0013332	XP_018484917.1	CARHR136120
OG0013333	XP_018441836.1, XP_018476958.1	CARHR136090
OG0013334	XP_018476045.1	CARHR135980
OG0013335	XP_018477186.1	CARHR135920
OG0013336	XP_018441811.1	CARHR135730
OG0013337	XP_018480535.1	CARHR135670
OG0013338	XP_018480998.1, XP_018461156.1	CARHR135660
OG0013339	XP_018441085.1	CARHR135520
OG0013340	XP_018474974.1	CARHR135190, CARHR135160
OG0013341	XP_018476063.1	CARHR134990
OG0013342	XP_018441554.1	CARHR134850
OG0013343	XP_018483678.1, XP_018483677.1	CARHR134590
OG0013344	XP_018466219.1, XP_018483096.1	CARHR134520
OG0013345	XP_018483095.1	CARHR134450
OG0013346	XP_018440169.1	CARHR134020
OG0013347	XP_018476630.1	CARHR133920
OG0013348	XP_018434135.1	CARHR133910
OG0013349	XP_018474912.1	CARHR121200
OG0013350	XP_018476467.1	CARHR133790
OG0013351	XP_018484869.1	CARHR133780
OG0013352	XP_018472581.1	CARHR133350
OG0013353	XP_018489105.1, XP_018441670.1	CARHR156060
OG0013354	XP_018477820.1	CARHR117670, CARHR151900
OG0013355	XP_018436805.1	CARHR133200
OG0013357	XP_018440084.1	CARHR132040
OG0013358	XP_018437061.1	CARHR132880
OG0013359	XP_018482706.1, XP_018462997.1	CARHR132640
OG0013360	XP_018474542.1	CARHR132600
OG0013361	XP_018437203.1	CARHR132470
OG0013362	XP_018439744.1	CARHR143980
OG0013363	XP_018459360.1	CARHR131880
OG0013364	XP_018440085.1	CARHR132010, CARHR131990
OG0013365	XP_018483443.1, XP_018483444.1	CARHR132170
OG0013366	XP_018434198.1	CARHR132270
OG0013367	XP_018465238.1, XP_018439467.1	CARHR132300
OG0013369	XP_018433154.1	CARHR131530
OG0013370	XP_018473091.1, XP_018473270.1	CARHR131500
OG0013371	XP_018436946.1	CARHR131450
OG0013372	XP_018436940.1	CARHR096240
OG0013373	XP_018478251.1, XP_018478254.1	CARHR131360
OG0013374	XP_018470522.1, XP_018469662.1	CARHR233380
OG0013375	XP_018475207.1, XP_018475213.1	CARHR253430
OG0013376	XP_018460775.1, XP_018455125.1, XP_018453790.1	CARHR253340
OG0013377	XP_018442846.1	CARHR006050
OG0013378	XP_018433737.1	CARHR095380
OG0013379	XP_018441024.1	CARHR095390
OG0013380	XP_018483858.1	CARHR113920
OG0013381	XP_018452395.1	CARHR252740
OG0013382	XP_018473364.1	CARHR254200
OG0013383	XP_018459077.1, XP_018452873.1	CARHR254280
OG0013384	XP_018460443.1, XP_018454317.1	CARHR254440
OG0013385	XP_018472942.1, XP_018476921.1	CARHR254020
OG0013386	XP_018459370.1	CARHR253750
OG0013387	XP_018436641.1	CARHR112000
OG0013388	XP_018434495.1, XP_018463024.1	CARHR112350
OG0013389	XP_018436215.1, XP_018459801.1	CARHR112560
OG0013390	XP_018440630.1	CARHR112700
OG0013392	XP_018466201.1, XP_018466660.1	CARHR113020
OG0013393	XP_018482421.1	CARHR113070
OG0013394	XP_018440420.1, XP_018440452.1	CARHR113090
OG0013395	XP_018433636.1, XP_018478641.1	CARHR113240
OG0013396	XP_018478398.1	CARHR113500
OG0013397	XP_018483642.1	CARHR113530
OG0013398	XP_018482379.1, XP_018462362.1	CARHR113650
OG0013399	XP_018436202.1, XP_018484698.1, XP_018485053.1	CARHR113750
OG0013400	XP_018438024.1, XP_018484702.1	CARHR113860
OG0013401	XP_018480278.1	CARHR114520
OG0013402	XP_018459003.1	CARHR184810
OG0013403	XP_018440760.1, XP_018440889.1	CARHR114600
OG0013404	XP_018478752.1	CARHR116280
OG0013405	XP_018436955.1	CARHR115990
OG0013406	XP_018478453.1, XP_018479782.1	CARHR116480
OG0013407	XP_018477087.1	CARHR115360
OG0013408	XP_018477602.1	CARHR115280
OG0013409	XP_018463277.1, XP_018473473.1	CARHR114930
OG0013410	XP_018486758.1	CARHR118500
OG0013411	XP_018466138.1, XP_018480688.1	CARHR116600
OG0013412	XP_018441470.1	CARHR116660
OG0013413	XP_018437723.1, XP_018437724.1	CARHR116750
OG0013414	XP_018481167.1, XP_018483595.1	CARHR115240
OG0013415	XP_018475895.1	CARHR115530
OG0013416	XP_018441927.1	CARHR115480
OG0013417	XP_018437821.1	CARHR036140
OG0013418	XP_018450548.1, XP_018451252.1	CARHR027060
OG0013419	XP_018486407.1, XP_018460615.1	CARHR035650
OG0013421	XP_018485910.1	CARHR035610
OG0013422	XP_018491361.1	CARHR035400
OG0013423	XP_018442064.1	CARHR036020
OG0013424	XP_018473405.1	CARHR036050
OG0013425	XP_018432581.1	CARHR034690
OG0013426	XP_018493518.1	CARHR034420
OG0013427	XP_018432936.1	CARHR034280
OG0013428	XP_018458443.1	CARHR034170
OG0013429	XP_018447616.1	CARHR034130
OG0013430	XP_018488965.1, XP_018488971.1	CARHR287280
OG0013431	XP_018451688.1	CARHR033830
OG0013432	XP_018451277.1	CARHR033770
OG0013433	XP_018468373.1	CARHR033660
OG0013434	XP_018486151.1	CARHR033620
OG0013435	XP_018491476.1	CARHR103400
OG0013436	XP_018440335.1	CARHR033210
OG0013437	XP_018493172.1	CARHR032940
OG0013438	XP_018440145.1	CARHR032910
OG0013439	XP_018493184.1	CARHR032900
OG0013440	XP_018484956.1	CARHR032770
OG0013441	XP_018439355.1	CARHR032750
OG0013442	XP_018473523.1, XP_018447889.1	CARHR260650
OG0013443	XP_018472584.1	CARHR260080
OG0013444	XP_018468698.1, XP_018463052.1	CARHR260970
OG0013445	XP_018452750.1	CARHR261150
OG0013446	XP_018470878.1, XP_018454630.1	CARHR261220
OG0013447	XP_018443968.1	CARHR256270
OG0013448	XP_018452598.1, XP_018452600.1	CARHR255800
OG0013449	XP_018458953.1, XP_018454948.1	CARHR255580
OG0013450	XP_018457972.1	CARHR255550
OG0013451	XP_018453317.1, XP_018465316.1	CARHR255510
OG0013452	XP_018456457.1	CARHR255320
OG0013453	XP_018453242.1, XP_018453277.1	CARHR255280
OG0013454	XP_018452532.1	CARHR255250
OG0013455	XP_018462327.1, XP_018446749.1	CARHR193820
OG0013456	XP_018471278.1, XP_018468002.1, XP_018468575.1	CARHR193790
OG0013457	XP_018442393.1	CARHR193740
OG0013458	XP_018477967.1	CARHR186910
OG0013459	XP_018471047.1, XP_018454037.1	CARHR186850
OG0013460	XP_018471049.1, XP_018455663.1	CARHR186830
OG0013461	XP_018441510.1	CARHR186810
OG0013462	XP_018478314.1	CARHR186340
OG0013463	XP_018464478.1, XP_018435627.1	CARHR186250
OG0013464	XP_018440236.1, XP_018433002.1	CARHR186210
OG0013465	XP_018484152.1	CARHR186180
OG0013466	XP_018478976.1, XP_018465634.1	CARHR186130
OG0013467	XP_018484713.1	CARHR104080
OG0013468	XP_018460755.1, XP_018481611.1	CARHR110670, CARHR110660
OG0013469	XP_018435813.1	CARHR110730
OG0013471	XP_018440723.1, XP_018436831.1	CARHR111520
OG0013472	XP_018464635.1, XP_018489781.1	CARHR155380
OG0013473	XP_018436482.1, XP_018464103.1	CARHR154140
OG0013474	XP_018484095.1, XP_018484149.1	CARHR143300
OG0013475	XP_018472265.1	CARHR143260
OG0013476	XP_018474925.1	CARHR143190
OG0013477	XP_018441503.1	CARHR143170
OG0013478	XP_018439799.1	CARHR143090
OG0013479	XP_018440307.1	CARHR142990
OG0013480	XP_018434053.1	CARHR142980
OG0013481	XP_018439085.1	CARHR142920
OG0013482	XP_018433967.1	CARHR142890
OG0013483	XP_018440985.1	CARHR142720
OG0013484	XP_018473086.1	CARHR142710
OG0013485	XP_018477423.1	CARHR142700
OG0013486	XP_018440347.1	CARHR142390
OG0013488	XP_018433880.1	CARHR142280
OG0013489	XP_018440364.1	CARHR142090
OG0013490	XP_018482425.1, XP_018436920.1	CARHR141990
OG0013491	XP_018484900.1	CARHR141930
OG0013492	XP_018484898.1	CARHR141920
OG0013493	XP_018437889.1	CARHR141910, CARHR141900
OG0013494	XP_018472960.1	CARHR141770
OG0013495	XP_018441365.1, XP_018441249.1	CARHR141660
OG0013496	XP_018440941.1, XP_018440946.1	CARHR141620
OG0013497	XP_018441889.1, XP_018441928.1	CARHR141600
OG0013498	XP_018434077.1, XP_018434062.1	CARHR141540
OG0013499	XP_018438235.1	CARHR141480
OG0013500	XP_018436617.1	CARHR141260
OG0013501	XP_018436612.1	CARHR141240
OG0013502	XP_018436604.1	CARHR141130
OG0013503	XP_018478179.1, XP_018479127.1	CARHR141120
OG0013504	XP_018437373.1	CARHR140820
OG0013505	XP_018480416.1	CARHR140710
OG0013506	XP_018476579.1	CARHR140520
OG0013507	XP_018440034.1, XP_018440036.1	CARHR140490
OG0013508	XP_018440001.1	CARHR140260
OG0013509	XP_018456437.1, XP_018482275.1	CARHR224150
OG0013510	XP_018440448.1	CARHR139870
OG0013511	XP_018438749.1	CARHR139820
OG0013512	XP_018433959.1	CARHR139800
OG0013513	XP_018441204.1	CARHR139680
OG0013514	XP_018464485.1, XP_018433764.1	CARHR139590
OG0013515	XP_018433133.1	CARHR139570
OG0013516	XP_018474538.1	CARHR139480
OG0013518	XP_018440924.1	CARHR139180
OG0013519	XP_018472607.1	CARHR138830
OG0013520	XP_018436489.1	CARHR154550, CARHR154220
OG0013521	XP_018481230.1, XP_018483079.1	CARHR138660
OG0013522	XP_018439438.1	CARHR138510
OG0013523	XP_018485358.1	CARHR138340
OG0013524	XP_018435184.1	CARHR138250
OG0013525	XP_018472974.1	CARHR138100, CARHR283820
OG0013526	XP_018473360.1	CARHR138070
OG0013527	XP_018480937.1	CARHR138030
OG0013528	XP_018473054.1	CARHR137860
OG0013529	XP_018462570.1, XP_018440767.1	CARHR137800
OG0013530	XP_018484203.1	CARHR057610
OG0013531	XP_018433743.1	CARHR137490
OG0013532	XP_018440520.1	CARHR182840
OG0013533	XP_018436735.1	CARHR137300
OG0013534	XP_018481467.1, XP_018485187.1	CARHR137260
OG0013535	XP_018437147.1	CARHR137170
OG0013536	XP_018441359.1	CARHR136750
OG0013537	XP_018441358.1, XP_018472982.1	CARHR136760
OG0013538	XP_018476058.1	CARHR136770
OG0013539	XP_018476057.1	CARHR136790
OG0013540	XP_018465021.1, XP_018478880.1	CARHR136800
OG0013541	XP_018477043.1	CARHR136490
OG0013542	XP_018482661.1	CARHR136430
OG0013543	XP_018490956.1	CARHR075610
OG0013544	XP_018490962.1	CARHR075620
OG0013545	XP_018439114.1	CARHR075690
OG0013546	XP_018438884.1	CARHR075870
OG0013547	XP_018462270.1, XP_018474770.1	CARHR288440
OG0013548	XP_018488631.1	CARHR076190
OG0013549	XP_018435257.1, XP_018435258.1	CARHR076400
OG0013550	XP_018439337.1	CARHR076670
OG0013551	XP_018490611.1	CARHR076750
OG0013552	XP_018489188.1, XP_018437345.1	CARHR076970
OG0013553	XP_018489247.1	CARHR077310
OG0013554	XP_018491399.1, XP_018491394.1	CARHR077360
OG0013555	XP_018486684.1	CARHR077570
OG0013556	XP_018440540.1	CARHR077680
OG0013557	XP_018433340.1, XP_018440068.1	CARHR077740
OG0013558	XP_018434414.1, XP_018440070.1	CARHR077750
OG0013559	XP_018489344.1	CARHR077760
OG0013560	XP_018492268.1	CARHR077860
OG0013561	XP_018491751.1, XP_018434139.1	CARHR077990
OG0013562	XP_018488757.1	CARHR078010
OG0013563	XP_018486723.1, XP_018483063.1	CARHR078490
OG0013564	XP_018491245.1	CARHR078540
OG0013565	XP_018439234.1, XP_018437176.1	CARHR078740
OG0013566	XP_018486320.1	CARHR078730
OG0013568	XP_018493092.1	CARHR078850
OG0013569	XP_018490634.1, XP_018467537.1	CARHR078970
OG0013570	XP_018439566.1, XP_018493255.1	CARHR079030
OG0013571	XP_018493360.1	CARHR079140
OG0013572	XP_018487407.1, XP_018489461.1	CARHR079160
OG0013573	XP_018463428.1, XP_018489454.1	CARHR079260
OG0013574	XP_018485555.1	CARHR079320
OG0013575	XP_018491654.1	CARHR079590
OG0013576	XP_018493433.1	CARHR079710
OG0013577	XP_018488721.1	CARHR079740
OG0013578	XP_018489147.1, XP_018489003.1	CARHR080070
OG0013579	XP_018490088.1, XP_018438625.1	CARHR080180
OG0013580	XP_018489017.1, XP_018432611.1, XP_018492273.1	CARHR080370
OG0013581	XP_018489267.1, XP_018489806.1	CARHR080410
OG0013582	XP_018485521.1	CARHR080430
OG0013583	XP_018466216.1, XP_018487426.1, XP_018488416.1	CARHR080610
OG0013584	XP_018488358.1, XP_018462413.1	CARHR080690
OG0013585	XP_018488884.1	CARHR080920
OG0013586	XP_018475673.1	CARHR081790
OG0013588	XP_018437097.1, XP_018432960.1	CARHR081120
OG0013589	XP_018432884.1	CARHR081220
OG0013590	XP_018492936.1	CARHR081390
OG0013591	XP_018491708.1	CARHR081670
OG0013592	XP_018485583.1, XP_018485585.1	CARHR081730
OG0013593	XP_018492862.1	CARHR081740
OG0013594	XP_018492829.1	CARHR081820
OG0013595	XP_018491150.1	CARHR082040
OG0013596	XP_018491154.1, XP_018490326.1, XP_018462746.1	CARHR082100
OG0013597	XP_018491081.1	CARHR082430
OG0013598	XP_018488433.1, XP_018492581.1	CARHR082450
OG0013599	XP_018489927.1	CARHR082790
OG0013600	XP_018441872.1	CARHR082850
OG0013601	XP_018493017.1	CARHR082980
OG0013602	XP_018489624.1, XP_018489611.1	CARHR083250
OG0013603	XP_018492959.1	CARHR083300
OG0013604	XP_018472089.1	CARHR231700
OG0013605	XP_018486914.1, XP_018434823.1	CARHR083350
OG0013606	XP_018485705.1	CARHR083370
OG0013607	XP_018489478.1	CARHR083480
OG0013609	XP_018491238.1	CARHR083950
OG0013610	XP_018492746.1	CARHR084060
OG0013611	XP_018491408.1	CARHR084430
OG0013612	XP_018490005.1	CARHR084460
OG0013613	XP_018437073.1	CARHR084580
OG0013614	XP_018490050.1	CARHR084630
OG0013615	XP_018492805.1	CARHR084660
OG0013616	XP_018464580.1, XP_018441807.1	CARHR084910
OG0013618	XP_018434480.1, XP_018439387.1	CARHR085210
OG0013619	XP_018435340.1	CARHR085360
OG0013620	XP_018440141.1	CARHR085370
OG0013621	XP_018489024.1, XP_018489213.1	CARHR085390
OG0013622	XP_018492607.1	CARHR085420
OG0013623	XP_018437319.1, XP_018437526.1	CARHR085480
OG0013624	XP_018488297.1, XP_018487474.1, XP_018487473.1	CARHR085640
OG0013625	XP_018488521.1	CARHR085670
OG0013626	XP_018441905.1, XP_018438724.1	CARHR085750
OG0013627	XP_018489206.1, XP_018488519.1	CARHR085780
OG0013628	XP_018487489.1, XP_018492778.1	CARHR086110
OG0013629	XP_018437302.1	CARHR086190
OG0013630	XP_018491216.1	CARHR086570
OG0013631	XP_018485563.1, XP_018464942.1	CARHR086640
OG0013632	XP_018492680.1	CARHR086680
OG0013633	XP_018487322.1	CARHR086760
OG0013634	XP_018486891.1	CARHR086910
OG0013635	XP_018487055.1, XP_018490424.1	CARHR086930
OG0013636	XP_018490593.1	CARHR087050
OG0013637	XP_018485902.1, XP_018485593.1	CARHR087190
OG0013638	XP_018488289.1, XP_018432580.1	CARHR087310
OG0013639	XP_018492761.1	CARHR087460
OG0013640	XP_018493082.1, XP_018488650.1	CARHR087720
OG0013641	XP_018433943.1	CARHR087810
OG0013642	XP_018489137.1, XP_018487275.1	CARHR088330
OG0013643	XP_018434801.1, XP_018439011.1	CARHR088670
OG0013644	XP_018433919.1, XP_018471716.1	CARHR155210
OG0013645	XP_018463106.1, XP_018438050.1, XP_018438048.1	CARHR088900
OG0013646	XP_018491923.1, XP_018485856.1, XP_018467243.1	CARHR089390
OG0013647	XP_018441857.1	CARHR089550
OG0013648	XP_018461780.1, XP_018485606.1	CARHR089690
OG0013649	XP_018485427.1, XP_018487255.1	CARHR089810
OG0013650	XP_018485591.1, XP_018485545.1	CARHR089870
OG0013651	XP_018492256.1, XP_018492262.1	CARHR090130
OG0013652	XP_018493237.1, XP_018492257.1	CARHR090190
OG0013653	XP_018489221.1	CARHR090220
OG0013654	XP_018489559.1	CARHR090260
OG0013655	XP_018491566.1	CARHR090320
OG0013656	XP_018486460.1, XP_018490789.1	CARHR090400
OG0013657	XP_018485976.1	CARHR091030, CARHR090670
OG0013658	XP_018440643.1	CARHR090710, CARHR292070
OG0013659	XP_018484060.1	CARHR262390
OG0013660	XP_018433771.1	CARHR090800
OG0013661	XP_018463722.1, XP_018434957.1	CARHR090880
OG0013662	XP_018488262.1	CARHR091100
OG0013663	XP_018486677.1, XP_018486670.1	CARHR091140
OG0013664	XP_018433438.1, XP_018433474.1	CARHR091250
OG0013665	XP_018438572.1	CARHR241530
OG0013666	XP_018488585.1	CARHR091550
OG0013667	XP_018488593.1	CARHR091560
OG0013668	XP_018438615.1	CARHR092050
OG0013669	XP_018485805.1	CARHR092060
OG0013670	XP_018464912.1, XP_018437902.1	CARHR092180
OG0013671	XP_018466207.1, XP_018492571.1	CARHR092210
OG0013672	XP_018488260.1	CARHR092240
OG0013673	XP_018485767.1	CARHR092290
OG0013674	XP_018490286.1	CARHR092320
OG0013675	XP_018438490.1	CARHR092340
OG0013676	XP_018439661.1, XP_018434707.1	CARHR092440
OG0013677	XP_018492777.1	CARHR092610
OG0013678	XP_018432773.1	CARHR092650
OG0013679	XP_018489345.1, XP_018491785.1	CARHR092670
OG0013680	XP_018491506.1, XP_018489630.1	CARHR092700
OG0013681	XP_018464850.1, XP_018490264.1, XP_018490291.1	CARHR092910
OG0013682	XP_018440893.1, XP_018489107.1	CARHR092960
OG0013683	XP_018485938.1	CARHR092970
OG0013684	XP_018437320.1	CARHR093000
OG0013685	XP_018432753.1	CARHR093010
OG0013686	XP_018432754.1	CARHR093020
OG0013687	XP_018489287.1, XP_018489521.1	CARHR093060
OG0013688	XP_018487566.1, XP_018489281.1	CARHR093080
OG0013689	XP_018486690.1	CARHR093240
OG0013690	XP_018491309.1, XP_018491314.1	CARHR093250
OG0013691	XP_018488550.1, XP_018488567.1	CARHR093870
OG0013692	XP_018439824.1, XP_018492686.1	CARHR094140
OG0013693	XP_018492426.1	CARHR094650
OG0013694	XP_018492920.1, XP_018460671.1	CARHR094770
OG0013695	XP_018434335.1	CARHR094780
OG0013696	XP_018487218.1, XP_018493574.1	CARHR094900
OG0013697	XP_018463502.1, XP_018486531.1	CARHR095210
OG0013698	XP_018463628.1, XP_018488531.1	CARHR095360
OG0013699	XP_018434087.1	CARHR095420
OG0013700	XP_018493226.1	CARHR095700
OG0013701	XP_018491331.1	CARHR095840
OG0013702	XP_018490735.1, XP_018490738.1	CARHR095880
OG0013703	XP_018488941.1	CARHR096130
OG0013704	XP_018432570.1	CARHR096140
OG0013705	XP_018432569.1	CARHR096150, CARHR096170
OG0013706	XP_018489351.1	CARHR096190
OG0013707	XP_018483131.1, XP_018483132.1	CARHR096250
OG0013708	XP_018438806.1, XP_018490240.1	CARHR096340
OG0013709	XP_018453200.1	CARHR052860
OG0013710	XP_018487190.1	CARHR096550
OG0013711	XP_018486066.1	CARHR096650
OG0013712	XP_018491257.1	CARHR096730
OG0013713	XP_018491808.1	CARHR096810
OG0013714	XP_018459103.1	CARHR263020
OG0013715	XP_018461178.1	CARHR263200
OG0013716	XP_018471770.1	CARHR232000
OG0013717	XP_018480364.1	CARHR283670, CARHR264050, CARHR288770
OG0013718	XP_018461624.1, XP_018477552.1	CARHR214070
