Orthogroup	Raphanus_sativus	Conringia_planisiliqua
OG0011774	XP_018489662.1	CP1_g36632_DN3_SP1_c.t1
OG0011775	XP_018482604.1, XP_018447108.1	CP1_g36606_DN3_SP8_c.t1
OG0011776	XP_018450937.1	CP1_g36594_DN3_SP8_c.t1
OG0011777	XP_018441671.1, XP_018447453.1	CP1_g36592_DN3_SP8_c.t1
OG0011778	XP_018469140.1, XP_018439889.1	CP1_g36587_DN3_SP8_c.t1
OG0011779	XP_018468597.1	CP1_g36834_DN3_SP0_c.t1
OG0011780	XP_018471082.1, XP_018486741.1	CP1_g36839_DN3_SP0_c.t1
OG0011781	XP_018434658.1	CP1_g36852_DN3_SP0_c.t1
OG0011782	XP_018447247.1, XP_018447260.1	CP1_g36864_DN3_SP0_c.t1
OG0011783	XP_018466054.1	CP1_g36873_DN3_SP7_c.t1
OG0011784	XP_018489703.1, XP_018492142.1	CP1_g36886_DN3_SP8_c.t1
OG0011785	XP_018447160.1	CP1_g36916_DN2_SP1_c.t1
OG0011787	XP_018442863.1, XP_018449072.1	CP1_g36931_DN3_SP2_c.t1
OG0011788	XP_018472527.1	CP1_g36944_DN3_SP8_c.t1
OG0011789	XP_018475918.1	CP1_g36986_DN3_SP8_c.t1
OG0011790	XP_018447632.1, XP_018450860.1	CP1_g36997_DN2_SP0_c.t1
OG0011791	XP_018465400.1, XP_018462060.1	CP19_g18211_DN2_SP6_c.t1
OG0011792	XP_018493220.1	CP1_g37006_DN3_SP8_c.t1
OG0011794	XP_018465870.1, XP_018448206.1	CP1_g37055_DN3_SP2_c.t1
OG0011795	XP_018491560.1	CP1_g37073_DN2_SP5_c.t1
OG0011796	XP_018492297.1, XP_018492641.1	CP12_g30882_DN3_SP3_c.t1
OG0011797	XP_018434388.1	CP1_g37091_DN3_SP7_c.t1
OG0011798	XP_018490620.1	CP1_g37131_DN3_SP8_c.t1
OG0011799	XP_018466588.1	CP1_g37136_DN3_SP2_c.t1
OG0011800	XP_018492397.1, XP_018441779.1	CP1_g37151_DN3_SP0_c.t1
OG0011801	XP_018452794.1	CP8_g53173_DN3_SP8_c.t1
OG0011802	XP_018447359.1, XP_018461722.1, XP_018485760.1	CP1_g37157_DN3_SP8_c.t1
OG0011803	XP_018450256.1	CP1_g37163_DN3_SP5_c.t1
OG0011804	XP_018493588.1	CP1_g37166_DN3_SP7_c.t1
OG0011805	XP_018432651.1, XP_018467360.1	CP1_g37175_DN3_SP4_c.t1
OG0011806	XP_018480631.1	CP1_g37191_DN3_SP8_c.t1
OG0011807	XP_018462757.1, XP_018487174.1	CP1_g37278_DN3_SP8_c.t1
OG0011808	XP_018448973.1, XP_018448969.1, XP_018448975.1, XP_018448979.1	CP1_g37201_DN1_SP0_c.t1
OG0011809	XP_018450059.1, XP_018437124.1	CP1_g37227_DN3_SP3_c.t1
OG0011811	XP_018434076.1	CP1_g37237_DN3_SP8_c.t1
OG0011812	XP_018460022.1, XP_018450848.1	CP1_g37256_DN2_SP6_c.t1
OG0011813	XP_018488458.1, XP_018433816.1	CP1_g37273_DN3_SP1_c.t1
OG0011814	XP_018492014.1	CP1_g37291_DN3_SP3_c.t1
OG0011815	XP_018437606.1	CP1_g37343_DN3_SP2_c.t1
OG0011816	XP_018471334.1	CP5_g1303_DN3_SP6_c.t1
OG0011817	XP_018485650.1, XP_018440944.1	CP1_g37371_DN3_SP2_c.t1
OG0011818	XP_018491710.1, XP_018432992.1	CP1_g37389_DN3_SP8_c.t1
OG0011820	XP_018434753.1	CP1_g37399_DN3_SP8_c.t1
OG0011821	XP_018468227.1	CP1_g37424_DN3_SP0_c.t1
OG0011822	XP_018463285.1, XP_018463706.1	CP1_g37444_DN3_SP1_c.t1
OG0011823	XP_018449112.1, XP_018490207.1	CP1_g37480_DN3_SP8_c.t1
OG0011824	XP_018489847.1	CP1_g37501_DN2_SP0_c.t1
OG0011825	XP_018449119.1, XP_018447719.1, XP_018462885.1	CP1_g37502_DN3_SP8_c.t1
OG0011826	XP_018486547.1	CP1_g37511_DN3_SP0_c.t1
OG0011827	XP_018447964.1, XP_018451602.1, XP_018447952.1	CP1_g37514_DN3_SP0_c.t1
OG0011829	XP_018474766.1	CP1_g37524_DN3_SP8_c.t1
OG0011830	XP_018447990.1, XP_018461387.1	CP1_g37537_DN3_SP8_c.t1
OG0011831	XP_018447274.1	CP1_g37551_DN3_SP7_c.t1
OG0011832	XP_018451813.1	CP1_g37576_DN3_SP0_c.t1
OG0011833	XP_018449823.1, XP_018488038.1	CP1_g37582_DN3_SP0_c.t1
OG0011834	XP_018441790.1, XP_018434970.1	CP1_g37622_DN1_SP0_c.t1
OG0011835	XP_018449911.1	CP1_g37631_DN3_SP7_c.t1
OG0011836	XP_018450101.1, XP_018450095.1, XP_018450097.1	CP1_g37632_DN3_SP1_c.t1
OG0011837	XP_018467417.1	CP1_g37638_DN2_SP8_c.t1
OG0011838	XP_018486095.1, XP_018438549.1	CP1_g37656_DN2_SP0_c.t1
OG0011839	XP_018469155.1	CP1_g37664_DN2_SP0_c.t1
OG0011840	XP_018442002.1	CP1_g37685_DN3_SP0_c.t1
OG0011841	XP_018481659.1, XP_018449420.1	CP1_g37694_DN3_SP0_c.t1
OG0011842	XP_018448091.1	CP1_g37695_DN3_SP0_c.t1
OG0011843	XP_018442699.1	CP1_g37781_DN3_SP1_c.t1
OG0011844	XP_018436903.1, XP_018469531.1	CP1_g37783_DN3_SP8_c.t1
OG0011845	XP_018486302.1	CP1_g37786_DN3_SP0_c.t1
OG0011846	XP_018434992.1	CP1_g37820_DN3_SP8_c.t1
OG0011847	XP_018451287.1, XP_018486072.1	CP1_g37823_DN3_SP0_c.t1
OG0011848	XP_018479708.1	CP1_g37826_DN3_SP0_c.t1
OG0011849	XP_018441564.1	CP7_g46174_DN3_SP0_c.t1
OG0011850	XP_018440325.1	CP7_g46168_DN3_SP0_c.t1
OG0011851	XP_018472494.1, XP_018439502.1	CP7_g46151_DN3_SP0_c.t1
OG0011852	XP_018435260.1	CP7_g46128_DN3_SP4_c.t1
OG0011853	XP_018433510.1	CP7_g46110_DN3_SP6_c.t1
OG0011854	XP_018437585.1	CP7_g46102_DN2_SP0_c.t1
OG0011855	XP_018436964.1	CP7_g46076_DN3_SP8_c.t1
OG0011856	XP_018450163.1	CP7_g46071_DN3_SP4_c.t1
OG0011857	XP_018435906.1	CP7_g46061_DN3_SP4_c.t1
OG0011858	XP_018479436.1, XP_018451050.1	CP7_g46024_DN3_SP4_c.t1
OG0011859	XP_018436036.1	CP7_g46022_DN3_SP8_c.t1
OG0011860	XP_018489787.1, XP_018489778.1	CP7_g46009_DN3_SP1_c.t1
OG0011861	XP_018463199.1	CP7_g45979_DN3_SP0_c.t1
OG0011862	XP_018450341.1	CP7_g45971_DN3_SP0_c.t1
OG0011863	XP_018473049.1, XP_018438119.1	CP7_g45968_DN3_SP6_c.t1
OG0011864	XP_018441763.1, XP_018432697.1	CP7_g45964_DN3_SP4_c.t1
OG0011865	XP_018432667.1, XP_018451632.1	CP7_g45958_DN3_SP1_c.t1
OG0011866	XP_018440633.1	CP7_g45939_DN3_SP5_c.t1
OG0011867	XP_018479348.1	CP7_g45914_DN3_SP0_c.t1
OG0011868	XP_018466733.1, XP_018435866.1	CP7_g45913_DN3_SP3_c.t1
OG0011869	XP_018474570.1	CP7_g45880_DN3_SP8_c.t1
OG0011870	XP_018468271.1	CP7_g45833_DN3_SP7_c.t1
OG0011871	XP_018448263.1	CP7_g45806_DN2_SP0_c.t1
OG0011872	XP_018436466.1	CP7_g45803_DN3_SP1_c.t1
OG0011873	XP_018432807.1, XP_018492816.1	CP7_g45798_DN3_SP8_c.t1
OG0011874	XP_018462559.1, XP_018467698.1, XP_018449498.1	CP7_g45769_DN3_SP3_c.t1
OG0011875	XP_018441093.1, XP_018447704.1	CP7_g45763_DN3_SP8_c.t1
OG0011876	XP_018437838.1, XP_018449593.1	CP7_g45757_DN3_SP8_c.t1
OG0011877	XP_018440922.1	CP7_g45728_DN2_SP2_c.t1
OG0011878	XP_018482538.1, XP_018436842.1	CP7_g45724_DN3_SP0_c.t1
OG0011879	XP_018448155.1	CP7_g45719_DN3_SP1_c.t1
OG0011880	XP_018492966.1	CP7_g45708_DN3_SP8_c.t1
OG0011881	XP_018447364.1	CP7_g45706_DN3_SP6_c.t1
OG0011882	XP_018453081.1, XP_018453477.1	CP9_g27801_DN3_SP0_c.t1
OG0011884	XP_018440780.1, XP_018451614.1	CP7_g45692_DN3_SP2_c.t1
OG0011885	XP_018437675.1, XP_018450989.1	CP7_g45686_DN3_SP3_c.t1
OG0011886	XP_018451272.1, XP_018488676.1	CP7_g45610_DN3_SP8_c.t1
OG0011887	XP_018435966.1, XP_018488686.1	CP7_g45609_DN3_SP0_c.t1
OG0011888	XP_018441264.1	CP7_g45519_DN3_SP1_c.t1
OG0011889	XP_018471105.1	CP6_g7205_DN2_SP0_c.t1
OG0011890	XP_018464933.1	CP7_g45509_DN3_SP8_c.t1
OG0011891	XP_018437600.1, XP_018433016.1	CP16_g55032_DN3_SP0_c.t1
OG0011892	XP_018440604.1	CP7_g45496_DN3_SP0_c.t1
OG0011893	XP_018433448.1	CP7_g45492_DN3_SP5_c.t1
OG0011894	XP_018457906.1	CP9_g28781_DN3_SP6_c.t1
OG0011895	XP_018464100.1	CP5_g2060_DN3_SP6_c.t1
OG0011896	XP_018455497.1, XP_018469550.1	CP9_g28775_DN3_SP0_c.t1
OG0011897	XP_018482464.1, XP_018482463.1	CP13_g19178_DN3_SP8_c.t1
OG0011898	XP_018446472.1, XP_018446473.1	CP9_g28745_DN3_SP7_c.t1
OG0011899	XP_018457200.1	CP9_g28731_DN3_SP4_c.t1
OG0011900	XP_018461375.1, XP_018455225.1	CP9_g28726_DN3_SP2_c.t1
OG0011901	XP_018469883.1, XP_018463641.1	CP9_g28710_DN2_SP0_c.t1
OG0011902	XP_018457612.1	CP9_g28659_DN3_SP3_c.t1
OG0011903	XP_018453453.1, XP_018465662.1	CP9_g28634_DN3_SP5_c.t1
OG0011904	XP_018470298.1	CP7_g44619_DN3_SP0_c.t1
OG0011905	XP_018481337.1	CP16_g55527_DN2_SP0_c.t1
OG0011906	XP_018456471.1	CP2_g48942_DN3_SP1_c.t1
OG0011907	XP_018449844.1, XP_018467030.1	CP2_g48978_DN3_SP0_c.t1
OG0011908	XP_018469640.1	CP2_g48979_DN3_SP1_c.t1
OG0011909	XP_018454650.1, XP_018454983.1	CP2_g48995_DN3_SP4_c.t1
OG0011910	XP_018457051.1	CP2_g48996_DN3_SP0_c.t1
OG0011911	XP_018456916.1, XP_018456915.1	CP2_g49009_DN3_SP3_c.t1
OG0011912	XP_018491550.1	CP16_g54729_DN3_SP1_c.t1
OG0011913	XP_018469256.1	CP2_g49044_DN3_SP3_c.t1
OG0011914	XP_018452410.1	CP2_g49053_DN3_SP3_c.t1
OG0011915	XP_018451964.1	CP2_g49084_DN3_SP8_c.t1
OG0011917	XP_018434477.1	CP2_g49097_DN3_SP8_c.t1
OG0011918	XP_018434809.1, XP_018458066.1	CP2_g49107_DN3_SP5_c.t1
OG0011919	XP_018491701.1	CP17_g6014_DN3_SP8_c.t1
OG0011920	XP_018440965.1	CP2_g49188_DN3_SP8_c.t1
OG0011921	XP_018433136.1	CP2_g49190_DN3_SP8_c.t1, CP3_g15695_DN3_SP0_c.t1
OG0011922	XP_018455623.1	CP2_g49231_DN3_SP3_c.t1
OG0011923	XP_018455821.1, XP_018461932.1	CP2_g49252_DN3_SP8_c.t1
OG0011924	XP_018452233.1	CP2_g49279_DN3_SP2_c.t1
OG0011925	XP_018439278.1	CP2_g49291_DN3_SP0_c.t1
OG0011926	XP_018440142.1	CP2_g49286_DN3_SP8_c.t1
OG0011927	XP_018463780.1, XP_018457741.1	CP2_g49329_DN3_SP0_c.t1
OG0011928	XP_018438739.1	CP2_g49336_DN3_SP3_c.t1
OG0011929	XP_018434777.1	CP2_g49345_DN3_SP0_c.t1
OG0011930	XP_018452328.1, XP_018434581.1	CP2_g49365_DN3_SP8_c.t1
OG0011931	XP_018457506.1	CP2_g49366_DN3_SP1_c.t1
OG0011933	XP_018439411.1	CP2_g49566_DN3_SP8_c.t1
OG0011934	XP_018457684.1	CP2_g49879_DN3_SP8_c.t1
OG0011935	XP_018441226.1	CP2_g49893_DN3_SP0_c.t1
OG0011936	XP_018456702.1, XP_018456704.1	CP2_g49963_DN3_SP5_c.t1
OG0011937	XP_018458164.1	CP2_g49964_DN3_SP1_c.t1
OG0011938	XP_018480634.1, XP_018454259.1, XP_018453367.1	CP2_g48873_DN3_SP6_c.t1
OG0011939	XP_018456460.1, XP_018456673.1	CP13_g19104_DN3_SP0_c.t1
OG0011940	XP_018453095.1	CP13_g19069_DN3_SP0_c.t1
OG0011941	XP_018457842.1, XP_018457843.1	CP13_g19060_DN2_SP0_c.t1, CP13_g19062_DN3_SP8_c.t1
OG0011942	XP_018457074.1, XP_018457075.1	CP13_g19061_DN3_SP0_c.t1
OG0011943	XP_018453180.1	CP13_g19051_DN3_SP1_c.t1
OG0011944	XP_018453009.1, XP_018454422.1	CP13_g19049_DN2_SP5_c.t1
OG0011945	XP_018483475.1	CP13_g19865_DN3_SP1_c.t1
OG0011946	XP_018455074.1, XP_018436976.1	CP13_g19853_DN3_SP8_c.t1
OG0011947	XP_018435250.1, XP_018436237.1	CP2_g47639_DN3_SP0_c.t1
OG0011948	XP_018484914.1, XP_018461553.1	CP13_g19845_DN3_SP0_c.t1
OG0011949	XP_018434791.1	CP13_g19840_DN3_SP6_c.t1
OG0011950	XP_018458048.1, XP_018467744.1	CP19_g18217_DN3_SP0_c.t1
OG0011951	XP_018480341.1	CP13_g19834_DN3_SP6_c.t1
OG0011953	XP_018434457.1, XP_018439537.1	CP13_g19727_DN3_SP0_c.t1
OG0011954	XP_018457615.1, XP_018456268.1	CP13_g19722_DN2_SP8_c.t1
OG0011955	XP_018450104.1, XP_018456550.1	CP13_g19717_DN3_SP7_c.t1
OG0011956	XP_018447564.1	CP7_g45290_DN3_SP8_c.t1
OG0011957	XP_018451298.1	CP6_g8917_DN3_SP8_c.t1
OG0011958	XP_018453288.1	CP11_g31926_DN3_SP0_c.t1
OG0011959	XP_018466814.1	CP11_g31924_DN3_SP1_c.t1
OG0011960	XP_018437140.1	CP16_g55688_DN3_SP0_c.t1
OG0011961	XP_018454568.1	CP11_g31900_DN1_SP0_c.t1
OG0011962	XP_018469453.1, XP_018470106.1, XP_018472444.1	CP5_g1060_DN3_SP2_c.t1
OG0011963	XP_018435673.1, XP_018485124.1	CP5_g1018_DN3_SP8_c.t1
OG0011964	XP_018468687.1, XP_018449827.1	CP6_g7233_DN3_SP8_c.t1
OG0011965	XP_018477863.1, XP_018479648.1, XP_018478020.1	CP5_g1425_DN3_SP7_c.t1
OG0011966	XP_018480726.1	CP4_g24753_DN2_SP0_c.t1
OG0011967	XP_018477659.1, XP_018477657.1	CP6_g7228_DN3_SP8_c.t1
OG0011968	XP_018451419.1	CP1_g38303_DN3_SP2_c.t1
OG0011969	XP_018484365.1, XP_018448781.1	CP1_g38291_DN3_SP0_c.t1
OG0011970	XP_018441993.1	CP1_g38288_DN3_SP8_c.t1
OG0011971	XP_018435435.1	CP7_g45396_DN3_SP2_c.t1
OG0011972	XP_018448449.1, XP_018435198.1	CP8_g53322_DN3_SP0_c.t1, CP1_g38276_DN3_SP0_c.t1, CP8_g53321_DN3_SP0_c.t1
OG0011973	XP_018477212.1, XP_018461832.1, XP_018440490.1	CP1_g38273_DN3_SP0_c.t1
OG0011974	XP_018449388.1	CP1_g38218_DN3_SP2_c.t1
OG0011975	XP_018438789.1, XP_018477126.1	CP16_g55124_DN3_SP8_c.t1
OG0011976	XP_018444013.1	CP9_g29126_DN3_SP4_c.t1
OG0011977	XP_018470636.1	CP10_g43571_DN3_SP1_c.t1
OG0011978	XP_018478735.1, XP_018463064.1	CP5_g2_DN2_SP0_c.t1
OG0011979	XP_018477148.1, XP_018483268.1, XP_018483266.1	CP5_g14_DN3_SP0_c.t1
OG0011980	XP_018449206.1	CP5_g16_DN3_SP4_c.t1
OG0011981	XP_018477399.1, XP_018471503.1	CP5_g19_DN2_SP8_c.t1
OG0011982	XP_018482629.1	CP9_g28538_DN3_SP0_c.t1
OG0011983	XP_018480209.1	CP5_g55_DN3_SP0_c.t1
OG0011984	XP_018478982.1	CP5_g87_DN3_SP1_c.t1
OG0011985	XP_018483774.1, XP_018451265.1	CP5_g88_DN3_SP8_c.t1
OG0011986	XP_018449391.1, XP_018469139.1	CP5_g89_DN3_SP8_c.t1
OG0011987	XP_018468448.1, XP_018483409.1, XP_018481365.1	CP5_g113_DN2_SP0_c.t1
OG0011988	XP_018451909.1	CP5_g119_DN3_SP0_c.t1
OG0011989	XP_018453337.1, XP_018447506.1	CP5_g121_DN3_SP8_c.t1
OG0011990	XP_018451108.1	CP5_g148_DN3_SP0_c.t1
OG0011991	XP_018468167.1	CP5_g210_DN3_SP1_c.t1
OG0011992	XP_018449705.1	CP5_g218_DN3_SP7_c.t1
OG0011993	XP_018470277.1, XP_018470282.1	CP5_g235_DN3_SP8_c.t1
OG0011995	XP_018458854.1	CP5_g255_DN3_SP3_c.t1
OG0011996	XP_018469221.1, XP_018469380.1	CP5_g259_DN3_SP3_c.t1
OG0011997	XP_018471794.1, XP_018471839.1	CP5_g262_DN3_SP4_c.t1
OG0011998	XP_018449123.1, XP_018477329.1	CP5_g291_DN3_SP8_c.t1
OG0011999	XP_018449023.1, XP_018448392.1, XP_018449006.1	CP5_g303_DN3_SP8_c.t1
OG0012000	XP_018451261.1	CP5_g304_DN3_SP8_c.t1
OG0012001	XP_018470837.1, XP_018449008.1, XP_018449022.1	CP5_g308_DN3_SP8_c.t1
OG0012002	XP_018470839.1, XP_018450123.1	CP5_g309_DN3_SP0_c.t1
OG0012003	XP_018456588.1, XP_018456764.1	CP5_g321_DN3_SP4_c.t1
OG0012004	XP_018458488.1	CP5_g338_DN3_SP8_c.t1
OG0012005	XP_018471096.1, XP_018470388.1	CP5_g345_DN3_SP0_c.t1
OG0012006	XP_018479020.1	CP5_g346_DN3_SP1_c.t1
OG0012007	XP_018448010.1, XP_018447200.1	CP5_g355_DN3_SP5_c.t1
OG0012008	XP_018467840.1, XP_018478050.1	CP5_g379_DN3_SP7_c.t1
OG0012009	XP_018482614.1, XP_018470197.1	CP5_g393_DN3_SP3_c.t1
OG0012010	XP_018472415.1, XP_018465015.1	CP5_g397_DN3_SP0_c.t1
OG0012011	XP_018468020.1	CP5_g665_DN3_SP0_c.t1
OG0012012	XP_018480840.1, XP_018480870.1	CP16_g55056_DN3_SP6_c.t1
OG0012013	XP_018471790.1	CP5_g464_DN3_SP2_c.t1
OG0012014	XP_018471414.1	CP5_g515_DN3_SP8_c.t1
OG0012015	XP_018447511.1	CP5_g520_DN3_SP3_c.t1
OG0012016	XP_018469389.1	CP5_g530_DN3_SP0_c.t1
OG0012017	XP_018470042.1, XP_018451547.1	CP5_g572_DN3_SP8_c.t1
OG0012018	XP_018470073.1	CP5_g580_DN3_SP8_c.t1
OG0012019	XP_018470071.1	CP5_g583_DN3_SP7_c.t1
OG0012020	XP_018470072.1, XP_018480349.1	CP5_g584_DN2_SP0_c.t1
OG0012021	XP_018438282.1	CP2_g48725_DN3_SP0_c.t1
OG0012022	XP_018470708.1	CP5_g598_DN3_SP1_c.t1
OG0012024	XP_018468062.1, XP_018483577.1, XP_018481884.1	CP5_g758_DN3_SP8_c.t1
OG0012025	XP_018468083.1	CP5_g751_DN3_SP1_c.t1
OG0012026	XP_018467438.1, XP_018471991.1	CP5_g747_DN3_SP6_c.t1
OG0012027	XP_018472119.1	CP5_g737_DN3_SP1_c.t1
OG0012028	XP_018451438.1, XP_018469304.1	CP5_g734_DN3_SP8_c.t1
OG0012029	XP_018470845.1	CP5_g724_DN3_SP8_c.t1
OG0012030	XP_018447492.1, XP_018471819.1	CP5_g721_DN3_SP8_c.t1
OG0012031	XP_018453639.1	CP5_g699_DN3_SP6_c.t1
OG0012032	XP_018470430.1	CP5_g689_DN3_SP6_c.t1
OG0012033	XP_018467890.1, XP_018478350.1	CP5_g683_DN3_SP8_c.t1
OG0012034	XP_018479043.1, XP_018469205.1	CP5_g679_DN3_SP0_c.t1
OG0012035	XP_018477670.1	CP5_g636_DN3_SP8_c.t1
OG0012036	XP_018482436.1, XP_018485105.1	CP5_g632_DN3_SP0_c.t1
OG0012037	XP_018448077.1, XP_018442786.1	CP5_g626_DN3_SP8_c.t1
OG0012038	XP_018479033.1	CP5_g608_DN3_SP6_c.t1
OG0012039	XP_018465394.1, XP_018480234.1	CP5_g802_DN3_SP5_c.t1
OG0012040	XP_018485275.1, XP_018459456.1	CP5_g809_DN3_SP1_c.t1
OG0012042	XP_018482931.1, XP_018463898.1, XP_018451891.1	CP5_g825_DN3_SP1_c.t1
OG0012043	XP_018460923.1, XP_018450663.1, XP_018450662.1, XP_018451354.1	CP5_g830_DN3_SP8_c.t1
OG0012044	XP_018463009.1, XP_018467812.1	CP5_g872_DN3_SP1_c.t1
OG0012045	XP_018443209.1, XP_018444156.1	CP6_g7450_DN2_SP8_c.t1
OG0012047	XP_018464658.1, XP_018454614.1	CP5_g891_DN3_SP8_c.t1
OG0012048	XP_018483611.1, XP_018449232.1, XP_018460697.1	CP5_g917_DN3_SP3_c.t1
OG0012049	XP_018488790.1	CP3_g14635_DN3_SP3_c.t1
OG0012050	XP_018458819.1, XP_018488207.1	CP12_g30806_DN1_SP0_c.t1, CP12_g31499_DN2_SP0_c.t1
OG0012051	XP_018486586.1	CP12_g30815_DN3_SP0_c.t1
OG0012052	XP_018457245.1, XP_018472081.1	CP9_g28910_DN3_SP8_c.t1
OG0012054	XP_018456732.1, XP_018456748.1	CP9_g28870_DN3_SP8_c.t1
OG0012055	XP_018434338.1, XP_018439628.1	CP7_g45459_DN3_SP8_c.t1
OG0012056	XP_018473778.1, XP_018473789.1	CP7_g45450_DN3_SP1_c.t1
OG0012057	XP_018454102.1	CP7_g45442_DN3_SP7_c.t1
OG0012058	XP_018467870.1	CP7_g45408_DN3_SP7_c.t1
OG0012059	XP_018440729.1, XP_018436728.1	CP7_g45395_DN3_SP8_c.t1
OG0012060	XP_018435211.1	CP7_g45389_DN3_SP2_c.t1
OG0012061	XP_018440834.1	CP7_g45373_DN3_SP0_c.t1
OG0012062	XP_018447297.1, XP_018436879.1, XP_018436896.1	CP7_g45330_DN3_SP0_c.t1
OG0012063	XP_018434252.1	CP7_g45283_DN3_SP0_c.t1
OG0012064	XP_018484213.1, XP_018462672.1, XP_018473987.1	CP7_g45276_DN3_SP0_c.t1
OG0012065	XP_018433191.1, XP_018458643.1	CP2_g49198_DN3_SP8_c.t1
OG0012066	XP_018455981.1, XP_018455980.1	CP11_g32086_DN3_SP3_c.t1
OG0012067	XP_018454498.1, XP_018454497.1	CP11_g32117_DN3_SP5_c.t1
OG0012069	XP_018474447.1, XP_018474448.1	CP11_g32131_DN3_SP2_c.t1
OG0012070	XP_018474436.1, XP_018474437.1	CP11_g32135_DN3_SP2_c.t1
OG0012071	XP_018474434.1, XP_018474433.1	CP11_g32136_DN3_SP0_c.t1
OG0012072	XP_018452967.1	CP11_g32139_DN3_SP6_c.t1
OG0012073	XP_018474444.1	CP11_g32143_DN3_SP3_c.t1
OG0012074	XP_018452935.1, XP_018463524.1	CP11_g32155_DN3_SP8_c.t1
OG0012075	XP_018456561.1	CP8_g54547_DN3_SP4_c.t1
OG0012076	XP_018454383.1	CP8_g54562_DN3_SP0_c.t1
OG0012077	XP_018475320.1, XP_018473000.1	CP8_g54608_DN3_SP0_c.t1
OG0012078	XP_018482338.1, XP_018482337.1, XP_018438322.1	CP13_g19633_DN3_SP8_c.t1
OG0012079	XP_018462018.1, XP_018476692.1, XP_018453914.1	CP8_g54632_DN3_SP0_c.t1
OG0012080	XP_018472761.1	CP8_g54634_DN3_SP6_c.t1
OG0012081	XP_018473342.1, XP_018471797.1	CP8_g54646_DN3_SP0_c.t1
OG0012082	XP_018455294.1	CP8_g54655_DN3_SP4_c.t1
OG0012083	XP_018458935.1	CP8_g54656_DN3_SP2_c.t1
OG0012084	XP_018453022.1	CP8_g54673_DN3_SP0_c.t1
OG0012085	XP_018458938.1, XP_018455734.1	CP8_g54678_DN3_SP0_c.t1
OG0012086	XP_018466862.1	CP1_g36408_DN3_SP0_c.t1
OG0012086	XP_018453926.1	CP8_g54685_DN3_SP0_c.t1
OG0012087	XP_018460612.1, XP_018467583.1	CP16_g54722_DN2_SP7_c.t1
OG0012088	XP_018480624.1	CP16_g54724_DN3_SP0_c.t1
OG0012089	XP_018436972.1	CP16_g54737_DN3_SP6_c.t1
OG0012091	XP_018483450.1	CP19_g17997_DN1_SP0_c.t1
OG0012092	XP_018447075.1, XP_018477258.1	CP19_g18042_DN3_SP1_c.t1
OG0012093	XP_018483183.1, XP_018483159.1	CP5_g1312_DN3_SP2_c.t1
OG0012094	XP_018469500.1	CP5_g1298_DN3_SP5_c.t1
OG0012095	XP_018484478.1, XP_018470302.1	CP5_g1243_DN3_SP8_c.t1
OG0012096	XP_018457833.1, XP_018481335.1	CP5_g1184_DN3_SP6_c.t1
OG0012097	XP_018477685.1	CP5_g1182_DN2_SP3_c.t1
OG0012098	XP_018452850.1	CP13_g19474_DN2_SP8_c.t1
OG0012099	XP_018462130.1, XP_018479408.1, XP_018435328.1	CP13_g19449_DN1_SP0_c.t1
OG0012100	XP_018490165.1	CP7_g46149_DN2_SP0_c.t1
OG0012101	XP_018449769.1, XP_018451526.1, XP_018473830.1	CP7_g45405_DN3_SP3_c.t1
OG0012102	XP_018460434.1, XP_018447466.1, XP_018484225.1, XP_018461209.1	CP7_g45293_DN2_SP0_c.t1
OG0012103	XP_018449618.1, XP_018438298.1	CP7_g45266_DN2_SP0_c.t1
OG0012104	XP_018448547.1, XP_018449216.1	CP7_g45264_DN3_SP0_c.t1, CP7_g45265_DN3_SP0_c.t1
OG0012105	XP_018451917.1, XP_018451915.1, XP_018434540.1	CP7_g45131_DN3_SP2_c.t1
OG0012106	XP_018468312.1	CP7_g44599_DN3_SP0_c.t1
OG0012109	XP_018462828.1	CP26_g51131_DN1_SP0_c.t1
OG0012111	XP_018474330.1, XP_018443366.1, XP_018444035.1	CP11_g33120_DN3_SP0_c.t1
OG0012113	XP_018453376.1, XP_018442425.1	CP9_g28389_DN3_SP2_c.t1
OG0012114	XP_018454866.1, XP_018468649.1	CP9_g28468_DN2_SP0_c.t1
OG0012115	XP_018463133.1, XP_018490174.1	CP12_g30568_DN3_SP0_c.t1
OG0012116	XP_018491782.1	CP12_g30076_DN3_SP0_c.t1
OG0012117	XP_018435479.1, XP_018462421.1	CP19_g18535_DN3_SP0_c.t1, CP19_g18530_DN3_SP0_c.t1, CP6_g6685_DN2_SP0_c.t1, CP12_g30581_DN3_SP0_c.t1
OG0012118	XP_018490378.1, XP_018453928.1	CP15_g35617_DN2_SP8_c.t1
OG0012119	XP_018453143.1	CP12_g30140_DN3_SP4_c.t1, CP10_g43885_DN3_SP2_c.t1
OG0012120	XP_018456701.1, XP_018443568.1, XP_018443799.1	CP9_g29562_DN3_SP0_c.t1
OG0012121	XP_018462624.1, XP_018481653.1, XP_018438073.1	CP16_g54977_DN1_SP0_c.t1
OG0012122	XP_018459020.1, XP_018433268.1	CP16_g55026_DN2_SP8_c.t1
OG0012123	XP_018460422.1, XP_018441715.1	CP16_g55044_DN3_SP3_c.t1
OG0012124	XP_018435142.1	CP16_g55133_DN2_SP0_c.t1
OG0012125	XP_018477691.1, XP_018433985.1	CP16_g55141_DN3_SP3_c.t1
OG0012126	XP_018441469.1	CP16_g55225_DN3_SP8_c.t1
