Orthogroup	Raphanus_sativus	Arabidopsis_thaliana
OG0012811	XP_018465645.1, XP_018433610.1	AT2G17370.1
OG0012812	XP_018493302.1	AT2G17440.1
OG0012813	XP_018457001.1, XP_018492690.1	AT2G17520.1
OG0012814	XP_018483524.1	AT3G28210.1
OG0012815	XP_018440665.1, XP_018433428.1	AT2G17705.1
OG0012816	XP_018434814.1	AT2G17900.1
OG0012817	XP_018481053.1, XP_018481070.1	AT3G49890.2
OG0012818	XP_018469190.1, XP_018438130.1, XP_018438071.1	AT3G49845.1
OG0012819	XP_018472114.1	AT3G49800.1
OG0012820	XP_018476428.1	AT2G38020.1
OG0012821	XP_018438389.1	AT3G47410.1
OG0012822	XP_018481318.1, XP_018482437.1	AT1G54350.1
OG0012823	XP_018450470.1	AT1G56160.1
OG0012824	XP_018480346.1	AT1G56080.1
OG0012825	XP_018440685.1	AT1G55865.1
OG0012826	XP_018442628.1	AT1G55820.1
OG0012827	XP_018450841.1	AT1G55805.1
OG0012828	XP_018450864.1	AT1G55540.2
OG0012829	XP_018469872.1, XP_018464279.1	AT1G55475.1
OG0012830	XP_018469854.1	AT1G55370.2
OG0012831	XP_018492009.1	AT1G55350.5
OG0012832	XP_018451626.1	AT1G55250.1
OG0012833	XP_018438185.1	AT1G54070.1
OG0012834	XP_018493222.1, XP_018451660.1	AT1G53910.1
OG0012835	XP_018465730.1, XP_018476558.1	AT1G53770.2
OG0012836	XP_018446208.1, XP_018481584.1	AT1G53560.1
OG0012837	XP_018441397.1, XP_018451382.1	AT1G53380.1
OG0012838	XP_018469601.1, XP_018444751.1	AT1G67540.2
OG0012839	XP_018479498.1	AT1G53280.1
OG0012840	XP_018486245.1	AT1G53140.1
OG0012841	XP_018491608.1	AT1G53090.1
OG0012842	XP_018483558.1	AT2G35980.1
OG0012843	XP_018474078.1, XP_018481663.1, XP_018479903.1	AT2G35990.1
OG0012844	XP_018433485.1	AT2G36120.1
OG0012845	XP_018434084.1	AT2G36240.1
OG0012846	XP_018476474.1, XP_018476503.1	AT2G36570.1
OG0012847	XP_018434709.1, XP_018434728.1	AT2G36630.1
OG0012848	XP_018484351.1, XP_018437879.1	AT2G34080.1
OG0012849	XP_018433390.1	AT2G36670.1
OG0012850	XP_018480861.1	AT2G36690.1, AT2G06960.1
OG0012851	XP_018484727.1	AT2G36720.1
OG0012852	XP_018436836.1	AT2G36835.1
OG0012853	XP_018436502.1	AT3G45640.1
OG0012854	XP_018443551.1	AT1G11380.1
OG0012855	XP_018440789.1	AT3G45190.1
OG0012856	XP_018440973.1	AT3G45090.1
OG0012857	XP_018472299.1	AT3G44880.1
OG0012858	XP_018472103.1	AT3G44820.1
OG0012859	XP_018458020.1	AT5G49880.1
OG0012860	XP_018461024.1, XP_018461568.1	AT5G49930.1
OG0012861	XP_018455874.1, XP_018455785.1	AT5G52960.1
OG0012862	XP_018453354.1, XP_018452318.1	AT5G49990.1
OG0012863	XP_018452004.1	AT5G50150.1
OG0012864	XP_018465703.1	AT5G50310.1
OG0012865	XP_018439384.1	AT5G49650.1
OG0012867	XP_018447837.1, XP_018472568.1	AT5G49820.1
OG0012868	XP_018458017.1	AT5G49840.1
OG0012869	XP_018457003.1	AT5G49830.2
OG0012870	XP_018448625.1	AT5G35090.1
OG0012871	XP_018449192.1	AT4G12760.1
OG0012872	XP_018484275.1	AT4G13150.1
OG0012873	XP_018487186.1	AT3G24810.1
OG0012874	XP_018449742.1	AT4G13230.1
OG0012875	XP_018445266.1, XP_018442311.1	AT4G13530.1
OG0012876	XP_018481819.1	AT4G13620.1
OG0012877	XP_018480050.1, XP_018480049.1, XP_018484393.1	AT4G13630.1
OG0012878	XP_018482476.1, XP_018482453.1	AT4G13790.1
OG0012879	XP_018480461.1	AT4G13840.1
OG0012880	XP_018480627.1	AT4G13885.1, AT2G34110.1, AT4G13870.2
OG0012881	XP_018447692.1, XP_018447685.1	AT4G13990.1
OG0012882	XP_018449627.1, XP_018464188.1	AT4G14090.1
OG0012883	XP_018440092.1	AT4G14190.1
OG0012884	XP_018477622.1	AT4G14385.1
OG0012885	XP_018448075.1	AT4G14520.1
OG0012886	XP_018448568.1, XP_018447039.1	AT4G14650.1
OG0012887	XP_018470164.1	AT4G14860.1
OG0012888	XP_018470780.1	AT4G15010.1
OG0012889	XP_018471512.1	AT4G15080.1
OG0012890	XP_018450757.1	AT4G15110.1
OG0012891	XP_018451628.1	AT4G15410.1
OG0012892	XP_018468232.1, XP_018462963.1	AT4G15545.1
OG0012893	XP_018449297.1	AT1G50580.1
OG0012894	XP_018461769.1, XP_018484697.1	AT4G15820.1
OG0012895	XP_018484694.1, XP_018461766.1	AT4G15840.1
OG0012896	XP_018468601.1	AT4G15910.1
OG0012897	XP_018448553.1	AT4G15980.2
OG0012898	XP_018443515.1, XP_018457751.1	AT1G72960.1
OG0012899	XP_018463364.1, XP_018444310.1	AT1G73180.1
OG0012900	XP_018452295.1, XP_018452305.1	AT1G73240.1
OG0012901	XP_018457038.1	AT1G73470.3
OG0012902	XP_018469975.1, XP_018455671.1	AT1G73550.1
OG0012903	XP_018461940.1, XP_018458771.1	AT1G73710.1
OG0012904	XP_018460145.1	AT1G73770.1
OG0012905	XP_018453297.1	AT1G73875.1
OG0012906	XP_018442586.1	AT1G73880.1
OG0012907	XP_018456062.1, XP_018456054.1	AT1G73990.1
OG0012908	XP_018443927.1	AT1G74120.1
OG0012909	XP_018471043.1	AT1G74160.1
OG0012910	XP_018434563.1, XP_018434584.1	AT2G20750.1
OG0012911	XP_018445593.1	AT1G74330.1
OG0012912	XP_018446665.1	AT1G74450.1
OG0012913	XP_018446560.1	AT1G74530.3
OG0012914	XP_018468454.1, XP_018460278.1	AT1G74690.1
OG0012915	XP_018445565.1, XP_018445546.1	AT1G74790.1
OG0012916	XP_018453328.1	AT1G68590.1
OG0012917	XP_018455668.1	AT1G68610.1
OG0012918	XP_018444935.1	AT1G68680.1
OG0012919	XP_018468190.1	AT1G68760.1
OG0012920	XP_018469472.1	AT1G68800.2
OG0012921	XP_018472195.1	AT1G69270.1
OG0012922	XP_018463886.1, XP_018481522.1, XP_018479078.1	AT4G28410.1
OG0012923	XP_018482530.1, XP_018482533.1	AT2G18760.3
OG0012924	XP_018470537.1, XP_018470531.1	AT4G28706.4
OG0012925	XP_018453991.1, XP_018447240.1	AT4G28760.1
OG0012926	XP_018480660.1	AT5G43250.1
OG0012927	XP_018483514.1, XP_018483513.1	AT4G29170.1
OG0012928	XP_018460074.1, XP_018477276.1	AT4G29240.1
OG0012929	XP_018457754.1	AT1G63660.1
OG0012930	XP_018456483.1	AT1G63690.1
OG0012931	XP_018434272.1	AT3G43540.1
OG0012932	XP_018454277.1	AT1G63990.1
OG0012933	XP_018442958.1	AT5G39980.1
OG0012934	XP_018442247.1	AT5G39990.1
OG0012935	XP_018480605.1, XP_018481248.1	AT2G04650.1
OG0012936	XP_018477492.1	AT5G40280.2
OG0012937	XP_018476645.1, XP_018475042.1	AT5G50790.1
OG0012938	XP_018433714.1	AT3G29290.1
OG0012939	XP_018437695.1	AT3G44200.1
OG0012940	XP_018437691.1	AT3G44160.1
OG0012941	XP_018482462.1, XP_018480387.1	AT3G28670.2
OG0012942	XP_018477762.1	AT3G27925.1
OG0012943	XP_018434937.1	AT3G44100.1
OG0012944	XP_018479381.1, XP_018433929.1	AT3G27770.1
OG0012945	XP_018441291.1	AT3G27730.2
OG0012946	XP_018441748.1	AT2G47180.1
OG0012947	XP_018437692.1	AT3G48630.1, AT3G44150.1
OG0012948	XP_018457988.1	AT3G27470.5
OG0012949	XP_018435670.1, XP_018482670.1	AT3G27410.1
OG0012950	XP_018480863.1, XP_018478790.1	AT3G27310.1
OG0012951	XP_018436691.1, XP_018477534.1	AT3G27150.1
OG0012952	XP_018452795.1	AT5G52220.1
OG0012953	XP_018484563.1	AT3G26960.1
OG0012954	XP_018456835.1	AT3G26600.1
OG0012955	XP_018467387.1, XP_018466536.1	AT3G26380.1
OG0012956	XP_018441402.1, XP_018462419.1	AT3G26210.1
OG0012957	XP_018480637.1	AT3G26115.1
OG0012958	XP_018441243.1, XP_018482730.1	AT3G26030.1
OG0012959	XP_018438353.1, XP_018466008.1	AT3G25905.1
OG0012960	XP_018477776.1, XP_018462351.1	AT3G25900.1
OG0012961	XP_018457120.1	AT3G25660.1
OG0012962	XP_018446747.1, XP_018446760.1	AT1G69910.1
OG0012963	XP_018457801.1, XP_018457712.1	AT1G69830.1
OG0012964	XP_018460413.1, XP_018452866.1	AT1G69790.1
OG0012965	XP_018443490.1, XP_018462358.1	AT1G69440.1
OG0012966	XP_018468834.1, XP_018461480.1	AT1G69400.1
OG0012967	XP_018457132.1	AT1G69350.1
OG0012968	XP_018452665.1	AT1G69330.1
OG0012969	XP_018482908.1	AT5G46180.1
OG0012970	XP_018455658.1	AT4G08250.1
OG0012971	XP_018433690.1	AT5G45960.1
OG0012972	XP_018482454.1	AT5G45910.1
OG0012973	XP_018460585.1, XP_018483179.1	AT5G45860.1
OG0012974	XP_018437410.1	AT5G45850.1
OG0012975	XP_018484692.1, XP_018478044.1	AT5G45790.2
OG0012976	XP_018465689.1, XP_018478708.1	AT5G45780.1
OG0012977	XP_018480561.1, XP_018480575.1	AT5G45700.1
OG0012978	XP_018461600.1, XP_018477837.1	AT5G45660.1
OG0012979	XP_018433420.1	AT2G13100.1
OG0012980	XP_018481284.1, XP_018480474.1	AT5G45580.2
OG0012982	XP_018455894.1	AT5G45310.1
OG0012983	XP_018484185.1	AT5G45170.1
OG0012984	XP_018450078.1	AT1G49570.1
OG0012985	XP_018447131.1	AT1G49580.1
OG0012986	XP_018480924.1	AT1G49620.3
OG0012987	XP_018438103.1	AT1G49730.1
OG0012988	XP_018462923.1	AT1G50170.1
OG0012989	XP_018472341.1	AT4G24430.1
OG0012990	XP_018486508.1, XP_018436740.1	AT1G50600.2
OG0012991	XP_018493422.1	AT1G50620.1
OG0012992	XP_018485571.1	AT1G50890.1
OG0012993	XP_018493058.1	AT1G51070.2
OG0012994	XP_018472797.1	AT1G51080.1
OG0012995	XP_018449371.1	AT1G51090.1
OG0012996	XP_018470783.1	AT1G51140.1
OG0012997	XP_018478287.1, XP_018486532.1	AT1G51350.1
OG0012998	XP_018486452.1, XP_018493027.1	AT1G51550.1
OG0012999	XP_018492785.1	AT1G51560.1
OG0013000	XP_018439431.1	AT1G52155.1
OG0013001	XP_018439412.1, XP_018466371.1	AT1G52160.1
OG0013002	XP_018486443.1, XP_018465801.1	AT1G52330.2
OG0013004	XP_018486826.1	AT1G52800.1
OG0013005	XP_018488780.1, XP_018490570.1	AT1G52900.1
OG0013006	XP_018489769.1, XP_018442488.1	AT1G53010.1
OG0013007	XP_018456608.1, XP_018456606.1	AT5G42765.1
OG0013008	XP_018478767.1, XP_018484147.1	AT5G42920.2
OG0013009	XP_018485301.1	AT5G43020.1
OG0013010	XP_018455084.1	AT5G43050.1
OG0013011	XP_018484584.1	AT5G43100.1
OG0013012	XP_018484364.1	AT2G33580.1
OG0013013	XP_018477285.1	AT2G33610.1
OG0013015	XP_018464144.1, XP_018454685.1	AT5G51220.1
OG0013016	XP_018483124.1, XP_018483123.1	AT2G34470.2
OG0013017	XP_018476385.1	AT2G34670.2
OG0013018	XP_018476056.1	AT2G34680.2
OG0013019	XP_018484003.1, XP_018460978.1, XP_018441060.1	AT2G34790.1
OG0013020	XP_018484192.1	AT2G34940.1
OG0013021	XP_018434772.1	AT2G35000.1
OG0013023	XP_018482056.1	AT2G35210.1
OG0013024	XP_018477741.1, XP_018478947.1	AT2G35350.1
OG0013025	XP_018442009.1, XP_018442008.1	AT2G35380.1
OG0013026	XP_018441940.1	AT2G35490.1
OG0013027	XP_018452991.1	AT5G42370.2
OG0013028	XP_018483542.1	AT2G35510.1
OG0013029	XP_018477694.1	AT2G35720.1
OG0013030	XP_018459732.1, XP_018480533.1	AT2G35770.1
OG0013033	XP_018449051.1, XP_018449246.1	AT4G19185.1
OG0013034	XP_018469977.1, XP_018469980.1	AT4G18920.1
OG0013035	XP_018436346.1	AT4G19000.1
OG0013036	XP_018472179.1	AT4G19020.1
OG0013037	XP_018471293.1	AT4G19050.1
OG0013039	XP_018483188.1	AT4G18780.1
OG0013040	XP_018472481.1	AT4G18640.1
OG0013041	XP_018472457.1	AT4G18630.1
OG0013042	XP_018469737.1	AT4G18540.1
OG0013043	XP_018462848.1, XP_018481873.1	AT4G18350.1
OG0013044	XP_018461959.1, XP_018447233.1	AT4G18240.1
OG0013045	XP_018480804.1	AT5G48950.1
OG0013046	XP_018453185.1	AT1G69980.1
OG0013047	XP_018483855.1	AT4G17830.2
OG0013048	XP_018483770.1	AT4G17770.1
OG0013049	XP_018472086.1	AT4G17750.1
OG0013050	XP_018449376.1, XP_018449374.1	AT4G17710.1
OG0013051	XP_018471738.1	AT4G17610.1
OG0013052	XP_018461954.1, XP_018468496.1	AT4G17540.1
OG0013053	XP_018458401.1	AT4G17490.1
OG0013054	XP_018481970.1, XP_018481972.1	AT4G17370.1
OG0013055	XP_018440615.1	AT1G03370.1
OG0013056	XP_018480367.1	AT3G51050.1
OG0013057	XP_018454354.1	AT3G51040.1
OG0013059	XP_018480671.1	AT3G50860.1
OG0013060	XP_018485350.1	AT3G50690.1
OG0013061	XP_018488643.1	AT3G61980.1
OG0013062	XP_018441370.1	AT3G50630.1
OG0013063	XP_018436114.1, XP_018439631.1	AT3G50590.1
OG0013064	XP_018468043.1	AT3G50520.1
OG0013065	XP_018450889.1	AT3G50430.1
OG0013066	XP_018438373.1, XP_018469336.1	AT3G50330.1
OG0013067	XP_018467741.1	AT4G23610.1
OG0013068	XP_018485339.1	AT4G23570.3
OG0013069	XP_018471329.1	AT4G23540.1
OG0013070	XP_018473506.1	AT5G52290.1
OG0013071	XP_018447467.1	AT5G52030.2
OG0013072	XP_018455567.1, XP_018463685.1	AT5G51800.1
OG0013073	XP_018455071.1	AT5G51680.1
OG0013074	XP_018457018.1, XP_018457017.1	AT5G51560.1
OG0013075	XP_018476227.1, XP_018456282.1	AT5G51410.1
OG0013076	XP_018475818.1, XP_018459282.1	AT5G51290.1
OG0013077	XP_018476241.1	AT5G51070.1
OG0013078	XP_018472730.1	AT5G51160.1
OG0013079	XP_018435404.1, XP_018455790.1	AT2G13620.1
OG0013080	XP_018492562.1	AT2G11000.1
OG0013081	XP_018452271.1	AT2G14255.1
OG0013082	XP_018433383.1	AT5G02860.1
OG0013083	XP_018488489.1	AT2G15020.1
OG0013084	XP_018434247.1	AT2G15270.1
OG0013085	XP_018438661.1, XP_018438659.1	AT2G15570.2
OG0013086	XP_018459202.1	AT2G15580.1
OG0013087	XP_018461389.1	AT2G15680.1
OG0013088	XP_018433473.1	AT2G15820.1
OG0013089	XP_018485967.1	AT2G15890.1
OG0013090	XP_018440956.1, XP_018440299.1	AT2G15900.1
OG0013091	XP_018437654.1	AT2G16060.1
OG0013092	XP_018464333.1, XP_018486751.1	AT2G16720.1
OG0013093	XP_018433652.1	AT2G16880.1
OG0013094	XP_018433024.1	AT1G34360.1
OG0013095	XP_018470088.1	AT4G23890.1
OG0013096	XP_018463404.1	AT4G23895.3
OG0013097	XP_018470083.1	AT4G23860.1
OG0013098	XP_018470323.1	AT4G23850.1
OG0013099	XP_018483564.1, XP_018478106.1	AT4G23720.1
OG0013100	XP_018461539.1	AT4G23520.1
OG0013101	XP_018477681.1	AT4G39920.1
OG0013102	XP_018472442.1	AT4G22850.1
OG0013103	XP_018484108.1	AT4G22840.1
OG0013104	XP_018447545.1	AT4G22730.1
OG0013106	XP_018482140.1	AT4G22490.1
OG0013107	XP_018448443.1	AT4G22370.2
OG0013108	XP_018448483.1, XP_018472434.1	AT4G22200.1
OG0013109	XP_018468431.1, XP_018468432.1	AT4G22150.1
OG0013110	XP_018488933.1	AT3G62000.2
OG0013111	XP_018471921.1, XP_018470397.1	AT4G22010.1
OG0013112	XP_018463051.1	AT4G21960.1
OG0013113	XP_018463050.1	AT4G21930.1
OG0013114	XP_018464342.1, XP_018464345.1	AT4G19985.4
OG0013115	XP_018485287.1	AT4G20070.1
OG0013116	XP_018450362.1	AT4G20090.1
OG0013117	XP_018450851.1	AT4G20110.2
OG0013118	XP_018447125.1	AT4G20130.1
OG0013119	XP_018492042.1	AT1G44890.1
OG0013120	XP_018471227.1, XP_018485255.1	AT4G20790.1
OG0013121	XP_018479192.1	AT4G20900.1
OG0013122	XP_018473124.1	AT5G50240.1
OG0013123	XP_018470307.1	AT4G21260.1, AT4G21250.1
OG0013124	XP_018448566.1	AT4G21310.1
OG0013125	XP_018448658.1	AT1G42430.1
OG0013126	XP_018471231.1	AT4G21550.1
OG0013127	XP_018450271.1, XP_018448491.1	AT4G21690.1
OG0013128	XP_018471383.1	AT4G21700.1
OG0013129	XP_018469536.1	AT4G21800.1
OG0013130	XP_018478584.1, XP_018471630.1	AT4G19670.1
OG0013131	XP_018458878.1	AT4G09890.1
OG0013132	XP_018456163.1, XP_018452638.1	AT4G09040.1
OG0013133	XP_018462307.1, XP_018472731.1	AT4G09140.1
OG0013134	XP_018476820.1	AT4G09160.1
OG0013135	XP_018457198.1	AT5G42220.1
OG0013136	XP_018452503.1	AT5G42320.2
OG0013137	XP_018458008.1	AT5G42340.1
OG0013138	XP_018440168.1	AT5G25070.1
OG0013139	XP_018457979.1	AT5G42420.1
OG0013140	XP_018484013.1	AT5G42480.1
OG0013141	XP_018465461.1, XP_018435788.1	AT5G42490.1
OG0013142	XP_018449685.1	AT5G42630.1
OG0013143	XP_018475842.1	AT5G42660.1
OG0013144	XP_018454847.1	AT5G42680.1
OG0013145	XP_018470347.1	AT4G16350.1
OG0013146	XP_018472057.1	AT4G16390.1
OG0013147	XP_018477666.1	AT4G16410.1
OG0013148	XP_018460243.1	AT4G16510.1
OG0013149	XP_018467096.1, XP_018454839.1	AT4G16563.1
OG0013150	XP_018468314.1	AT4G16566.1
OG0013151	XP_018468838.1, XP_018482078.1, XP_018481902.1	AT4G16745.2
OG0013152	XP_018453189.1	AT4G16970.1
OG0013153	XP_018465422.1, XP_018456486.1	AT4G17010.1
OG0013154	XP_018449415.1, XP_018463586.1	AT4G17085.1
OG0013155	XP_018435253.1, XP_018439202.1	AT3G02070.1
OG0013156	XP_018439197.1	AT3G02060.1
OG0013157	XP_018466368.1	AT3G19340.1
OG0013158	XP_018489944.1	AT3G02000.1
OG0013159	XP_018471093.1, XP_018471088.1	AT3G01920.2
OG0013160	XP_018491627.1, XP_018474390.1	AT3G01800.1
OG0013161	XP_018467434.1, XP_018464131.1	AT3G01780.1
OG0013162	XP_018490993.1	AT3G01600.1
OG0013163	XP_018492216.1, XP_018434103.1	AT3G01500.2
OG0013164	XP_018436247.1, XP_018440217.1	AT5G66560.1
OG0013165	XP_018472200.1	AT5G49555.1
OG0013166	XP_018433022.1, XP_018441874.1	AT5G66510.2
OG0013167	XP_018456344.1	AT5G66480.1
OG0013168	XP_018454986.1, XP_018433603.1	AT5G66390.1
OG0013169	XP_018439228.1	AT5G66350.1
OG0013170	XP_018468189.1	AT5G17280.1
OG0013171	XP_018456208.1, XP_018438939.1	AT5G66190.1
OG0013172	XP_018473366.1	AT2G20515.1
OG0013173	XP_018490321.1, XP_018456592.1	AT5G66070.2
OG0013175	XP_018450466.1	AT5G65950.1
OG0013176	XP_018438931.1, XP_018456558.1	AT5G65930.3
OG0013177	XP_018459557.1, XP_018493359.1	AT5G26880.1
OG0013178	XP_018454242.1	AT3G63510.1
OG0013179	XP_018445039.1	AT3G63500.2
OG0013180	XP_018487127.1	AT3G63430.1
OG0013181	XP_018488084.1, XP_018488083.1	AT3G63390.1
OG0013182	XP_018459639.1	AT3G63340.2
OG0013183	XP_018459653.1	AT3G63290.1
OG0013184	XP_018459651.1	AT3G63280.4
OG0013185	XP_018483464.1, XP_018478053.1	AT3G63150.1
OG0013186	XP_018483465.1	AT3G63140.1
OG0013187	XP_018488080.1, XP_018480552.1	AT3G63020.1
OG0013188	XP_018480507.1, XP_018465892.1	AT3G62810.1
OG0013189	XP_018484827.1	AT3G62720.1
OG0013190	XP_018466591.1, XP_018481482.1	AT3G62710.1
OG0013191	XP_018462788.1, XP_018445443.1	AT3G62130.1
OG0013192	XP_018466243.1, XP_018488944.1	AT3G62070.1
OG0013193	XP_018444912.1	AT3G61800.1
OG0013194	XP_018459363.1, XP_018444921.1	AT3G61790.1
OG0013195	XP_018480282.1, XP_018462764.1	AT3G61680.1
OG0013196	XP_018442424.1, XP_018442428.1	AT3G61540.1
OG0013197	XP_018474565.1	AT5G51545.1
OG0013198	XP_018445192.1, XP_018445191.1	AT3G61080.2
OG0013199	XP_018444562.1, XP_018488803.1	AT3G60490.1
OG0013200	XP_018489946.1, XP_018488640.1	AT3G60390.1
OG0013201	XP_018483889.1, XP_018477410.1	AT3G60310.1
OG0013202	XP_018466783.1, XP_018434607.1	AT2G23120.1
OG0013203	XP_018460725.1, XP_018490045.1	AT3G60966.1
OG0013204	XP_018466640.1, XP_018493077.1	AT3G60080.1
OG0013205	XP_018491575.1	AT3G59845.1
OG0013206	XP_018459594.1	AT3G59760.1
OG0013207	XP_018485525.1	AT3G59690.1
OG0013208	XP_018482553.1	AT5G48090.1
OG0013209	XP_018442929.1, XP_018489165.1	AT3G59440.1
OG0013210	XP_018458162.1	AT1G55000.1
OG0013211	XP_018460415.1	AT3G59050.1
OG0013212	XP_018458720.1	AT1G66080.1
OG0013213	XP_018472261.1	AT4G26500.1
OG0013214	XP_018478233.1, XP_018477603.1	AT3G58590.1
OG0013216	XP_018433411.1	AT3G47390.1
OG0013217	XP_018487044.1, XP_018446271.1	AT3G58170.1
OG0013218	XP_018481940.1	AT3G58150.1
OG0013219	XP_018480142.1, XP_018480144.1, XP_018465175.1	AT3G58090.1
OG0013220	XP_018446184.1, XP_018445714.1	AT3G57920.1
OG0013221	XP_018446185.1, XP_018445716.1	AT3G57910.1
OG0013222	XP_018482754.1, XP_018462610.1	AT3G57780.1
OG0013223	XP_018442767.1	AT3G57480.1
OG0013224	XP_018488023.1, XP_018490548.1	AT3G57430.1
OG0013225	XP_018492193.1, XP_018492184.1	AT3G57300.2
OG0013226	XP_018491160.1	AT3G57030.1
OG0013227	XP_018490361.1	AT3G56891.1
OG0013228	XP_018488386.1, XP_018488385.1	AT3G56820.1
OG0013229	XP_018458584.1	AT3G56770.1
OG0013230	XP_018492130.1, XP_018488361.1	AT3G56690.1
OG0013231	XP_018488013.1, XP_018490827.1	AT3G56570.2
OG0013232	XP_018460411.1, XP_018458573.1	AT3G56500.1
OG0013233	XP_018489386.1, XP_018461221.1, XP_018467350.1	AT3G56270.1
OG0013234	XP_018461222.1	AT3G56260.2
OG0013235	XP_018462999.1, XP_018461231.1	AT3G56210.5
OG0013236	XP_018477445.1	AT5G48730.1
OG0013237	XP_018486134.1	AT3G56070.1
OG0013238	XP_018488010.1, XP_018488011.1	AT3G55950.1
OG0013239	XP_018458429.1, XP_018490743.1	AT3G55530.1
OG0013240	XP_018458432.1, XP_018489007.1	AT3G55520.1
OG0013241	XP_018493401.1	AT3G55400.1
OG0013242	XP_018432556.1	AT3G55340.1
OG0013243	XP_018491037.1	AT3G54990.1
OG0013244	XP_018452362.1, XP_018452372.1	AT3G54860.2
OG0013245	XP_018491940.1, XP_018491941.1	AT3G54850.1
OG0013246	XP_018464132.1, XP_018489947.1	AT3G54770.1
OG0013247	XP_018465312.1, XP_018467073.1	AT3G54710.1
OG0013248	XP_018490242.1, XP_018489707.1	AT3G54510.2
OG0013249	XP_018477442.1	AT3G54260.1
OG0013250	XP_018492432.1	AT3G54230.2
OG0013251	XP_018476254.1, XP_018444758.1	AT1G66210.1
OG0013252	XP_018490643.1	AT3G54090.1
OG0013253	XP_018471104.1	AT4G16440.1
OG0013254	XP_018488428.1	AT3G53800.1
OG0013255	XP_018455584.1	AT2G24615.1, AT2G24625.1
OG0013256	XP_018486068.1	AT3G53440.1
OG0013257	XP_018484261.1, XP_018460322.1	AT3G53400.1
OG0013258	XP_018487969.1	AT3G53360.1
OG0013259	XP_018486436.1	AT3G53350.9
OG0013260	XP_018482075.1	AT3G53040.1
OG0013261	XP_018483996.1	AT3G52905.1
OG0013262	XP_018493438.1	AT3G52880.2
OG0013263	XP_018492774.1	AT3G52850.1
OG0013264	XP_018438125.1, XP_018462455.1	AT3G52540.1
OG0013265	XP_018449300.1	AT5G53940.1
OG0013266	XP_018472215.1	AT5G53930.1
OG0013267	XP_018472216.1	AT5G53920.1
OG0013268	XP_018447304.1, XP_018447725.1	AT5G53900.2
OG0013269	XP_018456635.1	AT5G53480.1
OG0013270	XP_018444849.1, XP_018456554.1	AT5G53370.2
OG0013271	XP_018468923.1, XP_018452005.1	AT5G53190.1
OG0013272	XP_018470028.1	AT4G16144.1
OG0013273	XP_018472370.1	AT4G16130.1
OG0013274	XP_018469918.1	AT4G24480.1
OG0013275	XP_018483688.1	AT4G16060.1
OG0013276	XP_018465653.1, XP_018465652.1	AT3G24630.1
OG0013277	XP_018486728.1, XP_018486720.1	AT3G24760.1
OG0013278	XP_018493151.1	AT3G25230.2
OG0013279	XP_018492344.1	AT3G25400.1
OG0013280	XP_018492342.1	AT3G25410.1
OG0013281	XP_018491531.1	AT3G25493.1, AT3G25500.1
OG0013282	XP_018485860.1	AT2G04540.1
OG0013283	XP_018485507.1	AT2G04850.1
OG0013284	XP_018487146.1	AT2G04845.1
OG0013285	XP_018491223.1	AT2G04880.1
OG0013286	XP_018485526.1, XP_018432938.1	AT2G05590.2
OG0013287	XP_018432576.1	AT2G05940.1
OG0013288	XP_018462221.1, XP_018432985.1	AT2G06025.1
OG0013291	XP_018493532.1	AT3G24330.1
OG0013292	XP_018478146.1	AT3G24430.1
OG0013293	XP_018432650.1	AT3G24440.1
OG0013295	XP_018446575.1, XP_018445031.1	AT1G66750.1
OG0013296	XP_018444306.1, XP_018444125.1	AT1G66890.1
OG0013297	XP_018445537.1	AT5G28720.1
OG0013298	XP_018455335.1, XP_018455343.1	AT1G67060.1
OG0013299	XP_018467865.1	AT1G67080.1
OG0013300	XP_018468050.1	AT1G67180.1
OG0013301	XP_018446921.1	AT1G67190.1
OG0013302	XP_018446970.1	AT1G67280.1
OG0013303	XP_018456157.1, XP_018472013.1	AT1G67550.1
OG0013304	XP_018445682.1, XP_018461897.1	AT1G67580.1
OG0013305	XP_018446194.1	AT1G67630.1
OG0013306	XP_018445072.1	AT1G67790.1
OG0013307	XP_018447009.1, XP_018446232.1	AT1G67940.1
OG0013308	XP_018446526.1	AT1G68100.1
OG0013309	XP_018444812.1, XP_018461396.1	AT1G68350.1
OG0013310	XP_018469525.1, XP_018455259.1	AT1G68480.1
OG0013311	XP_018442719.1, XP_018443146.1	AT5G36170.1
OG0013312	XP_018442066.1	AT2G17972.1
OG0013313	XP_018433552.1, XP_018466325.1	AT2G18280.1
OG0013314	XP_018489414.1, XP_018436937.1, XP_018436934.1	AT2G18328.1
OG0013315	XP_018478143.1	AT5G40940.1
OG0013316	XP_018454851.1, XP_018453963.1	AT2G18480.1
OG0013317	XP_018437285.1	AT2G18650.1
OG0013318	XP_018456847.1	AT2G18700.1
OG0013319	XP_018433359.1	AT2G18710.1
OG0013320	XP_018432522.1	AT2G18940.1
OG0013321	XP_018435002.1	AT2G18950.1
OG0013322	XP_018486990.1, XP_018457307.1	AT2G19130.1
OG0013323	XP_018441743.1, XP_018441488.1	AT2G19270.1
OG0013324	XP_018439134.1, XP_018455310.1	AT2G19400.1
OG0013325	XP_018460546.1, XP_018434989.1	AT2G19560.1
OG0013326	XP_018441764.1, XP_018441797.1	AT2G19620.1
OG0013327	XP_018440414.1	AT2G19710.1
OG0013328	XP_018439604.1, XP_018439605.1	AT2G41170.2
