Orthogroup	Raphanus_sativus	Capsella_rubella
OG0018344	XP_018451989.1	XP_023644696.1
OG0018345	XP_018451990.1	XP_006282116.1
OG0018346	XP_018455594.1	XP_006282033.2
OG0018347	XP_018457652.1	XP_006280196.1
OG0018348	XP_018469760.1	XP_006281531.1
OG0018349	XP_018475398.1	XP_006281714.1
OG0018350	XP_018472612.1	XP_006279666.2
OG0018352	XP_018474763.1	XP_006280289.1
OG0018353	XP_018441652.1	XP_006292362.2
OG0018354	XP_018437953.1	XP_006292208.1
OG0018355	XP_018452027.1	XP_006286768.1
OG0018356	XP_018446869.1	XP_023637175.1
OG0018357	XP_018446929.1	XP_006287355.1
OG0018358	XP_018444374.1	XP_006289707.1
OG0018359	XP_018475865.1	XP_006289677.2
OG0018360	XP_018475900.1	XP_006279336.1
OG0018361	XP_018469057.1	XP_006288786.1
OG0018362	XP_018463576.1	XP_006289936.1
OG0018363	XP_018446447.1	XP_006287367.1
OG0018364	XP_018469486.1	XP_023637638.1
OG0018365	XP_018442102.1	XP_006287696.1
OG0018366	XP_018466559.1	XP_023636551.1
OG0018368	XP_018475812.1	XP_023633497.1
OG0018369	XP_018459323.1	XP_006297232.1
OG0018370	XP_018482840.1	XP_006283308.1
OG0018371	XP_018444193.1, XP_018464599.1	XP_006284262.1
OG0018372	XP_018456728.1	XP_023644149.1
OG0018374	XP_018452594.1	XP_006301270.1
OG0018375	XP_018452543.1	XP_006302315.1
OG0018376	XP_018443807.1	XP_006302347.1
OG0018377	XP_018468169.1, XP_018468172.1	XP_006302939.1
OG0018379	XP_018455741.1	XP_006302670.1
OG0018380	XP_018453205.1	XP_006300985.1
OG0018381	XP_018434339.1	XP_006304645.1
OG0018382	XP_018456379.1	XP_006302156.1
OG0018383	XP_018456194.1	XP_006300530.2
OG0018384	XP_018434698.1	XP_006297214.1
OG0018385	XP_018445391.1	XP_006302024.2
OG0018386	XP_018446586.1	XP_006300792.1
OG0018387	XP_018446494.1	XP_006300983.1
OG0018389	XP_018441384.1	XP_006297198.1
OG0018390	XP_018455878.1, XP_018457109.1	XP_006299554.1
OG0018391	XP_018450468.1	XP_006305012.1
OG0018392	XP_018457563.1	XP_006300882.1
OG0018393	XP_018451241.1	XP_006306998.1
OG0018395	XP_018489463.1	XP_006305331.1
OG0018396	XP_018479910.1, XP_018481359.1	XP_006293413.1
OG0018397	XP_018476778.1, XP_018474073.1	XP_006293494.1
OG0018398	XP_018433708.1	XP_006295397.1
OG0018400	XP_018449893.1	XP_006284979.1
OG0018401	XP_018486061.1	XP_006283919.1
OG0018402	XP_018475456.1	XP_006286165.1
OG0018403	XP_018436125.1	XP_006282837.2
OG0018404	XP_018449445.1	XP_023635271.1
OG0018405	XP_018480956.1	XP_006284568.1
OG0018406	XP_018442416.1	XP_006282716.1
OG0018407	XP_018450686.1	XP_006282787.1
OG0018408	XP_018484124.1	XP_006284593.1
OG0018409	XP_018468419.1	XP_006286105.1
OG0018410	XP_018443179.1	XP_006283247.1
OG0018412	XP_018469420.1	XP_023643960.1
OG0018413	XP_018492622.1	XP_023644641.1
OG0018415	XP_018444184.1	XP_023644317.1
OG0018416	XP_018468133.1	XP_006302656.1
OG0018417	XP_018446273.1	XP_006300670.1
OG0018418	XP_018482099.1, XP_018482094.1, XP_018461149.1	XP_006296265.1
OG0018419	XP_018471274.1	XP_006300668.1
OG0018420	XP_018465727.1	XP_023644349.1
OG0018421	XP_018453438.1	XP_023643997.1
OG0018422	XP_018469402.1	XP_006285533.1
OG0018423	XP_018455380.1	XP_006285035.2
OG0018424	XP_018468997.1, XP_018468992.1	XP_006284813.1
OG0018425	XP_018479721.1, XP_018479719.1	XP_023634350.1
OG0018427	XP_018485518.1	XP_023638603.1
OG0018428	XP_018484373.1	XP_006292889.1
OG0018429	XP_018434684.1	XP_006291646.2
OG0018431	XP_018466609.1	XP_006282326.1
OG0018433	XP_018455731.1	XP_006281436.1
OG0018434	XP_018483949.1	XP_023637067.1
OG0018435	XP_018454109.1, XP_018454111.1	XP_006291564.2
OG0018436	XP_018484449.1, XP_018484415.1	XP_006303447.1
OG0018437	XP_018458562.1	XP_006307693.1
OG0018438	XP_018485692.1	XP_006306411.2
OG0018440	XP_018447210.1	XP_006307254.1
OG0018441	XP_018490222.1	XP_006303255.1
OG0018442	XP_018489431.1	XP_006305421.1
OG0018443	XP_018435793.1, XP_018435794.1	XP_006282272.1
OG0018444	XP_018474943.1	XP_006295951.1
OG0018445	XP_018440804.1	XP_006296159.1
OG0018446	XP_018437907.1	XP_006296059.2
OG0018447	XP_018438240.1	XP_006296437.1
OG0018448	XP_018439774.1	XP_006293882.1
OG0018449	XP_018451945.1	XP_006284712.1
OG0018451	XP_018483999.1	XP_006284032.1
OG0018452	XP_018470549.1	XP_006284666.1
OG0018453	XP_018484114.1	XP_006284726.2
OG0018454	XP_018458763.1	XP_006284200.1
OG0018455	XP_018449422.1, XP_018449421.1	XP_006283936.1
OG0018458	XP_018437918.1	XP_006290333.2
OG0018459	XP_018469585.1	XP_006292643.2
OG0018460	XP_018436811.1	XP_006291802.1
OG0018461	XP_018434822.1	XP_006292985.1
OG0018462	XP_018475051.1	XP_006279733.1
OG0018463	XP_018456008.1	XP_006296589.1
OG0018465	XP_018452378.1	XP_023641334.1
OG0018466	XP_018440959.1	XP_006299838.1
OG0018467	XP_018465416.1, XP_018465623.1	XP_006282470.1
OG0018468	XP_018444908.1	XP_006283747.1
OG0018469	XP_018480630.1, XP_018463893.1	XP_006291945.1
OG0018470	XP_018453652.1	XP_023635681.1
OG0018471	XP_018490989.1	XP_006297157.1
OG0018472	XP_018469617.1	XP_006285037.2
OG0018473	XP_018467965.1	XP_006284440.2
OG0018474	XP_018455669.1, XP_018455846.1	XP_006290190.1
OG0018475	XP_018482836.1	XP_006284258.1
OG0018476	XP_018455984.1	XP_023635189.1
OG0018477	XP_018457300.1	XP_006282848.1
OG0018478	XP_018449412.1	XP_023633684.1
OG0018479	XP_018438889.1	XP_023641652.1
OG0018480	XP_018486788.1	XP_023641209.1
OG0018481	XP_018486951.1	XP_006300107.1
OG0018482	XP_018489367.1	XP_006298917.1
OG0018483	XP_018491626.1	XP_006297148.1
OG0018484	XP_018492776.1	XP_023641457.1
OG0018485	XP_018490990.1	XP_006297906.1
OG0018486	XP_018486920.1, XP_018463042.1	XP_006298677.1
OG0018487	XP_018485947.1	XP_006299114.1
OG0018488	XP_018433601.1	XP_006280630.1
OG0018489	XP_018456210.1	XP_006281944.2
OG0018490	XP_018456209.1	XP_023645516.1
OG0018491	XP_018456174.1	XP_006279760.1
OG0018494	XP_018459644.1	XP_006281476.1
OG0018495	XP_018491858.1	XP_006292839.1
OG0018496	XP_018465459.1, XP_018486192.1	XP_023638340.1
OG0018497	XP_018458933.1	XP_006290098.1
OG0018498	XP_018491347.1	XP_006292599.2
OG0018499	XP_018466291.1	XP_006291675.2
OG0018500	XP_018486845.1	XP_006290261.1
OG0018501	XP_018460000.1	XP_006290872.1
OG0018502	XP_018491527.1	XP_006292874.1
OG0018503	XP_018451786.1	XP_006290306.2
OG0018505	XP_018446236.1	XP_006292645.1
OG0018506	XP_018491570.1	XP_006292388.1
OG0018507	XP_018491033.1	XP_006290823.1
OG0018508	XP_018464118.1	XP_006292997.2
OG0018509	XP_018483825.1	XP_006292855.1
OG0018510	XP_018483942.1	XP_006291405.1
OG0018512	XP_018483053.1	XP_023639076.1
OG0018513	XP_018432862.1	XP_023641983.1
OG0018515	XP_018459562.1, XP_018446577.1	XP_006300589.1
OG0018517	XP_018444776.1	XP_023644151.1
OG0018518	XP_018472022.1, XP_018466228.1	XP_006301069.2
OG0018519	XP_018441843.1	XP_006299461.1
OG0018520	XP_018434152.1	XP_006299777.1
OG0018521	XP_018484916.1	XP_006295669.1
OG0018522	XP_018447758.1	XP_006283804.1
OG0018523	XP_018437448.1	XP_023640752.1
OG0018524	XP_018436375.1	XP_006296158.2
OG0018525	XP_018433682.1	XP_023639813.1
OG0018526	XP_018454923.1	XP_006288167.1
OG0018527	XP_018481837.1, XP_018438354.1	XP_023640715.1
OG0018528	XP_018478784.1	XP_006293521.1
OG0018529	XP_018461297.1, XP_018452565.1, XP_018463196.1	XP_006292441.1
OG0018530	XP_018476743.1	XP_006303707.2
OG0018532	XP_018490466.1	XP_023645754.1
OG0018534	XP_018469216.1	XP_006307047.1
OG0018535	XP_018475821.1	XP_006289058.1
OG0018536	XP_018452337.1	XP_006287536.1
OG0018537	XP_018465825.1, XP_018471904.1	XP_006287063.1
OG0018539	XP_018484967.1	XP_006287056.1
OG0018540	XP_018464007.1, XP_018480975.1	XP_006288627.1
OG0018541	XP_018462681.1	XP_006286502.1
OG0018542	XP_018439880.1	XP_006297159.1
OG0018543	XP_018436755.1	XP_006299416.1
OG0018544	XP_018488915.1	XP_023638232.1
OG0018545	XP_018470331.1	XP_006293567.1
OG0018546	XP_018434441.1	XP_006294602.1
OG0018547	XP_018440255.1	XP_006296085.1
OG0018548	XP_018450041.1	XP_006281718.1
OG0018549	XP_018470718.1	XP_006298535.1
OG0018550	XP_018477925.1	XP_006282438.1
OG0018551	XP_018434011.1	XP_006294846.1
OG0018552	XP_018440469.1	XP_006296519.1
OG0018553	XP_018440465.1	XP_023640511.1
OG0018554	XP_018439153.1	XP_006294151.1
OG0018555	XP_018483977.1	XP_006293510.1
OG0018556	XP_018485136.1	XP_023637263.1
OG0018558	XP_018486410.1	XP_006297658.2
OG0018559	XP_018460311.1, XP_018433851.1	XP_023642267.1
OG0018560	XP_018489225.1	XP_023642441.1
OG0018562	XP_018489057.1	XP_006300194.1
OG0018563	XP_018493542.1	XP_006298166.1
OG0018564	XP_018492045.1	XP_006300010.2
OG0018565	XP_018486533.1	XP_006298969.2
OG0018566	XP_018490128.1, XP_018493273.1	XP_023642609.1
OG0018567	XP_018487330.1	XP_006296957.1
OG0018568	XP_018486012.1	XP_023642523.1
OG0018569	XP_018491431.1	XP_006298293.1
OG0018570	XP_018492883.1	XP_006297308.1
OG0018571	XP_018486453.1	XP_006296608.1
OG0018572	XP_018434976.1	XP_023642736.1
OG0018573	XP_018493434.1	XP_023642733.1
OG0018574	XP_018486773.1	XP_006296700.1
OG0018575	XP_018486045.1	XP_023642568.1
OG0018576	XP_018491717.1, XP_018491718.1	XP_006297046.1
OG0018577	XP_018441875.1	XP_006298951.1
OG0018578	XP_018466582.1	XP_023641135.1
OG0018579	XP_018493173.1	XP_006296925.1
OG0018580	XP_018482606.1	XP_006284358.1
OG0018581	XP_018491239.1	XP_006297691.1
OG0018582	XP_018490089.1	XP_006299287.1
OG0018583	XP_018489348.1	XP_006298604.1
OG0018584	XP_018484112.1	XP_006283825.1
OG0018585	XP_018441555.1	XP_006300051.1
OG0018586	XP_018436862.1	XP_023641286.1
OG0018587	XP_018492788.1	XP_006299513.1
OG0018589	XP_018434940.1	XP_006297433.1
OG0018590	XP_018441338.1	XP_006298082.1
OG0018591	XP_018490319.1	XP_006299636.1
OG0018592	XP_018438385.1, XP_018490392.1, XP_018459555.1	XP_023641291.1
OG0018594	XP_018489335.1	XP_006296814.1
OG0018595	XP_018437393.1, XP_018439757.1	XP_006299161.1
OG0018596	XP_018490717.1	XP_023642052.1
OG0018597	XP_018491620.1	XP_006297675.1
OG0018598	XP_018490447.1, XP_018489353.1	XP_023641320.1
OG0018599	XP_018441556.1	XP_006297257.1
OG0018600	XP_018437766.1, XP_018439892.1	XP_006290438.2
OG0018601	XP_018491582.1	XP_006296813.2
OG0018602	XP_018487585.1	XP_023641829.1
OG0018605	XP_018491117.1, XP_018465648.1	XP_023642139.1
OG0018606	XP_018458848.1, XP_018492676.1	XP_023641254.1
OG0018607	XP_018492589.1	XP_006297494.1
OG0018608	XP_018491809.1	XP_006299073.1
OG0018609	XP_018456721.1	XP_006280222.1
OG0018611	XP_018461177.1	XP_006285420.1
OG0018612	XP_018481111.1	XP_023633987.1
OG0018615	XP_018471619.1	XP_006291892.1
OG0018616	XP_018468477.1	XP_006302844.1
OG0018617	XP_018490229.1	XP_006279431.1
OG0018618	XP_018492714.1	XP_006303046.1
OG0018619	XP_018446988.1	XP_006289665.1
OG0018620	XP_018445264.1, XP_018444187.1	XP_006286542.2
OG0018621	XP_018463560.1	XP_006292093.2
OG0018622	XP_018458895.1	XP_006290973.1
OG0018623	XP_018489382.1	XP_023632640.1
OG0018624	XP_018490516.1	XP_023644738.1
OG0018625	XP_018490517.1	XP_006306736.1
OG0018627	XP_018447119.1	XP_006305995.1
OG0018628	XP_018464174.1	XP_006303945.1
OG0018629	XP_018448561.1, XP_018448560.1	XP_023645021.1
OG0018630	XP_018470349.1	XP_006304967.1
OG0018631	XP_018488081.1	XP_023645948.1
OG0018632	XP_018471147.1, XP_018471061.1	XP_006306646.1
OG0018633	XP_018441128.1	XP_006305365.1
OG0018634	XP_018489943.1	XP_006303477.2
OG0018635	XP_018435785.1	XP_006306654.2
OG0018637	XP_018472600.1	XP_006307284.1
OG0018638	XP_018489882.1	XP_006304930.2
OG0018639	XP_018492362.1	XP_006307690.2
OG0018640	XP_018488579.1	XP_006305290.1
OG0018641	XP_018493535.1	XP_006307211.1
OG0018642	XP_018465871.1, XP_018447831.1	XP_023634460.1
OG0018643	XP_018471693.1	XP_023645018.1
OG0018644	XP_018486702.1	XP_006306854.1
OG0018645	XP_018462336.1	XP_006303260.1
OG0018646	XP_018434571.1	XP_006303773.1
OG0018647	XP_018451097.1, XP_018451106.1	XP_006304373.1
OG0018648	XP_018437793.1	XP_023646074.1
OG0018649	XP_018470257.1	XP_006304407.2
OG0018650	XP_018441760.1, XP_018432898.1	XP_006304469.1
OG0018651	XP_018435049.1	XP_006281183.2
OG0018652	XP_018439963.1	XP_006304494.1
OG0018653	XP_018443328.1	XP_006307697.1
OG0018654	XP_018449755.1	XP_006306558.1
OG0018655	XP_018474969.1	XP_006305868.1
OG0018656	XP_018487523.1	XP_006305222.1
OG0018657	XP_018435465.1	XP_006306619.1
OG0018659	XP_018466222.1	XP_006303677.2
OG0018660	XP_018435989.1	XP_006306315.1
OG0018661	XP_018435982.1	XP_023644801.1
OG0018662	XP_018432563.1	XP_023632560.1
OG0018663	XP_018459776.1, XP_018465318.1, XP_018484539.1	XP_023632960.1
OG0018664	XP_018454626.1	XP_006303491.1
OG0018666	XP_018467120.1	XP_006307083.2
OG0018667	XP_018464010.1	XP_023644813.1
OG0018668	XP_018468527.1	XP_006304020.1
OG0018670	XP_018437671.1	XP_006304500.1
OG0018671	XP_018480019.1	XP_006305550.2
OG0018672	XP_018468929.1	XP_006306841.1
OG0018673	XP_018487618.1	XP_006306084.1
OG0018674	XP_018477919.1	XP_006280665.1
OG0018675	XP_018467067.1, XP_018473695.1	XP_006306895.1
OG0018677	XP_018453361.1	XP_006301823.1
OG0018678	XP_018445767.1	XP_006284648.2
OG0018679	XP_018484879.1, XP_018488777.1	XP_023645915.1
OG0018680	XP_018445270.1	XP_006305847.1
OG0018681	XP_018454891.1	XP_023643396.1
OG0018683	XP_018455233.1	XP_023643120.1
OG0018684	XP_018457635.1	XP_006300766.1
OG0018685	XP_018456074.1	XP_006301878.1
OG0018686	XP_018472380.1	XP_006301275.1
OG0018687	XP_018452166.1	XP_006300615.1
OG0018688	XP_018461933.1	XP_006302097.2
OG0018689	XP_018457572.1	XP_006302703.1
OG0018691	XP_018451968.1	XP_006301338.2
OG0018693	XP_018485204.1	XP_006283351.1
OG0018694	XP_018452264.1	XP_023643657.1
OG0018695	XP_018459935.1	XP_006281301.1
OG0018696	XP_018439857.1	XP_023636229.1
OG0018697	XP_018469245.1, XP_018455806.1	XP_023637442.1
OG0018698	XP_018472273.1	XP_006293987.1
OG0018699	XP_018448552.1	XP_023635255.1
OG0018700	XP_018463184.1	XP_023644527.1, XP_023645107.1
OG0018701	XP_018492085.1	XP_006304414.1
OG0018706	XP_018450823.1	XP_006282488.1
OG0018709	XP_018477316.1, XP_018459478.1	XP_006285114.1
OG0018710	XP_018456733.1, XP_018451109.1	XP_006285032.1
OG0018711	XP_018468738.1, XP_018468751.1	XP_006285426.1
OG0018712	XP_018448374.1, XP_018479013.1, XP_018479014.1	XP_006285467.1
OG0018713	XP_018482011.1	XP_006284684.1
OG0018714	XP_018447251.1	XP_006283527.1
OG0018715	XP_018484880.1	XP_006282456.1
OG0018716	XP_018471617.1	XP_006283538.1
OG0018717	XP_018471772.1	XP_023634399.1
OG0018718	XP_018451527.1	XP_006285447.2
OG0018719	XP_018471728.1	XP_006283736.1
OG0018720	XP_018479024.1	XP_023635529.1
OG0018721	XP_018481759.1, XP_018464270.1, XP_018469705.1, XP_018467573.1	XP_006285377.1
OG0018722	XP_018471340.1	XP_006283134.1
OG0018723	XP_018451780.1	XP_006284905.1
OG0018724	XP_018471681.1, XP_018479032.1	XP_006285733.1
OG0018725	XP_018461190.1	XP_023642000.1
OG0018726	XP_018483921.1	XP_006282792.1
OG0018728	XP_018488782.1, XP_018488783.1	XP_006292761.1
OG0018730	XP_018492276.1	XP_006299537.1
OG0018732	XP_018442887.1	XP_006300918.1
OG0018733	XP_018480598.1	XP_006307093.1
OG0018734	XP_018473914.1	XP_006306207.1
OG0018735	XP_018473436.1	XP_006286509.2
OG0018736	XP_018453218.1	XP_006289907.2
OG0018737	XP_018489082.1, XP_018489093.1	XP_006305528.1
OG0018738	XP_018471180.1	XP_006304652.1
OG0018740	XP_018433290.1	XP_006303469.1
OG0018741	XP_018443327.1	XP_006306468.1
OG0018742	XP_018487116.1	XP_006303763.1, XP_006303714.1, XP_006303731.1, XP_006292305.1
OG0018743	XP_018487823.1, XP_018487818.1	XP_023632797.1
OG0018744	XP_018443909.1	XP_023645257.1
OG0018745	XP_018435428.1, XP_018435421.1	XP_006307309.1
OG0018746	XP_018485209.1	XP_006303997.1
OG0018747	XP_018448114.1	XP_006304126.1
OG0018748	XP_018473969.1	XP_023646053.1
OG0018749	XP_018462673.1, XP_018485800.1, XP_018463929.1	XP_006305903.1
OG0018750	XP_018437850.1, XP_018448303.1	XP_006304368.2
OG0018751	XP_018479288.1	XP_006306023.2
OG0018752	XP_018439487.1	XP_006306904.1
OG0018753	XP_018447754.1	XP_006307253.1
OG0018755	XP_018447742.1	XP_006304117.1
OG0018757	XP_018480955.1	XP_006303682.1
OG0018758	XP_018480903.1	XP_006305669.1
OG0018760	XP_018454011.1	XP_006301402.1
OG0018761	XP_018454196.1, XP_018435520.1	XP_006301867.1
OG0018762	XP_018433467.1	XP_006302505.1
OG0018764	XP_018452202.1	XP_006301386.1
OG0018766	XP_018462931.1, XP_018459085.1	XP_006302238.1
OG0018767	XP_018450630.1	XP_006302165.1
OG0018769	XP_018456575.1, XP_018445605.1	XP_006300954.2
OG0018770	XP_018444309.1	XP_006301400.2
OG0018771	XP_018444139.1	XP_023644012.1
OG0018772	XP_018457284.1	XP_023643092.1
OG0018773	XP_018455152.1	XP_006302451.1
OG0018774	XP_018454456.1	XP_006302930.1
OG0018775	XP_018452937.1	XP_006301305.1
OG0018776	XP_018452316.1	XP_006302990.1
OG0018777	XP_018474089.1	XP_023642883.1
OG0018779	XP_018437676.1, XP_018438829.1	XP_006299732.1
OG0018780	XP_018434476.1	XP_023642362.1
OG0018781	XP_018490839.1	XP_006298208.2
OG0018782	XP_018450148.1	XP_023636100.1
OG0018783	XP_018491128.1	XP_006297125.1
OG0018786	XP_018489734.1	XP_006299696.1
OG0018788	XP_018491585.1	XP_006300140.1
OG0018790	XP_018435924.1, XP_018440444.1	XP_023642089.1
OG0018792	XP_018435842.1, XP_018492464.1	XP_023642814.1
OG0018793	XP_018441758.1	XP_006298476.1
OG0018794	XP_018437956.1	XP_006296638.1
OG0018795	XP_018478363.1	XP_023640288.1
OG0018796	XP_018434748.1	XP_006295071.1
OG0018797	XP_018480298.1	XP_023639498.1
OG0018798	XP_018440704.1	XP_006294201.1
OG0018799	XP_018477671.1	XP_006293496.2
OG0018800	XP_018437986.1, XP_018437424.1	XP_006293983.1
OG0018801	XP_018438096.1	XP_006295156.1
OG0018804	XP_018475053.1, XP_018459376.1	XP_023639838.1
OG0018806	XP_018474997.1	XP_006294705.1
OG0018807	XP_018437248.1	XP_006295659.1
OG0018808	XP_018474068.1	XP_006296005.2, XP_023640379.1
OG0018809	XP_018438057.1	XP_023639884.1
OG0018810	XP_018436129.1	XP_006296575.2
OG0018811	XP_018480754.1	XP_006294998.1
OG0018812	XP_018464506.1, XP_018473210.1	XP_006296444.1
OG0018813	XP_018441692.1	XP_006290965.1
OG0018814	XP_018483487.1, XP_018437406.1	XP_006291509.1
OG0018815	XP_018477944.1	XP_006290844.2
OG0018816	XP_018467214.1, XP_018455252.1, XP_018482055.1	XP_006292555.1
OG0018817	XP_018438001.1	XP_006292206.1
OG0018818	XP_018488821.1	XP_023639077.1
OG0018822	XP_018477851.1	XP_006292792.1
OG0018823	XP_018477177.1	XP_006291639.1
OG0018824	XP_018437908.1	XP_006290392.1
OG0018825	XP_018477214.1	XP_006291929.1
OG0018826	XP_018491622.1	XP_023638117.1
OG0018827	XP_018486778.1, XP_018432537.1	XP_006290466.1
OG0018828	XP_018492661.1	XP_006292383.1
OG0018829	XP_018489373.1	XP_006292965.1
OG0018830	XP_018465670.1, XP_018444152.1	XP_006286722.1
OG0018831	XP_018474556.1	XP_006288902.1
OG0018832	XP_018481448.1, XP_018481468.1	XP_006286434.1
OG0018833	XP_018482227.1	XP_023637391.1
OG0018834	XP_018477370.1	XP_023637274.1
OG0018835	XP_018473528.1	XP_006287707.1
OG0018836	XP_018474810.1, XP_018475060.1	XP_006287191.1
OG0018837	XP_018469954.1	XP_023636235.1
OG0018838	XP_018475099.1	XP_006289593.1
OG0018839	XP_018445913.1, XP_018444379.1, XP_018445914.1	XP_023636107.1
OG0018840	XP_018455213.1	XP_006288906.1
OG0018842	XP_018455672.1	XP_006283167.1
OG0018843	XP_018447648.1	XP_023635093.1
OG0018844	XP_018484068.1, XP_018484064.1	XP_023634478.1
OG0018845	XP_018469112.1, XP_018482100.1	XP_006284839.1
OG0018846	XP_018467811.1	XP_006282513.1
OG0018847	XP_018447430.1	XP_006285362.1
OG0018848	XP_018469790.1	XP_006282772.1
OG0018849	XP_018448479.1	XP_023635131.1
OG0018850	XP_018470182.1	XP_006284075.1
OG0018851	XP_018478077.1, XP_018470914.1	XP_006283599.1
OG0018852	XP_018467754.1	XP_006285131.1
OG0018853	XP_018472308.1	XP_006286038.1
OG0018854	XP_018468604.1, XP_018480686.1, XP_018480773.1	XP_006282676.1
OG0018855	XP_018470160.1	XP_006283207.1
OG0018856	XP_018485354.1	XP_006283662.2
OG0018859	XP_018451797.1	XP_006283407.1
OG0018860	XP_018482607.1	XP_006283473.1
OG0018861	XP_018450822.1	XP_006283350.1
OG0018862	XP_018449484.1	XP_006281635.1
OG0018863	XP_018453275.1	XP_006282133.1
OG0018864	XP_018475684.1	XP_006281778.1
OG0018866	XP_018483432.1	XP_006281345.1
OG0018867	XP_018476828.1	XP_006280611.1
OG0018868	XP_018487259.1	XP_006280085.1
OG0018869	XP_018455069.1	XP_006281677.1
OG0018870	XP_018474610.1	XP_006281340.1
OG0018871	XP_018452878.1	XP_006280284.1
OG0018872	XP_018455506.1, XP_018464146.1	XP_006282218.1
OG0018873	XP_018471916.1	XP_006280771.1
OG0018874	XP_018474632.1, XP_018453651.1	XP_023645230.1
OG0018875	XP_018476993.1	XP_006279590.1
OG0018876	XP_018447528.1	XP_006280812.2
OG0018877	XP_018475170.1	XP_006280618.1
OG0018878	XP_018456329.1	XP_006281960.1
OG0018880	XP_018473491.1	XP_006282357.1
OG0018882	XP_018433021.1	XP_006281458.1
OG0018883	XP_018454219.1	XP_006280466.1
OG0018885	XP_018438919.1	XP_006282329.1
OG0018886	XP_018482172.1, XP_018482091.1, XP_018469665.1, XP_018470844.1	XP_023633688.1
OG0018888	XP_018457543.1	XP_006289671.1
OG0018890	XP_018455024.1	XP_023643826.1
OG0018894	XP_018452464.1, XP_018464667.1, XP_018460146.1	XP_006301055.1
OG0018912	XP_018437328.1	XP_006292055.1
OG0018913	XP_018434033.1	XP_006291361.1
OG0018914	XP_018434225.1, XP_018433796.1	XP_006291910.2
OG0018915	XP_018455959.1	XP_006292846.1
OG0018918	XP_018474911.1	XP_006289768.1
OG0018919	XP_018458229.1	XP_006287827.1
OG0018920	XP_018446972.1	XP_006290195.1
OG0018921	XP_018444457.1	XP_023636627.1
OG0018922	XP_018442476.1	XP_006290117.1
OG0018923	XP_018454066.1	XP_006289046.1
OG0018924	XP_018468339.1, XP_018443340.1, XP_018443339.1	XP_023637415.1
OG0018925	XP_018470770.1	XP_023636703.1
OG0018926	XP_018471557.1	XP_023636666.1
OG0018928	XP_018476161.1	XP_006288606.1
OG0018931	XP_018461528.1	XP_023640620.1
OG0018933	XP_018442323.1	XP_023636986.1
OG0018934	XP_018485370.1	XP_023640970.1
OG0018935	XP_018455810.1	XP_006280148.1
OG0018936	XP_018480741.1, XP_018481331.1	XP_023635067.1
OG0018937	XP_018470275.1	XP_006285338.1
OG0018938	XP_018465743.1, XP_018450480.1	XP_006306343.2
OG0018939	XP_018451920.1	XP_006307101.1
OG0018940	XP_018475063.1	XP_023632547.1
OG0018941	XP_018449878.1	XP_023644894.1
OG0018942	XP_018481152.1	XP_023638585.1
OG0018943	XP_018483804.1	XP_006292894.2
OG0018944	XP_018455421.1	XP_023638836.1
OG0018945	XP_018434866.1	XP_006282013.1
OG0018946	XP_018437026.1	XP_006281758.1
OG0018947	XP_018434353.1	XP_006280093.2
OG0018948	XP_018487284.1	XP_023645365.1
OG0018949	XP_018434369.1	XP_006281064.1
OG0018950	XP_018468467.1	XP_006289968.1
OG0018952	XP_018444497.1	XP_006281710.1
OG0018953	XP_018453108.1, XP_018465111.1	XP_006279798.1
OG0018954	XP_018453531.1	XP_006281456.1
OG0018957	XP_018452924.1	XP_006280118.1
OG0018958	XP_018434699.1	XP_006290593.1
OG0018959	XP_018449222.1	XP_006288178.1
OG0018960	XP_018443138.1	XP_006288799.1
OG0018961	XP_018446478.1	XP_006287719.1
OG0018962	XP_018471744.1, XP_018465390.1	XP_006287799.1
OG0018963	XP_018474657.1	XP_006288436.2
OG0018966	XP_018490647.1	XP_006297432.1
OG0018967	XP_018445810.1	XP_006287938.1
OG0018969	XP_018446503.1	XP_006287866.1
OG0018972	XP_018460225.1, XP_018444942.1	XP_006285223.2
OG0018978	XP_018440104.1	XP_023632837.1
OG0018979	XP_018451213.1	XP_006303683.1
OG0018980	XP_018440189.1	XP_006293627.1
OG0018982	XP_018489544.1, XP_018493337.1	XP_006292774.1
OG0018984	XP_018449940.1	XP_006283821.1
OG0018987	XP_018465617.1	XP_006279649.1
OG0018988	XP_018475083.1	XP_006279793.1
OG0018989	XP_018462127.1	XP_006282170.1
OG0018991	XP_018452975.1	XP_006300364.2
OG0018992	XP_018446864.1	XP_023643708.1
OG0018993	XP_018444934.1	XP_006301578.1
OG0018994	XP_018455581.1	XP_023644017.1
OG0018995	XP_018467781.1, XP_018468773.1	XP_006285284.2
OG0018997	XP_018476886.1	XP_006279834.1
OG0018998	XP_018453447.1	XP_023643025.1
OG0018999	XP_018483354.1	XP_006279658.1
OG0019002	XP_018487187.1	XP_006305683.1
OG0019003	XP_018455241.1	XP_023645978.1
OG0019004	XP_018475658.1	XP_006295461.1
OG0019005	XP_018479884.1	XP_006294160.1
OG0019006	XP_018441221.1	XP_006294334.1
OG0019007	XP_018466070.1, XP_018484196.1	XP_006296232.1
OG0019008	XP_018450721.1	XP_006283500.1
OG0019009	XP_018470774.1	XP_006282442.1
OG0019010	XP_018485365.1	XP_023634434.1
OG0019011	XP_018444031.1	XP_006285363.1
OG0019012	XP_018471315.1, XP_018467706.1	XP_023635468.1
