Orthogroup	Raphanus_sativus	Brassica_oleracea
OG0015189	XP_018437432.1, XP_018436830.1	XP_013618520.1
OG0015190	XP_018458732.1	XP_013593802.1
OG0015191	XP_018434973.1	XP_013618387.1
OG0015192	XP_018477497.1	XP_013598233.1
OG0015193	XP_018440749.1	XP_013621077.1
OG0015194	XP_018478093.1	XP_013598164.1
OG0015195	XP_018454441.1	XP_013594928.1, XP_013612180.1
OG0015196	XP_018457056.1	XP_013609402.1
OG0015197	XP_018477129.1	XP_013593294.1
OG0015198	XP_018483090.1	XP_013598825.1
OG0015199	XP_018484499.1	XP_013597307.1
OG0015200	XP_018439678.1	XP_013613421.1
OG0015201	XP_018483622.1	XP_013597303.1
OG0015202	XP_018477653.1	XP_013597633.1
OG0015203	XP_018433213.1	XP_013613405.1
OG0015204	XP_018455683.1	XP_013607337.1
OG0015205	XP_018482732.1	XP_013598115.1
OG0015206	XP_018441239.1	XP_013620876.1
OG0015207	XP_018455881.1	XP_013609399.1
OG0015208	XP_018473128.1	XP_013584338.1
OG0015209	XP_018454356.1	XP_013607198.1
OG0015210	XP_018481413.1, XP_018480458.1	XP_013599418.1
OG0015211	XP_018457119.1	XP_013606677.1
OG0015212	XP_018454749.1	XP_013591797.1
OG0015213	XP_018455791.1	XP_013591089.1
OG0015214	XP_018466521.1, XP_018453082.1	XP_013592786.1
OG0015215	XP_018453135.1	XP_013589957.1
OG0015216	XP_018462191.1, XP_018455937.1	XP_013588547.1
OG0015217	XP_018442696.1	XP_013588552.1
OG0015218	XP_018457775.1	XP_013587844.1
OG0015219	XP_018434243.1	XP_013615278.1
OG0015220	XP_018433082.1	XP_013620303.1
OG0015221	XP_018484693.1	XP_013598961.1
OG0015222	XP_018457939.1	XP_013606507.1
OG0015223	XP_018477789.1	XP_013593860.1
OG0015224	XP_018442032.1	XP_013613838.1
OG0015225	XP_018477071.1	XP_013593039.1
OG0015226	XP_018434182.1	XP_013620931.1
OG0015227	XP_018441401.1	XP_013599248.1
OG0015228	XP_018484183.1	XP_013598281.1
OG0015229	XP_018448118.1	XP_013600441.1
OG0015230	XP_018443475.1	XP_013588125.1
OG0015231	XP_018451693.1	XP_013600523.1
OG0015232	XP_018435923.1	XP_013588561.1
OG0015233	XP_018451700.1	XP_013630374.1
OG0015234	XP_018468404.1	XP_013590530.1
OG0015235	XP_018438459.1	XP_013587938.1
OG0015236	XP_018438485.1	XP_013588150.1
OG0015237	XP_018460810.1, XP_018447087.1	XP_013630020.1
OG0015238	XP_018447549.1	XP_013622224.1
OG0015239	XP_018486719.1	XP_013583812.1
OG0015240	XP_018479150.1	XP_013588678.1
OG0015241	XP_018480067.1, XP_018480157.1	XP_013592865.1
OG0015242	XP_018479870.1	XP_013589952.1
OG0015243	XP_018465009.1, XP_018489941.1	XP_013591203.1
OG0015244	XP_018447569.1	XP_013625205.1
OG0015246	XP_018479879.1	XP_013592317.1
OG0015247	XP_018485918.1	XP_013639633.1
OG0015248	XP_018436999.1	XP_013588858.1
OG0015249	XP_018437010.1	XP_013587951.1
OG0015250	XP_018482900.1	XP_013588743.1
OG0015251	XP_018452413.1	XP_013588194.1
OG0015252	XP_018477887.1	XP_013631930.1
OG0015253	XP_018449136.1	XP_013588414.1, XP_013628705.1
OG0015254	XP_018490371.1	XP_013592880.1
OG0015255	XP_018443407.1	XP_013592402.1
OG0015256	XP_018451914.1	XP_013630783.1
OG0015257	XP_018437574.1	XP_013591542.1
OG0015258	XP_018446172.1	XP_013637303.1
OG0015259	XP_018432625.1	XP_013592223.1
OG0015260	XP_018432628.1	XP_013592225.1
OG0015261	XP_018460043.1, XP_018451646.1	XP_013626143.1
OG0015262	XP_018441959.1	XP_013624967.1, XP_013588424.1
OG0015263	XP_018490587.1	XP_013590179.1
OG0015264	XP_018487003.1	XP_013591776.1
OG0015265	XP_018468557.1	XP_013588315.1
OG0015266	XP_018435048.1	XP_013591832.1
OG0015267	XP_018489334.1	XP_013590757.1
OG0015268	XP_018479632.1	XP_013592705.1
OG0015269	XP_018458100.1	XP_013588383.1
OG0015270	XP_018435035.1	XP_013620045.1
OG0015271	XP_018483016.1	XP_013633882.1
OG0015272	XP_018477201.1	XP_013637425.1
OG0015273	XP_018455088.1	XP_013610746.1
OG0015274	XP_018480565.1	XP_013595962.1
OG0015275	XP_018436872.1, XP_018480476.1	XP_013595861.1
OG0015276	XP_018485024.1	XP_013636243.1
OG0015277	XP_018475598.1	XP_013627890.1, XP_013635605.1
OG0015278	XP_018437581.1	XP_013637244.1
OG0015279	XP_018436979.1	XP_013637243.1
OG0015280	XP_018478858.1	XP_013632190.1
OG0015281	XP_018434127.1	XP_013633810.1
OG0015282	XP_018434312.1	XP_013630905.1
OG0015283	XP_018434995.1	XP_013636946.1
OG0015284	XP_018440590.1	XP_013637498.1
OG0015285	XP_018475546.1	XP_013627927.1
OG0015286	XP_018483120.1	XP_013631003.1
OG0015287	XP_018433167.1	XP_013636447.1
OG0015288	XP_018437745.1	XP_013616223.1
OG0015289	XP_018478470.1	XP_013631895.1
OG0015291	XP_018441921.1	XP_013637087.1
OG0015292	XP_018439914.1	XP_013636313.1
OG0015293	XP_018441496.1	XP_013630903.1
OG0015294	XP_018440883.1	XP_013636269.1
OG0015295	XP_018477999.1	XP_013637231.1
OG0015296	XP_018434381.1	XP_013637292.1
OG0015297	XP_018483545.1	XP_013636398.1
OG0015298	XP_018482912.1	XP_013634751.1
OG0015299	XP_018474553.1	XP_013626271.1
OG0015300	XP_018459731.1, XP_018477421.1	XP_013631231.1
OG0015301	XP_018476388.1	XP_013630114.1
OG0015302	XP_018447196.1	XP_013624367.1
OG0015303	XP_018467902.1	XP_013637806.1
OG0015304	XP_018463577.1	XP_013595075.1
OG0015305	XP_018484601.1	XP_013598713.1
OG0015306	XP_018472001.1	XP_013593289.1, XP_013605233.1
OG0015307	XP_018471683.1	XP_013609035.1
OG0015308	XP_018447068.1, XP_018451175.1	XP_013628960.1
OG0015309	XP_018468214.1, XP_018468285.1	XP_013597274.1
OG0015310	XP_018470973.1	XP_013601048.1
OG0015311	XP_018448220.1	XP_013606391.1
OG0015312	XP_018467685.1	XP_013624267.1
OG0015313	XP_018470533.1	XP_013597013.1
OG0015314	XP_018471258.1	XP_013596967.1
OG0015315	XP_018478923.1	XP_013593878.1
OG0015316	XP_018477690.1	XP_013593692.1
OG0015317	XP_018485364.1	XP_013593579.1
OG0015318	XP_018479209.1	XP_013595067.1
OG0015320	XP_018470339.1	XP_013596874.1
OG0015321	XP_018440882.1	XP_013605070.1
OG0015322	XP_018460907.1, XP_018464623.1	XP_013594006.1
OG0015323	XP_018480636.1	XP_013596221.1
OG0015324	XP_018485278.1	XP_013598915.1
OG0015325	XP_018485279.1	XP_013598916.1
OG0015325	XP_018472087.1	XP_013636680.1
OG0015326	XP_018482978.1	XP_013597718.1
OG0015327	XP_018447150.1, XP_018447155.1	XP_013605250.1
OG0015328	XP_018471510.1	XP_013601739.1
OG0015329	XP_018449813.1	XP_013605501.1
OG0015330	XP_018459706.1	XP_013635463.1
OG0015331	XP_018456682.1	XP_013611677.1
OG0015332	XP_018437726.1	XP_013618782.1
OG0015333	XP_018437463.1	XP_013604626.1
OG0015334	XP_018433614.1	XP_013600197.1
OG0015335	XP_018480639.1, XP_018465300.1	XP_013595717.1
OG0015336	XP_018483968.1	XP_013583771.1
OG0015337	XP_018468440.1	XP_013590409.1
OG0015338	XP_018470304.1	XP_013604545.1
OG0015339	XP_018453773.1	XP_013620393.1
OG0015340	XP_018441995.1	XP_013599488.1
OG0015341	XP_018461861.1, XP_018468666.1	XP_013618844.1
OG0015342	XP_018481049.1, XP_018481050.1	XP_013594105.1
OG0015343	XP_018469969.1	XP_013616692.1
OG0015344	XP_018457888.1	XP_013612792.1
OG0015345	XP_018456927.1	XP_013613236.1
OG0015346	XP_018476954.1	XP_013629730.1
OG0015347	XP_018476953.1	XP_013625774.1
OG0015348	XP_018473260.1	XP_013622824.1
OG0015349	XP_018456762.1	XP_013612062.1
OG0015350	XP_018457883.1	XP_013612568.1
OG0015351	XP_018452206.1	XP_013622941.1, XP_013606870.1
OG0015352	XP_018471774.1	XP_013621567.1
OG0015353	XP_018443775.1	XP_013631157.1
OG0015354	XP_018472690.1	XP_013629992.1
OG0015355	XP_018473396.1	XP_013630417.1
OG0015356	XP_018476885.1	XP_013630640.1
OG0015357	XP_018452332.1	XP_013613319.1
OG0015358	XP_018474582.1	XP_013607300.1, XP_013628885.1
OG0015359	XP_018432584.1	XP_013622945.1
OG0015360	XP_018487288.1	XP_013615029.1
OG0015361	XP_018488863.1	XP_013626666.1
OG0015362	XP_018457455.1	XP_013608939.1
OG0015363	XP_018489617.1	XP_013626832.1
OG0015364	XP_018460358.1	XP_013594265.1
OG0015365	XP_018486273.1	XP_013622125.1
OG0015366	XP_018493392.1	XP_013623210.1
OG0015367	XP_018460301.1	XP_013596168.1
OG0015368	XP_018461559.1	XP_013599295.1
OG0015369	XP_018455662.1, XP_018453933.1	XP_013610132.1
OG0015370	XP_018466781.1	XP_013593569.1
OG0015371	XP_018436738.1	XP_013595792.1
OG0015372	XP_018457950.1	XP_013605993.1
OG0015373	XP_018485812.1	XP_013625805.1
OG0015374	XP_018484010.1	XP_013597898.1
OG0015375	XP_018486297.1	XP_013622100.1
OG0015376	XP_018491688.1, XP_018432741.1	XP_013622147.1
OG0015377	XP_018457440.1	XP_013606055.1
OG0015378	XP_018433608.1	XP_013593413.1
OG0015379	XP_018470457.1	XP_013599227.1
OG0015380	XP_018484326.1	XP_013597885.1
OG0015382	XP_018467727.1	XP_013619773.1
OG0015383	XP_018444468.1	XP_013624870.1, XP_013619441.1
OG0015384	XP_018478922.1	XP_013598611.1
OG0015385	XP_018448944.1	XP_013626824.1
OG0015386	XP_018460971.1, XP_018449891.1	XP_013626022.1
OG0015387	XP_018470990.1	XP_013598507.1
OG0015388	XP_018468438.1, XP_018468436.1	XP_013621682.1
OG0015389	XP_018477574.1	XP_013597659.1
OG0015390	XP_018451290.1	XP_013597751.1
OG0015391	XP_018471204.1	XP_013598405.1
OG0015392	XP_018471229.1	XP_013603370.1
OG0015393	XP_018472298.1	XP_013614806.1
OG0015394	XP_018472078.1	XP_013635713.1
OG0015395	XP_018448054.1	XP_013625603.1
OG0015396	XP_018447498.1	XP_013628406.1
OG0015397	XP_018469996.1	XP_013598354.1
OG0015398	XP_018469995.1	XP_013600717.1
OG0015399	XP_018471732.1	XP_013588421.1
OG0015400	XP_018448559.1, XP_018463667.1	XP_013602070.1
OG0015401	XP_018467708.1, XP_018482386.1	XP_013595902.1
OG0015402	XP_018471644.1	XP_013594413.1
OG0015403	XP_018471643.1	XP_013617834.1
OG0015404	XP_018470817.1	XP_013601614.1
OG0015405	XP_018468329.1	XP_013639178.1
OG0015406	XP_018468086.1	XP_013637840.1
OG0015407	XP_018450880.1, XP_018449288.1	XP_013626604.1
OG0015408	XP_018481932.1	XP_013597902.1
OG0015409	XP_018439890.1, XP_018439888.1	XP_013621399.1
OG0015410	XP_018469546.1	XP_013590822.1
OG0015411	XP_018471210.1	XP_013616786.1
OG0015412	XP_018455836.1, XP_018455862.1	XP_013591229.1
OG0015413	XP_018471984.1	XP_013607509.1
OG0015414	XP_018471781.1	XP_013608303.1
OG0015415	XP_018470205.1, XP_018456032.1	XP_013597471.1
OG0015417	XP_018434412.1	XP_013618280.1
OG0015418	XP_018434373.1	XP_013616409.1
OG0015419	XP_018484876.1	XP_013636701.1
OG0015420	XP_018456639.1	XP_013611321.1
OG0015421	XP_018470639.1	XP_013601498.1
OG0015422	XP_018470873.1, XP_018470862.1	XP_013601461.1
OG0015423	XP_018471492.1	XP_013617647.1
OG0015424	XP_018450783.1	XP_013604377.1
OG0015425	XP_018469319.1, XP_018482445.1	XP_013593659.1
OG0015426	XP_018446566.1	XP_013601369.1
OG0015427	XP_018452363.1	XP_013610091.1
OG0015428	XP_018449095.1	XP_013600330.1
OG0015429	XP_018456473.1	XP_013619111.1
OG0015430	XP_018489504.1, XP_018490162.1	XP_013585063.1
OG0015431	XP_018485637.1	XP_013629399.1
OG0015432	XP_018491278.1	XP_013586441.1
OG0015433	XP_018491517.1	XP_013628679.1
OG0015434	XP_018486756.1	XP_013623708.1
OG0015435	XP_018490997.1	XP_013622760.1
OG0015436	XP_018486818.1	XP_013622536.1
OG0015437	XP_018452944.1	XP_013612762.1
OG0015438	XP_018436515.1, XP_018434274.1	XP_013598925.1
OG0015439	XP_018440741.1	XP_013598350.1
OG0015440	XP_018453365.1	XP_013607113.1
OG0015441	XP_018437582.1, XP_018463816.1	XP_013596223.1
OG0015442	XP_018486733.1	XP_013614076.1
OG0015443	XP_018438938.1	XP_013618032.1
OG0015444	XP_018440130.1	XP_013593667.1
OG0015445	XP_018438937.1	XP_013618027.1
OG0015446	XP_018456538.1	XP_013612862.1
OG0015447	XP_018450938.1	XP_013599969.1, XP_013600568.1
OG0015448	XP_018474407.1, XP_018458966.1	XP_013630290.1
OG0015449	XP_018459656.1	XP_013636073.1
OG0015450	XP_018459627.1	XP_013636072.1
OG0015451	XP_018466765.1	XP_013590690.1
OG0015452	XP_018459650.1, XP_018488085.1	XP_013600174.1
OG0015453	XP_018459647.1	XP_013635881.1
OG0015454	XP_018459638.1	XP_013630901.1
OG0015455	XP_018459637.1	XP_013630900.1
OG0015456	XP_018485693.1	XP_013600593.1
OG0015457	XP_018442348.1	XP_013600331.1
OG0015458	XP_018488078.1, XP_018464257.1	XP_013604620.1
OG0015459	XP_018477337.1	XP_013634240.1
OG0015460	XP_018460343.1	XP_013602385.1
OG0015461	XP_018481513.1, XP_018481516.1	XP_013632889.1
OG0015462	XP_018460341.1	XP_013603192.1
OG0015463	XP_018488761.1	XP_013602231.1
OG0015464	XP_018442667.1	XP_013591413.1
OG0015465	XP_018491338.1	XP_013604689.1
OG0015466	XP_018446275.1	XP_013591934.1
OG0015467	XP_018432582.1	XP_013604934.1
OG0015468	XP_018491272.1	XP_013604290.1
OG0015469	XP_018489590.1	XP_013603484.1
OG0015469	XP_018465538.1	XP_013590906.1
OG0015470	XP_018486878.1	XP_013605869.1
OG0015471	XP_018488071.1	XP_013604932.1
OG0015472	XP_018451988.1	XP_013606437.1
OG0015473	XP_018488069.1, XP_018491008.1	XP_013603568.1
OG0015474	XP_018489092.1	XP_013602357.1
OG0015475	XP_018491346.1	XP_013605528.1
OG0015476	XP_018486392.1	XP_013605803.1
OG0015477	XP_018486081.1	XP_013600175.1
OG0015478	XP_018442581.1	XP_013592301.1
OG0015479	XP_018480182.1	XP_013635935.1
OG0015479	XP_018490894.1	XP_013600738.1
OG0015480	XP_018483881.1, XP_018482955.1	XP_013635617.1
OG0015481	XP_018432547.1	XP_013605313.1
OG0015482	XP_018481620.1	XP_013635177.1
OG0015483	XP_018446534.1	XP_013592672.1
OG0015484	XP_018481546.1	XP_013589970.1, XP_013634438.1
OG0015485	XP_018442558.1	XP_013591690.1
OG0015486	XP_018485620.1	XP_013593829.1
OG0015487	XP_018478425.1, XP_018478416.1	XP_013633581.1
OG0015488	XP_018482406.1	XP_013635850.1
OG0015489	XP_018446779.1	XP_013591560.1
OG0015490	XP_018491111.1	XP_013604200.1
OG0015491	XP_018492724.1	XP_013604804.1
OG0015492	XP_018446506.1	XP_013592311.1
OG0015493	XP_018489534.1, XP_018465570.1	XP_013615010.1
OG0015494	XP_018446977.1	XP_013592739.1
OG0015495	XP_018444554.1	XP_013616589.1
OG0015496	XP_018492818.1	XP_013598770.1
OG0015497	XP_018461206.1, XP_018461496.1	XP_013633521.1
OG0015498	XP_018446363.1	XP_013592603.1
OG0015500	XP_018442264.1	XP_013634672.1, XP_013591647.1
OG0015501	XP_018444999.1	XP_013587914.1
OG0015502	XP_018486341.1	XP_013602087.1
OG0015503	XP_018446786.1	XP_013591937.1
OG0015504	XP_018486812.1	XP_013602227.1
OG0015505	XP_018485880.1	XP_013600350.1
OG0015506	XP_018478677.1	XP_013614175.1
OG0015507	XP_018487266.1	XP_013600425.1
OG0015508	XP_018486648.1	XP_013600676.1
OG0015509	XP_018446304.1, XP_018443634.1	XP_013592448.1
OG0015510	XP_018432702.1	XP_013605794.1
OG0015511	XP_018432858.1	XP_013605624.1
OG0015512	XP_018432872.1	XP_013600426.1
OG0015513	XP_018491723.1	XP_013604868.1
OG0015514	XP_018448281.1	XP_013594878.1
OG0015515	XP_018483761.1	XP_013636156.1
OG0015516	XP_018460284.1	XP_013636216.1
OG0015517	XP_018488369.1	XP_013599806.1
OG0015518	XP_018458576.1, XP_018459890.1	XP_013631427.1
OG0015520	XP_018441368.1	XP_013629951.1
OG0015521	XP_018486946.1	XP_013601973.1
OG0015522	XP_018446100.1	XP_013592126.1
OG0015523	XP_018461218.1	XP_013600902.1
OG0015524	XP_018461216.1	XP_013600079.1
OG0015525	XP_018486521.1	XP_013605292.1
OG0015526	XP_018491341.1	XP_013604690.1
OG0015527	XP_018487138.1	XP_013602974.1
OG0015528	XP_018490674.1	XP_013602277.1
OG0015529	XP_018492517.1	XP_013605226.1
OG0015530	XP_018492518.1	XP_013605227.1
OG0015531	XP_018492308.1	XP_013605207.1
OG0015532	XP_018456726.1	XP_013609537.1
OG0015533	XP_018493402.1	XP_013605342.1
OG0015534	XP_018432941.1	XP_013605629.1
OG0015535	XP_018480280.1	XP_013632093.1
OG0015536	XP_018477044.1	XP_013631182.1
OG0015537	XP_018481292.1	XP_013635006.1
OG0015538	XP_018463705.1	XP_013597894.1
OG0015539	XP_018484867.1	XP_013630980.1
OG0015540	XP_018446829.1	XP_013592790.1
OG0015541	XP_018491035.1	XP_013602443.1
OG0015542	XP_018492498.1	XP_013603306.1
OG0015542	XP_018445861.1	XP_013591931.1
OG0015543	XP_018488734.1	XP_013605518.1
OG0015544	XP_018485671.1	XP_013605516.1
OG0015545	XP_018486945.1	XP_013600148.1
OG0015546	XP_018446527.1	XP_013589977.1
OG0015547	XP_018491965.1	XP_013600110.1
OG0015548	XP_018442115.1	XP_013591745.1
OG0015549	XP_018446151.1	XP_013591947.1
OG0015550	XP_018484100.1	XP_013636238.1
OG0015551	XP_018486810.1	XP_013604657.1
OG0015552	XP_018491556.1	XP_013600435.1
OG0015553	XP_018443910.1	XP_013590253.1, XP_013588179.1
OG0015554	XP_018480120.1	XP_013637655.1
OG0015555	XP_018451448.1	XP_013605619.1
OG0015556	XP_018484026.1	XP_013637383.1
OG0015557	XP_018460233.1, XP_018442861.1	XP_013589856.1
OG0015558	XP_018484635.1	XP_013636975.1
OG0015559	XP_018486256.1	XP_013600257.1
OG0015560	XP_018464825.1	XP_013636261.1
OG0015561	XP_018446622.1	XP_013589312.1
OG0015562	XP_018440635.1, XP_018441975.1	XP_013598309.1
OG0015563	XP_018483940.1	XP_013636552.1
OG0015564	XP_018461243.1, XP_018485730.1	XP_013605555.1
OG0015565	XP_018480086.1, XP_018464535.1	XP_013634800.1
OG0015566	XP_018489026.1	XP_013602797.1
OG0015567	XP_018486116.1	XP_013600754.1
OG0015568	XP_018484775.1	XP_013637439.1
OG0015569	XP_018432848.1	XP_013599522.1
OG0015570	XP_018481417.1, XP_018481430.1	XP_013635038.1
OG0015571	XP_018447390.1	XP_013614882.1
OG0015572	XP_018457668.1	XP_013607012.1
OG0015573	XP_018450292.1	XP_013620900.1, XP_013620898.1
OG0015574	XP_018457807.1	XP_013608643.1
OG0015575	XP_018473353.1	XP_013627782.1
OG0015576	XP_018471381.1	XP_013621024.1
OG0015577	XP_018477217.1	XP_013593100.1
OG0015578	XP_018485562.1	XP_013630688.1
OG0015579	XP_018433419.1	XP_013621187.1
OG0015580	XP_018493403.1	XP_013599306.1
OG0015581	XP_018489429.1, XP_018486710.1	XP_013594036.1
OG0015582	XP_018486456.1	XP_013615069.1
OG0015583	XP_018485594.1	XP_013630596.1
OG0015584	XP_018489354.1, XP_018489350.1	XP_013596486.1
OG0015585	XP_018493193.1	XP_013595836.1
OG0015586	XP_018486564.1	XP_013595311.1
OG0015587	XP_018491511.1	XP_013597796.1
OG0015588	XP_018486883.1	XP_013599216.1
OG0015589	XP_018486672.1	XP_013625537.1
OG0015590	XP_018485844.1	XP_013593662.1
OG0015591	XP_018486070.1	XP_013594074.1
OG0015592	XP_018491790.1	XP_013628789.1
OG0015593	XP_018486326.1	XP_013595292.1
OG0015594	XP_018485861.1	XP_013625147.1
OG0015595	XP_018487024.1	XP_013598657.1
OG0015596	XP_018485801.1, XP_018463202.1	XP_013625146.1
OG0015597	XP_018432677.1	XP_013629776.1
OG0015598	XP_018459310.1	XP_013629381.1
OG0015599	XP_018486905.1	XP_013628107.1
OG0015600	XP_018491375.1	XP_013629077.1
OG0015601	XP_018493406.1	XP_013630468.1
OG0015602	XP_018492554.1	XP_013595848.1, XP_013622985.1
OG0015603	XP_018491172.1	XP_013623257.1
OG0015604	XP_018486666.1	XP_013593097.1
OG0015605	XP_018493563.1	XP_013598784.1
OG0015606	XP_018464124.1, XP_018443447.1	XP_013590418.1
OG0015607	XP_018449723.1	XP_013618077.1
OG0015608	XP_018470145.1	XP_013618701.1
OG0015609	XP_018454632.1	XP_013616441.1
OG0015610	XP_018446294.1	XP_013587974.1
OG0015611	XP_018471346.1	XP_013616671.1
OG0015612	XP_018446833.1	XP_013592606.1
OG0015613	XP_018446147.1	XP_013591840.1
OG0015614	XP_018442230.1	XP_013591458.1
OG0015615	XP_018446081.1	XP_013591896.1
OG0015616	XP_018456190.1	XP_013592124.1
OG0015617	XP_018461455.1	XP_013616249.1
OG0015618	XP_018443921.1	XP_013592808.1
OG0015619	XP_018453042.1	XP_013589972.1
OG0015620	XP_018462338.1, XP_018454662.1	XP_013606043.1
OG0015621	XP_018484691.1	XP_013598834.1
OG0015622	XP_018483332.1, XP_018484000.1	XP_013597866.1
OG0015623	XP_018483333.1, XP_018479359.1	XP_013597868.1
OG0015624	XP_018482887.1	XP_013598849.1
OG0015625	XP_018482896.1, XP_018464975.1	XP_013599277.1
OG0015626	XP_018456586.1, XP_018456584.1	XP_013611582.1
OG0015627	XP_018450445.1	XP_013600944.1
OG0015628	XP_018434575.1	XP_013599042.1
OG0015629	XP_018492250.1	XP_013625877.1
OG0015630	XP_018454860.1	XP_013610296.1
OG0015631	XP_018434783.1	XP_013595392.1
OG0015632	XP_018453128.1	XP_013609481.1
OG0015633	XP_018488170.1	XP_013627111.1
OG0015634	XP_018455831.1	XP_013608892.1
OG0015635	XP_018434851.1	XP_013592974.1
OG0015636	XP_018454926.1	XP_013609421.1
OG0015637	XP_018441625.1	XP_013596567.1
OG0015638	XP_018440573.1	XP_013595612.1
OG0015639	XP_018465859.1, XP_018439097.1	XP_013594012.1
OG0015640	XP_018474760.1	XP_013626862.1
OG0015641	XP_018481327.1	XP_013636119.1
OG0015642	XP_018434285.1	XP_013632153.1
OG0015643	XP_018438002.1	XP_013634583.1
OG0015644	XP_018484383.1	XP_013636182.1
OG0015645	XP_018443292.1, XP_018443838.1	XP_013611085.1
OG0015646	XP_018439762.1, XP_018464387.1	XP_013636997.1
OG0015647	XP_018441935.1	XP_013637212.1
OG0015648	XP_018478244.1, XP_018434795.1	XP_013631509.1
OG0015649	XP_018438603.1	XP_013630995.1
OG0015650	XP_018446725.1	XP_013592772.1
OG0015651	XP_018476842.1	XP_013622305.1
OG0015652	XP_018484679.1	XP_013637265.1
OG0015653	XP_018478162.1	XP_013634030.1
OG0015654	XP_018440980.1	XP_013636554.1
OG0015655	XP_018440567.1	XP_013631668.1
OG0015656	XP_018476007.1	XP_013628734.1
OG0015657	XP_018437041.1	XP_013633911.1
OG0015658	XP_018434271.1	XP_013631422.1
OG0015659	XP_018472524.1	XP_013622923.1
OG0015660	XP_018434223.1	XP_013633567.1
OG0015661	XP_018472620.1	XP_013622427.1
OG0015662	XP_018441649.1	XP_013637199.1
OG0015663	XP_018433734.1	XP_013632087.1
OG0015664	XP_018464164.1, XP_018458418.1	XP_013628199.1
OG0015665	XP_018472674.1	XP_013622036.1
OG0015666	XP_018458475.1, XP_018462939.1	XP_013631328.1
OG0015667	XP_018479941.1, XP_018484980.1	XP_013634695.1
OG0015668	XP_018478310.1	XP_013637344.1
OG0015669	XP_018483740.1, XP_018483738.1	XP_013637033.1
OG0015670	XP_018476318.1, XP_018476315.1	XP_013625080.1
OG0015671	XP_018436925.1	XP_013614256.1
OG0015672	XP_018441799.1	XP_013631138.1
OG0015673	XP_018441076.1, XP_018441103.1	XP_013637184.1
OG0015674	XP_018436379.1	XP_013634722.1
OG0015675	XP_018481564.1, XP_018484264.1	XP_013636471.1
OG0015676	XP_018435103.1	XP_013633913.1
OG0015677	XP_018436647.1	XP_013633877.1
OG0015678	XP_018458867.1	XP_013606453.1
OG0015679	XP_018483359.1	XP_013636388.1
OG0015680	XP_018438112.1	XP_013632503.1
OG0015681	XP_018439906.1	XP_013635928.1, XP_013635929.1
OG0015682	XP_018434205.1	XP_013623573.1
OG0015683	XP_018459356.1	XP_013636181.1
OG0015684	XP_018437055.1	XP_013630878.1
OG0015685	XP_018476852.1, XP_018464776.1	XP_013622004.1
OG0015686	XP_018434850.1	XP_013631990.1
OG0015687	XP_018475700.1	XP_013626562.1
OG0015688	XP_018474585.1	XP_013626513.1
OG0015689	XP_018439641.1	XP_013634870.1
OG0015690	XP_018434918.1	XP_013633936.1
OG0015691	XP_018474061.1	XP_013621911.1
OG0015692	XP_018438376.1	XP_013634772.1
OG0015693	XP_018441744.1	XP_013637614.1
OG0015694	XP_018439281.1	XP_013633784.1
OG0015695	XP_018457019.1	XP_013611841.1
OG0015696	XP_018473144.1	XP_013623418.1
OG0015697	XP_018456085.1, XP_018456337.1	XP_013611534.1
OG0015698	XP_018476670.1	XP_013629421.1
OG0015699	XP_018454577.1	XP_013606160.1
OG0015700	XP_018454524.1	XP_013609248.1
OG0015702	XP_018480493.1	XP_013596277.1
OG0015703	XP_018469735.1	XP_013620351.1
OG0015704	XP_018480339.1	XP_013596235.1
OG0015705	XP_018454320.1, XP_018464896.1	XP_013609175.1
OG0015706	XP_018476566.1	XP_013630007.1
OG0015707	XP_018484907.1	XP_013637221.1
OG0015708	XP_018439375.1	XP_013599841.1
OG0015709	XP_018434328.1	XP_013602156.1
OG0015710	XP_018438977.1	XP_013604616.1
OG0015711	XP_018438972.1	XP_013605209.1
OG0015713	XP_018484491.1	XP_013633780.1
OG0015714	XP_018434440.1	XP_013600134.1
OG0015716	XP_018438865.1, XP_018438864.1	XP_013604015.1
OG0015717	XP_018439596.1	XP_013599527.1
OG0015718	XP_018434479.1, XP_018437076.1	XP_013603147.1
OG0015719	XP_018465087.1	XP_013622252.1
OG0015720	XP_018434405.1	XP_013600652.1
OG0015721	XP_018477660.1	XP_013633620.1
OG0015722	XP_018441945.1, XP_018437348.1	XP_013605746.1
OG0015723	XP_018480286.1	XP_013637234.1
OG0015724	XP_018480289.1	XP_013636343.1
OG0015725	XP_018477807.1	XP_013631685.1
OG0015726	XP_018437994.1, XP_018435106.1	XP_013602083.1
OG0015727	XP_018483795.1	XP_013636266.1
OG0015728	XP_018478609.1	XP_013633796.1
OG0015729	XP_018478237.1	XP_013633696.1
OG0015730	XP_018461463.1	XP_013634374.1
OG0015731	XP_018484811.1	XP_013633989.1
OG0015732	XP_018493384.1	XP_013599626.1
OG0015733	XP_018484807.1	XP_013630978.1
OG0015734	XP_018433519.1	XP_013599834.1
OG0015735	XP_018492048.1, XP_018491861.1	XP_013600106.1
OG0015736	XP_018432811.1	XP_013604969.1
OG0015738	XP_018441914.1	XP_013600039.1
OG0015739	XP_018442432.1	XP_013613115.1
OG0015740	XP_018451916.1	XP_013605805.1
OG0015741	XP_018438667.1	XP_013592215.1
OG0015742	XP_018438567.1	XP_013588423.1
OG0015743	XP_018432780.1	XP_013587004.1
