Orthogroup	Raphanus_sativus	Rorippa_islandica
OG0012173	XP_018450177.1, XP_018451585.1	Roisl.0002s0224.1.p
OG0012175	XP_018439627.1, XP_018477172.1	Roisl.0014s0083.1.p
OG0012176	XP_018436649.1, XP_018482895.1	Roisl.0014s0121.1.p
OG0012177	XP_018433729.1, XP_018484950.1, XP_018484951.1	Roisl.0036s0066.1.p
OG0012178	XP_018455070.1, XP_018483000.1	Roisl.0036s0073.1.p
OG0012179	XP_018481672.1, XP_018437164.1	Roisl.0198s0018.1.p
OG0012180	XP_018477381.1, XP_018465747.1, XP_018441198.1, XP_018440331.1	Roisl.0198s0023.1.p
OG0012181	XP_018479524.1, XP_018461975.1	Roisl.0214s0247.1.p
OG0012181	XP_018464911.1	Roisl.0214s0249.1.p
OG0012182	XP_018452817.1	Roisl.0189s0164.1.p
OG0012183	XP_018450414.1	Roisl.0052s0031.1.p
OG0012184	XP_018488143.1, XP_018435581.1	Roisl.0082s0523.1.p, Roisl.0080s0038.1.p
OG0012185	XP_018466595.1	Roisl.0024s0301.1.p
OG0012186	YP_009046894.1	Roisl.0059s0007.1.p
OG0012187	XP_018453802.1	Roisl.0209s0251.1.p
OG0012189	XP_018466098.1, XP_018466099.1, XP_018489546.1	Roisl.0209s0132.1.p, Roisl.0209s0131.1.p, Roisl.0066s0127.1.p
OG0012208	XP_018481252.1	Roisl.0022s0387.1.p
OG0012209	XP_018477803.1	Roisl.0003s0062.1.p
OG0012210	XP_018480491.1	Roisl.0003s0072.1.p
OG0012211	XP_018471429.1	Roisl.0209s0352.1.p
OG0012212	XP_018434515.1	Roisl.0185s0047.1.p
OG0012213	XP_018471079.1	Roisl.0046s0781.1.p
OG0012214	XP_018446116.1, XP_018445910.1	Roisl.0046s0779.1.p
OG0012215	XP_018458339.1	Roisl.0046s0754.1.p, Roisl.0046s0752.1.p
OG0012216	XP_018458326.1	Roisl.0046s0741.1.p, Roisl.0046s0744.1.p
OG0012217	XP_018439689.1	Roisl.0046s0735.1.p, Roisl.0027s0023.1.p
OG0012218	XP_018436857.1, XP_018459324.1	Roisl.0046s0688.1.p
OG0012219	XP_018439848.1	Roisl.0011s0062.1.p
OG0012220	XP_018484676.1	Roisl.0011s0069.1.p
OG0012221	XP_018477060.1, XP_018478324.1	Roisl.0011s0076.1.p
OG0012222	XP_018459541.1, XP_018464910.1	Roisl.0011s0097.1.p
OG0012224	XP_018480414.1	Roisl.0009s0183.1.p
OG0012225	XP_018480542.1	Roisl.0009s0185.1.p
OG0012226	XP_018484836.1	Roisl.0009s0187.1.p
OG0012227	XP_018462556.1, XP_018483926.1	Roisl.0009s0202.1.p
OG0012228	XP_018442579.1	Roisl.0210s1521.1.p
OG0012229	XP_018469430.1, XP_018472063.1	Roisl.0210s1460.1.p
OG0012230	XP_018458524.1	Roisl.0210s1439.1.p
OG0012231	XP_018458276.1, XP_018468283.1	Roisl.0210s1434.1.p
OG0012232	XP_018443149.1, XP_018442455.1	Roisl.0210s1422.1.p
OG0012233	XP_018459298.1, XP_018444719.1	Roisl.0210s1417.1.p
OG0012234	XP_018458917.1, XP_018466986.1	Roisl.0210s1413.1.p
OG0012235	XP_018462892.1, XP_018446991.1, XP_018447016.1	Roisl.0210s1402.1.p
OG0012236	XP_018462891.1, XP_018445023.1, XP_018444941.1	Roisl.0210s1400.1.p
OG0012237	XP_018469098.1, XP_018469106.1	Roisl.0210s1395.1.p
OG0012238	XP_018445384.1	Roisl.0210s1382.1.p
OG0012239	XP_018446808.1	Roisl.0210s1373.1.p
OG0012240	XP_018490324.1	Roisl.0015s0072.1.p
OG0012241	XP_018471304.1, XP_018445371.1	Roisl.0210s1346.1.p
OG0012242	XP_018467883.1	Roisl.0210s1327.1.p
OG0012243	XP_018467874.1	Roisl.0210s1319.1.p
OG0012244	XP_018443929.1	Roisl.0210s1306.1.p
OG0012245	XP_018476919.1, XP_018446935.1	Roisl.0210s1297.1.p
OG0012246	XP_018476500.1	Roisl.0210s1290.1.p
OG0012247	XP_018468798.1, XP_018472417.1	Roisl.0210s1289.1.p
OG0012248	XP_018473325.1	Roisl.0210s1287.1.p
OG0012250	XP_018472235.1	Roisl.0022s0271.1.p
OG0012251	XP_018442095.1	Roisl.0210s1269.1.p
OG0012252	XP_018460441.1, XP_018474687.1, XP_018474811.1	Roisl.0210s1266.1.p
OG0012253	XP_018471552.1	Roisl.0210s1265.1.p
OG0012254	XP_018475336.1	Roisl.0210s1248.1.p
OG0012255	XP_018446873.1	Roisl.0210s1242.1.p
OG0012256	XP_018443253.1	Roisl.0032s0047.1.p
OG0012257	XP_018445789.1	Roisl.0210s1240.1.p
OG0012258	XP_018471010.1	Roisl.0210s1232.1.p
OG0012259	XP_018475019.1, XP_018445668.1	Roisl.0210s1230.1.p
OG0012260	XP_018445667.1	Roisl.0210s1229.1.p
OG0012262	XP_018444551.1, XP_018442471.1	Roisl.0210s1188.1.p
OG0012263	XP_018450473.1	Roisl.0210s1184.1.p
OG0012264	XP_018446059.1	Roisl.0210s1179.1.p
OG0012265	XP_018448266.1	Roisl.0210s1176.1.p
OG0012266	XP_018446072.1	Roisl.0210s1160.1.p
OG0012267	XP_018472976.1, XP_018472964.1	Roisl.0210s1159.1.p
OG0012268	XP_018446551.1	Roisl.0210s1147.1.p
OG0012269	XP_018473686.1, XP_018473685.1	Roisl.0210s1144.1.p
OG0012270	XP_018469423.1, XP_018444796.1	Roisl.0210s1141.1.p
OG0012271	XP_018446554.1, XP_018473694.1	Roisl.0210s1131.1.p
OG0012272	XP_018469757.1	Roisl.0210s1101.1.p
OG0012273	XP_018445375.1, XP_018445334.1	Roisl.0210s1097.1.p
OG0012274	XP_018443174.1, XP_018444210.1	Roisl.0210s1056.1.p
OG0012275	XP_018445572.1	Roisl.0210s1021.1.p
OG0012276	XP_018445366.1	Roisl.0210s1016.1.p
OG0012277	XP_018442477.1	Roisl.0210s1014.1.p
OG0012278	XP_018474048.1	Roisl.0015s0066.1.p
OG0012279	XP_018464810.1	Roisl.0210s1004.1.p
OG0012280	XP_018445495.1	Roisl.0210s0986.1.p
OG0012281	XP_018444570.1, XP_018444533.1	Roisl.0210s0980.1.p
OG0012282	XP_018444572.1, XP_018444536.1	Roisl.0210s0977.1.p
OG0012283	XP_018458940.1	Roisl.0015s0024.1.p
OG0012284	XP_018443330.1, XP_018443325.1	Roisl.0210s0971.1.p
OG0012285	XP_018458025.1	Roisl.0210s0952.1.p
OG0012286	XP_018476664.1	Roisl.0210s0946.1.p
OG0012287	XP_018446742.1	Roisl.0210s0912.1.p
OG0012288	XP_018462092.1, XP_018475696.1	Roisl.0210s0909.1.p
OG0012289	XP_018444989.1, XP_018471132.1	Roisl.0210s0905.1.p
OG0012290	XP_018485150.1	Roisl.0011s0064.1.p
OG0012291	XP_018475977.1	Roisl.0210s0890.1.p
OG0012292	XP_018472793.1	Roisl.0210s0889.1.p
OG0012293	XP_018445438.1, XP_018445448.1	Roisl.0210s0884.1.p
OG0012294	XP_018468094.1	Roisl.0210s0882.1.p
OG0012295	XP_018444130.1, XP_018444127.1	Roisl.0210s0880.1.p
OG0012296	XP_018468418.1, XP_018443893.1, XP_018443894.1	Roisl.0210s0877.1.p
OG0012297	XP_018491939.1	Roisl.0210s0869.1.p
OG0012298	XP_018491402.1	Roisl.0210s0866.1.p
OG0012299	XP_018445925.1	Roisl.0210s0860.1.p
OG0012300	XP_018446490.1	Roisl.0210s0855.1.p
OG0012301	XP_018445938.1	Roisl.0210s0854.1.p
OG0012302	XP_018446834.1	Roisl.0210s0849.1.p
OG0012303	XP_018475294.1, XP_018445809.1	Roisl.0210s0845.1.p
OG0012304	XP_018444785.1, XP_018444781.1	Roisl.0210s0834.1.p
OG0012305	XP_018471759.1	Roisl.0210s0802.1.p
OG0012306	XP_018474471.1	Roisl.0210s0809.1.p
OG0012307	XP_018444005.1, XP_018446422.1, XP_018472099.1	Roisl.0210s0796.1.p
OG0012308	XP_018472098.1	Roisl.0210s0795.1.p
OG0012309	XP_018484087.1, XP_018479781.1	Roisl.0023s0009.1.p
OG0012310	XP_018471517.1	Roisl.0210s0780.1.p
OG0012311	XP_018446683.1, XP_018446682.1	Roisl.0210s0777.1.p
OG0012312	XP_018476270.1	Roisl.0210s0765.1.p
OG0012313	XP_018443997.1	Roisl.0210s0738.1.p
OG0012314	XP_018442812.1, XP_018442809.1	Roisl.0210s0723.1.p
OG0012315	XP_018474326.1, XP_018473252.1	Roisl.0210s0692.1.p
OG0012316	XP_018443204.1	Roisl.0210s0688.1.p
OG0012317	XP_018475992.1	Roisl.0210s0655.1.p
OG0012318	XP_018470725.1, XP_018476539.1	Roisl.0210s0646.1.p
OG0012319	XP_018442827.1	Roisl.0210s0645.1.p
OG0012320	XP_018476200.1	Roisl.0210s0637.1.p
OG0012321	XP_018446279.1	Roisl.0210s0623.1.p
OG0012322	XP_018442194.1	Roisl.0210s0621.1.p
OG0012323	XP_018457688.1, XP_018457798.1	Roisl.0210s0620.1.p
OG0012324	XP_018443898.1	Roisl.0210s0617.1.p
OG0012326	XP_018445700.1	Roisl.0210s0553.1.p
OG0012327	XP_018445891.1	Roisl.0210s0552.1.p
OG0012328	XP_018476231.1	Roisl.0210s0522.1.p
OG0012329	XP_018476236.1, XP_018476232.1	Roisl.0210s0520.1.p
OG0012330	XP_018476073.1	Roisl.0210s0516.1.p
OG0012331	XP_018444041.1, XP_018443182.1	Roisl.0210s0515.1.p
OG0012332	XP_018445152.1, XP_018445326.1	Roisl.0210s0514.1.p
OG0012333	XP_018447375.1	Roisl.0082s0388.1.p
OG0012334	XP_018452478.1	Roisl.0082s0364.1.p
OG0012335	XP_018468081.1	Roisl.0082s0350.1.p
OG0012336	XP_018457633.1	Roisl.0082s0348.1.p
OG0012337	XP_018455283.1	Roisl.0082s0335.1.p
OG0012338	XP_018467944.1	Roisl.0022s0119.1.p
OG0012339	XP_018467941.1	Roisl.0022s0117.1.p
OG0012340	XP_018467947.1	Roisl.0022s0116.1.p
OG0012341	XP_018479113.1, XP_018467951.1	Roisl.0022s0114.1.p
OG0012342	XP_018472743.1, XP_018459382.1	Roisl.0215s0020.1.p
OG0012343	XP_018466977.1, XP_018480594.1	Roisl.0029s0046.1.p
OG0012344	XP_018480509.1, XP_018439227.1	Roisl.0029s0004.1.p
OG0012345	XP_018436670.1, XP_018477109.1	Roisl.0029s0037.1.p
OG0012346	XP_018436554.1, XP_018441613.1	Roisl.0209s0497.1.p
OG0012347	XP_018472684.1, XP_018441614.1, XP_018436556.1	Roisl.0209s0495.1.p
OG0012348	XP_018492361.1, XP_018459311.1	Roisl.0012s0005.1.p
OG0012349	XP_018440863.1	Roisl.0204s0068.1.p
OG0012350	XP_018472893.1	Roisl.0204s0052.1.p
OG0012351	XP_018436558.1, XP_018436560.1	Roisl.0204s0036.1.p
OG0012352	XP_018477493.1	Roisl.0193s0024.1.p
OG0012353	XP_018467594.1	Roisl.0082s0547.1.p
OG0012354	XP_018441742.1	Roisl.0082s0549.1.p
OG0012355	XP_018441949.1	Roisl.0082s0561.1.p
OG0012356	XP_018436736.1, XP_018464950.1	Roisl.0082s0582.1.p
OG0012357	XP_018440677.1, XP_018484544.1	Roisl.0082s0587.1.p
OG0012358	XP_018455955.1	Roisl.0011s0128.1.p
OG0012359	XP_018436981.1, XP_018436276.1	Roisl.0082s0591.1.p
OG0012360	XP_018484411.1	Roisl.0082s0596.1.p
OG0012361	XP_018437830.1, XP_018437831.1	Roisl.0082s0601.1.p
OG0012362	XP_018477814.1	Roisl.0082s0614.1.p
OG0012363	XP_018466037.1, XP_018466039.1	Roisl.0082s0618.1.p
OG0012364	XP_018483943.1, XP_018479833.1	Roisl.0082s0654.1.p
OG0012365	XP_018438040.1	Roisl.0210s0265.1.p
OG0012366	XP_018435130.1	Roisl.0082s0697.1.p
OG0012367	XP_018438267.1	Roisl.0082s0753.1.p
OG0012368	XP_018440164.1	Roisl.0082s0769.1.p
OG0012369	XP_018487086.1	Roisl.0082s0487.1.p
OG0012370	XP_018478877.1, XP_018464781.1, XP_018463713.1	Roisl.0033s0005.1.p
OG0012371	XP_018464782.1, XP_018475229.1, XP_018463712.1	Roisl.0033s0007.1.p
OG0012372	XP_018446201.1, XP_018446878.1	Roisl.0200s0024.1.p
OG0012373	XP_018472955.1	Roisl.0033s0049.1.p
OG0012374	XP_018477571.1	Roisl.0033s0079.1.p
OG0012375	XP_018482346.1	Roisl.0033s0083.1.p
OG0012376	XP_018483162.1	Roisl.0033s0093.1.p
OG0012377	XP_018483287.1	Roisl.0033s0096.1.p
OG0012378	XP_018483620.1	Roisl.0033s0104.1.p
OG0012379	XP_018437411.1	Roisl.0033s0106.1.p
OG0012380	XP_018478277.1	Roisl.0033s0159.1.p
OG0012381	XP_018434158.1	Roisl.0033s0141.1.p
OG0012382	XP_018440794.1	Roisl.0033s0122.1.p
OG0012384	XP_018474140.1, XP_018436312.1	Roisl.0017s0488.1.p
OG0012385	XP_018474139.1, XP_018474134.1	Roisl.0017s0470.1.p
OG0012386	XP_018476017.1, XP_018476009.1	Roisl.0017s0465.1.p
OG0012387	XP_018438072.1	Roisl.0017s0461.1.p
OG0012388	XP_018476805.1, XP_018476801.1	Roisl.0017s0454.1.p
OG0012389	XP_018476874.1, XP_018476938.1	Roisl.0017s0450.1.p
OG0012390	XP_018433823.1	Roisl.0017s0436.1.p
OG0012391	XP_018462600.1, XP_018437139.1	Roisl.0017s0435.1.p
OG0012392	XP_018475854.1, XP_018472802.1	Roisl.0028s0646.1.p, Roisl.0214s0080.1.p
OG0012393	XP_018474772.1, XP_018475856.1	Roisl.0028s0635.1.p
OG0012394	XP_018467491.1, XP_018437228.1	Roisl.0017s0419.1.p
OG0012395	XP_018439260.1	Roisl.0028s0672.1.p
OG0012396	XP_018466439.1, XP_018466300.1	Roisl.0028s0707.1.p
OG0012397	XP_018482765.1	Roisl.0028s0713.1.p
OG0012398	XP_018477107.1	Roisl.0028s0719.1.p
OG0012399	XP_018434950.1	Roisl.0028s0721.1.p
OG0012400	XP_018453379.1, XP_018453368.1	Roisl.0012s0116.1.p
OG0012401	XP_018481311.1, XP_018477082.1	Roisl.0012s0137.1.p
OG0012402	XP_018477930.1, XP_018477655.1	Roisl.0012s0143.1.p
OG0012403	XP_018483463.1	Roisl.0012s0169.1.p
OG0012404	XP_018477173.1	Roisl.0012s0173.1.p
OG0012405	XP_018481800.1	Roisl.0012s0189.1.p
OG0012406	XP_018433395.1	Roisl.0012s0204.1.p
OG0012407	XP_018484163.1	Roisl.0012s0210.1.p
OG0012408	XP_018452868.1, XP_018467055.1	Roisl.0012s0213.1.p
OG0012409	XP_018483662.1	Roisl.0012s0215.1.p
OG0012410	XP_018462865.1, XP_018483663.1	Roisl.0012s0216.1.p
OG0012411	XP_018463528.1	Roisl.0012s0218.1.p
OG0012412	XP_018477693.1	Roisl.0012s0223.1.p
OG0012413	XP_018466224.1, XP_018465664.1	Roisl.0012s0238.1.p
OG0012414	XP_018454807.1	Roisl.0082s0326.1.p
OG0012415	XP_018456953.1	Roisl.0082s0327.1.p
OG0012416	XP_018469295.1, XP_018469283.1	Roisl.0022s0158.1.p
OG0012417	XP_018458348.1	Roisl.0022s0160.1.p
OG0012418	XP_018468463.1, XP_018472400.1	Roisl.0022s0172.1.p
OG0012419	XP_018450966.1	Roisl.0022s0179.1.p
OG0012420	XP_018472072.1	Roisl.0022s0180.1.p
OG0012421	XP_018481381.1, XP_018470032.1	Roisl.0022s0186.1.p
OG0012422	XP_018469230.1	Roisl.0022s0208.1.p
OG0012423	XP_018455700.1, XP_018471472.1, XP_018484199.1	Roisl.0022s0210.1.p
OG0012424	XP_018458995.1	Roisl.0022s0215.1.p
OG0012425	XP_018450741.1	Roisl.0002s0035.1.p
OG0012426	XP_018488549.1, XP_018449318.1	Roisl.0013s0167.1.p
OG0012427	XP_018469334.1	Roisl.0013s0168.1.p
OG0012428	XP_018449600.1, XP_018480808.1	Roisl.0013s0184.1.p
OG0012429	XP_018443196.1	Roisl.0013s0198.1.p
OG0012430	XP_018459070.1, XP_018447853.1	Roisl.0013s0208.1.p
OG0012431	XP_018469083.1	Roisl.0179s0012.1.p
OG0012432	XP_018437711.1, XP_018461040.1	Roisl.0066s0369.1.p
OG0012433	XP_018484043.1, XP_018484046.1	Roisl.0188s0061.1.p
OG0012434	XP_018484333.1, XP_018450664.1	Roisl.0066s0371.1.p
OG0012435	XP_018487222.1, XP_018449243.1	Roisl.0066s0351.1.p
OG0012436	XP_018447469.1	Roisl.0213s0033.1.p
OG0012437	XP_018436806.1	Roisl.0213s0043.1.p
OG0012438	XP_018486523.1	Roisl.0213s0045.1.p
OG0012439	XP_018475464.1, XP_018486340.1	Roisl.0213s0057.1.p
OG0012440	XP_018449803.1, XP_018466922.1	Roisl.0213s0066.1.p
OG0012441	XP_018474206.1	Roisl.0213s0073.1.p
OG0012442	XP_018447195.1, XP_018450514.1	Roisl.0213s0080.1.p
OG0012443	XP_018490303.1	Roisl.0213s0082.1.p
OG0012444	XP_018478773.1	Roisl.0008s0087.1.p
OG0012445	XP_018484285.1, XP_018489040.1	Roisl.0213s0111.1.p
OG0012446	XP_018448020.1, XP_018463743.1	Roisl.0213s0115.1.p
OG0012447	XP_018443944.1	Roisl.0213s0133.1.p
OG0012448	XP_018488352.1	Roisl.0213s0142.1.p
OG0012449	XP_018490033.1, XP_018490029.1	Roisl.0213s0156.1.p
OG0012450	XP_018451774.1, XP_018450369.1	Roisl.0213s0163.1.p
OG0012451	XP_018485213.1, XP_018480656.1	Roisl.0022s0472.1.p
OG0012452	XP_018451339.1	Roisl.0213s0240.1.p
OG0012453	XP_018451929.1	Roisl.0213s0245.1.p
OG0012454	XP_018451672.1, XP_018468446.1	Roisl.0213s0282.1.p
OG0012455	XP_018454943.1, XP_018444631.1	Roisl.0213s0290.1.p
OG0012456	XP_018487079.1, XP_018487066.1	Roisl.0213s0337.1.p
OG0012457	XP_018458987.1	Roisl.0213s0378.1.p
OG0012458	XP_018492617.1, XP_018488860.1	Roisl.0213s0418.1.p
OG0012459	XP_018463701.1, XP_018447603.1	Roisl.0213s0428.1.p
OG0012460	XP_018449417.1	Roisl.0213s0443.1.p
OG0012461	XP_018468667.1, XP_018486651.1	Roisl.0213s0465.1.p
OG0012462	XP_018492241.1	Roisl.0213s0473.1.p
OG0012463	XP_018492626.1	Roisl.0213s0494.1.p
OG0012464	XP_018493227.1	Roisl.0213s0497.1.p
OG0012465	XP_018489123.1	Roisl.0213s0509.1.p
OG0012466	XP_018492949.1	Roisl.0209s0178.1.p
OG0012467	XP_018482222.1	Roisl.0209s0187.1.p
OG0012468	XP_018469495.1	Roisl.0209s0182.1.p
OG0012469	XP_018492851.1, XP_018451259.1	Roisl.0209s0157.1.p
OG0012470	XP_018436986.1	Roisl.0011s0150.1.p
OG0012471	XP_018477127.1	Roisl.0011s0156.1.p
OG0012472	XP_018481150.1	Roisl.0011s0188.1.p
OG0012473	XP_018452577.1	Roisl.0009s0145.1.p
OG0012475	XP_018452314.1	Roisl.0011s0269.1.p
OG0012476	XP_018465722.1, XP_018433284.1	Roisl.0024s0603.1.p
OG0012477	XP_018439804.1	Roisl.0024s0553.1.p
OG0012478	XP_018457743.1	Roisl.0024s0549.1.p
OG0012479	XP_018438955.1	Roisl.0024s0545.1.p
OG0012480	XP_018451997.1	Roisl.0024s0529.1.p
OG0012481	XP_018488950.1	Roisl.0024s0508.1.p
OG0012482	XP_018488948.1	Roisl.0024s0507.1.p
OG0012483	XP_018485628.1	Roisl.0024s0488.1.p
OG0012484	XP_018456204.1	Roisl.0024s0471.1.p
OG0012485	XP_018432527.1, XP_018432529.1	Roisl.0024s0466.1.p
OG0012486	XP_018491447.1	Roisl.0024s0459.1.p
OG0012487	XP_018486148.1, XP_018462029.1	Roisl.0024s0444.1.p
OG0012488	XP_018465607.1	Roisl.0024s0438.1.p
OG0012489	XP_018459138.1, XP_018453074.1	Roisl.0214s0062.1.p
OG0012490	XP_018492157.1	Roisl.0024s0416.1.p
OG0012491	XP_018433886.1	Roisl.0024s0409.1.p
OG0012492	XP_018439356.1	Roisl.0024s0388.1.p
OG0012493	XP_018457000.1	Roisl.0024s0375.1.p
OG0012494	XP_018489187.1	Roisl.0024s0365.1.p
OG0012495	XP_018432863.1	Roisl.0024s0341.1.p
OG0012496	XP_018452489.1	Roisl.0024s0335.1.p
OG0012497	XP_018490679.1	Roisl.0024s0332.1.p
OG0012498	XP_018490681.1	Roisl.0024s0328.1.p
OG0012499	XP_018493344.1	Roisl.0024s0317.1.p
OG0012500	XP_018492738.1	Roisl.0024s0314.1.p
OG0012501	XP_018461890.1, XP_018485530.1	Roisl.0024s0305.1.p
OG0012502	XP_018487123.1	Roisl.0024s0299.1.p
OG0012503	XP_018439002.1, XP_018492568.1	Roisl.0024s0297.1.p
OG0012504	XP_018432825.1	Roisl.0024s0295.1.p
OG0012505	XP_018488477.1	Roisl.0024s0285.1.p
OG0012506	XP_018493040.1	Roisl.0024s0243.1.p
OG0012507	XP_018463379.1, XP_018485613.1	Roisl.0024s0241.1.p
OG0012508	XP_018455711.1	Roisl.0024s0233.1.p
OG0012509	XP_018491583.1	Roisl.0066s0432.1.p
OG0012511	XP_018453336.1	Roisl.0024s0205.1.p
OG0012512	XP_018458194.1	Roisl.0024s0204.1.p
OG0012513	XP_018456787.1	Roisl.0024s0197.1.p
OG0012514	XP_018457534.1	Roisl.0024s0177.1.p
OG0012515	XP_018457533.1	Roisl.0024s0176.1.p
OG0012516	XP_018488530.1	Roisl.0024s0164.1.p
OG0012517	XP_018491389.1	Roisl.0024s0163.1.p
OG0012518	XP_018488488.1, XP_018488509.1	Roisl.0024s0153.1.p
OG0012519	XP_018492631.1, XP_018492591.1	Roisl.0024s0145.1.p
OG0012520	XP_018487263.1, XP_018488147.1	Roisl.0024s0142.1.p
OG0012521	XP_018432935.1	Roisl.0024s0140.1.p
OG0012522	XP_018491984.1	Roisl.0024s0136.1.p
OG0012523	XP_018432641.1	Roisl.0024s0122.1.p
OG0012524	XP_018435088.1	Roisl.0007s0246.1.p
OG0012525	XP_018438425.1	Roisl.0024s0117.1.p
OG0012526	XP_018471435.1	Roisl.0080s0010.1.p
OG0012527	XP_018486707.1, XP_018491729.1	Roisl.0080s0047.1.p
OG0012528	XP_018489632.1, XP_018437444.1	Roisl.0080s0064.1.p
OG0012530	XP_018461289.1, XP_018478171.1	Roisl.0080s0090.1.p
OG0012531	XP_018457956.1	Roisl.0080s0102.1.p
OG0012532	XP_018477321.1	Roisl.0080s0104.1.p
OG0012533	XP_018480811.1, XP_018460652.1	Roisl.0080s0109.1.p
OG0012534	XP_018437194.1, XP_018487765.1	Roisl.0080s0130.1.p
OG0012535	XP_018487767.1	Roisl.0080s0149.1.p
OG0012537	XP_018493249.1, XP_018491024.1	Roisl.0080s0155.1.p
OG0012538	XP_018491022.1, XP_018491023.1	Roisl.0080s0158.1.p
OG0012539	XP_018484709.1, XP_018482461.1	Roisl.0025s0092.1.p
OG0012540	XP_018438766.1	Roisl.0210s1967.1.p
OG0012541	XP_018466642.1	Roisl.0210s1970.1.p
OG0012542	XP_018484202.1, XP_018457259.1	Roisl.0210s1972.1.p
OG0012543	XP_018484085.1, XP_018482858.1	Roisl.0210s1982.1.p
OG0012544	XP_018433992.1	Roisl.0210s1985.1.p
OG0012545	XP_018484059.1	Roisl.0210s2006.1.p
OG0012546	XP_018484248.1	Roisl.0210s2011.1.p
OG0012548	XP_018457602.1, XP_018452710.1	Roisl.0210s2059.1.p
OG0012549	XP_018462231.1	Roisl.0046s0078.1.p
OG0012550	XP_018482938.1, XP_018457853.1	Roisl.0046s0092.1.p
OG0012551	XP_018457831.1	Roisl.0046s0093.1.p
OG0012552	XP_018482704.1	Roisl.0046s0113.1.p, Roisl.0018s0494.1.p
OG0012553	XP_018481343.1	Roisl.0046s0117.1.p
OG0012554	XP_018452859.1	Roisl.0210s2111.1.p, Roisl.0209s0281.1.p
OG0012555	XP_018439016.1, XP_018439019.1	Roisl.0046s0151.1.p
OG0012556	XP_018443163.1	Roisl.0042s0060.1.p
OG0012557	XP_018480409.1	Roisl.0046s0164.1.p
OG0012558	XP_018459212.1	Roisl.0046s0198.1.p
OG0012559	XP_018441136.1	Roisl.0046s0201.1.p
OG0012560	XP_018461399.1, XP_018480734.1	Roisl.0046s0205.1.p
OG0012561	XP_018477057.1	Roisl.0046s0210.1.p
OG0012562	XP_018455155.1	Roisl.0046s0215.1.p
OG0012563	XP_018479304.1, XP_018462563.1	Roisl.0046s0224.1.p
OG0012564	XP_018463303.1, XP_018441822.1	Roisl.0046s0240.1.p
OG0012565	XP_018441824.1, XP_018478280.1	Roisl.0046s0241.1.p
OG0012566	XP_018484014.1	Roisl.0046s0282.1.p
OG0012567	XP_018489719.1, XP_018469960.1	Roisl.0022s0111.1.p
OG0012568	XP_018442260.1, XP_018449444.1	Roisl.0210s1666.1.p
OG0012569	XP_018442360.1, XP_018475519.1	Roisl.0210s1664.1.p
OG0012570	XP_018442277.1	Roisl.0210s1681.1.p
OG0012571	XP_018443117.1	Roisl.0210s1714.1.p
OG0012572	XP_018444291.1, XP_018446373.1	Roisl.0210s1716.1.p
OG0012573	XP_018459101.1	Roisl.0210s1720.1.p
OG0012574	XP_018465765.1	Roisl.0210s1733.1.p
OG0012575	XP_018451835.1	Roisl.0210s1737.1.p, Roisl.0210s1739.1.p
OG0012576	XP_018472489.1, XP_018445832.1	Roisl.0210s1756.1.p
OG0012577	XP_018469460.1	Roisl.0210s1764.1.p
OG0012578	XP_018470507.1, XP_018461948.1	Roisl.0210s1810.1.p
OG0012579	XP_018461659.1, XP_018442710.1	Roisl.0210s1828.1.p
OG0012580	XP_018469819.1	Roisl.0210s1839.1.p
OG0012581	XP_018444114.1, XP_018471444.1	Roisl.0210s1844.1.p
OG0012582	XP_018444111.1, XP_018468541.1	Roisl.0210s1847.1.p
OG0012583	XP_018456860.1, XP_018442631.1	Roisl.0210s1853.1.p
OG0012584	XP_018464845.1, XP_018463871.1	Roisl.0210s1857.1.p
OG0012585	XP_018445222.1	Roisl.0210s1862.1.p
OG0012586	XP_018474262.1, XP_018466651.1	Roisl.0210s1864.1.p
OG0012587	XP_018472946.1	Roisl.0027s0134.1.p
OG0012588	XP_018443263.1, XP_018443262.1	Roisl.0210s1876.1.p
OG0012589	XP_018443942.1, XP_018445785.1	Roisl.0210s1879.1.p
OG0012590	XP_018444384.1, XP_018445772.1	Roisl.0210s1883.1.p
OG0012591	XP_018447627.1, XP_018446733.1	Roisl.0210s1923.1.p
OG0012593	XP_018471494.1	Roisl.0210s1941.1.p
OG0012594	XP_018445853.1	Roisl.0210s1942.1.p
OG0012595	XP_018471669.1	Roisl.0080s0194.1.p
OG0012596	XP_018465696.1, XP_018468248.1	Roisl.0080s0196.1.p
OG0012597	XP_018473453.1	Roisl.0080s0197.1.p
OG0012598	XP_018475080.1, XP_018464211.1	Roisl.0080s0206.1.p
OG0012599	XP_018476948.1	Roisl.0080s0208.1.p
OG0012600	XP_018444047.1	Roisl.0080s0214.1.p
OG0012601	XP_018473088.1	Roisl.0080s0225.1.p
OG0012602	XP_018474237.1	Roisl.0080s0263.1.p
OG0012603	XP_018470219.1	Roisl.0080s0265.1.p
OG0012604	XP_018470216.1	Roisl.0080s0266.1.p
OG0012605	XP_018487951.1	Roisl.0082s0676.1.p
OG0012606	XP_018462054.1, XP_018456196.1	Roisl.0080s0331.1.p
OG0012607	XP_018462850.1, XP_018452915.1	Roisl.0080s0338.1.p
OG0012608	XP_018453520.1	Roisl.0080s0400.1.p
OG0012609	XP_018468946.1, XP_018468947.1	Roisl.0080s0413.1.p
