Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_Rawat
OG0015338	XP_018470304.1	AL5G30510
OG0015339	XP_018453773.1	AL5G30490
OG0015340	XP_018441995.1	AL5G30370
OG0015341	XP_018461861.1, XP_018468666.1	AL5G30360
OG0015342	XP_018481049.1, XP_018481050.1	AL5G30230
OG0015343	XP_018469969.1	AL8G26790
OG0015344	XP_018457888.1	AL8G26610
OG0015345	XP_018456927.1	AL8G26560
OG0015346	XP_018476954.1	AL8G26480
OG0015347	XP_018476953.1	AL8G26470
OG0015348	XP_018473260.1	AL8G26330
OG0015349	XP_018456762.1	AL8G26300
OG0015350	XP_018457883.1	AL8G26110
OG0015351	XP_018452206.1	AL8G25880
OG0015352	XP_018471774.1	AL8G25940
OG0015353	XP_018443775.1	AL8G25970
OG0015354	XP_018472690.1	AL64U10010
OG0015355	XP_018473396.1	AL8G25220
OG0015356	XP_018476885.1	AL8G25300
OG0015357	XP_018452332.1	AL8G25280
OG0015358	XP_018474582.1	AL3G44130
OG0015359	XP_018432584.1	AL3G45670
OG0015360	XP_018487288.1	AL3G45720
OG0015361	XP_018488863.1	AL3G45790
OG0015362	XP_018457455.1	AL3G45800
OG0015363	XP_018489617.1	AL3G45650
OG0015364	XP_018460358.1	AL3G45910
OG0015365	XP_018486273.1	AL3G45940
OG0015366	XP_018493392.1	AL3G46080
OG0015367	XP_018460301.1	AL3G46180
OG0015368	XP_018461559.1	AL3G46380
OG0015369	XP_018455662.1, XP_018453933.1	AL3G46560
OG0015370	XP_018466781.1	AL3G46940
OG0015371	XP_018436738.1	AL3G47070
OG0015372	XP_018457950.1	AL3G47080
OG0015373	XP_018485812.1	AL3G47790
OG0015374	XP_018484010.1	AL5G20540
OG0015375	XP_018486297.1	AL3G52530
OG0015376	XP_018491688.1, XP_018432741.1	AL3G52620
OG0015377	XP_018457440.1	AL3G49540
OG0015378	XP_018433608.1	AL3G49570
OG0015379	XP_018470457.1	AL7G29360
OG0015380	XP_018484326.1	AL7G29560
OG0015381	XP_018479122.1, XP_018449871.1	AL7G29570, AL7G29580
OG0015382	XP_018479167.1, XP_018481604.1, XP_018467727.1	AL7G30560
OG0015383	XP_018444468.1	AL7G30580
OG0015384	XP_018478922.1	AL7G30620
OG0015385	XP_018448944.1	AL7G30790
OG0015386	XP_018460971.1, XP_018449891.1	AL7G31030
OG0015387	XP_018470990.1	AL7G31080
OG0015388	XP_018468438.1, XP_018468436.1	AL7G31530
OG0015389	XP_018477574.1	AL7G34160
OG0015390	XP_018451290.1	AL7G33790
OG0015391	XP_018471204.1	AL7G33600
OG0015392	XP_018471229.1	AL7G33390
OG0015393	XP_018472298.1	AL7G33330
OG0015394	XP_018472078.1	AL7G33280
OG0015395	XP_018448054.1	AL7G33220
OG0015396	XP_018447498.1	AL7G33190
OG0015397	XP_018469996.1	AL7G32950
OG0015398	XP_018469995.1	AL7G32940
OG0015399	XP_018471732.1	AL7G32900
OG0015400	XP_018448559.1, XP_018463667.1	AL7G32820
OG0015401	XP_018467708.1, XP_018482386.1	AL7G32790
OG0015402	XP_018471644.1	AL7G32760
OG0015403	XP_018471643.1	AL7G32750
OG0015404	XP_018470817.1	AL6G32210
OG0015405	XP_018468329.1	AL7G32540
OG0015406	XP_018468086.1	AL7G32530
OG0015408	XP_018481932.1	AL7G32300
OG0015409	XP_018439890.1, XP_018439888.1	AL5G10310
OG0015410	XP_018469546.1	AL7G32150
OG0015411	XP_018471210.1	AL7G32110
OG0015412	XP_018455836.1, XP_018455862.1	AL1G52140
OG0015413	XP_018471984.1	AL7G32020
OG0015414	XP_018471781.1	AL7G34380
OG0015415	XP_018470205.1, XP_018456032.1	AL7G34470
OG0015417	XP_018434412.1	AL6G39820
OG0015418	XP_018434373.1	AL2G11620
OG0015419	XP_018484876.1	AL8G19290
OG0015420	XP_018456639.1	AL8G19100
OG0015421	XP_018470639.1	AL7G38710
OG0015422	XP_018470873.1, XP_018470862.1	AL7G38470
OG0015423	XP_018471492.1	AL7G38200
OG0015424	XP_018450783.1	AL7G38670
OG0015425	XP_018469319.1, XP_018482445.1	AL7G38170
OG0015426	XP_018446566.1	AL7G38030
OG0015427	XP_018452363.1	AL7G37880
OG0015428	XP_018449095.1	AL7G37850
OG0015429	XP_018456473.1	AL7G37700
OG0015430	XP_018489504.1, XP_018490162.1	AL3G10140
OG0015431	XP_018485637.1	AL3G10270
OG0015432	XP_018491278.1	AL3G10290
OG0015433	XP_018491517.1	AL3G10310
OG0015434	XP_018486756.1	AL3G10430
OG0015435	XP_018490997.1	AL3G10580
OG0015436	XP_018486818.1	AL3G10660
OG0015437	XP_018452944.1	AL8G44920
OG0015438	XP_018436515.1, XP_018434274.1	AL8G45000
OG0015439	XP_018440741.1	AL8G45110
OG0015440	XP_018453365.1	AL2G37570
OG0015441	XP_018437582.1, XP_018463816.1	AL8G45220
OG0015442	XP_018486733.1	AL5G14740
OG0015443	XP_018438938.1	AL8G45350
OG0015444	XP_018440130.1	AL8G45430
OG0015445	XP_018438937.1	AL8G45500
OG0015446	XP_018456538.1	AL8G45560
OG0015447	XP_018450938.1	AL5G46410
OG0015448	XP_018474407.1, XP_018458966.1	AL5G46400
OG0015449	XP_018459656.1	AL5G46390
OG0015450	XP_018459627.1	AL5G46350
OG0015451	XP_018466765.1	AL5G46330
OG0015452	XP_018459650.1, XP_018488085.1	AL5G46280
OG0015453	XP_018459647.1	AL5G46260
OG0015454	XP_018459638.1	AL5G46170
OG0015455	XP_018459637.1	AL5G46160
OG0015456	XP_018485693.1	AL5G45960
OG0015457	XP_018442348.1	AL5G45920
OG0015458	XP_018488078.1, XP_018464257.1	AL5G45750
OG0015459	XP_018477337.1	AL5G45650
OG0015460	XP_018460343.1	AL5G45600
OG0015461	XP_018481513.1, XP_018481516.1	AL5G45560
OG0015462	XP_018460341.1	AL5G45480
OG0015463	XP_018488761.1	AL5G45370
OG0015464	XP_018442667.1	AL5G45130
OG0015465	XP_018491338.1	AL5G45120
OG0015466	XP_018446275.1	AL5G44980
OG0015467	XP_018432582.1	AL5G44950
OG0015468	XP_018491272.1	AL5G44640
OG0015469	XP_018489590.1, XP_018465538.1	AL5G44510
OG0015470	XP_018486878.1	AL5G44450
OG0015471	XP_018488071.1	AL5G44420
OG0015472	XP_018451988.1	AL8G26180
OG0015473	XP_018488069.1, XP_018491008.1	AL5G44060
OG0015474	XP_018489092.1, XP_018467222.1	AL5G43920
OG0015475	XP_018491346.1	AL5G43850
OG0015476	XP_018486392.1	AL5G43700
OG0015477	XP_018486081.1	AL5G43410
OG0015478	XP_018442581.1	AL5G43390
OG0015479	XP_018480182.1, XP_018490894.1	AL5G43240
OG0015480	XP_018483881.1, XP_018482955.1	AL5G43180
OG0015481	XP_018432547.1	AL5G43170
OG0015482	XP_018481620.1	AL4G17840
OG0015483	XP_018446534.1	AL5G42810
OG0015484	XP_018481546.1	AL5G42700
OG0015485	XP_018442558.1	AL5G42580
OG0015486	XP_018485620.1	AL1G39910
OG0015487	XP_018478425.1, XP_018478416.1	nbis-gene-1401
OG0015488	XP_018482406.1	AL5G42450
OG0015489	XP_018446779.1	AL5G42370
OG0015490	XP_018491111.1	AL5G42160
OG0015491	XP_018492724.1	AL5G42120
OG0015492	XP_018446506.1	AL5G41820
OG0015493	XP_018489534.1, XP_018465570.1	AL5G41440
OG0015494	XP_018446977.1	AL5G41290
OG0015495	XP_018444554.1	AL5G41280
OG0015496	XP_018492818.1	AL3G43300
OG0015497	XP_018461206.1, XP_018461496.1	AL5G41030
OG0015498	XP_018446363.1	AL5G40630
OG0015500	XP_018442264.1	AL5G40410
OG0015501	XP_018444999.1	AL5G40320
OG0015502	XP_018486341.1	AL5G40300
OG0015503	XP_018446786.1	AL5G40260
OG0015504	XP_018486812.1	AL5G40230
OG0015505	XP_018485880.1	AL5G40220
OG0015506	XP_018478677.1	AL5G39660
OG0015507	XP_018487266.1, XP_018462485.1	AL5G39500
OG0015508	XP_018486648.1	AL5G39480
OG0015509	XP_018446304.1, XP_018443634.1	AL5G39410
OG0015510	XP_018432702.1	AL5G39210
OG0015511	XP_018432858.1	AL5G39150
OG0015512	XP_018432872.1	AL5G39120
OG0015513	XP_018491723.1	AL5G38940
OG0015514	XP_018448281.1	AL7G22700
OG0015515	XP_018483761.1	AL4G17520
OG0015516	XP_018460284.1	AL5G38530
OG0015517	XP_018488375.1, XP_018488369.1	AL5G38090
OG0015518	XP_018458576.1, XP_018459890.1	AL5G38020
OG0015520	XP_018441368.1	AL5G23470
OG0015521	XP_018486946.1	AL5G37770
OG0015522	XP_018446100.1	AL5G37740
OG0015523	XP_018461218.1	AL5G37550
OG0015524	XP_018461216.1	AL5G37490
OG0015525	XP_018486521.1	nbis-gene-1376
OG0015526	XP_018491341.1	AL5G37310
OG0015527	XP_018487138.1	AL5G37280
OG0015528	XP_018490674.1	AL5G37200
OG0015529	XP_018492517.1	AL5G37130
OG0015530	XP_018492518.1	AL5G37120
OG0015531	XP_018492308.1	AL5G36850
OG0015532	XP_018456726.1	AL2G11760
OG0015533	XP_018493402.1	AL5G36540
OG0015534	XP_018432941.1	AL5G36500
OG0015535	XP_018480280.1	AL5G36450
OG0015536	XP_018477044.1	AL5G36400
OG0015537	XP_018481292.1	AL5G36350
OG0015538	XP_018463705.1	AL5G36280
OG0015539	XP_018484867.1	AL5G36260
OG0015540	XP_018446829.1	AL5G36180
OG0015541	XP_018491035.1	AL5G36080
OG0015542	XP_018492498.1, XP_018445861.1	AL5G36040
OG0015543	XP_018488734.1	AL5G35990
OG0015544	XP_018485671.1	AL5G35980
OG0015545	XP_018486945.1	AL5G35920
OG0015546	XP_018446527.1	AL2G26830
OG0015547	XP_018491965.1	AL5G35720
OG0015548	XP_018442115.1	AL5G35680
OG0015549	XP_018446151.1	AL5G35550
OG0015550	XP_018484100.1	AL5G35510
OG0015551	XP_018486810.1	AL5G35470
OG0015552	XP_018491556.1	AL5G35440
OG0015553	XP_018443910.1	AL5G35430
OG0015554	XP_018480120.1	AL5G35280
OG0015555	XP_018451448.1	AL2G20450
OG0015556	XP_018484026.1	AL3G42810
OG0015557	XP_018460233.1, XP_018442861.1	AL5G34970
OG0015558	XP_018484635.1	AL5G34920
OG0015559	XP_018486256.1	AL5G34860
OG0015560	XP_018464825.1	AL5G34820
OG0015561	XP_018446622.1	AL5G34490
OG0015562	XP_018440635.1, XP_018441975.1	AL3G53840
OG0015563	XP_018483940.1	AL5G33970
OG0015564	XP_018461243.1, XP_018485730.1	AL5G33860
OG0015565	XP_018480086.1, XP_018464535.1	AL5G33780
OG0015566	XP_018489026.1	AL5G33600
OG0015567	XP_018486116.1	AL5G33470
OG0015568	XP_018484775.1	AL5G33420
OG0015569	XP_018432848.1	AL5G33390
OG0015570	XP_018481417.1, XP_018481430.1	AL5G33230
OG0015571	XP_018447390.1	AL8G28920
OG0015572	XP_018457668.1	AL8G28700
OG0015573	XP_018450292.1	AL8G28170
OG0015574	XP_018457807.1	AL8G28150
OG0015575	XP_018473353.1	AL8G28030
OG0015576	XP_018471381.1	AL8G28010
OG0015577	XP_018477217.1	AL7G39120
OG0015578	XP_018485562.1	AL3G39950
OG0015579	XP_018433419.1	AL3G39960
OG0015580	XP_018493403.1	AL3G40070
OG0015581	XP_018489429.1, XP_018486710.1	AL3G40100
OG0015582	XP_018486456.1	AL3G40160
OG0015583	XP_018485594.1	AL3G40450
OG0015584	XP_018489354.1, XP_018489350.1	AL3G40480
OG0015585	XP_018493193.1	AL3G40590
OG0015586	XP_018486564.1	AL3G40820
OG0015587	XP_018491511.1	AL26U10020
OG0015588	XP_018486883.1	AL3G41110
OG0015589	XP_018486672.1	AL3G41120
OG0015590	XP_018485844.1	AL3G41300
OG0015591	XP_018486070.1	AL3G41310
OG0015592	XP_018491790.1	AL3G42020
OG0015593	XP_018486326.1	AL3G42030
OG0015594	XP_018485861.1	AL3G42170
OG0015595	XP_018487024.1	AL3G42200
OG0015596	XP_018485801.1, XP_018463202.1	AL3G42220
OG0015597	XP_018432677.1	AL3G42370
OG0015598	XP_018459310.1	AL3G42430
OG0015599	XP_018486905.1	AL3G42700
OG0015600	XP_018491375.1	AL3G42730
OG0015601	XP_018493406.1	AL3G42830
OG0015602	XP_018492554.1	AL3G43280
OG0015603	XP_018491172.1	AL5G21490
OG0015604	XP_018486666.1	AL3G43430
OG0015605	XP_018493563.1	AL3G39770
OG0015606	XP_018464124.1, XP_018443447.1	AL2G25040
OG0015607	XP_018449723.1	AL2G25390
OG0015608	XP_018470145.1	AL2G25490
OG0015609	XP_018454632.1	AL2G25720
OG0015610	XP_018446294.1	AL2G25820
OG0015611	XP_018471346.1	AL2G25960
OG0015612	XP_018446833.1	AL2G26080
OG0015613	XP_018446147.1	AL2G26100
OG0015614	XP_018442230.1	AL2G26580
OG0015615	XP_018446081.1	AL2G26700
OG0015616	XP_018456190.1	AL2G26890
OG0015618	XP_018443921.1	AL2G27020
OG0015619	XP_018453042.1	AL2G27060
OG0015620	XP_018462338.1, XP_018454662.1	AL6G41260
OG0015621	XP_018484691.1	AL8G20910
OG0015622	XP_018483332.1, XP_018484000.1	AL8G21970
OG0015623	XP_018483333.1, XP_018479359.1	AL8G21880
OG0015624	XP_018482887.1	AL8G21670
OG0015625	XP_018482896.1, XP_018464975.1	AL8G21580, AL43U10050
OG0015626	XP_018456586.1, XP_018456584.1	AL3G51270
OG0015627	XP_018450445.1	AL7G43720
OG0015628	XP_018434575.1	AL3G51500
OG0015629	XP_018492250.1	AL3G51550
OG0015630	XP_018454860.1	AL3G51640
OG0015631	XP_018434783.1	AL3G51690
OG0015632	XP_018453128.1	AL3G51750
OG0015633	XP_018488170.1	AL3G51880
OG0015634	XP_018455831.1	AL3G53050
OG0015635	XP_018434851.1	AL3G53020
OG0015636	XP_018454926.1	AL3G52940
OG0015637	XP_018441625.1	AL3G48980
OG0015638	XP_018440573.1	AL3G48940
OG0015640	XP_018474760.1	AL4G39170
OG0015641	XP_018481327.1	AL4G39090
OG0015642	XP_018434285.1	AL4G39020
OG0015643	XP_018438002.1	AL4G38940
OG0015644	XP_018484383.1	AL4G38890
OG0015645	XP_018443292.1, XP_018443838.1	AL5G12790
OG0015646	XP_018439762.1, XP_018464387.1	AL4G38790
OG0015647	XP_018441935.1	AL4G38570
OG0015648	XP_018478244.1, XP_018434795.1	AL4G38530
OG0015649	XP_018438603.1	AL4G38210
OG0015650	XP_018446725.1	AL7G47170
OG0015651	XP_018476842.1	AL4G38070
OG0015652	XP_018484679.1	AL4G38010, AL4G38040
OG0015653	XP_018478162.1	AL4G37760
OG0015654	XP_018440980.1	AL4G37530
OG0015655	XP_018440567.1	AL4G37500
OG0015656	XP_018476007.1	AL4G37490
OG0015657	XP_018437041.1	AL4G37450
OG0015658	XP_018434271.1	AL4G37080
OG0015659	XP_018472524.1	AL4G37060
OG0015660	XP_018434223.1	AL4G36960
OG0015661	XP_018472620.1	AL4G36800
OG0015662	XP_018441649.1	AL4G36390
OG0015663	XP_018433734.1	AL4G36270
OG0015664	XP_018464164.1, XP_018458418.1	AL4G36200
OG0015665	XP_018472674.1	AL3G24000
OG0015666	XP_018458475.1, XP_018462939.1	AL4G36160
OG0015667	XP_018479941.1, XP_018484980.1	AL4G36140
OG0015668	XP_018478310.1	AL4G36020
OG0015669	XP_018483740.1, XP_018483738.1	AL4G35940
OG0015670	XP_018476318.1, XP_018476315.1	AL4G35860
OG0015671	XP_018436925.1	AL5G10740
OG0015672	XP_018441799.1	AL4G35830
OG0015673	XP_018441076.1, XP_018441103.1	AL4G35630
OG0015674	XP_018436379.1	AL4G35570
OG0015676	XP_018435103.1	AL4G35140
OG0015677	XP_018436647.1	AL4G35130
OG0015678	XP_018458867.1	AL6G42610
OG0015679	XP_018483359.1	AL4G35050
OG0015681	XP_018439906.1	AL4G34690
OG0015682	XP_018434205.1	AL5G22060
OG0015684	XP_018437055.1	AL4G34220
OG0015685	XP_018476852.1, XP_018464776.1	AL4G33720
OG0015686	XP_018434850.1	AL4G33620
OG0015687	XP_018475700.1	AL4G33600
OG0015688	XP_018474585.1	AL4G33560
OG0015689	XP_018439641.1	AL4G33450
OG0015690	XP_018434918.1	AL4G33440
OG0015691	XP_018474061.1	AL4G33340
OG0015692	XP_018438376.1	nbis-gene-1093
OG0015693	XP_018441744.1	AL4G33200
OG0015694	XP_018439281.1	AL4G33100
OG0015695	XP_018457019.1	AL6G47510
OG0015696	XP_018473144.1	AL6G47860
OG0015697	XP_018456085.1, XP_018456337.1	AL6G47870
OG0015698	XP_018476670.1	AL6G47890
OG0015699	XP_018454577.1	AL6G47940
OG0015700	XP_018454524.1	AL6G48080
OG0015702	XP_018480493.1	AL7G21570
OG0015703	XP_018469735.1	AL6G46930
OG0015704	XP_018480339.1	AL8G17460
OG0015705	XP_018454320.1, XP_018464896.1	AL6G46600
OG0015706	XP_018476566.1	AL6G47340
OG0015707	XP_018484907.1	nbis-gene-929
OG0015708	XP_018439375.1	AL4G10540
OG0015709	XP_018434328.1	AL4G10560
OG0015710	XP_018438977.1	AL4G10710
OG0015711	XP_018438972.1	AL4G10820
OG0015713	XP_018484491.1	AL4G11280
OG0015714	XP_018434440.1	AL4G11290
OG0015716	XP_018438865.1, XP_018438864.1	AL4G11740
OG0015717	XP_018439596.1	AL4G11950
OG0015718	XP_018434479.1, XP_018437076.1	AL4G12110
OG0015719	XP_018465087.1	AL4G12420
OG0015720	XP_018434405.1	AL4G12930
OG0015721	XP_018477660.1	AL4G13210
OG0015722	XP_018441945.1, XP_018437348.1	AL4G13280
OG0015723	XP_018480286.1	AL4G13290
OG0015724	XP_018480289.1	AL4G13450
OG0015725	XP_018477807.1	AL4G13910
OG0015726	XP_018437994.1, XP_018435106.1	AL4G16960
OG0015727	XP_018483795.1	AL4G16910
OG0015728	XP_018478609.1	AL4G18030
OG0015729	XP_018478237.1	AL4G18250
OG0015730	XP_018461463.1	nbis-gene-980
OG0015731	XP_018484811.1	AL4G18760
OG0015732	XP_018493384.1	AL4G18920
OG0015733	XP_018484807.1	nbis-gene-1005
OG0015734	XP_018433519.1	AL4G15870
OG0015735	XP_018492048.1, XP_018491861.1	nbis-gene-1006
OG0015736	XP_018432811.1	AL4G19270
OG0015737	XP_018483067.1	AL4G14740
OG0015738	XP_018441914.1	AL4G17090
OG0015739	XP_018442432.1	AL1G51640
OG0015740	XP_018451916.1	AL1G51590
OG0015741	XP_018438667.1	AL1G51810
OG0015742	XP_018438567.1	AL1G52110
OG0015743	XP_018432780.1	AL1G52180
OG0015744	XP_018437492.1	AL1G52280
OG0015745	XP_018486534.1	AL1G51120
OG0015746	XP_018450933.1	AL1G51010
OG0015747	XP_018450934.1	AL1G50950
OG0015748	XP_018489446.1	AL1G50830
OG0015749	XP_018447673.1	AL1G50570
OG0015750	XP_018459309.1	AL1G50360
OG0015751	XP_018449939.1	AL1G50350
OG0015752	XP_018461382.1	AL1G50230
OG0015754	XP_018450154.1	nbis-gene-211
OG0015755	XP_018491169.1	AL1G48990
OG0015756	XP_018451725.1	AL1G48980
OG0015757	XP_018491181.1	AL1G48940
OG0015758	XP_018438712.1	AL1G48870
OG0015759	XP_018485341.1, XP_018485382.1	AL1G48770
OG0015761	XP_018492456.1	AL1G47820
OG0015762	XP_018476443.1	AL6G42470
OG0015763	XP_018453701.1	AL6G42360
OG0015764	XP_018476546.1	AL6G42630
OG0015765	XP_018476652.1, XP_018474709.1	AL6G43830
OG0015766	XP_018457621.1	AL6G43870
OG0015767	XP_018470877.1	AL6G43930
OG0015768	XP_018452608.1, XP_018468156.1	AL6G43950
OG0015769	XP_018473137.1, XP_018474510.1	AL6G44020
OG0015770	XP_018472719.1	AL6G44030
OG0015771	XP_018452609.1	AL6G44070
OG0015772	XP_018475507.1	AL6G44130
OG0015773	XP_018472158.1	AL6G44200
OG0015774	XP_018453131.1	AL6G44500
OG0015775	XP_018474608.1	AL6G44700
OG0015776	XP_018473312.1	AL6G45010
OG0015777	XP_018476356.1	AL6G45030
OG0015778	XP_018473536.1	AL6G45070
OG0015779	XP_018453213.1, XP_018452904.1	AL6G45290
OG0015780	XP_018454651.1	AL6G45360
OG0015781	XP_018458955.1	AL6G45450
OG0015782	XP_018459573.1, XP_018457297.1	AL6G45660
OG0015783	XP_018445190.1	AL6G45880
OG0015784	XP_018445179.1	AL6G45890
OG0015785	XP_018452763.1, XP_018488524.1	AL6G46090
OG0015786	XP_018454849.1, XP_018462873.1	AL6G46250
OG0015787	XP_018456498.1	AL6G46270
OG0015788	XP_018456500.1	AL6G46280
OG0015789	XP_018442879.1	AL6G30590
OG0015790	XP_018461962.1	AL6G38250
OG0015791	XP_018483312.1	AL4G19470
OG0015792	XP_018478888.1	AL8G21270
OG0015793	XP_018483632.1	AL6G38600
OG0015794	XP_018464510.1	AL6G38690
OG0015795	XP_018433952.1	AL6G38700
OG0015796	XP_018455769.1	AL6G38830
OG0015797	XP_018455131.1	AL6G39250
OG0015798	XP_018477192.1	AL6G39620
OG0015799	XP_018477191.1	AL6G39630
OG0015800	XP_018485228.1	AL6G40390
OG0015801	XP_018455794.1	AL3G48180
OG0015802	XP_018441638.1	AL3G48120
OG0015803	XP_018438198.1	AL3G48100
OG0015804	XP_018438194.1	AL3G47970
OG0015805	XP_018438193.1	AL3G47960
OG0015806	XP_018434868.1	AL3G47820
OG0015807	XP_018433496.1, XP_018441943.1	AL3G53890
OG0015808	XP_018440426.1	nbis-gene-908
OG0015809	XP_018439080.1	AL5G30500
OG0015810	XP_018470889.1	AL7G21060
OG0015811	XP_018436499.1	AL5G24580
OG0015812	XP_018471289.1	AL5G24530
OG0015813	XP_018492415.1	AL5G24480
OG0015814	XP_018433693.1, XP_018439187.1	AL4G47660
OG0015815	XP_018472851.1	AL4G47610
OG0015816	XP_018440995.1, XP_018440902.1	AL4G47550
OG0015817	XP_018462048.1, XP_018472660.1	AL4G47410
OG0015818	XP_018477407.1	AL4G47370
OG0015819	XP_018477408.1	AL4G47340
OG0015820	XP_018441502.1	AL4G47330
OG0015821	XP_018441577.1	AL4G47250
OG0015822	XP_018440306.1	AL4G47180
OG0015823	XP_018433206.1	AL4G47120
OG0015824	XP_018465367.1, XP_018434352.1	AL4G46630
OG0015825	XP_018439364.1, XP_018467095.1	AL4G46570
OG0015826	XP_018441703.1	AL4G46420
OG0015827	XP_018438795.1	AL4G46380
OG0015828	XP_018438798.1	AL4G46360
OG0015829	XP_018437783.1	AL4G46340, AL181U10030
OG0015830	XP_018477543.1	AL4G46170
OG0015831	XP_018437063.1	nbis-gene-1168
OG0015832	XP_018438747.1, XP_018438748.1	AL4G45650
OG0015833	XP_018433990.1	AL4G45330
OG0015834	XP_018436598.1	AL4G45090
OG0015835	XP_018485059.1	AL4G44880
OG0015836	XP_018484051.1	AL4G44790
OG0015837	XP_018438226.1	AL4G44780
OG0015838	XP_018477179.1	AL4G44760
OG0015839	XP_018433747.1	AL4G44350
OG0015840	XP_018475284.1	AL4G44330
OG0015841	XP_018476408.1	AL4G44300
OG0015842	XP_018476571.1	AL4G44260
OG0015843	XP_018433151.1	AL3G50990
OG0015844	XP_018437367.1	AL4G44130
OG0015845	XP_018440002.1	AL4G44110
OG0015846	XP_018480000.1, XP_018439525.1	AL4G44070
OG0015847	XP_018436894.1	AL4G44020
OG0015848	XP_018482494.1	AL4G43950
OG0015849	XP_018455759.1	AL6G49320
OG0015850	XP_018433692.1	AL4G43840
OG0015851	XP_018464253.1	AL4G43770
OG0015852	XP_018477305.1	AL4G43340
OG0015853	XP_018439883.1	AL4G42870
OG0015855	XP_018484651.1	AL4G42550
OG0015856	XP_018483077.1, XP_018483076.1	AL4G42360
OG0015857	XP_018441095.1	AL4G42200
OG0015858	XP_018441979.1	AL4G42140
OG0015859	XP_018481322.1	AL4G41990
OG0015860	XP_018475899.1	AL4G41890
OG0015861	XP_018441698.1	AL4G41720
OG0015862	XP_018440467.1	AL4G41590
OG0015863	XP_018433184.1	AL4G41540
OG0015864	XP_018473056.1, XP_018438524.1	AL4G41470
OG0015865	XP_018437540.1	AL4G41460
OG0015866	XP_018484204.1	AL4G41360
OG0015867	XP_018441589.1, XP_018465609.1	AL4G41220
OG0015868	XP_018475937.1	AL4G41210
OG0015869	XP_018476137.1	AL4G41140
OG0015870	XP_018479952.1, XP_018482521.1	AL4G40610
OG0015871	XP_018439061.1	AL4G40310
OG0015872	XP_018476311.1, XP_018440549.1	AL4G40050
OG0015873	XP_018441158.1	AL4G40200
OG0015874	XP_018484283.1, XP_018484282.1	AL4G40220
OG0015875	XP_018484648.1, XP_018465940.1	AL4G40240
OG0015876	XP_018478597.1, XP_018478580.1	AL4G39650
OG0015877	XP_018439300.1	AL4G39620
OG0015878	XP_018439305.1	AL4G39520
OG0015879	XP_018484134.1	AL8G10640
OG0015880	XP_018484099.1	AL8G11230
OG0015881	XP_018433027.1	AL3G11020
OG0015882	XP_018486430.1	AL3G11030
OG0015883	XP_018492189.1	AL3G11070
OG0015884	XP_018492190.1	AL3G11090
OG0015885	XP_018488831.1, XP_018488834.1, XP_018485962.1	AL3G11180
OG0015886	XP_018433826.1	AL3G11200
OG0015887	XP_018486409.1	AL3G11340
OG0015888	XP_018492382.1, XP_018490852.1	AL3G11350
OG0015889	XP_018490061.1	AL3G11360
OG0015890	XP_018487032.1	AL3G11430
OG0015891	XP_018490822.1	AL3G11570
OG0015892	XP_018490817.1	AL3G11580
OG0015893	XP_018492986.1	AL3G11750
OG0015894	XP_018492743.1	AL3G11900
OG0015895	XP_018439340.1	AL3G12080
OG0015896	XP_018439341.1	AL3G12090
OG0015897	XP_018441802.1	AL3G12100
OG0015898	XP_018490612.1	AL3G12120
OG0015899	XP_018460308.1	AL3G27920, AL230U10040, AL3G12130
OG0015900	XP_018493197.1	AL3G12230
OG0015901	XP_018435147.1	AL3G12370
OG0015902	XP_018437177.1	AL3G12460
OG0015903	XP_018436793.1	AL3G12520
OG0015904	XP_018488544.1	AL3G12800
OG0015905	XP_018432845.1	AL3G12870
OG0015906	XP_018488421.1, XP_018493272.1	AL3G13230
OG0015907	XP_018492678.1	AL3G13470
OG0015908	XP_018491454.1	AL3G13560
OG0015909	XP_018437045.1	AL3G13590
OG0015910	XP_018491752.1	AL3G13770
OG0015911	XP_018488695.1	AL3G13790
OG0015912	XP_018486137.1	AL3G13880
OG0015913	XP_018493481.1	AL3G13920
OG0015914	XP_018488346.1	AL3G14040
OG0015915	XP_018488404.1	AL3G14050
OG0015916	XP_018439231.1, XP_018434459.1	AL3G14240
OG0015917	XP_018439232.1, XP_018439140.1	AL3G14340
OG0015918	XP_018491432.1	AL3G14510
OG0015919	XP_018490628.1, XP_018490630.1	AL3G14970
OG0015920	XP_018489460.1	nbis-gene-658
OG0015921	XP_018432928.1, XP_018438992.1	AL3G15590
OG0015922	XP_018486615.1	AL3G15630
OG0015923	XP_018492943.1	AL3G15710
OG0015924	XP_018490586.1	AL3G15960
OG0015925	XP_018476718.1	AL7G43850
OG0015926	XP_018490577.1, XP_018489470.1	AL3G16110
OG0015927	XP_018441515.1	AL3G16280
OG0015928	XP_018486472.1	AL3G16410
OG0015929	XP_018490404.1	AL3G16440
OG0015930	XP_018488626.1	AL3G16500
OG0015931	XP_018437935.1	AL3G16560
OG0015932	XP_018488846.1	AL3G16570
OG0015934	XP_018491101.1	AL3G16990
OG0015936	XP_018462993.1	AL3G17320
OG0015937	XP_018493516.1	AL3G17380
OG0015938	XP_018433443.1	AL3G17460
OG0015939	XP_018455527.1	AL3G42790
OG0015940	XP_018437237.1	AL3G17960
OG0015941	XP_018433794.1	AL3G18130
OG0015942	XP_018488619.1	AL3G18250
OG0015943	XP_018486475.1	AL3G18290
OG0015944	XP_018462987.1	AL3G18800
