Orthogroup	Capsella_rubella	Rorippa_islandica
OG0017605	XP_006296016.1	Roisl.0067s0008.1.p
OG0017606	XP_006296350.1	Roisl.0067s0025.1.p
OG0017607	XP_006296068.1	Roisl.0067s0063.1.p
OG0017608	XP_006295712.2	Roisl.0046s0534.1.p
OG0017609	XP_006295982.1	Roisl.0067s0077.1.p
OG0017611	XP_006295780.1	Roisl.0035s0054.1.p
OG0017612	XP_006293856.1	Roisl.0035s0087.1.p
OG0017613	XP_006293597.1	Roisl.0035s0126.1.p
OG0017614	XP_006296060.1	Roisl.0028s0025.1.p
OG0017615	XP_006294765.1	Roisl.0028s0047.1.p
OG0017616	XP_006295645.2	Roisl.0028s0085.1.p
OG0017617	XP_023635554.1	Roisl.0044s0014.1.p
OG0017618	XP_006294155.1	Roisl.0028s0176.1.p
OG0017619	XP_023640468.1	Roisl.0028s0179.1.p
OG0017621	XP_023640812.1	Roisl.0028s0191.1.p
OG0017622	XP_006296456.1	Roisl.0028s0198.1.p
OG0017623	XP_006297235.1	Roisl.0214s0503.1.p
OG0017624	XP_023640199.1	Roisl.0028s0273.1.p
OG0017625	XP_023640633.1	Roisl.0028s0290.1.p
OG0017626	XP_006294124.1	Roisl.0028s0294.1.p
OG0017627	XP_023639547.1	Roisl.0028s0396.1.p
OG0017628	XP_006295729.1	Roisl.0028s0413.1.p
OG0017629	XP_023639870.1	Roisl.0028s0415.1.p
OG0017630	XP_006296392.1	Roisl.0028s0438.1.p
OG0017631	XP_006280662.1	Roisl.0005s0051.1.p
OG0017633	XP_023641693.1	Roisl.0016s0146.1.p
OG0017634	XP_006299858.1	Roisl.0016s0196.1.p
OG0017635	XP_006297680.1	Roisl.0016s0219.1.p
OG0017636	XP_023641527.1	Roisl.0016s0222.1.p
OG0017637	XP_006281252.1	Roisl.0005s0058.1.p
OG0017638	XP_006296598.1	Roisl.0016s0267.1.p
OG0017639	XP_006297666.1	Roisl.0016s0268.1.p
OG0017640	XP_006299072.1	Roisl.0016s0281.1.p
OG0017641	XP_023641972.1	Roisl.0016s0295.1.p
OG0017642	XP_006297416.1	Roisl.0016s0301.1.p
OG0017646	XP_006296515.1	Roisl.0006s0564.1.p
OG0017647	XP_006299027.1	Roisl.0039s0037.1.p
OG0017648	XP_006300029.1	Roisl.0039s0047.1.p
OG0017649	XP_023642058.1	Roisl.0039s0070.1.p
OG0017650	XP_006297166.1	Roisl.0039s0143.1.p
OG0017651	XP_006298636.1	Roisl.0039s0145.1.p
OG0017652	XP_006303733.2	Roisl.0191s0467.1.p
OG0017653	XP_006298818.1	Roisl.0079s0013.1.p
OG0017654	XP_023641831.1	Roisl.0079s0026.1.p
OG0017655	XP_006297136.1	Roisl.0079s0031.1.p
OG0017656	XP_006299136.2	Roisl.0079s0039.1.p
OG0017657	XP_006296895.1	Roisl.0079s0047.1.p
OG0017658	XP_023642306.1	Roisl.0079s0073.1.p
OG0017659	XP_023642186.1	Roisl.0079s0081.1.p
OG0017660	XP_006299479.1	Roisl.0079s0102.1.p
OG0017661	XP_006297628.1	Roisl.0079s0127.1.p
OG0017662	XP_006298457.2	Roisl.0079s0133.1.p
OG0017663	XP_023641530.1	Roisl.0079s0168.1.p
OG0017664	XP_006289921.1	Roisl.0210s1741.1.p
OG0017665	XP_006299231.1	Roisl.0079s0190.1.p
OG0017666	XP_006297635.2	Roisl.0079s0199.1.p
OG0017667	XP_006297031.1	Roisl.0079s0202.1.p
OG0017668	XP_006299627.1	Roisl.0079s0234.1.p
OG0017669	XP_006299039.1	Roisl.0079s0238.1.p
OG0017670	XP_006297094.1	Roisl.0079s0242.1.p
OG0017671	XP_023646003.1	Roisl.0213s0693.1.p
OG0017672	XP_006297249.1	Roisl.0079s0310.1.p
OG0017673	XP_023641155.1	Roisl.0079s0320.1.p
OG0017674	XP_006298914.1	Roisl.0079s0330.1.p
OG0017675	XP_006299975.1	Roisl.0079s0338.1.p
OG0017676	XP_006299115.1	Roisl.0074s1021.1.p
OG0017677	XP_023641306.1	Roisl.0074s1009.1.p
OG0017678	XP_006298444.1	Roisl.0074s1004.1.p
OG0017679	XP_023642504.1	Roisl.0074s1002.1.p
OG0017680	XP_006299707.2	Roisl.0074s0985.1.p
OG0017681	XP_006298497.1	Roisl.0074s0950.1.p
OG0017682	XP_023642069.1	Roisl.0074s0930.1.p
OG0017683	XP_006299290.1	Roisl.0074s0861.1.p
OG0017684	XP_023642478.1	Roisl.0074s0755.1.p
OG0017685	XP_006297521.1	Roisl.0074s0751.1.p
OG0017686	XP_023642511.1	Roisl.0074s0725.1.p
OG0017687	XP_023641447.1	Roisl.0074s0680.1.p
OG0017688	XP_006296816.1	Roisl.0074s0660.1.p
OG0017689	XP_006297495.1	Roisl.0074s0633.1.p
OG0017690	XP_006297053.1	Roisl.0074s0617.1.p
OG0017691	XP_006299919.1	Roisl.0074s0609.1.p
OG0017692	XP_023642155.1	Roisl.0074s0606.1.p
OG0017693	XP_006298979.1	Roisl.0074s0569.1.p
OG0017694	XP_006297223.1	Roisl.0074s0563.1.p
OG0017695	XP_023641093.1	Roisl.0074s0529.1.p
OG0017696	XP_023641401.1	Roisl.0074s0508.1.p
OG0017697	XP_006299283.1	Roisl.0074s0507.1.p
OG0017698	XP_006299538.1	Roisl.0188s0047.1.p
OG0017699	XP_006298363.1	Roisl.0074s0461.1.p
OG0017700	XP_023642184.1	Roisl.0074s0452.1.p
OG0017701	XP_006298064.1	Roisl.0074s0451.1.p
OG0017702	XP_006300173.1	Roisl.0074s0449.1.p
OG0017703	XP_006299691.2	Roisl.0074s0434.1.p
OG0017704	XP_023642212.1	Roisl.0074s0424.1.p
OG0017705	XP_006299909.2	Roisl.0074s0391.1.p
OG0017706	XP_006298845.1	Roisl.0074s0386.1.p
OG0017707	XP_023641557.1	Roisl.0074s0330.1.p
OG0017708	XP_006297178.2	Roisl.0074s0316.1.p
OG0017709	XP_006297499.1	Roisl.0074s0268.1.p
OG0017710	XP_006299044.1	Roisl.0074s0265.1.p
OG0017711	XP_006298439.1	Roisl.0074s0184.1.p
OG0017712	XP_006297912.1	Roisl.0074s0149.1.p
OG0017713	XP_023634016.1	Roisl.0022s0267.1.p
OG0017714	XP_006299264.1	Roisl.0074s0061.1.p
OG0017715	XP_006299640.1	Roisl.0115s0282.1.p
OG0017716	XP_006297032.1	Roisl.0115s0286.1.p
OG0017717	XP_023642683.1	Roisl.0115s0287.1.p
OG0017718	XP_006304690.1	Roisl.0091s0702.1.p
OG0017719	XP_006298144.1	Roisl.0115s0293.1.p
OG0017720	XP_006286219.2	Roisl.0015s0154.1.p
OG0017721	XP_006298014.2	Roisl.0115s0407.1.p
OG0017722	XP_006282374.1	Roisl.0031s0040.1.p
OG0017723	XP_006282630.1	Roisl.0009s0279.1.p
OG0017724	XP_006285478.1	Roisl.0009s0292.1.p
OG0017725	XP_006286152.1	Roisl.0009s0320.1.p
OG0017726	XP_006283716.1	Roisl.0070s0017.1.p
OG0017727	XP_006283513.1	Roisl.0213s0786.1.p
OG0017728	XP_006285498.1	Roisl.0046s0001.1.p
OG0017729	XP_006285681.1	Roisl.0064s0029.1.p
OG0017730	XP_006284728.1	Roisl.0064s0027.1.p
OG0017731	XP_006284254.1	Roisl.0064s0023.1.p
OG0017732	XP_006286065.1	Roisl.0064s0012.1.p
OG0017733	XP_006284900.1	Roisl.0210s2223.1.p
OG0017734	XP_006283016.1	Roisl.0053s0136.1.p
OG0017735	XP_006300253.1	Roisl.0053s0313.1.p
OG0017736	XP_006298771.1	Roisl.0053s0371.1.p
OG0017737	XP_006297036.1	Roisl.0053s0381.1.p
OG0017738	XP_006296891.1	Roisl.0053s0404.1.p
OG0017739	XP_006299139.1	Roisl.0115s0598.1.p
OG0017740	XP_006300112.1	Roisl.0115s0572.1.p
OG0017741	XP_006296991.1	Roisl.0115s0557.1.p
OG0017742	XP_006298384.1	Roisl.0115s0548.1.p
OG0017743	XP_006306824.1	Roisl.0007s0113.1.p
OG0017744	XP_023641610.1	Roisl.0115s0492.1.p
OG0017745	XP_006297327.2	Roisl.0115s0475.1.p
OG0017748	XP_006285280.1	Roisl.0003s0019.1.p
OG0017749	XP_023634820.1	Roisl.0003s0018.1.p
OG0017750	XP_006285066.1	Roisl.0003s0011.1.p
OG0017751	XP_006285961.1	Roisl.0003s0006.1.p
OG0017752	XP_023641005.1	Roisl.0080s0066.1.p
OG0017753	XP_006300779.1	Roisl.0055s0006.1.p
OG0017754	XP_006302540.1	Roisl.0209s0016.1.p
OG0017755	XP_006302115.1	Roisl.0209s0001.1.p, Roisl.0213s0876.1.p
OG0017757	XP_006302212.1	Roisl.0022s0014.1.p
OG0017758	XP_006288177.1	Roisl.0022s0025.1.p
OG0017759	XP_006302080.1	Roisl.0022s0043.1.p
OG0017760	XP_006280888.1	Roisl.0080s0838.1.p
OG0017761	XP_006301796.1	Roisl.0194s0046.1.p
OG0017762	XP_006302753.2	Roisl.0194s0045.1.p
OG0017763	XP_023643109.1	Roisl.0189s0053.1.p
OG0017764	XP_006302483.1	Roisl.0071s0010.1.p
OG0017765	XP_006286393.1	Roisl.0210s1614.1.p
OG0017766	XP_006288998.1	Roisl.0210s1602.1.p
OG0017767	XP_006287205.1	Roisl.0210s1566.1.p
OG0017768	XP_023636833.1	Roisl.0210s1533.1.p
OG0017769	XP_006281828.1	Roisl.0068s0010.1.p
OG0017770	XP_006289170.1	Roisl.0046s0482.1.p
OG0017771	XP_006280150.1	Roisl.0014s0067.1.p
OG0017772	XP_006299698.1	Roisl.0214s0389.1.p
OG0017773	XP_006292491.1	Roisl.0046s1180.1.p
OG0017774	XP_006292829.1	Roisl.0046s1162.1.p
OG0017775	XP_006292468.1	Roisl.0046s1073.1.p
OG0017776	XP_006291707.1	Roisl.0046s1072.1.p
OG0017777	XP_006306047.1	Roisl.0210s0007.1.p
OG0017778	XP_006306896.2	Roisl.0210s0014.1.p
OG0017779	XP_023645583.1	Roisl.0210s0021.1.p
OG0017780	XP_006306162.1	Roisl.0210s0047.1.p
OG0017781	XP_006304659.1	Roisl.0210s0056.1.p
OG0017782	XP_006305484.1	Roisl.0210s0061.1.p
OG0017783	XP_006279890.1	Roisl.0191s0691.1.p
OG0017784	XP_006305595.1	Roisl.0210s0161.1.p
OG0017785	XP_006307239.1	Roisl.0210s0166.1.p
OG0017786	XP_006305317.2	Roisl.0210s0258.1.p
OG0017787	XP_006306230.1	Roisl.0210s0268.1.p
OG0017788	XP_006306319.1	Roisl.0210s0305.1.p
OG0017789	XP_023645416.1	Roisl.0210s0334.1.p
OG0017790	XP_006306477.1	Roisl.0210s0335.1.p
OG0017791	XP_023645022.1	Roisl.0210s0345.1.p
OG0017792	XP_023644462.1	Roisl.0210s0348.1.p
OG0017793	XP_006303915.1	Roisl.0210s0354.1.p
OG0017794	XP_006306485.1	Roisl.0210s0373.1.p
OG0017795	XP_006306938.2	Roisl.0091s0728.1.p
OG0017796	XP_023632804.1	Roisl.0091s0747.1.p
OG0017797	XP_023646026.1	Roisl.0091s0763.1.p
OG0017798	XP_006302063.1	Roisl.0014s0004.1.p
OG0017799	XP_006304769.1	Roisl.0091s0789.1.p
OG0017800	XP_006306150.1	Roisl.0091s0796.1.p
OG0017801	XP_006306133.1	Roisl.0091s0817.1.p
OG0017802	XP_006307700.1	Roisl.0091s0828.1.p
OG0017803	XP_006304682.2	Roisl.0091s0847.1.p
OG0017804	XP_006304736.2	Roisl.0091s0856.1.p
OG0017805	XP_006304039.1	Roisl.0091s0873.1.p
OG0017806	XP_006304009.1	Roisl.0091s0882.1.p
OG0017807	XP_023645042.1	Roisl.0091s0894.1.p
OG0017808	XP_006304721.1	Roisl.0091s0902.1.p
OG0017810	XP_023632847.1	Roisl.0091s0993.1.p
OG0017811	XP_006305486.1	Roisl.0091s1003.1.p
OG0017812	XP_023645535.1	Roisl.0091s1047.1.p
OG0017814	XP_006303500.1	Roisl.0091s1068.1.p
OG0017815	XP_006307081.1	Roisl.0091s1116.1.p
OG0017816	XP_006280270.1	Roisl.0031s0010.1.p
OG0017817	XP_006305019.1	Roisl.0091s1132.1.p
OG0017818	XP_006303278.1	Roisl.0091s1140.1.p
OG0017819	XP_023645698.1	Roisl.0091s1194.1.p
OG0017820	XP_023632624.1	Roisl.0091s1206.1.p
OG0017821	XP_023644726.1	Roisl.0091s1211.1.p
OG0017822	XP_006307382.1	Roisl.0091s1213.1.p
OG0017823	XP_006303629.1	Roisl.0012s0303.1.p, Roisl.0012s0299.1.p
OG0017824	XP_006303656.1	Roisl.0091s1221.1.p
OG0017825	XP_006305957.1	Roisl.0091s1225.1.p
OG0017826	XP_006303544.1	Roisl.0021s0027.1.p
OG0017827	XP_006303673.1	Roisl.0021s0070.1.p
OG0017828	XP_023644878.1	Roisl.0021s0085.1.p
OG0017829	XP_006306425.1	Roisl.0021s0094.1.p
OG0017830	XP_006307419.1	Roisl.0021s0150.1.p
OG0017831	XP_023632645.1	Roisl.0021s0154.1.p
OG0017832	XP_006305142.1	Roisl.0021s0158.1.p
OG0017833	XP_023645083.1	Roisl.0021s0161.1.p
OG0017834	XP_006307666.1	Roisl.0021s0174.1.p
OG0017835	XP_023644694.1	Roisl.0021s0214.1.p
OG0017836	XP_006306543.2	Roisl.0021s0228.1.p
OG0017837	XP_006307499.2	Roisl.0021s0246.1.p
OG0017838	XP_006306821.1	Roisl.0021s0285.1.p
OG0017839	XP_006307710.2	Roisl.0021s0378.1.p
OG0017840	XP_006304140.1	Roisl.0021s0427.1.p
OG0017841	XP_006295300.1	Roisl.0214s0013.1.p
OG0017842	XP_006305948.1	Roisl.0021s0456.1.p
OG0017843	XP_006307009.1	Roisl.0021s0461.1.p
OG0017844	XP_023645316.1	Roisl.0021s0481.1.p
OG0017845	XP_006304464.1	Roisl.0007s0754.1.p
OG0017846	XP_006306344.1	Roisl.0007s0735.1.p
OG0017847	XP_006304252.1	Roisl.0007s0729.1.p
OG0017848	XP_023645717.1	Roisl.0007s0709.1.p
OG0017849	XP_006305892.1	Roisl.0007s0672.1.p
OG0017850	XP_023645162.1	Roisl.0007s0604.1.p
OG0017851	XP_006303647.1	Roisl.0007s0575.1.p
OG0017852	XP_006307500.1	Roisl.0007s0573.1.p
OG0017853	XP_006307448.1	Roisl.0007s0534.1.p
OG0017854	XP_023633258.1	Roisl.0007s0228.1.p, Roisl.0007s0530.1.p
OG0017855	XP_006306369.1	Roisl.0007s0506.1.p
OG0017856	XP_006307304.1	Roisl.0007s0427.1.p
OG0017857	XP_006306625.1	Roisl.0007s0405.1.p
OG0017858	XP_023633057.1	Roisl.0007s0391.1.p
OG0017859	XP_006303549.1	Roisl.0007s0366.1.p
OG0017860	XP_006305304.1	Roisl.0007s0347.1.p
OG0017862	XP_006303272.1	Roisl.0007s0303.1.p
OG0017863	XP_006305013.1	Roisl.0007s0300.1.p
OG0017864	XP_006305385.2	Roisl.0007s0286.1.p
OG0017865	XP_006306880.1	Roisl.0007s0280.1.p
OG0017866	XP_006304738.1	Roisl.0007s0276.1.p
OG0017867	XP_006306916.1	Roisl.0007s0279.1.p
OG0017868	XP_006306248.1	Roisl.0007s0262.1.p
OG0017869	XP_006303949.1	Roisl.0007s0224.1.p, Roisl.0007s0267.1.p
OG0017870	XP_006304228.1	Roisl.0007s0215.1.p
OG0017871	XP_006305516.1	Roisl.0007s0174.1.p
OG0017872	XP_023644885.1	Roisl.0007s0159.1.p
OG0017873	XP_006283334.1	Roisl.0053s0061.1.p
OG0017874	XP_006304635.1	Roisl.0007s0071.1.p
OG0017875	XP_006304763.2	Roisl.0007s0040.1.p
OG0017876	XP_006305325.1	Roisl.0049s0056.1.p
OG0017877	XP_006304666.1	Roisl.0049s0075.1.p
OG0017878	XP_006305154.1	Roisl.0049s0079.1.p
OG0017879	XP_006303243.1	Roisl.0049s0081.1.p
OG0017880	XP_006305355.2	Roisl.0191s0004.1.p
OG0017881	XP_006307048.1	Roisl.0191s0035.1.p
OG0017882	XP_006304328.2	Roisl.0191s0047.1.p
OG0017883	XP_006305750.1	Roisl.0191s0079.1.p
OG0017884	XP_006305902.1	Roisl.0191s0093.1.p
OG0017885	XP_006304302.1	Roisl.0191s0096.1.p
OG0017886	XP_006306223.1	Roisl.0191s0107.1.p
OG0017887	XP_006307217.1	Roisl.0209s0141.1.p
OG0017888	XP_006304937.1	Roisl.0191s0110.1.p
OG0017889	XP_006303895.1	Roisl.0191s0119.1.p
OG0017890	XP_023643631.1	Roisl.0019s0343.1.p
OG0017891	XP_006301552.1	Roisl.0019s0354.1.p
OG0017892	XP_006301286.1	Roisl.0019s0379.1.p
OG0017893	XP_023643847.1	Roisl.0019s0400.1.p
OG0017894	XP_006302549.1	Roisl.0019s0415.1.p
OG0017895	XP_006302185.1	Roisl.0019s0435.1.p
OG0017896	XP_006304329.1	Roisl.0191s0146.1.p
OG0017897	XP_006301021.1	Roisl.0019s0446.1.p
OG0017898	XP_006300400.1	Roisl.0019s0453.1.p
OG0017899	XP_023643131.1	Roisl.0019s0469.1.p
OG0017900	XP_023643128.1	Roisl.0019s0470.1.p
OG0017901	XP_023643130.1	Roisl.0019s0471.1.p
OG0017902	XP_006302214.1	Roisl.0019s0486.1.p
OG0017903	XP_006307033.1	Roisl.0209s0140.1.p
OG0017904	XP_006305218.1	Roisl.0209s0126.1.p
OG0017905	XP_006306959.1	Roisl.0209s0121.1.p
OG0017906	XP_006305209.1	Roisl.0040s0105.1.p
OG0017907	XP_006284493.1	Roisl.0009s0067.1.p
OG0017908	XP_006282956.1	Roisl.0009s0277.1.p
OG0017909	XP_006302608.2	Roisl.0209s0561.1.p
OG0017910	XP_006301522.1	Roisl.0209s0565.1.p
OG0017911	XP_006300315.2	Roisl.0209s0573.1.p
OG0017912	XP_023643401.1	Roisl.0209s0577.1.p
OG0017913	XP_006301825.2	Roisl.0209s0585.1.p
OG0017914	XP_023643582.1	Roisl.0209s0586.1.p
OG0017915	XP_006300876.1	Roisl.0209s0628.1.p
OG0017916	XP_006301218.1	Roisl.0209s0634.1.p
OG0017917	XP_006302331.1	Roisl.0209s0640.1.p
OG0017918	XP_006302892.1	Roisl.0209s0768.1.p
OG0017919	XP_023643502.1	Roisl.0214s0525.1.p
OG0017920	XP_006302899.1	Roisl.0214s0532.1.p
OG0017921	XP_006301740.2	Roisl.0214s0559.1.p
OG0017922	XP_023643480.1	Roisl.0214s0598.1.p
OG0017923	XP_006300508.1	Roisl.0214s0600.1.p
OG0017924	XP_006301947.1	Roisl.0213s0872.1.p
OG0017925	XP_006301725.1	Roisl.0214s0696.1.p
OG0017926	XP_006302122.1	Roisl.0214s0713.1.p
OG0017927	XP_006302632.1	Roisl.0214s0763.1.p
OG0017928	XP_006302802.1	Roisl.0214s0865.1.p
OG0017929	XP_006302471.1	Roisl.0213s0869.1.p
OG0017930	XP_006301295.1	Roisl.0008s0032.1.p
OG0017931	XP_006302538.1	Roisl.0008s0002.1.p
OG0017932	XP_006302880.1	Roisl.0050s0081.1.p
OG0017933	XP_023637887.1	Roisl.0184s0178.1.p
OG0017934	XP_006298726.1	Roisl.0047s0061.1.p
OG0017935	XP_023644024.1	Roisl.0050s0006.1.p
OG0017936	XP_006280267.1	Roisl.0005s0138.1.p
OG0017937	XP_023644038.1	Roisl.0005s0136.1.p
OG0017938	XP_023641839.1	Roisl.0005s0120.1.p
OG0017940	XP_006281318.1	Roisl.0005s0018.1.p
OG0017941	XP_006305977.1	Roisl.0015s0106.1.p
OG0017942	XP_006281657.1	Roisl.0012s0289.1.p
OG0017943	XP_006281530.1	Roisl.0012s0257.1.p
OG0017944	XP_006287956.1	Roisl.0082s0299.1.p
OG0017945	XP_023636444.1	Roisl.0082s0275.1.p
OG0017946	XP_006283793.1	Roisl.0044s0084.1.p
OG0017947	XP_006283052.1	Roisl.0044s0099.1.p
OG0017950	XP_006284187.1	Roisl.0002s0040.1.p
OG0017951	XP_006283195.1	Roisl.0002s0036.1.p
OG0017952	XP_006305453.1	Roisl.0111s0019.1.p
OG0017954	XP_006306511.1	Roisl.0013s0116.1.p
OG0017955	XP_006306949.2	Roisl.0013s0101.1.p
OG0017956	XP_006306266.1	Roisl.0013s0105.1.p
OG0017957	XP_006306606.1	Roisl.0013s0082.1.p
OG0017958	XP_006303513.2	Roisl.0013s0063.1.p
OG0017959	XP_006306952.1	Roisl.0013s0054.1.p
OG0017960	XP_006300538.2	Roisl.0004s0399.1.p
OG0017961	XP_006282995.1	Roisl.0115s0772.1.p
OG0017962	XP_023634484.1	Roisl.0115s0768.1.p
OG0017963	XP_023634608.1	Roisl.0115s0760.1.p
OG0017964	XP_006282945.1	Roisl.0115s0746.1.p
OG0017965	XP_023633970.1	Roisl.0115s0743.1.p
OG0017966	XP_006284951.1	Roisl.0115s0728.1.p
OG0017967	XP_006284589.1	Roisl.0115s0727.1.p
OG0017968	XP_006284098.1	Roisl.0115s0725.1.p
OG0017969	XP_006283949.1	Roisl.0115s0719.1.p
OG0017970	XP_006286221.1	Roisl.0043s0031.1.p, Roisl.0015s0187.1.p
OG0017971	XP_023635676.1	Roisl.0115s0681.1.p
OG0017972	XP_023635094.1	Roisl.0001s0518.1.p
OG0017973	XP_023637960.1	Roisl.0020s0160.1.p
OG0017974	XP_023634493.1	Roisl.0001s0508.1.p
OG0017975	XP_006282486.1	Roisl.0001s0499.1.p
OG0017976	XP_006283165.1	Roisl.0001s0461.1.p
OG0017977	XP_006283987.2	Roisl.0001s0459.1.p
OG0017978	XP_023640609.1	Roisl.0198s0052.1.p
OG0017979	XP_006285835.1	Roisl.0001s0432.1.p
OG0017980	XP_006285213.1	Roisl.0001s0372.1.p
OG0017981	XP_006284273.2	Roisl.0001s0348.1.p
OG0017982	XP_006285729.1	Roisl.0001s0344.1.p
OG0017983	XP_006283244.1	Roisl.0001s0314.1.p
OG0017984	XP_006282774.1	Roisl.0001s0297.1.p
OG0017985	XP_006284437.1	Roisl.0001s0251.1.p
OG0017986	XP_006285838.1	Roisl.0001s0174.1.p
OG0017987	XP_006284172.2	Roisl.0001s0128.1.p
OG0017988	XP_006286078.1	Roisl.0001s0081.1.p
OG0017989	XP_023634971.1	Roisl.0001s0035.1.p
OG0017991	XP_023634619.1	Roisl.0003s0264.1.p
OG0017992	XP_006294658.2	Roisl.0035s0154.1.p
OG0017993	XP_006283800.1	Roisl.0003s0308.1.p
OG0017994	XP_006284064.2	Roisl.0003s0337.1.p
OG0017995	XP_006283102.1	Roisl.0008s0296.1.p
OG0017996	XP_006284126.1	Roisl.0008s0300.1.p
OG0017997	XP_006285149.1	Roisl.0008s0319.1.p
OG0017998	XP_023634591.1	Roisl.0008s0332.1.p
OG0017999	XP_023635555.1	Roisl.0008s0353.1.p
OG0018000	XP_006283999.1	Roisl.0003s0202.1.p
OG0018001	XP_006284169.2	Roisl.0003s0194.1.p
OG0018002	XP_006284104.1	Roisl.0003s0174.1.p
OG0018003	XP_006285031.1	Roisl.0003s0162.1.p
OG0018004	XP_006285698.2	Roisl.0022s0490.1.p
OG0018005	XP_006283940.1	Roisl.0003s0148.1.p
OG0018006	XP_023634722.1	Roisl.0003s0143.1.p
OG0018007	XP_006284411.1	Roisl.0003s0127.1.p
OG0018008	XP_006282675.1	Roisl.0003s0103.1.p
OG0018009	XP_006300005.1	Roisl.0053s0289.1.p
OG0018010	XP_006297207.1	Roisl.0053s0285.1.p
OG0018011	XP_006298301.1	Roisl.0053s0268.1.p
OG0018012	XP_023643612.1	Roisl.0019s0228.1.p
OG0018013	XP_006300677.1	Roisl.0019s0238.1.p
OG0018014	XP_006301970.1	Roisl.0019s0246.1.p
OG0018015	XP_006304514.1	Roisl.0191s0231.1.p
OG0018017	XP_023633066.1	Roisl.0191s0344.1.p
OG0018018	XP_023646010.1	Roisl.0191s0398.1.p
OG0018019	XP_006285079.1	Roisl.0022s0229.1.p
OG0018020	XP_023640691.1	Roisl.0198s0063.1.p
OG0018021	XP_006294689.2	Roisl.0023s0103.1.p
OG0018022	XP_006288587.1	Roisl.0191s0585.1.p
OG0018023	XP_006287463.1	Roisl.0191s0581.1.p
OG0018024	XP_006287058.1	Roisl.0191s0573.1.p
OG0018025	XP_006286958.1	Roisl.0191s0571.1.p
OG0018026	XP_006288275.1	Roisl.0191s0538.1.p
OG0018027	XP_023637225.1	Roisl.0015s0050.1.p
OG0018029	XP_006294653.1	Roisl.0063s0029.1.p
OG0018030	XP_006304911.1	Roisl.0191s0418.1.p
OG0018031	XP_006307502.1	Roisl.0075s0223.1.p
OG0018032	XP_006284029.1	Roisl.0022s0345.1.p
OG0018033	XP_006283763.1	Roisl.0022s0377.1.p
OG0018034	XP_006282740.2	Roisl.0022s0398.1.p
OG0018035	XP_006285719.2	Roisl.0022s0395.1.p
OG0018036	XP_006284381.1	Roisl.0022s0410.1.p
OG0018037	XP_006285304.1	Roisl.0022s0412.1.p
OG0018038	XP_023633648.1	Roisl.0022s0425.1.p
OG0018039	XP_023635505.1	Roisl.0022s0455.1.p
OG0018043	XP_023645349.1	Roisl.0210s0270.1.p
OG0018044	XP_006306781.2	Roisl.0091s1126.1.p
OG0018046	XP_023645922.1	Roisl.0021s0141.1.p
OG0018047	XP_006305232.1	Roisl.0021s0348.1.p
OG0018048	XP_006304708.1	Roisl.0021s0454.1.p
OG0018050	XP_006303290.1	Roisl.0007s0259.1.p
OG0018051	XP_006303522.1	Roisl.0191s0147.1.p
OG0018052	XP_006304587.1	Roisl.0191s0292.1.p
OG0018053	XP_006304366.1	Roisl.0191s0337.1.p
OG0018054	XP_006306518.1	Roisl.0191s0366.1.p
OG0018055	XP_006303479.1	Roisl.0213s0286.1.p
OG0018057	XP_023633100.1	Roisl.0111s0015.1.p
OG0018058	XP_023633264.1	Roisl.0185s0022.1.p
OG0018059	XP_006305212.2	Roisl.0179s0107.1.p
OG0018060	XP_006304191.1	Roisl.0179s0039.1.p
OG0018061	XP_023645266.1	Roisl.0066s0377.1.p
OG0018063	XP_006301066.1	Roisl.0189s0012.1.p, Roisl.0213s0388.1.p, Roisl.0050s0086.1.p
OG0018067	XP_006302083.1	Roisl.0021s0636.1.p
OG0018068	XP_006301548.1	Roisl.0213s0864.1.p
OG0018069	XP_006300666.2	Roisl.0209s0052.1.p
OG0018070	XP_006302161.1	Roisl.0055s0001.1.p
OG0018071	XP_006301584.1	Roisl.0019s0749.1.p
OG0018072	XP_006300891.1	Roisl.0019s0736.1.p
OG0018073	XP_006303077.1	Roisl.0019s0676.1.p
OG0018074	XP_006301944.1	Roisl.0019s0618.1.p
OG0018075	XP_006301573.1	Roisl.0019s0417.1.p
OG0018076	XP_006302986.1	Roisl.0019s0309.1.p
OG0018077	XP_006303017.1	Roisl.0004s0511.1.p
OG0018078	XP_006302618.1	Roisl.0004s0495.1.p
OG0018079	XP_006302465.2	Roisl.0004s0463.1.p
OG0018080	XP_006300304.1	Roisl.0004s0439.1.p
OG0018081	XP_006301726.1	Roisl.0004s0269.1.p
OG0018082	XP_023644328.1	Roisl.0004s0198.1.p, Roisl.0004s0196.1.p
OG0018083	XP_006301735.1	Roisl.0004s0077.1.p
OG0018084	XP_023643643.1	Roisl.0115s0213.1.p
OG0018085	XP_006301906.2	Roisl.0115s0098.1.p, Roisl.0210s0485.1.p
OG0018086	XP_006299703.1	Roisl.0016s0128.1.p
OG0018087	XP_006299968.1	Roisl.0079s0135.1.p
OG0018088	XP_006297090.1	Roisl.0079s0149.1.p
OG0018089	XP_006299041.1	Roisl.0074s0704.1.p
OG0018090	XP_023641817.1	Roisl.0074s0135.1.p
OG0018091	XP_006296788.1	Roisl.0074s0085.1.p
OG0018092	XP_006297181.1	Roisl.0074s0042.1.p
OG0018093	XP_006299548.1	Roisl.0074s0035.1.p
OG0018094	XP_006299768.1	Roisl.0053s0352.1.p
