Orthogroup	Capsella_rubella	Cardamine_hirsuta
OG0016203	XP_006303980.1	CARHR001550
OG0016204	XP_006293074.1	CARHR104150
OG0016205	XP_006304532.2	CARHR001620
OG0016206	XP_006305510.1	CARHR001640
OG0016207	XP_006307128.2	CARHR001710
OG0016208	XP_006306036.1	CARHR001820
OG0016209	XP_006305036.1	CARHR001920
OG0016210	XP_006306829.1	CARHR001930
OG0016211	XP_006303299.1	CARHR002000
OG0016212	XP_006303463.1	CARHR002140
OG0016213	XP_006306852.1	CARHR002440
OG0016214	XP_006305556.1	CARHR002550
OG0016215	XP_006306694.1	CARHR002760
OG0016216	XP_006306146.2	CARHR002770
OG0016217	XP_023645271.1	CARHR002780
OG0016218	XP_006306944.1	CARHR002920
OG0016219	XP_006305658.2	CARHR002980
OG0016220	XP_006305052.1	CARHR003020
OG0016221	XP_006306750.1	CARHR003080
OG0016222	XP_023645335.1	CARHR003160
OG0016223	XP_006304427.1	CARHR003380
OG0016225	XP_006303192.1	CARHR003650
OG0016226	XP_006304026.1	CARHR003890
OG0016227	XP_006303956.1	CARHR003920
OG0016228	XP_006303397.1	CARHR003990
OG0016229	XP_006306024.2	CARHR004280
OG0016230	XP_006305960.1	CARHR004300
OG0016231	XP_023645134.1	CARHR004370
OG0016232	XP_006307306.1	CARHR004380
OG0016233	XP_006304927.1	CARHR004400
OG0016234	XP_006303288.1	CARHR004510
OG0016235	XP_006305299.1	CARHR004560
OG0016236	XP_006306165.1	CARHR004610
OG0016237	XP_023645241.1	CARHR004800
OG0016238	XP_006303489.1	CARHR004830
OG0016239	XP_006307640.1	CARHR004870
OG0016240	XP_023644600.1	CARHR004890
OG0016241	XP_006303862.1	CARHR004930
OG0016242	XP_006307375.1	CARHR005110
OG0016243	XP_006303916.2	CARHR005190
OG0016244	XP_006303960.2	CARHR005350
OG0016245	XP_023645476.1	CARHR005360
OG0016246	XP_023632839.1	CARHR005370
OG0016247	XP_006306029.1	CARHR005430
OG0016248	XP_006302547.2	CARHR055910
OG0016249	XP_006304189.1	CARHR006010
OG0016250	XP_006306038.1	CARHR006060
OG0016251	XP_006304917.1	CARHR006130
OG0016252	XP_006306354.1	CARHR006140
OG0016253	XP_006305018.1	CARHR006160
OG0016254	XP_006306187.2	CARHR006370
OG0016255	XP_006306676.1	CARHR006390
OG0016256	XP_023644689.1	CARHR006420
OG0016257	XP_006307051.1	CARHR006510
OG0016258	XP_006306699.1	CARHR006530
OG0016259	XP_006306181.1	CARHR006590
OG0016260	XP_006306042.1	CARHR006640
OG0016261	XP_006303732.1	CARHR006680
OG0016262	XP_023645015.1	CARHR006730
OG0016263	XP_006303302.1	CARHR006750
OG0016264	XP_006307401.1	CARHR006970
OG0016265	XP_023642135.1	CARHR106260
OG0016266	XP_006285997.1	CARHR231780
OG0016267	XP_006305830.2	CARHR007200
OG0016268	XP_006306847.1	CARHR007300
OG0016269	XP_006303609.1	CARHR007310
OG0016270	XP_006306426.1	CARHR007490
OG0016271	XP_023634456.1, XP_023645801.1	CARHR007520
OG0016272	XP_006303625.1	CARHR007660
OG0016273	XP_006307618.1	CARHR004500
OG0016274	XP_006305381.1	CARHR007930
OG0016275	XP_006306103.1	CARHR008000
OG0016276	XP_006303705.1	CARHR008020
OG0016277	XP_006304996.1	CARHR008130
OG0016278	XP_006305032.1	CARHR008360
OG0016279	XP_006306844.1	CARHR008420
OG0016280	XP_006306655.1	CARHR008490
OG0016281	XP_006306525.1	CARHR008520
OG0016282	XP_006304054.1	CARHR008550
OG0016283	XP_006306095.1	CARHR008600
OG0016284	XP_006306705.1	CARHR008640
OG0016285	XP_006306848.1	CARHR008680
OG0016286	XP_006304207.1	CARHR008690
OG0016287	XP_006304477.1	CARHR008930
OG0016288	XP_023632944.1	CARHR009090
OG0016289	XP_023645200.1	CARHR009100
OG0016290	XP_006305368.1	CARHR009200
OG0016292	XP_023632650.1	CARHR009410
OG0016293	XP_006307058.1	CARHR009420
OG0016294	XP_006303671.1	CARHR009590
OG0016295	XP_023645691.1	CARHR009650
OG0016296	XP_023645456.1	CARHR009800
OG0016297	XP_023632679.1	CARHR009810
OG0016298	XP_006304299.1	CARHR009820
OG0016299	XP_023632895.1	CARHR009870
OG0016300	XP_006306941.1	CARHR009950
OG0016301	XP_006304862.1	CARHR010360
OG0016302	XP_023644870.1	CARHR010450
OG0016303	XP_006305727.1	CARHR010680
OG0016304	XP_006305398.1	CARHR010710
OG0016305	XP_006305846.2	CARHR011020
OG0016306	XP_006304451.1	CARHR011090
OG0016307	XP_023644712.1	CARHR011100
OG0016308	XP_023636748.1	CARHR259360
OG0016309	XP_006305467.1	CARHR011430
OG0016310	XP_023634963.1	CARHR218370
OG0016311	XP_006305439.1	CARHR011830
OG0016312	XP_006306834.1	CARHR011970
OG0016313	XP_006303320.1	CARHR012000
OG0016314	XP_023645169.1	CARHR012080
OG0016315	XP_006301243.1	CARHR012360
OG0016316	XP_006307619.1	CARHR012410
OG0016317	XP_006304754.2	CARHR012550
OG0016318	XP_023632805.1	CARHR012560
OG0016319	XP_023644848.1	CARHR012660
OG0016320	XP_006306686.2	CARHR012720
OG0016321	XP_006304711.1	CARHR012780
OG0016323	XP_006303946.1	CARHR012850
OG0016324	XP_006303312.1	CARHR012940
OG0016325	XP_006306831.1	CARHR013110
OG0016326	XP_006307445.1	CARHR013310
OG0016327	XP_006307168.1	CARHR013500
OG0016328	XP_006303153.1	CARHR013540
OG0016329	XP_006306135.2	CARHR013600
OG0016330	XP_023645752.1	CARHR013620
OG0016331	XP_006307650.1	CARHR013890
OG0016332	XP_006304034.1	CARHR014010
OG0016333	XP_006304161.1	CARHR014070
OG0016334	XP_006304110.1	CARHR014100
OG0016335	XP_023645650.1	CARHR014210
OG0016336	XP_006306393.1	CARHR014260
OG0016337	XP_023644893.1	CARHR014360
OG0016338	XP_006306189.1	CARHR014350
OG0016339	XP_006305460.1	CARHR014530
OG0016340	XP_023632971.1	CARHR014570
OG0016341	XP_006307116.2	CARHR014600
OG0016342	XP_006307479.1	CARHR014700
OG0016343	XP_023645601.1	CARHR014720
OG0016344	XP_006304131.1	CARHR014730
OG0016345	XP_006303665.1	CARHR014790
OG0016346	XP_006305417.1	CARHR015000
OG0016347	XP_006305322.1	CARHR015060
OG0016348	XP_006306125.1	CARHR015720
OG0016349	XP_006304675.1	CARHR015860
OG0016350	XP_006306560.2	CARHR015920
OG0016351	XP_006305327.1	CARHR015960
OG0016352	XP_006305313.1	CARHR016020
OG0016353	XP_006304525.1	CARHR016190
OG0016354	XP_006305845.1	CARHR016230
OG0016355	XP_006300611.1	CARHR071080
OG0016356	XP_006306285.1	CARHR016540
OG0016357	XP_023646023.1	CARHR016580
OG0016358	XP_006303978.1	CARHR016820
OG0016359	XP_023645923.1	CARHR016920
OG0016360	XP_023645759.1	CARHR016950
OG0016361	XP_006305615.1	CARHR017060
OG0016362	XP_006303905.1	CARHR017100
OG0016363	XP_023645633.1	CARHR017120
OG0016364	XP_006307161.1	CARHR017140
OG0016365	XP_006304316.1	CARHR017470
OG0016366	XP_006305734.1	CARHR017610
OG0016367	XP_006303293.2	CARHR017760
OG0016368	XP_006305598.1	CARHR017770
OG0016369	XP_006304706.1	CARHR017790
OG0016370	XP_023642618.1	CARHR258530
OG0016371	XP_006306700.1	CARHR017850
OG0016372	XP_006304130.2	CARHR017920
OG0016373	XP_023637270.1	CARHR185140
OG0016374	XP_006306911.1	CARHR018030
OG0016375	XP_006304808.1	CARHR018060
OG0016376	XP_006304885.1	CARHR018080
OG0016377	XP_023645955.1	CARHR018090
OG0016378	XP_006306901.1	CARHR018140
OG0016379	XP_023645043.1	CARHR018180
OG0016380	XP_006307007.1	CARHR018350
OG0016381	XP_023644771.1	CARHR018360
OG0016382	XP_006303637.1	CARHR018370
OG0016383	XP_006296190.1	CARHR120050
OG0016384	XP_023633136.1	CARHR018620
OG0016385	XP_006304424.1	CARHR018640
OG0016386	XP_006307108.1	CARHR018680
OG0016387	XP_006307097.1	CARHR018700
OG0016388	XP_006304965.1	CARHR018720
OG0016389	XP_023633137.1	CARHR018750
OG0016390	XP_006305935.2	CARHR018820
OG0016391	XP_006288801.2	CARHR264230
OG0016393	XP_006305676.1	CARHR019310
OG0016394	XP_006305917.2	CARHR019440
OG0016395	XP_006306210.1	CARHR019460
OG0016396	XP_023632801.1	CARHR019590
OG0016397	XP_006307016.1	CARHR019680
OG0016398	XP_006303432.1	CARHR019720
OG0016400	XP_006306730.1	CARHR019880
OG0016401	XP_006304178.1	CARHR019900
OG0016402	XP_006307629.1	CARHR019930
OG0016403	XP_006306486.1	CARHR019960
OG0016404	XP_006303620.1	CARHR020060
OG0016405	XP_006304805.1	CARHR020170
OG0016406	XP_006304311.1	CARHR020320
OG0016407	XP_006298576.1	CARHR101970
OG0016408	XP_006305582.1	CARHR020520
OG0016409	XP_023633121.1	CARHR020530
OG0016410	XP_023632611.1	CARHR020610
OG0016411	XP_006303171.1	CARHR021000
OG0016412	XP_023644891.1	CARHR021030
OG0016413	XP_006307427.1	CARHR021300
OG0016414	XP_006306288.2	CARHR021500
OG0016415	XP_006303502.1	CARHR021710
OG0016416	XP_006295132.1	CARHR114700
OG0016417	XP_006306114.1	CARHR021920
OG0016418	XP_006306166.1	CARHR021930
OG0016419	XP_006305337.1	CARHR021960
OG0016420	XP_006303894.1	CARHR021990
OG0016421	XP_023644831.1	CARHR022000
OG0016423	XP_023644849.1	CARHR022110
OG0016424	XP_006306696.1	CARHR022130
OG0016425	XP_023644908.1	CARHR022150
OG0016426	XP_006306531.1	CARHR022160
OG0016427	XP_006305752.1	CARHR022510
OG0016428	XP_006305433.1	CARHR022530
OG0016429	XP_006303258.1	CARHR022540
OG0016430	XP_006306504.1	CARHR022800
OG0016431	XP_006304237.1	CARHR022820
OG0016432	XP_006306912.1	CARHR022890
OG0016433	XP_006307141.1	CARHR035320, CARHR022910
OG0016434	XP_006304546.1	CARHR022980
OG0016435	XP_006304306.1	CARHR023060
OG0016436	XP_006306336.1	CARHR023130
OG0016437	XP_006305604.1	CARHR023150
OG0016438	XP_006305047.1	CARHR023160
OG0016439	XP_006306396.1	CARHR023380
OG0016440	XP_006306475.2	CARHR023440
OG0016441	XP_006301391.1	CARHR290930
OG0016442	XP_023643004.1	CARHR290970
OG0016443	XP_006302817.2	CARHR291040
OG0016444	XP_006301758.1	CARHR291060
OG0016445	XP_006302624.1	CARHR291140
OG0016446	XP_006301999.1	CARHR291180
OG0016447	XP_006300817.1	CARHR291190
OG0016448	XP_006301077.1	CARHR291210
OG0016449	XP_006302123.1	CARHR291240
OG0016450	XP_006302759.1	CARHR064580
OG0016451	XP_006301271.1	CARHR064540
OG0016452	XP_006301839.1	CARHR064510
OG0016453	XP_006304119.1	CARHR036160
OG0016454	XP_006300353.1	CARHR064410
OG0016455	XP_006302594.2	CARHR064390
OG0016456	XP_006300471.1	CARHR064380
OG0016457	XP_006301593.2, XP_006300982.1, XP_006301667.1	CARHR057220
OG0016458	XP_006302749.1	CARHR064180
OG0016459	XP_006302234.1	CARHR063900
OG0016460	XP_006302440.2	CARHR063810
OG0016461	XP_006301832.1	CARHR063750
OG0016462	XP_006302287.1	CARHR063510
OG0016463	XP_006300442.1	CARHR063320
OG0016465	XP_006301189.1	CARHR063190
OG0016466	XP_023643703.1	CARHR063170
OG0016467	XP_006305172.1	CARHR032170
OG0016468	XP_023644942.1	CARHR032180
OG0016469	XP_006304992.1	CARHR032260
OG0016470	XP_023645152.1	CARHR032380
OG0016471	XP_006306983.1	CARHR032510
OG0016472	XP_006307183.1	CARHR032610
OG0016473	XP_006305699.1	CARHR032630
OG0016474	XP_006305086.1	CARHR032670
OG0016475	XP_023640338.1	CARHR120750
OG0016476	XP_023642984.1	CARHR047880
OG0016477	XP_006302095.1	CARHR047930
OG0016478	XP_006300990.1	CARHR047940
OG0016479	XP_006280394.1	CARHR273810
OG0016480	XP_006301892.1	CARHR048550
OG0016481	XP_006301101.1	CARHR048690
OG0016482	XP_006302757.1	CARHR048890
OG0016483	XP_006300795.1	CARHR049020
OG0016484	XP_006302963.1	CARHR049050
OG0016485	XP_023643732.1	CARHR049060
OG0016486	XP_006302816.2	CARHR049070
OG0016487	XP_023644028.1	CARHR049080
OG0016488	XP_006300763.1	CARHR049090
OG0016489	XP_006302657.1	CARHR049400
OG0016491	XP_006289117.1	CARHR259370
OG0016492	XP_006302821.1	CARHR050400
OG0016493	XP_006302374.1	CARHR050460
OG0016494	XP_006303047.1	CARHR050560
OG0016495	XP_006302291.1	CARHR050780
OG0016496	XP_006302068.1	CARHR051290
OG0016497	XP_006286995.1	CARHR260960
OG0016498	XP_006302941.1	CARHR051350, CARHR051360
OG0016499	XP_006300457.1	CARHR051450
OG0016500	XP_006300659.1	CARHR051460
OG0016501	XP_023643154.1	CARHR051670
OG0016502	XP_006302973.1	CARHR051910
OG0016503	XP_006301382.1	CARHR051730
OG0016504	XP_023643506.1	CARHR052370
OG0016505	XP_006300800.1	CARHR052430
OG0016506	XP_006302526.1	CARHR052560
OG0016507	XP_006300557.1	CARHR052620
OG0016508	XP_023643490.1	CARHR052730
OG0016509	XP_023641993.1	CARHR110960
OG0016510	XP_006300391.1	CARHR052880
OG0016511	XP_023644346.1	CARHR052900
OG0016512	XP_006302375.1	CARHR053170
OG0016513	XP_006301638.1	CARHR053250
OG0016514	XP_006302628.1	CARHR053470
OG0016515	XP_006302552.1	CARHR283790
OG0016516	XP_023644003.1	CARHR283850
OG0016517	XP_006282512.1	CARHR235400
OG0016518	XP_006302405.2	CARHR283940
OG0016519	XP_023644018.1	CARHR284170
OG0016520	XP_023643555.1	CARHR284180
OG0016521	XP_023643204.1	CARHR053820, CARHR278220
OG0016522	XP_006301988.1	CARHR053910
OG0016523	XP_006302348.1	CARHR053950
OG0016525	XP_006302070.2	CARHR054430
OG0016526	XP_023644058.1	CARHR056360
OG0016527	XP_023644186.1	CARHR054720
OG0016528	XP_006301910.1	CARHR054800
OG0016529	XP_023643367.1	CARHR054920
OG0016530	XP_006302867.1	CARHR055230
OG0016531	XP_006301099.2	CARHR289860
OG0016532	XP_023643052.1	CARHR289850
OG0016533	XP_006302958.1	CARHR289820
OG0016534	XP_006300310.1	CARHR289770
OG0016536	XP_006300606.1	CARHR289670
OG0016537	XP_006300735.1	CARHR046810
OG0016538	XP_006301005.1	CARHR046720
OG0016539	XP_006279610.1	CARHR257730, CARHR257740
OG0016540	XP_006280980.1	CARHR182240
OG0016541	XP_006300433.2	CARHR046640
OG0016542	XP_023643654.1	CARHR046550
OG0016543	XP_006300998.1	CARHR046490
OG0016544	XP_006302383.2	CARHR046480
OG0016545	XP_006300704.2	CARHR046420
OG0016547	XP_023643464.1	CARHR046300
OG0016548	XP_006302371.1	CARHR046180
OG0016549	XP_006280370.1	CARHR175380
OG0016550	XP_006279931.2	CARHR175370
OG0016551	XP_006291608.1	CARHR144230
OG0016552	XP_006279851.1	CARHR174620
OG0016553	XP_006282005.1	CARHR174600
OG0016554	XP_006282360.2	CARHR173940
OG0016555	XP_023636249.1	CARHR216590, CARHR173540
OG0016556	XP_006291021.2	CARHR066190
OG0016557	XP_006279554.1	CARHR178070
OG0016558	XP_006282158.1	CARHR178150
OG0016559	XP_023640267.1	CARHR178160
OG0016560	XP_023633678.1	CARHR234140
OG0016561	XP_006282040.1	CARHR178230
OG0016562	XP_006280500.1	CARHR178760
OG0016563	XP_006290775.2	CARHR145590
OG0016564	XP_006288591.1	CARHR252340
OG0016566	XP_023637313.1	CARHR252570
OG0016567	XP_006284336.1	CARHR237120
OG0016568	XP_006282664.1	CARHR237370
OG0016569	XP_006284138.1	CARHR237420
OG0016570	XP_006294012.1	CARHR237620
OG0016571	XP_006295561.1	CARHR237630
OG0016572	XP_006291711.1	CARHR155520
OG0016573	XP_006279966.1	CARHR183800
OG0016574	XP_006285779.1	CARHR222660
OG0016575	XP_006304008.1	CARHR037620
OG0016576	XP_006307365.1	CARHR037740
OG0016577	XP_006306985.1	CARHR037750
OG0016578	XP_006306591.1	CARHR037760
OG0016579	XP_023644802.1	CARHR037930
OG0016580	XP_006304702.1	CARHR037970
OG0016581	XP_006305144.2	CARHR037990
OG0016582	XP_023636925.1	CARHR251090
OG0016583	XP_006306015.1	CARHR038860
OG0016584	XP_006305959.1	CARHR039030
OG0016585	XP_023632548.1	CARHR039110
OG0016586	XP_006286933.2	CARHR255450
OG0016587	XP_006305885.1	CARHR039170, CARHR057290
OG0016588	XP_006304442.1	CARHR039260
OG0016589	XP_006306406.1	CARHR039430
OG0016590	XP_023645296.1	CARHR039460
OG0016591	XP_006305454.1	CARHR039470
OG0016592	XP_023645105.1	CARHR039480
OG0016593	XP_006303848.1	CARHR039510
OG0016594	XP_023645954.1	CARHR039520
OG0016595	XP_006300780.1	CARHR068320
OG0016596	XP_006301765.1	CARHR068300
OG0016597	XP_006302167.1	CARHR068240
OG0016598	XP_023635504.1	CARHR293890
OG0016599	XP_006284708.1	CARHR293900
OG0016600	XP_023634558.1	CARHR293910
OG0016601	XP_006285782.1	CARHR293950
OG0016602	XP_023633793.1	CARHR294040
OG0016603	XP_006285049.1	CARHR294080
OG0016604	XP_023634613.1	CARHR294110
OG0016605	XP_023635535.1	CARHR294120
OG0016606	XP_023634788.1	CARHR294130
OG0016607	XP_006283705.1	CARHR294200
OG0016608	XP_023633979.1	CARHR294210
OG0016609	XP_006283462.1	CARHR294360
OG0016610	XP_006283441.1	CARHR294370
OG0016611	XP_006283927.2	CARHR294380
OG0016612	XP_006284278.1	CARHR294390
OG0016613	XP_006283248.1	CARHR247870
OG0016614	XP_006283596.1	CARHR247760
OG0016615	XP_006282679.1	CARHR247470
OG0016617	XP_006283984.1	CARHR247380
OG0016618	XP_006283504.1	CARHR247330
OG0016619	XP_006285428.1	CARHR247120
OG0016620	XP_023634942.1	CARHR247030
OG0016621	XP_023634645.1	CARHR247010
OG0016622	XP_006283278.1	CARHR246920
OG0016623	XP_023635086.1	CARHR246880
OG0016624	XP_023633757.1	CARHR246850
OG0016625	XP_006282671.2	CARHR246840
OG0016626	XP_023633770.1	CARHR246810
OG0016627	XP_006284174.1	CARHR246730
OG0016628	XP_006283375.1	CARHR246600
OG0016629	XP_023634604.1	CARHR246490
OG0016630	XP_006283970.1	CARHR246380
OG0016631	XP_006282520.2	CARHR246330
OG0016632	XP_006284228.1	CARHR246190
OG0016633	XP_023634895.1	CARHR246010
OG0016634	XP_006283983.2	CARHR245670
OG0016635	XP_006283164.1	CARHR245640
OG0016636	XP_006286082.1	CARHR245540
OG0016638	XP_006284543.1	CARHR245280
OG0016639	XP_006283712.1	CARHR244310
OG0016640	XP_023634871.1	CARHR245220
OG0016641	XP_006283881.1	CARHR245200
OG0016642	XP_006284240.1	CARHR245190
OG0016643	XP_006285423.1	CARHR245150
OG0016644	XP_023634185.1	CARHR244800
OG0016645	XP_006284619.1	CARHR244750
OG0016646	XP_006284660.1	CARHR244740
OG0016647	XP_006283031.1	CARHR244590
OG0016648	XP_023635060.1	CARHR244490
OG0016649	XP_006282841.1	CARHR244470
OG0016650	XP_006285081.1	CARHR244450
OG0016651	XP_006283275.1	CARHR244430
OG0016652	XP_006285911.1	CARHR244360
OG0016653	XP_006284178.1	CARHR244330
OG0016654	XP_006282758.2	CARHR244300
OG0016655	XP_006286145.1	CARHR244260
OG0016656	XP_006283206.1	CARHR240260
OG0016657	XP_006284610.1	CARHR244120
OG0016658	XP_006284954.1	CARHR243990
OG0016659	XP_006283761.1	CARHR243960
OG0016660	XP_006284026.2	CARHR243930
OG0016661	XP_006285677.1	CARHR243750
OG0016662	XP_023633710.1	CARHR243740
OG0016663	XP_006282994.1	CARHR243700
OG0016664	XP_006283772.2	CARHR243570
OG0016666	XP_006283193.1	CARHR243630
OG0016667	XP_006284015.1	CARHR243670
OG0016668	XP_006284255.2	CARHR243520
OG0016669	XP_006284791.1	CARHR242930
OG0016670	XP_006283499.1	CARHR242790
OG0016671	XP_006284171.1	CARHR242870
OG0016672	XP_023635399.1, XP_023639826.1	CARHR242440
OG0016673	XP_006285695.1	CARHR242490
OG0016674	XP_006283479.1	CARHR242550
OG0016675	XP_006284455.1	CARHR240240
OG0016676	XP_023633901.1	CARHR240340
OG0016677	XP_006280073.1	CARHR258300
OG0016678	XP_006280874.1	CARHR258290
OG0016679	XP_023635321.1	CARHR240600
OG0016680	XP_006283300.2	CARHR240780
OG0016681	XP_006284574.1	CARHR240900
OG0016682	XP_006283222.1	CARHR240910
OG0016683	XP_006284220.2	CARHR241360
OG0016684	XP_006280114.1	CARHR280890
OG0016685	XP_006285468.1	CARHR241550
OG0016686	XP_023634226.1	CARHR241560
OG0016687	XP_006282959.1	CARHR241570
OG0016688	XP_006285071.1	CARHR241580
OG0016689	XP_006300707.1	CARHR061950
OG0016690	XP_023634221.1	CARHR241610
OG0016691	XP_023639006.1	CARHR149610
OG0016692	XP_006284011.1	CARHR241640
OG0016693	XP_006285442.1	CARHR235870
OG0016694	XP_006285043.1	CARHR242070
OG0016695	XP_006283595.1	CARHR239960
OG0016696	XP_006304213.1	CARHR007470
OG0016697	XP_006282570.1	CARHR239950
OG0016698	XP_006284456.1	CARHR239850
OG0016699	XP_006283678.1	CARHR239830
OG0016700	XP_006283546.1	CARHR239820
OG0016701	XP_006282612.2	CARHR239730
OG0016702	XP_006285327.1	CARHR239720
OG0016703	XP_023635165.1	CARHR239550
OG0016704	XP_006284356.1	CARHR235890
OG0016705	XP_006283853.1	CARHR239300
OG0016706	XP_023634008.1	CARHR239130
OG0016707	XP_023634003.1	CARHR239120
OG0016708	XP_006283303.1	CARHR239100
OG0016709	XP_006282632.1	CARHR238990
OG0016711	XP_006284792.1	CARHR238720
OG0016712	XP_006282458.1	CARHR238680
OG0016713	XP_006284642.2	CARHR238690
OG0016714	XP_006290257.1	CARHR156410
OG0016715	XP_006290614.1	CARHR156380
OG0016717	XP_006297015.1	CARHR100010
OG0016718	XP_006297731.1	CARHR100190
OG0016719	XP_006298381.2	CARHR100220
OG0016720	XP_023643248.1	CARHR065600
OG0016721	XP_006300448.1	CARHR065410
OG0016722	XP_006300828.2	CARHR065420
OG0016723	XP_006302242.1	CARHR064910
OG0016724	XP_006306762.1	CARHR023620
OG0016725	XP_006307154.1	CARHR023900
OG0016727	XP_023645818.1	CARHR024340
OG0016729	XP_023645894.1	CARHR025110
OG0016730	XP_006305125.1	CARHR025150
OG0016731	XP_006303626.1	CARHR025200
OG0016732	XP_006306437.1	CARHR025320
OG0016733	XP_006303169.1	CARHR025500
OG0016734	XP_006304208.2	CARHR025580
OG0016735	XP_006287578.1	CARHR249690
OG0016736	XP_023635908.1	CARHR249770
OG0016737	XP_023635969.1	CARHR250280
OG0016738	XP_006288361.1	CARHR249400
OG0016739	XP_023636323.1	CARHR249300
OG0016740	XP_006287774.1	CARHR249210
OG0016741	XP_023637404.1	CARHR249070
OG0016742	XP_023636887.1	CARHR249060
OG0016743	XP_006287426.1	CARHR248610
OG0016744	XP_006288720.1	CARHR248420
OG0016745	XP_006289084.1	CARHR248260
OG0016746	XP_006302352.2	CARHR287400
OG0016747	XP_006287817.1	CARHR248130
OG0016748	XP_006286684.1	CARHR248110
OG0016749	XP_006294299.1	CARHR245000
OG0016750	XP_006300913.1	CARHR142840
OG0016751	XP_006303332.1	CARHR016680
OG0016753	XP_006294350.1	CARHR111860
OG0016754	XP_006296348.1	CARHR111880
OG0016755	XP_023633285.1	CARHR026530
OG0016756	XP_006303703.1	CARHR025840
OG0016757	XP_006284557.1	CARHR233790
OG0016758	XP_006283742.1	CARHR234200
OG0016759	XP_006282598.2	CARHR234370
OG0016760	XP_023635496.1	CARHR235060
OG0016761	XP_006284487.1	CARHR235430
OG0016762	XP_006284016.1	CARHR235500
OG0016763	XP_006285134.1	CARHR235510
OG0016764	XP_006283888.1	CARHR235530
OG0016765	XP_006284241.2	CARHR235600
OG0016766	XP_023634583.1	CARHR235700
OG0016767	XP_023634903.1	CARHR235770
OG0016768	XP_006285684.1	CARHR235930
OG0016769	XP_006283251.1	CARHR236060, CARHR236050
OG0016770	XP_006291685.1	CARHR146460
OG0016771	XP_006307349.2	CARHR005420
OG0016772	XP_006304747.1	CARHR007980
OG0016773	XP_006305223.1	CARHR015660
OG0016774	XP_023632879.1	CARHR019710
OG0016775	XP_006307203.1	CARHR022690
OG0016777	XP_006306339.1	CARHR023830
OG0016778	XP_006303405.1	CARHR024170
OG0016780	XP_006305616.1	CARHR024860
OG0016781	XP_006305588.1	CARHR025130
OG0016782	XP_023646013.1	CARHR025750
OG0016783	XP_023644844.1	CARHR026150
OG0016784	XP_006303924.1	CARHR027090
OG0016785	XP_006304413.1	CARHR027110
OG0016786	XP_006307064.1	CARHR027120
OG0016789	XP_006306724.1	CARHR030710, CARHR118950
OG0016790	XP_006305696.1	CARHR032030
OG0016792	XP_023644535.1	CARHR039960, CARHR039970
OG0016794	XP_023646034.1	CARHR041230
OG0016795	XP_006307708.1	CARHR045600
OG0016796	XP_023642820.1	CARHR062720
OG0016797	XP_023644272.1	CARHR058090
OG0016798	XP_006300520.1	CARHR058100
OG0016801	XP_006302277.1	CARHR069580
OG0016802	XP_006302322.1	CARHR069670
OG0016803	XP_023643951.1	CARHR070780
OG0016805	XP_006297260.1	CARHR085300
OG0016806	XP_006297464.1	CARHR087740
OG0016808	XP_006297576.1	CARHR095760
OG0016809	XP_023641862.1	CARHR099340
OG0016810	XP_006300091.1	CARHR099930
OG0016811	XP_006297841.1	CARHR103340
OG0016812	XP_006298227.1	CARHR103890
OG0016814	XP_006298824.1	CARHR104660
OG0016815	XP_006299425.1	CARHR105550
OG0016816	XP_006298926.2	CARHR106190
OG0016817	XP_006298116.1	CARHR108180
OG0016818	XP_006298389.1	CARHR108450
OG0016819	XP_006296827.1	CARHR110780
OG0016820	XP_006296137.1	CARHR111930
OG0016821	XP_006294050.1	CARHR112940
OG0016822	XP_006295910.2	CARHR114030
OG0016823	XP_006295855.1	CARHR117920
OG0016824	XP_006294301.1	CARHR117760
OG0016826	XP_023639893.1	CARHR115760
OG0016827	XP_006296365.1	CARHR114950
OG0016828	XP_006293981.1	CARHR123400
OG0016830	XP_023639565.1	CARHR125610
OG0016831	XP_006294424.1	CARHR127700
OG0016832	XP_006295315.1	CARHR130110
OG0016833	XP_006296048.1	CARHR130340
OG0016834	XP_023638792.1	CARHR234650
OG0016835	XP_006294345.1	CARHR133900
OG0016836	XP_006293377.1	CARHR139360
OG0016837	XP_006290929.1	CARHR156300
OG0016838	XP_006295485.2	CARHR141320
OG0016840	XP_023638525.1	CARHR144300
OG0016841	XP_006293157.1	CARHR146240
OG0016842	XP_006290691.1	CARHR146610
OG0016843	XP_006292727.1	CARHR147130
OG0016844	XP_006290401.1	CARHR151720
OG0016846	XP_023638849.1	CARHR153420
OG0016847	XP_006286700.1	CARHR191630
OG0016849	XP_006291704.2	CARHR104510
OG0016850	XP_006292966.1	CARHR104460
OG0016851	XP_006291100.1	CARHR150650
OG0016852	XP_006291907.1	CARHR155230
OG0016853	XP_023638666.1	CARHR155500
OG0016854	XP_006290855.1	CARHR155680
OG0016855	XP_006292661.1	CARHR156120
OG0016856	XP_006290947.1	CARHR159060
OG0016857	XP_006291095.1	CARHR160240, CARHR160210
OG0016858	XP_006293263.1	CARHR162210
OG0016859	XP_006293052.1	CARHR163260
OG0016860	XP_023637217.1	CARHR211270
OG0016861	XP_006289342.1	CARHR259490, CARHR201070
OG0016862	XP_006286824.2	CARHR192570
OG0016863	XP_006290115.1	CARHR188670
OG0016864	XP_006288570.1	CARHR260370
OG0016865	XP_006288465.1	CARHR260950
OG0016866	XP_006287163.1	CARHR255870
OG0016867	XP_006288205.1	CARHR255290
