Orthogroup	Capsella_rubella	Brassica_rapa
OG0017718	XP_006304690.1	XP_009119272.1
OG0017719	XP_006298144.1	XP_009145743.1
OG0017720	XP_006286219.2	XP_018509518.1
OG0017721	XP_006298014.2	XP_009145584.1
OG0017722	XP_006282374.1	XP_009127216.1
OG0017723	XP_006282630.1	XP_009139935.1
OG0017724	XP_006285478.1	XP_009125115.1
OG0017725	XP_006286152.1	XP_009125110.1
OG0017726	XP_006283716.1	XP_009139847.1
OG0017727	XP_006283513.1	XP_009139788.1
OG0017728	XP_006285498.1	XP_009139787.1
OG0017729	XP_006285681.1	XP_009139742.1
OG0017730	XP_006284728.1	XP_009139740.1
OG0017731	XP_006284254.1	XP_009139736.1
OG0017732	XP_006286065.1	XP_033145887.1
OG0017733	XP_006284900.1	XP_009144669.1
OG0017734	XP_006283016.1	XP_009124221.2
OG0017735	XP_006300253.1	XP_009106378.1
OG0017736	XP_006298771.1	XP_009102649.1
OG0017737	XP_006297036.1	XP_009108178.1
OG0017738	XP_006296891.1	XP_009145247.2
OG0017739	XP_006299139.1	XP_009108841.1
OG0017740	XP_006300112.1	XP_009145418.1
OG0017741	XP_006296991.1	XP_009124772.1
OG0017742	XP_006298384.1	XP_009145437.1
OG0017743	XP_006306824.1	XP_009149504.2
OG0017744	XP_023641610.1	XP_009145478.1
OG0017745	XP_006297327.2	XP_009145491.1
OG0017746	XP_023635689.1	XP_009128059.1
OG0017747	XP_006303912.1	XP_009137892.1, XP_009128077.1
OG0017748	XP_006285280.1	XP_009137889.1
OG0017749	XP_023634820.1	XP_009128101.1
OG0017750	XP_006285066.1	XP_009128167.1
OG0017751	XP_006285961.1	XP_009137879.1
OG0017752	XP_023641005.1	XP_009150112.1
OG0017753	XP_006300779.1	XP_009105200.1
OG0017754	XP_006302540.1	XP_009105157.1
OG0017755	XP_006302115.1	XP_009105156.1
OG0017757	XP_006302212.1	XP_009123332.1
OG0017758	XP_006288177.1	XP_009127392.1
OG0017759	XP_006302080.1	XP_009127400.1
OG0017760	XP_006280888.1	XP_009132413.1
OG0017761	XP_006301796.1	XP_009113431.1
OG0017762	XP_006302753.2	XP_009113430.1
OG0017763	XP_023643109.1	XP_009123458.1
OG0017764	XP_006302483.1	XP_009113412.1
OG0017765	XP_006286393.1	XP_009131719.1
OG0017766	XP_006288998.1	XP_009131705.1
OG0017767	XP_006287205.1	XP_009126267.1
OG0017768	XP_023636833.1	XP_009120994.1
OG0017769	XP_006281828.1	XP_009129804.2
OG0017770	XP_006289170.1	XP_009151262.1
OG0017771	XP_006280150.1	XP_009111841.1
OG0017772	XP_006299698.1	XP_009102128.1
OG0017773	XP_006292491.1	XP_009136660.1
OG0017774	XP_006292829.1	XP_009136648.1
OG0017775	XP_006292468.1	XP_009115799.1
OG0017776	XP_006291707.1	XP_009149224.1
OG0017777	XP_006306047.1	XP_009119759.1
OG0017779	XP_023645583.1	XP_033146010.1
OG0017780	XP_006306162.1	XP_033137723.1
OG0017781	XP_006304659.1	XP_009119730.1
OG0017782	XP_006305484.1	XP_009119728.1
OG0017783	XP_006279890.1	XP_009140364.2
OG0017784	XP_006305595.1	XP_018511169.1
OG0017785	XP_006307239.1	XP_009119640.1
OG0017786	XP_006305317.2	XP_009111162.1
OG0017787	XP_006306230.1	XP_033138357.1
OG0017788	XP_006306319.1	XP_009119375.2
OG0017789	XP_023645416.1	XP_009118877.2, XP_033138356.1
OG0017790	XP_006306477.1	XP_009119340.1
OG0017791	XP_023645022.1	XP_009119331.1
OG0017792	XP_023644462.1	XP_009118671.1
OG0017793	XP_006303915.1	XP_009111120.1
OG0017794	XP_006306485.1	XP_009119308.1
OG0017795	XP_006306938.2	XP_009119238.2
OG0017796	XP_023632804.1	XP_009119217.1
OG0017797	XP_023646026.1	XP_009118870.1
OG0017798	XP_006302063.1	XP_033136578.1
OG0017799	XP_006304769.1	XP_033138025.1
OG0017800	XP_006306150.1	XP_009129770.1
OG0017801	XP_006306133.1	XP_009118582.1
OG0017802	XP_006307700.1	XP_009111041.1
OG0017803	XP_006304682.2	XP_009111021.1
OG0017804	XP_006304736.2	XP_009118569.1
OG0017805	XP_006304039.1	XP_009119094.1
OG0017806	XP_006304009.1	XP_033138423.1
OG0017807	XP_023645042.1	XP_009110998.1
OG0017808	XP_006304721.1	XP_009118544.1
OG0017809	XP_023644685.1	XP_009118484.1
OG0017810	XP_023632847.1	XP_009118977.1
OG0017811	XP_006305486.1	XP_009118972.1
OG0017812	XP_023645535.1	XP_009148024.2
OG0017814	XP_006303500.1	XP_009118413.1
OG0017815	XP_006307081.1	XP_009148093.1
OG0017816	XP_006280270.1	XP_009127234.2
OG0017817	XP_006305019.1	XP_033135430.1
OG0017818	XP_006303278.1	XP_009148108.2
OG0017819	XP_023645698.1	XP_009148166.1
OG0017820	XP_023632624.1	XP_009148173.1
OG0017821	XP_023644726.1	XP_009148179.1
OG0017822	XP_006307382.1	XP_009110837.1
OG0017823	XP_006303629.1	XP_009148235.1
OG0017824	XP_006303656.1	XP_009148237.1
OG0017825	XP_006305957.1	XP_009110832.1
OG0017826	XP_006303544.1	XP_009148288.1
OG0017827	XP_006303673.1	XP_009144468.1
OG0017828	XP_023644878.1	XP_009144454.2
OG0017829	XP_006306425.1	XP_009144444.1
OG0017830	XP_006307419.1	XP_009118208.1
OG0017831	XP_023632645.1	XP_009148424.1
OG0017832	XP_006305142.1	XP_009148420.1
OG0017833	XP_023645083.1	XP_009118216.1
OG0017834	XP_006307666.1	XP_009118225.1
OG0017835	XP_023644694.1	XP_009148466.1
OG0017836	XP_006306543.2	XP_033129280.1
OG0017837	XP_006307499.2	XP_009118181.2
OG0017839	XP_006307710.2	XP_009110615.1
OG0017840	XP_006304140.1	XP_009110591.1
OG0017841	XP_006295300.1	XP_009140603.1
OG0017842	XP_006305948.1	XP_033129184.1
OG0017844	XP_023645316.1	XP_009148666.1
OG0017845	XP_006304464.1	XP_009117946.2
OG0017846	XP_006306344.1	XP_009117933.1
OG0017847	XP_006304252.1	XP_009117926.1
OG0017848	XP_023645717.1	XP_009148817.1
OG0017849	XP_006305892.1	XP_009148854.1
OG0017850	XP_023645162.1	XP_009148915.1
OG0017851	XP_006303647.1	XP_033129102.1
OG0017852	XP_006307500.1	XP_009148953.1
OG0017853	XP_006307448.1	XP_009149041.1
OG0017854	XP_023633258.1	XP_009117784.1
OG0017855	XP_006306369.1	XP_009117769.1
OG0017856	XP_006307304.1	XP_009149140.1
OG0017857	XP_006306625.1	XP_009149170.1
OG0017858	XP_023633057.1	XP_009117665.1
OG0017859	XP_006303549.1	XP_033130085.1
OG0017860	XP_006305304.1	XP_009110384.1, XP_009149236.1
OG0017861	XP_023645428.1	XP_009149244.1
OG0017862	XP_006303272.1	XP_033132673.1
OG0017863	XP_006305013.1	XP_009110346.2
OG0017864	XP_006305385.2	XP_009149291.1
OG0017865	XP_006306880.1	XP_009149299.1
OG0017866	XP_006304738.1	XP_009149333.2
OG0017867	XP_006306916.1	XP_009117609.1
OG0017868	XP_006306248.1	XP_033136616.1
OG0017869	XP_006303949.1	XP_009117569.2
OG0017870	XP_006304228.1	XP_009110299.1
OG0017871	XP_006305516.1	XP_009110271.1
OG0017872	XP_023644885.1	XP_009149459.1
OG0017873	XP_006283334.1	XP_009124262.1
OG0017874	XP_006304635.1	XP_009149542.1, XP_009110218.1
OG0017875	XP_006304763.2	XP_033129829.1
OG0017876	XP_006305325.1	XP_033128799.1
OG0017877	XP_006304666.1	XP_009149686.1
OG0017878	XP_006305154.1	XP_009149691.1
OG0017879	XP_006303243.1	XP_009149693.1
OG0017880	XP_006305355.2	XP_009149703.1
OG0017882	XP_006304328.2	XP_009145373.1
OG0017883	XP_006305750.1	XP_009123121.1
OG0017884	XP_006305902.1	XP_009103229.1
OG0017885	XP_006304302.1	XP_009110130.1
OG0017886	XP_006306223.1	XP_009115603.1
OG0017887	XP_006307217.1	XP_009103220.1
OG0017888	XP_006304937.1	XP_009110128.1
OG0017889	XP_006303895.1	XP_009115589.1
OG0017890	XP_023643631.1	XP_009105837.1
OG0017891	XP_006301552.1	XP_009105827.1
OG0017892	XP_006301286.1	XP_009105805.1
OG0017893	XP_023643847.1	XP_033130195.1
OG0017894	XP_006302549.1	XP_009105775.1
OG0017895	XP_006302185.1	XP_009105764.1
OG0017896	XP_006304329.1	XP_009115563.1
OG0017897	XP_006301021.1	XP_009105749.1
OG0017898	XP_006300400.1	XP_033130200.1
OG0017899	XP_023643131.1	XP_018508240.1
OG0017900	XP_023643128.1	XP_018512283.1
OG0017901	XP_023643130.1	XP_009104948.1
OG0017902	XP_006302214.1	XP_009105713.2
OG0017903	XP_006307033.1	XP_009151458.1
OG0017905	XP_006306959.1	XP_009151462.1
OG0017906	XP_006305209.1	XP_009123751.1
OG0017907	XP_006284493.1	XP_009140102.1
OG0017908	XP_006282956.1	XP_009140046.1
OG0017910	XP_006301522.1	XP_009123390.1
OG0017911	XP_006300315.2	XP_009113085.1
OG0017912	XP_023643401.1	XP_009123372.1
OG0017913	XP_006301825.2	XP_009113100.2
OG0017914	XP_023643582.1	XP_009123360.1
OG0017915	XP_006300876.1	XP_009123355.1
OG0017916	XP_006301218.1	XP_009113383.1
OG0017917	XP_006302331.1	XP_009105779.1
OG0017918	XP_006302892.1	XP_009104307.1
OG0017919	XP_023643502.1	XP_009104253.1
OG0017920	XP_006302899.1	XP_009113153.1
OG0017921	XP_006301740.2	XP_009104018.1
OG0017922	XP_023643480.1	XP_009103780.1
OG0017923	XP_006300508.1	XP_009113211.1
OG0017924	XP_006301947.1	XP_009105154.1
OG0017925	XP_006301725.1	XP_033136552.1
OG0017926	XP_006302122.1	XP_009113311.1
OG0017927	XP_006302632.1	XP_009102642.2
OG0017928	XP_006302802.1	XP_009113373.1
OG0017929	XP_006302471.1	XP_009127410.1
OG0017930	XP_006301295.1	XP_009122974.1
OG0017931	XP_006302538.1	XP_009124455.1
OG0017932	XP_006302880.1	XP_009112896.1
OG0017933	XP_023637887.1	XP_009151793.1
OG0017934	XP_006298726.1	XP_009102311.2
OG0017935	XP_023644024.1	XP_009132886.1
OG0017936	XP_006280267.1	XP_009128885.1
OG0017937	XP_023644038.1	XP_009101505.1
OG0017938	XP_023641839.1	XP_033136885.1
OG0017939	XP_023633462.1	XP_033128244.1
OG0017940	XP_006281318.1	XP_009128985.1
OG0017941	XP_006305977.1	XP_009102025.1
OG0017942	XP_006281657.1	XP_009101698.1
OG0017943	XP_006281530.1	XP_009123941.1
OG0017944	XP_006287956.1	XP_009114485.1
OG0017945	XP_023636444.1	XP_009114498.3
OG0017946	XP_006283793.1	XP_009128862.2
OG0017947	XP_006283052.1	XP_033128359.1
OG0017948	XP_006294480.1	XP_009128460.1
OG0017949	XP_006294960.1	XP_009128448.1
OG0017950	XP_006284187.1	XP_009146327.1
OG0017951	XP_006283195.1	XP_009146104.1
OG0017952	XP_006305453.1	XP_009107646.1
OG0017953	XP_006292834.1	XP_009147990.1
OG0017954	XP_006306511.1	XP_009107364.1
OG0017955	XP_006306949.2	XP_009107354.2
OG0017956	XP_006306266.1	XP_009145005.1
OG0017957	XP_006306606.1	XP_009147952.1
OG0017958	XP_006303513.2	XP_009107331.1
OG0017959	XP_006306952.1	XP_009107325.1
OG0017960	XP_006300538.2	XP_009106156.2
OG0017961	XP_006282995.1	XP_009101960.1
OG0017962	XP_023634484.1	XP_009148284.1
OG0017963	XP_023634608.1	XP_009109561.1
OG0017964	XP_006282945.1	XP_009101941.1
OG0017965	XP_023633970.1	XP_009101938.2
OG0017966	XP_006284951.1	XP_009109534.1
OG0017967	XP_006284589.1	XP_009131015.1
OG0017968	XP_006284098.1	XP_009109532.1
OG0017969	XP_006283949.1	XP_009101929.1
OG0017970	XP_006286221.1	XP_018514549.1
OG0017971	XP_023635676.1	XP_009109488.1
OG0017972	XP_023635094.1	XP_009125168.1
OG0017973	XP_023637960.1	XP_009150083.1
OG0017974	XP_023634493.1	XP_009125746.1
OG0017975	XP_006282486.1	XP_009126827.1
OG0017976	XP_006283165.1	XP_009129775.1
OG0017977	XP_006283987.2	XP_009129882.1
OG0017978	XP_023640609.1	XP_009140741.1
OG0017979	XP_006285835.1	XP_009131626.1
OG0017980	XP_006285213.1, XP_006285804.2	XP_009136438.1, XP_009136332.1
OG0017981	XP_006284273.2	XP_009138482.1
OG0017982	XP_006285729.1	XP_009138476.1
OG0017983	XP_006283244.1	XP_009140477.1
OG0017984	XP_006282774.1	XP_009142135.1
OG0017985	XP_006284437.1	XP_009145707.1
OG0017986	XP_006285838.1	XP_009138377.1
OG0017987	XP_006284172.2	XP_009138348.2
OG0017988	XP_006286078.1	XP_033142429.1
OG0017989	XP_023634971.1	XP_009113444.1
OG0017991	XP_023634619.1	XP_009125963.1
OG0017992	XP_006294658.2	XP_009143187.1, XP_009142384.1
OG0017993	XP_006283800.1	XP_009125447.1
OG0017994	XP_006284064.2	XP_033141841.1
OG0017995	XP_006283102.1	XP_009121325.1
OG0017996	XP_006284126.1	XP_033134034.1
OG0017997	XP_006285149.1	XP_033136847.1
OG0017998	XP_023634591.1	XP_009119029.1
OG0017999	XP_023635555.1	XP_009126525.1
OG0018000	XP_006283999.1	XP_009138044.1
OG0018001	XP_006284169.2	XP_009126649.1
OG0018002	XP_006284104.1	XP_009108919.1
OG0018003	XP_006285031.1	XP_009138015.2
OG0018004	XP_006285698.2	XP_009144218.2
OG0018005	XP_006283940.1	XP_009127065.1
OG0018006	XP_023634722.1	XP_009138003.1
OG0018007	XP_006284411.1	XP_009137990.1
OG0018008	XP_006282675.1	XP_009127415.1
OG0018009	XP_006300005.1	XP_009102561.1
OG0018010	XP_006297207.1	XP_009102556.1
OG0018011	XP_006298301.1	XP_033144224.1
OG0018012	XP_023643612.1	XP_009105929.2
OG0018013	XP_006300677.1	XP_009105916.1
OG0018014	XP_006301970.1	XP_009105911.1
OG0018015	XP_006304514.1	XP_009115480.1
OG0018016	XP_006307628.1	XP_009115472.1
OG0018017	XP_023633066.1	XP_009115397.1
OG0018018	XP_023646010.1	XP_009103082.1
OG0018019	XP_006285079.1	XP_009109192.1
OG0018020	XP_023640691.1	XP_009117011.1
OG0018021	XP_006294689.2	XP_009117050.1
OG0018022	XP_006288587.1	XP_009111319.1
OG0018023	XP_006287463.1	XP_009134490.1
OG0018024	XP_006287058.1	XP_009128509.2
OG0018025	XP_006286958.1	XP_009111394.1
OG0018026	XP_006288275.1	XP_009111422.1
OG0018027	XP_023637225.1	XP_009111491.1
OG0018029	XP_006294653.1	XP_009140254.1
OG0018030	XP_006304911.1	XP_009109886.1
OG0018031	XP_006307502.1	XP_009107645.1
OG0018032	XP_006284029.1	XP_009142811.1
OG0018033	XP_006283763.1	XP_009143075.2
OG0018034	XP_006282740.2	XP_009143377.1
OG0018035	XP_006285719.2	XP_009143332.1
OG0018036	XP_006284381.1	XP_009143519.1
OG0018037	XP_006285304.1	XP_033132922.1
OG0018038	XP_023633648.1	XP_009143663.2
OG0018039	XP_023635505.1	XP_018513704.1
OG0018040	XP_023634579.1	XP_033144028.1
OG0018043	XP_023645349.1	XP_009119550.1
OG0018044	XP_006306781.2	XP_009148226.2
OG0018045	XP_023633234.1	XP_009148305.2
OG0018046	XP_023645922.1	XP_009118205.1
OG0018047	XP_006305232.1	XP_009110635.1
OG0018048	XP_006304708.1	XP_009123152.1
OG0018050	XP_006303290.1	XP_009110324.1, XP_009149359.1
OG0018051	XP_006303522.1	XP_009103196.1
OG0018052	XP_006304587.1	XP_009115438.1
OG0018053	XP_006304366.1	XP_009115409.3
OG0018054	XP_006306518.1	XP_033136776.1
OG0018055	XP_006303479.1	XP_009109603.1
OG0018057	XP_023633100.1	XP_009107484.1
OG0018058	XP_023633264.1	XP_009111402.1
OG0018059	XP_006305212.2	XP_009107491.1
OG0018060	XP_006304191.1	XP_009124432.1
OG0018061	XP_023645266.1	XP_009123535.1
OG0018063	XP_006301066.1	XP_018510210.1
OG0018067	XP_006302083.1	XP_009105144.1
OG0018068	XP_006301548.1	XP_009105153.1
OG0018069	XP_006300666.2	XP_009124152.1
OG0018070	XP_006302161.1	XP_009127484.1
OG0018071	XP_006301584.1	XP_009127598.1
OG0018072	XP_006300891.1	XP_009127617.1
OG0018073	XP_006303077.1	XP_009127667.1, XP_033130286.1
OG0018074	XP_006301944.1	XP_009105481.2
OG0018075	XP_006301573.1	XP_009127843.1
OG0018076	XP_006302986.1	XP_009105868.1
OG0018077	XP_006303017.1	XP_033131347.1
OG0018078	XP_006302618.1	XP_009106064.1, XP_009128025.1
OG0018079	XP_006302465.2	XP_009104765.1
OG0018080	XP_006300304.1	XP_033130646.1
OG0018081	XP_006301726.1	XP_033131189.1
OG0018082	XP_023644328.1	XP_033131943.1
OG0018083	XP_006301735.1	XP_009106524.1
OG0018084	XP_023643643.1	XP_009106632.1
OG0018085	XP_006301906.2	XP_009128415.1
OG0018086	XP_006299703.1	XP_009134645.1
OG0018087	XP_006299968.1	XP_009134966.1, XP_009147074.1
OG0018088	XP_006297090.1	XP_009147064.1
OG0018089	XP_006299041.1	XP_009124692.1
OG0018090	XP_023641817.1	XP_009113565.1
OG0018091	XP_006296788.1	XP_009145891.1
OG0018092	XP_006297181.1	XP_009145844.1
OG0018093	XP_006299548.1	XP_009145839.2
OG0018094	XP_006299768.1	XP_009102626.1
OG0018095	XP_006298839.1	XP_009135858.1
OG0018096	XP_006299312.1	XP_009136110.1
OG0018097	XP_006298633.1	XP_033144232.1
OG0018098	XP_023642414.1	XP_033143093.1
OG0018099	XP_023642619.1	XP_009123213.1
OG0018100	XP_006292165.2	XP_009125145.1
OG0018101	XP_006299420.1	XP_009123229.1
OG0018102	XP_006297524.1	XP_033132102.1, XP_009136305.1
OG0018103	XP_006299587.1	XP_033130720.1
OG0018104	XP_006297760.1	XP_009112497.1
OG0018105	XP_006298516.2	XP_018508780.1
OG0018106	XP_006299647.1	XP_009101988.1, XP_033136501.1
OG0018107	XP_006295724.2	XP_033145420.1, XP_033135411.1
OG0018108	XP_023639957.1	XP_009140376.1
OG0018109	XP_023639925.1	XP_009140377.1
OG0018110	XP_006294654.2	XP_009140395.1
OG0018111	XP_006295878.1	XP_009140445.1
OG0018112	XP_006293725.1	XP_009140454.1
OG0018113	XP_006295886.1	XP_033145481.1, XP_033136719.1
OG0018114	XP_006294044.2	XP_009140468.1
OG0018115	XP_006295650.1	XP_009117273.1
OG0018116	XP_023640736.1	XP_018513857.1
OG0018117	XP_006295562.2	XP_009140509.1
OG0018118	XP_006294605.1	XP_009117244.1
OG0018119	XP_023639338.1	XP_018513698.1
OG0018120	XP_006294708.1	XP_009140597.1
OG0018121	XP_006295087.1	XP_009117087.1
OG0018122	XP_006294117.1	XP_009117081.1
OG0018123	XP_006293630.1	XP_009133964.1
OG0018124	XP_006294782.1	XP_009143857.1, XP_009141320.1
OG0018125	XP_006294511.1	XP_009143810.1
OG0018126	XP_006293457.1	XP_009141646.1
OG0018128	XP_006293827.1	XP_009142052.1
OG0018129	XP_023640802.1	XP_033148409.1
OG0018130	XP_006292592.2	XP_009101361.1
OG0018131	XP_023638020.1	XP_033129029.1, XP_033139717.1
OG0018132	XP_006290757.1	XP_009129244.1
OG0018133	XP_006290812.1	XP_033128403.1
OG0018134	XP_006292570.2	XP_033139718.1
OG0018135	XP_006291752.1	XP_009129181.1
OG0018136	XP_006291544.1	XP_009101259.1
OG0018137	XP_023638383.1	XP_009129109.1
OG0018138	XP_006291719.1	XP_009152095.1
OG0018139	XP_006290673.1	XP_009121513.1
OG0018140	XP_006291087.1	XP_009129429.1
OG0018141	XP_006290355.1	XP_009151948.1
OG0018142	XP_006292354.1	XP_033128956.1
OG0018143	XP_006292528.1	XP_009111809.2, XP_009151749.1
OG0018144	XP_006279463.1	XP_033140513.1, XP_033129758.1
OG0018145	XP_006279358.1	XP_018510179.2
OG0018146	XP_006290369.1	XP_033128015.1
OG0018147	XP_006279364.2, XP_006290381.2	XP_009150314.1
OG0018148	XP_006292440.1, XP_006279388.1	XP_009150263.1
OG0018149	XP_023638777.1, XP_023633783.1	XP_033147815.1
OG0018150	XP_006291917.1	XP_009150086.1
OG0018151	XP_006291273.2	XP_009149827.1
OG0018153	XP_006291256.2	XP_009150170.1
OG0018154	XP_006292615.1	XP_033139998.1
OG0018155	XP_023638676.1	XP_009116392.1
OG0018156	XP_006292625.1	XP_033137114.1
OG0018157	XP_023638953.1	XP_033146539.1
OG0018158	XP_006286643.1	XP_009125521.1, XP_009130783.1
OG0018159	XP_006288809.1	XP_009122350.1
OG0018160	XP_023637698.1	XP_033138665.1
OG0018161	XP_006288495.1	XP_009122069.1
OG0018163	XP_006286475.1	XP_009121967.1
OG0018164	XP_006289003.2	XP_009132239.2
OG0018165	XP_006289230.1	XP_009125983.1
OG0018166	XP_023637060.1	XP_033138811.1
OG0018167	XP_023637434.1	XP_009126859.1
OG0018169	XP_006288812.1	XP_009124771.1
OG0018170	XP_006286533.1	XP_009113518.1, XP_009134118.1
OG0018171	XP_006287732.1	XP_009134141.1
OG0018172	XP_006289482.1	XP_009134177.2
OG0018173	XP_006289958.1	XP_033140713.1
OG0018174	XP_023636146.1	XP_018513306.1
OG0018176	XP_006285949.1	XP_009102260.1
OG0018177	XP_006284378.1	XP_009113576.1
OG0018178	XP_023634215.1	XP_009121393.1
OG0018180	XP_023639695.1	XP_009128466.1
OG0018181	XP_006284553.1	XP_009137828.1
OG0018182	XP_006283981.1	XP_009129278.1
OG0018183	XP_006283069.1	XP_009129583.2
OG0018184	XP_006282649.1	XP_009109094.1
OG0018185	XP_006284277.1	XP_033143513.1
OG0018187	XP_006282473.2	XP_009143585.1
OG0018188	XP_006284354.2	XP_009142899.1
OG0018189	XP_006285690.1	XP_033139369.1
OG0018190	XP_006285965.1	XP_009142392.1
OG0018192	XP_006283991.1	XP_009137582.2, XP_009142013.1
OG0018193	XP_006285597.1	XP_009137538.1
OG0018194	XP_006285458.1	XP_009138061.1
OG0018196	XP_006283610.1	XP_009137206.1
OG0018197	XP_006285896.1	XP_009133906.1
OG0018198	XP_006286121.1	XP_009108360.1
OG0018199	XP_006282785.1	XP_009144582.1
OG0018200	XP_006282743.2	XP_009139536.1
OG0018201	XP_006282611.2	XP_009124269.1
OG0018202	XP_006283039.1	XP_009144644.1
OG0018203	XP_006284219.1	XP_009144670.1
OG0018204	XP_006284829.1	XP_033145898.1
OG0018205	XP_006285062.1	XP_009139834.1
OG0018206	XP_006284417.1	XP_009139833.1
OG0018207	XP_006282494.2	XP_009139915.1
OG0018208	XP_006283337.1	XP_009140069.1
OG0018209	XP_006283184.1	XP_009140105.1
OG0018210	XP_006285424.1	XP_033130484.1
OG0018211	XP_006281983.1	XP_009136482.1
OG0018212	XP_006282278.1	XP_009128969.1
OG0018213	XP_006280433.1	XP_033128663.1
OG0018214	XP_006280569.1	XP_009114012.1
OG0018215	XP_006281058.1	XP_009151604.1
OG0018216	XP_006279776.1	XP_009129702.1, XP_009151610.1
OG0018217	XP_023638856.1	XP_009129727.1
OG0018218	XP_006281240.1	XP_033129735.1
OG0018219	XP_006280686.1	XP_009134051.1
OG0018220	XP_006280990.1	XP_009134062.1
OG0018221	XP_006280862.1	XP_009132684.2
OG0018222	XP_006280344.1	XP_009132680.1
OG0018223	XP_006281361.1	XP_009107238.1
OG0018224	XP_006281831.1	XP_009132588.1
OG0018225	XP_006279605.1	XP_009107112.1
OG0018226	XP_006281494.1	XP_009127210.2
OG0018227	XP_006280363.1	XP_009136464.1
OG0018228	XP_006280572.1	XP_009112004.1
OG0018229	XP_006300430.1	XP_009130600.3
OG0018230	XP_006279534.1	XP_009103500.1
OG0018234	XP_023635641.1	XP_033146656.1, XP_033132245.1
OG0018236	XP_023636665.1	XP_033129763.1
OG0018237	XP_006289393.1	XP_009126412.1, XP_009131766.1
OG0018240	XP_023642751.1	XP_009119396.1
OG0018261	XP_006294935.1	XP_009136680.1
OG0018262	XP_006291859.1	XP_009150242.1
OG0018263	XP_006284733.2	XP_009140011.1
OG0018265	XP_006289374.1	XP_009107523.1
OG0018266	XP_006293529.1	XP_009133944.1
OG0018267	XP_006287429.1	XP_009121586.2
OG0018268	XP_006290001.1	XP_009121598.1
OG0018270	XP_023637194.1	XP_009121649.1
OG0018271	XP_006285501.2	XP_009139565.1
OG0018272	XP_006290211.2	XP_009121673.2
OG0018273	XP_006289564.1	XP_009131388.1
OG0018275	XP_006290013.1	XP_009121779.1
OG0018276	XP_023636033.1	XP_009121806.1
OG0018277	XP_023637683.1	XP_009121856.1
OG0018280	XP_006289930.1	XP_009125297.1
OG0018281	XP_023636848.1	XP_009122073.1
OG0018282	XP_006288929.1	XP_033142817.1
OG0018283	XP_006287318.1	XP_009125341.1
OG0018284	XP_006294395.1	XP_009131117.1
OG0018285	XP_006287383.1	XP_009122510.1
OG0018286	XP_023635970.1	XP_009122499.1
OG0018287	XP_006289662.1	XP_009122463.1
OG0018288	XP_006290205.2	XP_009122440.1
OG0018289	XP_006286651.1	XP_009122332.1
OG0018290	XP_006284467.2	XP_009138729.1
OG0018292	XP_006294234.2	XP_009140780.1
OG0018293	XP_023640681.1	XP_018514143.1
OG0018294	XP_006295918.2	XP_009140786.1
OG0018297	XP_006293883.2	XP_009144396.1
OG0018298	XP_006295431.1	XP_009144382.1
OG0018299	XP_023640601.1	XP_009144346.1
OG0018300	XP_023639746.1	XP_009144343.1
OG0018301	XP_023639326.1	XP_009141090.1
OG0018302	XP_023639497.1	XP_009141097.1, XP_009132751.1
OG0018303	XP_023640584.1	XP_033147613.1
OG0018304	XP_006293371.2	XP_033146279.1
OG0018305	XP_006282056.1	XP_009123909.1
OG0018306	XP_006283786.1	XP_033144075.1
OG0018307	XP_006283234.1	XP_009137511.2
OG0018308	XP_006283324.1	XP_009137521.2
OG0018309	XP_006283410.1	XP_009139481.2
OG0018310	XP_006305023.1	XP_033137611.1
OG0018311	XP_006306435.1	XP_033147956.1
OG0018312	XP_006304661.2	XP_009109641.2
OG0018313	XP_006303746.1	XP_009115134.1
OG0018314	XP_023632658.1	XP_009115126.1
OG0018315	XP_006303958.2	XP_009115053.1
OG0018316	XP_006305833.1	XP_009145219.1
OG0018317	XP_006303861.1	XP_033148170.1
OG0018318	XP_006306842.1	XP_009114882.1
OG0018319	XP_006291058.1	XP_009152213.1
OG0018320	XP_006292336.1	XP_009152194.1
OG0018322	XP_006281975.1	XP_009150591.1
OG0018323	XP_006281123.2	XP_009150531.1
OG0018324	XP_006279547.1	XP_009112102.1
OG0018326	XP_006282034.1	XP_009151338.2
OG0018327	XP_023633440.1	XP_009151329.1
OG0018328	XP_023642342.1	XP_009151320.1
OG0018329	XP_006280830.1	XP_009150117.1
OG0018330	XP_006282008.2	XP_009111990.1
OG0018331	XP_006281454.1	XP_009111987.1
OG0018332	XP_006281921.1	XP_018512959.1
OG0018333	XP_006288759.1	XP_009130113.1
OG0018334	XP_006286357.2	XP_009150934.1
OG0018335	XP_006287713.2	XP_009111627.1
OG0018336	XP_006286492.1	XP_009130068.2
OG0018337	XP_006289632.1	XP_009151081.1
OG0018338	XP_006286987.1	XP_009151083.1
OG0018339	XP_006286485.1	XP_009111672.1
OG0018340	XP_006288499.1	XP_009126365.1
OG0018341	XP_006287301.1	XP_009120864.1
OG0018342	XP_006290000.1	XP_009120777.1
OG0018343	XP_006282115.1	XP_009120470.1
OG0018344	XP_023644696.1	XP_033138002.1
OG0018345	XP_006282116.1	XP_009120425.2
OG0018346	XP_006282033.2	XP_009120399.1
OG0018347	XP_006280196.1	XP_009120378.1
OG0018348	XP_006281531.1	XP_033140246.1
OG0018349	XP_006281714.1	XP_009132111.1
OG0018350	XP_006279666.2	XP_009132127.2
OG0018352	XP_006280289.1	XP_009132312.1
