Orthogroup	Capsella_rubella	Arabidopsis_lyrata_Rawat
OG0016041	XP_006297734.1	AL3G30290
OG0016042	XP_023642752.1	AL3G30530
OG0016043	XP_023642482.1	AL3G30560
OG0016044	XP_006300245.2	AL3G30800
OG0016045	XP_006299054.1	AL3G30990
OG0016046	XP_006298697.2	AL3G31060
OG0016047	XP_006299635.1	AL3G31100
OG0016048	XP_006299483.1	AL3G31170
OG0016049	XP_006297202.1	AL3G31200
OG0016050	XP_006297248.1	AL3G31220
OG0016051	XP_006296830.1	AL3G31270
OG0016052	XP_006281554.1	AL8G17940
OG0016053	XP_006298957.1	AL3G31450
OG0016054	XP_006296982.1	AL3G31660
OG0016055	XP_006296923.1	AL3G31850
OG0016056	XP_023641197.1	AL3G31950
OG0016057	XP_023642645.1	AL3G31990
OG0016058	XP_006299842.1	AL3G32150
OG0016059	XP_023642079.1	AL3G32180
OG0016060	XP_006299375.1	AL3G32260
OG0016061	XP_023641591.1	AL3G32290
OG0016062	XP_023642538.1	AL3G32450
OG0016063	XP_023641762.1	AL3G32490
OG0016064	XP_006296994.1	AL3G32550
OG0016065	XP_006298745.1	AL3G32580
OG0016066	XP_023641830.1	AL3G32600
OG0016067	XP_006296929.2	AL3G32590
OG0016068	XP_006297790.1	AL3G32710
OG0016069	XP_006297582.1	AL3G32850
OG0016070	XP_006297988.1	AL3G32860
OG0016071	XP_006297200.1	AL3G33040
OG0016072	XP_006297934.1	AL3G33070
OG0016073	XP_006300009.1	AL3G33170
OG0016074	XP_006296879.1	AL3G33230
OG0016075	XP_006298467.1	AL3G33250
OG0016076	XP_006298503.1	nbis-gene-733
OG0016077	XP_006297584.1	AL3G33670
OG0016078	XP_006299613.2	AL3G33880
OG0016079	XP_006296919.1	AL3G33950
OG0016080	XP_006297113.1	AL3G34000
OG0016081	XP_023641567.1	AL3G33310, AL3G34200
OG0016082	XP_006297698.1	AL3G34280
OG0016083	XP_023642200.1	AL3G34590
OG0016084	XP_006300184.1	AL3G34640
OG0016085	XP_006297133.1	AL3G34700
OG0016086	XP_006299878.1	AL3G34770
OG0016088	XP_006280638.1	AL8G27270
OG0016089	XP_006280339.2	AL8G27260
OG0016090	XP_006281914.1	AL8G27230
OG0016091	XP_023637992.1	AL8G27060
OG0016092	XP_023642147.1	AL3G45400
OG0016093	XP_006284269.1	AL7G50500
OG0016094	XP_023634809.1	AL7G50510
OG0016095	XP_006284405.1	AL7G51210
OG0016096	XP_006284346.2	AL7G51520
OG0016097	XP_006283665.1	AL7G51740
OG0016098	XP_006282882.1	AL7G52030
OG0016100	XP_006293303.1	AL7G52880
OG0016101	XP_006285023.1	AL7G46760
OG0016102	XP_023633925.1	AL7G46730
OG0016103	XP_023634911.1	AL7G46290
OG0016104	XP_023634514.1	AL7G45460
OG0016105	XP_023638972.1	AL8G20730
OG0016106	XP_006280492.2	AL8G20300
OG0016107	XP_006280608.1	AL8G20240
OG0016108	XP_006280050.1	AL8G20040
OG0016109	XP_006298598.2	AL3G38660
OG0016110	XP_006297681.1	AL3G38000
OG0016111	XP_006298479.1	AL3G37890
OG0016112	XP_006297409.1	AL3G37760
OG0016113	XP_006298774.1	AL3G54120
OG0016114	XP_006299940.1	AL3G37190
OG0016115	XP_023642494.1	AL3G36890
OG0016116	XP_006299103.1	AL3G36750
OG0016117	XP_023641806.1	AL3G35750
OG0016118	XP_006297865.1	nbis-gene-748
OG0016119	XP_006298779.1	AL3G35680
OG0016120	XP_006299891.1	AL3G35640
OG0016121	XP_006298007.2	AL3G35430
OG0016122	XP_006298250.2	AL3G35400
OG0016123	XP_006297135.1	AL3G35340
OG0016124	XP_023642211.1	AL3G34780
OG0016125	XP_006285674.1	AL7G21840
OG0016126	XP_006283119.1	AL7G22290
OG0016127	XP_023644054.1	AL8G17290
OG0016128	XP_006302789.1	AL2G24300
OG0016129	XP_023643360.1	AL2G24280
OG0016130	XP_006302104.1	AL2G24070
OG0016131	XP_006300544.1	AL2G23880
OG0016132	XP_006302286.1	AL2G23800
OG0016133	XP_006302700.1	AL2G23740
OG0016134	XP_006300806.1	AL2G22860
OG0016135	XP_006302171.1	AL2G23210
OG0016136	XP_006302313.2	AL2G23270
OG0016137	XP_006301376.1	AL2G23290
OG0016138	XP_023642983.1	AL2G22530
OG0016139	XP_006300706.2	AL2G19710
OG0016140	XP_006300479.1	nbis-gene-447
OG0016141	XP_006279918.1	AL8G41170
OG0016142	XP_006302143.2	AL2G19270
OG0016143	XP_023643188.1	AL2G19830
OG0016144	XP_023642882.1	AL1G64670
OG0016145	XP_006300408.1	AL1G64860
OG0016146	XP_006287631.1	AL6G30200
OG0016147	XP_006287368.1	AL6G30180
OG0016148	XP_006287826.1	AL6G30100
OG0016149	XP_006287025.1	AL6G30080
OG0016150	XP_006286401.1	AL6G29970
OG0016151	XP_006289483.1	AL6G29930
OG0016152	XP_006289251.1	AL6G29800
OG0016153	XP_006287650.2	AL6G29620
OG0016154	XP_006289709.1	AL6G29480
OG0016155	XP_006289696.1	AL6G29430
OG0016156	XP_006288483.1	AL6G29420
OG0016157	XP_006287784.1	AL6G40560
OG0016158	XP_006282171.1	AL8G23370
OG0016159	XP_006281170.2	AL8G23240
OG0016160	XP_023642506.1	AL8G23400
OG0016162	XP_006297289.1	AL3G48350
OG0016163	XP_006291191.1	AL5G32980
OG0016164	XP_006292375.2	AL5G32940
OG0016165	XP_006291364.1	AL5G32870
OG0016166	XP_006290738.1	AL5G32790
OG0016167	XP_006292369.2	AL5G33290, AL5G32740
OG0016168	XP_023639233.1	AL5G32590
OG0016169	XP_006292000.1	AL5G32410
OG0016170	XP_006282634.1	AL7G47290
OG0016171	XP_006291700.1	AL5G32380
OG0016172	XP_023638388.1	AL5G32250
OG0016173	XP_006291668.1	AL5G32240
OG0016174	XP_006292185.1	AL5G32200
OG0016175	XP_006290847.1	AL5G32070
OG0016176	XP_006291778.2	nbis-gene-1350
OG0016177	XP_006291288.1	AL5G32020
OG0016178	XP_006291174.1	AL5G31980
OG0016179	XP_006292663.2	AL5G31860
OG0016180	XP_023638335.1	AL5G31740
OG0016181	XP_023639307.1	AL5G31730
OG0016182	XP_006291123.1	AL5G31650
OG0016183	XP_023644677.1	AL1G10050
OG0016184	XP_023644716.1	AL1G10110
OG0016185	XP_006305182.2	AL1G10130
OG0016186	XP_023633010.1	AL1G10330
OG0016187	XP_006307695.1	AL1G10350
OG0016188	XP_023644739.1	AL1G10380
OG0016189	XP_006305215.1	AL1G10420
OG0016190	XP_006306838.2	AL1G10430
OG0016191	XP_006303692.1	AL1G10450
OG0016192	XP_006305307.1	AL1G10470
OG0016193	XP_023645093.1	AL1G10570
OG0016194	XP_006307592.1	AL1G10650
OG0016195	XP_006307577.1	AL1G10670
OG0016196	XP_023645161.1	AL1G10710
OG0016197	XP_006303976.1	nbis-gene-20
OG0016198	XP_006305749.1	AL1G10940
OG0016199	XP_006307480.1	AL1G11020
OG0016200	XP_006307379.1	AL1G11160
OG0016201	XP_006306019.1	AL1G11180
OG0016202	XP_023645242.1	AL1G11220
OG0016203	XP_006303980.1	AL1G11590
OG0016204	XP_006293074.1	AL3G44770
OG0016205	XP_006304532.2	AL1G11650
OG0016206	XP_006305510.1	AL1G11660
OG0016207	XP_006307128.2	AL1G11740
OG0016208	XP_006306036.1	AL1G11850
OG0016210	XP_006306829.1	AL1G11980
OG0016211	XP_006303299.1	AL1G12070
OG0016212	XP_006303463.1	AL1G12210
OG0016213	XP_006306852.1	AL1G12550
OG0016214	XP_006305556.1	AL1G12740
OG0016215	XP_006306694.1	AL1G12910
OG0016216	XP_006306146.2	AL1G12920
OG0016217	XP_023645271.1	AL1G12930
OG0016218	XP_006306944.1	AL1G13070
OG0016219	XP_006305658.2	AL1G13150
OG0016220	XP_006305052.1	AL1G13180
OG0016221	XP_006306750.1	AL1G13300
OG0016222	XP_023645335.1	AL1G13390
OG0016223	XP_006304427.1	AL1G13640
OG0016224	XP_006307620.1	AL1G13780
OG0016225	XP_006303192.1	AL1G13930
OG0016226	XP_006304026.1	AL1G14220
OG0016227	XP_006303956.1	AL1G14250
OG0016228	XP_006303397.1	AL1G14320
OG0016230	XP_006305960.1	AL1G14620
OG0016231	XP_023645134.1	AL1G14690
OG0016232	XP_006307306.1	AL1G14700
OG0016233	XP_006304927.1	AL1G14720
OG0016234	XP_006303288.1	AL1G14810
OG0016235	XP_006305299.1	AL1G14870
OG0016236	XP_006306165.1	AL1G14900
OG0016237	XP_023645241.1	AL1G15110
OG0016238	XP_006303489.1	AL1G15140
OG0016239	XP_006307640.1	AL1G15180
OG0016240	XP_023644600.1	nbis-gene-37
OG0016241	XP_006303862.1	AL1G15280
OG0016242	XP_006307375.1	AL1G15510
OG0016243	XP_006303916.2	AL1G15570
OG0016244	XP_006303960.2	AL1G15750
OG0016245	XP_023645476.1	AL1G15760
OG0016246	XP_023632839.1	AL1G15780
OG0016247	XP_006306029.1	AL1G15840
OG0016248	XP_006302547.2	AL1G65240
OG0016249	XP_006304189.1	AL1G16410
OG0016250	XP_006306038.1	AL1G16460
OG0016251	XP_006304917.1	AL1G16540
OG0016252	XP_006306354.1	AL1G16550
OG0016253	XP_006305018.1	AL1G16580
OG0016254	XP_006306187.2	AL1G16700
OG0016255	XP_006306676.1	AL1G16720
OG0016256	XP_023644689.1	AL1G16740
OG0016257	XP_006307051.1	AL1G16820
OG0016258	XP_006306699.1	AL1G16850
OG0016259	XP_006306181.1	AL1G16940
OG0016260	XP_006306042.1	AL1G17010
OG0016261	XP_006303732.1	AL1G17040
OG0016262	XP_023645015.1	AL1G17150
OG0016263	XP_006303302.1	AL1G17180
OG0016264	XP_006307401.1	AL1G17400
OG0016266	XP_006285997.1	AL7G28850
OG0016267	XP_006305830.2	AL1G17610
OG0016268	XP_006306847.1	AL1G17710
OG0016269	XP_006303609.1	AL1G17720
OG0016270	XP_006306426.1	AL1G17920
OG0016271	XP_023634456.1, XP_023645801.1	AL1G17940
OG0016272	XP_006303625.1	AL1G18130
OG0016273	XP_006307618.1	AL1G14800
OG0016274	XP_006305381.1	AL1G18500
OG0016275	XP_006306103.1	AL1G18580
OG0016276	XP_006303705.1	AL1G18600
OG0016277	XP_006304996.1	AL1G18680
OG0016278	XP_006305032.1	AL1G18900
OG0016279	XP_006306844.1	AL1G18950
OG0016280	XP_006306655.1	AL1G19020
OG0016281	XP_006306525.1	AL1G19040
OG0016282	XP_006304054.1	AL1G19070
OG0016283	XP_006306095.1	AL1G19120
OG0016284	XP_006306705.1	AL1G19160
OG0016285	XP_006306848.1	AL1G19190
OG0016286	XP_006304207.1	AL1G19200
OG0016287	XP_006304477.1	AL1G19470
OG0016288	XP_023632944.1	AL1G19620
OG0016289	XP_023645200.1	AL1G19630
OG0016290	XP_006305368.1	AL1G19730
OG0016292	XP_023632650.1	AL1G19960
OG0016293	XP_006307058.1	AL1G19970
OG0016294	XP_006303671.1	AL1G20140
OG0016295	XP_023645691.1	AL1G20230
OG0016296	XP_023645456.1	AL1G20390
OG0016297	XP_023632679.1	AL1G20400
OG0016298	XP_006304299.1	AL1G20410
OG0016299	XP_023632895.1	AL1G20450
OG0016300	XP_006306941.1	AL1G20510
OG0016301	XP_006304862.1	AL1G20640, AL1G20630, AL1G20950
OG0016302	XP_023644870.1	nbis-gene-62
OG0016303	XP_006305727.1	AL1G21340
OG0016304	XP_006305398.1	AL1G21360
OG0016305	XP_006305846.2	nbis-gene-67
OG0016306	XP_006304451.1	AL1G21810
OG0016307	XP_023644712.1	AL1G21840
OG0016308	XP_023636748.1	AL6G42020
OG0016309	XP_006305467.1	AL1G22230
OG0016310	XP_023634963.1	AL9U11310
OG0016311	XP_006305439.1	AL1G22650
OG0016312	XP_006306834.1	AL1G22800
OG0016313	XP_006303320.1	AL1G22830
OG0016314	XP_023645169.1	AL1G22940
OG0016315	XP_006301243.1	AL2G13500
OG0016316	XP_006307619.1	AL1G23300
OG0016317	XP_006304754.2	AL1G23530
OG0016318	XP_023632805.1	AL1G23540
OG0016319	XP_023644848.1	AL1G23690
OG0016320	XP_006306686.2	AL1G23770
OG0016321	XP_006304711.1	AL1G23840
OG0016322	XP_006303696.1	AL1G23890
OG0016323	XP_006303946.1	AL1G23920
OG0016324	XP_006303312.1	AL1G24110
OG0016325	XP_006306831.1	AL1G24430
OG0016326	XP_006307445.1	AL1G24620
OG0016327	XP_006307168.1	AL1G24800
OG0016328	XP_006303153.1	AL1G24850
OG0016329	XP_006306135.2	AL1G24910
OG0016330	XP_023645752.1	AL1G24940
OG0016331	XP_006307650.1	AL1G25310
OG0016332	XP_006304034.1	AL1G25420
OG0016333	XP_006304161.1	AL1G25450
OG0016334	XP_006304110.1	AL1G25490
OG0016335	XP_023645650.1	AL1G25620
OG0016336	XP_006306393.1	AL1G25720
OG0016337	XP_023644893.1	AL1G25830
OG0016338	XP_006306189.1	AL1G25820
OG0016339	XP_006305460.1	AL1G26010
OG0016340	XP_023632971.1	AL1G26040
OG0016341	XP_006307116.2	AL1G26070
OG0016342	XP_006307479.1	AL1G26160
OG0016343	XP_023645601.1	AL1G26180
OG0016344	XP_006304131.1	AL1G26190
OG0016345	XP_006303665.1	AL1G26240
OG0016346	XP_006305417.1	AL1G26490
OG0016347	XP_006305322.1	AL1G26530
OG0016348	XP_006306125.1	AL1G27280
OG0016349	XP_006304675.1	AL1G27420
OG0016350	XP_006306560.2	AL1G27490
OG0016351	XP_006305327.1	AL1G27520
OG0016352	XP_006305313.1	AL1G27590
OG0016353	XP_006304525.1	AL1G27810
OG0016354	XP_006305845.1	AL1G27850
OG0016355	XP_006300611.1	AL2G37770
OG0016356	XP_006306285.1	AL1G28200
OG0016357	XP_023646023.1	AL1G28230
OG0016358	XP_006303978.1	AL1G28470
OG0016359	XP_023645923.1	nbis-gene-94
OG0016360	XP_023645759.1	AL1G28630
OG0016361	XP_006305615.1	AL1G28750
OG0016362	XP_006303905.1	AL1G28790
OG0016363	XP_023645633.1	AL1G28820
OG0016364	XP_006307161.1	AL1G28840
OG0016365	XP_006304316.1	AL1G29140
OG0016366	XP_006305734.1	AL1G29250
OG0016367	XP_006303293.2	AL1G29400
OG0016368	XP_006305598.1	AL1G29420
OG0016369	XP_006304706.1	AL1G29450
OG0016370	XP_023642618.1	AL8G24090
OG0016371	XP_006306700.1	AL1G29500
OG0016372	XP_006304130.2	AL1G29580
OG0016373	XP_023637270.1	AL6G40570
OG0016374	XP_006306911.1	AL1G29720
OG0016375	XP_006304808.1	AL1G29750
OG0016376	XP_006304885.1	AL1G29770
OG0016377	XP_023645955.1	AL1G29780
OG0016378	XP_006306901.1	AL1G29840
OG0016379	XP_023645043.1	AL1G29890
OG0016380	XP_006307007.1	AL1G30090
OG0016381	XP_023644771.1	AL1G30100
OG0016382	XP_006303637.1	nbis-gene-99
OG0016383	XP_006296190.1	AL4G19390
OG0016384	XP_023633136.1	AL1G30380
OG0016385	XP_006304424.1	nbis-gene-100
OG0016386	XP_006307108.1	AL1G30470
OG0016387	XP_006307097.1	AL1G30510
OG0016388	XP_006304965.1	AL1G30530
OG0016389	XP_023633137.1	AL1G30550
OG0016390	XP_006305935.2	AL1G30640
OG0016391	XP_006288801.2	AL6G41200
OG0016392	XP_006281994.1	AL8G26550
OG0016393	XP_006305676.1	AL1G31130
OG0016394	XP_006305917.2	AL1G31300
OG0016395	XP_006306210.1	AL1G31320
OG0016396	XP_023632801.1	AL1G31520
OG0016397	XP_006307016.1	AL1G31660
OG0016398	XP_006303432.1	AL1G31700
OG0016400	XP_006306730.1	AL1G31880
OG0016401	XP_006304178.1	AL1G31900
OG0016402	XP_006307629.1	AL1G31930
OG0016403	XP_006306486.1	AL1G31960
OG0016404	XP_006303620.1	AL1G32240
OG0016405	XP_006304805.1	AL1G32370
OG0016406	XP_006304311.1	AL1G32530
OG0016407	XP_006298576.1	AL3G41710
OG0016408	XP_006305582.1	AL1G32850
OG0016409	XP_023633121.1	AL1G32860
OG0016410	XP_023632611.1	AL1G32940
OG0016411	XP_006303171.1	AL1G33460
OG0016412	XP_023644891.1	AL1G33490
OG0016413	XP_006307427.1	AL1G33890
OG0016414	XP_006306288.2	AL1G34100
OG0016415	XP_006303502.1	AL1G34420
OG0016416	XP_006295132.1	AL4G13660
OG0016417	XP_006306114.1	AL1G34700
OG0016418	XP_006306166.1	AL1G34710
OG0016419	XP_006305337.1	AL1G34740
OG0016420	XP_006303894.1	AL1G34780
OG0016421	XP_023644831.1	AL1G34790
OG0016422	XP_023644834.1	AL1G34800
OG0016423	XP_023644849.1	AL1G34920
OG0016424	XP_006306696.1	AL1G34940, AL3G43350
OG0016425	XP_023644908.1	AL1G34960
OG0016426	XP_006306531.1	AL1G34980
OG0016427	XP_006305752.1	AL1G35610
OG0016428	XP_006305433.1	AL1G35630
OG0016429	XP_006303258.1	AL1G35640
OG0016430	XP_006306504.1	AL1G35980
OG0016431	XP_006304237.1	AL1G36000
OG0016432	XP_006306912.1	AL1G36070
OG0016433	XP_006307141.1	AL1G36080
OG0016434	XP_006304546.1	AL1G36140
OG0016435	XP_006304306.1	AL1G36230
OG0016436	XP_006306336.1	AL1G36320
OG0016437	XP_006305604.1	AL1G36340
OG0016438	XP_006305047.1	AL1G36350
OG0016439	XP_006306396.1	AL1G36570
OG0016440	XP_006306475.2	AL1G36630
OG0016441	XP_006301391.1	AL2G31430
OG0016442	XP_023643004.1	AL2G31380
OG0016443	XP_006302817.2	AL2G31320
OG0016444	XP_006301758.1	AL2G31300
OG0016445	XP_006302624.1	AL2G31200
OG0016446	XP_006301999.1	AL2G31160
OG0016447	XP_006300817.1	AL6G46970, AL2G31150
OG0016448	XP_006301077.1	AL2G31120
OG0016449	XP_006302123.1	AL2G31100
OG0016450	XP_006302759.1	AL2G30870
OG0016451	XP_006301271.1	AL2G30850
OG0016452	XP_006301839.1	AL2G30820
OG0016453	XP_006304119.1	AL1G52610
OG0016454	XP_006300353.1	AL2G30700
OG0016455	XP_006302594.2	AL2G30680
OG0016456	XP_006300471.1	AL2G30670
OG0016457	XP_006301593.2, XP_006300982.1, XP_006301667.1	AL2G22440, AL2G22410
OG0016458	XP_006302749.1	nbis-gene-588
OG0016459	XP_006302234.1	AL2G30080
OG0016460	XP_006302440.2	AL2G30010
OG0016461	XP_006301832.1	AL2G29930
OG0016462	XP_006302287.1	AL2G29640
OG0016463	XP_006300442.1	AL2G29500
OG0016464	XP_006302346.2	AL2G29430
OG0016465	XP_006301189.1	AL2G29350
OG0016466	XP_023643703.1	AL2G29320
OG0016467	XP_006305172.1	AL1G47100
OG0016468	XP_023644942.1	AL1G47110
OG0016469	XP_006304992.1	AL1G47220
OG0016470	XP_023645152.1	AL1G47360
OG0016471	XP_006306983.1	AL1G47510
OG0016472	XP_006307183.1	AL1G47630
OG0016473	XP_006305699.1	AL1G47660
OG0016474	XP_006305086.1	AL1G47690
OG0016476	XP_023642984.1	AL2G11730
OG0016477	XP_006302095.1	AL2G11810
OG0016478	XP_006300990.1	AL2G11820
OG0016479	XP_006280394.1	AL8G36770
OG0016480	XP_006301892.1	nbis-gene-379
OG0016481	XP_006301101.1	AL2G12680
OG0016482	XP_006302757.1	AL2G12910
OG0016483	XP_006300795.1	AL2G12960
OG0016484	XP_006302963.1	AL2G13000
OG0016485	XP_023643732.1	AL2G13010
OG0016486	XP_006302816.2	AL2G13020
OG0016487	XP_023644028.1	AL2G13030
OG0016488	XP_006300763.1	AL2G13040
OG0016489	XP_006302657.1	AL2G13350
OG0016490	XP_006302920.1	AL2G13400
OG0016491	XP_006289117.1	AL6G42030
OG0016492	XP_006302821.1	AL2G14140
OG0016493	XP_006302374.1	AL2G14200
OG0016494	XP_006303047.1	AL2G14330
OG0016495	XP_006302291.1	AL2G14640
OG0016496	XP_006302068.1	AL2G14980
OG0016497	XP_006286995.1	AL6G43680
OG0016498	XP_006302941.1	AL2G15070
OG0016499	XP_006300457.1	AL2G15140
OG0016500	XP_006300659.1	AL2G15150
OG0016501	XP_023643154.1	AL2G15290
OG0016502	XP_006302973.1	AL2G15640
OG0016503	XP_006301382.1	AL2G15820
OG0016504	XP_023643506.1	AL2G16000
OG0016505	XP_006300800.1	AL2G16040
OG0016506	XP_006302526.1	AL2G16220
OG0016507	XP_006300557.1	AL2G16270
OG0016508	XP_023643490.1	AL2G16430
OG0016509	XP_023641993.1	AL3G53380
OG0016510	XP_006300391.1	AL2G16620
OG0016511	XP_023644346.1	AL2G16640
OG0016513	XP_006301638.1	AL2G16930
OG0016514	XP_006302628.1	AL2G17200
OG0016515	XP_006302552.1	AL2G17470
OG0016516	XP_023644003.1	AL2G17550
OG0016517	XP_006282512.1	AL7G24990
OG0016518	XP_006302405.2	AL2G17740
OG0016519	XP_023644018.1	AL2G17870
OG0016520	XP_023643555.1	AL2G17880
OG0016521	XP_023643204.1	AL2G18140
OG0016522	XP_006301988.1	AL2G18110
OG0016523	XP_006302348.1	AL2G18050
OG0016524	XP_006298118.1	AL3G45510
OG0016525	XP_006302070.2	AL1G67520
OG0016526	XP_023644058.1	AL2G19510
OG0016527	XP_023644186.1	AL1G67180
OG0016528	XP_006301910.1	AL1G66670
OG0016529	XP_023643367.1	AL1G66480
OG0016530	XP_006302867.1	AL1G66100
OG0016531	XP_006301099.2	AL1G65930
OG0016532	XP_023643052.1	AL1G65920
OG0016533	XP_006302958.1	AL1G65880
OG0016534	XP_006300310.1	AL1G65780
OG0016536	XP_006300606.1	AL1G65690
OG0016537	XP_006300735.1	AL2G10940
OG0016538	XP_006301005.1	AL2G10790
OG0016539	XP_006279610.1	AL8G24790
OG0016540	XP_006280980.1	AL8G22960
OG0016541	XP_006300433.2	AL2G10620
OG0016542	XP_023643654.1	AL2G10470
OG0016543	XP_006300998.1	AL2G10410
OG0016544	XP_006302383.2	AL2G10400
OG0016545	XP_006300704.2	AL2G10270
OG0016547	XP_023643464.1	AL2G10140
OG0016548	XP_006302371.1	AL2G10030
OG0016549	XP_006280370.1	AL8G12020
OG0016550	XP_006279931.2	AL8G12010
OG0016551	XP_006291608.1	AL5G10760
OG0016552	XP_006279851.1	AL8G11500
OG0016553	XP_006282005.1	AL8G11450
OG0016554	XP_006282360.2	AL8G10600
OG0016555	XP_023636249.1	AL8G11090
OG0016556	XP_006291021.2	AL1G55010
OG0016557	XP_006279554.1	AL8G14720
OG0016558	XP_006282158.1	AL8G14780
OG0016559	XP_023640267.1	AL8G14790
OG0016560	XP_023633678.1	AL7G26340
OG0016561	XP_006282040.1	AL8G14900
OG0016562	XP_006280500.1	AL8G15520
OG0016563	XP_006290775.2	AL5G12900
OG0016564	XP_006288591.1	AL6G48820
OG0016565	XP_006287894.2	AL6G48570
OG0016566	XP_023637313.1	AL6G48490
OG0016567	XP_006284336.1	AL7G23100
OG0016568	XP_006282664.1	AL7G22860
OG0016569	XP_006284138.1	AL7G22790
OG0016570	XP_006294012.1	AL7G22560
OG0016571	XP_006295561.1	AL7G22550
OG0016572	XP_006291711.1	AL5G25890
OG0016573	XP_006279966.1	AL8G21200
OG0016574	XP_006285779.1	AL7G38760
OG0016575	XP_006304008.1	AL1G54500
OG0016576	XP_006307365.1	AL1G54670
OG0016577	XP_006306985.1	AL1G54680
OG0016578	XP_006306591.1	AL1G54690
OG0016579	XP_023644802.1	AL1G54910
OG0016580	XP_006304702.1	AL1G54960
OG0016581	XP_006305144.2	AL1G54980
OG0016582	XP_023636925.1	AL6G50210
OG0016583	XP_006306015.1	AL1G55660
OG0016584	XP_006305959.1	AL1G55870
OG0016585	XP_023632548.1	AL1G55990
OG0016586	XP_006286933.2	AL6G45300
OG0016587	XP_006305885.1	AL1G56040
OG0016588	XP_006304442.1	AL1G56140
OG0016589	XP_006306406.1	AL1G56580
OG0016590	XP_023645296.1	AL1G56610
OG0016591	XP_006305454.1	AL1G56790
OG0016592	XP_023645105.1	AL1G56810
OG0016593	XP_006303848.1	AL5G22400
OG0016594	XP_023645954.1	AL5G22390
OG0016595	XP_006300780.1	AL2G34890
OG0016596	XP_006301765.1	AL2G34870
OG0016597	XP_006302167.1	AL2G34800
OG0016598	XP_023635504.1	AL7G10020
OG0016599	XP_006284708.1	AL7G10030
OG0016600	XP_023634558.1	AL7G10050
OG0016601	XP_006285782.1	AL7G10080
OG0016602	XP_023633793.1	AL7G10190
OG0016603	XP_006285049.1	AL7G10210
OG0016604	XP_023634613.1	AL7G10240
OG0016605	XP_023635535.1	AL7G10250
OG0016606	XP_023634788.1	AL7G10260
OG0016607	XP_006283705.1	AL7G10340
OG0016608	XP_023633979.1	AL7G10350
OG0016609	XP_006283462.1	AL7G10530
OG0016610	XP_006283441.1	AL7G10540
OG0016611	XP_006283927.2	AL7G10550
OG0016612	XP_006284278.1	AL7G10560
OG0016613	XP_006283248.1	AL7G10770
OG0016614	XP_006283596.1	AL7G10920
OG0016615	XP_006282679.1	AL7G11200
OG0016617	XP_006283984.1	AL7G11310
OG0016618	XP_006283504.1	AL7G11400
OG0016619	XP_006285428.1	AL7G11750
OG0016620	XP_023634942.1	AL7G11890
OG0016621	XP_023634645.1	AL7G11910
OG0016622	XP_006283278.1	AL7G12000
OG0016623	XP_023635086.1	AL7G12040
OG0016624	XP_023633757.1	AL7G12080
OG0016625	XP_006282671.2	AL7G12090
OG0016626	XP_023633770.1	AL7G12130
OG0016627	XP_006284174.1	AL7G12240
OG0016628	XP_006283375.1	AL7G12400
OG0016629	XP_023634604.1	AL7G12530
OG0016630	XP_006283970.1	AL7G12680
OG0016631	XP_006282520.2	AL7G12730
OG0016632	XP_006284228.1	AL7G12870
OG0016633	XP_023634895.1	AL7G13140
OG0016634	XP_006283983.2	AL7G13560
OG0016635	XP_006283164.1	AL7G13590
OG0016636	XP_006286082.1	AL7G13730
OG0016638	XP_006284543.1	AL7G14020
OG0016639	XP_006283712.1	AL7G15130
OG0016640	XP_023634871.1	AL7G14120
OG0016641	XP_006283881.1	AL7G14130
OG0016642	XP_006284240.1	AL7G14160
OG0016643	XP_006285423.1	AL7G14210
OG0016644	XP_023634185.1	AL7G14600
OG0016645	XP_006284619.1	AL7G14670
OG0016646	XP_006284660.1	AL7G14680
OG0016647	XP_006283031.1	AL7G14870
OG0016648	XP_023635060.1	AL7G14950
OG0016649	XP_006282841.1	AL7G14970
OG0016650	XP_006285081.1	AL7G15000
OG0016651	XP_006283275.1	AL7G15020
OG0016652	XP_006285911.1	AL7G15080
OG0016653	XP_006284178.1	AL7G15110
OG0016654	XP_006282758.2	AL7G15140
OG0016655	XP_006286145.1	AL7G15180
OG0016656	XP_006283206.1	AL7G19490
OG0016657	XP_006284610.1	AL7G15330
OG0016658	XP_006284954.1	AL7G15490
OG0016659	XP_006283761.1	AL7G15530
OG0016660	XP_006284026.2	AL7G15560
OG0016661	XP_006285677.1	AL7G15730
OG0016662	XP_023633710.1	AL7G15740
OG0016663	XP_006282994.1	AL7G15780
OG0016664	XP_006283772.2	AL7G15930
OG0016665	XP_023632705.1	nbis-gene-220
OG0016666	XP_006283193.1	AL7G15850
OG0016667	XP_006284015.1	AL7G15810
OG0016668	XP_006284255.2	AL7G15960
OG0016669	XP_006284791.1	AL7G16580
OG0016670	XP_006283499.1	AL7G16590
OG0016671	XP_006284171.1	AL7G16680
OG0016672	XP_023635399.1, XP_023639826.1	AL7G16930
OG0016673	XP_006285695.1	AL7G16990
OG0016674	XP_006283479.1	AL7G17050
OG0016675	XP_006284455.1	AL7G19500
OG0016676	XP_023633901.1	AL7G19420
OG0016677	XP_006280073.1	AL8G24320
OG0016678	XP_006280874.1	AL8G24330
OG0016679	XP_023635321.1	AL7G19130
OG0016680	XP_006283300.2	AL7G18940
OG0016681	XP_006284574.1	AL7G18810
OG0016682	XP_006283222.1	AL7G18800
OG0016683	XP_006284220.2	AL7G18270
