Orthogroup	Capsella_rubella	Arabidopsis_thaliana
OG0016517	XP_006282512.1	AT4G27670.1
OG0016518	XP_006302405.2	AT1G58470.1
OG0016519	XP_023644018.1	AT1G58350.1
OG0016520	XP_023643555.1	AT1G58340.1
OG0016521	XP_023643204.1	AT1G58200.1
OG0016522	XP_006301988.1	AT1G58170.1
OG0016523	XP_006302348.1	AT1G58100.1
OG0016524	XP_006298118.1	AT2G13650.1
OG0016525	XP_006302070.2	AT1G57770.1
OG0016526	XP_023644058.1	AT1G64960.2
OG0016527	XP_023644186.1	AT1G57600.1
OG0016528	XP_006301910.1	AT1G56710.1
OG0016529	XP_023643367.1	AT1G56590.1
OG0016530	XP_006302867.1	AT1G56420.1
OG0016531	XP_006301099.2	AT1G56320.1
OG0016532	XP_023643052.1	AT1G56310.1
OG0016533	XP_006302958.1	AT1G56260.1
OG0016534	XP_006300310.1	AT1G56230.1
OG0016536	XP_006300606.1	AT1G55040.1
OG0016537	XP_006300735.1	AT1G64110.2
OG0016538	XP_006301005.1	AT1G64210.1
OG0016539	XP_006279610.1	AT5G50630.1, AT5G50520.1
OG0016540	XP_006280980.1	AT5G49320.1
OG0016541	XP_006300433.2	AT1G64320.1
OG0016542	XP_023643654.1	AT1G64385.1
OG0016543	XP_006300998.1	AT1G64440.1
OG0016544	XP_006302383.2	AT1G64450.1
OG0016545	XP_006300704.2	AT1G64530.1
OG0016547	XP_023643464.1	AT1G64620.1
OG0016548	XP_006302371.1	AT1G64720.1
OG0016549	XP_006280370.1	AT5G46390.2
OG0016550	XP_006279931.2	AT5G46400.1
OG0016551	XP_006291608.1	AT2G01660.1
OG0016552	XP_006279851.1	AT5G46830.1
OG0016553	XP_006282005.1	AT5G46850.2
OG0016554	XP_006282360.2	AT5G47435.1
OG0016555	XP_023636249.1	AT5G47790.1
OG0016556	XP_006291021.2	AT5G47810.1
OG0016557	XP_006279554.1	AT5G44800.1
OG0016558	XP_006282158.1	AT5G44750.2
OG0016559	XP_023640267.1	AT5G44740.2
OG0016560	XP_023633678.1	AT4G26555.1
OG0016561	XP_006282040.1	AT5G44650.1
OG0016562	XP_006280500.1	AT5G44370.1
OG0016563	XP_006290775.2	AT2G03260.1
OG0016564	XP_006288591.1	AT4G05220.1
OG0016565	XP_006287894.2	AT4G04990.1
OG0016566	XP_023637313.1	AT4G04955.1
OG0016567	XP_006284336.1	AT4G29330.1
OG0016568	XP_006282664.1	AT4G29540.2
OG0016569	XP_006284138.1	AT4G29590.1
OG0016570	XP_006294012.1	AT4G29740.2
OG0016571	XP_006295561.1	AT4G29750.1
OG0016572	XP_006291711.1	AT3G46870.2
OG0016573	XP_006279966.1	AT5G48390.1
OG0016574	XP_006285779.1	AT4G16270.1
OG0016575	XP_006304008.1	AT1G47990.1
OG0016576	XP_006307365.1	AT1G48100.1
OG0016577	XP_006306985.1	AT1G48110.1
OG0016578	XP_006306591.1	AT1G48120.1
OG0016579	XP_023644802.1	AT1G48310.2
OG0016580	XP_006304702.1	AT1G48360.2
OG0016581	XP_006305144.2	AT1G48380.2
OG0016582	XP_023636925.1	AT4G02750.1
OG0016583	XP_006306015.1	AT1G48870.1
OG0016584	XP_006305959.1	AT1G49000.1
OG0016585	XP_023632548.1	AT1G49130.1
OG0016586	XP_006286933.2	AT4G11130.1
OG0016587	XP_006305885.1	AT1G49170.1
OG0016588	XP_006304442.1	AT1G49270.1
OG0016589	XP_006306406.1	AT1G49420.1
OG0016590	XP_023645296.1	AT1G49450.1
OG0016591	XP_006305454.1	AT1G49470.1
OG0016592	XP_023645105.1	AT1G49475.1
OG0016593	XP_006303848.1	AT1G49490.2
OG0016594	XP_023645954.1	AT1G49500.1
OG0016595	XP_006300780.1	AT1G75010.1
OG0016596	XP_006301765.1	AT1G74990.1
OG0016597	XP_006302167.1	AT1G74920.1
OG0016598	XP_023635504.1	AT4G38130.1
OG0016599	XP_006284708.1	AT4G38140.1
OG0016600	XP_023634558.1	AT4G38150.1
OG0016601	XP_006285782.1	AT4G38180.1
OG0016602	XP_023633793.1	AT4G38270.1
OG0016603	XP_006285049.1	AT4G38340.1
OG0016604	XP_023634613.1	AT4G38370.1
OG0016605	XP_023635535.1	AT4G38380.1
OG0016606	XP_023634788.1	AT4G38390.1
OG0016607	XP_006283705.1	AT4G38480.1
OG0016608	XP_023633979.1	AT4G38490.1
OG0016609	XP_006283462.1	AT4G38640.1
OG0016610	XP_006283441.1	AT4G38650.1
OG0016611	XP_006283927.2	AT4G38660.1
OG0016612	XP_006284278.1	AT4G38670.1
OG0016613	XP_006283248.1	AT4G38890.1
OG0016614	XP_006283596.1	AT4G39010.1
OG0016615	XP_006282679.1	AT4G39230.1
OG0016617	XP_006283984.1	AT4G39330.1
OG0016618	XP_006283504.1	AT4G39380.2
OG0016619	XP_006285428.1	AT4G39610.1
OG0016620	XP_023634942.1	AT4G39690.1
OG0016621	XP_023634645.1	AT4G39710.1
OG0016622	XP_006283278.1	AT4G39790.1
OG0016623	XP_023635086.1	AT4G39820.2
OG0016624	XP_023633757.1	AT4G39850.3
OG0016625	XP_006282671.2	AT4G39860.1
OG0016626	XP_023633770.1	AT4G39890.1
OG0016627	XP_006284174.1	AT4G39955.1
OG0016628	XP_006283375.1	AT4G40050.1
OG0016629	XP_023634604.1	AT4G38090.1
OG0016630	XP_006283970.1	AT4G37970.1
OG0016631	XP_006282520.2	AT4G37920.1
OG0016632	XP_006284228.1	AT4G37800.1
OG0016633	XP_023634895.1	AT4G37630.1
OG0016634	XP_006283983.2	AT4G37280.1
OG0016635	XP_006283164.1	AT4G37250.1
OG0016636	XP_006286082.1	AT4G36960.1
OG0016638	XP_006284543.1	AT4G37220.1
OG0016639	XP_006283712.1	AT4G35910.1
OG0016640	XP_023634871.1	AT4G36860.3
OG0016641	XP_006283881.1	AT4G36850.1
OG0016642	XP_006284240.1	AT4G36830.2
OG0016643	XP_006285423.1	AT4G36790.1
OG0016644	XP_023634185.1	AT4G36480.1
OG0016645	XP_006284619.1	AT4G36420.1
OG0016646	XP_006284660.1	AT4G36410.1
OG0016647	XP_006283031.1	AT4G36180.1
OG0016648	XP_023635060.1	AT4G36090.3
OG0016649	XP_006282841.1	AT4G36070.2
OG0016650	XP_006285081.1	AT4G36050.2
OG0016651	XP_006283275.1	AT4G36030.1
OG0016652	XP_006285911.1	AT4G35970.1
OG0016653	XP_006284178.1	AT4G35930.3
OG0016654	XP_006282758.2	AT4G35905.1
OG0016655	XP_006286145.1	AT4G35870.1
OG0016656	XP_006283206.1	AT4G32350.1
OG0016657	XP_006284610.1	AT4G35770.1
OG0016658	XP_006284954.1	AT4G35650.1
OG0016659	XP_006283761.1	AT4G35620.1
OG0016660	XP_006284026.2	AT4G35590.1
OG0016661	XP_006285677.1	AT4G35440.2
OG0016662	XP_023633710.1	AT4G35420.1
OG0016663	XP_006282994.1	AT4G35380.1
OG0016664	XP_006283772.2	AT4G35250.1
OG0016665	XP_023632705.1	AT1G35440.1
OG0016666	XP_006283193.1	AT4G35300.1
OG0016667	XP_006284015.1	AT4G35350.1
OG0016668	XP_006284255.2	AT4G35220.1
OG0016669	XP_006284791.1	AT4G34620.1
OG0016670	XP_006283499.1	AT4G34610.1
OG0016671	XP_006284171.1	AT4G34540.1
OG0016672	XP_023635399.1, XP_023639826.1	AT4G34340.1
OG0016673	XP_006285695.1	AT4G34280.1
OG0016674	XP_006283479.1	AT4G34240.1
OG0016675	XP_006284455.1	AT4G32340.1
OG0016676	XP_023633901.1	AT4G32420.1
OG0016677	XP_006280073.1	AT5G50280.1
OG0016678	XP_006280874.1	AT5G50290.1
OG0016679	XP_023635321.1	AT4G32630.2
OG0016680	XP_006283300.2	AT4G32790.1
OG0016681	XP_006284574.1	AT4G32900.2
OG0016682	XP_006283222.1	AT4G32910.1
OG0016683	XP_006284220.2	AT4G33280.3
OG0016684	XP_006280114.1	AT5G66810.1
OG0016685	XP_006285468.1	AT4G33470.1
OG0016686	XP_023634226.1	AT4G33480.1
OG0016687	XP_006282959.1	AT4G33490.2
OG0016688	XP_006285071.1	AT4G33495.1
OG0016689	XP_006300707.1	AT1G69070.2
OG0016690	XP_023634221.1	AT4G33510.1
OG0016691	XP_023639006.1	AT3G27950.1
OG0016692	XP_006284011.1	AT4G33540.1
OG0016693	XP_006285442.1	AT4G28160.1
OG0016694	XP_006285043.1	AT4G33945.1
OG0016695	XP_006283595.1	AT4G32060.1
OG0016696	XP_006304213.1	AT1G07700.3
OG0016697	XP_006282570.1	AT4G32050.1
OG0016698	XP_006284456.1	AT4G31930.1
OG0016699	XP_006283678.1	AT4G31910.1
OG0016700	XP_006283546.1	AT4G31890.1
OG0016701	XP_006282612.2	AT4G31810.1
OG0016702	XP_006285327.1	AT4G31805.1
OG0016703	XP_023635165.1	AT4G31670.1
OG0016704	XP_006284356.1	AT4G28180.1
OG0016705	XP_006283853.1	AT4G31420.2
OG0016706	XP_023634008.1	AT4G31240.1
OG0016707	XP_023634003.1	AT4G31230.1
OG0016708	XP_006283303.1	AT4G31200.1
OG0016709	XP_006282632.1	AT4G31080.2
OG0016710	XP_023634910.1	AT4G30980.2
OG0016711	XP_006284792.1	AT4G30845.1
OG0016712	XP_006282458.1	AT4G30830.1
OG0016713	XP_006284642.2	AT4G30825.1
OG0016714	XP_006290257.1	AT3G47730.1
OG0016715	XP_006290614.1	AT3G47700.1
OG0016716	XP_006297761.1	AT3G24255.7, AT3G23910.1
OG0016717	XP_006297015.1	AT3G24190.1
OG0016718	XP_006297731.1	AT3G24040.1
OG0016719	XP_006298381.2	AT3G24010.1
OG0016720	XP_023643248.1	AT1G72680.1
OG0016721	XP_006300448.1	AT1G72480.1
OG0016722	XP_006300828.2	AT1G72470.1
OG0016723	XP_006302242.1	AT1G72100.1
OG0016724	XP_006306762.1	AT1G23180.1
OG0016725	XP_006307154.1	AT1G23480.1
OG0016727	XP_023645818.1	AT1G24040.1
OG0016729	XP_023645894.1	AT1G26820.1
OG0016730	XP_006305125.1	AT1G26790.1
OG0016731	XP_006303626.1	AT1G26760.1
OG0016732	XP_006306437.1	AT1G26650.1
OG0016733	XP_006303169.1	AT1G26460.1
OG0016734	XP_006304208.2	AT1G26340.1
OG0016735	XP_006287578.1	AT4G01990.1
OG0016736	XP_023635908.1	AT4G01800.2
OG0016737	XP_023635969.1	AT4G01395.1
OG0016738	XP_006288361.1	AT4G00940.1
OG0016739	XP_023636323.1	AT4G01030.1
OG0016740	XP_006287774.1	AT4G01080.1
OG0016741	XP_023637404.1	AT4G01230.2
OG0016742	XP_023636887.1	AT4G01240.1
OG0016743	XP_006287426.1	AT4G00490.1
OG0016744	XP_006288720.1	AT4G00335.1
OG0016745	XP_006289084.1	AT4G00210.1
OG0016746	XP_006302352.2	AT1G64770.3
OG0016747	XP_006287817.1	AT4G00090.1
OG0016748	XP_006286684.1	AT4G00060.1
OG0016749	XP_006294299.1	AT2G42005.1
OG0016750	XP_006300913.1	AT2G47450.1
OG0016751	XP_006303332.1	AT1G16210.1
OG0016753	XP_006294350.1	AT2G20980.1
OG0016754	XP_006296348.1	AT2G21045.1
OG0016755	XP_023633285.1	AT1G24560.1
OG0016756	XP_006303703.1	AT1G26090.1
OG0016757	XP_006284557.1	AT4G26240.1
OG0016758	XP_006283742.1	AT4G26620.1
OG0016759	XP_006282598.2	AT4G26750.1
OG0016760	XP_023635496.1	AT4G27390.1
OG0016761	XP_006284487.1	AT4G27700.1
OG0016762	XP_006284016.1	AT4G27780.1
OG0016763	XP_006285134.1	AT4G27790.1
OG0016764	XP_006283888.1	AT4G27800.1
OG0016765	XP_006284241.2	AT4G27900.1
OG0016766	XP_023634583.1	AT4G28020.1
OG0016767	XP_023634903.1	AT4G28070.2
OG0016768	XP_006285684.1	AT4G28220.1
OG0016769	XP_006283251.1	AT4G28350.1
OG0016770	XP_006291685.1	AT3G25545.1
OG0016771	XP_006307349.2	AT1G05880.2
OG0016772	XP_006304747.1	AT1G08150.1
OG0016773	XP_006305223.1	AT1G15125.1
OG0016774	XP_023632879.1	AT1G19115.4
OG0016775	XP_006307203.1	AT1G22310.2
OG0016777	XP_006306339.1	AT1G23390.1
OG0016778	XP_006303405.1	AT1G23750.1
OG0016780	XP_006305616.1	AT1G27050.1
OG0016781	XP_006305588.1	AT1G26800.1
OG0016782	XP_023646013.1	AT1G26160.1
OG0016783	XP_023644844.1	AT1G25340.3
OG0016784	XP_006303924.1	AT1G27500.2
OG0016785	XP_006304413.1	AT1G27510.1
OG0016786	XP_006307064.1	AT1G27520.1
OG0016787	XP_006306066.1	AT1G28430.1
OG0016788	XP_023632964.1	AT1G30814.1
OG0016789	XP_006306724.1	AT1G31230.1
OG0016790	XP_006305696.1	AT1G32583.1
OG0016792	XP_023644535.1	AT1G49900.1
OG0016794	XP_023646034.1	AT1G51190.1
OG0016795	XP_006307708.1	AT1G55890.1
OG0016796	XP_023644061.1	AT1G58300.1
OG0016796	XP_023642820.1	AT1G69720.1
OG0016797	XP_023644272.1	AT1G66110.1
OG0016798	XP_006300520.1	AT1G66130.1
OG0016799	XP_023634286.1	AT4G08691.1
OG0016799	XP_006288307.2, XP_023645762.1	AT5G35760.1, AT1G47770.1, AT5G01080.1, AT5G28919.1, AT3G01345.1
OG0016800	XP_006303098.2	AT1G70830.1
OG0016800	XP_006303112.2	AT1G70850.1
OG0016801	XP_006302277.1	AT1G76050.2
OG0016802	XP_006302322.1	AT1G76130.1
OG0016803	XP_023643951.1	AT1G77300.1
OG0016804	XP_006300218.2	AT3G10116.1
OG0016805	XP_006297260.1	AT3G10720.2
OG0016806	XP_006297464.1	AT3G13150.1
OG0016808	XP_006297576.1	AT3G20170.1
OG0016809	XP_023641862.1	AT3G23370.1
OG0016810	XP_006300091.1	AT3G24220.1
OG0016811	XP_006297841.1	AT2G05755.1
OG0016812	XP_006298227.1	AT2G06850.1
OG0016814	XP_006298824.1	AT2G14045.1
OG0016815	XP_006299425.1	AT2G15090.1
OG0016816	XP_006298926.2	AT2G15830.1
OG0016817	XP_006298116.1	AT2G17787.1
OG0016818	XP_006298389.1	AT2G17975.1
OG0016819	XP_006296827.1	AT2G20290.1
OG0016820	XP_006296137.1	AT2G21090.1
OG0016821	XP_006294050.1	AT2G21910.1
OG0016822	XP_006295910.2	AT2G22750.3
OG0016823	XP_006295855.1	AT2G24230.1
OG0016824	XP_006294301.1	AT2G24330.1
OG0016825	XP_006295905.1	AT2G25565.1
OG0016826	XP_023639893.1	AT2G25580.1
OG0016827	XP_006296365.1	AT2G26180.1
OG0016828	XP_006293981.1	AT2G30100.1
OG0016830	XP_023639565.1	AT2G31900.2
OG0016831	XP_006294424.1	AT2G33700.1
OG0016832	XP_006295315.1	AT2G35850.1
OG0016833	XP_006296048.1	AT2G36090.1
OG0016835	XP_006294345.1	AT2G39120.1
OG0016836	XP_006293377.1	AT2G44200.1
OG0016837	XP_006290929.1	AT3G47620.1
OG0016838	XP_006295485.2	AT2G46050.1
OG0016840	XP_023638525.1	AT2G01735.1
OG0016841	XP_006293157.1	AT2G03840.1
OG0016842	XP_006290691.1	AT3G25620.2
OG0016843	XP_006292727.1	AT3G26120.1
OG0016844	XP_006290401.1	AT3G28740.1
OG0016845	XP_006292319.1	AT3G30210.1
OG0016846	XP_023638849.1	AT3G30350.2
OG0016847	XP_006286700.1	AT5G21910.1
OG0016849	XP_006291704.2	AT3G44350.2
OG0016850	XP_006292966.1	AT3G44460.1
OG0016851	XP_006291100.1	AT3G45260.1
OG0016852	XP_006291907.1	AT3G46580.1
OG0016853	XP_023638666.1	AT3G46880.1
OG0016854	XP_006290855.1	AT3G47080.1
OG0016855	XP_006292661.1	AT3G47480.1
OG0016856	XP_006290947.1	AT3G49990.1
OG0016857	XP_006291095.1	AT3G50700.1
OG0016858	XP_006293263.1	AT3G52440.2
OG0016859	XP_006293052.1	AT3G53380.1
OG0016860	XP_023637217.1	AT5G02090.1
OG0016861	XP_006289342.1	AT5G12070.1, AT5G12060.1
OG0016862	XP_006286824.2	AT5G20260.2
OG0016863	XP_006290115.1	AT5G24790.1
OG0016864	XP_006288570.1	AT4G09460.1
OG0016865	XP_006288465.1	AT4G09970.1
OG0016866	XP_006287163.1	AT4G10730.1
OG0016867	XP_006288205.1	AT4G11290.1
OG0016868	XP_006287616.1	AT4G11990.1
OG0016869	XP_006288122.1	AT4G02800.1
OG0016870	XP_023636398.1	AT4G03410.2
OG0016871	XP_006285108.1	AT4G38840.1
OG0016872	XP_006282615.2	AT4G36680.1
OG0016873	XP_006285177.1	AT4G12930.1
OG0016873	XP_023633762.1, XP_006286195.2	AT4G28930.1
OG0016874	XP_006285775.1	AT4G28010.1
OG0016875	XP_006283883.1	AT4G27460.1
OG0016876	XP_006284539.1	AT4G26950.1
OG0016877	XP_023635133.1	AT4G26780.1
OG0016878	XP_006284935.2	AT4G26415.1
OG0016879	XP_006284081.1	AT4G26180.1
OG0016880	XP_006284496.1	AT4G26160.1
OG0016881	XP_006284263.1	AT4G26130.1
OG0016882	XP_006286042.1	AT4G26100.1
OG0016883	XP_006284742.1	AT4G26060.1
OG0016884	XP_006283882.1	AT4G25990.2
OG0016885	XP_006283381.1	AT4G25940.1
OG0016886	XP_023633621.1	AT4G25770.2
OG0016887	XP_023635073.1	AT4G24540.1
OG0016888	XP_023634389.1	AT4G23510.1
OG0016889	XP_006284828.1	AT4G23496.1
OG0016890	XP_006284192.1	AT4G21190.1
OG0016891	XP_006284507.1	AT4G19370.1
OG0016892	XP_006282927.2	AT4G19060.1
OG0016893	XP_023633950.1	AT4G18740.1
OG0016894	XP_006283658.1	AT5G36140.1, AT5G36110.1
OG0016895	XP_006282482.1	AT5G36920.1
OG0016896	XP_006283314.1	AT5G36940.1
OG0016897	XP_006291735.1	AT5G38290.2
OG0016898	XP_006285672.1	AT5G38610.1
OG0016899	XP_006283837.1	AT5G41060.1
OG0016900	XP_006282341.1	AT5G45520.1
OG0016901	XP_006281823.1	AT5G44330.1
OG0016902	XP_006281739.1	AT5G48310.1
OG0016903	XP_006279873.2	AT5G48740.1
OG0016904	XP_006279783.1	AT5G50300.2
OG0016905	XP_006282310.1	AT5G50640.1, AT5G50530.1
OG0016906	XP_006281147.1	AT5G50820.1
OG0016907	XP_006281970.1	AT5G51520.1
OG0016908	XP_023640629.1	AT5G51670.1
OG0016909	XP_006279823.1	AT5G51920.1
OG0016910	XP_023644022.1	AT5G52545.2
OG0016911	XP_006281705.1	AT5G52790.1
OG0016912	XP_023633474.1	AT5G56960.2
OG0016915	XP_006280557.1	AT5G66675.1
OG0016917	XP_023642861.1	AT1G57550.1
OG0016919	XP_006283406.1	AT4G26760.1
OG0016921	XP_023635711.1, XP_023636404.1, XP_023636995.1	AT5G18037.1
OG0016938	XP_006291528.1	AT3G46540.1
OG0016939	XP_006293159.1	AT3G46960.1
OG0016940	XP_006292304.1	AT3G48510.1
OG0016941	XP_006290923.1	AT3G48260.1
OG0016942	XP_006291484.1	AT3G48120.1
OG0016943	XP_006290943.1	AT3G48170.1
OG0016944	XP_006291354.1	AT3G47860.1
OG0016945	XP_006290756.1	AT2G01330.1
OG0016946	XP_006292767.1	AT2G01905.1
OG0016947	XP_006282582.1	AT5G37000.1
OG0016948	XP_006288775.2	AT5G18100.1
OG0016949	XP_006286355.1	AT5G17980.1
OG0016950	XP_006286507.2	AT5G17780.2
OG0016951	XP_006286620.1	AT5G17670.1
OG0016952	XP_006289865.1	AT5G17630.1
OG0016953	XP_006289979.1	AT1G05940.1
OG0016954	XP_006286488.1	AT5G17380.1
OG0016955	XP_006286806.2, XP_006279768.1	AT5G17180.1
OG0016956	XP_006289145.1	AT5G16510.1
OG0016957	XP_006287468.1	AT5G16420.1
OG0016958	XP_006287512.1	AT5G16260.1
OG0016959	XP_006288813.1	AT5G16200.1
OG0016960	XP_006290125.2	AT5G15170.1
OG0016961	XP_006288051.1	AT5G14970.1
OG0016962	XP_006297991.1	AT2G13290.1
OG0016963	XP_023634351.1	AT5G39910.1
OG0016964	XP_006289899.1	AT5G14450.1
OG0016965	XP_006307408.2	AT1G43780.1
OG0016966	XP_006289334.1	AT5G13860.1
OG0016967	XP_006287632.1	AT5G13840.1
OG0016968	XP_006287089.1	AT5G13690.1
OG0016969	XP_006286905.1	AT5G13680.1
OG0016970	XP_006286900.1	AT5G13630.1
OG0016971	XP_006289105.1	AT5G13600.1
OG0016972	XP_006282723.2	AT5G36120.1
OG0016974	XP_006289187.1	AT5G12380.1
OG0016975	XP_023636280.1	AT5G12150.1
OG0016977	XP_006288309.1	AT5G11860.1
OG0016978	XP_023636542.1	AT5G11580.1
OG0016979	XP_006287247.2	AT5G11540.1
OG0016980	XP_006288354.2	AT5G11450.2
OG0016981	XP_006286562.1	AT5G11150.2
OG0016982	XP_006289750.1	AT5G10970.1
OG0016983	XP_023637226.1	AT5G10890.2
OG0016984	XP_006289611.1	AT5G10830.1
OG0016985	XP_006288295.1	AT5G10710.1
OG0016986	XP_006287606.1	AT5G10190.1
OG0016987	XP_006287209.1	AT5G10180.1
OG0016988	XP_006288455.1	AT5G10070.2
OG0016989	XP_006288985.1	AT5G09990.1
OG0016990	XP_006287462.1	AT5G09970.1
OG0016991	XP_006286993.1	AT5G09950.1
OG0016993	XP_023642680.1	AT3G14820.1
OG0016994	XP_023642258.1	AT5G09580.1
OG0016995	XP_006290041.1	AT5G09540.1
OG0016996	XP_006286969.1	AT5G09410.3
OG0016997	XP_023635904.1	AT5G09315.1
OG0016998	XP_006288067.1	AT5G09290.1
OG0016999	XP_023637530.1	AT5G09230.7
OG0017000	XP_006289496.1	AT5G08770.1
OG0017001	XP_006289976.2	AT5G08460.1
OG0017002	XP_006290148.1	AT5G08305.1
OG0017003	XP_023636912.1	AT5G08230.1
OG0017004	XP_006288467.1	AT5G08070.1
OG0017005	XP_006289619.1	AT5G08010.1
OG0017006	XP_006287545.1	AT5G07990.1
OG0017007	XP_006288140.1	AT5G07680.1
OG0017008	XP_006282624.1	AT4G25000.1
OG0017009	XP_006293527.1	AT2G26640.1
OG0017010	XP_023640826.1	AT2G26590.1
OG0017011	XP_006295133.1	AT2G26580.1
OG0017013	XP_006294627.1	AT2G26680.1
OG0017014	XP_006294319.2	AT2G26930.1
OG0017015	XP_006293662.1	AT2G27110.1
OG0017016	XP_023641040.1	AT2G27130.1
OG0017017	XP_006294962.1	AT2G27480.1
OG0017018	XP_006294571.1	AT2G27770.1
OG0017019	XP_006295501.1	AT2G28105.1
OG0017020	XP_006294973.1	AT2G28140.1
OG0017021	XP_006295161.1	AT2G28400.1
OG0017022	XP_006301849.1	AT1G54640.1
OG0017023	XP_006294373.2	AT2G28560.1
OG0017024	XP_006293428.1	AT2G28640.1
OG0017025	XP_006294916.1	AT2G28690.1
OG0017026	XP_006294171.1	AT2G28940.2
OG0017027	XP_006294115.1	AT2G29750.1, AT2G29740.1
OG0017028	XP_006302266.1	AT1G64660.1
OG0017029	XP_006293988.1	AT2G30550.2
OG0017030	XP_006294907.2	AT2G30870.1
OG0017031	XP_006295360.1	AT2G31090.1
OG0017032	XP_023633709.1	AT4G38070.1
OG0017033	XP_023639574.1	AT2G31650.1
OG0017034	XP_006293721.1	AT2G31740.1
OG0017035	XP_006295070.1	AT2G32030.1
OG0017036	XP_006296172.1	AT2G32740.1
OG0017037	XP_006280791.1	AT5G43380.1
OG0017038	XP_023633488.1	AT5G43530.1
OG0017039	XP_006282375.1	AT5G43710.1
OG0017040	XP_006305753.1	AT1G03810.1
OG0017041	XP_023635433.1	AT5G44250.1
OG0017042	XP_023634783.1	AT4G25225.2
OG0017043	XP_006286259.1	AT4G25450.1
OG0017044	XP_006281480.1	AT5G55690.1
OG0017045	XP_006281077.1	AT5G42570.1
OG0017046	XP_006304802.1	AT1G47410.1
OG0017047	XP_006303838.1	AT1G47280.1
OG0017048	XP_006303972.1	AT1G27680.1
OG0017049	XP_006306060.1	AT1G27670.1
OG0017050	XP_006307469.1	AT1G27660.1
OG0017051	XP_006304172.1	AT1G45010.1
OG0017052	XP_006306977.1	AT1G45150.1
OG0017053	XP_006307420.2	AT1G45233.2
OG0017054	XP_023638523.1	AT2G01740.1
OG0017055	XP_006304878.2	AT1G27690.1
OG0017056	XP_006306641.2	AT1G27770.1
OG0017057	XP_006304021.1	AT1G27920.1
OG0017058	XP_023645844.1	AT1G28320.1
OG0017059	XP_006303823.2	AT1G28960.1
OG0017060	XP_006306451.1	AT1G29000.1
OG0017061	XP_006306398.2	AT1G29270.1
OG0017062	XP_006305242.1	AT1G29700.1
OG0017063	XP_006306190.1	AT1G29810.1
OG0017065	XP_023633048.1	AT1G30010.1
OG0017066	XP_023645853.1	AT1G30200.1
OG0017067	XP_006306994.1	AT1G30460.1
OG0017068	XP_023635400.1	AT5G35100.1
OG0017069	XP_006305070.1	AT1G30510.2
OG0017070	XP_006306773.1	AT1G30600.1
OG0017071	XP_006304686.1	AT1G30950.1
OG0017072	XP_006307144.2	AT1G31410.1
OG0017073	XP_006306212.2	AT1G31470.1
OG0017074	XP_023645836.1	AT1G31830.1
OG0017075	XP_023644440.1	AT1G32310.1
OG0017076	XP_006305360.1	AT1G32350.1
OG0017077	XP_006304723.2	AT1G32361.1
OG0017078	XP_006307290.2	AT1G32500.1
OG0017079	XP_006291507.2	AT2G02880.1
OG0017080	XP_023638381.1	AT2G03270.1
OG0017081	XP_006290315.1	AT2G03410.1
OG0017082	XP_006292862.1	AT2G03470.1
OG0017083	XP_023638597.1	AT2G03520.1
OG0017084	XP_006280180.1	AT5G66790.1
OG0017085	XP_023635568.1	AT5G66960.1
OG0017086	XP_006280460.1, XP_006307509.1	AT5G67150.1
OG0017087	XP_006280704.1	AT5G67180.1
OG0017088	XP_006281728.2	AT5G67540.3
OG0017089	XP_006279544.1	AT5G67570.1
OG0017090	XP_023639600.1	AT5G67640.1
OG0017091	XP_006301438.2	AT1G60250.1
OG0017092	XP_006281497.1	AT5G65820.1
OG0017093	XP_006279946.1	AT5G65710.1
OG0017094	XP_006280086.1	AT5G65570.1
OG0017095	XP_023636767.1	AT5G65510.1
OG0017096	XP_006281979.1	AT5G65495.1
OG0017097	XP_006280974.2	AT5G65400.2
OG0017098	XP_023643254.1	AT5G65280.1
OG0017099	XP_006279657.1	AT5G65230.1
OG0017100	XP_006279728.1	AT5G65160.1
OG0017101	XP_006281930.1	AT5G65158.1
OG0017102	XP_006281610.1	AT5G65030.1
OG0017103	XP_006281672.1	AT5G64940.1
OG0017104	XP_006281261.2	AT5G64816.1
OG0017105	XP_006280506.1	AT5G64510.1
OG0017106	XP_006279545.1	AT5G64320.1
OG0017107	XP_006280465.1	AT5G64090.1
OG0017108	XP_006281019.1	AT5G64010.1
OG0017109	XP_006279975.1	AT5G63920.1
OG0017110	XP_023640035.1	AT5G63905.2
OG0017111	XP_006281427.2	AT5G63710.3
OG0017112	XP_023636806.1	AT5G63300.2
OG0017113	XP_006281235.1	AT5G63070.1
OG0017114	XP_023639591.1	AT5G63040.1
OG0017115	XP_006281155.2	AT5G62900.1
OG0017116	XP_006279581.1	AT5G62630.1
OG0017117	XP_006280092.1	AT5G62170.1
OG0017118	XP_006282179.2	AT5G61610.1
OG0017119	XP_023639112.1	AT5G61540.1
OG0017120	XP_006279936.1	AT5G61480.1
OG0017121	XP_006287921.1	AT5G23060.1
OG0017122	XP_023635962.1	AT5G23110.1
OG0017123	XP_006289314.1	AT5G23160.1
OG0017124	XP_006287149.1	AT5G23390.1
OG0017125	XP_006287492.1	AT5G23690.1
OG0017126	XP_006287442.1	AT5G23850.1
OG0017127	XP_023636974.1	AT5G24000.1
OG0017128	XP_006289708.2	AT5G24010.1
OG0017129	XP_006287225.1	AT5G24380.1
OG0017131	XP_006286876.1	AT5G24740.3
