Orthogroup	Capsella_rubella	Arabis_alpina
OG0016725	XP_006307154.1	Aa_G62340.h1.t1
OG0016727	XP_023645818.1	Aa_G274000.h1.t1
OG0016729	XP_023645894.1	Aa_G255010.h1.t1
OG0016730	XP_006305125.1	Aa_G254970.h1.t1
OG0016731	XP_006303626.1	Aa_G579810.h1.t1
OG0016732	XP_006306437.1	Aa_G469120.h1.t1
OG0016733	XP_006303169.1	Aa_G539020.h1.t1
OG0016734	XP_006304208.2	Aa_G92130.h1.t1
OG0016735	XP_006287578.1	Aa_G191450.h1.t1, Aa_G191460.h1.t1
OG0016736	XP_023635908.1	Aa_G46610.h1.t1
OG0016737	XP_023635969.1	Aa_G53170.h1.t1
OG0016738	XP_006288361.1	Aa_G67800.h1.t1
OG0016740	XP_006287774.1	Aa_G67930.h1.t1
OG0016741	XP_023637404.1	Aa_G53290.h1.t1
OG0016743	XP_006287426.1	Aa_G511720.h1.t1
OG0016744	XP_006288720.1	Aa_G242190.h1.t1
OG0016746	XP_006302352.2	Aa_G416980.h1.t1
OG0016747	XP_006287817.1	Aa_G136150.h1.t1
OG0016748	XP_006286684.1	Aa_G136130.h1.t1
OG0016749	XP_006294299.1	Aa_G36360.h1.t1
OG0016750	XP_006300913.1	Aa_G36390.h1.t1
OG0016751	XP_006303332.1	Aa_G36400.h1.t1
OG0016753	XP_006294350.1	Aa_G36560.h1.t1
OG0016755	XP_023633285.1	Aa_G545630.h1.t1
OG0016756	XP_006303703.1	Aa_G587370.h1.t1
OG0016757	XP_006284557.1	Aa_G38540.h1.t1
OG0016758	XP_006283742.1	Aa_G69800.h1.t1
OG0016759	XP_006282598.2	Aa_G86640.h1.t1
OG0016760	XP_023635496.1	Aa_G107230.h1.t1
OG0016761	XP_006284487.1	Aa_G133100.h1.t1
OG0016763	XP_006285134.1	Aa_G212550.h1.t1
OG0016764	XP_006283888.1	Aa_G360400.h1.t1
OG0016766	XP_023634583.1	Aa_G382880.h1.t1
OG0016767	XP_023634903.1	Aa_G231290.h1.t1
OG0016768	XP_006285684.1	Aa_G440810.h1.t1, Aa_G512400.h1.t1
OG0016769	XP_006283251.1	Aa_G44440.h1.t1
OG0016770	XP_006291685.1	Aa_G309830.h1.t1
OG0016771	XP_006307349.2	Aa_G220620.h1.t1, Aa_G220630.h1.t1
OG0016772	XP_006304747.1	Aa_G369390.h1.t1
OG0016773	XP_006305223.1	Aa_G121070.h1.t1
OG0016774	XP_023632879.1	Aa_G192240.h1.t1
OG0016775	XP_006307203.1	Aa_G292670.h1.t1
OG0016777	XP_006306339.1	Aa_G62420.h1.t1
OG0016778	XP_006303405.1	Aa_G487240.h1.t1
OG0016780	XP_006305616.1	Aa_G126660.h1.t1
OG0016781	XP_006305588.1	Aa_G254990.h1.t1
OG0016782	XP_023646013.1	Aa_G283500.h1.t1, Aa_G641490.h1.t1
OG0016783	XP_023644844.1	Aa_G797470.h1.t1
OG0016785	XP_006304413.1	Aa_G59010.h1.t1
OG0016786	XP_006307064.1	Aa_G593970.h1.t1, Aa_G593940.h1.t1
OG0016787	XP_006306066.1	Aa_G271080.h1.t1
OG0016788	XP_023632964.1	Aa_G216390.h1.t1
OG0016789	XP_006306724.1	Aa_G299250.h1.t1
OG0016790	XP_006305696.1	Aa_G16520.h1.t1
OG0016794	XP_023646034.1	Aa_G532950.h1.t1
OG0016795	XP_006307708.1	Aa_G109030.h1.t1
OG0016798	XP_006300520.1	Aa_G704990.h1.t1
OG0016801	XP_006302277.1	Aa_G410750.h1.t1, Aa_G294640.h1.t1
OG0016802	XP_006302322.1	Aa_G87840.h1.t1
OG0016803	XP_023643951.1	Aa_G104270.h1.t1
OG0016804	XP_006300218.2	Aa_G551350.h1.t1, Aa_G551340.h1.t1, Aa_G679050.h1.t1
OG0016805	XP_006297260.1	Aa_G137020.h1.t1
OG0016806	XP_006297464.1	Aa_G374050.h1.t1
OG0016808	XP_006297576.1	Aa_G152590.h1.t1
OG0016809	XP_023641862.1	Aa_G538290.h1.t1
OG0016811	XP_006297841.1	Aa_G302840.h1.t1
OG0016812	XP_006298227.1	Aa_G116410.h1.t1
OG0016814	XP_006298824.1	Aa_G105200.h1.t1
OG0016815	XP_006299425.1	Aa_G269150.h1.t1
OG0016816	XP_006298926.2	Aa_G347060.h1.t1, Aa_G347050.h1.t1
OG0016817	XP_006298116.1	Aa_G459710.h1.t1
OG0016818	XP_006298389.1	Aa_G197440.h1.t1
OG0016819	XP_006296827.1	Aa_G576230.h1.t1
OG0016820	XP_006296137.1	Aa_G638780.h1.t1
OG0016821	XP_006294050.1	Aa_G145560.h1.t1, Aa_G495370.h1.t1, Aa_G442650.h1.t1
OG0016822	XP_006295910.2	Aa_G251650.h1.t1
OG0016823	XP_006295855.1	Aa_G436800.h1.t1, Aa_G436840.h1.t1
OG0016824	XP_006294301.1	Aa_G670600.h1.t1
OG0016826	XP_023639893.1	Aa_G35880.h1.t1, Aa_G35910.h1.t1
OG0016827	XP_006296365.1	Aa_G290460.h1.t1
OG0016828	XP_006293981.1	Aa_G597540.h1.t1
OG0016830	XP_023639565.1	Aa_G154720.h1.t1
OG0016831	XP_006294424.1	Aa_G113440.h1.t1
OG0016832	XP_006295315.1	Aa_G286450.h1.t1
OG0016833	XP_006296048.1	Aa_G505630.h1.t1
OG0016836	XP_006293377.1	Aa_G100600.h1.t1
OG0016837	XP_006290929.1	Aa_G296270.h1.t1
OG0016838	XP_006295485.2	Aa_G16920.h1.t1
OG0016840	XP_023638525.1	Aa_G244040.h1.t1
OG0016842	XP_006290691.1	Aa_G328990.h1.t1
OG0016843	XP_006292727.1	Aa_G83280.h1.t1
OG0016844	XP_006290401.1	Aa_G142440.h1.t1
OG0016847	XP_006286700.1	Aa_G9050.h1.t1
OG0016849	XP_006291704.2	Aa_G192410.h1.t1
OG0016850	XP_006292966.1	Aa_G115940.h1.t1
OG0016851	XP_006291100.1	Aa_G648010.h1.t1
OG0016852	XP_006291907.1	Aa_G99320.h1.t1
OG0016853	XP_023638666.1	Aa_G826280.h1.t1
OG0016854	XP_006290855.1	Aa_G88990.h1.t1
OG0016855	XP_006292661.1	Aa_G207480.h1.t1
OG0016856	XP_006290947.1	Aa_G446200.h1.t1
OG0016857	XP_006291095.1	Aa_G491070.h1.t1
OG0016859	XP_006293052.1	Aa_G14140.h1.t1
OG0016860	XP_023637217.1	Aa_G18830.h1.t1
OG0016862	XP_006286824.2	Aa_G68080.h1.t1
OG0016863	XP_006290115.1	Aa_G719350.h1.t1
OG0016865	XP_006288465.1	Aa_G294880.h1.t1
OG0016866	XP_006287163.1	Aa_G107490.h1.t1
OG0016867	XP_006288205.1	Aa_G318200.h1.t1
OG0016868	XP_006287616.1	Aa_G35240.h1.t1
OG0016869	XP_006288122.1	Aa_G188890.h1.t1
OG0016870	XP_023636398.1	Aa_G384400.h1.t1
OG0016871	XP_006285108.1	Aa_G137910.h1.t1
OG0016872	XP_006282615.2	Aa_G223080.h1.t1
OG0016874	XP_006285775.1	Aa_G76480.h1.t1
OG0016875	XP_006283883.1	Aa_G774590.h1.t1
OG0016876	XP_006284539.1	Aa_G234060.h1.t1
OG0016878	XP_006284935.2	Aa_G514880.h1.t1
OG0016879	XP_006284081.1	Aa_G42950.h1.t1
OG0016880	XP_006284496.1	Aa_G42980.h1.t1
OG0016881	XP_006284263.1	Aa_G43050.h1.t1
OG0016882	XP_006286042.1	Aa_G43070.h1.t1
OG0016883	XP_006284742.1	Aa_G5840.h1.t1
OG0016885	XP_006283381.1	Aa_G404020.h1.t1
OG0016886	XP_023633621.1	Aa_G160650.h1.t1
OG0016890	XP_006284192.1	Aa_G37630.h1.t1
OG0016892	XP_006282927.2	Aa_G78060.h1.t1
OG0016893	XP_023633950.1	Aa_G587500.h1.t1
OG0016894	XP_006283658.1	Aa_G722720.h1.t1
OG0016895	XP_006282482.1	Aa_G194950.h1.t1
OG0016896	XP_006283314.1	Aa_G403000.h1.t1
OG0016897	XP_006291735.1	Aa_G417780.h1.t1
OG0016898	XP_006285672.1	Aa_G110040.h1.t1
OG0016899	XP_006283837.1	Aa_G298360.h1.t1
OG0016900	XP_006282341.1	Aa_G118080.h1.t1
OG0016901	XP_006281823.1	Aa_G103160.h1.t1
OG0016902	XP_006281739.1	Aa_G102180.h1.t1
OG0016904	XP_006279783.1	Aa_G142830.h1.t1
OG0016905	XP_006282310.1	Aa_G313120.h1.t1
OG0016906	XP_006281147.1	Aa_G124300.h1.t1
OG0016907	XP_006281970.1	Aa_G338140.h1.t1
OG0016908	XP_023640629.1	Aa_G101890.h1.t1
OG0016909	XP_006279823.1	Aa_G375270.h1.t1
OG0016910	XP_023644022.1	Aa_G238100.h1.t1
OG0016911	XP_006281705.1	Aa_G116640.h1.t1
OG0016912	XP_023633474.1	Aa_G197810.h1.t1
OG0016913	XP_023645829.1	Aa_G607890.h1.t1
OG0016915	XP_006280557.1	Aa_G146990.h1.t1
OG0016917	XP_023642861.1	Aa_G39810.h1.t1
OG0016938	XP_006291528.1	Aa_G99360.h1.t1
OG0016939	XP_006293159.1	Aa_G88890.h1.t1
OG0016940	XP_006292304.1	Aa_G197570.h1.t1
OG0016941	XP_006290923.1	Aa_G363990.h1.t1
OG0016942	XP_006291484.1	Aa_G561380.h1.t1
OG0016943	XP_006290943.1	Aa_G711580.h1.t1
OG0016944	XP_006291354.1	Aa_G658660.h1.t1
OG0016945	XP_006290756.1	Aa_G251460.h1.t1
OG0016947	XP_006282582.1	Aa_G378330.h1.t1
OG0016948	XP_006288775.2	Aa_G396230.h1.t1
OG0016949	XP_006286355.1	Aa_G85840.h1.t1
OG0016950	XP_006286507.2	Aa_G106540.h1.t1
OG0016951	XP_006286620.1	Aa_G325630.h1.t1
OG0016952	XP_006289865.1	Aa_G387530.h1.t1
OG0016953	XP_006289979.1	Aa_G136070.h1.t1
OG0016954	XP_006286488.1	Aa_G264850.h1.t1
OG0016955	XP_006286806.2, XP_006279768.1	Aa_G309610.h1.t1
OG0016956	XP_006289145.1	Aa_G158010.h1.t1
OG0016957	XP_006287468.1	Aa_G539760.h1.t1
OG0016958	XP_006287512.1	Aa_G1045980.h1.t1
OG0016959	XP_006288813.1	Aa_G412310.h1.t1
OG0016960	XP_006290125.2	Aa_G240260.h1.t1
OG0016961	XP_006288051.1	Aa_G450440.h1.t1
OG0016962	XP_006297991.1	Aa_G105430.h1.t1
OG0016964	XP_006289899.1	Aa_G258100.h1.t1
OG0016965	XP_006307408.2	Aa_G54840.h1.t1
OG0016968	XP_006287089.1	Aa_G209470.h1.t1
OG0016969	XP_006286905.1	Aa_G209460.h1.t1
OG0016970	XP_006286900.1	Aa_G526430.h1.t1
OG0016971	XP_006289105.1	Aa_G526410.h1.t1
OG0016972	XP_006282723.2	Aa_G722730.h1.t1
OG0016974	XP_006289187.1	Aa_G138280.h1.t1
OG0016975	XP_023636280.1	Aa_G256510.h1.t1
OG0016977	XP_006288309.1	Aa_G278970.h1.t1
OG0016978	XP_023636542.1	Aa_G636340.h1.t1
OG0016979	XP_006287247.2	Aa_G116880.h1.t1
OG0016980	XP_006288354.2	Aa_G116790.h1.t1
OG0016982	XP_006289750.1	Aa_G486080.h1.t1
OG0016983	XP_023637226.1	Aa_G168810.h1.t1
OG0016984	XP_006289611.1	Aa_G168730.h1.t1
OG0016985	XP_006288295.1	Aa_G168580.h1.t1
OG0016986	XP_006287606.1	Aa_G356440.h1.t1
OG0016987	XP_006287209.1	Aa_G356450.h1.t1
OG0016988	XP_006288455.1	Aa_G458450.h1.t1
OG0016989	XP_006288985.1	Aa_G195970.h1.t1
OG0016990	XP_006287462.1	Aa_G195940.h1.t1
OG0016991	XP_006286993.1	Aa_G125340.h1.t1
OG0016994	XP_023642258.1	Aa_G231090.h1.t1
OG0016996	XP_006286969.1	Aa_G365590.h1.t1
OG0016997	XP_023635904.1	Aa_G130510.h1.t1
OG0016998	XP_006288067.1	Aa_G130480.h1.t1, Aa_G130480.h2.t1
OG0016999	XP_023637530.1	Aa_G130430.h1.t1
OG0017000	XP_006289496.1	Aa_G130380.h1.t1
OG0017002	XP_006290148.1	Aa_G319170.h1.t1
OG0017003	XP_023636912.1	Aa_G319290.h1.t1
OG0017004	XP_006288467.1	Aa_G392830.h1.t1
OG0017005	XP_006289619.1	Aa_G541400.h1.t1
OG0017006	XP_006287545.1	Aa_G541370.h1.t1
OG0017008	XP_006282624.1	Aa_G130010.h1.t1
OG0017009	XP_006293527.1	Aa_G304000.h1.t1
OG0017010	XP_023640826.1	Aa_G536210.h1.t1
OG0017013	XP_006294627.1	Aa_G205320.h1.t1
OG0017014	XP_006294319.2	Aa_G236330.h1.t1
OG0017015	XP_006293662.1	Aa_G624460.h1.t1
OG0017019	XP_006295501.1	Aa_G561370.h1.t1
OG0017023	XP_006294373.2	Aa_G59990.h1.t1
OG0017024	XP_006293428.1	Aa_G60280.h1.t1
OG0017025	XP_006294916.1	Aa_G578980.h1.t1
OG0017026	XP_006294171.1	Aa_G412160.h1.t1
OG0017028	XP_006302266.1	Aa_G277490.h1.t1
OG0017030	XP_006294907.2	Aa_G85980.h1.t1
OG0017031	XP_006295360.1	Aa_G589120.h1.t1
OG0017032	XP_023633709.1	Aa_G653510.h1.t1, Aa_G251480.h1.t1
OG0017034	XP_006293721.1	Aa_G445720.h1.t1
OG0017037	XP_006280791.1	Aa_G219550.h1.t1
OG0017038	XP_023633488.1	Aa_G519850.h1.t1
OG0017039	XP_006282375.1	Aa_G203740.h1.t1
OG0017040	XP_006305753.1	Aa_G215330.h1.t1, Aa_G134620.h1.t1
OG0017041	XP_023635433.1	Aa_G215370.h1.t1
OG0017042	XP_023634783.1	Aa_G90840.h1.t1
OG0017043	XP_006286259.1	Aa_G29840.h1.t1
OG0017045	XP_006281077.1	Aa_G39630.h1.t1
OG0017046	XP_006304802.1	Aa_G513970.h1.t1
OG0017047	XP_006303838.1	Aa_G438490.h1.t1
OG0017048	XP_006303972.1	Aa_G438560.h1.t1
OG0017049	XP_006306060.1	Aa_G438580.h1.t1
OG0017050	XP_006307469.1	Aa_G326510.h1.t1
OG0017051	XP_006304172.1	Aa_G533060.h1.t1
OG0017052	XP_006306977.1	Aa_G533100.h1.t1
OG0017053	XP_006307420.2	Aa_G128430.h1.t1
OG0017054	XP_023638523.1	Aa_G244030.h1.t1
OG0017056	XP_006306641.2	Aa_G130800.h1.t1
OG0017058	XP_023645844.1	Aa_G61920.h1.t1
OG0017060	XP_006306451.1	Aa_G408500.h1.t1
OG0017061	XP_006306398.2	Aa_G348130.h1.t1
OG0017063	XP_006306190.1	Aa_G108280.h1.t1
OG0017064	XP_023645208.1	Aa_G248870.h1.t1
OG0017065	XP_023633048.1	Aa_G248830.h1.t1
OG0017066	XP_023645853.1	Aa_G538610.h1.t1
OG0017067	XP_006306994.1	Aa_G138690.h1.t1
OG0017068	XP_023635400.1	Aa_G70980.h1.t1
OG0017069	XP_006305070.1	Aa_G138760.h1.t1
OG0017071	XP_006304686.1	Aa_G355720.h1.t1
OG0017072	XP_006307144.2	Aa_G414410.h1.t1
OG0017073	XP_006306212.2	Aa_G434730.h1.t1
OG0017074	XP_023645836.1	Aa_G194290.h1.t1
OG0017075	XP_023644440.1	Aa_G109230.h1.t1
OG0017076	XP_006305360.1	Aa_G109280.h1.t1
OG0017078	XP_006307290.2	Aa_G16440.h1.t1
OG0017079	XP_006291507.2	Aa_G146340.h1.t1
OG0017080	XP_023638381.1	Aa_G536740.h1.t1
OG0017082	XP_006292862.1	Aa_G480460.h1.t1
OG0017083	XP_023638597.1	Aa_G282020.h1.t1
OG0017084	XP_006280180.1	Aa_G147130.h1.t1
OG0017085	XP_023635568.1	Aa_G180850.h1.t1
OG0017086	XP_006280460.1, XP_006307509.1	Aa_G165920.h1.t1
OG0017087	XP_006280704.1	Aa_G165870.h1.t1
OG0017088	XP_006281728.2	Aa_G23580.h1.t1
OG0017089	XP_006279544.1	Aa_G23550.h1.t1
OG0017090	XP_023639600.1	Aa_G23480.h1.t1
OG0017091	XP_006301438.2	Aa_G131350.h1.t1
OG0017092	XP_006281497.1	Aa_G23360.h1.t1
OG0017093	XP_006279946.1	Aa_G500390.h1.t1
OG0017094	XP_006280086.1	Aa_G81440.h1.t1
OG0017095	XP_023636767.1	Aa_G81500.h1.t1
OG0017096	XP_006281979.1	Aa_G527030.h1.t1
OG0017097	XP_006280974.2	Aa_G292860.h1.t1
OG0017098	XP_023643254.1	Aa_G37310.h1.t1
OG0017099	XP_006279657.1	Aa_G37250.h1.t1
OG0017101	XP_006281930.1	Aa_G37140.h1.t1
OG0017103	XP_006281672.1	Aa_G20730.h1.t1
OG0017104	XP_006281261.2	Aa_G20850.h1.t1
OG0017105	XP_006280506.1	Aa_G306150.h1.t1
OG0017106	XP_006279545.1	Aa_G51580.h1.t1
OG0017107	XP_006280465.1	Aa_G268330.h1.t1
OG0017108	XP_006281019.1	Aa_G268250.h1.t1
OG0017109	XP_006279975.1	Aa_G76200.h1.t1
OG0017110	XP_023640035.1	Aa_G76180.h1.t1
OG0017111	XP_006281427.2	Aa_G76010.h1.t1
OG0017112	XP_023636806.1	Aa_G75360.h1.t1
OG0017113	XP_006281235.1	Aa_G492170.h1.t1
OG0017114	XP_023639591.1	Aa_G492210.h1.t1
OG0017115	XP_006281155.2	Aa_G406230.h1.t1
OG0017116	XP_006279581.1	Aa_G13770.h1.t1
OG0017117	XP_006280092.1	Aa_G131040.h1.t1
OG0017118	XP_006282179.2	Aa_G583410.h1.t1
OG0017119	XP_023639112.1	Aa_G401200.h1.t1
OG0017120	XP_006279936.1	Aa_G590900.h1.t1
OG0017121	XP_006287921.1	Aa_G97980.h1.t1
OG0017122	XP_023635962.1	Aa_G97930.h1.t1
OG0017124	XP_006287149.1	Aa_G104760.h1.t1
OG0017125	XP_006287492.1	Aa_G578260.h1.t1
OG0017126	XP_006287442.1	Aa_G630870.h1.t1
OG0017127	XP_023636974.1	Aa_G377410.h1.t1
OG0017128	XP_006289708.2	Aa_G377420.h1.t1
OG0017129	XP_006287225.1	Aa_G45480.h1.t1
OG0017130	XP_006289125.1	Aa_G45310.h1.t1
OG0017131	XP_006286876.1	Aa_G392300.h1.t1, Aa_G571960.h1.t1
OG0017132	XP_006288524.1	Aa_G169060.h1.t1
OG0017134	XP_006289476.1	Aa_G550360.h1.t1
OG0017135	XP_006289956.1	Aa_G552770.h1.t1
OG0017139	XP_006286435.1	Aa_G181310.h1.t1
OG0017140	XP_006286439.1	Aa_G181260.h1.t1
OG0017141	XP_023635767.1	Aa_G230450.h1.t1
OG0017142	XP_023636648.1	Aa_G68380.h1.t1
OG0017143	XP_006286787.2	Aa_G68120.h1.t1
OG0017144	XP_006287101.1	Aa_G642590.h1.t1
OG0017145	XP_006287153.1	Aa_G15710.h1.t1
OG0017147	XP_006286370.2	Aa_G404780.h1.t1
OG0017148	XP_006286974.1	Aa_G404700.h1.t1
OG0017149	XP_006288210.1	Aa_G459160.h1.t1
OG0017150	XP_006287106.2	Aa_G173870.h1.t1
OG0017151	XP_006289497.2	Aa_G470830.h1.t1
OG0017152	XP_006288362.1	Aa_G552210.h1.t1
OG0017153	XP_023642631.1	Aa_G234650.h1.t1
OG0017154	XP_006279474.1	Aa_G33870.h1.t1
OG0017155	XP_006280341.1	Aa_G936060.h1.t1
OG0017156	XP_006280910.1	Aa_G246250.h1.t1
OG0017157	XP_006293067.1	Aa_G115960.h1.t1
OG0017158	XP_006281182.1	Aa_G93890.h1.t1
OG0017159	XP_006280208.1	Aa_G93820.h1.t1
OG0017160	XP_006281734.1	Aa_G93790.h1.t1
OG0017161	XP_023643469.1	Aa_G93780.h1.t1
OG0017162	XP_006281465.2	Aa_G31450.h1.t1
OG0017163	XP_006280275.1	Aa_G31680.h1.t1
OG0017164	XP_006280624.1	Aa_G31770.h1.t1
OG0017165	XP_006281410.1	Aa_G766510.h1.t1
OG0017166	XP_006280944.1	Aa_G307720.h1.t1
OG0017167	XP_006281234.1	Aa_G69100.h1.t1
OG0017168	XP_006284876.2	Aa_G168030.h1.t1
OG0017169	XP_006280603.1	Aa_G331620.h1.t1
OG0017171	XP_023645490.1	Aa_G355100.h1.t1
OG0017172	XP_023633570.1	Aa_G690980.h1.t1
OG0017173	XP_006281042.1	Aa_G22170.h1.t1
OG0017174	XP_006280528.1	Aa_G601870.h1.t1
OG0017175	XP_006279978.1	Aa_G480130.h1.t1
OG0017176	XP_006280869.1	Aa_G442050.h1.t1
OG0017177	XP_006281555.1	Aa_G542670.h1.t1
OG0017178	XP_023633324.1	Aa_G149060.h1.t1
OG0017180	XP_006279473.1	Aa_G149160.h1.t1
OG0017181	XP_006291302.1	Aa_G608670.h1.t1
OG0017182	XP_006292166.1	Aa_G445110.h1.t1
OG0017183	XP_023639064.1	Aa_G106830.h1.t1
OG0017185	XP_023635932.1	Aa_G275550.h1.t1
OG0017186	XP_023637317.1	Aa_G244300.h1.t1
OG0017188	XP_006289108.1	Aa_G244330.h1.t1
OG0017189	XP_006288236.1	Aa_G244340.h1.t1
OG0017190	XP_006287977.2	Aa_G244390.h1.t1
OG0017191	XP_023637458.1	Aa_G244400.h1.t1
OG0017192	XP_006289734.1	Aa_G386460.h1.t1
OG0017193	XP_023636566.1	Aa_G386400.h1.t1
OG0017194	XP_006286939.1	Aa_G414670.h1.t1
OG0017196	XP_006288953.1	Aa_G209750.h1.t1
OG0017198	XP_006287504.1	Aa_G261300.h1.t1
OG0017199	XP_023637205.1	Aa_G170550.h1.t1
OG0017200	XP_006289653.1	Aa_G170580.h1.t1
OG0017201	XP_006289769.1	Aa_G353240.h1.t1
OG0017202	XP_023637673.1	Aa_G353360.h1.t1
OG0017203	XP_006287065.1	Aa_G634190.h1.t1
OG0017204	XP_006289440.1	Aa_G304010.h1.t1
OG0017207	XP_006288878.1	Aa_G170150.h1.t1
OG0017208	XP_006288686.2	Aa_G259840.h1.t1, Aa_G259830.h1.t1
OG0017209	XP_006287521.1	Aa_G478960.h1.t1
OG0017210	XP_023636399.1	Aa_G478940.h1.t1
OG0017211	XP_006287800.1	Aa_G260800.h1.t1
OG0017212	XP_023637127.1	Aa_G522850.h1.t1
OG0017213	XP_006288593.1	Aa_G260660.h1.t1
OG0017214	XP_006287501.1	Aa_G260610.h1.t1
OG0017215	XP_006288190.1	Aa_G260580.h1.t1
OG0017216	XP_006288692.1	Aa_G274550.h1.t1
OG0017217	XP_006289577.1	Aa_G18650.h1.t1
OG0017218	XP_006287399.1	Aa_G443010.h1.t1
OG0017219	XP_006288448.1	Aa_G54030.h1.t1
OG0017220	XP_023635984.1	Aa_G626110.h1.t1
OG0017221	XP_006290105.1	Aa_G481310.h1.t1
OG0017222	XP_006287224.1	Aa_G481260.h1.t1
OG0017223	XP_023636160.1	Aa_G481250.h1.t1
OG0017225	XP_006279330.1	Aa_G264570.h1.t1
OG0017226	XP_006284132.1	Aa_G553500.h1.t1
OG0017228	XP_006284823.1	Aa_G201140.h1.t1
OG0017229	XP_006286074.1	Aa_G185050.h1.t1
OG0017230	XP_006301534.1	Aa_G239130.h1.t1
OG0017231	XP_023642973.1	Aa_G239140.h1.t1
OG0017232	XP_023644162.1	Aa_G239160.h1.t1
OG0017233	XP_006301858.2	Aa_G484930.h1.t1, Aa_G484920.h1.t1, Aa_G389040.h1.t1
OG0017234	XP_023643980.1	Aa_G385740.h1.t1
OG0017236	XP_006302489.1	Aa_G312050.h1.t1
OG0017237	XP_023644062.1	Aa_G21760.h1.t1
OG0017238	XP_006301911.1	Aa_G293550.h1.t1
OG0017239	XP_023642905.1	Aa_G293560.h1.t1
OG0017240	XP_023642912.1	Aa_G293670.h1.t1
OG0017242	XP_006301385.2	Aa_G457370.h1.t1
OG0017245	XP_023642968.1	Aa_G457940.h1.t1
OG0017246	XP_023643483.1	Aa_G343720.h1.t1
OG0017247	XP_006301526.1	Aa_G485910.h1.t1
OG0017248	XP_006301191.1	Aa_G204280.h1.t1
OG0017251	XP_006302296.1	Aa_G129480.h1.t1
OG0017252	XP_006302284.1	Aa_G129360.h1.t1
OG0017253	XP_006300581.1	Aa_G129300.h1.t1
OG0017254	XP_006301847.1	Aa_G129260.h1.t1
OG0017255	XP_006301167.2	Aa_G654150.h1.t1
OG0017256	XP_006301154.1	Aa_G215550.h1.t1
OG0017257	XP_006302409.1	Aa_G193630.h1.t1
OG0017258	XP_006302476.1	Aa_G418900.h1.t1
OG0017259	XP_023643988.1	Aa_G738880.h1.t1, Aa_G738880.h2.t1
OG0017260	XP_006291048.1	Aa_G263320.h1.t1
OG0017261	XP_006300580.2	Aa_G281650.h1.t1
OG0017262	XP_006302588.1	Aa_G281720.h1.t1
OG0017264	XP_006301090.1	Aa_G656100.h1.t1
OG0017266	XP_023644084.1	Aa_G573000.h1.t1
OG0017267	XP_006299666.1	Aa_G314470.h1.t1
OG0017268	XP_006299706.1	Aa_G459720.h1.t1
OG0017269	XP_006290796.2	Aa_G207440.h1.t1
OG0017270	XP_006290793.1	Aa_G458660.h1.t1
OG0017271	XP_006303374.1	Aa_G205530.h1.t1
OG0017272	XP_006304636.1	Aa_G205670.h1.t1
OG0017273	XP_006305096.1	Aa_G108900.h1.t1
OG0017274	XP_006304676.1	Aa_G109050.h1.t1
OG0017275	XP_006299518.1	Aa_G627410.h1.t1
OG0017276	XP_006303547.1	Aa_G420900.h1.t1
OG0017277	XP_023645937.1	Aa_G193190.h1.t1
OG0017279	XP_006304933.1	Aa_G193280.h1.t1
OG0017280	XP_006303638.1	Aa_G231520.h1.t1
OG0017281	XP_023645523.1	Aa_G375490.h1.t1
OG0017282	XP_006303264.1	Aa_G375430.h1.t1
OG0017283	XP_006305563.1	Aa_G793800.h1.t1
OG0017285	XP_006304272.2	Aa_G118340.h1.t1
OG0017286	XP_006305033.1	Aa_G127870.h1.t1
OG0017287	XP_006306082.1	Aa_G643200.h1.t1, Aa_G225030.h1.t1, Aa_G643180.h1.t1
OG0017288	XP_023645646.1	Aa_G613360.h1.t1
OG0017289	XP_006285864.1	Aa_G101040.h1.t1
OG0017290	XP_006295632.1	Aa_G310050.h1.t1
OG0017291	XP_006307450.1	Aa_G230470.h1.t1
OG0017292	XP_006295527.1	Aa_G313380.h1.t1
OG0017293	XP_006295077.1	Aa_G402660.h1.t1
OG0017294	XP_023639673.1	Aa_G25300.h1.t1
OG0017295	XP_006282224.1	Aa_G656260.h1.t1
OG0017297	XP_006281941.1	Aa_G82820.h1.t1
OG0017298	XP_006283250.2	Aa_G70950.h1.t1
OG0017299	XP_023634137.1	Aa_G70930.h1.t1
OG0017300	XP_006286251.1	Aa_G70910.h1.t1
OG0017301	XP_023634238.1	Aa_G70900.h1.t1
OG0017302	XP_006283281.1	Aa_G363040.h1.t1
OG0017303	XP_023634304.1	Aa_G363030.h1.t1
OG0017304	XP_006282833.1	Aa_G363010.h1.t1
OG0017305	XP_023634966.1	Aa_G391460.h1.t1
OG0017306	XP_023635077.1	Aa_G413400.h1.t1
OG0017307	XP_006285088.1	Aa_G183940.h1.t1
OG0017308	XP_006283081.2	Aa_G198060.h1.t1
OG0017309	XP_006303870.1	Aa_G26530.h1.t1
OG0017310	XP_006282983.1	Aa_G79750.h1.t1
OG0017311	XP_006283664.1	Aa_G250910.h1.t1
OG0017312	XP_023634931.1	Aa_G250900.h1.t1
OG0017313	XP_006285700.1	Aa_G362590.h1.t1
OG0017314	XP_006283437.1	Aa_G31140.h1.t1
OG0017316	XP_006282519.1	Aa_G31180.h1.t1
OG0017317	XP_006283295.1	Aa_G31290.h1.t1
OG0017318	XP_006284374.1	Aa_G580580.h1.t1
OG0017319	XP_006283023.1	Aa_G428410.h1.t1
OG0017320	XP_006283848.1	Aa_G565120.h1.t1
OG0017321	XP_006280930.2	Aa_G161690.h1.t1
