Orthogroup	Capsella_rubella	Euclidium_syriacum
OG0012509	XP_006296972.1	ESY11_g53220_DN3_SP8_c0.t1
OG0012510	XP_006282318.1	ESY6_g49702_DN3_SP0_c0.t1
OG0012511	XP_006280392.1	ESY6_g49706_DN3_SP0_c0.t1
OG0012512	XP_006282165.1	ESY6_g49707_DN3_SP0_c0.t1
OG0012513	XP_023639607.1	ESY6_g49718_DN3_SP4_c3.t1
OG0012514	XP_006280971.1	ESY6_g49754_DN3_SP2_c0.t1
OG0012515	XP_006280741.1	ESY6_g49755_DN3_SP1_c0.t1
OG0012516	XP_006279680.1	ESY6_g49792_DN3_SP8_c0.t1
OG0012517	XP_006281027.1	ESY6_g49795_DN3_SP3_c0.t1, ESY6_g49794_DN3_SP5_c0.t1
OG0012518	XP_006280891.1	ESY6_g49815_DN3_SP6_c0.t1
OG0012519	XP_006280167.1	ESY6_g49823_DN3_SP1_c0.t1
OG0012520	XP_006280210.2	ESY6_g49832_DN3_SP4_c0.t1
OG0012521	XP_006280205.1	ESY6_g49834_DN3_SP8_c26.t1
OG0012522	XP_006282111.1	ESY6_g49842_DN3_SP5_c0.t1
OG0012523	XP_006280453.2	ESY6_g49344_DN3_SP0_c0.t1
OG0012524	XP_006307461.2	ESY5_g4147_DN3_SP0_c0.t1
OG0012525	XP_006282015.1	ESY6_g49355_DN3_SP0_c0.t1
OG0012526	XP_006282365.1	ESY6_g49369_DN2_SP0_c0.t1
OG0012527	XP_006281443.1	ESY6_g49415_DN3_SP6_c0.t1
OG0012528	XP_006279688.1	ESY6_g49433_DN3_SP3_c0.t1
OG0012530	XP_006281978.1	ESY6_g49476_DN2_SP0_c0.t1
OG0012531	XP_006282139.1	ESY6_g49495_DN3_SP8_c0.t1
OG0012532	XP_006281868.1	ESY6_g49497_DN3_SP0_c0.t1
OG0012533	XP_006280469.1	ESY6_g49504_DN3_SP4_c0.t1
OG0012535	XP_023642225.1	ESY6_g49559_DN3_SP0_c0.t1, ESY6_g49556_DN3_SP0_c0.t1
OG0012536	XP_023642473.1	ESY6_g49562_DN3_SP0_c0.t1
OG0012537	XP_023637327.1	ESY6_g49564_DN3_SP0_c0.t1
OG0012538	XP_006280169.1	ESY6_g49566_DN3_SP0_c0.t1
OG0012539	XP_006290938.1	ESY21_g55399_DN3_SP0_c0.t1
OG0012540	XP_006289382.1	ESY6_g50211_DN2_SP0_c0.t1
OG0012541	XP_023635729.1	ESY6_g50209_DN3_SP4_c0.t1
OG0012542	XP_006289847.1	ESY6_g50207_DN3_SP0_c0.t1
OG0012543	XP_006288105.1	ESY6_g50194_DN3_SP0_c0.t1
OG0012544	XP_023636567.1	ESY6_g50191_DN3_SP1_c9.t1
OG0012545	XP_006288800.1	ESY6_g50175_DN3_SP1_c0.t1
OG0012546	XP_023636299.1	ESY6_g50170_DN3_SP7_c0.t1
OG0012547	XP_023636966.1	ESY6_g50135_DN3_SP6_c0.t1
OG0012548	XP_006288580.1	ESY6_g50124_DN3_SP7_c0.t1
OG0012549	XP_006288262.2	ESY6_g50108_DN3_SP0_c0.t1
OG0012550	XP_006289236.1	ESY6_g50093_DN3_SP0_c0.t1
OG0012551	XP_006287125.1	ESY6_g50090_DN3_SP2_c0.t1
OG0012552	XP_006287038.1	ESY6_g50068_DN3_SP0_c0.t1
OG0012553	XP_006287482.1	ESY6_g50066_DN3_SP0_c0.t1
OG0012554	XP_023638466.1	ESY1_g7857_DN3_SP7_c0.t1
OG0012555	XP_006289138.2	ESY6_g50029_DN3_SP1_c0.t1
OG0012556	XP_006287196.1	ESY7_g18819_DN3_SP6_c0.t1
OG0012557	XP_006287385.1	ESY6_g50022_DN3_SP4_c0.t1
OG0012558	XP_006288736.1	ESY7_g18124_DN1_SP0_c0.t1, ESY6_g49988_DN2_SP0_c0.t1
OG0012560	XP_023636430.1	ESY6_g49978_DN3_SP0_c4.t1
OG0012561	XP_006287596.1	ESY6_g49974_DN3_SP0_c0.t1
OG0012562	XP_006288730.1	ESY6_g49967_DN3_SP0_c0.t1
OG0012563	XP_006289519.2	ESY6_g49960_DN3_SP7_c0.t1
OG0012564	XP_023637675.1	ESY6_g49948_DN3_SP2_c0.t1
OG0012565	XP_006288961.1	ESY6_g49947_DN3_SP0_c0.t1
OG0012566	XP_006287655.1	ESY6_g49910_DN3_SP7_c0.t1
OG0012568	XP_023636571.1	ESY6_g49887_DN3_SP5_c6.t1
OG0012569	XP_023637456.1	ESY6_g49884_DN2_SP0_c4.t1
OG0012570	XP_006287138.1	ESY6_g49856_DN3_SP7_c0.t1
OG0012571	XP_006288702.1	ESY6_g49280_DN3_SP4_c0.t1
OG0012572	XP_006286617.1	ESY6_g49278_DN3_SP4_c0.t1
OG0012573	XP_023636711.1	ESY6_g49272_DN2_SP0_c0.t1
OG0012574	XP_006289228.1	ESY6_g49254_DN3_SP8_c0.t1
OG0012575	XP_006288734.1	ESY6_g49247_DN3_SP8_c0.t1
OG0012577	XP_006286710.1	ESY6_g49215_DN3_SP0_c0.t1
OG0012578	XP_023637007.1	ESY6_g49161_DN2_SP0_c24.t1
OG0012579	XP_006289389.1	ESY6_g49140_DN3_SP0_c0.t1
OG0012582	XP_006287769.1	ESY6_g49118_DN3_SP8_c0.t1
OG0012583	XP_006287036.1	ESY6_g49109_DN3_SP8_c0.t1
OG0012584	XP_006287741.1	ESY6_g49105_DN3_SP0_c0.t1
OG0012585	XP_006287902.1	ESY6_g49083_DN3_SP1_c0.t1
OG0012586	XP_006288383.1	ESY6_g49073_DN3_SP1_c0.t1
OG0012587	XP_023639872.1	ESY8_g59217_DN2_SP0_c0.t1
OG0012588	XP_023637446.1, XP_023635738.1	ESY6_g49054_DN1_SP0_c0.t1
OG0012589	XP_006288990.1	ESY6_g49049_DN1_SP0_c0.t1
OG0012590	XP_006289308.1	ESY6_g49044_DN3_SP8_c0.t1
OG0012591	XP_006287615.1	ESY6_g49011_DN3_SP0_c0.t1
OG0012592	XP_006299905.1	ESY3_g31245_DN1_SP0_c0.t1
OG0012593	XP_006287473.1	ESY6_g48990_DN3_SP0_c0.t1, ESY6_g48904_DN3_SP0_c0.t1
OG0012594	XP_006286498.1	ESY6_g48987_DN3_SP8_c0.t1
OG0012595	XP_006280734.1	ESY6_g48955_DN3_SP7_c0.t1
OG0012596	XP_006280609.1	ESY6_g48953_DN3_SP8_c0.t1
OG0012597	XP_006280106.2	ESY6_g48952_DN3_SP0_c0.t1
OG0012598	XP_006282019.1	ESY6_g48945_DN2_SP0_c0.t1
OG0012599	XP_006282297.2	ESY6_g48943_DN1_SP0_c0.t1
OG0012600	XP_006281699.1	ESY6_g48940_DN3_SP5_c0.t1
OG0012601	XP_006281590.1	ESY6_g48927_DN3_SP0_c0.t1
OG0012602	XP_006282166.1	ESY6_g48867_DN3_SP6_c0.t1
OG0012603	XP_006281633.1	ESY6_g48865_DN3_SP7_c0.t1
OG0012604	XP_006279465.1	ESY6_g48864_DN3_SP0_c0.t1
OG0012605	XP_023638653.1	ESY6_g48793_DN3_SP0_c0.t1
OG0012606	XP_006280582.1	ESY6_g48735_DN3_SP0_c0.t1
OG0012607	XP_006280828.2	ESY6_g48728_DN3_SP1_c0.t1
OG0012609	XP_006281858.1	ESY6_g48638_DN3_SP7_c0.t1
OG0012610	XP_023645918.1	ESY6_g48637_DN3_SP0_c0.t1
OG0012611	XP_023633592.1	ESY6_g48617_DN2_SP0_c0.t1
OG0012613	XP_006280420.1, XP_006307548.1	ESY6_g48580_DN3_SP0_c0.t1
OG0012614	XP_023638715.1	ESY6_g48559_DN3_SP0_c0.t1
OG0012615	XP_006281594.1	ESY6_g48552_DN3_SP8_c0.t1
OG0012616	XP_006281495.1	ESY6_g48536_DN3_SP2_c0.t1
OG0012617	XP_006302131.2	ESY2_g34365_DN3_SP4_c0.t1
OG0012618	XP_006282028.1	ESY6_g48527_DN3_SP3_c0.t1
OG0012619	XP_006280039.1	ESY6_g48520_DN3_SP0_c0.t1
OG0012620	XP_023639711.1	ESY6_g48516_DN3_SP3_c0.t1
OG0012621	XP_006281231.1	ESY6_g48507_DN2_SP0_c0.t1
OG0012622	XP_006280009.1	ESY6_g48470_DN3_SP0_c6.t1
OG0012623	XP_006281314.1	ESY6_g48442_DN3_SP0_c0.t1
OG0012624	XP_023633622.1	ESY19_g42215_DN3_SP5_c0.t1
OG0012625	XP_006281157.1	ESY6_g48427_DN3_SP2_c0.t1
OG0012626	XP_023641609.1	ESY6_g48426_DN3_SP0_c0.t1
OG0012627	XP_006279953.1	ESY6_g48414_DN3_SP0_c0.t1
OG0012628	XP_006290498.1	ESY1_g11282_DN3_SP4_c0.t1
OG0012629	XP_006280021.2	ESY6_g48368_DN3_SP0_c0.t1
OG0012630	XP_006281140.1	ESY6_g48369_DN3_SP2_c0.t1
OG0012631	XP_006279932.1	ESY6_g48394_DN3_SP0_c0.t1
OG0012632	XP_006282102.2	ESY6_g48396_DN3_SP1_c0.t1
OG0012633	XP_006291179.1	ESY2_g34569_DN3_SP0_c0.t1
OG0012634	XP_006280789.1	ESY6_g48250_DN3_SP0_c0.t1
OG0012635	XP_006281813.1	ESY6_g48216_DN3_SP0_c0.t1, ESY6_g48220_DN3_SP0_c0.t1
OG0012635	XP_006281925.1	ESY2_g33714_DN3_SP0_c13.t1, ESY2_g33713_DN3_SP0_c0.t1, ESY2_g33712_DN3_SP0_c0.t1, ESY6_g48006_DN3_SP0_c0.t1, ESY2_g33716_DN3_SP0_c0.t1
OG0012636	XP_006299356.1	ESY3_g28796_DN3_SP0_c0.t1
OG0012637	XP_023639883.1	ESY6_g48202_DN3_SP8_c0.t1
OG0012638	XP_023642800.1	ESY6_g48166_DN3_SP0_c0.t1
OG0012639	XP_006297361.1	ESY3_g28027_DN3_SP1_c0.t1
OG0012640	XP_006282277.1	ESY6_g48177_DN2_SP0_c0.t1
OG0012641	XP_006280605.1	ESY6_g48201_DN3_SP0_c0.t1
OG0012642	XP_006281484.1	ESY6_g48162_DN1_SP0_c0.t1
OG0012643	XP_023641545.1	ESY6_g48088_DN3_SP8_c0.t1
OG0012644	XP_006280472.2	ESY6_g48085_DN3_SP8_c0.t1
OG0012645	XP_006281273.1	ESY6_g48072_DN3_SP0_c0.t1
OG0012646	XP_006280613.1	ESY6_g48007_DN3_SP8_c0.t1
OG0012647	XP_006280511.1	ESY6_g48010_DN3_SP8_c0.t1
OG0012648	XP_006280239.2	ESY6_g48004_DN3_SP8_c5.t1
OG0012649	XP_023638269.1	ESY6_g47983_DN3_SP0_c0.t1
OG0012650	XP_023638337.1	ESY6_g47967_DN2_SP0_c0.t1
OG0012651	XP_006280355.1	ESY6_g47957_DN3_SP8_c0.t1
OG0012652	XP_006281274.1	ESY6_g47956_DN3_SP3_c0.t1
OG0012653	XP_006281189.1	ESY6_g47955_DN3_SP0_c0.t1
OG0012654	XP_023635301.1	ESY6_g47934_DN3_SP8_c0.t1
OG0012655	XP_006281668.1	ESY6_g47916_DN3_SP8_c0.t1
OG0012656	XP_006304643.1	ESY5_g1706_DN2_SP0_c0.t1
OG0012657	XP_006290585.1	ESY1_g9657_DN3_SP0_c0.t1
OG0012658	XP_006290862.1	ESY1_g9648_DN3_SP8_c0.t1
OG0012659	XP_006291902.1	ESY1_g9642_DN3_SP0_c0.t1
OG0012660	XP_006291178.1	ESY1_g9448_DN3_SP0_c0.t1
OG0012661	XP_006292567.1	ESY1_g9333_DN3_SP1_c0.t1
OG0012662	XP_006291042.1	ESY1_g9284_DN3_SP0_c0.t1
OG0012663	XP_006280403.1	ESY6_g47613_DN3_SP8_c0.t1
OG0012664	XP_006282129.1	ESY6_g47612_DN3_SP0_c0.t1
OG0012665	XP_006279653.1	ESY6_g47622_DN2_SP0_c0.t1
OG0012666	XP_023637847.1	ESY6_g47839_DN3_SP4_c0.t1
OG0012667	XP_006289167.1	ESY20_g13223_DN3_SP0_c0.t1
OG0012668	XP_023636267.1	ESY20_g13233_DN3_SP0_c0.t1
OG0012670	XP_006286683.1	ESY20_g13242_DN2_SP0_c0.t1
OG0012671	XP_006286564.1	ESY20_g13265_DN3_SP7_c0.t1
OG0012672	XP_006288418.1	ESY20_g13282_DN3_SP8_c0.t1
OG0012673	XP_006287579.1	ESY20_g13284_DN3_SP0_c0.t1
OG0012674	XP_006286506.1	ESY20_g13285_DN3_SP0_c0.t1
OG0012675	XP_006287797.2	ESY20_g13289_DN3_SP2_c0.t1
OG0012677	XP_023635931.1	ESY7_g18532_DN3_SP0_c8.t1
OG0012678	XP_006288384.1	ESY7_g18530_DN2_SP0_c0.t1
OG0012679	XP_006287024.1	ESY7_g18516_DN3_SP0_c0.t1
OG0012680	XP_023636947.1	ESY7_g18502_DN3_SP0_c0.t1
OG0012681	XP_006287728.1	ESY7_g18489_DN3_SP0_c0.t1
OG0012682	XP_006287021.2	ESY7_g18470_DN3_SP0_c0.t1
OG0012683	XP_006287137.2	ESY7_g18469_DN3_SP0_c0.t1
OG0012685	XP_006288124.1	ESY7_g18715_DN3_SP5_c0.t1
OG0012686	XP_023642288.1	ESY2_g33379_DN3_SP2_c0.t1
OG0012687	XP_006288737.1	ESY7_g18717_DN1_SP0_c0.t1
OG0012688	XP_006289885.1	ESY7_g18723_DN3_SP0_c0.t1
OG0012689	XP_006290152.1	ESY8_g58118_DN2_SP0_c0.t1, ESY7_g18725_DN2_SP0_c0.t1
OG0012690	XP_023637411.1	ESY7_g18728_DN3_SP2_c0.t1
OG0012691	XP_023637410.1	ESY7_g18729_DN3_SP7_c0.t1
OG0012692	XP_006288270.1	ESY7_g18731_DN3_SP0_c0.t1
OG0012693	XP_006289834.1	ESY7_g18740_DN3_SP0_c0.t1
OG0012694	XP_006288452.1	ESY7_g18745_DN3_SP0_c0.t1
OG0012695	XP_006288415.2	ESY7_g18759_DN3_SP0_c0.t1
OG0012696	XP_006288489.1	ESY7_g18763_DN3_SP8_c0.t1
OG0012697	XP_023634125.1	ESY13_g56247_DN3_SP3_c0.t1
OG0012698	XP_006289618.1	ESY7_g18770_DN3_SP0_c0.t1
OG0012699	XP_006288807.2	ESY7_g18787_DN3_SP0_c0.t1
OG0012700	XP_006286510.1	ESY7_g18794_DN3_SP8_c0.t1
OG0012701	XP_006289292.1	ESY7_g18841_DN3_SP8_c0.t1
OG0012702	XP_006287311.1	ESY7_g18838_DN3_SP5_c0.t1
OG0012703	XP_006286686.1	ESY7_g18853_DN3_SP8_c0.t1
OG0012704	XP_006289514.2	ESY7_g18884_DN3_SP5_c0.t1
OG0012705	XP_006287961.1	ESY7_g18887_DN3_SP7_c0.t1
OG0012706	XP_023633679.1	ESY19_g42214_DN3_SP4_c0.t1
OG0012707	XP_006290079.1	ESY7_g18906_DN3_SP0_c0.t1
OG0012708	XP_006288659.1	ESY7_g18944_DN3_SP8_c0.t1
OG0012709	XP_006290060.1	ESY7_g18990_DN3_SP0_c0.t1
OG0012710	XP_023639867.1	ESY5_g5540_DN3_SP8_c0.t1
OG0012712	XP_006287110.1	ESY7_g19016_DN3_SP4_c0.t1
OG0012713	XP_006288293.1	ESY7_g19018_DN3_SP0_c0.t1
OG0012714	XP_006287486.1	ESY7_g19048_DN3_SP7_c0.t1, ESY7_g19050_DN3_SP0_c0.t1
OG0012715	XP_006287109.1	ESY7_g19055_DN3_SP0_c0.t1
OG0012716	XP_023636264.1	ESY7_g19062_DN3_SP4_c0.t1
OG0012717	XP_006286816.1	ESY7_g19061_DN3_SP0_c0.t1
OG0012718	XP_006286682.1	ESY7_g19117_DN3_SP0_c0.t1
OG0012719	XP_023636210.1	ESY7_g19124_DN3_SP0_c0.t1
OG0012720	XP_006286906.1	ESY7_g19130_DN3_SP0_c0.t1
OG0012721	XP_006286508.1	ESY7_g19152_DN3_SP0_c0.t1
OG0012722	XP_006288475.1	ESY7_g19157_DN3_SP0_c0.t1, ESY7_g19158_DN3_SP0_c0.t1
OG0012723	XP_006288908.1	ESY7_g19181_DN2_SP0_c0.t1
OG0012724	XP_006288191.1	ESY7_g19182_DN3_SP0_c0.t1
OG0012725	XP_006287028.1	ESY7_g19217_DN3_SP0_c16.t1
OG0012726	XP_006287844.1	ESY7_g19235_DN3_SP1_c0.t1
OG0012727	XP_006287011.1	ESY7_g19258_DN3_SP6_c12.t1
OG0012728	XP_006290075.1	ESY7_g19277_DN1_SP0_c0.t1
OG0012729	XP_023637154.1	ESY7_g19304_DN3_SP3_c0.t1
OG0012730	XP_006286430.1	ESY7_g19311_DN3_SP0_c0.t1
OG0012731	XP_006290074.1	ESY7_g19352_DN2_SP0_c0.t1
OG0012732	XP_006282053.1	ESY3_g30695_DN3_SP0_c0.t1, ESY10_g14011_DN2_SP0_c0.t1
OG0012733	XP_006288337.2	ESY7_g19384_DN3_SP0_c0.t1
OG0012734	XP_006289370.1	ESY7_g19398_DN3_SP8_c0.t1
OG0012735	XP_006289860.2	ESY7_g19464_DN3_SP0_c0.t1
OG0012736	XP_006288199.1	ESY7_g19514_DN3_SP8_c0.t1
OG0012737	XP_006288886.1	ESY7_g19528_DN2_SP4_c0.t1
OG0012738	XP_006288649.1	ESY7_g19553_DN2_SP3_c0.t1
OG0012739	XP_006288482.1	ESY7_g19572_DN2_SP0_c0.t1
OG0012740	XP_006287651.1	ESY7_g19574_DN3_SP0_c0.t1
OG0012741	XP_006287618.1	ESY7_g19579_DN3_SP7_c0.t1
OG0012742	XP_006289328.1	ESY7_g19586_DN1_SP0_c0.t1
OG0012743	XP_006289569.1	ESY7_g19630_DN1_SP0_c0.t1
OG0012744	XP_006279335.1	ESY7_g19655_DN3_SP0_c0.t1
OG0012745	XP_006287754.1	ESY7_g19652_DN3_SP0_c0.t1
OG0012746	XP_006287816.1	ESY7_g19651_DN3_SP0_c0.t1
OG0012747	XP_006279332.2	ESY7_g19670_DN3_SP8_c0.t1
OG0012748	XP_006279346.1	ESY10_g14732_DN3_SP8_c18.t1
OG0012749	XP_006284657.1	ESY8_g60266_DN2_SP1_c0.t1
OG0012750	XP_006283397.1	ESY8_g60247_DN3_SP4_c0.t1
OG0012751	XP_006285594.1	ESY8_g60246_DN2_SP7_c0.t1
OG0012752	XP_023635306.1	ESY8_g60242_DN3_SP0_c0.t1
OG0012753	XP_006289202.1	ESY15_g64875_DN3_SP0_c0.t1
OG0012754	XP_006283072.1	ESY8_g60137_DN3_SP0_c7.t1
OG0012755	XP_006285241.1	ESY8_g60108_DN3_SP0_c0.t1
OG0012756	XP_006283536.1	ESY8_g60081_DN3_SP8_c41.t1
OG0012757	XP_023634334.1, XP_023635032.1	ESY8_g60029_DN2_SP0_c0.t1
OG0012758	XP_006300794.1	ESY2_g36512_DN3_SP0_c0.t1
OG0012759	XP_006301331.1	ESY2_g36500_DN3_SP0_c0.t1
OG0012760	XP_006301441.1	ESY2_g36485_DN3_SP0_c0.t1
OG0012761	XP_006301222.1	ESY2_g36473_DN1_SP0_c0.t1
OG0012762	XP_023644169.1	ESY2_g36470_DN2_SP0_c0.t1
OG0012763	XP_006301640.1	ESY2_g36469_DN3_SP0_c0.t1
OG0012764	XP_023643799.1	ESY2_g36517_DN3_SP7_c0.t1
OG0012765	XP_006302825.1	ESY2_g36525_DN3_SP1_c0.t1
OG0012766	XP_006301505.1	ESY2_g36540_DN3_SP0_c0.t1
OG0012767	XP_023643882.1	ESY2_g36566_DN3_SP0_c0.t1
OG0012768	XP_006302247.1	ESY2_g36585_DN3_SP7_c0.t1
OG0012769	XP_006303041.1	ESY2_g34171_DN3_SP8_c0.t1
OG0012770	XP_006300857.1	ESY2_g36630_DN3_SP0_c16.t1
OG0012771	XP_006300598.2	ESY2_g36667_DN3_SP8_c11.t1
OG0012772	XP_006281415.1	ESY6_g47489_DN3_SP8_c0.t1
OG0012773	XP_023643190.1	ESY2_g36692_DN3_SP0_c0.t1
OG0012774	XP_006301134.1	ESY2_g36700_DN3_SP3_c0.t1
OG0012775	XP_023644070.1	ESY2_g36713_DN3_SP8_c0.t1
OG0012776	XP_006300651.1	ESY2_g36767_DN3_SP0_c0.t1
OG0012777	XP_023643578.1	ESY2_g36783_DN3_SP3_c0.t1
OG0012778	XP_006302947.1	ESY2_g36801_DN3_SP4_c0.t1
OG0012779	XP_006301306.1	ESY2_g36816_DN3_SP0_c0.t1
OG0012780	XP_006302937.1	ESY2_g36823_DN3_SP0_c0.t1
OG0012781	XP_006305231.2	ESY2_g36155_DN3_SP0_c0.t1
OG0012783	XP_006301266.1	ESY2_g36115_DN3_SP1_c0.t1, ESY2_g36117_DN3_SP3_c0.t1
OG0012784	XP_006300975.1	ESY2_g35019_DN2_SP0_c0.t1
OG0012786	XP_006302572.1	ESY2_g35029_DN3_SP1_c0.t1
OG0012787	XP_006300322.1	ESY2_g35032_DN3_SP0_c0.t1
OG0012788	XP_006302672.1	ESY2_g35037_DN3_SP3_c0.t1
OG0012789	XP_023643179.1	ESY2_g35066_DN3_SP5_c15.t1
OG0012790	XP_023643434.1	ESY2_g35077_DN3_SP8_c0.t1
OG0012791	XP_023643714.1	ESY2_g34602_DN3_SP7_c0.t1
OG0012792	XP_006302228.1	ESY2_g34613_DN3_SP1_c0.t1
OG0012793	XP_006300361.1	ESY2_g34634_DN3_SP8_c0.t1
OG0012794	XP_023643221.1	ESY2_g34651_DN3_SP8_c8.t1
OG0012795	XP_006302073.1	ESY2_g34656_DN3_SP0_c0.t1
OG0012796	XP_006300947.1	ESY2_g34664_DN3_SP4_c0.t1
OG0012797	XP_006300507.1	ESY2_g34665_DN3_SP8_c0.t1
OG0012798	XP_006300559.1	ESY2_g34696_DN3_SP3_c14.t1
OG0012799	XP_006302513.2	ESY2_g34720_DN3_SP8_c0.t1
OG0012801	XP_006302606.1	ESY2_g34793_DN2_SP5_c0.t1
OG0012802	XP_006297162.1	ESY11_g53945_DN3_SP0_c0.t1
OG0012803	XP_006300329.2	ESY2_g36083_DN3_SP0_c0.t1
OG0012804	XP_006284322.1	ESY17_g39210_DN3_SP5_c0.t1
OG0012805	XP_006300584.1	ESY2_g36017_DN3_SP0_c3.t1
OG0012806	XP_006302160.1	ESY2_g35986_DN3_SP0_c0.t1, ESY7_g17654_DN3_SP0_c0.t1
OG0012808	XP_006300802.1	ESY2_g35977_DN3_SP0_c0.t1
OG0012809	XP_006298192.1	ESY11_g53996_DN3_SP8_c0.t1
OG0012811	XP_006297340.1, XP_023642429.1	ESY11_g54010_DN3_SP3_c0.t1
OG0012812	XP_006297403.1	ESY11_g54042_DN3_SP0_c0.t1
OG0012813	XP_023641222.1	ESY11_g54057_DN3_SP0_c0.t1
OG0012814	XP_023638769.1	ESY21_g55450_DN3_SP1_c0.t1
OG0012815	XP_006299385.1	ESY11_g54101_DN2_SP0_c0.t1
OG0012816	XP_006297545.1	ESY11_g54156_DN3_SP0_c0.t1
OG0012817	XP_006292011.2	ESY1_g9811_DN3_SP0_c0.t1
OG0012819	XP_006291017.2	ESY1_g9783_DN3_SP0_c0.t1
OG0012820	XP_006296131.1	ESY9_g45163_DN3_SP8_c0.t1
OG0012822	XP_006303769.1	ESY2_g36441_DN3_SP1_c0.t1
OG0012823	XP_006289717.1, XP_023644734.1	ESY2_g36425_DN3_SP0_c0.t1
OG0012824	XP_006304031.1	ESY2_g36410_DN3_SP1_c0.t1
OG0012825	XP_023632662.1	ESY2_g36373_DN3_SP0_c0.t1
OG0012826	XP_023645507.1	ESY2_g36360_DN3_SP0_c0.t1
OG0012827	XP_006303391.1	ESY2_g36358_DN3_SP0_c0.t1
OG0012828	XP_006306239.1	ESY2_g36305_DN3_SP0_c0.t1
OG0012829	XP_023645941.1	ESY2_g36291_DN3_SP0_c0.t1
OG0012830	XP_006305207.1	ESY2_g36287_DN3_SP0_c0.t1
OG0012831	XP_023645249.1	ESY2_g36284_DN3_SP8_c0.t1
OG0012832	XP_023645802.1	ESY2_g36270_DN3_SP5_c0.t1
OG0012833	XP_023632783.1	ESY2_g36212_DN1_SP0_c0.t1
OG0012835	XP_006307146.1	ESY2_g36170_DN3_SP0_c0.t1
OG0012836	XP_006304250.2	ESY2_g36871_DN3_SP0_c0.t1
OG0012838	XP_023644076.1	ESY19_g41972_DN1_SP0_c0.t1
OG0012839	XP_006307524.2	ESY2_g36918_DN3_SP6_c0.t1
OG0012840	XP_006306782.1	ESY2_g36953_DN3_SP8_c13.t1
OG0012841	XP_023644845.1	ESY2_g36961_DN3_SP2_c0.t1
OG0012842	XP_006294947.1	ESY9_g44117_DN3_SP0_c0.t1
OG0012843	XP_006296315.1	ESY9_g44123_DN3_SP6_c0.t1
OG0012844	XP_023640020.1	ESY9_g44221_DN2_SP0_c0.t1
OG0012845	XP_006296070.1	ESY9_g44269_DN3_SP0_c0.t1
OG0012846	XP_006293797.1	ESY5_g4944_DN3_SP7_c0.t1
OG0012847	XP_006294156.1	ESY9_g44449_DN3_SP8_c0.t1
OG0012849	XP_023640509.1	ESY9_g44496_DN3_SP3_c0.t1
OG0012850	XP_006294468.1	ESY9_g44536_DN3_SP0_c0.t1
OG0012851	XP_023640125.1	ESY9_g44537_DN3_SP0_c0.t1
OG0012852	XP_006295239.1	ESY9_g44583_DN3_SP6_c0.t1
OG0012853	XP_006291331.1	ESY9_g42526_DN3_SP8_c0.t1
OG0012854	XP_006305492.2	ESY5_g3662_DN3_SP3_c20.t1
OG0012856	XP_006290667.1	ESY1_g7623_DN3_SP4_c0.t1
OG0012857	XP_006290870.1	ESY1_g7363_DN3_SP8_c0.t1
OG0012858	XP_006290724.1	ESY1_g7307_DN3_SP0_c0.t1
OG0012859	XP_006280077.1	ESY15_g65171_DN3_SP1_c0.t1
OG0012860	XP_006279924.1	ESY15_g65189_DN3_SP8_c0.t1
OG0012861	XP_006281204.1	ESY6_g47178_DN2_SP3_c0.t1
OG0012862	XP_006280300.1	ESY15_g65225_DN3_SP8_c0.t1
OG0012863	XP_006280512.1	ESY15_g65640_DN3_SP7_c0.t1
OG0012864	XP_006280130.1	ESY24_g33144_DN3_SP8_c0.t1
OG0012865	XP_006280260.1	ESY15_g64946_DN3_SP1_c0.t1
OG0012866	XP_006279888.1	ESY15_g65035_DN3_SP6_c0.t1
OG0012867	XP_023645834.1	ESY15_g65164_DN3_SP8_c0.t1
OG0012868	XP_023632784.1	ESY6_g50734_DN3_SP8_c13.t1
OG0012869	XP_023636433.1	ESY15_g65167_DN3_SP8_c0.t1
OG0012870	XP_006285569.1	ESY17_g38949_DN3_SP0_c0.t1
OG0012871	XP_006284402.1	ESY16_g61612_DN2_SP0_c0.t1
OG0012872	XP_006285861.1	ESY7_g18197_DN3_SP1_c0.t1
OG0012874	XP_006285038.1	ESY17_g39925_DN3_SP1_c0.t1
OG0012875	XP_006283915.2	ESY15_g65670_DN1_SP0_c0.t1
OG0012876	XP_006285323.1	ESY15_g65840_DN2_SP0_c0.t1
OG0012879	XP_006283805.1	ESY27_g13582_DN2_SP0_c0.t1
OG0012880	XP_006284237.1	ESY27_g13540_DN3_SP0_c0.t1
OG0012881	XP_006285602.1	ESY27_g13430_DN3_SP0_c0.t1
OG0012882	XP_006282890.1	ESY27_g13401_DN3_SP0_c0.t1
OG0012883	XP_006283572.1	ESY15_g65511_DN3_SP0_c0.t1
OG0012885	XP_006282711.2	ESY22_g40698_DN3_SP0_c0.t1
OG0012886	XP_006285434.1	ESY22_g40739_DN3_SP0_c0.t1
OG0012887	XP_006285496.1	ESY22_g40906_DN3_SP0_c0.t1
OG0012888	XP_023634564.1	ESY22_g40926_DN3_SP6_c0.t1
OG0012889	XP_006283221.1	ESY22_g40959_DN3_SP0_c0.t1
OG0012890	XP_006285060.1	ESY22_g41056_DN3_SP8_c0.t1
OG0012891	XP_006283780.1	ESY2_g38875_DN3_SP0_c0.t1
OG0012892	XP_006285361.1	ESY2_g38761_DN3_SP1_c0.t1
