Orthogroup	Capsella_rubella	Camelina_sativa
OG0016130	XP_006302104.1	XP_010470507.1, XP_010415178.1, XP_010511562.1
OG0016131	XP_006300544.1	XP_010470492.1, XP_010511546.1, XP_010415161.1
OG0016132	XP_006302286.1	XP_010415159.1, XP_010470486.1, XP_010511543.1
OG0016133	XP_006302700.1	XP_010470483.1, XP_010415153.1, XP_010511539.1
OG0016134	XP_006300806.1	XP_010415120.1, XP_010470452.1, XP_010511122.1
OG0016135	XP_006302171.1	XP_010415130.1, XP_010511508.1
OG0016136	XP_006302313.2	XP_010470461.1, XP_010415132.1, XP_010511512.1
OG0016137	XP_006301376.1	XP_010415135.1, XP_010470462.1, XP_010511513.1
OG0016138	XP_023642983.1	XP_010415096.1, XP_010470435.1, XP_010511452.1
OG0016139	XP_006300706.2	XP_010511393.1, XP_010414813.1, XP_010470386.1
OG0016140	XP_006300479.1	XP_010511148.1, XP_010418909.1
OG0016141	XP_006279918.1	XP_010484156.1, XP_019088780.1, XP_010461166.1
OG0016142	XP_006302143.2	XP_010414870.1, XP_010470329.1, XP_019101529.1
OG0016143	XP_023643188.1	XP_010470390.1, XP_010511398.1
OG0016144	XP_023642882.1	XP_010470333.1, XP_010414875.1, XP_010511149.1
OG0016145	XP_006300408.1	XP_010414886.1, XP_010470340.1, XP_010511184.1
OG0016146	XP_006287631.1	XP_010492922.1, XP_010454137.1, XP_010420662.1
OG0016147	XP_006287368.1	XP_010492918.1, XP_010420657.1, XP_010454133.1
OG0016148	XP_006287826.1	XP_010420652.1, XP_010492913.1, XP_010454125.1
OG0016149	XP_006287025.1	XP_010492912.1, XP_010420651.1
OG0016150	XP_006286401.1	XP_010492897.1, XP_010420649.1, XP_010454122.1
OG0016151	XP_006289483.1	XP_010420646.1, XP_010454119.1, XP_010492887.1
OG0016152	XP_006289251.1	XP_010420623.1, XP_010492862.1, XP_010456577.2
OG0016153	XP_006287650.2	XP_010420588.1, XP_010454075.1, XP_019097947.1
OG0016154	XP_006289709.1	XP_010495275.1, XP_010424163.1, XP_010454053.1
OG0016155	XP_006289696.1	XP_010420566.1, XP_010454046.1
OG0016156	XP_006288483.1	XP_010454045.1, XP_010420564.1, XP_010492824.1
OG0016157	XP_006287784.1	XP_010421692.1, XP_010455177.1, XP_010494096.1
OG0016158	XP_006282171.1	XP_010440773.1, XP_010482232.1
OG0016159	XP_006281170.2	XP_010440633.1, XP_010442416.1, XP_010482224.1
OG0016160	XP_023642506.1	XP_010471995.1, XP_010482236.1, XP_010442423.1
OG0016162	XP_006297289.1	XP_010489124.1, XP_010416606.1, XP_010467921.1
OG0016163	XP_006291191.1	XP_010515695.1, XP_010503975.1, XP_010426849.1
OG0016164	XP_006292375.2	XP_010503972.1, XP_010426848.1, XP_010515694.1
OG0016165	XP_006291364.1	XP_010503965.1, XP_010515687.1, XP_010426840.1
OG0016166	XP_006290738.1	XP_010503951.1, XP_010515674.1, XP_010426828.1
OG0016167	XP_006292369.2	XP_010426819.1, XP_010515664.1, XP_010503940.1
OG0016168	XP_023639233.1	XP_010515649.1, XP_010426797.1, XP_010503917.1
OG0016169	XP_006292000.1	XP_010515631.1, XP_010503901.1, XP_010426773.1
OG0016170	XP_006282634.1	XP_010441372.1, XP_010436142.1, XP_010448131.1
OG0016171	XP_006291700.1	XP_010503898.1, XP_010515627.1, XP_010426768.1
OG0016172	XP_023638388.1	XP_010503880.1, XP_010515610.1, XP_010426750.1
OG0016173	XP_006291668.1	XP_010503878.1, XP_010515609.1, XP_010426751.1
OG0016174	XP_006292185.1	XP_010426756.1, XP_010503870.1, XP_010515606.1
OG0016175	XP_006290847.1	XP_010426735.1, XP_010515595.1, XP_010503860.1
OG0016176	XP_006291778.2	XP_010515588.1, XP_010503856.1, XP_010426734.1
OG0016177	XP_006291288.1	XP_010515585.1, XP_010503853.1, XP_010426731.1
OG0016178	XP_006291174.1	XP_010426728.1, XP_010515572.1, XP_010503852.1
OG0016179	XP_006292663.2	XP_019099892.1
OG0016180	XP_023638335.1	XP_010431241.1, XP_010503827.1, XP_010515538.1
OG0016181	XP_023639307.1	XP_010515537.1, XP_010503826.1, XP_010426686.1
OG0016182	XP_006291123.1	XP_010515523.1, XP_010503811.1, XP_010426671.1
OG0016183	XP_023644677.1	XP_010496696.1, XP_010496478.1, XP_010479278.1
OG0016184	XP_023644716.1	XP_010496680.1, XP_010479343.1, XP_019098228.1
OG0016185	XP_006305182.2	XP_010474841.1, XP_010479373.1, XP_019098030.1
OG0016186	XP_023633010.1	XP_010457050.1, XP_010479510.1, XP_010474829.1, XP_010497799.1
OG0016187	XP_006307695.1	XP_010479544.1, XP_010457087.1, XP_010474827.1
OG0016188	XP_023644739.1	XP_010457057.1, XP_010474825.1, XP_010479595.1
OG0016189	XP_006305215.1	XP_019098056.1, XP_010474818.1, XP_010457062.1
OG0016190	XP_006306838.2	XP_010457066.1, XP_010479641.1, XP_010474817.1
OG0016191	XP_006303692.1	XP_010457068.1, XP_010474816.1, XP_010501273.1
OG0016192	XP_006305307.1	XP_010457070.1, XP_010474815.1, XP_010479679.1
OG0016193	XP_023645093.1	XP_010474802.1, XP_010479766.1, XP_010457080.1
OG0016194	XP_006307592.1	XP_019091324.1, XP_010474789.1, XP_010479876.1
OG0016195	XP_006307577.1	XP_019098103.1, XP_019091325.1, XP_019090931.1, XP_010474781.1
OG0016196	XP_023645161.1	XP_010474774.1, XP_010479974.1, XP_019090941.1
OG0016197	XP_006303976.1	XP_010474760.1, XP_010480127.1, XP_010457107.1
OG0016198	XP_006305749.1	XP_010480254.1, XP_010457121.1, XP_010474746.1
OG0016199	XP_006307480.1	XP_010457131.1, XP_019098134.1, XP_010474739.1
OG0016200	XP_006307379.1	XP_010474721.1, XP_010457141.1, XP_010480432.1
OG0016201	XP_006306019.1	XP_010501277.1, XP_010457143.1, XP_010474719.1
OG0016202	XP_023645242.1	XP_010457146.1, XP_010480486.1, XP_010474714.1
OG0016203	XP_006303980.1	XP_010501282.2, XP_010474633.1, XP_019090790.1
OG0016204	XP_006293074.1	XP_010503089.1, XP_010514775.1, XP_010425853.1
OG0016205	XP_006304532.2	XP_010457203.1, XP_010480869.1, XP_010474643.1
OG0016206	XP_006305510.1	XP_010474646.1, XP_010457205.1, XP_010480882.1
OG0016207	XP_006307128.2	XP_010474652.1, XP_010480923.1, XP_010457213.1
OG0016208	XP_006306036.1	XP_010481006.1, XP_010462532.1, XP_010474665.1
OG0016209	XP_006305036.1	XP_010474673.1, XP_010457245.1
OG0016210	XP_006306829.1	XP_010481135.1, XP_010457247.1
OG0016211	XP_006303299.1	XP_010474849.1, XP_010457255.1, XP_010481191.1
OG0016212	XP_006303463.1	XP_010457272.1, XP_019096782.1, XP_010474858.1
OG0016213	XP_006306852.1	XP_010481551.1, XP_010474932.1, XP_010457320.1
OG0016214	XP_006305556.1	XP_010481780.1, XP_010474944.1, XP_010457330.1
OG0016215	XP_006306694.1	XP_010457347.1, XP_010481966.1, XP_019094981.1
OG0016216	XP_006306146.2	XP_010457348.1, XP_010474963.1, XP_010481975.1
OG0016217	XP_023645271.1	XP_010481990.1, XP_010457350.1, XP_010474964.1
OG0016218	XP_006306944.1	XP_010462550.1, XP_010482247.1, XP_010474981.1
OG0016219	XP_006305658.2	XP_010474995.1, XP_010457377.1
OG0016220	XP_006305052.1	XP_010474997.1, XP_019094309.1, XP_010457380.1
OG0016221	XP_006306750.1	XP_010482486.1, XP_010475003.1, XP_010457390.1
OG0016222	XP_023645335.1	XP_010457399.1, XP_010475012.1
OG0016223	XP_006304427.1	XP_010482990.1, XP_010457430.1, XP_010475043.1
OG0016224	XP_006307620.1	XP_010483250.1, XP_010457452.1, XP_010475064.1
OG0016225	XP_006303192.1	XP_010457475.1, XP_010475084.1, XP_019098814.1
OG0016226	XP_006304026.1	XP_010457505.1, XP_010483935.1
OG0016227	XP_006303956.1	XP_010475118.1, XP_019098819.1, XP_010457509.1
OG0016228	XP_006303397.1	XP_010475127.1, XP_019090952.1, XP_019090951.1
OG0016229	XP_006306024.2	XP_010475157.1
OG0016230	XP_006305960.1	XP_010457550.1, XP_010475158.1
OG0016231	XP_023645134.1	XP_019098830.1, XP_010475168.1, XP_010457565.1
OG0016232	XP_006307306.1	XP_010457566.1, XP_010475169.1, XP_010484482.1
OG0016233	XP_006304927.1	XP_010475172.1, XP_010484516.1, XP_010457568.1
OG0016234	XP_006303288.1	XP_010475179.1, XP_010457580.1, XP_010484640.1
OG0016235	XP_006305299.1	XP_010475182.1, XP_010484689.1, XP_010457586.1
OG0016236	XP_006306165.1	XP_010484726.1, XP_010457588.1, XP_010475185.1
OG0016237	XP_023645241.1	XP_010484902.1, XP_010475224.1, XP_010457617.1
OG0016238	XP_006303489.1	XP_019091761.1, XP_019094784.1, XP_019098841.1
OG0016239	XP_006307640.1	XP_010484926.1, XP_010457622.1, XP_010475227.1
OG0016240	XP_023644600.1	XP_010457625.1, XP_010475230.1
OG0016241	XP_006303862.1	XP_010484984.1, XP_010475239.1, XP_010457634.1
OG0016242	XP_006307375.1	XP_010485103.1, XP_010475260.1, XP_019090858.1
OG0016243	XP_006303916.2	XP_010475276.2, XP_010457661.1
OG0016244	XP_006303960.2	XP_010485342.1, XP_019094317.1, XP_010457682.1
OG0016245	XP_023645476.1	XP_019091700.1, XP_010485343.1
OG0016246	XP_023632839.1	XP_010485377.1, XP_010475302.1, XP_010457688.1
OG0016247	XP_006306029.1	XP_010485499.1, XP_019091686.1, XP_010475311.1
OG0016248	XP_006302547.2	XP_010470380.1, XP_010414920.1, XP_010511215.1
OG0016249	XP_006304189.1	XP_010457766.1, XP_010486062.1, XP_010475367.1
OG0016250	XP_006306038.1	XP_010457773.1, XP_010486123.1
OG0016251	XP_006304917.1	XP_010475380.1, XP_010486194.1, XP_010457780.1
OG0016252	XP_006306354.1	XP_010475383.1, XP_010486249.1
OG0016253	XP_006305018.1	XP_010475385.1, XP_010486279.1, XP_010457784.1
OG0016254	XP_006306187.2	XP_010475410.1, XP_010486473.1, XP_010457810.1
OG0016255	XP_006306676.1	XP_010475414.1, XP_010457817.1, XP_010486537.1
OG0016256	XP_023644689.1	XP_010475418.1, XP_010457820.1, XP_010486503.1
OG0016257	XP_006307051.1	XP_010486685.1, XP_010486730.1, XP_010457829.1
OG0016258	XP_006306699.1	XP_010486760.1, XP_019095300.1, XP_010457834.1
OG0016259	XP_006306181.1	XP_010475442.1, XP_010501348.1, XP_010457847.1
OG0016260	XP_006306042.1	XP_010475447.1, XP_010501349.1
OG0016261	XP_006303732.1	XP_010486978.1, XP_010457860.1, XP_010475451.1
OG0016262	XP_023645015.1	XP_010487044.1, XP_010457867.1, XP_010475456.1
OG0016263	XP_006303302.1	XP_010487080.1, XP_010462587.1, XP_010475458.1
OG0016264	XP_006307401.1	XP_010487258.1, XP_010457891.1, XP_010475477.1
OG0016265	XP_023642135.1	XP_019084140.1, XP_019092805.1
OG0016266	XP_006285997.1	XP_019087352.1, XP_010433779.1, XP_010448571.1
OG0016267	XP_006305830.2	XP_010462590.2, XP_010501355.2, XP_010480377.2
OG0016268	XP_006306847.1	XP_010475513.1, XP_010487566.1, XP_010457934.1
OG0016269	XP_006303609.1	XP_010457935.1, XP_019095062.1, XP_010475514.1
OG0016270	XP_006306426.1	XP_010457974.1, XP_019098888.1, XP_019095338.1
OG0016271	XP_023634456.1, XP_023645801.1	XP_010475543.1, XP_010457977.1, XP_010487924.1
OG0016272	XP_006303625.1	XP_010475561.1, XP_010457994.1, XP_010488062.1
OG0016273	XP_006307618.1	XP_019098832.1, XP_010475178.1, XP_010457579.1
OG0016274	XP_006305381.1	XP_010475604.1, XP_010488401.1, XP_010458042.1
OG0016275	XP_006306103.1	XP_010488523.1, XP_010458048.1, XP_010475607.1
OG0016276	XP_006303705.1	XP_010458050.1, XP_010488571.1, XP_010475609.1
OG0016277	XP_006304996.1	XP_010458061.1, XP_010475618.1, XP_010488659.1
OG0016278	XP_006305032.1	XP_010475646.1, XP_010458085.1, XP_010488915.1
OG0016279	XP_006306844.1	XP_010488958.1, XP_010475652.1, XP_010458091.1
OG0016280	XP_006306655.1	XP_019098899.1, XP_010458102.1, XP_010475663.1
OG0016281	XP_006306525.1	XP_010475664.1, XP_010458104.1, XP_019095090.1
OG0016282	XP_006304054.1	XP_010458109.1, XP_010475672.1
OG0016283	XP_006306095.1	XP_010475675.1, XP_010475677.1, XP_010458113.1, XP_010489242.1
OG0016284	XP_006306705.1	XP_010489303.1, XP_019091571.1, XP_010475684.1
OG0016285	XP_006306848.1	XP_010489346.1, XP_010458138.1, XP_010475688.1
OG0016286	XP_006304207.1	XP_010458140.1, XP_010489355.1, XP_010475691.1
OG0016287	XP_006304477.1	XP_010489638.1, XP_010458171.1, XP_010475725.1, XP_010497678.1
OG0016288	XP_023632944.1	XP_010475741.1, XP_010458188.1, XP_010489746.1
OG0016289	XP_023645200.1	XP_010458190.1, XP_010489762.1, XP_010475743.1
OG0016290	XP_006305368.1	XP_010458205.1, XP_010489862.1, XP_010475752.1
OG0016292	XP_023632650.1	XP_010475775.1, XP_010458229.1, XP_010489978.1
OG0016293	XP_006307058.1	XP_010475780.1, XP_019090973.1
OG0016294	XP_006303671.1	XP_010490173.1, XP_010458256.1
OG0016295	XP_023645691.1	XP_010501396.1, XP_010490244.1, XP_019094647.1
OG0016296	XP_023645456.1	XP_010458285.1, XP_010475831.1, XP_010490361.1
OG0016297	XP_023632679.1	XP_010458288.1, XP_010475832.1, XP_010490367.1
OG0016298	XP_006304299.1	XP_010458289.1, XP_010475834.1, XP_010490372.1
OG0016299	XP_023632895.1	XP_010475838.1, XP_010458294.1, XP_010501397.1
OG0016300	XP_006306941.1	XP_010458305.1, XP_010475847.1, XP_010490456.1
OG0016301	XP_006304862.1	XP_019098922.1, XP_019090828.1
OG0016302	XP_023644870.1	XP_019098925.1, XP_019091735.1, XP_010475893.1
OG0016303	XP_006305727.1	XP_010458402.1, XP_010491372.1, XP_010475920.1
OG0016304	XP_006305398.1	XP_010475924.1, XP_010458404.1, XP_010491392.1
OG0016305	XP_006305846.2	XP_010491900.1, XP_010458442.1, XP_010475967.1
OG0016306	XP_006304451.1	XP_010475956.1, XP_010492053.1, XP_010458460.1
OG0016307	XP_023644712.1	XP_019095231.1
OG0016308	XP_023636748.1	XP_010438439.1, XP_010455249.1
OG0016309	XP_006305467.1	XP_010458507.1, XP_010476027.1, XP_010492515.1
OG0016310	XP_023634963.1	XP_010435313.1, XP_019088143.1, XP_010450269.1
OG0016311	XP_006305439.1	XP_010458555.1, XP_010476083.1, XP_010492968.1
OG0016312	XP_006306834.1	XP_010493114.1, XP_010476099.1, XP_010458573.1
OG0016313	XP_006303320.1	XP_010476103.1, XP_010493143.1, XP_019091467.1
OG0016314	XP_023645169.1	XP_010476112.1, XP_019091887.1, XP_019096941.1
OG0016315	XP_006301243.1	XP_010418232.1, XP_019093695.1, XP_010430293.1
OG0016316	XP_006307619.1	XP_010476162.1, XP_010493655.1, XP_010458628.1
OG0016317	XP_006304754.2	XP_010458651.1, XP_010476188.1, XP_010493933.1
OG0016318	XP_023632805.1	XP_010493918.1, XP_010458653.1, XP_010476189.1
OG0016319	XP_023644848.1	XP_010494107.1, XP_010458666.1, XP_010476208.1
OG0016320	XP_006306686.2	XP_010458671.1, XP_010494172.1, XP_010476214.1
OG0016321	XP_006304711.1	XP_010458675.1, XP_010476220.1, XP_010494221.1
OG0016322	XP_006303696.1	XP_010494283.1, XP_010458680.1, XP_010480445.2
OG0016323	XP_006303946.1	XP_010458683.1, XP_010494342.1
OG0016324	XP_006303312.1	XP_010458694.1, XP_010494456.1, XP_010476236.1
OG0016325	XP_006306831.1	XP_010458715.1, XP_010476258.1, XP_010494619.1
OG0016326	XP_006307445.1	XP_010494820.1, XP_010458738.1, XP_010476281.1
OG0016327	XP_006307168.1	XP_010458755.1, XP_010495004.1, XP_010476303.1
OG0016328	XP_006303153.1	XP_010458762.1, XP_010476308.1, XP_010495042.1
OG0016329	XP_006306135.2	XP_010458773.1, XP_019098976.1, XP_019098475.1
OG0016330	XP_023645752.1	XP_010476319.1, XP_010495138.1, XP_010458776.1
OG0016331	XP_006307650.1	XP_010476357.1, XP_010495386.1, XP_010458805.1
OG0016332	XP_006304034.1	XP_010476370.1, XP_010495464.1, XP_010458816.1
OG0016333	XP_006304161.1	XP_019091402.1, XP_010495511.1, XP_010476384.1
OG0016334	XP_006304110.1	XP_010476392.1, XP_010458830.1, XP_010495524.1
OG0016335	XP_023645650.1	XP_010495613.1, XP_010458848.1, XP_010476412.1
OG0016336	XP_006306393.1	XP_010458853.1, XP_010495643.1, XP_010476417.1
OG0016337	XP_023644893.1	XP_010476431.1, XP_010458869.1, XP_010495699.1
OG0016338	XP_006306189.1	XP_010476430.1, XP_019098982.1
OG0016339	XP_006305460.1	XP_010476444.1, XP_010458898.1, XP_010495786.1
OG0016340	XP_023632971.1	XP_010458899.1, XP_010476453.1, XP_010495809.1
OG0016341	XP_006307116.2	XP_010458906.1, XP_010476459.1
OG0016342	XP_006307479.1	XP_010458915.1, XP_010476477.1, XP_010495872.2
OG0016343	XP_023645601.1	XP_010476479.1, XP_010495910.1, XP_010458923.1
OG0016344	XP_006304131.1	XP_010458924.1, XP_010495921.1, XP_010476480.1
OG0016345	XP_006303665.1	XP_010458931.1, XP_010476485.1, XP_010495971.1
OG0016346	XP_006305417.1	XP_010496186.1, XP_010458951.1, XP_010476506.1
OG0016347	XP_006305322.1	XP_010496229.1, XP_010476512.1, XP_010458958.1
OG0016348	XP_006306125.1	XP_010476600.1, XP_010496913.1, XP_010459038.1
OG0016349	XP_006304675.1	XP_010476617.1, XP_010459054.1
OG0016350	XP_006306560.2	XP_019099011.1, XP_010476625.1, XP_010459072.1
OG0016351	XP_006305327.1	XP_010497123.1, XP_010459076.1, XP_010476631.1
OG0016352	XP_006305313.1	XP_010497185.1, XP_010476637.1
OG0016353	XP_006304525.1	XP_010476658.1, XP_010497304.1, XP_010459105.1
OG0016354	XP_006305845.1	XP_010476662.1, XP_010497346.1, XP_010459109.1
OG0016355	XP_006300611.1	XP_010416703.1, XP_019094148.1, XP_010428834.1
OG0016356	XP_006306285.1	XP_010497610.1, XP_010459142.1, XP_010476705.1
OG0016357	XP_023646023.1	XP_010476707.1, XP_010497649.1, XP_010459146.1
OG0016358	XP_006303978.1	XP_010459180.1, XP_010497794.1, XP_010476744.1
OG0016359	XP_023645923.1	XP_010476756.1, XP_010497853.1, XP_010459185.1
OG0016360	XP_023645759.1	XP_019099033.1, XP_010480499.2, XP_019091281.1
OG0016361	XP_006305615.1	XP_010497977.1, XP_010476772.1
OG0016362	XP_006303905.1	XP_019091009.1, XP_010476774.1, XP_010497981.1
OG0016363	XP_023645633.1	XP_010459205.1, XP_010497984.1, XP_010476778.1
OG0016364	XP_006307161.1	XP_010497992.1, XP_010476781.1, XP_010459212.1
OG0016365	XP_006304316.1	XP_010459254.1, XP_010498035.1, XP_010476831.1
OG0016366	XP_006305734.1	XP_010476841.1, XP_010459270.1, XP_010498049.1
OG0016367	XP_006303293.2	XP_010459288.1, XP_010476861.1, XP_010498063.1
OG0016368	XP_006305598.1	XP_010459292.1, XP_010476863.1, XP_010501496.1
OG0016369	XP_006304706.1	XP_010462749.1, XP_019095057.1
OG0016370	XP_023642618.1	XP_010441588.1, XP_010442491.1, XP_010482316.1
OG0016371	XP_006306700.1	XP_010459298.1, XP_019099048.1
OG0016372	XP_006304130.2	XP_010459307.1, XP_010498075.1, XP_010476876.1
OG0016373	XP_023637270.1	XP_010494097.1, XP_010455178.1, XP_010421694.1
OG0016374	XP_006306911.1	XP_010476893.1, XP_019099056.1, XP_019091785.1
OG0016375	XP_006304808.1	XP_010476898.1, XP_010459342.1, XP_010498099.1
OG0016376	XP_006304885.1	XP_010498102.1, XP_010459344.1, XP_010476903.1
OG0016377	XP_023645955.1	XP_019095105.1, XP_019097084.1, XP_019091347.1
OG0016378	XP_006306901.1	XP_019094415.1
OG0016379	XP_023645043.1	XP_010476915.1, XP_010498126.1
OG0016380	XP_006307007.1	XP_010498147.1, XP_010476936.1, XP_010459380.1
OG0016381	XP_023644771.1	XP_010476937.1, XP_019091912.1, XP_010501502.1
OG0016382	XP_006303637.1	XP_010498148.1, XP_019091911.1, XP_010476938.1
OG0016383	XP_006296190.1	XP_010472681.1, XP_010417446.1, XP_010429676.1
OG0016384	XP_023633136.1	XP_010498181.1, XP_010459413.2, XP_010476967.1
OG0016385	XP_006304424.1	XP_010498183.1, XP_010476968.1, XP_010459414.1
OG0016386	XP_006307108.1	XP_010476979.1, XP_010459416.1, XP_010498188.1
OG0016387	XP_006307097.1	XP_010476983.1, XP_010459417.1, XP_010498192.1
OG0016388	XP_006304965.1	XP_010498195.1, XP_010476985.1, XP_010459422.1
OG0016389	XP_023633137.1	XP_010459432.1, XP_010476991.1
OG0016390	XP_006305935.2	XP_010498214.1, XP_010459439.2, XP_010477001.2
OG0016391	XP_006288801.2	XP_010496618.1, XP_010421706.1, XP_010438835.1
OG0016392	XP_006281994.1	XP_019088217.1
OG0016393	XP_006305676.1	XP_010498277.1, XP_010459504.1, XP_010477064.1
OG0016394	XP_006305917.2	XP_010480535.1, XP_010445583.1, XP_010462778.1, XP_010501518.1
OG0016395	XP_006306210.1	XP_010459525.1, XP_010477079.1, XP_010498287.1
OG0016396	XP_023632801.1	XP_010459549.1, XP_010477097.1, XP_010498301.1
OG0016397	XP_006307016.1	XP_010462782.1, XP_010477109.1, XP_010498315.1
OG0016398	XP_006303432.1	XP_010477119.1, XP_010459569.1, XP_010498323.1
OG0016400	XP_006306730.1	XP_010498343.1, XP_010459589.1, XP_010477133.1
OG0016401	XP_006304178.1	XP_010459594.1, XP_010498345.1, XP_010477138.1
OG0016402	XP_006307629.1	XP_010498348.1, XP_010459600.1, XP_010477143.1
OG0016403	XP_006306486.1	XP_010498355.1, XP_010459606.1, XP_010477149.1
OG0016404	XP_006303620.1	XP_010459621.1, XP_010477168.1, XP_010498367.1
OG0016405	XP_006304805.1	XP_010477185.1, XP_010459636.1, XP_010498386.1
OG0016406	XP_006304311.1	XP_010459659.1, XP_010498404.1, XP_010477205.1
OG0016407	XP_006298576.1	XP_010514247.1, XP_010466968.1, XP_010488658.1
OG0016408	XP_006305582.1	XP_010477230.1, XP_010459683.1, XP_010498434.1
OG0016409	XP_023633121.1	XP_019090785.1, XP_019099103.1, XP_010477237.1
OG0016410	XP_023632611.1	XP_010477243.1, XP_010459694.1, XP_010501533.1
OG0016411	XP_006303171.1	XP_010477295.1, XP_010459736.1, XP_010498486.1
OG0016412	XP_023644891.1	XP_010459741.1, XP_010477300.1, XP_010459742.1
OG0016413	XP_006307427.1	XP_010498528.1, XP_010459778.1, XP_010477342.1
OG0016414	XP_006306288.2	XP_010459799.1, XP_010498558.1, XP_010477363.1
OG0016415	XP_006303502.1	XP_010459840.1, XP_010498583.1, XP_010477396.1
OG0016416	XP_006295132.1	XP_010472362.1, XP_010417113.1, XP_010429316.1
OG0016417	XP_006306114.1	XP_010496336.1, XP_010459863.1, XP_010498607.1
OG0016418	XP_006306166.1	XP_010496335.1, XP_010462822.1, XP_010498608.1
OG0016419	XP_006305337.1	XP_010459868.1, XP_010498615.1, XP_010496328.1
OG0016420	XP_006303894.1	XP_010498617.1, XP_010459878.1, XP_010496320.1
OG0016421	XP_023644831.1	XP_010498618.1, XP_010496319.1
OG0016422	XP_023644834.1	XP_010498619.1, XP_010459881.1, XP_010496318.1
OG0016423	XP_023644849.1	XP_010459894.1, XP_010477419.1, XP_010498628.1
OG0016424	XP_006306696.1	XP_010477421.1, XP_010459896.1, XP_010498631.1
OG0016425	XP_023644908.1	XP_010477426.1, XP_010459899.1, XP_010498635.1
OG0016426	XP_006306531.1	XP_010498636.1, XP_010459900.1, XP_010477427.1
OG0016427	XP_006305752.1	XP_010477472.1, XP_010498679.1, XP_010459956.1
OG0016428	XP_006305433.1	XP_010459959.1, XP_010498680.1, XP_010477478.1
OG0016429	XP_006303258.1	XP_019091948.1, XP_010498682.1, XP_010477479.1
OG0016430	XP_006306504.1	XP_010460001.1, XP_010477505.1, XP_010498714.1
OG0016431	XP_006304237.1	XP_010460003.1, XP_010477507.1, XP_010498716.1
OG0016432	XP_006306912.1	XP_010460011.1, XP_010498725.1, XP_010477513.1
OG0016433	XP_006307141.1	XP_010477514.1, XP_010460012.1, XP_010498728.1
OG0016434	XP_006304546.1	XP_019099143.1, XP_010477520.1, XP_010460017.1
OG0016435	XP_006304306.1	XP_010477528.1, XP_010498749.1, XP_010460028.1
OG0016436	XP_006306336.1	XP_019099147.1, XP_010477543.1
OG0016437	XP_006305604.1	XP_010498763.1, XP_010477549.1, XP_010460043.1
OG0016438	XP_006305047.1	XP_010498766.1, XP_010477552.1, XP_010460047.1
OG0016439	XP_006306396.1	XP_010477582.1, XP_010498792.1, XP_010460076.1
OG0016440	XP_006306475.2	XP_010477588.1, XP_010498808.1, XP_010460082.1
OG0016441	XP_006301391.1	XP_010415896.1, XP_010428032.1, XP_010471198.1
OG0016442	XP_023643004.1	XP_010471189.1, XP_010428019.1
OG0016443	XP_006302817.2	XP_010415882.1, XP_010471182.1, XP_010428006.1
OG0016444	XP_006301758.1	XP_010415879.2, XP_010471179.1, XP_010428001.1
OG0016445	XP_006302624.1	XP_010427991.1, XP_010415866.1, XP_010471166.1
OG0016446	XP_006301999.1	XP_010415860.1, XP_010471163.1, XP_010427985.1
OG0016447	XP_006300817.1	XP_010415861.1
OG0016448	XP_006301077.1	XP_010471160.1, XP_010415856.1, XP_010427982.1
OG0016449	XP_006302123.1	XP_010471157.1, XP_010427979.1, XP_010415852.1
OG0016450	XP_006302759.1	XP_010471140.1, XP_010427952.1, XP_010415836.1
OG0016451	XP_006301271.1	XP_010415832.1, XP_019084960.1, XP_019093505.1
OG0016452	XP_006301839.1	XP_010427948.2, XP_010471133.2
OG0016453	XP_006304119.1	XP_010461466.1, XP_010479068.1, XP_010500173.1
OG0016454	XP_006300353.1	XP_010427928.1, XP_010471117.1
OG0016455	XP_006302594.2	XP_010471116.1, XP_010415806.1, XP_010427927.1
OG0016456	XP_006300471.1	XP_019084957.1, XP_010415805.1, XP_010471115.1
OG0016457	XP_006301593.2, XP_006300982.1, XP_006301667.1	XP_019100917.1, XP_019083190.1
OG0016458	XP_006302749.1	XP_010471095.1, XP_010415787.1, XP_010427898.1
OG0016459	XP_006302234.1	XP_010427849.1, XP_010471065.1
OG0016460	XP_006302440.2	XP_010427839.1, XP_010471057.1, XP_010415745.1
OG0016461	XP_006301832.1	XP_010471050.1, XP_010427833.1
OG0016462	XP_006302287.1	XP_010471028.1, XP_010415710.1, XP_010427805.1
OG0016463	XP_006300442.1	XP_010512098.1, XP_010471016.1, XP_010415700.1
OG0016464	XP_006302346.2	XP_010474251.1, XP_010512093.1, XP_010415689.1
OG0016465	XP_006301189.1	XP_010512083.1, XP_010471008.1, XP_010415682.1
OG0016466	XP_023643703.1	XP_010471003.1, XP_010512076.1
OG0016467	XP_006305172.1	XP_010461093.1, XP_010478699.1
OG0016468	XP_023644942.1	XP_010478701.1, XP_010499815.1, XP_010461090.1
OG0016469	XP_006304992.1	XP_010461116.1, XP_019099348.1, XP_010478679.1
OG0016470	XP_023645152.1	XP_010461124.1, XP_010499850.1, XP_010478728.1
OG0016471	XP_006306983.1	XP_010461135.1, XP_010478718.1
OG0016472	XP_006307183.1	XP_010499864.1, XP_010478742.1, XP_010461142.1
OG0016473	XP_006305699.1	XP_010461146.1, XP_010499868.1
OG0016474	XP_006305086.1	XP_010461151.1, XP_010499871.1, XP_010478749.1
OG0016476	XP_023642984.1	XP_010473595.1, XP_010418373.1, XP_010430451.1
