Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0013295	XP_006300526.1	XP_006391427.1
OG0013296	XP_006302936.1	XP_006391449.1
OG0013298	XP_006302762.1	XP_006391466.1
OG0013299	XP_006302786.1	XP_006391470.1
OG0013300	XP_006302233.1	XP_006391481.1
OG0013301	XP_006302312.1	XP_006391485.1
OG0013302	XP_006302458.1	XP_006391510.1
OG0013303	XP_006300904.1	XP_006391259.1
OG0013304	XP_006300623.1	XP_006391253.1
OG0013305	XP_006300633.2	XP_006391243.1
OG0013306	XP_023643866.1	XP_024012358.1
OG0013307	XP_006302704.1	XP_006391200.1
OG0013308	XP_006302227.1	XP_006391185.1
OG0013309	XP_006301255.1	XP_006391148.1
OG0013310	XP_023644029.1	XP_006391135.1
OG0013311	XP_023634373.1	XP_006395914.1
OG0013312	XP_006299775.2	XP_006409214.1
OG0013313	XP_006297853.1	XP_006409171.1
OG0013314	XP_006298896.1	XP_024016149.1
OG0013315	XP_006285902.2	XP_006405412.1
OG0013316	XP_006297471.1	XP_006409145.1
OG0013317	XP_006299324.1	XP_006409126.2
OG0013318	XP_006296964.1	XP_006409122.1
OG0013319	XP_023642457.1	XP_006409121.1
OG0013320	XP_006296987.1	XP_006409097.1
OG0013321	XP_006297852.1	XP_006409095.1
OG0013322	XP_006296989.1	XP_006409083.1
OG0013323	XP_006296714.2	XP_006409076.1
OG0013324	XP_006297423.1	XP_006409060.2
OG0013325	XP_006297787.1	XP_006409036.1
OG0013326	XP_006298045.1	XP_006408880.1
OG0013327	XP_006296926.1	XP_006408888.1
OG0013328	XP_006294440.1	XP_006411383.1
OG0013329	XP_006294732.1	XP_006411382.1
OG0013330	XP_023640169.1	XP_006411367.1
OG0013331	XP_023639848.1	XP_006418712.1
OG0013332	XP_023639885.1	XP_024003775.1
OG0013333	XP_006293783.1	XP_006411363.1
OG0013334	XP_023640640.1	XP_006411353.1
OG0013335	XP_006295984.1	XP_006411348.1
OG0013336	XP_006296036.1	XP_006411330.1
OG0013337	XP_006293999.1	XP_024004224.1
OG0013338	XP_006293886.1	XP_006411319.1
OG0013339	XP_023641036.1	XP_006411298.1
OG0013340	XP_006294274.1	XP_006411269.1
OG0013341	XP_006293553.1	XP_006411250.1
OG0013342	XP_006295820.1	XP_006411237.1
OG0013343	XP_023639489.1	XP_024004208.1
OG0013344	XP_006294071.2	XP_006411197.2
OG0013345	XP_023639396.1	XP_024003852.1
OG0013346	XP_023639660.1	XP_006411152.1
OG0013347	XP_006294930.1	XP_006411140.1
OG0013348	XP_006294188.2	XP_006411139.1
OG0013349	XP_023639455.1	XP_024003864.1
OG0013350	XP_006294722.1	XP_006411124.1
OG0013351	XP_006293504.1	XP_006411122.1
OG0013352	XP_023639462.1	XP_006411086.2
OG0013353	XP_006290898.1	XP_006404381.1
OG0013354	XP_023639347.1	XP_006404970.1
OG0013355	XP_006294494.1	XP_006411065.1
OG0013356	XP_006293326.2, XP_006293327.2	XP_024009466.1
OG0013357	XP_006295492.1	XP_006410946.2
OG0013358	XP_006294540.1	XP_006411030.1
OG0013359	XP_006294026.1	XP_024003934.1
OG0013360	XP_006294931.1	XP_024003948.1
OG0013361	XP_006295177.1	XP_006410990.1
OG0013362	XP_023639293.1	XP_024011033.1
OG0013363	XP_006293640.2	XP_006410958.1
OG0013364	XP_006294388.1	XP_006410948.1
OG0013365	XP_006293610.1	XP_006410927.1
OG0013366	XP_006294030.2	XP_006410915.1
OG0013367	XP_006295864.1	XP_024003920.1
OG0013369	XP_023640800.1	XP_024004196.1
OG0013370	XP_006294661.1	XP_006410879.1
OG0013371	XP_006295460.1	XP_006409895.1
OG0013372	XP_006297840.1	XP_024015478.1
OG0013373	XP_006294787.2	XP_006410865.1
OG0013374	XP_023634708.1	XP_006413253.1
OG0013375	XP_006288670.1	XP_006396723.1
OG0013376	XP_023636504.1	XP_006396713.1
OG0013377	XP_006304785.1	XP_006417919.1
OG0013378	XP_023641726.1	XP_006406448.1
OG0013379	XP_006296869.1	XP_006406446.1
OG0013380	XP_006296451.1	XP_006404727.1
OG0013381	XP_006286359.2	XP_024010036.1
OG0013382	XP_023636859.1	XP_024009851.1
OG0013383	XP_006288258.1	XP_024010523.1
OG0013384	XP_006287187.1	XP_006396840.1
OG0013385	XP_006287911.1	XP_006396787.1
OG0013386	XP_006289186.1	XP_006396756.1
OG0013387	XP_006296210.1	XP_006404553.1
OG0013388	XP_006295579.1	XP_006391860.2
OG0013389	XP_006301771.2, XP_006295983.2	XP_006404616.1
OG0013390	XP_023639486.1	XP_006404627.1
OG0013391	XP_006294485.1	XP_006404630.1
OG0013392	XP_023641011.1	XP_006404646.1
OG0013393	XP_006296067.1	XP_006404651.1
OG0013394	XP_006293356.1	XP_024013885.1
OG0013395	XP_006294603.1	XP_006404662.1
OG0013396	XP_006294704.1	XP_006404684.1
OG0013397	XP_023639336.1	XP_024014330.1
OG0013398	XP_006293410.1	XP_006404702.1
OG0013399	XP_023639778.1	XP_006404719.1
OG0013400	XP_006294943.1	XP_024014244.1
OG0013401	XP_023639921.1	XP_006404768.1
OG0013402	XP_006294956.1	XP_006404861.1
OG0013403	XP_023639596.1	XP_024013874.1
OG0013404	XP_006293492.1	XP_006405141.1
OG0013405	XP_006293951.1	XP_006405198.2
OG0013406	XP_006293853.1	XP_006405115.2
OG0013407	XP_006295693.1	XP_006408825.1, XP_024006321.1
OG0013408	XP_023640627.1	XP_006408832.1
OG0013409	XP_006296521.1	XP_006408858.1
OG0013410	XP_006295237.1	XP_024010906.1
OG0013411	XP_006294587.2	XP_024014211.1
OG0013412	XP_023639804.1	XP_024014141.1
OG0013413	XP_006295170.1	XP_006405067.1
OG0013414	XP_006294416.1	XP_024016039.1
OG0013415	XP_006293422.1	XP_006405246.2
OG0013416	XP_023639423.1	XP_006408871.1
OG0013417	XP_023644835.1	XP_006393693.1
OG0013418	XP_006303919.1	XP_006415757.1
OG0013419	XP_006307008.1	XP_024006850.1
OG0013420	XP_006303762.1	XP_006415778.1
OG0013421	XP_006305293.1	XP_006393776.1
OG0013422	XP_006305121.1	XP_006393760.1
OG0013423	XP_006306264.1	XP_024006166.1, XP_024006479.1
OG0013424	XP_023646064.1	XP_006393711.1
OG0013425	XP_023632880.1	XP_024006902.1
OG0013426	XP_006307553.1	XP_006403585.1
OG0013427	XP_023645953.1	XP_024010633.1, XP_024009524.1
OG0013428	XP_006279037.1	XP_024010653.1
OG0013429	XP_023632841.1	XP_024010642.1
OG0013430	XP_006303662.1	XP_024010639.1
OG0013431	XP_006307261.1	XP_006396064.1
OG0013432	XP_006306779.1	XP_006396071.1
OG0013433	XP_023645526.1	XP_006415028.1
OG0013434	XP_023645300.1	XP_024009164.1
OG0013435	XP_006302590.1	XP_006406024.1
OG0013436	XP_006305773.1	XP_006415057.1
OG0013437	XP_023632687.1	XP_024008971.1
OG0013438	XP_006303292.1	XP_006415083.1
OG0013439	XP_006305318.2	XP_006415084.2
OG0013440	XP_006305106.1	XP_006415095.1
OG0013441	XP_006306508.1	XP_006415097.2
OG0013442	XP_006288671.1	XP_006397152.1
OG0013443	XP_023637167.1	XP_006397219.1
OG0013444	XP_006286675.1	XP_024009994.1
OG0013445	XP_023637447.1	XP_006397101.1
OG0013446	XP_006288754.1	XP_006397096.1
OG0013447	XP_006288313.1	XP_006397069.1
OG0013448	XP_006288392.1	XP_006397006.1
OG0013449	XP_006290076.1	XP_006396970.1
OG0013450	XP_006288685.1	XP_006396966.1
OG0013451	XP_023637153.1	XP_006396958.1
OG0013452	XP_023636201.1	XP_024009911.1
OG0013453	XP_006287990.1	XP_006396924.1
OG0013454	XP_006287960.1	XP_006396920.1
OG0013455	XP_006287172.1	XP_006400470.1
OG0013456	XP_006289787.2	XP_006400474.1
OG0013457	XP_006289333.2	XP_006400480.1
OG0013458	XP_023637524.1	XP_024006926.1
OG0013459	XP_006288219.2	XP_006394902.1
OG0013460	XP_006286854.1	XP_006394904.1
OG0013461	XP_023636707.1	XP_006394906.1
OG0013463	XP_023636829.1	XP_024007669.1
OG0013464	XP_006288034.2	XP_006394948.1
OG0013465	XP_006287782.1	XP_006394951.1
OG0013467	XP_006279403.1	XP_006414149.1
OG0013468	XP_006298136.2	XP_024016031.1
OG0013469	XP_006296647.1	XP_006408939.1
OG0013470	XP_006297644.1	XP_006408990.1
OG0013471	XP_006299868.1	XP_024016009.1
OG0013472	XP_006291002.1	XP_006418895.1
OG0013473	XP_006290504.1	XP_006418991.1
OG0013474	XP_023640997.1	XP_006397987.1
OG0013475	XP_023639385.1	XP_006404279.1
OG0013476	XP_006296212.1	XP_006397975.1
OG0013477	XP_006296478.1	XP_006397974.1
OG0013478	XP_006294464.1	XP_006397966.1
OG0013479	XP_023639395.1	XP_006397953.1
OG0013480	XP_006294873.1	XP_006397952.1
OG0013481	XP_006296055.1	XP_006397947.1
OG0013482	XP_006294636.1	XP_006397944.1
OG0013483	XP_006293732.1	XP_006397925.1
OG0013484	XP_006294937.1	XP_006397926.1
OG0013485	XP_023640062.1	XP_006397924.1
OG0013486	XP_006294308.1	XP_006397893.1
OG0013487	XP_006294072.2	XP_006397892.1
OG0013488	XP_006293476.1	XP_024010774.1
OG0013489	XP_006295989.2	XP_006397863.1
OG0013490	XP_006293985.1	XP_006397858.1
OG0013491	XP_006296308.1	XP_006397851.2
OG0013492	XP_006296454.1	XP_006397850.1
OG0013493	XP_006293549.1	XP_024010866.1
OG0013494	XP_006294256.1	XP_006397838.1
OG0013495	XP_006295827.1	XP_006397826.1
OG0013496	XP_006293445.1	XP_006397820.2
OG0013497	XP_006294456.1	XP_006397818.1
OG0013498	XP_006294418.1	XP_006397815.2
OG0013499	XP_006294209.1	XP_006397805.1
OG0013500	XP_023639448.1	XP_006397785.1
OG0013501	XP_006293977.1	XP_006397782.1
OG0013502	XP_006295349.1	XP_006397764.1
OG0013503	XP_006294413.1	XP_024010748.1
OG0013504	XP_006294575.1	XP_024010890.1
OG0013505	XP_006293387.1	XP_006397733.1
OG0013506	XP_023639533.1	XP_006397711.1
OG0013507	XP_006295175.2	XP_006397706.1, XP_024010900.1
OG0013508	XP_023639613.1	XP_006397681.1
OG0013509	XP_023640804.1	XP_006397673.2
OG0013510	XP_006294054.1	XP_006397647.1
OG0013511	XP_006294365.2	XP_006397641.1
OG0013512	XP_006294404.1	XP_024010811.1
OG0013513	XP_006293918.1	XP_006397629.1
OG0013514	XP_006295614.1	XP_024010732.1
OG0013515	XP_006294328.1	XP_006397616.1
OG0013516	XP_006295630.2	XP_006397608.1
OG0013517	XP_006293958.1	XP_006397602.1
OG0013518	XP_006294042.1	XP_006397575.1
OG0013519	XP_006293816.1	XP_024010872.1
OG0013520	XP_023637810.1	XP_006418986.1
OG0013521	XP_006295607.1	XP_006397524.1
OG0013522	XP_023639776.1	XP_006397510.1
OG0013523	XP_023640815.1	XP_006397491.1, XP_006397490.1
OG0013524	XP_023640635.1	XP_006397484.2
OG0013525	XP_006294690.2	XP_006411578.1
OG0013526	XP_023641031.1	XP_006411574.1
OG0013527	XP_023639906.1	XP_006411571.1
OG0013528	XP_006294725.1	XP_006411547.1
OG0013529	XP_006293679.1	XP_006411540.1
OG0013530	XP_006294314.1	XP_006411537.1
OG0013531	XP_023640935.1	XP_006411502.1
OG0013532	XP_006280441.1	XP_006395129.1
OG0013533	XP_006294841.1	XP_006411487.1
OG0013534	XP_023639548.1	XP_006411484.1
OG0013535	XP_006295197.1	XP_006411475.1
OG0013536	XP_006295610.2	XP_006411430.1
OG0013537	XP_006293996.1	XP_006411431.1
OG0013538	XP_023640748.1	XP_006411432.1
OG0013539	XP_006296277.1	XP_006411433.1
OG0013540	XP_006294175.1	XP_006411437.1
OG0013541	XP_006294095.1	XP_006411403.1
OG0013542	XP_006294288.1	XP_006411398.1
OG0013543	XP_006296749.1	XP_006408495.1
OG0013544	XP_023641070.1	XP_006408494.1
OG0013545	XP_023641175.1	XP_024014876.1
OG0013546	XP_006297314.1	XP_006408469.2
OG0013547	XP_006288571.1	XP_006397354.1
OG0013548	XP_006298466.1	XP_024015397.1
OG0013549	XP_006299851.1	XP_006408418.1
OG0013550	XP_006298994.2	XP_006408396.1
OG0013551	XP_006297515.1	XP_006408387.1
OG0013552	XP_006300198.1	XP_006408360.1
OG0013553	XP_006299661.1	XP_006408320.1
OG0013554	XP_006298986.1	XP_006408314.1
OG0013555	XP_006298972.1	XP_006408291.2
OG0013556	XP_006297802.1	XP_006408284.1
OG0013557	XP_006296890.1	XP_006408277.1
OG0013558	XP_006299681.1	XP_006408276.1
OG0013559	XP_006297551.1	XP_006408275.1
OG0013560	XP_006296880.1	XP_006408260.1
OG0013561	XP_006298362.1	XP_006408247.1
OG0013562	XP_006300208.1	XP_006408246.1
OG0013563	XP_006298330.1	XP_006408198.1
OG0013564	XP_006297897.1	XP_006408192.1
OG0013565	XP_006299269.1	XP_006408180.1
OG0013566	XP_006297764.1	XP_006408179.1
OG0013567	XP_006299648.1	XP_024015740.1
OG0013568	XP_006297533.1	XP_006408169.1
OG0013569	XP_006298619.1	XP_006408160.1
OG0013570	XP_006298669.1	XP_006408149.1
OG0013571	XP_006297343.1	XP_006408139.1
OG0013572	XP_023641219.1	XP_006408138.1
OG0013573	XP_006298480.1	XP_006408129.1
OG0013574	XP_023642421.1	XP_024015453.1
OG0013575	XP_006298292.1	XP_006408097.1
OG0013576	XP_006299176.1	XP_006408085.1
OG0013577	XP_006299631.2	XP_006408082.1
OG0013578	XP_006298372.1	XP_006408047.1
OG0013579	XP_006300157.1	XP_006408036.1
OG0013580	XP_006297778.1	XP_006408013.1
OG0013581	XP_006299402.1	XP_006408010.1
OG0013582	XP_006297751.1	XP_006408008.1
OG0013583	XP_006299499.1	XP_006407983.1
OG0013584	XP_023642283.1	XP_006407970.1
OG0013585	XP_023642124.1	XP_006407952.1
OG0013586	XP_006296874.1	XP_006407941.1
OG0013587	XP_006297650.1	XP_024015007.1
OG0013588	XP_006297500.1	XP_006407930.1
OG0013589	XP_006297269.1	XP_006407919.1
OG0013590	XP_006297459.2	XP_006407904.1
OG0013591	XP_023641633.1	XP_006407872.1
OG0013592	XP_006297410.1	XP_006407866.1
OG0013593	XP_023641756.1	XP_024015470.1
OG0013594	XP_006297237.2	XP_006407861.1
OG0013595	XP_006296894.1	XP_006407841.1
OG0013596	XP_023641861.1	XP_006407836.2
OG0013597	XP_023642367.1	XP_006407805.1
OG0013598	XP_006297371.1	XP_006407803.2
OG0013599	XP_006298302.1	XP_006407768.1
OG0013600	XP_006297406.1	XP_006407763.1
OG0013601	XP_006297193.1	XP_006407752.1
OG0013602	XP_023641221.1	XP_006407733.1
OG0013603	XP_006299578.1	XP_006407725.1
OG0013604	XP_023635105.1	XP_006413452.1
OG0013605	XP_006297864.1	XP_006407720.1
OG0013606	XP_006297646.1	XP_006407718.1
OG0013607	XP_023641668.1	XP_006407709.1
OG0013609	XP_006297973.1	XP_006407667.1
OG0013610	XP_006296758.1	XP_006407654.1
OG0013611	XP_006299081.1	XP_006407623.1
OG0013612	XP_006299747.1	XP_006407621.2
OG0013613	XP_006299338.1	XP_006407608.1
OG0013614	XP_006297876.2	XP_024015769.1
OG0013615	XP_006296840.1	XP_006407599.1
OG0013616	XP_006299471.1	XP_006407569.1
OG0013618	XP_006299718.1	XP_006407526.1
OG0013619	XP_006296784.1	XP_006407504.1
OG0013620	XP_006297497.2	XP_006407502.2
OG0013622	XP_023642346.1	XP_006407499.1
OG0013623	XP_006296655.1	XP_006407493.1
OG0013625	XP_023641520.1	XP_006407473.1
OG0013626	XP_006300190.2	XP_006407467.1
OG0013627	XP_023642263.1	XP_006407464.1
OG0013628	XP_023641417.1	XP_006407434.1
OG0013629	XP_006298637.2	XP_024015701.1
OG0013630	XP_006300197.2	XP_006407381.2
OG0013631	XP_006297160.1	XP_006407372.1
OG0013632	XP_006297892.1	XP_006407366.1
OG0013633	XP_006298753.1	XP_006407357.1
OG0013634	XP_006299207.1	XP_006407338.1
OG0013635	XP_006299308.1	XP_006407335.1
OG0013636	XP_023641146.1	XP_006407322.1
OG0013637	XP_023641285.1	XP_024015631.1
OG0013638	XP_023641302.1	XP_006407294.1
OG0013639	XP_006291014.1	XP_024015181.1
OG0013640	XP_006299704.1	XP_006407259.1
OG0013641	XP_006300234.1	XP_006407250.1
OG0013642	XP_006298648.1	XP_006407191.1
OG0013643	XP_023642612.1	XP_006407155.2
OG0013644	XP_006290802.1	XP_006418880.1
OG0013645	XP_006298801.1	XP_006407133.1
OG0013646	XP_023641080.1	XP_006407086.1
OG0013647	XP_006296603.2	XP_006407065.1
OG0013648	XP_006298109.1	XP_006407048.1
OG0013649	XP_006297627.1	XP_006407036.1
OG0013650	XP_023642386.1	XP_024015570.1
OG0013651	XP_006298313.2	XP_006407007.1
OG0013652	XP_006300036.2	XP_006407002.1
OG0013653	XP_006299872.1	XP_006406998.1
OG0013654	XP_006299257.1	XP_006406994.1
OG0013655	XP_006296973.1	XP_006406987.1
OG0013656	XP_006298621.1	XP_006406977.1
OG0013657	XP_023642684.1	XP_006406949.1
OG0013658	XP_006299359.1	XP_006406944.1
OG0013659	XP_006283155.1	XP_006405590.1
OG0013660	XP_023642622.1	XP_006406930.2
OG0013662	XP_006297687.1	XP_024015520.1
OG0013663	XP_006296607.1	XP_024014840.1
OG0013664	XP_023641599.1	XP_006406879.2
OG0013665	XP_023633723.1, XP_006286016.1	XP_006406844.1
OG0013666	XP_023641554.1	XP_006406843.1
OG0013667	XP_006297882.1	XP_006406842.1
OG0013668	XP_006298033.1	XP_006406805.1
OG0013669	XP_006297187.1	XP_006406804.1
OG0013670	XP_006298985.2	XP_006406793.1
OG0013671	XP_006296968.1	XP_006406788.1
OG0013672	XP_006298483.1	XP_006406781.1
OG0013673	XP_006297169.1	XP_006406776.1
OG0013674	XP_006298059.1	XP_006406772.1
OG0013675	XP_006297885.1	XP_006406770.1
OG0013676	XP_006298043.2	XP_006406758.1
OG0013677	XP_006297081.1	XP_024014165.1, XP_006406742.1
OG0013679	XP_023642311.1	XP_006406740.1
OG0013680	XP_023641163.1	XP_024015797.1
OG0013681	XP_006299880.1	XP_006406713.1
OG0013682	XP_006297014.1	XP_006406710.1
OG0013683	XP_006297847.1	XP_006406709.1
OG0013684	XP_006298790.1	XP_006406706.1
OG0013685	XP_006298452.2	XP_024015674.1
OG0013686	XP_006299265.2	XP_006406703.1
OG0013687	XP_006298357.2	XP_006406699.1
OG0013688	XP_006296859.1	XP_006406697.2
OG0013689	XP_006298040.1	XP_006406674.1
OG0013690	XP_006299786.1	XP_006406672.1
OG0013691	XP_023642702.1	XP_006406597.1
OG0013692	XP_006297322.1	XP_006406570.1
OG0013693	XP_006297177.1	XP_006406522.1
OG0013694	XP_023642121.1	XP_006406507.1
OG0013695	XP_006299353.1	XP_006406505.1
OG0013696	XP_006299232.1	XP_006406498.1
OG0013697	XP_006299952.1	XP_006406467.1
OG0013698	XP_006296976.1	XP_006406451.2
OG0013699	XP_006297358.1	XP_006406445.1, XP_006391638.1
OG0013700	XP_006296864.1	XP_024015225.1
OG0013702	XP_023641204.1	XP_024015782.1
OG0013703	XP_006297866.1	XP_006406384.1
OG0013704	XP_006298359.1	XP_006406383.1
OG0013705	XP_006296944.1	XP_006406382.1
OG0013706	XP_006298783.1	XP_006406381.1
OG0013707	XP_006297622.1	XP_024014588.1
OG0013708	XP_006300083.2	XP_006406370.2
OG0013709	XP_006302607.1	XP_006392186.1
OG0013710	XP_023642712.1	XP_006406355.1
OG0013711	XP_023642598.1	XP_024015431.1
OG0013712	XP_006297730.1	XP_006406339.1
OG0013713	XP_006299199.1	XP_006406331.1
OG0013714	XP_023635377.1	XP_006405635.1
OG0013715	XP_006282750.1	XP_006405656.1
OG0013716	XP_023634943.1	XP_006413410.1
OG0013717	XP_006282941.1	XP_006405706.2
OG0013718	XP_006284470.1	XP_006405734.1
OG0013719	XP_023634198.1	XP_006405746.1
OG0013720	XP_023634447.1	XP_024014352.1
OG0013721	XP_023637825.1	XP_006405788.1
OG0013722	XP_006293188.1	XP_006405809.1
OG0013723	XP_006284003.2	XP_006405823.1
OG0013724	XP_006283752.1	XP_006405841.1
OG0013725	XP_006284596.1	XP_006405844.1
OG0013726	XP_023643423.1	XP_006403067.1
OG0013727	XP_023635437.1	XP_006405850.1
OG0013728	XP_023634550.1	XP_024014708.1
OG0013729	XP_006284184.1	XP_006405887.1
OG0013730	XP_006283411.1	XP_006405960.1
OG0013731	XP_006284223.1	XP_006395896.1
OG0013732	XP_023637009.1	XP_006395236.1
OG0013733	XP_006299603.1	XP_006418838.1
OG0013734	XP_006297744.2	XP_006418850.1
OG0013735	XP_023642126.1	XP_006406016.1
OG0013736	XP_006298259.1	XP_006406031.1
OG0013737	XP_006299555.1	XP_006406051.1
OG0013738	XP_023638936.1, XP_023642793.1	XP_024015455.1, XP_024015428.1
OG0013739	XP_006300008.1	XP_024014947.1, XP_006415278.1
OG0013740	XP_006297648.1	XP_006406105.1
OG0013741	XP_006297324.1	XP_006406138.1
OG0013742	XP_006298853.1	XP_006406151.1
OG0013743	XP_006296765.1	XP_006406165.1
OG0013744	XP_006302035.1	XP_006397180.1
OG0013745	XP_006299128.1	XP_006406193.1
OG0013746	XP_006298586.1	XP_006406231.1
OG0013747	XP_006298132.1	XP_006406236.1
OG0013748	XP_023642664.1	XP_006406245.1
OG0013749	XP_006299035.1	XP_006406250.1
OG0013750	XP_006298732.1	XP_006406261.1
OG0013751	XP_023641159.1	XP_006406290.1
OG0013752	XP_006286203.1	XP_006412715.1
OG0013753	XP_006300519.1	XP_006392481.1
OG0013754	XP_006300850.2	XP_006391369.1
OG0013755	XP_006300693.1	XP_006391349.1
OG0013756	XP_023644107.1	XP_006391554.1
OG0013757	XP_006302639.1	XP_006391575.1
OG0013758	XP_006302298.1	XP_006391564.1
OG0013759	XP_006301513.1	XP_006391563.1
OG0013760	XP_006302891.1	XP_006392543.2
OG0013761	XP_006300403.1	XP_006392513.1
OG0013762	XP_006302072.1	XP_006392507.1
OG0013763	XP_006288098.1	XP_006400448.1
OG0013764	XP_023637396.1	XP_006400408.1
OG0013765	XP_023635875.1	XP_006400403.1
OG0013766	XP_006287419.1	XP_006400398.1
OG0013767	XP_006287983.1	XP_006400391.1
OG0013768	XP_006286909.1	XP_006400387.1
OG0013769	XP_006294876.1	XP_006408845.1
OG0013770	XP_006296462.1	XP_006404887.1
OG0013771	XP_023636400.1	XP_006400367.1
OG0013772	XP_006282292.1	XP_006395071.1
OG0013773	XP_006279825.1	XP_006395063.1
OG0013774	XP_006280032.2	XP_006395193.1
OG0013775	XP_006280311.1	XP_024007072.1
OG0013776	XP_006291844.1	XP_006403800.1
OG0013777	XP_006291176.1	XP_006403817.1
OG0013778	XP_006290487.1	XP_006403821.1
OG0013779	XP_006292429.2	XP_006403822.1
OG0013780	XP_006292015.1	XP_006403824.1
OG0013781	XP_006291785.1	XP_006403825.1
OG0013782	XP_023638755.1	XP_024013495.1
OG0013783	XP_006291374.1	XP_006403855.1
OG0013784	XP_006291289.1	XP_006403859.1
OG0013785	XP_023638770.1	XP_024013401.1
OG0013786	XP_006291190.2	XP_006403873.1
OG0013787	XP_023637972.1	XP_024013419.1
OG0013788	XP_006291630.2	XP_006403884.1
OG0013789	XP_006290591.1	XP_024013512.1
OG0013790	XP_006292183.1	XP_006403911.1
OG0013791	XP_006292525.2	XP_024013743.1
OG0013792	XP_006290652.2	XP_006398520.1
OG0013793	XP_023644678.1	XP_006418507.1
OG0013794	XP_023638013.1	XP_006390342.1
OG0013795	XP_006307173.1	XP_006418470.1
OG0013796	XP_023633250.1	XP_024007820.1
OG0013797	XP_023645098.1	XP_006418451.1
OG0013799	XP_006305254.1	XP_006418433.1
OG0013800	XP_006303379.1	XP_006418402.1
OG0013801	XP_006305677.2, XP_006279525.1	XP_006418401.1
OG0013802	XP_006305435.1	XP_006418396.1
OG0013803	XP_006307205.1	XP_006418384.1
OG0013804	XP_006306578.1	XP_006418369.1
OG0013805	XP_006303697.1	XP_006418363.1
OG0013806	XP_006297621.1	XP_006406959.1
OG0013807	XP_006303529.1	XP_006418335.1
OG0013808	XP_006305466.1	XP_024008278.1
OG0013809	XP_006303338.1	XP_006418324.1
OG0013810	XP_006303577.1	XP_024008582.1
OG0013811	XP_006305664.1	XP_006418295.1
OG0013812	XP_006307484.1, XP_006279287.2	XP_006418287.1
OG0013813	XP_006305457.1	XP_006418275.1
OG0013814	XP_006303275.1	XP_006418271.1
OG0013815	XP_006306709.1	XP_006418260.1
OG0013816	XP_006307466.2	XP_006418232.1
OG0013817	XP_023645519.1	XP_024008825.1
OG0013818	XP_023645415.1	XP_006418182.2
OG0013819	XP_023645370.1	XP_024008493.1
OG0013820	XP_006303252.1	XP_006418120.1
OG0013821	XP_006305933.1	XP_024008643.1
OG0013822	XP_023632922.1	XP_006418098.1
OG0013823	XP_006304033.1	XP_006418080.2
OG0013824	XP_023644966.1	XP_024008314.1
OG0013825	XP_006307017.1	XP_006417970.1
OG0013826	XP_006303307.2	XP_006417968.1
OG0013827	XP_006305261.1	XP_006417939.2
OG0013828	XP_006305857.1	XP_006417910.1
OG0013829	XP_006303994.1	XP_006417867.2
OG0013830	XP_006303215.1	XP_006417865.1
OG0013831	XP_006304886.2	XP_006417854.1
OG0013832	XP_006306364.1	XP_006417842.1
OG0013833	XP_006307202.1	XP_006417819.1
OG0013834	XP_023645338.1	XP_006417808.2
OG0013835	XP_006286320.2	XP_006405871.1
OG0013836	XP_006306913.1	XP_006417748.1
OG0013837	XP_006305875.1	XP_006417718.1
OG0013838	XP_006304437.1	XP_006417706.1
OG0013839	XP_006304296.1	XP_006417695.1
OG0013840	XP_023643562.1	XP_006418818.1
OG0013841	XP_006303811.1	XP_006417692.1
OG0013842	XP_023632625.1, XP_006307082.1	XP_006417636.1
OG0013843	XP_023644971.1	XP_024009076.1
OG0013844	XP_023645625.1	XP_006417613.2
OG0013845	XP_023645202.1	XP_024008199.1
OG0013846	XP_006304210.1	XP_006417590.1
OG0013847	XP_006305202.1	XP_006417587.1
OG0013848	XP_006305088.1	XP_006417582.1
OG0013849	XP_006307607.1	XP_006417573.1
OG0013850	XP_023632815.1	XP_024008900.1
OG0013851	XP_023645680.1	XP_006417560.1
OG0013852	XP_006305914.1	XP_006417546.1
OG0013853	XP_006305124.1	XP_006417534.1
OG0013854	XP_006304482.1	XP_006417525.1
OG0013855	XP_006307646.1	XP_006417492.1
OG0013856	XP_023646057.1	XP_006417473.1
OG0013857	XP_023633197.1	XP_024008302.1
OG0013858	XP_006303794.1	XP_006417462.1
OG0013859	XP_006306484.2	XP_006417457.1
OG0013860	XP_006306989.1	XP_006415887.1
OG0013861	XP_006307578.2	XP_024009136.1
OG0013862	XP_023645667.1	XP_006417417.1
OG0013863	XP_023644808.1	XP_006417404.1
OG0013864	XP_023645563.1	XP_006417398.1
OG0013865	XP_006307002.1	XP_006417395.2
OG0013866	XP_006303706.1	XP_024009124.1
OG0013867	XP_023632840.1	XP_006417389.1
OG0013868	XP_006305445.1	XP_006417377.1
OG0013869	XP_006304219.1	XP_006417376.1
OG0013870	XP_006303961.2	XP_006417354.1
OG0013871	XP_006294199.1	XP_006404757.1
OG0013872	XP_006305623.1	XP_006417325.1
OG0013873	XP_006305061.1	XP_006417321.1
OG0013874	XP_006303268.1	XP_006417317.1
OG0013875	XP_006305252.1	XP_006417311.1
OG0013876	XP_006306261.2	XP_006417295.1
OG0013877	XP_006303826.1	XP_006417293.1
OG0013878	XP_006304678.1	XP_006417283.1
OG0013879	XP_023646017.1	XP_006417280.1
OG0013880	XP_006307130.1	XP_006417279.1
OG0013881	XP_006304679.1	XP_006417202.1
OG0013882	XP_006306548.1	XP_006417195.1
