Orthogroup	Capsella_rubella	Arabidopsis_arenosa
OG0017456	XP_006292483.1	jg16374
OG0017457	XP_006293045.1	jg16330
OG0017458	XP_023638049.1	jg16290
OG0017459	XP_006291316.1	jg16245
OG0017460	XP_006290523.2	jg16242
OG0017461	XP_006291733.1	jg16149
OG0017462	XP_006292082.1	jg16147
OG0017463	XP_023638033.1	jg16138
OG0017464	XP_006292786.1	jg16135
OG0017468	XP_006290356.1	jg16035
OG0017470	XP_006292391.1	jg15942
OG0017471	XP_023638505.1	jg15909
OG0017472	XP_006292175.1	jg15786
OG0017473	XP_006290623.1	jg15763
OG0017474	XP_006291001.1	jg15749
OG0017475	XP_006292101.1	jg15743
OG0017477	XP_006291592.1	jg15643, jg15717
OG0017478	XP_006290556.1	jg15608
OG0017479	XP_023637956.1	jg15606
OG0017480	XP_006292224.1	jg15577
OG0017481	XP_006291866.1	jg15537
OG0017482	XP_023638398.1	jg15514
OG0017483	XP_006290530.1	jg15486
OG0017485	XP_023637998.1	jg15473
OG0017486	XP_023638553.1	jg15442
OG0017487	XP_006293095.1	jg15431
OG0017488	XP_006293102.1	jg15377
OG0017489	XP_006290482.1	jg15367
OG0017491	XP_006290869.1	jg15330
OG0017492	XP_023639259.1	jg15317
OG0017493	XP_006290633.1	jg15312
OG0017494	XP_023638668.1	jg15292
OG0017495	XP_023637740.1	jg15255
OG0017496	XP_006290968.1	jg15248
OG0017497	XP_023638948.1	jg15234
OG0017498	XP_023638217.1	jg15226
OG0017500	XP_006292081.1	jg15202
OG0017501	XP_006291539.2	jg15194
OG0017502	XP_006293125.1	jg15184
OG0017503	XP_023644818.1	jg22150
OG0017504	XP_006281021.1	jg22070
OG0017505	XP_006298630.1	jg26760
OG0017506	XP_006297492.1	jg26761
OG0017507	XP_006296590.1	jg26807
OG0017508	XP_006298195.1	jg26831
OG0017509	XP_006299363.1	jg26829
OG0017510	XP_006298627.1	jg26850
OG0017511	XP_006299528.1	jg26891
OG0017512	XP_006296899.1	jg26938
OG0017513	XP_006300041.1	jg26941
OG0017514	XP_006296928.1	jg27034
OG0017515	XP_006297396.1	jg27139
OG0017516	XP_006302553.1	jg2173
OG0017517	XP_006301706.1	jg2214
OG0017518	XP_006301307.1	jg2229
OG0017519	XP_006300354.1	jg2314
OG0017520	XP_006300845.2	jg2329
OG0017521	XP_006302369.1	jg2346
OG0017522	XP_006300724.1	jg2366
OG0017523	XP_006301951.1	jg2364
OG0017524	XP_006301428.1	jg2390
OG0017525	XP_006302270.1	jg2405
OG0017527	XP_023642781.1	jg28007
OG0017528	XP_006296702.1	jg28062
OG0017529	XP_006279972.1	jg21796
OG0017530	XP_006292582.1	jg12958
OG0017531	XP_006280409.2	jg21370
OG0017533	XP_006296032.2	jg19351
OG0017534	XP_006295646.1	jg19337
OG0017535	XP_006281501.1	jg21981
OG0017536	XP_006295151.1	jg19305
OG0017539	XP_006289151.2	jg4026, jg1964
OG0017540	XP_006294771.1	jg19248
OG0017543	XP_006294312.1	jg19179
OG0017544	XP_006296215.1	jg19116
OG0017545	XP_006296384.1	jg19136
OG0017546	XP_006296442.1	jg19088
OG0017547	XP_006296161.1	jg19074
OG0017548	XP_023640083.1	jg19041
OG0017549	XP_006295334.1	jg19030
OG0017550	XP_006295208.1	jg19028
OG0017551	XP_006293561.1	jg19026
OG0017552	XP_023634305.1	jg1600
OG0017553	XP_023640408.1	jg18936
OG0017554	XP_006294974.1	jg18930
OG0017555	XP_023640841.1	jg18910
OG0017556	XP_023636528.1	jg7659
OG0017558	XP_006288940.1	jg7672
OG0017559	XP_006287437.1	jg7677
OG0017560	XP_006290219.2	jg7684
OG0017561	XP_006287381.1	jg7685
OG0017562	XP_006287388.1	jg7643
OG0017563	XP_006306382.1	jg31178
OG0017564	XP_023640150.1	jg16521
OG0017565	XP_006295725.1	jg16524
OG0017566	XP_006295119.1	jg16545
OG0017567	XP_006293601.1	jg16553
OG0017568	XP_006296082.1	jg16566
OG0017569	XP_023640013.1	jg16571
OG0017570	XP_006295523.1	jg16621
OG0017571	XP_023639428.1	jg16633
OG0017572	XP_006293624.2	jg16680
OG0017573	XP_006295338.1	jg16691
OG0017574	XP_006295387.1	jg17086
OG0017575	XP_006294577.1	jg17192
OG0017576	XP_006294008.1	jg17293
OG0017577	XP_006293946.1	jg17373
OG0017578	XP_006293552.1	jg17157
OG0017579	XP_023632982.1	jg32518
OG0017580	XP_006304203.2	jg32264
OG0017581	XP_006303324.1	jg32163
OG0017582	XP_006306516.1	jg32142
OG0017583	XP_006307085.1	jg32094
OG0017585	XP_006305708.1	jg32400
OG0017586	XP_006304773.1	jg31994
OG0017587	XP_023645298.1	jg31991
OG0017588	XP_006286353.1	jg7422
OG0017589	XP_006288370.1	jg7442
OG0017590	XP_006288463.1	jg7448
OG0017592	XP_023636715.1	jg7553
OG0017593	XP_006289911.1	jg7550
OG0017595	XP_006287857.1	jg6590
OG0017596	XP_023637219.1	jg6661
OG0017597	XP_023636613.1	jg6674
OG0017598	XP_006286774.1	jg6714
OG0017599	XP_006297999.1	jg28220
OG0017600	XP_023642098.1	jg28255
OG0017601	XP_006297349.1	jg28288
OG0017602	XP_006297401.1	jg28306
OG0017603	XP_006298953.1	jg28323
OG0017604	XP_006294521.1	jg20225
OG0017605	XP_006296016.1	jg20223
OG0017607	XP_006296068.1	jg20166
OG0017609	XP_006295982.1	jg20153
OG0017610	XP_006293665.1	jg20098
OG0017611	XP_006295780.1	jg20090
OG0017612	XP_006293856.1	jg20060
OG0017613	XP_006293597.1	jg20025
OG0017614	XP_006296060.1	jg19947
OG0017615	XP_006294765.1	jg19930
OG0017616	XP_006295645.2	jg19865
OG0017617	XP_023635554.1	jg9565
OG0017618	XP_006294155.1	jg19761
OG0017619	XP_023640468.1	jg19758
OG0017621	XP_023640812.1	jg19746
OG0017622	XP_006296456.1	jg19737
OG0017623	XP_006297235.1	jg28302
OG0017624	XP_023640199.1	jg19665
OG0017625	XP_023640633.1	jg19650
OG0017626	XP_006294124.1	jg19643
OG0017627	XP_023639547.1	jg19525
OG0017628	XP_006295729.1	jg19504
OG0017629	XP_023639870.1	jg19501
OG0017630	XP_006296392.1	jg19474
OG0017632	XP_006296858.1	jg24019
OG0017633	XP_023641693.1	jg24026
OG0017634	XP_006299858.1	jg24084
OG0017635	XP_006297680.1	jg24111
OG0017636	XP_023641527.1	jg24114
OG0017637	XP_006281252.1	jg20334, jg28514
OG0017638	XP_006296598.1	jg24164
OG0017639	XP_006297666.1	jg24165
OG0017640	XP_006299072.1	jg24187
OG0017641	XP_023641972.1	jg24206
OG0017642	XP_006297416.1	jg24211
OG0017644	XP_006297823.1	jg24338
OG0017645	XP_006296821.1	jg24360
OG0017646	XP_006296515.1	jg16828
OG0017647	XP_006299027.1	jg24411
OG0017648	XP_006300029.1	jg24424
OG0017649	XP_023642058.1	jg24452
OG0017650	XP_006297166.1	jg24535
OG0017651	XP_006298636.1	jg24536
OG0017652	XP_006303733.2	jg31211
OG0017653	XP_006298818.1	jg24570
OG0017654	XP_023641831.1	jg24585
OG0017655	XP_006297136.1	jg24594
OG0017656	XP_006299136.2	jg24601
OG0017657	XP_006296895.1	jg24612
OG0017658	XP_023642306.1	jg24635
OG0017659	XP_023642186.1	jg24644
OG0017660	XP_006299479.1	jg24667
OG0017661	XP_006297628.1	jg24688, jg24276
OG0017662	XP_006298457.2	jg24694
OG0017663	XP_023641530.1	jg24727
OG0017664	XP_006289921.1	jg5878
OG0017665	XP_006299231.1	jg24747
OG0017666	XP_006297635.2	jg24756
OG0017667	XP_006297031.1	jg24759
OG0017668	XP_006299627.1	jg24792
OG0017669	XP_006299039.1	jg24795
OG0017670	XP_006297094.1	jg24800
OG0017671	XP_023646003.1	jg27074
OG0017672	XP_006297249.1	jg24881
OG0017673	XP_023641155.1	jg24892
OG0017674	XP_006298914.1	jg24900
OG0017675	XP_006299975.1	jg24905
OG0017676	XP_006299115.1	jg24934
OG0017678	XP_006298444.1	jg24956
OG0017679	XP_023642504.1	jg24958
OG0017680	XP_006299707.2	jg24973
OG0017681	XP_006298497.1	jg25002
OG0017682	XP_023642069.1	jg25025
OG0017683	XP_006299290.1	jg25098
OG0017684	XP_023642478.1	jg25208
OG0017685	XP_006297521.1	jg25212
OG0017686	XP_023642511.1	jg25237
OG0017687	XP_023641447.1	jg25287
OG0017688	XP_006296816.1	jg25310
OG0017689	XP_006297495.1	jg25339
OG0017690	XP_006297053.1	jg25361
OG0017691	XP_006299919.1	jg25369
OG0017692	XP_023642155.1	jg25373
OG0017693	XP_006298979.1	jg25413
OG0017694	XP_006297223.1	jg25417
OG0017695	XP_023641093.1	jg25445
OG0017696	XP_023641401.1	jg25472
OG0017697	XP_006299283.1	jg25473
OG0017698	XP_006299538.1	jg27395
OG0017699	XP_006298363.1	jg25525
OG0017700	XP_023642184.1	jg25537
OG0017702	XP_006300173.1	jg25539
OG0017703	XP_006299691.2	jg25560
OG0017704	XP_023642212.1	jg25571, jg14287
OG0017705	XP_006299909.2	jg25604
OG0017706	XP_006298845.1	jg25608
OG0017707	XP_023641557.1	jg25661
OG0017708	XP_006297178.2	jg25680
OG0017709	XP_006297499.1	jg25746
OG0017710	XP_006299044.1	jg25750
OG0017711	XP_006298439.1	jg25861
OG0017712	XP_006297912.1	jg25903
OG0017713	XP_023634016.1	jg9849
OG0017714	XP_006299264.1	jg26003
OG0017715	XP_006299640.1	jg26117
OG0017716	XP_006297032.1	jg26120
OG0017717	XP_023642683.1	jg26121
OG0017718	XP_006304690.1	jg28783
OG0017719	XP_006298144.1	jg26127
OG0017720	XP_006286219.2	jg11911
OG0017721	XP_006298014.2	jg26248
OG0017722	XP_006282374.1	jg21984
OG0017723	XP_006282630.1	jg12565
OG0017724	XP_006285478.1	jg12557
OG0017725	XP_006286152.1	jg12531
OG0017726	XP_006283716.1	jg12506
OG0017727	XP_006283513.1	jg12379
OG0017728	XP_006285498.1	jg12378
OG0017729	XP_006285681.1	jg12235
OG0017730	XP_006284728.1	jg12233
OG0017731	XP_006284254.1	jg12232
OG0017732	XP_006286065.1	jg12208
OG0017733	XP_006284900.1	jg12144
OG0017734	XP_006283016.1	jg12052
OG0017735	XP_006300253.1	jg26634
OG0017736	XP_006298771.1	jg26571
OG0017737	XP_006297036.1	jg26561
OG0017738	XP_006296891.1	jg26536
OG0017739	XP_006299139.1	jg26476
OG0017740	XP_006300112.1	jg26444
OG0017741	XP_006296991.1	jg26435
OG0017742	XP_006298384.1	jg26424
OG0017744	XP_023641610.1	jg26337
OG0017745	XP_006297327.2	jg26319
OG0017746	XP_023635689.1	jg9398
OG0017747	XP_006303912.1	jg9399
OG0017748	XP_006285280.1	jg9402
OG0017749	XP_023634820.1	jg9403
OG0017750	XP_006285066.1	jg9415
OG0017751	XP_006285961.1	jg9420
OG0017752	XP_023641005.1	jg23133
OG0017753	XP_006300779.1	jg2086
OG0017754	XP_006302540.1	jg1965
OG0017755	XP_006302115.1	jg1947
OG0017757	XP_006302212.1	jg1854
OG0017758	XP_006288177.1	jg1857
OG0017759	XP_006302080.1	jg1906
OG0017760	XP_006280888.1	jg22324
OG0017761	XP_006301796.1	jg1539
OG0017762	XP_006302753.2	jg1538
OG0017763	XP_023643109.1	jg1506
OG0017764	XP_006302483.1	jg1492
OG0017766	XP_006288998.1	jg5743
OG0017767	XP_006287205.1	jg5703
OG0017768	XP_023636833.1	jg5668
OG0017769	XP_006281828.1	jg21604
OG0017770	XP_006289170.1	jg6808
OG0017771	XP_006280150.1	jg21383
OG0017772	XP_006299698.1	jg28190
OG0017773	XP_006292491.1	jg15125
OG0017774	XP_006292829.1	jg15111
OG0017775	XP_006292468.1	jg15007
OG0017776	XP_006291707.1	jg15006
OG0017777	XP_006306047.1	jg28400
OG0017778	XP_006306896.2	jg28406
OG0017779	XP_023645583.1	jg28414
OG0017780	XP_006306162.1	jg28436
OG0017781	XP_006304659.1	jg28444
OG0017782	XP_006305484.1	jg28448
OG0017783	XP_006279890.1	jg21614
OG0017784	XP_006305595.1	jg28540
OG0017785	XP_006307239.1	jg28545
OG0017787	XP_006306230.1	jg28647
OG0017788	XP_006306319.1	jg28683
OG0017789	XP_023645416.1	jg28718
OG0017790	XP_006306477.1	jg28719
OG0017791	XP_023645022.1	jg28728
OG0017792	XP_023644462.1	jg28731
OG0017793	XP_006303915.1	jg28737
OG0017794	XP_006306485.1	jg28755
OG0017795	XP_006306938.2	jg28805
OG0017796	XP_023632804.1	jg28829
OG0017797	XP_023646026.1	jg28847
OG0017798	XP_006302063.1	jg21348
OG0017799	XP_006304769.1	jg28869
OG0017800	XP_006306150.1	jg28877
OG0017801	XP_006306133.1	jg28899
OG0017802	XP_006307700.1	jg28914
OG0017803	XP_006304682.2	jg28932
OG0017804	XP_006304736.2	jg28940
OG0017805	XP_006304039.1	jg28953
OG0017806	XP_006304009.1	jg28962
OG0017807	XP_023645042.1	jg28975
OG0017808	XP_006304721.1	jg28985
OG0017809	XP_023644685.1	jg29022
OG0017810	XP_023632847.1	jg2037, jg29077
OG0017811	XP_006305486.1	jg29086
OG0017812	XP_023645535.1	jg29125
OG0017814	XP_006303500.1	jg29145
OG0017815	XP_006307081.1	jg29197
OG0017816	XP_006280270.1	jg21948
OG0017817	XP_006305019.1	jg29208
OG0017818	XP_006303278.1	jg29216
OG0017819	XP_023645698.1	jg29270
OG0017820	XP_023632624.1	jg29283
OG0017821	XP_023644726.1	jg29290
OG0017822	XP_006307382.1	jg29292
OG0017823	XP_006303629.1	jg29298
OG0017824	XP_006303656.1	jg29301
OG0017825	XP_006305957.1	jg29307
OG0017826	XP_006303544.1	jg29356
OG0017827	XP_006303673.1	jg29395
OG0017828	XP_023644878.1	jg29415
OG0017829	XP_006306425.1	jg29424
OG0017830	XP_006307419.1	jg29479
OG0017831	XP_023632645.1	jg29483
OG0017832	XP_006305142.1	jg29488
OG0017833	XP_023645083.1	jg29491
OG0017834	XP_006307666.1	jg29507
OG0017835	XP_023644694.1	jg29561
OG0017836	XP_006306543.2	jg29585
OG0017837	XP_006307499.2	jg29604
OG0017838	XP_006306821.1	jg29639
OG0017839	XP_006307710.2	jg29745
OG0017841	XP_006295300.1	jg17026, jg17025
OG0017842	XP_006305948.1	jg29826
OG0017843	XP_006307009.1	jg29830
OG0017844	XP_023645316.1	jg29844
OG0017845	XP_006304464.1	jg29874
OG0017846	XP_006306344.1	jg29888
OG0017847	XP_006304252.1	jg29893
OG0017848	XP_023645717.1	jg29914
OG0017849	XP_006305892.1	jg29950
OG0017850	XP_023645162.1	jg30015
OG0017851	XP_006303647.1	jg30041
OG0017852	XP_006307500.1	jg30045
OG0017853	XP_006307448.1	jg30089
OG0017855	XP_006306369.1	jg30114
OG0017856	XP_006307304.1	jg30224
OG0017857	XP_006306625.1	jg30247
OG0017858	XP_023633057.1	jg30262
OG0017859	XP_006303549.1	jg30289
OG0017860	XP_006305304.1	jg30308
OG0017861	XP_023645428.1	jg30316
OG0017862	XP_006303272.1	jg30355
OG0017863	XP_006305013.1	jg30358
OG0017864	XP_006305385.2	jg30372
OG0017865	XP_006306880.1	jg30378
OG0017866	XP_006304738.1	jg30382
OG0017867	XP_006306916.1	jg30379
OG0017868	XP_006306248.1	jg30393
OG0017869	XP_006303949.1	jg30429
OG0017870	XP_006304228.1	jg30438
OG0017871	XP_006305516.1	jg30484
OG0017872	XP_023644885.1	jg30499
OG0017873	XP_006283334.1	jg11963
OG0017874	XP_006304635.1	jg30604
OG0017875	XP_006304763.2	jg30638
OG0017876	XP_006305325.1	jg30698
OG0017877	XP_006304666.1	jg30718
OG0017878	XP_006305154.1	jg30723
OG0017879	XP_006303243.1	jg30725
OG0017880	XP_006305355.2	jg30733
OG0017881	XP_006307048.1	jg30760
OG0017883	XP_006305750.1	jg30808
OG0017884	XP_006305902.1	jg30820
OG0017885	XP_006304302.1	jg30823
OG0017886	XP_006306223.1	jg30835
OG0017887	XP_006307217.1	jg31940
OG0017888	XP_006304937.1	jg30839
OG0017890	XP_023643631.1	jg2801
OG0017891	XP_006301552.1	jg2792
OG0017892	XP_006301286.1	jg2764
OG0017893	XP_023643847.1	jg2746
OG0017894	XP_006302549.1	jg2729
OG0017895	XP_006302185.1	jg2715
OG0017896	XP_006304329.1	jg30871
OG0017897	XP_006301021.1	jg2696
OG0017898	XP_006300400.1	jg2689
OG0017901	XP_023643130.1	jg2677
OG0017902	XP_006302214.1	jg2657
OG0017903	XP_006307033.1	jg31941
OG0017904	XP_006305218.1	jg31955
OG0017905	XP_006306959.1	jg31958
OG0017906	XP_006305209.1	jg31976
OG0017907	XP_006284493.1	jg12783
OG0017908	XP_006282956.1	jg12567
OG0017909	XP_006302608.2	jg680
OG0017910	XP_006301522.1	jg688
OG0017911	XP_006300315.2	jg692
OG0017912	XP_023643401.1	jg696
OG0017913	XP_006301825.2	jg706
OG0017914	XP_023643582.1	jg707
OG0017915	XP_006300876.1	jg729
OG0017916	XP_006301218.1	jg751
OG0017917	XP_006302331.1	jg757
OG0017918	XP_006302892.1	jg869
OG0017919	XP_023643502.1	jg880
OG0017920	XP_006302899.1	jg884
OG0017921	XP_006301740.2	jg905
OG0017922	XP_023643480.1	jg957
OG0017923	XP_006300508.1	jg960
OG0017924	XP_006301947.1	jg1941, jg1943
OG0017925	XP_006301725.1	jg1106
OG0017926	XP_006302122.1	jg1137
OG0017927	XP_006302632.1	jg1194
OG0017928	XP_006302802.1	jg1349
OG0017929	XP_006302471.1	jg1938
OG0017930	XP_006301295.1	jg1407
OG0017931	XP_006302538.1	jg1423
OG0017932	XP_006302880.1	jg428
OG0017933	XP_023637887.1	jg13743
OG0017934	XP_006298726.1	jg27488
OG0017935	XP_023644024.1	jg358
OG0017936	XP_006280267.1	jg20400
OG0017937	XP_023644038.1	jg20399
OG0017938	XP_023641839.1	jg20390
OG0017939	XP_023633462.1	jg20369
OG0017940	XP_006281318.1	jg20274
OG0017941	XP_006305977.1	jg31268
OG0017942	XP_006281657.1	jg20705
OG0017943	XP_006281530.1	jg20762
OG0017944	XP_006287956.1	jg7803
OG0017945	XP_023636444.1	jg7781
OG0017946	XP_006283793.1	jg9504
OG0017947	XP_006283052.1	jg9491
OG0017948	XP_006294480.1	jg9438
OG0017949	XP_006294960.1	jg9437
OG0017950	XP_006284187.1	jg11027
OG0017951	XP_006283195.1	jg11023
OG0017952	XP_006305453.1	jg32483
OG0017954	XP_006306511.1	jg32910
OG0017955	XP_006306949.2	jg32928
OG0017956	XP_006306266.1	jg32926
OG0017957	XP_006306606.1	jg32946
OG0017958	XP_006303513.2	jg32973
OG0017959	XP_006306952.1	jg32981
OG0017960	XP_006300538.2	jg3151
OG0017961	XP_006282995.1	jg8279
OG0017962	XP_023634484.1	jg8283
OG0017963	XP_023634608.1	jg8291
OG0017964	XP_006282945.1	jg8313
OG0017965	XP_023633970.1	jg8316
OG0017966	XP_006284951.1	jg8337
OG0017967	XP_006284589.1	jg8338
OG0017968	XP_006284098.1	jg8340
OG0017969	XP_006283949.1	jg8348
OG0017971	XP_023635676.1	jg8387
OG0017972	XP_023635094.1	jg8421
OG0017973	XP_023637960.1	jg14295
OG0017974	XP_023634493.1	jg8432
OG0017976	XP_006283165.1	jg8505
OG0017977	XP_006283987.2	jg8506
OG0017978	XP_023640609.1	jg17339
OG0017979	XP_006285835.1	jg8532
OG0017980	XP_006285213.1	jg8593
OG0017981	XP_006284273.2	jg8615
OG0017982	XP_006285729.1	jg8619
OG0017983	XP_006283244.1	jg8642
OG0017984	XP_006282774.1	jg8660
OG0017985	XP_006284437.1	jg8706
OG0017986	XP_006285838.1	jg8791
OG0017987	XP_006284172.2	jg8834
OG0017988	XP_006286078.1	jg8876
OG0017989	XP_023634971.1	jg8919
OG0017991	XP_023634619.1	jg9147
OG0017992	XP_006294658.2	jg19991
OG0017993	XP_006283800.1	jg9111
OG0017994	XP_006284064.2	jg9085
OG0017995	XP_006283102.1	jg9026
OG0017996	XP_006284126.1	jg9018
OG0017997	XP_006285149.1	jg8996
OG0017998	XP_023634591.1	jg8983
OG0017999	XP_023635555.1	jg8966
OG0018000	XP_006283999.1	jg9214
OG0018002	XP_006284104.1	jg9242
OG0018003	XP_006285031.1	jg9256
OG0018004	XP_006285698.2	jg9619
OG0018005	XP_006283940.1	jg9267
OG0018007	XP_006284411.1	jg9288
OG0018008	XP_006282675.1	jg9309
OG0018009	XP_006300005.1	jg26668
OG0018010	XP_006297207.1	jg26694
OG0018011	XP_006298301.1	jg26709
OG0018012	XP_023643612.1	jg2901
OG0018013	XP_006300677.1	jg2890
OG0018014	XP_006301970.1	jg2884
OG0018015	XP_006304514.1	jg30968
OG0018016	XP_006307628.1	jg30983
OG0018017	XP_023633066.1	jg31087
OG0018018	XP_023646010.1	jg31141
OG0018019	XP_006285079.1	jg9887
OG0018020	XP_023640691.1	jg17350
OG0018021	XP_006294689.2	jg17138
OG0018022	XP_006288587.1	jg8026
OG0018024	XP_006287058.1	jg8148
OG0018025	XP_006286958.1	jg8144
OG0018026	XP_006288275.1	jg8117
OG0018027	XP_023637225.1	jg8211
OG0018029	XP_006294653.1	jg16517
OG0018030	XP_006304911.1	jg31163
OG0018031	XP_006307502.1	jg32481
OG0018032	XP_006284029.1	jg9771
OG0018033	XP_006283763.1	jg9741
OG0018034	XP_006282740.2	jg9716
OG0018035	XP_006285719.2	jg9720
OG0018036	XP_006284381.1	jg9701
OG0018037	XP_006285304.1	jg9699
OG0018038	XP_023633648.1	jg9683
OG0018039	XP_023635505.1	jg9654
OG0018040	XP_023634579.1	jg9642
OG0018043	XP_023645349.1	jg28649
OG0018044	XP_006306781.2	jg29202
OG0018045	XP_023633234.1	jg29364
OG0018046	XP_023645922.1	jg29473
OG0018047	XP_006305232.1	jg29702
OG0018048	XP_006304708.1	jg29824
OG0018050	XP_006303290.1	jg30395
OG0018051	XP_006303522.1	jg30872
OG0018052	XP_006304587.1	jg31028
OG0018053	XP_006304366.1	jg31078
OG0018054	XP_006306518.1	jg31108
OG0018055	XP_006303479.1	jg31569
OG0018057	XP_023633100.1	jg32492
OG0018058	XP_023633264.1	jg32503, jg32511
OG0018059	XP_006305212.2	jg32530
OG0018060	XP_006304191.1	jg32650
OG0018061	XP_023645266.1	jg32706
OG0018063	XP_006301066.1	jg436, jg440, jg433
OG0018067	XP_006302083.1	jg1805
OG0018068	XP_006301548.1	jg1934
OG0018069	XP_006300666.2	jg2021
OG0018070	XP_006302161.1	jg2088
OG0018071	XP_006301584.1	jg2357
OG0018072	XP_006300891.1	jg2386
OG0018073	XP_006303077.1	jg2452
OG0018074	XP_006301944.1	jg2518
OG0018075	XP_006301573.1	jg2727
OG0018076	XP_006302986.1	jg2835
OG0018077	XP_006303017.1	jg3041
OG0018078	XP_006302618.1	jg3059
OG0018079	XP_006302465.2	jg3094
OG0018080	XP_006300304.1	jg3112
OG0018081	XP_006301726.1	jg3282
OG0018082	XP_023644328.1	jg3361
OG0018083	XP_006301735.1	jg3497
OG0018084	XP_023643643.1	jg3599
OG0018085	XP_006301906.2	jg3710
OG0018086	XP_006299703.1	jg24009
OG0018087	XP_006299968.1	jg24696
OG0018088	XP_006297090.1	jg24708
OG0018089	XP_006299041.1	jg25256
OG0018090	XP_023641817.1	jg25924
OG0018091	XP_006296788.1	jg25977
OG0018092	XP_006297181.1	jg26025
OG0018093	XP_006299548.1	jg26035
OG0018094	XP_006299768.1	jg26589
OG0018095	XP_006298839.1	jg26598
OG0018096	XP_006299312.1	jg26871
OG0018097	XP_006298633.1	jg26964, jg26967
OG0018098	XP_023642414.1	jg27403
OG0018099	XP_023642619.1	jg27506
OG0018100	XP_006292165.2	jg27508
OG0018101	XP_006299420.1	jg27535
OG0018102	XP_006297524.1	jg27696
OG0018103	XP_006299587.1	jg27844
OG0018104	XP_006297760.1	jg28015
OG0018105	XP_006298516.2	jg28297
OG0018106	XP_006299647.1	jg28316
OG0018107	XP_006295724.2	jg16661
OG0018108	XP_023639957.1	jg16695
OG0018109	XP_023639925.1	jg16696
OG0018110	XP_006294654.2	jg16711
OG0018111	XP_006295878.1	jg16749
OG0018112	XP_006293725.1	jg16787
OG0018113	XP_006295886.1	jg16804
OG0018114	XP_006294044.2	jg16813
OG0018115	XP_006295650.1	jg16827
OG0018116	XP_023640736.1	jg16831
OG0018117	XP_006295562.2	jg16855
OG0018118	XP_006294605.1	jg16881
OG0018119	XP_023639338.1	jg16907
OG0018120	XP_006294708.1	jg17010
OG0018121	XP_006295087.1	jg17042
OG0018122	XP_006294117.1	jg17055
OG0018123	XP_006293630.1	jg17184
OG0018124	XP_006294782.1	jg18446
OG0018125	XP_006294511.1	jg18508
OG0018126	XP_006293457.1	jg18880
OG0018127	XP_023640409.1	jg18960
OG0018128	XP_006293827.1	jg19530
OG0018129	XP_023640802.1	jg20050
OG0018130	XP_006292592.2	jg12911
OG0018131	XP_023638020.1	jg12926
OG0018132	XP_006290757.1	jg12930
OG0018133	XP_006290812.1	jg12941
OG0018134	XP_006292570.2	jg12993
OG0018135	XP_006291752.1	jg13012
OG0018136	XP_006291544.1	jg13053
OG0018137	XP_023638383.1	jg13093
OG0018138	XP_006291719.1	jg13273
OG0018139	XP_006290673.1	jg13343
OG0018140	XP_006291087.1	jg13461
OG0018141	XP_006290355.1	jg13510
OG0018142	XP_006292354.1	jg13543
OG0018143	XP_006292528.1	jg13877
OG0018144	XP_006279463.1	jg13889
OG0018145	XP_006279358.1	jg13949
OG0018146	XP_006290369.1	jg14159
OG0018147	XP_006279364.2, XP_006290381.2	jg14203
OG0018148	XP_006292440.1, XP_006279388.1	jg14205
OG0018149	XP_023638777.1, XP_023633783.1	jg14206
OG0018150	XP_006291917.1	jg14290
OG0018151	XP_006291273.2	jg14651
OG0018152	XP_006299056.2	jg14686
OG0018153	XP_006291256.2	jg14709
OG0018154	XP_006292615.1	jg14867, jg14869
OG0018155	XP_023638676.1	jg15693, jg15161
OG0018156	XP_006292625.1	jg15178
OG0018157	XP_023638953.1	jg15457
OG0018158	XP_006286643.1	jg4127
OG0018159	XP_006288809.1	jg4571
OG0018160	XP_023637698.1	jg4643
OG0018161	XP_006288495.1	jg4860
OG0018163	XP_006286475.1	jg4960
OG0018164	XP_006289003.2	jg5251
OG0018165	XP_006289230.1	jg5276
OG0018166	XP_023637060.1	jg5753
OG0018167	XP_023637434.1	jg5842, jg5841
OG0018168	XP_006288082.2	jg6428
OG0018169	XP_006288812.1	jg7061
OG0018170	XP_006286533.1	jg7214
OG0018171	XP_006287732.1	jg7247
OG0018172	XP_006289482.1	jg7337
OG0018173	XP_006289958.1	jg7446
OG0018174	XP_023636146.1	jg8049
OG0018175	XP_023637037.1	jg8228
OG0018176	XP_006285949.1	jg8383
OG0018177	XP_006284378.1	jg8920
OG0018178	XP_023634215.1	jg9027
OG0018180	XP_023639695.1	jg9440
OG0018181	XP_006284553.1	jg9523
OG0018182	XP_006283981.1	jg9552
OG0018183	XP_006283069.1	jg9583
OG0018184	XP_006282649.1	jg9598
OG0018185	XP_006284277.1	jg9621
OG0018187	XP_006282473.2	jg9689
OG0018188	XP_006284354.2	jg9764
OG0018189	XP_006285690.1	jg9781
OG0018190	XP_006285965.1	jg9802
OG0018191	XP_006284919.1	jg9808
OG0018192	XP_006283991.1	jg9842
OG0018193	XP_006285597.1	jg9908
OG0018194	XP_006285458.1	jg10032
OG0018195	XP_006282966.1, XP_023635341.1	jg10147
OG0018196	XP_006283610.1	jg10391
OG0018197	XP_006285896.1	jg10499
OG0018198	XP_006286121.1	jg10753
OG0018199	XP_006282785.1	jg10884
OG0018200	XP_006282743.2	jg11353
OG0018201	XP_006282611.2	jg11945
OG0018202	XP_006283039.1	jg11988
OG0018203	XP_006284219.1	jg12151
OG0018204	XP_006284829.1	jg12419
