Orthogroup	Capsella_rubella	Cardamine_glauca
OG0015523	XP_006291636.1	Cg002G0462300
OG0015524	XP_006291485.1	Cg002G0463000
OG0015525	XP_023637955.1	Cg002G0463400
OG0015526	XP_006292431.1	Cg002G0464400
OG0015527	XP_006290419.1	Cg002G0464800
OG0015528	XP_006291798.1	Cg002G0465600
OG0015529	XP_006292901.1	Cg002G0466300
OG0015530	XP_006291460.1	Cg002G0466400
OG0015531	XP_006291466.1	Cg002G0469100
OG0015532	XP_023642995.1	Cg007G2269800
OG0015533	XP_006292463.1	Cg002G0472100
OG0015534	XP_006290373.1	Cg002G0472800
OG0015535	XP_023638448.1	Cg002G0473100
OG0015536	XP_006290865.1	Cg002G0473700
OG0015537	XP_023638518.1	Cg002G0474000
OG0015538	XP_006290485.2	Cg002G0474500
OG0015539	XP_006291476.1	Cg002G0474700
OG0015540	XP_023638526.1	Cg002G0475700
OG0015541	XP_023638332.1	Cg002G0476900
OG0015542	XP_006290981.1	Cg002G0477300
OG0015543	XP_023638532.1	Cg002G0477800
OG0015544	XP_006290526.1	Cg002G0477900
OG0015545	XP_023639309.1	Cg002G0478500
OG0015546	XP_023644120.1	Cg007G2448000
OG0015547	XP_006291523.1	Cg002G0480600
OG0015548	XP_006291261.1	Cg002G0481000
OG0015549	XP_006290711.1	Cg002G0482100
OG0015550	XP_006293149.1	Cg002G0482500
OG0015551	XP_006291664.1	Cg002G0482900
OG0015552	XP_006292979.1	Cg002G0483100
OG0015553	XP_023638281.1	Cg002G0483200
OG0015555	XP_006307199.1	Cg006G1894100
OG0015556	XP_006297981.1	Cg004G1339500
OG0015557	XP_006291553.1	Cg002G0487200
OG0015558	XP_006291362.1	Cg002G0487500
OG0015559	XP_006291519.1	Cg002G0488100
OG0015560	XP_006290887.2	Cg002G0488300
OG0015561	XP_006292273.1	Cg002G0490700
OG0015562	XP_006298194.1	Cg004G1444600
OG0015563	XP_023637832.1	Cg002G0496400
OG0015564	XP_006290889.1	Cg002G0497100
OG0015566	XP_006291164.1	Cg002G0499800
OG0015567	XP_006291522.2	Cg002G0501300
OG0015568	XP_006290686.1	Cg002G0501700
OG0015569	XP_006291061.1	Cg002G0501900
OG0015570	XP_023639037.1	Cg002G0503200
OG0015571	XP_006280533.1	Cg003G0922400
OG0015572	XP_006280243.1	Cg003G0921800
OG0015573	XP_006280752.1	Cg003G0918100
OG0015574	XP_006279586.1	Cg003G0917900
OG0015575	XP_006280204.1	Cg003G0916700
OG0015576	XP_006281093.1	Cg003G0916600
OG0015577	XP_006283282.1	Cg001G0245200
OG0015578	XP_006298066.1	Cg004G1315300
OG0015579	XP_006296868.1	Cg004G1315400
OG0015580	XP_006297563.1	Cg004G1316100
OG0015581	XP_023642742.1	Cg004G1316400
OG0015582	XP_006296723.1	Cg004G1317100
OG0015583	XP_006298736.1	Cg004G1318400
OG0015584	XP_006299701.2	Cg004G1318600
OG0015585	XP_023642031.1	Cg004G1319400
OG0015586	XP_006297814.1	Cg004G1321300
OG0015587	XP_023642816.1	Cg004G1321500
OG0015588	XP_006297781.2	Cg004G1322400
OG0015589	XP_006298734.1	Cg004G1322600
OG0015590	XP_006299254.1	Cg004G1324100
OG0015591	XP_023641881.1	Cg004G1324200
OG0015592	XP_023641108.1	Cg004G1327800
OG0015593	XP_023641109.1	Cg004G1327900
OG0015594	XP_006299164.1	Cg004G1331000
OG0015595	XP_006299911.1	Cg004G1331300
OG0015596	XP_006298032.1	Cg004G1331600
OG0015597	XP_023641573.1	Cg004G1334600
OG0015598	XP_006297093.2	Cg004G1335000
OG0015599	XP_006296789.1	Cg004G1338200
OG0015600	XP_006296676.1	Cg004G1338400
OG0015601	XP_006296708.1	Cg004G1340100
OG0015602	XP_006297434.1	Cg004G1346000
OG0015603	XP_006291786.1	Cg002G0597900
OG0015604	XP_006298511.2	Cg004G1347900
OG0015605	XP_023642552.1	Cg004G1313300
OG0015606	XP_006300314.1	Cg007G2432900
OG0015607	XP_006302685.1	Cg007G2436900
OG0015608	XP_006300450.1	Cg007G2437700
OG0015609	XP_006302282.1	Cg007G2438800
OG0015610	XP_006302175.1	Cg007G2439800
OG0015611	XP_006302643.1	Cg007G2441000
OG0015612	XP_006300710.2	Cg007G2442000
OG0015613	XP_023643164.1	Cg007G2442100
OG0015614	XP_006302412.1	Cg007G2445400
OG0015615	XP_006300867.1	Cg007G2446200
OG0015616	XP_006301220.1	Cg007G2447500
OG0015617	XP_006300427.1	Cg007G2448200
OG0015618	XP_006300327.1	Cg007G2450200
OG0015619	XP_006302748.2	Cg007G2450500
OG0015620	XP_006289621.1	Cg003G0791300
OG0015621	XP_006280626.2	Cg008G2879300
OG0015622	XP_006281736.1	Cg008G2867100, Cg008G2851300
OG0015623	XP_006280834.2	Cg008G2867200, Cg008G2851400
OG0015624	XP_023641017.1	Cg008G2870000
OG0015625	XP_006280743.1	Cg008G2870900, Cg008G2855400
OG0015626	XP_006297155.1	Cg004G1417000
OG0015627	XP_006283972.1	Cg001G0307700
OG0015628	XP_006298507.1	Cg004G1418600
OG0015629	XP_006298623.1	Cg004G1419200
OG0015630	XP_006298841.1	Cg004G1420200
OG0015631	XP_006297927.1	Cg004G1420600
OG0015632	XP_006298310.1	Cg004G1421000
OG0015633	XP_023642445.1	Cg004G1421800
OG0015634	XP_006297899.1	Cg004G1425400
OG0015635	XP_006296974.2	Cg004G1426200
OG0015636	XP_006298682.1	Cg004G1426800
OG0015637	XP_023642770.1	Cg004G1430200
OG0015638	XP_006298267.1	Cg004G1430600
OG0015639	XP_006297958.1	Cg004G1431100
OG0015640	XP_023640303.1	Cg005G1518400
OG0015641	XP_006295651.1	Cg005G1519200
OG0015642	XP_023640168.1	Cg005G1519700
OG0015643	XP_006295739.2	Cg005G1520400
OG0015644	XP_006296310.1	Cg005G1520800
OG0015645	XP_006293246.1	Cg002G0600100
OG0015646	XP_006293633.1	Cg005G1521500
OG0015647	XP_006295405.2	Cg005G1523600
OG0015648	XP_023640052.1	Cg005G1523900
OG0015649	XP_006294080.1	Cg005G1527000
OG0015650	XP_006283216.1	Cg001G0393500
OG0015651	XP_006293840.2	Cg005G1528400
OG0015652	XP_023640665.1	Cg005G1528600
OG0015653	XP_006295229.1	Cg005G1530600
OG0015654	XP_006293799.2	Cg005G1532500
OG0015655	XP_023639748.1	Cg005G1532800
OG0015656	XP_006295692.1	Cg005G1532900
OG0015657	XP_006294397.1	Cg005G1533200
OG0015658	XP_006294270.1	Cg005G1535800
OG0015659	XP_006294666.1	Cg005G1536000
OG0015660	XP_006296026.1	Cg005G1536600
OG0015661	XP_006294168.1	Cg005G1537900
OG0015662	XP_006295551.1	Cg005G1541100
OG0015663	XP_006294116.2	Cg005G1542300
OG0015664	XP_023639586.1	Cg005G1542900
OG0015665	XP_006297741.1	Cg003G0819400, Cg003G0791500
OG0015666	XP_006294278.2	Cg005G1543200
OG0015667	XP_006295726.2	Cg005G1543400
OG0015668	XP_023639643.1	Cg005G1544900
OG0015669	XP_006294495.1	Cg005G1545600
OG0015670	XP_023640077.1	Cg005G1546400
OG0015671	XP_006291984.1	Cg002G0691200
OG0015672	XP_006294550.1	Cg005G1546700
OG0015673	XP_006293789.1	Cg005G1548400
OG0015674	XP_006295384.1	Cg005G1549200
OG0015675	XP_006295953.1	Cg005G1550900
OG0015676	XP_006296531.1	Cg005G1551200
OG0015677	XP_023639935.1	Cg005G1551300
OG0015678	XP_006288289.1	Cg003G0796700
OG0015679	XP_006295771.1	Cg005G1552300
OG0015680	XP_006295890.1	Cg005G1555000
OG0015681	XP_006294644.1	Cg005G1555900
OG0015682	XP_006291975.1	Cg002G0594800
OG0015683	XP_006294589.1	Cg005G1557000
OG0015684	XP_006294816.1	Cg005G1557200
OG0015685	XP_006293506.1	Cg005G1560200
OG0015686	XP_006294870.1	Cg005G1561200
OG0015687	XP_006296196.1	Cg005G1561300
OG0015688	XP_006295230.1	Cg005G1561700
OG0015689	XP_006294724.1	Cg005G1562700
OG0015690	XP_006296219.1, XP_006296216.2	Cg005G1562800
OG0015691	XP_006295772.1	Cg005G1563600
OG0015692	XP_006296443.1	Cg005G1563800
OG0015693	XP_023640301.1	Cg005G1564400
OG0015694	XP_006294833.2	Cg005G1565100
OG0015695	XP_006286358.1	Cg003G0748000
OG0015696	XP_006287500.1	Cg003G0744500
OG0015697	XP_006288771.1	Cg003G0744200
OG0015698	XP_006287002.1	Cg003G0743700
OG0015699	XP_006288732.1	Cg003G0743200
OG0015700	XP_023635766.1	Cg003G0742000, Cg003G0855400
OG0015701	XP_006280684.1	Cg008G2924200
OG0015703	XP_006289425.1	Cg003G0752300
OG0015704	XP_006282415.2	Cg008G2925800
OG0015705	XP_006288611.1	Cg003G0754600
OG0015706	XP_023636281.1	Cg003G0749000
OG0015707	XP_006294502.1	Cg005G1776200
OG0015708	XP_023641006.1	Cg005G1775200
OG0015709	XP_006293495.2	Cg005G1775000
OG0015710	XP_023640005.1	Cg005G1773700
OG0015711	XP_023639777.1	Cg005G1772500
OG0015712	XP_023640556.1	Cg005G1772300
OG0015713	XP_006296468.1	Cg005G1770100
OG0015714	XP_023641014.1	Cg005G1770000
OG0015715	XP_023639430.1	Cg005G1768000
OG0015716	XP_006295426.1	Cg005G1765800
OG0015717	XP_006294135.1	Cg005G1764600
OG0015718	XP_006294884.1	Cg005G1763000
OG0015719	XP_006293984.1	Cg005G1760300
OG0015720	XP_006294129.2	Cg005G1758200
OG0015721	XP_006294625.1	Cg005G1756300
OG0015722	XP_006296258.1	Cg005G1755500
OG0015723	XP_006295423.1	Cg005G1755400
OG0015724	XP_006293655.1	Cg005G1754700
OG0015725	XP_006293942.1	Cg005G1751600
OG0015726	XP_006293890.1	Cg005G1728800
OG0015727	XP_006293838.1	Cg013G3024200
OG0015728	XP_006295006.1	Cg005G1716100
OG0015729	XP_023640049.1	Cg005G1714600
OG0015730	XP_006295092.2	Cg005G1736100
OG0015731	XP_006295051.1	Cg005G1712700
OG0015732	XP_023640178.1	Cg005G1709200
OG0015733	XP_023633190.1	Cg005G1712900
OG0015734	XP_006296432.1	Cg005G1736500
OG0015735	XP_023640881.1	Cg005G1710400
OG0015736	XP_006293917.1	Cg005G1705900
OG0015737	XP_023639339.1	Cg005G1745700
OG0015738	XP_006294374.1	Cg005G1725600
OG0015739	XP_006307532.2	Cg006G1884200
OG0015740	XP_023633271.1	Cg006G1880900
OG0015741	XP_006307053.1	Cg006G1885200
OG0015742	XP_006304121.1	Cg006G1877900
OG0015743	XP_006304821.2	Cg006G1876500
OG0015744	XP_006307296.2	Cg006G1874600
OG0015745	XP_023633187.1	Cg006G1902300
OG0015746	XP_006307065.1	Cg006G1899700
OG0015747	XP_006307651.1	Cg006G1899600
OG0015748	XP_006303237.1	Cg006G1905300
OG0015749	XP_006305607.1	Cg006G1910700
OG0015750	XP_006304663.1	Cg006G1912300
OG0015751	XP_006305878.1	Cg006G1912600
OG0015752	XP_023645875.1	Cg006G1913600
OG0015753	XP_006303445.1	Cg006G1921700
OG0015754	XP_006307287.1	Cg006G1922100
OG0015755	XP_006307286.2	Cg006G1922800
OG0015756	XP_006304713.1	Cg006G1922900
OG0015757	XP_006305228.1	Cg006G1923000
OG0015758	XP_006306964.1	Cg006G1923800
OG0015760	XP_006305229.1	Cg006G1925300
OG0015761	XP_023644597.1	Cg006G1936500
OG0015762	XP_006288267.1	Cg003G0799000
OG0015763	XP_023636417.1	Cg003G0802300
OG0015765	XP_006288071.1	Cg003G0777000
OG0015766	XP_023636864.1	Cg003G0776800
OG0015767	XP_023636497.1	Cg003G0776200
OG0015768	XP_006288744.1	Cg003G0775900
OG0015769	XP_006288500.1	Cg003G0775100
OG0015770	XP_006289806.2	Cg003G0775000
OG0015771	XP_006289760.2	Cg003G0774900
OG0015772	XP_006288876.1	Cg003G0774200
OG0015773	XP_006286605.1	Cg003G0773800
OG0015774	XP_006289340.1	Cg003G0772600
OG0015775	XP_006286786.1	Cg003G0769800
OG0015776	XP_006288802.1	Cg003G0766300
OG0015777	XP_023636336.1	Cg003G0766100
OG0015778	XP_023636356.1	Cg003G0765800
OG0015779	XP_023636590.1	Cg003G0762200
OG0015780	XP_006288860.1	Cg003G0761700
OG0015781	XP_006289909.1	Cg003G0761100
OG0015782	XP_006287590.1	Cg003G0760700
OG0015783	XP_006286373.1	Cg003G0759100
OG0015784	XP_006287161.1	Cg003G0759000
OG0015785	XP_006287963.1	Cg003G0757500
OG0015786	XP_006288648.1	Cg003G0756600
OG0015787	XP_006286936.1	Cg003G0756400
OG0015788	XP_006287901.1	Cg003G0756300
OG0015789	XP_006287694.1	Cg008G2756600
OG0015790	XP_006290072.1	Cg008G2818900
OG0015791	XP_006293713.1	Cg005G1699900
OG0015792	XP_006280436.1	Cg008G2873800
OG0015793	XP_006287664.1	Cg008G2821900
OG0015794	XP_023637250.1	Cg008G2822800
OG0015795	XP_006286480.1	Cg008G2822900
OG0015796	XP_006289523.1	Cg008G2823700
OG0015797	XP_006288157.1	Cg008G2826500
OG0015798	XP_023636977.1	Cg008G2829400
OG0015799	XP_023636772.1	Cg008G2829500
OG0015800	XP_006287586.2	Cg008G2833300
OG0015801	XP_006299459.2	Cg004G1437100
OG0015802	XP_006297034.2	Cg004G1437300
OG0015803	XP_006296917.1	Cg004G1437600
OG0015804	XP_006297342.1	Cg004G1438400
OG0015805	XP_006298323.1	Cg004G1438500
OG0015806	XP_006298612.2	Cg004G1439800
OG0015807	XP_006297425.1	Cg004G1445100
OG0015808	XP_006298241.2	Cg004G1442200
OG0015809	XP_023637888.1	Cg002G0524700
OG0015810	XP_006283459.1	Cg001G0092600
OG0015811	XP_006291264.1	Cg002G0570100
OG0015812	XP_023638409.1	Cg002G0570500
OG0015813	XP_006292321.1	Cg002G0571100
OG0015814	XP_023639676.1	Cg005G1448800
OG0015815	XP_006295825.2	Cg005G1449300
OG0015816	XP_006293426.1	Cg005G1449700
OG0015817	XP_006296572.2	Cg005G1451100
OG0015818	XP_006295658.1	Cg005G1451500
OG0015819	XP_006295036.1	Cg005G1451700
OG0015820	XP_006294178.2	Cg005G1451800
OG0015821	XP_006293613.1	Cg005G1452500
OG0015822	XP_006293968.1	Cg005G1453200
OG0015823	XP_006295080.1	Cg005G1453800
OG0015824	XP_023640650.1	Cg005G1705300
OG0015825	XP_023639628.1	Cg005G1458400
OG0015826	XP_023643564.1, XP_006293976.2	Cg005G1459600
OG0015827	XP_023640759.1	Cg005G1460000
OG0015828	XP_023640195.1	Cg005G1460200
OG0015829	XP_023640934.1	Cg005G1460400
OG0015830	XP_006293857.1	Cg005G1462100
OG0015831	XP_006293507.2	Cg005G1462700
OG0015832	XP_023640813.1	Cg005G1465800
OG0015833	XP_023639484.1	Cg005G1468400
OG0015834	XP_006293786.1	Cg005G1470300
OG0015835	XP_006293744.1	Cg005G1472400
OG0015836	XP_006295859.1	Cg005G1473400
OG0015837	XP_006296220.1	Cg005G1473500
OG0015838	XP_023640491.1	Cg005G1473700
OG0015839	XP_006296333.1	Cg005G1477200
OG0015840	XP_006295154.1	Cg005G1477400
OG0015841	XP_006295216.1	Cg005G1477700
OG0015842	XP_023639648.1	Cg005G1478000
OG0015843	XP_006300108.1	Cg004G1415400
OG0015844	XP_006293383.1	Cg005G1479200
OG0015845	XP_006294886.1	Cg005G1479400
OG0015846	XP_006294052.1	Cg005G1479900
OG0015847	XP_006294952.1	Cg005G1480400
OG0015848	XP_023640805.1	Cg005G1480900
OG0015849	XP_023637481.1	Cg003G0733300, Cg003G0865100
OG0015850	XP_006295679.1	Cg005G1482100
OG0015851	XP_006293703.1	Cg005G1482600
OG0015852	XP_006295211.1	Cg005G1486500
OG0015853	XP_006296075.1	Cg005G1489700
OG0015854	XP_006295652.1	Cg005G1490800
OG0015855	XP_006295181.1	Cg005G1492300
OG0015856	XP_023640151.1	Cg005G1494100
OG0015857	XP_006294367.1	Cg005G1495200
OG0015858	XP_006295895.1	Cg005G1495900
OG0015859	XP_006296106.1	Cg005G1496800
OG0015860	XP_006294241.1	Cg005G1497300
OG0015861	XP_006293936.2	Cg005G1499000
OG0015862	XP_023640075.1	Cg005G1500300
OG0015863	XP_023640512.1	Cg005G1500800
OG0015864	XP_006296166.1	Cg005G1501300
OG0015865	XP_006295434.1	Cg005G1501400
OG0015866	XP_006294801.1	Cg005G1502800
OG0015867	XP_023640943.1	Cg005G1503800
OG0015868	XP_006295407.1	Cg005G1504300
OG0015869	XP_006294817.1	Cg005G1504700
OG0015870	XP_006296500.2	Cg005G1508300
OG0015871	XP_006294802.1	Cg005G1510600
OG0015874	XP_006295802.1	Cg005G1511500
OG0015875	XP_006293740.1	Cg005G1511400
OG0015877	XP_006296537.2	Cg005G1514900
OG0015878	XP_023640270.1	Cg005G1515900
OG0015879	XP_006280035.1	Cg008G2983000
OG0015880	XP_006279987.1	Cg008G2979700
OG0015881	XP_023642332.1	Cg004G1079600
OG0015882	XP_023642333.1	Cg004G1079700
OG0015883	XP_006297008.1	Cg004G1080000
OG0015884	XP_006298962.1	Cg004G1080200
OG0015885	XP_006297602.1	Cg004G1081200
OG0015886	XP_006297653.1	Cg004G1081400
OG0015887	XP_006297594.1	Cg004G1082500
OG0015888	XP_006300032.1	Cg004G1082600
OG0015889	XP_006299561.1	Cg004G1082700
OG0015890	XP_006298828.1	Cg004G1083400
OG0015891	XP_023642498.1	Cg004G1084300
OG0015892	XP_023642415.1	Cg004G1084400
OG0015893	XP_006299835.1	Cg004G1085700
OG0015894	XP_006299986.1	Cg004G1086700
OG0015895	XP_023641200.1	Cg004G1088300
OG0015896	XP_006298406.1	Cg004G1088400
OG0015897	XP_006297405.1	Cg004G1088500
OG0015898	XP_006297870.1	Cg004G1088600
OG0015900	XP_006298245.1	Cg004G1089800
OG0015901	XP_006298263.1	Cg004G1091100
OG0015902	XP_006298698.1	Cg004G1091800
OG0015903	XP_006299762.1	Cg004G1091900
OG0015904	XP_006298522.1	Cg004G1093600
OG0015905	XP_006298706.1	Cg004G1094400
OG0015907	XP_006299929.1	Cg004G1098300
OG0015908	XP_023641551.1	Cg004G1099000
OG0015909	XP_006298626.2	Cg004G1099300
OG0015910	XP_006298625.1	Cg004G1100200
OG0015911	XP_006298545.1	Cg004G1100400
OG0015912	XP_023641400.1	Cg004G1101000
OG0015913	XP_006297514.1	Cg004G1101500
OG0015914	XP_006298882.2	Cg004G1102500
OG0015915	XP_006297158.1	Cg004G1102600
OG0015916	XP_006296937.1	Cg004G1103400
OG0015917	XP_006299082.1	Cg004G1104200
OG0015918	XP_006298367.2	Cg004G1105400
OG0015919	XP_006296690.1	Cg004G1108800
OG0015920	XP_023642810.1	Cg004G1109200
OG0015921	XP_023642365.1	Cg004G1113300
OG0015922	XP_023641689.1	Cg004G1113800
OG0015923	XP_006297224.1	Cg004G1114600
OG0015924	XP_006298266.1	Cg004G1115900
OG0015925	XP_006285821.2	Cg001G0309400
OG0015926	XP_006297716.1	Cg004G1116800
OG0015927	XP_006296883.1	Cg004G1118300
OG0015928	XP_006297694.2	Cg004G1119400
OG0015929	XP_006297250.1	Cg004G1119600
OG0015930	XP_006298584.1	Cg004G1119900
OG0015931	XP_023642214.1	Cg004G1120500
OG0015932	XP_006298085.1	Cg004G1120600
OG0015933	XP_006284638.1	Cg001G0334000
OG0015934	XP_006297898.2	Cg004G1124500
OG0015935	XP_023635816.1	Cg004G1123600
OG0015936	XP_006297896.1	Cg004G1127100
OG0015937	XP_006297445.2	Cg004G1127700
OG0015938	XP_006297213.1	Cg004G1127800
OG0015939	XP_023641423.1	Cg004G1339300
OG0015940	XP_006298539.2	Cg004G1132400
OG0015941	XP_006297569.1	Cg004G1133500
OG0015942	XP_006297816.1	Cg004G1134300
OG0015943	XP_006296804.1	Cg004G1134600
OG0015944	XP_023641596.1	Cg004G1138900
OG0015945	XP_006298975.2	Cg004G1139600
OG0015946	XP_006299004.2	Cg004G1139900
OG0015947	XP_023642788.1	Cg004G1140500
OG0015948	XP_006298429.1	Cg004G1140700
OG0015949	XP_023641529.1	Cg004G1141200
OG0015950	XP_006297088.1	Cg004G1141500
OG0015951	XP_006297331.1	Cg004G1142300
OG0015952	XP_006298683.1	Cg004G1143000
OG0015953	XP_006297777.1	Cg004G1143100
OG0015954	XP_006300088.1	Cg004G1144400
OG0015955	XP_006297291.1	Cg004G1146400
OG0015956	XP_006296694.1	Cg004G1149400
OG0015957	XP_023641408.1	Cg004G1149600
OG0015958	XP_006299083.1	Cg004G1150300, Cg004G1150200
OG0015959	XP_006299210.1	Cg004G1150500
OG0015960	XP_023641865.1	Cg004G1150700
OG0015961	XP_006299690.1	Cg004G1151600
OG0015962	XP_006300118.1	Cg004G1151700
OG0015963	XP_006298427.1	Cg004G1152000
OG0015964	XP_023641129.1	Cg004G1152800
OG0015965	XP_006299591.1	Cg004G1154200
OG0015966	XP_023642274.1	Cg004G1154800
OG0015967	XP_006299185.1	Cg004G1155300
OG0015968	XP_006298395.1	Cg004G1155700
OG0015969	XP_006297424.1	Cg004G1156200
OG0015970	XP_006297379.1	Cg004G1156500
OG0015971	XP_006297822.1	Cg004G1156600
OG0015972	XP_006299668.1	Cg004G1157700
OG0015973	XP_006298868.1	Cg004G1157800
OG0015974	XP_006298571.1	Cg004G1158400
OG0015975	XP_006298469.1	Cg004G1159800
OG0015976	XP_006297380.1	Cg004G1159900
OG0015977	XP_006301915.1	Cg007G2454100
OG0015978	XP_006298430.1	Cg004G1161200
OG0015979	XP_006296660.1	Cg004G1162100
OG0015980	XP_006299607.1	Cg004G1162500
OG0015981	XP_006300227.1	Cg004G1163200
OG0015982	XP_023642290.1	Cg004G1163300
OG0015983	XP_006297351.1	Cg004G1164100
OG0015984	XP_006298079.1	Cg004G1166300
OG0015985	XP_006296680.1	Cg004G1166500
OG0015986	XP_006297747.1	Cg004G1166600
OG0015987	XP_006297588.1	Cg004G1168600
OG0015988	XP_006299773.1	Cg004G1169800
OG0015990	XP_006299660.1	Cg004G1171600
OG0015991	XP_006299957.1	Cg004G1172700
OG0015992	XP_023642509.1	Cg004G1173300
OG0015994	XP_006297748.1	Cg004G1323100
OG0015995	XP_006297210.1	Cg004G1175900
OG0015996	XP_023641445.1	Cg004G1180000
OG0015997	XP_006298394.1	Cg004G1180200
OG0015998	XP_023641676.1	Cg004G1180700
OG0015999	XP_006298936.1	Cg004G1182600
OG0016000	XP_006299728.1	Cg004G1183000
OG0016001	XP_006298543.1	Cg004G1184200
OG0016002	XP_006299331.1	Cg004G1184900
OG0016003	XP_006299048.1	Cg004G1186600
OG0016004	XP_006300142.1	Cg004G1187700
OG0016005	XP_006291937.1	Cg002G0691900
OG0016006	XP_006299370.1	Cg004G1190900
OG0016007	XP_006298657.1	Cg004G1195800
OG0016008	XP_006298908.1	Cg004G1197100, Cg004G1358100
OG0016009	XP_006298198.2	Cg004G1198200
OG0016011	XP_023642221.1	Cg004G1199000
OG0016012	XP_006296696.1	Cg004G1199200
OG0016013	XP_006297276.1	Cg004G1200900
OG0016014	XP_023642801.1	Cg004G1203500
OG0016015	XP_006297552.1	Cg004G1206000
OG0016016	XP_006298113.1	Cg004G1206900
OG0016017	XP_006298693.1	Cg004G1209300
OG0016018	XP_006297516.1	Cg004G1210300
OG0016019	XP_006300241.1	Cg004G1210500
OG0016020	XP_006297254.1	Cg004G1210700
OG0016021	XP_006298294.1	Cg004G1212500
OG0016022	XP_006299186.1	Cg004G1215600
OG0016023	XP_023642145.1	Cg004G1216000
OG0016024	XP_023642045.1	Cg004G1217900
OG0016025	XP_006298789.2	Cg004G1220200
OG0016026	XP_023634863.1	Cg001G0139700
OG0016027	XP_006298773.1	Cg004G1223400
OG0016028	XP_006297092.1	Cg004G1223700
OG0016029	XP_023642070.1	Cg004G1226300
OG0016030	XP_006299403.2	Cg004G1227000
OG0016031	XP_023642791.1	Cg004G1227100
OG0016032	XP_006298435.1	Cg004G1227200
OG0016033	XP_006298114.1	Cg004G1227500
OG0016034	XP_006297304.2	Cg004G1230200
OG0016035	XP_006298642.2	Cg004G1230300
OG0016036	XP_006298496.1	Cg004G1232000
OG0016037	XP_006297320.1	Cg004G1234000
OG0016038	XP_006298187.1	Cg004G1234700
OG0016039	XP_006297126.1	Cg004G1235000
OG0016040	XP_006297573.1	Cg004G1236800
OG0016041	XP_006297734.1	Cg004G1237800
OG0016042	XP_023642752.1	Cg004G1239900
OG0016043	XP_023642482.1	Cg004G1240200
OG0016044	XP_006300245.2	Cg004G1242100
OG0016045	XP_006299054.1	Cg004G1243700
OG0016046	XP_006298697.2	Cg004G1244400
OG0016047	XP_006299635.1	Cg004G1244800
OG0016048	XP_006299483.1	Cg004G1245500
OG0016049	XP_006297202.1	Cg004G1245800
OG0016050	XP_006297248.1	Cg004G1246000
OG0016051	XP_006296830.1	Cg004G1246600
OG0016053	XP_006298957.1	Cg004G1248100
OG0016054	XP_006296982.1	Cg004G1249600
OG0016055	XP_006296923.1	Cg004G1251100
OG0016056	XP_023641197.1	Cg004G1252200
OG0016057	XP_023642645.1	Cg004G1252500
OG0016058	XP_006299842.1	Cg004G1253700
OG0016059	XP_023642079.1	Cg004G1254000
OG0016060	XP_006299375.1	Cg004G1254800
OG0016062	XP_023642538.1	Cg004G1256400
OG0016063	XP_023641762.1	Cg004G1256700
OG0016064	XP_006296994.1	Cg004G1257200
OG0016065	XP_006298745.1	Cg004G1257500
OG0016066	XP_023641830.1	Cg004G1257800
OG0016067	XP_006296929.2	Cg004G1257600
OG0016068	XP_006297790.1	Cg004G1258600
OG0016069	XP_006297582.1	Cg004G1260100
OG0016070	XP_006297988.1	Cg004G1260200
OG0016071	XP_006297200.1	Cg004G1262100
OG0016072	XP_006297934.1	Cg004G1262400
OG0016073	XP_006300009.1	Cg004G1263200
OG0016074	XP_006296879.1	Cg004G1264000
OG0016075	XP_006298467.1	Cg004G1264100
OG0016076	XP_006298503.1	Cg004G1265300
OG0016077	XP_006297584.1	Cg004G1266600
OG0016078	XP_006299613.2	Cg004G1268800
OG0016079	XP_006296919.1	Cg004G1269400
OG0016080	XP_006297113.1	Cg004G1269900
OG0016081	XP_023641567.1	Cg004G1271900
OG0016082	XP_006297698.1	Cg004G1272200
OG0016083	XP_023642200.1	Cg004G1274000
OG0016084	XP_006300184.1	Cg004G1274200
OG0016085	XP_006297133.1	Cg004G1274900
OG0016086	XP_006299878.1	Cg004G1275800
OG0016087	XP_006298296.1	Cg004G1276200
OG0016088	XP_006280638.1	Cg003G0910700
OG0016089	XP_006280339.2	Cg003G0910500
OG0016090	XP_006281914.1	Cg003G0910300
OG0016091	XP_023637992.1	Cg003G0909000
OG0016092	XP_023642147.1	Cg004G1363700
OG0016093	XP_006284269.1	Cg001G0367600
OG0016094	XP_023634809.1	Cg001G0367500
OG0016095	XP_006284405.1	Cg001G0360900
OG0016096	XP_006284346.2	Cg001G0356000
OG0016097	XP_006283665.1	Cg001G0353500
OG0016098	XP_006282882.1	Cg001G0352200
OG0016101	XP_006285023.1	Cg001G0341300
OG0016102	XP_023633925.1	Cg001G0341100
OG0016103	XP_023634911.1	Cg001G0335500
OG0016104	XP_023634514.1	Cg001G0323700
OG0016105	XP_023638972.1	Cg008G2884200
OG0016106	XP_006280492.2	Cg008G2884400
OG0016107	XP_006280608.1	Cg008G2886800
OG0016108	XP_006280050.1	Cg008G2887100
OG0016109	XP_006298598.2	Cg004G1307000
OG0016110	XP_006297681.1	Cg004G1302000
OG0016111	XP_006298479.1	Cg004G1300600
OG0016112	XP_006297409.1	Cg004G1299500
OG0016113	XP_006298774.1	Cg004G1446400
OG0016114	XP_006299940.1	Cg004G1295500
OG0016115	XP_023642494.1	Cg004G1292700
OG0016116	XP_006299103.1	Cg004G1291500
OG0016117	XP_023641806.1	Cg004G1284200
