Orthogroup	Arabidopsis_lyrata_NCBI	Alyssum_gmelinii
OG0015883	XP_002892047.1	Ag004G297820
OG0015884	XP_020870062.1	Ag004G297760
OG0015885	XP_020867965.1	Ag004G297630
OG0015886	XP_002892038.1	Ag004G297620
OG0015887	XP_020867970.1	Ag004G297610
OG0015888	XP_002892036.1	Ag004G297550
OG0015889	XP_002892034.1	Ag004G297520
OG0015890	XP_020870510.1	Ag004G297510
OG0015891	XP_002889339.2	Ag004G297440, Ag004G297430
OG0015892	XP_020868849.1	Ag004G297370
OG0015893	XP_020869576.1	Ag004G297300
OG0015894	XP_020877837.1	Ag007G612940
OG0015895	XP_002873676.1	Ag007G614440
OG0015896	XP_002873664.1	Ag007G614040
OG0015897	XP_020876334.1	Ag007G613510
OG0015898	XP_002871603.1	Ag007G613330
OG0015899	XP_002873646.2	Ag007G613260
OG0015900	XP_002873683.1	Ag007G614700
OG0015901	XP_020877102.1	Ag007G615580
OG0015902	XP_002873691.2	Ag007G615850
OG0015903	XP_020876581.1	Ag007G618940
OG0015904	XP_002871666.1	Ag007G618610
OG0015905	XP_002871662.1	Ag007G618150
OG0015906	XP_002871658.1	Ag007G617970, Ag007G617960
OG0015907	XP_020879079.1	Ag007G617520, Ag007G617530
OG0015908	XP_020876584.1	Ag007G620150
OG0015909	XP_020878818.1	Ag007G621690
OG0015910	XP_020887332.1	Ag005G489160
OG0015911	XP_020878538.1	Ag007G621170
OG0015912	XP_020878931.1	Ag007G622560
OG0015913	XP_020877321.1	Ag007G623050
OG0015914	XP_002873795.1	Ag007G623860
OG0015915	XP_002873797.1	Ag007G624020
OG0015916	XP_020877757.1	Ag007G624070
OG0015917	XP_002871756.1	Ag007G624690
OG0015918	XP_020876547.1	Ag007G625220
OG0015919	XP_002871763.2	Ag007G625200
OG0015920	XP_002873829.1	Ag007G625490
OG0015921	XP_002871773.1	Ag007G626140
OG0015922	XP_002873840.1	Ag007G626490
OG0015923	XP_002873842.1	Ag007G626530
OG0015924	XP_020877777.1	Ag007G628110
OG0015925	XP_002871792.1	Ag007G628320
OG0015926	XP_002871809.1	Ag007G631460
OG0015927	XP_002873877.1	Ag007G631450
OG0015928	XP_020878952.1	Ag007G631100
OG0015929	XP_020876826.1	Ag007G630940
OG0015930	XP_020866311.1	Ag004G308740
OG0015931	XP_002873908.1	Ag007G630010
OG0015932	XP_002871838.1	Ag007G629640
OG0015933	XP_020877976.1	Ag007G629630
OG0015934	XP_020878900.1	Ag007G629420
OG0015935	XP_020879417.1	Ag007G632610
OG0015936	XP_002872208.1	Ag007G633960
OG0015937	XP_020879589.1	Ag007G634910
OG0015939	XP_020879101.1	Ag007G635020
OG0015940	XP_020876950.1	Ag007G636520
OG0015941	XP_020876948.1	Ag003G210920
OG0015942	XP_002872272.1	Ag007G637100
OG0015943	XP_002872273.1	Ag007G637110
OG0015944	XP_020876910.1	Ag007G637820
OG0015945	XP_002864001.1	Ag007G641130
OG0015946	XP_020879950.1	Ag008G691110
OG0015947	XP_002865742.1	Ag007G640990
OG0015948	XP_020873680.1	Ag005G462860
OG0015951	XP_002865638.1	Ag007G643120
OG0015953	XP_020878184.1	Ag001G029180
OG0015954	XP_020878109.1	Ag007G624000
OG0015955	XP_002873282.1	Ag006G505610
OG0015956	XP_002873284.1	Ag006G505710, Ag006G505750
OG0015957	XP_020879434.1	Ag007G612890
OG0015958	XP_002871589.1	Ag007G612880
OG0015959	XP_002873280.2	Ag006G505410
OG0015960	XP_002873264.1	Ag006G504680
OG0015961	XP_002865587.1	Ag007G644760
OG0015962	XP_020869228.1	Ag006G532510
OG0015963	XP_002863847.1	Ag007G644770
OG0015964	XP_020878940.1	Ag006G504220
OG0015965	XP_002871208.1	Ag006G503720
OG0015966	XP_020876010.1	Ag006G503060
OG0015967	XP_002871197.1	Ag006G502840
OG0015968	XP_020876054.1	Ag006G501870
OG0015969	XP_002871189.1	Ag006G501850
OG0015970	XP_020876019.1	Ag006G501840
OG0015971	XP_002871181.2	Ag006G501560
OG0015972	XP_002873224.1	Ag006G501510
OG0015973	XP_002873222.1	Ag006G501320
OG0015974	XP_020875941.1	Ag006G501230
OG0015975	XP_002871176.1	Ag006G501190
OG0015976	XP_002871154.1	Ag006G500450
OG0015977	XP_020886299.1	Ag005G464420, Ag005G464410
OG0015978	XP_020876003.1	Ag006G500030
OG0015979	XP_002871141.1	Ag006G499960
OG0015980	XP_020876008.1	Ag006G499780
OG0015981	XP_020875911.1	Ag006G499240
OG0015982	XP_020866812.1	Ag004G326250
OG0015983	XP_002873158.2	Ag006G498580
OG0015984	XP_002873153.1	Ag006G498230
OG0015985	XP_020876998.1	Ag006G498120
OG0015986	XP_002874297.1	Ag008G719910
OG0015987	XP_020877863.1	Ag008G719930
OG0015988	XP_020877867.1	Ag008G719960
OG0015989	XP_002874285.1	Ag008G720130
OG0015990	XP_002874251.1	Ag008G721020
OG0015991	XP_020879061.1	Ag008G721170
OG0015992	XP_020876188.1	Ag008G721610
OG0015993	XP_020878643.1	Ag008G721700
OG0015994	XP_002872128.1	Ag008G721830
OG0015995	XP_020878658.1	Ag008G721920
OG0015996	XP_002874189.1	Ag008G722570
OG0015997	XP_020877413.1	Ag008G722500
OG0015998	XP_020877943.1	Ag008G722350
OG0015999	XP_002874202.2	Ag008G722340
OG0016001	XP_020876298.1	Ag008G722970
OG0016002	XP_020877897.1	Ag008G723390
OG0016003	XP_002872075.1	Ag008G723450
OG0016004	XP_002872071.1	Ag008G723510
OG0016005	XP_002885751.1	Ag005G426410
OG0016006	XP_002874133.1	Ag008G723850
OG0016007	XP_020878485.1	Ag008G723920
OG0016009	XP_002874110.1	Ag008G724500
OG0016010	XP_020878496.1	Ag008G724940
OG0016011	XP_002866406.1	Ag008G724970
OG0016012	XP_002876993.1	Ag008G724980
OG0016013	XP_020871858.1	Ag008G725300
OG0016015	XP_020871240.1	Ag008G725790
OG0016016	XP_020882381.1	Ag008G726140
OG0016017	XP_020868741.1	Ag008G726240
OG0016018	XP_020865862.1	Ag008G726870
OG0016019	XP_020883417.1	Ag008G726920
OG0016020	XP_002866480.1	Ag008G727100
OG0016021	XP_002864783.1	Ag008G727200
OG0016022	XP_002866484.1	Ag008G727210
OG0016023	XP_020871223.1	Ag008G727890
OG0016024	XP_002866503.1	Ag008G728120
OG0016025	XP_002866508.1	Ag008G728310
OG0016026	XP_020890309.1	Ag008G728610
OG0016027	XP_020881576.1	Ag008G728710
OG0016028	XP_020871872.1	Ag008G728960
OG0016029	XP_020866380.1	Ag008G706640
OG0016030	XP_020867476.1	Ag008G706220
OG0016031	XP_020886848.1	Ag008G706090
OG0016032	XP_020886863.1	Ag008G706080
OG0016033	XP_002866270.2	Ag008G705960
OG0016034	XP_020886357.1	Ag008G705910
OG0016035	XP_020878393.1	Ag008G705420
OG0016036	XP_020878324.1	Ag008G705400
OG0016037	XP_002877796.1	Ag001G067380
OG0016038	XP_002876076.1	Ag001G067470
OG0016039	XP_002876065.1	Ag001G059430, Ag001G059610
OG0016040	XP_002876048.2	Ag001G062450
OG0016041	XP_020880698.1	Ag001G061230
OG0016042	XP_002876029.2	Ag001G061190
OG0016043	XP_020879856.1	Ag005G404140
OG0016044	XP_020881929.1	Ag001G060480
OG0016045	XP_020882419.1	Ag001G060060
OG0016047	XP_002875992.1	Ag001G058090
OG0016048	XP_020881965.1	Ag008G693250
OG0016049	XP_020882142.1	Ag008G693200
OG0016050	XP_020877597.1	Ag008G722290
OG0016051	XP_002877665.1	Ag008G692620
OG0016052	XP_002877644.1	Ag008G691760
OG0016053	XP_002877640.1	Ag008G691620
OG0016054	XP_002875936.2	Ag008G691600
OG0016055	XP_002890837.1	Ag007G581470
OG0016056	XP_020880366.1	Ag001G056170
OG0016057	XP_020880371.1	Ag001G056120
OG0016058	XP_020880359.1	Ag001G056080
OG0016059	XP_002877607.2	Ag001G055900
OG0016060	XP_002875889.1	Ag001G055670
OG0016061	XP_020880351.1	Ag001G055610
OG0016062	XP_002866527.1	Ag008G728730
OG0016063	XP_002877599.1	Ag001G054930
OG0016064	XP_002875879.1	Ag001G055020
OG0016065	XP_002877591.1	Ag001G055320
OG0016066	XP_020880761.1	Ag001G055540
OG0016067	XP_020881064.1	Ag001G054580
OG0016068	XP_002875866.1	Ag001G054390
OG0016069	XP_020880904.1	Ag001G054320
OG0016071	XP_020881664.1	Ag001G054000
OG0016072	XP_002875842.1	Ag001G053460
OG0016073	XP_020881010.1	Ag001G053530
OG0016074	XP_002875840.1	Ag001G053540
OG0016075	XP_020881011.1	Ag001G053560
OG0016076	XP_002875838.1	Ag001G053620
OG0016077	XP_002877534.1	Ag001G052920
OG0016078	XP_020882495.1	Ag003G259120
OG0016079	XP_002875803.1	Ag001G052280
OG0016081	XP_020880435.1	Ag010G740760, Ag001G050560
OG0016082	XP_002875730.1	Ag010G740610, Ag001G050290
OG0016083	XP_002877397.2	Ag003G294360
OG0016084	XP_002877338.1	Ag008G706630
OG0016085	XP_020880971.1	Ag005G425290
OG0016086	XP_020879949.1	Ag008G674450
OG0016087	XP_002875601.1	Ag001G051870
OG0016088	XP_020879714.1	Ag002G188530
OG0016089	XP_020880290.1	Ag001G099470
OG0016090	XP_002877258.1	Ag008G675130
OG0016091	XP_020869574.1	Ag004G299600
OG0016092	XP_020865904.1	Ag004G353930
OG0016093	XP_020891365.1	Ag004G355810
OG0016094	XP_002887157.1	Ag004G354250
OG0016095	XP_020865664.1	Ag004G353870
OG0016096	XP_020890715.1	Ag004G354700
OG0016097	XP_020889619.1	Ag004G351710
OG0016098	XP_002887207.2	Ag004G350810
OG0016099	XP_002884909.1	Ag005G471150
OG0016100	XP_020865731.1	Ag004G351380
OG0016101	XP_002887211.1	Ag004G350600
OG0016102	XP_002887214.1	Ag004G350510
OG0016103	XP_002888693.1	Ag004G350500
OG0016104	XP_020890488.1	Ag004G350440
OG0016105	XP_002888697.1	Ag004G350430
OG0016106	XP_020889980.1	Ag004G349900
OG0016107	XP_020889917.1	Ag004G349330
OG0016109	XP_002887240.1	Ag004G348870
OG0016110	XP_020889787.1	Ag004G348860
OG0016111	XP_002887247.1	Ag004G348420
OG0016112	XP_002863114.2	Ag004G347430
OG0016113	XP_002888748.1	Ag004G346750, Ag006G576530
OG0016114	XP_002888753.1	Ag004G346430
OG0016115	XP_002887282.2	Ag004G346150
OG0016116	XP_002888760.1	Ag004G345990
OG0016117	XP_020882154.1	Ag008G719840
OG0016118	XP_020891072.1	Ag004G344630
OG0016119	XP_002887320.1	Ag004G344550
OG0016120	XP_020890155.1	Ag004G344180
OG0016121	XP_020865596.1	Ag004G344070
OG0016122	XP_002887345.1	Ag004G343450
OG0016123	XP_002888822.1	Ag004G343390
OG0016124	XP_002887357.1	Ag004G343250
OG0016125	XP_002888827.1	Ag004G343130
OG0016126	XP_002888831.1	Ag004G343090
OG0016127	XP_020865933.1	Ag004G342810
OG0016128	XP_002887376.1	Ag004G342680
OG0016129	XP_002887380.2	Ag004G342610
OG0016130	XP_002887382.1	Ag004G342500
OG0016131	XP_002887383.1	Ag004G342490
OG0016132	XP_020889976.1	Ag004G342430
OG0016133	XP_002888845.2	Ag004G342410
OG0016134	XP_020865884.1	Ag004G342330
OG0016135	XP_020865881.1	Ag004G342260
OG0016136	XP_020890861.1	Ag003G240660
OG0016137	XP_002887723.1	Ag003G214910
OG0016138	XP_002889172.1	Ag003G215190
OG0016139	XP_020891026.1	Ag003G215260
OG0016140	XP_020865639.1	Ag003G215360
OG0016141	XP_002889153.2	Ag003G216810
OG0016142	XP_002887693.1	Ag003G217010
OG0016143	XP_002887684.1	Ag003G218080
OG0016144	XP_020890656.1	Ag003G218160
OG0016145	XP_002887673.1	Ag003G218680
OG0016146	XP_002887662.1	Ag003G219360
OG0016148	XP_020891691.1	Ag003G219690
OG0016149	XP_020890182.1	Ag003G219830
OG0016150	XP_002887645.1	Ag003G220010
OG0016151	XP_020886020.1	Ag005G425720
OG0016152	XP_002889086.1	Ag003G220170
OG0016153	XP_002887641.2	Ag003G220360
OG0016154	XP_002889080.1	Ag003G220670
OG0016155	XP_020889843.1	Ag003G220680
OG0016156	XP_020889608.1	Ag003G221890
OG0016157	XP_002889067.1	Ag003G222130
OG0016158	XP_002889062.1	Ag003G222400
OG0016159	XP_020890863.1	Ag003G222480
OG0016160	XP_002889047.1	Ag003G223490
OG0016161	XP_002889036.1	Ag003G224750
OG0016162	XP_002889035.1	Ag003G225120
OG0016163	XP_020890224.1	Ag003G225610
OG0016164	XP_002891322.1	Ag007G584390
OG0016165	XP_020890245.1	Ag003G226150
OG0016166	XP_002889025.1	Ag003G226190
OG0016167	XP_002887593.1	Ag003G226250
OG0016168	XP_020889648.1	Ag003G227040
OG0016169	XP_020889992.1	Ag003G227640
OG0016170	XP_002889005.1	Ag003G228200
OG0016171	XP_002889000.1	Ag003G228670
OG0016172	XP_020865802.1	Ag003G228710
OG0016173	XP_002887558.1	Ag003G229370
OG0016174	XP_020889973.1	Ag003G229580
OG0016175	XP_020891188.1	Ag003G229900
OG0016176	XP_020891187.1	Ag003G229910
OG0016177	XP_002887547.1	Ag003G230470
OG0016178	XP_020889778.1	Ag003G230640
OG0016179	XP_020865591.1	Ag003G231640
OG0016180	XP_002887536.1	Ag003G231650
OG0016181	XP_002887534.1	Ag003G231770
OG0016182	XP_002888960.1	Ag003G233240
OG0016185	XP_020891513.1	Ag003G235020
OG0016186	XP_002887480.1	Ag003G236440, Ag006G540890
OG0016187	XP_002887479.1	Ag003G236620
OG0016188	XP_020890375.1	Ag003G236730
OG0016189	XP_002888910.2	Ag003G237150
OG0016190	XP_002888908.1	Ag003G237580
OG0016191	XP_020889760.1	Ag003G237610
OG0016192	XP_020889761.1	Ag003G237630
OG0016193	XP_002887468.1	Ag003G237810
OG0016194	XP_002888901.1	Ag003G238170
OG0016195	XP_002888888.1	Ag003G238990
OG0016196	XP_020890236.1	Ag003G239300
OG0016197	XP_002888881.1	Ag003G239460
OG0016198	XP_002888879.1	Ag003G239660
OG0016199	XP_020890450.1	Ag003G212710
OG0016200	XP_002887761.1	Ag003G212470
OG0016201	XP_002889219.1	Ag003G212460
OG0016202	XP_020890442.1	Ag003G212420
OG0016203	XP_020890437.1	Ag003G212290
OG0016204	XP_002887775.1	Ag003G211870
OG0016205	XP_020865651.1	Ag003G211190
OG0016206	XP_002887801.1	Ag003G210640
OG0016207	XP_002889270.1	Ag003G210510
OG0016208	XP_002887841.1	Ag003G208200
OG0016209	XP_002887842.1	Ag003G208190
OG0016210	XP_020891577.1	Ag003G208060
OG0016211	XP_002887846.2	Ag003G207960
OG0016212	XP_002887850.1	Ag003G207900
OG0016213	XP_002887854.1	Ag003G207630
OG0016214	XP_002887860.1	Ag003G207820
OG0016215	XP_002889324.1	Ag003G207760
OG0016216	XP_002875401.1	Ag003G207750
OG0016217	XP_020891112.1	Ag003G207740
OG0016218	XP_020886349.1	Ag005G470570
OG0016219	XP_020886441.1	Ag006G516370, Ag005G470300
OG0016220	XP_002884944.1	Ag005G469910
OG0016222	XP_002884971.1	Ag005G469000
OG0016223	XP_020888601.1	Ag005G468490
OG0016224	XP_020888910.1	Ag005G468460
OG0016225	XP_002882845.1	Ag005G468310
OG0016226	XP_002882865.1	Ag005G467800
OG0016227	XP_020888129.1	Ag005G466440
OG0016228	XP_002882892.1	Ag005G465150
OG0016229	XP_002885058.1	Ag005G464930
OG0016230	XP_020888078.1	Ag005G464500
OG0016231	XP_020886836.1	Ag005G463790
OG0016233	XP_002885104.2	Ag005G462870
OG0016234	XP_020889478.1	Ag005G462440
OG0016235	XP_002885116.1	Ag005G462410
OG0016236	XP_002885128.1	Ag005G461690
OG0016237	XP_002882993.1	Ag005G461490
OG0016238	XP_002882994.1	Ag005G461480
OG0016239	XP_002882995.1	Ag005G461470
OG0016240	XP_020887441.1	Ag005G461440
OG0016241	XP_020866841.1, XP_020866224.1	Ag007G595700
OG0016242	XP_020889208.1	Ag005G460930
OG0016243	XP_020889138.1	Ag005G460010
OG0016244	XP_002883033.1	Ag005G459620
OG0016245	XP_020889127.1	Ag005G459610
OG0016246	XP_002883035.1	Ag005G459530
OG0016247	XP_020889197.1	Ag005G459320
OG0016248	XP_020889121.1	Ag005G459290
OG0016249	XP_002885191.1	Ag005G458950, Ag005G454460
OG0016250	XP_002883058.1	Ag005G458040
OG0016251	XP_020889096.1	Ag005G457910
OG0016252	XP_002883062.1	Ag005G457880
OG0016253	XP_020889211.1	Ag005G457570
OG0016254	XP_020889171.1	Ag005G456570
OG0016255	XP_002885234.1	Ag005G456520
OG0016256	XP_002883101.1	Ag005G456350
OG0016257	XP_002883105.1	Ag005G456230
OG0016258	XP_020887102.1	Ag005G456150
OG0016259	XP_002883128.1	Ag005G454850
OG0016260	XP_020888948.1	Ag005G454530, Ag005G453660
OG0016261	XP_020886170.1	Ag003G274270, Ag005G453440
OG0016263	XP_020886740.1	Ag005G452670
OG0016264	XP_020887466.1	Ag005G451010
OG0016265	XP_020886283.1	Ag005G450750
OG0016266	XP_020887494.1	Ag005G448860
OG0016267	XP_020887492.1	Ag005G448810
OG0016268	XP_020887978.1	Ag005G448630
OG0016269	XP_002883204.1	Ag005G448470
OG0016270	XP_020886422.1	Ag005G448400
OG0016271	XP_020889032.1	Ag005G448160
OG0016272	XP_002885378.1	Ag005G445900
OG0016273	XP_020891366.1	Ag004G378700
OG0016274	XP_002885395.1	Ag005G444720
OG0016275	XP_002883265.1	Ag005G444710
OG0016276	XP_020888535.1	Ag005G444590
OG0016277	XP_002885671.1	Ag005G428490
OG0016278	XP_002885449.1	Ag005G441330
OG0016279	XP_020887223.1	Ag005G441660
OG0016280	XP_020888460.1	Ag005G441750
OG0016281	XP_020889061.1	Ag005G439600
OG0016282	XP_002885487.1	Ag005G439160
OG0016283	XP_020886700.1	Ag005G438330
OG0016284	XP_020888899.1	Ag005G435790
OG0016285	XP_002883413.1	Ag005G435560
OG0016289	XP_020887698.1	Ag005G431190
OG0016290	XP_020886999.1	Ag005G431160
OG0016291	XP_020887939.1	Ag005G429730
OG0016292	XP_020886160.1	Ag005G428960
OG0016293	XP_020888777.1	Ag005G428920
OG0016294	XP_002878867.1	Ag003G231970
OG0016295	XP_020888541.1	Ag007G601240
OG0016297	XP_002863091.1	Ag005G427470
OG0016298	XP_002883625.1	Ag004G332830
OG0016299	XP_020887961.1	Ag005G426880
OG0016300	XP_002885774.1	Ag005G425880
OG0016301	XP_020888098.1	Ag005G426100
OG0016302	XP_020887123.1	Ag007G636910
OG0016303	XP_020886660.1	Ag008G683560
OG0016304	XP_002885884.1	Ag005G423530, Ag005G422720
OG0016307	XP_002883801.1	Ag007G649370
OG0016308	XP_002885842.1	Ag004G299150
OG0016309	XP_002883812.1	Ag005G420290
OG0016310	XP_002885895.1	Ag005G420490
OG0016311	XP_020889495.1	Ag005G420370
OG0016312	XP_002883819.2	Ag005G420450
OG0016313	XP_002885903.1	Ag005G420350
OG0016314	XP_020887198.1	Ag005G420320
OG0016315	XP_020886131.1	Ag001G032350
OG0016316	XP_020887294.1	Ag005G419990
OG0016317	XP_020888996.1	Ag005G419950
OG0016318	XP_020888086.1	Ag005G419940
OG0016319	XP_020873171.1	Ag001G041980
OG0016321	XP_002883884.1	Ag005G419670
OG0016322	XP_020889535.1	Ag008G701770
OG0016323	XP_020887938.1	Ag005G419520
OG0016324	XP_002885955.1	Ag005G419440
OG0016325	XP_020887388.1	Ag005G419160
OG0016326	XP_020889070.1	Ag005G417950
OG0016327	XP_002884011.2	Ag005G417710
OG0016328	XP_020888609.1	Ag005G417360
OG0016329	XP_020887486.1	Ag005G417310
OG0016330	XP_020888184.1	Ag005G416880
OG0016331	XP_020888491.1	Ag002G103360, Ag005G416360
OG0016332	XP_020889309.1	Ag005G414080
OG0016333	XP_020886293.1	Ag002G201160
OG0016335	XP_020886670.1	Ag005G412850
OG0016336	XP_020886325.1	Ag005G410490
OG0016337	XP_020886332.1	Ag005G410980
OG0016338	XP_002884127.1	Ag005G411090
OG0016339	XP_002886163.1	Ag005G411240
OG0016340	XP_002884119.1	Ag008G701790
OG0016341	XP_020889316.1	Ag005G409040
OG0016342	XP_020887455.1	Ag005G408110
OG0016343	XP_002886048.1	Ag005G407180
OG0016344	XP_002886044.1	Ag005G406980
OG0016345	XP_020886244.1	Ag005G405370
OG0016346	XP_020886943.1	Ag014G742020
OG0016347	XP_002883966.1	Ag014G741970
OG0016348	XP_002883952.1	Ag005G402470
OG0016349	XP_020887986.1	Ag005G402730
OG0016350	XP_002883944.1	Ag005G402740
OG0016351	XP_020886993.1	Ag005G402990
OG0016353	XP_002886301.1	Ag001G072510
OG0016354	XP_002886312.1	Ag005G436890
OG0016355	XP_002891860.1	Ag001G000860
OG0016356	XP_002894537.1	Ag001G000880
OG0016357	XP_020867341.1	Ag001G000990
OG0016358	XP_002894527.1	Ag001G001090
OG0016359	XP_020868928.1	Ag001G001370
OG0016360	XP_002894510.1	Ag001G001480
OG0016361	XP_020867594.1	Ag001G002390
OG0016362	XP_002894492.1	Ag001G002840
OG0016363	XP_002891812.1	Ag001G002960
OG0016364	XP_020885982.1	Ag005G468110
OG0016365	XP_020868448.1	Ag001G003820
OG0016366	XP_020887169.1	Ag005G466470
OG0016367	XP_002891772.1	Ag001G004600
OG0016368	XP_002891765.1	Ag001G005100
OG0016369	XP_002891739.1	Ag001G006520
OG0016370	XP_002891732.2	Ag001G006820
OG0016371	XP_002891724.1	Ag001G007120
OG0016372	XP_002891716.1	Ag001G007630
OG0016373	XP_002891715.2	Ag001G007650
OG0016374	XP_002894401.1	Ag001G007710
OG0016375	XP_002894392.1	Ag001G008070
OG0016376	XP_002894389.1	Ag001G008270
OG0016377	XP_020868134.1	Ag001G008390
OG0016378	XP_020868204.1	Ag001G008740
OG0016379	XP_020869167.1	Ag001G008940
OG0016380	XP_002894367.1	Ag001G009050
OG0016381	XP_002891678.1	Ag001G009170
OG0016382	XP_020869243.1	Ag001G009260
OG0016383	XP_002894284.1	Ag001G012230
OG0016384	XP_020869713.1	Ag001G011860
OG0016385	XP_002891617.1	Ag001G011850
OG0016386	XP_020883254.1	Ag001G011600
OG0016387	XP_020867311.1	Ag001G011240
OG0016388	XP_002891640.1	Ag001G011010
OG0016389	XP_020869126.1	Ag001G011000
OG0016390	XP_002894266.1	Ag001G014030
OG0016391	XP_020868250.1	Ag001G014120
OG0016392	XP_020867977.1	Ag001G014460
OG0016393	XP_002894234.1	Ag001G016230
OG0016394	XP_002894226.1	Ag001G016580
OG0016395	XP_020866704.1	Ag001G016910
OG0016396	XP_020866709.1	Ag001G017090
OG0016397	XP_020866697.1	Ag001G017530
OG0016398	XP_020881815.1	Ag001G019840
OG0016399	XP_020866754.1	Ag001G019880
OG0016400	XP_020866734.1	Ag001G019890
OG0016401	XP_020869683.1	Ag001G020400
OG0016402	XP_002894180.1	Ag001G020720
OG0016403	XP_002894165.1	Ag001G021280
OG0016404	XP_002894118.1	Ag001G024880
OG0016405	XP_020868740.1	Ag001G024920
OG0016406	XP_020868381.1	Ag001G025590
OG0016407	XP_020868369.1	Ag001G026040
OG0016408	XP_002891414.1	Ag001G026690, Ag001G026720
OG0016409	XP_020868365.1	Ag001G026880
OG0016410	XP_002891410.1	Ag001G027220
OG0016411	XP_002891405.1	Ag001G027290
OG0016412	XP_002891403.1	Ag001G027730
OG0016413	XP_002870166.1	Ag001G028460
OG0016414	XP_002870178.1	Ag001G029380
OG0016415	XP_002868163.1	Ag001G031210, Ag001G029930
OG0016416	XP_002868180.1	Ag001G031910
OG0016417	XP_020874416.1	Ag001G032170
OG0016418	XP_002868183.1	Ag001G032110
OG0016420	XP_020866937.1	Ag007G580470
OG0016421	XP_002879500.2	Ag002G160610
OG0016422	XP_002877832.1	Ag001G065160
OG0016423	XP_020882534.1	Ag001G064670
OG0016424	XP_020879657.1	Ag001G064440
OG0016425	XP_002877853.1	Ag001G064270
OG0016426	XP_020881999.1	Ag001G069060
OG0016427	XP_002876159.1	Ag001G069220
OG0016428	XP_020880198.1	Ag001G069230
OG0016429	XP_020880194.1	Ag001G069250
OG0016430	XP_020881158.1	Ag001G071570
OG0016432	XP_002892966.1	Ag004G328210
OG0016434	XP_020882458.1	Ag001G073620
OG0016435	XP_020880645.1	Ag001G073660
OG0016436	XP_020882616.1	Ag001G065900
OG0016437	XP_020880432.1	Ag001G065540
OG0016438	XP_020880126.1	Ag001G066160
OG0016439	XP_020881152.1	Ag001G066260
OG0016440	XP_020880405.1	Ag001G066620
OG0016441	XP_002890585.1	Ag003G242250
OG0016442	XP_002877814.1	Ag001G066640
OG0016443	XP_020880403.1	Ag001G066630
OG0016444	XP_020879943.1	Ag001G075320
OG0016445	XP_020881312.1	Ag001G075820
OG0016446	XP_020880470.1	Ag001G076210
OG0016447	XP_020880473.1	Ag001G076420
OG0016448	XP_020882158.1	Ag001G076440
OG0016449	XP_020882367.1	Ag001G078260
OG0016450	XP_002878031.1	Ag001G078310
OG0016451	XP_002876299.1	Ag001G078460
OG0016452	XP_020879841.1	Ag001G080450
OG0016453	XP_020882511.1	Ag001G080670
OG0016454	XP_002878074.2	Ag001G080930
OG0016455	XP_020881984.1	Ag001G081040
OG0016456	XP_020882575.1	Ag001G081550
OG0016457	XP_002876377.1	Ag001G082060
OG0016458	XP_002876380.1	Ag001G082370
OG0016459	XP_020880747.1	Ag001G083030
OG0016460	XP_002878128.1	Ag001G083500
OG0016461	XP_002878133.1	Ag001G083790
OG0016462	XP_020882244.1	Ag001G085040
OG0016463	XP_020879754.1	Ag001G085140
OG0016464	XP_020881228.1	Ag001G085190
OG0016465	XP_020881357.1	Ag001G085490
OG0016466	XP_020880800.1	Ag001G085650
OG0016467	XP_020880799.1	Ag001G085660
OG0016468	XP_002878182.1	Ag001G086000
OG0016469	XP_002876261.1	Ag001G075740
OG0016470	XP_002878222.2	Ag001G087950
OG0016471	XP_002878223.1	Ag001G087960
OG0016472	XP_020880569.1	Ag001G088040
OG0016473	XP_002878242.1	Ag001G088820
OG0016474	XP_002876500.1	Ag001G090620
OG0016475	XP_020879720.1	Ag001G090810
OG0016476	XP_002878288.1	Ag001G091310
OG0016477	XP_002885787.1	Ag005G425730
OG0016478	XP_020880249.1	Ag001G091770
OG0016479	XP_002878307.1	Ag001G091810
OG0016480	XP_020880110.1	Ag001G092360
OG0016481	XP_020880135.1	Ag001G092720
OG0016482	XP_020880429.1	Ag001G093070
OG0016483	XP_020881141.1	Ag001G093680
OG0016484	XP_020880200.1	Ag001G093990, Ag001G093940
OG0016485	XP_002876611.1	Ag001G094630
OG0016486	XP_002876618.1	Ag001G094840
OG0016487	XP_002876620.1	Ag001G094930
OG0016488	XP_020881594.1	Ag001G095200
OG0016489	XP_002878412.1	Ag001G095580
OG0016490	XP_020880836.1	Ag001G096000
OG0016491	XP_002878427.2	Ag001G096410
OG0016492	XP_020880148.1	Ag001G096810
OG0016493	XP_020879869.1	Ag001G097390
OG0016494	XP_002876671.1	Ag001G097400
OG0016495	XP_002876691.1	Ag001G098130
OG0016496	XP_020882155.1	Ag001G098080
OG0016497	XP_020882620.1	Ag001G098430
OG0016498	XP_002876708.1	Ag001G098470
OG0016499	XP_020882169.1	Ag001G098510
OG0016500	XP_020879984.1	Ag001G098750
OG0016501	XP_020882119.1	Ag001G098770
OG0016502	XP_020882118.1	Ag001G098790
OG0016503	XP_002878509.1	Ag001G098800
OG0016504	XP_020882106.1	Ag001G098880
OG0016505	XP_020880302.1	Ag001G098910
OG0016506	XP_020881763.1	Ag001G098980
OG0016507	XP_002876725.1	Ag001G099000
OG0016508	XP_002878521.1	Ag001G099040
OG0016509	XP_002878522.1	Ag001G099050
OG0016510	XP_002894555.1	Ag004G314220, Ag001G000320
