Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_amara
OG0016151	XP_020886020.1	evm.model.RL_1.2503
OG0016152	XP_002889086.1	evm.model.RL_3.2058
OG0016153	XP_002887641.2	evm.model.RL_3.2056
OG0016154	XP_002889080.1	evm.model.RL_3.2050
OG0016155	XP_020889843.1	evm.model.RL_3.2049
OG0016156	XP_020889608.1	evm.model.RL_3.2037
OG0016157	XP_002889067.1	evm.model.RL_3.2035
OG0016158	XP_002889062.1	evm.model.RL_3.2029
OG0016159	XP_020890863.1	evm.model.RL_3.2023
OG0016160	XP_002889047.1	evm.model.RL_3.1996
OG0016161	XP_002889036.1	evm.model.RL_3.1978
OG0016162	XP_002889035.1	evm.model.RL_3.1976
OG0016163	XP_020890224.1	evm.model.RL_3.1972
OG0016164	XP_002891322.1	evm.model.RL_5.2285
OG0016165	XP_020890245.1	evm.model.RL_3.1961
OG0016166	XP_002889025.1	evm.model.RL_3.1959
OG0016167	XP_002887593.1	evm.model.RL_3.1954
OG0016168	XP_020889648.1	evm.model.RL_3.1939
OG0016169	XP_020889992.1	evm.model.RL_3.1921
OG0016170	XP_002889005.1	evm.model.RL_3.1913
OG0016171	XP_002889000.1	evm.model.RL_3.1905
OG0016173	XP_002887558.1	evm.model.RL_3.1890
OG0016174	XP_020889973.1	evm.model.RL_3.1881
OG0016175	XP_020891188.1	evm.model.RL_3.1877
OG0016176	XP_020891187.1	evm.model.RL_3.1876
OG0016177	XP_002887547.1	evm.model.RL_3.1871
OG0016178	XP_020889778.1	evm.model.RL_3.1867
OG0016179	XP_020865591.1	evm.model.RL_3.1847.3.687c84bd
OG0016180	XP_002887536.1	evm.model.RL_3.1846
OG0016181	XP_002887534.1	evm.model.RL_3.1841
OG0016182	XP_002888960.1	evm.model.RL_3.1819
OG0016183	XP_020891476.1	evm.model.RL_3.1808
OG0016184	XP_020891785.1	evm.model.RL_3.1786
OG0016185	XP_020891513.1	evm.model.RL_3.1772
OG0016186	XP_002887480.1	evm.model.RL_3.1740
OG0016187	XP_002887479.1	evm.model.RL_3.1737
OG0016188	XP_020890375.1	evm.model.RL_3.1735
OG0016189	XP_002888910.2	evm.model.RL_3.1720
OG0016190	XP_002888908.1	evm.model.RL_3.1716
OG0016191	XP_020889760.1	evm.model.RL_3.1713
OG0016192	XP_020889761.1	evm.model.RL_3.1711
OG0016193	XP_002887468.1	evm.model.RL_3.1708
OG0016194	XP_002888901.1	evm.model.RL_3.1700
OG0016195	XP_002888888.1	evm.model.RL_3.1660
OG0016197	XP_002888881.1	evm.model.RL_3.1642
OG0016198	XP_002888879.1	evm.model.RL_3.1641
OG0016199	XP_020890450.1	evm.model.RL_3.2277
OG0016200	XP_002887761.1	evm.model.RL_3.2294.1.687c84be
OG0016201	XP_002889219.1	evm.model.RL_3.2295
OG0016202	XP_020890442.1	evm.model.RL_3.2298
OG0016203	XP_020890437.1	evm.model.RL_3.2302
OG0016205	XP_020865651.1	evm.model.RL_3.2356
OG0016206	XP_002887801.1	evm.model.RL_3.2375
OG0016207	XP_002889270.1	evm.model.RL_3.2384
OG0016208	XP_002887841.1	evm.model.RL_3.2457
OG0016209	XP_002887842.1	evm.model.RL_3.2458.1.687c84be
OG0016210	XP_020891577.1	evm.model.RL_3.2465
OG0016211	XP_002887846.2	evm.model.RL_3.2467
OG0016212	XP_002887850.1	evm.model.RL_3.2472
OG0016213	XP_002887854.1	evm.model.RL_3.2491
OG0016214	XP_002887860.1	evm.model.RL_3.2500.4.687c84be
OG0016215	XP_002889324.1	evm.model.RL_3.1453
OG0016216	XP_002875401.1	evm.model.RL_3.2505
OG0016217	XP_020891112.1	evm.model.RL_3.2506
OG0016218	XP_020886349.1	evm.model.RL_1.1179
OG0016219	XP_020886441.1	evm.model.RL_1.1193
OG0016220	XP_002884944.1	evm.model.RL_1.1215
OG0016221	XP_002884947.1	evm.model.RL_1.1219
OG0016222	XP_002884971.1	evm.model.RL_1.1264
OG0016223	XP_020888601.1	evm.model.RL_1.1280
OG0016224	XP_020888910.1	evm.model.RL_1.1284
OG0016225	XP_002882845.1	evm.model.RL_1.1292
OG0016226	XP_002882865.1	evm.model.RL_1.1320.1.687c87ec
OG0016227	XP_020888129.1	evm.model.RL_1.1340
OG0016228	XP_002882892.1	evm.model.RL_1.1394
OG0016229	XP_002885058.1	evm.model.RL_1.1405.3.687c87ed
OG0016230	XP_020888078.1	evm.model.RL_1.1425
OG0016231	XP_020886836.1	evm.model.RL_1.1468
OG0016232	XP_002885091.1	evm.model.RL_1.1479
OG0016233	XP_002885104.2	evm.model.RL_1.1497
OG0016234	XP_020889478.1	evm.model.RL_1.1514
OG0016235	XP_002885116.1	evm.model.RL_1.1518
OG0016236	XP_002885128.1	evm.model.RL_1.1542
OG0016237	XP_002882993.1	evm.model.RL_1.1558
OG0016238	XP_002882994.1	evm.model.RL_1.1559
OG0016239	XP_002882995.1	evm.model.RL_1.1560
OG0016240	XP_020887441.1	evm.model.RL_1.1563
OG0016242	XP_020889208.1	evm.model.RL_1.1586.1.687c87ed
OG0016243	XP_020889138.1	evm.model.RL_1.1601
OG0016244	XP_002883033.1	evm.model.RL_1.1615
OG0016245	XP_020889127.1	evm.model.RL_1.1616
OG0016246	XP_002883035.1	evm.model.RL_1.1619.1.687c87ed
OG0016247	XP_020889197.1	evm.model.RL_1.1624
OG0016248	XP_020889121.1	evm.model.RL_1.1628
OG0016249	XP_002885191.1	evm.model.RL_1.1642
OG0016251	XP_020889096.1	evm.model.RL_1.1667
OG0016252	XP_002883062.1	evm.model.RL_1.1670
OG0016253	XP_020889211.1	evm.model.RL_1.1676
OG0016254	XP_020889171.1	evm.model.RL_1.1703
OG0016256	XP_002883101.1	evm.model.RL_1.1713
OG0016257	XP_002883105.1	evm.model.RL_1.1718
OG0016258	XP_020887102.1	evm.model.RL_1.1724
OG0016259	XP_002883128.1	evm.model.RL_1.1748
OG0016260	XP_020888948.1	evm.model.RL_1.1766
OG0016261	XP_020886170.1	evm.model.RL_1.1779
OG0016262	XP_002883154.2	evm.model.RL_1.1796
OG0016263	XP_020886740.1	evm.model.RL_1.1802
OG0016264	XP_020887466.1	evm.model.RL_1.1818
OG0016265	XP_020886283.1	evm.model.RL_1.1825
OG0016266	XP_020887494.1	evm.model.RL_1.1865
OG0016267	XP_020887492.1	evm.model.RL_1.1868
OG0016268	XP_020887978.1	evm.model.RL_1.1877
OG0016269	XP_002883204.1	evm.model.RL_1.1889
OG0016270	XP_020886422.1	evm.model.RL_1.1890
OG0016271	XP_020889032.1	evm.model.RL_1.1907
OG0016272	XP_002885378.1	evm.model.RL_1.1969
OG0016273	XP_020891366.1	evm.model.RL_3.270
OG0016274	XP_002885395.1	evm.model.RL_1.1991
OG0016275	XP_002883265.1	evm.model.RL_1.1992
OG0016276	XP_020888535.1	evm.model.RL_1.2000
OG0016277	XP_002885671.1	evm.model.RL_1.2374
OG0016278	XP_002885449.1	evm.model.RL_1.2081
OG0016279	XP_020887223.1	evm.model.RL_1.2064
OG0016280	XP_020888460.1	evm.model.RL_1.2059
OG0016281	XP_020889061.1	evm.model.RL_1.2116, evm.model.RL_1.3065
OG0016282	XP_002885487.1	evm.model.RL_1.2131
OG0016283	XP_020886700.1	evm.model.RL_1.2153
OG0016284	XP_020888899.1	evm.model.RL_1.2212
OG0016285	XP_002883413.1	evm.model.RL_1.2223
OG0016286	XP_020887667.1	evm.model.RL_1.2243
OG0016287	XP_002885610.1	evm.model.RL_1.2296
OG0016288	XP_002883495.1, XP_002865598.2	evm.model.RL_1.2313
OG0016289	XP_020887698.1	evm.model.RL_1.2316
OG0016290	XP_020886999.1	evm.model.RL_1.2319
OG0016291	XP_020887939.1	evm.model.RL_1.2343
OG0016292	XP_020886160.1	evm.model.RL_1.2356
OG0016293	XP_020888777.1	evm.model.RL_1.2361
OG0016294	XP_002878867.1	evm.model.RL_6.474
OG0016295	XP_020888541.1	evm.model.RL_1.2391
OG0016296	XP_002883567.1	evm.model.RL_1.2385
OG0016297	XP_002863091.1	evm.model.RL_1.2405
OG0016298	XP_002883625.1	evm.model.RL_1.2439
OG0016299	XP_020887961.1	evm.model.RL_1.2430
OG0016300	XP_002885774.1	evm.model.RL_1.2489
OG0016301	XP_020888098.1	evm.model.RL_1.2472
OG0016302	XP_020887123.1	evm.model.RL_1.2585
OG0016303	XP_020886660.1	evm.model.RL_8.1357
OG0016304	XP_002885884.1	evm.model.RL_1.2625
OG0016305	XP_020887677.1	evm.model.RL_1.2568
OG0016306	XP_020889353.1	evm.model.RL_1.2531
OG0016307	XP_002883801.1	evm.model.RL_1.2622
OG0016308	XP_002885842.1	evm.model.RL_1.2589
OG0016309	XP_002883812.1	evm.model.RL_1.2666
OG0016310	XP_002885895.1	evm.model.RL_1.2673
OG0016311	XP_020889495.1	evm.model.RL_1.2674.2.687c87f0
OG0016312	XP_002883819.2	evm.model.RL_1.2675
OG0016313	XP_002885903.1	evm.model.RL_1.2677
OG0016314	XP_020887198.1	evm.model.RL_1.2678
OG0016315	XP_020886131.1	evm.model.RL_1.2685
OG0016316	XP_020887294.1	evm.model.RL_1.2693
OG0016317	XP_020888996.1	evm.model.RL_1.2690
OG0016318	XP_020888086.1	evm.model.RL_1.2687
OG0016319	XP_020873171.1	evm.model.RL_2.650
OG0016320	XP_002883879.2	evm.model.RL_1.2731
OG0016321	XP_002883884.1	evm.model.RL_1.2736
OG0016322	XP_020889535.1	evm.model.RL_1.2739
OG0016323	XP_020887938.1	evm.model.RL_1.2745
OG0016324	XP_002885955.1	evm.model.RL_1.2746
OG0016326	XP_020889070.1	evm.model.RL_1.2822
OG0016327	XP_002884011.2	evm.model.RL_1.2841
OG0016328	XP_020888609.1	evm.model.RL_1.2859_evm.model.RL_1.2860.1.687c9a6d
OG0016329	XP_020887486.1	evm.model.RL_1.2861
OG0016330	XP_020888184.1	evm.model.RL_1.2888
OG0016331	XP_020888491.1	evm.model.RL_1.2901
OG0016332	XP_020889309.1	evm.model.RL_1.2948
OG0016333	XP_020886293.1	evm.model.RL_1.2977
OG0016334	XP_020886294.1	evm.model.RL_1.2979
OG0016335	XP_020886670.1	evm.model.RL_1.2991
OG0016336	XP_020886325.1	evm.model.RL_1.3035
OG0016337	XP_020886332.1	evm.model.RL_1.3020
OG0016339	XP_002886163.1	evm.model.RL_1.3014
OG0016340	XP_002884119.1	evm.model.RL_1.3005
OG0016341	XP_020889316.1	evm.model.RL_1.3067
OG0016342	XP_020887455.1	evm.model.RL_2.514
OG0016343	XP_002886048.1	evm.model.RL_1.3113.1.687c87f1
OG0016344	XP_002886044.1	evm.model.RL_1.3120
OG0016345	XP_020886244.1	evm.model.RL_1.3148
OG0016346	XP_020886943.1	evm.model.RL_1.3159
OG0016347	XP_002883966.1	evm.model.RL_1.3162
OG0016348	XP_002883952.1	evm.model.RL_1.3177
OG0016349	XP_020887986.1	evm.model.RL_1.3185
OG0016350	XP_002883944.1	evm.model.RL_1.3186
OG0016351	XP_020886993.1	evm.model.RL_1.3200
OG0016352	XP_002886309.2	evm.model.RL_1.3283
OG0016353	XP_002886301.1	evm.model.RL_1.3265
OG0016354	XP_002886312.1	evm.model.RL_1.3287
OG0016355	XP_002891860.1	evm.model.RL_5.3972
OG0016356	XP_002894537.1	evm.model.RL_5.3969
OG0016357	XP_020867341.1	evm.model.RL_5.3963
OG0016358	XP_002894527.1	evm.model.RL_5.3955
OG0016359	XP_020868928.1	evm.model.RL_5.3941
OG0016360	XP_002894510.1	evm.model.RL_5.3935
OG0016361	XP_020867594.1	evm.model.RL_5.3916
OG0016362	XP_002894492.1	evm.model.RL_5.3902
OG0016363	XP_002891812.1	evm.model.RL_5.3895
OG0016364	XP_020885982.1	evm.model.RL_1.1299
OG0016365	XP_020868448.1	evm.model.RL_5.3868
OG0016366	XP_020887169.1	evm.model.RL_1.1337
OG0016367	XP_002891772.1	evm.model.RL_5.3846
OG0016368	XP_002891765.1	evm.model.RL_5.3831
OG0016369	XP_002891739.1	evm.model.RL_5.3788
OG0016370	XP_002891732.2	evm.model.RL_5.3776
OG0016371	XP_002891724.1	evm.model.RL_5.3760
OG0016372	XP_002891716.1	evm.model.RL_5.3739
OG0016373	XP_002891715.2	evm.model.RL_5.3738
OG0016374	XP_002894401.1	evm.model.RL_5.3736
OG0016375	XP_002894392.1	evm.model.RL_5.3725
OG0016376	XP_002894389.1	evm.model.RL_5.3721
OG0016377	XP_020868134.1	evm.model.RL_5.3714
OG0016378	XP_020868204.1	evm.model.RL_5.1858
OG0016379	XP_020869167.1	evm.model.RL_5.1860
OG0016380	XP_002894367.1	evm.model.RL_5.1866
OG0016381	XP_002891678.1	evm.model.RL_5.1868
OG0016382	XP_020869243.1	evm.model.RL_5.1869
OG0016383	XP_002894284.1	evm.model.RL_5.1967
OG0016384	XP_020869713.1	evm.model.RL_5.1957
OG0016385	XP_002891617.1	evm.model.RL_5.1956
OG0016386	XP_020883254.1	evm.model.RL_5.1942
OG0016387	XP_020867311.1	evm.model.RL_5.1930
OG0016388	XP_002891640.1	evm.model.RL_5.1924
OG0016389	XP_020869126.1	evm.model.RL_5.1923.1.687c88b8
OG0016390	XP_002894266.1	evm.model.RL_5.1981
OG0016391	XP_020868250.1	evm.model.RL_5.1984
OG0016392	XP_020867977.1	evm.model.RL_5.1990
OG0016393	XP_002894234.1	evm.model.RL_5.2023
OG0016394	XP_002894226.1	evm.model.RL_5.2033
OG0016395	XP_020866704.1	evm.model.RL_5.2035
OG0016396	XP_020866709.1	evm.model.RL_5.2039
OG0016397	XP_020866697.1	evm.model.RL_5.2046
OG0016398	XP_020881815.1	evm.model.RL_5.2077
OG0016399	XP_020866754.1	evm.model.RL_5.2079
OG0016400	XP_020866734.1	evm.model.RL_5.2080
OG0016401	XP_020869683.1	evm.model.RL_5.2081
OG0016402	XP_002894180.1	evm.model.RL_5.2083
OG0016403	XP_002894165.1	evm.model.RL_5.2095
OG0016404	XP_002894118.1	evm.model.RL_5.2153
OG0016405	XP_020868740.1	evm.model.RL_5.2166
OG0016406	XP_020868381.1	evm.model.RL_5.2174
OG0016407	XP_020868369.1	evm.model.RL_5.2182
OG0016408	XP_002891414.1	evm.model.RL_5.2195
OG0016409	XP_020868365.1	evm.model.RL_5.2202
OG0016410	XP_002891410.1	evm.model.RL_5.2204
OG0016411	XP_002891405.1	evm.model.RL_5.2206
OG0016412	XP_002891403.1	evm.model.RL_5.2214
OG0016413	XP_002870166.1	evm.model.RL_2.1177
OG0016414	XP_002870178.1	evm.model.RL_2.1161
OG0016415	XP_002868163.1	evm.model.RL_2.1148
OG0016416	XP_002868180.1	evm.model.RL_2.1116
OG0016417	XP_020874416.1	evm.model.RL_2.1114
OG0016418	XP_002868183.1	evm.model.RL_2.1113
OG0016419	XP_020884733.1	evm.model.RL_6.1565
OG0016420	XP_020866937.1	evm.model.RL_5.2880
OG0016421	XP_002879500.2	evm.model.RL_6.1534
OG0016422	XP_002877832.1	evm.model.RL_7.1197
OG0016423	XP_020882534.1	evm.model.RL_7.1185
OG0016424	XP_020879657.1	evm.model.RL_7.1165
OG0016425	XP_002877853.1	evm.model.RL_7.1157
OG0016426	XP_020881999.1	evm.model.RL_7.1134
OG0016427	XP_002876159.1	evm.model.RL_7.1124
OG0016428	XP_020880198.1	evm.model.RL_7.1123
OG0016429	XP_020880194.1	evm.model.RL_7.1121
OG0016430	XP_020881158.1	evm.model.RL_7.1083
OG0016431	XP_020887274.1	evm.model.RL_1.697
OG0016432	XP_002892966.1	evm.model.RL_5.1609
OG0016433	XP_002877915.1	evm.model.RL_7.1051
OG0016434	XP_020882458.1	evm.model.RL_7.988
OG0016435	XP_020880645.1	evm.model.RL_7.987
OG0016436	XP_020882616.1	evm.model.RL_7.1206
OG0016437	XP_020880432.1	evm.model.RL_7.1200.1.687c84b8
OG0016438	XP_020880126.1	evm.model.RL_7.1213
OG0016439	XP_020881152.1	evm.model.RL_7.1218
OG0016440	XP_020880405.1	evm.model.RL_7.1224
OG0016441	XP_002890585.1	evm.model.RL_5.3419
OG0016442	XP_002877814.1	evm.model.RL_7.1226
OG0016443	XP_020880403.1	evm.model.RL_7.1225.1.687c84b8
OG0016444	XP_020879943.1	evm.model.RL_7.930
OG0016445	XP_020881312.1	evm.model.RL_7.914
OG0016446	XP_020880470.1	evm.model.RL_7.894
OG0016447	XP_020880473.1	evm.model.RL_7.890.1.687c84b6
OG0016448	XP_020882158.1	evm.model.RL_7.888
OG0016449	XP_020882367.1	evm.model.RL_7.830
OG0016450	XP_002878031.1	evm.model.RL_7.827
OG0016451	XP_002876299.1	evm.model.RL_7.824
OG0016452	XP_020879841.1	evm.model.RL_7.759
OG0016453	XP_020882511.1	evm.model.RL_7.733
OG0016454	XP_002878074.2	evm.model.RL_7.743
OG0016456	XP_020882575.1	evm.model.RL_7.727
OG0016457	XP_002876377.1	evm.model.RL_7.705
OG0016458	XP_002876380.1	evm.model.RL_7.692
OG0016459	XP_020880747.1	evm.model.RL_7.675
OG0016460	XP_002878128.1	evm.model.RL_7.663
OG0016461	XP_002878133.1	evm.model.RL_7.652
OG0016462	XP_020882244.1	evm.model.RL_7.611
OG0016463	XP_020879754.1	evm.model.RL_7.604, evm.model.RL_7.570
OG0016464	XP_020881228.1	evm.model.RL_7.600
OG0016465	XP_020881357.1	evm.model.RL_7.579
OG0016466	XP_020880800.1	evm.model.RL_7.574
OG0016467	XP_020880799.1	evm.model.RL_7.573
OG0016468	XP_002878182.1	evm.model.RL_7.553
OG0016469	XP_002876261.1	evm.model.RL_7.921
OG0016470	XP_002878222.2	evm.model.RL_7.517
OG0016471	XP_002878223.1	evm.model.RL_7.515
OG0016472	XP_020880569.1	evm.model.RL_7.508
OG0016473	XP_002878242.1	evm.model.RL_7.475
OG0016474	XP_002876500.1	evm.model.RL_7.419
OG0016475	XP_020879720.1	evm.model.RL_7.407
OG0016476	XP_002878288.1	evm.model.RL_7.390
OG0016477	XP_002885787.1	evm.model.RL_1.2500
OG0016478	XP_020880249.1	evm.model.RL_7.369
OG0016479	XP_002878307.1	evm.model.RL_7.365
OG0016480	XP_020880110.1	evm.model.RL_7.348
OG0016481	XP_020880135.1	evm.model.RL_7.330
OG0016482	XP_020880429.1	evm.model.RL_7.317.5.687c84b4
OG0016483	XP_020881141.1	evm.model.RL_7.280
OG0016485	XP_002876611.1	evm.model.RL_7.231
OG0016486	XP_002876618.1	evm.model.RL_7.223
OG0016487	XP_002876620.1	evm.model.RL_7.218
OG0016488	XP_020881594.1	evm.model.RL_7.208
OG0016489	XP_002878412.1	evm.model.RL_7.192, evm.model.RL_7.191.1.687c84b3
OG0016490	XP_020880836.1	evm.model.RL_7.182
OG0016491	XP_002878427.2	evm.model.RL_7.167
OG0016492	XP_020880148.1	evm.model.RL_7.144
OG0016493	XP_020879869.1	evm.model.RL_7.127
OG0016494	XP_002876671.1	evm.model.RL_7.126
OG0016495	XP_002876691.1	evm.model.RL_7.83
OG0016496	XP_020882155.1	evm.model.RL_7.87
OG0016497	XP_020882620.1	evm.model.RL_7.59
OG0016498	XP_002876708.1	evm.model.RL_7.55
OG0016499	XP_020882169.1	evm.model.RL_7.51
OG0016500	XP_020879984.1	evm.model.RL_7.35
OG0016501	XP_020882119.1	evm.model.RL_7.33
OG0016502	XP_020882118.1	evm.model.RL_7.32
OG0016503	XP_002878509.1	evm.model.RL_7.31
OG0016504	XP_020882106.1	evm.model.RL_7.22.1.687c84b2
OG0016505	XP_020880302.1	evm.model.RL_7.19
OG0016506	XP_020881763.1	evm.model.RL_7.15
OG0016507	XP_002876725.1	evm.model.RL_7.13
OG0016508	XP_002878521.1	evm.model.RL_7.9
OG0016509	XP_002878522.1	evm.model.RL_7.8
OG0016510	XP_002894555.1	evm.model.RL_5.3989
OG0016511	XP_020867992.1	evm.model.RL_5.3709
OG0016513	XP_020874591.1	evm.model.RL_2.1127
OG0016515	XP_002863259.1	evm.model.RL_2.827
OG0016516	XP_020882342.1	evm.model.RL_7.1288
OG0016517	XP_020881380.1	evm.model.RL_7.1084
OG0016518	XP_020881035.1	evm.model.RL_7.1000
OG0016519	XP_002878171.2	evm.model.RL_7.578.1.687c84b5
OG0016520	XP_020879683.1	evm.model.RL_7.557
OG0016521	XP_002863862.2	evm.model.RL_4.1081
OG0016522	XP_020880119.1	evm.model.RL_7.392
OG0016523	XP_020885447.1	evm.model.RL_6.214
OG0016524	XP_020880057.1	evm.model.RL_7.333
OG0016525	XP_002876596.1	evm.model.RL_7.259
OG0016526	XP_020880842.1	evm.model.RL_7.185
OG0016527	XP_020873984.1	evm.model.RL_2.1184
OG0016528	XP_002863442.2	evm.model.RL_4.237
OG0016529	XP_002865159.2	evm.model.RL_4.122
OG0016530	XP_020871666.1	evm.model.RL_4.10
OG0016531	XP_002865325.1	evm.model.RL_4.376
OG0016532	XP_020882584.1	evm.model.RL_7.2539
OG0016533	XP_020883017.1	evm.model.RL_6.1588
OG0016535	XP_020885831.1	evm.model.RL_6.1935
OG0016536	XP_002880030.1	evm.model.RL_6.2445
OG0016537	XP_020883416.1	evm.model.RL_6.2860, evm.model.RL_6.2858
OG0016538	XP_002878636.2	evm.model.RL_6.166
OG0016539	XP_020891585.1	evm.model.RL_3.2147.2.687c84bd
OG0016540	XP_002870444.1	evm.model.RL_2.596
OG0016541	XP_002867499.1	evm.model.RL_2.2265
OG0016542	XP_020875465.1	evm.model.RL_2.2798
OG0016543	XP_002864051.1	evm.model.RL_8.1127
OG0016545	XP_002868839.1	evm.model.RL_2.3495
OG0016546	XP_002892087.1	evm.model.RL_5.64_evm.model.RL_5.65
OG0016547	XP_020869407.1	evm.model.RL_5.306
OG0016548	XP_020866789.1	evm.model.RL_5.447
OG0016549	XP_020867664.1	evm.model.RL_5.579
OG0016550	XP_002889718.1	evm.model.RL_5.748
OG0016551	XP_020866924.1	evm.model.RL_5.768
OG0016552	XP_020867882.1	evm.model.RL_5.909
OG0016553	XP_020870715.1	evm.model.RL_5.984
OG0016555	XP_020868930.1	evm.model.RL_5.1067
OG0016556	XP_002892765.1	evm.model.RL_5.1208
OG0016558	XP_020871004.1	evm.model.RL_5.1392
OG0016559	XP_020867798.1	evm.model.RL_5.1589
OG0016560	XP_020870530.1	evm.model.RL_5.1615
OG0016561	XP_020867750.1	evm.model.RL_5.1809
OG0016562	XP_020868623.1	evm.model.RL_5.3678
OG0016563	XP_020891451.1	evm.model.RL_3.1402
OG0016564	XP_020889915.1	evm.model.RL_3.1232
OG0016565	XP_020889984.1	evm.model.RL_3.1156
OG0016568	XP_020891142.1	evm.model.RL_4.671
OG0016569	XP_002885592.2	evm.model.RL_1.2278
OG0016570	XP_020887185.1	evm.model.RL_1.1442
OG0016571	XP_020888317.1	evm.model.RL_1.1070
OG0016572	XP_020888976.1	evm.model.RL_1.993
OG0016573	XP_020888379.1	evm.model.RL_1.898
OG0016574	XP_002884649.1	evm.model.RL_1.688
OG0016576	XP_020888144.1	evm.model.RL_1.106
OG0016577	XP_020879245.1	evm.model.RL_4.3342
OG0016578	XP_002873137.2	evm.model.RL_4.3115
OG0016579	XP_020876053.1	evm.model.RL_4.2946
OG0016580	XP_002871220.1	evm.model.RL_4.2893
OG0016581	XP_020878468.1	evm.model.RL_4.2879.2.687c86db
OG0016582	XP_020875864.1	evm.model.RL_4.2830
OG0016584	XP_002891102.1	evm.model.RL_5.2535
OG0016585	XP_020866350.1	evm.model.RL_5.2618
OG0016586	XP_002893750.1	evm.model.RL_5.2654, evm.model.RL_5.2657
OG0016587	XP_002867702.1	evm.model.RL_2.1869
OG0016588	XP_002869857.1	evm.model.RL_2.1700
OG0016589	XP_002891300.1	evm.model.RL_5.2314
OG0016590	XP_002885245.1	evm.model.RL_1.1737
OG0016591	XP_002870121.1	evm.model.RL_2.1267
OG0016592	XP_020867829.1	evm.model.RL_5.3102
OG0016594	XP_002881204.1	evm.model.RL_6.1284
OG0016595	XP_002879288.2	evm.model.RL_6.1184
OG0016596	XP_002881120.1	evm.model.RL_6.1151
OG0016597	XP_002879152.1, XP_002878119.1	evm.model.RL_6.848
OG0016598	XP_020879012.1	evm.model.RL_4.2760
OG0016599	XP_002873410.1	evm.model.RL_4.2631
OG0016600	XP_020878010.1	evm.model.RL_4.2568
OG0016601	XP_002871461.1	evm.model.RL_4.2469
OG0016602	XP_002873585.1	evm.model.RL_4.2331
OG0016604	XP_002873633.1	evm.model.RL_4.2238
OG0016606	XP_020891769.1	evm.model.RL_4.836
OG0016607	XP_002863907.1, XP_002863048.1	evm.model.RL_4.830
OG0016609	XP_002875935.1	evm.model.RL_7.1492
OG0016610	XP_020870246.1	evm.model.RL_5.3350
OG0016611	XP_020878347.1	evm.model.RL_8.1894, evm.model.RL_3.681
OG0016612	XP_002864637.1	evm.model.RL_8.2029
OG0016613	XP_020878656.1	evm.model.RL_4.1253
OG0016616	XP_020867831.1	evm.model.RL_5.3220
OG0016617	XP_002890731.1	evm.model.RL_5.3135
OG0016619	XP_020866197.1	evm.model.RL_5.2043, evm.model.RL_5.2042, evm.model.RL_5.2041
OG0016620	XP_002891621.1	evm.model.RL_5.1948
OG0016625	XP_020888351.1	evm.model.RL_1.2962.1.687c87f0
OG0016626	XP_020883057.1	evm.model.RL_6.179
OG0016627	XP_020885200.1	evm.model.RL_6.351
OG0016629	XP_002877081.1	evm.model.RL_7.2231, evm.model.RL_7.2229, evm.model.RL_7.2232
OG0016630	XP_020880905.1	evm.model.RL_7.1616
OG0016631	XP_002877714.1	evm.model.RL_7.1406.2.687c9769
OG0016632	XP_020882288.1	evm.model.RL_7.1386
OG0016633	XP_002876405.1	evm.model.RL_7.643
OG0016633	XP_020880440.1	evm.model.RL_7.308
OG0016635	XP_020876488.1, XP_020876451.1	evm.model.RL_8.425
OG0016636	XP_020878070.1	evm.model.RL_8.71
OG0016638	XP_020873852.1, XP_020873849.1	evm.model.RL_2.1816
OG0016639	XP_020875785.1	evm.model.RL_1.1074
OG0016641	XP_002892280.1	evm.model.RL_5.391
OG0016642	XP_020865709.1	evm.model.RL_2.536, evm.model.RL_2.535
OG0016643	XP_020869643.1	evm.model.RL_3.640
OG0016645	XP_020874515.1	evm.model.RL_2.951
OG0016657	XP_002869514.1	evm.model.RL_2.2334
OG0016658	XP_020874884.1	evm.model.RL_2.2401, evm.model.RL_2.2357
OG0016659	XP_020874424.1	evm.model.RL_2.2359
OG0016660	XP_002867449.1	evm.model.RL_2.2361
OG0016661	XP_002869498.1	evm.model.RL_2.2366
OG0016662	XP_020873896.1	evm.model.RL_2.2399
OG0016663	XP_020875655.1	evm.model.RL_2.2429
OG0016664	XP_002867420.1	evm.model.RL_2.2442
OG0016665	XP_020872852.1	evm.model.RL_2.2500
OG0016666	XP_002867373.1	evm.model.RL_2.2524
OG0016667	XP_020875625.1	evm.model.RL_2.2527
OG0016668	XP_020874826.1	evm.model.RL_2.2528
OG0016669	XP_020874010.1	evm.model.RL_2.2637
OG0016670	XP_002869332.1	evm.model.RL_2.2648
OG0016671	XP_020872180.1	evm.model.RL_2.2699.3.687c86e6
OG0016672	XP_002867243.1	evm.model.RL_2.2754
OG0016673	XP_002869245.2	evm.model.RL_2.2792
OG0016675	XP_020875385.1	evm.model.RL_2.2858
OG0016676	XP_002867173.1	evm.model.RL_2.2866
OG0016677	XP_002869206.2	evm.model.RL_2.2871
OG0016679	XP_020873074.1	evm.model.RL_2.2941
OG0016681	XP_020874313.1	evm.model.RL_2.3000
OG0016682	XP_020870584.1	evm.model.RL_5.2821
OG0016683	XP_020868798.1	evm.model.RL_5.2804
OG0016684	XP_002891142.1	evm.model.RL_5.2798
OG0016685	XP_002891141.1	evm.model.RL_5.2796
OG0016686	XP_002890977.1	evm.model.RL_5.2735
OG0016687	XP_002893720.1	evm.model.RL_5.2725
