Orthogroup	Arabidopsis_lyrata_NCBI	Erysimum_linariifolium
OG0014196	XP_020890270.1	El004G230650
OG0014197	XP_020889614.1	El004G230350
OG0014198	XP_020890261.1	El004G230320
OG0014199	XP_020891437.1	El004G230110
OG0014200	XP_002889117.1	El004G230050
OG0014202	XP_002887654.1	El004G229680
OG0014203	XP_020891566.1	El004G229500
OG0014204	XP_020889931.1	El004G229210
OG0014205	XP_002889056.1	El004G228870
OG0014206	XP_002889055.1	El004G228850
OG0014207	XP_020890529.1	El004G228820
OG0014208	XP_002887617.1	El004G228640
OG0014209	XP_020890675.1	El004G228420
OG0014210	XP_020890225.1	El004G228150
OG0014211	XP_020889655.1	El004G227880
OG0014212	XP_020889653.1	El004G227870
OG0014213	XP_002889011.1	El004G227660
OG0014214	XP_020891005.1	El004G227630
OG0014215	XP_020890022.1	El004G227440
OG0014216	XP_002887559.1	El004G227330
OG0014217	XP_002888988.1	El004G227240
OG0014218	XP_020890745.1	El004G226990
OG0014219	XP_020890840.1	El004G226950
OG0014220	XP_002888972.1	El004G226880
OG0014221	XP_002887533.1	El004G226790
OG0014222	XP_020890604.1	El004G226710
OG0014223	XP_020890801.1	El004G226680
OG0014224	XP_002888955.1	El004G226420
OG0014225	XP_020890211.1	El004G226380
OG0014226	XP_020889904.1	El004G226280
OG0014227	XP_002887510.2	El004G226250
OG0014228	XP_020865885.1	El004G226210
OG0014229	XP_020891783.1	El004G226150
OG0014230	XP_002887500.1	El004G226090
OG0014231	XP_002887486.1	El004G225720
OG0014232	XP_002888916.1	El004G225410
OG0014233	XP_020890506.1	El004G225310
OG0014235	XP_002887450.1	El004G224880
OG0014236	XP_002888887.1	El004G224760
OG0014237	XP_020891264.1	El004G224730
OG0014238	XP_020867513.1	El002G101550
OG0014239	XP_002887435.1	El004G224540
OG0014240	XP_002887434.1	El004G224530
OG0014241	XP_020891738.1	El004G224450
OG0014242	XP_020891210.1	El004G224220
OG0014243	XP_020890479.1	El004G232350
OG0014244	XP_020891456.1	El004G232440
OG0014245	XP_002889230.1	El004G232530
OG0014246	XP_002889234.1	El006G318620, El004G232620
OG0014247	XP_002887779.1	El004G232800
OG0014248	XP_020865778.1	El004G232860
OG0014249	XP_002889241.1	El004G232870
OG0014250	XP_020891332.1	El004G232950, El004G234420
OG0014251	XP_020890641.1	El004G232970
OG0014252	XP_020890637.1	El004G233460
OG0014253	XP_002889280.1	El004G233730
OG0014254	XP_002889294.1	El004G234100
OG0014255	XP_020890751.1	El004G234110
OG0014256	XP_002887835.1	El004G234160
OG0014257	XP_002887836.1	El004G234190
OG0014258	XP_020891380.1	El004G234230
OG0014259	XP_020889734.1	El004G234520
OG0014260	XP_020890013.1	El004G234580
OG0014261	XP_020865770.1	El004G234620, El004G234640
OG0014262	XP_002889321.1	El004G234660
OG0014263	XP_020891218.1	El004G234790
OG0014264	XP_020891113.1	El004G234770
OG0014265	XP_020886407.1	El005G248480
OG0014266	XP_002884933.2	El005G248750
OG0014267	XP_002884953.1	El005G249140
OG0014268	XP_002884993.1	El005G249930
OG0014269	XP_002882856.1	El005G249950
OG0014270	XP_020882286.1	El007G339990
OG0014271	XP_002885007.1	El005G250200
OG0014272	XP_020888117.1	El005G250210
OG0014273	XP_020886606.1	El005G250250
OG0014274	XP_020886816.1	El005G250890
OG0014275	XP_020888820.1	El005G251230
OG0014276	XP_020888804.1	El005G251260
OG0014277	XP_020888816.1	El005G251290
OG0014278	XP_002885073.1	El005G251580
OG0014279	XP_002882924.1	El005G251750
OG0014280	XP_020888063.1	El005G252220
OG0014281	XP_020887646.1	El005G252270
OG0014282	XP_020889474.1	El005G252620
OG0014283	XP_002872353.1	El001G011560
OG0014284	XP_002885123.1	El005G252770
OG0014285	XP_002882977.1	El005G252810
OG0014286	XP_020889168.1	El005G253100
OG0014287	XP_020889137.1	El005G253330
OG0014288	XP_002885165.1	El005G253610
OG0014289	XP_020889214.1	El005G253840
OG0014290	XP_002885189.1	El005G254050
OG0014291	XP_020889155.1	El005G254170
OG0014292	XP_002883073.1	El005G254540
OG0014293	XP_002883077.1	El005G254580
OG0014294	XP_002883090.1	El005G254750
OG0014295	XP_002883103.2	El005G255130, El005G255090
OG0014296	XP_002883120.1	El005G255390
OG0014297	XP_002880927.1	El006G305190
OG0014298	XP_020889437.1	El005G255800
OG0014300	XP_020887506.1	El005G256090
OG0014301	XP_002885283.1	El005G256280
OG0014303	XP_002885299.1	El005G256620
OG0014304	XP_020887980.1	El005G256640
OG0014305	XP_002883167.1	El005G256650
OG0014306	XP_002894216.1	El002G133970
OG0014307	XP_020888785.1	El005G256950
OG0014308	XP_002883185.1	El005G256970
OG0014309	XP_020866735.1	El002G134140
OG0014310	XP_020886412.1	El005G257320
OG0014311	XP_002883209.1	El005G257420
OG0014312	XP_002885344.1	El005G257470
OG0014313	XP_020888383.1	El005G258020
OG0014314	XP_020887098.1	El005G243980
OG0014315	XP_002885370.1	El005G258140
OG0014316	XP_020888560.1	El005G258320
OG0014317	XP_020886681.1	El005G258330
OG0014318	XP_002862842.2, XP_020888494.1	El005G258350
OG0014319	XP_020888533.1	El005G258740
OG0014320	XP_002885406.1	El005G258810
OG0014321	XP_002883275.1	El005G258850
OG0014322	XP_020887932.1	El005G258870
OG0014323	XP_002885445.1	El005G259760
OG0014324	XP_002883301.1	El005G259550
OG0014325	XP_020888978.1	El005G259490
OG0014326	XP_020889385.1	El005G259420
OG0014327	XP_020889383.1	El005G259410
OG0014328	XP_002885460.1	El005G260050
OG0014329	XP_002885474.1	El005G260300
OG0014330	XP_002883372.1	El005G261510
OG0014331	XP_020878784.1	El001G060190, El001G076310
OG0014332	XP_002883381.1	El005G262260, El005G262000
OG0014333	XP_020886678.1	El005G262830
OG0014334	XP_002885564.1	El005G264900
OG0014335	XP_020885970.1	El005G265150, El005G265160
OG0014336	XP_002883436.1	El005G265190
OG0014337	XP_020887228.1	El005G265600
OG0014338	XP_020875323.1	El003G176040, El003G176010
OG0014339	XP_020888384.1	El005G267130
OG0014340	XP_002883518.2	El005G267540
OG0014341	XP_002885645.1	El005G267620
OG0014342	XP_020886495.1	El005G267640
OG0014343	XP_020886500.1	El005G267660
OG0014344	XP_002883539.1	El005G268070
OG0014345	XP_020886068.1	El005G268190
OG0014346	XP_002883591.1	El005G268780
OG0014347	XP_020887985.1	El005G268790
OG0014348	XP_020887676.1	El005G268920
OG0014349	XP_020888955.1	El005G269770, El005G269760
OG0014350	XP_020888455.1	El005G269740
OG0014351	XP_002883649.2	El005G269570
OG0014352	XP_002883798.1	El005G271830
OG0014353	XP_020887657.1	El005G276500
OG0014354	XP_020887912.1	El005G271290
OG0014355	XP_002883738.1	El005G271080
OG0014356	XP_020887540.1	El005G270900
OG0014357	XP_020887541.1	El005G270890
OG0014358	XP_002885808.1	El005G270780
OG0014359	XP_002885803.1	El005G270760
OG0014360	XP_020888163.1	El005G270640
OG0014361	XP_020888659.1	El005G270210
OG0014362	XP_002883782.1	El005G271650
OG0014363	XP_020888827.1	El005G272970
OG0014364	XP_020888109.1	El005G271510
OG0014365	XP_002885894.2	El005G271960
OG0014366	XP_020888076.1	El005G272180
OG0014367	XP_002883831.2	El005G272210
OG0014368	XP_002883844.1	El005G272370
OG0014369	XP_002883848.1	El005G272380
OG0014370	XP_002867184.1	El003G149330
OG0014371	XP_020886824.1	El005G272450
OG0014372	XP_002870994.1	El001G080040
OG0014373	XP_002885950.1	El005G272600
OG0014374	XP_002892426.1	El002G090640
OG0014375	XP_002885984.1	El005G273210
OG0014376	XP_002885987.1	El005G273260
OG0014377	XP_002883932.1	El005G273310
OG0014378	XP_020887838.1	El005G273640
OG0014379	XP_020868206.1	El002G125950
OG0014380	XP_002886068.1	El005G273910
OG0014381	XP_020868641.1	El002G125350, El005G265800
OG0014382	XP_002886091.1	El005G274310
OG0014383	XP_020888994.1	El005G274780
OG0014384	XP_020887279.1	El005G275030
OG0014385	XP_020887860.1	El005G275240
OG0014386	XP_020889459.1	El005G276750, El005G276070
OG0014387	XP_002884153.1	El005G277120
OG0014388	XP_002886190.1	El005G277130
OG0014389	XP_002884187.1	El005G277340
OG0014390	XP_020887085.1	El005G277380
OG0014391	XP_002886253.1	El005G277390
OG0014392	XP_020888468.1	El005G277740
OG0014394	XP_020886861.1	El005G278070
OG0014395	XP_020888177.1	El005G278450
OG0014396	XP_020887116.1	El005G278490
OG0014397	XP_002883937.1	El005G278660
OG0014398	XP_020887326.1	El005G278970
OG0014399	XP_020888561.1	El005G279120
OG0014400	XP_002884217.2	El005G279210
OG0014401	XP_020887686.1	El005G279430
OG0014402	XP_002884220.1	El005G279400
OG0014403	XP_002891884.1	El002G141530
OG0014404	XP_002891882.1	El002G141490
OG0014405	XP_020867340.1	El002G140940
OG0014406	XP_020870768.1	El002G140890
OG0014407	XP_002891836.1	El002G140460
OG0014408	XP_002891831.1	El002G140390
OG0014409	XP_002894501.1	El002G140360
OG0014410	XP_020884614.1	El007G366910
OG0014411	XP_020868827.1	El002G140250
OG0014412	XP_002894461.1	El002G139350
OG0014413	XP_002894458.1	El002G127300, El002G139190
OG0014414	XP_020867213.1	El002G139060
OG0014415	XP_002894433.1	El002G138360
OG0014416	XP_002894404.1	El002G137800
OG0014417	XP_020870219.1	El002G137780
OG0014418	XP_002891711.1	El002G137630
OG0014419	XP_020868132.1	El002G137260
OG0014420	XP_020868695.1	El002G137250
OG0014421	XP_020868694.1	El002G137240
OG0014422	XP_020869245.1	El002G137120
OG0014423	XP_020866000.1	El002G136770
OG0014424	XP_020869703.1	El002G136340
OG0014425	XP_002894330.1	El002G136240
OG0014426	XP_020869439.1	El002G135930
OG0014427	XP_002894282.1	El002G135150
OG0014428	XP_002894294.1	El002G135380
OG0014429	XP_002891633.1	El002G135670
OG0014430	XP_002888640.1	El004G218710
OG0014431	XP_020868144.1	El002G134810
OG0014432	XP_020867974.1	El005G260770, El002G134760
OG0014433	XP_020867279.1	El002G134650
OG0014434	XP_002891561.1	El002G134490
OG0014435	XP_020866743.1	El002G134440
OG0014436	XP_020866717.1	El002G133990
OG0014437	XP_002894214.1	El002G133920
OG0014438	XP_002891521.1	El002G133700
OG0014439	XP_020889364.1	El005G256500
OG0014440	XP_002894171.1, XP_002894179.1	El002G133380
OG0014441	XP_002891495.1	El002G133350
OG0014442	XP_002894160.1	El002G133020
OG0014443	XP_020867923.1, XP_002885674.1	El002G132940
OG0014444	XP_002891461.1	El002G132730
OG0014445	XP_020868141.1	El002G133110
OG0014446	XP_020870766.1	El002G132200
OG0014447	XP_020868368.1	El002G131830
OG0014448	XP_002894104.1	El002G131740
OG0014449	XP_002868146.2	El003G171400
OG0014450	XP_020872640.1	El003G171560
OG0014451	XP_020880887.1	El001G024970
OG0014452	XP_002870181.1	El003G171600
OG0014453	XP_002868170.2	El003G171960
OG0014454	XP_002870200.1	El003G172110
OG0014455	XP_020873150.1	El003G172220, El003G172240
OG0014456	XP_002881351.1	El006G296510
OG0014457	XP_002881350.1	El006G296520
OG0014458	XP_002881345.1	El006G296700
OG0014459	XP_020882148.1	El001G022290
OG0014460	XP_002876113.1	El001G022340
OG0014461	XP_020881684.1	El001G045200
OG0014462	XP_020879660.1	El001G022580
OG0014463	XP_002877849.1	El001G022590
OG0014464	XP_002876131.1	El001G022600
OG0014465	XP_020881208.1	El001G022660
OG0014466	XP_002876144.1	El001G022780
OG0014467	XP_002877871.1	El001G022950
OG0014468	XP_020880195.1	El001G023070
OG0014469	XP_002876165.1	El001G023160
OG0014470	XP_002887160.2	El004G218600, El004G218620
OG0014471	XP_002876202.2	El001G023960
OG0014472	XP_002876204.1	El001G024000
OG0014473	XP_002876230.1	El001G024530
OG0014474	XP_020880253.1	El001G024790
OG0014475	XP_002876109.1	El001G022200
OG0014476	XP_020876121.1	El001G066640
OG0014477	XP_020880125.1	El001G022050
OG0014478	XP_002877821.1	El001G022030
OG0014479	XP_020880406.1	El001G021850
OG0014480	XP_020880618.1	El001G025230, El005G262900
OG0014481	XP_020881274.1	El001G025280
OG0014482	XP_002876275.1	El001G025690
OG0014483	XP_002876285.1	El001G026150, El001G026040
OG0014484	XP_020881586.1	El001G026170
OG0014485	XP_002876292.1	El001G026180
OG0014486	XP_020882068.1	El001G026270
OG0014487	XP_020881438.1	El001G026540
OG0014488	XP_020880891.1	El001G027470
OG0014489	XP_020881121.1	El001G027510
OG0014490	XP_020883498.1	El006G288980
OG0014491	XP_020881353.1	El001G027840
OG0014492	XP_020881517.1	El001G028090
OG0014493	XP_002878108.1	El001G028140
OG0014494	XP_002878111.1	El001G028170
OG0014495	XP_020880192.1	El001G028650
OG0014496	XP_020879838.1	El001G029410
OG0014497	XP_020880154.1	El001G029640
OG0014498	XP_002878191.1	El001G029720
OG0014499	XP_020880502.1	El001G030100
OG0014500	XP_020880493.1	El001G030240
OG0014501	XP_020880477.1	El001G030690
OG0014502	XP_020880479.1	El001G030710
OG0014503	XP_020880538.1	El001G030720
OG0014504	XP_002876501.1	El001G030980
OG0014505	XP_020881013.1	El001G031000
OG0014506	XP_020879667.1	El001G031530
OG0014508	XP_002876533.1	El001G031770
OG0014509	XP_020882180.1	El001G032010
OG0014510	XP_020882296.1	El001G032110
OG0014511	XP_020880685.1	El001G028030
OG0014512	XP_020881915.1	El001G032380
OG0014513	XP_002876575.1	El001G032440
OG0014514	XP_020881140.1	El001G032800
OG0014515	XP_020880324.1	El001G032960
OG0014516	XP_020880014.1	El001G033540
OG0014517	XP_020880814.1	El001G033830
OG0014518	XP_002878414.1	El001G033970
OG0014520	XP_020880847.1	El001G034250
OG0014521	XP_020880834.1	El001G034270
OG0014522	XP_002876651.1	El001G034280
OG0014523	XP_002878436.1	El001G034410
OG0014524	XP_002876675.1	El001G034740
OG0014525	XP_020879708.1	El001G035160
OG0014526	XP_020882168.1	El001G035470
OG0014527	XP_020882171.1	El001G035480
OG0014528	XP_020882111.1	El001G035650
OG0014529	XP_002878515.1	El001G035770
OG0014530	XP_002876721.1	El001G035800
OG0014531	XP_002878520.1	El001G035900
OG0014532	XP_020881765.1	El001G035910
OG0014533	XP_020881767.1	El001G035950
OG0014534	XP_020869186.1	El002G115270, El002G137570
OG0014536	XP_002877401.1	El001G014280
OG0014537	XP_020881253.1	El001G025500
OG0014538	XP_002878060.1	El001G027370
OG0014539	XP_020871635.1, XP_002865318.1	El007G361900
OG0014540	XP_020881470.1	El007G363480
OG0014540	XP_002870001.1	El003G167070
OG0014541	XP_020865756.1	El001G007280
OG0014542	XP_002865527.1	El007G356870
OG0014543	XP_002879558.1	El006G295520
OG0014544	XP_020883705.1	El006G295060
OG0014545	XP_020885845.1	El008G368760, El006G291510
OG0014546	XP_002884477.2	El007G362520, El007G362530, El005G239690, El005G239670
OG0014547	XP_002889297.1	El001G005260
OG0014548	XP_002887755.1	El004G232090
OG0014549	XP_020890357.1	El004G231480
OG0014550	XP_020890799.1	El004G226700
OG0014551	XP_002869366.1	El003G152360
OG0014553	XP_002867269.1	El003G150950
OG0014554	XP_020874939.1	El003G155800
OG0014555	XP_020874768.1	El003G149430
OG0014556	XP_020889080.1	El005G240300
OG0014557	XP_020866293.1	El002G082440
OG0014558	XP_020870231.1	El002G090390
OG0014559	XP_002889974.1	El002G096440
OG0014561	XP_020867229.1	El002G100140
OG0014562	XP_020891746.1	El004G221060
OG0014563	XP_020889921.1	El004G220730
OG0014564	XP_002888661.1	El004G219140
OG0014565	XP_020867964.1	El004G210770
OG0014566	XP_002886474.1	El004G198220
OG0014567	XP_020886762.1	El005G257930
OG0014568	XP_002883936.1	El005G278670
OG0014569	XP_002884107.2	El005G275680
OG0014570	XP_020887624.1	El005G268590
OG0014571	XP_020887699.1	El005G267150
OG0014572	XP_020887495.1	El005G257130
OG0014573	XP_002862614.2, XP_002882866.1	El005G250140
OG0014574	XP_020887297.1	El005G245460
OG0014575	XP_020876073.1	El001G075830, El001G075620
OG0014576	XP_020878774.1	El001G074850
OG0014578	XP_002867690.1, XP_020872515.1	El003G161190
OG0014579	XP_002869872.2	El003G164240
OG0014580	XP_020874447.1	El003G166730
OG0014581	XP_020872468.1	El003G169200
OG0014582	XP_002868075.2	El003G169810
OG0014583	XP_020870248.1	El002G119510
OG0014584	XP_002890787.1	El002G114630
OG0014585	XP_002869667.1	El003G158950
OG0014586	XP_002869677.1	El003G159180
OG0014587	XP_020870346.1, XP_020885256.1, XP_020887103.1	El006G303500
OG0014588	XP_002868010.2	El003G168620
OG0014589	XP_020878098.1	El001G067960
OG0014590	XP_002871617.2	El001G067090
OG0014591	XP_020878075.1	El001G063450
OG0014593	XP_020872487.1	El003G193290
OG0014594	XP_020878298.1	El007G333330
OG0014595	XP_002864634.1	El007G331720
OG0014596	XP_002874069.1	El001G058110
OG0014597	XP_020876643.1	El001G058320
OG0014599	XP_020877903.1	El001G060130
OG0014600	XP_002866688.1	El007G324320
OG0014601	XP_020871103.1	El007G323760
OG0014602	XP_002890296.1	El002G102910
OG0014603	XP_020869871.1	El002G103890, El004G206490, El004G206440
OG0014607	XP_020891495.1	El004G215160, El004G215150, El004G215140
OG0014610	XP_020887621.1	El005G274640
OG0014611	XP_020887367.1	El005G275520
OG0014612	XP_002880543.2	El006G317650
OG0014613	XP_002878853.2	El006G314650
OG0014614	XP_020885506.1	El006G291300
OG0014616	XP_002876227.1	El001G024480
OG0014619	XP_020878897.1	El001G009570
OG0014620	XP_002869125.1	El003G147630
OG0014621	XP_020874100.1, XP_020881281.1, XP_020881294.1, XP_020881283.1	El003G177360, El003G179050, El003G177430
OG0014623	XP_020879239.1, XP_020871452.1	El007G334920
OG0014637	XP_020872561.1	El003G155540
OG0014638	XP_002886265.1	El005G277200
OG0014639	XP_002867444.1	El003G155300
OG0014640	XP_020875291.1	El003G155270
OG0014641	XP_002867439.1	El003G155220
OG0014642	XP_002869485.2	El003G155190
OG0014643	XP_002869476.1	El003G155100
OG0014644	XP_002889127.1	El004G230190
OG0014645	XP_002869462.1	El003G154840
OG0014646	XP_020874784.1	El003G154830
OG0014647	XP_020875094.1	El003G154650
OG0014648	XP_020874615.1	El003G154560
OG0014649	XP_002869448.1	El003G154540
OG0014650	XP_002867413.1	El003G154360
OG0014651	XP_002869440.1	El003G154350
OG0014652	XP_020873129.1	El003G154220
OG0014653	XP_002869430.1	El003G154160
OG0014654	XP_002869427.1	El003G153800, El003G153960
OG0014655	XP_002867401.1	El003G153930, El003G154050
OG0014656	XP_020890269.1	El004G230630
OG0014657	XP_002869416.1	El003G153580
OG0014659	XP_020872507.1	El003G153370
OG0014660	XP_020872508.1	El003G153360
OG0014661	XP_020874265.1	El003G152760
OG0014662	XP_002869359.1	El003G152210
OG0014663	XP_020872125.1	El003G152180
OG0014664	XP_002880556.1	El006G317440
OG0014665	XP_020873956.1	El003G152120
OG0014666	XP_020872827.1	El003G141640
OG0014667	XP_002869344.1	El003G151840
OG0014668	XP_020875702.1	El003G151750
OG0014669	XP_020873034.1, XP_002867308.1	El003G151720
OG0014670	XP_020873154.1	El003G151570
OG0014671	XP_020873142.1	El003G151540
OG0014672	XP_020869692.1	El002G091480
OG0014673	XP_020875448.1	El003G151340
OG0014674	XP_002869312.1	El003G151140
OG0014675	XP_020872891.1	El003G151120
OG0014676	XP_020872890.1	El003G151110
OG0014677	XP_020875460.1	El003G151010
OG0014678	XP_002869305.1	El003G150960
OG0014679	XP_002869294.1	El003G150800
OG0014680	XP_020872082.1	El003G150520
OG0014681	XP_002869281.1	El003G150490
OG0014682	XP_020873907.1	El003G150420
OG0014683	XP_020885415.1	El006G314080
OG0014684	XP_020872344.1	El003G150120
OG0014685	XP_020872726.1	El003G149780
OG0014686	XP_002869241.1	El003G149890
OG0014687	XP_020875006.1	El003G149930
OG0014689	XP_002869163.1	El003G148250
OG0014690	XP_002867175.1	El003G149190
OG0014691	XP_020875382.1	El003G149160
OG0014692	XP_002869211.1	El003G149150
OG0014693	XP_002869209.1	El003G149130
OG0014695	XP_002869193.1	El003G148900
OG0014696	XP_002869159.1	El003G148190
OG0014697	XP_020875536.1	El003G148380
OG0014698	XP_002867139.2	El003G148550, El003G148540
OG0014699	XP_020874427.1	El003G148680
OG0014700	XP_020872161.1	El003G148130
OG0014701	XP_002867123.1	El003G148150
OG0014702	XP_002869140.1	El003G147900
OG0014703	XP_002867110.1	El003G147790
OG0014704	XP_020889376.1	El005G274180
OG0014705	XP_002884200.1	El005G278850
OG0014706	XP_002867083.1	El003G147140
OG0014707	XP_020872787.1	El003G146980
OG0014708	XP_002869093.1	El003G146940
OG0014709	XP_002891131.2	El002G118190
OG0014710	XP_002893846.1	El002G118580, El002G118560
OG0014711	XP_002891143.1	El002G118720
OG0014712	XP_002890949.1	El002G118950
OG0014713	XP_020867080.1	El002G118970
OG0014714	XP_020868050.1	El002G119120
OG0014715	XP_020868048.1	El002G119130
OG0014716	XP_020867122.1	El002G119600
OG0014717	XP_020870448.1	El002G119650
OG0014718	XP_020870993.1	El002G119700
OG0014719	XP_020867922.1	El002G119710
OG0014720	XP_020869217.1	El002G119750
OG0014721	XP_020868033.1	El002G119930
OG0014722	XP_020868035.1	El002G119950
OG0014723	XP_020874001.1	El003G170100
OG0014724	XP_020874003.1	El003G170110
OG0014725	XP_020874276.1	El003G170400
OG0014727	XP_020875277.1	El003G170450
OG0014728	XP_020875164.1	El003G170470
OG0014729	XP_002868107.1	El003G170620
OG0014730	XP_020873961.1	El003G170810
OG0014731	XP_002868136.2	El003G171250
OG0014732	XP_020873958.1	El003G171330
OG0014733	XP_002894582.1	El004G210740
OG0014734	XP_002876427.1	El004G202990
OG0014735	XP_002891911.1	El004G209380
OG0014736	XP_020890213.1	El004G217740
OG0014737	XP_020868276.1	El004G208860
OG0014738	XP_020868278.1	El004G208800
OG0014739	XP_020868285.1	El004G207480
OG0014740	XP_002894659.1	El004G206900
OG0014741	XP_020868947.1	El004G206420
OG0014742	XP_020891334.1	El004G204740
OG0014743	XP_002886674.1	El004G202680
OG0014745	XP_020874682.1	El003G153570
OG0014746	XP_002886632.1	El004G201310
OG0014747	XP_020891214.1	El004G201050
OG0014748	XP_002888122.1	El004G200320
OG0014749	XP_020890075.1	El004G200150
OG0014750	XP_020890030.1	El004G199770
OG0014751	XP_020889716.1	El004G198890
OG0014752	XP_020891028.1	El004G198530
OG0014753	XP_020879970.1	El001G035990
OG0014754	XP_020881291.1	El001G036230
OG0014755	XP_002875071.1	El001G036250
OG0014756	XP_020880770.1	El001G036310
OG0014757	XP_020881925.1	El001G036510
OG0014758	XP_020880915.1	El001G036580
OG0014759	XP_020880914.1	El001G036600
OG0014760	XP_020880006.1	El001G036630
OG0014761	XP_020882314.1	El001G036670
OG0014762	XP_020879739.1	El001G036780
OG0014763	XP_020879994.1	El001G036830
OG0014764	XP_020881074.1	El001G037120
OG0014765	XP_020879961.1	El001G037880
OG0014766	XP_002875178.1	El001G037970
OG0014767	XP_020881242.1	El001G037980
OG0014768	XP_020880219.1	El001G038100
OG0014769	XP_020881650.1	El001G038510
OG0014770	XP_002875205.1	El001G038530
OG0014771	XP_002876889.1	El001G038730
OG0014772	XP_020879822.1	El001G038800
OG0014773	XP_002875231.1, XP_002875232.1	El001G039000
OG0014774	XP_020881694.1	El001G039790
OG0014775	XP_002875293.1	El001G040100
OG0014776	XP_002875295.1	El001G040120
OG0014777	XP_020880287.1	El001G040270
OG0014778	XP_020880635.1	El001G040310
OG0014779	XP_002875311.1	El001G040390
OG0014780	XP_020880094.1	El001G040960
OG0014781	XP_020881163.1	El001G041190
OG0014782	XP_020882470.1	El001G041230
OG0014783	XP_020880415.1	El001G041460
OG0014784	XP_002877008.1	El001G041590
OG0014785	XP_002877014.1	El001G041740
OG0014786	XP_002875358.1	El001G041800
OG0014787	XP_002875369.2	El001G042070
OG0014788	XP_002875388.1	El001G042410
OG0014789	XP_002877061.1	El001G042540
OG0014790	XP_002877068.1	El001G042700
OG0014791	XP_020881749.1	El001G042990
OG0014792	XP_020881549.1	El001G043000
OG0014793	XP_002877110.1	El001G043670
OG0014794	XP_020881980.1	El001G044050
OG0014795	XP_020881953.1	El001G044150
OG0014796	XP_020872938.1	El003G189150
OG0014797	XP_002875519.1	El001G045620
OG0014798	XP_020881516.1	El001G046230
OG0014799	XP_002870825.1	El003G188040
OG0014800	XP_002888081.1	El004G199350
OG0014801	XP_020865655.1	El004G217270
OG0014802	XP_020889597.1	El004G217180
OG0014803	XP_002888575.1	El004G217150
OG0014804	XP_002888549.1	El004G216320
OG0014805	XP_020889940.1	El004G215710
OG0014806	XP_002887023.1	El004G215570
OG0014807	XP_002888487.1	El004G215330
OG0014808	XP_002887007.1	El004G215180
OG0014809	XP_020865895.1	El004G214810
OG0014810	XP_002886983.1	El004G214560
OG0014811	XP_020891471.1	El004G214280
OG0014812	XP_002888437.1	El004G213990
OG0014813	XP_002888422.1	El004G213680
OG0014814	XP_002886831.1	El004G212560
OG0014815	XP_002886801.2	El004G211810
OG0014816	XP_002888306.1	El004G211740
OG0014817	XP_020890878.1	El004G211490
OG0014818	XP_020890919.1	El004G211190
OG0014819	XP_002886771.2	El004G211140
OG0014820	XP_002888290.1	El004G211090
OG0014821	XP_020867410.1	El007G326610
OG0014822	XP_020889998.1	El004G211020
OG0014823	XP_020867459.1	El002G128590
OG0014824	XP_020868561.1	El004G210910
OG0014825	XP_020891351.1	El001G002130
OG0014826	XP_002886329.1	El004G193780
OG0014827	XP_020881606.1	El001G020920
OG0014828	XP_002875235.2	El001G039070
OG0014829	XP_020891096.1	El004G194050
OG0014830	XP_020891390.1	El004G194110
OG0014831	XP_020891095.1	El004G194130
OG0014832	XP_020891424.1	El004G194260
OG0014833	XP_002887931.1	El004G195160
OG0014834	XP_020889855.1	El004G195470
OG0014835	XP_002887945.2	El004G195700
OG0014836	XP_002886399.2	El004G195940
OG0014837	XP_020890195.1	El004G195960
OG0014838	XP_020890193.1	El004G195980
OG0014839	XP_002887961.1	El004G196050
OG0014840	XP_002886401.1	El004G196060
OG0014841	XP_002886430.1	El004G196540
OG0014842	XP_020889872.1	El004G197090
OG0014843	XP_020890420.1	El004G197350
OG0014844	XP_020865854.1	El004G197530
OG0014845	XP_020865853.1	El004G197550
OG0014846	XP_020890771.1	El004G197570
OG0014847	XP_020865920.1	El004G197980
OG0014848	XP_002882779.1	El005G248340
OG0014849	XP_002867474.1	El003G155960
OG0014850	XP_020873705.1	El003G158540
OG0014852	XP_020873609.1	El003G158290
OG0014853	XP_020873736.1	El003G158220
OG0014854	XP_020884355.1	El006G288190
OG0014855	XP_002868459.1	El003G183960
OG0014856	XP_020884139.1	El006G288310
OG0014857	XP_002881749.1	El006G288520
OG0014858	XP_020883991.1	El006G288360
OG0014859	XP_020883143.1	El006G288630
OG0014860	XP_020885435.1	El006G288800
OG0014861	XP_002879883.1	El006G288850
OG0014862	XP_002884709.1	El005G244260
OG0014863	XP_020885929.1	El005G244280
OG0014864	XP_002884721.1	El005G244380
OG0014865	XP_020886213.1	El005G244420
OG0014866	XP_020886600.1	El005G244480
OG0014867	XP_002882620.1	El005G244630
OG0014868	XP_002884742.1	El005G244740
OG0014869	XP_020885881.1	El005G244850
OG0014870	XP_020887507.1	El005G244910
OG0014871	XP_002882635.1	El005G244920
OG0014872	XP_002884758.1	El005G245060
OG0014873	XP_002882641.1	El005G245070
OG0014874	XP_020888374.1	El005G245130
OG0014875	XP_002871048.1	El001G079080
OG0014876	XP_002882651.1	El005G245340
OG0014877	XP_020886400.1	El005G245350
OG0014878	XP_002884784.1	El005G245560
OG0014879	XP_002884789.1	El005G245660
OG0014880	XP_002884790.1	El005G245700
OG0014881	XP_002882666.1	El005G245740
OG0014882	XP_020889310.1	El005G246090
OG0014883	XP_002866147.1	El007G335560
OG0014884	XP_002862448.2, XP_002882711.1	El005G246500
