Orthogroup	Arabidopsis_lyrata_NCBI	Aethionema_saxatile
OG0016669	XP_020874010.1	As001G003520
OG0016670	XP_002869332.1	As001G003610
OG0016671	XP_020872180.1	As001G004170
OG0016672	XP_002867243.1	As001G004980
OG0016673	XP_002869245.2	As001G006280
OG0016675	XP_020875385.1	As001G010140
OG0016676	XP_002867173.1	As001G010490
OG0016677	XP_002869206.2	As001G010550
OG0016679	XP_020873074.1	As001G012920
OG0016680	XP_002882894.2	As011G246940, As001G014100
OG0016681	XP_020874313.1	As001G014450
OG0016682	XP_020870584.1	As001G015800
OG0016683	XP_020868798.1	As001G015940
OG0016684	XP_002891142.1	As001G016000
OG0016685	XP_002891141.1	As001G016020
OG0016686	XP_002890977.1	As001G016760
OG0016687	XP_002893720.1	As001G016860
OG0016688	XP_002870416.1	As001G018340
OG0016689	XP_002894589.1	As001G018470
OG0016690	XP_020868332.1	As001G018650
OG0016691	XP_002894634.1	As001G018930
OG0016692	XP_020868292.1	As001G019010
OG0016693	XP_002891984.1	As001G019130
OG0016694	XP_020865643.1	As001G019610
OG0016695	XP_020891506.1	As001G019730
OG0016696	XP_020891443.1	As001G020000
OG0016697	XP_002888203.2	As001G020100
OG0016698	XP_002886638.1	As001G020540
OG0016699	XP_020889969.1	As001G020810
OG0016700	XP_002886619.1	As001G020820
OG0016701	XP_020891213.1	As001G020850
OG0016702	XP_020890062.1	As001G021010
OG0016703	XP_002886567.1	As001G021430
OG0016704	XP_020891024.1	As001G022100
OG0016705	XP_020882319.1	As001G022870
OG0016706	XP_020880007.1	As001G023040
OG0016707	XP_020879761.1	As001G023140
OG0016708	XP_020881091.1	As001G023560
OG0016709	XP_002876870.2	As001G023920
OG0016710	XP_020880940.1	As001G023930
OG0016711	XP_020881751.1	As001G024160
OG0016712	XP_020882384.1	As001G024530
OG0016714	XP_002875299.2	As001G025060
OG0016715	XP_020882407.1	As001G025390
OG0016716	XP_020880229.1	As001G025550
OG0016717	XP_020880866.1	As001G026610
OG0016718	XP_020882137.1	As001G026800
OG0016719	XP_002875422.1	As001G026890
OG0016720	XP_002877109.1	As001G027060
OG0016721	XP_002875510.2	As001G027790
OG0016722	XP_020885998.1	As001G027830, As011G255950
OG0016723	XP_020881629.1, XP_020881777.1, XP_002877183.2	As001G027880
OG0016724	XP_020882331.1	As001G028160
OG0016725	XP_002887102.1	As001G028380
OG0016726	XP_020889946.1	As001G028460
OG0016727	XP_002888548.1	As001G028580
OG0016728	XP_002888502.1	As001G028770
OG0016729	XP_020891032.1	As001G028910
OG0016730	XP_020891352.1	As001G029170
OG0016731	XP_002888424.1	As001G029380
OG0016732	XP_002886947.1	As001G029410
OG0016733	XP_002888327.1	As001G029550
OG0016734	XP_020890902.1	As001G029680
OG0016735	XP_002886790.1	As001G029740
OG0016736	XP_002886767.1	As001G029860
OG0016737	XP_002891990.2	As001G030040
OG0016738	XP_020868341.1	As001G030070
OG0016739	XP_020889713.1	As001G030190
OG0016740	XP_002891507.1	As001G030250
OG0016741	XP_020890676.1	As001G030530
OG0016742	XP_020865598.1	As001G031810
OG0016743	XP_002886454.1	As001G031880
OG0016744	XP_002888031.1	As001G032150
OG0016745	XP_020865662.1	As001G032200
OG0016746	XP_020891320.1	As001G032240
OG0016747	XP_002882778.2	As002G032420
OG0016748	XP_002869656.1	As002G032490
OG0016749	XP_002869629.1	As002G032780
OG0016750	XP_020873661.1	As002G032790
OG0016751	XP_020873727.1	As002G032820
OG0016752	XP_020883632.1	As002G033750
OG0016753	XP_020889485.1	As002G033990
OG0016754	XP_020887230.1	As002G034370
OG0016755	XP_020885886.1	As002G034440
OG0016756	XP_002884755.1	As002G034800
OG0016758	XP_020878459.1	As002G034920
OG0016759	XP_020888387.1	As002G035200
OG0016760	XP_002882665.2	As002G035620
OG0016761	XP_002882689.1	As002G036080
OG0016762	XP_002884827.1	As002G036710, As002G036690
OG0016763	XP_020878187.1	As002G036790
OG0016764	XP_002882733.1	As002G037250
OG0016765	XP_020889322.1	As002G038970
OG0016766	XP_020881787.1	As002G039210
OG0016767	XP_020877456.1	As002G039380
OG0016768	XP_002864034.1, XP_002862542.2	As002G041330
OG0016769	XP_002864036.2	As002G041370
OG0016770	XP_002865791.1	As002G042210
OG0016771	XP_020884082.1, XP_002865807.2	As002G042270
OG0016772	XP_002864089.1	As002G042760
OG0016773	XP_002864093.1	As002G042830
OG0016774	XP_002864127.2	As002G043650
OG0016775	XP_020871155.1	As002G043660
OG0016776	XP_020866013.1	As002G043750
OG0016777	XP_002864137.1	As002G043780
OG0016778	XP_020871109.1	As002G044000
OG0016779	XP_020880591.1	As002G044060
OG0016780	XP_002865928.2	As002G044450
OG0016781	XP_020867000.1	As002G044480
OG0016782	XP_020883035.1	As002G044930
OG0016783	XP_020871676.1	As002G045250
OG0016784	XP_020886477.1	As002G047030
OG0016785	XP_020871295.1	As002G047600
OG0016786	XP_002864446.1	As002G048070, As007G157400
OG0016787	XP_020871931.1	As002G048290
OG0016788	XP_002866168.1	As002G048520
OG0016789	XP_020877523.1	As002G048790
OG0016790	XP_020871733.1	As002G049120
OG0016791	XP_020871181.1	As002G049170
OG0016792	XP_020881277.1	As002G049630
OG0016793	XP_020878388.1	As002G050900
OG0016794	XP_020878313.1	As002G051670
OG0016795	XP_020878522.1	As002G051830
OG0016796	XP_002871469.1	As002G051940
OG0016797	XP_020875894.1	As002G052090
OG0016798	XP_002871446.1	As002G052240
OG0016799	XP_002873484.2	As002G052320
OG0016800	XP_002873479.1	As002G052380
OG0016801	XP_020876743.1	As002G052530
OG0016802	XP_002871422.1	As002G052810
OG0016803	XP_020879118.1	As002G052980
OG0016804	XP_002873449.1	As002G052990
OG0016805	XP_020879336.1	As002G053240
OG0016806	XP_002871395.1	As002G053390
OG0016807	XP_020878488.1	As002G053840
OG0016808	XP_020877308.1	As002G053950
OG0016809	XP_020877303.1	As002G054030
OG0016810	XP_002871359.1	As002G054060
OG0016811	XP_002873382.1	As002G054070
OG0016812	XP_020877925.1	As002G054590
OG0016813	XP_002871306.2	As002G054790
OG0016814	XP_020878898.1	As002G054850
OG0016815	XP_020878236.1	As002G054870
OG0016816	XP_020876117.1	As002G055360
OG0016817	XP_002868009.1	As003G056490
OG0016818	XP_020872369.1	As003G056540
OG0016819	XP_002870053.1	As003G056680
OG0016820	XP_002870032.1	As003G057100
OG0016821	XP_002867963.1	As003G057460
OG0016822	XP_020874434.1	As003G057650
OG0016823	XP_002867941.1	As003G057750
OG0016824	XP_020872409.1	As003G057940
OG0016825	XP_002869946.1	As004G087100, As003G058350
OG0016826	XP_020872050.1	As003G058380
OG0016827	XP_002869936.1	As003G058540
OG0016828	XP_002867881.1	As003G058620
OG0016829	XP_020874074.1	As003G058980
OG0016830	XP_002869899.1	As003G059110
OG0016831	XP_002867843.2	As003G059510
OG0016832	XP_020873439.1	As003G059730
OG0016833	XP_020873370.1	As003G059950
OG0016834	XP_020873474.1	As003G060410
OG0016835	XP_002893772.1	As003G062820
OG0016836	XP_002893808.2	As003G063200
OG0016837	XP_020868489.1	As003G063260
OG0016838	XP_002891110.1	As003G063490
OG0016839	XP_020868813.1	As003G063520
OG0016840	XP_020870292.1	As003G064010
OG0016841	XP_002870428.1	As003G064360
OG0016842	XP_002891298.1	As003G064420
OG0016843	XP_002893943.1	As003G065050
OG0016844	XP_020869128.1	As003G065100
OG0016845	XP_002866241.1	As003G065210
OG0016846	XP_020870936.1	As003G065490
OG0016847	XP_002891361.1	As003G065600
OG0016848	XP_020868435.1	As003G065610
OG0016849	XP_002894037.1	As003G065640
OG0016850	XP_002893484.1	As003G065890
OG0016851	XP_020870503.1	As003G065920
OG0016852	XP_020870160.1	As003G066400
OG0016853	XP_020870196.1	As003G066840
OG0016854	XP_020869939.1	As003G067950
OG0016855	XP_020868995.1	As003G068940
OG0016856	XP_020869960.1	As003G068960
OG0016858	XP_002890786.1	As003G069240
OG0016859	XP_020867240.1	As003G070080
OG0016860	XP_020867535.1	As003G070160
OG0016861	XP_020883596.1	As003G070180
OG0016862	XP_002878863.1	As003G070190
OG0016863	XP_002890830.1	As003G070260
OG0016864	XP_002893582.1	As003G070310
OG0016865	XP_002893609.1	As003G070780
OG0016866	XP_020867053.1	As003G071090
OG0016867	XP_020869494.1	As003G071180
OG0016868	XP_002890893.1	As003G071310
OG0016869	XP_020872814.1	As003G071830
OG0016870	XP_002869062.1	As003G072070
OG0016871	XP_002869056.1	As003G072140
OG0016872	XP_020875620.1	As003G072500
OG0016873	XP_002866993.1	As003G072970
OG0016874	XP_002869013.1	As003G073180
OG0016875	XP_020874415.1	As003G073390
OG0016876	XP_002878628.1	As007G180030, As003G074210
OG0016877	XP_020874588.1	As003G074360
OG0016878	XP_002868939.1	As003G074670
OG0016879	XP_002868929.1	As003G074920
OG0016880	XP_002866879.1	As003G075010
OG0016881	XP_020874439.1	As003G075100
OG0016882	XP_020874126.1	As003G075130
OG0016883	XP_002866832.1	As003G075680
OG0016884	XP_002868878.1	As003G075860
OG0016885	XP_020872800.1	As003G076050
OG0016886	XP_002868856.1	As003G076130
OG0016887	XP_002866805.1	As003G076300
OG0016888	XP_020873871.1	As003G076360
OG0016889	XP_020875711.1	As003G076450
OG0016890	XP_020872529.1	As003G076580
OG0016891	XP_020872201.1	As003G076600
OG0016892	XP_002868396.1	As004G076760
OG0016893	XP_020873943.1	As004G076810
OG0016894	XP_002870493.2, XP_002870495.1	As004G077030
OG0016895	XP_020875716.1	As004G077310
OG0016896	XP_020872371.1	As004G077340
OG0016897	XP_002870791.1	As004G078250
OG0016898	XP_020872972.1	As004G078270
OG0016899	XP_020872948.1	As004G078330
OG0016900	XP_002868697.1	As004G078580
OG0016901	XP_002868691.1	As004G078620
OG0016902	XP_002879525.1	As004G078630
OG0016903	XP_020868762.1	As004G078930
OG0016904	XP_020886666.1	As004G079110
OG0016905	XP_020880659.1	As004G079240
OG0016906	XP_020867081.1	As004G079290
OG0016907	XP_002874524.1	As004G080760
OG0016908	XP_020877521.1	As004G080880
OG0016909	XP_002877551.1	As004G080930
OG0016910	XP_020885700.1	As004G081060
OG0016911	XP_002879469.2	As004G081530
OG0016912	XP_002881292.1	As004G081630
OG0016913	XP_002865435.2	As004G081840
OG0016914	XP_002863684.1	As004G081940
OG0016915	XP_020869244.1	As004G082290
OG0016916	XP_020876968.1	As004G082880
OG0016917	XP_002865567.1, XP_002865566.1	As004G082900
OG0016918	XP_002872481.1	As004G083250
OG0016919	XP_002872483.1	As004G083320
OG0016920	XP_002874655.1	As004G084090
OG0016921	XP_002872587.1	As004G084540
OG0016922	XP_020877657.1	As004G085150
OG0016923	XP_002874791.1	As004G085430
OG0016924	XP_020878596.1, XP_002874793.1	As004G085510
OG0016925	XP_020876496.1	As004G086040
OG0016926	XP_002874835.2	As004G086190
OG0016927	XP_020876423.1	As004G086340
OG0016928	XP_002892454.1	As004G086540
OG0016929	XP_020869320.1	As004G086730
OG0016930	XP_002863465.1	As004G088100
OG0016931	XP_020886596.1	As004G089800
OG0016932	XP_002870422.1	As004G090060
OG0016933	XP_002863334.1	As004G090220
OG0016934	XP_002865111.2	As004G090310
OG0016935	XP_002865130.1	As004G090330
OG0016936	XP_020871866.1	As004G090560
OG0016937	XP_020874473.1	As004G090790
OG0016938	XP_002863342.1	As004G091010
OG0016939	XP_020874807.1	As004G091450
OG0016940	XP_002870426.2	As004G091660
OG0016941	XP_020886463.1	As004G091720
OG0016942	XP_002885750.2	As004G091820
OG0016943	XP_002868421.1	As004G091880
OG0016944	XP_020886282.1	As004G092110
OG0016945	XP_020874830.1	As004G092170
OG0016946	XP_020874290.1	As004G092800
OG0016947	XP_020875762.1	As004G093420
OG0016948	XP_020876178.1	As004G093610
OG0016949	XP_020872699.1	As004G094450
OG0016950	XP_002870359.1	As004G094570
OG0016951	XP_002870337.2	As004G095120
OG0016952	XP_002870332.2	As004G095190
OG0016953	XP_020874242.1	As004G095990
OG0016954	XP_002870275.1	As004G096010
OG0016955	XP_020874251.1	As004G096030
OG0016956	XP_020874809.1	As004G096060
OG0016957	XP_020874555.1	As004G096180
OG0016958	XP_002870237.1	As004G096530
OG0016959	XP_002870743.1	As004G096750
OG0016960	XP_020872951.1	As004G096770
OG0016961	XP_020871738.1	As004G097130
OG0016962	XP_020874713.1	As004G097300
OG0016963	XP_020874308.1	As004G097520
OG0016964	XP_020874952.1	As004G098020
OG0016965	XP_002868586.1	As004G098050
OG0016966	XP_002868583.1	As004G098090
OG0016967	XP_020874693.1	As004G098190
OG0016968	XP_020874354.1	As004G098240
OG0016969	XP_020874355.1	As004G098250
OG0016970	XP_002872893.1	As004G098460
OG0016971	XP_020883656.1	As005G098600, As005G103060
OG0016972	XP_020885098.1	As005G098630
OG0016973	XP_020882915.1	As005G098950
OG0016974	XP_020884110.1	As005G099350
OG0016975	XP_020884422.1	As005G099500
OG0016976	XP_002882093.1	As005G100110
OG0016977	XP_020883296.1	As005G100180
OG0016978	XP_020882699.1	As005G100450
OG0016979	XP_020883019.1	As005G100850
OG0016980	XP_002880181.1	As005G101660
OG0016981	XP_002880149.2	As005G102130
OG0016983	XP_020883433.1	As005G103120
OG0016984	XP_020882651.1	As005G103220
OG0016985	XP_020885148.1	As005G103290
OG0016986	XP_020881016.1	As012G285470, As005G103980
OG0016987	XP_020883362.1	As005G104030
OG0016988	XP_002881890.1	As005G104130
OG0016989	XP_002880007.1	As005G104480
OG0016990	XP_002881807.1	As005G105390
OG0016991	XP_020884164.1	As005G105990
OG0016992	XP_020883865.1	As005G106160
OG0016993	XP_020877369.1	As005G106290
OG0016994	XP_020878666.1	As005G106300
OG0016995	XP_020876632.1	As005G106370
OG0016996	XP_002873011.2	As005G106560
OG0016997	XP_002870921.1	As005G106600
OG0016998	XP_020878692.1	As005G106630
OG0016999	XP_002873014.1	As005G106660
OG0017000	XP_002873022.1	As005G106900
OG0017001	XP_020878113.1	As005G106940
OG0017002	XP_020879312.1	As005G107150
OG0017003	XP_002870960.1	As005G107290
OG0017004	XP_020878999.1	As005G107300
OG0017005	XP_002870970.1	As005G107450
OG0017006	XP_020877320.1	As005G107940
OG0017007	XP_020879485.1	As005G108320
OG0017008	XP_020878423.1	As005G109050
OG0017009	XP_002871897.1	As005G110420
OG0017010	XP_002871929.1	As005G110920
OG0017011	XP_002873993.1	As005G111080
OG0017012	XP_020879152.1	As005G111590
OG0017013	XP_020877552.1	As005G112430
OG0017014	XP_020876822.1	As005G112590
OG0017015	XP_020877316.1	As005G113310
OG0017016	XP_020879278.1	As005G113580
OG0017017	XP_002872020.2	As005G113680
OG0017018	XP_002866357.1	As005G114710
OG0017019	XP_002866334.2	As005G115540
OG0017020	XP_002866534.1	As005G115990
OG0017021	XP_002866564.1	As010G225570, As005G116530
OG0017022	XP_020869712.1	As005G116680
OG0017023	XP_020881892.1	As005G116960
OG0017024	XP_020869254.1	As005G117050
OG0017025	XP_002864925.1	As005G117840
OG0017026	XP_002864932.1	As005G117980
OG0017027	XP_002866647.1	As005G118130
OG0017028	XP_020879780.1	As005G118240
OG0017029	XP_020871936.1	As005G118250
OG0017030	XP_020882360.1	As005G118590
OG0017031	XP_002864963.2	As005G118640
OG0017032	XP_002864975.1	As005G118780
OG0017033	XP_002866691.1	As005G118880
OG0017034	XP_020884736.1	As005G118950
OG0017035	XP_002866697.2	As005G119050
OG0017036	XP_002864995.2	As005G119080
OG0017037	XP_020890136.1	As005G119460
OG0017038	XP_002865039.1	As005G119680
OG0017039	XP_002864968.1	As005G119930
OG0017040	XP_020867755.1	As005G120160
OG0017041	XP_002887679.1	As005G120460
OG0017042	XP_020871822.1	As005G120750
OG0017043	XP_020889867.1, XP_020871743.1	As005G120810
OG0017044	XP_020878527.1	As006G121000
OG0017045	XP_002875033.1	As006G121600
OG0017046	XP_020878288.1	As006G121950
OG0017047	XP_002872919.1	As006G122170
OG0017048	XP_020879360.1	As006G122190
OG0017049	XP_002875013.1	As006G122270, As008G198440
OG0017050	XP_002874983.1	As006G122360
OG0017051	XP_020870153.1	As006G122510
OG0017052	XP_020878972.1	As006G122910
OG0017053	XP_002872832.1	As006G123320
OG0017054	XP_020882661.1	As006G124300
OG0017055	XP_020871033.1	As006G124810
OG0017056	XP_020871031.1	As006G124870
OG0017057	XP_020871044.1	As006G124880
OG0017058	XP_002865418.1	As006G125020
OG0017059	XP_002879414.2	As006G125850
OG0017060	XP_002881202.1	As006G126890
OG0017061	XP_002881198.1	As006G126910
OG0017062	XP_020883431.1	As006G127170
OG0017063	XP_002879306.1	As006G127560
OG0017064	XP_002879283.1	As006G127800
OG0017065	XP_002879267.1	As006G128000
OG0017066	XP_020874440.1, XP_020885229.1	As006G128410
OG0017067	XP_002879213.1	As006G128920
OG0017068	XP_020885249.1	As006G129230
OG0017069	XP_002881005.1	As006G129540
OG0017070	XP_002881000.1	As006G129580
OG0017071	XP_002879098.1	As006G129860
OG0017072	XP_020883811.1	As006G130050
OG0017073	XP_002880952.1	As006G130090
OG0017074	XP_020885561.1	As006G130330
OG0017075	XP_020883133.1	As006G130620
OG0017076	XP_020883665.1	As006G130960
OG0017077	XP_002880816.1	As006G131280
OG0017078	XP_002878995.1	As006G131290
OG0017079	XP_020885257.1	As006G131300
OG0017080	XP_020884780.1	As006G131530
OG0017081	XP_002878969.1	As006G131570
OG0017082	XP_002880781.1	As006G131660
OG0017083	XP_020884531.1	As006G131760
OG0017084	XP_002880762.1	As006G131830
OG0017085	XP_020885231.1	As006G131880
OG0017086	XP_020874706.1	As006G132150
OG0017087	XP_002880709.1	As006G132170
OG0017088	XP_020872611.1	As006G132240
OG0017089	XP_020875635.1	As006G132270
OG0017090	XP_002869562.1	As006G132300
OG0017091	XP_002867506.1	As006G132390
OG0017092	XP_002869566.1	As006G132400
OG0017093	XP_002867510.1	As006G132430
OG0017094	XP_002884268.1	As006G132940
OG0017095	XP_020886667.1	As006G132960
OG0017096	XP_020888081.1	As006G133190
OG0017097	XP_020886461.1	As006G133260
OG0017098	XP_020886564.1	As006G133440
OG0017099	XP_020886381.1	As006G133580
OG0017100	XP_020873660.1	As006G134120
OG0017101	XP_002869608.1	As006G134220
OG0017102	XP_020873483.1	As006G134340
OG0017103	XP_002867537.1	As006G134470
OG0017104	XP_002869597.1	As006G134650
OG0017105	XP_020886123.1	As006G135110
OG0017106	XP_020886902.1	As006G135210
OG0017107	XP_020889333.1	As006G135790
OG0017108	XP_020886252.1	As006G135870
OG0017109	XP_020886847.1	As006G135900
OG0017110	XP_020887190.1	As006G136210
OG0017111	XP_020887898.1	As006G136350
OG0017112	XP_020888663.1	As006G136490
OG0017113	XP_002882300.1	As006G136710
OG0017114	XP_002884423.1	As006G137280
OG0017115	XP_020888475.1	As006G137840
OG0017116	XP_002884468.1	As006G137980
OG0017117	XP_020886522.1	As006G138060
OG0017118	XP_020886782.1	As006G138690
OG0017119	XP_002882417.1	As006G138820
OG0017120	XP_002884536.1	As006G139210
OG0017121	XP_020887893.1	As006G139220
OG0017122	XP_020887157.1, XP_002862402.2	As006G139430
OG0017123	XP_020886925.1	As006G139530
OG0017124	XP_020886926.1	As006G139550
OG0017125	XP_020887523.1	As006G140100
OG0017126	XP_002882475.1	As006G140150
OG0017127	XP_020887451.1	As006G140210
OG0017128	XP_002884612.1	As006G140480
OG0017129	XP_002882501.2	As006G140590
OG0017130	XP_002884639.1	As006G141020
OG0017131	XP_002884647.1	As006G141140
OG0017132	XP_020889567.1	As006G141270
OG0017133	XP_002882544.1	As006G141430
OG0017134	XP_002882565.1	As006G141730
OG0017135	XP_002884676.1	As006G141780
OG0017136	XP_002884702.1	As006G142130
OG0017137	XP_002879864.1	As006G142600
OG0017138	XP_020884180.1	As006G143060
OG0017139	XP_002881665.1	As006G143460
OG0017140	XP_020884598.1	As006G143480
OG0017141	XP_002881659.1, XP_002879803.1	As006G143530
OG0017142	XP_002881633.1	As006G143650
OG0017143	XP_002862909.1, XP_002879785.1	As006G143960
OG0017144	XP_002881623.1	As006G144180
OG0017145	XP_020885531.1	As006G144200
OG0017146	XP_020883730.1	As006G144670
OG0017147	XP_002881465.1	As006G145290
OG0017148	XP_020883838.1	As006G145620
OG0017149	XP_002881512.1	As006G146250
OG0017150	XP_020882976.1	As006G146750
OG0017151	XP_002881548.1	As006G146790
OG0017152	XP_020882844.1	As006G148310
OG0017153	XP_002890098.1	As007G151960
OG0017154	XP_002892871.1	As007G152150
OG0017155	XP_020867561.1	As007G152450
OG0017156	XP_002892913.2	As007G152990
OG0017157	XP_020870429.1	As007G153060
OG0017159	XP_020866550.1	As007G153540
OG0017160	XP_002890213.1	As007G153660
OG0017161	XP_020867666.1	As007G154060
OG0017162	XP_002892999.1	As007G154440
OG0017163	XP_002892984.1	As007G154650
OG0017164	XP_020866418.1	As007G154900
OG0017165	XP_002893004.1	As007G154960
OG0017166	XP_020867222.1	As007G155020
OG0017167	XP_020868934.1	As007G155150
OG0017168	XP_020867020.1	As007G155520
OG0017169	XP_020870087.1	As007G155810
OG0017170	XP_020870295.1	As007G155880
OG0017171	XP_002891592.1	As007G156220
OG0017172	XP_002890416.2	As007G156980
OG0017173	XP_020869214.1	As007G157450
OG0017174	XP_020867400.1	As007G157650
OG0017175	XP_020866891.1	As007G157690
OG0017176	XP_002890455.1	As007G157730
OG0017177	XP_002890465.1	As007G157830
OG0017178	XP_020867413.1	As007G158320
OG0017179	XP_020866447.1	As007G158570
OG0017180	XP_020867352.1	As007G158640
OG0017181	XP_020866587.1	As007G158790
OG0017182	XP_002890528.1	As007G158810
OG0017183	XP_020868531.1	As007G158970
OG0017184	XP_002890549.1	As007G159180
OG0017185	XP_020866282.1	As007G159240
OG0017186	XP_020868788.1	As007G159860
OG0017187	XP_020868087.1	As007G159910
OG0017188	XP_020868236.1	As007G160220
OG0017189	XP_020868965.1	As007G160540
OG0017190	XP_020867042.1	As007G161050
OG0017191	XP_020866581.1	As007G161370
OG0017192	XP_002893435.1	As007G161690
OG0017193	XP_002893472.1	As007G162600
OG0017194	XP_020869066.1	As007G162610
OG0017195	XP_002890730.1	As007G162620
OG0017196	XP_020873233.1	As007G162930
OG0017197	XP_002879907.2	As007G164370
OG0017198	XP_020873420.1	As007G164650
OG0017199	XP_020873388.1	As007G165210
OG0017200	XP_020872158.1	As007G166030
OG0017202	XP_002878810.1	As007G177070
OG0017203	XP_002880653.1	As007G177680
OG0017204	XP_020883248.1	As007G178110
OG0017205	XP_020884063.1	As007G178390
OG0017206	XP_020884086.1	As007G179560
OG0017207	XP_020883069.1, XP_020882977.1	As007G179810
OG0017208	XP_020885776.1	As007G180050
OG0017209	XP_020884786.1	As007G180170
OG0017210	XP_020885783.1	As007G180550
OG0017211	XP_020883043.1	As007G180620
OG0017212	XP_020884490.1	As007G180890
OG0017213	XP_002880385.1	As007G180940
OG0017214	XP_020883934.1	As007G181050
OG0017215	XP_020883929.1	As007G181870
OG0017216	XP_002880362.1	As007G181890
OG0017217	XP_002892821.1	As008G182750
OG0017218	XP_002892791.1	As008G183290
OG0017219	XP_002892762.1	As008G183810
OG0017220	XP_020870946.1	As008G184090
OG0017221	XP_002889976.1	As008G184430
OG0017222	XP_020870521.1	As008G184450
OG0017223	XP_002892696.1	As008G184650
OG0017224	XP_002892647.1	As008G185990
OG0017225	XP_020866055.1	As008G186100
OG0017226	XP_020869794.1	As008G186700
OG0017227	XP_002889837.1	As008G186760
OG0017228	XP_002892596.1	As008G186800
OG0017229	XP_020870493.1	As008G187320
OG0017230	XP_020868176.1	As008G187530
OG0017231	XP_002892533.1	As008G187610
OG0017232	XP_020867577.1	As008G188360
OG0017233	XP_002892494.1	As008G188680
OG0017234	XP_020868305.1	As008G188690
OG0017235	XP_020867891.1	As008G188720
OG0017237	XP_020866926.1	As008G188910
OG0017238	XP_002871250.1	As008G189080
OG0017239	XP_020868668.1	As008G190440
OG0017240	XP_020869242.1	As008G192960
OG0017241	XP_002892339.1	As008G193710
OG0017242	XP_020867246.1	As008G193920
OG0017243	XP_002889574.1	As008G194300
OG0017244	XP_020867981.1	As008G194670
OG0017245	XP_002892286.1	As008G194900
OG0017246	XP_002892259.2	As008G195450
OG0017247	XP_002892257.1	As008G195490
OG0017248	XP_002892229.1	As008G195960
OG0017249	XP_020867545.1	As008G196200
OG0017250	XP_020867266.1	As008G196510
OG0017251	XP_002889489.1	As008G196570
OG0017252	XP_002892172.2	As008G196860
OG0017253	XP_020870437.1	As008G196880
OG0017254	XP_020870438.1	As008G196890
OG0017255	XP_002889473.1	As008G196930
OG0017256	XP_002889477.1	As008G196980
OG0017257	XP_002889453.1	As008G197170
OG0017258	XP_020868082.1	As008G197310
OG0017259	XP_020870707.1	As008G197940
OG0017260	XP_020869556.1	As008G198140
OG0017261	XP_002889353.2	As008G199140
OG0017262	XP_002892039.1	As008G199230
OG0017263	XP_002892026.1	As008G199590
OG0017264	XP_002892022.1	As008G199640
OG0017265	XP_002873677.2	As009G199890
OG0017266	XP_020877561.1	As009G199920
OG0017267	XP_002873672.1	As009G199950
OG0017268	XP_002871620.1	As009G199980
OG0017269	XP_002871641.1	As009G200720
OG0017270	XP_002871642.1	As009G200730
OG0017271	XP_002871645.2	As009G200740
OG0017272	XP_002873720.1	As009G201210
OG0017273	XP_002871655.1	As009G201340
OG0017274	XP_002873762.1	As009G202090
OG0017275	XP_002871717.1	As009G202380
OG0017276	XP_002873789.2	As009G202690
OG0017277	XP_002871776.1	As009G203580
OG0017278	XP_002871777.1	As009G203620
OG0017279	XP_002873853.1	As009G203730
OG0017280	XP_020891207.1	As009G203930
OG0017281	XP_002871850.1	As009G204720
OG0017282	XP_020878389.1	As009G204850
OG0017283	XP_002873925.1	As009G204870
OG0017284	XP_020878276.1	As009G205140
OG0017285	XP_002874375.1	As009G206520
OG0017286	XP_020876895.1	As009G206880
OG0017287	XP_002872319.1	As009G207120
OG0017288	XP_002865744.1	As009G207250
OG0017289	XP_020871665.1	As009G207400
OG0017290	XP_020868402.1	As009G207980
OG0017291	XP_020886834.1, XP_020871699.1	As009G209130
OG0017292	XP_002865649.1	As009G210070
OG0017293	XP_002873623.1	As009G210230
OG0017294	XP_002873621.1	As009G210260
OG0017295	XP_002873281.1	As009G210700
OG0017296	XP_020881183.1	As009G211790
OG0017297	XP_002891872.1	As009G211880
OG0017298	XP_002863846.1	As009G212130
OG0017299	XP_020875953.1	As009G213680
OG0017300	XP_020876043.1	As009G213800
OG0017301	XP_002873201.1	As009G213840
OG0017302	XP_002873197.1	As009G213950
OG0017303	XP_020876005.1	As009G214100
OG0017304	XP_020876194.1	As009G215040
OG0017305	XP_002872172.2	As009G215250
OG0017306	XP_020879275.1	As009G215290
OG0017307	XP_020866824.1	As009G215540
OG0017308	XP_002874226.1	As009G215770
OG0017309	XP_020878650.1	As009G215860
OG0017310	XP_020879443.1	As009G216090
OG0017311	XP_020878373.1	As009G216180
OG0017312	XP_020878968.1	As009G216360
OG0017313	XP_002874166.1	As009G216550
OG0017314	XP_020876098.1	As009G216620
OG0017315	XP_002874158.1	As009G216630
OG0017316	XP_002874112.2	As009G217330
OG0017317	XP_002872036.1	As009G217380
OG0017318	XP_002866424.1	As009G217920
OG0017319	XP_002864358.1	As009G218100
OG0017320	XP_020871474.1	As009G218130
OG0017321	XP_002864758.1	As009G218420
OG0017322	XP_020871022.1	As009G218470
OG0017323	XP_020871837.1	As009G218520
OG0017324	XP_002864771.1	As009G218580
OG0017325	XP_002866475.1	As009G218650
OG0017326	XP_020888132.1	As009G219430
OG0017327	XP_020886519.1	As009G219790
OG0017328	XP_020884474.1	As009G219850
OG0017329	XP_020884186.1	As009G219880
OG0017330	XP_020879935.1	As010G220330
OG0017331	XP_002876062.1	As010G220570
OG0017332	XP_002876051.1	As010G220660
OG0017333	XP_002876047.1	As010G220760
