Orthogroup	Arabidopsis_lyrata_NCBI	Noccaea_praecox
OG0016701	XP_020891213.1	Np002G116060
OG0016702	XP_020890062.1	Np002G116660
OG0016703	XP_002886567.1	Np002G117310
OG0016704	XP_020891024.1	Np002G119380
OG0016705	XP_020882319.1	Np001G026670
OG0016706	XP_020880007.1	Np001G026420
OG0016707	XP_020879761.1	Np001G026260
OG0016708	XP_020881091.1	Np001G025340
OG0016710	XP_020880940.1	Np001G024850
OG0016712	XP_020882384.1	Np001G023740
OG0016713	XP_020882216.1	Np001G023410
OG0016714	XP_002875299.2	Np001G023050
OG0016715	XP_020882407.1	Np001G022530
OG0016716	XP_020880229.1	Np001G022260
OG0016717	XP_020880866.1	Np001G020510
OG0016718	XP_020882137.1	Np001G020230
OG0016719	XP_002875422.1	Np001G020130, Np001G020140, Np001G020120
OG0016720	XP_002877109.1	Np001G019850
OG0016721	XP_002875510.2	Np001G018860
OG0016722	XP_020885998.1	Np007G385870
OG0016723	XP_020881629.1, XP_020881777.1, XP_002877183.2	Np001G018750
OG0016724	XP_020882331.1	Np001G018430
OG0016725	XP_002887102.1	Np002G093230
OG0016726	XP_020889946.1	Np002G093490
OG0016727	XP_002888548.1	Np002G093990
OG0016728	XP_002888502.1	Np002G094720
OG0016729	XP_020891032.1	Np002G095380
OG0016730	XP_020891352.1	Np002G096940
OG0016731	XP_002888424.1	Np002G097850
OG0016732	XP_002886947.1	Np002G097910
OG0016733	XP_002888327.1	Np002G099540
OG0016734	XP_020890902.1	Np002G099860
OG0016735	XP_002886790.1	Np002G100530
OG0016736	XP_002886767.1	Np002G102630
OG0016737	XP_002891990.2	Np002G111490
OG0016739	XP_020889713.1	Np002G124790
OG0016740	XP_002891507.1	Np002G124770
OG0016741	XP_020890676.1	Np002G124310
OG0016742	XP_020865598.1	Np002G121010
OG0016743	XP_002886454.1	Np002G120810
OG0016744	XP_002888031.1	Np002G119900
OG0016745	XP_020865662.1	Np002G119770
OG0016746	XP_020891320.1	Np002G119850
OG0016747	XP_002882778.2	Np007G408900
OG0016748	XP_002869656.1	Np005G280200
OG0016750	XP_020873661.1	Np005G279700
OG0016751	XP_020873727.1	Np005G279660
OG0016752	XP_020883632.1	Np006G331150
OG0016753	XP_020889485.1	Np007G413720
OG0016754	XP_020887230.1	Np007G413300
OG0016755	XP_020885886.1	Np007G413210
OG0016756	XP_002884755.1	Np007G412890
OG0016758	XP_020878459.1	Np003G127550
OG0016759	XP_020888387.1	Np007G412570
OG0016760	XP_002882665.2	Np007G411920
OG0016761	XP_002882689.1	Np007G411500
OG0016762	XP_002884827.1	Np007G411010
OG0016763	XP_020878187.1	Np006G327010
OG0016764	XP_002882733.1	Np007G410340
OG0016765	XP_020889322.1	Np007G379950
OG0016766	XP_020881787.1	Np001G005230
OG0016767	XP_020877456.1	Np003G175260
OG0016768	XP_002864034.1, XP_002862542.2	Np003G173920
OG0016769	XP_002864036.2	Np003G173900
OG0016770	XP_002865791.1	Np003G172860
OG0016771	XP_020884082.1, XP_002865807.2	Np003G172670
OG0016772	XP_002864089.1	Np003G170980
OG0016773	XP_002864093.1	Np003G170320
OG0016774	XP_002864127.2	Np003G167750
OG0016775	XP_020871155.1	Np003G167710
OG0016776	XP_020866013.1	Np003G167490
OG0016777	XP_002864137.1	Np003G167440
OG0016778	XP_020871109.1	Np003G166490
OG0016779	XP_020880591.1	Np003G166430
OG0016780	XP_002865928.2	Np003G165140
OG0016781	XP_020867000.1	Np003G165100
OG0016782	XP_020883035.1	Np003G164510
OG0016783	XP_020871676.1	Np003G163800
OG0016784	XP_020886477.1	Np003G160390
OG0016785	XP_020871295.1	Np003G158720
OG0016786	XP_002864446.1	Np003G158050
OG0016787	XP_020871931.1	Np003G157360
OG0016788	XP_002866168.1	Np003G156940
OG0016789	XP_020877523.1	Np003G156450
OG0016790	XP_020871733.1	Np003G155990
OG0016791	XP_020871181.1	Np003G155930
OG0016792	XP_020881277.1	Np003G155120
OG0016794	XP_020878313.1	Np003G138220
OG0016795	XP_020878522.1	Np003G138070
OG0016796	XP_002871469.1	Np003G137880
OG0016797	XP_020875894.1	Np003G137710
OG0016798	XP_002871446.1	Np003G137380
OG0016799	XP_002873484.2	Np003G137260
OG0016800	XP_002873479.1	Np003G137200
OG0016802	XP_002871422.1	Np003G136790
OG0016803	XP_020879118.1	Np003G136590
OG0016804	XP_002873449.1	Np003G136580
OG0016805	XP_020879336.1	Np003G136320
OG0016806	XP_002871395.1	Np003G136220
OG0016807	XP_020878488.1	Np003G135510
OG0016808	XP_020877308.1	Np003G135420
OG0016809	XP_020877303.1	Np003G135340
OG0016810	XP_002871359.1	Np003G135280
OG0016811	XP_002873382.1	Np003G135270
OG0016812	XP_020877925.1	Np003G134510, Np003G134540, Np003G134490
OG0016813	XP_002871306.2	Np003G134230
OG0016814	XP_020878898.1	Np003G134170
OG0016815	XP_020878236.1	Np003G134130
OG0016816	XP_020876117.1	Np003G133320
OG0016817	XP_002868009.1	Np005G292490
OG0016818	XP_020872369.1	Np005G292350
OG0016819	XP_002870053.1	Np005G291960
OG0016820	XP_002870032.1	Np005G291260
OG0016821	XP_002867963.1	Np005G290430
OG0016822	XP_020874434.1	Np005G290170
OG0016823	XP_002867941.1	Np005G289960
OG0016824	XP_020872409.1	Np005G289460
OG0016825	XP_002869946.1	Np005G288620
OG0016826	XP_020872050.1	Np005G288600
OG0016827	XP_002869936.1	Np005G288400
OG0016828	XP_002867881.1	Np005G288260
OG0016829	XP_020874074.1	Np005G287350
OG0016830	XP_002869899.1	Np005G287580
OG0016831	XP_002867843.2	Np005G286960
OG0016832	XP_020873439.1	Np005G286720
OG0016833	XP_020873370.1	Np005G286360
OG0016834	XP_020873474.1	Np005G285490
OG0016835	XP_002893772.1	Np004G206430
OG0016836	XP_002893808.2	Np004G208400
OG0016837	XP_020868489.1	Np004G208540
OG0016838	XP_002891110.1	Np004G224140
OG0016839	XP_020868813.1	Np004G204030
OG0016840	XP_020870292.1	Np004G204670
OG0016841	XP_002870428.1	Np001G042870
OG0016842	XP_002891298.1	Np004G202410
OG0016843	XP_002893943.1	Np004G203450
OG0016844	XP_020869128.1	Np004G203640
OG0016845	XP_002866241.1	Np003G155110
OG0016846	XP_020870936.1	Np004G200640
OG0016847	XP_002891361.1	Np004G200800
OG0016848	XP_020868435.1	Np004G200880
OG0016849	XP_002894037.1	Np004G200900
OG0016850	XP_002893484.1	Np004G210460
OG0016851	XP_020870503.1	Np004G210450
OG0016852	XP_020870160.1	Np004G201940
OG0016853	XP_020870196.1	Np004G210680
OG0016854	XP_020869939.1	Np004G210500
OG0016855	XP_020868995.1	Np004G211220
OG0016856	XP_020869960.1	Np004G211230
OG0016858	XP_002890786.1	Np004G211740
OG0016859	XP_020867240.1	Np004G212640
OG0016860	XP_020867535.1	Np004G212870
OG0016861	XP_020883596.1	Np006G363760
OG0016862	XP_002878863.1	Np006G363750
OG0016863	XP_002890830.1	Np004G213010
OG0016864	XP_002893582.1	Np004G213050
OG0016865	XP_002893609.1	Np004G213520
OG0016866	XP_020867053.1	Np004G213930
OG0016867	XP_020869494.1	Np004G214100
OG0016869	XP_020872814.1	Np005G266720
OG0016870	XP_002869062.1	Np005G267240
OG0016871	XP_002869056.1	Np005G267390
OG0016872	XP_020875620.1	Np005G267900
OG0016874	XP_002869013.1	Np003G141340
OG0016875	XP_020874415.1	Np005G268920
OG0016876	XP_002878628.1	Np006G368510
OG0016877	XP_020874588.1	Np005G262630
OG0016878	XP_002868939.1	Np005G262300
OG0016879	XP_002868929.1	Np005G262000
OG0016880	XP_002866879.1	Np005G261860
OG0016881	XP_020874439.1	Np005G261770
OG0016882	XP_020874126.1	Np005G261700
OG0016883	XP_002866832.1	Np005G261210
OG0016884	XP_002868878.1	Np005G260950
OG0016885	XP_020872800.1	Np005G260650
OG0016886	XP_002868856.1	Np005G260560
OG0016887	XP_002866805.1	Np005G260370
OG0016888	XP_020873871.1	Np005G260320
OG0016889	XP_020875711.1	Np005G260140
OG0016890	XP_020872529.1	Np005G260060, Np005G318760
OG0016891	XP_020872201.1	Np005G260030
OG0016892	XP_002868396.1	Np005G309450
OG0016893	XP_020873943.1	Np005G310620
OG0016894	XP_002870493.2, XP_002870495.1	Np005G311010
OG0016895	XP_020875716.1	Np005G312390
OG0016896	XP_020872371.1	Np005G312420
OG0016897	XP_002870791.1	Np005G315120
OG0016898	XP_020872972.1	Np005G315130
OG0016900	XP_002868697.1	Np005G315980
OG0016901	XP_002868691.1	Np005G316140
OG0016903	XP_020868762.1	Np004G248690
OG0016904	XP_020886666.1	Np007G424950
OG0016905	XP_020880659.1	Np001G045590
OG0016906	XP_020867081.1	Np004G217100
OG0016907	XP_002874524.1	Np003G184620
OG0016908	XP_020877521.1	Np003G175440
OG0016909	XP_002877551.1	Np001G046960
OG0016910	XP_020885700.1	Np006G342530
OG0016911	XP_002879469.2	Np006G343590
OG0016912	XP_002881292.1	Np006G343900
OG0016913	XP_002865435.2	Np001G041560
OG0016914	XP_002863684.1	Np001G041690
OG0016915	XP_020869244.1	Np001G042220
OG0016916	XP_020876968.1	Np001G042930
OG0016917	XP_002865567.1, XP_002865566.1	Np001G043020
OG0016918	XP_002872481.1	Np003G177680, Np003G177770
OG0016919	XP_002872483.1	Np003G177860
OG0016920	XP_002874655.1	Np003G179670
OG0016921	XP_002872587.1	Np003G180550
OG0016922	XP_020877657.1	Np003G182350, Np007G400100
OG0016923	XP_002874791.1	Np003G182930
OG0016924	XP_020878596.1, XP_002874793.1	Np003G183030
OG0016925	XP_020876496.1	Np003G184010
OG0016926	XP_002874835.2	Np003G184700
OG0016927	XP_020876423.1	Np003G184870
OG0016928	XP_002892454.1	Np004G251000
OG0016929	XP_020869320.1	Np001G039600
OG0016930	XP_002863465.1	Np001G036980
OG0016931	XP_020886596.1	Np007G405700
OG0016932	XP_002870422.1	Np005G309830
OG0016933	XP_002863334.1	Np003G126990
OG0016934	XP_002865111.2	Np001G032100
OG0016935	XP_002865130.1	Np002G079430
OG0016936	XP_020871866.1	Np001G032680
OG0016937	XP_020874473.1	Np005G310090
OG0016938	XP_002863342.1	Np001G031540
OG0016939	XP_020874807.1	Np005G310050
OG0016940	XP_002870426.2	Np005G309920
OG0016941	XP_020886463.1	Np007G388530
OG0016942	XP_002885750.2	Np007G388550
OG0016943	XP_002868421.1	Np005G310000
OG0016944	XP_020886282.1	Np007G389190
OG0016945	XP_020874830.1	Np005G310390
OG0016946	XP_020874290.1	Np005G309770
OG0016947	XP_020875762.1	Np005G307860
OG0016948	XP_020876178.1	Np005G308260
OG0016949	XP_020872699.1	Np005G309340
OG0016950	XP_002870359.1	Np005G307070
OG0016951	XP_002870337.2	Np005G306290
OG0016952	XP_002870332.2	Np005G306040
OG0016953	XP_020874242.1	Np005G304030
OG0016954	XP_002870275.1	Np005G304010
OG0016955	XP_020874251.1	Np005G303990
OG0016956	XP_020874809.1	Np005G303850
OG0016957	XP_020874555.1	Np005G303530
OG0016958	XP_002870237.1	Np005G302920
OG0016959	XP_002870743.1	Np005G316160
OG0016960	XP_020872951.1	Np005G316180
OG0016961	XP_020871738.1	Np001G000180
OG0016962	XP_020874713.1	Np005G317720
OG0016963	XP_020874308.1	Np005G318100
OG0016965	XP_002868586.1	Np005G319630
OG0016966	XP_002868583.1	Np005G319680, Np005G319700
OG0016967	XP_020874693.1	Np005G319990
OG0016969	XP_020874355.1	Np005G319430
OG0016970	XP_002872893.1	Np003G188050
OG0016971	XP_020883656.1	Np006G320440
OG0016972	XP_020885098.1	Np006G320510
OG0016973	XP_020882915.1	Np001G012660
OG0016974	XP_020884110.1	Np006G321130
OG0016975	XP_020884422.1	Np006G321370
OG0016976	XP_002882093.1	Np006G322180
OG0016977	XP_020883296.1	Np006G322280
OG0016978	XP_020882699.1	Np006G322660
OG0016979	XP_020883019.1	Np006G323090
OG0016981	XP_002880149.2	Np006G324900
OG0016983	XP_020883433.1	Np006G326010
OG0016984	XP_020882651.1	Np006G326200
OG0016985	XP_020885148.1	Np006G326290
OG0016986	XP_020881016.1	Np001G064680
OG0016987	XP_020883362.1	Np006G327080
OG0016988	XP_002881890.1	Np006G327360
OG0016989	XP_002880007.1	Np005G292200, Np006G327880
OG0016990	XP_002881807.1	Np006G329340
OG0016991	XP_020884164.1	Np006G330030, Np006G329990
OG0016992	XP_020883865.1	Np006G330140
OG0016995	XP_020876632.1	Np003G125250
OG0016996	XP_002873011.2	Np003G125410
OG0016997	XP_002870921.1	Np003G125450
OG0016998	XP_020878692.1	Np003G125500
OG0016999	XP_002873014.1	Np003G125530
OG0017000	XP_002873022.1	Np003G125780
OG0017001	XP_020878113.1	Np003G125810
OG0017002	XP_020879312.1	Np003G126180
OG0017003	XP_002870960.1	Np003G126390
OG0017004	XP_020878999.1	Np003G126400
OG0017005	XP_002870970.1	Np003G126580
OG0017006	XP_020877320.1	Np003G126980
OG0017007	XP_020879485.1	Np003G127660
OG0017008	XP_020878423.1	Np003G128530
OG0017009	XP_002871897.1	Np003G147720
OG0017011	XP_002873993.1	Np003G148620
OG0017012	XP_020879152.1	Np003G148570
OG0017013	XP_020877552.1	Np003G149290
OG0017014	XP_020876822.1	Np003G149490
OG0017015	XP_020877316.1	Np003G150380
OG0017016	XP_020879278.1	Np003G150750
OG0017017	XP_002872020.2	Np003G150940
OG0017018	XP_002866357.1	Np003G152350
OG0017019	XP_002866334.2	Np003G152900
OG0017020	XP_002866534.1	Np001G006570
OG0017021	XP_002866564.1	Np001G005660
OG0017022	XP_020869712.1	Np001G005450
OG0017023	XP_020881892.1	Np001G005120
OG0017024	XP_020869254.1	Np001G004950
OG0017025	XP_002864925.1	Np001G003970
OG0017026	XP_002864932.1	Np001G003740
OG0017027	XP_002866647.1	Np001G003670
OG0017028	XP_020879780.1	Np001G003520
OG0017029	XP_020871936.1	Np001G003510
OG0017030	XP_020882360.1	Np001G002970
OG0017031	XP_002864963.2	Np001G002880
OG0017033	XP_002866691.1	Np001G002560
OG0017034	XP_020884736.1	Np001G002470
OG0017035	XP_002866697.2	Np001G002370
OG0017036	XP_002864995.2	Np001G002340
OG0017037	XP_020890136.1	Np001G001810
OG0017038	XP_002865039.1	Np001G001530
OG0017039	XP_002864968.1	Np001G001130
OG0017040	XP_020867755.1	Np001G000860
OG0017041	XP_002887679.1	Np001G000550
OG0017042	XP_020871822.1	Np001G000240
OG0017044	XP_020878527.1	Np003G189890
OG0017045	XP_002875033.1	Np003G189440
OG0017046	XP_020878288.1	Np003G188690
OG0017047	XP_002872919.1	Np003G188260
OG0017048	XP_020879360.1	Np003G188240
OG0017049	XP_002875013.1	Np003G188160
OG0017050	XP_002874983.1	Np003G188030
OG0017051	XP_020870153.1	Np004G210470
OG0017052	XP_020878972.1	Np003G187100
OG0017053	XP_002872832.1	Np003G186490
OG0017054	XP_020882661.1	Np001G040100
OG0017055	XP_020871033.1	Np001G040800
OG0017056	XP_020871031.1	Np001G040970
OG0017057	XP_020871044.1	Np001G040980
OG0017058	XP_002865418.1	Np001G041210
OG0017059	XP_002879414.2	Np006G357300
OG0017060	XP_002881202.1	Np006G355680
OG0017061	XP_002881198.1	Np006G355610
OG0017062	XP_020883431.1	Np006G355220
OG0017063	XP_002879306.1	Np006G348300, Np006G354620
OG0017065	XP_002879267.1	Np006G347260
OG0017066	XP_020874440.1, XP_020885229.1	Np006G351440
OG0017067	XP_002879213.1	Np006G360560
OG0017068	XP_020885249.1	Np006G360040
OG0017069	XP_002881005.1	Np006G359780
OG0017070	XP_002881000.1	Np006G359690
OG0017071	XP_002879098.1	Np006G359210
OG0017072	XP_020883811.1	Np006G358880
OG0017073	XP_002880952.1	Np006G358830
OG0017074	XP_020885561.1	Np006G358250
OG0017075	XP_020883133.1	Np006G361370
OG0017076	XP_020883665.1	Np006G361650
OG0017077	XP_002880816.1	Np006G362210
OG0017078	XP_002878995.1	Np006G362230
OG0017079	XP_020885257.1	Np006G362250
OG0017080	XP_020884780.1	Np006G362440
OG0017081	XP_002878969.1	Np006G362510
OG0017083	XP_020884531.1	Np006G362850
OG0017084	XP_002880762.1	Np006G362900
OG0017085	XP_020885231.1	Np006G363020
OG0017086	XP_020874706.1	Np006G363210
OG0017087	XP_002880709.1	Np006G363200
OG0017088	XP_020872611.1	Np005G277670
OG0017089	XP_020875635.1	Np005G277830
OG0017090	XP_002869562.1	Np005G277960
OG0017091	XP_002867506.1	Np005G278040
OG0017092	XP_002869566.1	Np005G278050
OG0017093	XP_002867510.1	Np005G278120
OG0017094	XP_002884268.1	Np007G424980
OG0017095	XP_020886667.1	Np007G424960
OG0017096	XP_020888081.1	Np007G425130
OG0017097	XP_020886461.1	Np007G425190
OG0017098	XP_020886564.1	Np007G425390
OG0017099	XP_020886381.1	Np007G425480
OG0017100	XP_020873660.1	Np005G279260
OG0017101	XP_002869608.1	Np005G279150
OG0017102	XP_020873483.1	Np005G278980
OG0017103	XP_002867537.1	Np005G278690
OG0017104	XP_002869597.1	Np005G278910
OG0017105	XP_020886123.1	Np007G423860
OG0017106	XP_020886902.1	Np007G423730
OG0017107	XP_020889333.1	Np007G423030
OG0017108	XP_020886252.1	Np007G422920
OG0017109	XP_020886847.1	Np007G422900
OG0017110	XP_020887190.1	Np007G422510
OG0017111	XP_020887898.1	Np007G422330
OG0017112	XP_020888663.1	Np007G422120
OG0017113	XP_002882300.1	Np007G421750
OG0017114	XP_002884423.1	Np007G421240
OG0017115	XP_020888475.1	Np005G318400, Np007G420330
OG0017116	XP_002884468.1	Np007G420090, Np007G420100
OG0017118	XP_020886782.1	Np007G419180
OG0017119	XP_002882417.1	Np007G418790
OG0017120	XP_002884536.1	Np007G418020
OG0017121	XP_020887893.1	Np007G418010
OG0017123	XP_020886925.1	Np007G417680
OG0017124	XP_020886926.1	Np007G417660
OG0017125	XP_020887523.1	Np007G417010
OG0017126	XP_002882475.1	Np007G416930
OG0017129	XP_002882501.2	Np007G416250
OG0017130	XP_002884639.1	Np007G415760
OG0017131	XP_002884647.1	Np007G415490
OG0017132	XP_020889567.1	Np007G415280
OG0017133	XP_002882544.1	Np007G415130
OG0017134	XP_002882565.1	Np007G414620
OG0017135	XP_002884676.1	Np007G414590
OG0017136	XP_002884702.1	Np007G414090
OG0017137	XP_002879864.1	Np006G331810
OG0017138	XP_020884180.1	Np006G332790
OG0017139	XP_002881665.1	Np006G333530, Np006G333490
OG0017140	XP_020884598.1	Np006G333560
OG0017141	XP_002881659.1, XP_002879803.1	Np006G333670
OG0017142	XP_002881633.1	Np006G334160
OG0017143	XP_002862909.1, XP_002879785.1	Np006G334330
OG0017144	XP_002881623.1	Np006G334620
OG0017145	XP_020885531.1	Np006G334640
OG0017146	XP_020883730.1	Np006G339540
OG0017147	XP_002881465.1	Np006G338480
OG0017148	XP_020883838.1	Np006G337980
OG0017149	XP_002881512.1	Np006G337100
OG0017150	XP_020882976.1	Np006G336840
OG0017151	XP_002881548.1	Np006G336780
OG0017152	XP_020882844.1	Np006G335430
OG0017153	XP_002890098.1	Np004G241030
OG0017154	XP_002892871.1	Np004G240760
OG0017155	XP_020867561.1	Np004G240250
OG0017156	XP_002892913.2	Np004G239660
OG0017157	XP_020870429.1	Np004G239600
OG0017158	XP_002890199.1	Np004G239170
OG0017159	XP_020866550.1	Np004G239050
OG0017160	XP_002890213.1	Np004G238930
OG0017161	XP_020867666.1	Np004G238380
OG0017162	XP_002892999.1	Np004G237530
OG0017163	XP_002892984.1	Np004G237770
OG0017164	XP_020866418.1	Np004G237290
OG0017165	XP_002893004.1	Np004G237230
OG0017166	XP_020867222.1	Np004G237190
OG0017167	XP_020868934.1	Np004G237020
OG0017168	XP_020867020.1	Np004G236570
OG0017169	XP_020870087.1	Np004G236060
OG0017170	XP_020870295.1	Np004G235930
OG0017171	XP_002891592.1	Np004G196350
OG0017172	XP_002890416.2	Np004G234500
OG0017173	XP_020869214.1	Np004G233900
OG0017174	XP_020867400.1	Np004G233680
OG0017175	XP_020866891.1	Np004G233600
OG0017176	XP_002890455.1	Np004G233510
OG0017177	XP_002890465.1	Np004G233350
OG0017178	XP_020867413.1	Np004G232470
OG0017179	XP_020866447.1	Np004G232040
OG0017180	XP_020867352.1	Np004G231950
OG0017181	XP_020866587.1	Np004G231750
OG0017182	XP_002890528.1	Np004G231730
OG0017183	XP_020868531.1	Np004G231290
OG0017184	XP_002890549.1	Np004G231080
OG0017185	XP_020866282.1	Np004G230950
OG0017186	XP_020868788.1	Np004G229210
OG0017187	XP_020868087.1	Np004G229100
OG0017188	XP_020868236.1	Np004G227840, Np004G227880, Np004G226640
OG0017189	XP_020868965.1	Np004G226840
OG0017191	XP_020866581.1	Np004G209250
OG0017192	XP_002893435.1	Np004G209530
OG0017193	XP_002893472.1	Np004G210340
OG0017194	XP_020869066.1	Np004G210330
OG0017195	XP_002890730.1	Np004G210320
OG0017196	XP_020873233.1	Np005G282260
OG0017197	XP_002879907.2	Np006G330660
OG0017198	XP_020873420.1	Np005G281010
OG0017199	XP_020873388.1	Np005G280550
OG0017200	XP_020872158.1	Np005G277260
OG0017202	XP_002878810.1	Np006G364740
OG0017203	XP_002880653.1	Np006G364410
OG0017204	XP_020883248.1	Np006G365740
OG0017205	XP_020884063.1	Np006G366130
OG0017206	XP_020884086.1	Np006G367410
OG0017207	XP_020883069.1, XP_020882977.1	Np006G367960
OG0017208	XP_020885776.1	Np006G368530
OG0017209	XP_020884786.1	Np006G368750
OG0017210	XP_020885783.1	Np006G369380
OG0017211	XP_020883043.1	Np006G369520
OG0017212	XP_020884490.1	Np006G369900
OG0017213	XP_002880385.1	Np006G370540
OG0017214	XP_020883934.1	Np006G370650
OG0017215	XP_020883929.1	Np006G356730
OG0017216	XP_002880362.1	Np006G371020
OG0017217	XP_002892821.1	Np004G241800
OG0017218	XP_002892791.1	Np004G242650
OG0017219	XP_002892762.1	Np004G243340
OG0017220	XP_020870946.1	Np004G243680
OG0017221	XP_002889976.1	Np004G244590
OG0017222	XP_020870521.1	Np004G244630
OG0017223	XP_002892696.1	Np004G245140
OG0017224	XP_002892647.1	Np007G414680, Np004G246870
OG0017225	XP_020866055.1	Np004G247070
OG0017226	XP_020869794.1	Np004G247760
OG0017227	XP_002889837.1	Np004G247820
OG0017228	XP_002892596.1	Np004G247880
OG0017229	XP_020870493.1	Np004G248540
OG0017230	XP_020868176.1	Np004G249210
OG0017231	XP_002892533.1	Np004G249120
OG0017233	XP_002892494.1	Np004G249920
OG0017234	XP_020868305.1	Np002G108240
OG0017235	XP_020867891.1	Np004G250020
OG0017238	XP_002871250.1	Np003G132860
OG0017239	XP_020868668.1	Np004G250760
OG0017240	XP_020869242.1	Np004G252320
OG0017241	XP_002892339.1	Np004G253340
OG0017242	XP_020867246.1	Np004G253510
OG0017243	XP_002889574.1	Np004G253820
OG0017244	XP_020867981.1	Np004G254300
OG0017245	XP_002892286.1	Np004G254530
OG0017246	XP_002892259.2	Np004G255080
OG0017247	XP_002892257.1	Np004G255150
OG0017248	XP_002892229.1	Np004G255650
OG0017249	XP_020867545.1	Np004G255910
OG0017250	XP_020867266.1	Np004G256230
OG0017251	XP_002889489.1	Np004G256290
OG0017252	XP_002892172.2	Np004G256770
OG0017253	XP_020870437.1	Np004G256730
OG0017254	XP_020870438.1	Np004G256720
OG0017255	XP_002889473.1	Np004G256650
OG0017256	XP_002889477.1	Np004G256560
OG0017257	XP_002889453.1	Np004G257090
OG0017258	XP_020868082.1	Np004G257190
OG0017259	XP_020870707.1	Np004G258120
OG0017260	XP_020869556.1	Np004G258230
OG0017261	XP_002889353.2	Np004G259390
OG0017262	XP_002892039.1	Np004G259520
OG0017263	XP_002892026.1	Np004G259820
OG0017264	XP_002892022.1	Np004G259890
OG0017265	XP_002873677.2	Np003G141490
OG0017266	XP_020877561.1	Np003G141460
OG0017267	XP_002873672.1	Np003G141440
OG0017268	XP_002871620.1	Np003G141380
OG0017269	XP_002871641.1	Np003G141870
OG0017270	XP_002871642.1	Np003G141880
OG0017271	XP_002871645.2	Np003G141890
OG0017272	XP_002873720.1	Np003G142290
OG0017273	XP_002871655.1	Np003G142130
OG0017274	XP_002873762.1	Np003G143240
OG0017275	XP_002871717.1	Np003G143480
OG0017276	XP_002873789.2	Np003G143900
OG0017277	XP_002871776.1	Np003G144980
OG0017278	XP_002871777.1	Np003G145020
OG0017279	XP_002873853.1	Np003G145150
OG0017280	XP_020891207.1	Np002G089630
OG0017281	XP_002871850.1	Np003G146750
OG0017282	XP_020878389.1	Np003G146870
OG0017283	XP_002873925.1	Np003G146890
OG0017284	XP_020878276.1	Np003G147240
OG0017285	XP_002874375.1	Np001G015090
OG0017286	XP_020876895.1	Np001G015430
OG0017287	XP_002872319.1	Np001G015790
OG0017288	XP_002865744.1	Np001G016190
OG0017289	XP_020871665.1	Np001G016350
OG0017290	XP_020868402.1	Np001G016680
OG0017291	XP_020886834.1, XP_020871699.1	Np001G017790
OG0017292	XP_002865649.1	Np001G017580
OG0017293	XP_002873623.1	Np003G140510
OG0017294	XP_002873621.1	Np003G140450
OG0017295	XP_002873281.1	Np003G132540
OG0017296	XP_020881183.1	Np001G024800
OG0017297	XP_002891872.1	Np004G190290
OG0017298	XP_002863846.1	Np001G018110
OG0017299	XP_020875953.1	Np003G130290
OG0017300	XP_020876043.1	Np003G130260
OG0017301	XP_002873201.1	Np003G130090
OG0017302	XP_002873197.1	Np003G129940
OG0017303	XP_020876005.1	Np003G129560
OG0017304	XP_020876194.1	Np001G013090
OG0017305	XP_002872172.2	Np001G013160
OG0017306	XP_020879275.1	Np001G013030
OG0017307	XP_020866824.1	Np004G238030
OG0017308	XP_002874226.1	Np001G012130
OG0017309	XP_020878650.1	Np001G012020
OG0017310	XP_020879443.1	Np001G011590
OG0017311	XP_020878373.1	Np001G011730
OG0017312	XP_020878968.1	Np001G011480
OG0017313	XP_002874166.1	Np001G011210
OG0017314	XP_020876098.1	Np001G011170
OG0017315	XP_002874158.1	Np001G011140
OG0017316	XP_002874112.2	Np001G010210
OG0017317	XP_002872036.1	Np001G010120
OG0017319	XP_002864358.1	Np003G161080
OG0017320	XP_020871474.1	Np001G009090
OG0017321	XP_002864758.1	Np001G008610
OG0017322	XP_020871022.1	Np001G008510
OG0017323	XP_020871837.1	Np001G008470
OG0017324	XP_002864771.1	Np001G007900
OG0017326	XP_020888132.1	Np001G006630
OG0017327	XP_020886519.1	Np003G154320
OG0017328	XP_020884474.1	Np003G154380
OG0017330	XP_020879935.1	Np001G053080
OG0017331	XP_002876062.1	Np001G052650
OG0017332	XP_002876051.1	Np001G052510
OG0017333	XP_002876047.1	Np001G052350
OG0017334	XP_002877756.1	Np001G052150
OG0017336	XP_020879797.1	Np001G051230
OG0017337	XP_020878091.1	Np003G147570
OG0017338	XP_002875933.1	Np001G049620
OG0017339	XP_002877634.1	Np001G049510
OG0017340	XP_002875909.1	Np001G048820
OG0017341	XP_002877606.1	Np001G048300
OG0017342	XP_020880356.1	Np001G048200
OG0017343	XP_020881544.1	Np001G047810
OG0017345	XP_002877565.1	Np001G047220
OG0017346	XP_020880765.1	Np001G046740
OG0017347	XP_002877513.1	Np001G046600
OG0017348	XP_002877491.1	Np001G046220
OG0017349	XP_002868306.2	Np005G306050
OG0017350	XP_020882333.1	Np001G044920
OG0017351	XP_020882326.1	Np001G044080
OG0017352	XP_020882327.1	Np001G044130
OG0017353	XP_002877331.1	Np001G043950
OG0017354	XP_020880183.1	Np001G043260
OG0017355	XP_002873983.1	Np001G018320
OG0017356	XP_002887144.1	Np002G090930
OG0017357	XP_020890981.1	Np002G091160
OG0017358	XP_002871585.1	Np003G140620
OG0017359	XP_002888633.1	Np002G090670
OG0017360	XP_002887148.1	Np002G090770
OG0017361	XP_002888685.1	Np002G088250
