Orthogroup	Erysimum_linariifolium	Capsella_rubella
OG0018012	El002G111170	XP_006306518.1
OG0018013	El002G112150	XP_006306802.1
OG0018014	El002G112820	XP_023644641.1
OG0018015	El003G160280	XP_006283786.1
OG0018016	El003G159720	XP_006284467.2
OG0018017	El003G159150	XP_006283324.1
OG0018018	El006G315830	XP_006295087.1
OG0018019	El006G315900, El006G315890	XP_006294055.1
OG0018020	El006G316090	XP_006294708.1
OG0018021	El006G317070	XP_006294301.1
OG0018022	El006G317550	XP_006294605.1
OG0018023	El006G317830	XP_006295562.2
OG0018025	El006G318390	XP_006294044.2
OG0018026	El006G318670	XP_006293725.1
OG0018027	El006G319520	XP_023639925.1
OG0018028	El006G319940	XP_006293521.1
OG0018030	El002G096900	XP_006305868.1
OG0018031	El002G094520	XP_006304494.1
OG0018032	El002G093640	XP_006304469.1
OG0018033	El002G092440	XP_006305601.1
OG0018034	El002G091690	XP_006303260.1
OG0018035	El002G090380	XP_023634460.1
OG0018036	El002G089850	XP_006305290.1
OG0018037	El002G088520	XP_006304009.1
OG0018038	El002G088430	XP_006304039.1
OG0018039	El002G087820	XP_006306133.1
OG0018040	El002G087670	XP_006306654.2
OG0018041	El002G087010	XP_006306646.1
OG0018043	El002G085990	XP_023644462.1
OG0018044	El002G085970	XP_006304967.1
OG0018045	El002G085380	XP_006305995.1
OG0018046	El002G084480	XP_006304674.1
OG0018047	El002G083650	XP_023636434.1
OG0018048	El002G083380	XP_006305528.1
OG0018049	El002G082710	XP_006306736.1
OG0018050	El002G082700	XP_023644738.1
OG0018051	El002G082640	XP_023632640.1
OG0018052	El001G067180	XP_006289003.2
OG0018053	El001G067400	XP_006289564.1
OG0018054	El001G066830	XP_023637194.1
OG0018055	El001G066510	XP_006288051.1
OG0018056	El001G066150	XP_006287429.1
OG0018058	El001G062560	XP_006288775.2
OG0018059	El001G062370	XP_006286542.2
OG0018060	El001G061570	XP_006289665.1
OG0018061	El001G050790	XP_006287063.1
OG0018062	El005G239810	XP_006298257.2
OG0018063	El001G048220	XP_006286502.1
OG0018064	El001G047790	XP_023637274.1
OG0018065	El007G346570	XP_006281345.1
OG0018066	El001G068000	XP_006287537.1
OG0018067	El007G350640	XP_006279938.1
OG0018068	El001G076000	XP_006286722.1
OG0018069	El001G076380	XP_006287428.2
OG0018070	El001G077190	XP_006288436.2
OG0018071	El001G077770	XP_006289677.2
OG0018072	El001G055520	XP_006286492.1
OG0018073	El001G055600	XP_023637391.1
OG0018074	El007G329480	XP_006281454.1
OG0018075	El007G329430	XP_006282008.2
OG0018076	El007G329280	XP_006281983.1
OG0018077	El007G329260	XP_023639112.1
OG0018078	El007G328890	XP_006280830.1
OG0018079	El007G332810	XP_006280196.1
OG0018080	El001G019660	XP_006292792.1
OG0018081	El001G018770	XP_006292166.1
OG0018082	El001G018590	XP_023639064.1
OG0018083	El001G016190	XP_006291859.1
OG0018084	El001G012110	XP_006291646.2
OG0018085	El001G011800	XP_006290637.1
OG0018086	El002G108330	XP_006304645.1
OG0018087	El001G011660, El005G258490	XP_006292441.1
OG0018089	El004G218280	XP_006301069.2
OG0018090	El004G219650	XP_006300668.1
OG0018091	El004G219840	XP_006301060.1
OG0018092	El004G220150	XP_023644349.1
OG0018093	El004G220320	XP_023643997.1
OG0018094	El004G223130	XP_023643847.1
OG0018095	El004G223530	XP_006301823.1
OG0018096	El004G230380	XP_023643092.1
OG0018097	El004G230230	XP_006302156.1
OG0018098	El004G230150	XP_006300530.2
OG0018099	El004G229260	XP_006302024.2
OG0018100	El004G228470	XP_006300675.1
OG0018102	El004G227710	XP_006300983.1
OG0018103	El004G227670	XP_006301028.2
OG0018104	El004G227270	XP_006300670.1
OG0018105	El004G227250	XP_006302656.1
OG0018106	El004G227140	XP_006300304.1
OG0018107	El004G226600	XP_006301400.2
OG0018108	El004G225150	XP_006301377.2
OG0018109	El006G279690	XP_006293567.1
OG0018110	El004G224710	XP_006300918.1
OG0018111	El004G232660	XP_006302930.1
OG0018112	El004G232790	XP_006302347.1
OG0018113	El004G232920	XP_006302315.1
OG0018115	El005G248580	XP_006299513.1
OG0018116	El005G248770	XP_006299732.1
OG0018117	El005G249110	XP_006297433.1
OG0018118	El005G249190	XP_006298082.1
OG0018119	El005G249200	XP_006299636.1
OG0018120	El001G013190	XP_023638777.1, XP_023633783.1
OG0018121	El005G249760	XP_006299919.1
OG0018122	El005G251550	XP_006296814.1
OG0018123	El005G251880	XP_006299161.1
OG0018124	El005G255080	XP_023641817.1
OG0018126	El005G260950	XP_006296991.1
OG0018127	El005G261080	XP_006299128.1
OG0018128	El005G262790	XP_006296891.1
OG0018129	El005G265940	XP_006299537.1
OG0018130	El005G266720	XP_006300005.1
OG0018131	El003G182740	XP_006283804.1
OG0018132	El005G269330	XP_023641983.1
OG0018133	El005G269950	XP_006297123.1
OG0018134	El005G271730	XP_006296589.1
OG0018135	El005G271530	XP_006297616.1
OG0018136	El005G270870	XP_006298634.1
OG0018137	El005G270850, El005G270830	XP_023641860.1
OG0018138	El005G271600	XP_006298396.1
OG0018139	El005G271920	XP_023641334.1
OG0018140	El005G272580	XP_006299420.1
OG0018141	El005G273000	XP_006297214.1
OG0018142	El005G273330	XP_006299009.1
OG0018143	El005G273800	XP_023642118.1
OG0018144	El005G274970	XP_006297198.1
OG0018145	El005G276920	XP_006297760.1
OG0018146	El005G277750	XP_006299777.1
OG0018147	El005G279160	XP_006299416.1
OG0018148	El005G279230	XP_006299518.1
OG0018149	El002G139070	XP_023645646.1
OG0018150	El002G137710	XP_006305421.1
OG0018151	El002G136880	XP_006305669.1
OG0018152	El002G136600	XP_006306411.2
OG0018154	El002G133120	XP_006304751.2
OG0018155	El002G132100	XP_006306949.2
OG0018156	El002G141560	XP_023632837.1
OG0018157	El002G086680	XP_006303397.1
OG0018158	El001G023300	XP_006292482.2
OG0018159	El001G023700	XP_006291405.1
OG0018160	El001G023850	XP_023637740.1
OG0018161	El001G025840	XP_006290823.1
OG0018162	El001G027700	XP_006290556.1
OG0018163	El001G027720	XP_006291695.1
OG0018164	El001G027790	XP_006292645.1
OG0018165	El001G027870	XP_006290466.1
OG0018166	El001G028880	XP_006291767.1
OG0018168	El001G030150	XP_006292874.1
OG0018169	El001G030670	XP_006290872.1
OG0018170	El001G032080	XP_006282701.1
OG0018172	El001G034790	XP_006292839.1
OG0018173	El002G139720	XP_006304272.2
OG0018175	El003G182110	XP_006284979.1
OG0018176	El001G020570, El001G020580	XP_006292643.2
OG0018177	El001G021470	XP_006291707.1
OG0018178	El001G023770	XP_006290968.1
OG0018180	El001G024210	XP_023638668.1
OG0018181	El001G027080	XP_006292901.1
OG0018183	El001G029130	XP_006292175.1
OG0018184	El001G032870	XP_006292082.1
OG0018185	El001G034310	XP_023638340.1
OG0018186	El001G035260	XP_006291570.2
OG0018187	El004G200580	XP_023643705.1
OG0018188	El001G023810	XP_006291322.1
OG0018190	El007G365450	XP_006280267.1
OG0018191	El002G113040	XP_006305977.1
OG0018192	El007G357930	XP_006281304.1
OG0018193	El007G358130	XP_006282272.1
OG0018194	El006G295640	XP_006296437.1
OG0018195	El006G291750	XP_006295208.1
OG0018196	El001G064570	XP_006289218.1
OG0018198	El006G287420	XP_006296392.1
OG0018199	El006G281030	XP_023640934.1
OG0018202	El004G231700	XP_006302800.1
OG0018203	El004G228740	XP_006300580.2
OG0018204	El004G225990	XP_006302928.1
OG0018205	El004G224860	XP_023643759.1
OG0018206	El003G156140	XP_006284241.2
OG0018207	El003G153170	XP_006285961.1
OG0018208	El003G155790	XP_006285698.2
OG0018209	El003G146070	XP_006282841.1
OG0018210	El002G084200	XP_006306036.1
OG0018211	El007G349860	XP_006302063.1
OG0018212	El002G087580	XP_006307640.1
OG0018213	El002G088710	XP_006304721.1
OG0018214	El002G089300	XP_006303994.1
OG0018215	El002G090330	XP_023645535.1
OG0018216	El002G090530	XP_006303500.1
OG0018217	El002G091020	XP_023644757.1
OG0018218	El002G094950	XP_006307499.2
OG0018219	El002G098810	XP_006304452.1
OG0018220	El002G099350	XP_023645162.1
OG0018221	El002G103960, El037G374490	XP_006304020.1
OG0018222	El002G107710	XP_006305902.1
OG0018223	El003G160510	XP_006284648.2
OG0018224	El004G222070	XP_006302214.1
OG0018225	El004G221330, El004G221320	XP_023643025.1
OG0018226	El004G218590	XP_006300724.1
OG0018227	El004G217550	XP_006302643.1
OG0018228	El004G204680	XP_006301988.1
OG0018230	El004G198410	XP_023643582.1
OG0018231	El003G189860	XP_006282956.1
OG0018232	El004G194590	XP_006300345.1
OG0018234	El005G269080	XP_006299528.1
OG0018235	El005G253980	XP_023641320.1
OG0018236	El005G252890	XP_023641557.1
OG0018237	El005G251780	XP_006299691.2
OG0018238	El005G248360	XP_006297521.1
OG0018239	El004G219280	XP_006301915.1
OG0018240	El005G243890	XP_006299627.1
OG0018241	El005G241910	XP_006296895.1
OG0018242	El005G238750	XP_023641232.1
OG0018243	El001G079940	XP_006287521.1
OG0018244	El001G077170	XP_006287065.1
OG0018246	El001G075110	XP_023636566.1
OG0018247	El001G074730	XP_006288236.1
OG0018248	El001G074700	XP_006289181.1
OG0018249	El001G074660	XP_023637317.1
OG0018251	El003G145550	XP_006294299.1
OG0018253	El002G127680	XP_006306112.1
OG0018254	El002G114130	XP_006306343.2
OG0018255	El003G159090	XP_006284786.1
OG0018257	El006G299290	XP_006295888.1
OG0018258	El006G304990	XP_006294373.2
OG0018259	El006G306700	XP_006294962.1
OG0018260	El006G307460	XP_006294234.2
OG0018261	El006G310990	XP_006293527.1
OG0018262	El003G159690	XP_006282624.1
OG0018263	El001G073570	XP_023636912.1
OG0018264	El001G070030	XP_006286421.1
OG0018265	El001G069120	XP_006289187.1
OG0018266	El001G067970	XP_006287089.1
OG0018268	El003G184790	XP_006282582.1
OG0018269	El001G062400	XP_006289709.1
OG0018270	El001G062420	XP_023636833.1
OG0018271	El001G042270	XP_006293068.1
OG0018273	El007G333620	XP_006281531.1
OG0018274	El007G331220	XP_006280341.1
OG0018275	El001G057310	XP_006288362.1
OG0018277	El001G059400	XP_006289225.1
OG0018278	El001G059610	XP_006287652.1
OG0018279	El001G052500	XP_006286485.1
OG0018280	El001G056590	XP_006288759.1
OG0018281	El007G329570	XP_023644391.1
OG0018282	El007G329170	XP_006282179.2
OG0018283	El007G327520	XP_006281235.1
OG0018285	El007G324600	XP_023636767.1
OG0018286	El007G322950	XP_006280180.1
OG0018287	El002G090860	XP_006304747.1
OG0018289	El002G099190	XP_006305223.1
OG0018291	El002G106620	XP_023632797.1
OG0018297	El004G207060	XP_006300416.1
OG0018298	El004G218750	XP_006301584.1
OG0018299	El004G218890	XP_006300891.1
OG0018301	El005G264810	XP_023641862.1
OG0018302	El005G268800	XP_006299312.1
OG0018303	El006G317620	XP_006294201.1
OG0018305	El001G017800, El001G018360, El005G252610	XP_006299056.2
OG0018306	El001G024230	XP_006291929.1
OG0018308	El001G060360	XP_023637434.1
OG0018310	El001G010160	XP_006287732.1
OG0018311	El003G155810	XP_006284277.1
OG0018312	El003G156580	XP_006282473.2
OG0018313	El003G158710	XP_023633621.1
OG0018315	El003G163030	XP_023633813.1
OG0018316	El005G261400	XP_023643688.1, XP_023636937.1
OG0018317	El003G184740	XP_006283314.1
OG0018318	El003G187010	XP_006291735.1
OG0018319	El003G192250	XP_006283337.1
OG0018320	El007G360730	XP_006281823.1
OG0018321	El007G343270, El007G342430	XP_006280862.1
OG0018322	El007G342090	XP_006281361.1
OG0018323	El007G333840	XP_006281947.2
OG0018324	El007G324770	XP_006300430.1
OG0018337	El003G170560	XP_023635136.1
OG0018338	El005G267180	XP_023642000.1
OG0018339	El004G209640	XP_006302483.1
OG0018340	El004G209670	XP_023643097.1
OG0018341	El004G206390	XP_006301386.1
OG0018342	El004G202200	XP_006301723.2
OG0018344	El001G038740	XP_023638836.1
OG0018345	El001G039560	XP_006292760.2
OG0018346	El001G045730	XP_006293178.1
OG0018347	El004G216210	XP_006300589.1
OG0018348	El004G215370	XP_006302662.1
OG0018349	El004G213860	XP_006302844.1
OG0018350	El004G211690	XP_006302238.1
OG0018352	El001G081380	XP_006287866.1
OG0018354	El002G141460	XP_006305012.1
OG0018355	El001G076720	XP_006287799.1
OG0018356	El007G344660	XP_006280611.1
OG0018357	El007G344510	XP_006279793.1
OG0018358	El007G344490	XP_006279649.1
OG0018360	El007G343570	XP_006279722.1
OG0018361	El007G343110	XP_006279834.1
OG0018362	El007G342840	XP_006282218.1
OG0018363	El007G342020	XP_006279590.1
OG0018364	El007G341780	XP_006280812.2
OG0018365	El007G340880	XP_006280222.1
OG0018368	El003G183150	XP_023633987.1
OG0018369	El001G068470	XP_006290117.1
OG0018370	El001G073430	XP_006288606.1
OG0018372	El003G168660	XP_006284032.1
OG0018373	El003G168440	XP_023634434.1
OG0018374	El003G166910	XP_006282885.2
OG0018375	El003G166010	XP_023635681.1
OG0018376	El003G165010	XP_023635468.1
OG0018377	El003G161500	XP_006300961.2
OG0018378	El002G121080	XP_006306010.1
OG0018379	El002G126600	XP_006304117.1
OG0018380	El002G115160	XP_006306398.2
OG0018381	El003G145290	XP_006284688.1
OG0018383	El003G142480	XP_023634799.1
OG0018384	El003G163980	XP_006284567.1
OG0018385	El003G187070	XP_006285249.1
OG0018386	El003G188890	XP_006285420.1
OG0018387	El006G297780	XP_006295951.1
OG0018388	El006G297790	XP_006294705.1
OG0018389	El007G357670	XP_023645978.1
OG0018390	El001G038490	XP_006290315.1
OG0018391	El002G121190	XP_006304773.1
OG0018393	El001G007960	XP_006288221.1
OG0018394	El001G005090	XP_023637442.1
OG0018395	El001G005060, El001G006620	XP_006289529.2
OG0018396	El007G361240	XP_006281324.2
OG0018397	El007G362040	XP_006280203.1
OG0018398	El007G363390	XP_006279658.1
OG0018400	El005G269440	XP_006296639.1
OG0018401	El003G183550	XP_006283407.1
OG0018403	El003G176690	XP_006283662.2
OG0018405	El003G190480	XP_006284382.1
OG0018406	El003G191180, El003G191230	XP_006283350.1
OG0018407	El003G191610	XP_006285144.1
OG0018408	El003G191770	XP_006285744.1
OG0018409	El003G191830	XP_006286104.1
OG0018410	El003G192520	XP_006283308.1
OG0018411	El003G193070	XP_006284493.1
OG0018412	El003G193480	XP_023633894.1
OG0018413	El001G073910	XP_006289922.1
OG0018414	El006G280070	XP_006293888.1
OG0018415	El006G281080	XP_006293847.1
OG0018416	El006G283850	XP_006293380.1
OG0018417	El006G284000	XP_006294961.2
OG0018418	El003G176880	XP_006282438.1
OG0018420	El001G081480	XP_023637638.1
OG0018421	El001G080210	XP_006286763.1
OG0018423	El003G192040	XP_006285223.2
OG0018424	El007G330430	XP_006281710.1
OG0018425	El007G326990	XP_023645365.1
OG0018426	El007G322300	XP_006281944.2
OG0018427	El007G322160	XP_006279760.1
OG0018428	El001G000200	XP_023636884.1
OG0018429	El001G003220	XP_006286768.1
OG0018430	El007G359730	XP_006282056.1
OG0018431	El006G302010	XP_023639349.1
OG0018432	El006G304060	XP_006293883.2
OG0018434	El006G305900	XP_006296453.1
OG0018435	El006G309300	XP_023640620.1
OG0018436	El006G309430	XP_023639838.1
OG0018437	El005G235430	XP_006297157.1
OG0018438	El005G235030	XP_006298917.1
OG0018439	El005G234950	XP_006292165.2
OG0018440	El005G234850, El004G193760	XP_006299543.2
OG0018441	El003G181220, El003G185440	XP_023634981.1
OG0018442	El005G235810	XP_006298968.2
OG0018443	El005G236240	XP_006297658.2
OG0018444	El005G236490	XP_023642266.1
OG0018445	El005G236670	XP_023642441.1
OG0018446	El005G237610	XP_006300010.2
OG0018447	El005G239010	XP_023642523.1
OG0018450	El002G110230	XP_006290820.1
OG0018451	El002G111100	XP_023646053.1
OG0018452	El002G111990	XP_006306023.2
OG0018453	El003G160210	XP_006286038.1
OG0018454	El003G159870	XP_023635247.1
OG0018455	El003G159140	XP_023635067.1
OG0018456	El006G316150	XP_006295156.1
OG0018457	El002G139950	XP_023633090.1
OG0018458	El006G318520	XP_006295071.1
OG0018459	El006G321160	XP_023640970.1
OG0018460	El006G321590	XP_006295932.1
OG0018461	El002G095030	XP_006306468.1
OG0018464	El002G091820	XP_006306953.1
OG0018465	El007G360330	XP_006280148.1
OG0018466	El002G090190	XP_006307211.1
OG0018467	El002G088050	XP_006303407.1
OG0018468	El002G085950	XP_023645021.1
OG0018469	El002G085780	XP_006306057.1
OG0018470	El002G082590	XP_023645585.1
OG0018471	El002G082560	XP_006304581.1
OG0018473	El001G066620	XP_023637027.1
OG0018474	El001G066270	XP_006290001.1
OG0018476	El001G064010	XP_006289768.1
OG0018477	El001G061650	XP_006289715.1
OG0018479	El001G049740	XP_006287056.1
OG0018480	El007G345530	XP_023644247.1
OG0018481	El007G348300	XP_006280236.1
OG0018482	El001G075880	XP_006288799.1
OG0018483	El001G052660	XP_006289632.1
OG0018484	El001G055570	XP_006289220.2
OG0018485	El007G329020	XP_006282095.1
OG0018486	El001G021250	XP_006292998.2
OG0018487	El001G020850	XP_006291639.1
OG0018488	El001G019050	XP_006290593.1
OG0018489	El001G018160	XP_006292304.1
OG0018490	El001G018140	XP_006292055.1
OG0018491	El001G017990	XP_006291273.2
OG0018492	El001G017960	XP_006291361.1
OG0018493	El001G017530	XP_006291910.2
OG0018495	El001G014580	XP_023637753.1
OG0018497	El002G090760	XP_006306854.1
OG0018498	El004G217750	XP_006300793.1
OG0018499	El004G219830	XP_006301639.1
OG0018502	El004G229160	XP_006300792.1
OG0018503	El004G225850	XP_023643960.1
OG0018504	El004G224910	XP_006301211.1
OG0018505	El004G224790	XP_006303052.1
OG0018507	El004G232680	XP_006301305.1
OG0018509	El005G249150	XP_023642362.1
OG0018511	El005G250690	XP_006299393.1
OG0018512	El005G267940	XP_006296796.2
OG0018514	El005G271820	XP_006297047.2
OG0018515	El005G273480	XP_023642089.1
OG0018517	El005G277290	XP_006298181.1
OG0018518	El005G279530	XP_006299951.1
OG0018519	El002G136950	XP_006307254.1
OG0018520	El002G135470	XP_006307693.1
OG0018521	El001G030000	XP_023638961.1
OG0018522	El001G032590	XP_006292970.1
OG0018523	El001G034620	XP_006292965.1
OG0018524	El001G035170	XP_006292469.1
OG0018525	El001G035740	XP_006281476.1
OG0018526	El001G035880	XP_023638365.1
OG0018528	El003G174440	XP_006286105.1
OG0018529	El003G175630	XP_006282787.1
OG0018530	El001G020300	XP_006292985.1
OG0018531	El001G022960	XP_006293182.1
OG0018533	El001G027460	XP_006292388.1
OG0018534	El001G033460	XP_006291675.2
OG0018536	El007G362460	XP_023637067.1
OG0018537	El006G314570	XP_023641383.1
OG0018539	El007G365720	XP_006281301.1
OG0018540	El006G292470	XP_023639813.1
OG0018541	El006G291610	XP_023640083.1
OG0018544	El006G288390	XP_006295669.1
OG0018545	El006G286280	XP_006294222.1
OG0018546	El006G284510	XP_006296445.1
OG0018547	El006G281070	XP_006296051.1
OG0018547	El006G280620, El004G223430	XP_006294852.2
OG0018549	El003G156310	XP_006282760.1
OG0018550	El003G155510	XP_006285533.1
OG0018552	El003G147210	XP_006284172.2
OG0018553	El003G141630	XP_006282488.1
OG0018554	El002G088080	XP_006304384.1
OG0018555	El002G089420	XP_006304930.2
OG0018556	El002G089640	XP_006307690.2
OG0018557	El002G090700	XP_023645018.1
OG0018558	El002G092140	XP_006303629.1
OG0018559	El002G094930	XP_006307697.1
OG0018560	El002G096940	XP_006304140.1
OG0018561	El002G097290, El002G097690	XP_006307009.1
OG0018562	El005G272270	XP_006299553.2
OG0018563	El002G098410	XP_006306619.1
OG0018564	El002G099760	XP_023632560.1
OG0018565	El002G107930	XP_006304937.1
OG0018566	El004G219160	XP_006302270.1
OG0018567	El004G198110	XP_006302608.2
OG0018568	El005G269750	XP_006299442.1
OG0018570	El005G257730	XP_006297494.1
OG0018572	El005G248670	XP_006300142.1
OG0018573	El005G246630, El005G246510	XP_023641262.1
OG0018574	El005G244690	XP_023642274.1
OG0018576	El005G241770, El002G123460	XP_006297650.1
OG0018578	El001G080700	XP_006288786.1
OG0018579	El001G079610	XP_006288686.2
OG0018580	El001G074770	XP_006287977.2
OG0018581	El003G162730	XP_006290334.1
OG0018582	El001G044460	XP_006291945.1
OG0018583	El003G168820	XP_006284666.1
OG0018585	El003G160630	XP_006285338.1
OG0018586	El003G158740	XP_006283410.1
OG0018587	El006G299360	XP_006296172.1
OG0018588	El006G301930	XP_023639326.1
OG0018589	El006G303010	XP_023640601.1
OG0018590	El006G307350	XP_006295918.2
OG0018593	El001G072410	XP_006294395.1
OG0018595	El001G063810	XP_006286806.2, XP_006279768.1
OG0018597	El001G050750	XP_006289523.1
OG0018598	El003G189430	XP_006286152.1
OG0018599	El003G191920	XP_006284899.1
OG0018600	El001G037590, El001G037200	XP_006292846.1
OG0018601	El007G341380	XP_006279733.1
OG0018602	El007G334280	XP_023640298.1
OG0018603	El007G334230	XP_006279666.2
OG0018604	El007G333880	XP_023641424.1
OG0018605	El007G332110	XP_006282116.1
OG0018606	El001G060800	XP_006288499.1
OG0018607	El001G052640	XP_006286987.1
OG0018608	El001G055180	XP_006289125.1
OG0018609	El001G056800	XP_006286434.1
OG0018610	El007G324840	XP_006281758.1
OG0018611	El002G088850	XP_006303469.1
OG0018612	El002G105150	XP_006306338.1
OG0018613	El002G112190	XP_006306904.1
OG0018617	El004G218860	XP_023644293.1
OG0018620	El005G269510	XP_006298633.1
OG0018621	El005G272440	XP_023642619.1
OG0018622	El006G320420	XP_006294050.1
OG0018623	El006G319340	XP_006294654.2
OG0018624	El006G319170	XP_023640704.1, XP_006293397.2
OG0018626	El006G296100	XP_006296103.2
OG0018629	El006G286860	XP_006293827.1
OG0018631	El001G037220	XP_006292327.1
OG0018632	El001G039030, El001G039060	XP_023638792.1
OG0018633	El001G040400	XP_006290844.2
OG0018634	El001G077180	XP_006290051.1
OG0018635	El001G002120	XP_023636146.1
OG0018636	El001G000220	XP_023637037.1
OG0018637	El003G158010	XP_006283599.1
OG0018638	El003G158720	XP_006285886.1
OG0018639	El007G348750	XP_023638856.1
OG0018640	El007G347820	XP_006280381.1
OG0018641	El001G078660	XP_023637660.1
OG0018645	El001G060110	XP_006289393.1
OG0018673	El003G150060	XP_006282735.1
OG0018675	El003G148990, El003G148970	XP_023634736.1
OG0018676	El002G118230	XP_006304342.2
OG0018677	El002G120210	XP_023632736.1
OG0018678	El003G171260	XP_023635201.1
OG0018679	El004G208830	XP_006302439.2
OG0018680	El001G036840	XP_006292678.1
OG0018681	El001G041280	XP_006290700.1
OG0018682	El003G181920	XP_006282547.1
OG0018683	El004G211000	XP_006302147.1
OG0018685	El003G158690	XP_006285131.1
OG0018686	El006G288730	XP_023640663.1
OG0018687	El007G345130	XP_023633531.1
OG0018689	El007G344610	XP_006281850.1
OG0018690	El007G344470	XP_006280085.1
OG0018691	El007G341530	XP_006281174.1
OG0018692	El007G341390	XP_006280618.1
OG0018693	El007G340690	XP_006281960.1
OG0018694	El004G207640, El007G336460	XP_006282358.1
OG0018695	El007G336290	XP_006280118.1
OG0018696	El007G352070	XP_006280061.1
OG0018697	El003G169850	XP_006282933.2
OG0018701	El003G159160	XP_006284747.1
OG0018702	El002G128080	XP_006303501.1
OG0018703	El002G126790	XP_006305716.1
OG0018705	El002G116440	XP_006307101.1
OG0018706	El003G145940	XP_023635357.1
OG0018707	El003G185550	XP_006286021.1
OG0018708	El001G010110	XP_006289478.1
OG0018709	El006G297710	XP_006294511.1
OG0018710	El007G358590	XP_006281183.2
OG0018711	El007G358350	XP_023637767.1
OG0018713	El007G356440	XP_006281778.1
OG0018716	El007G356220, El007G363240	XP_006282098.1
OG0018717	El003G179960	XP_006286165.1
OG0018718	El003G179950	XP_006283306.1
OG0018719	El003G175240	XP_023635634.1
OG0018720	El003G174210	XP_006283207.1
OG0018721	El003G191050	XP_006283294.1
OG0018722	El003G193320	XP_006284216.1
OG0018723	El003G193370	XP_006283728.1
OG0018724	El006G281000	XP_006294763.1
OG0018729	El001G081990	XP_006288836.1
OG0018730	El001G081700	XP_006287696.1
OG0018731	El001G081040	XP_006289936.1
OG0018733	El007G323350	XP_023633595.1
OG0018734	El007G322570	XP_006281646.1
OG0018735	El007G322540	XP_006282109.1
OG0018736	El001G046200	XP_023637332.1
OG0018737	El001G002730	XP_023635803.1
OG0018738	El001G003280	XP_006287241.1
OG0018739	El002G087210	XP_006303477.2
OG0018741	El006G310980	XP_006296211.1
OG0018742	El003G156930	XP_006285732.1
OG0018743	El005G235070	XP_006296783.1
OG0018744	El005G234990	XP_006300107.1
OG0018746	El007G347890	XP_006300035.1
OG0018747	El005G238980	XP_023641987.1
OG0018748	El005G239660	XP_023641218.1
OG0018749	El005G243940	XP_006297562.1
OG0018750	El005G279030	XP_006299486.1
OG0018752	El002G111220	XP_006307380.1
OG0018753	El006G316950	XP_006295745.1
OG0018754	El006G318240	XP_023640736.1
OG0018755	El002G094830	XP_006304291.2
OG0018756	El002G093570	XP_006306849.1
OG0018758	El002G084050	XP_006303267.1
OG0018759	El002G083970	XP_006304730.1
OG0018760	El002G082600	XP_023645586.1
OG0018761	El001G064090	XP_006287060.1
OG0018762	El007G328480	XP_006281064.1
OG0018763	El007G328290	XP_023644765.1
OG0018764	El007G332800	XP_006281456.1
OG0018765	El007G332900	XP_006281992.1
OG0018766	El001G016900	XP_006292869.1
OG0018767	El001G016060	XP_023639229.1
OG0018768	El001G014750	XP_006292718.1
OG0018769	El001G016070, El006G283630	XP_006294773.1
OG0018770	El001G014020	XP_023637963.1
OG0018771	El001G011730	XP_006292206.1
OG0018773	El004G221640	XP_006301627.1
OG0018774	El004G222220	XP_006303026.1
OG0018776	El037G374550, El002G104020	XP_023644881.1
OG0018777	El004G226940	XP_006302229.2
OG0018778	El004G224690	XP_006302976.1
OG0018781	El005G251040	XP_006299179.1
OG0018782	El005G251150	XP_006297141.1
OG0018783	El005G253380	XP_023642083.1
OG0018784	El005G258090	XP_006297128.1
OG0018785	El005G258150	XP_006296621.1
OG0018787	El003G153100, El003G153550	XP_006285446.1
OG0018788	El005G270920	XP_006299696.1
OG0018789	El005G274680	XP_006296960.2
OG0018790	El005G245180	XP_006299287.1
OG0018791	El005G277760	XP_006300153.1
OG0018792	El002G141520	XP_023644733.1
OG0018794	El002G134450	XP_023645450.1
OG0018796	El002G132390	XP_006304414.1
OG0018797	El001G028280	XP_006290365.1
OG0018798	El001G029320	XP_006290306.2
OG0018799	El001G030870	XP_006290532.1
OG0018801	El001G035490	XP_006292152.1
OG0018804	El002G138040	XP_006304838.1
OG0018806	El002G134570	XP_006306505.1
OG0018807	El002G133400	XP_006306406.1
OG0018808	El002G133000	XP_006307725.2, XP_006306097.1
OG0018809	El007G343460	XP_006282170.1
OG0018810	El001G023020	XP_023639076.1
OG0018811	El001G035730	XP_006281375.2
OG0018813	El007G365550	XP_006280590.1
OG0018814	El007G366660	XP_006280620.2
OG0018816	El006G298290	XP_006295766.1
OG0018817	El006G289660	XP_006295321.1
OG0018818	El004G222090	XP_023644316.1
OG0018819	El004G230490	XP_006301847.1
OG0018820	El004G227350	XP_006301578.1
OG0018821	El006G316580	XP_023639408.1
OG0018822	El003G151470	XP_006285031.1
OG0018824	El003G147410	XP_006283621.1
OG0018826	El003G143210	XP_006285032.1
OG0018828	El002G085170	XP_023645349.1
OG0018829	El002G085710, El002G085690	XP_006303676.1
OG0018830	El002G085760	XP_006303945.1
OG0018831	El002G085920, El008G368930	XP_023645549.1
OG0018832	El002G086500	XP_006305943.1
OG0018833	El002G089130	XP_023644685.1
OG0018834	El002G092210	XP_006304373.1
OG0018835	El002G099120	XP_006303747.1
OG0018838	El002G104870	XP_006303245.1
OG0018839	El006G299170	XP_006295793.1
OG0018842	El004G198860	XP_006301218.1
OG0018843	El004G194350	XP_023643656.1
