Orthogroup	Erysimum_linariifolium	Arabidopsis_thaliana
OG0016947	El003G179100	AT4G13030.3
OG0016948	El003G178440	AT4G13110.1
OG0016949	El003G177290	AT4G13550.2
OG0016951	El003G175920	AT4G14100.1
OG0016952	El003G175690	AT4G14180.1
OG0016953	El003G174180	AT4G14850.1
OG0016954	El003G174160	AT4G14870.1
OG0016955	El003G174140	AT4G14890.1
OG0016956	El003G174080	AT4G14940.1
OG0016957	El003G173820	AT4G15120.1
OG0016958	El003G172900	AT4G15450.1
OG0016959	El003G189870	AT5G39890.1
OG0016960	El003G189890	AT5G39910.1
OG0016961	El007G322060	AT5G66055.1
OG0016962	El003G191350	AT5G40470.1
OG0016963	El003G191700	AT5G40660.1
OG0016964	El003G192730	AT5G41470.1
OG0016965	El003G193020	AT5G41560.1
OG0016966	El003G193090	AT5G41610.1
OG0016967	El003G193270	AT5G41761.1
OG0016968	El003G193350	AT5G41850.1
OG0016969	El003G193360	AT5G41860.1
OG0016970	El001G001590	AT4G01420.1
OG0016971	El006G279700	AT2G48100.1
OG0016972	El006G279720	AT2G48080.1
OG0016973	El006G279970	AT2G47840.1
OG0016974	El006G280270	AT2G47530.1
OG0016975	El006G280420	AT2G47410.5
OG0016976	El006G280980	AT2G46920.1
OG0016977	El006G281060	AT2G46850.1
OG0016978	El006G281350	AT2G46560.1
OG0016979	El006G281860	AT2G46240.1
OG0016980	El001G039640, El005G247480, El006G282940	AT2G45480.3
OG0016981	El006G283490	AT2G44990.2
OG0016983	El006G284730	AT2G44090.1
OG0016984	El006G284830	AT2G43980.1
OG0016985	El006G284910	AT2G43900.2
OG0016986	El001G031010	AT3G59420.1
OG0016987	El006G285540	AT2G43350.1
OG0016988	El006G285700	AT2G43180.1
OG0016990	El006G287330	AT2G41890.1
OG0016992	El006G287930	AT2G41450.1
OG0016993	El001G081960	AT5G01730.1
OG0016994	El001G081950	AT5G01720.1
OG0016995	El001G081880	AT5G01650.2
OG0016996	El001G081680	AT5G01470.6
OG0016997	El001G081620	AT5G01420.1
OG0016998	El001G081600	AT5G01400.1
OG0016999	El001G081560	AT5G01370.1
OG0017000	El001G081320	AT5G01200.1
OG0017001	El001G081290	AT5G01170.1
OG0017002	El001G081050	AT5G02060.1
OG0017003	El001G080920	AT5G02190.1
OG0017004	El001G080910	AT5G02200.2
OG0017005	El001G080750	AT5G02400.1
OG0017006	El001G080110	AT5G02790.1
OG0017007	El001G079340	AT5G03440.1
OG0017008	El001G078570	AT5G04050.2
OG0017009	El001G060530	AT5G19640.1
OG0017010	El001G059920	AT5G20220.4
OG0017011	El001G059750	AT5G20360.1
OG0017012	El001G059840	AT5G20300.1
OG0017013	El001G059090	AT5G20940.1
OG0017014	El001G058950	AT5G21080.1
OG0017015	El001G058180	AT5G22340.2
OG0017016	El001G057730	AT5G22640.1
OG0017017	El001G057510	AT5G22810.1
OG0017018	El007G331040	AT5G59900.1
OG0017019	El007G331610	AT5G59520.1
OG0017021	El007G326950	AT5G63610.1
OG0017022	El007G326840	AT5G63710.3
OG0017023	El007G326530	AT5G64010.1
OG0017024	El007G326400	AT5G64090.1
OG0017025	El007G325500	AT5G64816.1
OG0017026	El007G325340	AT5G64940.1
OG0017027	El007G325250	AT5G65030.1
OG0017028	El007G325120	AT5G65158.1
OG0017029	El007G325100	AT5G65160.1
OG0017030	El007G324620	AT5G65495.1
OG0017031	El007G324540	AT5G65570.1
OG0017032	El007G324350	AT5G65710.1
OG0017033	El007G324240	AT5G65820.1
OG0017034	El007G324100	AT5G65900.1
OG0017035	El007G323930	AT5G67570.1
OG0017036	El007G323900	AT5G67540.3
OG0017037	El007G323460	AT5G67180.1
OG0017038	El007G323190	AT5G66960.1
OG0017039	El007G322890	AT5G65650.1
OG0017040	El007G322660	AT5G66590.1
OG0017041	El004G230440	AT1G77370.2
OG0017042	El007G322120	AT5G66110.1
OG0017043	El007G322030	AT5G66040.1
OG0017044	El001G000040	AT1G05940.1
OG0017045	El001G000460	AT4G00350.1
OG0017046	El001G001120	AT4G01140.1
OG0017047	El001G001360	AT4G00900.1
OG0017048	El001G001420	AT4G00890.1
OG0017049	El001G001500	AT4G00820.1
OG0017050	El001G001610	AT4G01430.1
OG0017051	El002G113300	AT1G27680.1
OG0017052	El001G002390	AT4G02090.1
OG0017053	El001G003070	AT4G02530.2
OG0017054	El007G360350	AT5G44250.1
OG0017055	El007G359680	AT5G43790.1
OG0017056	El007G359340	AT5G43710.1
OG0017057	El007G359330	AT5G43700.1
OG0017058	El007G359180	AT5G43530.1
OG0017059	El006G299320	AT2G32770.3
OG0017060	El006G300460	AT2G31870.1
OG0017061	El006G300500	AT2G31840.1
OG0017062	El006G300860	AT2G31480.1
OG0017063	El006G301410	AT2G31090.1
OG0017064	El006G301760	AT2G30870.1
OG0017065	El006G302110	AT2G30550.2
OG0017066	El006G302780	AT2G30100.1
OG0017067	El006G303670, El006G303690	AT2G29380.1
OG0017068	El006G304330	AT2G28940.2
OG0017069	El006G304750	AT2G28690.1
OG0017070	El006G304880	AT2G28640.1
OG0017071	El006G305280	AT2G28400.1
OG0017072	El006G305690	AT2G28140.1
OG0017073	El006G305770	AT2G28105.1
OG0017074	El006G306250	AT2G27770.1
OG0017075	El006G308120	AT2G27110.1
OG0017076	El006G308690	AT2G26930.1
OG0017077	El006G310320	AT2G26680.1
OG0017078	El006G311010	AT2G26660.1
OG0017079	El006G310410	AT2G26580.1
OG0017080	El006G311400	AT2G26510.1
OG0017081	El006G311760	AT2G26480.1
OG0017082	El006G312060	AT2G26360.1
OG0017083	El006G312610	AT2G26210.1
OG0017084	El006G312800	AT2G26180.1
OG0017085	El006G313200	AT2G26110.1
OG0017086	El003G191170	AT5G40405.1
OG0017087	El006G313660	AT2G25830.1
OG0017088	El003G156680	AT4G27510.1
OG0017089	El003G156700	AT4G27490.1
OG0017090	El003G156730	AT4G27460.1
OG0017092	El003G156900	AT4G27380.1
OG0017093	El003G156960	AT4G27340.1
OG0017094	El005G235350	AT3G01660.1
OG0017095	El005G235370	AT3G01640.2
OG0017096	El005G235240	AT3G01750.1
OG0017097	El005G235150	AT3G01810.1
OG0017098	El005G234980	AT3G01980.3
OG0017099	El005G234890	AT3G02050.1
OG0017100	El003G158060	AT4G26415.1
OG0017101	El003G157940	AT4G26490.1
OG0017102	El003G157790	AT4G26620.1
OG0017103	El003G157460	AT4G26860.2
OG0017104	El003G157680	AT4G26680.1
OG0017105	El005G236270	AT3G02125.1
OG0017106	El005G236380	AT3G02210.1
OG0017107	El005G237040	AT3G02790.1
OG0017108	El005G237140	AT3G02875.1
OG0017109	El005G237170	AT3G02890.1
OG0017110	El005G237480	AT3G03190.1
OG0017111	El005G237620	AT3G03305.1
OG0017112	El005G237780	AT3G03450.1
OG0017113	El005G238040	AT3G03640.1
OG0017114	El005G238580	AT3G04010.1
OG0017115	El005G239250	AT3G04640.1
OG0017116	El005G239530	AT3G04760.1
OG0017117	El005G239630	AT3G04850.1
OG0017118	El005G240130	AT3G05240.1
OG0017119	El005G240390	AT3G05480.3
OG0017120	El005G240820	AT3G05820.2
OG0017121	El005G240830	AT3G05830.2
OG0017122	El005G241030	AT3G05950.1
OG0017123	El005G241130	AT3G06030.1
OG0017124	El005G241160	AT3G06040.1
OG0017125	El005G241690	AT3G06450.1
OG0017126	El005G241750	AT3G06500.1
OG0017127	El005G241820	AT3G06560.1, AT5G02670.1
OG0017128	El005G242140	AT3G06850.1
OG0017129	El005G242230	AT3G06950.1
OG0017130	El007G361950, El005G242560	AT3G07290.1
OG0017131	El005G242690	AT3G07410.1
OG0017132	El005G242890	AT3G07568.1
OG0017133	El005G243100	AT3G07690.1
OG0017134	El005G243450	AT3G07990.1
OG0017135	El005G243480	AT3G08020.1
OG0017136	El005G243950	AT3G08870.2
OG0017137	El006G289260	AT2G40316.1
OG0017138	El006G289850	AT2G39920.1
OG0017139	El006G290250	AT2G39620.1
OG0017140	El006G290270	AT2G39570.1
OG0017141	El006G290430, El006G290390	AT2G39500.1
OG0017142	El006G290840	AT2G39180.1
OG0017143	El006G290910	AT2G39120.1
OG0017144	El006G291150	AT2G38910.1
OG0017145	El006G291170	AT2G38890.3
OG0017146	El006G294710	AT2G36145.1
OG0017147	El006G293840	AT2G36730.1
OG0017148	El006G293520	AT2G37025.1
OG0017149	El006G292850	AT2G37510.2
OG0017150	El006G292610	AT2G37680.2
OG0017151	El006G292550	AT2G37730.1
OG0017152	El006G291760	AT2G38440.1
OG0017153	El002G099380	AT1G15330.1
OG0017154	El002G099610	AT1G15520.1
OG0017155	El002G100050	AT1G15980.1
OG0017156	El002G100500	AT1G16515.2
OG0017157	El002G100570	AT1G16590.1
OG0017158	El002G101110	AT1G17030.1
OG0017159	El002G101200	AT1G17120.1
OG0017160	El002G101330	AT1G17230.2
OG0017161	El002G101770	AT1G17630.1
OG0017162	El002G102500	AT1G18360.1
OG0017163	El002G102280	AT1G18140.1
OG0017164	El002G102660	AT1G18490.1
OG0017165	El002G102730	AT1G18550.1
OG0017166	El002G102770	AT1G18590.1
OG0017167	El002G102890	AT1G18700.5
OG0017168	El002G103380	AT1G19130.1
OG0017169	El002G103780	AT1G19490.1
OG0017170	El002G103870	AT1G19580.1
OG0017171	El002G135030	AT1G50732.1
OG0017172	El002G105300	AT1G20925.1
OG0017173	El002G105940	AT1G21510.1
OG0017174	El002G106120	AT1G21651.1
OG0017175	El002G106150	AT1G21680.1
OG0017176	El002G106190	AT1G21710.1
OG0017177	El002G106280	AT1G21790.1
OG0017178	El002G107370	AT1G22310.2
OG0017179	El002G107630	AT1G22540.1
OG0017180	El002G107740	AT1G22630.1
OG0017181	El002G120380	AT1G32870.3
OG0017182	El002G107900	AT1G22730.1
OG0017183	El002G108020	AT1G22860.1
OG0017184	El002G108230	AT1G23010.1
OG0017185	El002G108390	AT1G23110.1
OG0017186	El002G109350	AT1G24030.1
OG0017187	El002G109410	AT1G24095.1
OG0017188	El002G109990	AT1G27050.1
OG0017189	El002G111450	AT1G26761.1
OG0017190	El002G111710	AT1G26170.1
OG0017191	El002G112130	AT1G25375.1
OG0017192	El002G112450	AT1G24650.1
OG0017193	El002G113150	AT1G27510.1
OG0017194	El002G113140	AT1G27500.2
OG0017195	El002G113130	AT1G27480.1
OG0017196	El003G160300	AT4G24450.1
OG0017197	El006G288330	AT2G41080.1
OG0017198	El003G159330	AT4G25270.1
OG0017199	El003G158930	AT4G25580.1
OG0017200	El003G156270	AT4G27780.1
OG0017202	El006G315960	AT2G24940.1
OG0017203	El006G315590	AT2G25130.1
OG0017204	El006G316960	AT2G24395.1
OG0017205	El006G317250	AT2G24230.1
OG0017206	El006G318560	AT2G23370.1
OG0017207	El006G319040	AT2G23050.1
OG0017208	El006G319550	AT2G22640.1
OG0017209	El006G319670	AT2G22530.1
OG0017210	El006G320280	AT2G22070.1
OG0017211	El006G320380	AT2G21950.1
OG0017212	El006G321050	AT2G21530.1
OG0017213	El006G321110	AT2G21490.1
OG0017214	El006G321240	AT2G21380.1
OG0017215	El006G321490	AT2G21195.4
OG0017216	El006G321520	AT2G21180.1
OG0017217	El002G098700	AT1G14686.1
OG0017218	El002G098030	AT1G14160.1
OG0017219	El002G097250	AT1G13610.1
OG0017220	El002G097060	AT1G13410.1
OG0017221	El002G096470	AT1G12890.1
OG0017222	El002G096430	AT1G12850.1
OG0017223	El002G096080	AT1G12600.1
OG0017224	El002G094760	AT1G11490.1
OG0017225	El002G094640	AT1G11360.1
OG0017226	El002G093930	AT1G10865.1
OG0017227	El002G093860	AT1G10790.1
OG0017228	El002G093820	AT1G10750.1
OG0017229	El002G093270	AT1G10310.1
OG0017230	El002G092660	AT1G09820.1
OG0017231	El002G092850	AT1G09890.3
OG0017232	El002G092230	AT1G09420.2
OG0017233	El002G091970	AT1G09230.1
OG0017234	El004G208260	AT1G56420.1
OG0017235	El002G091930	AT1G09190.1
OG0017237	El002G091850	AT1G09140.1
OG0017238	El001G074720	AT5G07110.1
OG0017239	El002G091260	AT1G08530.1
OG0017240	El002G089720	AT1G07240.1
OG0017241	El002G088770	AT1G06400.1
OG0017242	El002G088630	AT1G06240.1
OG0017243	El002G088250	AT1G05894.1
OG0017244	El002G087840	AT1G05610.2
OG0017245	El002G087610	AT1G05385.1
OG0017246	El002G087140	AT1G05010.1
OG0017247	El002G087090	AT1G04985.1
OG0017248	El002G086650	AT1G04620.1
OG0017249	El002G086380, El002G086340	AT1G04390.1
OG0017250	El002G085960	AT1G04100.1
OG0017251	El002G085900	AT1G04030.1
OG0017252	El002G085460	AT1G03650.1
OG0017253	El002G085520	AT1G03687.1
OG0017254	El002G085530	AT1G03700.1
OG0017255	El002G085560	AT1G03750.1
OG0017256	El002G085620	AT1G03810.1
OG0017257	El002G085150	AT1G03320.1
OG0017258	El002G085020	AT1G03180.1
OG0017259	El002G084060	AT1G02370.1
OG0017260	El002G084020	AT1G02335.1
OG0017261	El002G082970	AT1G01760.3
OG0017262	El002G082810	AT1G01840.1
OG0017263	El002G082520	AT1G02100.1
OG0017264	El002G082450	AT1G02150.1
OG0017265	El001G066920	AT5G14570.1
OG0017266	El001G066950	AT5G14530.1
OG0017267	El001G066970	AT5G14510.1
OG0017268	El001G067040	AT5G14450.1
OG0017269	El001G066500	AT5G14980.1
OG0017270	El001G066490	AT5G14990.1
OG0017271	El001G066460	AT5G15010.1
OG0017272	El001G062170, El001G066080	AT5G15340.1
OG0017273	El001G066240	AT5G15240.1
OG0017274	El001G065130	AT5G16200.1
OG0017275	El001G064600	AT5G16420.1
OG0017276	El001G064220	AT5G16740.1
OG0017277	El001G063240	AT5G17630.1
OG0017278	El001G063190	AT5G17670.1
OG0017279	El001G063050	AT5G17780.2
OG0017280	El004G218920	AT1G68290.1
OG0017281	El001G061600	AT5G18920.2
OG0017282	El001G061470	AT5G19020.1
OG0017283	El001G061450	AT5G19030.1
OG0017284	El001G061070	AT5G19300.1
OG0017285	El001G049390	AT5G27400.1
OG0017286	El001G048850	AT5G27950.1
OG0017287	El001G047700	AT5G28690.1
OG0017288	El007G345220	AT5G49610.1
OG0017289	El007G345390	AT5G49480.1
OG0017290	El007G346070, El005G269090	AT5G49190.1
OG0017291	El007G349100	AT5G48370.1
OG0017292	El007G348350	AT5G48540.1
OG0017293	El001G067980	AT5G13680.1
OG0017294	El001G068030	AT5G13630.1
OG0017295	El001G075030	AT5G06830.1
OG0017296	El001G038270	AT2G03270.1
OG0017297	El002G141290	AT1G56050.1
OG0017298	El007G351190	AT5G47960.1
OG0017299	El001G076970	AT5G05310.3
OG0017300	El001G077000	AT5G05280.1
OG0017301	El001G077030	AT5G05250.1
OG0017302	El001G077150	AT5G05150.1
OG0017303	El001G077590	AT5G04900.1
OG0017304	El001G052680	AT5G25480.1
OG0017305	El001G052610	AT5G25550.1
OG0017306	El001G052790	AT5G25430.1
OG0017307	El002G102050	AT1G17930.1
OG0017308	El001G054500	AT5G24840.1
OG0017309	El001G054750	AT5G24740.3
OG0017310	El001G055550	AT5G24318.1
OG0017311	El001G055430	AT5G24380.1
OG0017312	El001G055630	AT5G24290.1
OG0017313	El001G055870	AT5G24080.2
OG0017314	El001G055930	AT5G24010.1
OG0017315	El001G055940	AT5G24000.1
OG0017316	El001G056950	AT5G23160.1
OG0017317	El001G057020	AT5G23110.1
OG0017318	El007G329560	AT5G61280.1
OG0017319	El007G337520	AT5G54830.1
OG0017320	El007G329290	AT5G61510.1
OG0017321	El007G328860	AT5G61865.1
OG0017322	El007G328800	AT5G61930.1
OG0017323	El007G328740	AT5G61990.1
OG0017324	El007G328650	AT5G62065.1
OG0017325	El007G328540	AT5G62170.1
OG0017326	El007G327580	AT5G63040.1
OG0017327	El007G332890	AT5G58575.1
OG0017328	El007G332960	AT5G58520.1
OG0017329	El007G332990	AT5G58490.1
OG0017330	El001G021580	AT3G51325.1
OG0017331	El001G021240	AT3G50980.1
OG0017332	El001G021100	AT3G50880.1
OG0017333	El001G020890	AT3G50760.1
OG0017334	El001G020720	AT3G50640.1
OG0017336	El001G020090	AT3G50030.1
OG0017337	El001G060730	AT5G19540.1
OG0017338	El001G018570	AT3G48920.1
OG0017339	El001G018510	AT3G48850.1
OG0017340	El001G018150	AT3G48500.2
OG0017341	El001G017860	AT3G48260.1
OG0017342	El001G017780	AT3G48195.1
OG0017343	El001G017400	AT3G47860.1
OG0017344	El001G017280	AT3G47790.1
OG0017345	El001G016850	AT3G47500.1
OG0017346	El001G016340	AT3G46960.1
OG0017347	El001G016110	AT3G46790.1
OG0017348	El001G015770	AT3G46540.1
OG0017349	El003G175700	AT4G14170.1
OG0017350	El001G014090	AT3G45230.1
OG0017351	El001G012700	AT3G44460.1
OG0017352	El001G012710	AT3G44510.2
OG0017353	El001G012600	AT3G44290.1
OG0017354	El001G011790	AT3G43230.1
OG0017355	El001G060000	AT5G20140.2
OG0017356	El004G218200	AT1G67770.1
OG0017357	El004G218140	AT1G67720.1
OG0017358	El001G067890	AT5G13770.1
OG0017359	El004G218400	AT1G67880.1
OG0017360	El004G218300	AT1G67840.1
OG0017361	El004G219720	AT1G68830.1
OG0017362	El004G220210	AT1G69180.1
OG0017363	El004G220250	AT1G69210.1
OG0017364	El007G345100	AT5G49680.2
OG0017366	El004G220630	AT1G69500.1
OG0017367	El004G220910	AT1G69710.1
OG0017368	El004G222250	AT1G70610.1
OG0017369	El004G222260	AT1G70620.3
OG0017370	El004G222420	AT1G70750.1
OG0017372	El004G222950	AT1G71060.1
OG0017373	El004G222970	AT1G71080.1
OG0017374	El004G223350	AT1G71490.1
OG0017375	El004G231230	AT1G77980.1
OG0017376	El004G231160	AT1G77930.1
OG0017377	El004G230560	AT1G77490.1
OG0017378	El004G230530	AT1G77460.1
OG0017379	El004G230430	AT1G77360.1
OG0017380	El004G230020	AT1G77010.1
OG0017381	El004G229670	AT1G76730.1
OG0017382	El004G229580	AT1G76630.2
OG0017383	El004G229560	AT1G76610.1
OG0017384	El004G229030	AT1G76210.1
OG0017385	El004G228630	AT1G75860.2
OG0017386	El004G228440	AT1G75790.1
OG0017387	El002G104030, El037G374560	AT1G19730.1
OG0017388	El004G227530	AT1G75000.1
OG0017389	El004G227220	AT1G74670.1
OG0017390	El004G226890	AT1G74350.1
OG0017391	El001G060930	AT5G19410.2
OG0017392	El004G226610	AT1G74070.1
OG0017393	El003G182410	AT5G35160.2
OG0017394	El004G226120	AT1G73740.1
OG0017395	El004G226040	AT1G73670.1
OG0017396	El004G225660	AT1G73400.1
OG0017397	El004G225500	AT1G73325.1
OG0017398	El004G225300	AT1G73177.1
OG0017399	El004G225110	AT1G73000.1
OG0017400	El004G224650	AT1G72560.1
OG0017401	El004G231920	AT1G78550.1
OG0017402	El004G232210	AT1G78800.1
OG0017403	El004G232580	AT1G79120.1
OG0017404	El004G233000	AT1G79490.1
OG0017405	El004G233060	AT1G79540.1
OG0017406	El004G233340	AT1G79700.2
OG0017407	El004G233440	AT1G80880.1
OG0017408	El004G233530	AT1G80810.3
OG0017409	El004G234370	AT1G80140.1
OG0017410	El004G234530	AT1G80000.1
OG0017411	El004G234690	AT1G79860.1
OG0017412	El004G234710	AT1G79840.2
OG0017413	El004G234730	AT1G79820.1
OG0017414	El005G248780	AT3G12960.1
OG0017415	El005G249090	AT3G13170.1
OG0017416	El005G249270	AT3G13330.1
OG0017417	El005G249500	AT3G13560.1
OG0017418	El005G249690	AT3G13700.1
OG0017419	El005G249790	AT3G13782.1
OG0017420	El005G250870	AT3G14570.1
OG0017421	El005G250880	AT3G14580.1
OG0017422	El005G251450	AT3G15050.1
OG0017423	El005G251570	AT3G15140.1
OG0017424	El005G251590	AT3G15160.1
OG0017425	El005G251910	AT3G15357.1
OG0017426	El005G252280	AT3G15630.1
OG0017427	El005G253030	AT3G16290.1
OG0017428	El005G253230	AT3G16470.1
OG0017429	El005G253590	AT3G16785.4
OG0017430	El005G254810	AT3G17890.1
OG0017431	El005G255740	AT3G18440.1
OG0017432	El005G255760	AT3G18470.1
OG0017433	El005G256390	AT3G18970.1
OG0017435	El005G257150	AT3G19620.1
OG0017436	El005G257190	AT3G19660.1
OG0017437	El005G257240	AT3G19690.1
OG0017438	El005G257280	AT3G19720.1
OG0017439	El005G257290	AT3G19740.1
OG0017440	El005G259780	AT3G21530.1
OG0017441	El005G259440	AT3G21300.1
OG0017442	El005G259430	AT3G21305.1
OG0017445	El005G261340	AT3G22450.1
OG0017446	El007G342270	AT5G51585.1
OG0017447	El005G261770	AT3G22740.1
OG0017448	El005G264410	AT3G23220.1
OG0017449	El005G265620	AT3G23710.1
OG0017450	El005G267740	AT3G24500.1
OG0017451	El005G267750	AT3G24503.1
OG0017452	El005G268150	AT3G24715.1
OG0017453	El005G268390	AT3G24840.3
OG0017454	El006G314000	AT2G25660.1
OG0017455	El005G270100	AT2G05170.1
OG0017456	El005G271390	AT2G07170.1
OG0017457	El005G271690	AT2G13290.1
OG0017458	El005G271870	AT2G13600.1
OG0017459	El005G270820	AT2G06000.1
OG0017460	El005G271930	AT2G13690.1
OG0017461	El005G272190	AT2G14210.2
OG0017462	El005G273380	AT2G16050.1
OG0017463	El005G273650	AT2G16400.1
OG0017464	El005G274600	AT2G17210.1
OG0017465	El005G274850	AT2G17430.1
OG0017466	El005G275220	AT2G17695.3
OG0017467	El005G275340	AT2G17790.1
OG0017468	El005G276820	AT2G18460.1
OG0017469	El005G277280	AT2G18850.1
OG0017470	El005G277870	AT2G19430.1
OG0017471	El005G278540	AT2G20100.3
OG0017472	El005G278760	AT2G20330.1
OG0017473	El005G278830	AT2G20390.1
OG0017474	El003G155530	AT4G28390.1
OG0017475	El005G279460	AT2G20810.1
OG0017476	El005G279440	AT2G20790.1
OG0017477	El005G279270	AT2G20740.1
OG0017478	El005G279570	AT2G20875.1
OG0017479	El005G279590	AT2G20890.1
OG0017480	El002G141480	AT1G56200.1
OG0017481	El002G141000	AT1G55870.1
OG0017482	El002G140790	AT1G55740.1
OG0017483	El002G140650	AT1G55580.1
OG0017485	El002G140120	AT1G55170.1
OG0017486	El002G140070	AT1G55150.2
OG0017487	El002G140060	AT1G55140.1
OG0017488	El002G139880	AT1G54215.1
OG0017489	El002G139500	AT1G53920.1
OG0017490	El002G139230	AT1G53680.1
OG0017491	El002G138120	AT1G53110.1
OG0017492	El002G138100	AT1G53090.1
OG0017493	El002G137470	AT1G52620.1
OG0017494	El002G137380	AT1G52560.1
OG0017495	El002G134840	AT1G50630.1
OG0017496	El002G134800	AT1G50590.1
OG0017497	El002G134530	AT1G50280.1
OG0017498	El002G134170	AT1G49975.1
OG0017499	El002G132790	AT1G48970.1
OG0017500	El002G132690	AT1G48880.1
OG0017501	El002G132650	AT1G48870.1
OG0017502	El002G132400	AT1G48650.2
OG0017503	El001G003390	AT4G02750.1
OG0017504	El002G131820	AT1G48350.1
OG0017505	El003G171370	AT4G16280.2
OG0017507	El003G172260	AT4G15790.2
OG0017508	El003G172410	AT4G15730.1
OG0017509	El006G309950, El003G172420	AT4G15720.1
OG0017510	El002G116780	AT1G30460.1
OG0017511	El006G296780	AT2G34510.1
OG0017512	El006G296850	AT2G34440.1
OG0017513	El001G022520	AT3G52155.1
OG0017514	El001G022540	AT3G52170.1
OG0017515	El001G023170	AT3G52720.1
OG0017516	El001G023310	AT3G52790.1
OG0017517	El001G023540	AT3G52970.2
OG0017518	El001G023570	AT3G53000.1
OG0017519	El001G024350	AT3G53700.1
OG0017520	El001G024410	AT3G53760.1
OG0017521	El001G024420	AT3G53770.1
OG0017522	El001G024490	AT3G53830.4
OG0017523	El001G024730	AT3G54030.1
OG0017524	El001G025200	AT3G54440.3
OG0017525	El001G024980	AT3G54240.1
OG0017526	El001G025030	AT3G54280.2
OG0017527	El001G025820	AT3G54940.2
OG0017528	El001G025930	AT3G55040.1
OG0017529	El001G025970	AT3G55080.1
OG0017530	El001G026280	AT3G55350.1
OG0017531	El001G026460	AT3G55460.1
OG0017532	El001G026480	AT3G55480.2
OG0017533	El001G026830	AT3G55630.3
OG0017534	El001G027190	AT3G55920.1
OG0017535	El001G027060	AT3G55820.1
OG0017536	El001G027380	AT3G56080.1
OG0017537	El001G027680	AT3G56350.1
OG0017538	El001G027950	AT3G56610.1
OG0017539	El001G028760	AT3G57320.2
OG0017540	El001G028970	AT3G57520.1
OG0017541	El001G030280	AT3G58650.1
OG0017542	El001G030450	AT3G58800.1
OG0017543	El001G030610	AT3G59030.1
OG0017544	El001G031440	AT3G59840.1
OG0017545	El001G031510	AT3G59850.2
OG0017546	El001G032130	AT3G60410.1
OG0017547	El001G022360	AT3G52030.1
OG0017548	El001G032640	AT3G60780.1
OG0017549	El001G032670	AT3G60810.1
OG0017550	El001G033980	AT3G61810.1
OG0017551	El001G034470	AT3G62190.1
OG0017552	El001G034840	AT3G62640.1
OG0017553	El001G034930	AT3G62730.1
OG0017554	El001G035720	AT3G63350.1
OG0017555	El001G035830	AT3G63440.1
OG0017556	El001G032890	AT3G60910.1
OG0017557	El002G141250	AT1G56010.2
OG0017558	El002G137850	AT1G52890.1
OG0017559	El002G137500	AT1G52660.1
OG0017560	El002G135770	AT1G51440.1
OG0017561	El006G307960	AT1G49015.1
OG0017562	El003G172200	AT4G15830.1
OG0017564	El001G017320	AT3G47830.1
OG0017565	El001G019750	AT3G49820.1
OG0017566	El001G022700	AT3G52340.6
OG0017567	El001G022530	AT3G52160.1
OG0017568	El001G021790	AT3G51540.1
OG0017569	El001G023600	AT3G53030.1
OG0017570	El001G023640	AT3G53065.1
OG0017571	El003G189810, El003G189830	AT5G39365.1
OG0017572	El001G025140	AT3G54390.2
OG0017573	El001G025180	AT3G54420.1
OG0017574	El001G025260	AT3G54490.1
OG0017575	El001G026080	AT3G55230.1
OG0017576	El001G026840	AT3G55640.1
OG0017577	El001G027280	AT3G56000.1
OG0017578	El001G027570	AT3G56270.1
OG0017579	El001G030180	AT3G58560.1
OG0017580	El001G035360	AT3G63050.1
OG0017581	El007G322070	AT5G66060.1
OG0017584	El001G082360	AT5G47810.1
OG0017586	El001G006120	AT4G12460.7
OG0017587	El001G007340	AT4G11655.1
OG0017588	El006G296300	AT2G34870.1
OG0017589	El006G295180, El002G127210	AT2G35795.1
OG0017590	El006G291860	AT2G38340.1
OG0017591	El006G291290	AT2G38830.1
OG0017592	El006G289910	AT2G39880.1
OG0017593	El006G288230	AT2G41160.1
OG0017595	El006G287350	AT2G41870.1
OG0017596	El006G287150	AT2G42030.1
OG0017597	El006G286350	AT2G42660.1
OG0017598	El006G280760	AT2G47140.1
OG0017599	El004G232610	AT1G79130.1
OG0017600	El004G231020	AT1G77855.1
OG0017601	El004G229050	AT1G76230.1
OG0017602	El004G227520	AT1G74990.1
OG0017604	El004G225090	AT1G72980.1
OG0017605	El003G155900	AT4G28070.2
OG0017606	El003G155840	AT4G28110.1
OG0017607	El003G153000	AT4G30130.1
OG0017609	El003G151260	AT4G31670.1
OG0017610	El003G149310	AT4G33390.1
OG0017611	El003G149390	AT4G33280.3
OG0017612	El003G147800	AT4G34610.1
OG0017613	El002G123900	AT1G35440.1
OG0017614	El002G083050	AT1G01695.1
OG0017615	El001G043850	AT3G28570.2
OG0017616	El002G085840	AT1G03980.2
OG0017617	El002G087950	AT1G05690.1
OG0017618	El002G089200	AT1G06800.1
OG0017619	El002G089290	AT1G06920.1
OG0017620	El002G090890	AT1G08170.1
OG0017621	El002G091000	AT1G08280.1
OG0017622	El002G095010	AT1G11690.1
OG0017623	El002G098010	AT1G14140.1
OG0017624	El002G098280	AT1G14350.1
OG0017625	El002G099490	AT1G15410.1
OG0017628	El002G107530	AT1G22460.1
OG0017629	El002G108320	AT1G23060.1
OG0017630	El004G222980	AT1G71090.1
OG0017631	El004G222160	AT1G70540.1
OG0017632	El004G221310	AT1G69935.1
