Orthogroup	Erysimum_linariifolium	Raphanus_sativus
OG0011680	El001G039750	XP_018480458.1, XP_018481413.1
OG0011681	El001G040020	XP_018462352.1, XP_018477149.1
OG0011682	El001G040870	XP_018433213.1
OG0011683	El001G041050	XP_018483055.1
OG0011684	El001G041790	XP_018454441.1
OG0011685	El001G041960	XP_018478190.1
OG0011686	El003G191450	XP_018484836.1
OG0011687	El001G044350	XP_018437745.1
OG0011688	El001G046130	XP_018482073.1
OG0011689	El004G217130	XP_018461708.1, XP_018465281.1
OG0011690	El004G216460	XP_018470034.1, XP_018470314.1
OG0011691	El004G216350	XP_018445079.1, XP_018444792.1
OG0011692	El004G216070	XP_018442905.1, XP_018460361.1
OG0011693	El004G215800	XP_018445026.1, XP_018459510.1
OG0011694	El004G215690	XP_018446898.1, XP_018463468.1
OG0011695	El004G215590	XP_018444254.1
OG0011696	El004G215350	XP_018444758.1, XP_018476254.1
OG0011697	El004G214960, El004G214940	XP_018462407.1, XP_018461881.1
OG0011699	El003G188470	XP_018485538.1
OG0011700	El002G114600	XP_018442541.1, XP_018464392.1
OG0011701	El004G193890	XP_018452751.1
OG0011702	El004G194010	XP_018457843.1, XP_018457842.1
OG0011703	El004G194080	XP_018453095.1
OG0011704	El004G199890, El004G194090, El004G194140	XP_018456910.1
OG0011705	El004G194730	XP_018454259.1, XP_018453367.1, XP_018480634.1
OG0011706	El004G195430	XP_018455674.1, XP_018455673.1
OG0011707	El004G195740, El001G080600	XP_018457754.1
OG0011708	El004G196530	XP_018452613.1
OG0011709	El004G197050	XP_018449844.1, XP_018467030.1
OG0011710	El004G197390	XP_018457051.1
OG0011711	El004G197600	XP_018456915.1, XP_018456916.1
OG0011712	El005G248390	XP_018440253.1
OG0011713	El003G158410	XP_018482656.1, XP_018477090.1
OG0011714	El001G027990	XP_018492128.1
OG0011715	El006G288460, El007G357120	XP_018438002.1
OG0011716	El006G288810	XP_018484506.1
OG0011717	El006G288880	XP_018476489.1
OG0011718	El005G244270	XP_018489479.1
OG0011719	El005G244500	XP_018488304.1
OG0011720	El005G244650	XP_018492874.1
OG0011721	El005G244700	XP_018491238.1
OG0011722	El005G244730	XP_018491239.1
OG0011723	El005G245110	XP_018488651.1
OG0011724	El007G339940	XP_018472908.1
OG0011725	El005G245510	XP_018467422.1
OG0011727	El005G245780	XP_018442026.1, XP_018439459.1
OG0011728	El005G246060	XP_018491581.1, XP_018488917.1
OG0011729	El005G246120	XP_018488919.1
OG0011730	El005G246190	XP_018435340.1
OG0011731	El005G246200	XP_018440141.1
OG0011732	El005G246240	XP_018492607.1
OG0011733	El005G246310	XP_018437319.1, XP_018437526.1
OG0011734	El005G246390	XP_018486307.1
OG0011735	El005G247350	XP_018492870.1
OG0011736	El005G247860	XP_018432839.1
OG0011737	El007G344710	XP_018459056.1, XP_018456080.1
OG0011738	El007G344420	XP_018474453.1, XP_018466818.1
OG0011739	El007G344430	XP_018465733.1, XP_018475417.1
OG0011740	El007G344300	XP_018473124.1
OG0011741	El007G343440	XP_018475042.1, XP_018476645.1
OG0011742	El007G343300	XP_018473089.1
OG0011743	El007G343010	XP_018476913.1, XP_018457679.1
OG0011744	El007G342980	XP_018473505.1
OG0011745	El007G342900	XP_018457463.1, XP_018455040.1
OG0011746	El007G342710	XP_018452812.1, XP_018464567.1
OG0011747	El007G342520	XP_018469693.1, XP_018455796.1, XP_018455684.1
OG0011748	El007G342510	XP_018472804.1
OG0011749	El007G341690	XP_018452388.1
OG0011750	El007G341250	XP_018468489.1
OG0011751	El007G341180	XP_018469243.1
OG0011752	El007G341150	XP_018452193.1, XP_018460240.1
OG0011753	El007G345170	XP_018439384.1
OG0011754	El003G156300	XP_018472408.1
OG0011755	El007G339120	XP_018473564.1
OG0011756	El007G338540	XP_018478512.1, XP_018463465.1
OG0011757	El007G338740	XP_018469586.1
OG0011758	El007G338770	XP_018449300.1
OG0011759	El007G338300	XP_018477648.1
OG0011760	El007G337890	XP_018468104.1, XP_018452959.1
OG0011761	El007G337850	XP_018469487.1, XP_018454572.1
OG0011762	El007G337410	XP_018452958.1, XP_018452075.1
OG0011763	El003G157430	XP_018471436.1
OG0011764	El007G336780	XP_018470615.1
OG0011765	El007G336540	XP_018453581.1
OG0011766	El007G336390	XP_018468681.1
OG0011767	El004G207630, El007G336350	XP_018473457.1
OG0011768	El007G336110	XP_018455094.1, XP_018454301.1
OG0011769	El007G336020	XP_018455851.1, XP_018452446.1
OG0011770	El007G335970	XP_018472295.1, XP_018455848.1
OG0011771	El007G335310	XP_018456809.1
OG0011772	El007G334700	XP_018453236.1
OG0011773	El007G334660	XP_018457077.1
OG0011774	El007G334530	XP_018457705.1
OG0011775	El007G336280, El007G334000	XP_018476211.1
OG0011776	El007G333850	XP_018452493.1
OG0011777	El007G333670	XP_018456355.1, XP_018464321.1, XP_018464323.1
OG0011778	El007G333650	XP_018475114.1
OG0011779	El001G011590	XP_018440563.1, XP_018441213.1
OG0011781	El001G068510	XP_018447845.1, XP_018447968.1
OG0011782	El001G069690	XP_018473193.1, XP_018446715.1
OG0011783	El001G069750	XP_018444989.1, XP_018471132.1
OG0011784	El001G070170	XP_018491402.1
OG0011785	El001G071000	XP_018445275.1
OG0011786	El001G071120	XP_018472098.1
OG0011788	El001G071660	XP_018445622.1
OG0011789	El001G072220	XP_018445201.1
OG0011790	El007G325920	XP_018490679.1
OG0011791	El001G072460	XP_018468326.1
OG0011792	El001G072650	XP_018442759.1
OG0011793	El001G072680	XP_018442827.1
OG0011794	El001G073030	XP_018442327.1
OG0011795	El001G073150	XP_018445278.1
OG0011796	El001G073240	XP_018474514.1
OG0011797	El001G073280	XP_018474520.1
OG0011798	El001G073380	XP_018474524.1
OG0011799	El004G208840, El001G074030	XP_018476236.1, XP_018476232.1
OG0011800	El001G074160	XP_018475659.1, XP_018474774.1
OG0011801	El001G074410	XP_018446845.1
OG0011802	El001G074530	XP_018443102.1
OG0011803	El001G074540	XP_018446112.1, XP_018451314.1
OG0011804	El003G169330	XP_018471738.1
OG0011805	El003G169000	XP_018483855.1
OG0011806	El003G168370	XP_018454901.1, XP_018448534.1
OG0011807	El002G100460	XP_018449057.1
OG0011808	El003G168070	XP_018468256.1, XP_018465221.1
OG0011809	El003G168060	XP_018465222.1, XP_018468260.1
OG0011810	El003G167260	XP_018458967.1
OG0011811	El003G166950	XP_018472001.1
OG0011812	El003G166830	XP_018484601.1
OG0011813	El003G166020	XP_018477574.1
OG0011814	El003G165880	XP_018464345.1, XP_018464342.1
OG0011815	El003G165870	XP_018464340.1, XP_018464344.1
OG0011816	El003G165760	XP_018456128.1, XP_018456116.1
OG0011817	El003G165740	XP_018485287.1
OG0011818	El003G165680	XP_018447125.1
OG0011819	El003G165520, El003G165540, El003G165550	XP_018471204.1
OG0011820	El003G165420	XP_018449583.1
OG0011821	El003G165410	XP_018447136.1, XP_018467953.1
OG0011822	El003G165400	XP_018467963.1
OG0011823	El003G165160	XP_018479192.1
OG0011824	El003G165100	XP_018448054.1
OG0011825	El003G165080	XP_018447498.1
OG0011826	El003G164440	XP_018449182.1, XP_018461630.1
OG0011827	El003G164220	XP_018471383.1
OG0011828	El003G164160	XP_018482320.1, XP_018469542.1
OG0011829	El003G163680	XP_018454305.1, XP_018453876.1
OG0011830	El003G163600	XP_018467717.1, XP_018470187.1
OG0011831	El007G353070, El003G163530	XP_018468431.1, XP_018468432.1
OG0011832	El003G163450	XP_018450206.1, XP_018482757.1
OG0011833	El003G163390	XP_018472450.1, XP_018472451.1
OG0011834	El003G163040	XP_018482140.1
OG0011835	El003G162510	XP_018479167.1, XP_018481604.1, XP_018467727.1
OG0011836	El003G161550	XP_018471329.1
OG0011837	El003G161240	XP_018470324.1
OG0011838	El003G161130	XP_018483657.1
OG0011839	El003G161110	XP_018470083.1
OG0011840	El003G160950	XP_018470456.1
OG0011841	El002G120250	XP_018470298.1
OG0011842	El002G120280	XP_018489025.1
OG0011843	El002G120500	XP_018444238.1
OG0011844	El002G121100	XP_018461716.1
OG0011845	El002G121240	XP_018493184.1
OG0011846	El002G121270	XP_018440156.1
OG0011847	El002G122980, El005G265810	XP_018451688.1
OG0011848	El002G124530	XP_018458445.1
OG0011849	El002G124050, El002G124170	XP_018458443.1
OG0011850	El002G123720	XP_018438380.1
OG0011851	El002G125540	XP_018483302.1, XP_018486074.1
OG0011852	El002G128150	XP_018442064.1
OG0011853	El001G081660	XP_018475906.1
OG0011854	El002G127500	XP_018491361.1
OG0011855	El002G113230	XP_018450542.1
OG0011856	El002G128530	XP_018469083.1
OG0011857	El002G130660	XP_018447762.1
OG0011858	El002G130640, El001G011830	XP_018439751.1
OG0011859	El001G049530	XP_018450793.1
OG0011860	El002G128840	XP_018486356.1, XP_018461039.1, XP_018447499.1
OG0011861	El001G063410	XP_018468710.1, XP_018445549.1
OG0011862	El002G113710	XP_018481615.1, XP_018463588.1
OG0011863	El002G114160	XP_018450474.1, XP_018450475.1, XP_018447211.1
OG0011864	El002G115010	XP_018451774.1, XP_018450369.1
OG0011866	El002G115830	XP_018451339.1
OG0011867	El002G116240	XP_018464222.1
OG0011868	El002G116270	XP_018458087.1, XP_018447417.1
OG0011869	El002G117590	XP_018487020.1
OG0011870	El003G146730	XP_018471649.1
OG0011871	El003G146010	XP_018472415.1, XP_018465015.1
OG0011872	El003G145830	XP_018471577.1
OG0011873	El003G145270	XP_018450127.1, XP_018450126.1
OG0011874	El003G145240	XP_018456588.1, XP_018456764.1
OG0011875	El003G145100	XP_018449023.1, XP_018448392.1, XP_018449006.1
OG0011876	El003G144450	XP_018471794.1, XP_018471839.1
OG0011877	El003G143830	XP_018459824.1, XP_018447145.1
OG0011878	El003G143800	XP_018449892.1, XP_018459826.1
OG0011879	El003G143620	XP_018448140.1, XP_018459822.1
OG0011880	El003G143550, El003G143560	XP_018477681.1
OG0011881	El003G143190	XP_018468030.1, XP_018447228.1
OG0011882	El003G142860	XP_018451909.1
OG0011883	El003G142570	XP_018447884.1, XP_018463648.1
OG0011884	El003G142510	XP_018478982.1
OG0011885	El003G142430	XP_018447993.1
OG0011886	El003G142400	XP_018470460.1
OG0011887	El003G142280	XP_018482492.1, XP_018468690.1
OG0011888	El003G142200	XP_018480209.1
OG0011889	El003G142100	XP_018447751.1
OG0011890	El003G142070	XP_018450218.1
OG0011891	El003G141750	XP_018483266.1, XP_018483268.1, XP_018477148.1
OG0011892	El003G141770	XP_018449206.1
OG0011893	El007G352780	XP_018483066.1
OG0011894	El007G352800	XP_018438554.1, XP_018479255.1, XP_018463066.1, XP_018443658.1
OG0011895	El003G184020	XP_018442719.1, XP_018443146.1
OG0011896	El003G184760	XP_018477611.1
OG0011897	El003G185080	XP_018442291.1
OG0011898	El003G185290	XP_018467129.1, XP_018448621.1
OG0011899	El003G185280	XP_018483883.1, XP_018483882.1
OG0011900	El003G186710	XP_018462676.1, XP_018443945.1
OG0011901	El003G187800	XP_018484743.1
OG0011902	El003G189220	XP_018458376.1
OG0011903	El006G296060	XP_018440804.1
OG0011904	El006G295960	XP_018440883.1
OG0011905	El002G118460	XP_018492617.1, XP_018488860.1
OG0011906	El003G159200	XP_018481737.1
OG0011907	El006G295610	XP_018441940.1
OG0011908	El006G295780	XP_018459514.1
OG0011909	El003G192350	XP_018483220.1
OG0011910	El006G295380	XP_018476793.1, XP_018464745.1
OG0011911	El001G009810	XP_018447180.1, XP_018476965.1
OG0011912	El001G009840	XP_018459465.1
OG0011913	El001G010140	XP_018454753.1, XP_018464298.1
OG0011914	El001G010440	XP_018473486.1
OG0011915	El001G010460	XP_018472503.1
OG0011916	El001G010510	XP_018472953.1, XP_018473085.1
OG0011917	El001G010520	XP_018459138.1, XP_018453074.1
OG0011918	El001G010540	XP_018457429.1, XP_018459139.1
OG0011919	El001G008340	XP_018456253.1, XP_018456269.1, XP_018463296.1
OG0011920	El001G010820	XP_018476445.1
OG0011921	El001G011380	XP_018472571.1, XP_018472572.1
OG0011922	El001G011320	XP_018446848.1
OG0011923	El008G369570, El006G297630, El006G297670	XP_018434127.1
OG0011924	El006G297810	XP_018434051.1
OG0011925	El006G297890	XP_018484355.1, XP_018460518.1, XP_018460520.1
OG0011926	El006G298120	XP_018438200.1
OG0011927	El006G298160	XP_018482766.1, XP_018479880.1
OG0011928	El006G298260	XP_018475598.1
OG0011929	El006G298360	XP_018480467.1, XP_018434960.1
OG0011930	El006G298380	XP_018440682.1
OG0011931	El007G358650	XP_018478300.1
OG0011932	El002G084440	XP_018462080.1, XP_018486506.1
OG0011933	El007G358200	XP_018455084.1
OG0011934	El007G357690	XP_018454936.1
OG0011935	El007G357600	XP_018454162.1, XP_018456610.1
OG0011936	El007G357090	XP_018484367.1, XP_018484366.1
OG0011937	El007G357020	XP_018458045.1, XP_018466144.1
OG0011938	El007G356070	XP_018436802.1
OG0011939	El007G355360	XP_018443435.1
OG0011940	El001G009260	XP_018452750.1
OG0011941	El001G008250	XP_018461579.1, XP_018452231.1
OG0011942	El001G008240	XP_018457729.1
OG0011943	El001G008180	XP_018471134.1, XP_018476382.1
OG0011944	El001G007590	XP_018454318.1
OG0011945	El001G007320, El003G179440	XP_018456498.1
OG0011946	El001G007000	XP_018474902.1, XP_018473585.1
OG0011947	El001G006920	XP_018454461.1
OG0011948	El001G006760	XP_018461045.1, XP_018454537.1
OG0011949	El001G006370	XP_018472541.1
OG0011950	El001G006130	XP_018459370.1
OG0011951	El001G006070	XP_018475478.1
OG0011952	El001G005810	XP_018453046.1, XP_018457687.1
OG0011953	El001G005130	XP_018452057.1
OG0011954	El001G005110	XP_018457227.1
OG0011955	El001G004520	XP_018466814.1
OG0011956	El001G004370	XP_018453288.1
OG0011957	El007G362610	XP_018484185.1
OG0011958	El007G363350	XP_018485065.1
OG0011959	El007G363900	XP_018482260.1, XP_018461601.1
OG0011960	El007G364080	XP_018433549.1
OG0011961	El007G364240	XP_018465741.1, XP_018481191.1, XP_018479798.1
OG0011962	El007G364610	XP_018452518.1, XP_018452570.1
OG0011963	El007G364560	XP_018482908.1
OG0011964	El007G365430	XP_018461553.1, XP_018484914.1
OG0011965	El007G365820	XP_018464830.1, XP_018485201.1
OG0011966	El007G366640	XP_018437083.1, XP_018478607.1
OG0011967	El003G181830	XP_018449186.1
OG0011968	El007G366470	XP_018477764.1, XP_018461138.1
OG0011969	El007G333580	XP_018475113.1
OG0011970	El003G182790	XP_018477863.1, XP_018479648.1, XP_018478020.1
OG0011971	El003G181860	XP_018447841.1
OG0011972	El003G178350	XP_018484275.1
OG0011973	El003G178250	XP_018478404.1
OG0011974	El005G268170	XP_018493493.1, XP_018493504.1
OG0011975	El005G267830	XP_018493403.1
OG0011976	El003G177310	XP_018445266.1, XP_018442311.1
OG0011978	El003G176950	XP_018481819.1
OG0011979	El003G175740	XP_018484314.1
OG0011980	El003G176160	XP_018467497.1, XP_018449196.1, XP_018488276.1
OG0011981	El003G175640	XP_018450684.1, XP_018450685.1, XP_018450683.1
OG0011982	El003G175270	XP_018442418.1
OG0011983	El003G174990	XP_018449458.1
OG0011984	El003G174800	XP_018471402.1, XP_018445284.1
OG0011985	El003G174260	XP_018448287.1
OG0011986	El003G174090	XP_018451586.1
OG0011987	El003G174030	XP_018470780.1
OG0011988	El003G172920	XP_018485170.1, XP_018485154.1
OG0011989	El003G172600	XP_018466827.1, XP_018462217.1
OG0011990	El005G269630	XP_018481248.1, XP_018480605.1, XP_018464093.1
OG0011991	El003G190820	XP_018478009.1
OG0011992	El003G191040	XP_018478500.1
OG0011993	El003G190990, El003G191150, El003G190570	XP_018483925.1
OG0011994	El003G191270	XP_018462554.1, XP_018477908.1
OG0011995	El003G191470	XP_018480542.1
OG0011996	El003G191490	XP_018480414.1
OG0011997	El003G192160	XP_018484741.1
OG0011998	El003G192060	XP_018477164.1
OG0011999	El003G192570	XP_018483581.1
OG0012000	El003G192640	XP_018481356.1, XP_018482164.1, XP_018444585.1
OG0012001	El003G192680	XP_018477443.1, XP_018460157.1
OG0012002	El003G193450	XP_018485153.1
OG0012003	El003G193670	XP_018444156.1, XP_018443209.1
OG0012005	El006G279880	XP_018484095.1, XP_018484149.1
OG0012006	El006G279950	XP_018472265.1
OG0012007	El006G280530	XP_018477423.1
OG0012008	El006G280910	XP_018440553.1, XP_018433361.1
OG0012009	El006G281240	XP_018482425.1, XP_018436920.1
OG0012010	El006G281320	XP_018484900.1
OG0012011	El006G281910	XP_018438235.1
OG0012012	El001G033490	XP_018491345.1
OG0012013	El006G282290, El006G282340	XP_018436615.1, XP_018479134.1, XP_018482173.1
OG0012014	El006G282380	XP_018436602.1
OG0012016	El006G282960	XP_018433004.1
OG0012017	El006G283470	XP_018440001.1
OG0012018	El006G283500	XP_018439525.1, XP_018480000.1
OG0012019	El006G283890, El001G056830, El006G283720	XP_018433692.1
OG0012020	El006G284110	XP_018433959.1
OG0012021	El006G284170	XP_018485281.1, XP_018485304.1, XP_018485290.1
OG0012022	El001G060340	XP_018458749.1
OG0012023	El006G285660	XP_018485181.1
OG0012024	El006G285690, El001G046180	XP_018435184.1
OG0012025	El006G285760	XP_018435140.1
OG0012026	El006G285870	XP_018473360.1
OG0012027	El006G286220	XP_018473054.1
OG0012028	El006G286230	XP_018480404.1
OG0012029	El006G286460	XP_018482352.1, XP_018482775.1
OG0012030	El006G287030	XP_018435043.1
OG0012031	El006G287310	XP_018484648.1, XP_018465940.1
OG0012032	El006G287520	XP_018476108.1
OG0012033	El006G287710	XP_018441359.1
OG0012035	El001G081490	XP_018446681.1
OG0012036	El001G081430	XP_018475234.1
OG0012037	El001G080860	XP_018446080.1
OG0012038	El001G080120, El001G080140	XP_018459027.1
OG0012039	El001G079830	XP_018468207.1, XP_018474835.1
OG0012040	El001G078920	XP_018442494.1
OG0012041	El001G078900	XP_018443936.1
OG0012042	El001G060790	XP_018470485.1
OG0012043	El001G060810	XP_018449444.1, XP_018442260.1
OG0012044	El001G059640	XP_018469460.1
OG0012045	El001G059630	XP_018450790.1
OG0012046	El001G059860	XP_018472489.1, XP_018445832.1
OG0012047	El001G059960	XP_018476771.1, XP_018476784.1, XP_018476773.1
OG0012048	El001G059820	XP_018443857.1, XP_018443859.1
OG0012049	El001G058830	XP_018444114.1, XP_018471444.1
OG0012050	El001G058820	XP_018444108.1, XP_018444105.1
OG0012051	El001G058790	XP_018444111.1, XP_018468541.1
OG0012052	El001G058720	XP_018456862.1
OG0012053	El001G058200	XP_018443110.1, XP_018443103.1
OG0012054	El001G058070	XP_018468462.1, XP_018468460.1, XP_018442595.1
OG0012055	El001G057690	XP_018446733.1, XP_018447627.1
OG0012056	El001G068050	XP_018444210.1, XP_018443174.1
OG0012057	El007G330580	XP_018451731.1
OG0012058	El007G330910	XP_018470216.1
OG0012059	El007G332220	XP_018469408.1
OG0012060	El007G332350	XP_018457303.1
OG0012061	El004G208180, El007G332450	XP_018456365.1, XP_018473188.1
OG0012062	El007G327300	XP_018458194.1
OG0012063	El007G327120	XP_018453359.1
OG0012064	El007G326750	XP_018491026.1
OG0012065	El007G326730	XP_018491028.1
OG0012066	El007G326620	XP_018434910.1
OG0012067	El007G326340, El003G185470	XP_018432825.1
OG0012068	El007G326050	XP_018492319.1
OG0012069	El007G325680	XP_018455807.1, XP_018490512.1
OG0012070	El007G325450	XP_018457000.1
OG0012071	El007G325310	XP_018439356.1
OG0012072	El007G324970	XP_018492157.1
OG0012073	El001G019170, El007G324660	XP_018486148.1, XP_018462029.1
OG0012074	El007G324630	XP_018492136.1, XP_018488454.1
OG0012075	El007G324220	XP_018457013.1
OG0012076	El007G323540	XP_018434867.1, XP_018434865.1
OG0012077	El007G323490	XP_018438955.1
OG0012078	El007G323480	XP_018440919.1, XP_018440920.1
OG0012079	El007G323400	XP_018466189.1, XP_018439806.1
OG0012080	El007G323370	XP_018464181.1
OG0012081	El007G323090	XP_018459868.1, XP_018441159.1
OG0012082	El007G322200	XP_018438938.1
OG0012083	El007G322130	XP_018457871.1, XP_018457894.1
OG0012084	El001G000180	XP_018453022.1
OG0012085	El001G000880	XP_018473000.1, XP_018475320.1
OG0012086	El002G083000	XP_018488809.1, XP_018466806.1
OG0012087	El001G000600	XP_018472761.1
OG0012088	El002G083250	XP_018438611.1
OG0012089	El002G083570	XP_018486968.1
OG0012090	El007G338390	XP_018456561.1
OG0012091	El001G001950	XP_018454019.1
OG0012092	El001G002150	XP_018474447.1, XP_018474448.1
OG0012093	El001G002110	XP_018454908.1, XP_018461672.1
OG0012094	El001G002060	XP_018452967.1
OG0012095	El001G002080	XP_018456484.1, XP_018461671.1
OG0012096	El001G002020	XP_018474444.1
OG0012097	El001G002170	XP_018489071.1, XP_018489077.1, XP_018489635.1
OG0012098	El001G002300	XP_018454498.1, XP_018454497.1
OG0012099	El001G002580	XP_018444860.1
OG0012100	El001G002650	XP_018455437.1
OG0012101	El001G002750	XP_018455980.1, XP_018455981.1
OG0012102	El001G002800	XP_018452655.1
OG0012103	El001G002900	XP_018476365.1
OG0012104	El001G002980, El002G129870	XP_018457183.1
OG0012105	El001G003260	XP_018476971.1, XP_018476230.1
OG0012106	El001G003670	XP_018452218.1, XP_018452251.1
OG0012107	El001G003820	XP_018457826.1
OG0012108	El001G003830	XP_018466930.1, XP_018457828.1
OG0012109	El001G003840	XP_018467227.1, XP_018457830.1, XP_018466931.1
OG0012110	El001G003990	XP_018456770.1
OG0012111	El001G004020	XP_018452829.1
OG0012112	El001G004170	XP_018454807.1
OG0012113	El001G004280	XP_018452772.1
OG0012114	El001G004300	XP_018455358.1, XP_018463082.1
OG0012115	El001G004310	XP_018455759.1
OG0012116	El007G360240	XP_018455812.1, XP_018463583.1
OG0012117	El004G217840, El007G360020	XP_018462865.1, XP_018483663.1
OG0012118	El007G359980	XP_018467055.1, XP_018452868.1
OG0012119	El007G359930	XP_018484163.1
OG0012120	El007G359300	XP_018480419.1
OG0012121	El007G359080	XP_018434056.1
OG0012122	El006G298530	XP_018477162.1, XP_018433659.1
OG0012123	El006G299260	XP_018476729.1
OG0012124	El006G299910	XP_018436321.1
OG0012125	El002G087200, El006G299510	XP_018472801.1, XP_018475853.1
OG0012126	El006G300140	XP_018439633.1
OG0012127	El006G300640	XP_018433643.1
OG0012128	El006G300700	XP_018474140.1, XP_018436312.1
OG0012129	El006G300820	XP_018473017.1
OG0012130	El006G301130	XP_018482384.1, XP_018438632.1
OG0012131	El006G301200	XP_018439031.1, XP_018480332.1, XP_018460850.1
OG0012132	El006G301730	XP_018437411.1
OG0012133	El006G302180	XP_018436293.1
OG0012134	El006G302760	XP_018482747.1
OG0012135	El006G302800	XP_018440852.1
OG0012136	El006G302970	XP_018478877.1, XP_018464781.1, XP_018463713.1
OG0012137	El006G302990	XP_018440850.1
OG0012138	El006G303370	XP_018440203.1
OG0012139	El006G297720	XP_018439611.1
OG0012140	El006G303970	XP_018475451.1
OG0012141	El006G304130	XP_018435130.1
OG0012142	El006G303210	XP_018440942.1
OG0012143	El006G304610	XP_018485169.1
OG0012144	El006G305040	XP_018477814.1, XP_018464136.1
OG0012145	El006G305100	XP_018441830.1, XP_018438391.1
OG0012146	El006G305310	XP_018484411.1
OG0012147	El006G305350	XP_018465534.1, XP_018478629.1
OG0012148	El006G306080	XP_018437925.1, XP_018483665.1
OG0012149	El006G306150	XP_018434136.1
OG0012150	El006G306260	XP_018478697.1
OG0012151	El006G306470	XP_018436557.1
OG0012152	El006G306480	XP_018480327.1
OG0012153	El001G025060	XP_018490434.1
OG0012154	El006G307000	XP_018482603.1, XP_018477699.1
OG0012155	El006G306710	XP_018440863.1
OG0012156	El005G276860, El006G308670	XP_018436254.1
OG0012157	El006G311310	XP_018468911.1
OG0012158	El006G311770	XP_018486146.1
OG0012159	El006G311850	XP_018477875.1, XP_018467946.1
OG0012160	El006G312170	XP_018492993.1
OG0012161	El006G313350	XP_018483519.1, XP_018440125.1
OG0012162	El006G313780	XP_018441927.1
OG0012163	El006G313700	XP_018485205.1
OG0012164	El003G157290	XP_018471334.1
OG0012165	El005G235700	XP_018490962.1
OG0012166	El005G235530	XP_018492216.1, XP_018434103.1
OG0012167	El005G235180	XP_018464131.1, XP_018467434.1
OG0012168	El001G082340	XP_018477020.1, XP_018458937.1
OG0012169	El001G082270	XP_018474467.1, XP_018474466.1
OG0012170	El003G150850	XP_018465394.1, XP_018480234.1
OG0012171	El003G157930	XP_018472261.1
OG0012172	El005G235970	XP_018492189.1
OG0012173	El005G236010	XP_018488836.1, XP_018463656.1, XP_018441449.1
OG0012174	El005G236970	XP_018490612.1
OG0012175	El005G237410	XP_018434004.1
OG0012176	El005G237900	XP_018492677.1, XP_018487306.1
OG0012177	El005G238030	XP_018440540.1
OG0012178	El005G238100	XP_018433340.1, XP_018440068.1
OG0012179	El005G238110	XP_018440070.1, XP_018434414.1
OG0012180	El003G179580, El005G238590	XP_018432893.1
OG0012181	El005G238710	XP_018437777.1
OG0012182	El005G238760	XP_018487402.1, XP_018490981.1
OG0012183	El005G239100	XP_018491432.1
OG0012184	El005G239170	XP_018433513.1, XP_018465032.1
OG0012185	El005G239370	XP_018432600.1, XP_018432601.1
OG0012186	El005G239470	XP_018467537.1, XP_018490634.1
OG0012187	El003G156040, El003G156020, El003G156010, El003G156030, El003G156050	XP_018485030.1
OG0012188	El005G240050	XP_018438992.1, XP_018432928.1
OG0012189	El005G240280	XP_018439574.1, XP_018438363.1, XP_018493166.1
OG0012190	El005G240550	XP_018490742.1, XP_018462651.1
OG0012191	El001G033930	XP_018462691.1, XP_018444915.1
OG0012195	El001G075510	XP_018473577.1, XP_018473476.1, XP_018443378.1
OG0012196	El005G242110	XP_018487434.1, XP_018467177.1, XP_018485664.1
OG0012197	El005G242170	XP_018486699.1, XP_018464332.1
OG0012198	El005G242190	XP_018434045.1
OG0012199	El003G183450	XP_018458104.1
OG0012200	El003G173170, El005G242450	XP_018492829.1
OG0012201	El005G242490	XP_018485399.1, XP_018464395.1
OG0012202	El005G243880	XP_018432761.1
OG0012203	El006G289130	XP_018484487.1
OG0012204	El006G289140	XP_018441085.1
OG0012205	El006G289230	XP_018481559.1
OG0012206	El006G289410	XP_018458705.1
OG0012207	El002G101080, El006G289720	XP_018476063.1
OG0012208	El006G290000	XP_018483975.1
OG0012209	El006G290730	XP_018476351.1, XP_018476348.1
OG0012210	El006G290970	XP_018475490.1
OG0012211	El006G291050	XP_018476467.1
OG0012212	El006G294920	XP_018483558.1
OG0012213	El006G294460	XP_018434942.1
OG0012214	El007G348770	XP_018454873.1
OG0012215	El006G294100	XP_018434709.1, XP_018434728.1
OG0012216	El006G293960	XP_018484727.1
OG0012217	El006G293710	XP_018436836.1
OG0012218	El006G293660	XP_018439281.1
OG0012219	El006G293500	XP_018433154.1
OG0012220	El006G292370	XP_018473162.1
OG0012221	El006G292270	XP_018433446.1
OG0012222	El006G291790	XP_018434751.1, XP_018434746.1
OG0012223	El007G329800	XP_018489189.1
OG0012224	El001G022620	XP_018439451.1
OG0012225	El002G099280	XP_018479708.1
OG0012226	El002G099620	XP_018441564.1
OG0012227	El002G099660	XP_018491501.1, XP_018451357.1
OG0012228	El002G099700	XP_018440325.1
OG0012229	El002G099740	XP_018487486.1
OG0012230	El002G100380	XP_018449559.1
OG0012231	El002G100470	XP_018436892.1, XP_018454233.1
OG0012232	El002G100700	XP_018436964.1
OG0012233	El002G100730	XP_018450737.1
OG0012234	El002G100750	XP_018450163.1
OG0012235	El002G100860	XP_018435906.1
OG0012236	El002G101020	XP_018458907.1, XP_018482988.1
OG0012237	El002G101990	XP_018441763.1, XP_018432697.1
OG0012238	El002G102310	XP_018440633.1
OG0012239	El002G102590	XP_018479348.1
OG0012240	El002G102600	XP_018466733.1, XP_018435866.1
OG0012241	El002G103240	XP_018449321.1
