Orthogroup	Erysimum_linariifolium	Brassica_oleracea
OG0011170	El002G109600	XP_013585800.1
OG0011171	El002G109820	XP_013585407.1
OG0011172	El002G110620, El002G110710	XP_013600750.1, XP_013597595.1
OG0011173	El002G111200	XP_013583820.1
OG0011174	El005G248590	XP_013624183.1, XP_013585057.1
OG0011175	El002G112030	XP_013596313.1, XP_013596592.1, XP_013584653.1
OG0011176	El002G112110	XP_013593063.1, XP_013586048.1
OG0011177	El002G112310	XP_013623442.1
OG0011178	El002G112460	XP_013593676.1, XP_013625284.1
OG0011179	El002G112500	XP_013597406.1, XP_013627892.1
OG0011180	El002G112770, El003G170590	XP_013599079.1
OG0011181	El002G113020, El006G296170	XP_013583640.1
OG0011182	El004G217490	XP_013621474.1, XP_013588482.1
OG0011183	El004G222080, El002G083150	XP_013583713.1
OG0011184	El002G113120	XP_013628887.1, XP_013587442.1
OG0011185	El003G181870	XP_013604937.1
OG0011186	El003G159450	XP_013616807.1
OG0011187	El003G158890	XP_013599800.1
OG0011191	El006G317560	XP_013604221.1
OG0011192	El006G318150	XP_013636558.1, XP_013605344.1
OG0011193	El006G318210	XP_013631154.1
OG0011194	El006G319260	XP_013633613.1
OG0011195	El006G320240	XP_013633661.1
OG0011196	El006G320450	XP_013602852.1, XP_013634412.1
OG0011197	El006G320690	XP_013605208.1
OG0011198	El006G321540	XP_013637004.1, XP_013604273.1
OG0011199	El002G098240	XP_013587062.1, XP_013605182.1
OG0011200	El002G098160	XP_013638391.1, XP_013603173.1
OG0011201	El002G098020	XP_013584376.1, XP_013600606.1
OG0011202	El002G097760, El002G097580	XP_013584410.1, XP_013602829.1
OG0011203	El002G097370	XP_013639206.1, XP_013600892.1
OG0011204	El002G096520	XP_013602340.1
OG0011206	El002G096000, El002G096010	XP_013603792.1, XP_013584847.1
OG0011207	El002G095370	XP_013614389.1
OG0011208	El002G095170	XP_013600408.1
OG0011209	El002G094790	XP_013602686.1
OG0011210	El002G093960	XP_013585934.1
OG0011211	El002G093490	XP_013602479.1
OG0011212	El002G093280	XP_013604855.1
OG0011213	El002G093020	XP_013599901.1
OG0011214	El002G091800	XP_013605483.1
OG0011215	El003G170610	XP_013601386.1
OG0011216	El003G178190, El002G091620	XP_013602413.1
OG0011217	El002G091400	XP_013600162.1
OG0011218	El002G130950	XP_013600340.1, XP_013592621.1
OG0011219	El002G090810	XP_013614529.1
OG0011220	El002G089840	XP_013603369.1, XP_013584741.1
OG0011221	El002G089740	XP_013586254.1
OG0011222	El002G089280	XP_013602105.1
OG0011223	El002G088750	XP_013605601.1
OG0011224	El002G088440	XP_013599471.1
OG0011226	El002G088330	XP_013583735.1
OG0011227	El002G088280	XP_013585678.1, XP_013604474.1
OG0011228	El002G087800	XP_013603707.1, XP_013639045.1
OG0011230	El002G087620	XP_013602986.1, XP_013584548.1
OG0011231	El002G086760	XP_013585966.1
OG0011232	El002G086600	XP_013586886.1
OG0011233	El002G085810	XP_013584127.1
OG0011234	El002G085370	XP_013585135.1
OG0011235	El002G085430	XP_013638090.1
OG0011236	El002G085590	XP_013638782.1
OG0011237	El002G085200	XP_013583732.1
OG0011238	El002G085120	XP_013586267.1
OG0011239	El002G085030	XP_013604908.1
OG0011241	El002G084670	XP_013605018.1
OG0011242	El002G084450	XP_013600702.1, XP_013583700.1
OG0011243	El002G084310	XP_013604818.1, XP_013605325.1
OG0011244	El002G084230	XP_013587716.1
OG0011245	El002G083630	XP_013605913.1, XP_013638864.1
OG0011246	El002G082630	XP_013588057.1
OG0011247	El001G067620	XP_013628422.1
OG0011248	El001G067200	XP_013612721.1, XP_013629851.1
OG0011249	El001G067350	XP_013609073.1
OG0011250	El001G067550	XP_013613122.1
OG0011251	El001G066780	XP_013616430.1, XP_013607015.1
OG0011252	El001G066160	XP_013627984.1, XP_013608437.1
OG0011253	El001G064760, El001G064920	XP_013618881.1, XP_013625422.1
OG0011254	El001G064540	XP_013606064.1, XP_013618442.1
OG0011255	El001G064280, El001G044850	XP_013609115.1
OG0011256	El001G063560	XP_013606753.1, XP_013616092.1
OG0011257	El001G063590	XP_013618472.1
OG0011258	El001G062960	XP_013622784.1, XP_013619544.1
OG0011259	El004G218940	XP_013589933.1
OG0011260	El001G062300	XP_013628232.1
OG0011261	El001G062200	XP_013616837.1
OG0011262	El001G062030	XP_013611302.1, XP_013630401.1
OG0011263	El001G061380	XP_013606459.1, XP_013608375.1, XP_013606458.1
OG0011264	El001G051320	XP_013608675.1, XP_013596698.1
OG0011265	El001G051010	XP_013593779.1
OG0011266	El001G050690	XP_013609931.1, XP_013594102.1
OG0011267	El001G050740	XP_013594001.1
OG0011268	El001G050320	XP_013595521.1
OG0011269	El001G049060, El007G349610	XP_013612123.1
OG0011270	El001G047590	XP_013607019.1
OG0011271	El001G047270	XP_013619369.1, XP_013596790.1
OG0011272	El007G345240	XP_013599140.1
OG0011273	El007G345460	XP_013619259.1
OG0011274	El007G346210	XP_013596099.1, XP_013609549.1
OG0011275	El007G346010	XP_013606694.1
OG0011277	El001G068140	XP_013611740.1
OG0011278	El001G074920	XP_013635408.1
OG0011279	El001G075950	XP_013609263.1
OG0011280	El005G264090, El001G076300	XP_013608713.1
OG0011281	El001G076710	XP_013620519.1
OG0011282	El001G076780	XP_013611634.1
OG0011283	El001G076830	XP_013628952.1
OG0011284	El001G076890	XP_013605959.1
OG0011285	El005G248060	XP_013586143.1
OG0011286	El001G078080	XP_013588592.1, XP_013607054.1
OG0011287	El001G051790	XP_013607517.1
OG0011288	El001G052580	XP_013598550.1
OG0011289	El001G052570	XP_013613114.1, XP_013598549.1
OG0011290	El001G052940	XP_013594200.1, XP_013609651.1
OG0011291	El001G053460	XP_013610177.1, XP_013618753.1
OG0011292	El001G054490, El001G064850	XP_013597943.1
OG0011293	El001G054860, El001G054790, El001G054870, El001G054800	XP_013598459.1
OG0011294	El001G055690	XP_013613005.1, XP_013598569.1
OG0011295	El001G055860	XP_013596374.1, XP_013609648.1
OG0011296	El001G056130	XP_013595021.1
OG0011296	El002G090310	XP_013585363.1
OG0011297	El001G056250	XP_013609949.1
OG0011298	El007G329770	XP_013595353.1
OG0011299	El007G329190	XP_013616588.1, XP_013593822.1
OG0011300	El007G327920	XP_013630607.1, XP_013607068.1
OG0011301	El007G332600	XP_013618212.1
OG0011302	El007G332940, El007G332670, El007G332680	XP_013610558.1
OG0011303	El007G333110	XP_013626242.1, XP_013611529.1
OG0011304	El007G333130	XP_013616952.1, XP_013611030.1
OG0011305	El007G333290	XP_013612025.1
OG0011306	El001G021370	XP_013595341.1
OG0011307	El001G020700	XP_013596485.1, XP_013602411.1
OG0011308	El001G020680	XP_013629790.1, XP_013603737.1
OG0011309	El001G020650	XP_013603704.1
OG0011310	El001G020540	XP_013595425.1
OG0011311	El001G020520	XP_013593581.1
OG0011312	El001G019780	XP_013590579.1, XP_013603551.1
OG0011313	El001G018760	XP_013599477.1
OG0011314	El001G018260	XP_013588429.1, XP_013586750.1, XP_013627994.1
OG0011315	El001G018240	XP_013603602.1
OG0011316	El001G017760	XP_013604337.1
OG0011317	El002G097630	XP_013602745.1, XP_013599656.1
OG0011319	El001G015350	XP_013622290.1
OG0011321	El001G013890	XP_013603499.1
OG0011322	El001G012720	XP_013629496.1
OG0011323	El002G123100	XP_013628712.1
OG0011324	El001G049660, El001G012070	XP_013625034.1
OG0011325	El003G191900	XP_013631494.1
OG0011326	El004G218840	XP_013592807.1, XP_013589597.1
OG0011327	El004G218780	XP_013590991.1, XP_013619705.1
OG0011328	El004G218470	XP_013591862.1, XP_013591847.1
OG0011329	El004G219420	XP_013591574.1
OG0011330	El004G219490	XP_013589863.1
OG0011331	El004G220790	XP_013590213.1, XP_013618595.1
OG0011332	El004G220900	XP_013618817.1, XP_013590022.1
OG0011333	El004G223920	XP_013589922.1
OG0011334	El004G222040	XP_013592384.1, XP_013616273.1
OG0011335	El004G222140	XP_013614128.1, XP_013614120.1
OG0011337	El004G222430	XP_013621074.1
OG0011338	El004G222790	XP_013590357.1
OG0011339	El004G223390	XP_013591784.1, XP_013616145.1
OG0011340	El004G223460	XP_013592620.1
OG0011341	El004G223590	XP_013616293.1, XP_013591358.1
OG0011342	El004G223980	XP_013588174.1
OG0011343	El004G231600	XP_013591065.1, XP_013588507.1
OG0011344	El004G231560	XP_013588645.1
OG0011345	El004G231150	XP_013588544.1, XP_013589879.1
OG0011346	El004G230480	XP_013621138.1, XP_013638846.1
OG0011347	El002G105750	XP_013638853.1, XP_013594145.1
OG0011348	El004G229230	XP_013590849.1, XP_013590676.1
OG0011349	El004G228360	XP_013590574.1, XP_013619498.1
OG0011350	El004G228330	XP_013590758.1
OG0011351	El003G153320	XP_013596467.1
OG0011352	El002G128960	XP_013590700.1
OG0011353	El007G355370	XP_013592916.1
OG0011354	El004G227890	XP_013590033.1
OG0011355	El004G227690	XP_013590947.1, XP_013620616.1
OG0011356	El004G227380	XP_013589728.1
OG0011357	El004G227010	XP_013588760.1, XP_013590981.1
OG0011358	El004G226930	XP_013591384.1
OG0011359	El004G226400	XP_013592183.1
OG0011361	El004G224810	XP_013621556.1, XP_013591297.1
OG0011362	El004G233830	XP_013619899.1
OG0011363	El004G233840	XP_013620402.1
OG0011364	El004G234080	XP_013620334.1
OG0011365	El004G234390	XP_013590216.1, XP_013618545.1
OG0011366	El005G248740	XP_013611191.1, XP_013586574.1
OG0011367	El005G248850	XP_013626498.1, XP_013584372.1
OG0011368	El005G249050	XP_013627176.1, XP_013584435.1
OG0011369	El005G249100	XP_013584531.1, XP_013586015.1
OG0011371	El005G249430	XP_013587715.1
OG0011372	El005G249730	XP_013583683.1
OG0011373	El005G249860	XP_013625393.1
OG0011374	El005G249890	XP_013638952.1
OG0011375	El005G250230	XP_013610672.1
OG0011376	El005G250470	XP_013637660.1
OG0011378	El002G139030	XP_013587759.1
OG0011379	El005G251270	XP_013583738.1
OG0011380	El005G251340	XP_013586314.1
OG0011381	El005G251520	XP_013586470.1, XP_013608436.1, XP_013624036.1
OG0011382	El005G251740	XP_013638089.1
OG0011383	El005G251810	XP_013610178.1, XP_013585697.1
OG0011384	El005G251920	XP_013586920.1
OG0011385	El005G252030	XP_013585740.1
OG0011386	El005G252970	XP_013615685.1
OG0011387	El005G253060	XP_013584134.1
OG0011388	El005G253080	XP_013638117.1
OG0011389	El005G253120	XP_013637713.1
OG0011390	El005G254290	XP_013586859.1
OG0011391	El005G254640	XP_013638342.1
OG0011392	El005G254860	XP_013586450.1
OG0011393	El005G255400	XP_013589481.1
OG0011394	El005G255880	XP_013639139.1
OG0011395	El005G256050	XP_013630414.1, XP_013608577.1
OG0011396	El005G256420	XP_013584091.1, XP_013586559.1
OG0011397	El005G256600	XP_013588441.1
OG0011398	El005G256740	XP_013586366.1
OG0011399	El005G256750	XP_013638373.1
OG0011400	El005G256900, El004G217040	XP_013586216.1
OG0011401	El005G257260	XP_013583714.1, XP_013626212.1
OG0011402	El005G257980	XP_013637861.1
OG0011403	El005G258210	XP_013638507.1
OG0011404	El005G258300	XP_013584032.1
OG0011405	El005G258690	XP_013608169.1
OG0011406	El005G259310	XP_013639758.1, XP_013607915.1
OG0011407	El005G260160	XP_013583787.1, XP_013635956.1
OG0011408	El005G260240, El002G126440	XP_013607623.1
OG0011409	El005G260910	XP_013587360.1
OG0011410	El005G261000	XP_013629181.1, XP_013587585.1
OG0011411	El005G261420	XP_013638463.1, XP_013639718.1
OG0011412	El005G261460	XP_013627229.1, XP_013585130.1
OG0011414	El006G318870	XP_013596047.1
OG0011415	El005G266880	XP_013597993.1
OG0011416	El005G270570	XP_013629476.1
OG0011417	El005G267890	XP_013625496.1, XP_013593656.1
OG0011418	El005G268450	XP_013596576.1
OG0011419	El005G268750, El005G268710	XP_013626559.1
OG0011420	El005G269280	XP_013594169.1
OG0011421	El005G269780	XP_013626345.1, XP_013629777.1
OG0011422	El005G271470	XP_013622450.1
OG0011423	El005G271130	XP_013613487.1
OG0011424	El005G271100	XP_013623260.1
OG0011425	El005G270910	XP_013628135.1
OG0011426	El005G270720	XP_013593307.1
OG0011427	El005G270530	XP_013630310.1, XP_013599453.1
OG0011428	El004G224210	XP_013623100.1
OG0011429	El005G272940	XP_013595294.1
OG0011430	El005G273400	XP_013593818.1, XP_013622289.1
OG0011431	El005G273460	XP_013622287.1, XP_013599063.1
OG0011432	El005G275070	XP_013628921.1
OG0011433	El005G275600	XP_013596411.1
OG0011434	El005G276840	XP_013596177.1, XP_013609823.1
OG0011435	El005G276680	XP_013596192.1, XP_013606766.1
OG0011436	El005G277330	XP_013595634.1, XP_013607617.1
OG0011437	El005G277850	XP_013608840.1, XP_013595535.1
OG0011438	El005G277960	XP_013609706.1, XP_013596210.1
OG0011439	El005G278250	XP_013607235.1, XP_013594093.1
OG0011441	El005G278640	XP_013593993.1
OG0011442	El005G278910	XP_013595878.1
OG0011443	El005G279500	XP_013602719.1
OG0011444	El005G279450	XP_013620311.1, XP_013626354.1
OG0011445	El002G139670	XP_013591194.1, XP_013625547.1
OG0011447	El002G138850	XP_013625719.1
OG0011448	El002G138240	XP_013630160.1, XP_013630379.1
OG0011449	El002G136590	XP_013624974.1, XP_013589137.1
OG0011450	El002G136500	XP_013589035.1, XP_013590854.1
OG0011451	El002G136350	XP_013588829.1
OG0011452	El005G258070	XP_013599320.1, XP_013638479.1
OG0011453	El002G133530	XP_013584701.1
OG0011454	El002G132270	XP_013592132.1
OG0011455	El002G131420	XP_013591551.1
OG0011456	El003G171500	XP_013598368.1, XP_013637092.1
OG0011457	El003G171590	XP_013602343.1, XP_013637691.1
OG0011458	El006G296450	XP_013628490.1
OG0011459	El006G296460	XP_013631164.1
OG0011460	El006G296650	XP_013631464.1
OG0011461	El006G296840	XP_013631004.1
OG0011462	El001G022470	XP_013632066.1
OG0011463	El001G022560	XP_013634625.1, XP_013602145.1
OG0011464	El002G115990	XP_013597647.1
OG0011465	El001G023380	XP_013604862.1
OG0011466	El001G023400	XP_013592857.1, XP_013605261.1
OG0011467	El001G023530	XP_013604352.1
OG0011468	El001G023740, El005G262550	XP_013632189.1
OG0011469	El003G155930	XP_013601128.1
OG0011470	El001G024660	XP_013634045.1
OG0011471	El001G025450	XP_013631863.1, XP_013605201.1
OG0011472	El001G025660	XP_013602229.1, XP_013634356.1
OG0011473	El001G026070	XP_013602793.1
OG0011474	El001G026920	XP_013599757.1
OG0011475	El001G027090	XP_013631587.1
OG0011476	El001G028250	XP_013635516.1, XP_013603545.1
OG0011477	El001G028440	XP_013636216.1
OG0011478	El001G028470	XP_013599773.1
OG0011479	El001G028930	XP_013602808.1, XP_013591875.1
OG0011481	El001G029740	XP_013590186.1, XP_013602502.1
OG0011482	El002G091460	XP_013586194.1
OG0011483	El001G031060	XP_013615011.1
OG0011485	El001G032170	XP_013633606.1
OG0011486	El001G032420	XP_013603360.1
OG0011487	El001G032940	XP_013631505.1
OG0011488	El006G282420	XP_013635395.1, XP_013635976.1
OG0011489	El001G034040, El001G033720	XP_013605244.1
OG0011490	El001G033910	XP_013588912.1
OG0011491	El001G033920	XP_013588920.1, XP_013600507.1
OG0011492	El001G033960	XP_013633664.1, XP_013587881.1
OG0011493	El001G034220	XP_013602621.1
OG0011494	El001G034560	XP_013590970.1
OG0011495	El001G034660	XP_013600462.1
OG0011496	El001G034750	XP_013605881.1
OG0011497	El001G034910	XP_013635952.1, XP_013591097.1
OG0011498	El001G035330	XP_013635563.1, XP_013601743.1
OG0011499	El001G035460	XP_013635707.1, XP_013605383.1
OG0011501	El001G035960	XP_013628983.1
OG0011503	El001G021350	XP_013595502.1, XP_013619181.1
OG0011504	El001G020970	XP_013604035.1
OG0011505	El001G021110	XP_013596052.1, XP_013602592.1
OG0011507	El003G189060	XP_013599622.1
OG0011508	El001G026570	XP_013632997.1, XP_013588087.1
OG0011509	El001G031860	XP_013632926.1
OG0011510	El001G034020	XP_013614735.1, XP_013604928.1
OG0011514	El006G298240	XP_013634770.1, XP_013634567.1
OG0011515	El001G011920, El001G011910	XP_013629318.1
OG0011516	El004G228730	XP_013619133.1
OG0011517	El004G225790	XP_013619953.1, XP_013590951.1
OG0011518	El004G225780	XP_013588823.1, XP_013621651.1
OG0011519	El003G156970	XP_013596954.1, XP_013591504.1
OG0011521	El003G153270	XP_013584819.1
OG0011522	El003G152140	XP_013623520.1, XP_013624933.1
OG0011523	El002G087960	XP_013584863.1
OG0011524	El002G090840	XP_013614524.1, XP_013603214.1
OG0011525	El002G090950	XP_013602685.1
OG0011526	El002G094380	XP_013583512.1
OG0011527	El004G198660	XP_013610463.1
OG0011528	El002G097210	XP_013584848.1, XP_013603896.1
OG0011530	El002G100250	XP_013600613.1, XP_013604404.1
OG0011531	El002G101340	XP_013603130.1
OG0011532	El002G101530	XP_013604730.1, XP_013605806.1
OG0011533	El002G105220	XP_013639311.1, XP_013639312.1, XP_013603169.1
OG0011534	El002G106170	XP_013586279.1, XP_013594712.1
OG0011535	El002G106630, El002G107050	XP_013596446.1, XP_013603511.1
OG0011536	El003G183710	XP_013634937.1, XP_013603006.1
OG0011537	El004G219210	XP_013590520.1, XP_013618842.1
OG0011538	El004G218440	XP_013588802.1
OG0011539	El004G217280	XP_013589566.1, XP_013618893.1
OG0011542	El057G375970	XP_013625528.1, XP_013617019.1, XP_013624532.1, XP_013594975.1
OG0011543	El002G120050	XP_013601188.1
OG0011544	El005G278710	XP_013593410.1, XP_013611114.1
OG0011545	El005G279190	XP_013602720.1, XP_013593908.1
OG0011546	El005G277840	XP_013598208.1, XP_013598278.1
OG0011547	El001G042590, El005G261170	XP_013590570.1
OG0011548	El005G249580, El005G249590	XP_013627981.1, XP_013584465.1
OG0011549	El005G245160	XP_013627878.1, XP_013583559.1
OG0011550	El001G082050	XP_013609923.1, XP_013609774.1, XP_013623804.1, XP_013626455.1
OG0011551	El001G078750	XP_013610556.1, XP_013614447.1
OG0011552	El001G078230	XP_013608545.1, XP_013612971.1
OG0011554	El003G161030	XP_013604612.1
OG0011555	El003G162430	XP_013585937.1, XP_013614544.1
OG0011556	El002G116670	XP_013596409.1, XP_013584033.1
OG0011557	El002G113330	XP_013595342.1, XP_013625815.1
OG0011558	El006G301400	XP_013635128.1, XP_013622050.1
OG0011559	El001G070910	XP_013610552.1, XP_013619671.1
OG0011560	El007G337180	XP_013621459.1, XP_013613059.1
OG0011561	El001G068900	XP_013611273.1, XP_013620959.1
OG0011562	El072G376480	YP_004927473.1
OG0011563	El007G339530	XP_013627143.1, XP_013619523.1
OG0011564	El007G337090	XP_013627681.1, XP_013616503.1
OG0011566	El007G333350	XP_013625925.1, XP_013615893.1
OG0011567	El001G060100	XP_013615574.1, XP_013626218.1
OG0011568	El001G060430	XP_013611246.1, XP_013620387.1
OG0011569	El001G060570	XP_013611269.1
OG0011570	El001G060830	XP_013607350.1
OG0011571	El007G326430	XP_013625495.1
OG0011572	El002G088000	XP_013605712.1
OG0011573	El002G098890	XP_013600599.1, XP_013587142.1
OG0011574	El007G354850, El007G355050, El007G352130, El002G099930	XP_013584083.1
OG0011575	El002G110830	XP_013597672.1
OG0011577	El004G203400	XP_013610038.1
OG0011578	El004G218900	XP_013619092.1
OG0011579	El005G263610	XP_013627498.1
OG0011581	El006G313910	XP_013600721.1
OG0011583	El006G301480	XP_013635727.1
OG0011585	El001G023860	XP_013604708.1, XP_013624105.1
OG0011586	El003G148390	XP_013622675.1, XP_013603320.1
OG0011588	El003G160540	XP_013600626.1, XP_013598548.1
OG0011589	El003G154770	XP_013597458.1, XP_013595371.1
OG0011590	El007G346050	XP_013593639.1, XP_013606584.1
OG0011603	El003G155140	XP_013617920.1
OG0011604	El003G155130	XP_013596806.1
OG0011605	El003G154690	XP_013596647.1
OG0011606	El003G154970	XP_013597081.1, XP_013592095.1
OG0011607	El003G154960	XP_013589753.1
OG0011608	El003G154280	XP_013596932.1
OG0011609	El003G153390	XP_013598107.1, XP_013598523.1
OG0011610	El005G277080	XP_013596758.1, XP_013610745.1
OG0011611	El003G152670	XP_013596543.1
OG0011612	El003G152570	XP_013597681.1
OG0011613	El003G152540	XP_013597679.1
OG0011614	El003G152500	XP_013623346.1
OG0011615	El003G152440	XP_013593647.1
OG0011616	El003G152260	XP_013599071.1
OG0011617	El003G152090	XP_013598180.1
OG0011618	El003G151430	XP_013593554.1
OG0011619	El002G091510	XP_013585598.1
OG0011620	El003G151100	XP_013607611.1
OG0011621	El003G150190	XP_013637672.1
OG0011622	El003G150150	XP_013595936.1
OG0011623	El006G296630, El007G343250	XP_013636447.1
OG0011624	El003G149850	XP_013598157.1
OG0011625	El001G058700	XP_013611153.1
OG0011626	El003G151520	XP_013589535.1
OG0011627	El004G223220	XP_013592870.1
OG0011628	El001G060060	XP_013621417.1, XP_013626121.1
OG0011629	El003G148230	XP_013601224.1
OG0011630	El003G147940	XP_013622541.1, XP_013597707.1
OG0011631	El001G016240	XP_013636067.1
OG0011632	El002G118240	XP_013637677.1, XP_013600380.1
OG0011633	El002G118280	XP_013585996.1
OG0011634	El002G118300	XP_013584316.1
OG0011635	El002G118700	XP_013604031.1
OG0011636	El002G118800	XP_013600772.1
OG0011637	El002G119420	XP_013586787.1
OG0011638	El002G119520	XP_013587569.1
OG0011639	El002G119540	XP_013638965.1
OG0011640	El002G119850	XP_013586300.1
OG0011641	El002G119990	XP_013599764.1
OG0011643	El003G170370	XP_013600177.1
OG0011644	El003G170630	XP_013596108.1, XP_013601392.1
OG0011645	El003G170690	XP_013601408.1
OG0011646	El001G048030, El003G171110	XP_013600799.1
OG0011647	El007G355180, El007G356260	XP_013604015.1
OG0011648	El004G210680	XP_013631708.1
OG0011649	El006G312160	XP_013605643.1
OG0011650	El004G210080	XP_013638909.1
OG0011651	El004G209610	XP_013635817.1
OG0011652	El004G209970	XP_013609085.1
OG0011653	El004G207290	XP_013611873.1
OG0011654	El004G206940	XP_013636922.1
OG0011655	El004G205740	XP_013590677.1
OG0011656	El002G092640	XP_013584651.1
OG0011657	El004G204610	XP_013605043.1
OG0011659	El004G201430	XP_013608950.1
OG0011660	El004G201340	XP_013605655.1
OG0011661	El003G184870	XP_013637066.1
OG0011662	El004G200910	XP_013607085.1
OG0011663	El007G359640	XP_013616079.1
OG0011664	El004G200090	XP_013610545.1, XP_013632805.1
OG0011665	El004G199200	XP_013606403.1
OG0011666	El002G095050	XP_013585777.1
OG0011667	El001G036370	XP_013610642.1
OG0011668	El001G036650	XP_013612292.1
OG0011669	El001G036710	XP_013595968.1
OG0011671	El001G036800	XP_013598332.1
OG0011672	El001G036950	XP_013598584.1
OG0011673	El001G037560, El001G037230	XP_013607038.1
OG0011674	El001G037700	XP_013620908.1
OG0011675	El001G037780	XP_013599033.1
OG0011676	El001G038150	XP_013611461.1
OG0011677	El001G038500	XP_013606036.1, XP_013614359.1
OG0011678	El001G039510	XP_013618570.1, XP_013594170.1
OG0011679	El001G039660	XP_013597691.1
OG0011680	El001G039750	XP_013599418.1
OG0011681	El001G040020	XP_013599329.1
OG0011682	El001G040870	XP_013613405.1
OG0011683	El001G041050	XP_013597642.1
OG0011684	El001G041790	XP_013612180.1, XP_013594928.1
OG0011685	El001G041960	XP_013594107.1
OG0011686	El003G191450	XP_013637187.1
OG0011687	El001G044350	XP_013616223.1
OG0011688	El001G046130	XP_013619948.1, XP_013610560.1, XP_013596850.1
OG0011689	El004G217130	XP_013616136.1
OG0011690	El004G216460	XP_013620171.1
OG0011691	El004G216350	XP_013592680.1
OG0011692	El004G216070	XP_013588426.1, XP_013588458.1
OG0011693	El004G215800	XP_013588269.1
OG0011694	El004G215690	XP_013591850.1
OG0011695	El004G215590	XP_013615885.1, XP_013591401.1, XP_013589572.1
OG0011696	El004G215350	XP_013588658.1, XP_013623919.1
OG0011697	El004G214960, El004G214940	XP_013590018.1
OG0011699	El003G188470	XP_013590269.1
OG0011700	El002G114600	XP_013589931.1
OG0011701	El004G193890	XP_013608859.1
OG0011702	El004G194010	XP_013613118.1
OG0011703	El004G194080	XP_013612841.1
OG0011704	El004G199890, El004G194090, El004G194140	XP_013612139.1
OG0011705	El004G194730	XP_013606599.1
OG0011706	El004G195430	XP_013606140.1
OG0011707	El004G195740, El001G080600	XP_013613232.1
OG0011708	El004G196530	XP_013635003.1, XP_013612342.1
OG0011709	El004G197050	XP_013635063.1
OG0011710	El004G197390	XP_013611985.1
OG0011711	El004G197600	XP_013606165.1, XP_013632061.1
OG0011712	El005G248390	XP_013611379.1, XP_013624182.1
OG0011713	El003G158410	XP_013597947.1
OG0011714	El001G027990	XP_013604366.1
OG0011715	El006G288460, El007G357120	XP_013634583.1
OG0011716	El006G288810	XP_013636899.1
OG0011717	El006G288880	XP_013629863.1
OG0011718	El005G244270	XP_013630385.1
OG0011719	El005G244500	XP_013624156.1
OG0011720	El005G244650	XP_013638455.1
OG0011721	El005G244700	XP_013583802.1
OG0011722	El005G244730	XP_013585720.1
OG0011723	El005G245110	XP_013626408.1
OG0011724	El007G339940	XP_013625532.1
OG0011725	El005G245510	XP_013583912.1
OG0011727	El005G245780	XP_013637327.1
OG0011728	El005G246060	XP_013627966.1, XP_013585446.1
OG0011729	El005G246120	XP_013587415.1
OG0011730	El005G246190	XP_013635480.1
OG0011731	El005G246200	XP_013636460.1
OG0011732	El005G246240	XP_013585725.1
OG0011733	El005G246310	XP_013585009.1
OG0011734	El005G246390	XP_013603031.1, XP_013638132.1, XP_013614432.1
OG0011735	El005G247350	XP_013586465.1
OG0011736	El005G247860	XP_013587465.1
OG0011737	El007G344710	XP_013606711.1
OG0011738	El007G344420	XP_013621816.1
OG0011739	El007G344430	XP_013627675.1
OG0011740	El007G344300	XP_013625173.1
OG0011741	El007G343440	XP_013626506.1
OG0011742	El007G343300	XP_013628616.1
OG0011743	El007G343010	XP_013629500.1
OG0011744	El007G342980	XP_013622722.1
OG0011745	El007G342900	XP_013613075.1
OG0011746	El007G342710	XP_013613654.1
OG0011747	El007G342520	XP_013619846.1, XP_013610817.1
OG0011748	El007G342510	XP_013623561.1
OG0011749	El007G341690	XP_013608925.1
OG0011750	El007G341250	XP_013618430.1
OG0011751	El007G341180	XP_013627647.1, XP_013619635.1
OG0011752	El007G341150	XP_013612389.1
OG0011753	El007G345170	XP_013630026.1
OG0011754	El003G156300	XP_013610229.1, XP_013599337.1
OG0011755	El007G339120	XP_013619260.1
OG0011756	El007G338540	XP_013609237.1
OG0011757	El007G338740	XP_013619929.1
OG0011758	El007G338770	XP_013609346.1
OG0011759	El007G338300	XP_013606183.1
OG0011760	El007G337890	XP_013608934.1
OG0011761	El007G337850	XP_013612042.1
OG0011762	El007G337410	XP_013613224.1
OG0011763	El003G157430	XP_013585942.1, XP_013631627.1
OG0011764	El007G336780	XP_013620641.1
OG0011765	El007G336540	XP_013610055.1
OG0011766	El007G336390	XP_013619107.1
OG0011767	El004G207630, El007G336350	XP_013625576.1
OG0011768	El007G336110	XP_013609613.1
OG0011769	El007G336020	XP_013606874.1
OG0011770	El007G335970	XP_013621490.1, XP_013611263.1
OG0011771	El007G335310	XP_013607355.1
OG0011772	El007G334700	XP_013615875.1
OG0011773	El007G334660	XP_013613814.1, XP_013612522.1
OG0011774	El007G334530	XP_013612855.1
OG0011775	El007G336280, El007G334000	XP_013629127.1
OG0011776	El007G333850	XP_013608941.1, XP_013615208.1
OG0011777	El007G333670	XP_013611788.1
OG0011778	El007G333650	XP_013629235.1
OG0011779	El001G011590	XP_013608837.1
OG0011781	El001G068510	XP_013614828.1
OG0011782	El001G069690	XP_013623280.1
OG0011783	El001G069750	XP_013606611.1, XP_013616257.1
OG0011784	El001G070170	XP_013611896.1, XP_013628723.1
OG0011785	El001G071000	XP_013610997.1
OG0011786	El001G071120	XP_013620147.1
OG0011788	El001G071660	XP_013608898.1
