Orthogroup	Erysimum_linariifolium	Alyssum_gmelinii
OG0017331	El001G021240	Ag001G059830, Ag001G063390
OG0017332	El001G021100	Ag001G062980
OG0017333	El001G020890	Ag001G062370
OG0017334	El001G020720	Ag001G061780
OG0017337	El001G060730	Ag008G719470
OG0017338	El001G018570	Ag008G691330
OG0017340	El001G018150	Ag001G056390
OG0017341	El001G017860	Ag001G055830
OG0017342	El001G017780	Ag001G055580
OG0017343	El001G017400	Ag001G054650
OG0017344	El001G017280	Ag001G054180
OG0017345	El001G016850	Ag001G053660
OG0017346	El001G016340	Ag001G052910
OG0017347	El001G016110	Ag006G575750
OG0017348	El001G015770	Ag001G052020
OG0017349	El003G175700	Ag001G037480
OG0017353	El001G012600	Ag008G673380
OG0017354	El001G011790	Ag008G674580
OG0017355	El001G060000	Ag005G479320
OG0017356	El004G218200	Ag004G355070, Ag002G194700
OG0017357	El004G218140	Ag004G355260
OG0017358	El001G067890	Ag007G612490
OG0017359	El004G218400	Ag004G354750
OG0017360	El004G218300	Ag004G354850
OG0017361	El004G219720	Ag004G350740
OG0017362	El004G220210	Ag004G350030
OG0017363	El004G220250	Ag004G349890
OG0017364	El007G345100	Ag004G298220
OG0017366	El004G220630	Ag004G348900
OG0017367	El004G220910	Ag004G348160
OG0017368	El004G222250	Ag004G344650
OG0017369	El004G222260	Ag004G344640
OG0017370	El004G222420	Ag004G344340
OG0017373	El004G222970	Ag004G343470
OG0017374	El004G223350	Ag004G342690
OG0017375	El004G231230	Ag003G215280
OG0017376	El004G231160	Ag003G215330
OG0017377	El004G230560	Ag003G218030
OG0017378	El004G230530	Ag003G218070
OG0017379	El004G230430	Ag003G218190
OG0017380	El004G230020	Ag003G219010, Ag004G373300
OG0017381	El004G229670	Ag003G219620
OG0017382	El004G229580	Ag003G219750
OG0017383	El004G229560	Ag003G219870
OG0017384	El004G229030	Ag003G222150
OG0017385	El004G228630	Ag003G223480
OG0017386	El004G228440	Ag003G224130
OG0017387	El002G104030, El037G374560	Ag004G332570
OG0017388	El004G227530	Ag003G228210
OG0017389	El004G227220	Ag003G229590, Ag003G229600
OG0017390	El004G226890	Ag003G231620
OG0017391	El001G060930	Ag008G719540
OG0017392	El004G226610	Ag003G233040
OG0017393	El003G182410	Ag001G042080
OG0017394	El004G226120	Ag003G234420
OG0017395	El004G226040	Ag003G235000
OG0017396	El004G225660	Ag003G236420
OG0017397	El004G225500	Ag003G236680
OG0017398	El004G225300	Ag003G237140
OG0017399	El004G225110	Ag003G238030
OG0017400	El004G224650	Ag003G239200
OG0017401	El004G231920	Ag003G213630
OG0017402	El004G232210	Ag003G212720
OG0017404	El004G233000	Ag003G211520
OG0017405	El004G233060	Ag003G211270
OG0017406	El004G233340	Ag003G210660
OG0017407	El004G233440	Ag003G210520
OG0017408	El004G233530	Ag003G210230
OG0017409	El004G234370	Ag003G208150
OG0017410	El004G234530	Ag003G207350
OG0017411	El004G234690	Ag003G207670
OG0017412	El004G234710	Ag003G207690
OG0017413	El004G234730	Ag003G207730
OG0017415	El005G249090	Ag005G469860
OG0017416	El005G249270	Ag005G469630
OG0017417	El005G249500	Ag005G468990
OG0017418	El005G249690	Ag005G468440
OG0017419	El005G249790	Ag005G468300
OG0017420	El005G250870	Ag005G465450
OG0017421	El005G250880	Ag005G465430
OG0017422	El005G251450	Ag005G464540
OG0017424	El005G251590	Ag005G464390
OG0017425	El005G251910	Ag005G463870
OG0017426	El005G252280	Ag005G462990
OG0017427	El005G253030	Ag005G461460
OG0017428	El005G253230	Ag005G461090
OG0017429	El005G253590	Ag005G459970
OG0017430	El005G254810	Ag005G456560
OG0017431	El005G255740	Ag005G454770
OG0017432	El005G255760	Ag005G454750
OG0017435	El005G257150	Ag005G448850
OG0017437	El005G257240	Ag005G448640
OG0017438	El005G257280	Ag005G448530
OG0017439	El005G257290	Ag005G448520
OG0017440	El005G259780	Ag005G441370
OG0017441	El005G259440	Ag005G441970
OG0017445	El005G261340	Ag005G438320
OG0017447	El005G261770	Ag005G437540
OG0017448	El005G264410	Ag005G435670
OG0017449	El005G265620	Ag005G432690, Ag005G434000
OG0017450	El005G267740	Ag005G429720
OG0017451	El005G267750	Ag005G429710
OG0017452	El005G268150	Ag005G428500
OG0017453	El005G268390	Ag005G427670
OG0017454	El006G314000	Ag006G530820
OG0017455	El005G270100	Ag005G425690
OG0017456	El005G271390	Ag005G420930
OG0017457	El005G271690	Ag007G614960
OG0017459	El005G270820	Ag005G424820
OG0017460	El005G271930	Ag005G420510
OG0017461	El005G272190	Ag005G420090
OG0017462	El005G273380	Ag005G418580
OG0017465	El005G274850	Ag005G415950
OG0017466	El005G275220	Ag005G414150
OG0017467	El005G275340	Ag005G414660
OG0017468	El005G276820	Ag005G410670
OG0017469	El005G277280	Ag005G409320
OG0017470	El005G277870	Ag005G406620
OG0017471	El005G278540	Ag005G402640
OG0017472	El005G278760	Ag005G403150
OG0017473	El005G278830	Ag005G403400
OG0017475	El005G279460	Ag005G404330
OG0017476	El005G279440	Ag002G197890
OG0017478	El005G279570	Ag005G404440
OG0017479	El005G279590	Ag005G404450
OG0017480	El002G141480	Ag001G000110
OG0017481	El002G141000	Ag001G000900
OG0017482	El002G140790	Ag001G001140
OG0017483	El002G140650	Ag001G001380
OG0017485	El002G140120	Ag001G002860
OG0017486	El002G140070	Ag001G002930
OG0017487	El002G140060	Ag001G002940
OG0017488	El002G139880	Ag001G003520
OG0017489	El002G139500	Ag001G004370
OG0017490	El002G139230	Ag001G005070
OG0017491	El002G138120	Ag001G006960
OG0017492	El002G138100	Ag001G006980
OG0017493	El002G137470	Ag001G008100
OG0017494	El002G137380	Ag001G008350
OG0017495	El002G134840	Ag001G014110
OG0017496	El002G134800	Ag001G014370
OG0017498	El002G134170	Ag001G017020
OG0017499	El002G132790	Ag001G023280
OG0017500	El002G132690	Ag001G023540
OG0017501	El002G132650	Ag001G023620
OG0017502	El002G132400	Ag001G024560
OG0017503	El001G003390	Ag001G024710
OG0017504	El002G131820	Ag001G025830
OG0017505	El003G171370	Ag001G028450
OG0017506	El003G171410	Ag001G028500
OG0017507	El003G172260	Ag001G031900
OG0017508	El003G172410	Ag001G032840
OG0017510	El002G116780	Ag007G580600
OG0017511	El006G296780	Ag002G160690
OG0017512	El006G296850	Ag002G160590
OG0017513	El001G022520	Ag001G064520
OG0017514	El001G022540	Ag001G064500
OG0017515	El001G023170	Ag001G069810
OG0017516	El001G023310	Ag001G069960
OG0017517	El001G023540	Ag001G070870
OG0017518	El001G023570	Ag001G070930
OG0017519	El001G024350	Ag001G073020
OG0017520	El001G024410	Ag001G073130
OG0017521	El001G024420	Ag001G073230
OG0017522	El001G024490	Ag001G073360
OG0017523	El001G024730	Ag001G074050
OG0017524	El001G025200	Ag001G075200
OG0017525	El001G024980	Ag001G074800
OG0017526	El001G025030	Ag001G074860
OG0017527	El001G025820	Ag001G076490
OG0017528	El001G025930	Ag001G076810
OG0017530	El001G026280	Ag001G078300
OG0017531	El001G026460	Ag001G078630
OG0017532	El001G026480	Ag001G078650
OG0017533	El001G026830	Ag001G079170
OG0017534	El001G027190	Ag001G080040
OG0017535	El001G027060	Ag001G079920
OG0017536	El001G027380	Ag001G080550
OG0017537	El001G027680	Ag001G081280
OG0017539	El001G028760	Ag001G084360
OG0017540	El001G028970	Ag001G084990
OG0017541	El001G030280	Ag001G088470
OG0017542	El001G030450	Ag001G088810
OG0017543	El001G030610	Ag001G089570
OG0017544	El001G031440	Ag001G091550
OG0017545	El001G031510	Ag001G091630
OG0017546	El001G032130	Ag001G092800
OG0017547	El001G022360	Ag001G064690
OG0017548	El001G032640	Ag001G093590
OG0017549	El001G032670	Ag001G093630
OG0017550	El001G033980	Ag001G095720
OG0017551	El001G034470	Ag001G096780
OG0017552	El001G034840	Ag001G097800
OG0017553	El001G034930	Ag001G098010
OG0017554	El001G035720	Ag001G098830
OG0017555	El001G035830	Ag001G098940
OG0017556	El001G032890	Ag001G093750
OG0017557	El002G141250	Ag001G000570
OG0017558	El002G137850	Ag001G007410
OG0017559	El002G137500	Ag001G008060
OG0017560	El002G135770	Ag001G011020
OG0017561	El006G307960	Ag004G386810, Ag002G181800
OG0017562	El003G172200	Ag001G031830
OG0017563	El001G014960	Ag001G051280
OG0017564	El001G017320	Ag001G054540
OG0017565	El001G019750	Ag001G058700
OG0017566	El001G022700	Ag001G064150
OG0017567	El001G022530	Ag001G064510
OG0017568	El001G021790	Ag001G066980
OG0017569	El001G023600	Ag001G070960
OG0017570	El001G023640	Ag001G071070
OG0017570	El001G023630	Ag001G071030, Ag001G071020
OG0017571	El003G189810, El003G189830	Ag001G072820
OG0017572	El001G025140	Ag001G075150
OG0017573	El001G025180	Ag001G075180
OG0017574	El001G025260	Ag001G075310
OG0017575	El001G026080	Ag001G077410
OG0017576	El001G026840	Ag001G079220
OG0017577	El001G027280	Ag001G080420
OG0017578	El001G027570	Ag001G081060
OG0017579	El001G030180	Ag001G088060
OG0017580	El001G035360	Ag001G098370
OG0017581	El007G322070	Ag001G099240
OG0017582	El007G362140, El007G362160	Ag002G102600
OG0017583	El007G323380	Ag002G117580
OG0017584	El001G082360	Ag002G123720
OG0017586	El001G006120	Ag002G142300
OG0017587	El001G007340	Ag002G145190
OG0017588	El006G296300	Ag002G161760
OG0017589	El006G295180, El002G127210	Ag002G164770
OG0017590	El006G291860	Ag002G176220
OG0017591	El006G291290	Ag002G178250
OG0017592	El006G289910	Ag002G184010
OG0017593	El006G288230	Ag002G189570
OG0017594	El006G286820	Ag002G191500
OG0017594	El004G212400	Ag002G191630
OG0017595	El006G287350	Ag002G191810
OG0017596	El006G287150	Ag002G192910
OG0017597	El006G286350	Ag002G194930
OG0017598	El006G280760	Ag002G204750
OG0017599	El004G232610	Ag003G211990
OG0017600	El004G231020	Ag003G215540
OG0017601	El004G229050	Ag004G384890, Ag003G222020, Ag003G222040, Ag003G221970, Ag003G221990, Ag003G226790
OG0017602	El004G227520	Ag003G228240
OG0017603	El003G156410, El003G156250	Ag003G234520, Ag003G252720
OG0017604	El004G225090	Ag003G238180
OG0017605	El003G155900	Ag003G253380
OG0017606	El003G155840	Ag003G253540
OG0017607	El003G153000	Ag003G260610
OG0017609	El003G151260	Ag003G270450
OG0017610	El003G149310	Ag003G276490
OG0017611	El003G149390	Ag003G276630
OG0017612	El003G147800	Ag003G282270
OG0017613	El002G123900	Ag003G285360
OG0017614	El002G083050	Ag004G297880
OG0017615	El001G043850	Ag004G297900
OG0017616	El002G085840	Ag004G301940
OG0017617	El002G087950	Ag004G304540
OG0017618	El002G089200	Ag004G305950
OG0017619	El002G089290	Ag004G306040
OG0017620	El002G090890	Ag004G308160
OG0017621	El002G091000	Ag004G308290
OG0017622	El002G095010	Ag004G314480
OG0017623	El002G098010	Ag004G319710
OG0017624	El002G098280	Ag004G320230
OG0017625	El002G099490	Ag004G322980
OG0017628	El002G107530	Ag004G339560
OG0017629	El002G108320	Ag004G341350
OG0017630	El004G222980	Ag004G343460
OG0017632	El004G221310	Ag004G347100, Ag004G346910
OG0017633	El004G220710	Ag004G348840
OG0017634	El004G220140	Ag004G350300
OG0017635	El004G219090	Ag004G353360
OG0017636	El004G208850	Ag004G365910
OG0017637	El004G206410	Ag004G366930
OG0017638	El004G200520	Ag004G372760
OG0017639	El004G198030	Ag004G379830
OG0017641	El004G194710	Ag004G397170
OG0017642	El005G278590	Ag005G402800
OG0017643	El005G273620	Ag005G418030
OG0017644	El003G164540	Ag006G565730, Ag005G432090, Ag005G432100
OG0017645	El005G264790	Ag005G435120
OG0017646	El003G156620, El003G156610	Ag005G458090, Ag005G439790
OG0017647	El005G255950	Ag005G453490
OG0017648	El005G252230	Ag005G463030
OG0017650	El005G248560	Ag005G470650
OG0017651	El005G246720	Ag005G473540
OG0017652	El005G245170	Ag005G476220
OG0017653	El005G243750	Ag005G478680
OG0017654	El005G241300	Ag005G482140
OG0017655	El003G181980	Ag005G483880
OG0017656	El005G239180	Ag005G485400
OG0017657	El005G235770	Ag005G490540
OG0017658	El001G079960, El001G079970	Ag006G494270
OG0017659	El001G076140	Ag006G502810
OG0017660	El003G158490	Ag006G503990
OG0017661	El001G075290	Ag006G505010
OG0017662	El001G074780	Ag006G506100
OG0017663	El007G332100	Ag006G506170, Ag006G506160, Ag008G707720
OG0017664	El001G074640	Ag006G506700
OG0017665	El007G347690	Ag006G518400
OG0017666	El001G000270	Ag006G519530
OG0017667	El006G317050	Ag006G528010
OG0017668	El003G162940	Ag006G552180
OG0017669	El003G163520	Ag006G554250
OG0017670	El003G164890	Ag006G564050
OG0017671	El003G164740	Ag006G564530
OG0017672	El002G117140	Ag007G580520
OG0017673	El002G114220	Ag007G583130
OG0017674	El002G113430	Ag007G584010
OG0017675	El002G129240	Ag007G584260
OG0017676	El002G128510	Ag007G584690
OG0017677	El002G129470	Ag007G584870
OG0017678	El003G159390	Ag007G586240
OG0017679	El006G300390	Ag007G590370
OG0017680	El001G029270, El001G029250	Ag007G591340
OG0017681	El005G266820, El006G301870	Ag007G592070
OG0017682	El006G304870	Ag007G595300
OG0017683	El006G305070	Ag007G595670
OG0017684	El006G307170	Ag007G597040
OG0017685	El001G073060	Ag007G601730
OG0017686	El001G072050	Ag007G603870
OG0017687	El001G069910	Ag007G607880
OG0017688	El007G346240	Ag007G642400
OG0017689	El003G172780	Ag007G651080
OG0017690	El003G190920	Ag007G651580
OG0017691	El003G192380	Ag007G655780
OG0017692	El001G039650	Ag008G663910
OG0017693	El007G336250	Ag008G696640
OG0017694	El007G332140	Ag008G707600
OG0017695	El007G331790	Ag008G708580
OG0017696	El001G057360	Ag008G713680
OG0017697	El004G199850	Ag008G733490, Ag008G733530, Ag008G716560
OG0017699	El001G051660	Ag008G719780
OG0017701	El007G324980	Ag008G732640
OG0017751	El003G155200	Ag002G199460
OG0017752	El003G155150	Ag003G255100
OG0017753	El003G153670	Ag003G258490
OG0017754	El003G151790	Ag003G268100
OG0017755	El003G151060	Ag003G271440
OG0017756	El003G150620	Ag003G279810
OG0017757	El036G374430	Ag006G549660
OG0017758	El002G135260	Ag006G540700
OG0017759	El003G147600	Ag003G282820
OG0017760	El003G147250	Ag003G284030
OG0017761	El003G149660	Ag003G277370
OG0017762	El002G119660	Ag007G578280, Ag001G058540
OG0017763	El002G119810	Ag007G578140
OG0017764	El002G119940	Ag007G578060
OG0017765	El003G169970	Ag001G101160
OG0017766	El004G210610	Ag004G364620
OG0017767	El004G207580, El004G207600	Ag004G366550
OG0017768	El004G201500	Ag004G370460
OG0017769	El004G201440	Ag004G370700
OG0017771	El004G198940	Ag004G377860
OG0017774	El001G036210	Ag012G741070, Ag008G658350
OG0017777	El001G036690	Ag007G584250
OG0017779	El001G038120	Ag008G661940
OG0017781	El001G038470	Ag008G662280
OG0017782	El001G041030	Ag008G667020
OG0017783	El001G041270	Ag008G667430
OG0017784	El001G042140	Ag008G669030
OG0017786	El001G042820	Ag008G671260
OG0017787	El001G043890	Ag001G017000
OG0017788	El001G045090	Ag004G400220
OG0017790	El001G036900	Ag004G359530
OG0017791	El004G214830	Ag004G361080
OG0017792	El004G213840	Ag004G363040
OG0017793	El004G213800	Ag004G362260
OG0017794	El007G337320	Ag004G364470
OG0017795	El004G194320	Ag004G400150
OG0017796	El004G196250	Ag004G386050
OG0017797	El005G244930	Ag005G476630
OG0017799	El005G247450	Ag005G472210
OG0017804	El007G340730	Ag008G683770
OG0017806	El003G167610	Ag006G573940
OG0017808	El007G338850	Ag008G687750
OG0017810	El007G333890	Ag008G704110
OG0017811	El001G068430	Ag007G611390
OG0017812	El001G068710	Ag007G610260
OG0017813	El001G070040	Ag007G607670
OG0017814	El001G071750	Ag007G604420
OG0017816	El001G072710	Ag007G602180
OG0017817	El001G073220	Ag007G601510
OG0017819	El001G073290	Ag007G601410
OG0017821	El001G074260	Ag007G599580
OG0017822	El001G074280	Ag006G508490
OG0017823	El003G169250	Ag006G577220
OG0017824	El003G168900	Ag006G576650
OG0017825	El005G264770	Ag005G435150
OG0017826	El003G176510	Ag006G573660
OG0017827	El003G166580	Ag006G571150
OG0017828	El003G164760	Ag006G564480
OG0017829	El003G162920	Ag006G552130
OG0017831	El003G161460	Ag006G542000
OG0017832	El002G121220	Ag006G540100, Ag006G538090
OG0017833	El002G124410, El002G124510, El002G124460	Ag006G535510
OG0017834	El002G124320	Ag006G535410
OG0017835	El002G125290	Ag006G534030
OG0017836	El002G125490	Ag006G533680
OG0017838	El002G127590	Ag006G532000
OG0017841	El002G116040	Ag007G581320
OG0017842	El002G116090, El002G116100, El002G116140, El002G116150	Ag007G581090
OG0017843	El002G117160	Ag007G580500
OG0017844	El002G117210	Ag007G580430
OG0017846	El003G146570	Ag003G286110
OG0017847	El003G145020	Ag003G290370
OG0017848	El003G144910	Ag003G290800
OG0017849	El003G144740	Ag003G291070
OG0017850	El003G144480	Ag003G291270
OG0017851	El003G144310	Ag003G292080
OG0017854	El003G143020	Ag003G294510
OG0017855	El003G185640	Ag007G645720
OG0017856	El003G186000	Ag007G645860
OG0017857	El003G187430	Ag007G647040
OG0017858	El003G189450	Ag007G648700
OG0017859	El006G296140	Ag002G162050
OG0017860	El006G295880	Ag002G162740
OG0017861	El001G010280	Ag006G561870
OG0017862	El001G010620	Ag007G618480, Ag002G187260
OG0017863	El006G296910, El006G296920	Ag002G160560
OG0017864	El006G298270	Ag004G368600
OG0017865	El007G357270	Ag002G199880
OG0017867	El007G356880	Ag004G334780
OG0017869	El001G009160	Ag002G148270
OG0017874	El001G007630	Ag002G145880
OG0017875	El001G006960	Ag002G143560
OG0017877	El007G362470	Ag002G102990, Ag002G102750
OG0017878	El007G363690	Ag002G104520
OG0017879	El007G364070	Ag002G106230
OG0017880	El007G364950	Ag002G113500
OG0017881	El007G365460	Ag002G117680
OG0017882	El007G365660	Ag002G119310
OG0017883	El007G365920	Ag002G120520
OG0017885	El007G366230	Ag002G123710
OG0017887	El003G182490	Ag001G042210
OG0017889	El003G179940	Ag001G043030
OG0017890	El003G179290	Ag001G043480
OG0017893	El003G178150	Ag001G044140, Ag001G039300
OG0017894	El003G177050	Ag001G038530
OG0017896	El003G175960	Ag007G614500
OG0017897	El003G175940	Ag007G614520
OG0017899	El003G175220	Ag001G036980
OG0017900	El003G174960	Ag001G036560
OG0017902	El001G029860	Ag020G743080, Ag001G087370, Ag001G087380
OG0017903	El003G191460	Ag007G652200
OG0017904	El003G192170	Ag007G655580
OG0017906	El006G281020	Ag002G204360
OG0017907	El006G281370	Ag002G203680
OG0017908	El006G282970	Ag002G201710
OG0017909	El006G283070	Ag002G201510
OG0017910	El006G283940, El006G283950	Ag002G200160
OG0017911	El006G284540	Ag002G198880
OG0017912	El006G285770	Ag002G196480
OG0017913	El006G285910	Ag002G196040
OG0017914	El006G285980	Ag002G195850
OG0017915	El006G286200	Ag002G195540
OG0017916	El006G287130	Ag002G192950
OG0017917	El006G286910	Ag002G193370
OG0017918	El001G081920	Ag006G491270
OG0017919	El001G081900	Ag006G491300
OG0017920	El001G081890	Ag006G491320
OG0017921	El001G081730	Ag006G491510
OG0017922	El001G081310	Ag006G492040
OG0017924	El001G079140	Ag006G495940
OG0017925	El001G060500	Ag008G719260
OG0017926	El001G059310	Ag008G717500
OG0017928	El007G331470	Ag008G709210
OG0017929	El007G332420	Ag008G707020
OG0017930	El007G325930	Ag008G731280
OG0017931	El007G325690	Ag008G731690
OG0017933	El007G322400	Ag001G099640
OG0017934	El007G322270	Ag001G099440
OG0017936	El001G000070	Ag006G518910
OG0017937	El001G000080	Ag001G094950
OG0017938	El001G000260	Ag006G519460
OG0017941	El001G001130	Ag006G515780
OG0017944	El006G298720	Ag003G282010, Ag007G588320
OG0017945	El006G300510	Ag007G590550
OG0017946	El006G302950	Ag007G593540
OG0017947	El006G303130	Ag007G593690
OG0017949	El006G308090	Ag007G597600
OG0017950	El002G137130	Ag001G008700
OG0017951	El006G311860	Ag003G246440
OG0017953	El005G235560	Ag001G100350
OG0017954	El005G235460	Ag001G100450
OG0017955	El005G241510	Ag005G481760
OG0017956	El005G235290	Ag001G100700
OG0017957	El005G234970	Ag001G100980
OG0017958	El005G234910	Ag001G101020
OG0017959	El001G082320	Ag006G493220
OG0017960	El005G243610	Ag006G490760
OG0017961	El001G082250	Ag006G490830
OG0017962	El001G082150	Ag006G491140
OG0017966	El005G237120	Ag005G488480
OG0017967	El005G237630	Ag005G487830
OG0017968	El005G237800	Ag005G487420
OG0017969	El005G237830	Ag005G487330
OG0017970	El005G237910	Ag005G487210
OG0017971	El005G237980	Ag005G487050
OG0017972	El005G239130	Ag005G485480
OG0017973	El005G239200	Ag005G485340
OG0017975	El007G349300	Ag005G404280, Ag005G474770
OG0017976	El005G240240	Ag005G484000
OG0017977	El005G240230	Ag005G484010
OG0017978	El005G240580	Ag005G483280
OG0017979	El005G240750	Ag005G482940
OG0017980	El005G241530	Ag005G481640
OG0017981	El005G242830	Ag005G479560
OG0017984	El005G243900	Ag005G478540
OG0017985	El005G243910	Ag005G478460
OG0017986	El006G290600	Ag002G180990
OG0017987	El006G294560	Ag002G166620
OG0017988	El006G294470	Ag002G166780
OG0017989	El006G294440	Ag002G166910
OG0017991	El006G292160	Ag002G175210
OG0017993	El002G099370	Ag004G322850
OG0017994	El002G099600	Ag004G323090
OG0017995	El002G099630	Ag004G323120
OG0017996	El002G100950	Ag004G325740
OG0017997	El002G101790	Ag004G327980
OG0017998	El002G102470	Ag004G329720
OG0017999	El002G102740	Ag004G330400
OG0018000	El002G103260	Ag004G331590
OG0018001	El002G104510	Ag004G333780
OG0018002	El002G104560	Ag004G333870
OG0018003	El002G104570	Ag004G333890
OG0018004	El002G104600	Ag004G333960
OG0018005	El002G105980	Ag004G337280
OG0018006	El002G107540	Ag004G339590
OG0018008	El002G107990	Ag004G340700
OG0018009	El002G108500	Ag003G241440
OG0018014	El002G112820	Ag003G234350
OG0018015	El003G160280	Ag007G586310
OG0018016	El003G159720	Ag007G598650
OG0018017	El003G159150	Ag007G586050
OG0018019	El006G315900, El006G315890	Ag006G526290
OG0018028	El006G319940	Ag006G522770
OG0018030	El002G096900	Ag004G317760
OG0018031	El002G094520	Ag004G313550
OG0018032	El002G093640	Ag004G312270
OG0018033	El002G092440	Ag004G310450
OG0018034	El002G091690	Ag004G309140
OG0018035	El002G090380	Ag004G307480
OG0018036	El002G089850	Ag004G306820
OG0018037	El002G088520	Ag004G305220
OG0018038	El002G088430	Ag004G305110
OG0018039	El002G087820	Ag004G304360
OG0018040	El002G087670	Ag004G304100
OG0018041	El002G087010	Ag004G303160
OG0018043	El002G085990	Ag004G302080
OG0018044	El002G085970	Ag004G302060
OG0018045	El002G085380	Ag004G301140
OG0018046	El002G084480	Ag004G299800
OG0018047	El002G083650	Ag004G298650
OG0018049	El002G082710	Ag004G297540
OG0018050	El002G082700	Ag004G297530
OG0018051	El002G082640	Ag004G297480
OG0018053	El001G067400	Ag007G613350
OG0018054	El001G066830	Ag007G614690, Ag002G170770
OG0018055	El001G066510	Ag007G616910
OG0018056	El001G066150	Ag007G617990
OG0018058	El001G062560	Ag007G628530
OG0018059	El001G062370	Ag007G631200
OG0018060	El001G061570	Ag007G629080
OG0018061	El001G050790	Ag007G635240
OG0018062	El005G239810, El008G369150	Ag005G484580
OG0018063	El001G048220	Ag007G638220
OG0018066	El001G068000	Ag007G612170
OG0018067	El007G350640	Ag004G338990
OG0018069	El001G076380	Ag006G501640
OG0018070	El001G077190	Ag006G499790
OG0018071	El001G077770	Ag006G499030
OG0018072	El001G055520	Ag008G722510
OG0018074	El007G329480	Ag008G725760
OG0018075	El007G329430	Ag008G725800
OG0018077	El007G329260	Ag008G726090
OG0018078	El007G328890	Ag008G726600
OG0018079	El007G332810	Ag008G706270
OG0018082	El001G018590	Ag008G691460
OG0018083	El001G016190	Ag001G052740
OG0018084	El001G012110	Ag008G668510
OG0018085	El001G011800	Ag008G674570
OG0018086	El002G108330	Ag003G218240
OG0018087	El001G011660, El005G258490	Ag006G523700
OG0018089	El004G218280	Ag004G354890
OG0018090	El004G219650	Ag004G351200
OG0018091	El004G219840	Ag004G350580
OG0018092	El004G220150	Ag004G350270
OG0018093	El004G220320	Ag004G349760
OG0018094	El004G223130	Ag004G343260
OG0018095	El004G223530	Ag004G342420
OG0018096	El004G230380	Ag003G218260
OG0018097	El004G230230	Ag003G218700
OG0018098	El004G230150	Ag003G218810
OG0018099	El004G229260	Ag003G220690
OG0018100	El004G228470	Ag003G224100
OG0018101	El004G228590, El004G227810	Ag003G226990
OG0018102	El004G227710	Ag003G227240
OG0018103	El004G227670	Ag003G227490
OG0018104	El004G227270	Ag003G229510
OG0018105	El004G227250	Ag003G229560
OG0018108	El004G225150	Ag003G237840
OG0018109	El006G279690	Ag002G206750
OG0018110	El004G224710	Ag003G239090
OG0018112	El004G232790	Ag003G211760
OG0018113	El004G232920	Ag003G211610
OG0018114	El004G234670	Ag003G207650
OG0018115	El005G248580	Ag005G470610
OG0018117	El005G249110	Ag005G469840
OG0018118	El005G249190	Ag005G469710
OG0018119	El005G249200	Ag005G469700
OG0018121	El005G249760	Ag005G468340
OG0018122	El005G251550	Ag005G464430
OG0018123	El005G251880	Ag005G463920
OG0018125	El005G255750	Ag005G454760
OG0018126	El005G260950	Ag005G439360
OG0018127	El005G261080	Ag005G439030
OG0018128	El005G262790	Ag005G436490
OG0018129	El005G265940	Ag005G431950
OG0018130	El005G266720	Ag005G431820
OG0018131	El003G182740	Ag002G187890
OG0018132	El005G269330	Ag005G426530
OG0018133	El005G269950	Ag005G425780
OG0018134	El005G271730	Ag005G420810
OG0018136	El005G270870	Ag005G424800
OG0018137	El005G270850, El005G270830	Ag005G424810
OG0018138	El005G271600	Ag006G561990
OG0018139	El005G271920	Ag005G420560
OG0018141	El005G273000	Ag003G219930
OG0018142	El005G273330	Ag003G219880
OG0018143	El005G273800	Ag005G417820
OG0018144	El005G274970	Ag005G415590
OG0018146	El005G277750	Ag005G407190
OG0018147	El005G279160	Ag005G404040
OG0018148	El005G279230	Ag001G001000
OG0018149	El002G139070	Ag001G005700
OG0018150	El002G137710	Ag001G007620
OG0018152	El002G136600	Ag001G009920
OG0018153	El002G132850	Ag001G023160
OG0018154	El002G133120	Ag001G021720
OG0018155	El002G132100	Ag001G024960
OG0018156	El002G141560	Ag001G000030
OG0018158	El001G023300	Ag001G069950
OG0018159	El001G023700	Ag001G071580
OG0018160	El001G023850	Ag001G072000
OG0018161	El001G025840	Ag001G076650
OG0018162	El001G027700	Ag001G081390
OG0018163	El001G027720	Ag001G081430
OG0018164	El001G027790	Ag001G081590
OG0018166	El001G028880	Ag001G084800
OG0018167	El001G029220	Ag001G085390
OG0018168	El001G030150	Ag001G088030
OG0018169	El001G030670	Ag001G089630
OG0018170	El001G032080	Ag001G092740
OG0018172	El001G034790	Ag001G097680
OG0018173	El002G139720	Ag001G003810
OG0018174	El005G265430	Ag008G731360, Ag001G017610
OG0018175	El003G182110	Ag001G042070
OG0018176	El001G020570, El001G020580	Ag001G061370
OG0018177	El001G021470	Ag001G067520
OG0018178	El001G023770	Ag001G071770
OG0018180	El001G024210	Ag001G072920
OG0018181	El001G027080	Ag001G079980
OG0018183	El001G029130	Ag001G085260
OG0018184	El001G032870	Ag001G093730
OG0018185	El001G034310	Ag001G096430
OG0018186	El001G035260	Ag001G098290
OG0018187	El004G200580	Ag001G099570
OG0018188	El001G023810	Ag001G099630
OG0018190	El007G365450	Ag002G117670
OG0018191	El002G113040	Ag002G123820
OG0018192	El007G357930	Ag002G157570
OG0018193	El007G358130	Ag002G158010
OG0018194	El006G295640	Ag002G163560
OG0018195	El006G291750	Ag002G176680
OG0018196	El001G064570	Ag002G178600
OG0018198	El006G287420	Ag002G192210
