Orthogroup	Erysimum_linariifolium	Euclidium_syriacum
OG0016012	El001G041380	ESY6_g49576_DN3_SP0_c0.t1
OG0016013	El007G329750	ESY6_g49552_DN3_SP8_c0.t1
OG0016014	El007G329460	ESY6_g49516_DN3_SP0_c0.t1
OG0016015	El007G329440	ESY6_g49514_DN3_SP0_c0.t1
OG0016016	El007G329210	ESY6_g49478_DN3_SP8_c0.t1
OG0016017	El007G329090	ESY6_g49463_DN3_SP7_c0.t1
OG0016018	El007G328690	ESY6_g49416_DN3_SP0_c0.t1
OG0016019	El007G328640	ESY6_g49405_DN3_SP4_c0.t1
OG0016020	El007G328470	ESY6_g49385_DN3_SP0_c0.t1
OG0016021	El007G328380	ESY6_g49375_DN3_SP8_c0.t1
OG0016022	El007G328370	ESY6_g49374_DN3_SP3_c0.t1
OG0016023	El007G328090	ESY6_g49339_DN3_SP0_c0.t1
OG0016024	El007G328010	ESY6_g49844_DN3_SP8_c0.t1
OG0016025	El007G327860	ESY6_g49824_DN3_SP0_c0.t1
OG0016026	El007G327730	ESY6_g49797_DN3_SP1_c0.t1
OG0016027	El007G327640	ESY6_g49783_DN2_SP0_c0.t1
OG0016028	El007G327510	ESY6_g49752_DN3_SP0_c0.t1
OG0016029	El007G332660	ESY6_g48638_DN3_SP7_c0.t1
OG0016030	El007G332820	ESY6_g48617_DN2_SP0_c0.t1
OG0016031	El007G332920	ESY6_g48604_DN3_SP3_c0.t1
OG0016032	El007G332930	ESY6_g48603_DN3_SP0_c0.t1
OG0016033	El007G333000	ESY6_g48595_DN3_SP3_c0.t1
OG0016034	El006G304230, El007G333040	ESY6_g48589_DN3_SP0_c0.t1
OG0016035	El007G333300	ESY6_g48563_DN3_SP6_c0.t1
OG0016036	El007G333320	ESY6_g48561_DN3_SP0_c0.t1
OG0016037	El001G021570	ESY1_g10141_DN2_SP0_c0.t1
OG0016038	El001G021490	ESY1_g10131_DN3_SP2_c0.t1
OG0016039	El001G021320	ESY1_g10103_DN3_SP8_c0.t1
OG0016040	El001G020900	ESY1_g10047_DN3_SP0_c0.t1
OG0016041	El001G020530	ESY1_g9936_DN3_SP0_c0.t1
OG0016042	El001G020490	ESY1_g9933_DN3_SP8_c0.t1
OG0016043	El001G020440	ESY1_g9915_DN3_SP0_c0.t1
OG0016044	El001G020320	ESY1_g9882_DN3_SP0_c0.t1
OG0016045	El001G020210	ESY1_g9860_DN3_SP6_c0.t1
OG0016046	El001G020060	ESY1_g9831_DN3_SP0_c0.t1
OG0016048	El001G019540	ESY1_g9692_DN3_SP6_c0.t1
OG0016049	El001G019510	ESY1_g9689_DN3_SP7_c0.t1
OG0016050	El001G055260	ESY6_g50051_DN3_SP0_c0.t1
OG0016051	El001G019210	ESY1_g9640_DN3_SP4_c0.t1
OG0016052	El001G018830	ESY1_g9447_DN3_SP2_c0.t1
OG0016053	El001G018650	ESY1_g9359_DN3_SP8_c0.t1
OG0016054	El001G018630	ESY1_g9345_DN3_SP1_c17.t1
OG0016055	El002G115940	ESY4_g23321_DN3_SP8_c0.t1
OG0016056	El001G018070	ESY1_g9189_DN3_SP0_c0.t1
OG0016057	El001G018040	ESY1_g9180_DN3_SP2_c0.t1
OG0016058	El001G018000	ESY1_g9172_DN3_SP0_c0.t1
OG0016059	El001G017920	ESY1_g9115_DN3_SP7_c0.t1
OG0016060	El001G017840	ESY1_g9109_DN3_SP0_c0.t1
OG0016061	El001G017790	ESY1_g9105_DN3_SP8_c0.t1
OG0016062	El007G327620	ESY6_g49782_DN3_SP8_c0.t1
OG0016063	El001G017710	ESY1_g9004_DN3_SP8_c0.t1
OG0016064	El001G017670	ESY1_g8993_DN3_SP0_c0.t1
OG0016065	El001G017520	ESY1_g8925_DN3_SP8_c0.t1
OG0016066	El001G017460	ESY1_g8850_DN3_SP8_c0.t1
OG0016067	El001G017370	ESY1_g8757_DN3_SP0_c0.t1
OG0016068	El001G017290	ESY1_g8625_DN3_SP0_c0.t1
OG0016069	El001G017210	ESY1_g8604_DN3_SP0_c0.t1
OG0016070	El001G017130	ESY9_g42936_DN3_SP0_c0.t1
OG0016071	El001G017120	ESY1_g8598_DN3_SP7_c0.t1
OG0016072	El001G016840	ESY1_g8467_DN3_SP7_c0.t1
OG0016073	El001G016780	ESY1_g8453_DN3_SP1_c0.t1
OG0016074	El001G016770	ESY1_g8452_DN3_SP8_c0.t1
OG0016075	El001G016760	ESY1_g8451_DN3_SP6_c0.t1
OG0016076	El001G016710	ESY1_g8392_DN3_SP4_c0.t1
OG0016077	El001G016350	ESY1_g8295_DN3_SP8_c0.t1
OG0016078	El001G016170	ESY1_g8249_DN3_SP8_c18.t1
OG0016079	El001G016080	ESY1_g8217_DN3_SP4_c0.t1
OG0016080	El001G015810	ESY1_g8142_DN3_SP1_c0.t1
OG0016081	El001G014760	ESY1_g7836_DN3_SP2_c0.t1
OG0016082	El001G014290	ESY1_g7755_DN3_SP7_c0.t1
OG0016083	El001G014200, El005G260980	ESY11_g54849_DN3_SP8_c0.t1
OG0016084	El001G012680	ESY1_g12118_DN2_SP0_c0.t1
OG0016085	El001G011870	ESY4_g25165_DN3_SP0_c0.t1
OG0016086	El001G011820	ESY1_g6847_DN3_SP8_c0.t1
OG0016087	El001G011770	ESY1_g6778_DN3_SP7_c0.t1
OG0016088	El001G011740	ESY2_g33533_DN3_SP0_c0.t1
OG0016089	El001G040280	ESY1_g6783_DN3_SP3_c0.t1
OG0016090	El003G190950	ESY4_g25954_DN3_SP8_c0.t1
OG0016091	El002G084280	ESY5_g5343_DN3_SP0_c0.t1
OG0016092	El004G218830	ESY2_g34495_DN3_SP0_c0.t1
OG0016093	El004G217730	ESY19_g41932_DN3_SP1_c0.t1
OG0016094	El004G218720	ESY2_g34508_DN3_SP8_c0.t1
OG0016095	El004G218870	ESY2_g34488_DN3_SP3_c0.t1
OG0016096	El004G218430	ESY21_g55188_DN3_SP6_c0.t1
OG0016097	El004G219470	ESY2_g34433_DN3_SP8_c0.t1
OG0016098	El004G219700	ESY2_g34406_DN3_SP8_c0.t1
OG0016099	El005G248300	ESY3_g30079_DN3_SP7_c0.t1
OG0016100	El004G219560	ESY2_g34422_DN3_SP1_c0.t1
OG0016101	El004G219810	ESY2_g34396_DN2_SP0_c0.t1
OG0016103	El004G219960	ESY2_g34388_DN3_SP1_c0.t1
OG0016104	El004G220070	ESY2_g35354_DN3_SP0_c0.t1
OG0016105	El004G220080	ESY2_g35356_DN3_SP7_c0.t1
OG0016106	El004G220240	ESY2_g35374_DN3_SP1_c0.t1
OG0016107	El004G220420	ESY2_g35395_DN3_SP0_c0.t1
OG0016108	El004G220430	ESY2_g35396_DN3_SP0_c4.t1
OG0016109	El004G220640	ESY2_g35416_DN3_SP2_c0.t1
OG0016110	El004G220650	ESY2_g35417_DN3_SP0_c0.t1
OG0016111	El004G220800, El007G360500	ESY2_g35435_DN3_SP0_c0.t1
OG0016112	El004G221160	ESY2_g35470_DN3_SP1_c0.t1
OG0016113	El004G221360	ESY2_g35487_DN2_SP1_c44.t1
OG0016114	El004G221480	ESY2_g35498_DN3_SP7_c0.t1
OG0016115	El004G221680	ESY2_g35515_DN3_SP0_c0.t1
OG0016116	El004G221750	ESY2_g35525_DN3_SP0_c0.t1
OG0016117	El001G051720	ESY6_g49902_DN1_SP0_c0.t1
OG0016118	El004G222270	ESY2_g35586_DN3_SP2_c0.t1
OG0016119	El004G222290	ESY2_g35589_DN3_SP0_c0.t1
OG0016120	El004G222480	ESY2_g35609_DN3_SP8_c0.t1
OG0016121	El004G222680	ESY2_g35621_DN3_SP8_c0.t1
OG0016122	El004G222990	ESY2_g35641_DN3_SP0_c0.t1
OG0016123	El004G223010	ESY2_g35644_DN3_SP0_c0.t1
OG0016124	El004G223150	ESY2_g35659_DN3_SP0_c0.t1
OG0016125	El004G223170	ESY2_g35661_DN3_SP0_c0.t1
OG0016126	El004G223210	ESY2_g35665_DN3_SP0_c0.t1
OG0016127	El004G223300	ESY2_g35673_DN3_SP0_c0.t1
OG0016128	El004G223360	ESY2_g35680_DN3_SP7_c0.t1
OG0016129	El004G223420	ESY2_g35688_DN2_SP0_c0.t1, ESY2_g35686_DN2_SP0_c0.t1
OG0016130	El004G223480	ESY2_g35709_DN3_SP0_c7.t1
OG0016131	El004G223490	ESY2_g35710_DN3_SP3_c0.t1
OG0016132	El004G223520	ESY2_g35713_DN3_SP0_c0.t1
OG0016133	El004G223540	ESY2_g35715_DN3_SP4_c0.t1
OG0016134	El004G223580	ESY2_g35721_DN3_SP8_c0.t1
OG0016135	El004G223600	ESY2_g35726_DN3_SP8_c0.t1
OG0016136	El004G223990	ESY2_g35758_DN3_SP0_c0.t1
OG0016137	El004G231460	ESY2_g35039_DN2_SP6_c0.t1
OG0016138	El004G231260	ESY2_g35054_DN3_SP3_c0.t1
OG0016139	El004G231240	ESY2_g35057_DN3_SP0_c0.t1
OG0016140	El004G231080	ESY2_g35067_DN3_SP0_c0.t1
OG0016141	El004G230760	ESY2_g34590_DN3_SP2_c0.t1
OG0016142	El004G230700	ESY2_g34594_DN3_SP0_c0.t1
OG0016143	El004G230520	ESY2_g34616_DN3_SP8_c0.t1
OG0016144	El004G230450, El001G032750	ESY2_g34625_DN3_SP8_c0.t1
OG0016145	El004G230250	ESY2_g34642_DN3_SP1_c0.t1
OG0016146	El004G229900	ESY2_g34680_DN3_SP0_c0.t1
OG0016148	El004G229660	ESY2_g34701_DN3_SP6_c0.t1
OG0016149	El004G229570	ESY2_g34708_DN3_SP0_c0.t1
OG0016150	El004G229490	ESY2_g34721_DN1_SP0_c0.t1
OG0016151	El005G270070	ESY16_g62341_DN3_SP0_c0.t1
OG0016152	El004G229400	ESY2_g34731_DN3_SP0_c0.t1
OG0016153	El004G229380	ESY2_g34733_DN3_SP3_c0.t1
OG0016154	El004G229280	ESY2_g34745_DN3_SP3_c0.t1
OG0016155	El004G229270	ESY2_g34746_DN3_SP0_c0.t1
OG0016156	El004G229060	ESY2_g34766_DN3_SP0_c0.t1
OG0016157	El004G229040	ESY2_g34771_DN3_SP0_c0.t1, ESY2_g34767_DN2_SP0_c0.t1
OG0016158	El004G228950	ESY2_g34782_DN3_SP2_c0.t1
OG0016159	El004G228900	ESY2_g34787_DN3_SP0_c0.t1
OG0016160	El004G228620	ESY2_g34821_DN3_SP8_c0.t1
OG0016161	El004G228290	ESY2_g36076_DN3_SP0_c0.t1
OG0016162	El004G228260	ESY2_g33340_DN3_SP0_c0.t1
OG0016163	El004G228160	ESY2_g36063_DN3_SP5_c0.t1
OG0016164	El002G128950	ESY4_g22220_DN3_SP5_c0.t1
OG0016165	El004G228020	ESY2_g36043_DN3_SP8_c0.t1
OG0016166	El004G228000	ESY2_g36041_DN3_SP6_c0.t1
OG0016167	El004G227970	ESY2_g36035_DN3_SP2_c0.t1
OG0016168	El004G227800	ESY2_g36005_DN3_SP0_c0.t1
OG0016169	El004G227620	ESY2_g35976_DN3_SP3_c0.t1
OG0016170	El004G227540	ESY2_g35967_DN3_SP0_c0.t1
OG0016171	El004G227460	ESY2_g35955_DN3_SP8_c0.t1
OG0016172	El004G227420	ESY2_g35951_DN3_SP5_c0.t1
OG0016173	El004G227320	ESY2_g35013_DN3_SP5_c0.t1
OG0016174	El004G227230	ESY2_g34993_DN3_SP0_c0.t1
OG0016175	El004G227180	ESY2_g34989_DN3_SP2_c0.t1
OG0016176	El004G227170	ESY2_g34988_DN2_SP0_c12.t1
OG0016178	El004G227080	ESY2_g34980_DN3_SP0_c0.t1
OG0016179	El004G226870	ESY2_g34957_DN3_SP3_c0.t1
OG0016180	El004G226860	ESY2_g34956_DN3_SP8_c0.t1
OG0016181	El004G226800	ESY2_g34951_DN1_SP0_c0.t1
OG0016182	El004G226550	ESY2_g34916_DN3_SP7_c0.t1
OG0016183	El004G226390	ESY2_g34903_DN3_SP0_c0.t1
OG0016184	El004G226160	ESY2_g34880_DN1_SP0_c0.t1
OG0016185	El004G226020	ESY2_g34864_DN3_SP0_c0.t1
OG0016186	El004G225640	ESY2_g35927_DN3_SP0_c0.t1
OG0016187	El004G225560	ESY2_g35923_DN3_SP6_c14.t1
OG0016188	El004G225490	ESY2_g35920_DN3_SP1_c0.t1
OG0016189	El004G225290	ESY2_g35895_DN3_SP0_c0.t1
OG0016190	El004G225250	ESY2_g35890_DN3_SP4_c0.t1
OG0016191	El006G306340, El004G225220	ESY2_g35887_DN3_SP8_c0.t1
OG0016192	El004G225200	ESY2_g35885_DN3_SP2_c0.t1
OG0016194	El004G225100	ESY2_g35874_DN3_SP0_c0.t1
OG0016195	El004G224770	ESY2_g35841_DN3_SP8_c7.t1
OG0016196	El004G224590	ESY2_g35823_DN3_SP8_c9.t1
OG0016197	El004G224570	ESY2_g35820_DN3_SP0_c0.t1
OG0016198	El004G224550	ESY2_g35818_DN3_SP7_c0.t1
OG0016199	El004G232220	ESY2_g36154_DN3_SP0_c0.t1
OG0016200	El004G232320	ESY2_g36820_DN3_SP7_c0.t1
OG0016201	El004G232330	ESY2_g36819_DN3_SP2_c0.t1
OG0016202	El004G232360	ESY2_g36812_DN3_SP0_c0.t1
OG0016203	El004G232420	ESY2_g36805_DN3_SP5_c0.t1
OG0016204	El004G232760	ESY2_g36755_DN2_SP1_c0.t1
OG0016205	El004G233110	ESY2_g36682_DN3_SP8_c0.t1
OG0016206	El004G233350	ESY2_g36655_DN3_SP4_c0.t1
OG0016207	El004G233450	ESY2_g36644_DN3_SP0_c8.t1
OG0016208	El004G234330	ESY2_g36537_DN3_SP0_c0.t1
OG0016209	El004G234340	ESY2_g36536_DN3_SP0_c0.t1
OG0016210	El004G234440	ESY2_g36523_DN3_SP7_c0.t1
OG0016211	El004G234450	ESY2_g36520_DN1_SP0_c0.t1
OG0016212	El004G234500	ESY2_g36515_DN3_SP4_c0.t1
OG0016213	El004G234650	ESY2_g36486_DN3_SP5_c0.t1
OG0016214	El004G234810	ESY2_g36465_DN3_SP7_c0.t1
OG0016215	El004G234760	ESY2_g36472_DN3_SP2_c0.t1
OG0016216	El004G234750	ESY2_g36473_DN1_SP0_c0.t1
OG0016217	El004G234740	ESY2_g36474_DN3_SP8_c9.t1
OG0016218	El005G248610	ESY3_g30117_DN3_SP0_c0.t1
OG0016219	El005G248760	ESY3_g30136_DN3_SP7_c0.t1
OG0016220	El005G249030	ESY3_g30161_DN1_SP0_c0.t1
OG0016221	El005G249070	ESY3_g30166_DN3_SP0_c0.t1
OG0016222	El005G249490	ESY3_g30232_DN3_SP5_c0.t1
OG0016223	El005G249650	ESY3_g30250_DN3_SP2_c0.t1
OG0016224	El007G347790	ESY3_g30255_DN3_SP0_c0.t1
OG0016225	El005G249780	ESY3_g30271_DN3_SP0_c0.t1
OG0016226	El005G250130	ESY3_g30313_DN3_SP0_c0.t1
OG0016227	El007G352460, El005G250350	ESY3_g30349_DN1_SP0_c0.t1
OG0016228	El005G251110	ESY3_g30454_DN3_SP0_c0.t1
OG0016229	El005G251210	ESY3_g30497_DN3_SP2_c0.t1
OG0016230	El005G251480	ESY3_g30523_DN3_SP7_c0.t1
OG0016231	El005G251980	ESY3_g30561_DN3_SP7_c0.t1
OG0016232	El005G252120	ESY3_g30591_DN3_SP4_c0.t1, ESY2_g36477_DN2_SP0_c0.t1
OG0016233	El005G252360	ESY3_g30614_DN3_SP4_c0.t1
OG0016234	El005G252580	ESY3_g30645_DN3_SP0_c0.t1
OG0016235	El005G252640	ESY3_g30648_DN3_SP7_c0.t1
OG0016236	El005G252930	ESY3_g29994_DN3_SP0_c0.t1
OG0016237	El005G253000	ESY3_g29985_DN3_SP0_c0.t1
OG0016238	El005G253010	ESY3_g29984_DN3_SP6_c0.t1
OG0016239	El005G253020	ESY3_g29983_DN3_SP0_c21.t1
OG0016240	El005G253050	ESY3_g29980_DN3_SP7_c0.t1
OG0016241	El002G120110, El002G120070	ESY5_g4820_DN2_SP0_c0.t1
OG0016242	El005G253340	ESY3_g29929_DN3_SP1_c0.t1
OG0016243	El005G253530	ESY3_g29900_DN3_SP4_c15.t1
OG0016245	El005G253730	ESY3_g29879_DN3_SP8_c0.t1
OG0016246	El005G253750	ESY3_g29877_DN3_SP0_c0.t1
OG0016247	El005G253850	ESY3_g29871_DN3_SP2_c0.t1
OG0016248	El005G253880	ESY3_g29868_DN3_SP1_c0.t1
OG0016249	El005G254060	ESY3_g29831_DN3_SP8_c0.t1
OG0016250	El005G254310	ESY3_g29805_DN3_SP3_c0.t1
OG0016251	El005G254380	ESY3_g29799_DN3_SP1_c0.t1
OG0016252	El005G254410	ESY3_g29796_DN3_SP8_c0.t1
OG0016253	El005G254500	ESY3_g29789_DN3_SP8_c0.t1
OG0016254	El005G254790	ESY3_g29741_DN3_SP2_c0.t1
OG0016255	El005G254870	ESY3_g29735_DN2_SP5_c0.t1
OG0016256	El005G255060	ESY3_g29726_DN3_SP0_c0.t1
OG0016257	El005G255150	ESY3_g29721_DN3_SP8_c0.t1
OG0016258	El005G255220	ESY3_g29716_DN3_SP8_c0.t1
OG0016259	El005G255670	ESY3_g29681_DN3_SP6_c0.t1
OG0016260	El005G255860	ESY3_g29663_DN3_SP8_c0.t1
OG0016261	El005G255980	ESY3_g29634_DN3_SP1_c0.t1
OG0016263	El005G256310	ESY3_g29558_DN3_SP0_c0.t1
OG0016264	El005G256530	ESY3_g29495_DN2_SP0_c0.t1
OG0016265	El005G256610	ESY3_g29479_DN3_SP0_c0.t1
OG0016266	El005G257140	ESY3_g29390_DN2_SP0_c0.t1
OG0016267	El005G257160	ESY3_g29388_DN3_SP8_c0.t1
OG0016268	El005G257250	ESY3_g29379_DN3_SP3_c9.t1
OG0016269	El005G257330	ESY3_g29358_DN3_SP7_c0.t1
OG0016270	El005G257340	ESY3_g29357_DN3_SP0_c0.t1
OG0016271	El005G257480	ESY3_g29328_DN3_SP6_c0.t1
OG0016272	El005G258310	ESY3_g29219_DN3_SP0_c0.t1
OG0016274	El005G258590	ESY3_g29180_DN3_SP0_c0.t1
OG0016275	El005G258680	ESY3_g29179_DN3_SP6_c0.t1
OG0016276	El005G258750	ESY3_g29171_DN3_SP8_c0.t1
OG0016277	El005G268160	ESY3_g27801_DN3_SP0_c0.t1
OG0016278	El005G259850	ESY3_g29005_DN2_SP0_c0.t1
OG0016279	El005G259650	ESY3_g29064_DN3_SP0_c0.t1
OG0016280	El005G259570	ESY3_g29073_DN3_SP0_c0.t1
OG0016281	El005G260840	ESY3_g28941_DN3_SP0_c0.t1
OG0016283	El005G261330	ESY3_g28791_DN3_SP8_c0.t1
OG0016284	El005G264030	ESY3_g28573_DN3_SP0_c0.t1
OG0016285	El005G264430	ESY3_g28531_DN2_SP0_c0.t1
OG0016286	El005G264960	ESY3_g28396_DN3_SP0_c0.t1
OG0016288	El005G267110	ESY3_g28095_DN2_SP0_c0.t1
OG0016289	El005G267140	ESY3_g28092_DN3_SP8_c0.t1
OG0016290	El005G267170	ESY3_g28089_DN3_SP5_c0.t1
OG0016291	El005G267730	ESY3_g27945_DN3_SP5_c0.t1
OG0016292	El005G267880	ESY3_g27916_DN3_SP0_c0.t1
OG0016293	El005G267910	ESY3_g27911_DN3_SP0_c0.t1
OG0016294	El006G314170	ESY8_g59305_DN3_SP8_c0.t1
OG0016295	El005G268460	ESY3_g28045_DN3_SP0_c0.t1
OG0016296	El005G268400	ESY3_g27572_DN3_SP0_c0.t1
OG0016297	El005G268630	ESY3_g27519_DN3_SP0_c0.t1
OG0016298	El005G269220	ESY12_g51248_DN3_SP0_c0.t1
OG0016299	El005G268970	ESY3_g27435_DN3_SP0_c0.t1
OG0016300	El005G269900	ESY3_g27006_DN3_SP8_c0.t1
OG0016301	El005G269560	ESY3_g27026_DN3_SP0_c0.t1
OG0016302	El005G271450	ESY11_g52711_DN3_SP0_c0.t1
OG0016303	El007G340910	ESY6_g46884_DN3_SP5_c0.t1
OG0016304	El005G271860	ESY11_g53248_DN3_SP0_c0.t1
OG0016305	El005G271120	ESY11_g52835_DN3_SP8_c0.t1
OG0016306	El005G270580, El005G270790	ESY20_g13071_DN3_SP0_c0.t1
OG0016307	El005G271890	ESY11_g53245_DN3_SP8_c0.t1
OG0016308	El005G271500	ESY11_g52956_DN3_SP0_c0.t1
OG0016309	El005G271950	ESY11_g53281_DN3_SP0_c0.t1
OG0016310	El005G271980	ESY12_g52305_DN3_SP0_c0.t1
OG0016311	El005G271990	ESY11_g53286_DN3_SP8_c0.t1
OG0016312	El005G272000	ESY11_g53306_DN3_SP8_c0.t1
OG0016313	El005G272020	ESY11_g53318_DN3_SP0_c0.t1
OG0016314	El005G272040	ESY11_g53319_DN2_SP7_c0.t1
OG0016315	El005G272200	ESY10_g14478_DN1_SP0_c0.t1
OG0016316	El005G272220	ESY11_g53371_DN3_SP5_c0.t1
OG0016317	El005G272310	ESY11_g53414_DN3_SP1_c0.t1
OG0016318	El005G272350	ESY36_g41127_DN2_SP3_p0.t1
OG0016319	El003G181930	ESY16_g61878_DN3_SP4_c0.t1
OG0016320	El005G272650	ESY11_g53559_DN3_SP0_c0.t1
OG0016321	El005G272690	ESY11_g53574_DN3_SP0_c0.t1
OG0016325	El005G273090	ESY11_g53676_DN3_SP0_c0.t1
OG0016326	El005G273680	ESY11_g53832_DN3_SP8_c0.t1
OG0016327	El005G273880	ESY11_g53865_DN3_SP8_c0.t1
OG0016328	El005G274040	ESY11_g53911_DN3_SP0_c0.t1
OG0016329	El005G274120	ESY11_g53918_DN3_SP4_c0.t1
OG0016330	El005G274710	ESY11_g53955_DN3_SP0_c0.t1
OG0016332	El005G275200	ESY11_g54085_DN3_SP0_c0.t1
OG0016333	El005G275540	ESY11_g54175_DN3_SP1_c0.t1
OG0016334	El005G275560	ESY11_g54177_DN3_SP7_c0.t1
OG0016335	El005G275720	ESY11_g54202_DN3_SP6_c0.t1
OG0016336	El005G276930	ESY11_g54321_DN3_SP0_c0.t1
OG0016337	El005G276700	ESY11_g54283_DN2_SP0_c0.t1
OG0016338	El005G276650	ESY11_g54271_DN3_SP0_c0.t1
OG0016339	El005G276630	ESY11_g54264_DN3_SP8_c0.t1
OG0016340	El005G276450	ESY11_g54250_DN3_SP0_c0.t1
OG0016341	El005G277310	ESY11_g54408_DN3_SP7_c0.t1
OG0016342	El005G277540	ESY11_g54607_DN2_SP0_c16.t1, ESY11_g54511_DN3_SP0_c17.t1
OG0016343	El005G277770	ESY11_g54593_DN3_SP8_c0.t1
OG0016344	El005G277830	ESY11_g54603_DN3_SP0_c0.t1
OG0016345	El005G278140	ESY11_g54671_DN3_SP0_c0.t1
OG0016346	El005G278340	ESY11_g54722_DN1_SP0_c0.t1
OG0016348	El005G278460	ESY11_g54797_DN3_SP7_c0.t1
OG0016349	El005G278560	ESY11_g54817_DN3_SP0_c0.t1
OG0016350	El005G278570	ESY11_g54818_DN3_SP8_c19.t1
OG0016351	El005G278690	ESY11_g54847_DN3_SP0_c0.t1
OG0016352	El005G279520	ESY11_g54995_DN2_SP0_c0.t1
OG0016353	El005G279260	ESY11_g54970_DN3_SP0_c0.t1
OG0016354	El005G279560	ESY11_g54998_DN3_SP0_c0.t1
OG0016355	El002G141050	ESY2_g36379_DN3_SP3_c0.t1
OG0016356	El002G141020	ESY2_g36376_DN3_SP8_c0.t1
OG0016357	El002G140950	ESY2_g36361_DN3_SP0_c0.t1
OG0016358	El002G140830	ESY2_g36352_DN3_SP8_c0.t1
OG0016359	El002G140660	ESY2_g36319_DN3_SP1_c0.t1
OG0016360	El002G140590	ESY2_g36305_DN3_SP0_c0.t1
OG0016361	El002G140320	ESY2_g36279_DN3_SP0_c0.t1
OG0016362	El002G140130	ESY2_g36261_DN3_SP2_c0.t1
OG0016363	El002G140510, El002G140040	ESY2_g36250_DN3_SP0_c8.t1
OG0016364	El005G249900	ESY3_g30291_DN3_SP0_c0.t1
OG0016366	El005G250320	ESY3_g30346_DN3_SP0_c0.t1
OG0016367	El002G139380	ESY2_g36175_DN3_SP0_c0.t1
OG0016368	El002G139240	ESY2_g36848_DN3_SP3_c0.t1
OG0016369	El002G138370	ESY2_g36919_DN3_SP0_c0.t1
OG0016370	El002G138530	ESY2_g36951_DN3_SP0_c0.t1
OG0016371	El002G138020	ESY2_g36975_DN2_SP0_c0.t1
OG0016372	El002G137700	ESY2_g37012_DN3_SP0_c0.t1
OG0016373	El002G137690	ESY2_g37013_DN3_SP0_c0.t1
OG0016374	El002G137660	ESY2_g37017_DN3_SP0_c0.t1
OG0016375	El002G137490	ESY2_g37036_DN3_SP0_c0.t1
OG0016376	El002G137450	ESY2_g37042_DN3_SP5_c0.t1
OG0016377	El002G137350	ESY2_g37053_DN3_SP0_c0.t1
OG0016378	El002G137070	ESY2_g37084_DN3_SP1_c0.t1
OG0016379	El002G137040	ESY2_g37087_DN3_SP2_c0.t1
OG0016380	El002G136890	ESY2_g37104_DN3_SP2_c0.t1
OG0016381	El002G136830	ESY2_g37110_DN3_SP8_c43.t1
OG0016382	El002G136790	ESY2_g37126_DN3_SP0_c0.t1
OG0016383	El002G135200	ESY2_g37396_DN3_SP8_c0.t1
OG0016384	El002G135400	ESY4_g25638_DN2_SP0_c0.t1, ESY2_g37334_DN3_SP0_c0.t1
OG0016385	El002G135410	ESY2_g37333_DN3_SP6_c0.t1
OG0016386	El006G319860	ESY2_g37298_DN2_SP0_c0.t1
OG0016387	El002G135700	ESY2_g37279_DN3_SP8_c0.t1
OG0016388	El002G135780	ESY2_g37265_DN3_SP2_c0.t1
OG0016389	El002G135790	ESY2_g37264_DN3_SP1_c11.t1
OG0016390	El002G134860	ESY2_g37426_DN3_SP0_c0.t1
OG0016391	El002G134830	ESY2_g37431_DN3_SP0_c0.t1
OG0016392	El002G134770	ESY2_g37447_DN3_SP3_c0.t1
OG0016393	El002G134430	ESY2_g37495_DN3_SP2_c0.t1
OG0016394	El002G134230	ESY2_g37549_DN3_SP8_c0.t1
OG0016395	El002G134180	ESY2_g37552_DN3_SP1_c0.t1
OG0016396	El002G134150	ESY2_g37564_DN3_SP8_c0.t1
OG0016397	El002G134060	ESY2_g37572_DN3_SP0_c0.t1
OG0016398	El002G133520	ESY2_g37665_DN3_SP0_c0.t1
OG0016399	El002G133480	ESY2_g37669_DN3_SP0_c0.t1
OG0016400	El002G133470	ESY2_g37673_DN3_SP0_c0.t1
OG0016401	El002G133460	ESY2_g37674_DN3_SP0_c0.t1
OG0016402	El002G133390	ESY2_g37691_DN1_SP0_c0.t1
OG0016403	El002G133250	ESY2_g37733_DN3_SP1_c8.t1
OG0016404	El002G132220	ESY2_g37981_DN3_SP0_c0.t1
OG0016405	El002G132020	ESY2_g38004_DN3_SP4_c0.t1
OG0016406	El002G131880	ESY2_g38027_DN3_SP1_c0.t1
OG0016407	El002G131790	ESY2_g38044_DN3_SP4_c0.t1
OG0016409	El002G131490	ESY2_g38292_DN3_SP0_c0.t1
OG0016410	El002G131470	ESY2_g38294_DN3_SP8_c0.t1
OG0016411	El002G131430	ESY2_g38307_DN3_SP1_c0.t1
OG0016412	El002G131370	ESY2_g38317_DN3_SP2_c0.t1
OG0016413	El003G171380	ESY2_g38362_DN2_SP6_c0.t1
OG0016414	El003G171530	ESY2_g38380_DN3_SP0_c0.t1
OG0016415	El003G171860	ESY2_g38444_DN3_SP7_c0.t1
OG0016416	El003G172270	ESY2_g38608_DN3_SP8_c0.t1
OG0016417	El003G172290, El007G343600	ESY2_g38616_DN3_SP0_c0.t1
OG0016418	El007G343590	ESY2_g38631_DN3_SP0_c0.t1
OG0016419	El006G296440	ESY3_g30570_DN3_SP0_c0.t1
OG0016420	El002G117180	ESY4_g23673_DN3_SP5_c0.t1
OG0016421	El006G296830	ESY1_g5763_DN3_SP0_c0.t1
OG0016422	El001G022270	ESY1_g10290_DN3_SP8_c0.t1
