Orthogroup	Erysimum_linariifolium	Arabis_alpina
OG0015576	El005G238200	Aa_G45070.h1.t1
OG0015577	El005G238440	Aa_G185530.h1.t1
OG0015578	El005G238740	Aa_G217220.h1.t1
OG0015579	El005G238870	Aa_G526020.h1.t1
OG0015580	El005G238960	Aa_G304970.h1.t1
OG0015581	El005G239500	Aa_G4430.h1.t1
OG0015583	El005G240020	Aa_G4920.h1.t1
OG0015584	El005G240160	Aa_G5090.h1.t1
OG0015585	El005G240420	Aa_G75780.h1.t1
OG0015586	El005G240310	Aa_G75610.h1.t1
OG0015587	El005G240590	Aa_G51070.h1.t1
OG0015588	El005G240600	Aa_G51080.h1.t1
OG0015589	El005G240690	Aa_G51170.h1.t1
OG0015590	El005G240760	Aa_G51230.h1.t1
OG0015591	El001G031870	Aa_G103350.h1.t1
OG0015592	El005G241550	Aa_G47800.h1.t1
OG0015593	El005G241610	Aa_G49800.h1.t1
OG0015594	El005G242130	Aa_G47050.h1.t1
OG0015595	El005G242240	Aa_G47850.h1.t1
OG0015596	El005G248490	Aa_G40150.h1.t1
OG0015597	El005G242300	Aa_G78920.h1.t1
OG0015598	El005G242320	Aa_G78880.h1.t1
OG0015599	El005G242400	Aa_G78800.h1.t1
OG0015600	El005G242420	Aa_G78780.h1.t1
OG0015601	El005G242580	Aa_G174740.h1.t1
OG0015602	El005G242630	Aa_G174690.h1.t1
OG0015603	El005G242780	Aa_G174550.h1.t1
OG0015604	El005G242860	Aa_G174430.h1.t1
OG0015605	El005G243000	Aa_G174310.h1.t1
OG0015606	El005G243080	Aa_G174280.h1.t1
OG0015607	El005G243110	Aa_G174250.h1.t1
OG0015608	El005G243240	Aa_G174140.h1.t1
OG0015609	El005G243310	Aa_G767410.h1.t1
OG0015610	El005G243320	Aa_G765540.h1.t1
OG0015611	El005G243470	Aa_G301990.h1.t1
OG0015612	El005G244110	Aa_G24130.h1.t1
OG0015613	El005G244130	Aa_G24100.h1.t1
OG0015614	El006G289300	Aa_G340380.h1.t1
OG0015615	El006G289310	Aa_G340390.h1.t1
OG0015616	El006G289590	Aa_G224190.h1.t1
OG0015617	El006G289810	Aa_G38330.h1.t1
OG0015618	El006G289860	Aa_G38290.h1.t1
OG0015619	El006G290190	Aa_G599840.h1.t1
OG0015620	El006G290210	Aa_G599860.h1.t1
OG0015621	El006G290830	Aa_G202480.h1.t1
OG0015622	El006G290510	Aa_G357500.h1.t1
OG0015623	El006G290940	Aa_G202400.h1.t1
OG0015624	El006G291010	Aa_G216800.h2.t1, Aa_G216800.h1.t1
OG0015625	El006G291060	Aa_G216830.h1.t1
OG0015626	El006G295020	Aa_G286520.h1.t1
OG0015627	El006G294540	Aa_G282250.h1.t1
OG0015628	El005G248160	Aa_G507380.h1.t1
OG0015629	El006G294410	Aa_G12240.h1.t1
OG0015630	El006G294120	Aa_G402660.h1.t1
OG0015631	El006G293760	Aa_G25300.h1.t1
OG0015632	El006G293560	Aa_G135700.h1.t1
OG0015633	El006G293540	Aa_G135660.h1.t1
OG0015634	El006G293430	Aa_G548150.h1.t1
OG0015635	El006G293440	Aa_G548140.h1.t1
OG0015636	El005G268980	Aa_G680680.h1.t1
OG0015637	El006G293310	Aa_G457190.h1.t1
OG0015638	El006G293270	Aa_G29970.h1.t1
OG0015639	El006G293230	Aa_G29980.h1.t1
OG0015640	El006G293130	Aa_G30110.h1.t1
OG0015641	El006G292830	Aa_G197090.h1.t1
OG0015642	El006G292680	Aa_G576760.h1.t1
OG0015643	El006G292660	Aa_G487720.h1.t1
OG0015647	El006G292080	Aa_G172160.h1.t1
OG0015648	El006G292120	Aa_G172210.h1.t1
OG0015649	El006G292190	Aa_G150760.h1.t1
OG0015651	El006G295200	Aa_G24600.h1.t1
OG0015652	El002G099730	Aa_G525770.h1.t1
OG0015653	El002G099770	Aa_G606310.h1.t1
OG0015655	El002G100270	Aa_G66480.h1.t1
OG0015656	El002G100430	Aa_G377610.h1.t1
OG0015657	El002G100630	Aa_G103840.h1.t1
OG0015658	El002G101010	Aa_G126430.h1.t1
OG0015659	El002G101160	Aa_G274970.h1.t1
OG0015660	El002G101350	Aa_G496820.h1.t1
OG0015661	El002G101610	Aa_G788280.h1.t1
OG0015662	El002G101600	Aa_G188630.h1.t1
OG0015663	El002G101580	Aa_G188650.h1.t1
OG0015664	El002G101540	Aa_G188690.h1.t1
OG0015665	El002G101470	Aa_G631850.h1.t1
OG0015666	El002G101700	Aa_G278540.h1.t1
OG0015667	El002G101880	Aa_G454430.h1.t1
OG0015668	El002G102380	Aa_G55180.h1.t1
OG0015669	El002G102320	Aa_G379800.h1.t1
OG0015670	El002G102300	Aa_G190810.h1.t1
OG0015671	El002G102130	Aa_G583600.h1.t1
OG0015672	El004G226100	Aa_G342670.h1.t1
OG0015673	El002G102870	Aa_G119150.h1.t1
OG0015674	El002G102990	Aa_G548290.h1.t1
OG0015675	El002G103040	Aa_G627740.h1.t1
OG0015676	El002G103200	Aa_G493840.h1.t1
OG0015677	El002G103330	Aa_G313750.h1.t1
OG0015678	El002G103370	Aa_G192230.h1.t1
OG0015679	El002G103600	Aa_G407790.h1.t1
OG0015680	El002G103630	Aa_G407760.h1.t1
OG0015681	El002G103660	Aa_G407730.h1.t1
OG0015682	El002G103730	Aa_G323700.h1.t1
OG0015683	El002G104450	Aa_G266360.h1.t1
OG0015684	El002G104880	Aa_G148850.h1.t1
OG0015685	El002G104920	Aa_G148890.h1.t1
OG0015686	El002G105010	Aa_G119520.h1.t1
OG0015687	El002G105230	Aa_G334100.h1.t1
OG0015688	El002G105450	Aa_G60700.h1.t1
OG0015689	El002G106020	Aa_G86950.h1.t1
OG0015690	El002G106090	Aa_G86870.h1.t1
OG0015691	El002G106110	Aa_G86860.h1.t1
OG0015692	El002G106210	Aa_G454150.h1.t1
OG0015693	El002G106250	Aa_G444740.h1.t1
OG0015694	El002G106270	Aa_G444750.h1.t1
OG0015696	El002G107060, El002G106640	Aa_G166080.h1.t1
OG0015697	El002G107130	Aa_G479840.h1.t1
OG0015698	El002G107550	Aa_G198690.h1.t1
OG0015699	El002G107720	Aa_G372720.h1.t1
OG0015700	El002G107800	Aa_G371910.h1.t1
OG0015701	El002G107970	Aa_G121810.h1.t1
OG0015702	El002G108140	Aa_G399800.h1.t1
OG0015703	El002G108150	Aa_G399810.h1.t1
OG0015704	El002G108220	Aa_G653380.h1.t1
OG0015705	El002G108380	Aa_G367270.h1.t1
OG0015706	El002G108480	Aa_G62640.h1.t1
OG0015707	El002G108730	Aa_G62420.h1.t1
OG0015709	El002G109360	Aa_G274000.h1.t1
OG0015710	El002G109500	Aa_G274090.h1.t1
OG0015711	El002G089490	Aa_G429760.h1.t1
OG0015712	El002G111440	Aa_G579810.h1.t1
OG0015713	El002G111310	Aa_G469120.h1.t1
OG0015714	El002G111130	Aa_G539020.h1.t1
OG0015715	El004G220130	Aa_G283300.h1.t1
OG0015716	El002G110840	Aa_G283560.h1.t1
OG0015717	El004G219640	Aa_G395940.h1.t1
OG0015718	El002G111810	Aa_G587370.h1.t1
OG0015719	El002G111950	Aa_G684770.h1.t1
OG0015720	El002G112050	Aa_G442230.h1.t1
OG0015721	El002G112440	Aa_G431840.h1.t1
OG0015722	El002G112660	Aa_G61720.h1.t1
OG0015723	El002G112700	Aa_G61750.h1.t1
OG0015724	El002G104370	Aa_G266440.h1.t1
OG0015725	El002G128440	Aa_G415710.h1.t1
OG0015726	El002G128410	Aa_G475080.h1.t1
OG0015727	El002G113100	Aa_G92310.h1.t1
OG0015728	El003G160570	Aa_G460460.h1.t1
OG0015729	El003G160500	Aa_G24120.h1.t1
OG0015730	El003G160380	Aa_G516770.h1.t1
OG0015732	El003G160190	Aa_G318000.h1.t1
OG0015733	El003G160110	Aa_G311340.h1.t1
OG0015734	El006G314400	Aa_G494170.h1.t1
OG0015735	El003G160010	Aa_G15700.h1.t1
OG0015736	El003G159970	Aa_G130160.h1.t1
OG0015737	El003G159890	Aa_G335010.h1.t1
OG0015739	El003G159780	Aa_G480430.h1.t1, Aa_G480420.h1.t1
OG0015740	El003G159560	Aa_G353690.h1.t1
OG0015741	El003G159510	Aa_G208640.h1.t1
OG0015742	El003G159320	Aa_G90890.h1.t1
OG0015743	El003G159170	Aa_G90970.h1.t1
OG0015744	El003G158970	Aa_G29750.h1.t1
OG0015745	El003G159060	Aa_G29840.h1.t1
OG0015746	El003G159080	Aa_G29860.h1.t1
OG0015747	El007G341830	Aa_G261130.h1.t1
OG0015748	El002G091180	Aa_G512760.h1.t1
OG0015749	El003G156260	Aa_G212550.h1.t1
OG0015750	El003G156350	Aa_G133100.h1.t1
OG0015751	El006G315080	Aa_G373590.h1.t1
OG0015752	El006G316070	Aa_G155620.h1.t1
OG0015753	El006G315990	Aa_G393130.h1.t1
OG0015754	El006G316750	Aa_G41520.h1.t1
OG0015755	El006G317960	Aa_G217930.h1.t1
OG0015756	El006G318260	Aa_G11820.h1.t1
OG0015758	El006G318550	Aa_G253080.h1.t1
OG0015759	El006G318650	Aa_G204720.h1.t1
OG0015760	El003G156240	Aa_G360400.h1.t1
OG0015761	El006G318950	Aa_G418330.h1.t1
OG0015762	El006G319290	Aa_G389580.h1.t1
OG0015763	El006G319630	Aa_G311510.h1.t1
OG0015764	El001G025130	Aa_G300540.h1.t1
OG0015765	El006G319820	Aa_G313870.h1.t1
OG0015766	El006G320270	Aa_G100260.h1.t1
OG0015767	El006G320360	Aa_G100350.h1.t1
OG0015768	El006G320370	Aa_G100360.h1.t1
OG0015769	El006G320640	Aa_G279250.h1.t1
OG0015770	El006G320700	Aa_G77600.h1.t1
OG0015771	El006G321060	Aa_G287840.h1.t1
OG0015772	El006G321560	Aa_G10150.h1.t1
OG0015774	El006G321680	Aa_G36560.h1.t1
OG0015775	El006G321790	Aa_G36410.h1.t1
OG0015776	El002G098540	Aa_G393280.h1.t1
OG0015777	El002G098320	Aa_G117760.h1.t1
OG0015778	El002G098210	Aa_G93040.h1.t1
OG0015779	El002G098200	Aa_G93030.h1.t1
OG0015780	El002G098180	Aa_G93010.h1.t1
OG0015781	El002G098100	Aa_G658800.h1.t1
OG0015782	El002G097890	Aa_G585770.h1.t1
OG0015783	El002G097840	Aa_G599490.h1.t1
OG0015784	El002G097480	Aa_G437640.h1.t1
OG0015785	El002G097530	Aa_G569550.h1.t1
OG0015786	El002G097320	Aa_G118540.h1.t1
OG0015787	El002G097190	Aa_G109580.h1.t1
OG0015788	El002G096870	Aa_G616300.h1.t1
OG0015790	El002G096780	Aa_G726110.h1.t1
OG0015791	El002G096540	Aa_G26620.h1.t1
OG0015792	El002G096150	Aa_G319800.h1.t1
OG0015793	El002G096060	Aa_G710450.h1.t1
OG0015794	El002G095960	Aa_G10800.h1.t1
OG0015795	El002G095900	Aa_G10870.h1.t1
OG0015796	El002G095840	Aa_G246100.h1.t1
OG0015797	El002G095720	Aa_G193690.h1.t1
OG0015798	El002G095730	Aa_G193660.h1.t1
OG0015799	El002G095490	Aa_G298890.h1.t1
OG0015800	El002G095120	Aa_G338970.h2.t1, Aa_G338970.h1.t1
OG0015801	El002G094970	Aa_G307210.h1.t1
OG0015802	El002G094810	Aa_G469920.h1.t1
OG0015803	El004G199120	Aa_G593000.h1.t1
OG0015804	El002G094650	Aa_G89330.h1.t1
OG0015805	El002G094370	Aa_G232700.h1.t1
OG0015806	El002G093950	Aa_G43390.h1.t1
OG0015807	El002G093900	Aa_G43320.h1.t1
OG0015808	El002G093870	Aa_G43270.h1.t1
OG0015809	El002G093760	Aa_G353480.h1.t1
OG0015810	El002G093550	Aa_G427960.h1.t1
OG0015811	El002G093510	Aa_G427940.h1.t1
OG0015812	El002G093350	Aa_G318480.h1.t1
OG0015813	El002G093210	Aa_G446380.h1.t1
OG0015814	El002G092630	Aa_G160800.h1.t1
OG0015815	El002G092650	Aa_G635800.h1.t1
OG0015816	El002G092810	Aa_G463960.h1.t1
OG0015817	El002G092860	Aa_G307130.h1.t1, Aa_G550190.h1.t1
OG0015818	El002G093030	Aa_G171340.h1.t1
OG0015819	El002G092480	Aa_G160990.h1.t1, Aa_G160970.h1.t1
OG0015820	El002G092260	Aa_G194030.h1.t1, Aa_G193990.h1.t1
OG0015821	El002G092250	Aa_G193980.h1.t1
OG0015822	El002G092080	Aa_G394770.h1.t1
OG0015823	El002G092000	Aa_G592410.h1.t1
OG0015824	El002G091980	Aa_G19040.h1.t1
OG0015825	El002G091880	Aa_G19140.h1.t1
OG0015827	El002G091520	Aa_G80760.h1.t1
OG0015828	El002G091320	Aa_G442590.h1.t1
OG0015830	El002G090820	Aa_G369440.h1.t1
OG0015831	El002G090340	Aa_G375850.h1.t1
OG0015833	El001G046660	Aa_G534690.h1.t1
OG0015834	El002G090100	Aa_G310510.h1.t1
OG0015835	El002G089820	Aa_G275820.h1.t1
OG0015836	El002G089510	Aa_G663670.h1.t1
OG0015837	El002G089430	Aa_G429820.h1.t1
OG0015838	El002G089370	Aa_G429860.h1.t1
OG0015839	El002G088930	Aa_G22690.h1.t1
OG0015840	El002G089230	Aa_G22370.h1.t1
OG0015841	El002G089210	Aa_G22390.h1.t1
OG0015842	El002G089090	Aa_G22510.h1.t1
OG0015843	El002G089060	Aa_G22530.h1.t1
OG0015844	El002G088900	Aa_G22720.h1.t1, Aa_G22730.h1.t1
OG0015845	El002G088890	Aa_G22740.h1.t1
OG0015846	El002G088870	Aa_G22760.h1.t1
OG0015847	El002G088820	Aa_G22810.h1.t1
OG0015848	El002G088300	Aa_G140010.h1.t1
OG0015849	El002G107330, El002G088150	Aa_G220670.h1.t1
OG0015850	El007G348760	Aa_G28580.h1.t1
OG0015851	El002G106690, El002G088140	Aa_G220680.h1.t1
OG0015852	El002G088120	Aa_G220700.h1.t1
OG0015853	El002G087650	Aa_G79300.h1.t1
OG0015854	El002G087600	Aa_G219100.h1.t1
OG0015855	El002G087260	Aa_G534160.h1.t1
OG0015856	El002G087240	Aa_G600520.h1.t1
OG0015857	El002G087180	Aa_G493560.h1.t1
OG0015858	El002G087100	Aa_G286340.h1.t1
OG0015859	El002G087070	Aa_G286310.h1.t1
OG0015860	El002G087060	Aa_G286300.h1.t1
OG0015861	El002G086970	Aa_G217810.h1.t1
OG0015862	El002G086590	Aa_G38890.h1.t1
OG0015863	El001G059370	Aa_G127570.h1.t1
OG0015864	El002G085890	Aa_G400320.h1.t1
OG0015865	El002G085860	Aa_G400290.h1.t1
OG0015867	El002G085400	Aa_G134850.h1.t1
OG0015868	El002G085640	Aa_G134600.h1.t1
OG0015869	El002G085260	Aa_G134990.h1.t1
OG0015870	El002G085240	Aa_G135000.h1.t1
OG0015871	El002G085230	Aa_G135010.h1.t1
OG0015872	El002G085080	Aa_G135140.h1.t1
OG0015873	El002G084890	Aa_G228330.h1.t1
OG0015874	El002G084530	Aa_G6730.h1.t1
OG0015875	El002G084400	Aa_G6590.h1.t1
OG0015876	El002G084290	Aa_G6530.h1.t1
OG0015877	El002G084080	Aa_G452110.h1.t1
OG0015878	El002G084180	Aa_G6410.h1.t1
OG0015879	El002G084010	Aa_G687290.h1.t1
OG0015880	El002G083990	Aa_G325290.h1.t1
OG0015881	El002G083580	Aa_G325170.h1.t1
OG0015882	El002G083410	Aa_G105890.h1.t1
OG0015883	El003G180190, El002G083010	Aa_G94360.h1.t1
OG0015884	El002G082960	Aa_G94410.h1.t1
OG0015885	El002G082790	Aa_G94500.h1.t1
OG0015886	El002G082780	Aa_G94510.h1.t1
OG0015887	El002G082770	Aa_G94530.h1.t1
OG0015888	El002G082720	Aa_G94570.h1.t1
OG0015889	El002G082690	Aa_G94600.h1.t1
OG0015890	El002G082670	Aa_G106070.h1.t1
OG0015891	El002G082580	Aa_G106140.h1.t1
OG0015892	El002G082500	Aa_G106230.h1.t1
OG0015893	El002G082430	Aa_G106320.h1.t1
OG0015894	El001G067730	Aa_G290020.h1.t1
OG0015895	El001G066930	Aa_G524190.h1.t1
OG0015896	El001G067080	Aa_G258150.h1.t1
OG0015897	El001G067320	Aa_G72780.h1.t1
OG0015898	El001G067420	Aa_G72860.h1.t1
OG0015899	El001G067490	Aa_G354660.h1.t1
OG0015900	El001G066820	Aa_G473500.h1.t1
OG0015901	El001G066730	Aa_G7910.h1.t1
OG0015902	El001G066700	Aa_G7950.h1.t1
OG0015903	El001G065930	Aa_G431470.h1.t1
OG0015904	El001G066010	Aa_G236940.h1.t1
OG0015906	El001G066170	Aa_G321070.h1.t1
OG0015907	El001G066310	Aa_G240260.h1.t1
OG0015908	El001G065440	Aa_G356640.h1.t1, Aa_G600910.h1.t1
OG0015909	El001G065070	Aa_G96830.h1.t1, Aa_G1045980.h1.t1
OG0015910	El005G236710	Aa_G42400.h1.t1
OG0015911	El001G065200	Aa_G59250.h1.t1
OG0015912	El001G064490	Aa_G158010.h1.t1
OG0015913	El001G064330	Aa_G489970.h1.t1
OG0015914	El001G064140	Aa_G162340.h1.t1
OG0015915	El001G064080	Aa_G162270.h1.t1
OG0015916	El001G064030	Aa_G162210.h1.t1
OG0015917	El001G063740	Aa_G334640.h1.t1
OG0015918	El001G063580	Aa_G264850.h1.t1
OG0015919	El001G063600	Aa_G264830.h1.t1
OG0015920	El001G063500	Aa_G192830.h1.t1
OG0015921	El001G063300	Aa_G220360.h1.t1
OG0015922	El001G063230	Aa_G387520.h1.t1
OG0015923	El001G063200	Aa_G325640.h1.t1
OG0015924	El001G062800	Aa_G70370.h1.t1
OG0015925	El001G062700	Aa_G85840.h1.t1
OG0015926	El001G062450	Aa_G411020.h1.t1
OG0015927	El001G062440	Aa_G411010.h1.t1
OG0015928	El001G062310	Aa_G416090.h1.t1
OG0015929	El001G062280	Aa_G655880.h1.t1
OG0015930	El002G091340	Aa_G442570.h1.t1
OG0015931	El001G061980	Aa_G446950.h1.t1
OG0015932	El001G061780	Aa_G126230.h1.t1
OG0015933	El001G061770	Aa_G126220.h1.t1
OG0015934	El001G061660	Aa_G126120.h1.t1
OG0015935	El001G061240	Aa_G128840.h1.t1
OG0015936	El001G051510	Aa_G141020.h1.t1
OG0015937	El001G051080	Aa_G189780.h1.t1
OG0015939	El001G050880	Aa_G691090.h1.t1
OG0015940	El001G049950	Aa_G26050.h1.t1
OG0015941	El001G049630	Aa_G25920.h1.t1
OG0015942	El001G049380	Aa_G430240.h1.t1
OG0015943	El001G049370	Aa_G430250.h1.t1
OG0015946	El001G018480	Aa_G106940.h1.t1
OG0015947	El007G345260	Aa_G296640.h1.t1
OG0015948	El003G158160	Aa_G32090.h1.t1
OG0015949	El007G346280	Aa_G382490.h1.t1
OG0015951	El007G348740	Aa_G509950.h1.t1
OG0015952	El007G349380	Aa_G102180.h1.t1
OG0015953	El007G348980	Aa_G102080.h1.t1
OG0015955	El001G075000	Aa_G386480.h1.t1
OG0015959	El001G075100	Aa_G386410.h1.t1
OG0015961	El006G317870	Aa_G200210.h1.t1
OG0015962	El002G128100	Aa_G82650.h1.t1
OG0015963	El007G350660	Aa_G287030.h1.t1
OG0015964	El001G075590	Aa_G414800.h1.t1
OG0015965	El001G075900	Aa_G209750.h1.t1
OG0015966	El001G076070	Aa_G307570.h1.t1
OG0015967	El001G076130	Aa_G307540.h1.t1
OG0015968	El001G076260	Aa_G195210.h1.t1
OG0015969	El001G076280	Aa_G195190.h1.t1
OG0015970	El001G076290	Aa_G195180.h1.t1
OG0015971	El001G076430	Aa_G261360.h1.t1
OG0015972	El001G076450	Aa_G261340.h1.t1
OG0015973	El001G076500	Aa_G261300.h1.t1
OG0015974	El001G076530	Aa_G526540.h1.t1
OG0015975	El001G076560	Aa_G526560.h1.t1
OG0015976	El001G076910	Aa_G170490.h1.t1
OG0015977	El005G251560	Aa_G1160.h1.t1
OG0015978	El001G077060	Aa_G353270.h1.t1
OG0015979	El001G077140	Aa_G353340.h1.t1
OG0015980	El001G077250	Aa_G634220.h1.t1
OG0015981	El001G077600	Aa_G304020.h1.t1
OG0015982	El002G101150	Aa_G274960.h1.t1
OG0015983	El001G077940	Aa_G73310.h1.t1
OG0015984	El001G078000	Aa_G73220.h1.t1
OG0015985	El001G078100	Aa_G73090.h1.t1
OG0015986	El001G051820	Aa_G112960.h1.t1
OG0015987	El001G051840	Aa_G112970.h1.t1
OG0015988	El001G051860	Aa_G112990.h1.t1
OG0015989	El001G052190	Aa_G113050.h1.t1
OG0015990	El001G053040	Aa_G70610.h1.t1
OG0015991	El001G053520	Aa_G267340.h1.t1
OG0015992	El001G054320	Aa_G596590.h1.t1
OG0015993	El001G054470	Aa_G169030.h1.t1
OG0015994	El001G054520	Aa_G169090.h1.t1
OG0015995	El001G054730	Aa_G719370.h1.t1
OG0015996	El001G055540	Aa_G45540.h1.t1
OG0015997	El001G055510	Aa_G45510.h1.t1
OG0015998	El001G055290	Aa_G45360.h1.t1
OG0015999	El001G055280	Aa_G45350.h1.t1
OG0016001	El001G055850	Aa_G46240.h1.t1
OG0016002	El001G056160	Aa_G474990.h1.t1
OG0016003	El001G056190	Aa_G630870.h1.t1
OG0016004	El001G056320	Aa_G630810.h1.t1
OG0016005	El005G269420	Aa_G150.h1.t1
OG0016006	El001G056520	Aa_G143280.h1.t1
OG0016007	El001G056600	Aa_G637240.h1.t1
OG0016008	El001G057000	Aa_G97920.h1.t1
OG0016009	El001G057110	Aa_G97980.h1.t1
OG0016010	El007G329960	Aa_G94760.h1.t1
OG0016011	El007G329940	Aa_G94790.h1.t1
OG0016012	El001G041380	Aa_G94800.h1.t1
OG0016013	El007G329750	Aa_G94970.h1.t1
OG0016014	El007G329460	Aa_G448820.h1.t1
OG0016015	El007G329440	Aa_G448840.h1.t1
OG0016016	El007G329210	Aa_G401160.h1.t1
OG0016017	El007G329090	Aa_G435240.h1.t1
OG0016018	El007G328690	Aa_G61390.h1.t1
OG0016019	El007G328640	Aa_G131160.h1.t1
OG0016020	El007G328470	Aa_G315920.h1.t1
OG0016021	El007G328380	Aa_G316000.h1.t1
OG0016022	El007G328370	Aa_G316010.h1.t1
OG0016023	El007G328090	Aa_G13690.h1.t1
OG0016024	El007G328010	Aa_G13770.h1.t1
OG0016025	El007G327860	Aa_G621060.h1.t1
OG0016026	El007G327730	Aa_G406230.h1.t1
OG0016027	El007G327640	Aa_G406320.h1.t1
OG0016028	El007G327510	Aa_G492160.h1.t1
OG0016029	El007G332660	Aa_G148010.h1.t1
OG0016030	El007G332820	Aa_G93940.h1.t1
OG0016031	El007G332920	Aa_G93870.h1.t1
OG0016032	El007G332930	Aa_G93860.h1.t1
OG0016033	El007G333000	Aa_G93780.h1.t1
OG0016034	El006G304230, El007G333040	Aa_G93740.h1.t1
OG0016035	El007G333300	Aa_G344190.h1.t1
OG0016036	El007G333320	Aa_G31440.h1.t1
OG0016037	El001G021570	Aa_G122540.h1.t1
OG0016038	El001G021490	Aa_G122460.h1.t1
OG0016039	El001G021320	Aa_G309430.h1.t1
OG0016040	El001G020900	Aa_G515870.h1.t1
OG0016041	El001G020530	Aa_G109770.h1.t1
OG0016042	El001G020490	Aa_G109740.h1.t1
OG0016043	El001G020440	Aa_G177170.h1.t1
OG0016044	El001G020320	Aa_G131540.h1.t1
OG0016045	El001G020210	Aa_G124690.h1.t1
OG0016046	El001G020060	Aa_G446200.h1.t1
OG0016047	El001G019620	Aa_G342160.h1.t1
OG0016048	El001G019540	Aa_G944970.h1.t1
OG0016049	El001G019510	Aa_G225240.h1.t1
OG0016050	El001G055260	Aa_G45330.h1.t1
OG0016051	El001G019210	Aa_G411870.h1.t1
OG0016052	El001G018830	Aa_G608670.h1.t1
OG0016053	El001G018650	Aa_G106770.h1.t1
OG0016054	El001G018630	Aa_G106790.h1.t1
OG0016055	El002G115940	Aa_G248940.h1.t1
OG0016056	El001G018070	Aa_G768760.h1.t1
OG0016057	El001G018040	Aa_G253590.h1.t1
OG0016058	El001G018000	Aa_G325780.h1.t1
OG0016059	El001G017920	Aa_G390180.h1.t1
OG0016060	El001G017840	Aa_G363960.h1.t1
OG0016061	El001G017790	Aa_G556680.h1.t1
OG0016062	El007G327620	Aa_G406330.h1.t1
OG0016063	El001G017710	Aa_G711580.h1.t1
OG0016064	El001G017670	Aa_G561380.h1.t1
OG0016065	El001G017520	Aa_G420580.h1.t1
OG0016066	El001G017460	Aa_G492010.h1.t1
OG0016067	El001G017370	Aa_G377200.h1.t1
OG0016068	El001G017290	Aa_G691560.h1.t1
OG0016069	El001G017210	Aa_G254310.h1.t1
OG0016070	El001G017130	Aa_G296270.h1.t1
OG0016071	El001G017120	Aa_G296260.h1.t1
OG0016072	El001G016840	Aa_G518110.h1.t1
OG0016073	El001G016780	Aa_G207440.h1.t1
OG0016074	El001G016770	Aa_G207430.h1.t1
OG0016075	El001G016760	Aa_G207420.h1.t1
OG0016076	El001G016710	Aa_G458660.h1.t1
OG0016077	El001G016350	Aa_G88900.h1.t1
OG0016078	El001G016170	Aa_G715870.h1.t1
OG0016079	El001G016080	Aa_G578520.h1.t1
OG0016080	El001G015810	Aa_G99320.h1.t1
OG0016081	El001G014760	Aa_G597790.h1.t1
OG0016082	El001G014290	Aa_G436390.h1.t1
OG0016083	El001G014200, El005G260980	Aa_G436350.h1.t1
OG0016084	El001G012680	Aa_G115960.h1.t1
OG0016085	El001G011870	Aa_G337520.h1.t1
OG0016086	El001G011820	Aa_G337510.h1.t1
OG0016087	El001G011770	Aa_G337470.h1.t1
OG0016088	El001G011740	Aa_G252730.h1.t1
OG0016089	El001G040280	Aa_G252710.h1.t1
OG0016090	El003G190950	Aa_G252670.h1.t1
OG0016091	El002G084280	Aa_G6520.h1.t1
OG0016092	El004G218830	Aa_G218620.h1.t1
OG0016093	El004G217730	Aa_G449650.h1.t1
OG0016094	El004G218720	Aa_G131730.h1.t1
OG0016095	El004G218870	Aa_G609160.h1.t1
OG0016096	El004G218430	Aa_G479380.h1.t1
OG0016097	El004G219470	Aa_G634610.h1.t1
OG0016098	El004G219700	Aa_G299430.h1.t1
OG0016099	El005G248300	Aa_G40350.h1.t1
OG0016100	El004G219560	Aa_G182950.h1.t1
OG0016101	El004G219810	Aa_G405650.h1.t1
OG0016103	El004G219960	Aa_G305290.h1.t1
OG0016104	El004G220070	Aa_G305330.h1.t1
OG0016105	El004G220080	Aa_G305340.h1.t1
OG0016106	El004G220240	Aa_G538490.h1.t1
OG0016107	El004G220420	Aa_G446070.h1.t1
OG0016108	El004G220430	Aa_G446080.h1.t1
OG0016109	El004G220640	Aa_G335310.h1.t1
OG0016111	El004G220800, El007G360500	Aa_G540890.h1.t1
OG0016112	El004G221160	Aa_G144570.h1.t1
OG0016113	El004G221360	Aa_G510850.h1.t1
OG0016114	El004G221480	Aa_G295000.h1.t1
OG0016115	El004G221680	Aa_G221930.h1.t1
OG0016116	El004G221750	Aa_G222000.h1.t1
OG0016118	El004G222270	Aa_G17780.h1.t1
OG0016119	El004G222290	Aa_G437970.h1.t1
OG0016120	El004G222480	Aa_G163330.h1.t1
OG0016121	El004G222680	Aa_G413020.h1.t1
OG0016122	El004G222990	Aa_G232170.h1.t1
OG0016123	El004G223010	Aa_G232200.h1.t1, Aa_G232190.h1.t1
OG0016124	El004G223150	Aa_G170750.h1.t1
OG0016125	El004G223170	Aa_G170790.h1.t1
OG0016126	El004G223210	Aa_G297620.h1.t1
OG0016127	El004G223300	Aa_G319530.h1.t1
OG0016128	El004G223360	Aa_G319470.h1.t1
OG0016129	El004G223420	Aa_G149300.h1.t1
OG0016130	El004G223480	Aa_G149350.h1.t1
OG0016131	El004G223490	Aa_G149360.h1.t1
OG0016132	El004G223520	Aa_G245900.h1.t1
OG0016133	El004G223540	Aa_G245880.h1.t1
OG0016134	El004G223580	Aa_G245840.h1.t1
OG0016135	El004G223600	Aa_G245820.h1.t1
OG0016136	El004G223990	Aa_G475200.h1.t1
