Orthogroup	Erysimum_linariifolium	Eutrema_salsugineum
OG0014911	El007G341710	XP_006401880.1
OG0014912	El007G341550	XP_024012063.1
OG0014913	El007G341540	XP_006401865.1
OG0014914	El007G341480	XP_024012643.1
OG0014915	El007G341460	XP_006401856.1
OG0014916	El007G341450	XP_006401855.1
OG0014917	El007G341200	XP_006401831.1
OG0014918	El007G341050	XP_006401815.1
OG0014919	El007G341000	XP_006401812.1
OG0014920	El007G340710	XP_006401776.1
OG0014921	El007G339840	XP_006401720.1
OG0014922	El007G340030	XP_006401741.1
OG0014923	El007G340210	XP_006401755.1
OG0014924	El007G339670	XP_006401705.1
OG0014925	El007G339640	XP_006401702.1
OG0014926	El007G339460	XP_006401687.1
OG0014927	El007G338870	XP_006401652.1
OG0014928	El007G338000	XP_006401575.2
OG0014929	El007G337510	XP_006401524.1
OG0014931	El007G347980	XP_006401468.1
OG0014932	El007G336690	XP_006401454.1
OG0014933	El007G336620	XP_024011991.1
OG0014934	El007G336530	XP_006401436.1
OG0014935	El007G336030	XP_006401375.1
OG0014936	El007G335940	XP_024012112.1
OG0014937	El007G335840	XP_006401351.1
OG0014939	El007G335340	XP_006401304.1
OG0014940	El007G335220	XP_006401293.1
OG0014941	El007G335210	XP_024011860.1
OG0014942	El007G334820	XP_006401251.1
OG0014943	El007G334800	XP_006401249.1
OG0014944	El007G334790	XP_006401248.1
OG0014945	El007G334310	XP_006401210.1
OG0014946	El007G333940	XP_006401183.1
OG0014947	El007G333920	XP_006401181.2
OG0014948	El007G333810	XP_024012252.1
OG0014949	El007G333720	XP_006401162.2
OG0014950	El007G333630	XP_006401151.1
OG0014951	El007G333400	XP_006401127.1
OG0014952	El007G333380	XP_006401125.1
OG0014953	El005G264570	XP_006397365.1
OG0014954	El001G011600	XP_006397362.1
OG0014955	El001G068310	XP_006399831.1
OG0014956	El001G068300	XP_006399832.2
OG0014957	El001G068610	XP_006399800.1
OG0014958	El001G068840	XP_024012211.1
OG0014959	El001G069360	XP_006399733.1
OG0014960	El001G069660	XP_006399706.1
OG0014962	El001G070110	XP_006399661.1
OG0014963	El001G070240	XP_006399648.1
OG0014964	El001G070330	XP_024012353.1
OG0014965	El001G070350	XP_006399635.1
OG0014966	El001G070560	XP_024012074.1
OG0014967	El001G070840	XP_024011419.1
OG0014968	El001G070870	XP_006399600.2
OG0014969	El006G292090	XP_006411015.1
OG0014970	El001G070980	XP_006399589.1
OG0014971	El001G071010	XP_006399586.1
OG0014972	El001G071040	XP_006399583.1
OG0014973	El001G071220	XP_006399566.1
OG0014974	El001G071230	XP_006399563.2
OG0014975	El001G071450	XP_006399548.1
OG0014976	El001G071480	XP_006399543.1
OG0014977	El001G071550	XP_006399539.1
OG0014978	El001G071610	XP_006399533.1
OG0014979	El001G071790	XP_006399514.1
OG0014980	El001G071810	XP_006399513.1
OG0014981	El001G072040	XP_006399486.1
OG0014982	El002G125140, El001G072370	XP_006399450.1
OG0014983	El001G072420	XP_006399441.1
OG0014984	El001G072580	XP_006399424.1
OG0014985	El001G072590	XP_006399423.1
OG0014986	El001G072910	XP_006399387.1
OG0014987	El001G073440	XP_006399325.1
OG0014988	El001G073470	XP_006399322.1
OG0014989	El001G073750	XP_006399292.1
OG0014990	El001G074170	XP_006399242.1
OG0014991	El001G074270	XP_024012618.1
OG0014992	El001G074370	XP_024012573.1
OG0014993	El001G074460	XP_024012413.1
OG0014994	El003G169920	XP_024004457.1
OG0014995	El003G169730	XP_006414236.1
OG0014996	El003G169710	XP_024004717.1
OG0014997	El003G169140	XP_006414191.1
OG0014998	El003G169130	XP_006414189.1
OG0014999	El003G168190	XP_006414107.1
OG0015000	El003G168050	XP_006414097.1
OG0015001	El003G167910	XP_024005336.1
OG0015002	El003G167890	XP_024004344.1
OG0015003	El003G167840	XP_006414073.1
OG0015004	El003G167570	XP_006414056.1
OG0015005	El003G167540	XP_006414054.1
OG0015006	El003G167110	XP_006414016.2
OG0015007	El003G167000	XP_006414003.1
OG0015008	El003G166700	XP_006413982.1
OG0015009	El003G166260	XP_024005651.1
OG0015010	El003G166250	XP_006413941.1
OG0015011	El003G166200	XP_006413936.1
OG0015012	El003G165750	XP_006413905.1
OG0015013	El003G165330	XP_024004488.1
OG0015014	El003G165260	XP_006413853.1
OG0015015	El003G165190	XP_006413844.1
OG0015016	El002G102150	XP_006416644.1
OG0015017	El003G164900	XP_006413812.1
OG0015018	El003G164800	XP_006413800.1
OG0015019	El001G067230	XP_006399938.1
OG0015020	El003G164730	XP_006413788.1
OG0015021	El003G164590	XP_006413775.1
OG0015022	El003G164530	XP_006413771.1
OG0015023	El003G164490	XP_024005764.1
OG0015024	El003G164260	XP_006413749.1
OG0015025	El003G164120	XP_006413733.1
OG0015026	El003G164070	XP_024005159.1
OG0015027	El003G163720	XP_006413703.1
OG0015028	El003G162980	XP_006413651.1
OG0015029	El003G162800	XP_006413630.1
OG0015030	El003G162620	XP_006413611.1
OG0015031	El003G162580	XP_006413603.1
OG0015033	El003G160940	XP_024005496.1
OG0015034	El003G160670	XP_006413470.1
OG0015035	El002G120340	XP_006415147.1
OG0015036	El002G120400	XP_006415141.1
OG0015037	El002G120440	XP_024008188.1
OG0015038	El002G120630	XP_024008222.1
OG0015039	El002G120650	XP_006415127.1
OG0015040	El002G120960	XP_024009006.1
OG0015041	El002G120980	XP_006415114.1, XP_006415111.1
OG0015042	El002G121020	XP_006415109.1
OG0015043	El002G121070	XP_006415097.2
OG0015044	El002G122600	XP_006396079.1
OG0015045	El002G122640	XP_006396075.1
OG0015046	El002G122910	XP_006396070.1
OG0015047	El002G123240	XP_006397416.1
OG0015048	El002G123940	XP_006397442.1
OG0015049	El002G123850	XP_006397449.1
OG0015050	El002G123820	XP_006397450.1
OG0015051	El002G123580	XP_024010627.1
OG0015052	El002G125020	XP_024013098.1
OG0015053	El002G125220	XP_006396020.1
OG0015054	El002G125240	XP_024008823.1
OG0015055	El002G125250	XP_006414526.1
OG0015056	El002G125410	XP_006396015.1
OG0015057	El002G128000	XP_006393728.2
OG0015058	El002G127770	XP_006393744.1
OG0015059	El002G127610	XP_006393751.1
OG0015060	El002G127240	XP_006393775.1
OG0015061	El002G127080	XP_024007274.1
OG0015062	El002G126910	XP_024007634.1
OG0015063	El002G126760, El002G126780	XP_006395991.1
OG0015064	El002G126310	XP_006396001.2
OG0015065	El002G128450	XP_006393684.1
OG0015066	El003G171350	XP_006414367.1
OG0015067	El002G130620	XP_006393531.1
OG0015068	El002G130480, El002G130440	XP_006393556.1
OG0015069	El002G130150	XP_024005947.1
OG0015070	El002G129420	XP_006393596.1
OG0015071	El002G126140	XP_024006701.1
OG0015072	El002G128850	XP_006409319.1
OG0015073	El002G128860	XP_006393646.1
OG0015074	El002G128920	XP_024006262.1
OG0015075	El007G357060	XP_006403381.1
OG0015076	El002G130960	XP_006393509.1
OG0015077	El002G113530	XP_006415720.1
OG0015078	El005G261590	XP_006406138.1
OG0015079	El002G113390	XP_006415732.1
OG0015080	El002G113400	XP_006415731.1
OG0015081	El007G329320	XP_006394500.1
OG0015082	El002G113850	XP_006415684.1
OG0015083	El002G114000	XP_006415667.1
OG0015084	El002G115090	XP_006415596.1
OG0015085	El002G115660	XP_006415555.1
OG0015086	El002G115840	XP_006415544.1
OG0015087	El002G116050	XP_006415525.1
OG0015088	El002G116080	XP_024007781.1
OG0015089	El002G116180	XP_006418917.2, XP_024008559.1
OG0015090	El002G116200	XP_006415514.1
OG0015091	El002G117170	XP_006415459.1
OG0015092	El002G117300	XP_006415440.1
OG0015093	El002G117350	XP_006415437.1
OG0015094	El003G146900	XP_024005241.1
OG0015095	El003G146670	XP_006412085.1
OG0015096	El003G146340	XP_006412050.1
OG0015097	El003G146250	XP_006412041.1
OG0015098	El003G146190, El003G146220	XP_006412037.1
OG0015099	El003G146130	XP_006412030.1
OG0015100	El003G146090	XP_024005770.1
OG0015101	El003G145980	XP_024005640.1
OG0015102	El003G145800	XP_006412003.1
OG0015103	El003G145400	XP_006411961.1
OG0015104	El003G145360	XP_006411957.1
OG0015105	El003G145340	XP_006411956.1
OG0015106	El003G145330	XP_006411955.1
OG0015107	El003G146270	XP_006411953.1
OG0015108	El003G145000	XP_006411923.1
OG0015109	El003G144940	XP_006411915.1
OG0015110	El003G144890	XP_006411910.1
OG0015111	El003G144860	XP_006411907.1
OG0015112	El003G144670	XP_006411892.1
OG0015113	El003G182920	XP_006403091.1
OG0015114	El003G144590	XP_024005383.1
OG0015115	El003G144290	XP_006411851.1
OG0015116	El003G144130	XP_006411837.1
OG0015117	El003G144090	XP_006411831.1
OG0015118	El003G143920	XP_006411822.1
OG0015119	El003G143880	XP_006411819.1
OG0015120	El003G143860	XP_006411817.1
OG0015121	El003G143650	XP_006404946.2
OG0015122	El003G143260	XP_006411767.1
OG0015123	El003G143230	XP_006411763.1
OG0015124	El003G143130	XP_006411754.1
OG0015125	El003G142880	XP_006411741.1
OG0015126	El003G142790	XP_006411735.1
OG0015127	El003G142610	XP_006411712.1
OG0015128	El003G142500	XP_006411700.1
OG0015129	El003G142340	XP_006411678.1
OG0015130	El003G142270	XP_024004525.1
OG0015131	El003G142170	XP_024004577.1
OG0015132	El003G142140	XP_006411659.1
OG0015133	El003G142120	XP_006411657.1
OG0015134	El003G141760	XP_006411618.2
OG0015135	El003G141790	XP_006411620.1
OG0015136	El003G141830	XP_006411624.1
OG0015137	El003G141850	XP_006411625.1
OG0015138	El003G141900	XP_006411634.1
OG0015139	El003G141920	XP_006411638.1
OG0015140	El003G141590	XP_024005192.1
OG0015141	El003G181560	XP_006409204.1
OG0015142	El003G185250	XP_006405887.1
OG0015143	El003G184130	XP_006395908.1
OG0015144	El003G183970	XP_006395918.1
OG0015145	El003G184350	XP_024007124.1
OG0015146	El004G213200	XP_006391559.1
OG0015147	El003G185530	XP_006405874.2
OG0015148	El003G185600	XP_006405865.2
OG0015149	El003G186290	XP_006405824.1
OG0015150	El003G186340	XP_006405822.1
OG0015151	El003G186700	XP_006405810.1
OG0015152	El003G187510	XP_024014717.1
OG0015153	El003G188260	XP_006405744.1
OG0015154	El003G188170	XP_006405715.1
OG0015155	El003G188990	XP_006405652.1
OG0015156	El003G189510, El001G009960, El001G011700	XP_006405615.1
OG0015157	El003G189700	XP_006405597.2
OG0015158	El003G189710	XP_024014695.1
OG0015159	El007G363890	XP_006398250.1
OG0015160	El002G117980	XP_006415385.1
OG0015161	El006G295990	XP_006410668.1
OG0015162	El006G295970	XP_024003831.1
OG0015163	El006G295950	XP_024003968.1
OG0015164	El001G014910	XP_006418988.1
OG0015165	El001G014940	XP_006418985.1
OG0015166	El002G119090	XP_006415285.1
OG0015167	El006G295560	XP_006410712.1
OG0015168	El006G295600	XP_024016803.1
OG0015169	El006G295620	XP_006410706.1
OG0015170	El006G295700	XP_006410699.1
OG0015171	El006G295740	XP_006410694.1
OG0015172	El002G123040	XP_006396047.1
OG0015173	El001G010130	XP_006397190.2
OG0015174	El001G010640	XP_006397254.1
OG0015175	El001G010680	XP_006397260.1
OG0015176	El001G010810	XP_006397272.1
OG0015177	El003G177680, El001G010910	XP_006397277.1
OG0015178	El001G010920	XP_024010404.1
OG0015179	El002G125180	XP_006396024.1
OG0015180	El001G011350	XP_006397315.1
OG0015181	El006G296990	XP_006410576.1
OG0015182	El006G297190	XP_006410559.1
OG0015183	El006G297600	XP_006410556.1
OG0015184	El006G297910	XP_006410536.1
OG0015185	El006G297980	XP_006410529.1
OG0015186	El006G298190	XP_006410517.1
OG0015187	El006G298200	XP_006410516.1
OG0015188	El006G298320	XP_024003744.1
OG0015189	El006G298460	XP_006410492.1
OG0015190	El007G358540	XP_006403278.1
OG0015191	El007G358380	XP_006403287.1
OG0015192	El007G358370	XP_006403290.1
OG0015193	El007G358040	XP_006403323.1
OG0015194	El007G358050	XP_006403322.1
OG0015195	El007G357980	XP_006403335.1
OG0015196	El007G357560	XP_006403354.1
OG0015197	El007G357520	XP_006403355.1
OG0015198	El007G356940	XP_024013256.1
OG0015199	El007G356630	XP_006403394.1
OG0015200	El001G060320	XP_006400545.1
OG0015201	El007G359710	XP_006403176.1
OG0015202	El007G356520	XP_006400487.1
OG0015203	El007G356490	XP_006405260.1
OG0015204	El001G009330	XP_006397108.1
OG0015205	El001G009230	XP_006397097.1
OG0015206	El001G009190	XP_006397091.1
OG0015207	El001G009180	XP_006397090.1
OG0015208	El001G009170	XP_006397088.1
OG0015209	El001G009040	XP_006397076.1
OG0015210	El001G008810	XP_006397061.1
OG0015211	El001G008330	XP_006397027.1
OG0015212	El001G008260	XP_024009880.1
OG0015213	El001G008210	XP_006397006.1
OG0015214	El001G008130	XP_006396990.1
OG0015215	El001G008110	XP_024009870.1
OG0015216	El001G008100	XP_006396986.2
OG0015217	El001G007940	XP_006396958.1
OG0015218	El001G007830	XP_006396937.1
OG0015219	El001G007730	XP_006396931.1
OG0015220	El001G007700	XP_024009911.1
OG0015221	El001G007380	XP_024010184.1
OG0015222	El001G007370	XP_006396883.1
OG0015223	El001G007060	XP_006396837.1
OG0015224	El001G006900	XP_024010102.1
OG0015225	El001G006720	XP_006396797.1
OG0015226	El007G350000	XP_006395217.1
OG0015227	El003G162950	XP_006413647.1
OG0015228	El001G005790	XP_006396723.1
OG0015229	El001G005760	XP_006396719.1
OG0015230	El001G005640	XP_006396703.1
OG0015231	El001G005620	XP_006396696.1
OG0015232	El001G005570	XP_006396691.1
OG0015233	El001G005400	XP_006396680.1
OG0015234	El001G005190	XP_024010036.1
OG0015235	El001G004960	XP_006396642.1
OG0015236	El001G004710	XP_006396620.1
OG0015237	El007G360910	XP_006398055.1
OG0015238	El007G361430	XP_006398088.1
OG0015239	El007G361480	XP_006398089.1
OG0015240	El007G361580	XP_006398103.1
OG0015241	El007G363200	XP_006398198.2
OG0015242	El007G363760	XP_024010937.1
OG0015243	El007G363980	XP_024011024.1
OG0015244	El007G364050	XP_006398265.1
OG0015246	El004G225930	XP_006390538.1
OG0015247	El007G364260	XP_006398278.1
OG0015248	El007G364270	XP_006398279.1
OG0015249	El002G140400	XP_024005934.1
OG0015251	El007G364930	XP_006398328.1
OG0015252	El007G365020	XP_006398334.1
OG0015253	El002G085220	XP_006398485.1
OG0015254	El007G342700	XP_006403018.1
OG0015255	El007G366020	XP_006398398.1
OG0015256	El003G182530	XP_006403068.1
OG0015257	El003G183080	XP_024013083.1
OG0015258	El007G366530	XP_006398434.1
OG0015259	El007G366510	XP_006398432.2
OG0015260	El003G183390	XP_006395951.1
OG0015261	El005G269530	XP_006418568.1
OG0015262	El003G183470	XP_006395937.1
OG0015263	El005G269980	XP_006418531.1
OG0015264	El003G183540	XP_024007533.1
OG0015265	El003G179630	XP_024004368.1
OG0015266	El005G268930	XP_006418632.1
OG0015267	El003G160620	XP_006413466.1
OG0015268	El003G179060	XP_006414971.2
OG0015269	El005G268280	XP_006418686.1
OG0015270	El005G268270	XP_006418687.1
OG0015271	El003G177960	XP_006414934.1
OG0015272	El003G177070	XP_024005696.1
OG0015273	El003G176800	XP_006414866.1
OG0015274	El003G176100	XP_006414835.1
OG0015275	El003G175990	XP_006414823.1
OG0015276	El003G175210	XP_024005712.1
OG0015277	El003G175030	XP_006414706.1
OG0015278	El003G175000	XP_006414705.1
OG0015279	El005G263980	XP_006406074.1
OG0015280	El003G174170	XP_006414632.1
OG0015281	El003G172980	XP_006414512.1
OG0015282	El005G259790	XP_006414494.1
OG0015283	El003G189880	XP_006405583.1
OG0015284	El003G190490	XP_006405560.1
OG0015285	El003G190830	XP_006405514.1
OG0015286	El003G190880	XP_006405513.1
OG0015287	El003G191280	XP_024014784.1
OG0015288	El003G191840	XP_006405424.1
OG0015289	El003G192600	XP_024014637.1
OG0015290	El005G270160	XP_024014709.1
OG0015291	El006G279740	XP_006397998.1
OG0015292	El006G279820	XP_006397992.1
OG0015293	El007G348520	XP_006390324.1
OG0015295	El006G280030	XP_006397973.1
OG0015296	El006G280050	XP_006397972.1
OG0015297	El006G280060	XP_006397971.1
OG0015298	El006G280210	XP_006397955.1
OG0015299	El006G280220	XP_006397953.1
OG0015300	El006G280260	XP_006397949.1
OG0015301	El006G288500	XP_006397947.1
OG0015302	El006G280300	XP_006397944.1
OG0015303	El005G252210	XP_006406950.1
OG0015304	El006G280830	XP_006397898.1
OG0015305	El006G280990	XP_006397882.1
OG0015306	El006G281010	XP_006397880.1
OG0015307	El006G281200	XP_006397861.1
OG0015308	El006G281260	XP_006397856.1
OG0015309	El006G281440	XP_024010868.1
OG0015310	El006G281560	XP_006397838.1
OG0015311	El006G281720	XP_006397822.2
OG0015312	El006G282070	XP_006397789.1
OG0015313	El006G282400	XP_006397762.1
OG0015314	El006G282760	XP_006397741.1
OG0015315	El006G282770	XP_006397740.1
OG0015316	El006G282790	XP_006397738.1
OG0015317	El006G283050	XP_006397718.1
OG0015318	El006G283170	XP_006397704.1
OG0015319	El006G283190	XP_006397701.1
OG0015320	El006G283220	XP_024010818.1
OG0015321	El006G283300	XP_006397696.1
OG0015322	El006G283430	XP_006397684.1
OG0015323	El006G283460	XP_006397682.1
OG0015324	El006G283580	XP_006397672.1
OG0015326	El006G283970	XP_006397651.1
OG0015327	El006G284380	XP_006397612.1
OG0015328	El006G284710	XP_006397586.1
OG0015329	El006G284820	XP_006397573.1
OG0015330	El006G285170	XP_024010872.1
OG0015331	El006G285310	XP_006397527.1
OG0015332	El006G285410	XP_024010792.1
OG0015333	El006G285440	XP_006397510.1
OG0015334	El006G285640	XP_006397488.1
OG0015335	El006G285810	XP_006411582.1
OG0015336	El006G285930	XP_006411569.2
OG0015337	El006G286000	XP_006411562.1
OG0015338	El006G286130	XP_006411556.1
OG0015339	El006G286240	XP_006411544.1
OG0015340	El006G286250	XP_006411543.1
OG0015341	El006G286340	XP_006411535.1
OG0015342	El006G286420	XP_006411521.1
OG0015343	El006G286650	XP_006411502.1
OG0015344	El006G287210	XP_006411465.1
OG0015345	El006G286900	XP_006411486.1
OG0015346	El006G287830	XP_006411419.2
OG0015347	El001G081720	XP_006398608.1
OG0015348	El001G081710	XP_006398610.1
OG0015349	El001G081370	XP_006398638.1
OG0015350	El001G081330	XP_006398644.1
OG0015351	El001G081180	XP_006398655.1
OG0015352	El001G081140	XP_006398661.1
OG0015353	El001G081070	XP_006398668.1
OG0015354	El001G080930	XP_006398682.1
OG0015355	El001G080850	XP_006398689.1
OG0015356	El001G080260	XP_024011898.1
OG0015357	El001G080190	XP_006398727.1
OG0015358	El001G079870	XP_006398757.1
OG0015359	El001G079840	XP_006398759.1
OG0015360	El001G079810	XP_006398761.2
OG0015361	El001G079600	XP_006398772.1
OG0015362	El007G340360	XP_006398781.1, XP_024010209.1
OG0015363	El001G079360	XP_006398791.1
OG0015364	El001G079320	XP_006398797.1
OG0015365	El001G079030	XP_006398823.1
OG0015366	El001G072200	XP_024012050.1
OG0015367	El001G078980	XP_006398827.1
OG0015368	El001G078850	XP_024011450.1, XP_006398839.1
OG0015370	El001G078720	XP_006398852.1
OG0015371	El001G078530	XP_006398866.1
OG0015372	El001G078260	XP_006398884.2
OG0015373	El001G078250	XP_024011978.1
OG0015374	El001G060960	XP_006400494.1
OG0015375	El001G059910	XP_006400590.1
OG0015376	El001G060030	XP_006400579.1
OG0015377	El001G059200	XP_024011491.1
OG0015378	El001G059140	XP_006400656.1
OG0015379	El003G156380	XP_006413043.1
OG0015380	El001G059030	XP_006400671.1
OG0015381	El001G058970	XP_006400675.1
OG0015382	El001G058780	XP_006400693.1
OG0015383	El001G058530	XP_024011959.1
OG0015384	El001G058410	XP_006400717.2
OG0015385	El001G058230	XP_006400735.1
OG0015386	El001G058100	XP_006400745.1
OG0015387	El001G058030	XP_024012706.1
OG0015388	El001G057590	XP_006400778.1
OG0015389	El007G330180	XP_006400817.1
OG0015390	El007G330360	XP_006400831.1
OG0015391	El007G330390	XP_006400836.2
OG0015393	El004G217400	XP_006391295.1
OG0015394	El007G330900	XP_006400887.1
OG0015395	El007G331130	XP_006400911.2
OG0015396	El007G331200	XP_006400919.1
OG0015397	El007G331750	XP_024012426.1
OG0015398	El007G332160	XP_006401006.1
OG0015399	El007G331700	XP_006400957.1
OG0015400	El007G331940	XP_006400985.2
OG0015401	El007G327480	XP_006394312.1
OG0015402	El007G327320	XP_006394295.1
OG0015403	El007G327280	XP_006394291.2
OG0015404	El007G327210	XP_024007548.1
OG0015405	El007G327200	XP_006394283.1
OG0015406	El007G327180	XP_006394281.1
OG0015407	El007G327160	XP_006394279.1
OG0015408	El007G327150	XP_006394278.1
OG0015409	El007G326930	XP_024007054.1
OG0015410	El007G326630	XP_024007619.1
OG0015411	El007G326590	XP_006394224.1
OG0015412	El006G291800	XP_006411053.1
OG0015413	El007G326270	XP_006394184.1
OG0015414	El007G326140	XP_006394167.2
OG0015415	El007G326120	XP_024007486.1
OG0015416	El007G326100	XP_006394161.1
OG0015417	El007G325990	XP_006394155.1
OG0015418	El007G325950	XP_006394152.1
OG0015419	El007G325900	XP_006394145.1
OG0015420	El007G325820	XP_024007652.1
OG0015421	El007G325760	XP_006394128.1
OG0015422	El007G325480	XP_006394105.1
OG0015423	El007G325430	XP_024007326.1
OG0015424	El007G325090	XP_006394071.1
OG0015425	El007G324920	XP_006394052.1
OG0015426	El007G324740	XP_024007089.1
OG0015427	El007G324590	XP_006394020.2
OG0015428	El007G324510	XP_006394008.1
OG0015429	El007G324390	XP_024007620.1
OG0015430	El007G324150	XP_006393975.1
OG0015431	El007G324090	XP_006393973.1
OG0015432	El007G323970	XP_006393968.1
OG0015433	El007G323890	XP_006393961.1
OG0015434	El007G323840	XP_006393954.1
OG0015435	El007G323790	XP_006393946.1
OG0015436	El007G323660	XP_006393930.1
OG0015437	El007G323650	XP_006393929.1
OG0015438	El007G323570	XP_006393926.1
OG0015439	El007G323310	XP_006393903.1
OG0015440	El006G314440	XP_006405190.1
OG0015441	El007G323100	XP_006393883.1
OG0015442	El007G323070	XP_006393880.1
OG0015443	El007G322800	XP_006393860.1
OG0015444	El007G322610	XP_006414439.1
OG0015445	El007G322580	XP_006393846.1
OG0015446	El007G322460	XP_006393835.1
OG0015447	El007G322350	XP_006393830.1
OG0015448	El007G322290	XP_006393815.1
OG0015449	El007G322230	XP_006405329.1
OG0015450	El007G322170	XP_006393803.2
OG0015451	El007G322050	XP_006393792.1
OG0015452	El007G321920	XP_024006692.1
OG0015453	El001G000100	XP_006396205.1
OG0015454	El001G000840	XP_006396270.1
OG0015455	El001G000590	XP_006396247.1
OG0015456	El001G000440	XP_006396234.1
OG0015457	El001G001030	XP_024009784.1
OG0015458	El001G001040	XP_024009785.1
OG0015459	El001G001180	XP_006396304.1
OG0015460	El001G001240	XP_024009807.1
OG0015461	El001G001330	XP_006396320.1
OG0015462	El001G001910	XP_006396366.1
OG0015463	El001G002040	XP_006396372.1
OG0015464	El001G002240	XP_006396396.1
OG0015465	El001G002360	XP_006396406.2
OG0015466	El001G003030	XP_006396460.1
OG0015467	El001G003180	XP_006396476.1
OG0015468	El001G003200	XP_006396477.1
OG0015469	El001G003210	XP_006396478.1
OG0015470	El007G325300	XP_006396513.1
OG0015471	El001G003560	XP_006396516.2
OG0015472	El007G360340	XP_006403125.1
OG0015473	El007G360250	XP_006403132.2
OG0015475	El007G360220	XP_006403135.1
OG0015476	El007G360010	XP_006403149.1
OG0015477	El007G359870	XP_006403160.2
OG0015478	El007G359840	XP_006403164.1
OG0015479	El007G359720	XP_006403175.1
OG0015480	El007G359690	XP_024013249.1
OG0015481	El007G359670	XP_006403192.1
OG0015482	El007G359040	XP_006403239.1
OG0015483	El006G300000	XP_024004256.1
OG0015484	El006G299110	XP_006410430.2
OG0015485	El006G299500	XP_006410394.1
OG0015486	El006G300130	XP_006410346.1
OG0015487	El006G300200	XP_006410341.1
OG0015488	El006G300220	XP_006410340.1
OG0015489	El006G300370	XP_006410327.1
OG0015490	El006G300980	XP_006410281.1
OG0015491	El006G301110	XP_006410265.1
OG0015492	El006G301120	XP_006410264.2
OG0015493	El006G301740	XP_006410188.2
OG0015494	El006G302370	XP_006410132.1
OG0015495	El006G302580	XP_006410090.1
OG0015496	El006G302930	XP_006410047.1
OG0015497	El006G304150	XP_006409950.1
OG0015498	El006G304500	XP_024004261.1
OG0015499	El006G304860	XP_006409899.1
OG0015500	El006G304930	XP_024003723.1
OG0015501	El006G304980	XP_024016675.1
OG0015502	El006G305420	XP_006415101.2, XP_024016856.1
OG0015503	El006G305610	XP_024016854.1
OG0015504	El006G305670	XP_006409836.1
OG0015505	El006G305700	XP_024003832.1
OG0015506	El006G305780	XP_024003636.1
OG0015507	El006G305810	XP_006409826.1
OG0015508	El006G306140	XP_006409796.1
OG0015509	El006G308210	XP_006408667.1
OG0015510	El006G308140	XP_006408664.1
OG0015511	El006G307970	XP_024015827.1
OG0015512	El006G307490	XP_006408622.1
OG0015513	El006G307430	XP_024016053.1
OG0015514	El006G307180	XP_006408712.1
OG0015515	El006G309220	XP_006408610.1
OG0015516	El006G309230	XP_006408611.1
OG0015517	El006G309910	XP_006397283.1
OG0015518	El006G309960	XP_006409720.1
OG0015519	El006G309400	XP_006408728.1
OG0015520	El006G310960	XP_024016729.1, XP_006398332.1
OG0015521	El006G286980	XP_006394306.1
OG0015522	El002G090320	XP_006413425.1
OG0015523	El001G000120	XP_006396207.1
OG0015525	El001G077220	XP_006398022.1
OG0015526	El006G312420	XP_006408736.1
OG0015527	El006G312500	XP_024016003.1, XP_024016005.1
OG0015528	El007G364010	XP_006408783.1
OG0015529	El006G312760	XP_006408793.1
OG0015530	El006G312810	XP_006408861.1
OG0015531	El006G313220	XP_006408850.1
OG0015532	El006G313560	XP_024016084.1
OG0015533	El006G313710	XP_006408799.1
OG0015534	El003G156790	XP_006413076.1
OG0015535	El005G235520	XP_006408516.2
OG0015536	El005G235440	XP_006408525.1
OG0015537	El005G235140	XP_006408551.1
OG0015538	El005G235100	XP_006408554.1
OG0015539	El002G113740	XP_006415693.1
OG0015540	El005G235010	XP_006408558.1
OG0015541	El005G234960	XP_006408562.1
OG0015542	El005G234900, El002G097550	XP_006408568.1
OG0015543	El005G256850	XP_006408573.2
OG0015545	El001G082290	XP_006398553.2
OG0015546	El006G316860	XP_006409560.1
OG0015547	El001G082260	XP_024011824.1
OG0015548	El001G082230	XP_006398563.1
OG0015549	El001G082220	XP_006398564.2
OG0015550	El006G302400	XP_024012169.1
OG0015551	El001G082200	XP_006398567.1
OG0015552	El001G082110	XP_006398574.1
OG0015553	El001G082090	XP_006398575.1
OG0015554	El001G082080	XP_006398577.1
OG0015555	El003G157870	XP_024005414.1
OG0015556	El003G157530	XP_006413139.1
OG0015557	El005G235940	XP_006408473.1
OG0015558	El005G235990	XP_024015417.1
OG0015559	El005G236250	XP_006408447.1
OG0015561	El005G236280	XP_024015000.1
OG0015562	El005G236350	XP_006408438.1
OG0015563	El005G236450	XP_006408428.1
OG0015564	El005G236460	XP_006408427.1
OG0015565	El005G236600	XP_006408417.1
OG0015566	El005G236880	XP_006408397.1
OG0015567	El005G236930	XP_006408392.1
OG0015568	El005G236960	XP_006408390.1
OG0015569	El005G237070	XP_006408380.1
OG0015570	El005G237210	XP_006408362.1
OG0015571	El005G237290	XP_006408355.1
OG0015572	El005G237300	XP_006408353.1
OG0015573	El005G237560	XP_006408321.1
OG0015574	El005G237840	XP_006408294.1
OG0015575	El005G238090	XP_006408278.1
OG0015576	El005G238200	XP_006408270.1
OG0015578	El005G238740	XP_006408219.1
OG0015579	El005G238870	XP_006408205.1
OG0015580	El005G238960	XP_006408193.1
OG0015581	El005G239500	XP_006408156.1
OG0015584	El005G240160	XP_006408093.1
OG0015585	El005G240420	XP_024015347.1
OG0015586	El005G240310	XP_006408081.1
