Orthogroup	Erysimum_linariifolium	Brassica_napus
OG0014667	El003G151840	XP_013750419.1, XP_048619227.1
OG0014668	El003G151750	XP_013650179.2, XP_013679386.2
OG0014669	El003G151720	XP_048601242.1, XP_048636678.1
OG0014670	El003G151570	XP_013650196.2, XP_013670782.1
OG0014671	El003G151540	XP_048636539.1, XP_013670776.2
OG0014672	El002G091480	XP_013672624.2, XP_013716426.2
OG0014673	El003G151340	XP_022555931.2, XP_013720300.2
OG0014674	El003G151140	XP_048601213.1, XP_013668436.2
OG0014675	El003G151120	XP_013719536.2, XP_013716678.1
OG0014676	El003G151110	XP_013685839.2, XP_048594860.1
OG0014677	El003G151010	XP_048601207.1, XP_013650227.2
OG0014678	El003G150960	XP_013716686.1, XP_013751256.2
OG0014679	El003G150800	XP_013666843.2, XP_048636368.1
OG0014680	El003G150520	XP_013696959.1, XP_013664658.3
OG0014681	El003G150490	XP_013664556.2, XP_013697704.1
OG0014682	El003G150420	XP_022552715.2, XP_048601180.1
OG0014683	El006G314080, El006G314090	XP_013664008.1, XP_013709880.2
OG0014684	El003G150120	XP_013670111.2, XP_022546280.2
OG0014685	El003G149780	XP_013670461.1, XP_013666613.1
OG0014686	El003G149890	XP_013670658.2, XP_013666651.2
OG0014687	El003G149930	XP_013733077.1, XP_013656277.2
OG0014689	El003G148250	XP_013697686.2, XP_013652122.2
OG0014690	El003G149190	XP_013735183.2, XP_013664202.2
OG0014691	El003G149160	XP_013664199.1, XP_013735189.2
OG0014692	El003G149150	XP_048635522.1, XP_013664197.2
OG0014693	El003G149130	XP_013735193.2, XP_013664196.1
OG0014695	El003G148900	XP_013666243.1, XP_022571570.1, XP_048619296.1
OG0014696	El003G148190	XP_022550195.1, XP_013650507.2
OG0014697	El003G148380	XP_013692406.1, XP_048601129.1
OG0014698	El003G148550, El003G148540	XP_048602496.1, XP_048605673.1
OG0014699	El003G148680	XP_013743290.1, XP_013735212.2
OG0014700	El003G148130	XP_048635123.1, XP_013693542.2
OG0014701	El003G148150	XP_013651223.2, XP_013697228.1
OG0014702	El003G147900	XP_048601116.1, XP_013649706.2
OG0014703	El003G147790	XP_022569994.1, XP_013649123.1
OG0014704	El005G274180	XP_022562180.1, XP_013724900.2
OG0014705	El005G278850	XP_013740329.1
OG0014706	El003G147140	XP_013730947.2, XP_048594785.1
OG0014707	El003G146980	XP_013751773.1, XP_013670579.2
OG0014708	El003G146940	XP_013670576.1, XP_013752127.2
OG0014709	El002G118190	XP_013653080.1, XP_013722643.1
OG0014710	El002G118580, El002G118560	XP_013693262.2
OG0014711	El002G118720	XP_013750175.2, XP_022559208.1
OG0014712	El002G118950	XP_013662323.1, XP_048614715.1
OG0014713	El002G118970	XP_013710860.2, XP_048594551.1
OG0014714	El002G119120	XP_013715142.2, XP_022564065.1
OG0014715	El002G119130	XP_013749171.2, XP_048626485.1, XP_013749172.1, XP_013660502.2
OG0014716	El002G119600	XP_048595003.1, XP_013733835.1
OG0014717	El002G119650	XP_013740365.1, XP_013659578.2
OG0014718	El002G119700	XP_013728671.1, XP_048635162.1, XP_022576013.1
OG0014719	El002G119710	XP_048594996.1, XP_013733845.1
OG0014720	El002G119750	XP_022546443.2, XP_022546635.2, XP_048615051.1
OG0014721	El002G119930	XP_022571386.1, XP_048635493.1, XP_013742642.2
OG0014722	El002G119950	XP_013656873.1, XP_013662286.2
OG0014723	El003G170100	XP_048623167.1, XP_048601845.1
OG0014724	El003G170110	XP_013671353.1
OG0014725	El003G170400	XP_013733745.2, XP_013721554.2, XP_048626203.1, XP_013671360.1
OG0014727	El003G170450	XP_048594632.1, XP_048622087.1
OG0014728	El003G170470	XP_013671709.1, XP_013733810.2
OG0014729	El003G170620	XP_013733800.1, XP_022550563.1
OG0014730	El003G170810	XP_013743388.1, XP_022550577.1
OG0014731	El003G171250	XP_013706197.2, XP_013737376.2
OG0014732	El003G171330	XP_048602198.1, XP_048625879.1
OG0014733	El004G210740	XP_013733224.1, XP_013712600.2
OG0014734	El004G202990	XP_013710919.1, XP_013740738.2
OG0014735	El004G209380	XP_022556505.1, XP_022569141.1
OG0014736	El004G217740	XP_048591885.1, XP_048616132.1
OG0014737	El004G208860	XP_013681995.2, XP_013730053.2
OG0014738	El004G208800	XP_013671856.1, XP_013730270.2
OG0014739	El004G207480	XP_022571461.1, XP_022556475.1
OG0014740	El004G206900	XP_048595887.1
OG0014741	El004G206420	XP_013728917.2, XP_013746304.1
OG0014742	El004G204740	XP_022570249.2, XP_013661720.2
OG0014743	El004G202680	XP_013748739.2, XP_022550782.1
OG0014745	El003G153570	XP_013707084.2, XP_013738242.1
OG0014746	El004G201310	XP_013677363.1, XP_013725318.1
OG0014747	El004G201050	XP_013725304.1, XP_013675085.1
OG0014748	El004G200320	XP_013750178.1, XP_013661654.2
OG0014749	El004G200150	XP_022575561.2, XP_048592130.1
OG0014750	El004G199770	XP_048592186.1, XP_013711312.2
OG0014751	El004G198890	XP_013668739.1, XP_048626025.1
OG0014752	El004G198530	XP_013739810.1, XP_013692449.2
OG0014753	El001G035990	XP_013706034.1, XP_048637313.1
OG0014754	El001G036230	XP_048604242.1, XP_013684338.1
OG0014755	El001G036250	XP_013684357.1, XP_013734430.1
OG0014756	El001G036310	XP_013724228.1, XP_013684431.1
OG0014757	El001G036510	XP_013746499.2, XP_013705509.2, XP_013714246.2
OG0014758	El001G036580	XP_048615163.1, XP_013729243.1
OG0014759	El001G036600	XP_013684793.2, XP_013703724.2
OG0014760	El001G036630	XP_013684776.2
OG0014761	El001G036670	XP_048607807.1, XP_013729224.2
OG0014762	El001G036780	XP_022570690.2, XP_013714197.1, XP_048599737.1, XP_013729230.1
OG0014763	El001G036830	XP_048637254.1, XP_048619633.1
OG0014764	El001G037120	XP_048624478.1, XP_013687365.2
OG0014765	El001G037880	XP_013706770.1, XP_013664937.2
OG0014766	El001G037970	XP_048600080.1, XP_048627383.1, XP_048602306.1
OG0014767	El001G037980	XP_048627381.1, XP_022572240.1, XP_048602304.1
OG0014768	El001G038100	XP_013687344.3, XP_013712741.2
OG0014769	El001G038510	XP_013734418.1, XP_022570144.1
OG0014770	El001G038530	XP_048630050.1, XP_048631312.1, XP_013677486.1
OG0014771	El001G038730	XP_013686207.1, XP_013692513.2
OG0014772	El001G038800	XP_013692780.2, XP_048619663.1
OG0014773	El001G039000	XP_013697519.1, XP_048602319.1
OG0014774	El001G039790	XP_013713000.2, NP_001302773.1
OG0014775	El001G040100	XP_013675100.1, XP_048637171.1
OG0014776	El001G040120	XP_013710077.1, XP_013714399.1
OG0014777	El001G040270	XP_022552781.1, XP_013697272.1
OG0014778	El001G040310	XP_013644839.2, XP_013677389.2
OG0014779	El001G040390	XP_013713888.2, XP_048596702.1
OG0014780	El001G040960	XP_013644731.2, XP_013706055.1
OG0014781	El001G041190	XP_048618034.1, XP_013644715.2
OG0014782	El001G041230	XP_013644713.2, XP_022562491.2
OG0014783	El001G041460	XP_013706213.2, XP_048591356.1
OG0014784	El001G041590	XP_013672573.2, XP_013644699.1
OG0014785	El001G041740	XP_013710166.2, XP_013725042.2
OG0014786	El001G041800	XP_013672562.2, XP_013644680.2
OG0014787	El001G042070	XP_048628329.1, XP_013698014.1, XP_013670869.1
OG0014788	El001G042410	XP_013691471.1, XP_048595259.1
OG0014789	El001G042540	XP_022543587.2, XP_013703940.2
OG0014790	El001G042700	XP_013677559.2
OG0014791	El001G042990	XP_048602937.1, XP_048600935.1
OG0014792	El001G043000	XP_022562855.2, XP_048591314.1
OG0014793	El001G043670	XP_013707835.2, XP_013691216.2
OG0014794	El001G044050	XP_013687500.2, XP_013644540.2
OG0014795	El001G044150	XP_013644526.2, XP_013687497.1
OG0014796	El003G189150	XP_013722693.1, XP_013743067.1
OG0014797	El001G045620	XP_013666585.2, XP_013677599.1
OG0014798	El001G046230	XP_013706428.2, XP_013644469.1
OG0014799	El003G188040	XP_013746705.1, XP_048610737.1
OG0014800	El004G199350	XP_022556558.2, XP_013723388.1
OG0014801	El004G217270	XP_022557660.2, XP_013676366.1
OG0014802	El004G217180	XP_013688093.1, XP_013674777.2
OG0014803	El004G217150	XP_013688059.1
OG0014804	El004G216320	XP_013649176.2, XP_013698639.2
OG0014805	El004G215710	XP_022544814.2, XP_013643335.1
OG0014806	El004G215570	XP_013722589.1, XP_013688807.3
OG0014807	El004G215330	XP_013669877.1, XP_013674855.2
OG0014808	El004G215180	XP_022544805.2, XP_013722465.1
OG0014809	El004G214810	XP_022559842.1, XP_013722381.3
OG0014810	El004G214560	XP_048604187.1, XP_013676684.2
OG0014811	El004G214280	XP_022560478.1, XP_022544790.2
OG0014812	El004G213990	XP_048627485.1, XP_013722464.1, XP_022544785.1
OG0014813	El004G213680	XP_013722449.1, XP_022544782.2
OG0014814	El004G212560	XP_013706361.1, XP_013702130.1
OG0014815	El004G211810	XP_013704451.2, XP_013702399.2
OG0014816	El004G211740	XP_013702589.2, XP_013641936.2
OG0014818	El004G211190	XP_013701826.1, XP_013717971.1
OG0014819	El004G211140	XP_013683666.2, XP_013686267.2
OG0014820	El004G211090	XP_013649879.1, XP_048615946.1
OG0014821	El007G326610	XP_022554740.2, XP_013686378.2
OG0014822	El004G211020	XP_013686365.2, XP_048604081.1
OG0014823	El002G128590	XP_013677991.1, XP_013750272.2
OG0014824	El004G210910	XP_022567425.2, XP_048595065.1
OG0014825	El001G002130	XP_048637455.1
OG0014826	El004G193780	XP_048596656.1, XP_013701766.1
OG0014827	El001G020920	XP_013697892.1, XP_048596986.1
OG0014828	El001G039070	XP_013684917.2, XP_013644797.1
OG0014829	El004G194050	XP_013661515.2, XP_013644779.1
OG0014830	El004G194110	XP_048625941.1, XP_013660218.2
OG0014831	El004G194130	XP_013661520.2, XP_048625957.1
OG0014832	El004G194260	XP_048625936.1, XP_048595677.1
OG0014833	El004G195160	XP_013747662.1, XP_013687947.2
OG0014834	El004G195470	XP_048625974.1, XP_013674926.1
OG0014835	El004G195700	XP_013686143.1, XP_013747890.1
OG0014836	El004G195940	XP_022550902.1, XP_013748048.1
OG0014837	El004G195960	XP_013733384.1, XP_013748097.1
OG0014838	El004G195980	XP_022570434.2, XP_013658120.2
OG0014839	El004G196050	XP_048595669.1, XP_013716816.2
OG0014840	El004G196060	XP_013659332.2, XP_048595719.1
OG0014841	El004G196540	XP_013748273.1
OG0014842	El004G197090	XP_013661603.1, XP_013726448.2
OG0014843	El004G197350	XP_013696896.1, XP_013661607.1
OG0014844	El004G197530	XP_048626003.1, XP_048595728.1
OG0014845	El004G197550	XP_013695311.2, XP_013659344.1
OG0014846	El004G197570	XP_013695243.1, XP_048595730.1
OG0014847	El004G197980	XP_013705694.1, XP_013675871.2
OG0014848	El005G248340	XP_013729720.1, XP_013749932.1
OG0014849	El003G155960	XP_013708744.1, XP_048593684.1
OG0014850	El003G158540	XP_013741566.1, XP_048600181.1
OG0014852	El003G158290	XP_013697990.1, XP_013741313.2
OG0014853	El003G158220	XP_013705199.1, XP_013738096.1
OG0014854	El006G288190	XP_048612698.1, XP_013740571.1
OG0014856	El006G288310	XP_013687787.1, XP_048634630.1
OG0014857	El006G288520	XP_013687768.2, XP_013727386.2
OG0014858	El006G288360	XP_013686028.1, XP_048635445.1
OG0014859	El006G288630	XP_013691772.1, XP_013747853.2
OG0014860	El006G288800	XP_013747859.2, XP_013692501.1
OG0014861	El006G288850	XP_013747860.2, XP_013692731.1
OG0014862	El005G244260	XP_013736068.2, XP_013648096.1
OG0014863	El005G244280	XP_048600756.1, XP_013724083.1
OG0014864	El005G244380	XP_048612222.1, XP_048600761.1
OG0014865	El005G244420	XP_048612003.1, XP_013724160.2
OG0014866	El005G244480	XP_013750457.2, XP_022575595.1
OG0014867	El005G244630	XP_022575585.2, XP_013750366.1
OG0014868	El005G244740	XP_022559240.1, XP_013750375.3
OG0014869	El005G244850	XP_013724113.2, XP_048600736.1
OG0014870	El005G244910	XP_013724126.2, XP_048610904.1
OG0014871	El005G244920	XP_048610967.1, XP_048600732.1
OG0014872	El005G245060	XP_022559230.1, XP_013750401.3
OG0014873	El005G245070	XP_013750402.1, XP_022559232.1
OG0014874	El005G245130	XP_022559228.1, XP_013750410.2
OG0014875	El001G079080	XP_013720231.1
OG0014876	El005G245340	XP_013706219.1, XP_048635970.1
OG0014877	El005G245350	XP_048615268.1, XP_013706218.2
OG0014878	El005G245560	NP_001303063.1, XP_048615253.1
OG0014879	El005G245660	XP_013672801.1, XP_048635957.1
OG0014880	El005G245700	XP_048632319.1, XP_013648133.2
OG0014881	El005G245740	XP_048635954.1, XP_022567756.1
OG0014882	El005G246090	XP_013672769.1, XP_013750231.2
OG0014883	El007G335560	XP_013685238.2, XP_013725338.1
OG0014884	El005G246500	XP_013750156.1, XP_013640206.2
OG0014885	El005G246360	XP_013750348.2, XP_013750252.2
OG0014886	El005G246550	XP_013750153.1, XP_022575540.1
OG0014887	El005G246620	XP_013729575.1, XP_048609042.1
OG0014888	El005G246870	XP_022558516.1, XP_013750140.2
OG0014889	El005G247850	XP_048635898.1, XP_013640162.1
OG0014890	El005G247990	XP_013712975.1, XP_013646973.1
OG0014891	El005G247900	XP_013750119.1, XP_022575482.1
OG0014892	El005G248150	XP_013749944.1, XP_013731739.1
OG0014893	El001G011480	XP_013680909.1, XP_013680900.2
OG0014894	El007G345160	XP_022567744.2, XP_022548826.2
OG0014895	El001G011510	XP_013683963.1, XP_013683986.1
OG0014896	El007G344880	XP_013641944.2, XP_013701607.2
OG0014897	El005G259870	XP_013685059.1, XP_013736599.1
OG0014898	El007G344180	XP_048625438.1, XP_013705810.2
OG0014899	El002G090910	XP_013641106.2, XP_013711344.2
OG0014900	El007G343630	XP_013641956.1, XP_013702298.2
OG0014901	El007G343580	XP_013702297.1, XP_013641958.1
OG0014902	El007G343500	XP_013682836.1, XP_013683291.1
OG0014903	El007G343360	XP_013659277.1, XP_022574563.2
OG0014904	El007G343130	XP_013683304.1, XP_013682857.1
OG0014905	El007G342790	XP_048608343.1, XP_013640538.1
OG0014907	El007G342280	XP_013640550.1, XP_013683329.1
OG0014908	El007G342160	XP_013676309.2, XP_013708709.2
OG0014909	El007G342140	XP_013676312.2, XP_048610280.1
OG0014910	El007G342100	XP_048609733.1, XP_013707735.1
OG0014911	El007G341710	XP_048598706.1
OG0014912	El007G341550	XP_013683351.1, XP_013712599.1
OG0014913	El007G341540	XP_013683352.1, XP_013708276.2
OG0014914	El007G341480	XP_013709256.1, XP_013691653.1, XP_048630024.1
OG0014915	El007G341460	XP_013686468.2, XP_013642863.1
OG0014916	El007G341450	XP_022554664.1, XP_013683355.1
OG0014917	El007G341200	XP_013708691.2, XP_013713076.2
OG0014918	El007G341050	XP_013714261.1, XP_013687527.2
OG0014919	El007G341000	XP_013714263.1, XP_013715397.2
OG0014920	El007G340710	XP_013687742.1, XP_013680634.1
OG0014921	El007G339840	XP_013680904.1, XP_013740379.1
OG0014922	El007G340030	XP_013733853.1, XP_013733921.2
OG0014923	El007G340210	XP_013726821.2, XP_013709657.1
OG0014924	El007G339670	XP_013714512.1, XP_013666799.2
OG0014925	El007G339640	XP_013698775.2, XP_013686574.1
OG0014926	El007G339460	XP_013714723.1, XP_013666785.2
OG0014927	El007G338870	XP_048623778.1, XP_013727385.1
OG0014928	El007G338000	XP_022551691.2, XP_013714752.3
OG0014929	El007G337510	XP_013687080.1, XP_013666733.1
OG0014931	El007G347980	XP_013666941.1, XP_013726218.2
OG0014932	El007G336690	XP_013713952.1, XP_013666937.1
OG0014933	El007G336620	XP_013676187.1, XP_048607239.1
OG0014934	El007G336530	XP_048629286.1, XP_013640668.2
OG0014935	El007G336030	XP_013675656.1, XP_013693289.2
OG0014936	El007G335940	XP_013740448.2, XP_022566852.1
OG0014937	El007G335840	XP_022570741.2, XP_022569846.2
OG0014939	El007G335340	XP_048624734.1, XP_048598854.1
OG0014940	El007G335220	XP_013729133.1, XP_013667006.1
OG0014941	El007G335210	XP_013729134.2, XP_048598857.1
OG0014942	El007G334820	XP_048608218.1, XP_013732944.2
OG0014943	El007G334800	XP_013714793.1, XP_048598875.1
OG0014944	El007G334790	XP_048598877.1, XP_048624757.1
OG0014945	El007G334310	XP_048606795.1, XP_022551943.2
OG0014946	El007G333940	XP_013656867.1, XP_013697264.1
OG0014947	El007G333920	XP_013695477.2, XP_013665831.2
OG0014948	El007G333810	XP_013665834.1, XP_013690524.1, XP_013740326.1, XP_013680600.1
OG0014949	El007G333720	XP_048628595.1, XP_013733184.1, XP_013679134.3
OG0014950	El007G333630	XP_013683161.2, XP_013684076.2
OG0014951	El007G333400	XP_013722227.1, XP_048598920.1
OG0014952	El007G333380	XP_013682445.2, XP_013731993.1
OG0014953	El005G264570	XP_013702531.1, XP_013671081.1
OG0014954	El001G011600	XP_013714905.1, XP_013712851.1
OG0014955	El001G068310	XP_048604047.1, XP_013640509.1
OG0014956	El001G068300	XP_013679619.1, XP_013646290.1
OG0014957	El001G068610	XP_048625864.1, XP_013752339.1
OG0014958	El001G068840	XP_013728190.1, XP_013674551.1
OG0014959	El001G069360	XP_013676087.2, XP_013679334.1
OG0014960	El001G069660	XP_013727128.1, XP_013720834.1
OG0014961	El001G070080, El001G070070, El006G303810, El001G045160	XP_013666102.2, XP_022565676.1
OG0014962	El001G070110	XP_048602774.1, XP_013678770.2, XP_013679100.1
OG0014963	El001G070240	XP_048625242.1, XP_048598359.1
OG0014964	El001G070330	XP_013668073.2, XP_013687389.1
OG0014965	El001G070350	XP_013668079.1, XP_013687392.1
OG0014966	El001G070560	XP_013712436.1
OG0014967	El001G070840	XP_013708690.1, XP_013668100.2
OG0014968	El001G070870	XP_013668102.2, XP_013708244.1
OG0014969	El006G292090	XP_013725526.1, XP_022574901.2
OG0014970	El001G070980	XP_013711444.1, XP_048598367.1
OG0014971	El001G071010	XP_013668114.2, XP_013711238.1
OG0014972	El001G071040	XP_013678953.1
OG0014973	El001G071220	XP_013726440.2, XP_013680257.1
OG0014974	El001G071230	XP_022554234.1, XP_048626237.1
OG0014975	El001G071450	XP_048625315.1, XP_022567239.2
OG0014976	El001G071480	XP_022566768.2
OG0014977	El001G071550	XP_013699354.1, XP_013666125.2
OG0014978	El001G071610	XP_048625332.1, XP_013668151.2
OG0014979	El001G071790	XP_048598404.1, XP_013723229.1
OG0014980	El001G071810	XP_013668162.1, XP_022568626.1
OG0014981	El001G072040	XP_013722877.1, XP_013715755.1
OG0014982	El002G125140, El001G072370	XP_048602700.1, XP_013680718.2
OG0014983	El001G072420	XP_013737491.1, XP_013715641.2
OG0014984	El001G072580	XP_013715658.2, XP_013737484.1
OG0014985	El001G072590	XP_048603455.1, XP_013692546.1
OG0014986	El001G072910	XP_013715485.2, XP_048625375.1
OG0014987	El001G073440	XP_022566582.2, XP_013680356.1
OG0014988	El001G073470	XP_013675754.2, XP_013690651.1
OG0014989	El001G073750	XP_013680413.2, XP_013680373.1
OG0014990	El001G074170	XP_013715230.2, XP_013743194.2
OG0014991	El001G074270	XP_013740112.1, XP_013701634.1
OG0014992	El001G074370	XP_048603106.1, XP_048602669.1
OG0014993	El001G074460	XP_013743209.1, XP_013715480.2
OG0014994	El003G169920	XP_013671336.1, XP_013733816.1
OG0014995	El003G169730	XP_048594658.1, XP_048622120.1
OG0014996	El003G169710	XP_048622157.1, XP_048600284.1
OG0014997	El003G169140	XP_013741327.1, XP_048618877.1
OG0014998	El003G169130	XP_022543233.2, XP_013737285.2
OG0014999	El003G168190	XP_048607223.1, XP_013654789.2, XP_013654763.1
OG0015000	El003G168050	XP_048638331.1, XP_013671011.1
OG0015001	El003G167910	XP_013668897.1, XP_013671020.1
OG0015002	El003G167890	XP_048601445.1, XP_048638374.1
OG0015003	El003G167840	XP_013728065.1, XP_013668332.1
OG0015004	El003G167570	XP_048618909.1, XP_013710540.1, XP_048632819.1
OG0015005	El003G167540	XP_013726572.1, XP_022550312.1
OG0015006	El003G167110	XP_048618921.1, XP_022561213.2, XP_013737410.2
OG0015007	El003G167000	XP_013728932.1, XP_013719506.1
OG0015008	El003G166700	XP_013730702.1, XP_048601472.1
OG0015009	El003G166260	XP_013660885.1, XP_013734092.1
OG0015010	El003G166250	XP_013734114.1, XP_013660886.1
OG0015011	El003G166200	XP_013734006.1, XP_013660889.1
OG0015012	El003G165750	XP_013733637.1, XP_048601491.1
OG0015013	El003G165330	XP_048596065.1, XP_022568589.2
OG0015014	El003G165260	XP_048596087.1, XP_013671123.2
OG0015015	El003G165190	XP_013671117.1, XP_013735170.2
OG0015016	El002G102150	XP_013657289.1, XP_048622397.1
OG0015017	El003G164900	XP_013671126.2, XP_013737429.2
OG0015018	El003G164800	XP_048596293.1
OG0015019	El001G067230	XP_013714410.1
OG0015020	El003G164730	XP_013643847.2, XP_013734868.1
OG0015021	El003G164590	XP_048596337.1, XP_022550349.1
OG0015022	El003G164530	XP_013671171.2, XP_013737118.2
OG0015023	El003G164490	XP_013671162.2, XP_013737072.2
OG0015024	El003G164260	XP_013672549.2, XP_013717245.1
OG0015025	El003G164120	XP_048596465.1, XP_013660272.1
OG0015026	El003G164070	XP_013664731.1, XP_013642963.2
OG0015027	El003G163720	XP_048596541.1, XP_013731861.1
OG0015028	El003G162980	XP_013733988.1, XP_013672073.2
OG0015029	El003G162800	XP_013733972.2, XP_013738186.2
OG0015030	El003G162620	XP_013671186.1, XP_013738020.2
OG0015031	El003G162580	XP_022572567.2, XP_013737606.2
OG0015033	El003G160940	XP_013711289.2, XP_013738851.2
OG0015034	El003G160670	XP_048600082.1, XP_022572181.1
OG0015035	El002G120340	XP_013691928.2, XP_022545580.2
OG0015036	El002G120400	XP_048635145.1, XP_048635507.1, XP_022568273.1
OG0015037	El002G120440	XP_013662263.1, XP_013671832.1
OG0015038	El002G120630	XP_013715162.1, XP_013741881.1
OG0015039	El002G120650	XP_048635141.1, XP_022568275.1, XP_022570288.1
OG0015040	El002G120960	XP_013712001.1, XP_013717494.2
OG0015041	El002G120980	XP_013708154.1, XP_013717345.1
OG0015042	El002G121020	XP_022546602.2, XP_013709464.2
OG0015043	El002G121070	XP_013717505.3
OG0015044	El002G122600	XP_048616344.1, XP_013662192.1
OG0015045	El002G122640	XP_013723427.1, XP_013671216.1
OG0015046	El002G122910	XP_013662185.2, XP_048616175.1
OG0015047	El002G123240	XP_013715099.2, XP_013710353.1
OG0015048	El002G123940	XP_013677917.1, XP_013721012.1
OG0015049	El002G123850	XP_013725538.1, XP_013680087.1
OG0015050	El002G123820	XP_013721014.1, XP_013714833.1
OG0015051	El002G123580	XP_013712218.1, XP_013715150.2
OG0015052	El002G125020	XP_013705897.1, XP_013746354.1
OG0015053	El002G125220	XP_013715124.2, XP_013711703.2
OG0015054	El002G125240	XP_013709941.1, XP_013670344.2, XP_022575166.2, XP_048626470.1, XP_048634938.1, XP_048629525.1
OG0015055	El002G125250	XP_013715158.2, XP_013712553.1
OG0015056	El002G125410	XP_013643665.1, XP_013652982.1
OG0015057	El002G128000	XP_013712588.1, XP_013662278.2
OG0015058	El002G127770	XP_048612586.1, XP_013703134.2, XP_048635401.1
OG0015059	El002G127610	XP_013712358.2, XP_013707392.1
OG0015060	El002G127240	XP_013706750.1, XP_013720992.3
OG0015061	El002G127080	XP_013740454.2, XP_048622148.1
OG0015062	El002G126910	XP_013676463.2, XP_013688506.2
OG0015063	El002G126760, El002G126780	XP_048625492.1, XP_048595132.1
OG0015064	El002G126310	XP_048593612.1, XP_048622140.1
OG0015065	El002G128450	XP_022560821.1, XP_013669832.1
OG0015066	El003G171350	XP_013655750.2, XP_013711309.2
OG0015067	El002G130620	XP_013660670.2, XP_013746855.2
OG0015068	El002G130480, El002G130440	XP_013701046.1, XP_013659052.2
OG0015069	El002G130150	XP_013749319.2
OG0015070	El002G129420	XP_022548965.2, XP_013695841.2
OG0015071	El002G126140	XP_048593650.1, XP_048621679.1
OG0015072	El002G128850	XP_013688326.1, XP_013731834.3, XP_048599501.1
OG0015073	El002G128860	XP_022549351.2, XP_013718813.2
OG0015074	El002G128920	XP_022549352.2, XP_048616895.1
OG0015075	El007G357060	XP_013667128.1, XP_013712479.1
OG0015076	El002G130960	XP_013725567.2
OG0015077	El002G113530	XP_013685318.2, XP_022545893.1
OG0015078	El005G261590	XP_013736563.2, XP_013719803.2
OG0015079	El002G113390	XP_013727928.1, XP_013662504.1
OG0015080	El002G113400	XP_022575194.1, XP_013685323.2
OG0015081	El007G329320	XP_022572405.2, XP_048617997.1
OG0015082	El002G113850	XP_013685383.1, XP_013656954.2
OG0015083	El002G114000	XP_013732926.2, XP_013718355.1
OG0015084	El002G115090	NP_001303146.1, XP_013655099.2
OG0015085	El002G115660	XP_022558821.1, XP_013659666.1
OG0015086	El002G115840	XP_013662600.1, XP_048614907.1
OG0015087	El002G116050	XP_013662588.1, XP_022569568.1
OG0015088	El002G116080	XP_013721186.1, XP_013662585.1
OG0015089	El002G116180	XP_013693087.1, XP_013662583.1
OG0015090	El002G116200	XP_013662582.1, XP_022566944.1
OG0015091	El002G117170	XP_013703285.1, XP_013662454.2
OG0015092	El002G117300	XP_048595047.1, XP_013707127.1
OG0015093	El002G117350	XP_048613016.1, XP_013662431.1
OG0015094	El003G146900	XP_013670575.2, XP_013752324.2
OG0015095	El003G146670	XP_013665877.1, XP_013641009.2
OG0015096	El003G146340	XP_013677965.2, XP_013656478.2
OG0015097	El003G146250	XP_022561178.1, XP_013748925.3
OG0015098	El003G146190, El003G146220	XP_048601040.1, XP_013743425.1, XP_013643234.1
OG0015099	El003G146130	XP_022575264.1, XP_013748979.3
OG0015100	El003G146090	XP_013643839.1, XP_013743596.1
OG0015101	El003G145980	XP_013645065.2, XP_013745389.1
OG0015102	El003G145800	XP_013749416.1, XP_013703299.1
OG0015103	El003G145400	XP_013719568.1, XP_022575084.2
OG0015104	El003G145360	XP_013705396.1, XP_013746540.1
OG0015105	El003G145340	XP_048634158.1, XP_013726377.2
OG0015106	El003G145330	XP_048600998.1, XP_048634147.1
OG0015107	El003G146270	XP_048600997.1, XP_013728163.2
OG0015108	El003G145000	XP_048623163.1, XP_048619377.1
OG0015109	El003G144940	XP_048626405.1, XP_013742524.1, XP_013703616.1
OG0015110	El003G144890	XP_013736482.2, XP_013722972.2
OG0015111	El003G144860	XP_013722997.2, XP_022573737.2
OG0015112	El003G144670	XP_013737135.2, XP_013722970.2, XP_048633961.1, XP_048600969.1
OG0015113	El003G182920	XP_013686775.1, XP_013680628.2
OG0015114	El003G144590	XP_013728980.1, XP_013706580.1
OG0015115	El003G144290	XP_013707319.2, XP_013692766.2
OG0015116	El003G144130	XP_048633848.1, XP_013723022.1
OG0015117	El003G144090	XP_013736543.1, XP_013669015.2
OG0015118	El003G143920	XP_013736503.1, XP_048633799.1
OG0015119	El003G143880	XP_048607478.1, XP_022555721.2
OG0015120	El003G143860	XP_013719513.1, XP_013724179.1
OG0015121	El003G143650	XP_022575662.2, XP_013736260.2
OG0015122	El003G143260	XP_013659372.2, XP_013736026.2
OG0015123	El003G143230	XP_048606303.1, XP_013686340.2
OG0015124	El003G143130	XP_013654991.2, XP_013686333.2
OG0015125	El003G142880	XP_048593822.1, XP_048606287.1
OG0015126	El003G142790	XP_013706951.1, XP_013644950.2
OG0015127	El003G142610	XP_048633496.1, XP_013669324.1
OG0015128	El003G142500	XP_013735570.1
OG0015129	El003G142340	XP_048600931.1, XP_013733370.2
OG0015130	El003G142270	XP_013703389.1, XP_048590817.1
OG0015131	El003G142170	XP_013656736.1, XP_013652829.1, XP_048630624.1
OG0015132	El003G142140	XP_048606275.1, XP_013652827.2, XP_013656739.1
OG0015133	El003G142120	XP_048633341.1, XP_048633373.1
OG0015134	El003G141760	XP_013731890.1, XP_013729561.1
OG0015135	El003G141790	XP_048590819.1, XP_013731904.2
