Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_Rawat
OG0015073	El002G128860	AL1G52910
OG0015074	El002G128920	AL1G53020
OG0015075	El007G357060	AL8G18690
OG0015076	El002G130960	AL1G54310
OG0015077	El002G113530	AL1G41380
OG0015078	El005G261590	AL3G36970
OG0015079	El002G113390	AL1G41280
OG0015080	El002G113400	AL1G41290
OG0015081	El007G329320	AL8G38170
OG0015082	El002G113850	AL1G41760
OG0015083	El002G114000	AL1G41940
OG0015084	El002G115090	AL1G42970
OG0015085	El002G115660	AL1G43500
OG0015086	El002G115840	AL1G43640
OG0015087	El002G116050	AL1G43870
OG0015088	El002G116080	AL1G43900
OG0015089	El002G116180	AL1G43960
OG0015090	El002G116200	AL1G43990
OG0015091	El002G117170	AL1G44560
OG0015092	El002G117300	AL1G44700
OG0015093	El002G117350	AL1G44740
OG0015094	El003G146900	AL7G15780
OG0015095	El003G146670	AL7G15560
OG0015096	El003G146340	AL7G15180
OG0015097	El003G146250	AL7G15110
OG0015098	El003G146190, El003G146220	AL7G15070
OG0015099	El003G146130	AL7G15020
OG0015100	El003G146090	AL7G15000
OG0015101	El003G145980	AL7G14870
OG0015102	El003G145800	AL7G14670
OG0015103	El003G145400	AL7G14210
OG0015104	El003G145360	AL7G14160
OG0015105	El003G145340	AL7G14130
OG0015106	El003G145330	AL7G14120
OG0015107	El003G146270	AL7G15130
OG0015108	El003G145000	AL7G13730
OG0015109	El003G144940	AL7G13670
OG0015110	El003G144890	AL7G13590
OG0015111	El003G144860	AL7G13560
OG0015112	El003G144670	AL7G13390
OG0015113	El003G182920	AL7G44320
OG0015114	El003G144590	AL7G13140
OG0015115	El003G144290	AL7G12870
OG0015116	El003G144130	AL7G12730
OG0015117	El003G144090	AL7G12680
OG0015118	El003G143920	AL7G12590
OG0015119	El003G143880	AL7G12550
OG0015120	El003G143860	AL7G12530
OG0015121	El003G143650	AL7G12310
OG0015122	El003G143260	AL7G11910
OG0015123	El003G143230	AL7G11890
OG0015124	El003G143130	AL7G11750
OG0015125	El003G142880	AL7G11400
OG0015126	El003G142790	AL7G11310
OG0015127	El003G142610	AL7G11070
OG0015128	El003G142500	AL7G10970
OG0015129	El003G142340	AL7G10770
OG0015130	El003G142270	AL7G10710
OG0015131	El003G142170	AL7G10610
OG0015132	El003G142140	AL7G10580
OG0015133	El003G142120	AL7G10560
OG0015134	El003G141760	AL7G10190
OG0015135	El003G141790	AL7G10210
OG0015136	El003G141830	AL7G10250
OG0015137	El003G141850	AL7G10260
OG0015138	El003G141900	AL7G10320
OG0015139	El003G141920	AL7G10340
OG0015140	El003G141590	AL7G10020
OG0015141	El003G181560	AL7G43610
OG0015142	El003G185250	AL7G45990
OG0015143	El003G184130	AL7G45150
OG0015144	El003G183970	AL7G45100
OG0015145	El003G184350	AL7G45330
OG0015146	El004G213200	AL2G22120
OG0015148	El003G185600	AL7G46290
OG0015149	El003G186290	AL7G46730
OG0015150	El003G186340	AL7G46760
OG0015151	El003G186700	AL7G52880
OG0015152	El003G187510	AL7G52050
OG0015153	El003G188260	AL7G51920
OG0015154	El003G188170	AL7G51740
OG0015155	El003G188990	AL7G51210
OG0015156	El003G189510, El001G009960, El001G011700	AL7G50710
OG0015157	El003G189700	AL7G50510
OG0015158	El003G189710	AL7G50500
OG0015159	El007G363890	AL8G12970
OG0015160	El002G117980	AL1G45360
OG0015161	El006G295990	AL4G31120
OG0015163	El006G295950	AL4G31160
OG0015164	El001G014910	AL5G24550
OG0015165	El001G014940	AL5G24580
OG0015166	El002G119090	AL1G45970
OG0015167	El006G295560	AL4G31590
OG0015168	El006G295600	AL4G31550
OG0015169	El006G295620	AL4G31530
OG0015170	El006G295700	AL4G31450
OG0015171	El006G295740	AL4G31410
OG0015172	El002G123040	AL1G48990
OG0015173	El001G010130	AL6G43010
OG0015174	El001G010640	AL6G42630
OG0015175	El001G010680	AL6G42610
OG0015176	El001G010810	AL6G42470
OG0015177	El003G177680, El001G010910	AL6G42370
OG0015178	El001G010920	AL6G42360
OG0015179	El002G125180	AL1G50950
OG0015180	El001G011350	AL6G42030
OG0015181	El006G296990	AL4G30260
OG0015182	El006G297190	AL4G30070
OG0015183	El006G297600	AL4G30050
OG0015184	El006G297910	AL4G29640
OG0015185	El006G297980	AL4G29590
OG0015186	El006G298190	AL4G29430
OG0015187	El006G298200	AL4G29420
OG0015188	El006G298320	AL4G29270
OG0015189	El006G298460	AL4G29150
OG0015190	El007G358540	AL8G17460
OG0015192	El007G358370	AL8G17520
OG0015193	El007G358040	AL8G17910
OG0015194	El007G358050	AL8G17880
OG0015195	El007G357980	AL8G18070
OG0015196	El007G357560	AL8G18360
OG0015197	El007G357520	AL8G18380
OG0015198	El007G356940	AL8G18850
OG0015199	El007G356630	AL8G19100
OG0015200	El001G060320	AL6G31370
OG0015201	El007G359710	AL8G16350
OG0015202	El007G356520	AL8G19260
OG0015203	El007G356490	AL8G19290
OG0015204	El001G009330	AL6G43830
OG0015205	El001G009230	AL6G43930
OG0015206	El001G009190	AL6G44020
OG0015207	El001G009180	AL6G44030
OG0015208	El001G009170	AL6G44070
OG0015209	El001G009040	AL6G44200
OG0015210	El001G008810	AL6G44500
OG0015211	El001G008330	AL6G44700
OG0015212	El001G008260	AL6G44780
OG0015213	El001G008210	AL6G44850
OG0015214	El001G008130	AL6G45010
OG0015215	El001G008110	AL6G45030
OG0015216	El001G008100	AL6G45050
OG0015217	El001G007940	AL6G45240
OG0015218	El001G007830	AL6G45360
OG0015219	El001G007730	AL6G45450
OG0015220	El001G007700	AL6G45650
OG0015221	El001G007380	AL6G46190
OG0015222	El001G007370	AL6G46210
OG0015223	El001G007060	AL6G46600
OG0015224	El001G006900	AL6G46770
OG0015225	El001G006720	AL6G46930
OG0015226	El007G350000	AL8G20730
OG0015227	El003G162950	AL7G31050
OG0015228	El001G005790	AL6G47750
OG0015229	El001G005760	AL6G47780
OG0015230	El001G005640	AL6G47870
OG0015231	El001G005620	AL6G47890
OG0015232	El001G005570	AL6G47940
OG0015233	El001G005400	AL6G48080
OG0015234	El001G005190	AL6G48280
OG0015235	El001G004960	AL6G48570
OG0015236	El001G004710	AL6G48820
OG0015237	El007G360910	AL8G15460
OG0015238	El007G361430	AL8G14990
OG0015239	El007G361480	AL8G14900
OG0015240	El007G361580	AL8G14790
OG0015241	El007G363200	AL8G13510
OG0015242	El007G363760	AL8G13070
OG0015243	El007G363980	AL8G12850
OG0015244	El007G364050	AL8G12780
OG0015246	El004G225930	AL2G33350
OG0015247	El007G364260	AL8G12590
OG0015248	El007G364270	AL8G12570
OG0015249	El002G140400	AL1G63450
OG0015251	El007G364930	AL8G12090
OG0015252	El007G365020	AL8G12010
OG0015253	El002G085220	AL1G12900
OG0015254	El007G342700	AL8G25620
OG0015255	El007G366020	AL8G11230
OG0015256	El003G182530	AL7G44120
OG0015257	El003G183080	AL7G44380
OG0015258	El007G366530	AL8G10610
OG0015259	El007G366510	AL8G10640
OG0015260	El003G183390	AL7G44510
OG0015261	El005G269530	AL3G42170
OG0015262	El003G183470	AL7G44590
OG0015263	El005G269980	AL3G42530
OG0015264	El003G183540	AL7G44670
OG0015265	El003G179630	AL9U11670
OG0015266	El005G268930	AL3G41280
OG0015267	El003G160620	AL7G29110
OG0015268	El003G179060	AL9U11310
OG0015269	El005G268280	AL3G40590
OG0015270	El005G268270	AL3G40580
OG0015271	El003G177960	AL9U10480
OG0015272	El003G177070	AL7G43000
OG0015273	El003G176800	AL7G42860
OG0015274	El003G176100	AL7G42480
OG0015275	El003G175990	AL7G42410
OG0015276	El003G175210	AL7G41950
OG0015277	El003G175030	AL7G41680
OG0015278	El003G175000	AL7G41670
OG0015279	El005G263980	AL3G37750
OG0015280	El003G174170	nbis-gene-1861
OG0015281	El003G172980	AL7G40130
OG0015282	El005G259790	AL3G35650
OG0015283	El003G189880	nbis-gene-1935
OG0015284	El003G190490	AL7G49970
OG0015285	El003G190830	AL7G49690
OG0015286	El003G190880	AL7G49670
OG0015287	El003G191280	AL7G49380
OG0015288	El003G191840	AL7G48920
OG0015289	El003G192600	AL7G48110
OG0015290	El005G270160	AL3G42810
OG0015291	El006G279740	AL4G47660
OG0015292	El006G279820	AL4G47580
OG0015293	El007G348520	AL4G47550
OG0015294	El006G279870	AL4G47510, AL39U10110
OG0015295	El006G280030	AL4G47370
OG0015296	El006G280050	AL4G47340
OG0015297	El006G280060	AL4G47330
OG0015298	El006G280210	AL4G47180
OG0015299	El006G280220	AL4G47170
OG0015300	El006G280260	AL4G47120
OG0015301	El006G288500	AL4G38910
OG0015302	El006G280300	AL4G47060
OG0015303	El005G252210	AL3G28200
OG0015304	El006G280830	AL4G46570
OG0015305	El006G280990	AL4G46380
OG0015306	El006G281010	AL4G46360
OG0015307	El006G281200	AL4G46170
OG0015308	El006G281260	nbis-gene-1168
OG0015309	El006G281440	AL4G45950
OG0015310	El006G281560	AL4G45780
OG0015311	El006G281720	AL4G45650
OG0015312	El006G282070	AL4G45270
OG0015313	El006G282400	AL4G45090
OG0015314	El006G282760	AL4G44790
OG0015315	El006G282770	AL4G44780
OG0015316	El006G282790	AL4G44760
OG0015317	El006G283050	AL4G44510
OG0015318	El006G283170	AL4G44350
OG0015319	El006G283190	AL4G44330
OG0015320	El006G283220	AL4G44300
OG0015321	El006G283300	AL4G44260
OG0015322	El006G283430	AL4G44130
OG0015323	El006G283460	AL4G44110
OG0015324	El006G283580	AL4G44020
OG0015325	El006G283680	AL4G43950
OG0015326	El006G283970	AL4G43770
OG0015327	El006G284380	AL4G43340
OG0015328	El006G284710	AL4G42990
OG0015329	El006G284820	AL4G42870
OG0015330	El006G285170	AL4G42470
OG0015331	El006G285310	AL4G42360
OG0015332	El006G285410	AL4G42200
OG0015333	El006G285440	AL4G42160
OG0015334	El006G285640	AL4G41890
OG0015335	El006G285810	AL4G41720
OG0015336	El006G285930	AL4G41590
OG0015337	El006G286000	AL4G41540
OG0015338	El006G286130	AL4G41460
OG0015339	El006G286240	AL4G41360
OG0015340	El006G286250	AL4G41330
OG0015341	El006G286340	AL4G41220
OG0015342	El006G286420	AL4G41140
OG0015343	El006G286650	AL4G40900
OG0015344	El006G287210	AL4G40310
OG0015345	El006G286900	AL4G40610
OG0015346	El006G287830	AL4G39620
OG0015347	El001G081720	AL6G10540
OG0015348	El001G081710	nbis-gene-1428
OG0015349	El001G081370	AL6G10930
OG0015350	El001G081330	AL6G10980
OG0015351	El001G081180	AL6G11150
OG0015352	El001G081140	AL6G11200
OG0015353	El001G081070	AL6G11260
OG0015354	El001G080930	AL6G11410
OG0015355	El001G080850	AL6G11510
OG0015356	El001G080260	AL6G11910
OG0015357	El001G080190	AL6G11990
OG0015358	El001G079870	AL6G12360
OG0015359	El001G079840	AL6G12390
OG0015360	El001G079810	AL6G12420
OG0015361	El001G079600	AL6G12590
OG0015362	El007G340360	nbis-gene-2115
OG0015363	El001G079360	AL6G12750
OG0015364	El001G079320	AL6G12830
OG0015365	El001G079030	AL6G13170
OG0015366	El001G072200	AL6G20270
OG0015367	El001G078980	AL6G13210
OG0015368	El001G078850	AL6G13380
OG0015369	El001G078790	AL6G13430
OG0015370	El001G078720	AL6G13500
OG0015371	El001G078530	AL6G13710
OG0015372	El001G078260	AL6G13910
OG0015373	El001G078250	AL6G13920
OG0015374	El001G060960	AL6G30870
OG0015375	El001G059910	AL6G31780
OG0015376	El001G060030	AL6G31670
OG0015377	El001G059200	AL6G32400
OG0015378	El001G059140	AL6G32470
OG0015379	El003G156380	AL7G24990
OG0015380	El001G059030	AL6G32560
OG0015381	El001G058970	AL6G32610
OG0015382	El001G058780	AL6G32850
OG0015383	El001G058530	AL6G33020
OG0015384	El001G058410	AL6G33100
OG0015385	El001G058230	AL6G33310
OG0015386	El001G058100	AL6G33430
OG0015387	El001G058030	AL6G33490
OG0015388	El001G057590	AL6G33750
OG0015389	El007G330180	AL8G37330
OG0015390	El007G330360	AL8G37190
OG0015391	El007G330390	AL8G37160
OG0015393	El004G217400	AL2G25820
OG0015394	El007G330900	AL8G36640
OG0015395	El007G331130	AL8G36380
OG0015396	El007G331200	AL8G36290
OG0015397	El007G331750	AL8G35870
OG0015398	El007G332160	AL8G35440
OG0015399	El007G331700	AL8G35920
OG0015400	El007G331940	AL8G35640
OG0015401	El007G327480	AL8G40180
OG0015402	El007G327320	AL8G40340
OG0015403	El007G327280	AL8G40380
OG0015404	El007G327210	AL8G40440
OG0015405	El007G327200	AL8G40450
OG0015406	El007G327180	AL8G40470
OG0015407	El007G327160	AL8G40490
OG0015408	El007G327150	AL8G40500
OG0015409	El007G326930	AL8G40750
OG0015410	El007G326630	AL8G41150
OG0015411	El007G326590	AL8G41210
OG0015412	El006G291800	AL4G35630
OG0015413	El007G326270	AL8G41510
OG0015414	El007G326140	AL8G41680
OG0015415	El007G326120	AL8G41700
OG0015416	El007G326100	AL8G41720
OG0015417	El007G325990	AL8G41790
OG0015418	El007G325950	AL8G41830
OG0015419	El007G325900	AL8G41900
OG0015420	El007G325820	AL8G42010
OG0015421	El007G325760	AL8G42070
OG0015422	El007G325480	AL8G42310
OG0015423	El007G325430	AL8G42370
OG0015424	El007G325090	AL455U10030, AL8G42670
OG0015425	El007G324920	AL8G42850
OG0015426	El007G324740	AL8G42970
OG0015427	El007G324590	AL8G43110
OG0015428	El007G324510	nbis-gene-2212, nbis-gene-6
OG0015429	El007G324390	AL8G43340
OG0015430	El007G324150	AL8G43600
OG0015431	El007G324090	AL8G43620
OG0015432	El007G323970	AL8G43690
OG0015433	El007G323890	AL8G43770
OG0015434	El007G323840	AL8G43820
OG0015435	El007G323790	AL8G43880
OG0015436	El007G323660	AL8G44000
OG0015437	El007G323650	AL8G44010
OG0015438	El007G323570	AL8G44050
OG0015439	El007G323310	AL8G44320
OG0015440	El006G314440	AL4G16910
OG0015441	El007G323100	AL8G44540
OG0015442	El007G323070	AL8G44580
OG0015443	El007G322800	AL8G44810
OG0015444	El007G322610	AL954U10020, AL8G23350
OG0015445	El007G322580	AL8G45000
OG0015446	El007G322460	AL8G45110
OG0015447	El007G322350	AL8G45220
OG0015448	El007G322290	AL8G45280
OG0015449	El007G322230	AL8G45330
OG0015450	El007G322170	AL8G45430
OG0015451	El007G322050	AL8G45560
OG0015452	El007G321920	AL8G45690
OG0015453	El001G000100	AL6G53450
OG0015454	El001G000840	AL6G52720
OG0015455	El001G000590	AL6G52980
OG0015456	El001G000440	AL6G53150
OG0015457	El001G001030	AL6G52140
OG0015458	El001G001040	AL7G39210, AL6G52150
OG0015459	El001G001180	AL6G52280
OG0015460	El001G001240	AL6G52360
OG0015461	El001G001330	AL6G52450
OG0015462	El001G001910	AL6G51630
OG0015463	El001G002040	AL6G51490
OG0015464	El001G002240	AL6G51260
OG0015466	El001G003030	AL6G50560
OG0015467	El001G003180	AL6G50440
OG0015468	El001G003200	AL6G50420
OG0015469	El001G003210	AL6G50410
OG0015470	El007G325300	AL8G42480
OG0015471	El001G003560	AL6G50020
OG0015472	El007G360340	AL8G15780
OG0015473	El007G360250	AL8G15840
OG0015474	El007G360230	AL8G15860
OG0015475	El007G360220	AL8G15870
OG0015476	El007G360010	AL8G16050
OG0015477	El007G359870	AL8G16160
OG0015478	El007G359840	AL8G16210
OG0015479	El007G359720	AL8G16320
OG0015480	El007G359690	AL8G16370
OG0015481	El007G359670	AL8G16390
OG0015482	El007G359040	AL8G16880
OG0015483	El006G300000	AL4G27620
OG0015484	El006G299110	AL4G28450
OG0015485	El006G299500	AL4G28040
OG0015486	El006G300130	AL103U10040
OG0015487	El006G300200	AL4G27420
OG0015488	El006G300220	AL4G27410
OG0015489	El006G300370	AL4G27240, AL80U10020
OG0015490	El006G300980	AL4G26710
OG0015491	El006G301110	AL4G26570
OG0015492	El006G301120	AL4G26550
OG0015493	El006G301740	nbis-gene-364
OG0015494	El006G302370	AL4G25180
OG0015495	El006G302580	AL4G25000
OG0015496	El006G302930	AL4G24720
OG0015497	El006G304150	AL4G23640
OG0015498	El006G304500	AL4G23340
OG0015499	El006G304860	nbis-gene-1030
OG0015500	El006G304930	AL4G23120
OG0015501	El006G304980	AL4G23060
OG0015502	El006G305420	AL4G21760
OG0015503	El006G305610	AL4G21940
OG0015504	El006G305670	AL4G22000
OG0015505	El006G305700	AL4G22020
OG0015506	El006G305780	AL4G22060
OG0015507	El006G305810	AL4G22090
OG0015508	El006G306140	AL4G22390
OG0015509	El006G308210	AL4G20620
OG0015510	El006G308140	AL4G20760
OG0015511	El006G307970	AL4G20900
OG0015512	El006G307490	AL4G21100
OG0015513	El006G307430	AL4G21160
OG0015514	El006G307180	AL4G21330
OG0015515	El006G309220	AL4G20110
OG0015516	El006G309230	AL4G20090
OG0015517	El006G309910	AL4G19800
OG0015518	El006G309960	AL4G19730
OG0015519	El006G309400	AL4G20030
OG0015520	El006G310960	AL4G19530
OG0015521	El006G286980	AL4G40530
OG0015522	El002G090320	AL1G17900
OG0015523	El001G000120	AL6G53420
OG0015524	El006G311360	AL4G19390
OG0015525	El001G077220	AL4G19270
OG0015526	El006G312420	AL4G18920
OG0015527	El006G312500	AL4G18890
OG0015528	El007G364010	nbis-gene-1006
OG0015529	El006G312760	nbis-gene-1005
OG0015530	El006G312810	AL4G18610
OG0015531	El006G313220	AL4G18250
OG0015532	El006G313560	AL4G17840
OG0015533	El006G313710	AL4G17520
OG0015534	El003G156790	AL7G25350
OG0015535	El005G235520	AL3G10660
OG0015536	El005G235440	AL3G10580
OG0015537	El005G235140	AL3G10310
OG0015538	El005G235100	AL3G10270
OG0015539	El002G113740	AL1G41640
OG0015540	El005G235010	AL3G10140
OG0015541	El005G234960	AL3G10090
OG0015542	El005G234900, El002G097550	AL3G10050
OG0015543	El005G256850	AL3G32740
OG0015545	El001G082290	AL6G10050
OG0015546	El006G316860	AL3G19520
OG0015547	El001G082260	AL6G10080
OG0015548	El001G082230	AL6G10110
OG0015549	El001G082220	AL6G10120
OG0015550	El006G302400	AL4G25140
OG0015551	El001G082200	AL6G10140
OG0015552	El001G082110	AL6G10190
OG0015553	El001G082090	AL6G10210
OG0015554	El001G082080	AL6G10220
OG0015555	El003G157870	AL7G26340
OG0015556	El003G157530	AL7G26040
OG0015557	El005G235940	AL3G11030
OG0015558	El005G235990	AL3G11090
OG0015559	El005G236250	AL3G11340
OG0015560	El005G236260	AL3G11350
OG0015561	El005G236280	AL3G11370
OG0015562	El005G236350	AL3G11430
OG0015563	El005G236450	AL3G11570
OG0015564	El005G236460	AL3G11580
OG0015565	El005G236600	AL3G11750
OG0015566	El005G236880	AL3G12020
OG0015567	El005G236930	AL3G12080
OG0015568	El005G236960	AL3G12100
OG0015569	El005G237070	AL3G12230
OG0015570	El005G237210	AL3G12370
OG0015571	El005G237290	AL3G12460
OG0015572	El005G237300	AL3G12520
OG0015573	El005G237560	AL3G12870
OG0015574	El005G237840	AL3G13230
OG0015575	El005G238090	AL3G13470
OG0015576	El005G238200	AL3G13560
OG0015577	El005G238440	AL3G13770
OG0015578	El005G238740	AL3G14050
OG0015579	El005G238870	AL3G14240
OG0015580	El005G238960	AL3G14340
OG0015581	El005G239500	AL3G14870
OG0015583	El005G240020	nbis-gene-663
OG0015584	El005G240160	AL3G15710
OG0015585	El005G240420	AL3G16110
OG0015586	El005G240310	AL3G15960
OG0015587	El005G240590	AL3G16270
OG0015588	El005G240600	AL3G16280
OG0015589	El005G240690	AL3G16410
OG0015590	El005G240760	AL3G16500
OG0015591	El001G031870	AL5G42390
OG0015592	El005G241550	AL3G17320
OG0015593	El005G241610	AL3G17380
OG0015594	El005G242130	AL3G17960
OG0015595	El005G242240	AL3G18130
OG0015596	El005G248490	AL3G24360
OG0015597	El005G242300	AL3G18250
OG0015598	El005G242320	AL3G18290
OG0015599	El005G242400	AL3G18380
OG0015600	El005G242420	AL3G18400
OG0015601	El005G242580	AL3G18610
OG0015602	El005G242630	AL3G18640
OG0015603	El005G242780	AL3G18800
OG0015604	El005G242860	AL3G18890
OG0015605	El005G243000	AL3G19000
OG0015606	El005G243080	AL3G19030
OG0015607	El005G243110	AL3G19060
OG0015608	El005G243240	AL3G19150
OG0015609	El005G243310	AL3G19230
OG0015610	El005G243320	AL3G19240
OG0015611	El005G243470	AL3G19390
OG0015612	El005G244110	AL3G19990
OG0015613	El005G244130	AL3G20010
OG0015614	El006G289300	AL4G38070
OG0015615	El006G289310	AL4G38010, AL4G38040
OG0015616	El006G289590	AL4G37760
OG0015617	El006G289810	AL4G37530
OG0015618	El006G289860	AL4G37490
OG0015619	El006G290190	AL4G37080
OG0015620	El006G290210	AL4G37060
OG0015621	El006G290830	AL4G36490
OG0015622	El006G290510	AL4G36800
OG0015623	El006G290940	AL4G36390
OG0015624	El006G291010	AL4G36350
OG0015625	El006G291060	AL4G36300
OG0015626	El006G295020	AL4G32020
OG0015627	El006G294540	AL4G32420
OG0015628	El005G248160	AL3G24000
OG0015629	El006G294410	AL4G32530
OG0015630	El006G294120	AL4G32790
OG0015631	El006G293760	AL4G33000
OG0015632	El006G293560	AL4G33220
OG0015633	El006G293540	nbis-gene-1093
OG0015634	El006G293430	AL4G33450
OG0015635	El006G293440	AL4G33440
OG0015636	El005G268980	AL3G41310
OG0015637	El006G293310	AL4G33560
OG0015638	El006G293270	AL4G33600
OG0015639	El006G293230	AL4G33620
OG0015640	El006G293130	AL4G33720
OG0015641	El006G292830	AL4G34020
OG0015642	El006G292680	AL4G34220
OG0015644	El006G291530	AL4G35940
OG0015645	El006G291600	AL4G35860
OG0015646	El006G291630	AL4G35830
OG0015648	El006G292120	AL4G35140
OG0015649	El006G292190	AL4G35070
OG0015651	El006G295200	AL4G31890
OG0015652	El002G099730	AL1G27810
OG0015653	El002G099770	AL1G27850
OG0015654	El002G100130	AL1G28230
OG0015655	El002G100270	AL1G28400
OG0015656	El002G100430	nbis-gene-94
OG0015657	El002G100630	AL1G28820
OG0015658	El002G101010	AL1G29140
OG0015659	El002G101160	AL1G29250
OG0015660	El002G101350	AL1G29500
OG0015661	El002G101610	AL1G29780
OG0015662	El002G101600	AL1G29770
OG0015663	El002G101580	AL1G29750
OG0015664	El002G101540	AL1G29690
OG0015665	El002G101470	AL1G29640
OG0015666	El002G101700	AL1G29890
OG0015667	El002G101880	AL1G30090
OG0015668	El002G102380	AL1G30640
OG0015669	El002G102320	AL1G30550
OG0015670	El002G102300	AL1G30530
OG0015671	El002G102130	AL1G30380
OG0015672	El004G226100	AL2G33520
OG0015673	El002G102870	AL1G31130
OG0015674	El002G102990	AL1G31320
OG0015675	El002G103040	AL1G31390
OG0015676	El002G103200	AL1G31520
OG0015677	El002G103330	AL1G31660
OG0015678	El002G103370	AL1G31700
OG0015679	El002G103600	AL1G31900
OG0015680	El002G103630	AL1G31930
OG0015681	El002G103660	AL1G31960
OG0015682	El002G103730	AL1G32180
OG0015683	El002G104450	AL1G32940
OG0015684	El002G104880	AL1G33460
OG0015685	El002G104920	AL1G33490
OG0015686	El002G105010	AL1G33610
OG0015687	El002G105230	AL1G33890
OG0015688	El002G105450	AL1G34100
OG0015689	El002G106020	AL1G34710
OG0015690	El002G106090	AL1G34780
OG0015691	El002G106110	AL1G34790
OG0015692	El002G106210	AL1G34900
OG0015693	El002G106250	AL1G34960
OG0015694	El002G106270	AL1G34980
OG0015696	El002G107060, El002G106640	AL1G35580
OG0015697	El002G107130	AL1G35640
OG0015698	El002G107550	AL1G36000
OG0015699	El002G107720	AL1G36140
OG0015700	El002G107800	AL1G36230
OG0015701	El002G107970	AL1G36350
OG0015702	El002G108140	AL1G36490
OG0015703	El002G108150	AL1G36500
OG0015704	El002G108220	AL1G36570
OG0015705	El002G108380	AL1G36670
OG0015706	El002G108480	AL1G36850
OG0015707	El002G108730	AL1G37180
OG0015709	El002G109360	AL1G37790
OG0015710	El002G109500	AL1G37940
OG0015711	El002G089490	AL1G17150
OG0015712	El002G111440	AL1G38950
OG0015713	El002G111310	AL1G39080
OG0015714	El002G111130	AL1G39280
OG0015715	El004G220130	AL2G28120
OG0015716	El002G110840	AL1G39510
OG0015717	El004G219640	AL2G27720
OG0015718	El002G111810	AL1G39690
OG0015719	El002G111950	AL1G39800
OG0015720	El002G112050	AL1G39910
OG0015721	El002G112440	AL1G40240
OG0015722	El002G112660	AL1G40490
OG0015723	El002G112700	AL1G40520
OG0015724	El002G104370	AL1G32850
OG0015725	El002G128440	AL1G52610
OG0015726	El002G128410	AL1G52590
OG0015727	El002G113100	AL1G40880
OG0015728	El003G160570	AL7G29060
OG0015729	El003G160500	AL7G28980
OG0015730	El003G160380	AL7G28850
OG0015731	El003G160240	AL7G28740
OG0015732	El003G160190	AL7G28690
OG0015733	El003G160110	AL7G28590
OG0015734	El006G314400	AL4G16960
OG0015736	El003G159970	AL7G28440
OG0015737	El003G159890	AL7G28390
OG0015738	El003G159880	AL7G28380
OG0015739	El003G159780	AL7G28270
OG0015740	El003G159560	AL7G28080
OG0015741	El003G159510	AL7G28030
OG0015742	El003G159320	AL7G27860
OG0015743	El003G159170	AL7G27760
OG0015744	El003G158970	AL7G27560
OG0015745	El003G159060	AL7G27640
OG0015746	El003G159080	AL7G27670
OG0015747	El007G341830	AL8G26180
OG0015748	El002G091180	AL1G18880
OG0015749	El003G156260	AL7G24860
OG0015750	El003G156350	AL7G24960
OG0015751	El006G315080	AL4G16600
OG0015752	El006G316070	AL4G15790
OG0015753	El006G315990	nbis-gene-980
OG0015754	El006G316750	AL4G15160
OG0015755	El006G317960	AL4G13910
OG0015756	El006G318260	AL4G13630
OG0015757	El006G318440	AL4G13450
OG0015758	El006G318550	AL4G13290
OG0015759	El006G318650	AL4G13210
OG0015760	El003G156240	AL7G24840
OG0015761	El006G318950	AL4G12930
OG0015762	El006G319290	AL4G12420
OG0015763	El006G319630	AL4G12110
OG0015764	El001G025130	AL5G35430
OG0015765	El006G319820	AL4G11950
OG0015766	El006G320270	AL4G11390
OG0015767	El006G320360	AL4G11290
OG0015768	El006G320370	AL4G11280
OG0015769	El006G320640	AL4G10940
OG0015770	El006G320700	AL4G10820
OG0015771	El006G321060	AL4G10710
OG0015772	El006G321560	AL4G10230
OG0015773	El006G321660	AL4G10130
OG0015774	El006G321680	AL4G10110
OG0015775	El006G321790	AL7G48900
OG0015776	El002G098540	AL1G26490
OG0015777	El002G098320	AL1G26280
OG0015778	El002G098210	AL1G26190
OG0015779	El002G098200	AL1G26180
OG0015780	El002G098180	AL1G26160
OG0015781	El002G098100	AL1G26090
OG0015782	El002G097890	AL1G25870
OG0015783	El002G097840	AL1G25830
OG0015784	El002G097480	AL1G25620
OG0015785	El002G097530	AL1G25720
OG0015786	El002G097320	AL1G25450
OG0015787	El002G097190	AL1G25310
OG0015788	El002G096870	AL1G24910
OG0015790	El002G096780	AL1G24850
OG0015791	El002G096540	AL1G24620
OG0015792	El002G096150	AL1G24110
OG0015793	El002G096060	AL1G23920
OG0015794	El002G095960	AL1G23840
OG0015795	El002G095900	AL1G23770
OG0015796	El002G095840	AL1G23690
OG0015797	El002G095720	AL1G23530
OG0015798	El002G095730	AL1G23540
OG0015799	El002G095490	AL1G23300
OG0015800	El002G095120	AL1G22940
OG0015801	El002G094970	AL1G22800
OG0015802	El002G094810	AL1G22650
OG0015803	El004G199120	AL2G14330
OG0015804	El002G094650	AL1G22470
OG0015805	El002G094370	AL1G22230
OG0015806	El002G093950	AL1G21840
OG0015807	El002G093900	AL1G21760
OG0015808	El002G093870	nbis-gene-67
OG0015809	El002G093760	AL1G21570
OG0015810	El002G093550	AL1G21360
OG0015811	El002G093510	AL1G21340
OG0015812	El002G093350	AL1G21140
OG0015813	El002G093210	AL1G20950
OG0015814	El002G092630	AL1G20390
OG0015815	El002G092650	AL1G20410
OG0015816	El002G092810	AL1G20450
