Orthogroup	Erysimum_linariifolium	Camelina_sativa
OG0014067	El001G076390	XP_010491130.1, XP_010423419.1, XP_010452491.1
OG0014068	El001G076480	XP_010423431.1, XP_010491112.1, XP_010452482.1
OG0014069	El001G076580	XP_019090669.1, XP_010491105.1, XP_010423446.1
OG0014070	El001G076770	XP_010452453.1, XP_010491081.1, XP_010423465.1
OG0014071	El001G076800, El003G181180	XP_010452449.1, XP_010491079.1
OG0014072	El001G077010	XP_010491060.1, XP_010423486.1, XP_010452429.1
OG0014073	El001G077070	XP_010423491.1, XP_010452425.1, XP_010491054.1
OG0014074	El001G077720	XP_010423530.1, XP_010491005.1, XP_010452385.1
OG0014075	El001G077660	XP_010452387.1, XP_010423526.1, XP_010491010.1
OG0014076	El001G077510, El001G077470	XP_010491020.1, XP_010452393.1, XP_010423517.1
OG0014077	El001G077460, El001G077500	XP_010423516.1, XP_010452394.1, XP_010491021.1
OG0014078	El001G077800	XP_019097165.1, XP_019090507.1, XP_019084509.1
OG0014079	El001G077830	XP_010452373.1, XP_010423546.1, XP_010490993.1
OG0014080	El001G077900	XP_010423553.1, XP_010490981.1, XP_010452368.1
OG0014081	El001G077930	XP_010423556.1, XP_010452363.1, XP_010490978.1
OG0014083	El001G078170	XP_010452331.1, XP_010423588.1, XP_010490946.1
OG0014084	El001G051850	XP_010454950.1, XP_010421466.1, XP_010493860.1
OG0014085	El001G052600	XP_010493817.1, XP_010454896.1, XP_019083953.1
OG0014086	El001G052590	XP_010493818.1, XP_010421417.1, XP_010454899.1
OG0014087	El001G053050	XP_010493785.1, XP_010421383.1, XP_010454855.1
OG0014088	El001G055580	XP_010454736.1, XP_010493576.1, XP_010421255.1
OG0014089	El001G055450	XP_010454745.1, XP_010493591.1, XP_010421268.1
OG0014090	El001G055420	XP_010421269.1, XP_010454746.1, XP_010493594.1
OG0014091	El006G313010, El001G055620	XP_010421252.1, XP_010454734.1, XP_010493573.1
OG0014092	El001G055680	XP_010454718.1, XP_010454721.1, XP_010421242.1, XP_010493569.1
OG0014093	El001G056110	XP_010454676.1, XP_010421199.1, XP_010493522.1
OG0014094	El001G056330	XP_010454659.1, XP_010421180.1, XP_010493494.1
OG0014095	El007G345380	XP_010514519.1, XP_010488689.1, XP_010466994.1
OG0014096	El001G057120	XP_010493417.1, XP_010454585.1, XP_010424243.1
OG0014097	El001G057140	XP_010454583.1, XP_010421101.1, XP_010493414.1
OG0014098	El007G329870	XP_010483763.1, XP_010443917.1, XP_010456909.1
OG0014099	El007G329370	XP_010443966.1, XP_010483815.1, XP_010457362.1
OG0014100	El007G329310	XP_010483820.1, XP_010443970.2, XP_010457400.1
OG0014101	El007G329070	XP_010457684.1, XP_010443998.1
OG0014102	El003G155780	XP_010438497.1, XP_010448018.1, XP_010433253.1
OG0014103	El007G328670	XP_010444040.1, XP_010458097.1, XP_010483896.1
OG0014104	El007G328590	XP_010483930.1, XP_010444069.1, XP_010458298.1
OG0014105	El007G328330	XP_010444082.1, XP_010485284.2, XP_010458868.1
OG0014106	El007G327990	XP_019093652.1, XP_010483979.1, XP_010444118.1
OG0014107	El007G327880	XP_019088370.1, XP_010483984.1, XP_019093673.1
OG0014108	El007G327850	XP_010444129.1, XP_010483989.1, XP_019093682.1
OG0014109	El007G327780	XP_010444138.1, XP_010483996.1, XP_010459368.1
OG0014110	El007G327710	XP_010484006.1, XP_010459459.1, XP_010444157.1
OG0014111	El007G327560	XP_010484025.1, XP_010444166.1, XP_010459745.1
OG0014112	El007G327550	XP_010484024.1, XP_010444167.1, XP_010459733.1
OG0014113	El007G332700	XP_010454188.1, XP_010443622.1, XP_010483476.1
OG0014114	El007G332830	XP_010453963.1, XP_010443601.1, XP_010483461.1
OG0014115	El007G333120	XP_010512252.1, XP_010469274.1, XP_010413647.1
OG0014116	El001G021740	XP_010515556.1, XP_010503841.1, XP_010426704.1
OG0014117	El001G021670	XP_019099892.1
OG0014118	El001G021610	XP_010426691.1, XP_010503829.1, XP_010515541.1
OG0014119	El001G021560	XP_010503826.1, XP_010426686.1, XP_010515537.1
OG0014120	El001G021310	XP_010426646.1, XP_010503781.1, XP_010515485.1
OG0014121	El001G021070	XP_010503760.1, XP_010424893.1, XP_010515461.1
OG0014122	El001G020800	XP_019102321.1, XP_010503736.1, XP_010426610.1
OG0014123	El001G020790	XP_010515439.1, XP_010503735.1, XP_010426609.1
OG0014124	El001G020590	XP_010503721.1, XP_010412698.1, XP_010426595.1
OG0014125	El001G020460, El001G039330	XP_010431211.1, XP_010515400.1, XP_010503710.1
OG0014126	El001G019960	XP_010426518.1, XP_010515357.1, XP_010503657.1
OG0014127	El001G019730	XP_010426506.1, XP_010515343.2, XP_010503647.1
OG0014128	El001G019640	XP_010426497.1, XP_010503639.1
OG0014129	El001G019340	XP_010426449.1, XP_010503596.1
OG0014130	El001G019270	XP_010515281.1, XP_010503591.1, XP_010426444.1
OG0014131	El001G019020	XP_019085717.1, XP_010503565.1, XP_010426421.1
OG0014132	El001G018840	XP_010515253.1, XP_010503556.1, XP_010426411.1
OG0014133	El001G018350	XP_010515189.1, XP_010426369.1, XP_010503511.1
OG0014134	El001G018210	XP_010426351.1, XP_010503494.1, XP_010515173.1
OG0014135	El001G017850	XP_010515140.1, XP_010426311.1, XP_010503455.1
OG0014136	El001G017770	XP_019085529.1, XP_019101878.1, XP_019100236.1
OG0014137	El001G017630	XP_010426279.1, XP_010503433.1, XP_010515122.1
OG0014138	El001G007890	XP_010455516.1, XP_010422054.1
OG0014139	El001G017310, El003G181460	XP_010515091.1, XP_019100207.1, XP_010426238.1
OG0014140	El001G017240	XP_010426222.1, XP_010503381.1, XP_010515079.1
OG0014141	El001G016810	XP_010515054.1, XP_010503349.1, XP_010426191.1
OG0014142	El001G016730	XP_010426183.1, XP_010515046.1, XP_010503341.1
OG0014143	El001G016720	XP_010412614.1, XP_010507277.1, XP_010431076.1
OG0014144	El001G016370, El001G016410	XP_010503317.1, XP_010426155.1, XP_010515025.1
OG0014145	El001G016400, El001G016360	XP_010426152.1, XP_010503314.1, XP_010515021.1
OG0014146	El001G015840	XP_010503271.1, XP_010514984.1, XP_010426098.1
OG0014147	El001G015660	XP_010503254.1, XP_010514965.1, XP_010431046.2
OG0014148	El001G015360	XP_010514947.1, XP_010503239.1, XP_010426057.1
OG0014149	El004G226130	XP_010416198.1, XP_010471442.1, XP_010428311.1
OG0014150	El001G014860	XP_010426009.1, XP_010514904.1, XP_010503192.1
OG0014151	El001G014800	XP_010426007.1, XP_010503190.1, XP_010514900.1
OG0014152	El001G014600	XP_010503182.1, XP_010514890.1, XP_010425992.1
OG0014153	El001G014240	XP_010425956.1, XP_010514870.1
OG0014154	El001G014110	XP_010503173.1, XP_010514867.1, XP_010425952.1
OG0014155	El001G013950	XP_010496750.1, XP_010514847.1, XP_010503159.1
OG0014156	El001G013840	XP_010514837.1, XP_010503154.1, XP_010425935.1
OG0014157	El001G013650	XP_010514813.1, XP_010503131.1, XP_010425906.1
OG0014158	El001G012470	XP_010514762.1, XP_010503076.1, XP_010425838.1
OG0014159	El001G012400	XP_010514757.1, XP_010503074.1, XP_010496865.1
OG0014160	El001G012390	XP_010496864.1, XP_010514756.1, XP_010503072.1
OG0014161	El001G012260	XP_010427115.1, XP_010503066.1, XP_010514751.1
OG0014162	El006G282640	XP_010518204.1, XP_010508124.1, XP_010506532.1
OG0014163	El001G011470	XP_019098250.1, XP_010455232.1
OG0014164	El001G012080	XP_010496533.1, XP_010425785.1
OG0014165	El004G218040	XP_010470675.1, XP_010415340.1, XP_010511711.1
OG0014166	El004G217790	XP_010470666.1, XP_010415329.1, XP_010511700.1
OG0014167	El004G218290	XP_010510464.1, XP_010470714.1, XP_010415375.1
OG0014168	El004G197240	XP_010473518.1, XP_010430369.1, XP_010418296.1
OG0014169	El004G218500	XP_010415417.1, XP_010470754.1, XP_010511790.1
OG0014170	El004G218480	XP_010511796.2, XP_010415418.1
OG0014171	El004G219440	XP_010511870.1, XP_010470814.1, XP_010513665.1
OG0014172	El004G219510	XP_019101624.1, XP_019101623.1, XP_019093694.1, XP_019083251.1
OG0014173	El003G183300, El004G233870	XP_019083563.1, XP_010429938.1, XP_010472907.1
OG0014174	El004G220310	XP_010511950.1, XP_010470902.1, XP_010415561.1
OG0014175	El004G220400	XP_010511958.1, XP_010415571.1, XP_010470916.1, XP_010415569.1
OG0014176	El004G220460	XP_010511965.1, XP_010470921.1, XP_010415581.1
OG0014177	El002G112240, El004G220490	XP_010511967.1, XP_010470926.1, XP_010415586.1
OG0014179	El004G221230	XP_010512057.1, XP_010415660.1, XP_010470994.1
OG0014180	El004G221860	XP_010415710.1, XP_010471028.1, XP_010427805.1
OG0014181	El004G222230	XP_010427839.1, XP_010471057.1, XP_010415745.1
OG0014182	El004G222280	XP_010471064.1, XP_010415750.1, XP_010427847.2
OG0014183	El004G223000	XP_010474269.1, XP_010415807.1, XP_010427929.1
OG0014184	El004G223120	XP_010471133.2, XP_010427948.2
OG0014185	El004G223190	XP_010415838.1, XP_010427958.1, XP_010471143.1
OG0014186	El004G223280	XP_010471156.1, XP_019083711.1, XP_010427975.1
OG0014187	El004G223320	XP_010471160.1, XP_010415856.1, XP_010427982.1
OG0014188	El004G223510	XP_010415880.1, XP_010428002.1, XP_010471180.1
OG0014189	El004G223660	XP_010471199.1, XP_010415897.1, XP_010428033.1
OG0014190	El004G223670	XP_010415896.1, XP_010428032.1, XP_010471198.1
OG0014191	El004G223830	XP_010415919.1, XP_010428051.1, XP_010471219.1
OG0014192	El004G223840	XP_010428052.1, XP_010471220.1, XP_010415920.1, XP_010470320.1
OG0014193	El004G231530	XP_010472025.1, XP_010428936.1, XP_010416792.1
OG0014194	El004G230840	XP_010471970.1, XP_010428857.1, XP_010419244.1
OG0014195	El004G230780	XP_010416723.1, XP_010471963.1, XP_010428851.1
OG0014196	El004G230650	XP_010471950.1, XP_010428838.1, XP_010416705.1
OG0014197	El004G230350	XP_010471916.1, XP_010416662.1, XP_010428802.1
OG0014198	El004G230320	XP_019093142.1, XP_010428798.1, XP_010419238.1
OG0014199	El004G230110	XP_010428778.1, XP_010471877.1, XP_010419235.2
OG0014200	El004G230050	XP_019083411.1, XP_010428771.1, XP_010471872.1
OG0014202	El004G229680	XP_010471830.1, XP_010428739.1, XP_019082684.1, XP_010431537.1, XP_010428738.1
OG0014203	El004G229500	XP_019083402.1, XP_010471810.1, XP_010470961.1, XP_010428721.1
OG0014204	El004G229210	XP_010428691.1, XP_010471784.1, XP_010416548.1
OG0014205	El004G228870	XP_010416519.1, XP_010471757.1, XP_010428659.1
OG0014206	El004G228850	XP_010471754.1, XP_010428657.1, XP_010416517.1
OG0014207	El004G228820	XP_010471751.2, XP_010428653.1, XP_010416511.1
OG0014208	El004G228640	XP_010428637.1, XP_010416496.1, XP_010471730.1
OG0014209	El004G228420	XP_010416480.1, XP_010471705.1, XP_010428615.1
OG0014210	El004G228150	XP_010471670.1
OG0014211	El004G227880	XP_010471640.1, XP_010416408.1, XP_019085012.1
OG0014212	El004G227870	XP_010474346.1, XP_010416406.1, XP_010428546.1
OG0014213	El004G227660	XP_010416375.1, XP_010428520.1, XP_010471616.1
OG0014214	El004G227630	XP_019093944.1, XP_010428515.1, XP_010416374.1
OG0014215	El004G227440	XP_010416349.1, XP_010428486.1, XP_010471588.1
OG0014216	El004G227330	XP_010471568.1, XP_010416336.1, XP_010428472.1
OG0014217	El004G227240	XP_019083370.1, XP_010471560.1, XP_010428460.1
OG0014218	El004G226990	XP_010428429.1, XP_010416301.1, XP_010471534.1
OG0014219	El004G226950	XP_010428426.1, XP_010471532.1
OG0014220	El004G226880	XP_010428416.2, XP_010416286.2, XP_019093039.1
OG0014221	El004G226790	XP_010428407.1, XP_010471511.1, XP_010416276.1
OG0014222	El004G226710	XP_010416265.1, XP_010471507.1
OG0014223	El004G226680	XP_010471503.1, XP_010428381.1, XP_010416245.1
OG0014224	El004G226420	XP_010428356.1, XP_010416228.1, XP_010471485.1
OG0014225	El004G226380	XP_010416225.1, XP_010428351.1
OG0014226	El004G226280	XP_010416214.1, XP_010471466.1, XP_010428334.1
OG0014227	El004G226250	XP_010471462.1, XP_010428326.1, XP_010416206.1
OG0014228	El004G226210	XP_010428322.1, XP_010416201.1, XP_010471457.1, XP_010471454.1
OG0014229	El004G226150	XP_010428314.1, XP_019094003.1, XP_010471445.1
OG0014230	El004G226090	XP_010428308.1, XP_010474321.1
OG0014231	El004G225720	XP_010416152.1, XP_010471405.1, XP_010428275.1
OG0014232	El004G225410	XP_010428235.1, XP_010471383.1, XP_010416120.1
OG0014233	El004G225310	XP_019083329.1, XP_010471373.1, XP_010428226.1
OG0014235	El004G224880	XP_010471312.1, XP_010416043.1, XP_010428176.1
OG0014236	El004G224760	XP_010428159.1, XP_010416025.1
OG0014237	El004G224730	XP_010471291.1, XP_010416018.1, XP_010428152.1
OG0014238	El002G101550	XP_019091785.1, XP_019099056.1, XP_010476893.1
OG0014239	El004G224540	XP_010428131.1, XP_010471274.1, XP_010415997.1
OG0014240	El004G224530	XP_010431495.1, XP_019093600.1, XP_010415996.1
OG0014241	El004G224450	XP_019093750.1, XP_019084976.1, XP_010415987.2
OG0014242	El004G224220	XP_010428097.1, XP_010415960.1, XP_010471251.1, XP_010414862.1
OG0014243	El004G232350	XP_010417505.1, XP_019093990.1, XP_010429756.1
OG0014244	El004G232440	XP_010472738.1, XP_010417517.1, XP_010429768.1
OG0014245	El004G232530	XP_010417523.1, XP_010429780.1, XP_010472747.1
OG0014246	El006G318620, El004G232620	XP_010417534.1, XP_010472752.1, XP_010429785.1
OG0014247	El004G232800	XP_010472786.1, XP_010417595.1, XP_010429813.1
OG0014248	El004G232860	XP_010429815.1, XP_019082728.1, XP_010472790.1
OG0014249	El004G232870	XP_010429818.1
OG0014250	El004G232950, El004G234420	XP_010472798.1, XP_019083543.1, XP_010429827.1
OG0014251	El004G232970	XP_010429831.1, XP_010429829.1, XP_010472801.1, XP_019083544.1
OG0014252	El004G233460	XP_010417655.1, XP_010472864.1, XP_010429894.1
OG0014253	El004G233730	XP_010429926.1, XP_010417680.1, XP_010472898.1
OG0014254	El004G234100	XP_010429961.1, XP_010417710.1, XP_010472936.1
OG0014255	El004G234110	XP_019082819.1, XP_010472941.1, XP_010429972.1
OG0014256	El004G234160	XP_010472948.1, XP_010429978.1
OG0014257	El004G234190	XP_010429980.1, XP_019093397.1
OG0014258	El004G234230	XP_010429985.1, XP_019093522.1, XP_010417728.1
OG0014259	El004G234520	XP_019083580.1, XP_010430024.1
OG0014260	El004G234580	XP_010473004.1, XP_010430035.1
OG0014261	El004G234620, El004G234640	XP_010430042.1, XP_019093399.1
OG0014262	El004G234660	XP_010417779.1, XP_010430047.1
OG0014263	El004G234790	XP_010473031.1, XP_010417795.1, XP_010430066.1
OG0014264	El004G234770	XP_010430064.1, XP_010473030.1
OG0014265	El005G248480	XP_010489794.2, XP_010465043.1, XP_010499317.1
OG0014266	El005G248750	XP_010418917.1, XP_010487022.1, XP_010465074.1
OG0014267	El005G249140	XP_010487069.1, XP_010500190.1, XP_010465139.2
OG0014268	El005G249930	XP_010465258.1, XP_010501368.1, XP_010487162.1
OG0014269	El005G249950	XP_010501387.1, XP_010465260.1, XP_010487164.1
OG0014270	El007G339990	XP_010445601.1, XP_010442873.1, XP_010482704.1
OG0014271	El005G250200	XP_010487191.1, XP_010465285.1
OG0014272	El005G250210	XP_010465286.1, XP_010501588.1, XP_010487192.1
OG0014273	El005G250250	XP_010487196.1, XP_010465291.1, XP_010501618.1
OG0014274	El005G250890	XP_019096907.1, XP_019101822.1
OG0014275	El005G251230	XP_010502248.1, XP_010465408.1, XP_010487301.1
OG0014276	El005G251260	XP_010465413.1, XP_010502303.1
OG0014277	El005G251290	XP_010502343.1, XP_010487308.1, XP_010465425.1
OG0014278	El005G251580	XP_010465464.1, XP_010502551.1, XP_010487333.1
OG0014279	El005G251750	XP_010465478.1, XP_010487349.1, XP_010502726.1
OG0014280	El005G252220	XP_010489847.1, XP_010503174.1, XP_010465529.1
OG0014281	El005G252270	XP_010503229.1, XP_010487391.1, XP_010465536.1
OG0014282	El005G252620	XP_010503583.1, XP_010465585.1, XP_010487435.1
OG0014283	El001G011560	XP_010455224.1, XP_010438713.1, XP_010421729.1
OG0014284	El005G252770	XP_010503728.1, XP_010465611.1, XP_010487451.1
OG0014285	El005G252810	XP_010503775.1, XP_010487454.1, XP_010465614.1
OG0014286	El005G253100	XP_010419320.1, XP_010504183.1, XP_010487491.1, XP_010465657.1
OG0014287	El005G253330	XP_010487516.1, XP_019102202.1, XP_010465680.1
OG0014288	El005G253610	XP_010465705.1, XP_010487548.1, XP_010504678.1
OG0014289	El005G253840	XP_010504855.1, XP_010465728.1, XP_010487569.1
OG0014290	El005G254050	XP_010465744.1, XP_010487593.1, XP_010505096.1
OG0014291	El005G254170	XP_010505190.1, XP_010487600.1, XP_010465755.1
OG0014292	El005G254540	XP_010505628.1, XP_010465813.1
OG0014293	El005G254580	XP_010505784.1, XP_010487658.1, XP_010465823.1, XP_010465858.1
OG0014294	El005G254750	XP_010487680.1, XP_010505979.1, XP_010465842.1
OG0014295	El005G255130, El005G255090	XP_010487718.1, XP_010506302.1
OG0014296	El005G255390	XP_019096199.1, XP_010487736.1, XP_019092535.1
OG0014297	El006G305190	XP_010510624.1, XP_010470082.1, XP_010414525.1
OG0014298	El005G255800	XP_010465951.1, XP_010506947.1, XP_019096214.1
OG0014300	El005G256090	XP_010465991.1, XP_010487800.1, XP_010507135.1
OG0014301	El005G256280	XP_010487813.1, XP_010507254.1, XP_010466018.1
OG0014302	El001G048770	XP_019084388.1
OG0014303	El005G256620	XP_010507506.1, XP_010487848.1, XP_010466052.1
OG0014304	El005G256640	XP_010487852.1, XP_019092703.1, XP_010507512.1
OG0014305	El005G256650	XP_010507521.1, XP_010487851.1, XP_010466054.1
OG0014306	El002G133970	XP_010461826.1, XP_010500528.1, XP_010481065.1
OG0014307	El005G256950	XP_010466090.1, XP_010507758.1, XP_010487889.1
OG0014308	El005G256970	XP_010487893.1, XP_010466094.1, XP_010507782.1
OG0014309	El002G134140	XP_010479419.1, XP_010461843.1, XP_010500545.1
OG0014310	El005G257320	XP_010508002.1, XP_010487919.1, XP_010466138.1
OG0014311	El005G257420	XP_010466149.1, XP_010508160.1, XP_010489956.1
OG0014312	El005G257470	XP_010466153.1, XP_010487943.1, XP_010508172.1
OG0014313	El005G258020	XP_019082628.1, XP_019097079.1
OG0014314	El005G243980	XP_010508744.1, XP_010466210.1
OG0014315	El005G258140	XP_010508850.1, XP_010488015.1, XP_010466224.1
OG0014316	El005G258320	XP_010466243.1, XP_010488026.1, XP_010508968.1
OG0014317	El005G258330	XP_010488031.1, XP_010509006.1, XP_010466247.1
OG0014319	El005G258740	XP_010488064.1, XP_010509333.1, XP_010466284.1
OG0014320	El005G258810	XP_010509400.1, XP_010488070.1, XP_010466291.1
OG0014321	El005G258850	XP_010466297.1, XP_010488074.1, XP_010509454.1
OG0014322	El005G258870	XP_010488075.1, XP_010466298.1, XP_010509465.2
OG0014323	El005G259760	XP_010466392.1, XP_010510289.1, XP_010488165.1
OG0014324	El005G259550	XP_010510157.1, XP_010488150.1, XP_010466377.1
OG0014325	El005G259490	XP_010488148.1, XP_010466374.1, XP_010510139.1
OG0014326	El005G259420	XP_010468342.1, XP_010488139.1, XP_010510070.1
OG0014327	El005G259410	XP_010488135.1, XP_019092872.1, XP_010510057.1
OG0014328	El005G260050	XP_010510472.1, XP_010488188.1, XP_010466421.1
OG0014329	El005G260300	XP_010488211.1, XP_010510760.1, XP_010466452.1
OG0014330	El005G261510	XP_010488290.1, XP_010511507.1, XP_010466545.1
OG0014331	El001G060190, El001G076310	XP_010420818.1, XP_010454284.1, XP_010495314.1
OG0014332	El005G262260, El005G262000	XP_010511815.1, XP_010466579.1
OG0014333	El005G262830	XP_010511985.1, XP_010488336.1, XP_010466596.1
OG0014334	El005G264900	XP_010512442.1, XP_010466676.1, XP_010488397.1
OG0014335	El005G265150, El005G265160	XP_010466702.1, XP_010512613.1, XP_010488428.1
OG0014336	El005G265190	XP_010466705.1, XP_010488434.1
OG0014337	El005G265600	XP_010466725.1, XP_010488447.1, XP_010512755.1
OG0014338	El003G176040, El003G176010	XP_010450136.1, XP_010435209.1, XP_010450119.1
OG0014339	El005G267130	XP_010466791.1, XP_010513260.1, XP_010488502.1
OG0014340	El005G267540	XP_010488537.1, XP_010513396.1
OG0014341	El005G267620	XP_010466845.1, XP_010513436.1, XP_010488540.1
OG0014342	El005G267640	XP_010488542.1, XP_010513471.1, XP_010466848.1
OG0014343	El005G267660	XP_010466849.1, XP_010488549.1, XP_010513483.1
OG0014344	El005G268070	XP_010466884.1, XP_010488572.1, XP_010513643.1
OG0014345	El005G268190	XP_010488587.1, XP_010466904.1, XP_010422383.1
OG0014346	El005G268780	XP_010466943.1, XP_010488632.1, XP_010514054.1
OG0014347	El005G268790	XP_010466944.1, XP_010514063.1, XP_010488634.1
OG0014348	El005G268920	XP_010466951.1, XP_010488640.1, XP_010514099.1
OG0014349	El005G269770, El005G269760	XP_010518644.1, XP_010488719.1, XP_010467031.1
OG0014350	El005G269740	XP_010518636.1, XP_010467028.1, XP_010488715.1
OG0014351	El005G269570	XP_010467017.1, XP_010488704.1, XP_010518560.1
OG0014352	El005G271830	XP_010467253.1, XP_010518464.1, XP_010488845.1
OG0014353	El005G276500	XP_010414122.1, XP_010489530.1, XP_010467640.1
OG0014354	El005G271290	XP_010467134.1, XP_019084453.1, XP_010488803.1
OG0014355	El005G271080	XP_010497415.1, XP_010497218.2, XP_010467125.1, XP_010412943.1, XP_010488796.1
OG0014356	El005G270900	XP_010412894.1, XP_010488791.1
OG0014357	El005G270890	XP_010467113.1, XP_010412875.1, XP_010488789.1
OG0014358	El005G270780	XP_010488784.1, XP_010467109.1, XP_010412805.1
OG0014359	El005G270760	XP_010488782.1, XP_010467107.1, XP_010412792.1
OG0014360	El005G270640	XP_010488778.1, XP_010467085.1, XP_010412737.1
OG0014361	El005G270210	XP_010467066.1, XP_010488758.1, XP_010412605.1
OG0014362	El005G271650	XP_010467169.1, XP_010496033.1, XP_010413726.1
OG0014363	El005G272970	XP_010517354.1, XP_010488968.1, XP_010467305.1
OG0014364	El005G271510	XP_010495945.1, XP_010488827.1, XP_010413838.1
OG0014365	El005G271960	XP_010488869.1, XP_019098750.1, XP_010467208.1
OG0014366	El005G272180	XP_010467220.1, XP_010518206.1, XP_010488878.2
OG0014367	El005G272210	XP_010517459.1, XP_010488875.1, XP_010467225.1
OG0014368	El005G272370	XP_010517614.1, XP_010496775.1
OG0014369	El005G272380	XP_010496763.1, XP_010488901.1, XP_010517639.1
OG0014370	El003G149330	XP_010437772.1, XP_010447249.1, XP_010432573.1
OG0014371	El005G272450	XP_010467261.1, XP_010517752.1, XP_010488917.1
OG0014372	El001G080040	XP_010423808.1, XP_010452146.1, XP_010490755.1
OG0014373	El005G272600	XP_010517991.1, XP_010467282.1, XP_010488940.1
OG0014374	El002G090640	XP_010458007.1, XP_010488210.1, XP_010475576.1
OG0014375	El005G273210	XP_010467329.1, XP_010489180.1, XP_010517173.1
OG0014376	El005G273260	XP_010467333.1, XP_010489183.1, XP_010517103.1
OG0014377	El005G273310	XP_019084141.1, XP_019092759.1, XP_019096641.1
OG0014378	El005G273640	XP_010423658.2, XP_010467367.1, XP_010489214.1
OG0014379	El002G125950	XP_010461379.1, XP_010500227.1, XP_010478974.2
OG0014380	El005G273910	XP_010489241.1, XP_010467401.1, XP_019083901.1
OG0014381	El002G125350, El005G265800	XP_010461266.1, XP_010478869.1, XP_010499985.1
OG0014382	El005G274310	XP_010489315.1, XP_010467451.1, XP_010515738.1
OG0014383	El005G274780	XP_010515116.1, XP_010489363.1, XP_010467508.1
OG0014384	El005G275030	XP_010514809.1, XP_010489387.1, XP_010467529.1
OG0014385	El005G275240	XP_010467562.1, XP_010514708.1, XP_010489397.1
OG0014386	El005G276750, El005G276070	XP_010467660.1, XP_010414296.1, XP_010489546.1
OG0014387	El005G277120	XP_010467701.1, XP_010414584.1, XP_010489580.1
OG0014388	El005G277130	XP_010489581.1, XP_010414595.1, XP_010467702.1
OG0014389	El005G277340	XP_010489611.1, XP_010414838.1, XP_010467730.1
OG0014390	El005G277380	XP_010414872.1, XP_010467733.1, XP_010489614.1
OG0014391	El005G277390	XP_010467734.1, XP_010414883.1, XP_019096183.1, XP_019096553.1
OG0014392	El005G277740	XP_010415238.1, XP_019096583.1, XP_010467876.1
OG0014394	El005G278070	XP_010416823.1, XP_010495930.1, XP_010489148.1
OG0014395	El005G278450	XP_010489110.1, XP_010467947.1
OG0014396	El005G278490	XP_010467943.1, XP_010489105.1, XP_010416371.1
OG0014397	El005G278660	XP_010495916.1, XP_019092061.1, XP_010489077.1
OG0014398	El005G278970	XP_010467805.1, XP_010415612.1, XP_010489026.1
OG0014399	El005G279120	XP_019096501.1, XP_010490286.1, XP_010467795.1, XP_010489014.1
OG0014400	El005G279210	XP_010489007.1
OG0014401	El005G279430	XP_010488992.1, XP_010467767.1
OG0014402	El005G279400	XP_010488995.1, XP_010488997.1, XP_010467770.1
OG0014403	El002G141530	XP_019091862.1, XP_010501257.1, XP_010480191.1
OG0014404	El002G141490	XP_010480183.1, XP_019091730.1, XP_010501259.1
OG0014405	El002G140940	XP_010480138.1, XP_019099546.1, XP_010462445.1
OG0014406	El002G140890	XP_010462441.1, XP_010501198.1, XP_010480128.1
OG0014407	El002G140460	XP_010501158.1, XP_010462396.1, XP_010480082.1
OG0014408	El002G140390	XP_010480073.1, XP_010501154.1, XP_019091661.1
OG0014409	El002G140360	XP_010481187.1, XP_010501148.1, XP_010463485.1
OG0014410	El007G366910	XP_010481277.1, XP_010495012.1, XP_010441408.1
OG0014411	El002G140250	XP_010480049.1, XP_010501134.1, XP_010462369.1
OG0014412	El002G139350	XP_010501038.1, XP_010479955.1, XP_010462285.1
OG0014413	El002G127300, El002G139190	XP_010501030.2, XP_010462279.1, XP_010479949.1
OG0014414	El002G139060	XP_010479932.1, XP_010501014.1, XP_010462258.1
OG0014415	El002G138360	XP_010462205.1, XP_010479882.2, XP_010500964.1
OG0014416	El002G137800	XP_010500910.1, XP_010479813.1, XP_010462138.1
OG0014417	El002G137780	XP_010500906.1, XP_010462134.1, XP_010479810.1
OG0014418	El002G137630	XP_010500887.1, XP_010462122.1, XP_010479791.1
OG0014419	El002G137260	XP_010463422.1, XP_010500853.1, XP_010479760.1
OG0014420	El002G137250	XP_010479758.1, XP_010462087.1, XP_010500850.1
OG0014421	El002G137240	XP_010462089.1, XP_010481145.1, XP_019099502.1
OG0014422	El002G137120	XP_010500832.1, XP_010462071.1, XP_010479741.1
OG0014423	El002G136770	XP_010462054.1, XP_010500809.1, XP_010479715.1
OG0014424	El002G136340	XP_010479684.1, XP_010462022.1, XP_019099483.1
OG0014425	El002G136240	XP_010500756.1, XP_010462010.1, XP_010479671.1
OG0014426	El002G135930	XP_010479638.1, XP_010461987.1, XP_010500730.1
OG0014427	El002G135150	XP_010479550.1, XP_019091147.1, XP_010500663.1
OG0014428	El002G135380	XP_010479563.1, XP_010461942.1, XP_010500677.1, XP_019096451.1
OG0014429	El002G135670	XP_010461959.1, XP_010500709.1, XP_010479605.1
OG0014430	El004G218710	XP_010415409.1, XP_019093678.1, XP_010511777.1
OG0014431	El002G134810	XP_010500634.1
OG0014432	El005G260770, El002G134760	XP_010479514.1, XP_010461901.1, XP_010500624.1
OG0014433	El002G134650	XP_010500614.1, XP_019091535.1, XP_010479503.1
OG0014434	El002G134490	XP_010479474.1, XP_010501933.1
OG0014435	El002G134440	XP_010500571.1, XP_010461867.1, XP_010479465.1
