Orthogroup	Erysimum_linariifolium	Arabidopsis_arenosa
OG0012576	El005G255720	jg25973
OG0012577	El005G255830	jg25984
OG0012578	El005G256030	jg26005
OG0012579	El005G256300	jg26025
OG0012580	El005G256590	jg26054
OG0012581	El005G256660	jg26061
OG0012582	El005G256940	jg26085
OG0012583	El005G257400	jg26133
OG0012584	El005G257630	jg26150
OG0012585	El005G257870	jg26164
OG0012586	El005G258220	jg26200
OG0012587	El005G258770	jg26250
OG0012588	El002G135450	jg33258
OG0012590	El005G259880	jg26357
OG0012591	El003G174070	jg11244
OG0012592	El001G026990	jg15532
OG0012593	El005G263630	jg26549
OG0012595	El005G265180	jg26606
OG0012596	El005G265650	jg26637
OG0012597	El005G265690	jg26642
OG0012598	El005G266010	jg26663
OG0012599	El005G266100, El005G266020, El005G266130	jg26664
OG0012600	El002G091500	jg29236
OG0012601	El005G266850	jg26675
OG0012602	El005G267310	jg26725
OG0012603	El005G271410	jg27272
OG0012604	El005G268100	jg26800
OG0012605	El005G269310	jg26918
OG0012606	El005G269210, El001G016670	jg26905
OG0012607	El005G269540	jg26970
OG0012608	El005G271550	jg27358
OG0012609	El005G276490	jg27983
OG0012610	El005G270930	jg27176
OG0012611	El005G270770	jg27129
OG0012612	El005G270600	jg27091
OG0012613	El005G270410, El007G339340	jg27075
OG0012614	El005G271480	jg27345
OG0012615	El005G271850	jg27405
OG0012616	El002G139040	jg33570, jg33572
OG0012617	El005G272460	jg27517
OG0012618	El005G272560	jg27533
OG0012619	El005G272710	jg27556
OG0012620	El002G127390, El005G273270	jg27636
OG0012621	El005G273280	jg27637
OG0012622	El005G273390	jg27647
OG0012623	El005G273700	jg27702
OG0012624	El005G273990	jg27770
OG0012625	El005G274030	jg27775
OG0012626	El006G291850	jg19012
OG0012627	El005G274130	jg27783
OG0012628	El005G274520	jg27852
OG0012629	El005G274930	jg27881
OG0012630	El005G274940	jg27882
OG0012631	El005G275160	jg27897
OG0012632	El003G173350, El005G275550	jg27933
OG0012633	El005G275660	jg27948
OG0012634	El005G275710	jg27954
OG0012635	El005G276850	jg28010
OG0012637	El005G277450	jg28085
OG0012638	El005G277710	jg28114
OG0012639	El005G277920	jg28130
OG0012640	El005G278080	jg28160
OG0012641	El005G278410	jg28195
OG0012642	El005G278620	jg28228
OG0012643	El005G278940	jg28268
OG0012644	El005G279470	jg28307
OG0012645	El002G141440	jg33812
OG0012646	El002G141340	jg33799
OG0012647	El002G140990	jg33766
OG0012648	El002G140980	jg33765
OG0012649	El002G140450	jg33704
OG0012650	El002G139490	jg33620
OG0012651	El002G139290	jg33588
OG0012652	El002G138910	jg33559
OG0012653	El002G138870	jg33555
OG0012654	El002G138130	jg33515
OG0012655	El002G137830, El001G073340	jg33482
OG0012656	El002G137720	jg33474
OG0012657	El002G137150	jg33425
OG0012659	El002G136250	jg33333
OG0012660	El002G136230	jg33331
OG0012661	El002G135960	jg33317
OG0012663	El002G135370	jg33250
OG0012664	El002G135010	jg33210
OG0012665	El002G134890	jg33203
OG0012666	El002G134870	jg33202
OG0012667	El002G134660	jg33182
OG0012668	El002G134160	jg33124
OG0012669	El002G134080	jg33115
OG0012670	El002G133980	jg33107
OG0012671	El002G133430	jg33057
OG0012672	El002G135390	jg33252
OG0012673	El002G132610	jg32968
OG0012674	El002G132770, El006G300930	jg32979
OG0012675	El002G132680	jg32972
OG0012676	El002G132190	jg32934
OG0012677	El002G131990	jg32923
OG0012678	El002G131780	jg32906
OG0012679	El001G012050, El002G131770	jg32905
OG0012680	El003G171450	jg11037
OG0012681	El003G171510	jg11045
OG0012682	El003G171870	jg11062
OG0012683	El003G172130	jg11096
OG0012684	El003G172180	jg11101
OG0012685	El003G172210	jg11104
OG0012686	El006G296270	jg18607
OG0012687	El006G296750	jg18556
OG0012688	El006G296820	jg18549
OG0012689	El001G022310	jg15100
OG0012690	El002G127730, El001G022330	jg15102
OG0012691	El001G022480	jg15123
OG0012692	El001G022680, El003G179530	jg15140
OG0012693	El001G022740	jg15150
OG0012694	El001G022900	jg15160
OG0012695	El001G022990	jg15179
OG0012696	El001G023350	jg15205
OG0012698	El001G023950	jg15266
OG0012699	El001G024100	jg15279
OG0012700	El001G054510	jg6356
OG0012701	El001G024560	jg15326
OG0012702	El001G024700	jg15337
OG0012703	El003G189080	jg15055
OG0012704	El001G025000	jg15365
OG0012705	El001G025250	jg15381
OG0012706	El001G025720	jg15424
OG0012707	El001G025850	jg15434
OG0012708	El001G026330	jg15478
OG0012709	El001G026530	jg15492
OG0012710	El001G026600	jg15498
OG0012711	El001G026880	jg15519
OG0012712	El001G026930	jg15524
OG0012713	El001G027630	jg15601
OG0012714	El001G027650	jg15604
OG0012715	El001G027890	jg15626
OG0012717	El001G027920	jg15628
OG0012718	El001G028180	jg15703
OG0012719	El001G028190	jg15702
OG0012720	El003G166850	jg11882
OG0012721	El001G028540	jg23926, jg15670
OG0012722	El001G028610	jg15661, jg15719
OG0012723	El001G028660	jg15660, jg15720
OG0012724	El001G028750	jg15741
OG0012725	El001G029420	jg15811
OG0012727	El001G030220	jg15886
OG0012728	El006G286290	jg19587
OG0012729	El001G030620	jg15943
OG0012730	El001G030640	jg15946
OG0012731	El001G031300	jg16016
OG0012732	El001G031370	jg16023
OG0012733	El001G032210	jg16106
OG0012734	El001G032220	jg16107
OG0012735	El001G032780	jg32302, jg16141
OG0012736	El001G034350	jg16277
OG0012737	El001G034600	jg16303
OG0012738	El001G034780	jg16324
OG0012739	El001G035100	jg16348
OG0012740	El001G035510	jg16389
OG0012741	El001G035610	jg16396, jg16412, jg16404
OG0012743	El006G313600	jg17201
OG0012744	El002G133900, El002G133910	jg33096
OG0012749	El001G029150	jg15787
OG0012750	El001G032160	jg16101
OG0012751	El002G084500	jg28591
OG0012753	El006G313750, El006G313760	jg17179
OG0012754	El002G111390	jg31085, jg31084
OG0012755	El006G288030	jg19412
OG0012756	El004G232180	jg3558
OG0012757	El004G230460	jg3408
OG0012758	El004G227430	jg3141
OG0012759	El003G155240	jg9569
OG0012760	El003G155180	jg9563
OG0012761	El003G189930, El001G080480, El001G080520	jg21356, jg4259, jg14514
OG0012764	El003G144390	jg8563
OG0012765	El002G086350, El002G086330, El002G086370, El002G086360	jg28755
OG0012766	El002G088790	jg28992
OG0012768	El002G106470	jg30759
OG0012771	El001G001080	jg8114
OG0012772	El004G195130	jg466
OG0012774	El005G277060	jg28040
OG0012778	El005G248620	jg25238
OG0012779	El005G246280	jg25032
OG0012780	El001G075420	jg4427
OG0012781	El003G183360	jg11960
OG0012782	El006G320770	jg16573
OG0012783	El001G019390	jg14790, jg14788
OG0012784	El003G169890	jg10898
OG0012785	El002G130200	jg32782
OG0012786	El006G305520	jg17784
OG0012787	El006G306120	jg17725
OG0012788	El001G074070, El002G127000, El003G176860	jg4615
OG0012789	El001G067870	jg5189
OG0012790	El001G067700	jg5203
OG0012792	El001G064810, El001G064970	jg5455
OG0012793	El001G063790	jg5546
OG0012794	El001G039950	jg13252
OG0012795	El007G335050	jg22573
OG0012797	El071G376390, El071G376400, El053G375680, El053G375670, El060G376170, El053G375690	jg243
OG0012798	El005G246940	jg25091
OG0012800	El001G059880	jg5891
OG0012801	El007G329580	jg23071
OG0012803	El007G327530	jg23271
OG0012804	El002G108590	jg30897, jg30893
OG0012805	El002G113050	jg31269
OG0012807	El002G127780	jg32604, jg2286
OG0012808	El004G204670, El002G119390, El004G224900, El001G026970, El004G213980	jg2915, jg2914
OG0012809	El006G309480	jg27109
OG0012810	El006G320110	jg16652
OG0012813	El007G352120	jg12870
OG0012813	El001G063000, El001G064710, El001G054550, El001G054590	jg4168
OG0012814	El001G069530	jg5039
OG0012817	El001G061880	jg5719
OG0012818	El001G057320	jg6126
OG0012819	El003G158030	jg9811
OG0012820	El003G169590	jg10877
OG0012822	El007G348680	jg21387, jg21196, jg21386
OG0012823	El007G348320	jg21398
OG0012824	El007G346080	jg21537
OG0012825	El035G374290	jg286, jg132
OG0012836	El003G155850	jg9625
OG0012837	El003G155720	jg9613
OG0012838	El003G155600	jg9602
OG0012839	El003G155290	jg9573
OG0012840	El003G155080	jg9555
OG0012841	El003G154590	jg9522
OG0012842	El003G154240	jg9493
OG0012843	El003G153970, El003G154080	jg9483
OG0012844	El006G288370	jg19382
OG0012845	El003G153300	jg9431
OG0012846	El003G152700	jg9375
OG0012847	El003G152550	jg9360
OG0012848	El003G152410	jg9349
OG0012849	El003G152190	jg9321
OG0012850	El003G152160	jg9318
OG0012851	El003G151960	jg9300
OG0012852	El003G151860	jg9289
OG0012853	El003G151700	jg9274
OG0012854	El003G151490	jg9257
OG0012855	El003G150940	jg9205
OG0012856	El003G150810	jg9194
OG0012857	El003G150580	jg9166
OG0012858	El003G150540	jg9162
OG0012860	El003G154420	jg9510
OG0012861	El003G150170	jg9131
OG0012862	El003G150090	jg9124
OG0012863	El003G149710	jg9091
OG0012864	El003G149770	jg9097
OG0012865	El003G149950	jg9112
OG0012867	El003G149600	jg9075
OG0012868	El003G149180	jg9031
OG0012869	El003G149210	jg9035
OG0012870	El003G149240	jg9037
OG0012871	El003G149170	jg9030
OG0012872	El003G149110	jg9019
OG0012873	El003G149020	jg9009
OG0012875	El003G148700	jg8974
OG0012876	El003G148200	jg8929
OG0012877	El003G148510	jg8964
OG0012878	El003G148170	jg8925
OG0012879	El003G147620	jg8871
OG0012880	El003G147610	jg8870
OG0012881	El003G147360	jg8848
OG0012882	El003G146050	jg8725
OG0012883	El003G147240	jg8839
OG0012884	El005G269940	jg27005
OG0012885	El002G118030	jg31688
OG0012886	El002G118050	jg31692
OG0012887	El002G118440	jg31746
OG0012888	El002G118690	jg31771
OG0012889	El002G119760	jg31887
OG0012890	El002G119800	jg31891
OG0012891	El002G120040	jg31910
OG0012892	El003G170550	jg10945
OG0012893	El003G170770	jg10962
OG0012894	El003G170820	jg10971
OG0012895	El003G170830	jg10972
OG0012896	El003G171130	jg10995
OG0012897	El003G171220	jg11004
OG0012898	El003G171300	jg11014
OG0012899	El004G210690	jg1544
OG0012900	El004G210380	jg1532
OG0012901	El004G210150	jg1527
OG0012902	El004G209550	jg1501
OG0012903	El004G209800	jg1476
OG0012904	El004G209150	jg1463
OG0012905	El004G209120	jg1460
OG0012906	El004G208360	jg1427
OG0012907	El004G208310	jg1422
OG0012908	El004G208250	jg1411
OG0012909	El004G205520	jg1281
OG0012910	El005G271910	jg27407
OG0012911	El004G204560	jg1181
OG0012912	El004G203360	jg1155
OG0012913	El004G203010	jg1133
OG0012914	El004G202790	jg1107
OG0012915	El004G202130	jg1048
OG0012916	El004G202210	jg1062
OG0012917	El004G201780	jg1017
OG0012918	El004G201710	jg1011
OG0012919	El004G201020	jg954
OG0012920	El004G200960, El004G200900	jg935
OG0012921	El004G200790	jg929
OG0012922	El004G200480	jg906
OG0012923	El004G200630	jg925
OG0012924	El004G200290	jg892
OG0012925	El004G200000	jg863
OG0012926	El004G199980	jg862
OG0012927	El004G199970	jg861
OG0012928	El002G094180	jg29521
OG0012929	El004G199760	jg847
OG0012930	El004G199720	jg841
OG0012931	El004G198950	jg758
OG0012932	El001G036060	jg12906
OG0012933	El001G036100	jg12910
OG0012934	El001G036120	jg12912
OG0012935	El001G036200	jg12922
OG0012936	El001G036520	jg12959
OG0012937	El001G036570	jg12964
OG0012938	El001G036590	jg12966, jg1703
OG0012939	El001G036700	jg12978
OG0012940	El001G036880	jg12995
OG0012941	El001G036970	jg13011
OG0012942	El001G037630	jg13053
OG0012943	El001G037740	jg13064
OG0012944	El001G038030	jg13099
OG0012945	El001G038060	jg13102
OG0012946	El002G097830	jg29869
OG0012947	El001G038390	jg13130
OG0012948	El001G038810	jg13169
OG0012949	El001G039080	jg13190
OG0012950	El001G039200	jg13213
OG0012951	El001G040030	jg13263
OG0012952	El001G040110	jg13274
OG0012953	El001G040370	jg13295
OG0012955	El001G040750	jg13326
OG0012956	El001G040920	jg13343
OG0012957	El001G040990	jg13348
OG0012958	El001G041200	jg13364
OG0012959	El001G041220	jg13367
OG0012960	El001G041600	jg13400
OG0012961	El001G041660	jg13402
OG0012962	El001G041810	jg13415
OG0012963	El001G041820	jg13416
OG0012964	El001G041860	jg13420
OG0012965	El001G042160	jg13460
OG0012966	El003G191720	jg12688
OG0012967	El001G042440	jg13492
OG0012968	El001G042720	jg13535
OG0012969	El001G042730	jg13536
OG0012970	El001G042960	jg13554
OG0012971	El001G043180	jg13581
OG0012972	El001G043900	jg13638
OG0012973	El001G043910	jg13641
OG0012974	El001G043970	jg13643
OG0012975	El005G270800	jg15454
OG0012976	El001G044990	jg13728
OG0012977	El001G045060	jg13736
OG0012978	El001G046290	jg13867
OG0012979	El001G046310	jg13877
OG0012980	El003G187530	jg12388
OG0012981	El004G217250	jg2239
OG0012982	El004G217240	jg2238
OG0012983	El004G217120	jg2221
OG0012984	El004G217090	jg2218
OG0012985	El004G216440	jg2185
OG0012986	El004G216230	jg2165
OG0012987	El004G215430	jg2069
OG0012988	El004G215290	jg2056
OG0012989	El004G215280	jg2055
OG0012990	El004G213780	jg1944
OG0012991	El004G213240	jg1913
OG0012992	El004G212850	jg1897
OG0012993	El004G212720	jg1875
OG0012994	El004G212160	jg1853
OG0012995	El004G210900	jg1582
OG0012996	El004G210860	jg1579
OG0012997	El004G210480	jg1588
OG0012998	El004G193840	jg362
OG0012999	El004G194000	jg373
OG0013000	El004G194380	jg404
OG0013001	El004G194390	jg405
OG0013002	El004G194620	jg422
OG0013003	El004G194630	jg423
OG0013004	El004G194760	jg432
OG0013005	El004G194780	jg446
OG0013006	El004G194800	jg448
OG0013007	El004G194810	jg449
OG0013008	El004G194820	jg450
OG0013009	El004G195100	jg463
OG0013011	El004G195690	jg501
OG0013012	El004G195920	jg524
OG0013013	El004G196040	jg532
OG0013014	El004G196240	jg540
OG0013015	El002G096330	jg29736
OG0013016	El004G196930	jg589
OG0013017	El004G197070	jg602
OG0013018	El001G030340, El004G197560	jg634
OG0013019	El004G197590	jg637
OG0013020	El004G198100	jg679
OG0013021	El004G198140	jg685
OG0013022	El004G198180	jg689
OG0013023	El004G198190	jg690
OG0013024	El003G158650	jg9880
OG0013025	El003G158480	jg9860
OG0013026	El003G158440	jg9855
OG0013027	El003G158420	jg9852
OG0013028	El003G158300	jg9840
OG0013029	El006G313610, El003G184600	jg12069
OG0013030	El006G288090	jg19410
OG0013031	El006G288220	jg19393
OG0013032	El006G288400	jg19379
OG0013033	El006G288380	jg19381
OG0013034	El006G288600	jg19355
OG0013035	El006G288870	jg19330
OG0013036	El006G288970	jg19321
OG0013037	El005G244190	jg24821
OG0013038	El005G244390	jg24845
OG0013039	El005G244440	jg24850
OG0013040	El005G244810	jg24891
OG0013041	El005G244820	jg24892
OG0013042	El005G245140	jg24920
OG0013043	El005G245250	jg24932
OG0013044	El003G160450	jg10046
OG0013045	El005G245360	jg24939
OG0013046	El005G245470	jg24950
OG0013048	El005G245500	jg24952
OG0013049	El005G245750	jg24977
OG0013050	El005G245770	jg24980
OG0013051	El001G060510	jg5828
OG0013052	El005G246020	jg25003
OG0013053	El005G246040	jg25005
OG0013054	El005G246080	jg25009
OG0013055	El005G246230	jg25027
OG0013056	El002G094420	jg29539
OG0013057	El005G246690	jg25069
OG0013058	El005G247130	jg25108
OG0013059	El005G247260	jg25111
OG0013060	El005G247810	jg25154
OG0013061	El005G247820	jg25155
OG0013062	El005G247880	jg25163
OG0013063	El005G247920	jg25168
OG0013064	El001G058140	jg6048
OG0013065	El005G248120	jg25187
OG0013066	El003G155940	jg9634
OG0013067	El006G291730	jg19030
OG0013068	El007G344870	jg21630
OG0013069	El007G344850	jg21632
OG0013070	El007G344840	jg21638
OG0013071	El007G344770	jg21643
OG0013072	El007G344680	jg21649
OG0013073	El007G344530	jg21662
OG0013074	El007G344480	jg21667
OG0013075	El007G344440	jg21669
OG0013076	El007G344200	jg21686
OG0013077	El007G344170	jg21690
OG0013078	El007G330760	jg22958
OG0013079	El007G343480	jg21734
OG0013080	El005G268770	jg26866
OG0013081	El007G343050	jg21765
OG0013082	El007G342910	jg21776
OG0013083	El007G342830	jg21784
OG0013084	El007G342500	jg21825
OG0013085	El007G342150	jg21844
OG0013086	El007G342010	jg21856
OG0013087	El007G341770	jg21874
OG0013088	El007G341630	jg21887
OG0013089	El007G341420	jg21914
OG0013090	El007G341340	jg21922
OG0013091	El007G340760	jg21982
OG0013092	El007G340380	jg22009
OG0013093	El007G339630	jg22067
OG0013094	El003G156290	jg9667
OG0013095	El007G338600	jg22188
OG0013096	El007G338610	jg22187
OG0013097	El007G338670	jg22182, jg22176
OG0013098	El007G338750	jg22164
OG0013099	El007G338780	jg22159
OG0013100	El007G338790	jg22158
OG0013101	El007G338830	jg22153
OG0013102	El007G338330	jg22214
OG0013103	El007G338070	jg22222
OG0013104	El007G337900	jg22256
OG0013105	El005G271660	jg27381
OG0013106	El007G337580	jg22303
OG0013107	El007G337500	jg22310
OG0013108	El007G337490	jg22311
OG0013109	El007G337480	jg22312
OG0013110	El007G337440	jg22314
OG0013111	El007G337430	jg22315
OG0013113	El007G337010	jg22349
OG0013115	El007G336970	jg22351
OG0013116	El007G336650	jg22383
OG0013117	El007G336470	jg22400
OG0013118	El004G207610, El007G336370	jg22410
OG0013119	El007G336190	jg22435
OG0013120	El007G336050	jg22458
OG0013121	El007G335990	jg22464
OG0013122	El007G335820	jg22484
OG0013123	El007G335500	jg22520
OG0013124	El007G334650	jg22608
OG0013126	El007G334460	jg22622
OG0013127	El007G334370	jg22633
OG0013128	El007G334360	jg22634
OG0013129	El007G334170	jg22651
OG0013130	El007G333820	jg22680
OG0013131	El007G333700	jg22689
OG0013132	El007G333470	jg22712
OG0013133	El007G333420	jg22716
OG0013134	El001G011620	jg310
OG0013135	El001G056930	jg6162
OG0013136	El007G351580	jg21272
OG0013137	El001G068390	jg5145
OG0013138	El001G068440	jg5140
OG0013139	El001G068460	jg5138
OG0013140	El001G068770	jg5108
OG0013141	El001G068890	jg5096
OG0013142	El001G068950	jg5090
OG0013143	El001G069190	jg5074
OG0013144	El001G069220	jg5072
OG0013145	El001G069300	jg5063
OG0013146	El001G069320	jg5061
OG0013147	El001G069370	jg5055
OG0013148	El001G069710	jg5019
OG0013149	El001G069770, El001G069790	jg5012
OG0013150	El001G069920	jg5000
OG0013151	El001G069940	jg4996
OG0013152	El001G069970	jg4993
OG0013153	El001G070140	jg4984
OG0013154	El001G070300	jg4970
OG0013155	El001G070310	jg4969
OG0013156	El001G070390	jg4956
OG0013157	El005G241480, El001G070400	jg4955
OG0013159	El001G071070	jg4914
OG0013160	El001G071830	jg4849
OG0013161	El001G072240	jg4800
OG0013162	El001G072280	jg4793
OG0013163	El001G072570	jg4763
OG0013164	El001G072670	jg4754
OG0013165	El001G072690	jg4752
OG0013166	El001G072780	jg4745
OG0013167	El001G072920	jg4730
OG0013168	El001G072940	jg4728
OG0013169	El001G072960	jg4727
OG0013170	El001G073000	jg4722
OG0013171	El001G073300	jg4695
OG0013172	El001G056670	jg6187
OG0013173	El001G073480	jg4677
OG0013174	El001G073690	jg4657
OG0013175	El001G073700	jg4656
OG0013176	El001G074010	jg4622
OG0013177	El001G074060	jg4616
OG0013178	El001G074080	jg4614
OG0013179	El001G074520	jg4566
OG0013180	El007G328630	jg23159
OG0013182	El003G169740	jg10883
OG0013183	El003G169420	jg10864
OG0013184	El003G169310, El003G169300	jg10854
OG0013185	El003G169170	jg10841
OG0013186	El003G169160	jg10840
OG0013187	El003G168800	jg10811
OG0013188	El003G168470	jg10781
OG0013189	El003G168430	jg10778
OG0013190	El003G168420	jg10776
OG0013191	El007G364280	jg20481
OG0013192	El003G167960	jg10738
OG0013193	El003G167850	jg10723
OG0013194	El003G167620	jg10714
OG0013195	El003G167580	jg10710
OG0013196	El003G167530	jg10706
OG0013197	El003G167370	jg10697
OG0013198	El003G167230	jg10683
OG0013199	El003G167130	jg10677
OG0013200	El003G167120	jg10676
OG0013201	El003G166720	jg10648
OG0013202	El003G165710	jg10558
OG0013203	El001G028870	jg15754
OG0013204	El003G165690	jg10555
OG0013205	El003G144680	jg8594
OG0013206	El003G165340	jg10500
OG0013207	El003G164780	jg10438
OG0013208	El003G164680	jg10427
OG0013209	El003G164330	jg10401
OG0013210	El003G163670	jg10338
OG0013211	El003G163440	jg10313
OG0013212	El004G221110	jg2580
OG0013213	El003G163190	jg10294
OG0013214	El003G162860	jg10263
OG0013215	El003G161630	jg10152
OG0013216	El003G161260	jg10118
OG0013217	El003G161180	jg10111
OG0013218	El003G161060	jg10099
OG0013219	El003G161050	jg10098
OG0013220	El003G160720	jg10072
OG0013221	El002G120360	jg31937
OG0013223	El002G121090	jg31986
OG0013224	El002G121170	jg31991
OG0013225	El001G060070	jg5872
OG0013226	El003G158860	jg9902
OG0013227	El001G074750	jg4535
OG0013228	El002G121790	jg32040
OG0013229	El002G122310	jg32089
OG0013230	El002G122360	jg32092
OG0013231	El002G122650	jg32104
OG0013232	El005G265820, El002G122990	jg32118
OG0013233	El002G123280	jg32140
OG0013235	El002G124200	jg32191
OG0013236	El002G123790	jg32223
OG0013237	El002G123710	jg32233
OG0013238	El002G125400	jg32327
OG0013239	El002G128180	jg32644
OG0013240	El005G244240, El005G243190	jg24825
OG0013241	El002G117610	jg31658
OG0013242	El002G127010	jg32517
OG0013243	El002G128550	jg32680, jg32669
OG0013245	El002G130550	jg32808
OG0013246	El002G130210	jg32783
OG0013247	El002G126130	jg32480
OG0013248	El002G126010	jg32471
OG0013249	El002G126000	jg32470
OG0013250	El002G128710	jg32694
OG0013251	El002G129110	jg32732
OG0013252	El002G113510	jg31304
OG0013253	El002G113470	jg31302
OG0013254	El002G113760	jg31335
OG0013255	El002G113840	jg31341
OG0013256	El002G113860	jg31344
OG0013257	El002G114340	jg31382
OG0013258	El002G114510	jg31396
OG0013259	El002G114770	jg31414
OG0013260	El002G114930	jg31420
OG0013261	El005G267920	jg26788
OG0013262	El002G115120	jg31446
OG0013263	El002G115380, El002G115290	jg31466
OG0013264	El002G115860	jg31524
OG0013265	El002G116550	jg31577
OG0013266	El003G146890	jg8806
OG0013267	El003G146860	jg8803
OG0013268	El003G146610	jg8783
OG0013269	El003G146320	jg8746
OG0013270	El003G146280	jg8743
OG0013271	El003G146200	jg8737
OG0013272	El005G275360	jg27918
OG0013273	El003G145960	jg8709
OG0013274	El003G145820	jg8696
OG0013275	El003G145810	jg8695
OG0013276	El003G145780	jg8692
OG0013277	El003G145750	jg8689
OG0013278	El003G145700	jg8684
OG0013279	El003G145580	jg8674
OG0013280	El003G145540	jg8672
OG0013281	El003G145230	jg8644
OG0013282	El003G145090	jg8627
OG0013283	El003G145080, El003G145050	jg8626
OG0013284	El003G144990	jg8620
OG0013285	El003G144430	jg8589
OG0013286	El003G144160	jg8546
OG0013287	El001G024070	jg15276
OG0013288	El003G143730	jg8511
OG0013289	El003G143720	jg8510
OG0013290	El003G143680	jg8507
OG0013291	El003G143500	jg8488
OG0013292	El003G143490	jg8487
OG0013293	El003G143480	jg8486
OG0013294	El002G113320	jg31292
OG0013295	El003G143420	jg8482
OG0013297	El003G142940	jg8413
OG0013298	El003G142930	jg8412
OG0013299	El003G142750	jg8398
OG0013300	El003G142700	jg8393
OG0013301	El003G142600	jg8382
OG0013302	El003G142230	jg8347
OG0013303	El003G142160	jg8339
OG0013304	El003G142110	jg8334
OG0013305	El003G141940	jg8312
OG0013306	El003G141730	jg8285
OG0013307	El003G141820	jg8293
OG0013309	El003G141670	jg8280
OG0013310	El006G320620	jg16588
OG0013311	El003G183740	jg12021
OG0013312	El003G184230	jg12048
OG0013313	El003G184550	jg12065
OG0013314	El003G184750	jg12096, jg12098
OG0013315	El003G185160	jg12151
OG0013316	El003G185560	jg12200
OG0013317	El003G185660	jg12211
OG0013318	El003G185730	jg12223
OG0013319	El003G186010	jg12234
OG0013320	El003G186080	jg12237
OG0013321	El003G186330	jg12257
OG0013322	El003G186870	jg12327
OG0013323	El003G187210	jg12358
OG0013324	El003G187450, El003G187440	jg12379
OG0013325	El003G188270	jg12401
OG0013326	El003G188250	jg12404
OG0013327	El003G188240	jg12405
OG0013328	El003G188500, El003G188490	jg12434
OG0013329	El003G188940	jg12481
OG0013330	El003G189600	jg12543
OG0013331	El003G189750	jg12558
OG0013332	El003G189760	jg12559
OG0013333	El001G045640, El001G061680	jg5735
OG0013334	El002G118960	jg31809
OG0013335	El001G014930	jg14368
OG0013336	El001G007680	jg7496
OG0013337	El007G347090	jg21454
OG0013338	El006G295680	jg18665
OG0013339	El006G295720	jg18661
OG0013340	El006G295870	jg18641
OG0013341	El001G009820	jg7286
OG0013342	El001G010030	jg7267
OG0013343	El001G010230	jg7241
OG0013344	El001G010240	jg7234
OG0013345	El001G010250	jg7232
OG0013346	El001G010400	jg7222
OG0013347	El001G010420	jg7220
OG0013348	El001G060330	jg5845
OG0013349	El001G010860	jg7112, jg7122, jg7111
OG0013350	El005G275500	jg27927
OG0013351	El002G125500	jg32379
OG0013352	El001G011370	jg7049
OG0013353	El001G011360	jg7056
OG0013354	El001G011340	jg7058
OG0013355	El006G297150	jg18520
OG0013356	El006G309000	jg18459
OG0013357	El006G298310	jg18458
OG0013358	El006G298340	jg18455
OG0013359	El006G295650	jg18669
OG0013360	El007G358610	jg20917
OG0013361	El007G358560	jg20925
OG0013362	El007G358510	jg20929
OG0013363	El007G358340	jg20935
OG0013364	El007G358160	jg20961
OG0013365	El007G358020	jg20990
OG0013366	El002G128930	jg32714
OG0013367	El007G357570	jg21025
OG0013368	El007G357320	jg21042
OG0013370	El007G357100	jg21059
OG0013371	El007G356930	jg21078
OG0013372	El001G054080	jg6377
OG0013373	El007G356760	jg21114
OG0013374	El007G356590	jg21121
OG0013375	El007G359700	jg20825
OG0013376	El007G356530	jg21130
OG0013377	El006G292240	jg18970
OG0013378	El007G356500	jg21132
OG0013379	El004G195830	jg511
OG0013380	El007G356140	jg21165
OG0013381	El001G057070	jg6145
OG0013382	El006G295290	jg18706
OG0013383	El001G009650	jg7317
OG0013384	El001G009510	jg7331
OG0013385	El001G009380	jg7336
OG0013386	El001G009290	jg7350
OG0013387	El001G009220	jg7355
OG0013388	El002G121200	jg31995
OG0013389	El001G009090	jg7372
OG0013390	El001G008080	jg7452
OG0013391	El001G007920	jg7472
OG0013392	El001G007670	jg7497
OG0013393	El001G007650	jg7500
OG0013394	El001G007580	jg7508
OG0013395	El001G007550	jg7511
OG0013396	El001G007410	jg7540
OG0013397	El001G007310	jg7560
OG0013398	El001G007220	jg7571
OG0013399	El001G007070	jg7584
OG0013400	El001G006890	jg7601
OG0013401	El001G006390	jg7627
OG0013402	El001G005720	jg7686
OG0013403	El001G005650	jg7692
OG0013404	El001G005050	jg7749
OG0013405	El001G005010	jg7754
OG0013406	El001G004870	jg7773
OG0013407	El001G004990	jg7755
OG0013408	El007G360420	jg20762
OG0013409	El007G360790	jg20736
OG0013410	El007G361520	jg20667
OG0013411	El007G361590	jg20660
OG0013412	El007G361680	jg20653
OG0013413	El007G362630	jg20593
OG0013414	El007G363180	jg20564
OG0013415	El007G363190	jg20563
OG0013416	El007G363220	jg20561
OG0013417	El007G363650	jg20533
OG0013417	El007G363640	jg20534
OG0013418	El007G363720	jg20528
OG0013419	El007G363870	jg20518
OG0013420	El007G363920	jg20514
OG0013421	El007G363960	jg20508
OG0013422	El007G364020	jg20503
OG0013423	El007G364420	jg20465
OG0013424	El007G364990	jg20428
OG0013425	El001G060210	jg5856
OG0013426	El007G366490	jg20306
OG0013427	El007G366480	jg20307
OG0013428	El003G182070	jg11899
OG0013429	El005G269960	jg27009
OG0013430	El003G179930	jg11707
OG0013431	El003G179750	jg11685
OG0013432	El005G269130	jg26902
OG0013433	El003G179640	jg11662
