Orthogroup	Erysimum_linariifolium	Cochlearia_excelsa
OG0013897	El006G316050	g51029
OG0013898	El006G315850, El006G315580	g36878
OG0013899	El006G315470	g38338
OG0013900	El006G318250	g38424
OG0013901	El006G319060	g36916
OG0013902	El004G228920	g46250
OG0013903	El004G228910	g44412
OG0013904	El006G319540	g38479
OG0013905	El006G319810	g38488
OG0013906	El006G320060	g38504
OG0013907	El006G320330	g36942
OG0013908	El006G320350	g50887, g38511
OG0013909	El006G320390	g38514
OG0013911	El006G321100	g50867
OG0013913	El006G321610	g50850
OG0013915	El002G099260	g31579
OG0013916	El002G098730	g31545
OG0013917	El002G098710	g31544, g49917
OG0013918	El002G098570	g31534
OG0013919	El002G098250	g27265
OG0013920	El002G098080	g31507
OG0013921	El002G097470	g31480
OG0013922	El002G097430	g27248
OG0013923	El002G097360	g27245
OG0013924	El002G097280, El002G097710	g31474
OG0013925	El002G097140	g31460
OG0013926	El002G096950	g31448
OG0013927	El002G096570	g49860
OG0013928	El002G096300	g27194
OG0013929	El002G096280	g31401
OG0013930	El002G095400	g49798, g27181
OG0013932	El002G095280	g49788
OG0013933	El002G095100	g31333
OG0013934	El002G095020	g31330
OG0013935	El002G094160	g31299
OG0013936	El002G094060	g49761
OG0013937	El002G093850	g31277, g27129
OG0013938	El005G269930	g13565
OG0013939	El005G269920	g11647
OG0013940	El001G047970	g4728
OG0013941	El002G092820	g31223
OG0013942	El002G092870	g49709
OG0013943	El002G092420	g31202
OG0013944	El002G092380	g27087
OG0013945	El002G092280	g31183
OG0013946	El002G092240	g27076
OG0013947	El002G092170	g27075
OG0013948	El002G092120	g27072, g49635
OG0013949	El002G092060	g31176
OG0013950	El002G091370	g49664, g27033
OG0013951	El002G091250	g49673
OG0013952	El002G091200	g49678
OG0013953	El002G091140	g31119
OG0013954	El001G029280	g26331, g26323, g26328, g46959
OG0013955	El002G090510	g31083
OG0013956	El002G090010	g31066
OG0013957	El002G089880	g27008
OG0013958	El002G089730	g31052
OG0013959	El002G089570	g26995
OG0013960	El002G089460	g31041
OG0013961	El002G089450	g31040
OG0013962	El002G089110	g31019
OG0013963	El002G088810	g30999
OG0013964	El002G088660	g49541
OG0013965	El002G088530	g30980, g30970
OG0013966	El002G088100	g30953
OG0013967	El002G087920	g30945
OG0013968	El002G087830	g49505
OG0013969	El002G087530	g26956
OG0013970	El002G087190	g49484, g49480
OG0013971	El002G087030	g30894
OG0013972	El002G086990, El002G089930	g30898
OG0013973	El002G086790	g30855
OG0013974	El002G086540	g49455
OG0013975	El002G086270	g26931
OG0013978	El002G085290	g30826
OG0013979	El002G084990	g49406
OG0013980	El002G084850	g30808
OG0013981	El002G084820	g26902
OG0013982	El002G084360	g49383, g26895
OG0013983	El006G287760	g26881
OG0013984	El002G083850	g26879
OG0013985	El002G083690	g30763
OG0013986	El002G083670	g30760
OG0013987	El002G083640	g30759
OG0013988	El002G083620	g49343
OG0013989	El002G083560	g49333
OG0013990	El002G083220	g30738, g49316
OG0013991	El002G083310	g26872
OG0013992	El002G083120	g30735
OG0013993	El002G082820	g49300
OG0013994	El002G082800	g49299
OG0013996	El002G082750	g26861
OG0013997	El001G017660	g44478
OG0013998	El002G082420	g49274
OG0013999	El001G067630	g5228
OG0014000	El001G066900	g45662
OG0014001	El001G061270	g4883
OG0014002	El001G067030	g29307
OG0014003	El001G067060	g29310
OG0014004	El001G067470	g45636
OG0014005	El001G066710	g5161, g29286
OG0014006	El001G065970	g29243
OG0014007	El001G065700	g5090
OG0014009	El001G065680	g5088
OG0014010	El001G065620	g29222
OG0014011	El001G065590	g29219
OG0014012	El001G065430	g45712
OG0014013	El001G065420	g29214
OG0014014	El001G065260	g5065
OG0014015	El001G065160	g45721
OG0014016	El001G065120	g29199
OG0014017	El001G064500	g29191
OG0014018	El001G064250	g29177
OG0014019	El001G064170	g29169
OG0014020	El001G063950	g5007
OG0014021	El001G063820	g29146
OG0014022	El001G063730	g4997
OG0014023	El001G063540	g29134
OG0014024	El001G063550	g29135
OG0014025	El001G063260	g4986
OG0014026	El001G062520	g41481
OG0014027	El004G230170	g46326
OG0014028	El001G062460	g29035
OG0014029	El001G062260	g41473
OG0014030	El001G062160	g4915
OG0014031	El001G062070	g29059
OG0014032	El001G061940, El001G061900	g4907
OG0014033	El001G061580	g4899
OG0014034	El001G061230	g29097
OG0014035	El001G061040	g29107
OG0014036	El001G051260	g10109
OG0014037	El001G051090	g4837
OG0014038	El001G051050	g10116
OG0014039	El001G051030	g4832
OG0014040	El001G050870	g4824
OG0014041	El001G050730	g4805
OG0014042	El007G359290	g11101
OG0014043	El001G049710	g18515
OG0014045	El001G048110	g4727
OG0014046	El007G346900	g4452
OG0014047	El007G346950	g10229
OG0014048	El007G347020	g10222
OG0014049	El007G347080	g18499
OG0014050	El007G349110	g10276
OG0014051	El007G347540	g1644
OG0014052	El001G068130	g5264
OG0014053	El001G074950	g45463
OG0014054	El001G074790	g29648
OG0014055	El001G074900	g5578
OG0014056	El001G066660	g29280
OG0014057	El001G075230	g45457
OG0014058	El001G075270	g29665
OG0014059	El001G075300	g45456
OG0014060	El001G075360	g29672
OG0014061	El007G351220	g10299
OG0014062	El001G075980	g5609
OG0014063	El001G076060	g5612
OG0014064	El001G076180	g29698
OG0014065	El001G075670, El001G076270	g29703
OG0014067	El001G076390	g5620, g45437
OG0014068	El001G076480	g29711
OG0014069	El001G076580	g5630
OG0014070	El001G076770	g29723
OG0014071	El001G076800, El003G181180	g5636
OG0014072	El001G077010	g29733
OG0014073	El001G077070	g29736
OG0014074	El001G077720	g29765
OG0014075	El001G077660	g29763
OG0014076	El001G077510, El001G077470	g5659
OG0014078	El001G077800	g25857, g29774
OG0014079	El001G077830	g5676
OG0014080	El001G077900	g29779, g45407
OG0014081	El001G077930	g29783
OG0014083	El001G078170	g5692
OG0014084	El001G051850	g10093, g624
OG0014085	El001G052600	g606
OG0014086	El001G052590	g10066
OG0014087	El001G053050	g18562
OG0014088	El001G055580	g10005
OG0014089	El001G055450	g542
OG0014090	El001G055420	g10012
OG0014091	El006G313010, El001G055620	g10001
OG0014092	El001G055680	g526
OG0014093	El001G056110	g509
OG0014094	El001G056330, El002G129820	g9988
OG0014095	El007G345380	g13534
OG0014096	El001G057120	g9951
OG0014097	El001G057140	g457
OG0014098	El007G329870	g9927
OG0014099	El007G329370	g9898
OG0014100	El007G329310	g419
OG0014101	El007G329070	g9885
OG0014102	El003G155780	g23572, g47658
OG0014103	El007G328670	g383
OG0014104	El007G328590	g9871
OG0014105	El007G328330	g364
OG0014106	El007G327990	g341
OG0014107	El007G327880	g337
OG0014108	El007G327850	g335
OG0014109	El007G327780	g333
OG0014110	El007G327710	g9835
OG0014111	El007G327560	g322, g9831
OG0014112	El007G327550	g321, g9830
OG0014113	El007G332700	g28716
OG0014114	El007G332830	g1204
OG0014115	El007G333120	g1165
OG0014116	El001G021740	g19309
OG0014117	El001G021670	g2474
OG0014118	El001G021610	g19315
OG0014119	El001G021560	g2485
OG0014120	El001G021310	g2507
OG0014121	El001G021070	g2525
OG0014122	El001G020800	g19351
OG0014123	El001G020790	g18254
OG0014124	El001G020590	g2565
OG0014125	El001G020460, El001G039330	g2581
OG0014126	El001G019960	g19382
OG0014127	El001G019730	g19385
OG0014128	El001G019640	g19391
OG0014129	El001G019340	g2627
OG0014130	El001G019270	g19407
OG0014131	El001G019020	g11386
OG0014132	El001G018840	g2645
OG0014133	El001G018350	g11387
OG0014134	El001G018210	g2705
OG0014135	El001G017850	g2725
OG0014136	El001G017770	g2728
OG0014137	El001G017630	g2763
OG0014138	El001G007890	g25747
OG0014139	El001G017310, El003G181460	g19499
OG0014140	El001G017240	g2736
OG0014141	El001G016810	g2773
OG0014142	El001G016730	g2781
OG0014143	El001G016720	g2782, g2784
OG0014144	El001G016370, El001G016410	g2809
OG0014145	El001G016400, El001G016360	g11410
OG0014146	El001G015840	g11431
OG0014147	El001G015660	g2879
OG0014148	El001G015360	g19566
OG0014149	El004G226130	g46090
OG0014150	El001G014860	g19581
OG0014151	El001G014800	g19582
OG0014152	El001G014600	g2945
OG0014153	El001G014240	g2991
OG0014154	El001G014110	g11444
OG0014155	El001G013950	g3008
OG0014156	El001G013840	g3015
OG0014157	El001G013650	g19600
OG0014158	El001G012470	g11470
OG0014159	El001G012400	g3411
OG0014160	El001G012390	g3412
OG0014162	El006G282640	g52271
OG0014163	El001G011470	g25943
OG0014164	El001G012080	g36740
OG0014165	El004G218040	g41651
OG0014166	El004G217790	g44895
OG0014167	El004G218290	g41616
OG0014168	El004G197240	g40870
OG0014169	El004G218500	g44871
OG0014170	El004G218480	g41588, g41586
OG0014171	El004G219440	g45755, g41504
OG0014172	El004G219510	g44819
OG0014173	El003G183300, El004G233870	g44293
OG0014174	El004G220310	g45784
OG0014175	El004G220400	g45790
OG0014176	El004G220460	g45793
OG0014177	El002G112240, El004G220490	g45795
OG0014178	El004G220740	g44754
OG0014179	El004G221230	g18015
OG0014180	El004G221860	g45848
OG0014181	El004G222230	g45869
OG0014182	El004G222280	g45871
OG0014183	El004G223000	g45905
OG0014184	El004G223120	g44661
OG0014185	El004G223190	g45916
OG0014186	El004G223280	g3816, g45923, g3817
OG0014187	El004G223320	g45928
OG0014188	El004G223510	g44639
OG0014189	El004G223660	g44630
OG0014190	El004G223670	g45992
OG0014191	El004G223830	g45974
OG0014192	El004G223840	g44621
OG0014193	El004G231530	g46428
OG0014194	El004G230840	g17960
OG0014195	El004G230780	g13614
OG0014196	El004G230650	g46372
OG0014197	El004G230350	g46340
OG0014198	El004G230320	g46337
OG0014199	El004G230110	g13618
OG0014200	El004G230050	g46306
OG0014202	El004G229680	g46319
OG0014203	El004G229500	g46288
OG0014204	El004G229210, El004G229200	g44401
OG0014205	El004G228870	g44415
OG0014207	El004G228820	g46246
OG0014208	El004G228640	g44419, g46239
OG0014209	El004G228420	g46231
OG0014210	El004G228150	g46215
OG0014211	El004G227880	g44468, g46193
OG0014212	El004G227870	g44469
OG0014213	El004G227660	g44480
OG0014215	El004G227440	g46173
OG0014216	El004G227330	g44503
OG0014217	El004G227240	g44511
OG0014218	El004G226990	g44521
OG0014219	El004G226950	g44530
OG0014220	El004G226880	g46136, g44535
OG0014221	El004G226790	g46131
OG0014222	El004G226710	g46128, g44543
OG0014223	El004G226680	g46125
OG0014224	El004G226420	g46110
OG0014225	El004G226380	g46108
OG0014226	El004G226280	g46102
OG0014227	El004G226250	g46100
OG0014228	El004G226210	g46097
OG0014229	El004G226150	g46092
OG0014230	El004G226090	g44560
OG0014231	El004G225720	g44567
OG0014232	El004G225410	g46055
OG0014233	El004G225310	g46049
OG0014235	El004G224880	g46017
OG0014236	El004G224760	g46009
OG0014237	El004G224730	g46007
OG0014238	El002G101550	g27372
OG0014239	El004G224540	g45998
OG0014240	El004G224530	g44604
OG0014241	El004G224450	g44607
OG0014242	El004G224220	g44614
OG0014243	El004G232350	g36056, g46490, g22310
OG0014244	El004G232440	g46494
OG0014245	El004G232530	g44338
OG0014246	El006G318620, El004G232620	g46504
OG0014248	El004G232860	g46519
OG0014249	El004G232870	g46518
OG0014250	El004G232950, El004G234420	g44323
OG0014251	El004G232970	g25757
OG0014252	El004G233460	g44300
OG0014254	El004G234100	g46583
OG0014255	El004G234110	g44285
OG0014256	El004G234160	g46587
OG0014257	El004G234190	g46588
OG0014258	El004G234230	g46591
OG0014259	El004G234520	g46602
OG0014260	El004G234580	g46606
OG0014262	El004G234660	g46609
OG0014263	El004G234790	g44266
OG0014264	El004G234770	g14654, g17996
OG0014265	El005G248480	g7291
OG0014266	El005G248750	g12257
OG0014267	El005G249140	g13161
OG0014268	El005G249930	g13202
OG0014269	El005G249950	g7207
OG0014270	El007G339990	g908
OG0014271	El005G250200	g12204
OG0014272	El005G250210	g12203
OG0014273	El005G250250	g7191
OG0014274	El005G250890	g7150
OG0014275	El005G251230	g7137
OG0014276	El005G251260	g7136
OG0014277	El005G251290	g19161
OG0014278	El005G251580	g12147
OG0014279	El005G251750	g7102
OG0014280	El005G252220	g7066
OG0014281	El005G252270	g7065
OG0014282	El005G252620	g12105
OG0014283	El001G011560	g26001
OG0014284	El005G252770	g13251
OG0014285	El005G252810	g7044
OG0014286	El005G253100	g7016
OG0014287	El005G253330	g13263
OG0014288	El005G253610	g12072
OG0014289	El005G253840	g6983
OG0014290	El005G254050	g13277
OG0014291	El005G254170	g13280
OG0014292	El005G254540	g6929
OG0014293	El005G254580	g13292
OG0014294	El005G254750	g6917
OG0014295	El005G255130, El005G255090	g12021
OG0014296	El005G255390	g6890
OG0014297	El006G305190	g40035
OG0014298	El005G255800	g12006
OG0014300	El005G256090	g11990
OG0014301	El005G256280	g11983
OG0014303	El005G256620	g11970
OG0014304	El005G256640	g6820
OG0014305	El005G256650	g6819
OG0014306	El002G133970	g54151
OG0014307	El005G256950	g11957
OG0014308	El005G256970	g6800
OG0014309	El002G134140	g54154
OG0014310	El005G257320	g11952
OG0014311	El005G257420	g6771
OG0014312	El005G257470	g11946
OG0014313	El005G258020	g11924
OG0014314	El005G243980	g6747
OG0014315	El005G258140	g6740
OG0014316	El005G258320	g11913, g25078
OG0014317	El005G258330	g11912
OG0014318	El005G258350	g11909
OG0014319	El005G258740	g11897
OG0014320	El005G258810	g11893
OG0014321	El005G258850	g11891
OG0014322	El005G258870	g6699
OG0014324	El005G259550	g6674
OG0014325	El005G259490	g13388
OG0014326	El005G259420	g13384
OG0014327	El005G259410	g6678, g13383
OG0014328	El005G260050	g6634
OG0014330	El005G261510	g11807
OG0014331	El001G060190, El001G076310	g41415
OG0014332	El005G262260, El005G262000	g6565
OG0014333	El005G262830	g6558
OG0014334	El005G264900	g11757
OG0014335	El005G265150, El005G265160	g6524
OG0014336	El005G265190	g6521
OG0014337	El005G265600	g11749
OG0014338	El003G176040, El003G176010	g24576
OG0014339	El005G267130	g13484
OG0014340	El005G267540	g11726
OG0014341	El005G267620	g13586
OG0014342	El005G267640	g6456
OG0014343	El005G267660	g6455, g13498
OG0014344	El005G268070	g13515
OG0014345	El005G268190	g13518
OG0014346	El005G268780	g6409
OG0014347	El005G268790	g13522, g6408
OG0014348	El005G268920	g6398
OG0014349	El005G269770, El005G269760	g13562
OG0014350	El005G269740	g6366
OG0014351	El005G269570	g13550
OG0014352	El005G271830	g13666
OG0014353	El005G276500	g6020
OG0014354	El005G271290	g7478
OG0014355	El005G271080	g11579
OG0014356	El005G270900	g13417
OG0014357	El005G270890	g13416
OG0014358	El005G270780	g11596, g13584
OG0014359	El005G270760	g13582
OG0014360	El005G270640	g13579
OG0014361	El005G270210	g13573
OG0014362	El005G271650	g13672
OG0014363	El005G272970	g14242
OG0014364	El005G271510	g13664
OG0014365	El005G271960	g14569
OG0014366	El005G272180	g14450
OG0014367	El005G272210	g13679
OG0014368	El005G272370	g6196
OG0014369	El005G272380	g13684
OG0014370	El003G149330	g23188
OG0014371	El005G272450	g6192
OG0014372	El001G080040	g6188
OG0014373	El005G272600	g13686
OG0014374	El002G090640	g31095
OG0014375	El005G273210	g6151
OG0014376	El005G273260	g14232
OG0014378	El005G273640	g39562, g6137
OG0014379	El002G125950	g28246
OG0014380	El005G273910	g14085
OG0014381	El002G125350, El005G265800	g14059
OG0014382	El005G274310	g14051
OG0014383	El005G274780	g6094
OG0014384	El005G275030	g6081
OG0014385	El005G275240	g6050
OG0014386	El005G276750, El005G276070	g13958
OG0014387	El005G277120	g13782
OG0014388	El005G277130	g5993
OG0014389	El005G277340	g13936
OG0014390	El005G277380	g5987
OG0014391	El005G277390	g5986
OG0014392	El005G277740	g13916
OG0014394	El005G278070	g13902
OG0014395	El005G278450	g13871
OG0014396	El005G278490	g13869
OG0014397	El005G278660	g5921, g13862
OG0014398	El005G278970	g5903
OG0014399	El005G279120	g13847, g5897
OG0014400	El005G279210	g13844
OG0014401	El005G279430	g5876
OG0014402	El005G279400	g5888
OG0014403	El002G141530	g27972
OG0014404	El002G141490	g39449
OG0014405	El002G140940	g54363
OG0014406	El002G140890	g54362
OG0014407	El002G140460	g54320
OG0014408	El002G140390	g36712
OG0014409	El002G140360	g54322
OG0014410	El007G366910	g10843
OG0014411	El002G140250	g36704
OG0014412	El002G139350	g36664
OG0014413	El002G127300, El002G139190	g54303
OG0014414	El002G139060	g36637
OG0014415	El002G138360	g36618
OG0014417	El002G137780	g54277
OG0014418	El002G137630	g54270
OG0014419	El002G137260	g36574
OG0014420	El002G137250	g36573
OG0014421	El002G137240	g36572
OG0014422	El002G137120	g36562
OG0014423	El002G136770	g36554
OG0014424	El002G136340	g36523
OG0014425	El002G136240	g54229
OG0014426	El002G135930	g54214
OG0014427	El002G135150	g36470
OG0014428	El002G135380	g54194
OG0014429	El002G135670	g28036
OG0014430	El004G218710	g44862
OG0014431	El002G134810	g54181, g36454
OG0014433	El002G134650	g36445
OG0014434	El002G134490	g36430, g54164
OG0014435	El002G134440	g28058
OG0014436	El002G133990	g36411
OG0014437	El002G133920	g43449, g36405
OG0014438	El002G133700	g54139
OG0014439	El005G256500	g6833
OG0014440	El002G133380	g36395
OG0014441	El002G133350	g54124
OG0014442	El002G133020	g36382
OG0014443	El002G132940	g36374
OG0014444	El002G132730	g54106
OG0014445	El002G133110	g54118
OG0014446	El002G132200	g36328
OG0014447	El002G131830	g36321
OG0014448	El002G131740	g28107
OG0014449	El003G171400	g47147
OG0014450	El003G171560	g24393
OG0014451	El001G024970	g2303
OG0014452	El003G171600	g24398
OG0014453	El003G171960	g17610
OG0014454	El003G172110	g47127
OG0014455	El003G172240	g24417
OG0014456	El006G296510	g37100
OG0014457	El006G296520	g51461
OG0014458	El006G296700	g51455
OG0014459	El001G022290	g11339
OG0014460	El001G022340	g11336
OG0014461	El001G045200	g3237
OG0014462	El001G022580	g2420
OG0014463	El001G022590	g2419
OG0014464	El001G022600	g2418
OG0014465	El001G022660	g2414
OG0014466	El001G022780	g19251
OG0014467	El001G022950	g19240
OG0014468	El001G023070	g19226
OG0014469	El001G023160	g19224
OG0014470	El004G218600, El004G218620	g13638
OG0014471	El001G023960	g11314
OG0014472	El001G024000	g19198
OG0014473	El001G024530	g11305
OG0014474	El001G024790	g19168
OG0014475	El001G022200	g2445
OG0014476	El001G066640	g29282
OG0014477	El001G022050	g2458, g19293
OG0014478	El001G022030	g11341
OG0014479	El001G021850	g19304
OG0014480	El001G025230, El005G262900	g2289
OG0014481	El001G025280	g11297
OG0014482	El001G025690	g2242
OG0014483	El001G026150, El001G026040	g2233
OG0014484	El001G026170	g2222
OG0014485	El001G026180	g2221, g19108
OG0014486	El001G026270	g19100
OG0014487	El001G026540	g2192
OG0014488	El001G011570, El001G027470	g2165
OG0014489	El001G027510	g2163
OG0014490	El006G288980	g51920
OG0014492	El001G028090	g19014
OG0014493	El001G028140	g2055
OG0014494	El001G028170	g2058
OG0014495	El001G028650	g18996
OG0014496	El001G029410	g18971
OG0014497	El001G029640	g11222
OG0014499	El001G030100	g18954
OG0014500	El001G030240	g1988
OG0014501	El001G030690	g2005
OG0014502	El001G030710	g2007
OG0014503	El001G030720	g18906
OG0014504	El001G030980	g2020
OG0014506	El001G031530	g1957
OG0014508	El001G031770	g18870
OG0014509	El001G032010	g1925
OG0014510	El001G032110	g18825
OG0014511	El001G028030	g19016
OG0014512	El001G032380	g1901
OG0014513	El001G032440	g1897, g18801
OG0014514	El001G032800	g1885
OG0014515	El001G032960	g1880
OG0014516	El001G033540	g1842
OG0014517	El001G033830	g1826
OG0014518	El001G033970	g1813
OG0014520	El001G034250	g11159
OG0014521	El001G034270	g11158
OG0014522	El001G034280	g11157
OG0014523	El001G034410	g1774
OG0014524	El001G034740	g11150
OG0014525	El001G035160	g18740
OG0014526	El001G035470	g18766
OG0014527	El001G035480	g1741
OG0014528	El001G035650	g18780
OG0014529	El001G035770	g18787
OG0014530	El001G035800	g18699
OG0014531	El001G035900	g44659
OG0014532	El001G035910	g44660
OG0014533	El001G035950	g18711
OG0014536	El001G014280	g19591
OG0014537	El001G025500	g19138
OG0014538	El001G027370	g11271
OG0014539	El007G361900	g40521
OG0014541	El001G007280	g46213
OG0014542	El007G356870	g36990
OG0014543	El006G295520	g51530
OG0014544	El006G295060	g51550
OG0014545	El008G368760, El006G291510	g38102
OG0014547	El001G005260	g13598
OG0014549	El004G231480	g46423
OG0014550	El004G226700	g44544
OG0014551	El003G152360	g23383
OG0014553	El003G150950	g23294
OG0014555	El003G149430	g23195, g42966, g18146
OG0014556	El005G240300	g12557
OG0014557	El002G082440	g49275
OG0014558	El002G090390	g27014
OG0014559	El002G096440	g31413
OG0014561	El002G100140	g31635
OG0014562	El004G221060	g44725
OG0014563	El004G220730	g45805
OG0014564	El004G219140	g41556
OG0014565	El004G210770	g43623, g43614, g35896
OG0014566	El004G198220	g44218
OG0014567	El005G257930	g11926, g11932
OG0014568	El005G278670	g5920
OG0014569	El005G275680	g6028, g6077
OG0014570	El005G268590	g6432
OG0014571	El005G267150	g6469
OG0014572	El005G257130	g6786
OG0014574	El005G245460	g12382
OG0014575	El001G075830, El001G075620	g29684
OG0014576	El001G074850	g29650
OG0014579	El003G164240	g47393
OG0014580	El003G166730	g47305
OG0014582	El003G169810	g24277
OG0014583	El002G119510	g27774, g50626
OG0014584	El002G114630	g32371
OG0014585	El003G158950	g23758
OG0014586	El003G159180	g17171
OG0014587	El006G303500	g51159
OG0014589	El001G067960	g5253
OG0014590	El001G067090	g29311
OG0014591	El001G063450	g29129
OG0014593	El003G193290	g46634
OG0014594	El007G333330	g28691
OG0014595	El007G331720	g28732, g39236, g1272
OG0014596	El001G058110	g794
OG0014597	El001G058320	g782
OG0014599	El001G060130	g693
OG0014600	El007G324320	g132
OG0014602	El002G102910	g27416
OG0014603	El002G103890	g27435
OG0014607	El004G215160, El004G215150, El004G215140	g19570
OG0014611	El005G275520	g13989
OG0014616	El001G024480	g19173
OG0014621	El003G177360, El003G179050, El003G177430, El003G192540, El003G191500	g33312
OG0014623	El007G334920	g28591
OG0014630	El002G130830	g18415
OG0014637	El003G155540	g23555
OG0014638	El005G277200	g17034, g44093
OG0014639	El003G155300	g23543
OG0014640	El003G155270	g23540
OG0014641	El003G155220	g23536
OG0014643	El003G155100	g17025
OG0014644	El004G230190	g44366
OG0014645	El003G154840	g23515
OG0014646	El003G154830	g23514
OG0014647	El003G154650	g17015
OG0014648	El003G154560	g23498
OG0014649	El003G154540	g23496
OG0014650	El003G154360	g23484
OG0014651	El003G154350	g23478
OG0014652	El003G154220	g23469
OG0014653	El003G154160	g23466
OG0014654	El003G153800, El003G153960	g23463
OG0014655	El003G153930, El003G154050	g23462
OG0014656	El004G230630	g25217
OG0014657	El003G153580	g47703
OG0014659	El003G153370	g17001
OG0014660	El003G153360	g17000
OG0014661	El003G152760	g23415
OG0014662	El003G152210	g23377
OG0014663	El003G152180	g16969
OG0014665	El003G152120	g23367
OG0014666	El003G141640	g53552
OG0014667	El003G151840	g23351
OG0014668	El003G151750	g23346
OG0014669	El003G151720	g47775
OG0014670	El003G151570	g23330
OG0014671	El003G151540	g23328
OG0014672	El002G091480	g31134
OG0014673	El003G151340	g23315
OG0014674	El003G151140	g23308
OG0014675	El003G151120	g23306
OG0014676	El003G151110	g47793
OG0014677	El003G151010	g23297
OG0014678	El003G150960	g23295
OG0014679	El003G150800	g23289
OG0014680	El003G150520	g16923
OG0014682	El003G150420	g23273
OG0014683	El006G314080, El006G314090	g38325
OG0014684	El003G150120	g23251
OG0014685	El003G149780	g16909
OG0014686	El003G149890	g23240
OG0014687	El003G149930	g23242
OG0014689	El003G148250	g47873
OG0014690	El003G149190	g23177
OG0014691	El003G149160	g23174
OG0014692	El003G149150	g18162
OG0014693	El003G149130	g23170
OG0014694	El028G373580	g20667
OG0014694	El043G375000	g19729, g19781, g19777, g19733
OG0014695	El003G148900	g23158
OG0014696	El003G148190	g23106
OG0014697	El003G148380	g18197
OG0014698	El003G148550, El003G148540	g776
OG0014699	El003G148680	g23143
OG0014700	El003G148130	g18207
OG0014701	El003G148150	g18204
OG0014702	El003G147900	g47882
OG0014703	El003G147790	g23069
OG0014704	El005G274180	g13717
OG0014705	El005G278850	g36245
OG0014706	El003G147140	g23016
OG0014707	El003G146980	g23011
OG0014708	El003G146940	g23008
OG0014709	El002G118190	g50578
OG0014710	El002G118580, El002G118560	g32525
OG0014711	El002G118720	g27743
OG0014712	El002G118950	g50610
OG0014713	El002G118970	g32539
OG0014714	El002G119120	g27724
OG0014715	El002G119130	g27723
OG0014716	El002G119600	g32595
OG0014717	El002G119650	g32600
OG0014718	El002G119700	g32606
OG0014719	El002G119710	g50633
OG0014720	El002G119750	g32611
OG0014721	El002G119930	g32621
OG0014722	El002G119950	g27780
OG0014723	El003G170100	g24305
OG0014724	El003G170110	g47193
OG0014725	El003G170400	g47188
OG0014727	El003G170450	g47184
OG0014728	El003G170470	g47182
OG0014729	El003G170620	g24322
OG0014730	El003G170810	g24333
OG0014731	El003G171250	g24358
OG0014732	El003G171330	g47156
OG0014733	El004G210740	g43822
OG0014734	El004G202990	g43873
OG0014735	El004G209380	g41130
OG0014736	El004G217740	g44899
OG0014737	El004G208860	g41125
OG0014738	El004G208800	g1695
OG0014740	El004G206900	g41104
OG0014742	El004G204740	g1712
OG0014743	El004G202680	g44071
OG0014745	El003G153570	g47704
OG0014746	El004G201310	g44122
OG0014747	El004G201050	g41022
OG0014748	El004G200320	g44143
OG0014749	El004G200150	g40985
OG0014750	El004G199770	g40975
OG0014751	El004G198890	g40934
OG0014752	El004G198530	g40929
OG0014753	El001G035990	g10828
OG0014754	El001G036230	g10805
OG0014755	El001G036250	g10803
OG0014756	El001G036310	g10799
OG0014758	El001G036580	g10773
OG0014759	El001G036600	g10771
OG0014760	El001G036630	g10767
OG0014761	El001G036670	g50606
OG0014763	El001G036830	g10746
OG0014764	El001G037120	g10731
OG0014765	El001G037880	g10697
OG0014766	El001G037970	g10687
OG0014768	El001G038100	g10677
OG0014769	El001G038510	g1544
OG0014770	El001G038530	g10663
OG0014771	El001G038730	g1551
OG0014772	El001G038800	g1557
OG0014773	El001G039000	g10647
OG0014774	El001G039790	g10612
OG0014775	El001G040100	g10597
OG0014776	El001G040120	g10596
OG0014777	El001G040270	g1583
OG0014778	El001G040310	g10589
OG0014779	El001G040390	g10584
OG0014780	El001G040960	g16613
OG0014781	El001G041190	g1596
OG0014782	El001G041230	g10550
OG0014783	El001G041460	g10539
OG0014784	El001G041590	g1604
OG0014785	El001G041740	g10523
OG0014786	El001G041800	g10519
OG0014787	El001G042070	g10504
OG0014788	El001G042410	g16566
OG0014789	El001G042540	g10474
OG0014790	El001G042700	g18228
OG0014791	El001G042990	g4326
OG0014792	El001G043000	g10450
OG0014793	El001G043670	g4305
OG0014794	El001G044050	g10403
OG0014795	El001G044150	g4294
OG0014797	El001G045620	g10351
OG0014798	El001G046230	g10324
OG0014800	El004G199350	g40962
OG0014801	El004G217270	g41782
OG0014802	El004G217180	g44921
OG0014803	El004G217150	g44928, g44927
OG0014804	El004G216320	g41833
OG0014806	El004G215570	g45001
OG0014807	El004G215330	g45016
OG0014808	El004G215180	g45023
OG0014809	El004G214810	g41914
OG0014810	El004G214560	g42007
OG0014811	El004G214280	g45046
OG0014812	El004G213990	g45056
OG0014813	El004G213680	g45071
OG0014814	El004G212560	g45099
OG0014815	El004G211810	g45102
OG0014816	El004G211740	g53640
OG0014817	El004G211490	g49534
OG0014819	El004G211140	g45130
OG0014820	El004G211090	g18065
OG0014821	El007G326610	g45138
OG0014822	El004G211020	g45140
OG0014823	El002G128590	g41232
OG0014824	El004G210910	g45234
OG0014825	El001G002130	g53688
OG0014826	El004G193780	g40731
OG0014827	El001G020920	g19344
OG0014828	El001G039070	g10644
OG0014829	El004G194050	g40757
