Orthogroup	Erysimum_linariifolium	Cardamine_hirsuta
OG0015027	El003G163720	CARHR228770
OG0015028	El003G162980	CARHR229420
OG0015029	El003G162800	CARHR229650
OG0015030	El003G162620	CARHR229880
OG0015031	El003G162580	CARHR229940
OG0015033	El003G160940	CARHR231370
OG0015034	El003G160670	CARHR231540
OG0015035	El002G120340	CARHR032180
OG0015036	El002G120400	CARHR032230
OG0015037	El002G120440	CARHR032260
OG0015038	El002G120630	CARHR032380
OG0015039	El002G120650	CARHR032390
OG0015040	El002G120960	CARHR032610
OG0015041	El002G120980	CARHR032630
OG0015042	El002G121020	CARHR032670
OG0015043	El002G121070	CARHR032750
OG0015044	El002G122600	CARHR033710
OG0015045	El002G122640	CARHR033740
OG0015046	El002G122910	CARHR033780
OG0015047	El002G123240	CARHR033900
OG0015048	El002G123940	CARHR034180
OG0015049	El002G123850	CARHR034250
OG0015050	El002G123820	CARHR034260
OG0015051	El002G123580	CARHR034470
OG0015052	El002G125020	CARHR034670
OG0015053	El002G125220	CARHR034990
OG0015054	El002G125240	CARHR035030
OG0015055	El002G125250	CARHR035040
OG0015056	El002G125410	CARHR034780
OG0015057	El002G128000	CARHR035910
OG0015058	El002G127770	CARHR035810
OG0015059	El002G127610	CARHR035760
OG0015060	El002G127240	CARHR035580
OG0015061	El002G127080	CARHR035640
OG0015062	El002G126910	CARHR035390
OG0015063	El002G126760, El002G126780	CARHR035370
OG0015064	El002G126310	CARHR035260
OG0015065	El002G128450	CARHR036170
OG0015066	El003G171350	CARHR222680
OG0015067	El002G130620	CARHR037310
OG0015068	El002G130480, El002G130440	CARHR037260
OG0015069	El002G130150	CARHR037040
OG0015070	El002G129420	CARHR036830
OG0015071	El002G126140	CARHR035230
OG0015072	El002G128850	CARHR036360
OG0015073	El002G128860	CARHR174670, CARHR036370
OG0015074	El002G128920	CARHR036440
OG0015075	El007G357060	CARHR181800
OG0015076	El002G130960	CARHR037470
OG0015077	El002G113530	CARHR027330
OG0015078	El005G261590	CARHR098550
OG0015079	El002G113390	CARHR027260
OG0015080	El002G113400	CARHR027270
OG0015081	El007G329320	CARHR275250
OG0015082	El002G113850	CARHR027700
OG0015083	El002G114000	CARHR027830
OG0015084	El002G115090	CARHR028540
OG0015085	El002G115660	CARHR029010
OG0015086	El002G115840	CARHR029180
OG0015087	El002G116050	CARHR029410
OG0015088	El002G116080	CARHR029380
OG0015089	El002G116180	CARHR029340
OG0015090	El002G116200	CARHR029320
OG0015091	El002G117170	CARHR029940
OG0015092	El002G117300	CARHR030120
OG0015093	El002G117350	CARHR030150
OG0015094	El003G146900	CARHR243700
OG0015095	El003G146670	CARHR243930
OG0015096	El003G146340	CARHR244260
OG0015097	El003G146250	CARHR244330
OG0015099	El003G146130	CARHR244430
OG0015100	El003G146090	CARHR244450
OG0015101	El003G145980	CARHR244590
OG0015102	El003G145800	CARHR244750
OG0015103	El003G145400	CARHR245150
OG0015104	El003G145360	CARHR245190
OG0015105	El003G145340	CARHR245200
OG0015106	El003G145330	CARHR245220
OG0015107	El003G146270	CARHR244310
OG0015108	El003G145000	CARHR245540
OG0015109	El003G144940	CARHR245600
OG0015110	El003G144890	CARHR245640
OG0015111	El003G144860	CARHR245670
OG0015112	El003G144670	CARHR245810
OG0015113	El003G182920	CARHR217490
OG0015114	El003G144590	CARHR246010
OG0015115	El003G144290	CARHR246190
OG0015116	El003G144130	CARHR246330
OG0015117	El003G144090	CARHR246380
OG0015118	El003G143920	CARHR246460
OG0015120	El003G143860	CARHR246490
OG0015121	El003G143650	CARHR246680
OG0015122	El003G143260	CARHR247010
OG0015123	El003G143230	CARHR247030
OG0015124	El003G143130	CARHR247120
OG0015125	El003G142880	CARHR247330
OG0015126	El003G142790	CARHR247380
OG0015127	El003G142610	CARHR247620
OG0015128	El003G142500	CARHR247720
OG0015129	El003G142340	CARHR247870
OG0015130	El003G142270	CARHR247910
OG0015131	El003G142170	CARHR294430
OG0015132	El003G142140	CARHR294410
OG0015133	El003G142120	CARHR294390
OG0015134	El003G141760	CARHR294040
OG0015135	El003G141790	CARHR294080
OG0015136	El003G141830	CARHR294120
OG0015137	El003G141850	CARHR294130
OG0015138	El003G141900	CARHR294180
OG0015139	El003G141920	CARHR294200
OG0015140	El003G141590	CARHR293890
OG0015141	El003G181560	CARHR217120
OG0015142	El003G185250	CARHR215730
OG0015143	El003G184130	CARHR216510
OG0015145	El003G184350	CARHR216430
OG0015146	El004G213200	CARHR057090
OG0015147	El003G185530	CARHR215460
OG0015148	El003G185600	CARHR215380
OG0015149	El003G186290	CARHR214920
OG0015150	El003G186340	CARHR214880
OG0015151	El003G186700	CARHR214680
OG0015152	El003G187510	CARHR213920
OG0015153	El003G188260	CARHR214060
OG0015154	El003G188170	CARHR288760
OG0015155	El003G188990	CARHR263160
OG0015156	El003G189510, El001G009960, El001G011700	CARHR262690
OG0015157	El003G189700	CARHR262450
OG0015158	El003G189710	CARHR262440
OG0015159	El007G363890	CARHR176290
OG0015160	El002G117980	CARHR030490
OG0015161	El006G295990	CARHR129260
OG0015162	El006G295970	CARHR141110, CARHR180830
OG0015163	El006G295950	CARHR129290
OG0015164	El001G014910	CARHR154200
OG0015165	El001G014940	CARHR154260
OG0015166	El002G119090	CARHR031210
OG0015167	El006G295560	CARHR129710
OG0015168	El006G295600	CARHR129650
OG0015169	El006G295620	CARHR129630
OG0015170	El006G295700	CARHR129560
OG0015171	El006G295740	CARHR129520
OG0015172	El002G123040	CARHR033860
OG0015173	El001G010130	CARHR260370
OG0015174	El001G010640	CARHR259780
OG0015175	El001G010680	CARHR259750
OG0015176	El001G010810	CARHR259660
OG0015177	El003G177680, El001G010910	CARHR259590
OG0015178	El001G010920	CARHR259580
OG0015179	El002G125180	CARHR034980
OG0015180	El001G011350	CARHR259370
OG0015181	El006G296990	CARHR128390
OG0015182	El006G297190	CARHR128260
OG0015183	El006G297600	CARHR128240
OG0015184	El006G297910	CARHR127980
OG0015185	El006G297980	CARHR127920
OG0015186	El006G298190	CARHR127760
OG0015187	El006G298200	CARHR127750
OG0015188	El006G298320	CARHR127620
OG0015189	El006G298460	CARHR127490
OG0015190	El007G358540	CARHR180720
OG0015191	El007G358380	CARHR180760
OG0015192	El007G358370	CARHR180800
OG0015193	El007G358040	CARHR181150
OG0015194	El007G358050	CARHR181120
OG0015195	El007G357980	CARHR181260
OG0015196	El007G357560	CARHR181720
OG0015197	El007G357520	CARHR181660
OG0015198	El007G356940	CARHR181870
OG0015199	El007G356630	CARHR285100
OG0015200	El001G060320	CARHR193030
OG0015201	El007G359710	CARHR179670
OG0015202	El007G356520	CARHR284960
OG0015203	El007G356490	CARHR284920
OG0015205	El001G009230	CARHR261210
OG0015206	El001G009190	CARHR256650
OG0015207	El001G009180	CARHR256640
OG0015208	El001G009170	CARHR256620
OG0015209	El001G009040	CARHR256310
OG0015210	El001G008810	CARHR256180
OG0015211	El001G008330	CARHR255960
OG0015212	El001G008260	CARHR255870
OG0015213	El001G008210	CARHR255800
OG0015214	El001G008130	CARHR255690
OG0015215	El001G008110	CARHR255670
OG0015216	El001G008100	CARHR255650
OG0015217	El001G007940	CARHR255510
OG0015218	El001G007830	CARHR255400
OG0015219	El001G007730	CARHR255350
OG0015220	El001G007700	CARHR255320
OG0015221	El001G007380	CARHR254800
OG0015222	El001G007370	CARHR254790
OG0015223	El001G007060	CARHR254430
OG0015224	El001G006900	CARHR254300
OG0015225	El001G006720	CARHR254130
OG0015226	El007G350000	CARHR259290
OG0015227	El003G162950	CARHR229440
OG0015228	El001G005790	CARHR253430
OG0015230	El001G005640	CARHR253150
OG0015231	El001G005620	CARHR253090
OG0015232	El001G005570	CARHR253040
OG0015233	El001G005400	CARHR252930
OG0015234	El001G005190	CARHR252740
OG0015236	El001G004710	CARHR252340
OG0015237	El007G360910	CARHR178650
OG0015238	El007G361430	CARHR178260
OG0015239	El007G361480	CARHR178230
OG0015240	El007G361580	CARHR178160
OG0015241	El007G363200	CARHR176840
OG0015242	El007G363760	CARHR176410
OG0015243	El007G363980	CARHR176220
OG0015244	El007G364050	CARHR176170
OG0015246	El004G225930	CARHR066620
OG0015247	El007G364260	CARHR176010
OG0015248	El007G364270	CARHR175990
OG0015249	El002G140400	CARHR045120
OG0015251	El007G364930	CARHR175480
OG0015252	El007G365020	CARHR175370
OG0015253	El002G085220	CARHR002750
OG0015254	El007G342700	CARHR104130
OG0015255	El007G366020	CARHR174430
OG0015256	El003G182530	CARHR217310
OG0015257	El003G183080	CARHR217620
OG0015258	El007G366530	CARHR173950
OG0015259	El007G366510	CARHR173970
OG0015260	El003G183390	CARHR217050
OG0015261	El005G269530	CARHR102420
OG0015262	El003G183470	CARHR216840
OG0015263	El005G269980	CARHR102920
OG0015264	El003G183540	CARHR216780
OG0015265	El003G179630	CARHR218170
OG0015266	El005G268930	CARHR101710
OG0015267	El003G160620	CARHR231580
OG0015268	El003G179060	CARHR218370
OG0015269	El005G268280	CARHR101170
OG0015270	El005G268270	CARHR101160
OG0015271	El003G177960	CARHR218820
OG0015272	El003G177070	CARHR219230
OG0015273	El003G176800	CARHR219440
OG0015274	El003G176100	CARHR219940
OG0015275	El003G175990	CARHR220030
OG0015276	El003G175210	CARHR220500
OG0015277	El003G175030	CARHR220670
OG0015278	El003G175000	CARHR220680
OG0015279	El005G263980	CARHR099080
OG0015280	El003G174170	CARHR221440, CARHR221430
OG0015281	El003G172980	CARHR222170
OG0015282	El005G259790	CARHR097490
OG0015283	El003G189880	CARHR262280
OG0015284	El003G190490	CARHR262070
OG0015285	El003G190830	CARHR261810
OG0015286	El003G190880	CARHR261800
OG0015287	El003G191280	CARHR261570
OG0015288	El003G191840	CARHR213710
OG0015289	El003G192600	CARHR212990
OG0015290	El005G270160	CARHR103070
OG0015291	El006G279740	CARHR143460
OG0015292	El006G279820	CARHR143370
OG0015293	El007G348520	CARHR143350
OG0015294	El006G279870	CARHR143310
OG0015295	El006G280030	CARHR143160
OG0015296	El006G280050	CARHR143140
OG0015297	El006G280060	CARHR143130
OG0015298	El006G280210	CARHR143000
OG0015299	El006G280220	CARHR142990
OG0015300	El006G280260	CARHR142950
OG0015301	El006G288500	CARHR142920
OG0015302	El006G280300	CARHR142890
OG0015303	El005G252210	CARHR090660
OG0015304	El006G280830	CARHR142430
OG0015305	El006G280990	CARHR142270
OG0015306	El006G281010	CARHR142250
OG0015307	El006G281200	CARHR142050
OG0015308	El006G281260	CARHR141980
OG0015309	El006G281440	CARHR141860
OG0015310	El006G281560	CARHR141770
OG0015311	El006G281720	CARHR141630
OG0015312	El006G282070	CARHR141320
OG0015313	El006G282400	CARHR141150
OG0015314	El006G282760	CARHR140840
OG0015315	El006G282770	CARHR140830
OG0015316	El006G282790	CARHR140810
OG0015317	El006G283050	CARHR140580
OG0015318	El006G283170	CARHR140460
OG0015319	El006G283190	CARHR140440
OG0015320	El006G283220	CARHR140400
OG0015321	El006G283300	CARHR140370
OG0015322	El006G283430	CARHR140290
OG0015323	El006G283460	CARHR140270
OG0015324	El006G283580	CARHR140160
OG0015325	El006G283680	CARHR140110
OG0015326	El006G283970	CARHR139930
OG0015327	El006G284380	CARHR139520
OG0015328	El006G284710	CARHR139270
OG0015329	El006G284820	CARHR139160
OG0015330	El006G285170	CARHR138830
OG0015331	El006G285310	CARHR138670
OG0015332	El006G285410	CARHR138550
OG0015333	El006G285440	CARHR138510
OG0015334	El006G285640	CARHR138310
OG0015335	El006G285810	CARHR138150
OG0015336	El006G285930	CARHR138020
OG0015337	El006G286000	CARHR137970
OG0015338	El006G286130	CARHR137930
OG0015339	El006G286240	CARHR137840
OG0015340	El006G286250	CARHR137830
OG0015341	El006G286340	CARHR137780
OG0015342	El006G286420	CARHR137730
OG0015343	El006G286650	CARHR137490
OG0015344	El006G287210	CARHR137070
OG0015345	El006G286900	CARHR137290
OG0015346	El006G287830	CARHR136650
OG0015347	El001G081720	CARHR211870
OG0015348	El001G081710	CARHR211860
OG0015349	El001G081370	CARHR211580
OG0015350	El001G081330	CARHR211540
OG0015351	El001G081180	CARHR211400
OG0015352	El001G081140	CARHR211360
OG0015353	El001G081070	CARHR211320
OG0015354	El001G080930	CARHR211180
OG0015355	El001G080850	CARHR211120
OG0015356	El001G080260	CARHR210730
OG0015357	El001G080190	CARHR210640
OG0015358	El001G079870	CARHR210260
OG0015359	El001G079840	CARHR210240
OG0015360	El001G079810	CARHR210220
OG0015361	El001G079600	CARHR210060
OG0015362	El007G340360	CARHR265950
OG0015363	El001G079360	CARHR209920
OG0015364	El001G079320	CARHR209870
OG0015365	El001G079030	CARHR209640
OG0015366	El001G072200	CARHR203490
OG0015367	El001G078980	CARHR209600
OG0015368	El001G078850	CARHR209460
OG0015369	El001G078790	CARHR209400
OG0015370	El001G078720	CARHR209340
OG0015371	El001G078530	CARHR209180
OG0015372	El001G078260	CARHR209000
OG0015373	El001G078250	CARHR208990
OG0015374	El001G060960	CARHR193580
OG0015375	El001G059910	CARHR192600
OG0015376	El001G060030	CARHR192710
OG0015377	El001G059200	CARHR191990
OG0015378	El001G059140	CARHR191940
OG0015379	El003G156380	CARHR235400
OG0015380	El001G059030	CARHR191850
OG0015381	El001G058970	CARHR191810
OG0015382	El001G058780	CARHR191660
OG0015383	El001G058530	CARHR191480
OG0015384	El001G058410	CARHR191410
OG0015385	El001G058230	CARHR191250
OG0015386	El001G058100	CARHR191120
OG0015387	El001G058030	CARHR191060
OG0015388	El001G057590	CARHR190840
OG0015389	El007G330180	CARHR274420
OG0015390	El007G330360	CARHR274260
OG0015391	El007G330390	CARHR274230
OG0015393	El004G217400	CARHR059780
OG0015394	El007G330900	CARHR273670
OG0015395	El007G331130	CARHR273410
OG0015396	El007G331200	CARHR273350
OG0015397	El007G331750	CARHR285770
OG0015398	El007G332160	CARHR285290
OG0015399	El007G331700	CARHR285820
OG0015400	El007G331940	CARHR285560
OG0015401	El007G327480	CARHR276950
OG0015402	El007G327320	CARHR277110
OG0015403	El007G327280	CARHR277140
OG0015404	El007G327210	CARHR277210
OG0015405	El007G327200	CARHR277220
OG0015406	El007G327180	CARHR277240
OG0015407	El007G327160	CARHR277280
OG0015408	El007G327150	CARHR277290
OG0015409	El007G326930	CARHR277510
OG0015410	El007G326630	CARHR277830
OG0015411	El007G326590	CARHR277860
OG0015412	El006G291800	CARHR133030
OG0015413	El007G326270	CARHR278140
OG0015414	El007G326140	CARHR278250
OG0015415	El007G326120	CARHR278270
OG0015416	El007G326100	CARHR278300
OG0015417	El007G325990	CARHR278390
OG0015418	El007G325950	CARHR278420
OG0015419	El007G325900	CARHR278480
OG0015420	El007G325820	CARHR278560
OG0015421	El007G325760	CARHR278630
OG0015422	El007G325480	CARHR278840
OG0015423	El007G325430	CARHR278890
OG0015424	El007G325090	CARHR279080
OG0015425	El007G324920	CARHR279230
OG0015426	El007G324740	CARHR279370, CARHR279380
OG0015427	El007G324590	CARHR279500
OG0015429	El007G324390	CARHR279670
OG0015430	El007G324150	CARHR279890
OG0015431	El007G324090	CARHR279910
OG0015432	El007G323970	CARHR279980
OG0015433	El007G323890	CARHR280050
OG0015434	El007G323840	CARHR280110
OG0015435	El007G323790	CARHR280160
OG0015436	El007G323660	CARHR280280
OG0015437	El007G323650	CARHR280290
OG0015438	El007G323570	CARHR280340
OG0015439	El007G323310	CARHR280600
OG0015440	El006G314440	CARHR115980
OG0015441	El007G323100	CARHR280810
OG0015442	El007G323070	CARHR280840
OG0015443	El007G322800	CARHR281050
OG0015444	El007G322610	CARHR281200
OG0015445	El007G322580	CARHR281220
OG0015446	El007G322460	CARHR034750
OG0015447	El007G322350	CARHR281410
OG0015448	El007G322290	CARHR281480
OG0015449	El007G322230	CARHR281530
OG0015450	El007G322170	CARHR281580
OG0015451	El007G322050	CARHR281710
OG0015452	El007G321920	CARHR281820
OG0015453	El001G000100	CARHR248110
OG0015454	El001G000840	CARHR248920
OG0015455	El001G000590	CARHR248610
OG0015456	El001G000440	CARHR248420
OG0015457	El001G001030	CARHR249060
OG0015458	El001G001040	CARHR249070
OG0015459	El001G001180	CARHR249210
OG0015460	El001G001240	CARHR249300
OG0015461	El001G001330	CARHR249400
OG0015462	El001G001910	CARHR249970
OG0015463	El001G002040	CARHR249790
OG0015464	El001G002240	CARHR249690
OG0015465	El001G002360	CARHR249600
OG0015466	El001G003030	CARHR250790
OG0015467	El001G003180	CARHR250900
OG0015468	El001G003200	CARHR250920
OG0015469	El001G003210	CARHR250940
OG0015470	El007G325300	CARHR293790
OG0015471	El001G003560	CARHR251280
OG0015472	El007G360340	CARHR178990
OG0015473	El007G360250	CARHR179080
OG0015474	El007G360230	CARHR179110
OG0015475	El007G360220	CARHR179120
OG0015476	El007G360010	CARHR179260
OG0015477	El007G359870	CARHR179450
OG0015478	El007G359840	CARHR179500
OG0015479	El007G359720	CARHR179610
OG0015480	El007G359690	CARHR179680
OG0015481	El007G359670	CARHR179700
OG0015482	El007G359040	CARHR180180
OG0015483	El006G300000	CARHR126040
OG0015484	El006G299110	CARHR126860
OG0015485	El006G299500	CARHR126480
OG0015486	El006G300130	CARHR125890
OG0015487	El006G300200	CARHR125850
OG0015488	El006G300220	CARHR125820
OG0015489	El006G300370	CARHR125650
OG0015490	El006G300980	CARHR125090
OG0015491	El006G301110	CARHR124960
OG0015492	El006G301120	CARHR124940
OG0015493	El006G301740	CARHR124370
OG0015494	El006G302370	CARHR123640
OG0015495	El006G302580	CARHR123490
OG0015496	El006G302930	CARHR123210
OG0015497	El006G304150	CARHR122350
OG0015498	El006G304500	CARHR121950
OG0015499	El006G304860	CARHR121770
OG0015500	El006G304930	CARHR121650
OG0015501	El006G304980	CARHR121580
OG0015502	El006G305420	CARHR121250
OG0015503	El006G305610	CARHR121080
OG0015504	El006G305670	CARHR121000
OG0015505	El006G305700	CARHR120970
OG0015506	El006G305780	CARHR120860
OG0015507	El006G305810	CARHR120810
OG0015508	El006G306140	CARHR120540
OG0015509	El006G308210	CARHR119390
OG0015510	El006G308140	CARHR119420
OG0015511	El006G307970	CARHR119530
OG0015512	El006G307490	CARHR119700
OG0015513	El006G307430	CARHR119760, CARHR119750
OG0015514	El006G307180	CARHR119970
OG0015515	El006G309220	CARHR119040
OG0015516	El006G309230	CARHR119030
OG0015517	El006G309910	CARHR118790
OG0015518	El006G309960	CARHR118750
OG0015519	El006G309400	CARHR119010
OG0015520	El006G310960	CARHR118490
OG0015521	El006G286980	CARHR107570
OG0015522	El002G090320	CARHR007470
OG0015523	El001G000120	CARHR248130
OG0015524	El006G311360	CARHR120050
OG0015525	El001G077220	CARHR114530
OG0015526	El006G312420	CARHR115230
OG0015527	El006G312500	CARHR115130
OG0015528	El007G364010	CARHR115100
OG0015529	El006G312760	CARHR115020
OG0015530	El006G312810	CARHR114940
OG0015531	El006G313220	CARHR114820
OG0015532	El006G313560	CARHR115320
OG0015533	El006G313710	CARHR115440
OG0015534	El003G156790	CARHR235100
OG0015535	El005G235520	CARHR075440
OG0015536	El005G235440	CARHR075360
OG0015537	El005G235140	CARHR075110
OG0015538	El005G235100	CARHR075070
OG0015539	El002G113740	CARHR027590
OG0015540	El005G235010	CARHR075000
OG0015541	El005G234960	CARHR074970
OG0015542	El005G234900, El002G097550	CARHR074920
OG0015543	El005G256850	CARHR074900
OG0015545	El001G082290	CARHR212330
OG0015546	El006G316860	CARHR082860
OG0015547	El001G082260	CARHR212300
OG0015548	El001G082230	CARHR212270
OG0015549	El001G082220	CARHR212260
OG0015550	El006G302400	CARHR123610
OG0015551	El001G082200	CARHR212240
OG0015552	El001G082110	CARHR212190
OG0015553	El001G082090	CARHR212170
OG0015554	El001G082080	CARHR212160
OG0015555	El003G157870	CARHR234140
OG0015556	El003G157530	CARHR234410
OG0015557	El005G235940	CARHR075830
OG0015558	El005G235990	CARHR075880
OG0015559	El005G236250	CARHR076070
OG0015560	El005G236260	CARHR076080
OG0015561	El005G236280	CARHR076100
OG0015562	El005G236350	CARHR076150
OG0015563	El005G236450	CARHR076250
OG0015564	El005G236460	CARHR076260
OG0015565	El005G236600	CARHR076420
OG0015566	El005G236880	CARHR076650
OG0015567	El005G236930	CARHR076690
OG0015568	El005G236960	CARHR076710
OG0015569	El005G237070	CARHR076830
OG0015570	El005G237210	CARHR076950
OG0015571	El005G237290	CARHR077020
OG0015572	El005G237300	CARHR077030
OG0015573	El005G237560	CARHR077290
OG0015574	El005G237840	CARHR077530
OG0015575	El005G238090	CARHR077730
OG0015576	El005G238200	CARHR077810, CARHR077800
OG0015577	El005G238440	CARHR078000
OG0015578	El005G238740	CARHR078270
OG0015579	El005G238870	CARHR078410
OG0015580	El005G238960	CARHR078530
OG0015581	El005G239500	CARHR078990
OG0015583	El005G240020	CARHR079470
OG0015584	El005G240160	CARHR079610
OG0015585	El005G240420	CARHR079900
OG0015586	El005G240310	CARHR079750
OG0015587	El005G240590	CARHR080070
OG0015588	El005G240600	CARHR080080
OG0015589	El005G240690	CARHR080170
OG0015590	El005G240760	CARHR080230
OG0015591	El001G031870	CARHR170500
OG0015592	El005G241550	CARHR080900
OG0015593	El005G241610	CARHR080960
OG0015594	El005G242130	CARHR081450
OG0015595	El005G242240	CARHR081560
OG0015596	El005G248490	CARHR087200
OG0015597	El005G242300	CARHR081620
OG0015598	El005G242320	CARHR081650
OG0015599	El005G242400	CARHR081730
OG0015600	El005G242420	CARHR081750
OG0015601	El005G242580	CARHR081960
OG0015602	El005G242630	CARHR081990
OG0015603	El005G242780	CARHR082130
OG0015604	El005G242860	CARHR082230
OG0015605	El005G243000	CARHR082340
OG0015606	El005G243080	CARHR082380
OG0015607	El005G243110	CARHR082410
OG0015608	El005G243240	CARHR082490
OG0015609	El005G243310	CARHR082580
OG0015610	El005G243320	CARHR082600
OG0015611	El005G243470	CARHR082760
OG0015612	El005G244110	CARHR083310
OG0015613	El005G244130	CARHR083330
OG0015614	El006G289300	CARHR135350
OG0015615	El006G289310	CARHR135330
OG0015616	El006G289590	CARHR135080
OG0015617	El006G289810	CARHR134870
OG0015618	El006G289860	CARHR134830
OG0015619	El006G290190	CARHR134510
OG0015620	El006G290210	CARHR134490
OG0015621	El006G290830	CARHR133940
OG0015622	El006G290510	CARHR134280
OG0015623	El006G290940	CARHR133850
OG0015624	El006G291010	CARHR133800
OG0015625	El006G291060	CARHR133780
OG0015626	El006G295020	CARHR130170
OG0015627	El006G294540	CARHR130580
OG0015628	El005G248160	CARHR287100
OG0015629	El006G294410	CARHR130670
OG0015630	El006G294120	CARHR130890
OG0015631	El006G293760	CARHR131190
OG0015632	El006G293560	CARHR131450
OG0015633	El006G293540	CARHR131490
OG0015634	El006G293430	CARHR131610
OG0015635	El006G293440	CARHR131600
OG0015636	El005G268980	CARHR101740
OG0015637	El006G293310	CARHR131710
OG0015638	El006G293270	CARHR132360
OG0015639	El006G293230	CARHR132350
OG0015640	El006G293130	CARHR132250
OG0015641	El006G292830	CARHR132080
OG0015642	El006G292680	CARHR131940
OG0015643	El006G292660	CARHR131920
OG0015644	El006G291530	CARHR133330
OG0015645	El006G291600	CARHR133260
OG0015646	El006G291630	CARHR133230, CARHR035360
OG0015647	El006G292080	CARHR132760
OG0015648	El006G292120	CARHR132730
OG0015649	El006G292190	CARHR132650
OG0015651	El006G295200	CARHR130030
OG0015652	El002G099730	CARHR016190
OG0015653	El002G099770	CARHR016230
OG0015654	El002G100130	CARHR016580
OG0015655	El002G100270	CARHR016750
OG0015656	El002G100430	CARHR016920
OG0015657	El002G100630	CARHR017120
OG0015658	El002G101010	CARHR017470
OG0015659	El002G101160	CARHR017610
OG0015660	El002G101350	CARHR017850
OG0015661	El002G101610	CARHR018090
OG0015662	El002G101600	CARHR018080
OG0015663	El002G101580	CARHR018060
OG0015664	El002G101540	CARHR018020
OG0015665	El002G101470	CARHR017970
OG0015666	El002G101700	CARHR018180
OG0015667	El002G101880	CARHR018350
OG0015668	El002G102380	CARHR018820
OG0015669	El002G102320	CARHR018750
OG0015670	El002G102300	CARHR018720
OG0015671	El002G102130	CARHR018620
OG0015672	El004G226100	CARHR066790
OG0015673	El002G102870	CARHR019310
OG0015674	El002G102990	CARHR019460
OG0015675	El002G103040	CARHR019500
OG0015676	El002G103200	CARHR019590
OG0015677	El002G103330	CARHR019680
OG0015678	El002G103370	CARHR019720
OG0015679	El002G103600	CARHR019900
OG0015680	El002G103630	CARHR019930
OG0015681	El002G103660	CARHR019960
OG0015682	El002G103730	CARHR020010
OG0015683	El002G104450	CARHR020610
OG0015684	El002G104880	CARHR021000
OG0015685	El002G104920	CARHR021030
OG0015686	El002G105010	CARHR021110
OG0015687	El002G105230	CARHR021300
OG0015688	El002G105450	CARHR021500
OG0015689	El002G106020	CARHR021930
OG0015690	El002G106090	CARHR021990
OG0015691	El002G106110	CARHR022000
OG0015692	El002G106210	CARHR022100
OG0015693	El002G106250	CARHR022150
OG0015694	El002G106270	CARHR022160
OG0015696	El002G107060, El002G106640	CARHR022490
OG0015697	El002G107130	CARHR022540
OG0015698	El002G107550	CARHR022820
OG0015699	El002G107720	CARHR022980
OG0015700	El002G107800	CARHR023060
OG0015701	El002G107970	CARHR023160
OG0015702	El002G108140	CARHR023310
OG0015703	El002G108150	CARHR023320
OG0015704	El002G108220	CARHR023380
OG0015705	El002G108380	CARHR023480
OG0015706	El002G108480	CARHR023620
OG0015707	El002G108730	CARHR023830
OG0015709	El002G109360	CARHR024340
OG0015710	El002G109500	CARHR024420
OG0015711	El002G089490	CARHR006730
OG0015712	El002G111440	CARHR025200
OG0015713	El002G111310	CARHR025320
OG0015714	El002G111130	CARHR025500
OG0015715	El004G220130	CARHR061950
OG0015716	El002G110840	CARHR025690
OG0015717	El004G219640	CARHR061600
OG0015718	El002G111810	CARHR025840
OG0015719	El002G111950	CARHR025960
OG0015720	El002G112050	CARHR026070
OG0015721	El002G112440	CARHR026420
OG0015722	El002G112660	CARHR026680
OG0015723	El002G112700	CARHR026710
OG0015724	El002G104370	CARHR020520
OG0015725	El002G128440	CARHR036160
OG0015726	El002G128410	CARHR036150
OG0015727	El002G113100	CARHR027060
OG0015728	El003G160570	CARHR231630
OG0015729	El003G160500	CARHR231700
OG0015730	El003G160380	CARHR231780
OG0015731	El003G160240	CARHR231870, CARHR218950
OG0015732	El003G160190	CARHR231930
OG0015733	El003G160110	CARHR232000
OG0015734	El006G314400	CARHR115890
OG0015735	El003G160010	CARHR232090
OG0015736	El003G159970	CARHR232120
OG0015737	El003G159890	CARHR232190
OG0015738	El003G159880	CARHR232210
OG0015739	El003G159780	CARHR232330
OG0015740	El003G159560	CARHR232460
OG0015741	El003G159510	CARHR232510
OG0015742	El003G159320	CARHR232690
OG0015743	El003G159170	CARHR232780
OG0015744	El003G158970	CARHR232960
OG0015745	El003G159060	CARHR232880
OG0015746	El003G159080	CARHR232860
OG0015747	El007G341830	CARHR264790
OG0015748	El002G091180	CARHR008340
OG0015749	El003G156260	CARHR235510
OG0015750	El003G156350	CARHR235430
OG0015751	El006G315080	CARHR116270
OG0015752	El006G316070	CARHR294560
OG0015753	El006G315990	CARHR116800
OG0015754	El006G316750	CARHR117360
OG0015755	El006G317960	CARHR184860
OG0015757	El006G318440	CARHR293100
OG0015758	El006G318550	CARHR293010
OG0015759	El006G318650	CARHR292960
OG0015760	El003G156240	CARHR235530
OG0015761	El006G318950	CARHR114450
OG0015762	El006G319290	CARHR114150
OG0015763	El006G319630	CARHR113760
OG0015764	El001G025130	CARHR164290
OG0015765	El006G319820	CARHR113630
OG0015766	El006G320270	CARHR113210
OG0015767	El006G320360	CARHR113060, CARHR113050
OG0015768	El006G320370	CARHR113040
OG0015769	El006G320640	CARHR112700
OG0015770	El006G320700	CARHR112610
OG0015771	El006G321060	CARHR112450
OG0015772	El006G321560	CARHR111970
