Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_NCBI
OG0013753	El005G239260	XP_020888429.1
OG0013754	El005G239580	XP_020889398.1
OG0013755	El005G239650	XP_020886923.1
OG0013756	El005G239750	XP_002882386.1
OG0013757	El005G239840	XP_020886359.1
OG0013758	El005G240090	XP_002882403.1
OG0013759	El005G240250	XP_002884508.2
OG0013760	El005G240140	XP_020886784.1
OG0013761	El005G240630	XP_020887076.1
OG0013762	El005G240730	XP_020886802.1
OG0013763	El005G240990	XP_002884543.1
OG0013764	El005G241020	XP_002884545.1
OG0013765	El005G241340	XP_002882452.1
OG0013766	El005G241560	XP_002862189.2, XP_020887552.1
OG0013767	El005G241720	XP_020887521.1
OG0013768	El005G241940	XP_020888786.1
OG0013769	El005G270130	XP_020886787.1
OG0013770	El005G242070	XP_020887599.1
OG0013771	El005G242410	XP_002882514.1
OG0013772	El005G242680	XP_020889423.1
OG0013773	El001G007910	XP_020878808.1
OG0013774	El005G243130	XP_002882545.1
OG0013775	El005G243150	XP_020886955.1
OG0013776	El005G243460	XP_002884675.2
OG0013777	El005G243530	XP_020886574.1
OG0013778	El005G243770	XP_020887902.1
OG0013779	El005G244020	XP_020886663.1
OG0013780	El006G289190	XP_020883742.1
OG0013781	El006G289480	XP_020884497.1
OG0013782	El006G289600	XP_002879843.1
OG0013783	El001G027070	XP_020880203.1
OG0013784	El006G289830	XP_002879833.1
OG0013785	El006G290080	XP_002879814.1
OG0013786	El006G290150	XP_020884842.1
OG0013787	El006G290260	XP_020884592.1
OG0013788	El006G297390, El006G290310	XP_002879805.2
OG0013789	El006G290720	XP_020881852.1, XP_002879789.1
OG0013790	El006G290870	XP_020885334.1
OG0013791	El006G290890	XP_002879786.1
OG0013793	El006G305460	XP_020883666.1
OG0013794	El006G291100	XP_020883464.1
OG0013795	El006G291210	XP_002881620.1
OG0013796	El008G368360, El006G291410	XP_002879762.1
OG0013797	El006G294900	XP_020883738.1
OG0013798	El006G294570	XP_020883181.1
OG0013799	El006G294150	XP_002879616.1
OG0013800	El006G294050	XP_020883870.1
OG0013801	El006G293810	XP_020884152.1
OG0013802	El006G293700	XP_020884415.1
OG0013803	El006G293640	XP_020884742.1
OG0013804	El006G293580	XP_020884578.1
OG0013805	El006G293530	XP_002879644.2
OG0013806	El006G293180	XP_020885176.1
OG0013807	El006G292770	XP_020883173.1
OG0013808	El006G292750	XP_020883174.1
OG0013809	El006G292630	XP_002881542.1
OG0013810	El006G292210	XP_002881562.1
OG0013811	El006G292220, El001G008430	XP_002881561.1
OG0013812	El006G292250	XP_002881559.1
OG0013813	El003G181990	XP_002870409.1
OG0013814	El006G295220	XP_002881413.2
OG0013816	El002G099300	XP_002892855.1
OG0013817	El002G100280	XP_020868650.1
OG0013818	El002G100510	XP_020870492.1
OG0013819	El002G100530	XP_020870426.1
OG0013820	El002G100600, El002G100590	XP_020866906.1
OG0013821	El002G100710	XP_002892918.1
OG0013822	El002G100820	XP_020868121.1
OG0013823	El002G097270	XP_020870679.1
OG0013824	El002G101270	XP_002892938.2
OG0013825	El002G101410	XP_002892945.1
OG0013826	El002G101420	XP_002890219.1
OG0013828	El002G101520	XP_020866369.1
OG0013829	El002G101890	XP_002890247.1
OG0013830	El002G102010	XP_002892971.1
OG0013831	El002G102390	XP_020869933.1
OG0013832	El002G102200, El002G102220, El002G102240	XP_002890260.1
OG0013833	El002G102120	XP_020869038.1
OG0013834	El002G102100	XP_020869040.1
OG0013836	El002G102780	XP_020867223.1
OG0013837	El002G103360	XP_020868662.1
OG0013838	El002G103400	XP_020867019.1
OG0013839	El002G103420	XP_020869815.1
OG0013840	El002G103520	XP_002893035.1
OG0013841	El002G103560	XP_002890327.1
OG0013842	El002G103680	XP_020870644.1
OG0013843	El002G103880	XP_002890348.1
OG0013844	El002G103910	XP_020869333.1
OG0013846	El002G104200	XP_002893078.1
OG0013847	El002G104380	XP_020869293.1
OG0013848	El002G104860	XP_020866802.1
OG0013849	El002G105160	XP_002890409.1
OG0013850	El002G105360	XP_020868897.1
OG0013851	El002G105780	XP_002893159.1
OG0013852	El002G105870	XP_002890443.1
OG0013853	El002G105880, El002G105890	XP_020869384.1
OG0013854	El002G106010	XP_020871013.1
OG0013855	El002G106050	XP_020867727.1
OG0013856	El002G106140	XP_002890451.1
OG0013857	El002G106550, El002G106220	XP_020866887.1
OG0013858	El002G106530	XP_002893209.1
OG0013859	El002G107910	XP_002890529.2
OG0013860	El002G107920	XP_020866410.1
OG0013861	El002G107940	XP_002890532.1
OG0013862	El002G107960	XP_002890534.1
OG0013863	El002G108700	XP_020870942.1
OG0013864	El002G109420	XP_002893325.1
OG0013865	El002G109490	XP_020868045.1
OG0013866	El002G109950	XP_020868235.1
OG0013867	El002G110330	XP_020866647.1
OG0013868	El002G110610, El002G110720	XP_020868744.1
OG0013869	El002G110640	XP_020866527.1
OG0013870	El002G111300	XP_020870505.1
OG0013871	El002G111180	XP_020867875.1
OG0013872	El002G111700	XP_002893413.1
OG0013873	El002G111720, El002G110440	XP_020870991.1
OG0013874	El002G111870	XP_020868983.1
OG0013875	El002G112570	XP_002893443.1
OG0013876	El004G217960	XP_002888609.1
OG0013877	El002G112800	XP_020868732.1
OG0013878	El002G112930	XP_020868420.1
OG0013879	El002G128400	XP_020869156.1
OG0013880	El003G160320	XP_002869720.2
OG0013881	El003G160170	XP_020873725.1
OG0013882	El003G159990	XP_020873751.1
OG0013883	El003G159980	XP_002867648.1
OG0013884	El003G159810	XP_020873506.1
OG0013885	El003G159520	XP_020873511.1
OG0013886	El003G159470	XP_020873272.1
OG0013887	El003G159440	XP_002867621.1
OG0013888	El003G150130	XP_002869260.1
OG0013889	El006G315120	XP_002880668.1
OG0013890	El006G315800	XP_002880650.1
OG0013891	El006G315780	XP_002880652.1
OG0013892	El006G315840	XP_020884222.1
OG0013893	El003G149560	XP_020874874.1
OG0013894	El006G315930	XP_020885419.1
OG0013895	El006G315940	XP_020885417.1
OG0013897	El006G316050	XP_002880634.1
OG0013898	El006G315580	XP_002880654.1
OG0013899	El006G315470	XP_002880659.1
OG0013900	El006G318250	XP_020884950.1
OG0013901	El006G319060	XP_020883072.1, XP_020883071.1
OG0013902	El004G228920	XP_002887626.1
OG0013903	El004G228910	XP_020890735.1
OG0013904	El006G319540	XP_020883984.1
OG0013905	El006G319810	XP_002880444.1
OG0013906	El006G320060	XP_020885699.1
OG0013907	El006G320330	XP_020883229.1
OG0013908	El006G320350	XP_020884635.1
OG0013909	El006G320390	XP_020883044.1
OG0013910	El006G320580	XP_002878570.1
OG0013911	El006G321100	XP_020884885.1
OG0013912	El006G321290	XP_002878543.1
OG0013913	El006G321610	XP_002880355.1
OG0013914	El002G100210	XP_020868636.1
OG0013915	El002G099260	XP_002892852.1
OG0013916	El002G098730	XP_020869885.1
OG0013917	El002G098710	XP_002890071.1
OG0013918	El002G098570	XP_002890063.1
OG0013919	El002G098250	XP_020869028.1
OG0013920	El002G098080	XP_002890042.1
OG0013921	El002G097470	XP_020869155.1
OG0013922	El002G097430	XP_002890020.1
OG0013923	El002G097360	XP_002890017.1
OG0013924	El002G097280, El002G097710	XP_020868023.1
OG0013925	El002G097140	XP_020866456.1, XP_020866965.1
OG0013926	El002G096950	XP_020870727.1
OG0013927	El002G096570	XP_002892723.1
OG0013928	El002G096300	XP_020869512.1
OG0013929	El002G096280	XP_020869520.1
OG0013930	El002G095400	XP_002892669.1
OG0013931	El002G095290	XP_002889902.2
OG0013932	El002G095280	XP_002892660.1
OG0013933	El002G095100	XP_020868949.1
OG0013934	El002G095020	XP_020870591.1
OG0013935	El002G094160	XP_002889847.1
OG0013936	El002G094060	XP_002892614.1
OG0013937	El002G093850	XP_020866024.1
OG0013938	El005G269930	XP_020887967.1
OG0013939	El005G269920	XP_002885775.2
OG0013940	El001G047970	XP_020878381.1
OG0013941	El002G092820	XP_002892531.1
OG0013942	El002G092870	XP_002892534.1
OG0013943	El002G092420	XP_002889761.1
OG0013944	El002G092380	XP_002892511.1
OG0013945	El002G092280	XP_002892507.1
OG0013946	El002G092240	XP_020867581.1
OG0013947	El002G092170	XP_002889747.1
OG0013948	El002G092120	XP_020866914.1
OG0013949	El002G092060	XP_020867930.1
OG0013950	El002G091370	XP_020866321.1
OG0013951	El002G091250	XP_020868664.1
OG0013952	El002G091200	XP_020866922.1
OG0013953	El002G091140	XP_002889691.1
OG0013954	El001G029280	XP_020881364.1
OG0013955	El002G090510	XP_020868704.1
OG0013956	El002G090010	XP_020870900.1
OG0013957	El002G089880	XP_002892397.2
OG0013958	El002G089730	XP_002889638.1
OG0013959	El002G089570	XP_002892381.1
OG0013960	El002G089460	XP_002892373.1
OG0013961	El002G089450	XP_020867216.1
OG0013962	El002G089110	XP_002889615.1
OG0013963	El002G088810	XP_002892342.1
OG0013964	El002G088660	XP_002892331.1
OG0013965	El002G088530	XP_020867032.1
OG0013966	El002G088100	XP_020867821.1
OG0013967	El002G087920	XP_020869869.1
OG0013968	El002G087830	XP_002889556.1
OG0013969	El002G087530	XP_002892282.1
OG0013970	El002G087190	XP_020867986.1
OG0013971	El002G087030	XP_002889528.1
OG0013972	El002G086990, El002G089930	XP_020867915.1
OG0013973	El002G086790	XP_020867119.1
OG0013974	El002G086540	XP_020868053.1
OG0013975	El002G086270	XP_002892209.1
OG0013976	El002G086140	XP_002892202.1
OG0013977	El002G086100	XP_020869646.1
OG0013978	El002G085290	XP_020867705.1
OG0013979	El002G084990	XP_002889440.1
OG0013980	El002G084850	XP_020867760.1
OG0013981	El002G084820	XP_020867759.1
OG0013982	El002G084360	XP_020869120.1
OG0013983	El006G287760	XP_020885524.1
OG0013984	El002G083850	XP_020866655.1
OG0013985	El002G083690	XP_020870618.1
OG0013986	El002G083670	XP_020866680.1
OG0013987	El002G083640	XP_002892081.1
OG0013988	El002G083620	XP_020870010.1
OG0013989	El002G083560	XP_020870179.1
OG0013990	El002G083220	XP_002892055.1
OG0013991	El002G083310	XP_020867496.1
OG0013992	El002G083120	XP_020869665.1
OG0013993	El002G082820	XP_020868405.1
OG0013994	El002G082800	XP_020867972.1
OG0013995	El006G287160	XP_020885777.1
OG0013996	El002G082750	XP_020867966.1
OG0013997	El001G017660	XP_020880353.1
OG0013998	El002G082420	XP_020869577.1
OG0013999	El001G067630	XP_002873642.1
OG0014000	El001G066900	XP_020877560.1
OG0014001	El001G061270	XP_002873933.1
OG0014002	El001G067030	XP_020879038.1
OG0014003	El001G067060	XP_020879515.1
OG0014004	El001G067470	XP_002873647.1
OG0014005	El001G066710	XP_020877355.1
OG0014006	El001G065970	XP_002873727.1
OG0014007	El001G065700	XP_020876567.1
OG0014008	El001G065690	XP_002871679.1
OG0014009	El001G065680	XP_002873738.1
OG0014010	El001G065620	XP_020876607.1
OG0014011	El001G065590	XP_020876602.1
OG0014012	El001G065430	XP_002871690.2
OG0014013	El001G065420	XP_002871691.1
OG0014014	El001G065260	XP_020875903.1
OG0014015	El001G065160	XP_020879540.1
OG0014016	El001G065120	XP_020877573.1
OG0014017	El001G064500	XP_020878930.1
OG0014018	El001G064250	XP_020879452.1
OG0014019	El001G064170	XP_020879324.1
OG0014020	El001G063950	XP_002873804.1
OG0014021	El001G063820	XP_020878714.1
OG0014022	El001G063730	XP_020878189.1
OG0014023	El001G063540	XP_002873827.1
OG0014024	El001G063550	XP_020876265.1
OG0014025	El001G063260	XP_002871775.1
OG0014026	El001G062520	XP_002871804.1
OG0014027	El004G230170	XP_020891436.1
OG0014028	El001G062460	XP_020879008.1
OG0014029	El001G062260	XP_002873894.2
OG0014030	El001G062160	XP_002873898.1
OG0014031	El001G062070	XP_002873904.1
OG0014032	El001G061940, El001G061900	XP_002873911.1
OG0014033	El001G061580	XP_002871851.1
OG0014034	El001G061230	XP_002871866.1
OG0014035	El001G061040	XP_020878275.1
OG0014036	El001G051260	XP_020876537.1
OG0014037	El001G051090	XP_002872231.1
OG0014038	El001G051050	XP_002874322.1
OG0014039	El001G051030	XP_020878238.1
OG0014040	El001G050870	XP_020878668.1
OG0014041	El001G050730	XP_002874330.1
OG0014042	El007G359290	XP_020871030.1
OG0014043	El001G049710	XP_020876927.1
OG0014044	El001G049180, El001G049190	XP_002872278.1
OG0014045	El001G048110	XP_020878074.1
OG0014046	El007G346900	XP_002863933.1
OG0014047	El007G346950	XP_002865693.1
OG0014048	El007G347020	XP_020865638.1
OG0014049	El007G347080	XP_002863924.1
OG0014050	El007G349110	XP_020871697.1
OG0014051	El007G347540	XP_002865663.1
OG0014052	El001G068130	XP_020879194.1
OG0014053	El001G074950	XP_002873283.1
OG0014054	El001G074790	XP_020878707.1
OG0014055	El001G074900	XP_020875772.1
OG0014056	El001G066660	XP_002873694.1
OG0014057	El001G075230	XP_002873272.2
OG0014058	El001G075270	XP_002871225.1
OG0014059	El001G075300	XP_002871223.1
OG0014060	El001G075360	XP_020877617.1
OG0014061	El007G351220	XP_020868059.1
OG0014062	El001G075980	XP_002871204.1
OG0014063	El001G076060	XP_002873240.1
OG0014064	El001G076180	XP_020875934.1
OG0014065	El001G075670, El001G076270	XP_002871190.1
OG0014067	El001G076390	XP_002873227.1
OG0014068	El001G076480	XP_002873223.1
OG0014069	El001G076580	XP_020875926.1
OG0014070	El001G076770	XP_020875969.1
OG0014071	El001G076800, El003G181180	XP_020875947.1
OG0014072	El001G077010	XP_002871147.1
OG0014073	El001G077070	XP_002871145.1
OG0014074	El001G077720	XP_020876015.1
OG0014075	El001G077660	XP_020875931.1
OG0014076	El001G077470	XP_002871123.1
OG0014077	El001G077460, El001G077500	XP_020875985.1
OG0014078	El001G077800	XP_020878553.1
OG0014079	El001G077830	XP_020878674.1
OG0014080	El001G077900	XP_002873159.1
OG0014081	El001G077930	XP_002871105.1
OG0014083	El001G078170	XP_002871089.1
OG0014084	El001G051850	XP_020877858.1
OG0014085	El001G052600	XP_020877870.1
OG0014086	El001G052590	XP_020877883.1
OG0014087	El001G053050	XP_020879582.1
OG0014088	El001G055580	XP_020879053.1
OG0014089	El001G055450	XP_020878168.1
OG0014090	El001G055420	XP_020878374.1
OG0014091	El006G313010, El001G055620	XP_020877987.1
OG0014092	El001G055680	XP_002874179.1
OG0014093	El001G056110	XP_002874152.1
OG0014094	El001G056330	XP_020878586.1
OG0014095	El007G345380	XP_002883636.1
OG0014096	El001G057120	XP_020878192.1
OG0014097	El001G057140	XP_002872032.1
OG0014098	El007G329870	XP_002864715.1
OG0014099	El007G329370	XP_020884097.1
OG0014100	El007G329310	XP_002864734.1
OG0014101	El007G329070	XP_020870066.1
OG0014102	El003G155780	XP_002867462.2
OG0014103	El007G328670	XP_002864769.1
OG0014104	El007G328590	XP_002866474.1
OG0014105	El007G328330	XP_002866485.1
OG0014106	El007G327990	XP_020868234.1, XP_002862387.1
OG0014107	El007G327880	XP_002864816.1
OG0014108	El007G327850	XP_020886487.1
OG0014109	El007G327780	XP_020871112.1
OG0014110	El007G327710	XP_020890296.1
OG0014111	El007G327560	XP_020890160.1
OG0014112	El007G327550	XP_020890165.1
OG0014113	El007G332700	XP_020889204.1
OG0014114	El007G332830	XP_002866280.1
OG0014115	El007G333120	XP_002864570.1
OG0014116	El001G021740	XP_020880071.1
OG0014117	El001G021670	XP_020881681.1
OG0014118	El001G021610	XP_020879901.1
OG0014119	El001G021560	XP_020879927.1
OG0014120	El001G021310	XP_020882346.1
OG0014121	El001G021070	XP_020880936.1
OG0014122	El001G020800	XP_020881653.1
OG0014123	El001G020790	XP_020881005.1
OG0014124	El001G020590	XP_020882468.1
OG0014125	El001G020460, El001G039330	XP_020879854.1
OG0014126	El001G019960	XP_002876003.1
OG0014127	El001G019730	XP_020881396.1
OG0014128	El001G019640	XP_020882193.1
OG0014129	El001G019340	XP_020880730.1
OG0014130	El001G019270	XP_002877668.1
OG0014131	El001G019020	XP_020882379.1
OG0014132	El001G018840	XP_002877645.1
OG0014133	El001G018350	XP_020881981.1
OG0014134	El001G018210	XP_002877616.1
OG0014135	El001G017850	XP_002877605.1
OG0014136	El001G017770	XP_020880342.1
OG0014137	El001G017630	XP_002877596.1
OG0014138	El001G007890	XP_002872551.1
OG0014139	El001G017310, El003G181460	XP_002875867.2
OG0014140	El001G017240	XP_002877573.1
OG0014141	El001G016810	XP_002877564.1
OG0014142	El001G016730	XP_002877561.1
OG0014143	El001G016720	XP_002877557.1
OG0014144	El001G016370, El001G016410	XP_020880032.1
OG0014145	El001G016400, El001G016360	XP_020880029.1
OG0014146	El001G015840	XP_002875794.1
OG0014147	El001G015660	XP_020879916.1
OG0014148	El001G015360	XP_020880060.1
OG0014149	El004G226130	XP_020891779.1
OG0014150	El001G014860	XP_020880627.1
OG0014151	El001G014800	XP_020880442.1
OG0014152	El001G014600	XP_002875737.1
OG0014153	El001G014240	XP_002877398.1
OG0014154	El001G014110	XP_002877396.1
OG0014155	El001G013950	XP_002877383.1
OG0014156	El001G013840	XP_020881127.1
OG0014157	El001G013650	XP_020881198.1
OG0014158	El001G012470	XP_020881495.1
OG0014159	El001G012400	XP_020880898.1
OG0014160	El001G012390	XP_002875644.1
OG0014161	El001G012260	XP_002875637.1
OG0014162	El006G282640	XP_020884250.1
OG0014163	El001G011470	XP_020877454.1
OG0014164	El001G012080	XP_020879651.1
OG0014165	El004G218040	XP_020891598.1
OG0014166	El004G217790	XP_002887129.1
OG0014167	El004G218290	XP_002888627.1
OG0014168	El004G197240	XP_020889868.1
OG0014169	El004G218500	XP_002887162.1
OG0014170	El004G218480	XP_002888648.1
OG0014171	El004G219440	XP_002887193.1
OG0014172	El004G219510	XP_002887198.1
OG0014173	El003G183300, El004G233870	XP_020891525.1
OG0014174	El004G220310	XP_020890817.1
OG0014175	El004G220400	XP_002888715.1
OG0014176	El004G220460	XP_020891192.1
OG0014177	El002G112240, El004G220490	XP_020890205.1
OG0014178	El004G220740	XP_002887243.2
OG0014179	El004G221230	XP_002863111.1
OG0014180	El004G221860	XP_002887293.1
OG0014181	El004G222230	XP_020891533.1
OG0014182	El004G222280	XP_002887319.1
OG0014183	El004G223000	XP_002887346.1
OG0014184	El004G223120	XP_002888826.1
OG0014185	El004G223190	XP_020889866.1
OG0014186	El004G223280	XP_002888836.1
OG0014187	El004G223320	XP_020891628.1
OG0014188	El004G223510	XP_002887384.1
OG0014189	El004G223660	XP_002887394.1
OG0014190	El004G223670	XP_020865927.1
OG0014191	El004G223830	XP_002887404.1
OG0014192	El004G223840	XP_002887405.1
OG0014193	El004G231530	XP_002887728.1
OG0014194	El004G230840	XP_002887698.2
OG0014195	El004G230780	XP_002889154.1
OG0014196	El004G230650	XP_020890270.1
OG0014197	El004G230350	XP_020889614.1
OG0014198	El004G230320	XP_020890261.1
OG0014199	El004G230110	XP_020891437.1
OG0014200	El004G230050	XP_002889117.1
OG0014202	El004G229680	XP_002887654.1
OG0014203	El004G229500	XP_020891566.1
OG0014204	El004G229210	XP_020889931.1
OG0014205	El004G228870	XP_002889056.1
OG0014206	El004G228850	XP_002889055.1
OG0014207	El004G228820	XP_020890529.1
OG0014208	El004G228640	XP_002887617.1
OG0014209	El004G228420	XP_020890675.1
OG0014210	El004G228150	XP_020890225.1
OG0014211	El004G227880	XP_020889655.1
OG0014212	El004G227870	XP_020889653.1
OG0014213	El004G227660	XP_002889011.1
OG0014214	El004G227630	XP_020891005.1
OG0014215	El004G227440	XP_020890022.1
OG0014216	El004G227330	XP_002887559.1
OG0014217	El004G227240	XP_002888988.1
OG0014218	El004G226990	XP_020890745.1
OG0014219	El004G226950	XP_020890840.1
OG0014220	El004G226880	XP_002888972.1
OG0014221	El004G226790	XP_002887533.1
OG0014222	El004G226710	XP_020890604.1
OG0014223	El004G226680	XP_020890801.1
OG0014224	El004G226420	XP_002888955.1
OG0014225	El004G226380	XP_020890211.1
OG0014226	El004G226280	XP_020889904.1
OG0014227	El004G226250	XP_002887510.2
OG0014228	El004G226210	XP_020865885.1
OG0014229	El004G226150	XP_020891783.1
OG0014230	El004G226090	XP_002887500.1
OG0014231	El004G225720	XP_002887486.1
OG0014232	El004G225410	XP_002888916.1
OG0014233	El004G225310	XP_020890506.1
OG0014235	El004G224880	XP_002887450.1
OG0014236	El004G224760	XP_002888887.1
OG0014237	El004G224730	XP_020891264.1
OG0014238	El002G101550	XP_020867513.1
OG0014239	El004G224540	XP_002887435.1
OG0014240	El004G224530	XP_002887434.1
OG0014241	El004G224450	XP_020891738.1
OG0014242	El004G224220	XP_020891210.1
OG0014243	El004G232350	XP_020890479.1
OG0014244	El004G232440	XP_020891456.1
OG0014245	El004G232530	XP_002889230.1
OG0014246	El006G318620, El004G232620	XP_002889234.1
OG0014247	El004G232800	XP_002887779.1
OG0014248	El004G232860	XP_020865778.1
OG0014249	El004G232870	XP_002889241.1
OG0014250	El004G232950, El004G234420	XP_020891332.1
OG0014251	El004G232970	XP_020890641.1
OG0014252	El004G233460	XP_020890637.1
OG0014253	El004G233730	XP_002889280.1
OG0014254	El004G234100	XP_002889294.1
OG0014255	El004G234110	XP_020890751.1
OG0014256	El004G234160	XP_002887835.1
OG0014257	El004G234190	XP_002887836.1
OG0014258	El004G234230	XP_020891380.1
OG0014259	El004G234520	XP_020889734.1
OG0014260	El004G234580	XP_020890013.1
OG0014261	El004G234620, El004G234640	XP_020865770.1
OG0014262	El004G234660	XP_002889321.1
OG0014263	El004G234790	XP_020891218.1
OG0014264	El004G234770	XP_020891113.1
OG0014265	El005G248480	XP_020886407.1
OG0014266	El005G248750	XP_002884933.2
OG0014267	El005G249140	XP_002884953.1
OG0014268	El005G249930	XP_002884993.1
OG0014269	El005G249950	XP_002882856.1
OG0014270	El007G339990	XP_020882286.1
OG0014271	El005G250200	XP_002885007.1
OG0014272	El005G250210	XP_020888117.1
OG0014273	El005G250250	XP_020886606.1
OG0014274	El005G250890	XP_020886816.1
OG0014275	El005G251230	XP_020888820.1
OG0014276	El005G251260	XP_020888804.1
OG0014277	El005G251290	XP_020888816.1
OG0014278	El005G251580	XP_002885073.1
OG0014279	El005G251750	XP_002882924.1
OG0014280	El005G252220	XP_020888063.1
OG0014281	El005G252270	XP_020887646.1
OG0014282	El005G252620	XP_020889474.1
OG0014283	El001G011560	XP_002872353.1
OG0014284	El005G252770	XP_002885123.1
OG0014285	El005G252810	XP_002882977.1
OG0014286	El005G253100	XP_020889168.1
OG0014287	El005G253330	XP_020889137.1
OG0014288	El005G253610	XP_002885165.1
OG0014289	El005G253840	XP_020889214.1
OG0014290	El005G254050	XP_002885189.1
OG0014291	El005G254170	XP_020889155.1
OG0014292	El005G254540	XP_002883073.1
OG0014293	El005G254580	XP_002883077.1
OG0014294	El005G254750	XP_002883090.1
OG0014295	El005G255130, El005G255090	XP_002883103.2
OG0014296	El005G255390	XP_002883120.1
OG0014297	El006G305190	XP_002880927.1
OG0014298	El005G255800	XP_020889437.1
OG0014300	El005G256090	XP_020887506.1
OG0014301	El005G256280	XP_002885283.1
OG0014303	El005G256620	XP_002885299.1
OG0014304	El005G256640	XP_020887980.1
OG0014305	El005G256650	XP_002883167.1
OG0014306	El002G133970	XP_002894216.1
OG0014307	El005G256950	XP_020888785.1
OG0014308	El005G256970	XP_002883185.1
OG0014309	El002G134140	XP_020866735.1
OG0014310	El005G257320	XP_020886412.1
OG0014311	El005G257420	XP_002883209.1
OG0014312	El005G257470	XP_002885344.1
OG0014313	El005G258020	XP_020888383.1
OG0014314	El005G243980	XP_020887098.1
OG0014315	El005G258140	XP_002885370.1
OG0014316	El005G258320	XP_020888560.1
OG0014317	El005G258330	XP_020886681.1
OG0014318	El005G258350	XP_002862842.2, XP_020888494.1
OG0014319	El005G258740	XP_020888533.1
OG0014320	El005G258810	XP_002885406.1
OG0014321	El005G258850	XP_002883275.1
OG0014322	El005G258870	XP_020887932.1
OG0014323	El005G259760	XP_002885445.1
OG0014324	El005G259550	XP_002883301.1
OG0014325	El005G259490	XP_020888978.1
OG0014326	El005G259420	XP_020889385.1
OG0014327	El005G259410	XP_020889383.1
OG0014328	El005G260050	XP_002885460.1
OG0014329	El005G260300	XP_002885474.1
OG0014330	El005G261510	XP_002883372.1
OG0014331	El001G060190, El001G076310	XP_020878784.1
OG0014332	El005G262260, El005G262000	XP_002883381.1
OG0014333	El005G262830	XP_020886678.1
OG0014334	El005G264900	XP_002885564.1
OG0014335	El005G265150, El005G265160	XP_020885970.1
OG0014336	El005G265190	XP_002883436.1
OG0014337	El005G265600	XP_020887228.1
OG0014338	El003G176040, El003G176010	XP_020875323.1
OG0014339	El005G267130	XP_020888384.1
OG0014340	El005G267540	XP_002883518.2
OG0014341	El005G267620	XP_002885645.1
OG0014342	El005G267640	XP_020886495.1
OG0014343	El005G267660	XP_020886500.1
OG0014344	El005G268070	XP_002883539.1
OG0014345	El005G268190	XP_020886068.1
OG0014346	El005G268780	XP_002883591.1
OG0014347	El005G268790	XP_020887985.1
OG0014348	El005G268920	XP_020887676.1
OG0014349	El005G269770, El005G269760	XP_020888955.1
OG0014350	El005G269740	XP_020888455.1
OG0014351	El005G269570	XP_002883649.2
OG0014352	El005G271830	XP_002883798.1
OG0014353	El005G276500	XP_020887657.1
OG0014354	El005G271290	XP_020887912.1
OG0014355	El005G271080	XP_002883738.1
OG0014356	El005G270900	XP_020887540.1
OG0014357	El005G270890	XP_020887541.1
OG0014358	El005G270780	XP_002885808.1
OG0014359	El005G270760	XP_002885803.1
OG0014360	El005G270640	XP_020888163.1
OG0014361	El005G270210	XP_020888659.1
OG0014362	El005G271650	XP_002883782.1
OG0014363	El005G272970	XP_020888827.1
OG0014364	El005G271510	XP_020888109.1
OG0014365	El005G271960	XP_002885894.2
OG0014366	El005G272180	XP_020888076.1
OG0014367	El005G272210	XP_002883831.2
OG0014368	El005G272370	XP_002883844.1
OG0014369	El005G272380	XP_002883848.1
OG0014370	El003G149330	XP_002867184.1
OG0014371	El005G272450	XP_020886824.1
OG0014372	El001G080040	XP_002870994.1
OG0014373	El005G272600	XP_002885950.1
OG0014374	El002G090640	XP_002892426.1
OG0014375	El005G273210	XP_002885984.1
OG0014376	El005G273260	XP_002885987.1
OG0014377	El005G273310	XP_002883932.1
OG0014378	El005G273640	XP_020887838.1
OG0014379	El002G125950	XP_020868206.1
OG0014380	El005G273910	XP_002886068.1
OG0014381	El002G125350, El005G265800	XP_020868641.1
OG0014382	El005G274310	XP_002886091.1
OG0014383	El005G274780	XP_020888994.1
OG0014384	El005G275030	XP_020887279.1
OG0014385	El005G275240	XP_020887860.1
OG0014386	El005G276750, El005G276070	XP_020889459.1
OG0014387	El005G277120	XP_002884153.1
OG0014388	El005G277130	XP_002886190.1
OG0014389	El005G277340	XP_002884187.1
OG0014390	El005G277380	XP_020887085.1
OG0014391	El005G277390	XP_002886253.1
OG0014392	El005G277740	XP_020888468.1
OG0014394	El005G278070	XP_020886861.1
OG0014395	El005G278450	XP_020888177.1
OG0014396	El005G278490	XP_020887116.1
OG0014397	El005G278660	XP_002883937.1
OG0014398	El005G278970	XP_020887326.1
OG0014399	El005G279120	XP_020888561.1
OG0014400	El005G279210	XP_002884217.2
OG0014401	El005G279430	XP_020887686.1
OG0014402	El005G279400	XP_002884220.1
OG0014403	El002G141530	XP_002891884.1
OG0014404	El002G141490	XP_002891882.1
OG0014405	El002G140940	XP_020867340.1
OG0014406	El002G140890	XP_020870768.1
OG0014407	El002G140460	XP_002891836.1
OG0014408	El002G140390	XP_002891831.1
OG0014409	El002G140360	XP_002894501.1
OG0014410	El007G366910	XP_020884614.1
OG0014411	El002G140250	XP_020868827.1
OG0014412	El002G139350	XP_002894461.1
OG0014413	El002G127300, El002G139190	XP_002894458.1
OG0014414	El002G139060	XP_020867213.1
OG0014415	El002G138360	XP_002894433.1
OG0014416	El002G137800	XP_002894404.1
OG0014417	El002G137780	XP_020870219.1
